,Slingshot Yo Yo,Magic Avenue,Rockstar Fender,Bali Lava,Serious Unit,Sacred Park,Zipping Loretta
258,"[datetime.datetime(2022, 11, 28, 16, 57, 59, 213413), 8.0, 12.0]","[datetime.datetime(2022, 11, 28, 16, 57, 59, 213413), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 57, 59, 213413), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 57, 59, 213413), 2.3, 3.4]","[datetime.datetime(2022, 11, 28, 16, 57, 59, 213413), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 57, 59, 213413), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 16, 57, 59, 213413), 10.0, 19.0]"
259,"[datetime.datetime(2022, 11, 28, 16, 58, 0, 458470), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 58, 0, 458470), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 58, 0, 458470), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 58, 0, 458470), 2.3, 3.4]","[datetime.datetime(2022, 11, 28, 16, 58, 0, 458470), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 58, 0, 458470), 2.1, 3.0]","[datetime.datetime(2022, 11, 28, 16, 58, 0, 458470), 10.0, 19.0]"
260,"[datetime.datetime(2022, 11, 28, 16, 58, 1, 658529), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 58, 1, 658529), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 16, 58, 1, 658529), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 58, 1, 658529), 2.3, 3.4]","[datetime.datetime(2022, 11, 28, 16, 58, 1, 658529), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 16, 58, 1, 658529), 2.1, 3.0]","[datetime.datetime(2022, 11, 28, 16, 58, 1, 658529), 10.0, 19.0]"
261,"[datetime.datetime(2022, 11, 28, 16, 58, 2, 889302), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 58, 2, 889302), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 58, 2, 889302), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 2, 889302), 2.3, 3.35]","[datetime.datetime(2022, 11, 28, 16, 58, 2, 889302), 18.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 2, 889302), 2.1, 3.0]","[datetime.datetime(2022, 11, 28, 16, 58, 2, 889302), 10.0, 19.0]"
262,"[datetime.datetime(2022, 11, 28, 16, 58, 4, 126984), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 58, 4, 126984), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 58, 4, 126984), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 4, 126984), 2.3, 3.35]","[datetime.datetime(2022, 11, 28, 16, 58, 4, 126984), 18.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 4, 126984), 2.1, 2.7]","[datetime.datetime(2022, 11, 28, 16, 58, 4, 126984), 10.0, 15.0]"
263,"[datetime.datetime(2022, 11, 28, 16, 58, 5, 360709), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 58, 5, 360709), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 58, 5, 360709), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 5, 360709), 2.3, 3.35]","[datetime.datetime(2022, 11, 28, 16, 58, 5, 360709), 18.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 5, 360709), 2.1, 2.7]","[datetime.datetime(2022, 11, 28, 16, 58, 5, 360709), 10.0, 14.5]"
264,"[datetime.datetime(2022, 11, 28, 16, 58, 6, 620806), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 58, 6, 620806), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 58, 6, 620806), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 6, 620806), 2.3, 3.35]","[datetime.datetime(2022, 11, 28, 16, 58, 6, 620806), 18.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 6, 620806), 2.1, 2.98]","[datetime.datetime(2022, 11, 28, 16, 58, 6, 620806), 10.0, 19.0]"
265,"[datetime.datetime(2022, 11, 28, 16, 58, 7, 820668), 8.0, 11.5]","[datetime.datetime(2022, 11, 28, 16, 58, 7, 820668), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 58, 7, 820668), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 7, 820668), 2.3, 3.35]","[datetime.datetime(2022, 11, 28, 16, 58, 7, 820668), 18.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 7, 820668), 2.1, 2.94]","[datetime.datetime(2022, 11, 28, 16, 58, 7, 820668), 10.0, 19.0]"
266,"[datetime.datetime(2022, 11, 28, 16, 58, 9, 90595), 8.0, 11.5]","[datetime.datetime(2022, 11, 28, 16, 58, 9, 90595), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 58, 9, 90595), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 9, 90595), 2.3, 3.35]","[datetime.datetime(2022, 11, 28, 16, 58, 9, 90595), 18.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 9, 90595), 2.1, 2.94]","[datetime.datetime(2022, 11, 28, 16, 58, 9, 90595), 10.0, 19.0]"
267,"[datetime.datetime(2022, 11, 28, 16, 58, 10, 307007), 8.0, 11.5]","[datetime.datetime(2022, 11, 28, 16, 58, 10, 307007), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 58, 10, 307007), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 10, 307007), 2.3, 3.35]","[datetime.datetime(2022, 11, 28, 16, 58, 10, 307007), 18.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 10, 307007), 2.1, 2.94]","[datetime.datetime(2022, 11, 28, 16, 58, 10, 307007), 10.0, 19.0]"
268,"[datetime.datetime(2022, 11, 28, 16, 58, 11, 521494), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 58, 11, 521494), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 58, 11, 521494), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 11, 521494), 2.3, 3.35]","[datetime.datetime(2022, 11, 28, 16, 58, 11, 521494), 18.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 11, 521494), 2.1, 2.94]","[datetime.datetime(2022, 11, 28, 16, 58, 11, 521494), 10.0, 19.0]"
269,"[datetime.datetime(2022, 11, 28, 16, 58, 12, 665841), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 58, 12, 665841), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 58, 12, 665841), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 12, 665841), 2.3, 3.35]","[datetime.datetime(2022, 11, 28, 16, 58, 12, 665841), 18.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 12, 665841), 2.1, 2.94]","[datetime.datetime(2022, 11, 28, 16, 58, 12, 665841), 10.0, 19.0]"
270,"[datetime.datetime(2022, 11, 28, 16, 58, 13, 804722), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 58, 13, 804722), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 58, 13, 804722), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 13, 804722), 2.3, 3.35]","[datetime.datetime(2022, 11, 28, 16, 58, 13, 804722), 18.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 13, 804722), 2.1, 2.94]","[datetime.datetime(2022, 11, 28, 16, 58, 13, 804722), 10.0, 19.0]"
271,"[datetime.datetime(2022, 11, 28, 16, 58, 14, 941740), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 58, 14, 941740), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 58, 14, 941740), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 14, 941740), 2.3, 3.35]","[datetime.datetime(2022, 11, 28, 16, 58, 14, 941740), 18.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 14, 941740), 2.1, 2.94]","[datetime.datetime(2022, 11, 28, 16, 58, 14, 941740), 10.0, 19.0]"
272,"[datetime.datetime(2022, 11, 28, 16, 58, 16, 72999), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 58, 16, 72999), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 58, 16, 72999), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 16, 72999), 2.3, 3.35]","[datetime.datetime(2022, 11, 28, 16, 58, 16, 72999), 18.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 16, 72999), 2.1, 2.94]","[datetime.datetime(2022, 11, 28, 16, 58, 16, 72999), 10.0, 19.0]"
273,"[datetime.datetime(2022, 11, 28, 16, 58, 17, 239464), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 58, 17, 239464), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 58, 17, 239464), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 17, 239464), 2.3, 3.35]","[datetime.datetime(2022, 11, 28, 16, 58, 17, 239464), 18.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 17, 239464), 2.1, 2.94]","[datetime.datetime(2022, 11, 28, 16, 58, 17, 239464), 10.0, 19.0]"
274,"[datetime.datetime(2022, 11, 28, 16, 58, 18, 402263), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 58, 18, 402263), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 58, 18, 402263), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 18, 402263), 2.3, 3.35]","[datetime.datetime(2022, 11, 28, 16, 58, 18, 402263), 18.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 18, 402263), 2.1, 2.94]","[datetime.datetime(2022, 11, 28, 16, 58, 18, 402263), 10.0, 19.0]"
275,"[datetime.datetime(2022, 11, 28, 16, 58, 19, 588447), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 58, 19, 588447), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 58, 19, 588447), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 19, 588447), 2.3, 3.35]","[datetime.datetime(2022, 11, 28, 16, 58, 19, 588447), 18.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 19, 588447), 2.1, 2.94]","[datetime.datetime(2022, 11, 28, 16, 58, 19, 588447), 10.0, 19.0]"
276,"[datetime.datetime(2022, 11, 28, 16, 58, 20, 764149), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 58, 20, 764149), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 58, 20, 764149), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 20, 764149), 2.3, 3.35]","[datetime.datetime(2022, 11, 28, 16, 58, 20, 764149), 18.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 20, 764149), 2.1, 2.94]","[datetime.datetime(2022, 11, 28, 16, 58, 20, 764149), 10.0, 19.0]"
277,"[datetime.datetime(2022, 11, 28, 16, 58, 21, 940437), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 58, 21, 940437), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 58, 21, 940437), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 21, 940437), 2.3, 3.35]","[datetime.datetime(2022, 11, 28, 16, 58, 21, 940437), 18.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 21, 940437), 2.1, 2.94]","[datetime.datetime(2022, 11, 28, 16, 58, 21, 940437), 10.0, 19.0]"
278,"[datetime.datetime(2022, 11, 28, 16, 58, 23, 125227), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 58, 23, 125227), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 58, 23, 125227), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 23, 125227), 2.3, 3.35]","[datetime.datetime(2022, 11, 28, 16, 58, 23, 125227), 18.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 23, 125227), 2.1, 2.94]","[datetime.datetime(2022, 11, 28, 16, 58, 23, 125227), 10.0, 19.0]"
279,"[datetime.datetime(2022, 11, 28, 16, 58, 24, 320569), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 58, 24, 320569), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 58, 24, 320569), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 24, 320569), 2.3, 3.35]","[datetime.datetime(2022, 11, 28, 16, 58, 24, 320569), 18.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 24, 320569), 2.1, 2.94]","[datetime.datetime(2022, 11, 28, 16, 58, 24, 320569), 10.0, 19.0]"
280,"[datetime.datetime(2022, 11, 28, 16, 58, 25, 464156), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 58, 25, 464156), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 58, 25, 464156), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 25, 464156), 2.3, 3.35]","[datetime.datetime(2022, 11, 28, 16, 58, 25, 464156), 18.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 25, 464156), 2.1, 2.94]","[datetime.datetime(2022, 11, 28, 16, 58, 25, 464156), 10.0, 14.5]"
281,"[datetime.datetime(2022, 11, 28, 16, 58, 26, 589298), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 58, 26, 589298), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 58, 26, 589298), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 26, 589298), 2.3, 3.35]","[datetime.datetime(2022, 11, 28, 16, 58, 26, 589298), 18.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 26, 589298), 2.1, 2.94]","[datetime.datetime(2022, 11, 28, 16, 58, 26, 589298), 10.0, 19.0]"
282,"[datetime.datetime(2022, 11, 28, 16, 58, 27, 718009), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 58, 27, 718009), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 58, 27, 718009), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 27, 718009), 2.3, 3.35]","[datetime.datetime(2022, 11, 28, 16, 58, 27, 718009), 18.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 27, 718009), 2.1, 2.94]","[datetime.datetime(2022, 11, 28, 16, 58, 27, 718009), 10.0, 19.0]"
283,"[datetime.datetime(2022, 11, 28, 16, 58, 28, 842248), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 58, 28, 842248), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 58, 28, 842248), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 28, 842248), 2.3, 3.35]","[datetime.datetime(2022, 11, 28, 16, 58, 28, 842248), 18.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 28, 842248), 2.1, 2.7]","[datetime.datetime(2022, 11, 28, 16, 58, 28, 842248), 10.0, 19.0]"
284,"[datetime.datetime(2022, 11, 28, 16, 58, 29, 967908), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 58, 29, 967908), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 58, 29, 967908), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 29, 967908), 2.3, 3.25]","[datetime.datetime(2022, 11, 28, 16, 58, 29, 967908), 18.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 29, 967908), 2.1, 2.7]","[datetime.datetime(2022, 11, 28, 16, 58, 29, 967908), 10.0, 19.0]"
285,"[datetime.datetime(2022, 11, 28, 16, 58, 31, 88235), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 58, 31, 88235), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 58, 31, 88235), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 31, 88235), 2.3, 3.25]","[datetime.datetime(2022, 11, 28, 16, 58, 31, 88235), 18.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 31, 88235), 2.1, 2.7]","[datetime.datetime(2022, 11, 28, 16, 58, 31, 88235), 10.0, 19.0]"
286,"[datetime.datetime(2022, 11, 28, 16, 58, 32, 211211), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 58, 32, 211211), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 58, 32, 211211), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 32, 211211), 2.3, 3.2]","[datetime.datetime(2022, 11, 28, 16, 58, 32, 211211), 18.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 32, 211211), 2.1, 2.7]","[datetime.datetime(2022, 11, 28, 16, 58, 32, 211211), 10.0, 19.0]"
287,"[datetime.datetime(2022, 11, 28, 16, 58, 33, 327896), 8.0, 11.5]","[datetime.datetime(2022, 11, 28, 16, 58, 33, 327896), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 58, 33, 327896), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 33, 327896), 2.3, 3.2]","[datetime.datetime(2022, 11, 28, 16, 58, 33, 327896), 18.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 33, 327896), 2.1, 2.7]","[datetime.datetime(2022, 11, 28, 16, 58, 33, 327896), 10.0, 19.0]"
288,"[datetime.datetime(2022, 11, 28, 16, 58, 34, 455775), 8.0, 11.5]","[datetime.datetime(2022, 11, 28, 16, 58, 34, 455775), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 58, 34, 455775), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 34, 455775), 2.3, 3.2]","[datetime.datetime(2022, 11, 28, 16, 58, 34, 455775), 18.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 34, 455775), 2.1, 2.7]","[datetime.datetime(2022, 11, 28, 16, 58, 34, 455775), 10.0, 19.0]"
289,"[datetime.datetime(2022, 11, 28, 16, 58, 35, 596999), 8.0, 11.5]","[datetime.datetime(2022, 11, 28, 16, 58, 35, 596999), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 58, 35, 596999), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 35, 596999), 2.3, 3.25]","[datetime.datetime(2022, 11, 28, 16, 58, 35, 596999), 18.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 35, 596999), 2.1, 2.7]","[datetime.datetime(2022, 11, 28, 16, 58, 35, 596999), 10.0, 19.0]"
290,"[datetime.datetime(2022, 11, 28, 16, 58, 36, 724386), 8.0, 11.5]","[datetime.datetime(2022, 11, 28, 16, 58, 36, 724386), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 58, 36, 724386), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 36, 724386), 2.3, 3.2]","[datetime.datetime(2022, 11, 28, 16, 58, 36, 724386), 18.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 36, 724386), 2.1, 2.7]","[datetime.datetime(2022, 11, 28, 16, 58, 36, 724386), 10.0, 19.0]"
291,"[datetime.datetime(2022, 11, 28, 16, 58, 37, 845276), 8.0, 11.5]","[datetime.datetime(2022, 11, 28, 16, 58, 37, 845276), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 58, 37, 845276), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 37, 845276), 2.3, 3.2]","[datetime.datetime(2022, 11, 28, 16, 58, 37, 845276), 18.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 37, 845276), 2.1, 2.7]","[datetime.datetime(2022, 11, 28, 16, 58, 37, 845276), 10.0, 19.0]"
292,"[datetime.datetime(2022, 11, 28, 16, 58, 38, 979593), 8.0, 11.5]","[datetime.datetime(2022, 11, 28, 16, 58, 38, 979593), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 58, 38, 979593), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 38, 979593), 2.3, 3.2]","[datetime.datetime(2022, 11, 28, 16, 58, 38, 979593), 18.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 38, 979593), 2.1, 2.7]","[datetime.datetime(2022, 11, 28, 16, 58, 38, 979593), 10.0, 19.0]"
293,"[datetime.datetime(2022, 11, 28, 16, 58, 40, 112383), 8.0, 11.5]","[datetime.datetime(2022, 11, 28, 16, 58, 40, 112383), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 58, 40, 112383), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 40, 112383), 2.3, 3.25]","[datetime.datetime(2022, 11, 28, 16, 58, 40, 112383), 18.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 40, 112383), 2.1, 2.7]","[datetime.datetime(2022, 11, 28, 16, 58, 40, 112383), 10.0, 19.0]"
294,"[datetime.datetime(2022, 11, 28, 16, 58, 41, 238935), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 58, 41, 238935), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 58, 41, 238935), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 41, 238935), 2.3, 3.2]","[datetime.datetime(2022, 11, 28, 16, 58, 41, 238935), 18.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 41, 238935), 2.1, 2.7]","[datetime.datetime(2022, 11, 28, 16, 58, 41, 238935), 10.0, 19.0]"
295,"[datetime.datetime(2022, 11, 28, 16, 58, 42, 352842), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 58, 42, 352842), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 58, 42, 352842), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 42, 352842), 2.3, 3.2]","[datetime.datetime(2022, 11, 28, 16, 58, 42, 352842), 18.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 42, 352842), 2.1, 2.7]","[datetime.datetime(2022, 11, 28, 16, 58, 42, 352842), 10.0, 19.0]"
296,"[datetime.datetime(2022, 11, 28, 16, 58, 43, 487811), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 58, 43, 487811), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 58, 43, 487811), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 43, 487811), 2.3, 3.2]","[datetime.datetime(2022, 11, 28, 16, 58, 43, 487811), 18.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 43, 487811), 2.1, 2.7]","[datetime.datetime(2022, 11, 28, 16, 58, 43, 487811), 10.0, 19.0]"
297,"[datetime.datetime(2022, 11, 28, 16, 58, 44, 597817), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 58, 44, 597817), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 58, 44, 597817), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 44, 597817), 2.3, 3.2]","[datetime.datetime(2022, 11, 28, 16, 58, 44, 597817), 18.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 44, 597817), 2.1, 2.7]","[datetime.datetime(2022, 11, 28, 16, 58, 44, 597817), 10.0, 19.0]"
298,"[datetime.datetime(2022, 11, 28, 16, 58, 45, 717015), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 58, 45, 717015), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 58, 45, 717015), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 45, 717015), 2.3, 3.25]","[datetime.datetime(2022, 11, 28, 16, 58, 45, 717015), 18.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 45, 717015), 2.1, 2.7]","[datetime.datetime(2022, 11, 28, 16, 58, 45, 717015), 10.0, 19.0]"
299,"[datetime.datetime(2022, 11, 28, 16, 58, 46, 841069), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 58, 46, 841069), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 58, 46, 841069), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 46, 841069), 2.3, 3.25]","[datetime.datetime(2022, 11, 28, 16, 58, 46, 841069), 18.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 46, 841069), 2.1, 2.7]","[datetime.datetime(2022, 11, 28, 16, 58, 46, 841069), 10.0, 19.0]"
300,"[datetime.datetime(2022, 11, 28, 16, 58, 47, 979304), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 58, 47, 979304), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 58, 47, 979304), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 47, 979304), 2.3, 3.2]","[datetime.datetime(2022, 11, 28, 16, 58, 47, 979304), 18.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 47, 979304), 2.1, 2.7]","[datetime.datetime(2022, 11, 28, 16, 58, 47, 979304), 10.0, 19.0]"
301,"[datetime.datetime(2022, 11, 28, 16, 58, 49, 92845), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 58, 49, 92845), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 58, 49, 92845), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 49, 92845), 2.3, 3.2]","[datetime.datetime(2022, 11, 28, 16, 58, 49, 92845), 18.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 49, 92845), 2.1, 2.7]","[datetime.datetime(2022, 11, 28, 16, 58, 49, 92845), 10.0, 19.0]"
302,"[datetime.datetime(2022, 11, 28, 16, 58, 50, 245530), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 58, 50, 245530), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 58, 50, 245530), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 50, 245530), 2.3, 3.25]","[datetime.datetime(2022, 11, 28, 16, 58, 50, 245530), 18.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 50, 245530), 2.1, 2.7]","[datetime.datetime(2022, 11, 28, 16, 58, 50, 245530), 10.0, 19.0]"
303,"[datetime.datetime(2022, 11, 28, 16, 58, 51, 368032), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 58, 51, 368032), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 16, 58, 51, 368032), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 51, 368032), 2.3, 3.25]","[datetime.datetime(2022, 11, 28, 16, 58, 51, 368032), 18.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 58, 51, 368032), 2.1, 2.7]","[datetime.datetime(2022, 11, 28, 16, 58, 51, 368032), 10.0, 19.0]"
