,Golden Bullet,Super Fab,Jeanie Cargo,Arrogant Suzy,Elsie Bay,Lieutenant Dan,Hit It Benny,Kaidee Dixie
05-01-2023 14:49:35.879057,"(1.28, 1.8, 1.3662162162162164)","(16.0, 55.0, 50.42857142857143)","(4.8, 8.4, 5.8)","(91.0, 590.0, 528.75)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 85.0, 56.81818181818182)","(13.0, 34.0, 22.61111111111111)"
05-01-2023 14:49:37.127517,"(1.28, 1.8, 1.3662162162162164)","(16.0, 55.0, 50.42857142857143)","(4.8, 8.4, 5.8)","(91.0, 590.0, 528.75)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 85.0, 56.81818181818182)","(13.0, 34.0, 22.61111111111111)"
05-01-2023 14:49:38.428679,"(1.28, 1.8, 1.3662162162162164)","(16.0, 55.0, 50.42857142857143)","(4.8, 8.4, 5.8)","(91.0, 590.0, 528.75)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 85.0, 56.81818181818182)","(13.0, 34.0, 22.61111111111111)"
05-01-2023 14:49:39.569148,"(1.28, 1.8, 1.3662162162162164)","(16.0, 55.0, 50.42857142857143)","(4.8, 8.4, 5.8)","(91.0, 590.0, 528.75)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 85.0, 47.5)","(13.0, 34.0, 22.61111111111111)"
05-01-2023 14:49:40.807549,"(1.28, 1.8, 1.3662162162162164)","(16.0, 55.0, 50.42857142857143)","(4.8, 8.4, 5.8)","(91.0, 590.0, 528.75)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 85.0, 47.5)","(13.0, 34.0, 22.61111111111111)"
05-01-2023 14:49:42.094903,"(1.28, 1.8, 1.3662162162162164)","(16.0, 55.0, 50.42857142857143)","(4.8, 8.4, 5.8)","(91.0, 590.0, 528.75)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 85.0, 47.5)","(13.0, 34.0, 22.61111111111111)"
05-01-2023 14:49:43.313620,"(1.28, 1.8, 1.3662162162162164)","(16.0, 55.0, 50.42857142857143)","(4.8, 8.4, 5.8)","(91.0, 590.0, 528.75)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 85.0, 47.5)","(13.0, 34.0, 22.61111111111111)"
05-01-2023 14:49:44.533572,"(1.28, 1.8, 1.3662162162162164)","(16.0, 55.0, 50.42857142857143)","(4.8, 8.4, 5.8)","(91.0, 590.0, 528.75)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 85.0, 47.5)","(13.0, 34.0, 22.61111111111111)"
05-01-2023 14:49:45.718922,"(1.28, 1.8, 1.3662162162162164)","(16.0, 55.0, 50.42857142857143)","(4.8, 8.4, 5.8)","(91.0, 590.0, 528.75)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 85.0, 47.5)","(13.0, 34.0, 22.61111111111111)"
05-01-2023 14:49:46.824945,"(1.28, 1.8, 1.3662162162162164)","(16.0, 55.0, 50.42857142857143)","(4.8, 8.4, 5.8)","(91.0, 590.0, 528.75)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 85.0, 47.5)","(13.0, 34.0, 22.61111111111111)"
05-01-2023 14:49:48.059786,"(1.28, 1.8, 1.3662162162162164)","(16.0, 55.0, 50.42857142857143)","(4.8, 8.4, 5.8)","(91.0, 590.0, 528.75)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 85.0, 47.5)","(13.0, 34.0, 22.61111111111111)"
05-01-2023 14:49:49.337127,"(1.28, 1.8, 1.3662162162162164)","(16.0, 55.0, 50.42857142857143)","(4.8, 8.4, 5.8)","(91.0, 590.0, 528.75)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 85.0, 47.5)","(13.0, 34.0, 22.61111111111111)"
05-01-2023 14:49:50.622891,"(1.28, 1.8, 1.3662162162162164)","(16.0, 55.0, 50.42857142857143)","(4.8, 8.4, 5.8)","(91.0, 590.0, 528.75)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 85.0, 47.5)","(13.0, 34.0, 22.61111111111111)"
05-01-2023 14:49:51.894640,"(1.28, 1.8, 1.3662162162162164)","(16.0, 55.0, 50.42857142857143)","(4.8, 8.4, 5.8)","(91.0, 590.0, 528.75)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 85.0, 47.5)","(13.0, 34.0, 22.61111111111111)"
05-01-2023 14:49:53.146874,"(1.28, 1.8, 1.3662162162162164)","(16.0, 55.0, 50.42857142857143)","(4.8, 8.4, 5.8)","(91.0, 590.0, 528.75)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 85.0, 47.5)","(13.0, 34.0, 22.61111111111111)"
05-01-2023 14:49:54.388022,"(1.28, 1.8, 1.3662162162162164)","(16.0, 55.0, 50.42857142857143)","(4.8, 8.4, 5.8)","(91.0, 590.0, 528.75)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 85.0, 47.5)","(13.0, 34.0, 22.61111111111111)"
05-01-2023 14:49:55.579112,"(1.28, 1.8, 1.3662162162162164)","(16.0, 55.0, 50.42857142857143)","(4.8, 8.4, 5.8)","(91.0, 590.0, 528.75)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 85.0, 47.5)","(13.0, 34.0, 22.61111111111111)"
05-01-2023 14:49:56.827753,"(1.28, 1.8, 1.3662162162162164)","(16.0, 55.0, 50.42857142857143)","(4.8, 8.4, 5.8)","(91.0, 590.0, 528.75)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 85.0, 47.5)","(13.0, 34.0, 22.61111111111111)"
05-01-2023 14:49:58.359666,"(1.28, 1.8, 1.3662162162162164)","(16.0, 55.0, 50.42857142857143)","(4.8, 8.4, 5.8)","(91.0, 590.0, 528.75)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 85.0, 47.5)","(13.0, 34.0, 22.61111111111111)"
05-01-2023 14:49:59.864517,"(1.28, 1.8, 1.3662162162162164)","(16.0, 55.0, 50.42857142857143)","(4.8, 8.4, 5.8)","(91.0, 590.0, 528.75)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 85.0, 53.5)","(13.0, 34.0, 22.61111111111111)"
05-01-2023 14:50:01.236643,"(1.28, 1.8, 1.3662162162162164)","(16.0, 55.0, 50.42857142857143)","(4.8, 8.4, 5.8)","(91.0, 590.0, 528.75)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 85.0, 53.5)","(13.0, 34.0, 22.61111111111111)"
05-01-2023 14:50:02.642100,"(1.28, 1.8, 1.3662162162162164)","(16.0, 55.0, 50.42857142857143)","(4.8, 8.4, 5.8)","(91.0, 590.0, 528.75)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 85.0, 53.5)","(13.0, 34.0, 22.61111111111111)"
05-01-2023 14:50:04.247814,"(1.28, 1.8, 1.3662162162162164)","(16.0, 55.0, 50.42857142857143)","(4.8, 8.4, 5.8)","(91.0, 590.0, 528.75)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 85.0, 53.5)","(13.0, 34.0, 22.61111111111111)"
05-01-2023 14:50:06.220394,"(1.28, 1.8, 1.3662162162162164)","(16.0, 55.0, 50.42857142857143)","(4.8, 8.4, 5.8)","(91.0, 590.0, 528.75)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 85.0, 46.25)","(13.0, 34.0, 22.61111111111111)"
05-01-2023 14:50:07.533219,"(1.28, 1.8, 1.3662162162162164)","(16.0, 55.0, 50.42857142857143)","(4.8, 8.4, 5.8)","(91.0, 590.0, 528.75)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 85.0, 46.25)","(13.0, 34.0, 22.61111111111111)"
05-01-2023 14:50:08.840422,"(1.28, 1.8, 1.3662162162162164)","(16.0, 55.0, 50.42857142857143)","(4.8, 8.4, 5.8)","(91.0, 590.0, 528.75)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 85.0, 46.25)","(13.0, 34.0, 22.61111111111111)"
05-01-2023 14:50:10.178339,"(1.28, 1.8, 1.3662162162162164)","(16.0, 55.0, 50.42857142857143)","(4.8, 8.4, 5.8)","(91.0, 590.0, 528.75)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 85.0, 46.25)","(13.0, 34.0, 22.61111111111111)"
05-01-2023 14:50:11.511741,"(1.28, 1.8, 1.3662162162162164)","(16.0, 55.0, 50.42857142857143)","(4.8, 8.4, 5.8)","(91.0, 590.0, 528.75)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 85.0, 46.25)","(13.0, 34.0, 22.61111111111111)"
05-01-2023 14:50:12.836324,"(1.28, 1.8, 1.3662162162162164)","(16.0, 55.0, 50.42857142857143)","(4.8, 8.4, 5.8)","(91.0, 590.0, 528.75)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 85.0, 46.25)","(13.0, 34.0, 22.61111111111111)"
05-01-2023 14:50:14.153670,"(1.28, 1.8, 1.3662162162162164)","(16.0, 55.0, 50.42857142857143)","(4.8, 8.4, 5.8)","(91.0, 590.0, 528.75)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 85.0, 46.25)","(13.0, 34.0, 22.61111111111111)"
05-01-2023 14:50:15.448458,"(1.28, 1.8, 1.3662162162162164)","(16.0, 55.0, 50.42857142857143)","(4.8, 8.4, 5.8)","(91.0, 590.0, 616.25)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 85.0, 46.25)","(13.0, 34.0, 22.61111111111111)"
05-01-2023 14:50:16.713783,"(1.28, 1.8, 1.3662162162162164)","(16.0, 55.0, 50.42857142857143)","(4.8, 8.4, 5.8)","(91.0, 690.0, 616.25)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 85.0, 46.25)","(13.0, 34.0, 22.61111111111111)"
05-01-2023 14:50:18.001244,"(1.28, 1.8, 1.3662162162162164)","(16.0, 55.0, 50.42857142857143)","(4.8, 8.4, 5.8)","(91.0, 690.0, 616.25)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 85.0, 46.25)","(13.0, 34.0, 22.61111111111111)"
05-01-2023 14:50:19.266982,"(1.28, 1.8, 1.3662162162162164)","(16.0, 55.0, 50.42857142857143)","(4.8, 8.4, 5.8)","(91.0, 690.0, 616.25)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 85.0, 46.25)","(13.0, 34.0, 22.61111111111111)"
05-01-2023 14:50:20.511040,"(1.28, 1.8, 1.3662162162162164)","(16.0, 55.0, 50.42857142857143)","(4.8, 8.4, 5.8)","(91.0, 690.0, 616.25)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 85.0, 46.25)","(13.0, 34.0, 22.61111111111111)"
05-01-2023 14:50:21.736454,"(1.28, 1.8, 1.3662162162162164)","(16.0, 55.0, 50.42857142857143)","(4.8, 8.4, 5.8)","(91.0, 690.0, 616.25)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 85.0, 46.25)","(13.0, 34.0, 22.61111111111111)"
05-01-2023 14:50:22.984302,"(1.28, 1.8, 1.3662162162162164)","(16.0, 55.0, 50.42857142857143)","(4.8, 8.4, 5.8)","(91.0, 690.0, 616.25)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 85.0, 46.25)","(13.0, 34.0, 22.61111111111111)"
05-01-2023 14:50:24.405367,"(1.28, 1.8, 1.3662162162162164)","(16.0, 55.0, 50.42857142857143)","(4.8, 8.4, 5.8)","(91.0, 690.0, 616.25)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 85.0, 46.25)","(13.0, 34.0, 22.61111111111111)"
05-01-2023 14:50:25.852899,"(1.28, 1.8, 1.6071428571428572)","(16.0, 55.0, 61.8)","(4.8, 8.4, 5.93)","(91.0, 690.0, 616.25)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 85.0, 49.57142857142857)","(13.0, 34.0, 22.61111111111111)"
05-01-2023 14:50:27.191718,"(1.28, 1.33, 1.3225)","(16.0, 120.0, 61.8)","(4.8, 8.4, 5.93)","(91.0, 690.0, 616.25)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 85.0, 49.57142857142857)","(13.0, 34.0, 22.61111111111111)"
05-01-2023 14:50:28.666890,"(1.28, 1.33, 1.3225)","(16.0, 120.0, 61.8)","(4.8, 8.4, 5.93)","(91.0, 690.0, 616.25)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 85.0, 49.57142857142857)","(13.0, 34.0, 22.61111111111111)"
05-01-2023 14:50:30.120704,"(1.28, 1.33, 1.3225)","(16.0, 120.0, 64.57142857142857)","(4.8, 8.4, 5.93)","(91.0, 690.0, 616.25)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 85.0, 63.09090909090909)","(13.0, 34.0, 22.61111111111111)"
05-01-2023 14:50:31.507989,"(1.28, 1.33, 1.3282692307692308)","(16.0, 120.0, 64.57142857142857)","(4.8, 8.4, 5.93)","(91.0, 690.0, 616.25)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 170.0, 63.09090909090909)","(13.0, 34.0, 22.61111111111111)"
05-01-2023 14:50:32.893527,"(1.28, 1.33, 1.3282692307692308)","(16.0, 120.0, 64.57142857142857)","(4.8, 8.4, 5.93)","(91.0, 690.0, 616.25)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 170.0, 63.09090909090909)","(13.0, 34.0, 22.61111111111111)"
05-01-2023 14:50:34.327314,"(1.28, 1.33, 1.3282692307692308)","(16.0, 120.0, 64.57142857142857)","(4.8, 8.4, 5.93)","(91.0, 690.0, 616.25)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 170.0, 63.09090909090909)","(13.0, 34.0, 22.61111111111111)"
05-01-2023 14:50:35.889864,"(1.28, 1.33, 1.3282692307692308)","(16.0, 120.0, 64.57142857142857)","(4.8, 8.4, 5.93)","(91.0, 690.0, 616.25)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 170.0, 63.09090909090909)","(13.0, 34.0, 22.61111111111111)"
05-01-2023 14:50:37.440100,"(1.28, 1.33, 1.3282692307692308)","(16.0, 120.0, 64.57142857142857)","(4.8, 8.4, 5.93)","(91.0, 690.0, 616.25)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 170.0, 63.09090909090909)","(13.0, 34.0, 22.61111111111111)"
05-01-2023 14:50:38.758241,"(1.28, 1.33, 1.3282692307692308)","(16.0, 120.0, 64.57142857142857)","(4.8, 8.4, 5.93)","(91.0, 690.0, 616.25)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 170.0, 63.09090909090909)","(13.0, 34.0, 22.61111111111111)"
05-01-2023 14:50:40.036140,"(1.28, 1.33, 1.3282692307692308)","(16.0, 120.0, 64.57142857142857)","(4.8, 8.4, 5.93)","(91.0, 690.0, 616.25)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 170.0, 63.09090909090909)","(13.0, 34.0, 22.61111111111111)"
05-01-2023 14:50:41.226850,"(1.28, 1.33, 1.3282692307692308)","(16.0, 120.0, 64.57142857142857)","(4.8, 8.4, 5.393750000000001)","(91.0, 690.0, 616.25)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 170.0, 64.54545454545455)","(13.0, 34.0, 17.333333333333332)"
05-01-2023 14:50:42.521385,"(1.28, 1.33, 1.3282692307692308)","(16.0, 120.0, 64.57142857142857)","(4.8, 8.4, 5.393750000000001)","(91.0, 690.0, 616.25)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 170.0, 64.54545454545455)","(13.0, 34.0, 17.333333333333332)"
05-01-2023 14:50:43.853127,"(1.28, 1.33, 1.3282692307692308)","(16.0, 120.0, 64.57142857142857)","(4.8, 8.4, 5.655555555555555)","(91.0, 690.0, 616.25)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 170.0, 64.54545454545455)","(13.0, 34.0, 17.333333333333332)"
05-01-2023 14:50:45.182611,"(1.28, 1.33, 1.3282692307692308)","(16.0, 120.0, 64.57142857142857)","(4.8, 8.4, 5.655555555555555)","(91.0, 690.0, 616.25)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 170.0, 64.54545454545455)","(13.0, 34.0, 17.333333333333332)"
05-01-2023 14:50:46.484396,"(1.28, 1.33, 1.3282692307692308)","(16.0, 120.0, 61.8)","(4.8, 8.4, 5.655555555555555)","(91.0, 690.0, 616.25)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 170.0, 64.54545454545455)","(13.0, 34.0, 18.615384615384617)"
05-01-2023 14:50:47.784093,"(1.28, 1.33, 1.3282692307692308)","(16.0, 120.0, 61.8)","(4.8, 8.4, 5.655555555555555)","(91.0, 690.0, 616.25)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 170.0, 64.54545454545455)","(13.0, 34.0, 18.615384615384617)"
05-01-2023 14:50:49.012274,"(1.28, 1.33, 1.3282692307692308)","(16.0, 120.0, 61.8)","(4.8, 8.4, 5.655555555555555)","(91.0, 690.0, 616.25)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 170.0, 64.54545454545455)","(13.0, 34.0, 18.615384615384617)"
05-01-2023 14:50:50.286630,"(1.28, 1.33, 1.3282692307692308)","(16.0, 120.0, 61.8)","(4.8, 8.4, 5.655555555555555)","(91.0, 690.0, 616.25)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 170.0, 64.54545454545455)","(13.0, 34.0, 18.615384615384617)"
05-01-2023 14:50:51.609544,"(1.28, 1.33, 1.3282692307692308)","(16.0, 120.0, 61.8)","(4.8, 8.4, 5.655555555555555)","(91.0, 690.0, 616.25)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 170.0, 64.54545454545455)","(13.0, 34.0, 18.615384615384617)"
05-01-2023 14:50:52.973965,"(1.28, 1.33, 1.3282692307692308)","(16.0, 120.0, 61.8)","(4.8, 8.4, 5.655555555555555)","(91.0, 690.0, 616.25)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 170.0, 64.54545454545455)","(13.0, 34.0, 18.615384615384617)"
05-01-2023 14:50:54.296233,"(1.28, 1.33, 1.3282692307692308)","(16.0, 120.0, 61.8)","(4.8, 8.4, 5.655555555555555)","(91.0, 690.0, 616.25)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 170.0, 64.54545454545455)","(13.0, 34.0, 18.615384615384617)"
05-01-2023 14:50:55.586418,"(1.28, 1.33, 1.3282692307692308)","(16.0, 120.0, 61.8)","(4.8, 8.4, 5.655555555555555)","(91.0, 690.0, 616.25)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 170.0, 64.54545454545455)","(13.0, 34.0, 18.615384615384617)"
05-01-2023 14:50:56.862010,"(1.28, 1.33, 1.3282692307692308)","(16.0, 120.0, 61.8)","(4.8, 8.4, 5.655555555555555)","(91.0, 690.0, 616.25)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 170.0, 64.54545454545455)","(13.0, 34.0, 18.615384615384617)"
05-01-2023 14:50:58.110801,"(1.28, 1.33, 1.3282692307692308)","(16.0, 120.0, 61.8)","(4.8, 8.4, 5.655555555555555)","(91.0, 690.0, 616.25)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 170.0, 64.54545454545455)","(13.0, 34.0, 18.615384615384617)"
05-01-2023 14:50:59.368553,"(1.28, 1.33, 1.3282692307692308)","(16.0, 120.0, 61.8)","(4.8, 8.4, 5.655555555555555)","(91.0, 690.0, 616.25)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 170.0, 64.54545454545455)","(13.0, 34.0, 18.615384615384617)"
05-01-2023 14:51:00.673289,"(1.28, 1.33, 1.3282692307692308)","(16.0, 120.0, 61.8)","(4.8, 8.4, 5.655555555555555)","(91.0, 690.0, 616.25)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 170.0, 64.54545454545455)","(13.0, 34.0, 18.615384615384617)"
05-01-2023 14:51:02.002264,"(1.28, 1.33, 1.3282692307692308)","(16.0, 120.0, 61.8)","(4.8, 8.4, 5.655555555555555)","(91.0, 690.0, 616.25)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 170.0, 64.54545454545455)","(13.0, 34.0, 18.615384615384617)"
05-01-2023 14:51:03.253326,"(1.28, 1.33, 1.3282692307692308)","(16.0, 120.0, 61.8)","(4.8, 8.4, 5.655555555555555)","(91.0, 690.0, 616.25)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 170.0, 64.54545454545455)","(13.0, 34.0, 18.615384615384617)"
05-01-2023 14:51:04.479720,"(1.28, 1.33, 1.3282692307692308)","(16.0, 120.0, 61.8)","(4.8, 8.4, 5.655555555555555)","(91.0, 690.0, 616.25)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 170.0, 64.54545454545455)","(13.0, 34.0, 18.615384615384617)"
05-01-2023 14:51:05.730479,"(1.28, 1.33, 1.3282692307692308)","(16.0, 120.0, 61.8)","(4.8, 8.4, 5.655555555555555)","(91.0, 690.0, 616.25)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 170.0, 64.54545454545455)","(13.0, 34.0, 18.615384615384617)"
05-01-2023 14:51:07.213855,"(1.28, 1.33, 1.3276923076923077)","(16.0, 120.0, 61.8)","(4.8, 8.4, 5.655555555555555)","(91.0, 690.0, 616.25)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 170.0, 64.54545454545455)","(13.0, 34.0, 18.615384615384617)"
05-01-2023 14:51:08.524194,"(1.28, 1.33, 1.3276923076923077)","(16.0, 120.0, 61.8)","(4.8, 8.4, 5.655555555555555)","(91.0, 690.0, 616.25)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 170.0, 64.54545454545455)","(13.0, 34.0, 18.615384615384617)"
05-01-2023 14:51:09.807730,"(1.28, 1.33, 1.3276923076923077)","(16.0, 120.0, 61.8)","(4.8, 8.4, 5.655555555555555)","(91.0, 690.0, 616.25)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 170.0, 64.54545454545455)","(13.0, 34.0, 18.615384615384617)"
05-01-2023 14:51:11.086213,"(1.28, 1.33, 1.3276923076923077)","(16.0, 120.0, 61.8)","(4.8, 8.4, 5.655555555555555)","(91.0, 690.0, 616.25)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 170.0, 76.875)","(13.0, 34.0, 18.615384615384617)"
05-01-2023 14:51:12.321113,"(1.28, 1.33, 1.3276923076923077)","(16.0, 120.0, 61.8)","(4.8, 8.4, 5.655555555555555)","(91.0, 690.0, 616.25)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 160.0, 76.875)","(13.0, 34.0, 18.615384615384617)"
05-01-2023 14:51:13.556522,"(1.28, 1.33, 1.3276923076923077)","(16.0, 120.0, 61.8)","(4.8, 8.4, 5.655555555555555)","(91.0, 690.0, 616.25)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 160.0, 76.875)","(13.0, 34.0, 18.615384615384617)"
05-01-2023 14:51:14.799785,"(1.28, 1.33, 1.3276923076923077)","(16.0, 120.0, 61.8)","(4.8, 8.4, 5.655555555555555)","(91.0, 690.0, 616.25)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 160.0, 76.875)","(13.0, 34.0, 18.615384615384617)"
05-01-2023 14:51:16.026884,"(1.28, 1.33, 1.3276923076923077)","(16.0, 120.0, 61.8)","(4.8, 8.4, 5.655555555555555)","(91.0, 690.0, 616.25)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 160.0, 63.27272727272727)","(13.0, 34.0, 18.615384615384617)"
05-01-2023 14:51:17.258025,"(1.28, 1.33, 1.3276923076923077)","(16.0, 120.0, 61.8)","(4.8, 8.4, 5.655555555555555)","(91.0, 690.0, 616.25)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 160.0, 63.27272727272727)","(13.0, 34.0, 18.615384615384617)"
05-01-2023 14:51:18.450047,"(1.28, 1.33, 1.3276923076923077)","(16.0, 120.0, 61.8)","(4.8, 8.4, 5.655555555555555)","(91.0, 690.0, 616.25)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 160.0, 61.81818181818182)","(13.0, 34.0, 18.615384615384617)"
05-01-2023 14:51:19.596630,"(1.28, 1.33, 1.3276923076923077)","(16.0, 120.0, 61.8)","(4.8, 8.4, 5.655555555555555)","(91.0, 690.0, 616.25)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 160.0, 61.81818181818182)","(13.0, 34.0, 18.615384615384617)"
05-01-2023 14:51:20.709518,"(1.28, 1.33, 1.3276923076923077)","(16.0, 120.0, 61.8)","(4.8, 8.4, 5.655555555555555)","(91.0, 690.0, 616.25)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 160.0, 61.81818181818182)","(13.0, 34.0, 18.615384615384617)"
05-01-2023 14:51:21.897915,"(1.28, 1.33, 1.3276923076923077)","(16.0, 120.0, 61.8)","(4.8, 8.4, 5.655555555555555)","(91.0, 690.0, 616.25)","(21.0, 85.0, 39.90909090909091)","(15.0, 42.0, 24.666666666666664)","(21.0, 160.0, 61.81818181818182)","(13.0, 34.0, 18.615384615384617)"
