,Willows Pride,Amendola,Shes Got Moves,Locked On Scotch,Replication,Teddy Box,Princess Penny,Special Thunder
07-01-2023 19:35:37.342754,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.008)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:35:38.479854,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.98, 2.008)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:35:39.693781,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.98, 2.008)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:35:40.871669,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.98, 2.087)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:35:42.061602,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.96, 2.087)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:35:43.161769,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.96, 2.087)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:35:44.272658,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.96, 2.087)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:35:45.417715,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.96, 2.087)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:35:46.507320,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.96, 2.087)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:35:47.555540,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.96, 2.087)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:35:48.649838,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.96, 2.087)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:35:49.777731,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.96, 2.087)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:35:50.939390,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.96, 2.087)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:35:52.027145,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.96, 2.087)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:35:53.143547,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.088888888888889)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:35:54.261027,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.088888888888889)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:35:55.436094,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.088888888888889)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:35:56.527095,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.088888888888889)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:35:57.557187,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.088888888888889)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:35:58.586388,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.088888888888889)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:35:59.658341,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.088888888888889)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:36:00.737698,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.088888888888889)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:36:01.869208,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.088888888888889)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:36:02.942276,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.088888888888889)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:36:04.016942,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.088888888888889)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:36:05.051540,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.088888888888889)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:36:06.254862,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:36:07.372217,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:36:08.546007,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:36:09.728885,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:36:10.939159,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:36:12.047512,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:36:13.229094,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:36:14.284142,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:36:15.397071,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:36:16.431313,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:36:17.491917,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:36:18.770628,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:36:19.862893,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:36:20.864123,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:36:21.927074,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:36:22.971920,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:36:24.094707,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:36:25.336619,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:36:26.405850,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:36:27.519599,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:36:28.742626,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:36:29.859283,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:36:31.023918,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:36:32.112649,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:36:33.142687,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:36:34.192684,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:36:35.202549,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:36:36.232356,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:36:37.322612,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:36:38.432489,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:36:39.543914,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:36:40.642546,"(21.0, 80.0, 49.5)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 57.85714285714286)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 55.333333333333336)"
07-01-2023 19:36:41.712367,"(21.0, 80.0, 36.0)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 60.18181818181818)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 42.0)"
07-01-2023 19:36:42.837299,"(21.0, 80.0, 36.0)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 60.18181818181818)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 42.0)"
07-01-2023 19:36:43.938324,"(21.0, 80.0, 36.0)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 60.18181818181818)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 42.0)"
07-01-2023 19:36:45.136899,"(21.0, 80.0, 36.0)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 60.18181818181818)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 42.0)"
07-01-2023 19:36:46.287928,"(21.0, 80.0, 36.0)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 60.18181818181818)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 42.0)"
07-01-2023 19:36:47.484593,"(21.0, 80.0, 36.0)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 60.18181818181818)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 42.0)"
07-01-2023 19:36:48.740445,"(21.0, 80.0, 36.0)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 60.18181818181818)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 42.0)"
07-01-2023 19:36:49.839545,"(21.0, 80.0, 36.0)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 60.18181818181818)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 42.0)"
07-01-2023 19:36:50.988624,"(21.0, 80.0, 36.0)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 60.18181818181818)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 42.0)"
07-01-2023 19:36:52.178347,"(21.0, 80.0, 36.0)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 60.18181818181818)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 42.0)"
07-01-2023 19:36:53.346735,"(21.0, 80.0, 36.0)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 60.18181818181818)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 42.0)"
07-01-2023 19:36:54.528880,"(21.0, 80.0, 36.0)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 60.18181818181818)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 42.0)"
07-01-2023 19:36:55.651451,"(21.0, 80.0, 36.0)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 60.18181818181818)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 42.0)"
07-01-2023 19:36:56.763110,"(21.0, 80.0, 36.0)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 60.18181818181818)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 42.0)"
07-01-2023 19:36:57.881991,"(21.0, 80.0, 36.0)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 60.18181818181818)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 42.0)"
07-01-2023 19:36:59.149549,"(21.0, 80.0, 36.0)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 60.18181818181818)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 42.0)"
07-01-2023 19:37:00.458113,"(21.0, 80.0, 36.0)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 60.18181818181818)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 42.0)"
07-01-2023 19:37:01.674070,"(21.0, 80.0, 36.0)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 60.18181818181818)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 42.0)"
07-01-2023 19:37:02.851133,"(21.0, 80.0, 36.0)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 60.18181818181818)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 42.0)"
07-01-2023 19:37:04.197322,"(21.0, 80.0, 36.0)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 60.18181818181818)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 42.0)"
07-01-2023 19:37:05.504543,"(21.0, 80.0, 36.0)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 60.18181818181818)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 42.0)"
07-01-2023 19:37:06.755909,"(21.0, 80.0, 36.0)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 60.18181818181818)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 42.0)"
07-01-2023 19:37:08.044404,"(21.0, 80.0, 36.0)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 60.18181818181818)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 42.0)"
07-01-2023 19:37:09.325114,"(21.0, 80.0, 36.0)","(4.2, 7.0, 5.3125)","(9.0, 18.5, 12.166666666666666)","(1.95, 2.88, 2.036842105263158)","(31.0, 130.0, 60.18181818181818)","(8.5, 18.5, 12.166666666666666)","(4.6, 7.8, 4.966666666666667)","(21.0, 120.0, 42.0)"
