,Pocket Rox,Komachi,Dance Of Thunder,Hot Seat,Numpty,Bronski,Nerrivik,Rogers Day,Strawberry Moon,Fiji,More Than Discreet,Sheeza Tilly,Masina
06-01-2023 15:16:16.605390,"(15.0, 25.0, 22.333333333333332)","(4.0, 4.9, 4.72)","(5.0, 7.6, 7.377777777777777)","(71.0, 180.0, 135.0)","(6.5, 7.6, 7.49090909090909)","(41.0, 160.0, 131.66666666666669)","(26.0, 48.0, 39.0)","(11.0, 15.5, 14.772727272727273)","(3.6, 4.4, 4.300000000000001)","(10.0, 15.5, 14.5)","(31.0, 55.0, 45.57142857142857)","(18.0, 34.0, 30.842105263157894)","(101.0, 230.0, 195.0)"
06-01-2023 15:16:18.150941,"(15.0, 25.0, 22.333333333333332)","(4.0, 4.9, 4.72)","(5.0, 7.6, 7.377777777777777)","(71.0, 180.0, 135.0)","(6.5, 7.6, 7.49090909090909)","(41.0, 160.0, 131.66666666666669)","(26.0, 48.0, 39.0)","(11.0, 15.5, 14.772727272727273)","(3.6, 4.4, 4.300000000000001)","(10.0, 15.5, 14.5)","(31.0, 55.0, 45.57142857142857)","(18.0, 34.0, 30.842105263157894)","(101.0, 230.0, 195.0)"
06-01-2023 15:16:19.684162,"(15.0, 25.0, 22.333333333333332)","(4.0, 4.9, 4.688235294117647)","(5.0, 7.6, 7.377777777777777)","(71.0, 180.0, 135.0)","(6.5, 7.6, 7.428571428571429)","(41.0, 160.0, 131.66666666666669)","(26.0, 48.0, 38.0)","(11.0, 15.5, 15.68421052631579)","(3.6, 4.4, 4.300000000000001)","(10.0, 15.5, 14.5)","(31.0, 55.0, 45.57142857142857)","(18.0, 34.0, 30.842105263157894)","(101.0, 230.0, 195.0)"
06-01-2023 15:16:21.132987,"(15.0, 25.0, 22.333333333333332)","(4.0, 4.9, 4.688235294117647)","(5.0, 7.6, 7.359999999999999)","(71.0, 180.0, 135.0)","(6.5, 7.6, 7.3999999999999995)","(41.0, 160.0, 117.5)","(26.0, 48.0, 38.0)","(11.0, 18.0, 15.433333333333334)","(3.6, 4.4, 4.2)","(10.0, 15.5, 14.5)","(31.0, 55.0, 45.57142857142857)","(18.0, 34.0, 28.0)","(101.0, 230.0, 195.0)"
06-01-2023 15:16:22.484077,"(15.0, 25.0, 22.333333333333332)","(4.0, 4.9, 4.688235294117647)","(5.0, 7.6, 7.359999999999999)","(71.0, 180.0, 135.0)","(6.5, 7.6, 7.461538461538462)","(41.0, 160.0, 117.5)","(26.0, 48.0, 38.0)","(11.0, 18.0, 15.433333333333334)","(3.6, 4.4, 4.2749999999999995)","(10.0, 15.5, 14.5)","(31.0, 55.0, 45.57142857142857)","(18.0, 34.0, 28.0)","(101.0, 230.0, 195.0)"
06-01-2023 15:16:23.877081,"(15.0, 25.0, 22.333333333333332)","(4.0, 4.9, 4.688235294117647)","(5.0, 7.6, 7.359999999999999)","(71.0, 180.0, 135.0)","(6.5, 7.6, 7.461538461538462)","(41.0, 160.0, 117.5)","(26.0, 48.0, 40.0)","(11.0, 18.0, 15.433333333333334)","(3.6, 4.3, 4.2749999999999995)","(10.0, 15.5, 14.5)","(31.0, 55.0, 45.57142857142857)","(18.0, 34.0, 28.0)","(101.0, 230.0, 195.0)"
06-01-2023 15:16:25.348809,"(15.0, 25.0, 22.333333333333332)","(4.0, 4.9, 4.688235294117647)","(5.0, 7.6, 7.359999999999999)","(71.0, 180.0, 135.0)","(6.5, 7.6, 7.461538461538462)","(41.0, 160.0, 117.5)","(26.0, 48.0, 40.0)","(11.0, 18.0, 15.433333333333334)","(3.6, 4.3, 4.26)","(10.0, 15.5, 14.5)","(31.0, 55.0, 45.57142857142857)","(18.0, 34.0, 28.0)","(101.0, 230.0, 195.0)"
06-01-2023 15:16:26.822268,"(15.0, 25.0, 22.333333333333332)","(4.0, 4.9, 4.688235294117647)","(5.0, 7.6, 7.359999999999999)","(71.0, 180.0, 135.0)","(6.5, 7.6, 7.461538461538462)","(41.0, 160.0, 117.5)","(26.0, 48.0, 40.0)","(11.0, 18.0, 15.433333333333334)","(3.6, 4.3, 4.26)","(10.0, 15.5, 14.5)","(31.0, 55.0, 45.57142857142857)","(18.0, 34.0, 28.0)","(101.0, 230.0, 195.0)"
06-01-2023 15:16:28.272417,"(15.0, 25.0, 22.333333333333332)","(4.0, 4.9, 4.688235294117647)","(5.0, 7.6, 7.359999999999999)","(71.0, 180.0, 135.0)","(6.5, 7.6, 7.461538461538462)","(41.0, 160.0, 117.5)","(26.0, 48.0, 40.0)","(11.0, 18.0, 15.433333333333334)","(3.6, 4.3, 4.26)","(10.0, 15.5, 14.5)","(31.0, 55.0, 45.57142857142857)","(18.0, 34.0, 28.0)","(101.0, 230.0, 195.0)"
06-01-2023 15:16:29.768953,"(15.0, 25.0, 22.333333333333332)","(4.0, 4.9, 4.688235294117647)","(5.0, 7.6, 7.359999999999999)","(71.0, 180.0, 135.0)","(6.5, 7.6, 7.461538461538462)","(41.0, 160.0, 117.5)","(26.0, 48.0, 40.0)","(11.0, 18.0, 15.433333333333334)","(3.6, 4.3, 4.26)","(10.0, 15.5, 14.5)","(31.0, 55.0, 45.57142857142857)","(18.0, 34.0, 28.0)","(101.0, 230.0, 195.0)"
06-01-2023 15:16:31.450412,"(15.0, 25.0, 22.333333333333332)","(4.0, 4.9, 4.688235294117647)","(5.0, 7.6, 7.359999999999999)","(71.0, 180.0, 135.0)","(6.5, 7.6, 7.461538461538462)","(41.0, 160.0, 117.5)","(26.0, 48.0, 55.5)","(11.0, 18.0, 15.433333333333334)","(3.6, 4.3, 4.26)","(10.0, 15.5, 14.5)","(31.0, 55.0, 45.57142857142857)","(18.0, 34.0, 28.0)","(101.0, 230.0, 195.0)"
06-01-2023 15:16:32.922223,"(15.0, 25.0, 22.333333333333332)","(4.0, 4.9, 4.688235294117647)","(5.0, 7.6, 7.359999999999999)","(71.0, 180.0, 135.0)","(6.5, 7.6, 7.461538461538462)","(41.0, 160.0, 117.5)","(26.0, 75.0, 55.5)","(11.0, 18.0, 15.433333333333334)","(3.6, 4.3, 4.26)","(10.0, 15.5, 14.5)","(31.0, 55.0, 45.57142857142857)","(18.0, 34.0, 28.0)","(101.0, 230.0, 195.0)"
06-01-2023 15:16:34.437629,"(15.0, 25.0, 22.333333333333332)","(4.0, 4.9, 4.688235294117647)","(5.0, 7.6, 7.359999999999999)","(71.0, 180.0, 135.0)","(6.5, 7.6, 7.461538461538462)","(41.0, 160.0, 123.57142857142857)","(26.0, 75.0, 65.25)","(11.0, 18.0, 15.433333333333334)","(3.6, 4.3, 4.26)","(10.0, 15.5, 14.5)","(31.0, 55.0, 45.57142857142857)","(18.0, 34.0, 26.5)","(101.0, 230.0, 195.0)"
06-01-2023 15:16:35.913596,"(15.0, 25.0, 22.333333333333332)","(4.0, 4.9, 4.688235294117647)","(5.0, 7.6, 7.359999999999999)","(71.0, 180.0, 135.0)","(6.5, 7.6, 7.461538461538462)","(41.0, 160.0, 113.33333333333334)","(26.0, 75.0, 65.25)","(11.0, 18.0, 15.433333333333334)","(3.6, 4.3, 4.26)","(10.0, 15.5, 14.5)","(31.0, 55.0, 45.57142857142857)","(18.0, 34.0, 26.5)","(101.0, 230.0, 195.0)"
06-01-2023 15:16:37.391831,"(15.0, 25.0, 22.333333333333332)","(4.0, 4.9, 4.688235294117647)","(5.0, 7.6, 7.359999999999999)","(71.0, 180.0, 135.0)","(6.5, 7.6, 7.461538461538462)","(41.0, 220.0, 113.33333333333334)","(26.0, 75.0, 65.25)","(11.0, 18.0, 15.433333333333334)","(3.6, 4.3, 4.26)","(10.0, 15.5, 14.5)","(31.0, 55.0, 45.57142857142857)","(18.0, 34.0, 26.5)","(101.0, 230.0, 195.0)"
06-01-2023 15:16:38.905791,"(15.0, 25.0, 22.333333333333332)","(4.0, 4.9, 4.688235294117647)","(5.0, 7.6, 7.359999999999999)","(71.0, 180.0, 135.0)","(6.5, 7.6, 7.461538461538462)","(41.0, 220.0, 113.33333333333334)","(26.0, 75.0, 65.25)","(11.0, 18.0, 15.433333333333334)","(3.6, 4.3, 4.26)","(10.0, 15.5, 14.5)","(31.0, 55.0, 45.57142857142857)","(18.0, 34.0, 26.5)","(101.0, 230.0, 195.0)"
06-01-2023 15:16:40.341954,"(15.0, 25.0, 22.333333333333332)","(4.0, 4.9, 4.688235294117647)","(5.0, 7.6, 7.359999999999999)","(71.0, 180.0, 135.0)","(6.5, 7.6, 7.461538461538462)","(41.0, 220.0, 113.33333333333334)","(26.0, 75.0, 69.0)","(11.0, 18.0, 15.433333333333334)","(3.6, 4.3, 4.26)","(10.0, 15.5, 14.5)","(31.0, 55.0, 45.57142857142857)","(18.0, 34.0, 26.5)","(101.0, 230.0, 195.0)"
06-01-2023 15:16:41.792392,"(15.0, 25.0, 22.333333333333332)","(4.0, 4.9, 4.688235294117647)","(5.0, 7.6, 7.359999999999999)","(71.0, 180.0, 135.0)","(6.5, 7.6, 7.461538461538462)","(41.0, 220.0, 113.33333333333334)","(26.0, 80.0, 69.0)","(11.0, 18.0, 15.433333333333334)","(3.6, 4.3, 4.26)","(10.0, 15.5, 14.5)","(31.0, 55.0, 45.57142857142857)","(18.0, 34.0, 26.5)","(101.0, 230.0, 195.0)"
06-01-2023 15:16:43.182273,"(15.0, 25.0, 22.333333333333332)","(4.0, 4.9, 4.688235294117647)","(5.0, 7.6, 7.359999999999999)","(71.0, 180.0, 135.0)","(6.5, 7.6, 7.521739130434782)","(41.0, 220.0, 110.0)","(26.0, 80.0, 67.9090909090909)","(11.0, 18.0, 15.166666666666666)","(3.6, 4.3, 4.2749999999999995)","(10.0, 15.5, 14.5)","(31.0, 55.0, 45.57142857142857)","(18.0, 34.0, 28.0)","(101.0, 230.0, 195.0)"
06-01-2023 15:16:44.568011,"(15.0, 25.0, 22.333333333333332)","(4.0, 4.9, 4.688235294117647)","(5.0, 7.6, 7.359999999999999)","(71.0, 180.0, 135.0)","(6.5, 7.6, 7.521739130434782)","(41.0, 210.0, 110.0)","(26.0, 75.0, 67.9090909090909)","(11.0, 16.5, 14.961538461538462)","(3.6, 4.3, 4.2749999999999995)","(10.0, 15.5, 14.5)","(31.0, 55.0, 45.57142857142857)","(18.0, 32.0, 28.0)","(101.0, 230.0, 195.0)"
06-01-2023 15:16:45.944665,"(15.0, 25.0, 22.333333333333332)","(4.0, 4.9, 4.688235294117647)","(5.0, 7.6, 7.359999999999999)","(71.0, 180.0, 135.0)","(6.5, 7.6, 7.521739130434782)","(41.0, 210.0, 110.0)","(26.0, 75.0, 67.9090909090909)","(11.0, 16.0, 14.961538461538462)","(3.6, 4.3, 4.2749999999999995)","(10.0, 15.5, 14.5)","(31.0, 55.0, 45.57142857142857)","(18.0, 32.0, 30.76923076923077)","(101.0, 230.0, 195.0)"
06-01-2023 15:16:47.753040,"(15.0, 25.0, 22.333333333333332)","(4.0, 4.9, 4.688235294117647)","(5.0, 7.6, 7.359999999999999)","(71.0, 180.0, 135.0)","(6.5, 7.6, 7.521739130434782)","(41.0, 210.0, 167.14285714285714)","(26.0, 75.0, 67.9090909090909)","(11.0, 16.0, 14.961538461538462)","(3.6, 4.3, 4.2749999999999995)","(10.0, 15.5, 14.5)","(31.0, 55.0, 45.57142857142857)","(18.0, 32.0, 28.0)","(101.0, 230.0, 195.0)"
06-01-2023 15:16:49.279196,"(15.0, 25.0, 24.666666666666668)","(4.0, 4.9, 4.688235294117647)","(5.0, 7.6, 7.24)","(71.0, 180.0, 135.0)","(6.5, 7.6, 7.521739130434782)","(41.0, 210.0, 110.0)","(26.0, 75.0, 59.4)","(11.0, 16.0, 14.961538461538462)","(3.6, 4.3, 4.26)","(10.0, 15.5, 14.5)","(31.0, 55.0, 52.0)","(18.0, 32.0, 28.0)","(101.0, 230.0, 195.0)"
06-01-2023 15:16:50.827998,"(15.0, 32.0, 24.375)","(4.0, 4.9, 4.688235294117647)","(5.0, 7.6, 7.24)","(71.0, 180.0, 135.0)","(6.5, 7.6, 7.521739130434782)","(41.0, 210.0, 110.0)","(26.0, 75.0, 59.4)","(11.0, 16.0, 14.961538461538462)","(3.6, 4.3, 4.26)","(10.0, 15.5, 14.5)","(31.0, 60.0, 52.0)","(18.0, 32.0, 28.0)","(101.0, 230.0, 195.0)"
06-01-2023 15:16:52.232811,"(15.0, 30.0, 24.375)","(4.0, 4.9, 4.688235294117647)","(5.0, 7.6, 7.24)","(71.0, 180.0, 106.66666666666666)","(6.5, 7.6, 7.51)","(41.0, 210.0, 167.14285714285714)","(26.0, 75.0, 67.9090909090909)","(11.0, 16.0, 14.961538461538462)","(3.6, 4.3, 4.2749999999999995)","(10.0, 15.5, 14.5)","(31.0, 60.0, 52.0)","(18.0, 32.0, 28.0)","(101.0, 230.0, 211.42857142857144)"
06-01-2023 15:16:53.793794,"(15.0, 30.0, 24.375)","(4.0, 4.9, 4.688235294117647)","(5.0, 7.6, 7.24)","(71.0, 180.0, 106.66666666666666)","(6.5, 7.6, 7.51)","(41.0, 210.0, 167.14285714285714)","(26.0, 75.0, 67.9090909090909)","(11.0, 16.0, 14.961538461538462)","(3.6, 4.3, 4.2749999999999995)","(10.0, 15.5, 14.5)","(31.0, 60.0, 52.0)","(18.0, 32.0, 28.0)","(101.0, 230.0, 211.42857142857144)"
06-01-2023 15:16:55.288496,"(15.0, 30.0, 24.375)","(4.0, 4.9, 4.688235294117647)","(5.0, 7.6, 7.2)","(71.0, 180.0, 106.66666666666666)","(6.5, 7.6, 7.51)","(41.0, 210.0, 161.66666666666669)","(26.0, 75.0, 67.9090909090909)","(11.0, 16.0, 14.961538461538462)","(3.6, 4.3, 4.2749999999999995)","(10.0, 15.5, 14.5)","(31.0, 60.0, 52.0)","(18.0, 32.0, 28.0)","(101.0, 230.0, 211.42857142857144)"
06-01-2023 15:16:56.661638,"(15.0, 30.0, 24.375)","(4.0, 4.9, 4.688235294117647)","(5.0, 7.6, 7.2)","(71.0, 180.0, 100.0)","(6.5, 7.6, 7.51)","(41.0, 210.0, 167.14285714285714)","(26.0, 75.0, 67.9090909090909)","(11.0, 16.0, 14.961538461538462)","(3.6, 4.3, 4.2749999999999995)","(10.0, 15.5, 14.5)","(31.0, 60.0, 52.0)","(18.0, 32.0, 28.0)","(101.0, 230.0, 211.42857142857144)"
06-01-2023 15:16:58.043492,"(15.0, 30.0, 24.375)","(4.0, 4.9, 4.688235294117647)","(5.0, 7.6, 7.2)","(71.0, 180.0, 144.0)","(6.5, 7.6, 7.430769230769231)","(41.0, 210.0, 110.0)","(26.0, 75.0, 67.9090909090909)","(11.0, 16.0, 14.714285714285714)","(3.6, 4.3, 4.2749999999999995)","(10.0, 15.5, 14.5)","(31.0, 60.0, 52.0)","(18.0, 32.0, 30.76923076923077)","(101.0, 230.0, 195.0)"
06-01-2023 15:16:59.428412,"(15.0, 30.0, 27.954545454545453)","(4.0, 4.9, 4.688235294117647)","(5.0, 7.6, 7.2)","(71.0, 180.0, 144.0)","(6.5, 7.8, 7.3875)","(41.0, 210.0, 110.0)","(26.0, 75.0, 55.5)","(11.0, 16.0, 14.571428571428571)","(3.6, 4.3, 4.26)","(10.0, 15.5, 14.5)","(31.0, 60.0, 52.0)","(18.0, 32.0, 26.285714285714285)","(101.0, 230.0, 195.0)"
06-01-2023 15:17:00.780794,"(15.0, 30.0, 26.25)","(4.0, 4.9, 4.688235294117647)","(5.0, 7.6, 7.2)","(71.0, 180.0, 144.0)","(6.5, 7.8, 7.3875)","(41.0, 210.0, 110.0)","(26.0, 75.0, 55.5)","(11.0, 16.0, 14.571428571428571)","(3.6, 4.3, 4.26)","(10.0, 15.5, 14.5)","(31.0, 60.0, 52.0)","(18.0, 32.0, 26.285714285714285)","(101.0, 230.0, 195.0)"
06-01-2023 15:17:02.110559,"(15.0, 32.0, 27.416666666666664)","(4.0, 4.9, 4.688235294117647)","(5.0, 7.6, 7.2)","(71.0, 180.0, 144.0)","(6.5, 7.8, 7.3875)","(41.0, 210.0, 110.0)","(26.0, 75.0, 59.4)","(11.0, 16.0, 14.571428571428571)","(3.6, 4.3, 4.26)","(10.0, 15.5, 14.5)","(31.0, 60.0, 52.0)","(18.0, 32.0, 26.285714285714285)","(101.0, 230.0, 195.0)"
06-01-2023 15:17:03.437889,"(15.0, 32.0, 25.846153846153847)","(4.0, 4.9, 4.688235294117647)","(5.0, 7.6, 7.2)","(71.0, 180.0, 144.0)","(6.5, 7.8, 7.3875)","(41.0, 210.0, 135.0)","(26.0, 75.0, 58.285714285714285)","(11.0, 16.0, 14.571428571428571)","(3.6, 4.3, 4.26)","(10.0, 15.5, 14.5)","(31.0, 60.0, 52.0)","(18.0, 32.0, 26.285714285714285)","(101.0, 230.0, 195.0)"
06-01-2023 15:17:04.806746,"(15.0, 30.0, 23.142857142857142)","(4.0, 4.9, 4.688235294117647)","(5.0, 7.6, 7.2)","(71.0, 180.0, 144.0)","(6.5, 7.8, 7.488372093023256)","(41.0, 210.0, 144.0)","(26.0, 75.0, 58.285714285714285)","(11.0, 16.0, 14.571428571428571)","(3.6, 4.3, 4.26)","(10.0, 15.5, 14.5)","(31.0, 60.0, 52.0)","(18.0, 32.0, 26.285714285714285)","(101.0, 230.0, 195.0)"
06-01-2023 15:17:06.179662,"(15.0, 30.0, 23.142857142857142)","(4.0, 4.9, 4.688235294117647)","(5.0, 7.6, 7.2)","(71.0, 180.0, 144.0)","(6.5, 7.6, 7.476923076923077)","(41.0, 200.0, 144.0)","(26.0, 75.0, 58.285714285714285)","(11.0, 16.0, 14.571428571428571)","(3.6, 4.3, 4.26)","(10.0, 15.5, 14.5)","(31.0, 60.0, 52.0)","(18.0, 32.0, 26.285714285714285)","(101.0, 230.0, 195.0)"
06-01-2023 15:17:07.837659,"(15.0, 30.0, 23.142857142857142)","(4.0, 4.9, 4.688235294117647)","(5.0, 7.6, 7.2)","(71.0, 180.0, 144.0)","(6.5, 7.6, 7.476923076923077)","(41.0, 200.0, 144.0)","(26.0, 75.0, 58.285714285714285)","(11.0, 16.0, 14.75)","(3.6, 4.3, 4.26)","(10.0, 15.5, 14.5)","(31.0, 60.0, 52.0)","(18.0, 32.0, 26.285714285714285)","(101.0, 230.0, 195.0)"
06-01-2023 15:17:09.492759,"(15.0, 30.0, 23.142857142857142)","(4.0, 4.9, 4.688235294117647)","(5.0, 7.6, 7.2)","(71.0, 180.0, 144.0)","(6.5, 7.6, 7.342857142857143)","(41.0, 200.0, 144.0)","(26.0, 75.0, 55.5)","(11.0, 16.0, 14.5)","(3.6, 4.3, 4.26)","(10.0, 15.5, 14.5)","(31.0, 60.0, 52.0)","(18.0, 32.0, 26.285714285714285)","(101.0, 230.0, 195.0)"
06-01-2023 15:17:11.171877,"(15.0, 30.0, 23.142857142857142)","(4.0, 4.9, 4.688235294117647)","(5.0, 7.6, 7.2)","(71.0, 180.0, 144.0)","(6.5, 7.4, 7.342857142857143)","(41.0, 200.0, 144.0)","(26.0, 75.0, 55.5)","(11.0, 16.0, 14.5)","(3.6, 4.3, 4.26)","(10.0, 15.5, 14.5)","(31.0, 60.0, 52.0)","(18.0, 32.0, 27.2)","(101.0, 230.0, 195.0)"
06-01-2023 15:17:12.860630,"(15.0, 30.0, 23.142857142857142)","(4.0, 4.9, 4.688235294117647)","(5.0, 7.6, 7.2)","(71.0, 180.0, 144.0)","(6.5, 7.4, 7.342857142857143)","(41.0, 200.0, 144.0)","(26.0, 75.0, 55.5)","(11.0, 16.0, 14.5)","(3.6, 4.3, 4.26)","(10.0, 15.5, 14.5)","(31.0, 60.0, 52.0)","(18.0, 32.0, 27.2)","(101.0, 230.0, 195.0)"
06-01-2023 15:17:14.267268,"(15.0, 30.0, 23.142857142857142)","(4.0, 4.9, 4.688235294117647)","(5.0, 7.6, 7.2)","(71.0, 180.0, 144.0)","(6.5, 7.4, 7.342857142857143)","(41.0, 200.0, 144.0)","(26.0, 75.0, 55.5)","(11.0, 16.0, 14.5)","(3.6, 4.3, 4.26)","(10.0, 15.5, 14.5)","(31.0, 60.0, 52.0)","(18.0, 32.0, 27.2)","(101.0, 230.0, 195.0)"
06-01-2023 15:17:15.789715,"(15.0, 30.0, 23.142857142857142)","(4.0, 4.9, 4.688235294117647)","(5.0, 7.6, 7.2)","(71.0, 180.0, 144.0)","(6.5, 7.4, 7.342857142857143)","(41.0, 200.0, 144.0)","(26.0, 75.0, 55.5)","(11.0, 16.0, 14.5)","(3.6, 4.3, 4.26)","(10.0, 15.5, 14.5)","(31.0, 60.0, 52.0)","(18.0, 32.0, 27.2)","(101.0, 230.0, 195.0)"
06-01-2023 15:17:17.248470,"(15.0, 30.0, 23.142857142857142)","(4.0, 4.9, 4.688235294117647)","(5.0, 7.6, 7.2)","(71.0, 180.0, 144.0)","(6.5, 7.4, 7.342857142857143)","(41.0, 200.0, 144.0)","(26.0, 75.0, 55.5)","(11.0, 16.0, 14.5)","(3.6, 4.3, 4.26)","(10.0, 15.5, 14.5)","(31.0, 60.0, 52.0)","(18.0, 32.0, 27.2)","(101.0, 230.0, 195.0)"
06-01-2023 15:17:18.667207,"(15.0, 30.0, 23.333333333333332)","(4.0, 4.9, 4.688235294117647)","(5.0, 7.6, 7.24)","(71.0, 180.0, 144.0)","(6.5, 7.4, 7.342857142857143)","(41.0, 200.0, 144.0)","(26.0, 75.0, 58.285714285714285)","(11.0, 16.0, 14.5)","(3.6, 4.3, 4.26)","(10.0, 15.5, 14.5)","(31.0, 60.0, 52.0)","(18.0, 32.0, 27.2)","(101.0, 230.0, 195.0)"
06-01-2023 15:17:20.120671,"(15.0, 30.0, 23.333333333333332)","(4.0, 4.9, 4.688235294117647)","(5.0, 7.6, 7.24)","(71.0, 180.0, 144.0)","(6.5, 7.4, 7.342857142857143)","(41.0, 200.0, 144.0)","(26.0, 75.0, 62.0)","(11.0, 16.0, 14.5)","(3.6, 4.3, 4.26)","(10.0, 15.5, 14.5)","(31.0, 60.0, 52.0)","(18.0, 32.0, 27.2)","(101.0, 230.0, 195.0)"
06-01-2023 15:17:21.545485,"(15.0, 30.0, 23.333333333333332)","(4.0, 4.9, 4.688235294117647)","(5.0, 7.6, 7.24)","(71.0, 180.0, 144.0)","(6.5, 7.4, 7.342857142857143)","(41.0, 200.0, 144.0)","(26.0, 75.0, 62.0)","(11.0, 16.0, 14.5)","(3.6, 4.3, 4.26)","(10.0, 15.5, 14.0625)","(31.0, 60.0, 52.0)","(18.0, 32.0, 27.2)","(101.0, 230.0, 195.0)"
06-01-2023 15:17:22.915568,"(15.0, 30.0, 23.333333333333332)","(4.0, 4.9, 4.688235294117647)","(5.0, 7.6, 7.24)","(71.0, 180.0, 144.0)","(6.5, 7.4, 7.342857142857143)","(41.0, 200.0, 144.0)","(26.0, 75.0, 62.0)","(11.0, 16.0, 14.5)","(3.6, 4.3, 4.26)","(10.0, 15.0, 14.0625)","(31.0, 60.0, 52.0)","(18.0, 32.0, 27.2)","(101.0, 230.0, 195.0)"
06-01-2023 15:17:24.581998,"(15.0, 30.0, 23.333333333333332)","(4.0, 4.9, 4.688235294117647)","(5.0, 7.6, 7.24)","(71.0, 180.0, 144.0)","(6.5, 7.4, 7.342857142857143)","(41.0, 200.0, 144.0)","(26.0, 75.0, 62.0)","(11.0, 16.0, 14.5)","(3.6, 4.3, 4.26)","(10.0, 15.0, 14.0625)","(31.0, 60.0, 52.0)","(18.0, 32.0, 38.4)","(101.0, 230.0, 195.0)"
06-01-2023 15:17:25.973131,"(15.0, 30.0, 23.333333333333332)","(4.0, 4.9, 4.688235294117647)","(5.0, 7.6, 7.24)","(71.0, 180.0, 144.0)","(6.5, 7.4, 7.342857142857143)","(41.0, 200.0, 144.0)","(26.0, 75.0, 62.0)","(11.0, 16.0, 14.5)","(3.6, 4.3, 4.26)","(10.0, 15.0, 14.0625)","(31.0, 60.0, 52.0)","(18.0, 42.0, 38.4)","(101.0, 230.0, 195.0)"
06-01-2023 15:17:27.311923,"(15.0, 30.0, 23.333333333333332)","(4.0, 4.9, 4.688235294117647)","(5.0, 7.6, 7.24)","(71.0, 180.0, 144.0)","(6.5, 7.4, 7.342857142857143)","(41.0, 200.0, 144.0)","(26.0, 75.0, 62.0)","(11.0, 16.0, 14.5)","(3.6, 4.3, 4.26)","(10.0, 15.0, 14.0625)","(31.0, 60.0, 52.0)","(18.0, 42.0, 38.4)","(101.0, 230.0, 195.0)"
06-01-2023 15:17:28.731719,"(15.0, 30.0, 23.333333333333332)","(4.0, 4.9, 4.688235294117647)","(5.0, 7.6, 7.24)","(71.0, 180.0, 144.0)","(6.5, 7.4, 7.342857142857143)","(41.0, 200.0, 144.0)","(26.0, 75.0, 62.0)","(11.0, 16.0, 14.615384615384615)","(3.6, 4.3, 4.428571428571429)","(10.0, 15.0, 14.0625)","(31.0, 60.0, 52.0)","(18.0, 42.0, 38.4)","(101.0, 230.0, 195.0)"
06-01-2023 15:17:30.257789,"(15.0, 30.0, 23.333333333333332)","(4.0, 4.9, 4.688235294117647)","(5.0, 7.6, 7.2)","(71.0, 180.0, 144.0)","(6.5, 7.4, 7.31764705882353)","(41.0, 200.0, 144.0)","(26.0, 75.0, 62.0)","(11.0, 16.0, 14.615384615384615)","(3.6, 4.5, 4.3742857142857146)","(10.0, 15.0, 14.0625)","(31.0, 60.0, 52.0)","(18.0, 42.0, 38.4)","(101.0, 230.0, 195.0)"
06-01-2023 15:17:31.816181,"(15.0, 30.0, 23.333333333333332)","(4.0, 4.9, 4.688235294117647)","(5.0, 7.6, 7.2)","(71.0, 180.0, 144.0)","(6.5, 7.4, 7.45)","(41.0, 200.0, 144.0)","(26.0, 75.0, 62.0)","(11.0, 16.0, 14.615384615384615)","(3.6, 4.4, 4.42)","(10.0, 15.0, 14.0625)","(31.0, 60.0, 52.0)","(18.0, 42.0, 38.4)","(101.0, 230.0, 195.0)"
06-01-2023 15:17:33.274324,"(15.0, 30.0, 23.333333333333332)","(4.0, 4.9, 4.688235294117647)","(5.0, 7.6, 7.2)","(71.0, 180.0, 144.0)","(6.5, 7.6, 7.4)","(41.0, 200.0, 106.66666666666666)","(26.0, 75.0, 55.5)","(11.0, 16.0, 14.615384615384615)","(3.6, 4.6, 4.444444444444445)","(10.0, 15.0, 14.0625)","(31.0, 60.0, 52.0)","(18.0, 42.0, 38.4)","(101.0, 230.0, 195.0)"
06-01-2023 15:17:34.905311,"(15.0, 30.0, 23.333333333333332)","(4.0, 4.9, 4.688235294117647)","(5.0, 7.6, 7.2)","(71.0, 180.0, 144.0)","(6.5, 7.6, 7.4)","(41.0, 200.0, 106.66666666666666)","(26.0, 75.0, 63.857142857142854)","(11.0, 16.0, 14.615384615384615)","(3.6, 4.6, 4.444444444444445)","(10.0, 15.0, 14.0625)","(31.0, 60.0, 52.0)","(18.0, 42.0, 38.4)","(101.0, 230.0, 195.0)"
06-01-2023 15:17:36.417415,"(15.0, 30.0, 23.333333333333332)","(4.0, 4.9, 4.833333333333333)","(5.0, 7.6, 7.0181818181818185)","(71.0, 180.0, 148.0)","(6.5, 7.6, 7.4)","(41.0, 200.0, 165.71428571428572)","(26.0, 75.0, 44.75)","(11.0, 16.0, 14.615384615384615)","(3.6, 4.6, 4.444444444444445)","(10.0, 15.0, 14.0625)","(31.0, 60.0, 52.0)","(18.0, 42.0, 38.4)","(101.0, 230.0, 195.0)"
