,Fentons Rise,Not Afraid,Perfect Stranger,Bells Galore,Pumper
11-01-2023 13:13:34.761312,"(1.8, 2.42, 2.062222222222222)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 17.125)","(2.7, 3.9, 3.58125)","(4.8, 7.6, 7.32)"
11-01-2023 13:13:35.593346,"(1.8, 2.42, 2.062222222222222)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 17.125)","(2.7, 3.9, 3.58125)","(4.8, 7.6, 7.32)"
11-01-2023 13:13:36.404832,"(1.8, 2.42, 2.062222222222222)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 17.125)","(2.7, 3.9, 3.58125)","(4.8, 7.6, 7.32)"
11-01-2023 13:13:37.281085,"(1.8, 2.42, 2.062222222222222)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 20.785714285714285)","(2.7, 3.9, 3.58125)","(4.8, 7.6, 7.32)"
11-01-2023 13:13:38.139840,"(1.8, 2.42, 2.062222222222222)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 20.785714285714285)","(2.7, 3.9, 3.58125)","(4.8, 7.6, 7.32)"
11-01-2023 13:13:39.055159,"(1.8, 2.42, 2.062222222222222)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 17.125)","(2.7, 3.9, 3.58125)","(4.8, 7.6, 7.32)"
11-01-2023 13:13:39.992929,"(1.8, 2.42, 2.062222222222222)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 17.125)","(2.7, 3.9, 3.58125)","(4.8, 7.6, 7.32)"
11-01-2023 13:13:40.981612,"(1.8, 2.42, 2.062222222222222)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 17.125)","(2.7, 3.9, 3.58125)","(4.8, 7.6, 7.32)"
11-01-2023 13:13:41.822108,"(1.8, 2.42, 2.062222222222222)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 17.125)","(2.7, 3.9, 3.58125)","(4.8, 7.6, 7.32)"
11-01-2023 13:13:42.679072,"(1.8, 2.4, 2.136)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 17.125)","(2.7, 3.9, 3.58125)","(4.8, 7.6, 7.32)"
11-01-2023 13:13:43.651081,"(1.8, 2.4, 2.136)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 17.125)","(2.7, 3.9, 3.58125)","(4.8, 7.6, 7.32)"
11-01-2023 13:13:44.563465,"(1.8, 2.4, 2.136)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 17.125)","(2.7, 3.9, 3.58125)","(4.8, 7.6, 7.32)"
11-01-2023 13:13:45.431019,"(1.8, 2.4, 2.136)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 17.125)","(2.7, 3.9, 3.58125)","(4.8, 7.6, 7.32)"
11-01-2023 13:13:46.442136,"(1.8, 2.4, 2.136)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 17.125)","(2.7, 3.9, 3.58125)","(4.8, 7.6, 7.32)"
11-01-2023 13:13:47.647634,"(1.8, 2.4, 2.136)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 17.125)","(2.7, 3.9, 3.58125)","(4.8, 7.6, 7.32)"
11-01-2023 13:13:48.629582,"(1.8, 2.4, 2.136)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 17.125)","(2.7, 3.9, 3.58125)","(4.8, 7.6, 7.32)"
11-01-2023 13:13:49.539522,"(1.8, 2.4, 2.136)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 17.125)","(2.7, 3.9, 3.58125)","(4.8, 7.6, 7.32)"
11-01-2023 13:13:50.374648,"(1.8, 2.4, 2.136)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 17.125)","(2.7, 3.9, 3.58125)","(4.8, 7.6, 7.32)"
11-01-2023 13:13:51.206985,"(1.8, 2.4, 2.136)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 17.125)","(2.7, 3.9, 3.58125)","(4.8, 7.6, 7.32)"
11-01-2023 13:13:52.141121,"(1.8, 2.4, 2.136)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 17.125)","(2.7, 3.9, 3.58125)","(4.8, 7.6, 7.32)"
11-01-2023 13:13:53.180094,"(1.8, 2.4, 2.136)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 17.125)","(2.7, 3.9, 3.58125)","(4.8, 7.6, 7.32)"
11-01-2023 13:13:54.093446,"(1.8, 2.4, 2.136)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 17.125)","(2.7, 3.9, 3.58125)","(4.8, 7.6, 7.32)"
11-01-2023 13:13:55.058942,"(1.8, 2.4, 2.136)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 17.125)","(2.7, 3.9, 3.58125)","(4.8, 7.6, 7.32)"
11-01-2023 13:13:56.124767,"(1.8, 2.4, 2.136)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 17.125)","(2.7, 3.9, 3.58125)","(4.8, 7.6, 7.32)"
11-01-2023 13:13:57.024713,"(1.8, 2.4, 2.136)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 17.125)","(2.7, 3.9, 3.58125)","(4.8, 7.6, 7.32)"
11-01-2023 13:13:58.071379,"(1.8, 2.4, 2.136)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 17.125)","(2.7, 3.9, 3.58125)","(4.8, 7.6, 7.32)"
11-01-2023 13:13:58.956296,"(1.8, 2.4, 2.136)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 17.125)","(2.7, 3.9, 3.58125)","(4.8, 7.6, 7.32)"
11-01-2023 13:13:59.751891,"(1.8, 2.4, 2.136)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 17.125)","(2.7, 3.9, 3.58125)","(4.8, 7.6, 7.32)"
11-01-2023 13:14:00.669069,"(1.8, 2.4, 2.136)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 17.125)","(2.7, 3.9, 3.58125)","(4.8, 7.6, 7.32)"
11-01-2023 13:14:01.576265,"(1.8, 2.4, 2.136)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 17.125)","(2.7, 3.9, 3.58125)","(4.8, 7.6, 7.32)"
11-01-2023 13:14:02.392374,"(1.8, 2.4, 2.1485714285714286)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 21.96875)","(2.7, 3.9, 3.58125)","(4.8, 7.6, 7.333333333333333)"
11-01-2023 13:14:03.290476,"(1.8, 2.4, 2.1485714285714286)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 22.586956521739133)","(2.7, 3.9, 3.58125)","(4.8, 7.6, 7.333333333333333)"
11-01-2023 13:14:04.268225,"(1.8, 2.4, 2.1485714285714286)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 22.586956521739133)","(2.7, 3.9, 3.58125)","(4.8, 7.6, 7.333333333333333)"
11-01-2023 13:14:05.217722,"(1.8, 2.4, 2.2906666666666666)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 22.586956521739133)","(2.7, 3.9, 3.404166666666667)","(4.8, 7.6, 7.333333333333333)"
11-01-2023 13:14:06.180298,"(1.8, 2.4, 2.2405555555555554)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 22.586956521739133)","(2.7, 3.9, 3.404166666666667)","(4.8, 7.6, 7.333333333333333)"
11-01-2023 13:14:07.023726,"(1.8, 2.4, 2.160833333333333)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 23.86842105263158)","(2.7, 3.9, 3.404166666666667)","(4.8, 7.6, 7.333333333333333)"
11-01-2023 13:14:07.866423,"(1.8, 2.4, 2.160833333333333)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 23.86842105263158)","(2.7, 3.9, 3.404166666666667)","(4.8, 7.6, 7.333333333333333)"
11-01-2023 13:14:08.860424,"(1.8, 2.4, 2.160833333333333)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 23.86842105263158)","(2.7, 3.9, 3.404166666666667)","(4.8, 7.6, 7.333333333333333)"
11-01-2023 13:14:09.737560,"(1.8, 2.4, 2.160833333333333)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 23.86842105263158)","(2.7, 3.9, 3.404166666666667)","(4.8, 7.6, 7.333333333333333)"
11-01-2023 13:14:10.583688,"(1.8, 2.4, 2.160833333333333)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 23.86842105263158)","(2.7, 3.9, 3.404166666666667)","(4.8, 7.6, 7.333333333333333)"
11-01-2023 13:14:11.520826,"(1.8, 2.4, 2.160833333333333)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 23.86842105263158)","(2.7, 3.9, 3.404166666666667)","(4.8, 7.6, 7.333333333333333)"
11-01-2023 13:14:12.484515,"(1.8, 2.4, 2.255294117647059)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 23.86842105263158)","(2.7, 3.9, 3.404166666666667)","(4.8, 7.6, 7.333333333333333)"
11-01-2023 13:14:13.344678,"(1.8, 2.38, 2.2685714285714287)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 23.86842105263158)","(2.7, 3.9, 3.404166666666667)","(4.8, 7.6, 7.333333333333333)"
11-01-2023 13:14:14.222544,"(1.8, 2.38, 2.14)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 23.86842105263158)","(2.7, 3.9, 3.404166666666667)","(4.8, 7.6, 7.333333333333333)"
11-01-2023 13:14:15.129001,"(1.8, 2.38, 2.14)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 23.86842105263158)","(2.7, 3.9, 3.404166666666667)","(4.8, 7.6, 7.333333333333333)"
11-01-2023 13:14:16.066461,"(1.8, 2.38, 2.14)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 23.86842105263158)","(2.7, 3.9, 3.404166666666667)","(4.8, 7.6, 7.333333333333333)"
11-01-2023 13:14:16.901927,"(1.8, 2.38, 2.14)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 23.86842105263158)","(2.7, 3.9, 3.404166666666667)","(4.8, 7.6, 7.333333333333333)"
11-01-2023 13:14:17.802492,"(1.8, 2.38, 2.14)","(18.0, 48.0, 19.764705882352942)","(18.0, 34.0, 23.86842105263158)","(2.7, 3.9, 3.404166666666667)","(4.8, 7.6, 7.333333333333333)"
11-01-2023 13:14:18.806766,"(1.8, 2.38, 2.17)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 23.86842105263158)","(2.7, 3.9, 3.404166666666667)","(4.8, 7.6, 7.333333333333333)"
11-01-2023 13:14:19.809492,"(1.8, 2.38, 2.17)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 23.86842105263158)","(2.7, 3.9, 3.404166666666667)","(4.8, 7.6, 7.333333333333333)"
11-01-2023 13:14:20.761348,"(1.8, 2.38, 2.17)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 23.86842105263158)","(2.7, 3.9, 3.404166666666667)","(4.8, 7.6, 7.333333333333333)"
11-01-2023 13:14:21.588907,"(1.8, 2.38, 2.17)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 23.86842105263158)","(2.7, 3.9, 3.404166666666667)","(4.8, 7.6, 7.333333333333333)"
11-01-2023 13:14:22.510179,"(1.8, 2.38, 2.17)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 23.86842105263158)","(2.7, 3.9, 3.404166666666667)","(4.8, 7.6, 7.333333333333333)"
11-01-2023 13:14:23.405119,"(1.8, 2.38, 2.17)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 23.86842105263158)","(2.7, 3.9, 3.404166666666667)","(4.8, 7.6, 7.333333333333333)"
11-01-2023 13:14:24.253992,"(1.8, 2.38, 2.17)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 23.86842105263158)","(2.7, 3.9, 3.404166666666667)","(4.8, 7.6, 7.333333333333333)"
11-01-2023 13:14:25.217019,"(1.8, 2.38, 2.17)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 23.86842105263158)","(2.7, 3.9, 3.404166666666667)","(4.8, 7.6, 7.333333333333333)"
11-01-2023 13:14:26.131749,"(1.8, 2.38, 2.17)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 23.86842105263158)","(2.7, 3.9, 3.404166666666667)","(4.8, 7.6, 7.333333333333333)"
11-01-2023 13:14:27.073006,"(1.8, 2.38, 2.17)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 23.86842105263158)","(2.7, 3.9, 3.404166666666667)","(4.8, 7.6, 7.333333333333333)"
11-01-2023 13:14:27.943974,"(1.8, 2.38, 2.17)","(18.0, 48.0, 20.307692307692307)","(18.0, 34.0, 23.86842105263158)","(2.7, 3.9, 3.404166666666667)","(4.8, 7.6, 7.333333333333333)"
11-01-2023 13:14:28.864117,"(1.8, 2.38, 2.17)","(18.0, 48.0, 24.75)","(18.0, 34.0, 23.86842105263158)","(2.7, 3.9, 3.404166666666667)","(4.8, 7.6, 7.333333333333333)"
11-01-2023 13:14:29.853481,"(1.8, 2.38, 2.17)","(18.0, 48.0, 28.421052631578945)","(18.0, 34.0, 23.86842105263158)","(2.7, 3.9, 3.404166666666667)","(4.8, 7.6, 7.333333333333333)"
11-01-2023 13:14:30.750129,"(1.8, 2.38, 2.17)","(18.0, 48.0, 29.4)","(18.0, 34.0, 23.86842105263158)","(2.7, 3.9, 3.404166666666667)","(4.8, 7.6, 7.333333333333333)"
11-01-2023 13:14:31.629607,"(1.8, 2.38, 2.17)","(18.0, 48.0, 29.4)","(18.0, 34.0, 23.86842105263158)","(2.7, 3.9, 3.404166666666667)","(4.8, 7.6, 7.333333333333333)"
11-01-2023 13:14:32.603714,"(1.8, 2.38, 2.17)","(18.0, 48.0, 29.4)","(18.0, 34.0, 23.86842105263158)","(2.7, 3.9, 3.404166666666667)","(4.8, 7.6, 7.333333333333333)"
11-01-2023 13:14:33.478755,"(1.8, 2.38, 2.17)","(18.0, 48.0, 29.4)","(18.0, 34.0, 23.86842105263158)","(2.7, 3.9, 3.404166666666667)","(4.8, 7.6, 7.333333333333333)"
11-01-2023 13:14:34.473035,"(1.8, 2.36, 2.16)","(18.0, 48.0, 29.4)","(18.0, 34.0, 23.86842105263158)","(2.7, 3.9, 3.404166666666667)","(4.8, 7.6, 7.333333333333333)"
11-01-2023 13:14:35.450207,"(1.8, 2.36, 2.16)","(18.0, 48.0, 29.4)","(18.0, 34.0, 23.86842105263158)","(2.7, 3.9, 3.404166666666667)","(4.8, 7.6, 7.333333333333333)"
11-01-2023 13:14:36.262078,"(1.8, 2.36, 2.16)","(18.0, 48.0, 29.4)","(18.0, 34.0, 23.86842105263158)","(2.7, 3.9, 3.404166666666667)","(4.8, 7.6, 7.333333333333333)"
11-01-2023 13:14:37.212899,"(1.8, 2.36, 2.16)","(18.0, 48.0, 29.4)","(18.0, 34.0, 23.86842105263158)","(2.7, 3.9, 3.404166666666667)","(4.8, 7.6, 7.333333333333333)"
11-01-2023 13:14:38.164784,"(1.8, 2.36, 2.16)","(18.0, 48.0, 29.4)","(18.0, 34.0, 23.86842105263158)","(2.7, 3.9, 3.404166666666667)","(4.8, 7.6, 7.333333333333333)"
11-01-2023 13:14:39.077934,"(1.8, 2.36, 2.16)","(18.0, 48.0, 29.4)","(18.0, 34.0, 23.86842105263158)","(2.7, 3.9, 3.404166666666667)","(4.8, 7.6, 7.333333333333333)"
11-01-2023 13:14:40.009412,"(1.8, 2.36, 2.16)","(18.0, 48.0, 29.4)","(18.0, 34.0, 23.86842105263158)","(2.7, 3.9, 3.404166666666667)","(4.8, 7.6, 7.333333333333333)"
11-01-2023 13:14:40.971259,"(1.8, 2.36, 2.16)","(18.0, 48.0, 29.4)","(18.0, 34.0, 23.86842105263158)","(2.7, 3.9, 3.404166666666667)","(4.8, 7.6, 7.333333333333333)"
11-01-2023 13:14:41.993414,"(1.8, 2.36, 2.16)","(18.0, 48.0, 29.4)","(18.0, 34.0, 23.86842105263158)","(2.7, 3.9, 3.7140625)","(4.8, 7.6, 7.333333333333333)"
11-01-2023 13:14:42.961454,"(1.8, 2.36, 2.16)","(18.0, 48.0, 29.4)","(18.0, 34.0, 23.86842105263158)","(2.7, 3.9, 3.7444444444444445)","(4.8, 7.6, 7.333333333333333)"
11-01-2023 13:14:43.839277,"(1.8, 2.36, 2.16)","(18.0, 48.0, 21.535714285714285)","(18.0, 34.0, 23.86842105263158)","(2.7, 3.9, 3.7444444444444445)","(4.8, 7.6, 7.333333333333333)"
11-01-2023 13:14:44.837548,"(1.8, 2.36, 2.16)","(18.0, 48.0, 20.482758620689655)","(18.0, 34.0, 23.86842105263158)","(2.7, 3.9, 3.7515151515151515)","(4.8, 7.6, 7.333333333333333)"
11-01-2023 13:14:45.828745,"(1.8, 2.36, 2.16)","(18.0, 48.0, 20.482758620689655)","(18.0, 34.0, 23.86842105263158)","(2.7, 3.9, 3.746875)","(4.8, 7.6, 7.333333333333333)"
11-01-2023 13:14:46.838112,"(1.8, 2.36, 2.111818181818182)","(18.0, 48.0, 20.596153846153847)","(18.0, 34.0, 23.86842105263158)","(2.7, 3.9, 3.7666666666666666)","(4.8, 7.6, 7.152)"
11-01-2023 13:14:47.872510,"(1.8, 2.36, 2.0947999999999998)","(18.0, 48.0, 20.596153846153847)","(18.0, 34.0, 19.192307692307693)","(2.7, 3.9, 3.7319999999999998)","(4.8, 7.6, 7.133333333333333)"
11-01-2023 13:14:48.755326,"(1.8, 2.36, 2.0947999999999998)","(18.0, 48.0, 20.596153846153847)","(18.0, 34.0, 19.192307692307693)","(2.7, 3.9, 3.7319999999999998)","(4.8, 7.6, 7.133333333333333)"
11-01-2023 13:14:49.667353,"(1.8, 2.36, 2.0947999999999998)","(18.0, 48.0, 20.596153846153847)","(18.0, 34.0, 22.676470588235293)","(2.7, 3.9, 3.7319999999999998)","(4.8, 7.6, 7.133333333333333)"
11-01-2023 13:14:50.641774,"(1.8, 2.36, 2.0947999999999998)","(18.0, 48.0, 20.596153846153847)","(18.0, 34.0, 22.676470588235293)","(2.7, 3.9, 3.7319999999999998)","(4.8, 7.6, 7.133333333333333)"
11-01-2023 13:14:51.554976,"(1.8, 2.36, 2.0947999999999998)","(18.0, 48.0, 20.596153846153847)","(18.0, 34.0, 22.676470588235293)","(2.7, 3.9, 3.7319999999999998)","(4.8, 7.6, 7.133333333333333)"
11-01-2023 13:14:52.365357,"(1.8, 2.36, 2.0947999999999998)","(18.0, 48.0, 20.596153846153847)","(18.0, 34.0, 22.676470588235293)","(2.7, 3.9, 3.7319999999999998)","(4.8, 7.6, 7.133333333333333)"
11-01-2023 13:14:53.331323,"(1.8, 2.36, 2.0947999999999998)","(18.0, 48.0, 20.596153846153847)","(18.0, 34.0, 22.676470588235293)","(2.7, 3.9, 3.7319999999999998)","(4.8, 7.6, 7.133333333333333)"
11-01-2023 13:14:54.286312,"(1.8, 2.36, 2.0947999999999998)","(18.0, 48.0, 20.596153846153847)","(18.0, 34.0, 22.676470588235293)","(2.7, 3.9, 3.6973684210526314)","(4.8, 7.6, 7.133333333333333)"
11-01-2023 13:14:55.195926,"(1.8, 2.32, 2.17)","(18.0, 48.0, 20.596153846153847)","(18.0, 34.0, 22.676470588235293)","(2.7, 3.9, 3.6973684210526314)","(4.8, 7.6, 7.133333333333333)"
11-01-2023 13:14:56.149553,"(1.8, 2.32, 2.17)","(18.0, 48.0, 20.596153846153847)","(18.0, 34.0, 22.676470588235293)","(2.7, 3.9, 3.4625)","(4.8, 7.6, 7.152)"
11-01-2023 13:14:57.109836,"(1.8, 2.3, 2.1719999999999997)","(18.0, 48.0, 20.596153846153847)","(18.0, 34.0, 18.416666666666668)","(2.7, 3.9, 3.4625)","(4.8, 7.6, 7.152)"
11-01-2023 13:14:57.998501,"(1.8, 2.3, 2.1719999999999997)","(18.0, 48.0, 20.596153846153847)","(18.0, 34.0, 18.416666666666668)","(2.7, 3.9, 3.4625)","(4.8, 7.6, 7.152)"
11-01-2023 13:14:58.978492,"(1.8, 2.3, 2.1719999999999997)","(18.0, 48.0, 20.596153846153847)","(18.0, 34.0, 18.416666666666668)","(2.7, 3.9, 3.4625)","(4.8, 7.6, 7.152)"
11-01-2023 13:14:59.849819,"(1.8, 2.3, 2.1719999999999997)","(18.0, 48.0, 20.596153846153847)","(18.0, 34.0, 18.416666666666668)","(2.7, 3.9, 3.4625)","(4.8, 7.6, 7.152)"
11-01-2023 13:15:00.784325,"(1.8, 2.3, 2.1719999999999997)","(18.0, 48.0, 20.596153846153847)","(18.0, 34.0, 18.416666666666668)","(2.7, 3.9, 3.4625)","(4.8, 7.6, 7.152)"
11-01-2023 13:15:01.650461,"(1.8, 2.3, 2.1719999999999997)","(18.0, 48.0, 20.596153846153847)","(18.0, 34.0, 18.416666666666668)","(2.7, 3.9, 3.4625)","(4.8, 7.6, 7.33953488372093)"
11-01-2023 13:15:02.514533,"(1.8, 2.3, 2.1719999999999997)","(18.0, 48.0, 20.419354838709676)","(18.0, 34.0, 18.0625)","(2.7, 3.9, 3.4625)","(4.8, 7.6, 7.33953488372093)"
11-01-2023 13:15:03.427742,"(1.8, 2.3, 2.1719999999999997)","(18.0, 48.0, 20.419354838709676)","(18.0, 34.0, 18.416666666666668)","(2.7, 3.9, 3.4625)","(4.8, 7.6, 6.8)"
11-01-2023 13:15:04.345967,"(1.8, 2.28, 2.1599999999999997)","(18.0, 48.0, 20.419354838709676)","(18.0, 34.0, 18.416666666666668)","(2.7, 3.9, 3.4625)","(4.8, 7.6, 6.8)"
11-01-2023 13:15:05.159119,"(1.8, 2.28, 2.1599999999999997)","(18.0, 48.0, 20.419354838709676)","(18.0, 34.0, 18.416666666666668)","(2.7, 3.9, 3.4625)","(4.8, 7.6, 6.8)"
11-01-2023 13:15:06.019012,"(1.8, 2.28, 2.1599999999999997)","(18.0, 48.0, 20.419354838709676)","(18.0, 34.0, 18.416666666666668)","(2.7, 3.9, 3.4625)","(4.8, 7.6, 6.8)"
11-01-2023 13:15:06.922269,"(1.8, 2.28, 2.1599999999999997)","(18.0, 48.0, 20.419354838709676)","(18.0, 34.0, 18.416666666666668)","(2.7, 3.9, 3.4625)","(4.8, 7.6, 6.914285714285715)"
11-01-2023 13:15:07.743459,"(1.8, 2.28, 2.1599999999999997)","(18.0, 48.0, 29.632653061224488)","(18.0, 34.0, 27.984375)","(2.7, 3.9, 3.4625)","(4.8, 7.6, 6.914285714285715)"
11-01-2023 13:15:08.700170,"(1.8, 2.28, 2.1599999999999997)","(18.0, 48.0, 22.41176470588235)","(18.0, 34.0, 19.0)","(2.7, 3.9, 3.4625)","(4.8, 7.6, 7.325714285714286)"
11-01-2023 13:15:09.583723,"(1.8, 2.26, 2.1479999999999997)","(18.0, 48.0, 19.93548387096774)","(18.0, 34.0, 19.428571428571427)","(2.7, 3.9, 3.4625)","(4.8, 7.6, 7.266666666666667)"
11-01-2023 13:15:10.467369,"(1.8, 2.24, 2.136)","(18.0, 48.0, 19.93548387096774)","(18.0, 34.0, 19.428571428571427)","(2.7, 3.9, 3.4625)","(4.8, 7.6, 7.266666666666667)"
11-01-2023 13:15:11.310698,"(1.8, 2.24, 2.136)","(18.0, 48.0, 19.93548387096774)","(18.0, 34.0, 19.428571428571427)","(2.7, 3.9, 3.4625)","(4.8, 7.6, 7.266666666666667)"
11-01-2023 13:15:12.186230,"(1.8, 2.24, 2.136)","(18.0, 48.0, 19.93548387096774)","(18.0, 34.0, 19.428571428571427)","(2.7, 3.9, 3.4625)","(4.8, 7.6, 7.1)"
11-01-2023 13:15:13.032645,"(1.8, 2.24, 2.136)","(18.0, 48.0, 19.93548387096774)","(18.0, 34.0, 19.428571428571427)","(2.7, 3.9, 3.4625)","(4.8, 7.6, 7.357575757575757)"
11-01-2023 13:15:13.851342,"(1.8, 2.24, 2.136)","(18.0, 48.0, 19.93548387096774)","(18.0, 34.0, 19.428571428571427)","(2.7, 3.9, 3.4625)","(4.8, 7.6, 7.357575757575757)"
11-01-2023 13:15:14.713340,"(1.8, 2.24, 2.136)","(18.0, 48.0, 19.93548387096774)","(18.0, 34.0, 19.428571428571427)","(2.7, 3.9, 3.4625)","(4.8, 7.6, 7.462068965517241)"
11-01-2023 13:15:15.661397,"(1.8, 2.24, 2.136)","(18.0, 48.0, 19.93548387096774)","(18.0, 34.0, 19.428571428571427)","(2.7, 3.9, 3.4625)","(4.8, 7.6, 7.462068965517241)"
11-01-2023 13:15:16.524754,"(1.8, 2.24, 2.136)","(18.0, 48.0, 19.93548387096774)","(18.0, 34.0, 19.428571428571427)","(2.7, 3.9, 3.4625)","(4.8, 7.6, 7.462068965517241)"
11-01-2023 13:15:17.323745,"(1.8, 2.22, 2.0828571428571427)","(18.0, 46.0, 25.75)","(18.0, 34.0, 19.428571428571427)","(2.7, 3.9, 3.4625)","(4.8, 7.6, 7.462068965517241)"
11-01-2023 13:15:18.175762,"(1.8, 2.22, 2.0828571428571427)","(18.0, 44.0, 19.675675675675677)","(18.0, 34.0, 19.428571428571427)","(2.7, 3.9, 3.4625)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:15:18.998629,"(1.8, 2.22, 2.0828571428571427)","(18.0, 42.0, 19.62162162162162)","(18.0, 34.0, 19.428571428571427)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:15:19.859487,"(1.8, 2.22, 2.0828571428571427)","(18.0, 40.0, 29.5)","(18.0, 34.0, 19.428571428571427)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:15:20.763931,"(1.8, 2.22, 2.0828571428571427)","(18.0, 40.0, 22.5)","(18.0, 34.0, 19.428571428571427)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:15:21.589071,"(1.8, 2.22, 2.0828571428571427)","(18.0, 38.0, 25.333333333333332)","(18.0, 34.0, 19.428571428571427)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:15:22.437236,"(1.8, 2.22, 2.0828571428571427)","(18.0, 36.0, 27.5)","(18.0, 34.0, 19.428571428571427)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:15:23.308037,"(1.8, 2.22, 2.0828571428571427)","(18.0, 34.0, 22.75)","(18.0, 34.0, 19.428571428571427)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:15:24.133473,"(1.8, 2.22, 2.0828571428571427)","(18.0, 32.0, 25.5)","(18.0, 34.0, 19.428571428571427)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:15:24.942555,"(1.8, 2.22, 2.0828571428571427)","(18.0, 32.0, 21.166666666666668)","(18.0, 34.0, 19.428571428571427)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:15:25.843549,"(1.8, 2.22, 2.0828571428571427)","(18.0, 32.0, 21.166666666666668)","(18.0, 34.0, 19.428571428571427)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
11-01-2023 13:15:26.713321,"(1.8, 2.22, 2.0828571428571427)","(18.0, 32.0, 21.166666666666668)","(18.0, 34.0, 19.428571428571427)","(2.7, 3.9, 3.6083333333333334)","(4.8, 7.6, 7.3999999999999995)"
