,Magic Bertie,Yankee Banner,Lumin,My Gal Val,Rich Paris,Toffee Street,Alesha Lily,Atlanna,Lady Merchant,World Action
08-12-2022 12:48:55.858449,"(8.0, 13.0, 12.428571428571429)","(101.0, 290.0, 243.33333333333334)","(11.0, 13.0, 11.607142857142858)","(21.0, 44.0, 42.5)","(2.6, 3.15, 3.123255813953488)","(4.0, 4.8, 4.727777777777778)","(19.0, 29.0, 27.875)","(51.0, 100.0, 91.66666666666667)","(41.0, 95.0, 93.33333333333334)","(3.6, 4.6, 4.666666666666666)"
08-12-2022 12:48:57.557425,"(8.0, 13.0, 12.428571428571429)","(101.0, 290.0, 243.33333333333334)","(11.0, 12.5, 11.772727272727273)","(21.0, 44.0, 42.5)","(2.6, 3.15, 3.1023809523809525)","(4.0, 4.8, 4.699999999999999)","(19.0, 29.0, 27.875)","(51.0, 100.0, 91.11111111111111)","(41.0, 95.0, 93.33333333333334)","(3.6, 4.8, 4.666666666666666)"
08-12-2022 12:48:59.223171,"(8.0, 13.0, 12.428571428571429)","(101.0, 290.0, 243.33333333333334)","(11.0, 12.5, 11.772727272727273)","(21.0, 44.0, 42.5)","(2.6, 3.15, 3.105)","(4.0, 4.8, 4.699999999999999)","(19.0, 29.0, 27.875)","(51.0, 100.0, 91.11111111111111)","(41.0, 95.0, 93.33333333333334)","(3.6, 4.8, 4.666666666666666)"
08-12-2022 12:49:00.877781,"(8.0, 13.0, 12.25)","(101.0, 290.0, 243.33333333333334)","(11.0, 12.5, 11.772727272727273)","(21.0, 44.0, 42.5)","(2.6, 3.15, 3.1007692307692305)","(4.0, 4.8, 4.699999999999999)","(19.0, 29.0, 27.875)","(51.0, 100.0, 91.11111111111111)","(41.0, 95.0, 93.33333333333334)","(3.6, 4.8, 4.653061224489796)"
08-12-2022 12:49:02.274759,"(8.0, 13.0, 12.25)","(101.0, 290.0, 243.33333333333334)","(11.0, 12.5, 11.772727272727273)","(21.0, 44.0, 42.5)","(2.6, 3.15, 3.097142857142857)","(4.0, 4.8, 4.699999999999999)","(19.0, 29.0, 27.875)","(51.0, 100.0, 91.11111111111111)","(41.0, 95.0, 132.22222222222223)","(3.6, 4.8, 4.6871794871794865)"
08-12-2022 12:49:03.811504,"(8.0, 12.5, 12.447368421052632)","(101.0, 290.0, 243.33333333333334)","(11.0, 12.5, 11.772727272727273)","(21.0, 44.0, 42.5)","(2.6, 3.15, 3.097142857142857)","(4.0, 4.8, 4.699999999999999)","(19.0, 29.0, 27.875)","(51.0, 100.0, 91.11111111111111)","(41.0, 150.0, 92.22222222222223)","(3.6, 4.8, 4.6871794871794865)"
08-12-2022 12:49:05.315398,"(8.0, 12.5, 12.447368421052632)","(101.0, 290.0, 243.33333333333334)","(11.0, 12.5, 11.662857142857142)","(21.0, 44.0, 42.5)","(2.6, 3.15, 3.091176470588235)","(4.0, 4.8, 4.699999999999999)","(19.0, 29.0, 25.136363636363637)","(51.0, 100.0, 97.14285714285714)","(41.0, 95.0, 92.77777777777777)","(3.6, 4.8, 4.8428571428571425)"
08-12-2022 12:49:06.745043,"(8.0, 12.5, 12.4)","(101.0, 290.0, 243.33333333333334)","(11.0, 12.0, 11.644444444444444)","(21.0, 44.0, 42.5)","(2.6, 3.15, 3.085)","(4.0, 4.8, 4.671428571428572)","(19.0, 28.0, 25.136363636363637)","(51.0, 100.0, 97.72727272727273)","(41.0, 95.0, 92.77777777777777)","(3.6, 4.9, 5.15)"
08-12-2022 12:49:08.277757,"(8.0, 12.5, 12.4)","(101.0, 290.0, 270.0)","(11.0, 12.0, 11.644444444444444)","(21.0, 44.0, 42.5)","(2.6, 3.1, 3.018348623853211)","(4.0, 4.7, 4.671428571428572)","(19.0, 28.0, 24.551724137931036)","(51.0, 100.0, 97.77777777777777)","(41.0, 95.0, 92.77777777777777)","(3.6, 5.3, 5.15)"
08-12-2022 12:49:09.720127,"(8.0, 12.5, 12.4)","(101.0, 290.0, 270.0)","(11.0, 12.0, 11.644444444444444)","(21.0, 44.0, 42.5)","(2.6, 3.05, 3.0693877551020408)","(4.0, 4.7, 4.6869565217391305)","(19.0, 28.0, 24.551724137931036)","(51.0, 100.0, 97.77777777777777)","(41.0, 95.0, 92.77777777777777)","(3.6, 5.3, 5.225)"
08-12-2022 12:49:11.161984,"(8.0, 12.5, 12.4)","(101.0, 290.0, 270.0)","(11.0, 12.0, 11.644444444444444)","(21.0, 44.0, 42.5)","(2.6, 3.1, 3.0693877551020408)","(4.0, 4.8, 4.671428571428572)","(19.0, 28.0, 24.551724137931036)","(51.0, 100.0, 97.5)","(41.0, 95.0, 92.77777777777777)","(3.6, 5.3, 5.225)"
08-12-2022 12:49:12.608368,"(8.0, 12.5, 12.222222222222221)","(101.0, 290.0, 270.0)","(11.0, 12.0, 11.644444444444444)","(21.0, 44.0, 42.5)","(2.6, 3.1, 3.047222222222222)","(4.0, 4.7, 4.671428571428572)","(19.0, 28.0, 25.8)","(51.0, 100.0, 97.5)","(41.0, 95.0, 91.0)","(3.6, 5.3, 5.225)"
08-12-2022 12:49:13.995677,"(8.0, 12.5, 12.153846153846153)","(101.0, 290.0, 270.0)","(11.0, 12.0, 11.646408839779006)","(21.0, 44.0, 42.5)","(2.6, 3.1, 3.047222222222222)","(4.0, 4.7, 4.671428571428572)","(19.0, 27.0, 25.5)","(51.0, 100.0, 97.5)","(41.0, 95.0, 91.0)","(3.6, 5.3, 5.225)"
08-12-2022 12:49:15.421613,"(8.0, 12.5, 12.153846153846153)","(101.0, 290.0, 270.0)","(11.0, 12.0, 11.646408839779006)","(21.0, 44.0, 42.5)","(2.6, 3.1, 3.047222222222222)","(4.0, 4.7, 4.643478260869565)","(19.0, 27.0, 25.5)","(51.0, 100.0, 97.5)","(41.0, 95.0, 91.0)","(3.6, 5.3, 5.225)"
08-12-2022 12:49:17.561800,"(8.0, 12.0, 11.833333333333334)","(101.0, 290.0, 270.0)","(11.0, 11.5, 11.392857142857142)","(21.0, 44.0, 42.5)","(2.6, 3.05, 3.0214285714285714)","(4.0, 4.8, 4.638095238095238)","(19.0, 27.0, 25.5)","(51.0, 100.0, 97.5)","(41.0, 95.0, 91.0)","(3.6, 5.3, 5.300000000000001)"
08-12-2022 12:49:19.021600,"(8.0, 12.0, 11.833333333333334)","(101.0, 290.0, 270.0)","(11.0, 11.5, 11.392857142857142)","(21.0, 44.0, 42.5)","(2.6, 3.05, 3.04)","(4.0, 4.8, 4.638095238095238)","(19.0, 27.0, 25.5)","(51.0, 100.0, 97.5)","(41.0, 95.0, 91.0)","(3.6, 5.4, 5.360526315789474)"
08-12-2022 12:49:20.532884,"(8.0, 12.0, 11.833333333333334)","(101.0, 290.0, 270.0)","(11.0, 11.5, 11.371621621621621)","(21.0, 44.0, 42.5)","(2.6, 3.05, 3.04)","(4.0, 4.8, 4.638095238095238)","(19.0, 27.0, 25.5)","(51.0, 100.0, 97.5)","(41.0, 95.0, 91.0)","(3.6, 5.4, 5.360526315789474)"
08-12-2022 12:49:21.956719,"(8.0, 12.0, 11.833333333333334)","(101.0, 290.0, 270.0)","(11.0, 11.5, 11.371621621621621)","(21.0, 44.0, 42.5)","(2.6, 3.05, 3.04)","(4.0, 4.8, 4.638095238095238)","(19.0, 27.0, 25.5)","(51.0, 100.0, 97.5)","(41.0, 95.0, 91.0)","(3.6, 5.4, 5.360526315789474)"
08-12-2022 12:49:23.517518,"(8.0, 12.0, 11.833333333333334)","(101.0, 290.0, 270.0)","(11.0, 11.5, 11.407407407407407)","(21.0, 44.0, 42.5)","(2.6, 3.05, 3.04)","(4.0, 4.8, 4.638095238095238)","(19.0, 27.0, 25.5)","(51.0, 100.0, 97.5)","(41.0, 95.0, 91.0)","(3.6, 5.4, 5.360526315789474)"
08-12-2022 12:49:25.010917,"(8.0, 12.0, 11.833333333333334)","(101.0, 290.0, 270.0)","(11.0, 11.5, 11.39864864864865)","(21.0, 44.0, 42.5)","(2.6, 3.05, 3.04)","(4.0, 4.8, 4.638095238095238)","(19.0, 27.0, 25.5)","(51.0, 100.0, 97.5)","(41.0, 95.0, 91.0)","(3.6, 5.4, 5.360526315789474)"
08-12-2022 12:49:26.724276,"(8.0, 12.0, 11.642857142857142)","(101.0, 290.0, 270.0)","(11.0, 11.5, 11.378205128205128)","(21.0, 44.0, 42.5)","(2.6, 3.05, 3.04)","(4.0, 4.8, 4.638095238095238)","(19.0, 27.0, 25.5)","(51.0, 100.0, 97.5)","(41.0, 95.0, 91.0)","(3.6, 5.4, 5.360526315789474)"
08-12-2022 12:49:28.329311,"(8.0, 12.0, 11.642857142857142)","(101.0, 290.0, 270.0)","(11.0, 11.5, 11.442028985507246)","(21.0, 44.0, 42.5)","(2.6, 3.05, 3.037037037037037)","(4.0, 4.8, 4.65)","(19.0, 27.0, 25.5)","(51.0, 100.0, 97.5)","(41.0, 95.0, 91.0)","(3.6, 5.4, 5.352380952380953)"
08-12-2022 12:49:30.012420,"(8.0, 12.0, 11.642857142857142)","(101.0, 290.0, 270.0)","(11.0, 11.5, 11.442028985507246)","(21.0, 44.0, 42.5)","(2.6, 3.1, 3.04)","(4.0, 4.7, 4.65)","(19.0, 27.0, 25.5)","(51.0, 100.0, 97.5)","(41.0, 95.0, 91.0)","(3.6, 5.4, 5.352380952380953)"
08-12-2022 12:49:31.574410,"(8.0, 12.0, 11.642857142857142)","(101.0, 290.0, 270.0)","(11.0, 11.5, 11.442028985507246)","(21.0, 44.0, 42.5)","(2.6, 3.05, 3.032258064516129)","(4.0, 4.7, 4.65)","(19.0, 27.0, 26.333333333333332)","(51.0, 100.0, 97.5)","(41.0, 95.0, 91.0)","(3.6, 5.4, 5.352380952380953)"
08-12-2022 12:49:33.089700,"(8.0, 12.0, 11.62)","(101.0, 290.0, 270.0)","(11.0, 11.5, 11.491935483870968)","(21.0, 44.0, 42.5)","(2.6, 3.05, 3.032258064516129)","(4.0, 4.7, 4.65)","(19.0, 27.0, 26.333333333333332)","(51.0, 100.0, 97.5)","(41.0, 95.0, 91.0)","(3.6, 5.4, 5.352380952380953)"
08-12-2022 12:49:34.488500,"(8.0, 12.0, 11.62)","(101.0, 290.0, 270.0)","(11.0, 12.0, 11.48031496062992)","(21.0, 44.0, 42.5)","(2.6, 3.05, 3.032258064516129)","(4.0, 4.7, 4.633333333333333)","(19.0, 27.0, 26.333333333333332)","(51.0, 100.0, 97.5)","(41.0, 95.0, 91.0)","(3.6, 5.4, 5.352380952380953)"
08-12-2022 12:49:36.017353,"(8.0, 12.0, 11.62)","(101.0, 290.0, 270.0)","(11.0, 12.0, 11.48031496062992)","(21.0, 44.0, 42.5)","(2.6, 3.05, 3.032258064516129)","(4.0, 4.7, 4.633333333333333)","(19.0, 27.0, 26.333333333333332)","(51.0, 100.0, 97.5)","(41.0, 95.0, 91.0)","(3.6, 5.4, 5.352380952380953)"
08-12-2022 12:49:37.429795,"(8.0, 12.0, 11.62)","(101.0, 290.0, 270.0)","(11.0, 12.0, 11.48031496062992)","(21.0, 44.0, 42.5)","(2.6, 3.05, 3.032258064516129)","(4.0, 4.7, 4.633333333333333)","(19.0, 27.0, 26.333333333333332)","(51.0, 100.0, 97.5)","(41.0, 95.0, 91.0)","(3.6, 5.4, 5.32)"
08-12-2022 12:49:38.785834,"(8.0, 12.0, 11.62)","(101.0, 290.0, 270.0)","(11.0, 12.0, 11.48031496062992)","(21.0, 44.0, 42.5)","(2.6, 3.05, 3.032258064516129)","(4.0, 4.7, 4.633333333333333)","(19.0, 27.0, 26.333333333333332)","(51.0, 100.0, 97.5)","(41.0, 95.0, 91.0)","(3.6, 5.4, 5.342857142857143)"
08-12-2022 12:49:40.342958,"(8.0, 12.0, 11.62)","(101.0, 290.0, 270.0)","(11.0, 12.0, 11.48031496062992)","(21.0, 44.0, 42.5)","(2.6, 3.05, 3.032258064516129)","(4.0, 4.7, 4.633333333333333)","(19.0, 27.0, 26.333333333333332)","(51.0, 100.0, 97.5)","(41.0, 95.0, 91.0)","(3.6, 5.4, 5.342857142857143)"
08-12-2022 12:49:41.747801,"(8.0, 12.0, 11.62)","(101.0, 290.0, 270.0)","(11.0, 12.0, 11.429577464788732)","(21.0, 44.0, 42.5)","(2.6, 3.05, 3.0363636363636366)","(4.0, 4.7, 4.633333333333333)","(19.0, 27.0, 26.333333333333332)","(51.0, 100.0, 97.5)","(41.0, 95.0, 91.0)","(3.6, 5.4, 5.366666666666667)"
08-12-2022 12:49:43.292530,"(8.0, 12.0, 11.62)","(101.0, 290.0, 270.0)","(11.0, 11.5, 11.429577464788732)","(21.0, 44.0, 42.5)","(2.6, 3.1, 3.032258064516129)","(4.0, 4.7, 4.633333333333333)","(19.0, 27.0, 26.333333333333332)","(51.0, 100.0, 97.5)","(41.0, 95.0, 91.0)","(3.6, 5.4, 5.366666666666667)"
08-12-2022 12:49:45.139101,"(8.0, 12.0, 11.62)","(101.0, 290.0, 270.0)","(11.0, 11.5, 11.429577464788732)","(21.0, 44.0, 42.5)","(2.6, 3.05, 3.032258064516129)","(4.0, 4.7, 4.633333333333333)","(19.0, 27.0, 26.333333333333332)","(51.0, 100.0, 97.5)","(41.0, 95.0, 91.0)","(3.6, 5.4, 5.366666666666667)"
08-12-2022 12:49:46.725224,"(8.0, 12.0, 11.62)","(101.0, 290.0, 238.0)","(11.0, 11.5, 11.54954954954955)","(21.0, 44.0, 42.5)","(2.6, 3.05, 3.032258064516129)","(4.0, 4.7, 4.633333333333333)","(19.0, 27.0, 26.333333333333332)","(51.0, 100.0, 97.5)","(41.0, 95.0, 91.0)","(3.6, 5.4, 5.366666666666667)"
08-12-2022 12:49:48.267015,"(8.0, 12.0, 11.62)","(101.0, 250.0, 238.0)","(11.0, 12.0, 11.789473684210526)","(21.0, 44.0, 42.5)","(2.6, 3.05, 3.032258064516129)","(4.0, 4.7, 4.633333333333333)","(19.0, 27.0, 29.6)","(51.0, 100.0, 91.11111111111111)","(41.0, 95.0, 87.77777777777777)","(3.6, 5.4, 5.36)"
08-12-2022 12:49:49.903410,"(8.0, 12.0, 11.62)","(101.0, 250.0, 238.0)","(11.0, 12.0, 11.58695652173913)","(21.0, 44.0, 42.5)","(2.6, 3.05, 3.0416666666666665)","(4.0, 4.7, 4.633333333333333)","(19.0, 32.0, 28.0)","(51.0, 100.0, 91.11111111111111)","(41.0, 90.0, 87.77777777777777)","(3.6, 5.4, 5.36)"
08-12-2022 12:49:51.516605,"(8.0, 12.0, 11.62)","(101.0, 250.0, 238.0)","(11.0, 12.0, 11.58695652173913)","(21.0, 44.0, 42.5)","(2.6, 3.05, 3.0416666666666665)","(4.0, 4.7, 4.633333333333333)","(19.0, 32.0, 28.0)","(51.0, 100.0, 91.11111111111111)","(41.0, 90.0, 87.77777777777777)","(3.6, 5.4, 5.36)"
08-12-2022 12:49:53.120520,"(8.0, 12.0, 11.62)","(101.0, 250.0, 238.0)","(11.0, 12.0, 11.58695652173913)","(21.0, 44.0, 42.5)","(2.6, 3.05, 3.0416666666666665)","(4.0, 4.7, 4.633333333333333)","(19.0, 32.0, 28.0)","(51.0, 100.0, 91.11111111111111)","(41.0, 90.0, 87.77777777777777)","(3.6, 5.4, 5.36)"
08-12-2022 12:49:54.485619,"(8.0, 12.0, 11.62)","(101.0, 250.0, 238.0)","(11.0, 12.0, 11.58695652173913)","(21.0, 44.0, 42.5)","(2.6, 3.05, 3.0416666666666665)","(4.0, 4.7, 4.633333333333333)","(19.0, 32.0, 28.0)","(51.0, 100.0, 91.11111111111111)","(41.0, 90.0, 87.77777777777777)","(3.6, 5.4, 5.36)"
08-12-2022 12:49:55.782139,"(8.0, 12.0, 11.62)","(101.0, 250.0, 238.0)","(11.0, 12.0, 11.58695652173913)","(21.0, 44.0, 42.5)","(2.6, 3.05, 3.0344827586206895)","(4.0, 4.7, 4.633333333333333)","(19.0, 32.0, 28.0)","(51.0, 100.0, 91.11111111111111)","(41.0, 90.0, 87.77777777777777)","(3.6, 5.4, 5.36)"
08-12-2022 12:49:57.214319,"(8.0, 12.0, 11.62)","(101.0, 250.0, 238.0)","(11.0, 12.0, 11.58695652173913)","(21.0, 44.0, 42.5)","(2.6, 3.05, 3.0344827586206895)","(4.0, 4.7, 4.633333333333333)","(19.0, 32.0, 28.0)","(51.0, 100.0, 91.11111111111111)","(41.0, 90.0, 87.77777777777777)","(3.6, 5.4, 5.36)"
08-12-2022 12:49:58.771448,"(8.0, 12.0, 11.62)","(101.0, 250.0, 236.66666666666666)","(11.0, 12.0, 11.58695652173913)","(21.0, 44.0, 42.5)","(2.6, 3.05, 3.0344827586206895)","(4.0, 4.7, 4.633333333333333)","(19.0, 32.0, 28.375)","(51.0, 100.0, 91.11111111111111)","(41.0, 90.0, 87.77777777777777)","(3.6, 5.4, 5.3545454545454545)"
08-12-2022 12:50:00.300218,"(8.0, 12.0, 11.62)","(101.0, 250.0, 236.66666666666666)","(11.0, 12.0, 11.58695652173913)","(21.0, 44.0, 42.5)","(2.6, 3.05, 3.0344827586206895)","(4.0, 4.7, 4.65)","(19.0, 29.0, 26.75)","(51.0, 100.0, 91.11111111111111)","(41.0, 90.0, 87.77777777777777)","(3.6, 5.4, 5.277272727272727)"
08-12-2022 12:50:01.690767,"(8.0, 12.0, 11.62)","(101.0, 250.0, 236.66666666666666)","(11.0, 12.0, 11.58695652173913)","(21.0, 44.0, 42.5)","(2.6, 3.05, 3.0344827586206895)","(4.0, 4.7, 4.65)","(19.0, 29.0, 26.75)","(51.0, 100.0, 91.11111111111111)","(41.0, 90.0, 87.77777777777777)","(3.6, 5.4, 5.277272727272727)"
08-12-2022 12:50:03.161476,"(8.0, 12.0, 11.62)","(101.0, 250.0, 236.66666666666666)","(11.0, 12.0, 11.58695652173913)","(21.0, 44.0, 42.5)","(2.6, 3.05, 3.0346341463414634)","(4.0, 4.7, 4.65)","(19.0, 29.0, 28.1)","(51.0, 100.0, 91.11111111111111)","(41.0, 90.0, 87.77777777777777)","(3.6, 5.4, 5.277272727272727)"
08-12-2022 12:50:04.636840,"(8.0, 12.0, 11.62)","(101.0, 250.0, 236.66666666666666)","(11.0, 12.0, 11.58695652173913)","(21.0, 44.0, 42.5)","(2.6, 3.05, 3.0346341463414634)","(4.0, 4.7, 4.65)","(19.0, 29.0, 28.1)","(51.0, 100.0, 91.11111111111111)","(41.0, 90.0, 87.77777777777777)","(3.6, 5.4, 5.277272727272727)"
08-12-2022 12:50:06.469669,"(8.0, 11.5, 11.02)","(101.0, 250.0, 236.66666666666666)","(11.0, 12.0, 11.605263157894736)","(21.0, 44.0, 42.0)","(2.6, 3.05, 2.9985714285714287)","(4.0, 4.7, 4.632)","(19.0, 29.0, 27.615384615384617)","(51.0, 100.0, 87.5)","(41.0, 85.0, 83.33333333333333)","(3.6, 5.4, 5.277272727272727)"
08-12-2022 12:50:08.071271,"(8.0, 11.5, 11.02)","(101.0, 250.0, 236.66666666666666)","(11.0, 12.0, 11.605263157894736)","(21.0, 44.0, 42.0)","(2.6, 3.05, 3.0015384615384613)","(4.0, 4.8, 4.632)","(19.0, 29.0, 27.615384615384617)","(51.0, 100.0, 87.5)","(41.0, 85.0, 83.33333333333333)","(3.6, 5.4, 5.277272727272727)"
08-12-2022 12:50:09.605496,"(8.0, 11.5, 11.02)","(101.0, 250.0, 236.66666666666666)","(11.0, 12.0, 11.605263157894736)","(21.0, 44.0, 42.0)","(2.6, 3.05, 3.0015384615384613)","(4.0, 4.8, 4.632)","(19.0, 29.0, 27.615384615384617)","(51.0, 100.0, 87.5)","(41.0, 85.0, 83.33333333333333)","(3.6, 5.4, 5.277272727272727)"
08-12-2022 12:50:11.184612,"(8.0, 11.5, 11.02)","(101.0, 250.0, 236.66666666666666)","(11.0, 12.0, 11.605263157894736)","(21.0, 44.0, 42.0)","(2.6, 3.05, 2.9899999999999998)","(4.0, 4.8, 4.632)","(19.0, 29.0, 27.615384615384617)","(51.0, 100.0, 87.5)","(41.0, 85.0, 83.33333333333333)","(3.6, 5.4, 5.277272727272727)"
08-12-2022 12:50:12.755497,"(8.0, 11.5, 10.919354838709678)","(101.0, 250.0, 236.66666666666666)","(11.0, 12.0, 11.605263157894736)","(21.0, 44.0, 42.0)","(2.6, 3.05, 2.9899999999999998)","(4.0, 4.8, 4.632)","(19.0, 29.0, 27.615384615384617)","(51.0, 100.0, 87.5)","(41.0, 85.0, 83.33333333333333)","(3.6, 5.4, 5.277272727272727)"
08-12-2022 12:50:14.449099,"(8.5, 11.5, 10.710526315789474)","(101.0, 250.0, 236.66666666666666)","(11.0, 12.0, 11.605263157894736)","(26.0, 44.0, 42.0)","(2.6, 3.05, 2.9899999999999998)","(4.0, 4.8, 4.632)","(19.0, 29.0, 27.615384615384617)","(51.0, 100.0, 92.85714285714286)","(51.0, 85.0, 83.33333333333333)","(3.6, 5.4, 5.23125)"
