,Ansons Bay,Blue Title,Coconut Cutie,Star Of The Arts,Shezamaterialgirl,Mullum Doc,Outer Change,Royal Winkle,Feelin Flirty
12-01-2023 13:20:35.924132,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.257142857142857)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 37.0)"
12-01-2023 13:20:37.127387,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.257142857142857)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 37.0)"
12-01-2023 13:20:38.365095,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.257142857142857)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 37.0)"
12-01-2023 13:20:39.634668,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.257142857142857)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 37.0)"
12-01-2023 13:20:40.859065,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.257142857142857)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 37.0)"
12-01-2023 13:20:42.102280,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.257142857142857)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 37.0)"
12-01-2023 13:20:43.319633,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.257142857142857)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 37.0)"
12-01-2023 13:20:44.551981,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.375)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 37.0)"
12-01-2023 13:20:45.834259,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.375)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 37.0)"
12-01-2023 13:20:47.130333,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.375)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 37.0)"
12-01-2023 13:20:48.390625,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.257142857142857)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 37.0)"
12-01-2023 13:20:49.568532,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.257142857142857)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 37.0)"
12-01-2023 13:20:50.748523,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.257142857142857)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 37.0)"
12-01-2023 13:20:52.027046,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.257142857142857)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 37.0)"
12-01-2023 13:20:53.334611,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.257142857142857)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 37.0)"
12-01-2023 13:20:54.656657,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.257142857142857)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 37.0)"
12-01-2023 13:20:55.931473,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.257142857142857)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 37.0)"
12-01-2023 13:20:57.240438,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.257142857142857)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 37.0)"
12-01-2023 13:20:58.556133,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.257142857142857)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 37.0)"
12-01-2023 13:20:59.774376,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.257142857142857)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 37.0)"
12-01-2023 13:21:01.039908,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.257142857142857)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 37.0)"
12-01-2023 13:21:02.305418,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.257142857142857)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 37.0)"
12-01-2023 13:21:03.625058,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.257142857142857)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 37.0)"
12-01-2023 13:21:04.910706,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.257142857142857)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 37.0)"
12-01-2023 13:21:06.037651,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.257142857142857)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 37.0)"
12-01-2023 13:21:07.246678,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.257142857142857)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 37.0)"
12-01-2023 13:21:08.463873,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.257142857142857)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 37.0)"
12-01-2023 13:21:09.714786,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.257142857142857)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 37.0)"
12-01-2023 13:21:11.015369,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.257142857142857)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 37.0)"
12-01-2023 13:21:12.350715,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.257142857142857)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 37.0)"
12-01-2023 13:21:13.549204,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.257142857142857)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 37.0)"
12-01-2023 13:21:14.691795,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.15)","(51.0, 210.0, 132.5)","(1.55, 2.12, 2.08)","(26.0, 50.0, 37.0)"
12-01-2023 13:21:15.884242,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.15)","(51.0, 210.0, 135.55555555555554)","(1.55, 2.12, 2.032)","(26.0, 50.0, 37.0)"
12-01-2023 13:21:17.193084,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.15)","(51.0, 200.0, 151.42857142857142)","(1.55, 2.1, 2.032)","(26.0, 50.0, 37.0)"
12-01-2023 13:21:18.452670,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.15)","(51.0, 190.0, 151.42857142857142)","(1.55, 2.1, 2.032)","(26.0, 50.0, 37.0)"
12-01-2023 13:21:19.735751,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.15)","(51.0, 190.0, 151.42857142857142)","(1.55, 2.1, 2.032)","(26.0, 50.0, 37.0)"
12-01-2023 13:21:20.924363,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.15)","(51.0, 190.0, 151.42857142857142)","(1.55, 2.1, 2.032)","(26.0, 50.0, 37.0)"
12-01-2023 13:21:22.184835,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.15)","(51.0, 190.0, 151.42857142857142)","(1.55, 2.1, 2.032)","(26.0, 50.0, 37.0)"
12-01-2023 13:21:23.527226,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.15)","(51.0, 190.0, 151.42857142857142)","(1.55, 2.1, 2.032)","(26.0, 50.0, 37.0)"
12-01-2023 13:21:24.968308,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.15)","(51.0, 190.0, 151.42857142857142)","(1.55, 2.1, 2.032)","(26.0, 50.0, 37.0)"
12-01-2023 13:21:26.341889,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.15)","(51.0, 190.0, 151.42857142857142)","(1.55, 2.1, 2.032)","(26.0, 50.0, 37.0)"
12-01-2023 13:21:27.705308,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.15)","(51.0, 190.0, 151.42857142857142)","(1.55, 2.1, 2.032)","(26.0, 50.0, 37.0)"
12-01-2023 13:21:29.038512,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.15)","(51.0, 190.0, 151.42857142857142)","(1.55, 2.1, 2.032)","(26.0, 50.0, 37.0)"
12-01-2023 13:21:30.304182,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.15)","(51.0, 190.0, 151.42857142857142)","(1.55, 2.1, 2.032)","(26.0, 50.0, 37.0)"
12-01-2023 13:21:31.574558,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.15)","(51.0, 190.0, 151.42857142857142)","(1.55, 2.1, 2.032)","(26.0, 50.0, 37.0)"
12-01-2023 13:21:32.868740,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.15)","(51.0, 190.0, 151.42857142857142)","(1.55, 2.1, 2.032)","(26.0, 50.0, 37.0)"
12-01-2023 13:21:34.161337,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.15)","(51.0, 190.0, 151.42857142857142)","(1.55, 2.1, 2.032)","(26.0, 50.0, 37.0)"
12-01-2023 13:21:35.523427,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.15)","(51.0, 190.0, 151.42857142857142)","(1.55, 2.1, 2.032)","(26.0, 50.0, 37.0)"
12-01-2023 13:21:36.806030,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.15)","(51.0, 190.0, 151.42857142857142)","(1.55, 2.1, 2.032)","(26.0, 50.0, 37.0)"
12-01-2023 13:21:38.056836,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.15)","(51.0, 190.0, 151.42857142857142)","(1.55, 2.1, 2.016)","(26.0, 50.0, 37.0)"
12-01-2023 13:21:39.289968,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.15)","(51.0, 190.0, 139.375)","(1.55, 2.08, 2.016)","(26.0, 50.0, 37.0)"
12-01-2023 13:21:40.623974,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.15)","(51.0, 190.0, 139.375)","(1.55, 2.08, 2.016)","(26.0, 50.0, 37.0)"
12-01-2023 13:21:42.003086,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.15)","(51.0, 190.0, 139.375)","(1.55, 2.08, 2.016)","(26.0, 50.0, 37.0)"
12-01-2023 13:21:43.328384,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.15)","(51.0, 190.0, 139.375)","(1.55, 2.08, 2.016)","(26.0, 50.0, 37.0)"
12-01-2023 13:21:44.582916,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.15)","(51.0, 190.0, 139.375)","(1.55, 2.08, 2.016)","(26.0, 50.0, 37.0)"
12-01-2023 13:21:45.907779,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.15)","(51.0, 190.0, 139.375)","(1.55, 2.08, 2.016)","(26.0, 50.0, 37.0)"
12-01-2023 13:21:47.331502,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.15)","(51.0, 190.0, 139.375)","(1.55, 2.08, 2.016)","(26.0, 50.0, 37.0)"
12-01-2023 13:21:48.763344,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.15)","(51.0, 190.0, 139.375)","(1.55, 2.08, 2.016)","(26.0, 50.0, 37.0)"
12-01-2023 13:21:50.278007,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.15)","(51.0, 190.0, 139.375)","(1.55, 2.08, 2.016)","(26.0, 50.0, 37.0)"
12-01-2023 13:21:51.856699,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.15)","(51.0, 190.0, 139.375)","(1.55, 2.08, 2.016)","(26.0, 50.0, 37.0)"
12-01-2023 13:21:53.257627,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.15)","(51.0, 190.0, 139.375)","(1.55, 2.08, 2.016)","(26.0, 50.0, 37.0)"
12-01-2023 13:21:54.533623,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.15)","(51.0, 190.0, 139.375)","(1.55, 2.08, 2.016)","(26.0, 50.0, 37.0)"
12-01-2023 13:21:55.850537,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.15)","(51.0, 190.0, 139.375)","(1.55, 2.08, 2.016)","(26.0, 50.0, 37.0)"
12-01-2023 13:21:57.263192,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.15)","(51.0, 190.0, 139.375)","(1.55, 2.08, 2.016)","(26.0, 50.0, 37.0)"
12-01-2023 13:21:58.595777,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.15)","(51.0, 190.0, 139.375)","(1.55, 2.08, 2.016)","(26.0, 50.0, 37.0)"
12-01-2023 13:21:59.912001,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.15)","(51.0, 190.0, 139.375)","(1.55, 2.08, 2.016)","(26.0, 50.0, 37.0)"
12-01-2023 13:22:01.257240,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.15)","(51.0, 190.0, 139.375)","(1.55, 2.08, 2.016)","(26.0, 50.0, 37.0)"
12-01-2023 13:22:02.575255,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.15)","(51.0, 190.0, 139.375)","(1.55, 2.08, 2.016)","(26.0, 50.0, 37.0)"
12-01-2023 13:22:03.799531,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.15)","(51.0, 190.0, 139.375)","(1.55, 2.08, 2.016)","(26.0, 50.0, 37.0)"
12-01-2023 13:22:05.020542,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.15)","(51.0, 190.0, 139.375)","(1.55, 2.08, 2.016)","(26.0, 50.0, 37.0)"
12-01-2023 13:22:06.289338,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.15)","(51.0, 190.0, 139.375)","(1.55, 2.08, 2.016)","(26.0, 50.0, 37.0)"
12-01-2023 13:22:07.610221,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.15)","(51.0, 190.0, 139.375)","(1.55, 2.08, 2.016)","(26.0, 50.0, 37.0)"
12-01-2023 13:22:08.837752,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.15)","(51.0, 190.0, 139.375)","(1.55, 2.08, 2.016)","(26.0, 50.0, 37.0)"
12-01-2023 13:22:10.005325,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.15)","(51.0, 190.0, 139.375)","(1.55, 2.08, 2.016)","(26.0, 50.0, 37.0)"
12-01-2023 13:22:11.157125,"(7.0, 11.5, 10.033333333333333)","(21.0, 48.0, 30.666666666666664)","(81.0, 190.0, 168.1818181818182)","(7.0, 11.5, 11.166666666666666)","(101.0, 190.0, 164.28571428571428)","(4.0, 5.9, 5.15)","(51.0, 190.0, 139.375)","(1.55, 2.08, 2.016)","(26.0, 50.0, 37.0)"
