,Soda Nemo,Ha Hanna,Inter Raven,Olive Bale,Cindys Pride,Run Topper,Hot Fudge,Prince Of Egypt
15-12-2022 14:00:17.299101,"(5.0, 8.4, 7.6000000000000005)","(3.1, 4.6, 4.12)","(12.0, 27.0, 24.444444444444443)","(7.0, 10.5, 9.853846153846154)","(3.2, 3.75, 3.4607142857142854)","(51.0, 260.0, 168.125)","(12.0, 25.0, 22.727272727272727)","(5.0, 9.0, 7.690909090909091)"
15-12-2022 14:00:18.404410,"(5.0, 8.4, 8.044444444444444)","(3.1, 4.6, 4.12)","(12.0, 27.0, 24.444444444444443)","(7.0, 10.5, 9.853846153846154)","(3.2, 3.75, 3.4607142857142854)","(51.0, 260.0, 168.125)","(12.0, 25.0, 22.727272727272727)","(5.0, 9.0, 7.690909090909091)"
15-12-2022 14:00:19.575720,"(5.0, 8.4, 8.044444444444444)","(3.1, 4.6, 4.12)","(12.0, 27.0, 24.444444444444443)","(7.0, 10.5, 9.853846153846154)","(3.2, 3.75, 3.4607142857142854)","(51.0, 260.0, 126.36363636363636)","(12.0, 25.0, 22.727272727272727)","(5.0, 9.0, 8.1)"
15-12-2022 14:00:20.767755,"(5.0, 8.4, 8.044444444444444)","(3.1, 4.6, 4.12)","(12.0, 27.0, 24.444444444444443)","(7.0, 10.5, 9.853846153846154)","(3.2, 3.75, 3.4607142857142854)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 22.727272727272727)","(5.0, 9.0, 8.1)"
15-12-2022 14:00:21.987397,"(5.0, 8.4, 8.044444444444444)","(3.1, 4.6, 4.12)","(12.0, 27.0, 24.444444444444443)","(7.0, 10.5, 9.853846153846154)","(3.2, 3.75, 3.4607142857142854)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 22.727272727272727)","(5.0, 9.0, 8.1)"
15-12-2022 14:00:23.214453,"(5.0, 8.4, 7.6000000000000005)","(3.1, 4.6, 4.12)","(12.0, 27.0, 24.444444444444443)","(7.0, 10.5, 9.45)","(3.2, 3.75, 3.4607142857142854)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 22.727272727272727)","(5.0, 9.0, 7.933333333333334)"
15-12-2022 14:00:24.396854,"(5.0, 8.8, 8.266666666666667)","(3.1, 4.5, 3.94)","(12.0, 25.0, 23.8125)","(7.0, 10.5, 9.45)","(3.2, 3.75, 3.4607142857142854)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 22.727272727272727)","(5.0, 9.0, 8.377777777777778)"
15-12-2022 14:00:25.546292,"(5.0, 8.8, 8.266666666666667)","(3.1, 4.5, 3.94)","(12.0, 25.0, 23.8125)","(7.0, 10.5, 9.45)","(3.2, 3.75, 3.4)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 22.727272727272727)","(5.0, 9.0, 8.377777777777778)"
15-12-2022 14:00:26.620812,"(5.0, 8.8, 8.266666666666667)","(3.1, 4.5, 3.94)","(12.0, 25.0, 23.8125)","(7.0, 10.5, 9.45)","(3.2, 3.7, 3.4)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 22.727272727272727)","(5.0, 9.0, 8.377777777777778)"
15-12-2022 14:00:27.710017,"(5.0, 8.8, 8.088888888888889)","(3.1, 4.5, 4.08)","(12.0, 25.0, 23.8125)","(7.0, 10.5, 9.45)","(3.2, 3.7, 3.4)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 22.727272727272727)","(5.0, 9.0, 7.933333333333334)"
15-12-2022 14:00:28.809509,"(5.0, 8.8, 8.088888888888889)","(3.1, 4.5, 4.08)","(12.0, 25.0, 23.8125)","(7.0, 10.5, 9.45)","(3.2, 3.7, 3.4)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 22.727272727272727)","(5.0, 9.0, 7.933333333333334)"
15-12-2022 14:00:29.912192,"(5.0, 8.8, 8.290909090909091)","(3.1, 4.5, 4.08)","(12.0, 25.0, 23.8125)","(7.0, 10.5, 9.45)","(3.2, 3.7, 3.4)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 22.727272727272727)","(5.0, 9.0, 8.377777777777778)"
15-12-2022 14:00:31.035899,"(5.0, 8.8, 8.290909090909091)","(3.1, 4.5, 4.08)","(12.0, 25.0, 23.8125)","(7.0, 10.5, 9.45)","(3.2, 3.7, 3.4)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 22.727272727272727)","(5.0, 9.0, 8.377777777777778)"
15-12-2022 14:00:32.182188,"(5.0, 8.8, 8.290909090909091)","(3.1, 4.5, 4.08)","(12.0, 25.0, 23.8125)","(7.0, 10.5, 9.45)","(3.2, 3.7, 3.4)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 22.727272727272727)","(5.0, 9.0, 8.377777777777778)"
15-12-2022 14:00:33.317311,"(5.0, 8.8, 7.866666666666667)","(3.1, 4.4, 3.926315789473684)","(12.0, 25.0, 23.8125)","(7.0, 10.5, 9.45)","(3.2, 3.7, 3.4)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 22.727272727272727)","(5.0, 9.0, 8.377777777777778)"
15-12-2022 14:00:34.479604,"(5.0, 8.8, 7.866666666666667)","(3.1, 4.4, 3.926315789473684)","(12.0, 25.0, 23.8125)","(7.0, 10.5, 9.45)","(3.2, 3.7, 3.4)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 22.727272727272727)","(5.0, 9.0, 7.933333333333334)"
15-12-2022 14:00:35.573487,"(5.0, 8.6, 7.984615384615385)","(3.1, 4.4, 3.926315789473684)","(12.0, 25.0, 23.8125)","(7.0, 10.5, 9.45)","(3.2, 3.7, 3.4)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 22.727272727272727)","(5.0, 9.0, 8.377777777777778)"
15-12-2022 14:00:36.713880,"(5.0, 8.6, 7.984615384615385)","(3.1, 4.4, 3.926315789473684)","(12.0, 25.0, 23.8125)","(7.0, 10.5, 9.45)","(3.2, 3.7, 3.4)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 22.727272727272727)","(5.0, 9.0, 8.377777777777778)"
15-12-2022 14:00:37.808754,"(5.0, 8.6, 7.984615384615385)","(3.1, 4.4, 3.926315789473684)","(12.0, 25.0, 23.8125)","(7.0, 10.5, 9.45)","(3.2, 3.7, 3.4)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 22.727272727272727)","(5.0, 9.0, 8.377777777777778)"
15-12-2022 14:00:38.912974,"(5.0, 8.6, 7.640000000000001)","(3.1, 4.4, 4.066666666666666)","(12.0, 25.0, 23.8125)","(7.0, 10.5, 9.45)","(3.2, 3.7, 3.4)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 22.727272727272727)","(5.0, 9.0, 7.933333333333334)"
15-12-2022 14:00:40.046750,"(5.0, 8.6, 7.984615384615385)","(3.1, 4.4, 4.066666666666666)","(12.0, 25.0, 23.8125)","(7.0, 10.5, 9.45)","(3.2, 3.7, 3.4)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 22.727272727272727)","(5.0, 9.0, 7.933333333333334)"
15-12-2022 14:00:41.150158,"(5.0, 8.6, 7.984615384615385)","(3.1, 4.4, 4.066666666666666)","(12.0, 25.0, 23.8125)","(7.0, 10.5, 9.45)","(3.2, 3.7, 3.4)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 22.727272727272727)","(5.0, 9.0, 8.377777777777778)"
15-12-2022 14:00:42.305480,"(5.0, 8.6, 7.984615384615385)","(3.1, 4.4, 4.066666666666666)","(12.0, 25.0, 23.8125)","(7.0, 10.5, 11.028571428571428)","(3.2, 3.7, 3.5)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 22.727272727272727)","(5.0, 9.0, 8.377777777777778)"
15-12-2022 14:00:43.502245,"(5.0, 8.6, 7.984615384615385)","(3.1, 4.4, 3.9176470588235293)","(12.0, 25.0, 23.714285714285715)","(7.0, 13.0, 11.028571428571428)","(3.2, 3.7, 3.5)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 22.727272727272727)","(5.0, 9.0, 8.377777777777778)"
15-12-2022 14:00:44.648727,"(5.0, 8.6, 7.640000000000001)","(3.1, 4.3, 3.9176470588235293)","(12.0, 25.0, 23.714285714285715)","(7.0, 13.0, 11.028571428571428)","(3.2, 3.7, 3.5)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 22.727272727272727)","(5.0, 9.0, 7.933333333333334)"
15-12-2022 14:00:45.797562,"(5.0, 9.8, 8.1)","(3.1, 4.3, 3.9176470588235293)","(12.0, 25.0, 23.714285714285715)","(7.0, 13.0, 11.8)","(3.2, 3.7, 3.5)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 21.153846153846153)","(5.0, 9.0, 7.933333333333334)"
15-12-2022 14:00:46.912992,"(5.0, 10.0, 8.933333333333334)","(3.1, 4.3, 3.9176470588235293)","(12.0, 25.0, 23.714285714285715)","(7.0, 13.0, 11.8)","(3.2, 3.7, 3.5)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 19.11764705882353)","(5.0, 8.8, 7.933333333333334)"
15-12-2022 14:00:47.999971,"(5.0, 10.0, 8.933333333333334)","(3.1, 4.3, 3.9176470588235293)","(12.0, 25.0, 23.714285714285715)","(7.0, 13.0, 11.8)","(3.2, 3.7, 3.5)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 19.11764705882353)","(5.0, 8.8, 7.933333333333334)"
15-12-2022 14:00:49.070129,"(5.0, 10.0, 8.755555555555556)","(3.1, 4.3, 3.9176470588235293)","(12.0, 25.0, 23.714285714285715)","(7.0, 13.0, 11.8)","(3.2, 3.7, 3.5)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 19.11764705882353)","(5.0, 8.8, 7.175)"
15-12-2022 14:00:50.172105,"(5.0, 10.0, 8.844444444444445)","(3.1, 4.3, 4.085714285714285)","(12.0, 25.0, 23.714285714285715)","(7.0, 13.0, 11.8)","(3.2, 3.7, 3.5)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 19.11764705882353)","(5.0, 8.8, 7.175)"
15-12-2022 14:00:51.273308,"(5.0, 10.0, 8.844444444444445)","(3.1, 4.3, 4.085714285714285)","(12.0, 25.0, 23.714285714285715)","(7.0, 13.0, 11.8)","(3.2, 3.7, 3.5)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 19.11764705882353)","(5.0, 8.8, 7.175)"
15-12-2022 14:00:52.378390,"(5.0, 10.0, 8.844444444444445)","(3.1, 4.3, 4.085714285714285)","(12.0, 25.0, 23.714285714285715)","(7.0, 13.0, 11.8)","(3.2, 3.7, 3.5)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 19.11764705882353)","(5.0, 8.8, 7.175)"
15-12-2022 14:00:53.504329,"(5.0, 10.0, 8.755555555555556)","(3.1, 4.2, 3.914285714285714)","(12.0, 25.0, 23.714285714285715)","(7.0, 13.0, 11.8)","(3.2, 3.7, 3.5)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 19.11764705882353)","(5.0, 8.8, 7.175)"
15-12-2022 14:00:54.536539,"(5.0, 9.8, 8.4)","(3.1, 4.2, 3.914285714285714)","(12.0, 25.0, 22.75)","(7.0, 13.0, 11.95)","(3.2, 3.7, 3.55)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 19.11764705882353)","(5.0, 8.8, 7.63)"
15-12-2022 14:00:55.574310,"(5.0, 9.8, 8.4)","(3.1, 4.2, 3.9)","(12.0, 25.0, 23.9375)","(7.0, 13.0, 11.95)","(3.2, 3.7, 3.55)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 19.11764705882353)","(5.0, 8.8, 7.63)"
15-12-2022 14:00:56.622451,"(5.0, 9.8, 8.4)","(3.1, 4.2, 4.066666666666666)","(12.0, 25.0, 23.9375)","(7.0, 13.0, 11.95)","(3.2, 3.7, 3.55)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 19.11764705882353)","(5.0, 8.8, 7.36)"
15-12-2022 14:00:57.754292,"(5.0, 9.8, 8.4)","(3.1, 4.2, 4.066666666666666)","(12.0, 25.0, 23.9375)","(7.0, 13.0, 11.2)","(3.2, 3.7, 3.55)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 19.11764705882353)","(5.0, 8.8, 7.36)"
15-12-2022 14:00:58.868638,"(5.0, 9.8, 8.283333333333333)","(3.1, 4.2, 4.066666666666666)","(12.0, 25.0, 23.9375)","(7.0, 13.0, 11.2)","(3.2, 3.7, 3.55)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 19.11764705882353)","(5.0, 8.8, 7.76)"
15-12-2022 14:01:00.005395,"(5.0, 9.8, 8.283333333333333)","(3.1, 4.2, 4.066666666666666)","(12.0, 25.0, 23.9375)","(7.0, 13.0, 11.9)","(3.2, 3.7, 3.55)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 19.11764705882353)","(5.0, 8.6, 7.76)"
15-12-2022 14:01:01.023849,"(5.0, 9.8, 8.283333333333333)","(3.1, 4.2, 4.066666666666666)","(12.0, 25.0, 23.9375)","(7.0, 13.0, 11.9)","(3.2, 3.7, 3.55)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 19.11764705882353)","(5.0, 8.6, 7.76)"
15-12-2022 14:01:02.133529,"(5.0, 9.8, 8.283333333333333)","(3.1, 4.2, 4.066666666666666)","(12.0, 25.0, 23.9375)","(7.0, 13.0, 11.9)","(3.2, 3.7, 3.55)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 19.11764705882353)","(5.0, 8.6, 7.34)"
15-12-2022 14:01:03.160124,"(5.0, 9.8, 8.4)","(3.1, 4.2, 4.066666666666666)","(12.0, 25.0, 23.9375)","(7.0, 13.0, 11.9)","(3.2, 3.7, 3.55)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 19.11764705882353)","(5.0, 8.6, 7.34)"
15-12-2022 14:01:04.200998,"(5.0, 9.2, 8.092307692307692)","(3.1, 4.2, 4.066666666666666)","(12.0, 25.0, 23.9375)","(7.0, 13.0, 11.9)","(3.2, 3.7, 3.55)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 19.11764705882353)","(5.0, 8.6, 7.34)"
15-12-2022 14:01:05.337671,"(5.0, 9.2, 7.9)","(3.1, 4.2, 4.066666666666666)","(12.0, 25.0, 23.9375)","(7.0, 13.0, 11.9)","(3.2, 3.7, 3.55)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 19.11764705882353)","(5.0, 8.6, 7.34)"
15-12-2022 14:01:06.531218,"(5.0, 9.2, 7.9)","(3.1, 4.2, 4.066666666666666)","(12.0, 25.0, 23.9375)","(7.0, 13.0, 11.425)","(3.2, 3.7, 3.55)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 19.11764705882353)","(5.0, 8.6, 7.34)"
15-12-2022 14:01:07.656745,"(5.0, 9.2, 7.9)","(3.1, 4.2, 4.066666666666666)","(12.0, 25.0, 23.9375)","(7.0, 13.0, 11.1125)","(3.2, 3.7, 3.4499999999999997)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 19.11764705882353)","(5.0, 8.6, 7.828571428571428)"
15-12-2022 14:01:08.785416,"(5.0, 9.2, 7.9)","(3.1, 4.1, 3.8857142857142857)","(12.0, 25.0, 23.9375)","(7.0, 12.5, 11.1125)","(3.2, 3.75, 3.4499999999999997)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 19.11764705882353)","(5.0, 8.6, 8.066666666666666)"
15-12-2022 14:01:09.799565,"(5.0, 9.2, 7.9)","(3.1, 4.1, 3.8857142857142857)","(12.0, 25.0, 23.9375)","(7.0, 12.5, 11.1125)","(3.2, 3.75, 3.4499999999999997)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 19.11764705882353)","(5.0, 8.6, 7.784615384615385)"
15-12-2022 14:01:10.946558,"(5.0, 9.2, 7.9)","(3.1, 4.1, 3.8857142857142857)","(12.0, 25.0, 23.9375)","(7.0, 12.5, 11.1125)","(3.2, 3.75, 3.525)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 19.11764705882353)","(5.0, 8.4, 7.4)"
15-12-2022 14:01:12.143864,"(5.0, 9.2, 7.7555555555555555)","(3.1, 4.0, 3.857142857142857)","(12.0, 25.0, 23.9375)","(7.0, 12.5, 11.1125)","(3.2, 3.75, 3.525)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 19.11764705882353)","(5.0, 8.4, 7.4)"
15-12-2022 14:01:13.254631,"(5.0, 9.2, 7.7555555555555555)","(3.1, 4.0, 3.857142857142857)","(12.0, 25.0, 23.9375)","(7.0, 12.5, 11.1125)","(3.2, 3.75, 3.525)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 19.11764705882353)","(5.0, 8.4, 7.4)"
15-12-2022 14:01:14.369554,"(5.0, 9.2, 7.9)","(3.1, 4.0, 3.857142857142857)","(12.0, 25.0, 23.9375)","(7.0, 12.5, 11.1125)","(3.2, 3.75, 3.525)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 19.11764705882353)","(5.0, 8.4, 7.9)"
15-12-2022 14:01:15.409558,"(5.0, 9.2, 7.9)","(3.1, 4.0, 3.857142857142857)","(12.0, 25.0, 23.9375)","(7.0, 12.5, 11.1125)","(3.2, 3.75, 3.525)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 19.11764705882353)","(5.0, 8.4, 7.9)"
15-12-2022 14:01:16.546037,"(5.0, 9.2, 7.9)","(3.1, 4.0, 3.857142857142857)","(12.0, 25.0, 23.9375)","(7.0, 12.5, 11.1125)","(3.2, 3.75, 3.525)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 19.11764705882353)","(5.0, 8.4, 7.4)"
15-12-2022 14:01:17.659692,"(5.0, 9.2, 7.7555555555555555)","(3.1, 4.2, 4.066666666666666)","(12.0, 25.0, 23.9375)","(7.0, 12.5, 11.1125)","(3.2, 3.75, 3.525)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 19.11764705882353)","(5.0, 8.4, 7.4)"
15-12-2022 14:01:18.862758,"(5.0, 9.2, 7.7555555555555555)","(3.1, 4.2, 4.066666666666666)","(12.0, 25.0, 23.9375)","(7.0, 12.5, 11.1125)","(3.2, 3.75, 3.525)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 19.11764705882353)","(5.0, 8.4, 7.9)"
15-12-2022 14:01:20.033976,"(5.0, 9.2, 7.9)","(3.1, 4.2, 4.066666666666666)","(12.0, 25.0, 23.9375)","(7.0, 12.5, 11.1125)","(3.2, 3.75, 3.525)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 19.11764705882353)","(5.0, 8.4, 8.066666666666666)"
15-12-2022 14:01:21.290557,"(5.0, 9.2, 7.9)","(3.1, 4.2, 4.066666666666666)","(12.0, 25.0, 23.9375)","(7.0, 12.5, 11.1125)","(3.2, 3.75, 3.55)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 19.11764705882353)","(5.0, 8.6, 8.066666666666666)"
15-12-2022 14:01:22.473466,"(5.0, 9.2, 7.9)","(3.1, 4.2, 4.066666666666666)","(12.0, 25.0, 23.9375)","(7.0, 12.5, 10.341666666666667)","(3.2, 3.75, 3.8388888888888886)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 19.11764705882353)","(5.0, 8.6, 7.4)"
15-12-2022 14:01:23.595123,"(5.0, 9.2, 7.7555555555555555)","(3.1, 4.1, 3.8857142857142857)","(12.0, 25.0, 23.9375)","(7.0, 12.5, 10.341666666666667)","(3.2, 3.9, 3.8388888888888886)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 19.11764705882353)","(5.0, 8.4, 7.4)"
15-12-2022 14:01:24.738594,"(5.0, 9.2, 7.7555555555555555)","(3.1, 4.1, 3.8857142857142857)","(12.0, 25.0, 23.9375)","(7.0, 12.5, 10.341666666666667)","(3.2, 3.9, 3.8388888888888886)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 19.11764705882353)","(5.0, 8.4, 7.9)"
15-12-2022 14:01:25.858751,"(5.0, 9.2, 7.9)","(3.1, 4.1, 3.8857142857142857)","(12.0, 25.0, 23.9375)","(7.0, 12.5, 10.341666666666667)","(3.2, 3.9, 3.8388888888888886)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 19.11764705882353)","(5.0, 8.4, 7.9)"
15-12-2022 14:01:27.001502,"(5.0, 9.0, 8.2)","(3.1, 4.1, 3.8857142857142857)","(12.0, 25.0, 23.9375)","(7.0, 12.5, 10.341666666666667)","(3.2, 3.9, 3.8388888888888886)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 19.11764705882353)","(5.0, 8.4, 7.9)"
15-12-2022 14:01:28.256052,"(5.0, 9.0, 8.2)","(3.1, 4.2, 3.9454545454545453)","(12.0, 25.0, 23.9375)","(7.0, 12.5, 11.1125)","(3.2, 3.9, 3.8388888888888886)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 19.11764705882353)","(5.0, 8.4, 7.4)"
15-12-2022 14:01:29.475136,"(5.0, 9.0, 8.1)","(3.1, 4.2, 4.066666666666666)","(12.0, 25.0, 23.9375)","(7.0, 12.5, 11.1125)","(3.2, 3.9, 3.8388888888888886)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 19.11764705882353)","(5.0, 8.4, 7.4)"
15-12-2022 14:01:30.757644,"(5.0, 9.0, 8.1)","(3.1, 4.2, 4.066666666666666)","(12.0, 25.0, 23.18181818181818)","(7.0, 12.5, 10.855555555555556)","(3.2, 3.9, 3.8388888888888886)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 22.727272727272727)","(5.0, 8.4, 7.9)"
15-12-2022 14:01:31.893007,"(5.0, 9.0, 8.2)","(3.1, 4.2, 4.066666666666666)","(12.0, 27.0, 23.18181818181818)","(7.0, 12.5, 10.855555555555556)","(3.2, 3.9, 3.8388888888888886)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 22.727272727272727)","(5.0, 8.4, 7.9)"
15-12-2022 14:01:33.024045,"(5.0, 9.0, 8.2)","(3.1, 4.2, 4.066666666666666)","(12.0, 27.0, 23.18181818181818)","(7.0, 12.5, 10.855555555555556)","(3.2, 3.9, 3.8656249999999996)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 22.727272727272727)","(5.0, 8.4, 7.9)"
15-12-2022 14:01:34.209470,"(5.0, 9.0, 8.2)","(3.1, 4.1, 3.8857142857142857)","(12.0, 27.0, 23.18181818181818)","(7.0, 12.5, 10.855555555555556)","(3.2, 3.9, 3.859259259259259)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 22.727272727272727)","(5.0, 8.4, 7.48)"
15-12-2022 14:01:35.338793,"(5.0, 9.0, 8.1)","(3.1, 4.1, 3.8857142857142857)","(12.0, 27.0, 23.18181818181818)","(7.0, 12.5, 10.855555555555556)","(3.2, 3.9, 3.859259259259259)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 22.727272727272727)","(5.0, 8.6, 7.48)"
15-12-2022 14:01:36.470366,"(5.0, 9.0, 8.1)","(3.1, 4.1, 3.8857142857142857)","(12.0, 27.0, 23.18181818181818)","(7.0, 12.5, 10.855555555555556)","(3.2, 3.9, 3.859259259259259)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 22.727272727272727)","(5.0, 8.6, 8.066666666666666)"
15-12-2022 14:01:37.606108,"(5.0, 9.0, 8.2)","(3.1, 4.1, 3.8857142857142857)","(12.0, 27.0, 23.18181818181818)","(7.0, 12.5, 10.855555555555556)","(3.2, 3.9, 3.859259259259259)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 22.727272727272727)","(5.0, 8.6, 7.9)"
15-12-2022 14:01:38.837558,"(5.0, 9.0, 8.2)","(3.1, 4.1, 3.9090909090909087)","(12.0, 27.0, 23.18181818181818)","(7.0, 12.5, 10.855555555555556)","(3.2, 3.9, 3.859259259259259)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 22.727272727272727)","(5.0, 8.4, 7.9)"
15-12-2022 14:01:40.028602,"(5.0, 9.0, 8.2)","(3.1, 4.2, 4.066666666666666)","(12.0, 27.0, 23.18181818181818)","(7.0, 12.5, 10.341666666666667)","(3.2, 3.9, 3.7796875)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 22.727272727272727)","(5.0, 8.4, 7.4)"
15-12-2022 14:01:41.225784,"(5.0, 9.0, 8.625)","(3.1, 4.2, 4.066666666666666)","(12.0, 27.0, 23.18181818181818)","(7.0, 12.5, 10.341666666666667)","(3.2, 3.9, 3.7796875)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 22.727272727272727)","(5.0, 8.4, 7.4)"
15-12-2022 14:01:42.364823,"(5.0, 9.0, 8.625)","(3.1, 4.2, 4.066666666666666)","(12.0, 27.0, 23.18181818181818)","(7.0, 12.5, 10.341666666666667)","(3.2, 3.9, 3.7796875)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 22.727272727272727)","(5.0, 8.4, 7.4)"
15-12-2022 14:01:43.564554,"(5.0, 9.0, 8.625)","(3.1, 4.2, 4.066666666666666)","(12.0, 27.0, 23.18181818181818)","(7.0, 12.5, 10.341666666666667)","(3.2, 3.9, 3.7796875)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 22.727272727272727)","(5.0, 8.4, 7.9)"
15-12-2022 14:01:44.640322,"(5.0, 9.0, 8.2)","(3.1, 4.2, 4.066666666666666)","(12.0, 27.0, 23.18181818181818)","(7.0, 12.5, 10.341666666666667)","(3.2, 3.9, 3.7796875)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 22.727272727272727)","(5.0, 8.4, 7.9)"
15-12-2022 14:01:45.725442,"(5.0, 9.0, 8.2)","(3.1, 4.2, 4.066666666666666)","(12.0, 27.0, 23.18181818181818)","(7.0, 12.5, 10.341666666666667)","(3.2, 3.9, 3.723529411764706)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 22.727272727272727)","(5.0, 8.4, 7.9)"
15-12-2022 14:01:46.879036,"(5.0, 9.0, 8.2)","(3.1, 4.2, 4.066666666666666)","(12.0, 27.0, 23.18181818181818)","(7.0, 12.5, 10.341666666666667)","(3.2, 3.9, 3.723529411764706)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 22.727272727272727)","(5.0, 8.4, 7.4)"
15-12-2022 14:01:48.105274,"(5.0, 9.0, 8.625)","(3.1, 4.2, 4.066666666666666)","(12.0, 27.0, 23.18181818181818)","(7.0, 12.5, 10.341666666666667)","(3.2, 3.9, 3.723529411764706)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 22.727272727272727)","(5.0, 8.4, 7.4)"
15-12-2022 14:01:49.399595,"(5.0, 9.0, 8.625)","(3.1, 4.1, 3.8857142857142857)","(12.0, 27.0, 23.18181818181818)","(7.0, 12.5, 10.341666666666667)","(3.2, 3.9, 3.723529411764706)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 22.727272727272727)","(5.0, 8.4, 8.066666666666666)"
15-12-2022 14:01:50.606408,"(5.0, 9.0, 8.2)","(3.1, 4.1, 3.8857142857142857)","(12.0, 27.0, 23.18181818181818)","(7.0, 12.5, 10.341666666666667)","(3.1, 3.9, 3.723529411764706)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 22.727272727272727)","(5.0, 8.6, 8.066666666666666)"
15-12-2022 14:01:51.639680,"(5.0, 9.0, 8.2)","(3.1, 4.1, 3.8857142857142857)","(12.0, 27.0, 23.18181818181818)","(7.0, 12.5, 10.341666666666667)","(3.1, 3.9, 3.723529411764706)","(51.0, 260.0, 170.3125)","(12.0, 25.0, 22.727272727272727)","(5.0, 8.6, 8.066666666666666)"
