,My Boy Mo,Battle Talent,Go Ellie Go,Kappys Angel,Clever Choice,I Did A Thing,Soul Benefit,Luna One,Fifi Girl
05-01-2023 14:02:23.505567,"(7.5, 9.8, 9.626666666666667)","(6.0, 8.8, 8.059259259259258)","(4.8, 5.2, 5.177464788732395)","(2.6, 2.84, 2.7818181818181817)","(5.5, 7.8, 7.457142857142857)","(31.0, 95.0, 88.0)","(16.0, 30.0, 28.09090909090909)","(17.0, 38.0, 31.41176470588235)","(101.0, 220.0, 166.66666666666666)"
05-01-2023 14:02:24.944272,"(7.5, 9.8, 9.626666666666667)","(6.0, 8.8, 8.059259259259258)","(4.8, 5.2, 5.0892086330935244)","(2.6, 2.84, 2.7818181818181817)","(5.5, 7.8, 7.542857142857143)","(31.0, 95.0, 79.33333333333333)","(16.0, 30.0, 28.09090909090909)","(17.0, 42.0, 35.0)","(101.0, 220.0, 166.66666666666666)"
05-01-2023 14:02:26.466980,"(7.5, 9.8, 9.626666666666667)","(6.0, 8.8, 8.059259259259258)","(4.8, 5.1, 5.0892086330935244)","(2.6, 2.84, 2.7818181818181817)","(5.5, 7.8, 7.636363636363637)","(31.0, 95.0, 88.0)","(16.0, 30.0, 28.09090909090909)","(17.0, 40.0, 35.0)","(101.0, 220.0, 166.66666666666666)"
05-01-2023 14:02:27.811479,"(7.5, 9.8, 9.626666666666667)","(6.0, 8.8, 8.059259259259258)","(4.8, 5.1, 5.0892086330935244)","(2.6, 2.84, 2.8055384615384615)","(5.5, 7.8, 7.6)","(31.0, 95.0, 79.33333333333333)","(16.0, 30.0, 28.09090909090909)","(17.0, 40.0, 35.0)","(101.0, 220.0, 166.66666666666666)"
05-01-2023 14:02:29.174137,"(7.5, 9.8, 9.626666666666667)","(6.0, 8.8, 8.059259259259258)","(4.8, 5.1, 5.0892086330935244)","(2.6, 2.84, 2.8568)","(5.5, 7.8, 7.6)","(31.0, 95.0, 88.28571428571428)","(16.0, 30.0, 28.09090909090909)","(17.0, 40.0, 35.0)","(101.0, 220.0, 166.66666666666666)"
05-01-2023 14:02:30.550421,"(7.5, 9.8, 9.626666666666667)","(6.0, 8.8, 8.059259259259258)","(4.8, 5.1, 5.0892086330935244)","(2.6, 2.86, 2.744)","(5.5, 7.8, 7.542857142857143)","(31.0, 95.0, 88.28571428571428)","(16.0, 30.0, 28.09090909090909)","(17.0, 40.0, 33.333333333333336)","(101.0, 220.0, 166.66666666666666)"
05-01-2023 14:02:31.909277,"(7.5, 9.8, 9.626666666666667)","(6.0, 8.8, 8.059259259259258)","(4.8, 5.1, 5.0892086330935244)","(2.6, 2.84, 2.744)","(5.5, 7.8, 7.542857142857143)","(31.0, 95.0, 88.28571428571428)","(16.0, 30.0, 28.09090909090909)","(17.0, 40.0, 35.0)","(101.0, 220.0, 166.66666666666666)"
05-01-2023 14:02:33.279478,"(7.5, 9.8, 9.626666666666667)","(6.0, 8.8, 8.223076923076922)","(4.8, 5.1, 5.0892086330935244)","(2.6, 2.84, 2.744)","(5.5, 7.8, 7.542857142857143)","(31.0, 95.0, 88.28571428571428)","(16.0, 30.0, 28.09090909090909)","(17.0, 40.0, 35.0)","(101.0, 220.0, 166.66666666666666)"
05-01-2023 14:02:34.524184,"(7.5, 9.8, 9.626666666666667)","(6.0, 8.8, 8.223076923076922)","(4.8, 5.2, 5.182857142857143)","(2.6, 2.84, 2.744)","(5.5, 7.8, 7.542857142857143)","(31.0, 95.0, 80.0)","(16.0, 30.0, 28.09090909090909)","(17.0, 40.0, 34.666666666666664)","(101.0, 220.0, 166.66666666666666)"
05-01-2023 14:02:35.921626,"(7.5, 9.8, 9.626666666666667)","(6.0, 8.8, 8.223076923076922)","(4.8, 5.2, 5.182857142857143)","(2.6, 2.84, 2.744)","(5.5, 7.8, 7.542857142857143)","(26.0, 95.0, 80.0)","(16.0, 30.0, 28.09090909090909)","(17.0, 40.0, 34.666666666666664)","(101.0, 220.0, 166.66666666666666)"
05-01-2023 14:02:37.303232,"(7.5, 9.8, 9.626666666666667)","(6.0, 8.8, 8.223076923076922)","(4.8, 5.2, 5.182857142857143)","(2.6, 2.84, 2.744)","(5.5, 7.8, 7.542857142857143)","(26.0, 95.0, 80.0)","(16.0, 30.0, 28.09090909090909)","(17.0, 40.0, 34.666666666666664)","(101.0, 220.0, 166.66666666666666)"
05-01-2023 14:02:38.661513,"(7.5, 9.8, 9.626666666666667)","(6.0, 8.8, 8.223076923076922)","(4.8, 5.2, 5.182857142857143)","(2.6, 2.84, 2.744)","(5.5, 7.8, 7.542857142857143)","(26.0, 95.0, 80.0)","(16.0, 30.0, 28.09090909090909)","(17.0, 40.0, 34.666666666666664)","(101.0, 220.0, 166.66666666666666)"
05-01-2023 14:02:39.927672,"(7.5, 9.8, 9.626666666666667)","(6.0, 8.8, 8.223076923076922)","(4.8, 5.2, 5.1461538461538465)","(2.6, 2.84, 2.744)","(5.5, 7.8, 7.542857142857143)","(26.0, 95.0, 85.2)","(16.0, 30.0, 28.09090909090909)","(17.0, 40.0, 34.666666666666664)","(101.0, 220.0, 166.66666666666666)"
05-01-2023 14:02:41.242349,"(7.5, 9.8, 9.626666666666667)","(6.0, 8.8, 8.223076923076922)","(4.8, 5.3, 5.1461538461538465)","(2.6, 2.84, 2.744)","(5.5, 7.8, 7.542857142857143)","(26.0, 95.0, 85.2)","(16.0, 30.0, 28.09090909090909)","(17.0, 40.0, 34.666666666666664)","(101.0, 220.0, 166.66666666666666)"
05-01-2023 14:02:42.484440,"(7.5, 9.8, 9.626666666666667)","(6.0, 8.8, 8.220689655172412)","(4.8, 5.2, 5.15945945945946)","(2.6, 2.84, 2.744)","(5.5, 7.8, 7.542857142857143)","(26.0, 95.0, 85.2)","(16.0, 30.0, 28.09090909090909)","(17.0, 40.0, 34.666666666666664)","(101.0, 220.0, 166.66666666666666)"
05-01-2023 14:02:43.779998,"(7.5, 9.8, 9.626666666666667)","(6.0, 8.8, 8.220689655172412)","(4.8, 5.2, 5.15945945945946)","(2.6, 2.84, 2.744)","(5.5, 7.8, 7.542857142857143)","(26.0, 95.0, 85.2)","(16.0, 30.0, 28.09090909090909)","(17.0, 40.0, 34.666666666666664)","(101.0, 220.0, 166.66666666666666)"
05-01-2023 14:02:44.983913,"(7.5, 9.8, 9.626666666666667)","(6.0, 8.8, 8.220689655172412)","(4.8, 5.2, 5.15945945945946)","(2.6, 2.84, 2.744)","(5.5, 7.8, 7.542857142857143)","(26.0, 95.0, 85.2)","(16.0, 30.0, 28.09090909090909)","(17.0, 40.0, 34.666666666666664)","(101.0, 220.0, 166.66666666666666)"
05-01-2023 14:02:46.107874,"(7.5, 9.8, 9.626666666666667)","(6.0, 8.8, 8.220689655172412)","(4.8, 5.2, 5.15945945945946)","(2.6, 2.84, 2.744)","(5.5, 7.8, 7.542857142857143)","(26.0, 95.0, 85.2)","(16.0, 30.0, 28.09090909090909)","(17.0, 40.0, 34.666666666666664)","(101.0, 220.0, 166.66666666666666)"
05-01-2023 14:02:47.424023,"(7.5, 9.8, 9.626666666666667)","(6.0, 8.8, 8.25)","(4.8, 5.2, 5.15945945945946)","(2.5, 2.84, 2.766153846153846)","(6.0, 7.8, 7.542857142857143)","(31.0, 95.0, 79.33333333333333)","(16.0, 30.0, 28.09090909090909)","(17.0, 40.0, 32.625)","(101.0, 220.0, 166.66666666666666)"
05-01-2023 14:02:48.625316,"(7.5, 9.8, 9.626666666666667)","(6.0, 8.6, 8.25)","(4.8, 5.2, 5.15945945945946)","(2.5, 2.84, 2.766153846153846)","(6.0, 7.8, 7.542857142857143)","(31.0, 95.0, 79.33333333333333)","(16.0, 30.0, 28.09090909090909)","(17.0, 42.0, 32.625)","(101.0, 220.0, 166.66666666666666)"
05-01-2023 14:02:49.933807,"(7.5, 9.8, 9.626666666666667)","(6.0, 8.6, 8.233333333333333)","(4.8, 5.2, 5.15945945945946)","(2.5, 2.84, 2.766153846153846)","(6.0, 7.8, 7.542857142857143)","(31.0, 95.0, 79.33333333333333)","(16.0, 30.0, 28.09090909090909)","(17.0, 42.0, 32.625)","(101.0, 220.0, 166.66666666666666)"
05-01-2023 14:02:51.256753,"(7.5, 9.8, 9.626666666666667)","(6.0, 8.6, 8.233333333333333)","(4.8, 5.2, 5.15945945945946)","(2.5, 2.84, 2.750434782608696)","(6.0, 7.8, 7.542857142857143)","(31.0, 95.0, 79.33333333333333)","(16.0, 30.0, 28.09090909090909)","(17.0, 42.0, 32.625)","(101.0, 220.0, 166.66666666666666)"
05-01-2023 14:02:52.589549,"(7.5, 9.8, 9.622727272727273)","(6.0, 8.6, 8.233333333333333)","(4.8, 5.2, 5.1461538461538465)","(2.5, 2.86, 2.829090909090909)","(6.0, 7.8, 7.542857142857143)","(31.0, 95.0, 79.33333333333333)","(16.0, 30.0, 28.09090909090909)","(17.0, 42.0, 32.625)","(101.0, 220.0, 166.66666666666666)"
05-01-2023 14:02:53.974034,"(7.5, 9.8, 9.622727272727273)","(6.0, 8.6, 8.233333333333333)","(4.8, 5.2, 4.966666666666667)","(2.5, 2.84, 2.829090909090909)","(6.0, 7.8, 7.542857142857143)","(31.0, 95.0, 79.33333333333333)","(16.0, 30.0, 28.09090909090909)","(17.0, 42.0, 32.625)","(101.0, 220.0, 166.66666666666666)"
05-01-2023 14:02:55.422068,"(7.5, 9.8, 9.622727272727273)","(6.0, 8.6, 8.013333333333334)","(4.8, 5.2, 4.966666666666667)","(2.5, 2.84, 2.829090909090909)","(6.0, 7.8, 7.542857142857143)","(31.0, 95.0, 80.0)","(16.0, 30.0, 28.09090909090909)","(17.0, 42.0, 32.625)","(101.0, 220.0, 166.66666666666666)"
05-01-2023 14:02:57.032268,"(7.5, 9.8, 9.622727272727273)","(6.0, 8.6, 8.013333333333334)","(4.8, 5.2, 4.966666666666667)","(2.5, 2.84, 2.829090909090909)","(6.0, 7.8, 7.542857142857143)","(31.0, 95.0, 80.0)","(16.0, 30.0, 28.09090909090909)","(17.0, 42.0, 32.625)","(101.0, 220.0, 166.66666666666666)"
05-01-2023 14:02:58.629560,"(7.5, 9.8, 9.622727272727273)","(6.0, 8.6, 8.013333333333334)","(4.8, 5.2, 5.128205128205129)","(2.5, 2.84, 2.829090909090909)","(6.0, 7.8, 7.542857142857143)","(31.0, 95.0, 80.0)","(16.0, 30.0, 28.09090909090909)","(17.0, 42.0, 32.625)","(101.0, 220.0, 166.66666666666666)"
05-01-2023 14:03:00.146071,"(7.5, 9.8, 9.622727272727273)","(6.0, 8.6, 8.013333333333334)","(4.8, 5.2, 5.103448275862069)","(2.5, 2.84, 2.8257142857142856)","(6.0, 7.8, 7.542857142857143)","(31.0, 95.0, 80.0)","(16.0, 30.0, 28.09090909090909)","(17.0, 42.0, 32.625)","(101.0, 220.0, 166.66666666666666)"
05-01-2023 14:03:01.613564,"(7.5, 9.8, 9.622727272727273)","(6.0, 8.6, 8.013333333333334)","(4.8, 5.2, 4.921153846153846)","(2.5, 2.84, 2.757142857142857)","(6.0, 7.8, 7.542857142857143)","(31.0, 95.0, 80.0)","(16.0, 30.0, 28.09090909090909)","(17.0, 42.0, 32.625)","(101.0, 220.0, 166.66666666666666)"
05-01-2023 14:03:02.913381,"(7.5, 9.8, 9.622727272727273)","(6.0, 8.6, 8.013333333333334)","(4.8, 5.1, 4.930909090909091)","(2.5, 2.86, 2.7475)","(6.0, 7.8, 7.542857142857143)","(31.0, 95.0, 88.57142857142857)","(16.0, 30.0, 28.09090909090909)","(17.0, 42.0, 32.625)","(101.0, 220.0, 166.66666666666666)"
05-01-2023 14:03:04.133746,"(7.5, 9.8, 9.622727272727273)","(6.0, 8.6, 8.013333333333334)","(4.8, 5.1, 4.92)","(2.5, 2.76, 2.7475)","(6.0, 7.8, 7.542857142857143)","(31.0, 95.0, 81.66666666666667)","(16.0, 30.0, 28.09090909090909)","(17.0, 42.0, 32.625)","(101.0, 220.0, 166.66666666666666)"
05-01-2023 14:03:05.389153,"(7.5, 9.8, 9.622727272727273)","(6.0, 8.6, 7.909090909090909)","(4.8, 5.1, 4.8125)","(2.5, 2.76, 2.757142857142857)","(6.0, 7.8, 7.542857142857143)","(31.0, 95.0, 90.0)","(16.0, 30.0, 28.09090909090909)","(17.0, 42.0, 33.0)","(101.0, 220.0, 166.66666666666666)"
05-01-2023 14:03:06.634656,"(7.5, 10.5, 9.562962962962963)","(6.0, 8.4, 7.9)","(4.8, 5.0, 4.8125)","(2.5, 2.86, 2.757142857142857)","(6.0, 7.8, 7.542857142857143)","(31.0, 95.0, 85.0)","(16.0, 30.0, 28.09090909090909)","(17.0, 40.0, 33.0)","(101.0, 220.0, 166.66666666666666)"
05-01-2023 14:03:07.926379,"(7.5, 10.5, 9.562962962962963)","(6.0, 8.4, 7.9)","(4.8, 5.0, 4.8125)","(2.5, 2.86, 2.757142857142857)","(6.0, 7.8, 7.542857142857143)","(31.0, 95.0, 85.0)","(16.0, 30.0, 28.09090909090909)","(17.0, 40.0, 33.0)","(101.0, 220.0, 166.66666666666666)"
05-01-2023 14:03:09.190596,"(7.5, 10.5, 9.562962962962963)","(6.0, 8.4, 7.9)","(4.6, 4.9, 4.805882352941176)","(2.5, 2.86, 2.757142857142857)","(6.0, 7.8, 7.542857142857143)","(31.0, 95.0, 90.0)","(16.0, 30.0, 27.666666666666668)","(18.0, 40.0, 33.0)","(101.0, 220.0, 166.66666666666666)"
05-01-2023 14:03:10.510170,"(7.5, 10.5, 9.671999999999999)","(6.0, 8.4, 7.9)","(4.6, 4.9, 4.829787234042554)","(2.5, 2.86, 2.757142857142857)","(6.0, 7.8, 7.542857142857143)","(31.0, 95.0, 90.0)","(16.0, 30.0, 27.666666666666668)","(18.0, 40.0, 33.0)","(101.0, 220.0, 166.66666666666666)"
05-01-2023 14:03:11.818927,"(7.5, 10.5, 9.671999999999999)","(6.0, 8.4, 7.9)","(4.6, 4.9, 4.829787234042554)","(2.5, 2.86, 2.757142857142857)","(6.0, 7.8, 7.542857142857143)","(31.0, 95.0, 90.0)","(16.0, 30.0, 27.666666666666668)","(18.0, 40.0, 33.0)","(101.0, 220.0, 166.66666666666666)"
05-01-2023 14:03:13.109305,"(7.5, 10.5, 9.671999999999999)","(6.0, 8.4, 7.9)","(4.6, 4.9, 4.823255813953488)","(2.5, 2.86, 2.752857142857143)","(6.0, 7.8, 7.542857142857143)","(31.0, 95.0, 90.0)","(16.0, 30.0, 27.375)","(18.0, 40.0, 33.0)","(101.0, 220.0, 166.66666666666666)"
05-01-2023 14:03:14.380493,"(7.5, 10.5, 9.671999999999999)","(6.0, 8.4, 7.9)","(4.6, 4.9, 4.823255813953488)","(2.5, 2.86, 2.752857142857143)","(6.0, 7.8, 7.542857142857143)","(31.0, 95.0, 90.0)","(16.0, 30.0, 27.375)","(18.0, 40.0, 33.0)","(101.0, 220.0, 166.66666666666666)"
05-01-2023 14:03:15.701587,"(7.5, 10.5, 9.671999999999999)","(6.0, 8.4, 7.9)","(4.6, 4.9, 4.823255813953488)","(2.5, 2.86, 2.752857142857143)","(6.0, 7.8, 7.542857142857143)","(31.0, 95.0, 90.0)","(16.0, 30.0, 28.666666666666668)","(18.0, 40.0, 33.0)","(101.0, 220.0, 166.66666666666666)"
05-01-2023 14:03:16.958357,"(7.5, 10.5, 9.755882352941176)","(6.0, 8.4, 7.9)","(4.6, 4.9, 4.823255813953488)","(2.5, 2.86, 2.752857142857143)","(6.0, 7.8, 7.542857142857143)","(31.0, 95.0, 90.0)","(16.0, 30.0, 27.666666666666668)","(18.0, 40.0, 33.0)","(101.0, 220.0, 166.66666666666666)"
05-01-2023 14:03:18.303635,"(7.5, 10.5, 9.671999999999999)","(6.0, 8.4, 7.9)","(4.6, 4.9, 4.823255813953488)","(2.5, 2.86, 2.752857142857143)","(6.0, 7.8, 7.542857142857143)","(31.0, 95.0, 85.0)","(16.0, 30.0, 27.666666666666668)","(18.0, 40.0, 33.0)","(101.0, 220.0, 166.66666666666666)"
05-01-2023 14:03:19.745296,"(7.5, 10.5, 9.671999999999999)","(6.0, 8.4, 7.9)","(4.6, 4.9, 4.823255813953488)","(2.5, 2.86, 2.752857142857143)","(6.0, 7.8, 7.542857142857143)","(31.0, 95.0, 85.0)","(16.0, 30.0, 27.666666666666668)","(18.0, 40.0, 33.0)","(101.0, 220.0, 194.28571428571428)"
05-01-2023 14:03:21.264310,"(7.5, 10.5, 9.671999999999999)","(6.0, 8.4, 7.9)","(4.6, 4.9, 4.823255813953488)","(2.5, 2.86, 2.752857142857143)","(6.0, 7.8, 7.542857142857143)","(31.0, 95.0, 85.0)","(16.0, 30.0, 27.666666666666668)","(18.0, 40.0, 33.0)","(101.0, 220.0, 194.28571428571428)"
05-01-2023 14:03:23.055021,"(7.5, 10.5, 9.755882352941176)","(6.0, 8.4, 7.9)","(4.6, 4.9, 4.823255813953488)","(2.5, 2.86, 2.752857142857143)","(6.0, 7.8, 7.542857142857143)","(31.0, 95.0, 85.0)","(16.0, 30.0, 28.666666666666668)","(18.0, 40.0, 33.0)","(101.0, 220.0, 194.28571428571428)"
05-01-2023 14:03:24.612884,"(7.5, 10.5, 9.755882352941176)","(6.0, 8.4, 7.9)","(4.6, 4.9, 4.825842696629214)","(2.5, 2.86, 2.752857142857143)","(6.0, 7.8, 7.542857142857143)","(31.0, 95.0, 85.0)","(16.0, 30.0, 27.666666666666668)","(18.0, 40.0, 33.0)","(101.0, 220.0, 194.28571428571428)"
05-01-2023 14:03:25.943971,"(7.5, 10.5, 9.832258064516129)","(6.0, 8.4, 7.9)","(4.6, 4.9, 4.7918032786885245)","(2.5, 2.86, 2.752857142857143)","(6.0, 7.8, 7.542857142857143)","(31.0, 95.0, 85.0)","(16.0, 30.0, 27.666666666666668)","(18.0, 40.0, 33.0)","(101.0, 220.0, 194.28571428571428)"
05-01-2023 14:03:27.119183,"(7.5, 10.5, 9.832258064516129)","(6.0, 8.4, 7.9)","(4.6, 4.9, 4.7918032786885245)","(2.5, 2.86, 2.752857142857143)","(6.0, 7.8, 7.542857142857143)","(31.0, 95.0, 85.0)","(16.0, 30.0, 28.666666666666668)","(18.0, 40.0, 33.0)","(101.0, 220.0, 194.28571428571428)"
05-01-2023 14:03:28.645106,"(7.5, 10.5, 9.786206896551723)","(6.0, 8.4, 7.9)","(4.6, 4.9, 4.7918032786885245)","(2.5, 2.86, 2.752857142857143)","(6.0, 7.8, 7.542857142857143)","(31.0, 95.0, 85.0)","(16.0, 30.0, 28.666666666666668)","(18.0, 40.0, 33.0)","(101.0, 220.0, 194.28571428571428)"
05-01-2023 14:03:29.947047,"(7.5, 10.5, 9.786206896551723)","(6.0, 8.4, 7.9)","(4.6, 4.9, 4.7918032786885245)","(2.5, 2.86, 2.752857142857143)","(6.0, 7.8, 7.542857142857143)","(31.0, 95.0, 85.0)","(16.0, 30.0, 28.666666666666668)","(18.0, 40.0, 33.0)","(101.0, 220.0, 194.28571428571428)"
05-01-2023 14:03:31.339119,"(7.5, 10.5, 9.786206896551723)","(6.0, 8.4, 7.9)","(4.6, 4.9, 4.7918032786885245)","(2.5, 2.86, 2.752857142857143)","(6.0, 7.8, 7.542857142857143)","(31.0, 95.0, 85.0)","(17.0, 30.0, 28.666666666666668)","(18.0, 40.0, 33.0)","(101.0, 220.0, 194.28571428571428)"
05-01-2023 14:03:32.628938,"(7.5, 10.5, 9.786206896551723)","(6.0, 8.4, 7.9)","(4.6, 4.9, 4.7625)","(2.5, 2.86, 2.752857142857143)","(6.0, 7.8, 7.542857142857143)","(31.0, 95.0, 90.0)","(17.0, 30.0, 28.666666666666668)","(18.0, 40.0, 33.0)","(101.0, 220.0, 206.15384615384616)"
05-01-2023 14:03:33.944445,"(7.5, 10.5, 9.891176470588235)","(6.0, 8.4, 7.9)","(4.6, 4.9, 4.7625)","(2.5, 2.86, 2.752857142857143)","(6.0, 7.8, 7.542857142857143)","(31.0, 95.0, 90.0)","(17.0, 30.0, 27.666666666666668)","(18.0, 40.0, 33.0)","(101.0, 220.0, 206.15384615384616)"
05-01-2023 14:03:35.145057,"(7.5, 10.5, 10.095)","(6.0, 8.4, 7.9)","(4.6, 4.9, 4.7625)","(2.5, 2.86, 2.752857142857143)","(6.0, 7.8, 7.542857142857143)","(31.0, 95.0, 90.0)","(17.0, 30.0, 27.666666666666668)","(18.0, 40.0, 33.0)","(101.0, 220.0, 206.15384615384616)"
05-01-2023 14:03:36.473994,"(7.5, 10.5, 10.095)","(6.0, 8.4, 7.9)","(4.6, 5.0, 4.79375)","(2.5, 2.86, 2.752857142857143)","(6.0, 7.8, 7.542857142857143)","(31.0, 95.0, 90.0)","(17.0, 30.0, 28.666666666666668)","(18.0, 40.0, 33.0)","(101.0, 220.0, 206.15384615384616)"
05-01-2023 14:03:37.786574,"(7.5, 10.5, 10.015384615384615)","(6.0, 8.4, 7.877419354838709)","(4.6, 5.0, 4.79375)","(2.5, 2.86, 2.752857142857143)","(6.0, 7.8, 7.542857142857143)","(31.0, 95.0, 90.0)","(17.0, 30.0, 27.666666666666668)","(18.0, 40.0, 33.0)","(101.0, 220.0, 206.15384615384616)"
05-01-2023 14:03:39.142872,"(7.5, 10.5, 10.131818181818181)","(6.0, 8.4, 8.027586206896551)","(4.6, 5.0, 4.79375)","(2.5, 2.86, 2.752857142857143)","(6.0, 7.8, 7.6)","(31.0, 95.0, 90.0)","(17.0, 30.0, 27.666666666666668)","(18.0, 40.0, 33.0)","(101.0, 220.0, 206.15384615384616)"
05-01-2023 14:03:40.478294,"(7.5, 10.5, 10.131818181818181)","(6.0, 8.4, 8.027586206896551)","(4.6, 5.0, 4.79375)","(2.5, 2.86, 2.752857142857143)","(6.0, 7.8, 7.6)","(31.0, 95.0, 90.0)","(17.0, 30.0, 27.666666666666668)","(18.0, 40.0, 33.77777777777778)","(101.0, 220.0, 206.15384615384616)"
05-01-2023 14:03:41.874283,"(7.5, 10.5, 10.131818181818181)","(6.0, 8.4, 8.027586206896551)","(4.6, 5.0, 4.788235294117647)","(2.5, 2.86, 2.83)","(6.0, 7.8, 7.6)","(31.0, 95.0, 90.0)","(17.0, 30.0, 27.666666666666668)","(18.0, 40.0, 33.77777777777778)","(101.0, 220.0, 206.15384615384616)"
05-01-2023 14:03:43.126957,"(7.5, 10.5, 10.095)","(6.0, 8.4, 8.027586206896551)","(4.6, 5.0, 4.788235294117647)","(2.5, 2.84, 2.83)","(6.0, 7.8, 7.65)","(31.0, 95.0, 90.0)","(17.0, 30.0, 27.666666666666668)","(18.0, 40.0, 33.77777777777778)","(101.0, 220.0, 206.15384615384616)"
05-01-2023 14:03:44.390957,"(7.5, 10.5, 10.095)","(6.0, 8.4, 8.027586206896551)","(4.6, 5.0, 4.788235294117647)","(2.5, 2.84, 2.83)","(6.0, 7.8, 7.6909090909090905)","(31.0, 95.0, 90.0)","(17.0, 30.0, 27.666666666666668)","(18.0, 40.0, 33.77777777777778)","(101.0, 220.0, 206.15384615384616)"
05-01-2023 14:03:45.553668,"(7.5, 10.5, 10.095)","(6.0, 8.4, 8.051612903225806)","(4.6, 5.0, 4.788235294117647)","(2.5, 2.84, 2.732727272727273)","(6.0, 7.8, 7.6909090909090905)","(31.0, 95.0, 90.0)","(17.0, 30.0, 28.666666666666668)","(18.0, 40.0, 33.77777777777778)","(101.0, 220.0, 206.15384615384616)"
05-01-2023 14:03:46.660615,"(7.5, 10.5, 10.131818181818181)","(6.0, 8.4, 8.051612903225806)","(4.6, 5.0, 4.788235294117647)","(2.5, 2.86, 2.732727272727273)","(6.0, 7.8, 7.6909090909090905)","(31.0, 95.0, 90.0)","(17.0, 30.0, 28.666666666666668)","(18.0, 40.0, 33.77777777777778)","(101.0, 220.0, 206.15384615384616)"
05-01-2023 14:03:47.844674,"(7.5, 10.5, 10.176)","(6.0, 8.4, 8.051612903225806)","(4.6, 5.0, 4.788235294117647)","(2.5, 2.84, 2.765)","(6.0, 7.8, 7.6909090909090905)","(31.0, 95.0, 85.0)","(17.0, 30.0, 28.666666666666668)","(18.0, 40.0, 33.77777777777778)","(101.0, 220.0, 206.15384615384616)"
05-01-2023 14:03:49.025469,"(7.5, 10.5, 10.176)","(6.0, 8.4, 8.051612903225806)","(4.6, 5.0, 4.788235294117647)","(2.5, 2.84, 2.765)","(6.0, 7.8, 7.6909090909090905)","(31.0, 95.0, 85.0)","(17.0, 30.0, 28.666666666666668)","(18.0, 40.0, 33.77777777777778)","(101.0, 220.0, 194.28571428571428)"
05-01-2023 14:03:50.218639,"(7.5, 10.5, 10.176)","(6.0, 8.4, 8.051612903225806)","(4.6, 5.0, 4.788235294117647)","(2.5, 2.82, 2.727692307692308)","(6.0, 7.8, 7.6909090909090905)","(31.0, 95.0, 85.0)","(16.0, 30.0, 28.666666666666668)","(18.0, 40.0, 33.77777777777778)","(101.0, 220.0, 194.28571428571428)"
05-01-2023 14:03:51.684112,"(7.5, 10.5, 10.176)","(6.0, 8.4, 8.027586206896551)","(4.6, 5.0, 4.79622641509434)","(2.5, 2.82, 2.727692307692308)","(6.0, 7.8, 7.6909090909090905)","(31.0, 95.0, 85.0)","(16.0, 30.0, 28.666666666666668)","(18.0, 40.0, 33.77777777777778)","(101.0, 220.0, 194.28571428571428)"
05-01-2023 14:03:52.995841,"(7.5, 10.5, 10.176)","(6.0, 8.4, 8.027586206896551)","(4.6, 5.0, 4.79622641509434)","(2.5, 2.82, 2.727692307692308)","(6.0, 7.8, 7.6909090909090905)","(31.0, 95.0, 85.0)","(16.0, 30.0, 28.666666666666668)","(18.0, 40.0, 33.77777777777778)","(101.0, 220.0, 194.28571428571428)"
05-01-2023 14:03:54.334547,"(7.5, 10.5, 10.176)","(6.0, 8.4, 8.027586206896551)","(4.6, 5.0, 4.85)","(2.5, 2.82, 2.727692307692308)","(6.0, 7.8, 7.6909090909090905)","(31.0, 95.0, 85.0)","(16.0, 30.0, 28.666666666666668)","(18.0, 40.0, 41.333333333333336)","(101.0, 220.0, 194.28571428571428)"
05-01-2023 14:03:55.609584,"(7.5, 10.5, 10.176)","(6.0, 8.4, 8.066666666666666)","(4.6, 5.0, 4.925)","(2.5, 2.82, 2.727692307692308)","(6.0, 7.8, 7.6909090909090905)","(31.0, 95.0, 85.0)","(16.0, 30.0, 28.666666666666668)","(18.0, 46.0, 41.333333333333336)","(101.0, 220.0, 194.28571428571428)"
05-01-2023 14:03:56.948500,"(7.5, 10.5, 10.176)","(6.0, 8.4, 8.066666666666666)","(4.6, 5.0, 4.918181818181818)","(2.5, 2.82, 2.725263157894737)","(6.0, 7.8, 7.6909090909090905)","(31.0, 95.0, 85.0)","(16.0, 30.0, 28.666666666666668)","(18.0, 46.0, 41.333333333333336)","(101.0, 220.0, 194.28571428571428)"
05-01-2023 14:03:58.173326,"(7.5, 10.5, 10.176)","(6.0, 8.4, 8.066666666666666)","(4.6, 5.1, 4.933333333333333)","(2.5, 2.82, 2.725263157894737)","(6.0, 7.8, 7.6909090909090905)","(31.0, 95.0, 85.0)","(16.0, 30.0, 28.666666666666668)","(18.0, 46.0, 41.333333333333336)","(101.0, 220.0, 194.28571428571428)"
05-01-2023 14:03:59.469137,"(7.5, 10.5, 10.176)","(6.0, 8.4, 8.092307692307692)","(4.6, 5.1, 4.933333333333333)","(2.5, 2.82, 2.7821052631578946)","(6.0, 7.8, 7.6909090909090905)","(31.0, 95.0, 85.0)","(16.0, 30.0, 28.666666666666668)","(18.0, 46.0, 43.2)","(101.0, 220.0, 194.28571428571428)"
