,Quincee Bale,Heffernan Bale,Rita Bale,Settlement Day,Tails Of Woe,Arts Inferno
07-01-2023 20:26:31.354937,"(3.3, 5.8, 3.56875)","(2.2, 3.15, 2.4655555555555555)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 27.5)","(18.0, 55.0, 26.2)"
07-01-2023 20:26:32.458346,"(3.3, 5.8, 3.56875)","(2.2, 3.15, 2.4655555555555555)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 27.5)","(18.0, 55.0, 26.2)"
07-01-2023 20:26:33.575476,"(3.3, 5.8, 3.56875)","(2.2, 3.15, 2.4655555555555555)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 27.5)","(18.0, 55.0, 26.2)"
07-01-2023 20:26:34.710325,"(3.3, 5.8, 3.56875)","(2.2, 3.15, 2.4655555555555555)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 27.5)","(18.0, 55.0, 26.2)"
07-01-2023 20:26:35.893120,"(3.3, 5.8, 3.56875)","(2.2, 3.15, 2.4655555555555555)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 27.5)","(18.0, 55.0, 26.2)"
07-01-2023 20:26:37.026878,"(3.3, 5.8, 3.56875)","(2.2, 3.15, 2.4655555555555555)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 27.5)","(18.0, 55.0, 26.2)"
07-01-2023 20:26:38.179825,"(3.3, 5.8, 3.56875)","(2.2, 3.15, 2.4655555555555555)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 27.5)","(18.0, 55.0, 26.2)"
07-01-2023 20:26:39.393936,"(3.3, 5.8, 3.56875)","(2.2, 3.15, 2.59)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 27.5)","(18.0, 55.0, 26.2)"
07-01-2023 20:26:40.742200,"(3.3, 5.8, 3.56875)","(2.2, 2.8, 2.4655555555555555)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 27.5)","(18.0, 55.0, 26.2)"
07-01-2023 20:26:41.904091,"(3.3, 5.8, 3.56875)","(2.2, 3.15, 2.4655555555555555)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 27.5)","(18.0, 55.0, 26.2)"
07-01-2023 20:26:43.342504,"(3.3, 5.8, 3.56875)","(2.2, 3.15, 2.4655555555555555)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 27.5)","(18.0, 55.0, 26.2)"
07-01-2023 20:26:44.637638,"(3.3, 5.8, 3.56875)","(2.2, 3.15, 2.4655555555555555)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 27.5)","(18.0, 55.0, 26.2)"
07-01-2023 20:26:45.873047,"(3.3, 5.8, 3.56875)","(2.2, 3.15, 2.4655555555555555)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 27.5)","(18.0, 55.0, 26.2)"
07-01-2023 20:26:47.089123,"(3.3, 5.8, 3.56875)","(2.2, 3.15, 2.4655555555555555)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 27.5)","(18.0, 55.0, 26.2)"
07-01-2023 20:26:48.335313,"(3.3, 5.8, 3.56875)","(2.2, 3.15, 2.4655555555555555)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 27.5)","(18.0, 55.0, 26.2)"
07-01-2023 20:26:49.379287,"(3.3, 5.8, 3.56875)","(2.2, 3.15, 2.4655555555555555)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 27.5)","(18.0, 55.0, 26.2)"
07-01-2023 20:26:50.497008,"(3.3, 5.8, 3.56875)","(2.2, 3.15, 2.4655555555555555)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 27.5)","(18.0, 55.0, 26.2)"
07-01-2023 20:26:51.730139,"(3.3, 5.8, 3.56875)","(2.2, 3.15, 2.4655555555555555)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 27.5)","(18.0, 55.0, 26.2)"
07-01-2023 20:26:52.935835,"(3.3, 5.8, 3.56875)","(2.2, 3.15, 2.4655555555555555)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 27.5)","(18.0, 55.0, 26.2)"
07-01-2023 20:26:54.078756,"(3.3, 5.8, 3.56875)","(2.2, 3.15, 2.4655555555555555)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 27.5)","(18.0, 55.0, 26.2)"
07-01-2023 20:26:55.318201,"(3.3, 5.8, 3.56875)","(2.2, 3.15, 2.4655555555555555)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 27.5)","(18.0, 55.0, 26.2)"
07-01-2023 20:26:56.417983,"(3.3, 5.8, 3.56875)","(2.2, 3.15, 2.4655555555555555)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 27.5)","(18.0, 55.0, 26.2)"
07-01-2023 20:26:57.849113,"(3.3, 5.8, 3.56875)","(2.2, 3.15, 2.4655555555555555)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 27.5)","(18.0, 55.0, 26.2)"
07-01-2023 20:26:59.499242,"(3.3, 5.8, 3.56875)","(2.2, 3.15, 2.4655555555555555)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 27.5)","(18.0, 55.0, 26.2)"
07-01-2023 20:27:00.534065,"(3.3, 5.8, 3.56875)","(2.2, 3.15, 2.4655555555555555)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 27.5)","(18.0, 55.0, 26.2)"
07-01-2023 20:27:01.636580,"(3.3, 5.8, 3.56875)","(2.2, 3.15, 2.4655555555555555)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 27.5)","(18.0, 55.0, 26.2)"
07-01-2023 20:27:02.764301,"(3.3, 5.8, 3.56875)","(2.2, 3.15, 2.4655555555555555)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 27.5)","(18.0, 55.0, 26.2)"
07-01-2023 20:27:03.857479,"(3.3, 5.8, 3.56875)","(2.2, 3.15, 2.4655555555555555)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 27.5)","(18.0, 55.0, 26.2)"
07-01-2023 20:27:04.915753,"(3.3, 5.8, 3.56875)","(2.2, 3.15, 2.501578947368421)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 27.5)","(18.0, 55.0, 26.2)"
07-01-2023 20:27:05.958113,"(3.3, 5.8, 3.56875)","(2.2, 3.15, 2.501578947368421)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 27.5)","(18.0, 55.0, 26.2)"
07-01-2023 20:27:07.044009,"(3.3, 5.8, 3.56875)","(2.2, 2.8, 2.5374999999999996)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 27.5)","(18.0, 55.0, 26.2)"
07-01-2023 20:27:08.093542,"(3.3, 5.8, 3.56875)","(2.2, 2.8, 2.5374999999999996)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 27.5)","(18.0, 55.0, 26.2)"
07-01-2023 20:27:09.309503,"(3.3, 5.8, 3.56875)","(2.2, 2.8, 2.5374999999999996)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 27.5)","(18.0, 55.0, 26.2)"
07-01-2023 20:27:10.525840,"(3.3, 5.8, 3.56875)","(2.2, 2.8, 2.5374999999999996)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 27.5)","(18.0, 55.0, 26.2)"
07-01-2023 20:27:11.678685,"(3.3, 5.8, 3.56875)","(2.2, 2.8, 2.446315789473684)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 27.5)","(18.0, 55.0, 26.2)"
07-01-2023 20:27:12.637125,"(3.3, 5.8, 3.56875)","(2.2, 3.15, 2.501578947368421)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 27.5)","(18.0, 55.0, 26.2)"
07-01-2023 20:27:13.633523,"(3.3, 5.7, 4.720000000000001)","(2.2, 3.15, 2.501578947368421)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 27.5)","(18.0, 55.0, 26.2)"
07-01-2023 20:27:14.754974,"(3.3, 5.7, 4.720000000000001)","(2.2, 3.15, 2.501578947368421)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 27.5)","(18.0, 55.0, 26.2)"
07-01-2023 20:27:15.896736,"(3.3, 5.7, 4.720000000000001)","(2.2, 3.15, 2.501578947368421)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 27.5)","(18.0, 55.0, 26.2)"
07-01-2023 20:27:17.279063,"(3.3, 5.7, 4.720000000000001)","(2.2, 3.15, 2.501578947368421)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 27.5)","(18.0, 55.0, 26.2)"
07-01-2023 20:27:18.271931,"(3.3, 5.7, 4.720000000000001)","(2.2, 3.15, 2.501578947368421)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 27.5)","(18.0, 55.0, 26.2)"
07-01-2023 20:27:19.457751,"(3.3, 5.7, 4.720000000000001)","(2.2, 3.15, 2.501578947368421)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 27.5)","(18.0, 55.0, 26.2)"
07-01-2023 20:27:20.635457,"(3.3, 5.7, 4.720000000000001)","(2.2, 3.15, 2.501578947368421)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 27.5)","(18.0, 55.0, 26.2)"
07-01-2023 20:27:21.832474,"(3.3, 5.7, 4.720000000000001)","(2.2, 3.15, 2.501578947368421)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 27.5)","(18.0, 55.0, 26.2)"
07-01-2023 20:27:22.844442,"(3.3, 5.7, 4.720000000000001)","(2.2, 3.15, 2.501578947368421)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 27.5)","(18.0, 55.0, 26.2)"
07-01-2023 20:27:23.801564,"(3.3, 5.7, 4.720000000000001)","(2.2, 3.15, 2.501578947368421)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 27.5)","(18.0, 55.0, 26.2)"
07-01-2023 20:27:25.028216,"(3.3, 5.7, 4.720000000000001)","(2.2, 3.15, 2.501578947368421)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 27.5)","(18.0, 55.0, 26.2)"
07-01-2023 20:27:26.155366,"(3.3, 5.7, 4.720000000000001)","(2.2, 3.15, 2.501578947368421)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 27.5)","(18.0, 55.0, 26.2)"
07-01-2023 20:27:27.406295,"(3.3, 5.7, 4.720000000000001)","(2.2, 3.15, 2.5428571428571427)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 27.5)","(18.0, 55.0, 26.2)"
07-01-2023 20:27:28.516481,"(3.3, 5.7, 4.720000000000001)","(2.2, 2.76, 2.5428571428571427)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 32.77777777777778)","(18.0, 55.0, 31.333333333333336)"
07-01-2023 20:27:29.604417,"(3.3, 5.7, 4.720000000000001)","(2.2, 2.76, 2.5428571428571427)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 31.333333333333336)"
07-01-2023 20:27:30.840422,"(3.3, 5.7, 4.720000000000001)","(2.2, 2.76, 2.5428571428571427)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 31.333333333333336)"
07-01-2023 20:27:32.189663,"(3.3, 5.7, 4.720000000000001)","(2.2, 2.76, 2.5428571428571427)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 31.333333333333336)"
07-01-2023 20:27:33.489460,"(3.3, 5.7, 4.720000000000001)","(2.2, 2.76, 2.5428571428571427)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 31.333333333333336)"
07-01-2023 20:27:34.881988,"(3.3, 5.7, 4.720000000000001)","(2.2, 2.76, 2.5428571428571427)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 31.333333333333336)"
07-01-2023 20:27:36.027523,"(3.3, 5.7, 4.720000000000001)","(2.2, 2.76, 2.5428571428571427)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 31.333333333333336)"
07-01-2023 20:27:37.007281,"(3.3, 5.7, 4.720000000000001)","(2.2, 2.76, 2.5428571428571427)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 31.333333333333336)"
07-01-2023 20:27:38.136292,"(3.3, 5.7, 4.720000000000001)","(2.2, 2.76, 2.5428571428571427)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 31.333333333333336)"
07-01-2023 20:27:39.365892,"(3.3, 5.7, 4.720000000000001)","(2.2, 2.76, 2.5428571428571427)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:27:40.602479,"(3.3, 5.7, 4.720000000000001)","(2.2, 2.76, 2.5428571428571427)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 8.095238095238095)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:27:41.783622,"(3.3, 5.7, 4.720000000000001)","(2.2, 2.76, 2.5428571428571427)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.2, 7.887640449438202)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:27:42.861931,"(3.3, 5.7, 4.720000000000001)","(2.2, 2.76, 2.5428571428571427)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.887640449438202)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:27:44.048909,"(3.3, 5.7, 4.720000000000001)","(2.2, 2.76, 2.5428571428571427)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.887640449438202)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:27:45.243104,"(3.3, 5.7, 4.720000000000001)","(2.2, 2.76, 2.524705882352941)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.6000000000000005)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 31.333333333333336)"
07-01-2023 20:27:46.616707,"(3.3, 5.7, 4.720000000000001)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.4, 7.25)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 31.333333333333336)"
07-01-2023 20:27:47.771112,"(3.3, 5.7, 4.720000000000001)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 31.333333333333336)"
07-01-2023 20:27:49.166020,"(3.3, 5.7, 4.720000000000001)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 31.333333333333336)"
07-01-2023 20:27:50.400671,"(3.3, 5.7, 4.720000000000001)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 31.333333333333336)"
07-01-2023 20:27:51.388907,"(3.3, 5.7, 4.720000000000001)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:27:52.493216,"(3.3, 5.7, 4.720000000000001)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:27:53.533539,"(3.3, 5.7, 4.720000000000001)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:27:54.787718,"(3.3, 5.7, 4.720000000000001)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 31.333333333333336)"
07-01-2023 20:27:55.956171,"(3.3, 5.7, 4.720000000000001)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 31.333333333333336)"
07-01-2023 20:27:57.073486,"(3.3, 5.7, 4.720000000000001)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 31.333333333333336)"
07-01-2023 20:27:58.227376,"(3.3, 5.7, 4.720000000000001)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 31.333333333333336)"
07-01-2023 20:27:59.436925,"(3.3, 5.7, 4.720000000000001)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 31.333333333333336)"
07-01-2023 20:28:00.653273,"(3.3, 5.7, 4.720000000000001)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 31.333333333333336)"
07-01-2023 20:28:01.793099,"(3.3, 5.7, 4.720000000000001)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 31.333333333333336)"
07-01-2023 20:28:02.863867,"(3.3, 5.7, 4.720000000000001)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 31.333333333333336)"
07-01-2023 20:28:03.923207,"(3.3, 5.7, 4.720000000000001)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 31.333333333333336)"
07-01-2023 20:28:05.048290,"(3.3, 5.7, 4.720000000000001)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 31.333333333333336)"
07-01-2023 20:28:06.202842,"(3.3, 5.7, 4.720000000000001)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 31.333333333333336)"
07-01-2023 20:28:07.310254,"(3.3, 5.7, 4.720000000000001)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 6.9)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 31.333333333333336)"
07-01-2023 20:28:08.373604,"(3.3, 5.7, 4.720000000000001)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 7.4, 6.9)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 31.333333333333336)"
07-01-2023 20:28:09.570333,"(3.3, 5.7, 4.720000000000001)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 7.4, 6.9)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 31.333333333333336)"
07-01-2023 20:28:10.693775,"(3.3, 5.7, 4.720000000000001)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 7.4, 6.9)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 31.333333333333336)"
07-01-2023 20:28:11.675279,"(3.3, 5.7, 4.720000000000001)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 7.4, 6.9)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:28:12.887158,"(3.3, 5.7, 4.720000000000001)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 7.4, 6.9)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:28:14.099578,"(3.3, 5.7, 4.720000000000001)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 7.4, 6.9)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:28:15.352595,"(3.3, 5.7, 4.720000000000001)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 7.4, 6.9)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:28:16.338812,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 7.4, 6.9)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:28:17.414253,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 7.4, 6.9)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 31.333333333333336)"
07-01-2023 20:28:18.499270,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 7.4, 6.9)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 31.333333333333336)"
07-01-2023 20:28:19.544181,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 7.4, 6.9)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 31.333333333333336)"
07-01-2023 20:28:20.554188,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 7.4, 6.9)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 31.333333333333336)"
07-01-2023 20:28:21.572575,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 7.4, 6.9)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 31.333333333333336)"
07-01-2023 20:28:22.655867,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 7.4, 6.9)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 31.333333333333336)"
07-01-2023 20:28:23.657369,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 7.4, 6.9)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:28:24.818104,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:28:25.844010,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:28:26.931131,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:28:28.024331,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:28:29.088215,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:28:30.134167,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 23.444444444444443)"
