,Quincee Bale,Heffernan Bale,Rita Bale,Settlement Day,Tails Of Woe,Arts Inferno
07-01-2023 20:28:31.184390,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:28:32.107120,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:28:33.106764,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:28:34.177802,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:28:35.285349,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:28:36.314884,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:28:37.206824,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:28:38.178846,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:28:39.222199,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:28:40.290854,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:28:41.329107,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:28:42.349926,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:28:43.460679,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:28:44.480866,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:28:45.434077,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:28:46.589072,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:28:47.682081,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:28:48.682387,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:28:49.735070,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:28:50.791878,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:28:52.018932,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:28:53.217741,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:28:54.469342,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:28:55.667860,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:28:56.762970,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:28:57.970347,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:28:59.105665,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.166666666666668)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:29:00.166709,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 35.68181818181819)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:29:01.193373,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.583333333333332)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:29:02.340121,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.583333333333332)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:29:03.420406,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.583333333333332)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:29:04.456639,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.583333333333332)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:29:05.558307,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.583333333333332)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:29:06.615137,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.583333333333332)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:29:07.595667,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.583333333333332)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:29:08.788447,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.583333333333332)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:29:09.954788,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.583333333333332)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:29:11.076502,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.583333333333332)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:29:12.106530,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 24.583333333333332)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:29:13.011102,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 25.0)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:29:14.194996,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 25.0)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:29:15.360924,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 25.0)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:29:16.426328,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 25.0)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:29:17.395973,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 25.0)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:29:18.488093,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 25.0)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:29:19.589177,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 25.0)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:29:20.696158,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 25.0)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:29:21.896958,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 25.0)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:29:23.016757,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 25.0)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:29:24.166163,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 25.0)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:29:25.215865,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 25.0)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:29:26.250736,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 25.0)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:29:27.335420,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 25.0)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:29:28.379153,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 25.0)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:29:29.411987,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 25.0)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:29:30.526744,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 25.0)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:29:31.617060,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 25.0)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:29:32.666636,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 25.0)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:29:33.752501,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 25.0)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:29:34.963955,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 25.0)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:29:36.094444,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 25.0)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:29:37.419694,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 25.0)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:29:38.605430,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 25.0)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:29:39.872216,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 25.0)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:29:41.022676,"(3.3, 5.7, 4.5)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 25.0)","(18.0, 55.0, 23.444444444444443)"
07-01-2023 20:29:42.603332,"(3.3, 5.7, 5.112500000000001)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 25.0)","(18.0, 55.0, 34.42857142857143)"
07-01-2023 20:29:43.852134,"(3.3, 5.7, 5.112500000000001)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 25.0)","(18.0, 55.0, 38.05882352941177)"
07-01-2023 20:29:45.133489,"(3.3, 5.7, 5.112500000000001)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 25.0)","(18.0, 55.0, 38.05882352941177)"
07-01-2023 20:29:46.197935,"(3.3, 5.7, 5.112500000000001)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 25.0)","(18.0, 55.0, 38.05882352941177)"
07-01-2023 20:29:47.365564,"(3.3, 5.7, 5.112500000000001)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 25.0)","(18.0, 55.0, 38.05882352941177)"
07-01-2023 20:29:48.414781,"(3.3, 5.7, 5.112500000000001)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 25.0)","(18.0, 55.0, 38.05882352941177)"
07-01-2023 20:29:49.529127,"(3.3, 5.7, 5.112500000000001)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 25.0)","(18.0, 55.0, 38.05882352941177)"
07-01-2023 20:29:50.578304,"(3.3, 5.7, 5.112500000000001)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 25.0)","(18.0, 55.0, 38.05882352941177)"
07-01-2023 20:29:51.650669,"(3.3, 5.7, 5.112500000000001)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 25.0)","(18.0, 55.0, 38.05882352941177)"
07-01-2023 20:29:52.766834,"(3.3, 5.7, 5.112500000000001)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 25.0)","(18.0, 55.0, 38.05882352941177)"
07-01-2023 20:29:53.854879,"(3.3, 5.7, 5.112500000000001)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 25.0)","(18.0, 55.0, 38.05882352941177)"
07-01-2023 20:29:55.006623,"(3.3, 5.7, 5.112500000000001)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 25.0)","(18.0, 55.0, 38.05882352941177)"
07-01-2023 20:29:56.226048,"(3.3, 5.7, 5.112500000000001)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 25.0)","(18.0, 55.0, 38.05882352941177)"
07-01-2023 20:29:57.392277,"(3.3, 5.7, 5.112500000000001)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 25.0)","(18.0, 55.0, 38.05882352941177)"
07-01-2023 20:29:58.376113,"(3.3, 5.7, 5.112500000000001)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 25.0)","(18.0, 55.0, 38.05882352941177)"
07-01-2023 20:29:59.468282,"(3.3, 5.7, 5.112500000000001)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.25)","(17.0, 50.0, 25.0)","(18.0, 55.0, 38.05882352941177)"
07-01-2023 20:30:00.534448,"(3.3, 5.7, 5.112500000000001)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.3076923076923075)","(17.0, 50.0, 25.0)","(18.0, 55.0, 38.05882352941177)"
07-01-2023 20:30:01.584352,"(3.3, 5.7, 5.112500000000001)","(2.2, 3.2, 2.4746153846153844)","(5.0, 7.8, 6.3315789473684205)","(5.0, 8.0, 7.64)","(17.0, 50.0, 29.333333333333336)","(18.0, 55.0, 47.41666666666667)"
07-01-2023 20:30:02.540244,"(3.3, 5.7, 4.631818181818182)","(2.2, 3.15, 2.996)","(5.0, 7.6, 5.733333333333333)","(5.0, 7.8, 7.64)","(17.0, 48.0, 29.333333333333336)","(18.0, 50.0, 47.41666666666667)"
07-01-2023 20:30:03.806035,"(3.3, 5.7, 4.23125)","(2.2, 3.15, 2.996)","(5.0, 7.8, 6.3)","(5.0, 7.8, 7.64)","(17.0, 48.0, 40.625)","(18.0, 50.0, 47.41666666666667)"
07-01-2023 20:30:05.048342,"(3.3, 5.7, 4.23125)","(2.2, 3.15, 2.996)","(5.0, 7.8, 5.866666666666666)","(5.0, 7.8, 7.64)","(17.0, 48.0, 40.625)","(18.0, 50.0, 47.41666666666667)"
07-01-2023 20:30:06.250451,"(3.3, 5.7, 4.23125)","(2.2, 3.15, 2.996)","(5.0, 8.0, 5.866666666666666)","(5.0, 7.8, 7.64)","(17.0, 48.0, 40.625)","(18.0, 50.0, 47.41666666666667)"
07-01-2023 20:30:07.240038,"(3.3, 5.7, 4.23125)","(2.2, 3.15, 2.996)","(5.0, 8.0, 5.866666666666666)","(5.0, 7.8, 7.64)","(17.0, 48.0, 40.625)","(18.0, 50.0, 47.41666666666667)"
07-01-2023 20:30:08.318940,"(3.3, 5.7, 4.23125)","(2.2, 3.15, 2.996)","(5.0, 8.0, 5.866666666666666)","(5.0, 7.8, 7.64)","(17.0, 48.0, 40.625)","(18.0, 50.0, 47.41666666666667)"
07-01-2023 20:30:09.426109,"(3.3, 5.7, 4.23125)","(2.2, 3.15, 2.996)","(5.0, 8.0, 5.866666666666666)","(5.0, 7.8, 7.64)","(17.0, 48.0, 40.625)","(18.0, 50.0, 47.41666666666667)"
07-01-2023 20:30:10.468889,"(3.3, 5.7, 4.23125)","(2.2, 3.15, 2.996)","(5.0, 8.0, 5.866666666666666)","(5.0, 7.8, 7.64)","(17.0, 48.0, 40.625)","(18.0, 50.0, 47.41666666666667)"
07-01-2023 20:30:11.514908,"(3.3, 5.7, 4.23125)","(2.2, 3.15, 2.996)","(5.0, 8.0, 5.866666666666666)","(5.0, 7.8, 7.64)","(17.0, 55.0, 45.875)","(18.0, 50.0, 47.41666666666667)"
07-01-2023 20:30:12.697449,"(3.3, 5.7, 4.23125)","(2.2, 3.15, 2.996)","(5.0, 8.0, 5.866666666666666)","(5.0, 7.8, 7.64)","(17.0, 55.0, 45.875)","(18.0, 50.0, 47.18181818181819)"
07-01-2023 20:30:13.851320,"(3.3, 5.7, 4.23125)","(2.2, 3.15, 2.996)","(5.0, 8.0, 5.866666666666666)","(5.0, 7.8, 7.28)","(17.0, 55.0, 45.875)","(18.0, 50.0, 47.41666666666667)"
07-01-2023 20:30:15.017258,"(3.3, 5.7, 4.23125)","(2.2, 3.15, 2.996)","(5.0, 8.0, 5.3)","(5.0, 8.0, 6.666666666666667)","(17.0, 55.0, 45.875)","(18.0, 50.0, 47.41666666666667)"
07-01-2023 20:30:16.301965,"(3.3, 5.7, 4.23125)","(2.2, 3.15, 2.996)","(5.0, 7.8, 6.199999999999999)","(5.0, 8.0, 6.714285714285714)","(17.0, 55.0, 45.875)","(18.0, 50.0, 47.41666666666667)"
07-01-2023 20:30:17.522628,"(3.3, 5.7, 4.23125)","(2.2, 3.15, 2.996)","(5.0, 7.6, 6.199999999999999)","(5.0, 8.0, 7.0)","(17.0, 55.0, 45.875)","(18.0, 50.0, 47.41666666666667)"
07-01-2023 20:30:18.845425,"(3.3, 5.7, 4.23125)","(2.2, 3.15, 2.996)","(5.0, 7.6, 6.199999999999999)","(5.0, 8.0, 7.0)","(17.0, 55.0, 45.875)","(18.0, 50.0, 47.41666666666667)"
07-01-2023 20:30:19.982122,"(3.3, 5.7, 4.23125)","(2.2, 3.15, 2.996)","(5.0, 7.6, 6.199999999999999)","(5.0, 8.0, 7.0)","(17.0, 55.0, 45.875)","(18.0, 50.0, 47.41666666666667)"
07-01-2023 20:30:21.112721,"(3.3, 5.7, 4.23125)","(2.2, 3.15, 2.996)","(5.0, 7.6, 6.199999999999999)","(5.0, 8.0, 7.0)","(17.0, 55.0, 47.9)","(18.0, 50.0, 44.0)"
07-01-2023 20:30:22.251855,"(3.3, 5.7, 4.23125)","(2.2, 3.15, 2.996)","(5.0, 7.6, 6.199999999999999)","(5.0, 8.0, 7.0)","(17.0, 55.0, 47.9)","(18.0, 50.0, 44.0)"
07-01-2023 20:30:23.157930,"(3.3, 5.7, 4.23125)","(2.2, 3.15, 2.996)","(5.0, 7.6, 6.199999999999999)","(5.0, 8.0, 7.0)","(17.0, 55.0, 47.9)","(18.0, 50.0, 44.0)"
07-01-2023 20:30:24.105862,"(3.3, 5.7, 4.23125)","(2.2, 3.15, 2.996)","(5.0, 7.6, 6.199999999999999)","(5.0, 8.0, 7.0)","(17.0, 55.0, 47.9)","(18.0, 50.0, 44.0)"
07-01-2023 20:30:25.174964,"(3.3, 5.7, 4.23125)","(2.2, 3.15, 2.996)","(5.0, 7.6, 6.199999999999999)","(5.0, 8.0, 7.0)","(17.0, 55.0, 47.9)","(18.0, 50.0, 44.0)"
07-01-2023 20:30:26.194512,"(3.3, 5.7, 4.23125)","(2.2, 3.15, 2.996)","(5.0, 7.6, 6.199999999999999)","(5.0, 8.0, 7.0)","(17.0, 55.0, 47.9)","(18.0, 50.0, 44.0)"
07-01-2023 20:30:27.247563,"(3.3, 5.7, 4.23125)","(2.2, 3.15, 2.996)","(5.0, 7.6, 6.199999999999999)","(5.0, 8.0, 7.0)","(17.0, 55.0, 47.9)","(18.0, 50.0, 44.0)"
07-01-2023 20:30:28.305651,"(3.3, 5.7, 4.23125)","(2.2, 3.15, 2.996)","(5.0, 7.6, 6.199999999999999)","(5.0, 8.0, 7.0)","(17.0, 55.0, 47.9)","(18.0, 50.0, 44.0)"
07-01-2023 20:30:29.594588,"(3.3, 5.7, 4.23125)","(2.2, 3.15, 2.996)","(5.0, 7.6, 6.199999999999999)","(5.0, 8.0, 7.0)","(17.0, 55.0, 47.9)","(18.0, 50.0, 44.0)"
