,Need A Change,Lotties Luck,Ideal Double,Smokin Chedda,Prides Bellissima,Baileys Art,Matai Charlotte,Mucho Fuerte,Northview Rock,Dancershavtime,The Ladybird,The Matriarch
14-12-2022 11:59:27.926887,"(7.0, 13.0, 12.666666666666666)","(6.0, 8.6, 8.544444444444444)","(1.75, 1.93, 1.9289655172413793)","(31.0, 50.0, 45.111111111111114)","(31.0, 50.0, 43.333333333333336)","(21.0, 29.0, 26.857142857142858)","(31.0, 100.0, 90.85714285714286)","(51.0, 210.0, 173.75)","(26.0, 65.0, 53.900000000000006)","(26.0, 75.0, 60.5)","(14.0, 27.0, 21.555555555555557)","(16.0, 32.0, 24.730769230769234)"
14-12-2022 11:59:29.429000,"(7.0, 13.0, 12.666666666666666)","(6.0, 8.6, 8.375)","(1.75, 1.93, 1.92)","(31.0, 50.0, 45.111111111111114)","(31.0, 50.0, 43.333333333333336)","(21.0, 29.0, 26.857142857142858)","(31.0, 100.0, 90.85714285714286)","(51.0, 210.0, 173.75)","(26.0, 65.0, 53.900000000000006)","(26.0, 75.0, 60.5)","(14.0, 26.0, 21.555555555555557)","(16.0, 32.0, 24.730769230769234)"
14-12-2022 11:59:31.390476,"(7.0, 13.0, 12.666666666666666)","(6.0, 8.6, 8.5)","(1.75, 1.93, 1.92)","(31.0, 50.0, 45.111111111111114)","(31.0, 50.0, 43.333333333333336)","(21.0, 29.0, 26.857142857142858)","(31.0, 100.0, 90.85714285714286)","(51.0, 210.0, 173.75)","(26.0, 65.0, 53.900000000000006)","(26.0, 75.0, 60.5)","(14.0, 26.0, 21.555555555555557)","(16.0, 32.0, 24.730769230769234)"
14-12-2022 11:59:32.936446,"(7.0, 13.0, 12.666666666666666)","(6.0, 8.6, 7.4375)","(1.75, 1.93, 1.92)","(31.0, 50.0, 45.111111111111114)","(31.0, 50.0, 43.333333333333336)","(21.0, 29.0, 26.857142857142858)","(31.0, 100.0, 90.85714285714286)","(51.0, 210.0, 173.75)","(26.0, 65.0, 53.900000000000006)","(26.0, 75.0, 60.5)","(14.0, 26.0, 21.555555555555557)","(16.0, 32.0, 26.09375)"
14-12-2022 11:59:34.870470,"(7.0, 13.0, 12.666666666666666)","(6.0, 8.4, 7.777777777777778)","(1.75, 1.93, 1.905357142857143)","(31.0, 50.0, 40.83333333333333)","(31.0, 50.0, 43.333333333333336)","(21.0, 29.0, 26.857142857142858)","(31.0, 100.0, 90.85714285714286)","(51.0, 210.0, 173.75)","(26.0, 65.0, 53.900000000000006)","(26.0, 75.0, 60.5)","(14.0, 26.0, 20.46153846153846)","(16.0, 32.0, 25.0)"
14-12-2022 11:59:36.506527,"(7.0, 13.0, 12.666666666666666)","(6.0, 8.4, 7.777777777777778)","(1.75, 1.96, 1.9130434782608696)","(31.0, 50.0, 38.266666666666666)","(31.0, 50.0, 43.333333333333336)","(21.0, 29.0, 26.857142857142858)","(31.0, 100.0, 90.85714285714286)","(51.0, 210.0, 173.75)","(26.0, 65.0, 53.900000000000006)","(26.0, 75.0, 60.5)","(14.0, 26.0, 20.46153846153846)","(16.0, 32.0, 25.0)"
14-12-2022 11:59:38.001281,"(7.0, 13.0, 12.666666666666666)","(6.0, 8.4, 7.777777777777778)","(1.75, 1.96, 1.9009375)","(31.0, 50.0, 35.333333333333336)","(31.0, 50.0, 43.333333333333336)","(21.0, 29.0, 27.2)","(31.0, 100.0, 79.33333333333334)","(51.0, 210.0, 163.33333333333331)","(26.0, 65.0, 43.4)","(26.0, 75.0, 60.5)","(14.0, 26.0, 20.46153846153846)","(16.0, 32.0, 25.0)"
14-12-2022 11:59:39.650201,"(7.5, 13.0, 12.666666666666666)","(6.0, 8.4, 7.777777777777778)","(1.7, 1.96, 1.9009375)","(26.0, 48.0, 32.8)","(31.0, 50.0, 43.333333333333336)","(21.0, 29.0, 27.2)","(31.0, 100.0, 79.33333333333334)","(51.0, 210.0, 163.33333333333331)","(26.0, 65.0, 43.4)","(26.0, 75.0, 60.5)","(14.0, 26.0, 20.115384615384617)","(16.0, 32.0, 25.0)"
14-12-2022 11:59:41.127079,"(7.5, 13.0, 12.666666666666666)","(6.0, 8.4, 7.545454545454545)","(1.7, 1.96, 1.9009375)","(26.0, 48.0, 32.77777777777778)","(31.0, 50.0, 43.333333333333336)","(21.0, 29.0, 27.2)","(31.0, 100.0, 79.33333333333334)","(51.0, 210.0, 163.33333333333331)","(26.0, 65.0, 44.0)","(26.0, 75.0, 60.5)","(14.0, 26.0, 23.68181818181818)","(16.0, 32.0, 25.0)"
14-12-2022 11:59:42.637061,"(7.5, 13.0, 12.666666666666666)","(6.0, 8.2, 7.545454545454545)","(1.7, 1.96, 1.939472693032015)","(26.0, 46.0, 34.666666666666664)","(31.0, 50.0, 43.333333333333336)","(21.0, 29.0, 27.2)","(31.0, 100.0, 79.33333333333334)","(51.0, 210.0, 163.33333333333331)","(26.0, 65.0, 44.0)","(26.0, 75.0, 60.5)","(14.0, 26.0, 23.68181818181818)","(16.0, 32.0, 25.0)"
14-12-2022 11:59:44.189257,"(7.5, 13.0, 12.666666666666666)","(6.0, 8.2, 7.545454545454545)","(1.7, 1.96, 1.939472693032015)","(26.0, 46.0, 34.666666666666664)","(31.0, 50.0, 43.333333333333336)","(21.0, 29.0, 27.2)","(31.0, 100.0, 79.33333333333334)","(51.0, 210.0, 163.33333333333331)","(26.0, 65.0, 44.0)","(26.0, 75.0, 60.5)","(14.0, 26.0, 23.68181818181818)","(16.0, 32.0, 25.0)"
14-12-2022 11:59:45.808813,"(7.5, 13.0, 12.666666666666666)","(6.0, 8.2, 7.545454545454545)","(1.7, 1.96, 1.939472693032015)","(26.0, 46.0, 34.666666666666664)","(31.0, 50.0, 43.333333333333336)","(21.0, 29.0, 27.2)","(31.0, 100.0, 79.33333333333334)","(51.0, 210.0, 163.33333333333331)","(26.0, 65.0, 38.75)","(26.0, 75.0, 60.5)","(14.0, 26.0, 21.5)","(16.0, 32.0, 24.2)"
14-12-2022 11:59:47.367505,"(7.5, 11.5, 11.423076923076923)","(6.0, 8.2, 7.545454545454545)","(1.7, 1.96, 1.8978378378378378)","(26.0, 46.0, 35.333333333333336)","(31.0, 50.0, 46.66666666666667)","(21.0, 29.0, 27.5)","(31.0, 100.0, 84.5)","(51.0, 210.0, 163.33333333333331)","(26.0, 65.0, 45.90909090909091)","(26.0, 75.0, 60.5)","(14.0, 25.0, 20.72222222222222)","(16.0, 32.0, 27.450000000000003)"
14-12-2022 11:59:48.838884,"(7.5, 12.5, 11.38888888888889)","(6.0, 8.2, 7.545454545454545)","(1.7, 1.96, 1.900821917808219)","(26.0, 46.0, 35.333333333333336)","(31.0, 50.0, 46.66666666666667)","(21.0, 29.0, 27.5)","(31.0, 100.0, 84.5)","(51.0, 210.0, 163.33333333333331)","(26.0, 65.0, 45.90909090909091)","(26.0, 75.0, 60.5)","(14.0, 25.0, 20.72222222222222)","(16.0, 32.0, 27.450000000000003)"
14-12-2022 11:59:50.312254,"(7.5, 12.5, 11.38888888888889)","(6.0, 8.2, 7.4799999999999995)","(1.7, 1.96, 1.8975757575757575)","(26.0, 46.0, 36.666666666666664)","(31.0, 50.0, 67.33333333333334)","(21.0, 29.0, 27.5)","(31.0, 100.0, 84.5)","(51.0, 210.0, 163.33333333333331)","(26.0, 65.0, 40.25)","(26.0, 75.0, 60.5)","(14.0, 25.0, 19.076923076923077)","(16.0, 32.0, 26.166666666666668)"
14-12-2022 11:59:51.806266,"(7.5, 12.5, 11.38888888888889)","(6.0, 8.2, 7.4799999999999995)","(1.7, 1.96, 1.8975757575757575)","(26.0, 46.0, 39.77777777777778)","(31.0, 85.0, 76.16666666666667)","(21.0, 29.0, 27.5)","(31.0, 100.0, 84.5)","(51.0, 210.0, 163.33333333333331)","(26.0, 65.0, 45.2)","(26.0, 75.0, 60.5)","(14.0, 25.0, 19.076923076923077)","(16.0, 32.0, 27.394736842105264)"
14-12-2022 11:59:53.410177,"(7.5, 12.5, 11.38888888888889)","(6.0, 8.2, 7.4799999999999995)","(1.7, 1.96, 1.8975757575757575)","(26.0, 46.0, 39.77777777777778)","(31.0, 85.0, 76.16666666666667)","(21.0, 29.0, 26.375)","(31.0, 100.0, 84.5)","(51.0, 210.0, 163.33333333333331)","(26.0, 65.0, 45.2)","(26.0, 75.0, 60.5)","(14.0, 25.0, 17.636363636363637)","(16.0, 32.0, 27.394736842105264)"
14-12-2022 11:59:54.940002,"(7.5, 12.5, 11.38888888888889)","(6.0, 8.2, 8.225)","(1.7, 1.96, 1.8970992366412214)","(26.0, 44.0, 34.0)","(31.0, 75.0, 51.0)","(21.0, 30.0, 27.2)","(31.0, 100.0, 72.2)","(51.0, 210.0, 135.0)","(26.0, 65.0, 40.25)","(26.0, 75.0, 66.0)","(14.0, 24.0, 21.05263157894737)","(16.0, 32.0, 26.166666666666668)"
14-12-2022 11:59:56.354647,"(7.5, 12.5, 11.38888888888889)","(6.0, 8.4, 8.225)","(1.7, 1.96, 1.8970992366412214)","(26.0, 44.0, 33.714285714285715)","(31.0, 70.0, 54.0)","(21.0, 30.0, 27.2)","(31.0, 95.0, 77.0)","(51.0, 200.0, 150.0)","(26.0, 65.0, 40.25)","(26.0, 75.0, 56.0)","(14.0, 24.0, 20.857142857142858)","(16.0, 32.0, 26.852941176470587)"
14-12-2022 11:59:57.841178,"(7.5, 12.5, 11.38888888888889)","(6.0, 8.6, 7.9)","(1.7, 1.96, 1.8961151079136689)","(26.0, 44.0, 33.714285714285715)","(31.0, 65.0, 54.0)","(21.0, 30.0, 27.2)","(31.0, 90.0, 83.5)","(51.0, 190.0, 150.0)","(26.0, 65.0, 40.25)","(26.0, 80.0, 56.0)","(14.0, 24.0, 20.17391304347826)","(16.0, 32.0, 26.852941176470587)"
14-12-2022 11:59:59.370681,"(7.5, 12.5, 11.38888888888889)","(6.0, 8.6, 8.15)","(1.7, 1.96, 1.8961151079136689)","(26.0, 44.0, 34.4)","(31.0, 65.0, 54.0)","(21.0, 30.0, 28.25)","(31.0, 90.0, 82.85714285714286)","(51.0, 190.0, 172.85714285714286)","(26.0, 65.0, 48.5)","(26.0, 80.0, 64.0)","(14.0, 24.0, 18.84375)","(16.0, 32.0, 25.0)"
14-12-2022 12:00:00.867706,"(7.5, 9.0, 8.818181818181818)","(6.0, 8.6, 8.15)","(1.7, 1.96, 1.8961151079136689)","(26.0, 44.0, 34.4)","(31.0, 65.0, 54.0)","(21.0, 29.0, 28.25)","(31.0, 90.0, 82.85714285714286)","(51.0, 190.0, 172.85714285714286)","(26.0, 65.0, 48.5)","(26.0, 80.0, 64.0)","(14.0, 24.0, 18.84375)","(16.0, 32.0, 22.375)"
14-12-2022 12:00:02.344228,"(7.5, 12.5, 11.76)","(6.0, 8.8, 7.938461538461539)","(1.7, 1.96, 1.9396039603960396)","(26.0, 44.0, 34.4)","(31.0, 65.0, 49.5)","(21.0, 29.0, 28.25)","(31.0, 90.0, 66.0)","(51.0, 190.0, 172.85714285714286)","(26.0, 60.0, 47.0)","(26.0, 80.0, 55.0)","(14.0, 24.0, 18.076923076923077)","(16.0, 32.0, 23.11111111111111)"
14-12-2022 12:00:03.768772,"(7.5, 12.0, 10.506666666666666)","(6.0, 8.6, 7.742857142857143)","(1.7, 1.96, 1.9385852090032154)","(26.0, 48.0, 35.2)","(31.0, 65.0, 56.75)","(21.0, 29.0, 27.5)","(31.0, 90.0, 73.33333333333334)","(51.0, 190.0, 150.0)","(26.0, 60.0, 50.66666666666667)","(26.0, 80.0, 64.0)","(14.0, 24.0, 18.166666666666668)","(16.0, 34.0, 23.11111111111111)"
14-12-2022 12:00:05.329646,"(7.5, 12.0, 10.506666666666666)","(6.0, 8.6, 8.428571428571429)","(1.7, 1.96, 1.9428571428571428)","(26.0, 55.0, 43.5)","(31.0, 65.0, 56.75)","(21.0, 29.0, 26.5)","(31.0, 90.0, 73.33333333333334)","(51.0, 190.0, 160.0)","(26.0, 65.0, 48.5)","(26.0, 80.0, 64.0)","(14.0, 24.0, 19.208333333333332)","(16.0, 34.0, 24.0)"
14-12-2022 12:00:06.848545,"(7.5, 12.0, 10.506666666666666)","(6.0, 8.6, 8.545454545454547)","(1.7, 1.96, 1.9428571428571428)","(26.0, 55.0, 43.5)","(31.0, 65.0, 56.75)","(21.0, 30.0, 26.5)","(31.0, 90.0, 73.33333333333334)","(51.0, 190.0, 160.0)","(26.0, 65.0, 48.5)","(26.0, 80.0, 64.0)","(14.0, 23.0, 19.208333333333332)","(16.0, 32.0, 24.0)"
14-12-2022 12:00:08.453449,"(7.5, 12.0, 10.506666666666666)","(6.0, 8.8, 8.545454545454547)","(1.7, 1.96, 1.9428571428571428)","(26.0, 55.0, 43.5)","(31.0, 65.0, 56.75)","(21.0, 30.0, 26.5)","(31.0, 90.0, 73.33333333333334)","(51.0, 190.0, 160.0)","(26.0, 65.0, 48.5)","(26.0, 80.0, 64.0)","(14.0, 23.0, 19.208333333333332)","(16.0, 32.0, 24.0)"
14-12-2022 12:00:10.101903,"(7.5, 12.0, 8.945454545454545)","(6.0, 8.8, 8.545454545454547)","(1.7, 1.96, 1.95607476635514)","(26.0, 55.0, 43.5)","(31.0, 65.0, 56.75)","(21.0, 30.0, 39.333333333333336)","(31.0, 90.0, 73.33333333333334)","(51.0, 190.0, 160.0)","(26.0, 65.0, 48.5)","(31.0, 80.0, 76.0)","(14.0, 23.0, 19.208333333333332)","(16.0, 32.0, 24.0)"
14-12-2022 12:00:11.625663,"(7.5, 12.0, 8.8)","(6.0, 8.8, 8.545454545454547)","(1.7, 1.96, 1.9574162679425837)","(26.0, 55.0, 38.0)","(31.0, 65.0, 56.75)","(21.0, 46.0, 33.2)","(31.0, 90.0, 73.33333333333334)","(51.0, 190.0, 160.0)","(26.0, 65.0, 48.5)","(31.0, 90.0, 76.0)","(14.0, 23.0, 18.45)","(16.0, 32.0, 27.5)"
14-12-2022 12:00:13.152166,"(7.5, 11.5, 9.75)","(6.0, 8.8, 8.24)","(1.7, 1.96, 1.9574162679425837)","(26.0, 50.0, 38.0)","(31.0, 65.0, 56.75)","(21.0, 44.0, 33.2)","(31.0, 90.0, 73.33333333333334)","(51.0, 190.0, 160.0)","(26.0, 65.0, 48.5)","(31.0, 90.0, 76.0)","(14.0, 23.0, 18.45)","(16.0, 50.0, 27.5)"
14-12-2022 12:00:14.642554,"(7.5, 11.5, 9.75)","(6.0, 8.8, 8.100000000000001)","(1.7, 1.96, 1.9404926108374383)","(26.0, 50.0, 38.0)","(31.0, 65.0, 56.75)","(21.0, 42.0, 34.0)","(31.0, 90.0, 73.33333333333334)","(51.0, 190.0, 160.0)","(26.0, 65.0, 48.5)","(31.0, 90.0, 69.0)","(14.0, 22.0, 20.333333333333332)","(16.0, 48.0, 28.666666666666664)"
14-12-2022 12:00:16.117508,"(7.5, 11.5, 9.75)","(6.0, 8.8, 7.771428571428571)","(1.7, 1.96, 1.9404926108374383)","(26.0, 50.0, 44.0)","(31.0, 65.0, 60.285714285714285)","(21.0, 42.0, 37.42857142857143)","(31.0, 90.0, 73.33333333333334)","(51.0, 190.0, 160.0)","(26.0, 65.0, 52.625)","(31.0, 85.0, 74.33333333333334)","(14.0, 22.0, 20.333333333333332)","(16.0, 46.0, 28.666666666666664)"
14-12-2022 12:00:17.606931,"(7.5, 11.5, 9.75)","(6.0, 8.8, 8.329411764705883)","(1.7, 1.96, 1.9404926108374383)","(26.0, 50.0, 44.0)","(31.0, 65.0, 60.285714285714285)","(21.0, 42.0, 37.42857142857143)","(31.0, 90.0, 73.33333333333334)","(51.0, 190.0, 160.0)","(26.0, 65.0, 52.625)","(31.0, 80.0, 74.33333333333334)","(14.0, 22.0, 18.333333333333332)","(16.0, 46.0, 32.0)"
14-12-2022 12:00:18.969028,"(7.5, 11.5, 9.75)","(6.0, 8.8, 8.329411764705883)","(1.7, 1.96, 1.9339473684210526)","(26.0, 50.0, 44.0)","(31.0, 65.0, 60.285714285714285)","(21.0, 42.0, 37.42857142857143)","(31.0, 90.0, 73.33333333333334)","(51.0, 190.0, 160.0)","(26.0, 65.0, 52.625)","(31.0, 80.0, 74.33333333333334)","(14.0, 23.0, 18.333333333333332)","(16.0, 44.0, 32.0)"
14-12-2022 12:00:20.406295,"(7.5, 11.5, 9.75)","(6.0, 8.8, 8.329411764705883)","(1.7, 1.96, 1.9339473684210526)","(26.0, 50.0, 44.0)","(31.0, 65.0, 60.285714285714285)","(21.0, 42.0, 37.42857142857143)","(31.0, 90.0, 73.33333333333334)","(51.0, 190.0, 160.0)","(26.0, 65.0, 52.625)","(31.0, 80.0, 72.0)","(14.0, 23.0, 19.5)","(16.0, 44.0, 32.0)"
14-12-2022 12:00:21.911019,"(7.5, 12.0, 8.8)","(6.0, 8.8, 8.329411764705883)","(1.7, 1.96, 1.9336)","(26.0, 50.0, 44.0)","(31.0, 65.0, 60.285714285714285)","(21.0, 42.0, 37.42857142857143)","(31.0, 90.0, 73.33333333333334)","(51.0, 190.0, 160.0)","(26.0, 65.0, 52.625)","(31.0, 80.0, 72.0)","(14.0, 23.0, 18.1)","(16.0, 44.0, 32.0)"
14-12-2022 12:00:23.557277,"(7.5, 12.0, 10.1)","(6.0, 8.8, 8.0)","(1.7, 1.96, 1.9336)","(26.0, 50.0, 38.0)","(31.0, 65.0, 56.75)","(21.0, 42.0, 34.0)","(31.0, 90.0, 73.33333333333334)","(51.0, 190.0, 160.0)","(26.0, 65.0, 48.5)","(31.0, 80.0, 68.0)","(14.0, 23.0, 17.944444444444443)","(16.0, 44.0, 32.0)"
14-12-2022 12:00:24.995350,"(7.5, 12.0, 8.959999999999999)","(6.0, 8.8, 7.942857142857143)","(1.7, 1.96, 1.9336)","(26.0, 50.0, 38.0)","(31.0, 65.0, 59.5)","(21.0, 42.0, 34.0)","(31.0, 90.0, 73.33333333333334)","(51.0, 190.0, 160.0)","(26.0, 65.0, 48.5)","(31.0, 80.0, 68.0)","(14.0, 23.0, 17.944444444444443)","(16.0, 44.0, 32.0)"
14-12-2022 12:00:26.508954,"(7.5, 12.0, 9.6)","(6.0, 8.8, 7.066666666666667)","(1.7, 1.96, 1.9336)","(26.0, 50.0, 44.0)","(31.0, 65.0, 49.5)","(21.0, 42.0, 37.42857142857143)","(31.0, 90.0, 73.33333333333334)","(51.0, 190.0, 160.0)","(26.0, 65.0, 52.625)","(31.0, 80.0, 72.0)","(14.0, 23.0, 17.555555555555557)","(16.0, 44.0, 32.0)"
14-12-2022 12:00:27.980491,"(7.5, 12.0, 9.6)","(6.0, 8.8, 8.347826086956523)","(1.7, 1.96, 1.9336)","(26.0, 50.0, 44.0)","(31.0, 65.0, 60.875)","(21.0, 42.0, 37.42857142857143)","(31.0, 90.0, 73.33333333333334)","(51.0, 190.0, 160.0)","(26.0, 65.0, 52.625)","(31.0, 80.0, 72.0)","(14.0, 23.0, 17.555555555555557)","(16.0, 44.0, 32.0)"
14-12-2022 12:00:29.566696,"(7.5, 12.0, 10.658823529411764)","(6.0, 8.8, 7.5)","(1.7, 1.96, 1.9336)","(26.0, 50.0, 70.4)","(31.0, 65.0, 60.875)","(21.0, 42.0, 37.42857142857143)","(31.0, 90.0, 73.33333333333334)","(51.0, 190.0, 136.0)","(26.0, 65.0, 52.625)","(31.0, 80.0, 64.66666666666667)","(14.0, 23.0, 17.555555555555557)","(16.0, 44.0, 32.0)"
14-12-2022 12:00:31.167751,"(7.5, 12.0, 9.149999999999999)","(6.0, 8.8, 7.5)","(1.7, 1.96, 1.9336)","(26.0, 80.0, 41.85714285714286)","(31.0, 65.0, 60.285714285714285)","(21.0, 42.0, 39.33333333333333)","(31.0, 90.0, 73.33333333333334)","(51.0, 180.0, 136.0)","(26.0, 65.0, 52.625)","(31.0, 80.0, 72.33333333333334)","(14.0, 23.0, 17.555555555555557)","(16.0, 44.0, 27.333333333333332)"
14-12-2022 12:00:32.592391,"(7.5, 12.0, 9.3)","(6.0, 8.8, 6.720000000000001)","(1.7, 1.96, 1.9336)","(26.0, 55.0, 46.5)","(31.0, 65.0, 59.833333333333336)","(21.0, 42.0, 39.33333333333333)","(31.0, 90.0, 73.33333333333334)","(51.0, 180.0, 136.0)","(26.0, 65.0, 52.625)","(31.0, 80.0, 72.33333333333334)","(14.0, 23.0, 21.3125)","(16.0, 42.0, 30.0)"
14-12-2022 12:00:34.069272,"(7.5, 12.0, 9.3)","(6.0, 8.8, 6.720000000000001)","(1.7, 1.96, 1.888)","(26.0, 50.0, 44.75)","(31.0, 65.0, 54.66666666666667)","(21.0, 42.0, 36.666666666666664)","(31.0, 90.0, 73.33333333333334)","(51.0, 180.0, 136.0)","(26.0, 65.0, 48.5)","(31.0, 80.0, 64.66666666666667)","(14.0, 22.0, 20.166666666666668)","(16.0, 40.0, 26.666666666666668)"
14-12-2022 12:00:35.530365,"(7.5, 12.0, 9.3)","(6.0, 8.8, 6.720000000000001)","(1.7, 1.9, 1.8898581560283687)","(26.0, 50.0, 40.0)","(31.0, 65.0, 58.8)","(21.0, 42.0, 39.33333333333333)","(31.0, 90.0, 73.33333333333334)","(51.0, 180.0, 136.0)","(26.0, 65.0, 52.625)","(31.0, 80.0, 72.33333333333334)","(14.0, 22.0, 21.3125)","(16.0, 40.0, 23.333333333333332)"
14-12-2022 12:00:37.070216,"(7.5, 12.0, 9.959999999999999)","(6.0, 8.6, 8.0)","(1.7, 1.89, 1.8994352941176469)","(26.0, 50.0, 40.0)","(31.0, 65.0, 50.5)","(21.0, 42.0, 34.5)","(31.0, 90.0, 73.33333333333334)","(51.0, 180.0, 136.0)","(26.0, 65.0, 52.625)","(31.0, 80.0, 72.33333333333334)","(14.0, 22.0, 21.3125)","(17.0, 40.0, 26.666666666666668)"
14-12-2022 12:00:38.651366,"(7.5, 12.0, 10.8)","(6.0, 8.4, 8.040000000000001)","(1.7, 1.9, 1.8994258373205741)","(26.0, 50.0, 40.0)","(31.0, 65.0, 50.5)","(21.0, 42.0, 34.5)","(31.0, 90.0, 73.33333333333334)","(51.0, 180.0, 136.0)","(26.0, 65.0, 48.5)","(31.0, 80.0, 64.66666666666667)","(14.0, 22.0, 20.166666666666668)","(17.0, 40.0, 26.666666666666668)"
14-12-2022 12:00:40.113054,"(7.5, 13.0, 10.8)","(6.0, 8.4, 8.040000000000001)","(1.7, 1.9, 1.8994258373205741)","(26.0, 50.0, 40.0)","(31.0, 65.0, 50.5)","(21.0, 42.0, 34.5)","(31.0, 90.0, 73.33333333333334)","(51.0, 180.0, 136.0)","(26.0, 65.0, 48.5)","(31.0, 80.0, 64.66666666666667)","(14.0, 22.0, 20.166666666666668)","(17.0, 40.0, 26.666666666666668)"
14-12-2022 12:00:41.605247,"(7.5, 13.0, 10.8)","(6.0, 8.4, 8.040000000000001)","(1.7, 1.9, 1.8994258373205741)","(26.0, 50.0, 40.0)","(31.0, 65.0, 50.5)","(21.0, 42.0, 34.5)","(31.0, 90.0, 73.33333333333334)","(51.0, 180.0, 136.0)","(26.0, 65.0, 48.5)","(31.0, 80.0, 64.66666666666667)","(14.0, 22.0, 20.166666666666668)","(17.0, 40.0, 26.666666666666668)"
14-12-2022 12:00:43.040721,"(7.5, 13.0, 10.8)","(6.0, 8.4, 8.040000000000001)","(1.7, 1.9, 9998.5)","(26.0, 50.0, 9998.5)","(31.0, 65.0, 9998.5)","(21.0, 42.0, 9998.5)","(31.0, 90.0, 9998.5)","(51.0, 180.0, 9998.5)","(26.0, 65.0, 9998.5)","(31.0, 80.0, 9998.5)","(14.0, 22.0, 9998.5)","(17.0, 40.0, 9998.5)"
14-12-2022 12:00:44.500044,"(7.5, 99999, 9998.5)","(6.0, 99999, 9998.5)","(1.7, 99999, 9998.5)","(26.0, 99999, 9998.5)","(31.0, 99999, 9998.5)","(21.0, 99999, 9998.5)","(31.0, 99999, 9998.5)","(51.0, 99999, 9998.5)","(26.0, 99999, 9998.5)","(31.0, 99999, 9998.5)","(14.0, 99999, 9998.5)","(17.0, 99999, 9998.5)"
14-12-2022 12:00:45.953283,"(7.5, 99999, 9998.5)","(6.0, 99999, 9998.5)","(1.7, 99999, 9998.5)","(26.0, 99999, 9998.5)","(31.0, 99999, 9998.5)","(21.0, 99999, 9998.5)","(31.0, 99999, 9998.5)","(51.0, 99999, 9998.5)","(26.0, 99999, 9998.5)","(31.0, 99999, 9998.5)","(14.0, 99999, 9998.5)","(17.0, 99999, 9998.5)"
14-12-2022 12:00:47.304057,"(7.5, 99999, 9998.5)","(6.0, 99999, 9998.5)","(1.7, 99999, 9998.5)","(26.0, 99999, 9998.5)","(31.0, 99999, 9998.5)","(21.0, 99999, 9998.5)","(31.0, 99999, 9998.5)","(51.0, 99999, 9998.5)","(26.0, 99999, 9998.5)","(31.0, 99999, 9998.5)","(14.0, 99999, 9998.5)","(17.0, 99999, 9998.5)"
14-12-2022 12:00:48.622594,"(7.5, 99999, 9998.5)","(6.0, 99999, 9998.5)","(1.7, 99999, 9998.5)","(26.0, 99999, 9998.5)","(31.0, 99999, 9998.5)","(21.0, 99999, 9998.5)","(31.0, 99999, 9998.5)","(51.0, 99999, 9998.5)","(26.0, 99999, 9998.5)","(31.0, 99999, 9998.5)","(14.0, 99999, 9998.5)","(17.0, 99999, 9998.5)"
14-12-2022 12:00:50.002113,"(7.5, 99999, 9998.5)","(6.0, 99999, 9998.5)","(1.7, 99999, 9998.5)","(26.0, 99999, 9998.5)","(31.0, 99999, 9998.5)","(21.0, 99999, 9998.5)","(31.0, 99999, 9998.5)","(51.0, 99999, 9998.5)","(26.0, 99999, 9998.5)","(31.0, 99999, 9998.5)","(14.0, 99999, 9998.5)","(17.0, 99999, 9998.5)"
