,Nockatunga,Aston Hayato,All Show,Charlie Brother,Craggy Island
09-01-2023 18:14:34.540792,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.87, 1.738709677419355)"
09-01-2023 18:14:35.475789,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.87, 1.738709677419355)"
09-01-2023 18:14:36.456449,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.87, 1.738709677419355)"
09-01-2023 18:14:37.514067,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.87, 1.738709677419355)"
09-01-2023 18:14:38.383653,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.87, 1.738709677419355)"
09-01-2023 18:14:39.375673,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.87, 1.738709677419355)"
09-01-2023 18:14:40.412225,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.87, 1.738709677419355)"
09-01-2023 18:14:41.383642,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.87, 1.738709677419355)"
09-01-2023 18:14:42.332473,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.87, 1.738709677419355)"
09-01-2023 18:14:43.182119,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.87, 1.738709677419355)"
09-01-2023 18:14:44.108014,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.87, 1.738709677419355)"
09-01-2023 18:14:45.122703,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.87, 1.738709677419355)"
09-01-2023 18:14:46.148352,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.87, 1.738709677419355)"
09-01-2023 18:14:47.108454,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.87, 1.738709677419355)"
09-01-2023 18:14:47.944599,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.87, 1.738709677419355)"
09-01-2023 18:14:48.850877,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.87, 1.738709677419355)"
09-01-2023 18:14:49.796327,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.87, 1.738709677419355)"
09-01-2023 18:14:50.751529,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.87, 1.738709677419355)"
09-01-2023 18:14:51.773514,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.87, 1.738709677419355)"
09-01-2023 18:14:52.632511,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.87, 1.738709677419355)"
09-01-2023 18:14:53.511714,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.87, 1.738709677419355)"
09-01-2023 18:14:54.481747,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.87, 1.738709677419355)"
09-01-2023 18:14:55.413401,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.87, 1.738709677419355)"
09-01-2023 18:14:56.314968,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.87, 1.738709677419355)"
09-01-2023 18:14:57.193762,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.87, 1.738709677419355)"
09-01-2023 18:14:58.126243,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.87, 1.738709677419355)"
09-01-2023 18:14:59.105071,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.87, 1.738709677419355)"
09-01-2023 18:15:00.061180,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.87, 1.738709677419355)"
09-01-2023 18:15:00.955744,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.87, 1.738709677419355)"
09-01-2023 18:15:01.859758,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.87, 1.738709677419355)"
09-01-2023 18:15:02.747328,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.87, 1.738709677419355)"
09-01-2023 18:15:03.695465,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.87, 1.738709677419355)"
09-01-2023 18:15:04.630461,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.87, 1.738709677419355)"
09-01-2023 18:15:05.535987,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.87, 1.738709677419355)"
09-01-2023 18:15:06.388182,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.87, 1.738709677419355)"
09-01-2023 18:15:07.338571,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.87, 1.738709677419355)"
09-01-2023 18:15:08.286463,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.87, 1.7133333333333334)"
09-01-2023 18:15:09.214214,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:10.191563,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:11.064451,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:11.984560,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:12.901519,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:13.845620,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:14.769333,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:15.728105,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:16.621281,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:17.471877,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:18.374056,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:19.377021,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:20.305813,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:21.168165,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:22.107190,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:23.089090,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:24.006541,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:24.912212,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:25.773888,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:26.666961,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:27.647937,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:28.611596,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:29.480033,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:30.410384,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:31.303753,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:32.222826,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:33.198812,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:34.123626,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:35.041744,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:35.988536,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:36.855423,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:37.711873,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:38.684541,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:39.622155,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:40.501497,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:41.354542,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:42.309461,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:43.256557,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:44.178855,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:45.108022,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:46.016720,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:46.951875,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:47.941799,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:48.834676,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:49.646657,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:50.578304,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:51.566761,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:52.505900,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:53.481622,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:54.310564,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:55.176231,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:56.134979,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:57.085384,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:58.011522,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:58.890359,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:15:59.775305,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:16:00.658912,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:16:01.649957,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:16:02.625765,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:16:03.511499,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:16:04.421380,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:16:05.316258,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:16:06.205569,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:16:07.148035,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:16:08.087434,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:16:08.953516,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:16:09.806045,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:16:10.707235,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:16:11.623168,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:16:12.569034,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:16:13.479766,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:16:14.318363,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:16:15.255244,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:16:16.172697,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:16:17.086096,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:16:17.978235,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:16:18.931806,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:16:19.821640,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:16:20.738846,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:16:21.687793,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:16:22.561770,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:16:23.479727,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
09-01-2023 18:16:24.450214,"(5.0, 10.5, 7.1875)","(7.5, 17.0, 9.114285714285714)","(18.0, 55.0, 30.666666666666664)","(6.0, 9.8, 5.888888888888889)","(1.45, 1.82, 1.7133333333333334)"
