,Nockatunga,Aston Hayato,All Show,Charlie Brother,Craggy Island
09-01-2023 18:23:26.829690,"(5.0, 8.6, 7.925925925925926)","(7.5, 14.5, 14.173913043478262)","(18.0, 34.0, 27.4)","(6.0, 7.0, 6.06923076923077)","(1.45, 1.78, 1.6444444444444444)"
09-01-2023 18:23:27.967024,"(5.0, 8.6, 7.718518518518518)","(7.5, 14.5, 14.173913043478262)","(18.0, 34.0, 27.4)","(6.0, 7.0, 6.06923076923077)","(1.45, 1.8, 1.64625)"
09-01-2023 18:23:29.055424,"(5.0, 8.4, 8.025)","(7.5, 14.5, 14.173913043478262)","(18.0, 34.0, 27.4)","(6.0, 7.0, 6.06923076923077)","(1.45, 1.79, 1.7149999999999999)"
09-01-2023 18:23:30.304924,"(5.0, 8.4, 7.466666666666667)","(7.5, 14.5, 14.173913043478262)","(18.0, 34.0, 27.4)","(6.0, 7.0, 6.110294117647059)","(1.45, 1.79, 1.7806250000000001)"
09-01-2023 18:23:31.551110,"(5.0, 8.4, 7.333333333333333)","(7.5, 14.5, 14.173913043478262)","(18.0, 34.0, 27.4)","(6.0, 7.0, 6.110294117647059)","(1.45, 1.79, 1.7806250000000001)"
09-01-2023 18:23:32.714857,"(5.0, 8.4, 7.333333333333333)","(7.5, 14.5, 14.173913043478262)","(18.0, 34.0, 27.4)","(6.0, 7.0, 6.110294117647059)","(1.45, 1.79, 1.7806250000000001)"
09-01-2023 18:23:33.823734,"(5.0, 8.2, 7.5)","(7.5, 14.5, 13.0)","(18.0, 34.0, 27.4)","(6.0, 7.0, 6.110294117647059)","(1.45, 1.79, 1.7806250000000001)"
09-01-2023 18:23:34.922051,"(5.0, 8.2, 7.428571428571428)","(7.5, 14.5, 13.0)","(18.0, 34.0, 27.4)","(6.0, 7.0, 6.110294117647059)","(1.45, 1.79, 1.7806250000000001)"
09-01-2023 18:23:36.076875,"(5.0, 8.2, 7.428571428571428)","(7.5, 14.5, 13.0)","(18.0, 34.0, 27.4)","(6.0, 7.0, 6.107246376811594)","(1.45, 1.79, 1.7310714285714286)"
09-01-2023 18:23:37.299533,"(5.0, 8.0, 7.75)","(7.5, 14.5, 13.0)","(18.0, 34.0, 24.03125)","(6.0, 7.0, 6.515789473684211)","(1.45, 1.81, 1.689230769230769)"
09-01-2023 18:23:38.468476,"(5.0, 8.0, 7.428571428571429)","(7.5, 14.5, 13.0)","(18.0, 34.0, 28.57142857142857)","(6.0, 6.8, 6.105263157894737)","(1.45, 1.8, 1.689230769230769)"
09-01-2023 18:23:39.633679,"(5.0, 8.0, 7.428571428571429)","(7.5, 14.5, 13.0)","(18.0, 32.0, 28.333333333333336)","(6.0, 6.8, 6.105263157894737)","(1.45, 1.8, 1.7)"
09-01-2023 18:23:40.845460,"(5.0, 7.8, 7.628571428571428)","(7.5, 14.5, 13.0)","(18.0, 30.0, 28.333333333333336)","(6.0, 6.8, 6.086666666666667)","(1.45, 1.79, 1.7)"
09-01-2023 18:23:42.235660,"(5.0, 8.0, 7.485714285714286)","(7.5, 14.5, 13.0)","(18.0, 30.0, 29.5)","(6.0, 6.6, 6.166666666666667)","(1.45, 1.79, 1.689230769230769)"
09-01-2023 18:23:43.254785,"(5.0, 8.0, 7.5636363636363635)","(7.5, 14.5, 13.0)","(18.0, 30.0, 27.82608695652174)","(6.0, 6.4, 6.166666666666667)","(1.45, 1.8, 1.689230769230769)"
09-01-2023 18:23:44.692144,"(5.0, 8.0, 7.5636363636363635)","(7.5, 14.5, 13.0)","(18.0, 30.0, 27.2)","(6.0, 6.4, 6.166666666666667)","(1.45, 1.8, 1.689230769230769)"
09-01-2023 18:23:45.906829,"(5.0, 8.0, 7.5636363636363635)","(7.5, 14.5, 13.0)","(18.0, 30.0, 27.2)","(6.0, 6.4, 6.166666666666667)","(1.45, 1.8, 1.72)"
09-01-2023 18:23:47.042311,"(5.0, 8.0, 6.9714285714285715)","(7.5, 14.5, 13.0)","(18.0, 30.0, 25.153846153846153)","(6.0, 6.4, 6.166666666666667)","(1.45, 1.8, 1.696)"
09-01-2023 18:23:48.160001,"(5.0, 8.0, 7.672727272727273)","(7.5, 14.5, 13.0)","(18.0, 30.0, 25.333333333333332)","(6.0, 6.4, 5.98)","(1.45, 1.78, 1.696)"
09-01-2023 18:23:49.341738,"(5.0, 8.0, 7.672727272727273)","(7.5, 14.5, 13.0)","(18.0, 30.0, 23.77777777777778)","(6.0, 6.4, 5.98)","(1.45, 1.78, 1.696)"
09-01-2023 18:23:50.730621,"(5.0, 8.0, 7.672727272727273)","(7.5, 14.5, 13.0)","(18.0, 30.0, 27.333333333333332)","(6.0, 6.4, 5.6499999999999995)","(1.45, 1.78, 1.752)"
09-01-2023 18:23:52.162745,"(5.0, 8.0, 7.672727272727273)","(7.5, 14.5, 13.0)","(18.0, 30.0, 27.454545454545453)","(6.0, 6.4, 5.5636363636363635)","(1.45, 1.78, 1.716190476190476)"
09-01-2023 18:23:53.322935,"(5.0, 8.0, 7.672727272727273)","(7.5, 14.5, 13.0)","(18.0, 30.0, 27.454545454545453)","(6.0, 6.2, 5.586046511627908)","(1.45, 1.8, 1.74)"
09-01-2023 18:23:54.502843,"(5.0, 8.0, 7.454545454545455)","(7.5, 14.5, 13.0)","(18.0, 30.0, 27.454545454545453)","(6.0, 6.2, 5.586046511627908)","(1.45, 1.8, 1.74)"
09-01-2023 18:23:55.732327,"(5.0, 8.0, 7.571428571428571)","(7.5, 14.5, 13.0)","(18.0, 30.0, 25.916666666666668)","(6.0, 6.2, 5.6923076923076925)","(1.45, 1.8, 1.7863636363636364)"
09-01-2023 18:23:56.870219,"(5.0, 8.0, 7.571428571428571)","(7.5, 14.5, 12.833333333333334)","(18.0, 30.0, 24.555555555555557)","(6.0, 6.2, 5.7625)","(1.45, 1.8, 1.7433333333333334)"
09-01-2023 18:23:58.068525,"(5.0, 8.0, 7.857142857142857)","(7.5, 14.5, 12.833333333333334)","(18.0, 30.0, 24.555555555555557)","(6.0, 6.2, 5.8625)","(1.45, 1.79, 1.67027027027027)"
09-01-2023 18:23:59.262589,"(5.0, 8.4, 7.7875000000000005)","(7.5, 14.5, 12.833333333333334)","(18.0, 30.0, 27.55)","(6.0, 6.2, 5.790909090909091)","(1.45, 1.8, 1.6643478260869564)"
09-01-2023 18:24:00.482879,"(5.0, 8.4, 8.26)","(7.5, 14.5, 12.833333333333334)","(18.0, 30.0, 27.55)","(6.0, 6.2, 5.9)","(1.45, 1.8, 1.6435897435897435)"
09-01-2023 18:24:01.590625,"(5.0, 8.8, 8.533333333333335)","(7.5, 14.5, 12.833333333333334)","(18.0, 30.0, 27.55)","(6.0, 6.2, 5.9)","(1.45, 1.78, 1.69)"
09-01-2023 18:24:02.596031,"(5.0, 9.0, 8.307692307692308)","(7.5, 14.5, 12.833333333333334)","(18.0, 30.0, 27.55)","(6.0, 6.2, 5.914285714285715)","(1.45, 1.77, 1.6164)"
09-01-2023 18:24:03.725776,"(5.0, 9.0, 8.428571428571429)","(7.5, 14.5, 12.833333333333334)","(18.0, 30.0, 27.55)","(6.0, 6.2, 6.0)","(1.45, 1.77, 1.6153333333333335)"
09-01-2023 18:24:05.051178,"(5.0, 9.0, 8.555555555555555)","(7.5, 14.5, 12.833333333333334)","(18.0, 30.0, 27.55)","(6.0, 6.2, 6.0)","(1.45, 1.77, 1.6153333333333335)"
09-01-2023 18:24:06.184226,"(5.0, 9.0, 8.555555555555555)","(7.5, 14.5, 12.833333333333334)","(18.0, 30.0, 27.55)","(6.0, 6.2, 6.015789473684211)","(1.45, 1.77, 1.6153333333333335)"
09-01-2023 18:24:07.347197,"(5.0, 9.0, 8.555555555555555)","(7.5, 14.5, 12.833333333333334)","(18.0, 30.0, 27.55)","(6.0, 6.2, 6.015789473684211)","(1.45, 1.77, 1.6215384615384616)"
09-01-2023 18:24:08.427102,"(5.0, 9.0, 8.10909090909091)","(7.5, 14.5, 12.833333333333334)","(18.0, 30.0, 27.55)","(6.0, 6.2, 6.015789473684211)","(1.45, 1.76, 1.6215384615384616)"
09-01-2023 18:24:09.631361,"(5.0, 9.0, 8.3)","(7.5, 14.5, 12.833333333333334)","(18.0, 30.0, 28.055555555555557)","(6.0, 6.2, 6.015789473684211)","(1.45, 1.76, 1.6207142857142858)"
09-01-2023 18:24:10.793297,"(5.0, 9.0, 8.3)","(7.5, 14.5, 12.833333333333334)","(18.0, 30.0, 28.055555555555557)","(6.0, 6.2, 6.015789473684211)","(1.45, 1.76, 1.6207142857142858)"
09-01-2023 18:24:11.963926,"(5.0, 9.0, 8.216)","(7.5, 14.5, 12.833333333333334)","(18.0, 30.0, 28.055555555555557)","(6.0, 6.2, 6.033333333333333)","(1.45, 1.76, 1.620769230769231)"
09-01-2023 18:24:12.995712,"(5.0, 9.0, 8.28)","(7.5, 14.5, 12.833333333333334)","(18.0, 30.0, 28.055555555555557)","(6.0, 6.2, 6.033333333333333)","(1.45, 1.75, 1.620769230769231)"
09-01-2023 18:24:14.150331,"(5.0, 9.0, 8.364705882352942)","(7.5, 14.5, 12.833333333333334)","(18.0, 30.0, 28.055555555555557)","(6.0, 6.2, 6.033333333333333)","(1.45, 1.75, 1.62)"
09-01-2023 18:24:15.323504,"(5.0, 9.0, 8.4375)","(7.5, 14.5, 12.833333333333334)","(18.0, 30.0, 28.055555555555557)","(6.0, 6.2, 6.033333333333333)","(1.45, 1.74, 1.62)"
09-01-2023 18:24:16.469863,"(5.0, 9.0, 8.4375)","(7.5, 14.5, 12.833333333333334)","(18.0, 30.0, 28.055555555555557)","(6.0, 6.2, 6.052941176470588)","(1.45, 1.74, 1.62)"
09-01-2023 18:24:17.578458,"(5.0, 9.0, 8.4375)","(7.5, 14.5, 12.833333333333334)","(18.0, 30.0, 28.055555555555557)","(6.0, 6.2, 5.985714285714286)","(1.45, 1.74, 1.62)"
09-01-2023 18:24:18.727780,"(5.0, 9.0, 8.4375)","(7.5, 14.5, 12.833333333333334)","(18.0, 30.0, 28.055555555555557)","(6.0, 6.2, 5.75)","(1.45, 1.74, 1.6285714285714286)"
09-01-2023 18:24:19.965560,"(5.0, 9.0, 8.526315789473685)","(7.5, 14.5, 12.833333333333334)","(18.0, 30.0, 28.055555555555557)","(6.0, 6.2, 5.933333333333334)","(1.45, 1.74, 1.661578947368421)"
09-01-2023 18:24:21.098256,"(5.0, 9.0, 8.526315789473685)","(7.5, 14.5, 12.833333333333334)","(18.0, 30.0, 31.357142857142858)","(6.0, 6.0, 6.0285714285714285)","(1.45, 1.75, 1.6500000000000001)"
09-01-2023 18:24:22.212167,"(5.0, 9.2, 8.557142857142857)","(7.5, 14.5, 13.166666666666666)","(18.0, 32.0, 28.0)","(6.0, 6.2, 6.0285714285714285)","(1.45, 1.74, 1.6015384615384616)"
09-01-2023 18:24:23.298772,"(5.0, 9.2, 8.7)","(7.5, 14.5, 13.166666666666666)","(18.0, 32.0, 28.0)","(6.0, 6.2, 5.8875)","(1.45, 1.74, 1.6016666666666668)"
09-01-2023 18:24:24.427109,"(5.0, 9.2, 8.7)","(7.5, 14.5, 13.833333333333334)","(18.0, 32.0, 28.0)","(6.0, 6.2, 5.991666666666667)","(1.45, 1.73, 1.6)"
09-01-2023 18:24:25.565036,"(5.0, 9.2, 8.6)","(7.5, 15.0, 14.615384615384615)","(18.0, 32.0, 31.5)","(6.0, 6.2, 5.95)","(1.45, 1.72, 1.6)"
09-01-2023 18:24:26.748209,"(5.0, 9.2, 8.6)","(7.5, 15.0, 14.636363636363637)","(18.0, 32.0, 31.5)","(6.0, 6.2, 5.95)","(1.45, 1.72, 1.5992307692307692)"
09-01-2023 18:24:27.892610,"(5.0, 9.2, 8.56)","(7.5, 16.0, 14.636363636363637)","(18.0, 32.0, 31.5)","(6.0, 6.2, 5.95)","(1.45, 1.71, 1.645)"
09-01-2023 18:24:29.149604,"(5.0, 9.2, 8.3)","(7.5, 16.0, 15.25)","(18.0, 32.0, 31.5)","(6.0, 6.2, 5.991666666666667)","(1.45, 1.71, 1.7029999999999998)"
09-01-2023 18:24:30.290102,"(5.0, 9.2, 8.6)","(7.5, 16.0, 15.25)","(18.0, 32.0, 31.5)","(6.0, 6.2, 5.991666666666667)","(1.45, 1.71, 1.7029999999999998)"
09-01-2023 18:24:31.323799,"(5.0, 9.2, 8.6)","(7.5, 16.0, 15.727272727272727)","(18.0, 32.0, 31.5)","(6.0, 6.2, 6.0181818181818185)","(1.45, 1.71, 1.7022222222222223)"
09-01-2023 18:24:32.312944,"(5.0, 9.2, 8.6)","(7.5, 16.0, 15.727272727272727)","(18.0, 32.0, 31.5)","(6.0, 6.2, 6.0181818181818185)","(1.45, 1.71, 1.7022222222222223)"
09-01-2023 18:24:33.423971,"(5.0, 9.2, 8.6)","(7.5, 16.0, 14.333333333333334)","(18.0, 32.0, 31.5)","(6.0, 6.2, 6.05)","(1.45, 1.71, 1.691875)"
09-01-2023 18:24:34.548005,"(5.0, 9.2, 8.6)","(7.5, 16.0, 15.285714285714286)","(18.0, 32.0, 31.5)","(6.0, 6.2, 6.05)","(1.45, 1.7, 1.691875)"
09-01-2023 18:24:35.641030,"(5.0, 9.2, 8.6)","(7.5, 16.0, 15.285714285714286)","(18.0, 32.0, 31.5)","(6.0, 6.2, 6.05)","(1.45, 1.7, 1.691875)"
09-01-2023 18:24:36.640222,"(5.0, 9.2, 8.6)","(8.0, 16.0, 15.736842105263158)","(20.0, 32.0, 31.5)","(5.5, 6.2, 6.05)","(1.45, 1.7, 1.691875)"
09-01-2023 18:24:37.863362,"(5.0, 9.2, 8.6)","(8.0, 16.0, 15.6875)","(20.0, 32.0, 31.894736842105264)","(5.5, 6.2, 6.05)","(1.45, 1.7, 1.6906666666666665)"
09-01-2023 18:24:38.977922,"(5.0, 9.2, 8.6)","(8.0, 16.0, 15.736842105263158)","(20.0, 34.0, 31.0)","(5.5, 6.2, 6.05)","(1.45, 1.7, 1.6906666666666665)"
09-01-2023 18:24:40.044880,"(5.0, 9.2, 8.6)","(8.0, 16.0, 15.736842105263158)","(20.0, 34.0, 31.0)","(5.5, 6.2, 6.05)","(1.45, 1.7, 1.5792857142857144)"
09-01-2023 18:24:41.145047,"(5.0, 9.2, 8.654545454545454)","(8.0, 16.0, 15.666666666666666)","(20.0, 34.0, 30.0)","(5.5, 6.2, 6.0125)","(1.45, 1.7, 1.5786666666666667)"
09-01-2023 18:24:42.298327,"(5.5, 9.2, 8.584615384615384)","(8.0, 16.0, 15.666666666666666)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.2, 5.963157894736843)","(1.45, 1.7, 1.58)"
09-01-2023 18:24:43.443950,"(5.5, 9.2, 8.666666666666666)","(8.0, 16.0, 15.666666666666666)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.2, 5.91875)","(1.45, 1.7, 1.655)"
09-01-2023 18:24:44.465187,"(5.5, 9.2, 8.778947368421052)","(8.0, 16.0, 15.666666666666666)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.2, 5.91875)","(1.45, 1.7, 1.6077419354838711)"
09-01-2023 18:24:45.544484,"(5.5, 9.2, 8.84705882352941)","(8.0, 16.0, 15.666666666666666)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.2, 5.91875)","(1.45, 1.7, 1.6077419354838711)"
09-01-2023 18:24:46.824023,"(5.5, 9.2, 8.7)","(8.0, 15.5, 15.233333333333334)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.2, 5.933333333333334)","(1.45, 1.7, 1.616470588235294)"
09-01-2023 18:24:47.933852,"(5.5, 9.2, 8.65)","(8.0, 15.5, 15.233333333333334)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.2, 5.933333333333334)","(1.45, 1.69, 1.6066666666666667)"
09-01-2023 18:24:49.239520,"(5.5, 9.2, 8.666666666666666)","(8.0, 15.5, 15.233333333333334)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.2, 5.933333333333334)","(1.45, 1.69, 1.6066666666666667)"
09-01-2023 18:24:50.263336,"(5.5, 9.2, 8.666666666666666)","(8.0, 15.5, 15.233333333333334)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.2, 5.933333333333334)","(1.45, 1.69, 1.6066666666666667)"
09-01-2023 18:24:51.188695,"(5.5, 9.2, 8.666666666666666)","(8.0, 15.0, 14.8)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.2, 5.933333333333334)","(1.45, 1.69, 1.616470588235294)"
09-01-2023 18:24:52.141792,"(5.5, 9.2, 8.666666666666666)","(8.0, 15.0, 14.8)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.2, 5.95)","(1.45, 1.69, 1.616470588235294)"
09-01-2023 18:24:53.161598,"(5.5, 9.2, 8.666666666666666)","(8.0, 15.0, 14.8)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.2, 5.95)","(1.45, 1.69, 1.6614285714285715)"
09-01-2023 18:24:54.181459,"(5.5, 9.2, 8.43076923076923)","(8.0, 15.0, 14.8)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.2, 5.95)","(1.45, 1.69, 1.6614285714285715)"
09-01-2023 18:24:55.117161,"(5.5, 9.2, 8.7)","(8.0, 15.0, 14.8)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.2, 5.991666666666667)","(1.45, 1.69, 1.6614285714285715)"
09-01-2023 18:24:56.159281,"(5.5, 9.2, 8.7)","(8.0, 15.0, 14.8)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.2, 5.828571428571428)","(1.45, 1.69, 1.62)"
09-01-2023 18:24:57.226022,"(5.5, 9.2, 8.381818181818181)","(8.0, 15.0, 14.785714285714285)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.6, 6.066666666666666)","(1.45, 1.65, 1.646)"
09-01-2023 18:24:58.366428,"(5.5, 9.0, 8.8)","(8.0, 15.0, 14.785714285714285)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.6, 6.08)","(1.45, 1.65, 1.646)"
09-01-2023 18:24:59.385325,"(5.5, 9.2, 8.7)","(8.0, 15.0, 14.785714285714285)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.6, 6.08)","(1.45, 1.65, 1.61)"
09-01-2023 18:25:00.335226,"(5.5, 9.2, 8.7)","(8.0, 15.0, 14.785714285714285)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.6, 6.08)","(1.45, 1.65, 1.61)"
09-01-2023 18:25:01.372003,"(5.5, 9.2, 8.7)","(8.0, 15.0, 14.785714285714285)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.6, 6.08)","(1.45, 1.65, 1.61)"
09-01-2023 18:25:02.465698,"(5.5, 9.2, 8.7)","(8.0, 15.0, 14.785714285714285)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.6, 6.01)","(1.45, 1.65, 1.62)"
09-01-2023 18:25:03.519100,"(5.5, 9.2, 8.7)","(8.5, 15.0, 14.785714285714285)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.4, 6.01)","(1.45, 1.68, 1.62)"
09-01-2023 18:25:04.649129,"(5.5, 9.2, 8.7)","(8.5, 15.0, 14.785714285714285)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.4, 5.961538461538462)","(1.45, 1.68, 1.62)"
09-01-2023 18:25:05.649302,"(5.5, 9.2, 8.7)","(8.5, 15.0, 14.785714285714285)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.4, 5.961538461538462)","(1.45, 1.68, 1.62)"
09-01-2023 18:25:06.734608,"(5.5, 9.2, 8.7)","(8.5, 15.0, 14.785714285714285)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.4, 5.961538461538462)","(1.45, 1.68, 1.62)"
09-01-2023 18:25:07.743920,"(5.5, 9.2, 8.7)","(8.5, 15.0, 14.785714285714285)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.4, 5.961538461538462)","(1.45, 1.68, 1.62)"
09-01-2023 18:25:08.897804,"(5.5, 9.2, 8.7)","(8.5, 15.5, 15.214285714285714)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.4, 5.961538461538462)","(1.45, 1.68, 1.62)"
09-01-2023 18:25:09.981029,"(5.5, 9.2, 8.7)","(8.5, 15.5, 15.214285714285714)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.4, 5.961538461538462)","(1.45, 1.68, 1.62)"
09-01-2023 18:25:11.214029,"(5.5, 9.2, 8.7)","(8.5, 15.5, 15.214285714285714)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.4, 5.961538461538462)","(1.45, 1.68, 1.62)"
09-01-2023 18:25:12.287061,"(5.5, 9.2, 8.7)","(8.5, 15.5, 15.214285714285714)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.4, 5.961538461538462)","(1.45, 1.68, 1.62)"
09-01-2023 18:25:13.305854,"(5.5, 9.2, 8.7)","(8.5, 15.5, 15.214285714285714)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.4, 5.961538461538462)","(1.45, 1.68, 1.62)"
09-01-2023 18:25:14.199064,"(5.5, 9.2, 8.7)","(8.5, 15.5, 15.214285714285714)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.4, 5.961538461538462)","(1.45, 1.68, 1.6)"
09-01-2023 18:25:15.222673,"(5.5, 9.2, 8.7)","(8.5, 15.5, 15.214285714285714)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.4, 5.961538461538462)","(1.45, 1.68, 1.6)"
09-01-2023 18:25:16.309800,"(5.5, 9.2, 8.7)","(8.5, 15.5, 15.214285714285714)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.4, 5.961538461538462)","(1.45, 1.68, 1.5975000000000001)"
09-01-2023 18:25:17.391360,"(5.5, 9.2, 8.7)","(8.5, 15.5, 15.214285714285714)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.4, 5.961538461538462)","(1.45, 1.68, 1.596923076923077)"
09-01-2023 18:25:18.393386,"(5.5, 9.2, 8.7)","(8.5, 15.5, 15.214285714285714)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.4, 5.961538461538462)","(1.45, 1.68, 1.596923076923077)"
09-01-2023 18:25:19.330658,"(5.5, 9.2, 8.7)","(8.5, 15.5, 15.214285714285714)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.4, 5.961538461538462)","(1.45, 1.68, 1.596923076923077)"
09-01-2023 18:25:20.266778,"(5.5, 9.2, 8.7)","(8.5, 15.5, 15.214285714285714)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.4, 5.961538461538462)","(1.45, 1.68, 1.596923076923077)"
09-01-2023 18:25:21.291440,"(5.5, 9.2, 8.7)","(8.5, 15.5, 15.214285714285714)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.4, 5.961538461538462)","(1.45, 1.68, 1.596923076923077)"
09-01-2023 18:25:22.286776,"(5.5, 9.2, 8.7)","(8.5, 15.5, 15.214285714285714)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.4, 5.961538461538462)","(1.45, 1.68, 1.596923076923077)"
09-01-2023 18:25:23.184507,"(5.5, 9.2, 8.7)","(8.5, 15.5, 15.214285714285714)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.4, 5.961538461538462)","(1.45, 1.68, 1.596923076923077)"
09-01-2023 18:25:24.093555,"(5.5, 9.2, 8.7)","(8.5, 15.5, 15.214285714285714)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.4, 5.961538461538462)","(1.45, 1.68, 1.596923076923077)"
09-01-2023 18:25:25.060593,"(5.5, 9.2, 8.7)","(8.5, 15.5, 15.214285714285714)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.4, 5.961538461538462)","(1.45, 1.68, 1.596923076923077)"
09-01-2023 18:25:26.041817,"(5.5, 9.2, 8.7)","(8.5, 15.5, 15.214285714285714)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.4, 5.961538461538462)","(1.45, 1.68, 1.596923076923077)"
09-01-2023 18:25:26.965840,"(5.5, 9.2, 8.7)","(8.5, 15.5, 15.214285714285714)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.4, 5.961538461538462)","(1.45, 1.68, 1.6575)"
09-01-2023 18:25:27.855447,"(5.5, 9.2, 8.7)","(8.5, 15.5, 15.214285714285714)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.4, 5.961538461538462)","(1.45, 1.68, 1.5942857142857143)"
09-01-2023 18:25:28.861540,"(5.5, 9.2, 8.7)","(8.5, 15.5, 15.214285714285714)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.4, 5.961538461538462)","(1.45, 1.68, 1.5942857142857143)"
09-01-2023 18:25:29.967894,"(5.5, 9.2, 8.7)","(8.5, 15.5, 15.214285714285714)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.4, 5.961538461538462)","(1.45, 1.68, 1.5940909090909092)"
09-01-2023 18:25:30.945554,"(5.5, 9.2, 8.7)","(8.5, 15.5, 15.214285714285714)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.4, 5.961538461538462)","(1.45, 1.68, 1.5940909090909092)"
09-01-2023 18:25:31.774019,"(5.5, 9.2, 8.7)","(8.5, 15.5, 15.214285714285714)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.4, 5.961538461538462)","(1.45, 1.68, 1.5940909090909092)"
09-01-2023 18:25:32.737588,"(5.5, 9.2, 8.7)","(8.5, 15.5, 15.214285714285714)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.4, 5.961538461538462)","(1.45, 1.68, 1.5940909090909092)"
09-01-2023 18:25:33.656268,"(5.5, 9.2, 8.7)","(8.5, 15.5, 15.214285714285714)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.4, 5.961538461538462)","(1.45, 1.68, 1.5940909090909092)"
09-01-2023 18:25:34.949579,"(5.5, 9.2, 8.7)","(8.5, 15.5, 15.214285714285714)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.4, 5.961538461538462)","(1.45, 1.68, 1.5940909090909092)"
09-01-2023 18:25:35.811263,"(5.5, 9.2, 8.7)","(8.5, 15.5, 15.214285714285714)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.4, 5.961538461538462)","(1.45, 1.68, 1.5940909090909092)"
09-01-2023 18:25:36.654967,"(5.5, 9.2, 8.7)","(8.5, 15.5, 15.214285714285714)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.4, 5.961538461538462)","(1.45, 1.68, 1.5940909090909092)"
09-01-2023 18:25:37.609273,"(5.5, 9.2, 8.7)","(8.5, 15.5, 15.214285714285714)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.4, 5.982608695652174)","(1.45, 1.68, 1.5940909090909092)"
09-01-2023 18:25:38.516277,"(5.5, 9.2, 8.628571428571428)","(8.5, 15.5, 15.214285714285714)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.4, 5.982608695652174)","(1.45, 1.68, 1.5940909090909092)"
09-01-2023 18:25:39.405199,"(5.5, 9.2, 8.628571428571428)","(8.5, 15.5, 15.214285714285714)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.4, 5.982608695652174)","(1.45, 1.68, 1.5940909090909092)"
09-01-2023 18:25:40.248110,"(5.5, 9.2, 8.628571428571428)","(8.5, 15.5, 15.214285714285714)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.4, 5.961538461538462)","(1.45, 1.68, 1.5940909090909092)"
09-01-2023 18:25:41.193234,"(5.5, 9.2, 8.472727272727273)","(8.5, 15.5, 15.214285714285714)","(20.0, 34.0, 32.588235294117645)","(5.5, 6.4, 5.636363636363636)","(1.45, 1.68, 1.5964285714285715)"
