,Tommy Fumble,Travers Mania,Speed Freak,Aussie Jake,Sunset Louie,Copper,Ballistic Ant,Travers Time
11-01-2023 21:51:13.580800,"(2.8, 5.1, 3.6466666666666665)","(16.0, 38.0, 21.214285714285715)","(12.0, 28.0, 14.25)","(21.0, 75.0, 30.833333333333336)","(6.5, 11.0, 7.714285714285714)","(2.2, 3.4, 2.541818181818182)","(11.0, 24.0, 13.583333333333334)","(16.0, 48.0, 22.083333333333332)"
11-01-2023 21:51:14.612419,"(2.8, 5.1, 3.6466666666666665)","(16.0, 38.0, 21.214285714285715)","(12.0, 28.0, 14.25)","(21.0, 75.0, 30.833333333333336)","(6.5, 11.0, 7.714285714285714)","(2.2, 3.4, 2.541818181818182)","(11.0, 24.0, 13.583333333333334)","(16.0, 50.0, 26.07142857142857)"
11-01-2023 21:51:15.690394,"(2.8, 5.1, 3.6466666666666665)","(16.0, 38.0, 21.214285714285715)","(12.0, 28.0, 15.083333333333334)","(21.0, 75.0, 30.833333333333336)","(6.5, 11.0, 7.714285714285714)","(2.2, 3.4, 2.541818181818182)","(11.0, 24.0, 13.583333333333334)","(16.0, 50.0, 26.07142857142857)"
11-01-2023 21:51:16.743083,"(2.8, 5.1, 3.6466666666666665)","(16.0, 38.0, 21.214285714285715)","(12.0, 28.0, 15.083333333333334)","(21.0, 75.0, 30.833333333333336)","(6.5, 11.0, 7.714285714285714)","(2.2, 3.4, 2.541818181818182)","(11.0, 24.0, 13.583333333333334)","(16.0, 50.0, 26.07142857142857)"
11-01-2023 21:51:17.781501,"(2.8, 5.1, 3.6466666666666665)","(16.0, 38.0, 21.214285714285715)","(12.0, 28.0, 15.083333333333334)","(21.0, 75.0, 30.833333333333336)","(6.5, 11.0, 7.714285714285714)","(2.2, 3.4, 2.541818181818182)","(11.0, 24.0, 13.583333333333334)","(16.0, 50.0, 26.07142857142857)"
11-01-2023 21:51:18.789245,"(2.8, 5.1, 3.6466666666666665)","(16.0, 38.0, 21.214285714285715)","(12.0, 28.0, 15.083333333333334)","(21.0, 75.0, 30.833333333333336)","(6.5, 11.0, 7.714285714285714)","(2.2, 3.4, 2.541818181818182)","(11.0, 24.0, 13.583333333333334)","(16.0, 50.0, 26.07142857142857)"
11-01-2023 21:51:19.760766,"(2.8, 5.1, 3.6466666666666665)","(16.0, 38.0, 21.214285714285715)","(12.0, 28.0, 15.083333333333334)","(21.0, 75.0, 30.833333333333336)","(6.5, 11.0, 7.714285714285714)","(2.2, 3.4, 2.541818181818182)","(11.0, 24.0, 13.583333333333334)","(16.0, 50.0, 26.07142857142857)"
11-01-2023 21:51:20.723590,"(2.8, 5.1, 3.6466666666666665)","(16.0, 38.0, 21.214285714285715)","(12.0, 28.0, 15.083333333333334)","(21.0, 75.0, 30.833333333333336)","(6.5, 11.0, 7.714285714285714)","(2.2, 3.4, 2.541818181818182)","(11.0, 24.0, 13.583333333333334)","(16.0, 50.0, 26.07142857142857)"
11-01-2023 21:51:21.727412,"(2.8, 5.1, 3.6466666666666665)","(16.0, 38.0, 21.214285714285715)","(12.0, 28.0, 15.083333333333334)","(21.0, 75.0, 30.833333333333336)","(6.5, 11.0, 7.714285714285714)","(2.2, 3.4, 2.541818181818182)","(11.0, 24.0, 13.583333333333334)","(16.0, 50.0, 26.07142857142857)"
11-01-2023 21:51:22.716352,"(2.8, 5.1, 3.6466666666666665)","(16.0, 38.0, 21.214285714285715)","(12.0, 28.0, 15.083333333333334)","(21.0, 75.0, 30.833333333333336)","(6.5, 11.0, 7.714285714285714)","(2.2, 3.4, 2.541818181818182)","(11.0, 24.0, 13.583333333333334)","(16.0, 50.0, 22.083333333333332)"
11-01-2023 21:51:23.843107,"(2.8, 5.1, 3.6466666666666665)","(16.0, 38.0, 21.214285714285715)","(12.0, 28.0, 23.0)","(21.0, 75.0, 30.833333333333336)","(6.5, 11.0, 7.714285714285714)","(2.2, 3.4, 2.541818181818182)","(11.0, 24.0, 13.583333333333334)","(16.0, 50.0, 22.083333333333332)"
11-01-2023 21:51:24.967059,"(2.8, 5.1, 3.6466666666666665)","(16.0, 38.0, 21.214285714285715)","(12.0, 28.0, 15.083333333333334)","(21.0, 75.0, 30.833333333333336)","(6.5, 11.0, 7.714285714285714)","(2.2, 3.4, 2.541818181818182)","(11.0, 24.0, 13.583333333333334)","(16.0, 50.0, 26.07142857142857)"
11-01-2023 21:51:25.892758,"(2.8, 5.1, 3.6466666666666665)","(16.0, 38.0, 21.214285714285715)","(12.0, 28.0, 15.083333333333334)","(21.0, 75.0, 30.833333333333336)","(6.5, 11.0, 7.714285714285714)","(2.2, 3.4, 2.541818181818182)","(11.0, 24.0, 13.583333333333334)","(16.0, 50.0, 26.07142857142857)"
11-01-2023 21:51:26.867315,"(2.8, 5.1, 3.6466666666666665)","(16.0, 38.0, 21.214285714285715)","(12.0, 28.0, 15.083333333333334)","(21.0, 75.0, 30.833333333333336)","(6.5, 11.0, 7.714285714285714)","(2.2, 3.4, 2.541818181818182)","(11.0, 24.0, 13.583333333333334)","(16.0, 50.0, 26.07142857142857)"
11-01-2023 21:51:27.805739,"(2.8, 5.1, 3.6466666666666665)","(16.0, 38.0, 21.214285714285715)","(12.0, 28.0, 15.083333333333334)","(21.0, 75.0, 30.833333333333336)","(6.5, 11.0, 7.714285714285714)","(2.2, 3.4, 2.541818181818182)","(11.0, 24.0, 13.583333333333334)","(16.0, 50.0, 26.07142857142857)"
11-01-2023 21:51:28.801604,"(2.8, 5.1, 3.6466666666666665)","(16.0, 38.0, 21.214285714285715)","(12.0, 28.0, 15.083333333333334)","(21.0, 75.0, 30.833333333333336)","(6.5, 11.0, 7.714285714285714)","(2.2, 3.4, 2.541818181818182)","(11.0, 24.0, 13.583333333333334)","(16.0, 50.0, 26.07142857142857)"
11-01-2023 21:51:29.973975,"(2.8, 5.1, 3.6466666666666665)","(16.0, 38.0, 21.214285714285715)","(12.0, 28.0, 15.083333333333334)","(21.0, 75.0, 30.833333333333336)","(6.5, 11.0, 7.714285714285714)","(2.2, 3.4, 2.541818181818182)","(11.0, 24.0, 13.583333333333334)","(16.0, 50.0, 26.07142857142857)"
11-01-2023 21:51:31.300299,"(2.8, 5.1, 3.6466666666666665)","(16.0, 38.0, 21.214285714285715)","(12.0, 28.0, 15.083333333333334)","(21.0, 75.0, 30.833333333333336)","(6.5, 11.0, 7.714285714285714)","(2.2, 3.4, 2.700740740740741)","(11.0, 24.0, 13.583333333333334)","(16.0, 50.0, 26.07142857142857)"
11-01-2023 21:51:32.426043,"(2.8, 5.1, 3.6466666666666665)","(16.0, 38.0, 21.214285714285715)","(12.0, 28.0, 15.083333333333334)","(21.0, 75.0, 31.666666666666664)","(6.5, 11.0, 7.714285714285714)","(2.2, 3.4, 2.700740740740741)","(11.0, 24.0, 13.583333333333334)","(16.0, 50.0, 26.07142857142857)"
11-01-2023 21:51:33.474718,"(2.8, 5.1, 3.6466666666666665)","(16.0, 38.0, 21.214285714285715)","(12.0, 28.0, 15.083333333333334)","(21.0, 75.0, 31.666666666666664)","(6.5, 11.0, 7.714285714285714)","(2.2, 3.4, 2.700740740740741)","(11.0, 24.0, 13.583333333333334)","(16.0, 50.0, 22.083333333333332)"
11-01-2023 21:51:34.566076,"(2.8, 5.1, 3.6466666666666665)","(16.0, 38.0, 21.214285714285715)","(12.0, 28.0, 14.25)","(21.0, 75.0, 31.666666666666664)","(6.5, 11.0, 7.166666666666667)","(2.2, 3.4, 2.700740740740741)","(11.0, 24.0, 13.583333333333334)","(16.0, 50.0, 22.083333333333332)"
11-01-2023 21:51:35.814898,"(2.8, 5.1, 3.6466666666666665)","(16.0, 38.0, 21.214285714285715)","(12.0, 28.0, 15.083333333333334)","(21.0, 75.0, 31.666666666666664)","(6.5, 11.0, 7.166666666666667)","(2.2, 3.4, 2.700740740740741)","(11.0, 24.0, 13.583333333333334)","(16.0, 50.0, 26.07142857142857)"
11-01-2023 21:51:36.854687,"(2.8, 5.1, 3.6466666666666665)","(16.0, 38.0, 21.214285714285715)","(12.0, 28.0, 15.083333333333334)","(21.0, 75.0, 31.666666666666664)","(6.5, 11.0, 7.166666666666667)","(2.2, 3.4, 2.700740740740741)","(11.0, 24.0, 13.583333333333334)","(16.0, 50.0, 26.07142857142857)"
11-01-2023 21:51:38.084121,"(2.8, 5.1, 3.6466666666666665)","(16.0, 38.0, 21.214285714285715)","(12.0, 28.0, 15.083333333333334)","(21.0, 75.0, 32.5)","(6.5, 11.0, 7.166666666666667)","(2.2, 3.4, 2.700740740740741)","(11.0, 24.0, 13.583333333333334)","(16.0, 50.0, 26.07142857142857)"
11-01-2023 21:51:39.213271,"(2.8, 5.1, 3.6466666666666665)","(16.0, 38.0, 21.214285714285715)","(12.0, 28.0, 15.083333333333334)","(21.0, 75.0, 32.5)","(6.5, 11.0, 7.166666666666667)","(2.2, 3.4, 2.700740740740741)","(11.0, 24.0, 13.583333333333334)","(16.0, 50.0, 26.07142857142857)"
11-01-2023 21:51:40.328991,"(2.8, 5.1, 3.6466666666666665)","(16.0, 38.0, 21.214285714285715)","(12.0, 28.0, 15.083333333333334)","(21.0, 75.0, 32.5)","(6.5, 11.0, 7.166666666666667)","(2.2, 3.4, 2.700740740740741)","(11.0, 24.0, 13.583333333333334)","(16.0, 50.0, 26.07142857142857)"
11-01-2023 21:51:41.412518,"(2.8, 5.1, 3.6466666666666665)","(16.0, 38.0, 21.214285714285715)","(12.0, 28.0, 15.083333333333334)","(21.0, 75.0, 32.5)","(6.5, 11.0, 7.166666666666667)","(2.2, 3.4, 2.700740740740741)","(11.0, 24.0, 13.583333333333334)","(16.0, 50.0, 26.07142857142857)"
11-01-2023 21:51:42.508848,"(2.8, 5.1, 3.6466666666666665)","(16.0, 38.0, 21.214285714285715)","(12.0, 28.0, 15.083333333333334)","(21.0, 75.0, 32.5)","(6.5, 11.0, 7.166666666666667)","(2.2, 3.4, 2.700740740740741)","(11.0, 24.0, 13.583333333333334)","(16.0, 50.0, 26.07142857142857)"
11-01-2023 21:51:43.618051,"(2.8, 5.1, 3.6466666666666665)","(16.0, 38.0, 21.214285714285715)","(12.0, 28.0, 15.083333333333334)","(21.0, 75.0, 32.5)","(6.5, 11.0, 7.166666666666667)","(2.2, 3.4, 2.700740740740741)","(11.0, 24.0, 13.583333333333334)","(16.0, 50.0, 26.07142857142857)"
11-01-2023 21:51:44.701432,"(2.8, 5.1, 3.6466666666666665)","(16.0, 38.0, 21.214285714285715)","(12.0, 28.0, 15.083333333333334)","(21.0, 75.0, 32.5)","(6.5, 11.0, 7.166666666666667)","(2.2, 3.4, 2.700740740740741)","(11.0, 24.0, 13.583333333333334)","(16.0, 50.0, 26.07142857142857)"
11-01-2023 21:51:45.762890,"(2.8, 5.1, 3.6466666666666665)","(16.0, 38.0, 21.214285714285715)","(12.0, 28.0, 15.083333333333334)","(21.0, 75.0, 32.5)","(6.5, 11.0, 7.166666666666667)","(2.2, 3.4, 2.700740740740741)","(11.0, 24.0, 13.583333333333334)","(16.0, 50.0, 26.07142857142857)"
11-01-2023 21:51:46.918318,"(2.8, 5.1, 3.6466666666666665)","(16.0, 38.0, 21.214285714285715)","(12.0, 28.0, 15.083333333333334)","(21.0, 75.0, 32.5)","(6.5, 11.0, 7.166666666666667)","(2.2, 3.4, 2.700740740740741)","(11.0, 24.0, 13.583333333333334)","(16.0, 50.0, 26.07142857142857)"
11-01-2023 21:51:48.105296,"(2.8, 5.1, 3.6466666666666665)","(16.0, 38.0, 21.214285714285715)","(12.0, 28.0, 12.545454545454545)","(21.0, 75.0, 32.5)","(6.5, 11.0, 7.166666666666667)","(2.2, 3.4, 2.700740740740741)","(11.0, 24.0, 13.583333333333334)","(16.0, 50.0, 26.07142857142857)"
11-01-2023 21:51:49.393570,"(2.8, 5.1, 3.6466666666666665)","(16.0, 38.0, 21.214285714285715)","(12.0, 13.0, 11.714285714285714)","(21.0, 75.0, 32.5)","(6.5, 11.0, 7.166666666666667)","(2.2, 3.4, 2.700740740740741)","(11.0, 24.0, 13.583333333333334)","(16.0, 50.0, 26.07142857142857)"
11-01-2023 21:51:50.566500,"(2.8, 5.1, 3.6466666666666665)","(16.0, 38.0, 21.214285714285715)","(12.0, 13.0, 12.0)","(21.0, 75.0, 32.5)","(6.5, 11.0, 7.714285714285714)","(2.2, 3.4, 2.709811320754717)","(11.0, 24.0, 13.583333333333334)","(16.0, 50.0, 22.083333333333332)"
11-01-2023 21:51:52.014363,"(2.8, 5.1, 3.6466666666666665)","(16.0, 38.0, 21.214285714285715)","(12.0, 13.0, 12.0)","(21.0, 75.0, 32.5)","(6.5, 11.0, 8.444444444444445)","(2.2, 3.4, 2.4699999999999998)","(11.0, 24.0, 13.583333333333334)","(16.0, 50.0, 26.07142857142857)"
11-01-2023 21:51:53.308919,"(2.8, 5.1, 3.6466666666666665)","(16.0, 38.0, 21.214285714285715)","(12.0, 13.0, 12.0)","(21.0, 75.0, 32.5)","(6.5, 11.0, 8.444444444444445)","(2.2, 3.4, 2.4938461538461536)","(11.0, 24.0, 13.583333333333334)","(16.0, 50.0, 26.07142857142857)"
11-01-2023 21:51:54.509483,"(2.8, 5.1, 4.477142857142857)","(16.0, 38.0, 21.214285714285715)","(12.0, 13.0, 12.0)","(21.0, 75.0, 32.5)","(6.5, 11.0, 8.444444444444445)","(2.2, 3.4, 2.4938461538461536)","(11.0, 24.0, 13.583333333333334)","(16.0, 50.0, 26.07142857142857)"
11-01-2023 21:51:55.795753,"(2.8, 5.1, 4.477142857142857)","(16.0, 38.0, 21.214285714285715)","(12.0, 13.0, 12.0)","(21.0, 75.0, 52.08333333333333)","(6.5, 11.0, 8.444444444444445)","(2.2, 3.4, 2.532)","(11.0, 24.0, 13.583333333333334)","(16.0, 50.0, 26.07142857142857)"
11-01-2023 21:51:57.206249,"(2.8, 5.1, 4.477142857142857)","(16.0, 38.0, 21.214285714285715)","(12.0, 13.0, 12.0)","(21.0, 75.0, 33.333333333333336)","(6.5, 11.0, 8.444444444444445)","(2.2, 3.4, 2.5256410256410255)","(11.0, 24.0, 13.583333333333334)","(16.0, 50.0, 26.07142857142857)"
11-01-2023 21:51:58.480260,"(2.8, 5.1, 4.477142857142857)","(16.0, 38.0, 21.214285714285715)","(12.0, 13.0, 12.0)","(21.0, 75.0, 33.333333333333336)","(6.5, 11.0, 8.444444444444445)","(2.2, 3.4, 2.5256410256410255)","(11.0, 24.0, 13.583333333333334)","(16.0, 50.0, 26.07142857142857)"
11-01-2023 21:51:59.934126,"(2.8, 5.1, 4.707272727272727)","(16.0, 38.0, 21.214285714285715)","(12.0, 13.0, 12.0)","(21.0, 75.0, 33.333333333333336)","(6.5, 11.0, 8.444444444444445)","(2.2, 3.4, 2.5256410256410255)","(11.0, 24.0, 13.583333333333334)","(16.0, 50.0, 22.083333333333332)"
11-01-2023 21:52:01.153864,"(2.8, 5.1, 3.6733333333333333)","(16.0, 38.0, 21.214285714285715)","(12.0, 13.0, 12.0)","(21.0, 75.0, 33.333333333333336)","(6.5, 11.0, 8.444444444444445)","(2.2, 3.4, 2.443428571428571)","(11.0, 24.0, 13.583333333333334)","(16.0, 50.0, 29.0625)"
11-01-2023 21:52:02.313314,"(2.8, 5.1, 3.6733333333333333)","(16.0, 38.0, 21.214285714285715)","(12.0, 13.0, 12.0)","(21.0, 75.0, 37.0)","(6.5, 11.0, 9.381818181818183)","(2.2, 3.4, 3.0133333333333336)","(11.0, 24.0, 13.8)","(16.0, 50.0, 34.5)"
11-01-2023 21:52:03.449293,"(2.8, 5.0, 3.4699999999999998)","(16.0, 36.0, 23.1)","(12.0, 13.0, 12.0)","(21.0, 70.0, 37.0)","(6.5, 10.5, 8.533333333333333)","(2.2, 3.35, 2.8449999999999998)","(11.0, 23.0, 12.9375)","(16.0, 48.0, 34.5)"
11-01-2023 21:52:04.617464,"(2.8, 5.0, 3.2514285714285713)","(16.0, 36.0, 23.1)","(12.0, 13.0, 12.0)","(21.0, 70.0, 37.0)","(6.5, 9.6, 8.8)","(2.2, 3.35, 2.8449999999999998)","(11.0, 23.0, 12.9375)","(16.0, 48.0, 34.5)"
11-01-2023 21:52:05.838494,"(2.8, 5.0, 3.2514285714285713)","(16.0, 36.0, 23.1)","(12.0, 13.0, 12.0)","(21.0, 70.0, 37.0)","(6.5, 10.0, 9.133333333333333)","(2.2, 3.35, 2.954)","(11.0, 23.0, 12.9375)","(16.0, 48.0, 34.714285714285715)"
11-01-2023 21:52:07.026826,"(2.8, 5.0, 3.2514285714285713)","(16.0, 36.0, 23.1)","(12.0, 13.0, 12.0)","(21.0, 70.0, 37.0)","(6.5, 10.5, 8.872727272727273)","(2.2, 3.35, 2.768)","(11.0, 23.0, 12.9375)","(16.0, 48.0, 29.7)"
11-01-2023 21:52:08.176659,"(2.8, 5.0, 3.2514285714285713)","(16.0, 36.0, 20.25)","(12.0, 13.0, 12.0)","(21.0, 70.0, 37.0)","(6.5, 9.8, 8.872727272727273)","(2.2, 3.35, 2.9619999999999997)","(11.0, 23.0, 12.9375)","(16.0, 48.0, 34.92857142857143)"
11-01-2023 21:52:09.539183,"(2.8, 5.0, 3.2514285714285713)","(16.0, 36.0, 20.25)","(12.0, 13.0, 12.0)","(21.0, 70.0, 37.0)","(6.5, 9.8, 8.581818181818182)","(2.2, 3.35, 2.9619999999999997)","(11.0, 23.0, 12.9375)","(16.0, 48.0, 34.92857142857143)"
11-01-2023 21:52:10.696440,"(2.8, 5.0, 3.2514285714285713)","(16.0, 36.0, 20.25)","(12.0, 13.0, 12.0)","(21.0, 70.0, 37.0)","(6.5, 9.4, 8.581818181818182)","(2.2, 3.35, 2.9619999999999997)","(11.0, 23.0, 12.9375)","(16.0, 48.0, 34.92857142857143)"
11-01-2023 21:52:11.856380,"(2.8, 5.0, 3.2514285714285713)","(16.0, 36.0, 20.625)","(12.0, 13.0, 12.0)","(21.0, 70.0, 31.666666666666668)","(6.5, 10.5, 8.329411764705883)","(2.2, 3.35, 2.9699999999999998)","(11.0, 23.0, 12.9375)","(16.0, 48.0, 33.0)"
11-01-2023 21:52:13.057233,"(2.8, 5.0, 3.2514285714285713)","(16.0, 36.0, 20.625)","(12.0, 13.0, 12.0)","(21.0, 60.0, 31.666666666666668)","(6.5, 10.5, 8.329411764705883)","(2.2, 3.35, 2.978)","(11.0, 23.0, 12.9375)","(16.0, 48.0, 33.0)"
11-01-2023 21:52:14.191007,"(2.8, 5.0, 3.2514285714285713)","(16.0, 36.0, 20.625)","(12.0, 13.0, 12.0)","(21.0, 60.0, 31.666666666666668)","(6.5, 10.5, 8.329411764705883)","(2.2, 3.35, 3.0012499999999998)","(11.0, 23.0, 13.8)","(16.0, 48.0, 29.227272727272727)"
11-01-2023 21:52:15.388969,"(2.8, 5.0, 3.2514285714285713)","(16.0, 36.0, 20.625)","(12.0, 13.0, 12.0)","(21.0, 60.0, 31.666666666666668)","(6.5, 10.5, 8.329411764705883)","(2.2, 3.35, 3.0012499999999998)","(11.0, 23.0, 13.8)","(15.0, 48.0, 29.227272727272727)"
11-01-2023 21:52:16.782922,"(2.8, 5.0, 3.2514285714285713)","(16.0, 36.0, 20.625)","(12.0, 13.0, 12.0)","(21.0, 60.0, 31.666666666666668)","(6.5, 10.5, 8.329411764705883)","(2.2, 3.35, 2.9859999999999998)","(11.0, 23.0, 13.8)","(15.0, 48.0, 29.227272727272727)"
11-01-2023 21:52:18.078399,"(2.8, 5.0, 3.2514285714285713)","(16.0, 36.0, 20.625)","(12.0, 13.0, 12.0)","(21.0, 60.0, 33.25)","(6.5, 10.5, 8.45)","(2.2, 3.35, 2.9311764705882353)","(11.0, 23.0, 13.8)","(15.0, 48.0, 29.227272727272727)"
11-01-2023 21:52:19.297801,"(2.8, 5.0, 3.2514285714285713)","(16.0, 36.0, 20.625)","(12.0, 13.0, 12.0)","(21.0, 55.0, 33.25)","(6.5, 10.5, 8.45)","(2.2, 3.35, 2.9311764705882353)","(11.0, 23.0, 13.8)","(15.0, 48.0, 33.5)"
11-01-2023 21:52:20.420720,"(2.8, 5.0, 3.2514285714285713)","(16.0, 36.0, 20.625)","(12.0, 13.0, 12.0)","(21.0, 55.0, 33.25)","(6.5, 10.5, 8.45)","(2.2, 3.35, 2.824090909090909)","(11.0, 23.0, 13.8)","(15.0, 48.0, 23.0625)"
11-01-2023 21:52:21.506172,"(2.8, 5.0, 3.2514285714285713)","(16.0, 36.0, 20.625)","(12.0, 13.0, 12.0)","(21.0, 55.0, 34.0)","(6.5, 10.5, 8.45)","(2.2, 3.35, 2.824090909090909)","(11.0, 23.0, 13.8)","(15.0, 48.0, 35.53125)"
11-01-2023 21:52:22.639768,"(2.8, 5.0, 3.2514285714285713)","(16.0, 36.0, 20.625)","(12.0, 13.0, 12.0)","(21.0, 55.0, 34.0)","(6.5, 10.5, 8.45)","(2.2, 3.35, 2.824090909090909)","(11.0, 23.0, 13.8)","(15.0, 48.0, 36.26470588235294)"
11-01-2023 21:52:23.755733,"(2.8, 5.0, 3.2514285714285713)","(16.0, 36.0, 20.625)","(12.0, 13.0, 12.1)","(21.0, 55.0, 34.0)","(6.5, 10.5, 8.45)","(2.2, 3.35, 2.824090909090909)","(11.0, 23.0, 13.8)","(15.0, 48.0, 36.80769230769231)"
11-01-2023 21:52:24.949521,"(2.8, 5.0, 3.2514285714285713)","(16.0, 32.0, 19.625)","(12.0, 13.0, 12.1)","(21.0, 55.0, 34.0)","(6.5, 10.5, 8.45)","(2.2, 3.35, 2.824090909090909)","(11.0, 23.0, 13.8)","(15.0, 42.0, 36.80769230769231)"
11-01-2023 21:52:26.104192,"(2.8, 5.0, 3.2514285714285713)","(16.0, 32.0, 19.625)","(12.0, 13.0, 12.1)","(21.0, 55.0, 34.0)","(6.5, 10.5, 8.45)","(2.2, 3.35, 2.768421052631579)","(11.0, 21.0, 13.875)","(15.0, 42.0, 36.80769230769231)"
11-01-2023 21:52:27.306506,"(2.8, 5.0, 3.2514285714285713)","(16.0, 32.0, 19.625)","(12.0, 13.0, 12.1)","(21.0, 55.0, 34.0)","(6.5, 10.5, 8.45)","(2.2, 3.35, 2.823809523809524)","(11.0, 21.0, 13.875)","(15.0, 42.0, 36.80769230769231)"
11-01-2023 21:52:28.597226,"(2.8, 5.0, 3.2514285714285713)","(16.0, 32.0, 19.625)","(12.0, 13.0, 12.1)","(21.0, 55.0, 34.75)","(6.5, 10.5, 8.45)","(2.2, 3.35, 2.823809523809524)","(11.0, 21.0, 13.875)","(15.0, 42.0, 36.80769230769231)"
11-01-2023 21:52:29.958628,"(2.8, 5.0, 3.2514285714285713)","(16.0, 32.0, 19.625)","(12.0, 13.0, 12.1)","(21.0, 55.0, 34.75)","(6.5, 10.5, 8.45)","(2.2, 3.35, 2.8477272727272727)","(11.0, 21.0, 13.875)","(15.0, 42.0, 36.80769230769231)"
11-01-2023 21:52:31.223596,"(2.8, 5.0, 3.2514285714285713)","(16.0, 32.0, 19.625)","(12.0, 13.0, 12.1)","(21.0, 55.0, 34.75)","(6.5, 10.5, 8.45)","(2.2, 3.35, 2.7957894736842106)","(11.0, 21.0, 13.875)","(15.0, 42.0, 36.80769230769231)"
11-01-2023 21:52:32.553907,"(2.8, 5.0, 3.2514285714285713)","(16.0, 32.0, 19.625)","(12.0, 13.0, 12.1)","(21.0, 55.0, 34.75)","(6.5, 10.5, 8.45)","(2.2, 3.35, 2.8485714285714288)","(11.0, 21.0, 13.875)","(15.0, 42.0, 36.80769230769231)"
11-01-2023 21:52:34.109539,"(2.8, 5.0, 3.2514285714285713)","(16.0, 32.0, 19.625)","(12.0, 13.0, 12.1)","(21.0, 55.0, 34.75)","(6.5, 10.5, 8.45)","(2.2, 3.35, 2.8485714285714288)","(11.0, 21.0, 13.583333333333334)","(15.0, 42.0, 36.80769230769231)"
11-01-2023 21:52:35.444208,"(2.8, 5.0, 3.2514285714285713)","(16.0, 32.0, 19.625)","(12.0, 13.0, 12.1)","(21.0, 55.0, 34.75)","(6.5, 10.5, 8.45)","(2.2, 3.35, 2.8485714285714288)","(11.0, 24.0, 13.583333333333334)","(15.0, 42.0, 36.80769230769231)"
11-01-2023 21:52:36.735529,"(2.8, 5.0, 3.2514285714285713)","(16.0, 32.0, 19.625)","(12.0, 13.0, 12.1)","(21.0, 55.0, 34.75)","(6.5, 10.5, 8.45)","(2.2, 3.35, 2.823157894736842)","(11.0, 24.0, 13.583333333333334)","(15.0, 42.0, 36.80769230769231)"
11-01-2023 21:52:38.022053,"(2.8, 5.0, 3.2514285714285713)","(16.0, 32.0, 19.625)","(12.0, 13.0, 12.1)","(21.0, 55.0, 34.75)","(6.5, 10.5, 8.45)","(2.2, 3.35, 2.8733333333333335)","(11.0, 24.0, 13.583333333333334)","(15.0, 42.0, 36.80769230769231)"
11-01-2023 21:52:39.487469,"(2.8, 5.0, 3.2514285714285713)","(16.0, 32.0, 19.625)","(12.0, 13.0, 12.1)","(21.0, 55.0, 34.75)","(6.5, 10.5, 8.45)","(2.2, 3.35, 2.895)","(11.0, 24.0, 13.583333333333334)","(15.0, 42.0, 36.80769230769231)"
11-01-2023 21:52:40.950493,"(2.8, 5.0, 3.2514285714285713)","(16.0, 32.0, 19.625)","(12.0, 13.0, 12.1)","(21.0, 55.0, 34.75)","(6.5, 10.5, 8.45)","(2.2, 3.35, 2.895)","(11.0, 24.0, 13.583333333333334)","(15.0, 42.0, 36.80769230769231)"
11-01-2023 21:52:42.323638,"(2.8, 5.0, 3.2514285714285713)","(16.0, 32.0, 19.625)","(12.0, 13.0, 12.1)","(21.0, 55.0, 34.75)","(6.5, 10.5, 8.45)","(2.2, 3.35, 2.8876923076923076)","(11.0, 24.0, 13.583333333333334)","(15.0, 42.0, 36.80769230769231)"
11-01-2023 21:52:43.637398,"(2.8, 5.0, 3.2514285714285713)","(16.0, 32.0, 19.625)","(12.0, 13.0, 12.1)","(21.0, 55.0, 34.75)","(6.5, 10.5, 8.45)","(2.2, 2.98, 2.8876923076923076)","(11.0, 24.0, 13.583333333333334)","(15.0, 42.0, 36.80769230769231)"
11-01-2023 21:52:44.929788,"(2.8, 5.0, 3.2514285714285713)","(16.0, 36.0, 18.916666666666668)","(12.0, 13.0, 12.1)","(21.0, 55.0, 34.75)","(6.5, 10.5, 8.45)","(2.2, 2.98, 2.8657142857142857)","(11.0, 24.0, 13.583333333333334)","(15.0, 42.0, 36.80769230769231)"
11-01-2023 21:52:46.178620,"(2.8, 5.0, 3.2514285714285713)","(16.0, 34.0, 20.125)","(12.0, 13.0, 12.1)","(21.0, 55.0, 34.0)","(6.5, 10.5, 8.45)","(2.2, 2.98, 2.8657142857142857)","(11.0, 24.0, 13.583333333333334)","(15.0, 42.0, 36.80769230769231)"
11-01-2023 21:52:47.356524,"(2.8, 5.0, 3.2514285714285713)","(16.0, 34.0, 20.125)","(12.0, 13.0, 12.1)","(21.0, 55.0, 34.0)","(6.5, 10.5, 8.45)","(2.2, 2.98, 2.675)","(11.0, 24.0, 13.583333333333334)","(15.0, 42.0, 36.80769230769231)"
11-01-2023 21:52:48.631348,"(2.8, 5.0, 3.2514285714285713)","(16.0, 34.0, 20.125)","(12.0, 13.0, 12.1)","(21.0, 55.0, 34.0)","(6.5, 10.5, 7.876)","(2.2, 2.96, 2.856923076923077)","(11.0, 24.0, 13.583333333333334)","(15.0, 42.0, 36.80769230769231)"
11-01-2023 21:52:49.835122,"(2.8, 5.0, 3.2514285714285713)","(16.0, 34.0, 20.125)","(12.0, 13.0, 12.1)","(21.0, 55.0, 34.0)","(6.5, 10.5, 7.819230769230769)","(2.2, 2.94, 2.856923076923077)","(11.0, 24.0, 13.583333333333334)","(15.0, 42.0, 36.80769230769231)"
