,Zippy De Goey,Yeah The Boy,Wild Jewel,Sir Sugar,Reality One,Pie Hard,All Eagle,Talent Show
12-01-2023 08:03:53.634196,"(20.0, 28.0, 26.8)","(4.8, 7.2, 6.705882352941177)","(31.0, 70.0, 53.285714285714285)","(6.5, 14.0, 13.7)","(8.0, 13.0, 12.972972972972974)","(4.6, 5.1, 5.022222222222222)","(15.0, 17.5, 17.166666666666668)","(2.3, 2.6, 2.58)"
12-01-2023 08:03:54.770889,"(20.0, 28.0, 26.307692307692307)","(4.8, 7.2, 6.705882352941177)","(31.0, 70.0, 53.285714285714285)","(6.5, 14.0, 13.7)","(8.0, 13.0, 12.972972972972974)","(4.6, 5.1, 5.022222222222222)","(15.0, 17.5, 17.166666666666668)","(2.3, 2.6, 2.5971428571428574)"
12-01-2023 08:03:55.967602,"(20.0, 29.0, 26.4)","(4.8, 7.2, 6.705882352941177)","(31.0, 70.0, 53.285714285714285)","(6.5, 14.0, 13.7)","(8.0, 13.0, 12.972972972972974)","(4.6, 5.1, 5.022222222222222)","(15.0, 17.5, 17.166666666666668)","(2.3, 2.6, 2.5953846153846154)"
12-01-2023 08:03:57.103464,"(20.0, 29.0, 26.4)","(4.8, 7.2, 6.705882352941177)","(31.0, 70.0, 53.285714285714285)","(6.5, 14.0, 13.7)","(8.0, 13.0, 12.972972972972974)","(4.6, 5.1, 5.022222222222222)","(15.0, 17.5, 17.166666666666668)","(2.3, 2.6, 2.5953846153846154)"
12-01-2023 08:03:58.189819,"(20.0, 29.0, 26.375)","(5.0, 7.2, 6.705882352941177)","(31.0, 70.0, 53.285714285714285)","(7.0, 14.0, 13.76923076923077)","(8.0, 13.0, 12.972972972972974)","(4.6, 5.1, 5.022222222222222)","(15.0, 17.5, 17.166666666666668)","(2.25, 2.6, 2.5742857142857143)"
12-01-2023 08:03:59.273478,"(20.0, 29.0, 26.375)","(5.0, 7.2, 6.705882352941177)","(31.0, 70.0, 53.285714285714285)","(7.0, 14.0, 13.76923076923077)","(8.0, 13.0, 12.972972972972974)","(4.6, 5.1, 5.022222222222222)","(15.0, 17.5, 17.27777777777778)","(2.25, 2.6, 2.5742857142857143)"
12-01-2023 08:04:00.412131,"(20.0, 29.0, 26.375)","(5.0, 7.2, 6.705882352941177)","(31.0, 70.0, 53.285714285714285)","(7.0, 14.0, 13.76923076923077)","(8.0, 13.0, 12.972972972972974)","(4.6, 5.1, 5.022222222222222)","(15.0, 17.5, 19.0)","(2.25, 2.6, 2.548)"
12-01-2023 08:04:01.480746,"(20.0, 29.0, 26.2)","(5.0, 7.0, 6.822222222222222)","(31.0, 70.0, 53.285714285714285)","(7.0, 14.0, 13.76923076923077)","(8.0, 11.0, 12.785714285714285)","(4.6, 5.1, 5.023076923076923)","(15.0, 19.5, 19.214285714285715)","(2.25, 2.58, 2.567)"
12-01-2023 08:04:02.584393,"(20.0, 29.0, 26.2)","(5.0, 7.0, 6.766666666666667)","(31.0, 70.0, 53.285714285714285)","(7.0, 14.0, 13.5)","(8.0, 13.0, 12.25)","(4.6, 5.1, 5.023076923076923)","(15.0, 19.5, 19.214285714285715)","(2.25, 2.6, 2.567)"
12-01-2023 08:04:03.674600,"(20.0, 29.0, 26.2)","(5.0, 7.0, 6.766666666666667)","(31.0, 70.0, 53.285714285714285)","(7.0, 14.0, 13.5)","(8.0, 13.0, 12.25)","(4.6, 5.1, 5.023076923076923)","(15.0, 19.5, 19.214285714285715)","(2.25, 2.6, 2.567)"
12-01-2023 08:04:04.764285,"(20.0, 29.0, 26.2)","(5.0, 7.0, 6.745454545454545)","(31.0, 70.0, 53.285714285714285)","(7.0, 14.0, 13.5)","(8.0, 12.5, 11.851851851851851)","(4.6, 5.1, 5.023076923076923)","(15.0, 19.5, 19.0)","(2.25, 2.6, 2.567)"
12-01-2023 08:04:05.859294,"(20.0, 29.0, 26.2)","(5.0, 7.0, 6.745454545454545)","(31.0, 70.0, 53.285714285714285)","(7.0, 14.0, 13.5)","(8.0, 12.5, 11.851851851851851)","(4.6, 5.1, 5.023076923076923)","(15.0, 19.5, 19.0)","(2.25, 2.6, 2.567)"
12-01-2023 08:04:06.962631,"(20.0, 29.0, 26.2)","(5.0, 7.0, 6.745454545454545)","(31.0, 70.0, 53.285714285714285)","(7.0, 14.0, 13.5)","(8.0, 12.5, 11.785714285714286)","(4.6, 5.1, 5.023076923076923)","(15.0, 19.5, 19.0)","(2.25, 2.6, 2.567)"
12-01-2023 08:04:08.050919,"(20.0, 29.0, 26.2)","(5.0, 7.2, 7.035294117647059)","(31.0, 70.0, 53.285714285714285)","(7.0, 14.0, 13.5)","(8.0, 12.5, 11.785714285714286)","(4.6, 5.1, 5.023076923076923)","(15.0, 19.5, 19.0)","(2.25, 2.6, 2.55875)"
12-01-2023 08:04:09.178901,"(20.0, 29.0, 26.2)","(5.0, 7.2, 7.046153846153846)","(31.0, 70.0, 53.285714285714285)","(7.0, 14.0, 13.5)","(8.0, 12.5, 11.785714285714286)","(4.6, 5.1, 5.023076923076923)","(15.0, 19.5, 19.0)","(2.25, 2.6, 2.562222222222222)"
12-01-2023 08:04:10.350972,"(21.0, 29.0, 26.2)","(5.0, 7.2, 7.15)","(31.0, 70.0, 53.285714285714285)","(8.0, 14.0, 13.5)","(8.0, 12.5, 11.785714285714286)","(4.4, 5.1, 5.023076923076923)","(15.0, 19.5, 19.0)","(2.2, 2.58, 2.5636363636363635)"
12-01-2023 08:04:11.503262,"(21.0, 29.0, 26.2)","(5.0, 7.2, 7.15)","(31.0, 70.0, 53.285714285714285)","(8.0, 14.0, 12.033333333333333)","(8.0, 12.5, 11.166666666666666)","(4.4, 5.1, 5.023076923076923)","(15.0, 19.5, 19.0)","(2.2, 2.58, 2.5636363636363635)"
12-01-2023 08:04:12.581131,"(21.0, 29.0, 26.2)","(5.0, 7.2, 7.15)","(31.0, 70.0, 53.285714285714285)","(8.0, 12.5, 12.033333333333333)","(8.0, 12.5, 11.25)","(4.4, 5.1, 5.023076923076923)","(15.0, 19.5, 19.0)","(2.2, 2.58, 2.568)"
12-01-2023 08:04:13.685360,"(21.0, 29.0, 26.2)","(5.0, 7.2, 7.15)","(31.0, 70.0, 53.285714285714285)","(8.0, 12.5, 12.22)","(8.0, 12.0, 11.25)","(4.4, 5.1, 5.023076923076923)","(15.0, 19.5, 19.0)","(2.2, 2.58, 2.561176470588235)"
12-01-2023 08:04:14.784704,"(21.0, 29.0, 26.2)","(5.0, 7.2, 7.15)","(31.0, 70.0, 53.285714285714285)","(8.0, 12.5, 12.318181818181818)","(8.0, 12.0, 11.8125)","(4.4, 5.1, 5.023076923076923)","(15.0, 19.5, 19.0)","(2.2, 2.6, 2.561176470588235)"
12-01-2023 08:04:15.824702,"(21.0, 29.0, 26.2)","(5.0, 7.2, 7.15)","(31.0, 70.0, 52.0)","(8.0, 12.5, 12.318181818181818)","(8.0, 12.0, 11.8125)","(4.4, 5.1, 5.023076923076923)","(15.0, 19.5, 18.5)","(2.2, 2.6, 2.58625)"
12-01-2023 08:04:16.924938,"(21.0, 29.0, 26.2)","(5.0, 7.2, 7.15)","(31.0, 70.0, 52.0)","(8.0, 12.5, 12.777777777777779)","(8.0, 12.0, 11.8125)","(4.4, 5.1, 5.023076923076923)","(15.0, 19.5, 18.5)","(2.2, 2.6, 2.58625)"
12-01-2023 08:04:17.961739,"(21.0, 29.0, 26.2)","(5.0, 7.2, 7.15)","(31.0, 70.0, 52.0)","(8.0, 13.0, 12.777777777777779)","(8.0, 12.0, 11.8125)","(4.4, 5.1, 5.023076923076923)","(15.0, 19.5, 18.5)","(2.2, 2.6, 2.58625)"
12-01-2023 08:04:19.057020,"(21.0, 29.0, 26.2)","(5.0, 7.2, 7.15)","(31.0, 70.0, 52.0)","(8.0, 13.0, 12.777777777777779)","(8.0, 12.0, 11.8125)","(4.4, 5.1, 5.023076923076923)","(15.0, 19.5, 18.5)","(2.2, 2.6, 2.5916279069767443)"
12-01-2023 08:04:20.073551,"(21.0, 29.0, 26.2)","(5.0, 7.4, 7.12)","(31.0, 70.0, 52.0)","(8.0, 13.0, 12.777777777777779)","(8.0, 12.0, 11.8125)","(4.4, 5.1, 5.023076923076923)","(15.0, 19.5, 18.5)","(2.2, 2.6, 2.574)"
12-01-2023 08:04:21.135167,"(21.0, 29.0, 26.2)","(5.0, 7.4, 7.12)","(31.0, 65.0, 51.5)","(8.0, 13.0, 12.777777777777779)","(8.0, 12.0, 11.8125)","(4.4, 5.1, 5.023076923076923)","(15.0, 19.5, 18.5)","(2.2, 2.6, 2.581176470588235)"
12-01-2023 08:04:22.271657,"(21.0, 29.0, 26.2)","(5.0, 7.4, 7.300000000000001)","(31.0, 65.0, 56.0)","(8.0, 13.0, 12.777777777777779)","(8.0, 12.0, 11.8125)","(4.4, 5.1, 5.023076923076923)","(15.0, 19.5, 18.5)","(2.2, 2.6, 2.562105263157895)"
12-01-2023 08:04:23.360700,"(21.0, 29.0, 26.2)","(5.0, 7.4, 7.085714285714285)","(31.0, 65.0, 56.0)","(8.0, 13.0, 12.777777777777779)","(8.0, 12.0, 11.714285714285714)","(4.4, 5.1, 5.023076923076923)","(15.0, 19.5, 15.541666666666666)","(2.2, 2.6, 2.565714285714286)"
12-01-2023 08:04:24.478477,"(21.0, 29.0, 26.2)","(5.0, 7.4, 7.085714285714285)","(31.0, 65.0, 50.27272727272727)","(8.0, 13.0, 12.777777777777779)","(8.0, 12.0, 11.714285714285714)","(4.4, 5.1, 5.023076923076923)","(15.0, 16.0, 16.666666666666668)","(2.2, 2.6, 2.578181818181818)"
12-01-2023 08:04:25.554998,"(21.0, 29.0, 26.2)","(5.0, 7.4, 7.085714285714285)","(31.0, 65.0, 50.27272727272727)","(8.0, 13.0, 12.777777777777779)","(8.0, 12.0, 11.714285714285714)","(4.4, 5.1, 5.023076923076923)","(15.0, 19.0, 16.666666666666668)","(2.2, 2.6, 2.5575)"
12-01-2023 08:04:26.629311,"(21.0, 29.0, 26.2)","(5.0, 7.4, 7.085714285714285)","(31.0, 65.0, 50.27272727272727)","(8.0, 13.0, 12.857142857142858)","(8.0, 12.0, 11.777777777777779)","(4.4, 5.1, 5.023076923076923)","(15.0, 19.0, 16.0)","(2.2, 2.56, 2.5575)"
12-01-2023 08:04:27.740957,"(21.0, 29.0, 26.2)","(5.0, 7.4, 7.085714285714285)","(31.0, 65.0, 50.27272727272727)","(8.0, 13.0, 12.857142857142858)","(8.0, 12.0, 11.777777777777779)","(4.4, 5.1, 5.023076923076923)","(15.0, 19.0, 16.0)","(2.2, 2.56, 2.5575)"
12-01-2023 08:04:28.781449,"(21.0, 29.0, 26.2)","(5.0, 7.4, 7.085714285714285)","(31.0, 65.0, 50.27272727272727)","(8.0, 13.0, 12.857142857142858)","(8.0, 12.0, 11.777777777777779)","(4.4, 5.1, 5.023076923076923)","(15.0, 19.0, 16.0)","(2.2, 2.56, 2.575)"
12-01-2023 08:04:29.780746,"(21.0, 29.0, 26.2)","(5.0, 7.4, 7.085714285714285)","(31.0, 65.0, 50.27272727272727)","(8.0, 13.0, 12.857142857142858)","(8.0, 12.0, 11.666666666666666)","(4.4, 5.1, 5.023076923076923)","(15.0, 19.0, 16.0)","(2.2, 2.6, 2.575)"
12-01-2023 08:04:30.755373,"(21.0, 29.0, 26.2)","(5.0, 7.4, 7.085714285714285)","(31.0, 65.0, 50.27272727272727)","(8.0, 13.0, 12.857142857142858)","(8.0, 12.0, 11.666666666666666)","(4.4, 5.1, 5.023076923076923)","(15.0, 19.0, 16.0)","(2.2, 2.6, 2.575)"
12-01-2023 08:04:31.788040,"(21.0, 29.0, 26.2)","(5.0, 7.4, 7.085714285714285)","(31.0, 65.0, 51.5)","(8.0, 13.0, 12.857142857142858)","(8.0, 12.0, 11.666666666666666)","(4.4, 5.1, 5.023076923076923)","(15.0, 19.0, 16.0)","(2.2, 2.6, 2.575)"
12-01-2023 08:04:32.805967,"(21.0, 29.0, 26.2)","(5.0, 7.4, 7.085714285714285)","(31.0, 65.0, 52.5)","(8.0, 13.0, 12.857142857142858)","(8.0, 12.0, 11.666666666666666)","(4.4, 5.1, 5.023076923076923)","(15.0, 19.0, 16.0)","(2.2, 2.6, 2.575)"
12-01-2023 08:04:33.903277,"(21.0, 29.0, 26.2)","(5.0, 7.4, 7.085714285714285)","(31.0, 65.0, 50.625)","(8.0, 13.0, 12.857142857142858)","(8.0, 12.0, 11.666666666666666)","(4.4, 5.1, 5.023076923076923)","(15.0, 19.0, 15.9375)","(2.2, 2.6, 2.584)"
12-01-2023 08:04:34.995257,"(21.0, 29.0, 26.2)","(5.0, 7.4, 7.085714285714285)","(31.0, 65.0, 52.22222222222222)","(8.0, 13.0, 12.857142857142858)","(8.0, 12.0, 11.666666666666666)","(4.4, 5.1, 5.023076923076923)","(15.0, 19.0, 15.9375)","(2.2, 2.6, 2.584)"
12-01-2023 08:04:36.145356,"(21.0, 29.0, 26.2)","(5.0, 7.4, 7.085714285714285)","(31.0, 65.0, 53.5)","(8.0, 13.0, 12.857142857142858)","(8.0, 12.0, 11.666666666666666)","(4.4, 5.1, 5.023076923076923)","(15.0, 19.0, 15.9375)","(2.2, 2.6, 2.584)"
12-01-2023 08:04:37.228351,"(21.0, 29.0, 26.2)","(5.0, 7.4, 7.085714285714285)","(31.0, 65.0, 53.5)","(8.0, 13.0, 12.857142857142858)","(8.0, 12.0, 11.666666666666666)","(4.4, 5.1, 5.023076923076923)","(15.0, 19.0, 15.9375)","(2.2, 2.6, 2.584)"
12-01-2023 08:04:38.331136,"(21.0, 29.0, 26.2)","(5.0, 7.4, 7.085714285714285)","(31.0, 65.0, 53.5)","(8.0, 13.0, 12.857142857142858)","(8.0, 12.0, 11.666666666666666)","(4.4, 5.1, 5.023076923076923)","(15.0, 19.0, 15.9375)","(2.2, 2.6, 2.584)"
12-01-2023 08:04:39.405976,"(21.0, 29.0, 26.2)","(5.0, 7.4, 7.085714285714285)","(31.0, 65.0, 53.5)","(8.0, 13.0, 12.857142857142858)","(8.0, 12.0, 11.666666666666666)","(4.4, 5.1, 5.023076923076923)","(15.0, 19.0, 17.352941176470587)","(2.2, 2.6, 2.584)"
12-01-2023 08:04:40.476933,"(21.0, 29.0, 26.2)","(5.0, 7.4, 7.085714285714285)","(31.0, 65.0, 53.5)","(8.0, 13.0, 12.928571428571429)","(8.0, 12.0, 11.666666666666666)","(4.4, 5.1, 5.023076923076923)","(15.0, 19.0, 17.352941176470587)","(2.2, 2.6, 2.584)"
12-01-2023 08:04:41.575826,"(21.0, 29.0, 26.2)","(5.0, 7.4, 7.085714285714285)","(31.0, 65.0, 53.5)","(8.0, 13.5, 12.928571428571429)","(8.0, 12.0, 11.666666666666666)","(4.4, 5.1, 5.023076923076923)","(15.0, 19.0, 17.352941176470587)","(2.2, 2.6, 2.584)"
12-01-2023 08:04:42.617327,"(21.0, 29.0, 26.2)","(5.0, 7.4, 7.085714285714285)","(31.0, 65.0, 53.5)","(8.0, 13.5, 12.928571428571429)","(8.0, 12.0, 11.666666666666666)","(4.4, 5.1, 5.023076923076923)","(15.0, 19.0, 17.352941176470587)","(2.2, 2.6, 2.584)"
12-01-2023 08:04:43.655772,"(21.0, 29.0, 26.2)","(5.0, 7.4, 7.085714285714285)","(31.0, 65.0, 52.22222222222222)","(8.0, 13.5, 12.928571428571429)","(8.0, 12.0, 11.666666666666666)","(4.4, 5.1, 5.023076923076923)","(15.0, 19.0, 17.352941176470587)","(2.2, 2.6, 2.584)"
12-01-2023 08:04:44.658181,"(21.0, 29.0, 26.2)","(5.0, 7.4, 7.085714285714285)","(31.0, 65.0, 52.22222222222222)","(8.0, 13.5, 12.928571428571429)","(8.0, 12.0, 11.666666666666666)","(4.4, 5.1, 5.023076923076923)","(15.0, 19.0, 17.352941176470587)","(2.2, 2.6, 2.584)"
12-01-2023 08:04:45.713978,"(21.0, 29.0, 26.2)","(5.0, 7.4, 7.085714285714285)","(31.0, 65.0, 56.92307692307692)","(8.0, 13.5, 12.928571428571429)","(8.0, 12.0, 11.666666666666666)","(4.4, 5.1, 5.023076923076923)","(15.0, 19.0, 17.352941176470587)","(2.2, 2.6, 2.584)"
12-01-2023 08:04:46.782529,"(21.0, 29.0, 26.2)","(5.0, 7.4, 7.085714285714285)","(31.0, 65.0, 56.92307692307692)","(8.0, 13.5, 12.928571428571429)","(8.0, 12.0, 11.615384615384615)","(4.4, 5.1, 5.023076923076923)","(15.0, 19.0, 17.423076923076923)","(2.2, 2.6, 2.582222222222222)"
12-01-2023 08:04:47.819686,"(21.0, 29.0, 26.2)","(5.0, 7.4, 7.085714285714285)","(31.0, 65.0, 56.92307692307692)","(8.0, 13.5, 12.833333333333334)","(8.0, 12.0, 11.583333333333334)","(4.4, 5.1, 5.023076923076923)","(15.0, 18.5, 16.5)","(2.2, 2.6, 2.5733333333333333)"
12-01-2023 08:04:48.874622,"(21.0, 29.0, 26.2)","(5.0, 7.4, 7.085714285714285)","(31.0, 65.0, 56.92307692307692)","(8.0, 13.5, 12.833333333333334)","(8.0, 12.0, 11.583333333333334)","(4.4, 5.1, 5.023076923076923)","(15.0, 18.5, 16.5)","(2.2, 2.6, 2.5733333333333333)"
12-01-2023 08:04:49.984097,"(21.0, 29.0, 26.2)","(5.0, 7.4, 7.085714285714285)","(31.0, 65.0, 56.92307692307692)","(8.0, 13.5, 13.071428571428571)","(8.0, 12.0, 11.583333333333334)","(4.4, 5.1, 5.023076923076923)","(15.0, 18.5, 16.5)","(2.2, 2.6, 2.5696153846153846)"
12-01-2023 08:04:51.110914,"(21.0, 29.0, 26.2)","(5.0, 7.4, 7.085714285714285)","(31.0, 65.0, 56.92307692307692)","(8.0, 13.5, 13.166666666666666)","(8.0, 12.0, 11.583333333333334)","(4.4, 5.1, 5.023076923076923)","(15.0, 18.5, 16.5)","(2.2, 2.58, 2.5696153846153846)"
12-01-2023 08:04:52.204636,"(21.0, 29.0, 26.2)","(5.0, 7.4, 7.085714285714285)","(31.0, 65.0, 56.92307692307692)","(8.0, 14.0, 13.166666666666666)","(8.0, 12.0, 11.583333333333334)","(4.4, 5.1, 5.023076923076923)","(15.0, 18.5, 16.5)","(2.2, 2.58, 2.5696153846153846)"
12-01-2023 08:04:53.338673,"(21.0, 29.0, 26.2)","(5.0, 7.4, 7.085714285714285)","(31.0, 65.0, 56.92307692307692)","(8.0, 14.0, 12.961538461538462)","(8.0, 12.0, 11.583333333333334)","(4.4, 5.1, 4.966666666666667)","(15.0, 18.5, 17.333333333333332)","(2.2, 2.58, 2.568)"
12-01-2023 08:04:54.459979,"(21.0, 29.0, 26.2)","(5.0, 7.4, 7.085714285714285)","(31.0, 65.0, 56.92307692307692)","(8.0, 14.0, 12.961538461538462)","(8.0, 12.0, 11.583333333333334)","(4.4, 5.1, 4.966666666666667)","(14.0, 18.0, 17.0)","(2.2, 2.58, 2.5714285714285716)"
12-01-2023 08:04:55.610701,"(21.0, 29.0, 26.2)","(5.0, 7.4, 7.085714285714285)","(31.0, 65.0, 56.92307692307692)","(8.0, 14.0, 12.961538461538462)","(8.0, 12.0, 11.583333333333334)","(4.4, 5.1, 4.966666666666667)","(14.0, 18.0, 16.8)","(2.2, 2.58, 2.56)"
12-01-2023 08:04:56.697953,"(21.0, 29.0, 26.2)","(5.0, 7.4, 7.085714285714285)","(31.0, 65.0, 57.69230769230769)","(8.0, 14.0, 12.961538461538462)","(8.5, 12.0, 11.583333333333334)","(4.4, 5.1, 4.966666666666667)","(14.0, 18.0, 16.8)","(2.2, 2.58, 2.5438297872340425)"
12-01-2023 08:04:57.831398,"(20.0, 29.0, 26.375)","(5.5, 7.4, 7.085714285714285)","(31.0, 65.0, 57.69230769230769)","(8.0, 14.0, 13.25)","(8.5, 12.0, 11.722222222222221)","(4.4, 5.1, 4.966666666666667)","(14.0, 18.0, 16.8)","(2.2, 2.6, 2.5588888888888888)"
12-01-2023 08:04:58.938381,"(20.0, 29.0, 26.375)","(5.5, 7.4, 7.085714285714285)","(31.0, 65.0, 57.69230769230769)","(8.0, 14.0, 13.1)","(8.5, 12.0, 11.722222222222221)","(4.4, 5.1, 4.9714285714285715)","(14.0, 18.0, 16.8)","(2.2, 2.62, 2.559047619047619)"
12-01-2023 08:05:00.088099,"(20.0, 29.0, 26.375)","(5.5, 7.2, 6.933333333333334)","(31.0, 65.0, 57.69230769230769)","(8.0, 14.0, 13.55)","(8.5, 12.0, 11.583333333333334)","(4.4, 5.1, 4.9714285714285715)","(14.0, 18.0, 16.8)","(2.2, 2.62, 2.5823529411764707)"
12-01-2023 08:05:01.186511,"(20.0, 32.0, 30.0)","(5.5, 7.2, 6.8)","(31.0, 65.0, 57.69230769230769)","(8.0, 14.0, 13.55)","(8.5, 12.0, 11.583333333333334)","(4.4, 5.1, 4.9714285714285715)","(14.0, 18.0, 16.8)","(2.2, 2.62, 2.5823529411764707)"
12-01-2023 08:05:02.260995,"(20.0, 38.0, 29.0)","(5.5, 7.2, 6.9818181818181815)","(31.0, 65.0, 57.69230769230769)","(8.0, 14.0, 13.55)","(8.5, 12.0, 11.583333333333334)","(4.4, 5.1, 4.9714285714285715)","(14.0, 18.0, 16.8)","(2.2, 2.62, 2.5971428571428574)"
12-01-2023 08:05:03.393332,"(20.0, 38.0, 31.454545454545453)","(5.5, 7.2, 6.72)","(31.0, 65.0, 52.5)","(8.0, 14.0, 13.55)","(8.5, 12.0, 11.583333333333334)","(4.4, 5.1, 4.9714285714285715)","(14.0, 18.0, 16.8)","(2.2, 2.62, 2.552)"
12-01-2023 08:05:04.397558,"(20.0, 38.0, 29.157894736842106)","(5.5, 7.0, 6.8545454545454545)","(31.0, 65.0, 52.5)","(8.0, 14.0, 13.666666666666666)","(8.5, 12.0, 11.583333333333334)","(4.4, 5.1, 4.9714285714285715)","(14.0, 18.0, 16.666666666666668)","(2.2, 2.6, 2.555)"
12-01-2023 08:05:05.451727,"(20.0, 38.0, 28.4)","(5.5, 7.0, 6.8545454545454545)","(31.0, 65.0, 52.5)","(8.0, 14.0, 13.666666666666666)","(8.5, 12.0, 11.736842105263158)","(4.4, 5.1, 4.9714285714285715)","(14.0, 18.0, 16.666666666666668)","(2.2, 2.6, 2.555)"
12-01-2023 08:05:06.529353,"(20.0, 38.0, 28.4)","(5.5, 7.0, 6.8545454545454545)","(31.0, 65.0, 52.5)","(8.0, 14.0, 13.666666666666666)","(8.5, 12.0, 11.736842105263158)","(4.4, 5.1, 4.9714285714285715)","(14.0, 18.0, 16.666666666666668)","(2.2, 2.6, 2.5473170731707317)"
12-01-2023 08:05:07.535860,"(20.0, 38.0, 28.4)","(5.5, 7.0, 6.8545454545454545)","(31.0, 65.0, 52.5)","(8.0, 14.0, 13.666666666666666)","(8.5, 12.0, 11.736842105263158)","(4.4, 5.1, 4.9714285714285715)","(14.0, 18.0, 16.666666666666668)","(2.2, 2.6, 2.588493150684932)"
12-01-2023 08:05:08.559431,"(20.0, 38.0, 28.4)","(5.5, 7.0, 6.822222222222222)","(31.0, 65.0, 52.5)","(8.0, 14.0, 13.666666666666666)","(8.5, 12.0, 11.736842105263158)","(4.4, 5.1, 4.9714285714285715)","(14.0, 18.0, 16.666666666666668)","(2.2, 2.6, 2.5883870967741935)"
12-01-2023 08:05:09.595660,"(20.0, 38.0, 29.0)","(5.5, 7.0, 6.822222222222222)","(31.0, 65.0, 52.5)","(8.0, 14.0, 13.666666666666666)","(8.5, 12.0, 11.736842105263158)","(4.4, 5.1, 4.9714285714285715)","(14.0, 18.0, 16.666666666666668)","(2.2, 2.6, 2.613)"
12-01-2023 08:05:10.710677,"(20.0, 38.0, 29.0)","(5.5, 7.0, 6.766666666666667)","(31.0, 65.0, 52.5)","(8.0, 14.0, 13.666666666666666)","(8.5, 12.0, 11.736842105263158)","(4.4, 5.1, 4.9714285714285715)","(14.0, 18.0, 16.666666666666668)","(2.2, 2.62, 2.6085714285714285)"
12-01-2023 08:05:11.809065,"(20.0, 36.0, 31.0)","(5.5, 7.0, 6.766666666666667)","(31.0, 65.0, 52.5)","(8.0, 14.0, 13.555555555555555)","(8.5, 12.0, 11.736842105263158)","(4.4, 5.1, 4.9714285714285715)","(14.0, 18.0, 16.666666666666668)","(2.2, 2.62, 2.5894736842105264)"
12-01-2023 08:05:12.858407,"(20.0, 36.0, 28.857142857142858)","(5.5, 7.0, 6.766666666666667)","(31.0, 65.0, 52.5)","(8.0, 14.0, 13.555555555555555)","(8.5, 12.0, 11.736842105263158)","(4.4, 5.1, 4.9714285714285715)","(14.0, 18.0, 16.666666666666668)","(2.2, 2.6, 2.581818181818182)"
12-01-2023 08:05:13.877007,"(20.0, 36.0, 27.818181818181817)","(5.5, 7.0, 6.766666666666667)","(31.0, 65.0, 53.5)","(8.0, 14.0, 13.538461538461538)","(8.5, 12.0, 11.583333333333334)","(4.4, 5.1, 4.9714285714285715)","(14.0, 18.0, 16.666666666666668)","(2.2, 2.6, 2.581818181818182)"
12-01-2023 08:05:14.882387,"(20.0, 36.0, 27.818181818181817)","(5.5, 7.0, 6.766666666666667)","(31.0, 65.0, 53.5)","(8.0, 14.0, 13.608695652173914)","(8.5, 12.0, 11.583333333333334)","(4.4, 5.1, 4.976923076923077)","(14.0, 18.0, 16.666666666666668)","(2.2, 2.6, 2.581818181818182)"
12-01-2023 08:05:15.956768,"(20.0, 36.0, 27.818181818181817)","(5.5, 7.0, 6.705263157894737)","(31.0, 65.0, 53.5)","(8.0, 14.0, 13.608695652173914)","(8.5, 12.0, 11.583333333333334)","(4.4, 5.1, 5.0)","(14.0, 18.0, 17.466666666666665)","(2.2, 2.6, 2.581818181818182)"
12-01-2023 08:05:16.970622,"(20.0, 36.0, 27.818181818181817)","(5.5, 7.0, 6.859999999999999)","(31.0, 65.0, 53.5)","(8.0, 14.0, 13.608695652173914)","(8.5, 12.0, 11.583333333333334)","(4.4, 5.1, 4.983333333333333)","(14.0, 18.0, 17.466666666666665)","(2.2, 2.6, 2.581818181818182)"
12-01-2023 08:05:18.015093,"(20.0, 36.0, 27.818181818181817)","(5.5, 7.0, 6.859999999999999)","(31.0, 65.0, 53.5)","(8.0, 14.0, 13.608695652173914)","(8.5, 12.0, 11.583333333333334)","(4.4, 5.1, 4.983333333333333)","(14.0, 18.0, 17.466666666666665)","(2.2, 2.6, 2.581818181818182)"
12-01-2023 08:05:19.095768,"(20.0, 36.0, 27.818181818181817)","(5.5, 7.0, 6.859999999999999)","(31.0, 65.0, 53.5)","(8.0, 14.0, 13.608695652173914)","(8.5, 12.0, 11.583333333333334)","(4.4, 5.1, 5.015151515151515)","(14.0, 18.0, 17.2)","(2.2, 2.6, 2.5784615384615384)"
12-01-2023 08:05:20.156859,"(20.0, 36.0, 27.666666666666668)","(5.5, 7.0, 6.859999999999999)","(31.0, 65.0, 53.5)","(8.0, 14.0, 13.608695652173914)","(8.5, 12.0, 11.583333333333334)","(4.4, 5.1, 5.015151515151515)","(14.0, 18.0, 17.2)","(2.2, 2.6, 2.5784615384615384)"
12-01-2023 08:05:21.241514,"(20.0, 36.0, 27.666666666666668)","(5.5, 7.0, 6.859999999999999)","(31.0, 65.0, 53.5)","(8.0, 14.0, 13.608695652173914)","(8.5, 12.0, 12.285714285714286)","(4.4, 5.1, 5.015151515151515)","(14.0, 18.0, 17.076923076923077)","(2.2, 2.6, 2.5784615384615384)"
12-01-2023 08:05:22.314539,"(20.0, 36.0, 27.666666666666668)","(5.5, 7.0, 6.859999999999999)","(31.0, 65.0, 53.5)","(8.5, 14.0, 13.608695652173914)","(8.5, 12.5, 13.058823529411764)","(4.4, 5.1, 5.015151515151515)","(14.0, 18.0, 17.076923076923077)","(2.2, 2.6, 2.5784615384615384)"
