,Lotta Moscato,Lilly Chrome,Passingthemistery,Love My Cheryl,Shes So Speightsy,Karma Ghia
335,"[datetime.datetime(2022, 11, 28, 9, 56, 28, 460665), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 28, 460665), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 28, 460665), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 56, 28, 460665), 2.6, 5.4]","[datetime.datetime(2022, 11, 28, 9, 56, 28, 460665), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 56, 28, 460665), 4.0, 5.3]"
336,"[datetime.datetime(2022, 11, 28, 9, 56, 29, 579394), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 29, 579394), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 29, 579394), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 56, 29, 579394), 2.6, 5.4]","[datetime.datetime(2022, 11, 28, 9, 56, 29, 579394), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 56, 29, 579394), 4.0, 5.3]"
337,"[datetime.datetime(2022, 11, 28, 9, 56, 30, 699610), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 30, 699610), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 30, 699610), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 56, 30, 699610), 2.6, 5.4]","[datetime.datetime(2022, 11, 28, 9, 56, 30, 699610), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 56, 30, 699610), 4.0, 5.3]"
338,"[datetime.datetime(2022, 11, 28, 9, 56, 31, 799131), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 31, 799131), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 31, 799131), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 56, 31, 799131), 2.6, 5.4]","[datetime.datetime(2022, 11, 28, 9, 56, 31, 799131), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 56, 31, 799131), 4.0, 5.3]"
339,"[datetime.datetime(2022, 11, 28, 9, 56, 32, 906285), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 32, 906285), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 32, 906285), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 56, 32, 906285), 2.6, 5.4]","[datetime.datetime(2022, 11, 28, 9, 56, 32, 906285), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 56, 32, 906285), 4.0, 5.3]"
340,"[datetime.datetime(2022, 11, 28, 9, 56, 34, 12256), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 34, 12256), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 34, 12256), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 56, 34, 12256), 2.6, 5.4]","[datetime.datetime(2022, 11, 28, 9, 56, 34, 12256), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 56, 34, 12256), 4.0, 5.3]"
341,"[datetime.datetime(2022, 11, 28, 9, 56, 35, 111225), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 35, 111225), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 35, 111225), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 56, 35, 111225), 2.6, 5.4]","[datetime.datetime(2022, 11, 28, 9, 56, 35, 111225), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 56, 35, 111225), 4.0, 5.3]"
342,"[datetime.datetime(2022, 11, 28, 9, 56, 36, 243022), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 36, 243022), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 36, 243022), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 56, 36, 243022), 2.6, 5.4]","[datetime.datetime(2022, 11, 28, 9, 56, 36, 243022), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 56, 36, 243022), 4.0, 5.3]"
343,"[datetime.datetime(2022, 11, 28, 9, 56, 37, 367432), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 37, 367432), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 37, 367432), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 56, 37, 367432), 2.6, 5.4]","[datetime.datetime(2022, 11, 28, 9, 56, 37, 367432), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 56, 37, 367432), 4.0, 5.3]"
344,"[datetime.datetime(2022, 11, 28, 9, 56, 38, 489591), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 38, 489591), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 38, 489591), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 56, 38, 489591), 2.6, 5.4]","[datetime.datetime(2022, 11, 28, 9, 56, 38, 489591), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 56, 38, 489591), 4.0, 5.3]"
345,"[datetime.datetime(2022, 11, 28, 9, 56, 39, 596340), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 39, 596340), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 39, 596340), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 56, 39, 596340), 2.6, 5.4]","[datetime.datetime(2022, 11, 28, 9, 56, 39, 596340), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 56, 39, 596340), 4.0, 5.3]"
346,"[datetime.datetime(2022, 11, 28, 9, 56, 40, 710410), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 40, 710410), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 40, 710410), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 56, 40, 710410), 2.6, 5.4]","[datetime.datetime(2022, 11, 28, 9, 56, 40, 710410), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 56, 40, 710410), 4.0, 5.3]"
347,"[datetime.datetime(2022, 11, 28, 9, 56, 41, 813130), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 41, 813130), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 41, 813130), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 56, 41, 813130), 2.6, 5.4]","[datetime.datetime(2022, 11, 28, 9, 56, 41, 813130), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 56, 41, 813130), 4.0, 5.3]"
348,"[datetime.datetime(2022, 11, 28, 9, 56, 42, 917305), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 42, 917305), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 42, 917305), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 56, 42, 917305), 2.6, 5.4]","[datetime.datetime(2022, 11, 28, 9, 56, 42, 917305), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 56, 42, 917305), 4.0, 5.3]"
349,"[datetime.datetime(2022, 11, 28, 9, 56, 44, 11893), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 44, 11893), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 44, 11893), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 56, 44, 11893), 2.6, 5.4]","[datetime.datetime(2022, 11, 28, 9, 56, 44, 11893), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 56, 44, 11893), 4.0, 5.3]"
350,"[datetime.datetime(2022, 11, 28, 9, 56, 45, 113607), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 45, 113607), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 45, 113607), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 56, 45, 113607), 2.6, 5.4]","[datetime.datetime(2022, 11, 28, 9, 56, 45, 113607), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 56, 45, 113607), 4.0, 5.3]"
351,"[datetime.datetime(2022, 11, 28, 9, 56, 46, 212206), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 46, 212206), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 46, 212206), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 56, 46, 212206), 2.6, 5.4]","[datetime.datetime(2022, 11, 28, 9, 56, 46, 212206), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 56, 46, 212206), 4.0, 5.3]"
352,"[datetime.datetime(2022, 11, 28, 9, 56, 47, 313529), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 47, 313529), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 47, 313529), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 56, 47, 313529), 2.6, 5.4]","[datetime.datetime(2022, 11, 28, 9, 56, 47, 313529), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 56, 47, 313529), 4.0, 5.3]"
353,"[datetime.datetime(2022, 11, 28, 9, 56, 48, 422515), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 48, 422515), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 48, 422515), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 56, 48, 422515), 2.6, 5.4]","[datetime.datetime(2022, 11, 28, 9, 56, 48, 422515), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 56, 48, 422515), 4.0, 5.3]"
354,"[datetime.datetime(2022, 11, 28, 9, 56, 49, 519011), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 49, 519011), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 49, 519011), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 56, 49, 519011), 2.6, 5.4]","[datetime.datetime(2022, 11, 28, 9, 56, 49, 519011), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 56, 49, 519011), 4.0, 5.3]"
355,"[datetime.datetime(2022, 11, 28, 9, 56, 50, 628716), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 50, 628716), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 50, 628716), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 56, 50, 628716), 2.6, 5.4]","[datetime.datetime(2022, 11, 28, 9, 56, 50, 628716), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 56, 50, 628716), 4.0, 5.3]"
356,"[datetime.datetime(2022, 11, 28, 9, 56, 51, 733258), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 51, 733258), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 51, 733258), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 56, 51, 733258), 2.6, 5.4]","[datetime.datetime(2022, 11, 28, 9, 56, 51, 733258), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 56, 51, 733258), 4.0, 5.3]"
357,"[datetime.datetime(2022, 11, 28, 9, 56, 52, 832668), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 52, 832668), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 52, 832668), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 56, 52, 832668), 2.6, 5.4]","[datetime.datetime(2022, 11, 28, 9, 56, 52, 832668), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 56, 52, 832668), 4.0, 5.3]"
358,"[datetime.datetime(2022, 11, 28, 9, 56, 53, 974730), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 53, 974730), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 53, 974730), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 56, 53, 974730), 2.6, 5.4]","[datetime.datetime(2022, 11, 28, 9, 56, 53, 974730), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 56, 53, 974730), 4.0, 5.3]"
359,"[datetime.datetime(2022, 11, 28, 9, 56, 55, 106515), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 55, 106515), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 55, 106515), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 56, 55, 106515), 2.6, 5.4]","[datetime.datetime(2022, 11, 28, 9, 56, 55, 106515), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 56, 55, 106515), 4.0, 5.3]"
360,"[datetime.datetime(2022, 11, 28, 9, 56, 56, 251325), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 56, 251325), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 56, 251325), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 56, 56, 251325), 2.6, 5.4]","[datetime.datetime(2022, 11, 28, 9, 56, 56, 251325), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 56, 56, 251325), 4.0, 5.3]"
361,"[datetime.datetime(2022, 11, 28, 9, 56, 57, 396209), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 57, 396209), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 57, 396209), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 56, 57, 396209), 2.6, 5.4]","[datetime.datetime(2022, 11, 28, 9, 56, 57, 396209), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 56, 57, 396209), 4.0, 5.3]"
362,"[datetime.datetime(2022, 11, 28, 9, 56, 58, 552019), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 58, 552019), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 58, 552019), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 56, 58, 552019), 2.6, 5.4]","[datetime.datetime(2022, 11, 28, 9, 56, 58, 552019), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 56, 58, 552019), 4.0, 5.3]"
363,"[datetime.datetime(2022, 11, 28, 9, 56, 59, 697592), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 59, 697592), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 56, 59, 697592), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 56, 59, 697592), 2.6, 5.4]","[datetime.datetime(2022, 11, 28, 9, 56, 59, 697592), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 56, 59, 697592), 4.0, 5.3]"
364,"[datetime.datetime(2022, 11, 28, 9, 57, 0, 856631), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 57, 0, 856631), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 57, 0, 856631), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 57, 0, 856631), 2.6, 5.4]","[datetime.datetime(2022, 11, 28, 9, 57, 0, 856631), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 57, 0, 856631), 4.0, 5.3]"
365,"[datetime.datetime(2022, 11, 28, 9, 57, 1, 982960), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 57, 1, 982960), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 57, 1, 982960), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 57, 1, 982960), 2.6, 2.94]","[datetime.datetime(2022, 11, 28, 9, 57, 1, 982960), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 57, 1, 982960), 4.0, 5.3]"
366,"[datetime.datetime(2022, 11, 28, 9, 57, 3, 111262), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 57, 3, 111262), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 57, 3, 111262), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 57, 3, 111262), 2.6, 5.4]","[datetime.datetime(2022, 11, 28, 9, 57, 3, 111262), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 57, 3, 111262), 4.0, 5.3]"
367,"[datetime.datetime(2022, 11, 28, 9, 57, 4, 232669), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 57, 4, 232669), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 57, 4, 232669), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 57, 4, 232669), 2.6, 5.4]","[datetime.datetime(2022, 11, 28, 9, 57, 4, 232669), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 57, 4, 232669), 4.0, 5.3]"
368,"[datetime.datetime(2022, 11, 28, 9, 57, 5, 370857), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 57, 5, 370857), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 57, 5, 370857), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 57, 5, 370857), 2.6, 5.4]","[datetime.datetime(2022, 11, 28, 9, 57, 5, 370857), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 57, 5, 370857), 4.0, 5.3]"
369,"[datetime.datetime(2022, 11, 28, 9, 57, 6, 547853), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 57, 6, 547853), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 57, 6, 547853), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 57, 6, 547853), 2.6, 5.4]","[datetime.datetime(2022, 11, 28, 9, 57, 6, 547853), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 57, 6, 547853), 4.0, 5.3]"
370,"[datetime.datetime(2022, 11, 28, 9, 57, 7, 703150), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 57, 7, 703150), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 57, 7, 703150), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 57, 7, 703150), 2.6, 5.4]","[datetime.datetime(2022, 11, 28, 9, 57, 7, 703150), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 57, 7, 703150), 4.0, 5.3]"
371,"[datetime.datetime(2022, 11, 28, 9, 57, 8, 838266), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 57, 8, 838266), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 57, 8, 838266), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 57, 8, 838266), 2.6, 5.4]","[datetime.datetime(2022, 11, 28, 9, 57, 8, 838266), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 57, 8, 838266), 4.0, 5.3]"
372,"[datetime.datetime(2022, 11, 28, 9, 57, 9, 988520), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 57, 9, 988520), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 57, 9, 988520), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 57, 9, 988520), 2.6, 5.4]","[datetime.datetime(2022, 11, 28, 9, 57, 9, 988520), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 57, 9, 988520), 4.0, 5.3]"
373,"[datetime.datetime(2022, 11, 28, 9, 57, 11, 104827), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 57, 11, 104827), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 57, 11, 104827), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 57, 11, 104827), 2.6, 5.4]","[datetime.datetime(2022, 11, 28, 9, 57, 11, 104827), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 57, 11, 104827), 4.0, 5.3]"
374,"[datetime.datetime(2022, 11, 28, 9, 57, 12, 210752), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 57, 12, 210752), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 57, 12, 210752), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 57, 12, 210752), 2.6, 5.4]","[datetime.datetime(2022, 11, 28, 9, 57, 12, 210752), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 57, 12, 210752), 4.0, 5.3]"
375,"[datetime.datetime(2022, 11, 28, 9, 57, 13, 341069), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 57, 13, 341069), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 57, 13, 341069), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 57, 13, 341069), 2.6, 5.4]","[datetime.datetime(2022, 11, 28, 9, 57, 13, 341069), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 57, 13, 341069), 4.0, 5.3]"
376,"[datetime.datetime(2022, 11, 28, 9, 57, 14, 468003), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 57, 14, 468003), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 57, 14, 468003), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 57, 14, 468003), 2.6, 5.4]","[datetime.datetime(2022, 11, 28, 9, 57, 14, 468003), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 57, 14, 468003), 4.0, 5.3]"
377,"[datetime.datetime(2022, 11, 28, 9, 57, 15, 586324), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 57, 15, 586324), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 57, 15, 586324), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 57, 15, 586324), 2.6, 5.4]","[datetime.datetime(2022, 11, 28, 9, 57, 15, 586324), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 57, 15, 586324), 4.0, 5.3]"
378,"[datetime.datetime(2022, 11, 28, 9, 57, 16, 703297), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 57, 16, 703297), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 57, 16, 703297), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 57, 16, 703297), 2.6, 5.4]","[datetime.datetime(2022, 11, 28, 9, 57, 16, 703297), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 57, 16, 703297), 4.0, 5.3]"
379,"[datetime.datetime(2022, 11, 28, 9, 57, 17, 810177), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 57, 17, 810177), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 57, 17, 810177), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 57, 17, 810177), 2.6, 5.4]","[datetime.datetime(2022, 11, 28, 9, 57, 17, 810177), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 57, 17, 810177), 4.0, 5.3]"
380,"[datetime.datetime(2022, 11, 28, 9, 57, 18, 912035), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 57, 18, 912035), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 57, 18, 912035), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 57, 18, 912035), 2.6, 5.4]","[datetime.datetime(2022, 11, 28, 9, 57, 18, 912035), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 57, 18, 912035), 4.0, 5.3]"
381,"[datetime.datetime(2022, 11, 28, 9, 57, 20, 27282), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 57, 20, 27282), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 57, 20, 27282), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 57, 20, 27282), 2.6, 5.4]","[datetime.datetime(2022, 11, 28, 9, 57, 20, 27282), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 57, 20, 27282), 4.0, 5.3]"
382,"[datetime.datetime(2022, 11, 28, 9, 57, 21, 135431), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 57, 21, 135431), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 57, 21, 135431), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 57, 21, 135431), 2.6, 5.4]","[datetime.datetime(2022, 11, 28, 9, 57, 21, 135431), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 57, 21, 135431), 4.0, 5.3]"
383,"[datetime.datetime(2022, 11, 28, 9, 57, 22, 259654), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 57, 22, 259654), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 57, 22, 259654), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 57, 22, 259654), 2.6, 5.4]","[datetime.datetime(2022, 11, 28, 9, 57, 22, 259654), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 57, 22, 259654), 4.0, 5.3]"
384,"[datetime.datetime(2022, 11, 28, 9, 57, 23, 371415), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 57, 23, 371415), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 57, 23, 371415), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 57, 23, 371415), 2.6, 5.4]","[datetime.datetime(2022, 11, 28, 9, 57, 23, 371415), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 57, 23, 371415), 4.0, 5.3]"
385,"[datetime.datetime(2022, 11, 28, 9, 57, 24, 475218), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 57, 24, 475218), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 57, 24, 475218), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 57, 24, 475218), 2.6, 5.4]","[datetime.datetime(2022, 11, 28, 9, 57, 24, 475218), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 57, 24, 475218), 4.0, 5.3]"
386,"[datetime.datetime(2022, 11, 28, 9, 57, 25, 578027), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 57, 25, 578027), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 57, 25, 578027), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 57, 25, 578027), 2.6, 5.4]","[datetime.datetime(2022, 11, 28, 9, 57, 25, 578027), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 57, 25, 578027), 4.0, 5.3]"
387,"[datetime.datetime(2022, 11, 28, 9, 57, 26, 683681), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 57, 26, 683681), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 57, 26, 683681), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 57, 26, 683681), 2.6, 5.4]","[datetime.datetime(2022, 11, 28, 9, 57, 26, 683681), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 57, 26, 683681), 4.0, 5.3]"
388,"[datetime.datetime(2022, 11, 28, 9, 57, 27, 779400), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 57, 27, 779400), 10.0, 15.5]","[datetime.datetime(2022, 11, 28, 9, 57, 27, 779400), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 57, 27, 779400), 2.6, 5.4]","[datetime.datetime(2022, 11, 28, 9, 57, 27, 779400), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 9, 57, 27, 779400), 4.0, 5.3]"
