,Aston General,Gyarados,Sugar Freak,Myola Pocket,Quinnley Bale,Scott To Burn,Extremely
07-01-2023 20:34:25.854926,"(5.0, 9.4, 9.01)","(6.5, 7.0, 6.708333333333333)","(3.6, 7.4, 6.292307692307692)","(19.0, 75.0, 68.25)","(10.0, 21.0, 17.666666666666664)","(3.8, 5.2, 4.958333333333334)","(3.7, 5.4, 5.1450000000000005)"
07-01-2023 20:34:27.062022,"(5.0, 9.4, 9.01)","(6.5, 7.0, 6.708333333333333)","(3.6, 7.4, 6.292307692307692)","(19.0, 75.0, 68.25)","(10.0, 21.0, 17.666666666666664)","(3.8, 5.2, 4.958333333333334)","(3.7, 5.4, 5.1450000000000005)"
07-01-2023 20:34:28.302015,"(5.0, 9.4, 9.01)","(6.5, 7.0, 6.708333333333333)","(3.6, 7.4, 6.292307692307692)","(19.0, 75.0, 68.25)","(10.0, 21.0, 17.666666666666664)","(3.8, 5.2, 4.958333333333334)","(3.7, 5.4, 5.1450000000000005)"
07-01-2023 20:34:29.426795,"(5.0, 9.4, 9.01)","(6.5, 7.0, 6.708333333333333)","(3.6, 7.4, 6.292307692307692)","(19.0, 75.0, 68.25)","(10.0, 21.0, 17.666666666666664)","(3.8, 5.2, 4.958333333333334)","(3.7, 5.4, 5.1450000000000005)"
07-01-2023 20:34:30.472524,"(5.0, 9.4, 9.01)","(6.5, 7.0, 6.708333333333333)","(3.6, 7.4, 6.292307692307692)","(19.0, 75.0, 68.25)","(10.0, 21.0, 17.666666666666664)","(3.8, 5.2, 4.958333333333334)","(3.7, 5.4, 5.1450000000000005)"
07-01-2023 20:34:31.610893,"(5.0, 9.4, 9.01)","(6.5, 7.0, 6.708333333333333)","(3.6, 7.4, 6.292307692307692)","(19.0, 75.0, 68.25)","(10.0, 21.0, 17.666666666666664)","(3.8, 5.2, 4.958333333333334)","(3.7, 5.4, 5.1450000000000005)"
07-01-2023 20:34:32.710936,"(5.0, 9.4, 9.01)","(6.5, 7.0, 6.708333333333333)","(3.6, 7.4, 6.292307692307692)","(19.0, 75.0, 68.25)","(10.0, 21.0, 17.666666666666664)","(3.8, 5.2, 4.958333333333334)","(3.7, 5.4, 5.1450000000000005)"
07-01-2023 20:34:33.907595,"(5.0, 9.4, 9.01)","(6.5, 7.0, 6.708333333333333)","(3.6, 7.4, 5.705882352941177)","(19.0, 75.0, 59.5)","(10.0, 21.0, 17.666666666666664)","(3.8, 5.2, 4.958333333333334)","(3.7, 5.4, 5.1450000000000005)"
07-01-2023 20:34:35.068428,"(5.0, 9.4, 9.01)","(6.5, 7.0, 6.708333333333333)","(3.6, 7.4, 5.705882352941177)","(19.0, 65.0, 59.5)","(10.0, 21.0, 17.666666666666664)","(3.8, 5.2, 4.958333333333334)","(3.7, 5.4, 5.1450000000000005)"
07-01-2023 20:34:36.176573,"(5.0, 9.4, 9.01)","(6.5, 7.0, 6.708333333333333)","(3.6, 7.4, 5.705882352941177)","(19.0, 65.0, 59.5)","(10.0, 21.0, 17.666666666666664)","(3.8, 5.2, 4.958333333333334)","(3.7, 5.4, 5.1450000000000005)"
07-01-2023 20:34:37.337840,"(5.0, 9.4, 9.01)","(6.5, 7.0, 6.708333333333333)","(3.6, 7.4, 5.705882352941177)","(19.0, 65.0, 59.5)","(10.0, 21.0, 17.666666666666664)","(3.8, 5.2, 4.958333333333334)","(3.7, 5.4, 5.1450000000000005)"
07-01-2023 20:34:38.522343,"(5.0, 9.4, 9.01)","(6.5, 7.0, 6.708333333333333)","(3.6, 7.4, 5.705882352941177)","(19.0, 65.0, 58.85714285714286)","(10.0, 21.0, 15.571428571428571)","(3.8, 5.2, 4.958333333333334)","(3.7, 5.4, 5.1450000000000005)"
07-01-2023 20:34:39.603530,"(5.0, 9.4, 9.01)","(6.5, 7.0, 6.708333333333333)","(3.6, 7.4, 5.705882352941177)","(19.0, 65.0, 60.22222222222222)","(10.0, 21.0, 15.571428571428571)","(3.8, 5.2, 5.296875)","(3.7, 5.4, 5.1450000000000005)"
07-01-2023 20:34:40.605885,"(5.0, 9.4, 9.01)","(6.5, 7.0, 6.72)","(3.6, 7.4, 5.705882352941177)","(19.0, 65.0, 60.22222222222222)","(10.0, 21.0, 15.571428571428571)","(3.8, 5.4, 4.440789473684211)","(3.7, 5.4, 5.1450000000000005)"
07-01-2023 20:34:41.624443,"(5.0, 9.4, 9.01)","(6.5, 7.0, 6.72)","(3.6, 7.4, 5.705882352941177)","(19.0, 65.0, 60.22222222222222)","(10.0, 21.0, 15.571428571428571)","(3.8, 5.5, 5.041666666666666)","(3.7, 5.4, 5.1450000000000005)"
07-01-2023 20:34:42.689824,"(5.0, 9.4, 9.01)","(6.5, 7.0, 6.72)","(3.6, 7.4, 5.705882352941177)","(19.0, 65.0, 60.22222222222222)","(10.0, 21.0, 15.571428571428571)","(3.8, 5.3, 5.203125)","(3.7, 5.4, 5.1450000000000005)"
07-01-2023 20:34:43.723499,"(5.0, 9.4, 9.01)","(6.5, 7.0, 6.72)","(3.6, 7.4, 5.705882352941177)","(19.0, 65.0, 59.14285714285714)","(10.0, 21.0, 16.142857142857142)","(3.8, 5.3, 5.203125)","(3.7, 5.4, 5.1450000000000005)"
07-01-2023 20:34:44.798536,"(5.0, 9.4, 9.01)","(6.5, 7.0, 6.72)","(3.6, 7.4, 5.705882352941177)","(19.0, 65.0, 59.875)","(10.0, 21.0, 14.818181818181818)","(3.8, 5.3, 5.203125)","(3.7, 5.4, 5.1450000000000005)"
07-01-2023 20:34:45.900577,"(5.0, 9.4, 9.01)","(6.5, 7.0, 6.72)","(3.6, 7.4, 5.705882352941177)","(19.0, 65.0, 59.875)","(10.0, 21.0, 14.818181818181818)","(3.8, 5.3, 5.203125)","(3.7, 5.4, 5.1450000000000005)"
07-01-2023 20:34:47.071993,"(5.0, 9.4, 9.01)","(6.5, 7.0, 6.72)","(3.6, 7.4, 5.705882352941177)","(19.0, 65.0, 59.875)","(10.0, 21.0, 14.818181818181818)","(3.8, 5.3, 5.203125)","(3.7, 5.4, 5.1450000000000005)"
07-01-2023 20:34:48.199464,"(5.0, 9.4, 9.01)","(6.5, 7.0, 6.72)","(3.6, 7.4, 5.705882352941177)","(19.0, 65.0, 58.333333333333336)","(10.0, 21.0, 14.818181818181818)","(3.8, 5.3, 5.203125)","(3.7, 5.4, 5.1450000000000005)"
07-01-2023 20:34:49.232601,"(5.0, 9.4, 9.01)","(6.5, 7.0, 6.72)","(3.6, 7.4, 5.705882352941177)","(19.0, 65.0, 55.25)","(10.0, 21.0, 16.428571428571427)","(3.8, 5.3, 5.203125)","(3.7, 5.4, 5.1450000000000005)"
07-01-2023 20:34:50.329501,"(5.0, 9.4, 9.01)","(6.5, 7.0, 6.72)","(3.6, 7.4, 5.705882352941177)","(19.0, 65.0, 59.42857142857143)","(10.0, 21.0, 16.428571428571427)","(3.8, 5.3, 5.203125)","(3.7, 5.4, 5.1450000000000005)"
07-01-2023 20:34:51.389238,"(5.0, 9.4, 9.01)","(6.5, 7.0, 6.72)","(3.6, 7.4, 5.705882352941177)","(19.0, 65.0, 59.42857142857143)","(10.0, 21.0, 16.428571428571427)","(3.8, 5.3, 5.203125)","(3.7, 5.4, 5.1450000000000005)"
07-01-2023 20:34:52.534487,"(5.0, 9.4, 9.01)","(6.5, 7.0, 6.72)","(3.6, 7.4, 5.705882352941177)","(19.0, 65.0, 59.42857142857143)","(10.0, 21.0, 16.428571428571427)","(3.8, 5.3, 5.203125)","(3.7, 5.4, 5.1450000000000005)"
07-01-2023 20:34:53.671533,"(5.0, 9.4, 9.01)","(6.5, 7.0, 6.72)","(3.6, 7.4, 5.705882352941177)","(19.0, 65.0, 59.42857142857143)","(10.0, 21.0, 16.428571428571427)","(3.8, 5.3, 5.203125)","(3.7, 5.4, 5.1450000000000005)"
07-01-2023 20:34:54.756779,"(5.0, 9.4, 9.01)","(6.5, 7.0, 6.72)","(3.6, 7.4, 5.705882352941177)","(19.0, 65.0, 59.42857142857143)","(10.0, 21.0, 16.428571428571427)","(3.8, 5.3, 5.203125)","(3.7, 5.4, 5.1450000000000005)"
07-01-2023 20:34:56.041824,"(5.0, 9.4, 9.01)","(6.5, 7.0, 6.72)","(3.6, 7.4, 5.705882352941177)","(19.0, 65.0, 59.42857142857143)","(10.0, 21.0, 16.428571428571427)","(3.8, 5.3, 5.203125)","(3.7, 5.4, 5.1450000000000005)"
07-01-2023 20:34:57.291769,"(5.0, 9.4, 9.01)","(6.5, 7.0, 6.72)","(3.6, 7.4, 5.705882352941177)","(19.0, 65.0, 59.42857142857143)","(10.0, 21.0, 16.428571428571427)","(3.8, 5.3, 5.203125)","(3.7, 5.4, 5.1450000000000005)"
07-01-2023 20:34:58.533098,"(5.0, 9.4, 9.01)","(6.5, 7.0, 6.72)","(3.6, 7.4, 5.705882352941177)","(19.0, 65.0, 59.42857142857143)","(10.0, 21.0, 16.428571428571427)","(3.8, 5.3, 5.203125)","(3.7, 5.4, 5.1450000000000005)"
07-01-2023 20:34:59.748287,"(5.0, 9.4, 9.01)","(6.5, 7.0, 6.72)","(3.6, 7.4, 5.705882352941177)","(19.0, 65.0, 59.42857142857143)","(10.0, 21.0, 16.428571428571427)","(3.8, 5.3, 5.203125)","(3.7, 5.4, 5.1450000000000005)"
07-01-2023 20:35:00.931571,"(5.0, 9.4, 9.01)","(6.5, 7.0, 6.72)","(3.6, 7.4, 5.705882352941177)","(19.0, 65.0, 59.42857142857143)","(10.0, 21.0, 16.428571428571427)","(3.8, 5.3, 5.203125)","(3.7, 5.4, 5.1450000000000005)"
07-01-2023 20:35:02.038915,"(5.0, 9.4, 9.01)","(6.5, 7.0, 6.72)","(3.6, 7.4, 5.705882352941177)","(19.0, 65.0, 59.42857142857143)","(10.0, 21.0, 16.428571428571427)","(3.8, 5.3, 5.203125)","(3.7, 5.4, 5.1450000000000005)"
07-01-2023 20:35:03.126006,"(5.0, 9.4, 9.01)","(6.5, 7.0, 6.72)","(3.6, 7.4, 5.705882352941177)","(19.0, 65.0, 59.42857142857143)","(10.0, 21.0, 16.428571428571427)","(3.8, 5.3, 5.203125)","(3.7, 5.4, 5.1450000000000005)"
07-01-2023 20:35:04.235878,"(5.0, 9.4, 9.01)","(6.5, 7.0, 6.72)","(3.6, 7.4, 5.046153846153846)","(19.0, 65.0, 45.5)","(10.0, 21.0, 14.655172413793103)","(3.8, 5.3, 5.258108108108108)","(3.7, 5.4, 5.315)"
07-01-2023 20:35:05.344267,"(5.0, 9.4, 9.307142857142857)","(6.5, 7.0, 6.5625)","(3.6, 7.4, 5.046153846153846)","(19.0, 65.0, 45.5)","(10.0, 21.0, 14.655172413793103)","(3.8, 5.3, 5.258108108108108)","(3.7, 5.4, 5.315)"
07-01-2023 20:35:06.381805,"(5.0, 9.4, 8.977777777777778)","(6.5, 7.0, 6.5625)","(3.6, 7.0, 6.68)","(19.0, 55.0, 50.85714285714286)","(10.0, 21.0, 14.655172413793103)","(3.8, 5.3, 5.258108108108108)","(3.7, 5.4, 4.905)"
07-01-2023 20:35:07.460832,"(5.0, 9.4, 9.176470588235293)","(6.5, 7.0, 6.5625)","(3.6, 7.0, 6.68)","(19.0, 55.0, 50.85714285714286)","(10.0, 21.0, 14.655172413793103)","(3.8, 5.3, 4.9375)","(3.7, 5.4, 4.866666666666667)"
07-01-2023 20:35:08.561439,"(5.0, 9.4, 9.176470588235293)","(6.5, 7.0, 6.5625)","(3.6, 7.0, 6.68)","(19.0, 55.0, 44.85714285714286)","(10.0, 21.0, 14.655172413793103)","(3.8, 5.3, 5.0928571428571425)","(3.7, 5.4, 5.067857142857143)"
07-01-2023 20:35:09.740596,"(5.0, 9.4, 8.66)","(6.5, 7.0, 6.5625)","(3.6, 7.0, 6.68)","(19.0, 48.0, 44.85714285714286)","(10.0, 21.0, 14.655172413793103)","(3.8, 5.3, 5.0928571428571425)","(3.7, 5.4, 5.09)"
07-01-2023 20:35:10.761836,"(5.0, 9.4, 9.030000000000001)","(6.5, 7.0, 6.5625)","(3.6, 7.0, 6.68)","(19.0, 48.0, 44.85714285714286)","(10.0, 21.0, 14.655172413793103)","(3.8, 5.3, 5.0928571428571425)","(3.7, 5.4, 5.09)"
07-01-2023 20:35:11.848065,"(5.0, 9.4, 9.030000000000001)","(6.5, 7.0, 6.5625)","(3.6, 7.0, 6.68)","(19.0, 48.0, 35.42857142857143)","(10.0, 21.0, 14.655172413793103)","(3.8, 5.3, 4.9625)","(3.7, 5.4, 5.315454545454546)"
07-01-2023 20:35:12.919796,"(5.0, 9.4, 9.305128205128206)","(6.5, 7.0, 6.5625)","(3.6, 7.0, 5.983333333333333)","(19.0, 48.0, 41.0)","(10.0, 21.0, 14.655172413793103)","(3.8, 5.3, 4.507142857142857)","(3.7, 5.4, 4.683962264150944)"
07-01-2023 20:35:14.075747,"(5.0, 9.4, 9.305128205128206)","(6.5, 7.0, 6.5625)","(3.6, 7.0, 5.983333333333333)","(19.0, 46.0, 41.0)","(10.0, 21.0, 14.655172413793103)","(3.8, 4.6, 4.507142857142857)","(3.7, 4.7, 4.6)"
07-01-2023 20:35:15.258849,"(5.0, 9.4, 9.305128205128206)","(6.5, 7.0, 6.5625)","(3.6, 7.0, 5.983333333333333)","(19.0, 46.0, 31.454545454545453)","(10.0, 21.0, 14.655172413793103)","(3.8, 4.6, 4.507142857142857)","(3.7, 4.7, 4.6466666666666665)"
07-01-2023 20:35:16.383857,"(5.0, 9.4, 9.305128205128206)","(6.5, 7.0, 6.5625)","(3.6, 7.0, 5.983333333333333)","(19.0, 46.0, 31.454545454545453)","(10.0, 21.0, 14.655172413793103)","(3.8, 4.6, 4.507142857142857)","(3.7, 4.7, 4.592857142857143)"
07-01-2023 20:35:17.403712,"(5.0, 9.4, 9.305128205128206)","(6.5, 7.0, 6.5625)","(3.6, 7.0, 5.983333333333333)","(19.0, 46.0, 31.454545454545453)","(10.0, 21.0, 14.655172413793103)","(3.8, 4.6, 4.507142857142857)","(3.7, 4.7, 4.592857142857143)"
07-01-2023 20:35:18.444553,"(5.0, 9.4, 9.305128205128206)","(6.5, 7.0, 6.5625)","(3.6, 7.0, 6.814705882352941)","(19.0, 44.0, 35.6)","(10.0, 21.0, 14.655172413793103)","(3.8, 4.6, 4.8875)","(3.7, 4.7, 4.592857142857143)"
07-01-2023 20:35:19.565628,"(5.0, 9.4, 9.305128205128206)","(6.5, 7.0, 6.253333333333334)","(3.6, 7.0, 6.814705882352941)","(19.0, 42.0, 32.857142857142854)","(10.0, 21.0, 14.655172413793103)","(3.8, 5.2, 4.8875)","(3.7, 4.7, 4.592857142857143)"
07-01-2023 20:35:20.663020,"(5.0, 9.4, 9.305128205128206)","(6.5, 7.0, 6.253333333333334)","(3.6, 7.0, 6.814705882352941)","(19.0, 42.0, 32.857142857142854)","(10.0, 21.0, 14.655172413793103)","(3.8, 5.2, 4.8875)","(3.7, 4.7, 4.592857142857143)"
07-01-2023 20:35:21.805497,"(5.0, 9.4, 9.305128205128206)","(6.5, 7.0, 6.253333333333334)","(3.6, 7.0, 6.814705882352941)","(19.0, 42.0, 32.857142857142854)","(10.0, 20.0, 19.0)","(3.8, 5.2, 4.8875)","(3.7, 4.7, 4.65)"
07-01-2023 20:35:22.866819,"(5.0, 9.4, 9.175)","(6.5, 7.0, 6.253333333333334)","(3.6, 7.0, 6.944736842105263)","(19.0, 42.0, 29.428571428571427)","(10.0, 20.0, 19.0)","(3.8, 5.2, 4.8875)","(3.7, 4.7, 4.65)"
07-01-2023 20:35:23.968605,"(5.0, 9.4, 9.175)","(6.5, 7.0, 6.253333333333334)","(3.6, 7.0, 6.944736842105263)","(19.0, 42.0, 29.428571428571427)","(10.0, 20.0, 17.2)","(3.8, 5.2, 4.8875)","(3.7, 4.7, 4.65)"
07-01-2023 20:35:25.091921,"(5.0, 9.4, 9.175)","(6.5, 7.0, 6.253333333333334)","(3.6, 7.0, 6.944736842105263)","(19.0, 42.0, 29.428571428571427)","(10.0, 20.0, 17.2)","(3.8, 5.2, 4.8875)","(3.7, 4.7, 4.65)"
07-01-2023 20:35:26.202382,"(5.0, 9.4, 9.290625)","(6.5, 7.0, 6.253333333333334)","(3.6, 7.0, 5.45)","(19.0, 42.0, 29.428571428571427)","(10.0, 19.0, 18.142857142857142)","(3.8, 5.2, 4.8875)","(3.7, 5.1, 5.154545454545454)"
07-01-2023 20:35:27.266944,"(5.0, 9.4, 9.290625)","(6.5, 7.0, 6.253333333333334)","(3.6, 7.0, 6.483333333333333)","(19.0, 42.0, 29.428571428571427)","(10.0, 19.0, 18.142857142857142)","(3.8, 5.2, 4.8875)","(3.7, 5.2, 5.04)"
07-01-2023 20:35:28.376847,"(5.0, 9.4, 8.833333333333334)","(6.5, 7.0, 6.253333333333334)","(3.6, 7.0, 6.741666666666667)","(19.0, 42.0, 29.428571428571427)","(10.0, 19.0, 15.571428571428571)","(3.8, 5.2, 4.8875)","(3.7, 5.2, 4.925)"
07-01-2023 20:35:29.523825,"(5.0, 9.4, 9.116666666666667)","(6.5, 7.0, 6.253333333333334)","(3.6, 7.0, 6.741666666666667)","(19.0, 42.0, 29.428571428571427)","(10.0, 16.0, 15.571428571428571)","(3.8, 5.2, 4.8875)","(3.7, 5.2, 4.98)"
07-01-2023 20:35:30.668389,"(5.0, 9.4, 9.116666666666667)","(6.5, 7.0, 6.253333333333334)","(3.6, 7.0, 6.741666666666667)","(19.0, 42.0, 29.428571428571427)","(10.0, 16.0, 15.555555555555555)","(3.8, 5.2, 4.8875)","(3.7, 5.2, 4.98)"
07-01-2023 20:35:31.844236,"(5.0, 9.4, 9.116666666666667)","(6.5, 7.0, 6.253333333333334)","(3.6, 7.0, 6.940384615384616)","(19.0, 42.0, 29.428571428571427)","(10.0, 16.0, 15.555555555555555)","(3.8, 5.2, 4.8875)","(3.7, 5.2, 4.98)"
07-01-2023 20:35:32.997129,"(5.0, 9.4, 9.308108108108108)","(6.5, 7.0, 6.253333333333334)","(3.6, 7.0, 6.940384615384616)","(19.0, 42.0, 29.428571428571427)","(10.0, 16.0, 14.90909090909091)","(3.8, 5.2, 4.8875)","(3.7, 5.2, 4.98)"
07-01-2023 20:35:34.079576,"(5.0, 9.4, 9.308108108108108)","(6.5, 7.0, 6.253333333333334)","(3.6, 7.0, 6.809375)","(19.0, 42.0, 29.428571428571427)","(10.0, 16.0, 14.90909090909091)","(3.8, 5.2, 4.8875)","(3.7, 5.2, 4.473333333333333)"
07-01-2023 20:35:35.184214,"(5.0, 9.4, 9.308108108108108)","(6.5, 7.0, 6.253333333333334)","(3.6, 7.0, 6.42)","(19.0, 42.0, 29.428571428571427)","(10.0, 16.0, 13.10344827586207)","(3.8, 5.2, 4.296153846153846)","(3.7, 4.8, 4.633333333333334)"
07-01-2023 20:35:36.371366,"(5.0, 9.4, 9.308108108108108)","(6.5, 7.0, 6.253333333333334)","(3.6, 7.0, 5.6)","(19.0, 42.0, 29.428571428571427)","(10.0, 16.0, 13.10344827586207)","(3.8, 4.7, 4.507142857142857)","(3.7, 4.7, 4.633333333333334)"
07-01-2023 20:35:37.601509,"(5.0, 9.4, 9.308108108108108)","(6.5, 7.0, 6.253333333333334)","(3.6, 7.0, 5.6)","(19.0, 42.0, 29.428571428571427)","(10.0, 16.0, 13.10344827586207)","(3.8, 4.6, 4.507142857142857)","(3.7, 4.7, 4.633333333333334)"
07-01-2023 20:35:38.807368,"(5.0, 9.6, 9.323076923076922)","(6.5, 7.0, 6.253333333333334)","(3.6, 7.0, 5.5)","(19.0, 42.0, 29.428571428571427)","(10.0, 16.0, 13.10344827586207)","(3.8, 4.6, 4.85)","(3.7, 4.7, 4.633333333333334)"
07-01-2023 20:35:39.955470,"(5.0, 9.6, 9.085714285714285)","(6.5, 7.0, 6.253333333333334)","(3.6, 7.0, 5.5)","(19.0, 42.0, 29.428571428571427)","(10.0, 16.0, 13.10344827586207)","(3.8, 5.0, 4.8875)","(3.7, 4.7, 4.633333333333334)"
07-01-2023 20:35:41.176184,"(5.0, 9.6, 9.085714285714285)","(6.5, 7.0, 6.253333333333334)","(3.6, 7.0, 6.75)","(19.0, 42.0, 29.428571428571427)","(10.0, 16.0, 13.10344827586207)","(3.8, 5.2, 4.8875)","(3.7, 4.7, 4.633333333333334)"
07-01-2023 20:35:42.352716,"(5.0, 9.6, 9.085714285714285)","(6.5, 7.0, 6.253333333333334)","(3.6, 7.0, 6.923076923076923)","(19.0, 42.0, 34.142857142857146)","(10.0, 16.0, 13.10344827586207)","(3.8, 5.2, 4.8875)","(3.7, 4.7, 4.633333333333334)"
07-01-2023 20:35:43.732140,"(5.0, 9.6, 8.58)","(6.5, 7.0, 6.253333333333334)","(3.6, 7.0, 5.55)","(19.0, 42.0, 34.142857142857146)","(10.0, 16.0, 13.10344827586207)","(3.8, 5.2, 4.8875)","(3.7, 4.7, 4.9)"
07-01-2023 20:35:44.938958,"(5.0, 9.6, 9.125581395348837)","(6.5, 7.0, 6.253333333333334)","(3.6, 7.0, 5.55)","(19.0, 42.0, 34.142857142857146)","(10.0, 16.0, 13.10344827586207)","(3.8, 5.2, 4.8875)","(3.7, 5.0, 4.833333333333333)"
07-01-2023 20:35:46.074393,"(5.0, 9.6, 9.125581395348837)","(6.5, 7.0, 6.253333333333334)","(3.6, 7.0, 5.55)","(19.0, 42.0, 34.142857142857146)","(10.0, 16.0, 13.10344827586207)","(3.8, 5.2, 4.8875)","(3.7, 5.2, 4.833333333333333)"
07-01-2023 20:35:47.251102,"(5.0, 9.6, 9.066666666666666)","(6.5, 7.0, 6.253333333333334)","(3.6, 7.0, 5.55)","(19.0, 42.0, 34.142857142857146)","(10.0, 16.0, 13.10344827586207)","(3.8, 5.2, 4.8875)","(3.7, 5.2, 4.833333333333333)"
07-01-2023 20:35:48.367312,"(5.0, 9.6, 7.0285714285714285)","(6.5, 7.0, 6.253333333333334)","(3.6, 7.0, 5.55)","(19.0, 42.0, 34.142857142857146)","(10.0, 16.0, 13.10344827586207)","(3.8, 5.2, 4.8875)","(3.7, 5.2, 4.833333333333333)"
07-01-2023 20:35:49.511137,"(5.0, 9.6, 7.0285714285714285)","(6.5, 7.0, 6.253333333333334)","(3.6, 7.0, 5.55)","(19.0, 42.0, 34.142857142857146)","(10.0, 16.0, 13.10344827586207)","(3.8, 5.2, 4.8875)","(3.7, 5.2, 4.833333333333333)"
07-01-2023 20:35:50.742924,"(5.0, 9.6, 7.0285714285714285)","(6.5, 7.0, 6.253333333333334)","(3.6, 7.0, 5.55)","(19.0, 42.0, 34.142857142857146)","(10.0, 16.0, 13.10344827586207)","(3.8, 5.2, 4.8875)","(3.7, 5.2, 4.833333333333333)"
07-01-2023 20:35:51.956206,"(5.0, 9.6, 7.0285714285714285)","(6.5, 7.0, 6.253333333333334)","(3.6, 7.0, 6.884)","(19.0, 42.0, 34.142857142857146)","(10.0, 16.0, 13.10344827586207)","(3.8, 5.2, 4.8875)","(3.7, 5.2, 4.833333333333333)"
07-01-2023 20:35:53.152265,"(5.0, 9.6, 7.0285714285714285)","(6.5, 7.0, 6.631578947368421)","(3.6, 7.0, 6.884)","(19.0, 42.0, 34.142857142857146)","(10.0, 16.0, 13.10344827586207)","(3.8, 5.2, 4.8875)","(3.7, 5.2, 4.833333333333333)"
07-01-2023 20:35:54.398760,"(5.0, 9.6, 7.0285714285714285)","(6.5, 7.0, 6.631578947368421)","(3.6, 7.0, 5.6)","(19.0, 42.0, 34.142857142857146)","(10.0, 16.0, 13.10344827586207)","(3.8, 5.2, 4.8875)","(3.7, 5.2, 4.833333333333333)"
07-01-2023 20:35:55.570786,"(5.0, 9.6, 7.0285714285714285)","(6.5, 7.0, 6.631578947368421)","(3.6, 7.0, 5.6)","(19.0, 42.0, 34.142857142857146)","(10.0, 16.0, 12.914285714285715)","(3.8, 5.2, 4.8875)","(3.7, 5.2, 4.833333333333333)"
07-01-2023 20:35:56.727872,"(5.0, 9.6, 7.0285714285714285)","(6.5, 7.0, 6.631578947368421)","(3.6, 7.0, 5.6)","(19.0, 42.0, 34.142857142857146)","(10.0, 16.0, 12.914285714285715)","(3.8, 5.2, 4.8875)","(3.7, 5.2, 4.633333333333334)"
07-01-2023 20:35:57.703905,"(5.0, 9.6, 7.0285714285714285)","(6.5, 7.0, 6.631578947368421)","(3.6, 7.0, 6.844444444444445)","(19.0, 42.0, 34.142857142857146)","(10.0, 16.0, 12.914285714285715)","(3.8, 5.2, 4.8875)","(3.7, 4.7, 4.633333333333334)"
07-01-2023 20:35:58.812025,"(5.0, 9.6, 7.0285714285714285)","(6.5, 7.0, 6.631578947368421)","(3.6, 7.0, 6.948148148148148)","(19.0, 42.0, 34.142857142857146)","(10.0, 16.0, 12.914285714285715)","(3.8, 5.2, 4.8875)","(3.7, 4.7, 4.633333333333334)"
07-01-2023 20:35:59.975744,"(5.0, 9.6, 8.742857142857142)","(6.5, 7.0, 6.44)","(3.6, 7.0, 6.948148148148148)","(19.0, 42.0, 34.142857142857146)","(10.0, 16.0, 12.914285714285715)","(3.8, 5.2, 4.8875)","(3.7, 4.7, 4.633333333333334)"
07-01-2023 20:36:01.148960,"(5.0, 9.6, 8.742857142857142)","(6.5, 7.0, 6.44)","(3.6, 7.0, 5.65)","(19.0, 42.0, 34.142857142857146)","(10.0, 16.0, 12.914285714285715)","(3.8, 5.2, 4.507142857142857)","(3.7, 4.7, 4.633333333333334)"
07-01-2023 20:36:02.379825,"(5.0, 9.6, 8.48)","(6.5, 7.0, 6.44)","(3.6, 7.0, 6.775)","(19.0, 42.0, 34.142857142857146)","(10.0, 16.0, 12.914285714285715)","(3.8, 4.6, 4.507142857142857)","(3.7, 4.7, 4.633333333333334)"
07-01-2023 20:36:03.561680,"(5.0, 9.6, 8.48)","(6.5, 7.0, 6.44)","(3.6, 7.0, 6.775)","(19.0, 42.0, 34.142857142857146)","(10.0, 16.0, 12.914285714285715)","(3.8, 4.6, 4.507142857142857)","(3.7, 4.7, 4.633333333333334)"
07-01-2023 20:36:04.728987,"(5.0, 9.6, 8.48)","(6.5, 7.0, 6.44)","(3.6, 7.0, 6.775)","(19.0, 42.0, 34.142857142857146)","(10.0, 16.0, 12.914285714285715)","(3.8, 4.6, 4.507142857142857)","(3.7, 4.7, 4.633333333333334)"
07-01-2023 20:36:05.806107,"(5.0, 9.6, 8.48)","(6.5, 7.0, 6.44)","(3.6, 7.0, 6.775)","(19.0, 42.0, 34.142857142857146)","(10.0, 16.0, 12.914285714285715)","(3.8, 4.6, 4.507142857142857)","(3.7, 4.7, 4.633333333333334)"
07-01-2023 20:36:06.857977,"(5.0, 9.6, 8.48)","(6.5, 7.0, 6.44)","(3.6, 7.0, 6.775)","(19.0, 42.0, 34.142857142857146)","(10.0, 16.0, 12.914285714285715)","(3.8, 4.6, 4.507142857142857)","(3.7, 4.7, 4.633333333333334)"
07-01-2023 20:36:07.962581,"(5.0, 9.6, 8.48)","(6.5, 7.0, 6.44)","(3.6, 7.0, 6.675)","(19.0, 42.0, 34.142857142857146)","(10.0, 16.0, 12.914285714285715)","(3.8, 4.6, 4.507142857142857)","(3.7, 4.7, 4.633333333333334)"
07-01-2023 20:36:09.131978,"(5.0, 9.6, 9.04)","(6.5, 7.0, 6.44)","(3.6, 7.0, 6.675)","(19.0, 42.0, 34.142857142857146)","(10.0, 16.0, 12.914285714285715)","(3.8, 4.6, 4.507142857142857)","(3.7, 4.7, 4.633333333333334)"
07-01-2023 20:36:10.218500,"(5.0, 9.6, 9.04)","(6.5, 7.0, 6.44)","(3.6, 7.0, 6.8375)","(19.0, 42.0, 34.142857142857146)","(10.0, 16.0, 12.914285714285715)","(3.8, 4.6, 4.507142857142857)","(3.7, 4.7, 4.633333333333334)"
