,Jackie Rose,Burn Rate,Pacific Rock,Baggys Gold,Merinda,Exiled,Pancho Tommy,Kiwi Turtle
11-01-2023 21:04:47.661428,"(2.0, 3.05, 2.3728571428571428)","(2.8, 3.85, 3.3838461538461537)","(9.0, 11.0, 9.4)","(31.0, 110.0, 86.66666666666667)","(10.0, 16.5, 15.0)","(12.0, 19.5, 14.5)","(18.0, 40.0, 28.666666666666668)","(19.0, 29.0, 24.666666666666668)"
11-01-2023 21:04:49.030806,"(2.0, 3.0, 2.904)","(2.8, 3.85, 3.355)","(9.0, 11.0, 9.4)","(31.0, 110.0, 86.66666666666667)","(10.0, 16.5, 15.0)","(12.0, 19.0, 14.666666666666666)","(18.0, 38.0, 28.666666666666668)","(19.0, 28.0, 24.666666666666668)"
11-01-2023 21:04:50.380781,"(2.0, 3.0, 2.904)","(2.8, 3.85, 3.355)","(9.0, 11.0, 9.064516129032258)","(31.0, 110.0, 86.66666666666667)","(10.0, 16.5, 13.40625)","(12.0, 18.0, 14.903846153846153)","(18.0, 38.0, 26.333333333333332)","(19.0, 28.0, 23.555555555555557)"
11-01-2023 21:04:51.752149,"(2.0, 3.0, 2.4)","(2.8, 3.85, 3.375)","(9.0, 11.0, 9.0625)","(31.0, 110.0, 86.66666666666667)","(10.0, 16.5, 13.40625)","(12.0, 18.5, 16.75)","(18.0, 38.0, 27.333333333333332)","(19.0, 28.0, 24.0)"
11-01-2023 21:04:53.105553,"(2.0, 3.0, 2.4)","(2.8, 3.85, 3.375)","(9.0, 11.0, 9.0625)","(31.0, 110.0, 86.66666666666667)","(10.0, 16.5, 13.40625)","(12.0, 18.0, 16.125)","(18.0, 34.0, 26.4)","(19.0, 27.0, 24.0)"
11-01-2023 21:04:54.420473,"(2.0, 3.0, 2.4)","(2.8, 3.85, 3.256666666666667)","(9.0, 11.0, 9.0625)","(31.0, 110.0, 86.66666666666667)","(10.0, 16.5, 13.40625)","(12.0, 18.0, 14.08695652173913)","(18.0, 36.0, 32.57142857142857)","(19.0, 27.0, 23.5)"
11-01-2023 21:04:55.723545,"(2.0, 3.0, 2.4)","(2.8, 3.85, 3.415)","(9.0, 11.0, 9.0625)","(31.0, 110.0, 86.66666666666667)","(10.0, 16.5, 13.40625)","(12.0, 18.0, 15.25)","(18.0, 36.0, 31.272727272727273)","(19.0, 27.0, 23.75)"
11-01-2023 21:04:56.995310,"(2.0, 3.0, 2.6399999999999997)","(2.8, 3.85, 3.27)","(9.0, 11.0, 9.0625)","(31.0, 110.0, 86.66666666666667)","(10.0, 16.5, 13.40625)","(12.0, 17.5, 15.25)","(18.0, 34.0, 31.272727272727273)","(19.0, 26.0, 23.75)"
11-01-2023 21:04:58.297536,"(2.0, 3.0, 2.791578947368421)","(2.8, 3.85, 3.27)","(9.0, 11.0, 9.5)","(31.0, 110.0, 86.66666666666667)","(10.0, 16.5, 13.40625)","(12.0, 17.5, 15.25)","(18.0, 34.0, 31.272727272727273)","(19.0, 26.0, 23.75)"
11-01-2023 21:04:59.504043,"(2.0, 3.0, 2.791578947368421)","(2.8, 3.85, 3.27)","(9.0, 10.0, 9.4)","(31.0, 110.0, 86.66666666666667)","(10.0, 16.5, 13.40625)","(12.0, 17.5, 13.803571428571429)","(18.0, 34.0, 35.529411764705884)","(19.0, 26.0, 23.666666666666668)"
11-01-2023 21:05:00.804649,"(2.0, 3.0, 2.791578947368421)","(2.8, 3.85, 3.27)","(9.0, 10.0, 9.4)","(31.0, 110.0, 86.66666666666667)","(10.0, 16.5, 13.40625)","(12.0, 17.5, 13.803571428571429)","(18.0, 38.0, 35.529411764705884)","(19.0, 25.0, 23.666666666666668)"
11-01-2023 21:05:02.064412,"(2.0, 3.0, 2.791578947368421)","(2.8, 3.85, 3.27)","(9.0, 10.0, 9.16)","(31.0, 110.0, 86.66666666666667)","(10.0, 16.5, 13.40625)","(12.0, 17.5, 13.803571428571429)","(18.0, 38.0, 38.0)","(19.0, 25.0, 23.5)"
11-01-2023 21:05:03.318256,"(2.0, 3.0, 2.768)","(2.8, 3.85, 3.27)","(9.0, 10.0, 8.95)","(31.0, 110.0, 86.66666666666667)","(10.0, 16.5, 13.40625)","(12.0, 17.5, 13.803571428571429)","(18.0, 42.0, 38.0)","(19.0, 25.0, 23.5)"
11-01-2023 21:05:04.537083,"(2.0, 3.0, 2.768)","(2.8, 3.85, 3.27)","(9.0, 10.0, 8.67)","(31.0, 110.0, 87.5)","(10.0, 16.5, 13.40625)","(12.0, 17.5, 15.1875)","(18.0, 42.0, 35.529411764705884)","(19.0, 25.0, 23.333333333333332)"
11-01-2023 21:05:05.836470,"(2.0, 3.0, 2.768)","(2.8, 3.85, 3.27)","(9.0, 10.0, 8.67)","(31.0, 100.0, 87.5)","(10.0, 16.5, 13.40625)","(12.0, 16.5, 15.1875)","(18.0, 38.0, 33.88235294117647)","(19.0, 25.0, 23.25)"
11-01-2023 21:05:07.063224,"(2.0, 3.0, 2.768)","(2.8, 3.85, 3.27)","(9.0, 10.0, 8.67)","(31.0, 100.0, 87.5)","(10.0, 16.5, 13.40625)","(12.0, 16.5, 15.1875)","(18.0, 36.0, 33.88235294117647)","(19.0, 24.0, 23.333333333333332)"
11-01-2023 21:05:08.343833,"(2.0, 3.0, 2.768)","(2.8, 3.85, 3.27)","(9.0, 10.0, 8.67)","(31.0, 100.0, 87.5)","(10.0, 16.5, 13.40625)","(12.0, 16.5, 15.1875)","(18.0, 36.0, 33.88235294117647)","(19.0, 25.0, 23.333333333333332)"
11-01-2023 21:05:09.606678,"(2.0, 3.0, 2.652)","(2.8, 3.85, 3.27)","(9.0, 10.0, 8.67)","(31.0, 100.0, 87.5)","(10.0, 16.5, 13.40625)","(12.0, 16.5, 15.1875)","(18.0, 36.0, 33.88235294117647)","(19.0, 25.0, 27.5)"
11-01-2023 21:05:10.829286,"(2.0, 3.0, 2.91)","(2.8, 3.85, 3.27)","(9.0, 10.0, 8.67)","(31.0, 100.0, 87.5)","(10.0, 16.5, 14.692307692307692)","(12.0, 16.5, 13.625)","(18.0, 36.0, 34.5)","(19.0, 32.0, 27.5)"
11-01-2023 21:05:12.197512,"(2.0, 3.0, 2.5542857142857143)","(2.8, 3.85, 3.27)","(9.0, 10.0, 8.67)","(31.0, 100.0, 87.5)","(10.0, 15.5, 14.692307692307692)","(12.0, 16.5, 14.5)","(18.0, 36.0, 34.5)","(19.0, 32.0, 27.5)"
11-01-2023 21:05:13.810724,"(2.0, 3.0, 2.5542857142857143)","(2.8, 3.85, 3.27)","(9.0, 10.0, 8.67)","(31.0, 100.0, 87.5)","(10.0, 15.5, 14.692307692307692)","(12.0, 16.0, 14.363636363636363)","(18.0, 36.0, 34.5)","(19.0, 32.0, 27.5)"
11-01-2023 21:05:15.131381,"(2.0, 3.0, 2.5542857142857143)","(2.8, 3.85, 3.27)","(9.0, 10.0, 8.67)","(31.0, 100.0, 87.5)","(10.0, 15.5, 13.029411764705882)","(12.0, 16.0, 14.363636363636363)","(18.0, 36.0, 34.5)","(19.0, 32.0, 24.75)"
11-01-2023 21:05:16.387409,"(2.0, 3.0, 2.5542857142857143)","(2.8, 3.85, 3.27)","(9.0, 10.0, 8.67)","(31.0, 100.0, 87.5)","(10.0, 15.5, 13.029411764705882)","(12.0, 16.0, 14.363636363636363)","(18.0, 36.0, 34.5)","(19.0, 30.0, 24.75)"
11-01-2023 21:05:17.711718,"(2.0, 3.0, 2.8125)","(2.8, 3.85, 3.27)","(9.0, 10.0, 8.67)","(31.0, 100.0, 84.0)","(10.0, 15.5, 13.029411764705882)","(12.0, 16.0, 14.363636363636363)","(18.0, 36.0, 34.5)","(19.0, 30.0, 24.75)"
11-01-2023 21:05:19.082835,"(2.0, 3.0, 2.823529411764706)","(2.8, 3.85, 3.27)","(9.0, 10.0, 8.67)","(31.0, 120.0, 85.0)","(10.0, 15.5, 13.029411764705882)","(12.0, 16.0, 13.483870967741936)","(18.0, 36.0, 34.5)","(19.0, 30.0, 25.0)"
11-01-2023 21:05:20.336615,"(2.0, 3.0, 2.823529411764706)","(2.8, 3.85, 3.27)","(9.0, 10.0, 8.67)","(31.0, 95.0, 85.0)","(10.0, 15.5, 13.029411764705882)","(12.0, 16.0, 13.483870967741936)","(18.0, 36.0, 34.5)","(19.0, 29.0, 24.2)"
11-01-2023 21:05:21.604347,"(2.0, 3.0, 2.823529411764706)","(2.8, 3.85, 3.27)","(9.0, 10.0, 8.67)","(31.0, 95.0, 85.0)","(10.0, 15.5, 13.029411764705882)","(12.0, 16.0, 13.483870967741936)","(18.0, 36.0, 34.5)","(19.0, 29.0, 23.0)"
11-01-2023 21:05:22.940771,"(2.0, 3.0, 2.823529411764706)","(2.8, 3.85, 3.27)","(9.0, 10.0, 8.67)","(31.0, 95.0, 85.0)","(10.0, 15.5, 13.029411764705882)","(12.0, 16.0, 13.483870967741936)","(18.0, 36.0, 34.5)","(19.0, 29.0, 22.4)"
11-01-2023 21:05:24.294277,"(2.0, 3.0, 2.885)","(2.8, 3.85, 3.27)","(9.0, 10.0, 8.67)","(31.0, 95.0, 85.0)","(10.0, 15.5, 13.029411764705882)","(12.0, 16.0, 13.483870967741936)","(18.0, 36.0, 34.5)","(19.0, 28.0, 22.4)"
11-01-2023 21:05:25.573181,"(2.0, 3.0, 2.9254054054054053)","(2.8, 3.85, 3.27)","(9.0, 10.0, 8.67)","(31.0, 95.0, 85.0)","(10.0, 15.5, 13.029411764705882)","(12.0, 16.0, 13.6)","(18.0, 36.0, 34.5)","(19.0, 28.0, 22.4)"
11-01-2023 21:05:26.726454,"(2.0, 3.0, 2.9254054054054053)","(2.8, 3.85, 3.27)","(9.0, 10.0, 8.67)","(31.0, 95.0, 85.0)","(10.0, 15.5, 13.029411764705882)","(12.0, 16.0, 13.6)","(18.0, 36.0, 34.5)","(19.0, 28.0, 21.7)"
11-01-2023 21:05:27.990650,"(2.0, 3.0, 2.933684210526316)","(2.8, 3.85, 3.27)","(9.0, 10.0, 8.67)","(31.0, 95.0, 85.0)","(10.0, 15.5, 13.029411764705882)","(12.0, 16.0, 13.6)","(18.0, 36.0, 34.5)","(19.0, 28.0, 21.7)"
11-01-2023 21:05:29.307649,"(2.0, 3.0, 2.933684210526316)","(2.8, 3.85, 3.27)","(9.0, 10.0, 8.67)","(31.0, 95.0, 85.0)","(10.0, 15.5, 13.029411764705882)","(12.0, 16.0, 13.6)","(18.0, 36.0, 34.5)","(19.0, 28.0, 21.7)"
11-01-2023 21:05:30.722371,"(2.0, 3.0, 2.911304347826087)","(2.8, 3.85, 3.27)","(9.0, 10.0, 8.67)","(31.0, 95.0, 85.0)","(10.0, 15.5, 13.029411764705882)","(12.0, 16.0, 13.6)","(18.0, 36.0, 34.5)","(19.0, 28.0, 21.7)"
11-01-2023 21:05:32.470148,"(2.0, 3.0, 2.944864864864865)","(2.8, 3.85, 3.27)","(9.0, 10.0, 8.67)","(31.0, 95.0, 85.0)","(10.0, 15.5, 13.029411764705882)","(12.0, 16.0, 13.6)","(18.0, 36.0, 34.5)","(19.0, 28.0, 21.7)"
11-01-2023 21:05:33.892040,"(2.0, 3.0, 2.944864864864865)","(2.8, 3.85, 3.3899999999999997)","(9.0, 10.0, 8.67)","(31.0, 95.0, 85.0)","(10.0, 15.5, 13.029411764705882)","(12.0, 16.0, 13.6)","(18.0, 36.0, 34.5)","(19.0, 28.0, 21.7)"
11-01-2023 21:05:35.773511,"(2.0, 3.0, 2.9513513513513514)","(2.8, 3.8, 3.236666666666667)","(9.0, 10.0, 8.67)","(31.0, 95.0, 85.0)","(10.0, 15.5, 12.833333333333334)","(12.0, 16.0, 13.6)","(18.0, 36.0, 34.5)","(19.0, 28.0, 21.7)"
11-01-2023 21:05:37.977032,"(2.0, 3.0, 2.9513513513513514)","(2.8, 3.75, 3.236666666666667)","(9.0, 10.0, 8.67)","(31.0, 120.0, 84.0)","(10.0, 15.5, 13.192307692307692)","(12.0, 16.0, 13.6)","(18.0, 36.0, 34.5)","(19.0, 28.0, 21.7)"
11-01-2023 21:05:39.537705,"(2.0, 3.0, 2.895)","(2.8, 3.75, 3.236666666666667)","(9.0, 10.0, 8.67)","(31.0, 120.0, 84.0)","(10.0, 15.5, 13.192307692307692)","(12.0, 16.0, 13.6)","(18.0, 36.0, 34.5)","(19.0, 28.0, 21.7)"
11-01-2023 21:05:40.892573,"(2.0, 3.0, 2.888571428571429)","(2.8, 3.75, 3.236666666666667)","(9.0, 10.0, 8.843478260869565)","(31.0, 120.0, 84.0)","(10.0, 15.5, 13.192307692307692)","(12.0, 16.0, 13.6)","(18.0, 36.0, 34.58823529411765)","(19.0, 28.0, 21.7)"
11-01-2023 21:05:42.232438,"(2.0, 3.0, 2.888571428571429)","(2.8, 3.75, 3.236666666666667)","(9.0, 10.0, 8.67)","(31.0, 120.0, 84.0)","(10.0, 15.5, 13.192307692307692)","(12.0, 16.0, 13.6)","(18.0, 36.0, 34.58823529411765)","(19.0, 28.0, 21.7)"
11-01-2023 21:05:43.547153,"(2.0, 3.0, 2.888571428571429)","(2.8, 3.75, 3.236666666666667)","(9.0, 10.0, 8.742857142857142)","(31.0, 120.0, 84.0)","(10.0, 15.5, 13.192307692307692)","(12.0, 16.0, 13.6)","(18.0, 36.0, 34.58823529411765)","(19.0, 28.0, 21.7)"
11-01-2023 21:05:44.710926,"(2.0, 3.05, 2.988)","(2.8, 3.75, 3.236666666666667)","(9.0, 9.6, 8.742857142857142)","(31.0, 120.0, 84.0)","(10.0, 15.5, 13.192307692307692)","(12.0, 16.0, 13.6)","(18.0, 36.0, 34.58823529411765)","(19.0, 28.0, 21.7)"
11-01-2023 21:05:45.995858,"(2.0, 3.05, 2.9855555555555555)","(2.8, 3.75, 3.412)","(9.0, 9.6, 8.742857142857142)","(31.0, 120.0, 84.0)","(10.0, 15.5, 13.192307692307692)","(12.0, 16.0, 13.6)","(18.0, 36.0, 34.58823529411765)","(19.0, 28.0, 21.7)"
11-01-2023 21:05:47.167434,"(2.0, 3.05, 2.973333333333333)","(2.8, 3.7, 3.412)","(9.0, 9.6, 8.647619047619047)","(31.0, 120.0, 84.0)","(10.0, 15.5, 13.192307692307692)","(12.0, 16.0, 13.6)","(18.0, 36.0, 34.58823529411765)","(19.0, 28.0, 21.7)"
11-01-2023 21:05:48.479284,"(2.0, 3.05, 2.98)","(2.8, 3.7, 3.3819999999999997)","(9.0, 9.6, 8.647619047619047)","(31.0, 120.0, 84.0)","(10.0, 15.5, 13.192307692307692)","(12.0, 16.0, 13.6)","(18.0, 36.0, 34.58823529411765)","(19.0, 28.0, 21.7)"
11-01-2023 21:05:49.707710,"(2.0, 3.05, 2.9866666666666664)","(2.8, 3.65, 3.3819999999999997)","(9.0, 9.6, 8.647619047619047)","(31.0, 120.0, 84.0)","(10.0, 15.5, 13.192307692307692)","(12.0, 16.0, 13.6)","(18.0, 36.0, 34.58823529411765)","(19.0, 28.0, 21.7)"
11-01-2023 21:05:50.979175,"(2.0, 3.05, 2.9957142857142856)","(2.8, 3.65, 3.3819999999999997)","(9.0, 9.6, 8.799999999999999)","(31.0, 120.0, 78.0)","(10.0, 15.5, 13.192307692307692)","(12.0, 16.0, 13.6)","(18.0, 36.0, 34.58823529411765)","(19.0, 28.0, 21.7)"
11-01-2023 21:05:52.224118,"(2.0, 3.05, 2.9957142857142856)","(2.8, 3.65, 3.412)","(9.0, 9.6, 8.799999999999999)","(31.0, 120.0, 76.5625)","(10.0, 15.5, 12.807692307692308)","(12.0, 16.0, 13.6)","(18.0, 36.0, 34.58823529411765)","(19.0, 28.0, 21.7)"
11-01-2023 21:05:53.407787,"(2.0, 3.05, 3.0288888888888885)","(2.8, 3.7, 3.134)","(9.0, 9.6, 9.0)","(31.0, 100.0, 76.47058823529412)","(10.0, 15.5, 13.363636363636363)","(12.0, 16.0, 13.6)","(18.0, 36.0, 34.58823529411765)","(19.0, 28.0, 21.7)"
11-01-2023 21:05:54.614491,"(2.0, 3.05, 3.0288888888888885)","(2.8, 3.75, 3.134)","(9.0, 9.6, 9.0)","(31.0, 100.0, 76.47058823529412)","(10.0, 15.0, 14.142857142857142)","(12.0, 16.0, 13.6)","(18.0, 36.0, 34.58823529411765)","(19.0, 28.0, 21.7)"
11-01-2023 21:05:55.803251,"(2.0, 3.05, 3.0288888888888885)","(2.8, 3.75, 3.236666666666667)","(9.0, 9.6, 9.1)","(31.0, 100.0, 76.47058823529412)","(10.0, 15.0, 13.5)","(12.0, 16.0, 13.6)","(18.0, 36.0, 34.58823529411765)","(19.0, 28.0, 21.7)"
11-01-2023 21:05:56.994586,"(2.0, 3.05, 3.0288888888888885)","(2.8, 3.75, 3.267142857142857)","(9.0, 9.6, 9.142857142857142)","(31.0, 100.0, 85.0)","(10.0, 14.5, 13.5)","(12.0, 16.0, 13.6)","(18.0, 36.0, 34.58823529411765)","(19.0, 28.0, 21.7)"
11-01-2023 21:05:58.425520,"(2.0, 3.05, 3.0014285714285713)","(2.8, 3.65, 3.203333333333333)","(9.0, 9.6, 9.142857142857142)","(31.0, 95.0, 85.0)","(10.0, 14.5, 13.5)","(12.0, 16.0, 13.6)","(18.0, 36.0, 34.58823529411765)","(19.0, 28.0, 21.7)"
11-01-2023 21:05:59.533379,"(2.0, 3.05, 3.0)","(2.8, 3.65, 3.203333333333333)","(9.0, 9.6, 9.142857142857142)","(31.0, 95.0, 85.0)","(10.0, 14.5, 13.5)","(12.0, 16.0, 13.6)","(18.0, 36.0, 34.58823529411765)","(19.0, 28.0, 21.7)"
11-01-2023 21:06:00.708363,"(2.0, 3.05, 3.0)","(2.8, 3.65, 3.203333333333333)","(9.0, 9.6, 9.142857142857142)","(31.0, 95.0, 85.0)","(10.0, 14.5, 12.166666666666666)","(12.0, 16.0, 13.6)","(19.0, 36.0, 34.58823529411765)","(19.0, 28.0, 21.7)"
11-01-2023 21:06:01.949005,"(2.0, 3.05, 3.0227272727272725)","(2.8, 3.65, 3.203333333333333)","(9.0, 9.6, 9.142857142857142)","(31.0, 95.0, 85.0)","(10.0, 14.5, 12.166666666666666)","(12.0, 16.0, 13.6)","(19.0, 36.0, 34.58823529411765)","(19.0, 28.0, 21.7)"
11-01-2023 21:06:03.087987,"(2.0, 3.05, 3.0227272727272725)","(2.8, 3.65, 3.1627272727272726)","(9.0, 9.6, 9.142857142857142)","(31.0, 95.0, 85.0)","(10.0, 14.5, 12.166666666666666)","(12.0, 16.0, 13.6)","(19.0, 36.0, 34.58823529411765)","(19.0, 28.0, 21.7)"
11-01-2023 21:06:04.281262,"(2.0, 3.05, 3.0227272727272725)","(2.8, 3.65, 3.315)","(9.0, 9.6, 9.142857142857142)","(31.0, 95.0, 85.0)","(10.0, 14.5, 12.166666666666666)","(12.0, 16.0, 13.6)","(19.0, 36.0, 34.58823529411765)","(19.0, 28.0, 21.7)"
11-01-2023 21:06:05.582491,"(2.0, 3.05, 2.9875)","(2.8, 3.65, 3.315)","(9.0, 9.6, 8.96)","(31.0, 95.0, 85.0)","(10.0, 14.5, 12.166666666666666)","(12.0, 16.0, 13.6)","(19.0, 36.0, 34.58823529411765)","(19.0, 28.0, 21.7)"
11-01-2023 21:06:06.963093,"(2.0, 3.05, 2.9566666666666666)","(2.8, 3.65, 3.315)","(9.0, 9.6, 8.96)","(31.0, 95.0, 85.0)","(10.0, 14.5, 12.166666666666666)","(12.0, 16.0, 13.6)","(19.0, 36.0, 34.58823529411765)","(19.0, 28.0, 21.7)"
11-01-2023 21:06:08.169040,"(2.0, 3.05, 2.9566666666666666)","(2.8, 3.65, 3.315)","(9.0, 9.6, 8.96)","(31.0, 95.0, 85.0)","(10.0, 14.5, 12.166666666666666)","(12.0, 16.0, 13.6)","(19.0, 36.0, 34.58823529411765)","(19.0, 28.0, 21.7)"
11-01-2023 21:06:09.387855,"(2.0, 3.0, 2.973333333333333)","(2.8, 3.65, 3.315)","(9.0, 9.6, 8.96)","(31.0, 100.0, 85.0)","(10.0, 14.5, 12.166666666666666)","(12.0, 16.0, 13.6)","(19.0, 36.0, 34.58823529411765)","(19.0, 28.0, 21.7)"
11-01-2023 21:06:10.562714,"(2.0, 3.05, 3.02)","(2.8, 3.65, 3.181)","(9.0, 9.6, 8.96)","(31.0, 95.0, 85.0)","(10.0, 14.5, 12.166666666666666)","(12.0, 16.0, 13.6)","(19.0, 36.0, 34.58823529411765)","(19.0, 28.0, 21.7)"
11-01-2023 21:06:11.667850,"(2.0, 3.05, 2.98)","(2.8, 3.65, 3.181)","(9.0, 9.6, 8.96)","(31.0, 95.0, 85.0)","(10.0, 14.5, 12.166666666666666)","(12.0, 16.0, 13.6)","(19.0, 36.0, 34.58823529411765)","(19.0, 28.0, 21.7)"
11-01-2023 21:06:12.780060,"(2.0, 3.1, 2.944)","(2.8, 3.65, 3.1627272727272726)","(9.0, 9.6, 8.96)","(31.0, 95.0, 85.0)","(10.0, 14.5, 12.166666666666666)","(12.0, 16.0, 13.6)","(19.0, 36.0, 34.58823529411765)","(19.0, 28.0, 21.7)"
11-01-2023 21:06:13.865825,"(2.0, 3.1, 2.974)","(2.8, 3.55, 3.4074999999999998)","(9.0, 9.6, 8.96)","(31.0, 95.0, 85.0)","(10.0, 14.5, 12.166666666666666)","(12.0, 16.0, 13.6)","(19.0, 36.0, 34.58823529411765)","(19.0, 28.0, 21.7)"
11-01-2023 21:06:14.981811,"(2.0, 3.1, 2.974)","(2.8, 3.55, 3.4074999999999998)","(9.0, 9.6, 8.96)","(31.0, 95.0, 85.0)","(10.0, 14.5, 12.166666666666666)","(12.0, 16.0, 13.6)","(19.0, 36.0, 34.58823529411765)","(19.0, 28.0, 21.7)"
11-01-2023 21:06:16.150405,"(2.0, 3.0, 2.9652173913043476)","(2.8, 3.55, 3.322)","(9.0, 9.6, 8.96)","(31.0, 95.0, 85.0)","(10.0, 14.5, 12.166666666666666)","(12.0, 16.0, 13.6)","(19.0, 36.0, 34.58823529411765)","(19.0, 28.0, 21.7)"
11-01-2023 21:06:17.392021,"(2.0, 3.0, 2.9685714285714284)","(2.8, 3.55, 3.322)","(9.0, 9.6, 8.96)","(31.0, 95.0, 85.0)","(10.0, 14.5, 12.166666666666666)","(12.0, 16.0, 13.6)","(19.0, 36.0, 34.58823529411765)","(19.0, 28.0, 21.7)"
11-01-2023 21:06:18.532964,"(2.0, 3.0, 2.9685714285714284)","(2.8, 3.55, 3.322)","(9.0, 9.6, 8.96)","(31.0, 95.0, 85.0)","(10.0, 14.5, 12.166666666666666)","(12.0, 16.0, 13.6)","(19.0, 36.0, 34.58823529411765)","(19.0, 28.0, 21.7)"
11-01-2023 21:06:19.989765,"(2.0, 3.0, 2.9635294117647057)","(2.8, 3.55, 3.322)","(9.0, 9.6, 8.96)","(31.0, 95.0, 85.0)","(10.0, 14.5, 12.166666666666666)","(12.0, 16.0, 13.6)","(19.0, 36.0, 34.58823529411765)","(19.0, 28.0, 21.7)"
11-01-2023 21:06:21.425643,"(2.0, 3.0, 2.8651851851851853)","(2.8, 3.65, 3.1627272727272726)","(9.0, 9.6, 8.96)","(31.0, 95.0, 85.0)","(10.0, 14.5, 12.166666666666666)","(12.0, 16.0, 13.6)","(19.0, 36.0, 34.58823529411765)","(19.0, 28.0, 21.7)"
11-01-2023 21:06:22.707379,"(2.0, 3.0, 2.88)","(2.8, 3.65, 3.1627272727272726)","(9.0, 9.6, 8.96)","(31.0, 95.0, 85.0)","(10.0, 14.5, 12.166666666666666)","(12.0, 16.0, 13.6)","(19.0, 36.0, 34.0)","(19.0, 28.0, 21.7)"
11-01-2023 21:06:24.146352,"(2.0, 3.0, 2.88)","(2.8, 3.65, 3.17)","(9.0, 9.6, 8.96)","(31.0, 95.0, 85.0)","(10.0, 14.5, 12.166666666666666)","(12.0, 16.0, 13.6)","(19.0, 36.0, 34.0)","(19.0, 28.0, 21.7)"
11-01-2023 21:06:25.477137,"(2.0, 3.0, 2.9085714285714284)","(2.8, 3.55, 3.151)","(9.0, 9.6, 8.96)","(31.0, 95.0, 85.0)","(10.0, 14.5, 12.166666666666666)","(12.0, 16.0, 13.6)","(19.0, 36.0, 34.0)","(19.0, 28.0, 21.7)"
11-01-2023 21:06:26.803950,"(2.0, 3.0, 2.9157894736842103)","(2.8, 3.55, 3.151)","(9.0, 9.6, 8.96)","(31.0, 95.0, 85.0)","(10.0, 14.5, 12.166666666666666)","(12.0, 16.0, 13.6)","(19.0, 36.0, 34.0)","(19.0, 28.0, 21.53846153846154)"
11-01-2023 21:06:27.972021,"(2.0, 3.0, 2.9272727272727272)","(2.8, 3.55, 3.151)","(9.0, 9.6, 8.96)","(31.0, 95.0, 85.0)","(10.0, 14.5, 12.166666666666666)","(12.0, 16.0, 13.6)","(19.0, 36.0, 34.625)","(19.0, 28.0, 21.7)"
11-01-2023 21:06:29.208027,"(2.0, 3.0, 2.9272727272727272)","(2.8, 3.55, 3.151)","(9.0, 9.6, 8.96)","(31.0, 95.0, 85.0)","(10.0, 14.5, 12.166666666666666)","(12.0, 16.0, 13.6)","(19.0, 36.0, 34.625)","(19.0, 28.0, 21.7)"
11-01-2023 21:06:30.432821,"(2.0, 3.0, 2.923076923076923)","(2.8, 3.55, 3.151)","(9.0, 9.6, 8.96)","(31.0, 95.0, 85.0)","(10.0, 14.5, 12.166666666666666)","(12.0, 16.0, 13.6)","(19.0, 36.0, 34.625)","(19.0, 28.0, 21.7)"
11-01-2023 21:06:31.554371,"(2.0, 3.0, 2.923076923076923)","(2.8, 3.55, 3.151)","(9.0, 9.6, 8.96)","(31.0, 95.0, 85.0)","(10.0, 14.5, 12.166666666666666)","(12.0, 16.0, 13.6)","(19.0, 36.0, 34.625)","(19.0, 28.0, 21.7)"
11-01-2023 21:06:32.708365,"(2.0, 3.0, 2.8666666666666667)","(2.8, 3.55, 3.151)","(9.0, 9.6, 8.96)","(31.0, 95.0, 85.0)","(10.0, 14.5, 12.166666666666666)","(12.0, 16.0, 13.5)","(19.0, 36.0, 34.625)","(19.0, 28.0, 21.7)"
11-01-2023 21:06:33.946092,"(2.0, 3.0, 2.856)","(2.8, 3.55, 3.151)","(9.0, 9.6, 8.96)","(31.0, 95.0, 85.0)","(10.0, 14.5, 12.166666666666666)","(12.0, 16.0, 13.5)","(19.0, 36.0, 34.625)","(19.0, 28.0, 21.7)"
11-01-2023 21:06:35.092549,"(2.0, 3.0, 2.856)","(2.8, 3.55, 3.151)","(9.0, 9.6, 8.96)","(31.0, 95.0, 85.0)","(10.0, 14.5, 12.166666666666666)","(12.0, 16.0, 13.5)","(19.0, 36.0, 34.625)","(19.0, 28.0, 21.7)"
11-01-2023 21:06:36.299101,"(2.0, 3.0, 2.8615384615384616)","(2.8, 3.55, 3.151)","(9.0, 9.6, 8.96)","(31.0, 95.0, 85.0)","(10.0, 14.5, 12.166666666666666)","(12.0, 16.0, 13.5)","(19.0, 36.0, 34.625)","(19.0, 28.0, 21.7)"
11-01-2023 21:06:37.492140,"(2.0, 3.0, 2.90375)","(2.8, 3.55, 3.151)","(9.0, 9.6, 8.96)","(31.0, 95.0, 85.0)","(10.0, 14.5, 12.25)","(12.0, 16.0, 13.5)","(19.0, 36.0, 34.625)","(19.0, 28.0, 21.7)"
11-01-2023 21:06:38.556394,"(2.0, 3.0, 2.9057142857142857)","(2.8, 3.55, 3.151)","(9.0, 9.6, 8.96)","(31.0, 95.0, 85.0)","(10.0, 14.5, 12.25)","(12.0, 16.0, 13.5)","(19.0, 36.0, 34.625)","(19.0, 28.0, 21.7)"
11-01-2023 21:06:39.670664,"(2.0, 3.0, 2.9057142857142857)","(2.8, 3.55, 3.151)","(9.0, 9.6, 8.96)","(31.0, 95.0, 85.0)","(10.0, 14.5, 12.25)","(12.0, 16.0, 13.5)","(19.0, 36.0, 34.625)","(19.0, 28.0, 21.7)"
