,Busters Choice,Gunfighter,Lee Haitch Oh,Uplink,Fort Jefferson,Silver Onyx,Skyforger,Electric Daisy,Secia,Firey Panz,Mean Girls
12-01-2023 15:04:07.536100,"(101.0, 220.0, 153.33333333333334)","(8.0, 14.0, 12.055555555555555)","(101.0, 220.0, 172.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.085714285714285)","(2.1, 2.28, 2.203076923076923)","(51.0, 220.0, 116.66666666666666)","(41.0, 50.0, 42.19512195121951)","(4.8, 6.4, 6.12)","(31.0, 110.0, 76.8)"
12-01-2023 15:04:09.190528,"(101.0, 220.0, 153.33333333333334)","(8.0, 14.0, 12.055555555555555)","(101.0, 220.0, 172.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.085714285714285)","(2.1, 2.28, 2.203076923076923)","(51.0, 220.0, 116.66666666666666)","(41.0, 50.0, 42.19512195121951)","(4.8, 6.4, 6.12)","(31.0, 110.0, 76.8)"
12-01-2023 15:04:10.801448,"(101.0, 220.0, 153.33333333333334)","(8.0, 14.0, 12.055555555555555)","(101.0, 220.0, 172.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.085714285714285)","(2.1, 2.28, 2.203076923076923)","(51.0, 220.0, 116.66666666666666)","(41.0, 50.0, 42.19512195121951)","(4.8, 6.4, 6.12)","(31.0, 110.0, 76.8)"
12-01-2023 15:04:12.360699,"(101.0, 220.0, 153.33333333333334)","(8.0, 14.0, 12.055555555555555)","(101.0, 220.0, 172.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.085714285714285)","(2.1, 2.28, 2.203076923076923)","(51.0, 220.0, 116.66666666666666)","(41.0, 50.0, 43.04347826086956)","(4.8, 6.4, 6.12)","(31.0, 110.0, 76.8)"
12-01-2023 15:04:13.989205,"(101.0, 220.0, 153.33333333333334)","(8.0, 14.0, 12.055555555555555)","(101.0, 220.0, 172.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.085714285714285)","(2.1, 2.28, 2.203076923076923)","(51.0, 220.0, 116.66666666666666)","(41.0, 50.0, 43.04347826086956)","(4.8, 6.4, 6.12)","(31.0, 110.0, 76.8)"
12-01-2023 15:04:15.617851,"(101.0, 220.0, 153.33333333333334)","(8.0, 14.0, 12.055555555555555)","(101.0, 220.0, 172.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.085714285714285)","(2.1, 2.28, 2.203076923076923)","(51.0, 220.0, 116.66666666666666)","(41.0, 50.0, 43.04347826086956)","(4.8, 6.4, 6.12)","(31.0, 110.0, 76.8)"
12-01-2023 15:04:17.179540,"(101.0, 220.0, 153.33333333333334)","(8.0, 14.0, 12.055555555555555)","(101.0, 220.0, 172.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.085714285714285)","(2.1, 2.28, 2.203076923076923)","(51.0, 220.0, 116.66666666666666)","(41.0, 50.0, 43.04347826086956)","(4.8, 6.4, 6.12)","(31.0, 110.0, 76.8)"
12-01-2023 15:04:18.758397,"(101.0, 220.0, 153.33333333333334)","(8.0, 14.0, 12.055555555555555)","(101.0, 220.0, 172.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.085714285714285)","(2.1, 2.28, 2.203076923076923)","(51.0, 220.0, 116.66666666666666)","(41.0, 50.0, 43.04347826086956)","(4.8, 6.4, 6.12)","(31.0, 110.0, 76.8)"
12-01-2023 15:04:20.334527,"(101.0, 220.0, 146.66666666666666)","(8.0, 14.0, 12.055555555555555)","(101.0, 220.0, 172.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.085714285714285)","(2.1, 2.28, 2.203076923076923)","(51.0, 220.0, 116.66666666666666)","(41.0, 50.0, 43.46938775510204)","(4.8, 6.4, 6.12)","(31.0, 110.0, 76.8)"
12-01-2023 15:04:22.082476,"(101.0, 220.0, 146.66666666666666)","(8.0, 14.0, 12.055555555555555)","(101.0, 220.0, 172.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.085714285714285)","(2.1, 2.28, 2.203076923076923)","(51.0, 220.0, 116.66666666666666)","(41.0, 50.0, 43.46938775510204)","(4.8, 6.4, 6.12)","(31.0, 110.0, 76.8)"
12-01-2023 15:04:23.819882,"(101.0, 220.0, 146.66666666666666)","(8.0, 14.0, 12.055555555555555)","(101.0, 220.0, 172.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.085714285714285)","(2.1, 2.28, 2.203076923076923)","(51.0, 220.0, 116.66666666666666)","(41.0, 50.0, 43.46938775510204)","(4.8, 6.4, 6.12)","(31.0, 110.0, 76.8)"
12-01-2023 15:04:25.486398,"(101.0, 220.0, 146.66666666666666)","(8.0, 14.0, 12.055555555555555)","(101.0, 220.0, 172.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.085714285714285)","(2.1, 2.28, 2.203076923076923)","(51.0, 220.0, 116.66666666666666)","(41.0, 50.0, 43.46938775510204)","(4.8, 6.4, 6.12)","(31.0, 110.0, 76.8)"
12-01-2023 15:04:27.323856,"(101.0, 220.0, 165.0)","(8.0, 14.0, 12.055555555555555)","(101.0, 220.0, 172.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.085714285714285)","(2.1, 2.28, 2.203076923076923)","(51.0, 220.0, 116.66666666666666)","(41.0, 50.0, 43.46938775510204)","(4.8, 6.4, 6.12)","(31.0, 110.0, 76.8)"
12-01-2023 15:04:29.250120,"(101.0, 220.0, 165.0)","(8.0, 14.0, 12.055555555555555)","(101.0, 220.0, 172.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.085714285714285)","(2.1, 2.28, 2.203076923076923)","(51.0, 220.0, 116.66666666666666)","(41.0, 50.0, 43.46938775510204)","(4.8, 6.4, 6.12)","(31.0, 110.0, 76.8)"
12-01-2023 15:04:30.837534,"(101.0, 220.0, 165.0)","(8.0, 14.0, 12.055555555555555)","(101.0, 220.0, 172.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.085714285714285)","(2.1, 2.28, 2.203076923076923)","(51.0, 220.0, 116.66666666666666)","(41.0, 50.0, 43.46938775510204)","(4.8, 6.4, 6.12)","(31.0, 110.0, 76.8)"
12-01-2023 15:04:32.446525,"(101.0, 220.0, 165.0)","(8.0, 14.0, 12.055555555555555)","(101.0, 220.0, 172.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.085714285714285)","(2.1, 2.28, 2.203076923076923)","(51.0, 220.0, 116.66666666666666)","(41.0, 50.0, 43.46938775510204)","(4.8, 6.4, 6.12)","(31.0, 110.0, 76.8)"
12-01-2023 15:04:34.073002,"(101.0, 220.0, 165.0)","(8.0, 14.0, 12.055555555555555)","(101.0, 220.0, 172.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.085714285714285)","(2.1, 2.28, 2.203076923076923)","(51.0, 220.0, 116.66666666666666)","(41.0, 50.0, 43.46938775510204)","(4.8, 6.4, 6.12)","(31.0, 110.0, 76.8)"
12-01-2023 15:04:35.694423,"(101.0, 220.0, 165.0)","(8.0, 14.0, 12.055555555555555)","(101.0, 220.0, 172.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.085714285714285)","(2.1, 2.28, 2.203076923076923)","(51.0, 220.0, 116.66666666666666)","(41.0, 50.0, 43.46938775510204)","(4.8, 6.4, 6.12)","(31.0, 110.0, 76.8)"
12-01-2023 15:04:37.297326,"(101.0, 220.0, 165.0)","(8.0, 14.0, 12.055555555555555)","(101.0, 220.0, 172.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.085714285714285)","(2.1, 2.28, 2.203076923076923)","(51.0, 220.0, 116.66666666666666)","(41.0, 50.0, 43.46938775510204)","(4.8, 6.4, 6.12)","(31.0, 110.0, 76.8)"
12-01-2023 15:04:38.948821,"(101.0, 220.0, 165.0)","(8.0, 14.0, 12.055555555555555)","(101.0, 220.0, 172.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.085714285714285)","(2.1, 2.28, 2.203076923076923)","(51.0, 220.0, 116.66666666666666)","(41.0, 50.0, 43.46938775510204)","(4.8, 6.4, 6.12)","(31.0, 110.0, 76.8)"
12-01-2023 15:04:40.536842,"(101.0, 220.0, 165.0)","(8.0, 14.0, 12.055555555555555)","(101.0, 220.0, 172.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.085714285714285)","(2.1, 2.28, 2.203076923076923)","(51.0, 220.0, 116.66666666666666)","(41.0, 50.0, 43.46938775510204)","(4.8, 6.4, 6.12)","(31.0, 110.0, 76.8)"
12-01-2023 15:04:42.175976,"(101.0, 220.0, 165.0)","(8.0, 14.0, 12.055555555555555)","(101.0, 220.0, 172.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.085714285714285)","(2.1, 2.28, 2.203076923076923)","(51.0, 220.0, 116.66666666666666)","(41.0, 50.0, 43.46938775510204)","(4.8, 6.4, 6.12)","(31.0, 110.0, 76.8)"
12-01-2023 15:04:43.695089,"(101.0, 220.0, 165.0)","(8.0, 14.0, 12.055555555555555)","(101.0, 220.0, 172.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.085714285714285)","(2.1, 2.28, 2.203076923076923)","(51.0, 220.0, 116.66666666666666)","(41.0, 50.0, 43.46938775510204)","(4.8, 6.4, 6.12)","(31.0, 110.0, 76.8)"
12-01-2023 15:04:45.328095,"(101.0, 220.0, 165.0)","(8.0, 14.0, 12.055555555555555)","(101.0, 220.0, 172.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 13.5, 13.365384615384615)","(3.9, 5.8, 5.085714285714285)","(2.1, 2.28, 2.203076923076923)","(51.0, 220.0, 116.66666666666666)","(41.0, 50.0, 43.46938775510204)","(4.8, 6.4, 6.12)","(31.0, 110.0, 76.8)"
12-01-2023 15:04:46.961060,"(101.0, 220.0, 165.0)","(8.0, 14.0, 12.055555555555555)","(101.0, 220.0, 172.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 13.5, 13.879310344827587)","(3.9, 5.8, 5.030769230769231)","(2.1, 2.28, 2.203076923076923)","(51.0, 220.0, 116.66666666666666)","(41.0, 50.0, 43.46938775510204)","(4.8, 6.4, 6.12)","(31.0, 110.0, 76.8)"
12-01-2023 15:04:48.782313,"(101.0, 220.0, 165.0)","(8.0, 14.0, 12.055555555555555)","(101.0, 220.0, 172.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 14.5, 11.666666666666666)","(3.9, 5.8, 5.371428571428571)","(2.1, 2.28, 2.203076923076923)","(51.0, 220.0, 116.66666666666666)","(41.0, 50.0, 43.46938775510204)","(4.8, 6.4, 6.12)","(31.0, 110.0, 76.8)"
12-01-2023 15:04:50.531223,"(101.0, 220.0, 165.0)","(8.0, 14.0, 12.055555555555555)","(101.0, 220.0, 172.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 14.0, 13.342105263157894)","(3.9, 5.8, 5.371428571428571)","(2.1, 2.28, 2.203076923076923)","(51.0, 220.0, 116.66666666666666)","(41.0, 50.0, 43.46938775510204)","(4.8, 6.4, 6.12)","(31.0, 110.0, 76.8)"
12-01-2023 15:04:52.255949,"(101.0, 220.0, 165.0)","(8.0, 14.0, 12.055555555555555)","(101.0, 220.0, 172.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 13.5, 13.65)","(3.9, 5.8, 5.371428571428571)","(2.1, 2.28, 2.203076923076923)","(51.0, 220.0, 116.66666666666666)","(41.0, 50.0, 43.46938775510204)","(4.8, 6.4, 6.12)","(31.0, 110.0, 76.8)"
12-01-2023 15:04:53.975270,"(101.0, 220.0, 165.0)","(8.0, 14.0, 12.055555555555555)","(101.0, 220.0, 172.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 14.0, 13.65)","(3.9, 5.8, 5.085714285714285)","(2.1, 2.28, 2.203076923076923)","(51.0, 220.0, 116.66666666666666)","(41.0, 50.0, 43.46938775510204)","(4.8, 6.4, 6.12)","(31.0, 110.0, 76.8)"
12-01-2023 15:04:55.663092,"(101.0, 220.0, 165.0)","(8.0, 14.0, 14.5)","(101.0, 220.0, 172.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 14.0, 13.65)","(3.9, 5.8, 5.030769230769231)","(2.1, 2.28, 2.203076923076923)","(51.0, 220.0, 116.66666666666666)","(41.0, 50.0, 43.46938775510204)","(4.8, 7.6, 6.907692307692307)","(31.0, 110.0, 76.8)"
12-01-2023 15:04:57.291242,"(101.0, 220.0, 165.0)","(8.0, 17.5, 12.722222222222221)","(101.0, 220.0, 172.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 14.0, 13.65)","(3.9, 5.8, 5.671428571428572)","(2.1, 2.28, 2.1966666666666668)","(51.0, 220.0, 116.66666666666666)","(41.0, 50.0, 43.04347826086956)","(4.8, 7.6, 6.842105263157895)","(31.0, 100.0, 73.92857142857143)"
12-01-2023 15:04:58.852439,"(101.0, 220.0, 165.0)","(8.0, 17.0, 14.833333333333334)","(101.0, 220.0, 172.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 14.0, 12.8)","(3.9, 5.7, 5.66875)","(2.1, 2.28, 2.1966666666666668)","(51.0, 220.0, 116.66666666666666)","(41.0, 50.0, 43.04347826086956)","(4.8, 7.6, 6.842105263157895)","(31.0, 100.0, 73.92857142857143)"
12-01-2023 15:05:00.435135,"(101.0, 220.0, 165.0)","(8.0, 16.5, 16.25)","(101.0, 220.0, 172.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 14.0, 12.8)","(3.9, 5.7, 4.75)","(2.1, 2.28, 2.1966666666666668)","(51.0, 220.0, 116.66666666666666)","(41.0, 50.0, 43.04347826086956)","(4.8, 7.6, 7.26)","(31.0, 100.0, 73.92857142857143)"
12-01-2023 15:05:02.020762,"(101.0, 220.0, 165.0)","(8.0, 16.5, 15.818181818181818)","(101.0, 220.0, 172.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 14.0, 12.8)","(3.9, 5.8, 4.757142857142857)","(2.1, 2.28, 2.1966666666666668)","(51.0, 220.0, 116.66666666666666)","(41.0, 50.0, 43.46938775510204)","(4.8, 7.6, 7.371428571428571)","(31.0, 100.0, 73.92857142857143)"
12-01-2023 15:05:03.599149,"(101.0, 220.0, 165.0)","(8.0, 16.5, 14.7)","(101.0, 220.0, 172.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 14.0, 12.8)","(3.9, 5.7, 4.71)","(2.1, 2.28, 2.1966666666666668)","(51.0, 220.0, 116.66666666666666)","(41.0, 50.0, 43.46938775510204)","(4.8, 7.6, 7.371428571428571)","(31.0, 95.0, 88.19999999999999)"
12-01-2023 15:05:05.210807,"(101.0, 220.0, 165.0)","(8.0, 16.5, 13.5)","(101.0, 220.0, 172.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 14.0, 12.8)","(3.9, 5.7, 4.875)","(2.1, 2.28, 2.1966666666666668)","(51.0, 220.0, 116.66666666666666)","(41.0, 50.0, 43.46938775510204)","(4.8, 7.6, 7.371428571428571)","(31.0, 95.0, 88.19999999999999)"
12-01-2023 15:05:06.875003,"(101.0, 220.0, 165.0)","(8.0, 16.5, 15.0)","(101.0, 220.0, 172.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 14.0, 14.375)","(3.9, 5.7, 5.05)","(2.1, 2.28, 2.1966666666666668)","(51.0, 220.0, 116.66666666666666)","(41.0, 50.0, 43.04347826086956)","(4.8, 7.6, 7.199999999999999)","(31.0, 95.0, 88.19999999999999)"
12-01-2023 15:05:08.472214,"(101.0, 220.0, 165.0)","(8.0, 16.0, 14.7)","(101.0, 220.0, 172.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 15.5, 17.954545454545453)","(3.9, 5.5, 5.05)","(2.1, 2.28, 2.1966666666666668)","(51.0, 220.0, 116.66666666666666)","(41.0, 50.0, 43.04347826086956)","(4.8, 7.6, 7.279999999999999)","(31.0, 95.0, 88.19999999999999)"
12-01-2023 15:05:09.975809,"(101.0, 220.0, 165.0)","(8.0, 16.5, 14.7)","(101.0, 220.0, 172.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 19.5, 17.954545454545453)","(3.9, 5.5, 5.05)","(2.1, 2.28, 2.1966666666666668)","(51.0, 220.0, 116.66666666666666)","(41.0, 50.0, 43.04347826086956)","(4.8, 7.6, 7.279999999999999)","(31.0, 95.0, 88.19999999999999)"
12-01-2023 15:05:11.524175,"(101.0, 220.0, 165.0)","(8.0, 16.5, 14.7)","(101.0, 220.0, 172.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 19.5, 17.954545454545453)","(3.9, 5.5, 5.05)","(2.1, 2.28, 2.1966666666666668)","(51.0, 220.0, 116.66666666666666)","(41.0, 50.0, 43.46938775510204)","(4.8, 7.6, 7.279999999999999)","(31.0, 95.0, 88.19999999999999)"
12-01-2023 15:05:13.125168,"(101.0, 220.0, 146.66666666666666)","(8.0, 16.5, 14.0)","(101.0, 220.0, 140.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 19.5, 17.375)","(3.9, 5.5, 5.05)","(2.1, 2.28, 2.1966666666666668)","(51.0, 220.0, 116.66666666666666)","(41.0, 50.0, 43.04347826086956)","(4.8, 7.6, 7.3)","(31.0, 95.0, 88.19999999999999)"
12-01-2023 15:05:14.757791,"(101.0, 220.0, 146.66666666666666)","(8.0, 16.5, 12.75)","(101.0, 220.0, 140.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 19.5, 17.0)","(3.9, 5.5, 5.05)","(2.1, 2.28, 2.1966666666666668)","(51.0, 220.0, 116.66666666666666)","(41.0, 50.0, 43.04347826086956)","(4.8, 7.6, 7.3999999999999995)","(31.0, 95.0, 88.19999999999999)"
12-01-2023 15:05:16.865554,"(101.0, 220.0, 146.66666666666666)","(8.0, 16.5, 14.5)","(101.0, 220.0, 140.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 19.0, 17.0)","(3.9, 5.5, 5.05)","(2.1, 2.28, 2.1966666666666668)","(51.0, 220.0, 116.66666666666666)","(41.0, 50.0, 44.25)","(4.8, 7.6, 7.3999999999999995)","(31.0, 90.0, 67.5)"
12-01-2023 15:05:18.625553,"(101.0, 220.0, 146.66666666666666)","(8.0, 16.0, 14.5)","(101.0, 220.0, 140.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 19.0, 14.75)","(3.9, 5.5, 5.05)","(2.1, 2.28, 2.1966666666666668)","(51.0, 220.0, 178.75)","(41.0, 50.0, 44.25)","(4.8, 7.6, 7.3999999999999995)","(31.0, 90.0, 64.80000000000001)"
12-01-2023 15:05:20.359809,"(101.0, 220.0, 146.66666666666666)","(8.0, 16.0, 12.75)","(101.0, 220.0, 140.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 18.5, 14.5)","(3.9, 5.5, 5.05)","(2.1, 2.28, 2.1966666666666668)","(51.0, 220.0, 178.75)","(41.0, 50.0, 44.25)","(4.8, 7.6, 7.3999999999999995)","(31.0, 90.0, 64.80000000000001)"
12-01-2023 15:05:22.149451,"(101.0, 220.0, 146.66666666666666)","(8.0, 16.5, 12.75)","(101.0, 220.0, 140.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 18.0, 13.785714285714285)","(3.9, 5.5, 5.05)","(2.1, 2.28, 2.1966666666666668)","(51.0, 220.0, 178.75)","(41.0, 50.0, 44.25)","(4.8, 7.6, 7.3999999999999995)","(31.0, 90.0, 64.80000000000001)"
12-01-2023 15:05:23.855987,"(101.0, 220.0, 146.66666666666666)","(8.0, 16.5, 13.75)","(101.0, 220.0, 140.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 17.5, 13.785714285714285)","(3.9, 5.5, 5.05)","(2.1, 2.28, 2.1966666666666668)","(51.0, 220.0, 178.75)","(41.0, 50.0, 44.25)","(4.8, 7.6, 7.26)","(31.0, 90.0, 64.80000000000001)"
12-01-2023 15:05:25.652073,"(101.0, 220.0, 146.66666666666666)","(8.0, 16.0, 13.75)","(101.0, 220.0, 140.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 17.5, 13.785714285714285)","(3.9, 5.5, 5.05)","(2.1, 2.28, 2.1966666666666668)","(51.0, 220.0, 178.75)","(41.0, 50.0, 44.25)","(4.8, 7.6, 7.26)","(31.0, 90.0, 64.80000000000001)"
12-01-2023 15:05:27.405857,"(101.0, 220.0, 146.66666666666666)","(8.0, 16.0, 13.75)","(101.0, 220.0, 140.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 17.5, 13.785714285714285)","(3.9, 5.5, 5.05)","(2.1, 2.28, 2.1966666666666668)","(51.0, 220.0, 178.75)","(41.0, 50.0, 44.25)","(4.8, 7.6, 7.26)","(31.0, 90.0, 64.80000000000001)"
12-01-2023 15:05:29.154700,"(101.0, 220.0, 146.66666666666666)","(8.0, 16.0, 13.75)","(101.0, 220.0, 140.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 17.5, 13.785714285714285)","(3.9, 5.5, 5.05)","(2.1, 2.28, 2.1966666666666668)","(51.0, 220.0, 178.75)","(41.0, 50.0, 44.25)","(4.8, 7.6, 7.26)","(31.0, 90.0, 64.80000000000001)"
12-01-2023 15:05:30.735294,"(101.0, 220.0, 146.66666666666666)","(8.0, 16.0, 13.75)","(101.0, 220.0, 140.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 17.5, 13.785714285714285)","(3.9, 5.5, 5.05)","(2.1, 2.28, 2.1966666666666668)","(51.0, 220.0, 178.75)","(41.0, 50.0, 44.25)","(4.8, 7.6, 7.26)","(31.0, 90.0, 64.80000000000001)"
12-01-2023 15:05:32.406929,"(101.0, 220.0, 146.66666666666666)","(8.0, 16.0, 13.75)","(101.0, 220.0, 140.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 17.5, 13.785714285714285)","(3.9, 5.5, 5.05)","(2.1, 2.28, 2.1966666666666668)","(51.0, 220.0, 178.75)","(41.0, 50.0, 44.25)","(4.8, 7.6, 7.26)","(31.0, 90.0, 64.80000000000001)"
12-01-2023 15:05:34.066754,"(101.0, 220.0, 146.66666666666666)","(8.0, 16.0, 13.75)","(101.0, 220.0, 140.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 17.5, 12.833333333333334)","(3.9, 5.5, 5.05)","(2.1, 2.28, 2.1966666666666668)","(51.0, 220.0, 178.75)","(41.0, 50.0, 44.25)","(4.8, 7.6, 7.26)","(31.0, 90.0, 64.80000000000001)"
12-01-2023 15:05:35.627556,"(101.0, 220.0, 146.66666666666666)","(8.0, 16.0, 13.75)","(101.0, 220.0, 140.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 16.5, 12.833333333333334)","(3.9, 5.5, 5.05)","(2.1, 2.28, 2.1966666666666668)","(51.0, 220.0, 178.75)","(41.0, 50.0, 44.25)","(4.8, 7.6, 7.26)","(31.0, 90.0, 64.80000000000001)"
12-01-2023 15:05:37.192586,"(101.0, 220.0, 146.66666666666666)","(8.0, 16.0, 13.75)","(101.0, 220.0, 140.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 16.5, 12.833333333333334)","(3.9, 5.5, 5.05)","(2.1, 2.28, 2.1966666666666668)","(51.0, 220.0, 178.75)","(41.0, 50.0, 44.25)","(4.8, 7.6, 7.26)","(31.0, 90.0, 64.80000000000001)"
12-01-2023 15:05:38.760674,"(101.0, 220.0, 146.66666666666666)","(8.0, 16.0, 13.75)","(101.0, 220.0, 140.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 16.5, 12.833333333333334)","(3.9, 5.5, 5.05)","(2.1, 2.28, 2.1966666666666668)","(51.0, 220.0, 178.75)","(41.0, 50.0, 44.25)","(4.8, 7.6, 7.26)","(31.0, 90.0, 64.80000000000001)"
12-01-2023 15:05:40.312387,"(101.0, 220.0, 146.66666666666666)","(8.0, 16.0, 13.75)","(101.0, 220.0, 140.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 16.5, 12.833333333333334)","(3.9, 5.5, 5.05)","(2.1, 2.28, 2.1966666666666668)","(51.0, 220.0, 178.75)","(41.0, 50.0, 44.25)","(4.8, 7.6, 7.26)","(31.0, 90.0, 64.80000000000001)"
12-01-2023 15:05:41.904763,"(101.0, 220.0, 146.66666666666666)","(8.0, 16.0, 13.75)","(101.0, 220.0, 140.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 16.5, 12.833333333333334)","(3.9, 5.5, 5.05)","(2.1, 2.28, 2.1966666666666668)","(51.0, 220.0, 178.75)","(41.0, 50.0, 45.130434782608695)","(4.8, 7.6, 7.26)","(31.0, 90.0, 64.80000000000001)"
12-01-2023 15:05:43.527030,"(101.0, 220.0, 146.66666666666666)","(8.0, 16.0, 13.75)","(101.0, 220.0, 140.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 16.5, 14.0)","(3.9, 5.5, 5.05)","(2.1, 2.28, 2.1966666666666668)","(51.0, 220.0, 178.75)","(41.0, 50.0, 43.77777777777778)","(4.8, 7.6, 7.066666666666666)","(31.0, 90.0, 64.80000000000001)"
12-01-2023 15:05:45.061093,"(101.0, 220.0, 146.66666666666666)","(8.0, 16.0, 13.75)","(101.0, 220.0, 140.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 16.0, 14.0)","(3.9, 5.5, 5.05)","(2.1, 2.28, 2.1966666666666668)","(51.0, 220.0, 178.75)","(41.0, 50.0, 43.77777777777778)","(4.8, 7.6, 7.066666666666666)","(31.0, 90.0, 64.80000000000001)"
12-01-2023 15:05:46.628090,"(101.0, 220.0, 146.66666666666666)","(8.0, 16.0, 13.75)","(101.0, 220.0, 140.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 16.0, 14.0)","(3.9, 5.5, 5.05)","(2.1, 2.28, 2.1966666666666668)","(51.0, 220.0, 178.75)","(41.0, 50.0, 43.77777777777778)","(4.8, 7.6, 7.066666666666666)","(31.0, 90.0, 64.80000000000001)"
12-01-2023 15:05:48.119311,"(101.0, 220.0, 146.66666666666666)","(8.0, 16.0, 13.75)","(101.0, 220.0, 140.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 16.0, 14.0)","(3.9, 5.5, 5.05)","(2.1, 2.28, 2.1966666666666668)","(51.0, 220.0, 178.75)","(41.0, 50.0, 43.77777777777778)","(4.8, 7.6, 7.066666666666666)","(31.0, 90.0, 64.80000000000001)"
12-01-2023 15:05:49.611274,"(101.0, 220.0, 146.66666666666666)","(8.0, 16.0, 13.5)","(101.0, 220.0, 140.0)","(51.0, 220.0, 174.28571428571428)","(10.0, 16.0, 13.5)","(3.9, 5.5, 5.05)","(2.1, 2.28, 2.1966666666666668)","(51.0, 220.0, 178.75)","(41.0, 50.0, 43.77777777777778)","(4.8, 7.6, 7.066666666666666)","(31.0, 90.0, 64.80000000000001)"
