,Fake Magic,Taspinaro,Right Hook,Madetobebroken,Labby Rock,Tennessee Beach,Tricky Mikki,Snowbird,Destiny Force
11-01-2023 13:34:13.584247,"(2.15, 2.9, 2.748421052631579)","(31.0, 80.0, 47.0)","(5.5, 7.8, 7.25)","(10.0, 19.5, 18.5)","(14.0, 25.0, 24.0)","(12.0, 24.0, 20.071428571428573)","(3.2, 3.55, 3.5393617021276595)","(31.0, 50.0, 44.0)","(61.0, 110.0, 80.0)"
11-01-2023 13:34:14.821532,"(2.15, 2.9, 2.748421052631579)","(31.0, 80.0, 60.5)","(5.5, 7.8, 7.25)","(10.0, 19.5, 18.5)","(14.0, 25.0, 24.0)","(12.0, 24.0, 20.071428571428573)","(3.2, 3.55, 3.5393617021276595)","(31.0, 50.0, 44.0)","(61.0, 110.0, 80.0)"
11-01-2023 13:34:15.945810,"(2.15, 2.9, 2.748421052631579)","(31.0, 85.0, 60.5)","(5.5, 7.8, 7.25)","(10.0, 19.5, 18.5)","(14.0, 25.0, 24.0)","(12.0, 24.0, 20.071428571428573)","(3.2, 3.55, 3.5393617021276595)","(31.0, 50.0, 44.0)","(61.0, 110.0, 80.0)"
11-01-2023 13:34:17.234332,"(2.15, 2.9, 2.748421052631579)","(31.0, 85.0, 60.5)","(5.5, 7.8, 7.25)","(10.0, 19.5, 18.5)","(14.0, 25.0, 23.0)","(12.0, 24.0, 20.071428571428573)","(3.2, 3.55, 3.5393617021276595)","(31.0, 50.0, 44.0)","(61.0, 110.0, 80.0)"
11-01-2023 13:34:18.447021,"(2.15, 2.88, 2.78)","(31.0, 85.0, 60.5)","(5.5, 7.8, 7.25)","(10.0, 19.5, 18.5)","(14.0, 25.0, 24.0)","(12.0, 24.0, 20.071428571428573)","(3.2, 3.55, 3.5393617021276595)","(31.0, 50.0, 44.0)","(61.0, 110.0, 80.0)"
11-01-2023 13:34:19.618545,"(2.15, 2.88, 2.78)","(31.0, 85.0, 60.5)","(5.5, 7.8, 7.25)","(10.0, 19.5, 18.5)","(14.0, 25.0, 24.0)","(12.0, 24.0, 20.071428571428573)","(3.2, 3.55, 3.5393617021276595)","(31.0, 50.0, 44.0)","(61.0, 110.0, 80.0)"
11-01-2023 13:34:20.765270,"(2.15, 2.88, 2.78)","(31.0, 85.0, 60.5)","(5.5, 7.8, 7.25)","(10.0, 19.5, 18.5)","(14.0, 25.0, 24.0)","(12.0, 24.0, 19.318181818181817)","(3.2, 3.55, 3.5393617021276595)","(31.0, 50.0, 44.0)","(61.0, 110.0, 80.0)"
11-01-2023 13:34:21.876395,"(2.15, 2.88, 2.78)","(31.0, 85.0, 60.5)","(5.5, 7.8, 7.25)","(10.0, 19.5, 18.5)","(14.0, 25.0, 24.0)","(12.0, 23.0, 20.25)","(3.2, 3.55, 3.5393617021276595)","(31.0, 50.0, 44.0)","(61.0, 110.0, 76.66666666666667)"
11-01-2023 13:34:23.085708,"(2.15, 2.88, 2.8066666666666666)","(31.0, 85.0, 60.5)","(5.5, 7.8, 7.25)","(10.0, 19.5, 18.5)","(14.0, 25.0, 24.0)","(12.0, 22.0, 19.375)","(3.2, 3.55, 3.4722222222222223)","(31.0, 50.0, 44.0)","(61.0, 100.0, 83.0)"
11-01-2023 13:34:24.248838,"(2.15, 2.88, 2.8615384615384616)","(31.0, 100.0, 68.0)","(5.5, 7.8, 7.25)","(10.0, 19.5, 18.5)","(14.0, 25.0, 24.0)","(12.0, 22.0, 19.214285714285715)","(3.2, 3.55, 3.4)","(31.0, 50.0, 41.0)","(61.0, 95.0, 75.0)"
11-01-2023 13:34:25.398093,"(2.15, 2.88, 2.8615384615384616)","(31.0, 95.0, 50.75)","(5.5, 7.8, 7.25)","(10.0, 19.5, 18.5)","(14.0, 25.0, 23.0)","(12.0, 21.0, 19.25)","(3.2, 3.55, 3.4)","(31.0, 50.0, 41.0)","(61.0, 95.0, 75.0)"
11-01-2023 13:34:26.582276,"(2.15, 2.88, 2.8615384615384616)","(31.0, 95.0, 50.75)","(5.5, 7.8, 7.25)","(10.0, 19.5, 18.5)","(14.0, 25.0, 23.0)","(12.0, 20.0, 19.25)","(3.2, 3.55, 3.359090909090909)","(31.0, 50.0, 41.0)","(61.0, 95.0, 75.0)"
11-01-2023 13:34:27.828950,"(2.15, 2.88, 2.8615384615384616)","(31.0, 100.0, 68.0)","(5.5, 7.8, 7.25)","(10.0, 19.5, 18.5)","(14.0, 25.0, 23.0)","(12.0, 20.0, 19.25)","(3.2, 3.55, 3.4)","(31.0, 50.0, 41.0)","(61.0, 95.0, 75.0)"
11-01-2023 13:34:28.993083,"(2.15, 2.88, 2.8615384615384616)","(31.0, 100.0, 68.0)","(5.5, 7.8, 7.25)","(10.0, 19.5, 18.5)","(14.0, 25.0, 23.0)","(12.0, 20.0, 19.25)","(3.2, 3.55, 3.4)","(31.0, 50.0, 41.0)","(61.0, 95.0, 75.0)"
11-01-2023 13:34:30.180674,"(2.15, 2.88, 2.8615384615384616)","(31.0, 100.0, 68.0)","(5.5, 7.8, 7.25)","(10.0, 19.5, 18.5)","(14.0, 25.0, 23.0)","(12.0, 20.0, 19.25)","(3.2, 3.55, 3.4)","(31.0, 50.0, 39.714285714285715)","(61.0, 95.0, 75.0)"
11-01-2023 13:34:31.494908,"(2.15, 2.88, 2.8615384615384616)","(31.0, 100.0, 68.0)","(6.0, 7.8, 7.25)","(10.0, 19.5, 18.5)","(14.0, 25.0, 23.0)","(12.0, 20.0, 19.214285714285715)","(3.2, 3.55, 3.321428571428571)","(31.0, 50.0, 39.714285714285715)","(61.0, 95.0, 75.0)"
11-01-2023 13:34:32.705067,"(2.15, 2.88, 2.8615384615384616)","(31.0, 100.0, 68.0)","(6.0, 7.8, 7.25)","(10.0, 19.5, 18.5)","(14.0, 25.0, 23.0)","(12.0, 21.0, 18.2)","(3.2, 3.55, 3.316666666666667)","(31.0, 50.0, 35.0)","(61.0, 95.0, 75.0)"
11-01-2023 13:34:33.946848,"(2.15, 2.88, 2.8649999999999998)","(31.0, 100.0, 68.0)","(6.0, 7.8, 7.25)","(10.0, 19.5, 18.5)","(14.0, 25.0, 23.0)","(12.0, 21.0, 18.125)","(3.2, 3.55, 3.4)","(31.0, 50.0, 35.0)","(61.0, 95.0, 75.0)"
11-01-2023 13:34:35.191087,"(2.15, 2.88, 2.8649999999999998)","(31.0, 100.0, 68.0)","(6.0, 7.8, 7.25)","(10.0, 19.5, 18.5)","(14.0, 25.0, 23.0)","(12.0, 20.0, 18.2)","(3.2, 3.55, 3.4)","(31.0, 50.0, 35.0)","(61.0, 95.0, 75.0)"
11-01-2023 13:34:36.589758,"(2.15, 2.88, 2.815294117647059)","(31.0, 100.0, 68.0)","(6.0, 7.8, 7.25)","(10.0, 19.5, 18.5)","(14.0, 25.0, 23.0)","(12.0, 21.0, 18.0)","(3.2, 3.55, 3.4)","(31.0, 50.0, 35.0)","(61.0, 95.0, 75.0)"
11-01-2023 13:34:37.850402,"(2.15, 2.88, 2.815294117647059)","(31.0, 100.0, 68.0)","(6.0, 7.8, 7.25)","(10.0, 19.5, 18.5)","(14.0, 25.0, 23.0)","(12.0, 20.0, 18.0)","(3.2, 3.55, 3.4)","(31.0, 50.0, 35.0)","(61.0, 95.0, 80.0)"
11-01-2023 13:34:39.275729,"(2.15, 2.88, 2.78)","(31.0, 100.0, 86.8)","(6.0, 7.8, 7.25)","(10.0, 19.5, 18.5)","(14.0, 25.0, 20.833333333333332)","(12.0, 20.0, 18.0)","(3.2, 3.55, 3.4)","(31.0, 50.0, 36.666666666666664)","(61.0, 95.0, 80.0)"
11-01-2023 13:34:40.557538,"(2.15, 2.88, 2.78)","(31.0, 100.0, 86.8)","(6.0, 7.8, 7.25)","(10.0, 19.5, 18.5)","(14.0, 25.0, 20.833333333333332)","(12.0, 20.0, 18.0)","(3.2, 3.55, 3.4)","(31.0, 50.0, 36.666666666666664)","(61.0, 95.0, 80.0)"
11-01-2023 13:34:41.754121,"(2.15, 2.88, 2.78)","(31.0, 100.0, 86.8)","(6.0, 7.8, 7.25)","(10.0, 19.5, 18.5)","(14.0, 25.0, 20.833333333333332)","(12.0, 20.0, 18.0)","(3.2, 3.55, 3.4)","(31.0, 50.0, 36.666666666666664)","(61.0, 95.0, 80.0)"
11-01-2023 13:34:42.945793,"(2.15, 2.88, 2.78)","(31.0, 95.0, 74.66666666666666)","(6.0, 7.8, 7.25)","(10.0, 19.5, 18.5)","(14.0, 25.0, 20.833333333333332)","(12.0, 20.0, 18.0)","(3.2, 3.55, 3.4)","(31.0, 50.0, 36.666666666666664)","(61.0, 95.0, 80.0)"
11-01-2023 13:34:44.119696,"(2.15, 2.88, 2.78)","(31.0, 95.0, 64.5)","(6.0, 7.8, 7.25)","(10.0, 19.5, 18.5)","(14.0, 25.0, 20.833333333333332)","(12.0, 20.0, 18.0)","(3.2, 3.55, 3.3205882352941174)","(31.0, 50.0, 36.666666666666664)","(61.0, 95.0, 77.85714285714286)"
11-01-2023 13:34:45.272405,"(2.15, 2.88, 2.78)","(31.0, 95.0, 64.5)","(6.0, 7.8, 7.25)","(10.0, 19.5, 18.5)","(14.0, 25.0, 20.833333333333332)","(12.0, 20.0, 18.0)","(3.2, 3.55, 3.3205882352941174)","(31.0, 50.0, 36.666666666666664)","(61.0, 95.0, 77.85714285714286)"
11-01-2023 13:34:46.483494,"(2.15, 2.88, 2.78)","(31.0, 95.0, 64.5)","(6.0, 7.8, 7.25)","(10.0, 19.5, 18.5)","(14.0, 25.0, 20.833333333333332)","(12.0, 20.0, 18.0)","(3.2, 3.55, 3.3205882352941174)","(31.0, 50.0, 36.666666666666664)","(61.0, 95.0, 77.85714285714286)"
11-01-2023 13:34:47.698425,"(2.15, 2.88, 2.78)","(31.0, 95.0, 64.5)","(6.0, 7.8, 7.25)","(10.0, 19.5, 18.5)","(14.0, 25.0, 20.833333333333332)","(12.0, 20.0, 18.125)","(3.2, 3.55, 3.3205882352941174)","(31.0, 50.0, 36.666666666666664)","(61.0, 95.0, 92.5)"
11-01-2023 13:34:48.942816,"(2.15, 2.88, 2.78)","(31.0, 95.0, 64.5)","(6.0, 7.8, 7.25)","(10.0, 19.5, 18.5)","(14.0, 25.0, 20.833333333333332)","(12.0, 20.0, 18.125)","(3.2, 3.55, 3.3205882352941174)","(31.0, 50.0, 36.666666666666664)","(61.0, 120.0, 92.5)"
11-01-2023 13:34:50.164843,"(2.15, 2.88, 2.78)","(31.0, 95.0, 64.5)","(6.0, 7.8, 7.266666666666667)","(10.0, 19.5, 18.5)","(14.0, 25.0, 20.833333333333332)","(12.0, 20.0, 18.125)","(3.2, 3.55, 3.3205882352941174)","(31.0, 50.0, 36.666666666666664)","(61.0, 120.0, 92.5)"
11-01-2023 13:34:51.435852,"(2.15, 2.88, 2.78)","(31.0, 95.0, 64.5)","(6.0, 7.8, 7.266666666666667)","(10.0, 19.5, 18.5)","(14.0, 25.0, 20.833333333333332)","(12.0, 20.0, 18.125)","(3.2, 3.55, 3.3205882352941174)","(31.0, 50.0, 36.666666666666664)","(61.0, 120.0, 92.5)"
11-01-2023 13:34:52.685586,"(2.15, 2.88, 2.78)","(31.0, 95.0, 64.5)","(6.0, 7.8, 7.266666666666667)","(10.0, 19.5, 14.7)","(14.0, 25.0, 20.833333333333332)","(12.0, 20.0, 18.125)","(3.2, 3.55, 3.3205882352941174)","(31.0, 50.0, 36.666666666666664)","(61.0, 120.0, 92.5)"
11-01-2023 13:34:53.935417,"(2.15, 2.88, 2.78)","(31.0, 95.0, 64.5)","(6.0, 7.8, 7.266666666666667)","(10.0, 16.5, 16.166666666666668)","(14.0, 25.0, 20.833333333333332)","(12.0, 20.0, 18.428571428571427)","(3.2, 3.55, 3.3205882352941174)","(31.0, 50.0, 36.666666666666664)","(61.0, 120.0, 92.5)"
11-01-2023 13:34:55.207768,"(2.15, 2.88, 2.78)","(31.0, 95.0, 64.5)","(6.0, 7.8, 7.266666666666667)","(10.0, 19.5, 17.571428571428573)","(14.0, 25.0, 20.833333333333332)","(12.0, 24.0, 18.285714285714285)","(3.2, 3.55, 3.3205882352941174)","(31.0, 50.0, 36.666666666666664)","(61.0, 120.0, 92.5)"
11-01-2023 13:34:56.560596,"(2.15, 2.88, 2.78)","(31.0, 95.0, 64.5)","(6.0, 7.8, 7.266666666666667)","(10.0, 19.5, 17.571428571428573)","(14.0, 25.0, 20.833333333333332)","(12.0, 23.0, 18.285714285714285)","(3.2, 3.55, 3.3205882352941174)","(31.0, 50.0, 36.666666666666664)","(61.0, 120.0, 92.5)"
11-01-2023 13:34:58.075726,"(2.15, 2.88, 2.78)","(31.0, 95.0, 64.5)","(6.0, 7.8, 7.266666666666667)","(10.0, 19.5, 17.571428571428573)","(14.0, 25.0, 20.833333333333332)","(12.0, 23.0, 18.285714285714285)","(3.2, 3.55, 3.3205882352941174)","(31.0, 50.0, 36.666666666666664)","(61.0, 120.0, 92.5)"
11-01-2023 13:34:59.457723,"(2.15, 2.88, 2.78)","(31.0, 95.0, 64.5)","(6.0, 7.8, 7.266666666666667)","(10.0, 19.5, 17.11764705882353)","(14.0, 25.0, 20.833333333333332)","(12.0, 23.0, 18.285714285714285)","(3.2, 3.55, 3.3205882352941174)","(31.0, 50.0, 36.666666666666664)","(61.0, 120.0, 92.5)"
11-01-2023 13:35:00.785530,"(2.15, 2.88, 2.8368627450980393)","(31.0, 95.0, 64.5)","(6.0, 7.8, 7.266666666666667)","(10.0, 19.5, 18.2)","(14.0, 25.0, 20.833333333333332)","(12.0, 23.0, 18.285714285714285)","(3.2, 3.55, 3.3205882352941174)","(31.0, 50.0, 36.666666666666664)","(61.0, 120.0, 92.5)"
11-01-2023 13:35:02.135325,"(2.15, 2.88, 2.8368627450980393)","(31.0, 95.0, 64.5)","(6.0, 7.8, 7.266666666666667)","(10.0, 19.0, 17.46153846153846)","(14.0, 25.0, 20.714285714285715)","(12.0, 23.0, 19.75)","(3.2, 3.55, 3.3205882352941174)","(31.0, 50.0, 35.0)","(61.0, 120.0, 92.5)"
11-01-2023 13:35:03.473912,"(2.15, 2.88, 2.7133333333333334)","(31.0, 95.0, 58.4)","(6.0, 7.8, 7.266666666666667)","(10.0, 19.0, 16.5)","(14.0, 25.0, 20.714285714285715)","(12.0, 22.0, 19.75)","(3.2, 3.55, 3.3205882352941174)","(31.0, 50.0, 35.0)","(61.0, 120.0, 92.5)"
11-01-2023 13:35:04.774888,"(2.15, 2.86, 2.725)","(31.0, 95.0, 58.4)","(6.0, 7.8, 7.266666666666667)","(10.0, 18.5, 16.5)","(14.0, 25.0, 20.714285714285715)","(12.0, 22.0, 19.75)","(3.2, 3.55, 3.3205882352941174)","(31.0, 50.0, 35.0)","(61.0, 120.0, 92.5)"
11-01-2023 13:35:06.065171,"(2.15, 2.86, 2.725)","(31.0, 85.0, 54.4)","(6.0, 7.8, 7.266666666666667)","(10.0, 18.5, 16.1)","(14.0, 25.0, 21.666666666666668)","(12.0, 22.0, 19.75)","(3.2, 3.55, 3.3205882352941174)","(31.0, 50.0, 44.54545454545455)","(61.0, 110.0, 92.0)"
11-01-2023 13:35:07.403996,"(2.15, 2.86, 2.786153846153846)","(31.0, 85.0, 54.4)","(6.0, 7.8, 7.266666666666667)","(10.0, 18.0, 16.125)","(14.0, 25.0, 21.666666666666668)","(12.0, 22.0, 19.75)","(3.2, 3.55, 3.3205882352941174)","(31.0, 50.0, 35.0)","(61.0, 110.0, 86.0)"
11-01-2023 13:35:08.715395,"(2.15, 2.84, 2.7669565217391305)","(31.0, 85.0, 54.4)","(6.0, 7.8, 7.266666666666667)","(10.0, 18.0, 17.625)","(14.0, 25.0, 24.0)","(12.0, 22.0, 19.75)","(3.2, 3.55, 3.3205882352941174)","(31.0, 50.0, 35.0)","(61.0, 100.0, 75.0)"
11-01-2023 13:35:10.030882,"(2.15, 2.84, 2.749)","(31.0, 85.0, 71.0909090909091)","(6.0, 7.6, 7.236363636363636)","(10.0, 18.0, 17.625)","(14.0, 25.0, 24.0)","(12.0, 22.0, 21.7)","(3.2, 3.55, 3.3205882352941174)","(31.0, 50.0, 38.0)","(61.0, 95.0, 80.0)"
11-01-2023 13:35:11.326260,"(2.15, 2.84, 2.749)","(31.0, 85.0, 45.25)","(6.0, 7.6, 7.236363636363636)","(10.0, 18.0, 17.625)","(14.0, 25.0, 24.0)","(12.0, 22.0, 20.666666666666668)","(3.2, 3.55, 3.3205882352941174)","(31.0, 50.0, 39.2)","(61.0, 90.0, 77.0)"
11-01-2023 13:35:12.533011,"(2.15, 2.84, 2.749)","(31.0, 85.0, 54.4)","(6.0, 7.6, 7.236363636363636)","(10.0, 18.0, 18.5)","(14.0, 25.0, 24.0)","(12.0, 22.0, 20.833333333333332)","(3.2, 3.55, 3.3205882352941174)","(31.0, 50.0, 45.5)","(61.0, 85.0, 74.0)"
11-01-2023 13:35:13.722566,"(2.15, 2.84, 2.749)","(31.0, 85.0, 48.25)","(6.0, 7.6, 7.236363636363636)","(10.0, 19.5, 17.884615384615383)","(14.0, 25.0, 24.0)","(12.0, 22.0, 20.833333333333332)","(3.2, 3.55, 3.3205882352941174)","(31.0, 50.0, 39.2)","(61.0, 80.0, 74.0)"
11-01-2023 13:35:15.026102,"(2.15, 2.84, 2.7408333333333332)","(31.0, 85.0, 48.25)","(6.0, 7.6, 7.236363636363636)","(10.0, 19.5, 17.884615384615383)","(14.0, 25.0, 24.0)","(12.0, 22.0, 20.833333333333332)","(3.2, 3.55, 3.3205882352941174)","(31.0, 50.0, 39.2)","(61.0, 80.0, 74.0)"
11-01-2023 13:35:16.294683,"(2.15, 2.84, 2.7408333333333332)","(31.0, 85.0, 48.25)","(6.0, 7.6, 7.236363636363636)","(10.0, 19.5, 17.884615384615383)","(14.0, 25.0, 24.0)","(12.0, 22.0, 20.833333333333332)","(3.2, 3.55, 3.3205882352941174)","(31.0, 50.0, 39.2)","(61.0, 80.0, 74.0)"
11-01-2023 13:35:17.554069,"(2.15, 2.84, 2.7408333333333332)","(31.0, 85.0, 48.25)","(6.0, 7.6, 7.236363636363636)","(10.0, 19.5, 17.884615384615383)","(14.0, 25.0, 24.428571428571427)","(12.0, 22.0, 20.333333333333332)","(3.2, 3.55, 3.3205882352941174)","(31.0, 50.0, 41.0)","(61.0, 80.0, 74.0)"
11-01-2023 13:35:18.791770,"(2.15, 2.84, 2.7408333333333332)","(31.0, 85.0, 48.25)","(6.0, 7.6, 7.236363636363636)","(10.0, 19.5, 17.75)","(14.0, 25.0, 24.428571428571427)","(12.0, 24.0, 20.333333333333332)","(3.2, 3.55, 3.3205882352941174)","(31.0, 50.0, 41.0)","(61.0, 80.0, 77.0)"
11-01-2023 13:35:20.100942,"(2.15, 2.84, 2.7408333333333332)","(31.0, 90.0, 63.0)","(6.0, 7.6, 7.236363636363636)","(10.0, 19.0, 17.5)","(14.0, 25.0, 24.428571428571427)","(12.0, 24.0, 20.333333333333332)","(3.2, 3.55, 3.307142857142857)","(31.0, 50.0, 41.0)","(61.0, 85.0, 74.0)"
11-01-2023 13:35:21.332259,"(2.15, 2.84, 2.7408333333333332)","(31.0, 90.0, 63.0)","(6.0, 7.6, 7.236363636363636)","(10.0, 18.5, 17.5)","(14.0, 25.0, 24.428571428571427)","(12.0, 24.0, 20.333333333333332)","(3.2, 3.55, 3.307142857142857)","(31.0, 50.0, 41.0)","(61.0, 95.0, 74.0)"
11-01-2023 13:35:22.625006,"(2.15, 2.84, 2.7408333333333332)","(31.0, 90.0, 63.0)","(6.0, 7.6, 7.236363636363636)","(10.0, 18.5, 17.5)","(14.0, 25.0, 24.428571428571427)","(12.0, 24.0, 20.333333333333332)","(3.2, 3.55, 3.307142857142857)","(31.0, 50.0, 41.0)","(61.0, 95.0, 74.0)"
11-01-2023 13:35:23.917655,"(2.15, 2.84, 2.7408333333333332)","(31.0, 110.0, 73.0)","(6.0, 7.6, 7.236363636363636)","(10.0, 18.5, 17.5)","(14.0, 25.0, 24.428571428571427)","(12.0, 24.0, 20.333333333333332)","(3.2, 3.55, 3.307142857142857)","(31.0, 50.0, 41.0)","(61.0, 95.0, 74.0)"
11-01-2023 13:35:25.174805,"(2.15, 2.84, 2.7408333333333332)","(31.0, 110.0, 73.0)","(6.0, 7.6, 7.236363636363636)","(10.0, 18.5, 17.25)","(14.0, 25.0, 24.428571428571427)","(12.0, 24.0, 20.333333333333332)","(3.2, 3.55, 3.307142857142857)","(31.0, 50.0, 41.0)","(61.0, 95.0, 74.0)"
11-01-2023 13:35:26.420994,"(2.15, 2.84, 2.7408333333333332)","(31.0, 110.0, 73.0)","(6.0, 7.6, 7.236363636363636)","(10.0, 18.0, 17.25)","(14.0, 25.0, 24.428571428571427)","(12.0, 24.0, 20.333333333333332)","(3.2, 3.55, 3.307142857142857)","(31.0, 50.0, 41.0)","(61.0, 95.0, 74.0)"
11-01-2023 13:35:27.676244,"(2.15, 2.84, 2.7408333333333332)","(31.0, 110.0, 73.0)","(6.0, 7.6, 7.236363636363636)","(10.0, 18.0, 17.25)","(14.0, 25.0, 24.428571428571427)","(12.0, 24.0, 20.333333333333332)","(3.2, 3.55, 3.307142857142857)","(31.0, 50.0, 41.0)","(61.0, 95.0, 74.0)"
11-01-2023 13:35:28.912165,"(2.15, 2.84, 2.7408333333333332)","(31.0, 110.0, 73.0)","(6.0, 7.6, 7.236363636363636)","(10.0, 18.0, 17.25)","(14.0, 25.0, 24.428571428571427)","(12.0, 24.0, 20.75)","(3.2, 3.55, 3.3205882352941174)","(31.0, 50.0, 41.0)","(61.0, 95.0, 80.0)"
11-01-2023 13:35:30.193825,"(2.15, 2.84, 2.7408333333333332)","(31.0, 100.0, 57.33333333333333)","(6.0, 7.6, 7.236363636363636)","(10.0, 18.0, 17.25)","(14.0, 25.0, 24.428571428571427)","(12.0, 23.0, 20.75)","(3.2, 3.55, 3.2657894736842104)","(31.0, 50.0, 41.0)","(61.0, 85.0, 80.0)"
11-01-2023 13:35:31.493818,"(2.15, 2.84, 2.7408333333333332)","(31.0, 100.0, 57.33333333333333)","(6.0, 7.6, 7.236363636363636)","(10.0, 18.0, 17.4)","(14.0, 25.0, 24.428571428571427)","(12.0, 23.0, 20.75)","(3.2, 3.55, 3.2657894736842104)","(31.0, 50.0, 41.0)","(61.0, 85.0, 80.0)"
11-01-2023 13:35:32.776288,"(2.15, 2.84, 2.7408333333333332)","(31.0, 100.0, 57.33333333333333)","(6.0, 7.6, 7.236363636363636)","(10.0, 18.0, 17.4)","(14.0, 25.0, 24.428571428571427)","(12.0, 23.0, 20.75)","(3.2, 3.55, 3.2657894736842104)","(31.0, 50.0, 41.0)","(61.0, 85.0, 80.0)"
11-01-2023 13:35:34.063994,"(2.15, 2.84, 2.7408333333333332)","(31.0, 100.0, 57.33333333333333)","(6.0, 7.6, 7.236363636363636)","(10.0, 18.0, 17.4)","(14.0, 25.0, 24.428571428571427)","(12.0, 23.0, 20.75)","(3.2, 3.55, 3.2657894736842104)","(31.0, 50.0, 41.0)","(61.0, 85.0, 80.0)"
11-01-2023 13:35:35.278278,"(2.15, 2.84, 2.7408333333333332)","(31.0, 100.0, 57.33333333333333)","(6.0, 7.6, 7.236363636363636)","(10.0, 18.0, 17.4)","(14.0, 25.0, 24.428571428571427)","(12.0, 23.0, 20.75)","(3.2, 3.55, 3.2657894736842104)","(31.0, 50.0, 41.0)","(61.0, 85.0, 80.0)"
11-01-2023 13:35:36.546313,"(2.15, 2.84, 2.7408333333333332)","(31.0, 100.0, 57.33333333333333)","(6.0, 7.6, 7.236363636363636)","(10.0, 18.0, 17.4)","(14.0, 25.0, 24.428571428571427)","(12.0, 23.0, 20.75)","(3.2, 3.55, 3.2657894736842104)","(31.0, 50.0, 41.0)","(61.0, 85.0, 80.0)"
11-01-2023 13:35:37.770640,"(2.15, 2.84, 2.7408333333333332)","(31.0, 100.0, 57.33333333333333)","(6.0, 7.6, 7.236363636363636)","(10.0, 18.0, 17.4)","(14.0, 25.0, 24.428571428571427)","(12.0, 23.0, 20.75)","(3.2, 3.55, 3.2657894736842104)","(31.0, 50.0, 41.0)","(61.0, 85.0, 80.0)"
11-01-2023 13:35:38.960461,"(2.15, 2.84, 2.8225)","(31.0, 100.0, 57.33333333333333)","(6.0, 7.6, 7.236363636363636)","(10.0, 18.0, 17.4)","(14.0, 25.0, 24.428571428571427)","(12.0, 23.0, 20.75)","(3.2, 3.55, 3.2657894736842104)","(31.0, 50.0, 41.0)","(61.0, 85.0, 80.0)"
11-01-2023 13:35:40.208904,"(2.15, 3.1, 2.8473684210526318)","(31.0, 100.0, 57.33333333333333)","(6.0, 7.6, 7.236363636363636)","(10.0, 18.0, 17.4)","(14.0, 25.0, 24.428571428571427)","(12.0, 23.0, 19.625)","(3.2, 3.55, 3.2651898734177216)","(31.0, 50.0, 41.0)","(61.0, 85.0, 80.0)"
11-01-2023 13:35:41.481434,"(2.15, 3.05, 2.922727272727273)","(31.0, 100.0, 57.33333333333333)","(6.0, 7.6, 7.236363636363636)","(10.0, 18.0, 17.4)","(14.0, 25.0, 24.428571428571427)","(12.0, 23.0, 19.625)","(3.2, 3.55, 3.2651898734177216)","(31.0, 50.0, 41.0)","(61.0, 85.0, 80.0)"
11-01-2023 13:35:42.745278,"(2.15, 3.05, 2.8441176470588236)","(31.0, 100.0, 57.33333333333333)","(6.0, 7.6, 7.236363636363636)","(10.0, 18.0, 17.4)","(14.0, 25.0, 24.0)","(12.0, 23.0, 19.625)","(3.2, 3.55, 3.2651898734177216)","(31.0, 50.0, 41.0)","(61.0, 85.0, 80.0)"
11-01-2023 13:35:44.003471,"(2.15, 2.98, 2.917777777777778)","(31.0, 100.0, 57.33333333333333)","(6.0, 7.6, 7.236363636363636)","(10.0, 18.0, 17.4)","(14.0, 25.0, 24.0)","(12.0, 23.0, 19.625)","(3.2, 3.55, 3.2651898734177216)","(31.0, 50.0, 41.0)","(61.0, 85.0, 80.0)"
11-01-2023 13:35:45.247589,"(2.15, 2.98, 2.850769230769231)","(31.0, 100.0, 57.33333333333333)","(6.0, 7.6, 7.236363636363636)","(10.0, 18.0, 17.4)","(14.0, 25.0, 24.0)","(12.0, 23.0, 19.625)","(3.2, 3.55, 3.2557692307692307)","(31.0, 50.0, 41.0)","(61.0, 85.0, 80.0)"
11-01-2023 13:35:46.456012,"(2.15, 2.98, 2.850769230769231)","(31.0, 100.0, 57.33333333333333)","(6.0, 7.6, 7.236363636363636)","(10.0, 18.0, 17.4)","(14.0, 25.0, 24.0)","(12.0, 23.0, 19.625)","(3.2, 3.4, 3.2557692307692307)","(31.0, 50.0, 41.0)","(61.0, 85.0, 80.0)"
11-01-2023 13:35:47.671921,"(2.15, 2.98, 2.850769230769231)","(31.0, 100.0, 57.33333333333333)","(6.0, 7.6, 7.236363636363636)","(10.0, 18.0, 17.4)","(14.0, 25.0, 24.823529411764707)","(12.0, 23.0, 19.625)","(3.2, 3.4, 3.2557692307692307)","(31.0, 50.0, 41.0)","(61.0, 85.0, 80.0)"
11-01-2023 13:35:48.879128,"(2.15, 2.98, 2.850769230769231)","(31.0, 95.0, 65.5)","(6.0, 7.6, 7.32)","(10.0, 18.0, 16.0)","(14.0, 25.0, 24.823529411764707)","(12.0, 23.0, 19.625)","(3.2, 3.4, 3.2557692307692307)","(31.0, 50.0, 41.0)","(61.0, 85.0, 80.0)"
11-01-2023 13:35:50.097254,"(2.15, 2.98, 2.850769230769231)","(31.0, 95.0, 65.5)","(6.0, 7.8, 7.32)","(10.0, 18.0, 16.0)","(14.0, 25.0, 24.823529411764707)","(12.0, 23.0, 19.625)","(3.2, 3.4, 3.2556603773584905)","(31.0, 50.0, 41.0)","(61.0, 85.0, 80.0)"
