,Jemeldi,Billionair Baby,Hard To Say,Roll Up,Busting,Cripps Tonite,Corfe Castle,Junqueira,Shaquila,Wowits Willywonka,Alert State,Mishani Persuasion
07-01-2023 15:08:56.124242,"(41.0, 60.0, 58.76923076923077)","(21.0, 28.0, 27.614285714285714)","(11.0, 13.0, 12.619444444444444)","(31.0, 38.0, 37.31182795698925)","(3.3, 3.7, 3.645112781954887)","(15.0, 18.0, 17.50632911392405)","(7.0, 8.0, 8.053763440860214)","(2.7, 3.15, 3.120802005012531)","(19.0, 26.0, 25.25)","(61.0, 75.0, 74.2)","(71.0, 100.0, 85.71428571428571)","(101.0, 320.0, 300.0)"
07-01-2023 15:08:57.395965,"(41.0, 60.0, 58.76923076923077)","(21.0, 28.0, 27.58108108108108)","(11.0, 13.0, 12.498293515358363)","(31.0, 38.0, 37.244897959183675)","(3.3, 3.7, 3.6691549295774646)","(15.0, 18.0, 17.066265060240966)","(7.0, 8.2, 8.07857142857143)","(2.7, 3.15, 3.1073386383731214)","(19.0, 26.0, 25.125)","(61.0, 75.0, 74.2)","(71.0, 100.0, 85.71428571428571)","(101.0, 320.0, 300.0)"
07-01-2023 15:08:58.650244,"(41.0, 60.0, 58.76923076923077)","(21.0, 28.0, 27.58108108108108)","(11.0, 13.0, 12.498293515358363)","(31.0, 38.0, 37.244897959183675)","(3.3, 3.7, 3.6691977077363895)","(15.0, 17.5, 17.132653061224488)","(7.0, 8.2, 8.143373493975902)","(2.7, 3.15, 3.0992957746478873)","(19.0, 26.0, 25.25)","(61.0, 75.0, 74.2)","(71.0, 100.0, 85.71428571428571)","(101.0, 320.0, 300.0)"
07-01-2023 15:08:59.944114,"(41.0, 60.0, 57.94871794871795)","(21.0, 28.0, 27.58108108108108)","(11.0, 12.5, 12.380116959064328)","(31.0, 38.0, 37.244897959183675)","(3.3, 3.7, 3.659555555555556)","(15.0, 17.5, 17.207964601769913)","(7.0, 8.2, 8.143373493975902)","(2.7, 3.15, 3.1126038781163436)","(19.0, 26.0, 25.25)","(61.0, 75.0, 74.2)","(71.0, 100.0, 85.71428571428571)","(101.0, 320.0, 300.0)"
07-01-2023 15:09:01.193852,"(41.0, 60.0, 57.94871794871795)","(21.0, 28.0, 27.58108108108108)","(11.0, 12.5, 12.384180790960452)","(31.0, 38.0, 37.476190476190474)","(3.3, 3.7, 3.669230769230769)","(15.0, 17.5, 16.934782608695652)","(7.0, 8.2, 8.053125)","(2.7, 3.15, 3.113611859838275)","(19.0, 26.0, 25.25)","(61.0, 75.0, 74.2)","(71.0, 100.0, 89.375)","(101.0, 320.0, 300.0)"
07-01-2023 15:09:02.495223,"(41.0, 60.0, 58.0)","(21.0, 28.0, 27.5974025974026)","(11.0, 12.5, 12.326530612244898)","(31.0, 38.0, 37.48235294117647)","(3.3, 3.7, 3.670260223048327)","(15.0, 17.0, 17.0)","(7.0, 8.2, 8.058333333333334)","(2.7, 3.15, 3.11994851994852)","(19.0, 26.0, 25.25)","(61.0, 75.0, 74.2156862745098)","(71.0, 90.0, 90.71428571428572)","(101.0, 320.0, 300.0)"
07-01-2023 15:09:03.761759,"(41.0, 60.0, 58.048780487804876)","(21.0, 28.0, 27.602564102564102)","(11.0, 12.5, 12.318181818181818)","(31.0, 38.0, 37.361702127659576)","(3.3, 3.7, 3.6851190476190476)","(15.0, 17.5, 16.933155080213904)","(7.0, 8.2, 8.05079365079365)","(2.7, 3.15, 3.1232531500572738)","(19.0, 26.0, 25.25)","(61.0, 75.0, 73.7719298245614)","(71.0, 95.0, 91.25)","(101.0, 320.0, 300.0)"
07-01-2023 15:09:05.147162,"(41.0, 60.0, 58.048780487804876)","(21.0, 28.0, 27.602564102564102)","(11.0, 12.5, 12.314814814814815)","(31.0, 38.0, 37.26732673267327)","(3.3, 3.7, 3.735611510791367)","(15.0, 17.5, 16.945054945054945)","(7.0, 8.2, 7.892225201072386)","(2.7, 3.15, 3.1205549845837615)","(19.0, 26.0, 25.125)","(61.0, 75.0, 73.7719298245614)","(71.0, 95.0, 91.25)","(101.0, 320.0, 301.53846153846155)"
07-01-2023 15:09:06.379416,"(41.0, 60.0, 58.048780487804876)","(21.0, 28.0, 27.602564102564102)","(11.0, 12.5, 12.314814814814815)","(31.0, 38.0, 37.26732673267327)","(3.3, 3.75, 3.7441964285714286)","(15.0, 17.0, 16.943502824858758)","(7.0, 8.0, 7.892225201072386)","(2.7, 3.15, 3.122949816401469)","(20.0, 26.0, 25.25)","(61.0, 75.0, 73.7719298245614)","(71.0, 95.0, 91.25)","(101.0, 320.0, 301.53846153846155)"
07-01-2023 15:09:07.675189,"(41.0, 60.0, 58.048780487804876)","(21.0, 27.0, 26.830188679245282)","(11.0, 12.5, 12.374213836477988)","(31.0, 38.0, 37.1219512195122)","(3.3, 3.75, 3.7648809523809526)","(15.0, 17.0, 16.903846153846153)","(7.0, 8.0, 7.85580589254766)","(2.7, 3.15, 3.1317094017094016)","(20.0, 26.0, 26.0625)","(61.0, 75.0, 73.75)","(71.0, 95.0, 89.76190476190476)","(101.0, 320.0, 295.38461538461536)"
07-01-2023 15:09:08.967497,"(41.0, 60.0, 57.857142857142854)","(21.0, 26.0, 25.863636363636363)","(11.0, 12.5, 12.658163265306122)","(31.0, 38.0, 37.1948051948052)","(3.3, 3.8, 3.7420454545454547)","(15.0, 17.5, 16.936363636363637)","(7.0, 8.0, 7.855304347826086)","(2.7, 3.15, 3.1133858267716534)","(20.0, 27.0, 25.90909090909091)","(61.0, 75.0, 74.0)","(71.0, 95.0, 89.76190476190476)","(101.0, 320.0, 295.38461538461536)"
07-01-2023 15:09:10.294671,"(41.0, 60.0, 57.857142857142854)","(21.0, 26.0, 25.823529411764707)","(11.0, 13.0, 12.663316582914574)","(31.0, 38.0, 37.15068493150685)","(3.3, 3.8, 3.7607692307692306)","(15.0, 17.5, 16.939276485788113)","(7.0, 8.0, 7.80377358490566)","(2.7, 3.15, 3.096778711484594)","(20.0, 27.0, 26.04)","(61.0, 75.0, 74.02173913043478)","(71.0, 95.0, 89.76190476190476)","(101.0, 320.0, 291.7647058823529)"
07-01-2023 15:09:11.645569,"(41.0, 60.0, 57.916666666666664)","(21.0, 26.0, 25.823529411764707)","(11.0, 13.0, 12.608695652173912)","(31.0, 38.0, 37.15068493150685)","(3.3, 3.8, 3.74589552238806)","(15.0, 17.5, 16.914634146341463)","(7.0, 8.0, 7.80377358490566)","(2.7, 3.1, 3.096648044692737)","(20.0, 27.0, 26.04)","(61.0, 75.0, 74.02173913043478)","(71.0, 95.0, 89.76190476190476)","(101.0, 320.0, 291.7647058823529)"
07-01-2023 15:09:13.011607,"(41.0, 60.0, 57.916666666666664)","(21.0, 26.0, 25.688524590163933)","(11.0, 13.5, 13.125)","(31.0, 38.0, 37.15068493150685)","(3.3, 3.75, 3.7294594594594597)","(15.0, 17.0, 16.859649122807017)","(7.0, 8.0, 7.80365296803653)","(2.7, 3.15, 3.111936936936937)","(20.0, 27.0, 25.857142857142858)","(61.0, 75.0, 74.02173913043478)","(71.0, 95.0, 89.76190476190476)","(101.0, 320.0, 295.38461538461536)"
07-01-2023 15:09:14.360130,"(41.0, 60.0, 57.916666666666664)","(21.0, 26.0, 25.688524590163933)","(11.0, 13.5, 13.142857142857142)","(31.0, 38.0, 37.07692307692308)","(3.3, 3.75, 3.7143250688705236)","(15.0, 17.0, 16.879518072289155)","(7.0, 8.0, 7.830039525691699)","(2.7, 3.15, 3.1110599078341012)","(20.0, 27.0, 25.857142857142858)","(61.0, 75.0, 78.22222222222223)","(71.0, 95.0, 90.41666666666667)","(101.0, 320.0, 300.7142857142857)"
07-01-2023 15:09:15.633353,"(41.0, 60.0, 57.916666666666664)","(21.0, 26.0, 25.688524590163933)","(11.0, 13.5, 13.142857142857142)","(31.0, 38.0, 37.125)","(3.3, 3.75, 3.7142857142857144)","(15.0, 17.0, 15.72972972972973)","(7.0, 8.0, 7.8345794392523365)","(2.7, 3.15, 3.1110599078341012)","(20.0, 27.0, 25.32258064516129)","(61.0, 80.0, 77.55102040816327)","(71.0, 95.0, 90.41666666666667)","(101.0, 320.0, 300.7142857142857)"
07-01-2023 15:09:16.897946,"(41.0, 60.0, 57.916666666666664)","(21.0, 26.0, 25.766233766233768)","(11.0, 13.5, 13.598130841121495)","(31.0, 38.0, 36.645161290322584)","(3.3, 3.75, 3.715068493150685)","(15.0, 16.0, 15.986486486486486)","(7.0, 8.0, 7.845414847161572)","(2.7, 3.15, 3.1140425531914895)","(20.0, 26.0, 25.56923076923077)","(61.0, 80.0, 77.16981132075472)","(71.0, 95.0, 90.41666666666667)","(101.0, 320.0, 300.7142857142857)"
07-01-2023 15:09:18.199088,"(41.0, 60.0, 58.026315789473685)","(21.0, 26.0, 25.77777777777778)","(11.0, 14.0, 13.598130841121495)","(31.0, 38.0, 36.2)","(3.3, 3.75, 3.715068493150685)","(15.0, 16.0, 16.18354430379747)","(7.0, 8.0, 7.859523809523809)","(2.7, 3.15, 3.1160592255125286)","(20.0, 26.0, 25.5)","(61.0, 80.0, 78.26086956521739)","(71.0, 95.0, 90.38461538461539)","(101.0, 320.0, 300.7142857142857)"
07-01-2023 15:09:19.469141,"(41.0, 60.0, 58.026315789473685)","(21.0, 26.0, 25.649484536082475)","(11.0, 14.0, 13.605)","(31.0, 38.0, 36.2)","(3.3, 3.75, 3.7160066006600663)","(15.0, 16.5, 16.18354430379747)","(7.0, 8.0, 7.859523809523809)","(2.7, 3.15, 3.1160592255125286)","(20.0, 26.0, 25.5)","(61.0, 80.0, 78.26086956521739)","(71.0, 95.0, 90.38461538461539)","(101.0, 320.0, 300.7142857142857)"
07-01-2023 15:09:20.752055,"(41.0, 60.0, 58.026315789473685)","(21.0, 26.0, 25.649484536082475)","(11.0, 14.0, 13.605)","(31.0, 38.0, 36.666666666666664)","(3.3, 3.75, 3.7145209580838325)","(15.0, 16.5, 16.18354430379747)","(7.0, 8.0, 7.859009900990099)","(2.7, 3.15, 3.111683848797251)","(20.0, 26.0, 25.5)","(61.0, 80.0, 78.26086956521739)","(71.0, 95.0, 90.38461538461539)","(101.0, 320.0, 300.7142857142857)"
07-01-2023 15:09:21.965974,"(41.0, 55.0, 52.69230769230769)","(21.0, 26.0, 25.496062992125985)","(11.0, 14.0, 13.58695652173913)","(31.0, 38.0, 36.679245283018865)","(3.3, 3.75, 3.681418918918919)","(15.0, 16.5, 16.152631578947368)","(7.0, 8.0, 7.848484848484849)","(2.7, 3.15, 3.111683848797251)","(20.0, 26.0, 25.5)","(61.0, 80.0, 78.26086956521739)","(71.0, 95.0, 90.38461538461539)","(101.0, 320.0, 300.7142857142857)"
07-01-2023 15:09:23.292438,"(41.0, 55.0, 52.972972972972975)","(21.0, 26.0, 25.577981651376145)","(11.0, 14.0, 13.58695652173913)","(31.0, 38.0, 36.679245283018865)","(3.3, 3.7, 3.6915178571428573)","(15.0, 16.5, 16.25)","(7.0, 8.0, 7.848484848484849)","(2.7, 3.15, 3.111683848797251)","(20.0, 26.0, 25.5)","(61.0, 80.0, 78.26086956521739)","(71.0, 95.0, 90.38461538461539)","(101.0, 320.0, 300.7142857142857)"
07-01-2023 15:09:24.591708,"(41.0, 55.0, 53.29545454545455)","(21.0, 26.0, 25.540983606557376)","(11.0, 14.0, 13.604166666666666)","(31.0, 38.0, 36.72727272727273)","(3.3, 3.7, 3.6934482758620693)","(15.0, 16.5, 16.606666666666666)","(7.0, 8.0, 7.841904761904762)","(2.7, 3.15, 3.1150470219435737)","(20.0, 26.0, 25.514285714285712)","(61.0, 80.0, 78.29787234042553)","(71.0, 95.0, 90.38461538461539)","(101.0, 320.0, 300.7142857142857)"
07-01-2023 15:09:25.917930,"(41.0, 55.0, 54.0)","(21.0, 26.0, 25.54471544715447)","(11.0, 14.0, 13.542168674698795)","(31.0, 38.0, 36.72727272727273)","(3.3, 3.7, 3.6935483870967745)","(15.0, 17.0, 16.614093959731544)","(7.0, 8.0, 7.844859813084112)","(2.7, 3.15, 3.118817204301075)","(20.0, 26.0, 25.52777777777778)","(61.0, 80.0, 78.33333333333333)","(71.0, 95.0, 90.38461538461539)","(101.0, 320.0, 302.0)"
07-01-2023 15:09:27.180737,"(41.0, 55.0, 53.28125)","(21.0, 26.0, 25.87012987012987)","(11.0, 14.0, 13.526923076923078)","(31.0, 38.0, 36.72727272727273)","(3.3, 3.7, 3.6844736842105266)","(15.0, 17.0, 16.695767195767196)","(7.0, 8.0, 8.064864864864864)","(2.7, 3.15, 3.138207547169811)","(20.0, 26.0, 25.52777777777778)","(61.0, 80.0, 78.33333333333333)","(71.0, 95.0, 90.38461538461539)","(101.0, 320.0, 302.0)"
07-01-2023 15:09:28.432914,"(41.0, 55.0, 53.28125)","(21.0, 25.0, 24.791666666666668)","(11.0, 14.0, 13.526923076923078)","(31.0, 38.0, 36.833333333333336)","(3.3, 3.7, 3.6948630136986305)","(15.0, 17.0, 16.695767195767196)","(7.0, 8.2, 8.074418604651163)","(2.7, 3.15, 3.132135306553911)","(20.0, 26.0, 25.833333333333332)","(61.0, 80.0, 78.33333333333333)","(71.0, 95.0, 90.38461538461539)","(101.0, 320.0, 302.0)"
07-01-2023 15:09:29.832345,"(41.0, 55.0, 53.28125)","(21.0, 26.0, 24.84536082474227)","(11.0, 13.5, 13.290155440414507)","(31.0, 38.0, 37.0)","(3.3, 3.7, 3.6759927797833933)","(15.0, 17.0, 16.669540229885058)","(7.0, 8.2, 8.074418604651163)","(2.7, 3.15, 3.133561643835616)","(20.0, 26.0, 25.964285714285715)","(61.0, 80.0, 78.33333333333333)","(71.0, 95.0, 90.38461538461539)","(101.0, 320.0, 302.0)"
07-01-2023 15:09:31.115760,"(41.0, 55.0, 53.28125)","(21.0, 26.0, 24.84536082474227)","(11.0, 14.0, 13.290155440414507)","(31.0, 38.0, 37.0)","(3.3, 3.7, 3.6759057971014495)","(15.0, 17.0, 16.731308411214954)","(7.0, 8.2, 7.8591304347826085)","(2.7, 3.15, 3.1340304182509504)","(20.0, 26.0, 25.964285714285715)","(61.0, 80.0, 78.33333333333333)","(71.0, 95.0, 90.38461538461539)","(101.0, 320.0, 364.44444444444446)"
07-01-2023 15:09:32.534767,"(41.0, 55.0, 53.28125)","(21.0, 26.0, 24.84536082474227)","(11.0, 14.0, 13.285714285714286)","(31.0, 38.0, 37.0)","(3.3, 3.7, 3.6759057971014495)","(15.0, 17.0, 16.75)","(7.0, 8.0, 7.853393665158371)","(2.7, 3.15, 3.126536312849162)","(20.0, 26.0, 25.966101694915253)","(61.0, 80.0, 78.36734693877551)","(71.0, 95.0, 90.38461538461539)","(101.0, 400.0, 380.0)"
07-01-2023 15:09:33.898258,"(41.0, 55.0, 53.55263157894737)","(21.0, 26.0, 24.88)","(11.0, 14.0, 13.306930693069306)","(31.0, 38.0, 36.8)","(3.3, 3.7, 3.6743076923076923)","(15.0, 17.5, 17.06578947368421)","(7.0, 8.0, 7.853393665158371)","(2.7, 3.15, 3.131865828092243)","(20.0, 26.0, 25.966101694915253)","(61.0, 80.0, 78.0952380952381)","(71.0, 95.0, 90.38461538461539)","(101.0, 390.0, 372.5)"
07-01-2023 15:09:35.276081,"(41.0, 55.0, 53.55263157894737)","(21.0, 26.0, 24.943396226415093)","(11.0, 14.0, 13.33695652173913)","(31.0, 38.0, 36.8)","(3.3, 3.75, 3.674770642201835)","(15.0, 17.5, 17.069565217391304)","(7.0, 8.0, 7.852212389380531)","(2.7, 3.15, 3.131865828092243)","(20.0, 26.0, 25.966101694915253)","(61.0, 80.0, 78.0952380952381)","(71.0, 95.0, 90.38461538461539)","(101.0, 390.0, 378.0)"
07-01-2023 15:09:36.567667,"(41.0, 55.0, 53.55263157894737)","(21.0, 26.0, 24.943396226415093)","(11.0, 14.0, 13.335195530726256)","(31.0, 38.0, 36.8)","(3.3, 3.75, 3.6484552845528455)","(15.0, 17.5, 17.142857142857142)","(7.0, 8.0, 7.862433862433862)","(2.7, 3.15, 3.13559718969555)","(20.0, 26.0, 25.966101694915253)","(61.0, 80.0, 78.0952380952381)","(71.0, 95.0, 90.38461538461539)","(101.0, 390.0, 378.0)"
07-01-2023 15:09:37.873659,"(41.0, 55.0, 53.69047619047619)","(21.0, 26.0, 24.943396226415093)","(11.0, 14.0, 13.32967032967033)","(31.0, 38.0, 36.8)","(3.3, 3.65, 3.6477564102564104)","(15.0, 17.5, 17.142857142857142)","(7.0, 8.0, 7.85414364640884)","(2.7, 3.15, 3.1360189573459714)","(20.0, 26.0, 25.714285714285715)","(61.0, 80.0, 78.0952380952381)","(71.0, 95.0, 91.47058823529412)","(101.0, 390.0, 378.0)"
07-01-2023 15:09:39.215855,"(41.0, 55.0, 53.86363636363636)","(21.0, 26.0, 25.2)","(11.0, 14.0, 13.377551020408163)","(31.0, 38.0, 36.8)","(3.3, 3.65, 3.687977099236641)","(15.0, 17.5, 17.142857142857142)","(7.0, 8.0, 7.85414364640884)","(2.7, 3.15, 3.1360189573459714)","(20.0, 26.0, 25.714285714285715)","(61.0, 80.0, 78.0952380952381)","(71.0, 95.0, 91.47058823529412)","(101.0, 390.0, 378.0)"
07-01-2023 15:09:40.567751,"(41.0, 55.0, 53.78048780487805)","(21.0, 26.0, 25.29113924050633)","(11.0, 14.0, 13.377551020408163)","(31.0, 38.0, 36.8)","(3.3, 3.7, 3.6786624203821656)","(15.0, 17.5, 17.04954954954955)","(7.0, 8.0, 7.845614035087719)","(2.7, 3.15, 3.1360189573459714)","(20.0, 26.0, 25.357142857142858)","(71.0, 80.0, 78.0952380952381)","(71.0, 95.0, 91.25)","(101.0, 390.0, 378.0)"
07-01-2023 15:09:41.811186,"(41.0, 55.0, 53.78048780487805)","(21.0, 26.0, 25.38888888888889)","(11.0, 14.0, 12.991379310344827)","(31.0, 38.0, 37.125)","(3.3, 3.7, 3.7241803278688526)","(15.0, 17.5, 15.981481481481481)","(7.0, 8.0, 7.7207920792079205)","(2.7, 3.15, 3.157293577981651)","(20.0, 26.0, 26.90909090909091)","(71.0, 80.0, 77.22222222222223)","(71.0, 95.0, 93.94736842105263)","(101.0, 390.0, 350.0)"
07-01-2023 15:09:43.083050,"(41.0, 60.0, 55.84905660377358)","(21.0, 27.0, 26.194444444444443)","(11.0, 13.5, 12.991379310344827)","(31.0, 38.0, 37.63636363636363)","(3.3, 3.75, 3.73255033557047)","(15.0, 16.0, 15.981481481481481)","(7.0, 7.8, 7.673949579831932)","(2.7, 3.2, 3.158953168044077)","(20.0, 28.0, 26.833333333333332)","(71.0, 85.0, 77.22222222222223)","(71.0, 95.0, 92.3913043478261)","(101.0, 400.0, 350.0)"
07-01-2023 15:09:44.310725,"(41.0, 60.0, 56.48148148148148)","(21.0, 27.0, 26.194444444444443)","(11.0, 13.5, 12.978991596638656)","(31.0, 38.0, 37.63636363636363)","(3.3, 3.75, 3.73255033557047)","(15.0, 16.0, 15.981481481481481)","(7.0, 7.8, 7.695104895104895)","(2.7, 3.2, 3.158953168044077)","(20.0, 28.0, 27.333333333333332)","(71.0, 85.0, 77.22222222222223)","(71.0, 95.0, 92.3913043478261)","(101.0, 400.0, 350.0)"
07-01-2023 15:09:45.563789,"(41.0, 55.0, 53.97435897435897)","(21.0, 27.0, 26.355555555555554)","(11.0, 13.5, 12.978991596638656)","(31.0, 38.0, 37.53846153846154)","(3.3, 3.75, 3.73255033557047)","(15.0, 16.0, 15.981481481481481)","(7.0, 7.8, 7.695104895104895)","(2.7, 3.2, 3.158953168044077)","(20.0, 28.0, 27.09090909090909)","(71.0, 85.0, 76.81818181818181)","(71.0, 95.0, 92.3913043478261)","(101.0, 400.0, 370.0)"
07-01-2023 15:09:46.791814,"(41.0, 55.0, 53.97435897435897)","(21.0, 27.0, 26.355555555555554)","(11.0, 13.5, 12.991379310344827)","(31.0, 38.0, 36.38461538461539)","(3.3, 3.75, 3.749462365591398)","(15.0, 16.0, 15.921052631578947)","(7.0, 7.6, 7.545539906103286)","(2.7, 3.2, 3.169123783031989)","(20.0, 28.0, 27.09090909090909)","(71.0, 85.0, 76.81818181818181)","(71.0, 95.0, 92.3913043478261)","(101.0, 400.0, 370.0)"
07-01-2023 15:09:48.014665,"(41.0, 55.0, 53.97435897435897)","(21.0, 27.0, 26.355555555555554)","(11.0, 13.5, 12.94186046511628)","(31.0, 38.0, 36.285714285714285)","(3.3, 3.8, 3.7505405405405408)","(15.0, 16.0, 15.897163120567376)","(7.0, 7.6, 7.52)","(2.7, 3.2, 3.1691880638445524)","(20.0, 28.0, 27.09090909090909)","(71.0, 85.0, 76.81818181818181)","(71.0, 95.0, 92.3913043478261)","(101.0, 400.0, 352.0)"
07-01-2023 15:09:49.193974,"(41.0, 55.0, 54.02439024390244)","(21.0, 27.0, 26.395833333333332)","(11.0, 13.5, 12.966666666666667)","(31.0, 38.0, 36.421052631578945)","(3.3, 3.8, 3.75622009569378)","(15.0, 16.0, 15.87603305785124)","(7.0, 7.6, 7.42020202020202)","(2.7, 3.2, 3.1719391634980987)","(20.0, 28.0, 27.2)","(71.0, 85.0, 76.92307692307692)","(71.0, 95.0, 92.5)","(101.0, 400.0, 360.0)"
07-01-2023 15:09:50.483345,"(41.0, 55.0, 54.02439024390244)","(21.0, 27.0, 26.395833333333332)","(11.0, 13.5, 12.966666666666667)","(31.0, 38.0, 36.421052631578945)","(3.3, 3.8, 3.7663865546218487)","(15.0, 16.0, 15.488679245283018)","(7.0, 7.4, 7.35016835016835)","(2.7, 3.2, 3.1616226071103006)","(20.0, 28.0, 27.2)","(71.0, 85.0, 76.92307692307692)","(71.0, 95.0, 92.5)","(101.0, 400.0, 360.0)"
07-01-2023 15:09:51.755126,"(41.0, 55.0, 54.09090909090909)","(21.0, 27.0, 26.395833333333332)","(11.0, 13.5, 13.013513513513514)","(31.0, 38.0, 36.84615384615385)","(3.3, 3.8, 3.758762886597938)","(15.0, 15.5, 15.364)","(7.0, 7.4, 7.493103448275862)","(2.7, 3.2, 3.1616226071103006)","(20.0, 28.0, 27.153846153846153)","(71.0, 85.0, 76.92307692307692)","(71.0, 95.0, 92.5)","(101.0, 400.0, 366.6666666666667)"
07-01-2023 15:09:53.134032,"(41.0, 55.0, 53.94736842105263)","(21.0, 27.0, 26.395833333333332)","(11.0, 13.5, 13.118556701030927)","(31.0, 38.0, 36.21052631578947)","(3.3, 3.8, 3.7996153846153846)","(15.0, 15.5, 14.821951219512195)","(7.0, 7.6, 7.320383693045564)","(2.7, 3.2, 3.1649750415973377)","(20.0, 28.0, 27.153846153846153)","(71.0, 85.0, 76.92307692307692)","(71.0, 95.0, 92.5)","(101.0, 390.0, 351.1111111111111)"
07-01-2023 15:09:54.578137,"(41.0, 55.0, 53.94736842105263)","(21.0, 27.0, 26.395833333333332)","(11.0, 13.5, 13.064705882352941)","(31.0, 38.0, 36.18181818181818)","(3.3, 3.8, 3.8350678733031676)","(15.0, 15.5, 14.674496644295303)","(7.0, 7.4, 7.290452261306533)","(2.7, 3.2, 3.165228426395939)","(20.0, 28.0, 27.153846153846153)","(71.0, 85.0, 76.92307692307692)","(71.0, 95.0, 92.5)","(101.0, 390.0, 340.0)"
07-01-2023 15:09:55.902369,"(41.0, 55.0, 53.94736842105263)","(21.0, 27.0, 26.42)","(11.0, 13.5, 13.113636363636363)","(31.0, 38.0, 36.421052631578945)","(3.3, 3.85, 3.813333333333333)","(15.0, 15.0, 14.631782945736434)","(7.0, 7.4, 7.265846153846154)","(2.7, 3.2, 3.1691598360655737)","(20.0, 28.0, 26.77777777777778)","(71.0, 85.0, 77.0253164556962)","(71.0, 95.0, 92.5)","(101.0, 380.0, 335.0)"
07-01-2023 15:09:57.438909,"(41.0, 55.0, 54.0)","(21.0, 27.0, 26.431372549019606)","(11.0, 13.5, 13.125)","(31.0, 38.0, 36.5)","(3.3, 3.85, 3.8182692307692307)","(15.0, 15.0, 14.634615384615385)","(7.0, 7.4, 7.162962962962963)","(2.7, 3.2, 3.1687759336099584)","(20.0, 28.0, 26.842105263157894)","(71.0, 85.0, 75.8695652173913)","(71.0, 95.0, 92.6)","(101.0, 380.0, 335.0)"
07-01-2023 15:09:58.963619,"(41.0, 55.0, 54.0)","(21.0, 27.0, 26.442307692307693)","(11.0, 13.5, 13.08955223880597)","(31.0, 38.0, 36.285714285714285)","(3.3, 3.85, 3.804597701149425)","(15.0, 15.0, 15.101156069364162)","(7.0, 7.2, 7.0240506329113925)","(2.7, 3.2, 3.16993006993007)","(20.0, 28.0, 26.842105263157894)","(71.0, 85.0, 83.8)","(71.0, 95.0, 91.0)","(101.0, 380.0, 335.0)"
07-01-2023 15:10:00.413224,"(41.0, 55.0, 54.0)","(21.0, 27.0, 26.382978723404257)","(11.0, 13.5, 13.164122137404581)","(31.0, 38.0, 36.38461538461539)","(3.3, 3.85, 3.7959283387622147)","(14.0, 15.5, 15.094155844155845)","(7.0, 7.2, 7.014285714285714)","(2.7, 3.2, 3.1652504472271916)","(20.0, 28.0, 26.842105263157894)","(71.0, 95.0, 88.0)","(71.0, 95.0, 89.54545454545455)","(101.0, 380.0, 335.0)"
07-01-2023 15:10:01.729206,"(41.0, 55.0, 54.0)","(21.0, 27.0, 26.382978723404257)","(11.0, 13.5, 13.1796875)","(31.0, 38.0, 36.4)","(3.3, 3.8, 3.8205223880597017)","(14.0, 15.5, 15.071078431372548)","(7.0, 7.2, 7.010322580645162)","(2.7, 3.2, 3.1623534715960324)","(20.0, 28.0, 26.36842105263158)","(71.0, 90.0, 82.5)","(71.0, 95.0, 87.6923076923077)","(101.0, 380.0, 335.0)"
07-01-2023 15:10:03.028181,"(41.0, 60.0, 57.05882352941177)","(21.0, 27.0, 26.49056603773585)","(11.0, 13.5, 13.224832214765101)","(31.0, 38.0, 36.75)","(3.3, 3.85, 3.828763440860215)","(14.0, 15.5, 15.080882352941176)","(7.0, 7.2, 7.025)","(2.7, 3.2, 3.164285714285714)","(20.0, 27.0, 26.68)","(71.0, 90.0, 82.5)","(71.0, 90.0, 86.66666666666667)","(101.0, 380.0, 337.6470588235294)"
07-01-2023 15:10:04.374256,"(41.0, 55.0, 53.392857142857146)","(21.0, 27.0, 26.602941176470587)","(11.0, 13.5, 13.279569892473118)","(31.0, 38.0, 36.78787878787879)","(3.3, 3.85, 3.829113924050633)","(14.0, 15.5, 15.122844827586206)","(7.0, 7.2, 7.040547945205479)","(2.7, 3.2, 3.1626753507014027)","(20.0, 27.0, 26.586206896551722)","(71.0, 90.0, 86.25)","(71.0, 90.0, 87.0)","(101.0, 380.0, 337.6470588235294)"
07-01-2023 15:10:05.669826,"(41.0, 55.0, 53.392857142857146)","(21.0, 27.0, 26.554054054054053)","(11.0, 13.5, 13.49056603773585)","(31.0, 38.0, 36.91891891891892)","(3.3, 3.85, 3.8181102362204724)","(14.0, 15.5, 16.176056338028168)","(7.0, 7.2, 7.048158640226629)","(2.7, 3.2, 3.164661214953271)","(20.0, 27.0, 26.571428571428573)","(71.0, 90.0, 83.07692307692308)","(71.0, 90.0, 87.0)","(101.0, 380.0, 337.6470588235294)"
07-01-2023 15:10:06.933820,"(41.0, 55.0, 53.36363636363637)","(21.0, 27.0, 26.554054054054053)","(11.0, 13.5, 13.49056603773585)","(31.0, 38.0, 36.91891891891892)","(3.3, 3.85, 3.8181102362204724)","(14.0, 16.5, 16.176056338028168)","(7.0, 7.2, 7.220754716981133)","(2.7, 3.2, 3.1323475046210723)","(20.0, 27.0, 26.571428571428573)","(71.0, 90.0, 87.1875)","(71.0, 90.0, 89.70588235294117)","(101.0, 380.0, 340.0)"
