,Cesar Bessan,Hypocrite,Mac Kalhoun,Sunday Bowler,Haather,Pariah Conviction,Supertremendous,Divine Charm
07-01-2023 11:26:16.588343,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.91)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:26:17.676374,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.91)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:26:18.724317,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.91)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:26:19.784582,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:26:20.912982,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:26:22.137611,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:26:23.298544,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:26:24.388029,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:26:25.405187,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:26:26.486952,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:26:27.530743,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:26:28.607796,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:26:29.704318,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:26:30.832947,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:26:31.973572,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:26:33.102132,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:26:34.220055,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:26:35.291831,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:26:36.324039,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:26:37.422907,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:26:38.582813,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:26:39.710556,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:26:40.869157,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:26:41.897466,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:26:42.912887,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:26:43.980526,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:26:45.018765,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:26:46.063838,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:26:47.149205,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.91)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:26:48.237377,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.91)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:26:49.313164,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.91)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:26:50.410931,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.91)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:26:51.385140,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.91)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:26:52.421560,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.91)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:26:53.527080,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.91)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:26:54.618151,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.91)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:26:55.712331,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:26:56.707189,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:26:57.736700,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:26:58.779890,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:26:59.831996,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:27:00.904001,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:27:01.985155,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:27:03.117784,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:27:04.259779,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:27:05.338696,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:27:06.385137,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:27:07.432995,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:27:08.594986,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:27:09.746170,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:27:10.873741,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:27:12.004541,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:27:13.155571,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:27:14.304713,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:27:15.397047,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:27:16.558254,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:27:17.702553,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:27:18.784785,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:27:19.861352,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:27:20.959825,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:27:22.074414,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:27:23.212109,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:27:24.312690,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:27:25.436589,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:27:26.569746,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:27:27.735658,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:27:28.844241,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:27:29.928529,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:27:30.941841,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:27:32.019870,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:27:33.134642,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.91)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:27:34.297795,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.91)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:27:35.441794,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.91)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:27:36.554462,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.91)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:27:37.660741,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.91)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:27:38.751123,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:27:39.891262,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:27:41.076567,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:27:42.177283,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:27:43.233320,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:27:44.309245,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:27:45.442862,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:27:46.611391,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:27:47.809923,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:27:48.957097,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:27:50.079575,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:27:51.157225,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
07-01-2023 11:27:52.277358,"(8.0, 11.5, 10.12)","(17.0, 48.0, 34.5)","(1.8, 1.92, 1.897142857142857)","(51.0, 180.0, 140.0)","(6.5, 11.0, 10.040000000000001)","(4.4, 6.0, 5.55)","(26.0, 65.0, 57.25)","(10.0, 17.0, 14.411764705882353)"
