,Modulating,Zambora Lola,Kingsbrae Monica,Cherry Chunker,Burn The Edge,Tranquil Lindy,Nangar Candy,Esthers Rose
12-01-2023 10:57:09.330866,"(4.0, 8.0, 6.891666666666667)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 46.0, 24.545454545454547)","(5.5, 9.2, 8.872566371681415)","(7.0, 14.0, 11.8)","(2.4, 3.75, 3.26625)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:57:10.442823,"(4.0, 8.0, 6.891666666666667)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 46.0, 24.545454545454547)","(5.5, 9.2, 8.872566371681415)","(7.0, 14.0, 11.8)","(2.4, 3.75, 3.26625)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:57:11.586274,"(4.0, 8.0, 6.891666666666667)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 46.0, 24.545454545454547)","(5.5, 9.2, 8.872566371681415)","(7.0, 14.0, 11.8)","(2.4, 3.75, 3.26625)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:57:12.766480,"(4.0, 8.0, 6.891666666666667)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 46.0, 24.545454545454547)","(5.5, 9.2, 8.872566371681415)","(7.0, 14.0, 11.8)","(2.4, 3.75, 3.26625)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:57:13.913426,"(4.0, 8.0, 6.891666666666667)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 46.0, 24.545454545454547)","(5.5, 9.2, 8.872566371681415)","(7.0, 14.0, 11.8)","(2.4, 3.75, 3.26625)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:57:15.043222,"(4.0, 8.0, 6.891666666666667)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 46.0, 24.545454545454547)","(5.5, 9.2, 8.872566371681415)","(7.0, 14.0, 11.8)","(2.4, 3.75, 3.26625)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:57:16.116889,"(4.0, 8.0, 6.891666666666667)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 46.0, 24.545454545454547)","(5.5, 9.2, 8.872566371681415)","(7.0, 14.0, 11.8)","(2.4, 3.75, 3.26625)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:57:17.211014,"(4.0, 8.0, 6.891666666666667)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 46.0, 24.545454545454547)","(5.5, 9.2, 8.872566371681415)","(7.0, 14.0, 11.8)","(2.4, 3.75, 3.26625)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:57:18.291014,"(4.0, 8.0, 6.891666666666667)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 46.0, 24.545454545454547)","(5.5, 9.2, 8.872566371681415)","(7.0, 14.0, 11.8)","(2.4, 3.75, 3.26625)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:57:19.361198,"(4.0, 8.0, 6.7627906976744185)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 46.0, 24.545454545454547)","(5.5, 9.2, 8.872566371681415)","(7.0, 14.0, 11.8)","(2.4, 3.75, 3.26625)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:57:20.465396,"(4.0, 8.0, 6.7627906976744185)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 46.0, 24.545454545454547)","(5.5, 9.2, 8.872566371681415)","(7.0, 14.0, 11.8)","(2.4, 3.75, 3.26625)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:57:21.609835,"(4.0, 8.0, 6.7627906976744185)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 46.0, 24.545454545454547)","(5.5, 9.2, 8.872566371681415)","(7.0, 14.0, 11.8)","(2.4, 3.75, 3.26625)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:57:22.739791,"(4.0, 8.0, 6.7627906976744185)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 46.0, 24.545454545454547)","(5.5, 9.2, 8.872566371681415)","(7.0, 14.0, 11.8)","(2.4, 3.75, 3.26625)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:57:23.863413,"(4.0, 8.0, 6.7627906976744185)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 46.0, 24.545454545454547)","(5.5, 9.2, 8.872566371681415)","(7.0, 14.0, 11.8)","(2.4, 3.75, 3.26625)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:57:24.886707,"(4.0, 8.0, 6.7627906976744185)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 46.0, 24.545454545454547)","(5.5, 9.2, 8.872566371681415)","(7.0, 14.0, 11.466666666666667)","(2.4, 3.75, 3.26625)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:57:25.881712,"(4.0, 8.0, 6.7627906976744185)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 46.0, 24.545454545454547)","(5.5, 9.2, 8.872566371681415)","(7.0, 13.5, 11.466666666666667)","(2.4, 3.75, 3.26625)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:57:26.961585,"(4.0, 8.0, 6.7627906976744185)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 46.0, 24.545454545454547)","(5.5, 9.2, 8.872566371681415)","(7.0, 13.5, 11.466666666666667)","(2.4, 3.75, 3.26625)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:57:28.102094,"(4.0, 8.0, 6.7627906976744185)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 46.0, 24.545454545454547)","(5.5, 9.2, 8.872566371681415)","(7.0, 13.5, 11.466666666666667)","(2.4, 3.75, 3.26625)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:57:29.295941,"(4.0, 8.0, 6.7627906976744185)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 46.0, 24.545454545454547)","(5.5, 9.2, 8.872566371681415)","(7.0, 13.5, 11.466666666666667)","(2.4, 3.75, 3.26625)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:57:30.500034,"(4.0, 8.0, 6.7627906976744185)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 46.0, 24.545454545454547)","(5.5, 9.2, 8.872566371681415)","(7.0, 13.5, 11.466666666666667)","(2.4, 3.75, 3.26625)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:57:31.658139,"(4.0, 8.0, 6.7627906976744185)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 46.0, 24.545454545454547)","(5.5, 9.2, 8.872566371681415)","(7.0, 13.5, 11.466666666666667)","(2.4, 3.75, 3.26625)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:57:32.781138,"(4.0, 8.0, 6.7627906976744185)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 46.0, 24.545454545454547)","(5.5, 9.2, 8.872566371681415)","(7.0, 13.5, 11.466666666666667)","(2.4, 3.75, 3.26625)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:57:33.899410,"(4.0, 8.0, 6.7627906976744185)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 46.0, 24.545454545454547)","(5.5, 9.2, 8.872566371681415)","(7.0, 13.5, 11.466666666666667)","(2.4, 3.75, 3.26625)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:57:35.025262,"(4.0, 8.0, 6.7627906976744185)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 46.0, 24.545454545454547)","(5.5, 9.2, 8.872566371681415)","(7.0, 13.5, 11.466666666666667)","(2.4, 3.75, 3.26625)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:57:36.170435,"(4.0, 8.0, 6.7627906976744185)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 46.0, 24.545454545454547)","(5.5, 9.2, 8.872566371681415)","(7.0, 13.5, 11.466666666666667)","(2.4, 3.75, 3.26625)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:57:37.336413,"(4.0, 8.0, 6.7627906976744185)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 46.0, 24.545454545454547)","(5.5, 9.2, 8.872566371681415)","(7.0, 13.5, 11.466666666666667)","(2.4, 3.75, 3.26625)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:57:38.470273,"(4.0, 8.0, 6.7627906976744185)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 46.0, 24.545454545454547)","(5.5, 9.2, 8.872566371681415)","(7.0, 13.5, 11.466666666666667)","(2.4, 3.75, 3.26625)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:57:39.663503,"(4.0, 8.0, 6.7627906976744185)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 46.0, 24.545454545454547)","(5.5, 9.2, 8.872566371681415)","(7.0, 13.5, 11.466666666666667)","(2.4, 3.75, 3.26625)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:57:40.784651,"(4.0, 8.0, 6.7627906976744185)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 46.0, 24.545454545454547)","(5.5, 9.2, 8.872566371681415)","(7.0, 13.5, 11.466666666666667)","(2.4, 3.75, 3.26625)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:57:41.890119,"(4.0, 8.0, 6.7627906976744185)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 46.0, 24.545454545454547)","(5.5, 9.2, 8.872566371681415)","(7.0, 13.5, 11.466666666666667)","(2.4, 3.75, 3.26625)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:57:42.934926,"(4.0, 8.0, 6.7627906976744185)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 46.0, 24.545454545454547)","(5.5, 9.2, 8.872566371681415)","(7.0, 13.5, 11.466666666666667)","(2.4, 3.75, 3.26625)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:57:43.941170,"(4.0, 8.0, 6.7627906976744185)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 46.0, 24.545454545454547)","(5.5, 9.2, 8.872566371681415)","(7.0, 13.5, 11.466666666666667)","(2.4, 3.75, 3.26625)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:57:45.040251,"(4.0, 8.0, 6.7627906976744185)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 46.0, 24.545454545454547)","(5.5, 9.2, 8.872566371681415)","(7.0, 13.5, 11.466666666666667)","(2.4, 3.75, 3.26625)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:57:46.189340,"(4.0, 8.0, 5.122222222222222)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 46.0, 24.545454545454547)","(5.5, 9.2, 8.872566371681415)","(7.0, 13.5, 11.466666666666667)","(2.4, 3.75, 3.26625)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:57:47.359900,"(4.0, 8.0, 5.122222222222222)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 46.0, 24.545454545454547)","(5.5, 9.2, 8.872566371681415)","(7.0, 13.5, 11.466666666666667)","(2.4, 3.75, 3.26625)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:57:48.430201,"(4.0, 8.0, 5.122222222222222)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 46.0, 24.545454545454547)","(5.5, 9.2, 8.872566371681415)","(7.0, 13.5, 11.466666666666667)","(2.4, 3.75, 3.1181632653061224)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:57:49.506433,"(4.0, 8.0, 5.122222222222222)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 46.0, 24.545454545454547)","(5.5, 9.2, 8.872566371681415)","(7.0, 13.5, 11.466666666666667)","(2.4, 3.75, 3.1181632653061224)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:57:50.579782,"(4.0, 8.0, 5.122222222222222)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 46.0, 24.545454545454547)","(5.5, 9.2, 8.872566371681415)","(7.0, 13.5, 11.466666666666667)","(2.4, 3.75, 3.1181632653061224)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:57:51.767320,"(4.0, 8.0, 5.122222222222222)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 46.0, 24.545454545454547)","(5.5, 9.2, 8.872566371681415)","(7.0, 13.5, 11.466666666666667)","(2.4, 3.75, 3.1181632653061224)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:57:52.897352,"(4.0, 8.0, 5.122222222222222)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 46.0, 24.545454545454547)","(5.5, 9.2, 8.872566371681415)","(7.0, 13.5, 11.466666666666667)","(2.4, 3.75, 3.1181632653061224)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:57:54.072662,"(4.0, 8.0, 5.122222222222222)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 44.0, 24.0)","(5.5, 9.2, 8.872566371681415)","(7.0, 13.5, 11.466666666666667)","(2.4, 3.75, 3.1181632653061224)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:57:55.132115,"(4.0, 8.0, 5.122222222222222)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 44.0, 24.0)","(5.5, 9.2, 8.872566371681415)","(7.0, 13.5, 11.466666666666667)","(2.4, 3.75, 3.1181632653061224)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:57:56.210429,"(4.0, 8.0, 5.122222222222222)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 44.0, 24.0)","(5.5, 9.2, 8.872566371681415)","(7.0, 13.5, 11.466666666666667)","(2.4, 3.75, 3.1181632653061224)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:57:57.407324,"(4.0, 8.0, 5.122222222222222)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 44.0, 24.0)","(5.5, 9.2, 8.872566371681415)","(7.0, 13.5, 11.466666666666667)","(2.4, 3.75, 3.1181632653061224)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:57:58.751185,"(4.0, 8.0, 5.122222222222222)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 44.0, 24.0)","(5.5, 9.2, 8.872566371681415)","(7.0, 13.5, 11.466666666666667)","(2.4, 3.75, 3.1181632653061224)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:57:59.981378,"(4.0, 8.0, 5.122222222222222)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 44.0, 24.0)","(5.5, 9.2, 8.872566371681415)","(7.0, 13.5, 11.466666666666667)","(2.4, 3.75, 3.1181632653061224)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:58:01.171311,"(4.0, 8.0, 5.122222222222222)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 44.0, 24.0)","(5.5, 9.2, 8.872566371681415)","(7.0, 13.5, 11.8)","(2.4, 3.75, 3.1181632653061224)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:58:02.405651,"(4.0, 8.0, 5.122222222222222)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 44.0, 24.0)","(5.5, 9.2, 8.872566371681415)","(7.0, 14.0, 11.8)","(2.4, 3.75, 3.1181632653061224)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:58:03.484345,"(4.0, 8.0, 5.122222222222222)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 44.0, 24.0)","(5.5, 9.2, 8.872566371681415)","(7.0, 14.0, 11.8)","(2.4, 3.75, 3.1181632653061224)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:58:04.739677,"(4.0, 8.0, 5.122222222222222)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 44.0, 24.0)","(5.5, 9.2, 8.872566371681415)","(7.0, 14.0, 11.8)","(2.4, 3.75, 3.1181632653061224)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:58:05.855719,"(4.0, 8.0, 5.122222222222222)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 44.0, 24.0)","(5.5, 9.2, 8.872566371681415)","(7.0, 14.0, 11.8)","(2.4, 3.75, 3.1181632653061224)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:58:06.906220,"(4.0, 8.0, 5.122222222222222)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 44.0, 24.0)","(5.5, 9.2, 8.872566371681415)","(7.0, 14.0, 11.8)","(2.4, 3.75, 3.1181632653061224)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:58:08.034623,"(4.0, 8.0, 5.122222222222222)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 44.0, 24.0)","(5.5, 9.2, 8.872566371681415)","(7.0, 14.0, 11.8)","(2.4, 3.75, 3.1181632653061224)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:58:09.318241,"(4.0, 8.0, 5.122222222222222)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 44.0, 24.0)","(5.5, 9.2, 8.872566371681415)","(7.0, 14.0, 11.8)","(2.4, 3.75, 3.1181632653061224)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:58:10.449699,"(4.0, 8.0, 5.122222222222222)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 44.0, 24.0)","(5.5, 9.2, 8.872566371681415)","(7.0, 14.0, 11.8)","(2.4, 3.75, 3.1181632653061224)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:58:11.412310,"(4.0, 8.0, 5.122222222222222)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 44.0, 24.0)","(5.5, 9.2, 8.872566371681415)","(7.0, 14.0, 11.8)","(2.4, 3.75, 3.1181632653061224)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:58:12.439477,"(4.0, 8.0, 5.122222222222222)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 44.0, 24.0)","(5.5, 9.2, 8.872566371681415)","(7.0, 14.0, 11.8)","(2.4, 3.75, 3.1181632653061224)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:58:13.490802,"(4.0, 8.0, 5.122222222222222)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 44.0, 24.0)","(5.5, 9.2, 8.872566371681415)","(7.0, 14.0, 11.8)","(2.4, 3.75, 3.1181632653061224)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:58:14.624133,"(4.0, 8.0, 5.122222222222222)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 44.0, 24.0)","(5.5, 9.2, 8.872566371681415)","(7.0, 14.0, 11.8)","(2.4, 3.75, 3.1181632653061224)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:58:15.675240,"(4.0, 8.0, 5.122222222222222)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 44.0, 24.0)","(5.5, 9.2, 8.872566371681415)","(7.0, 14.0, 11.8)","(2.4, 3.75, 3.1181632653061224)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:58:16.741645,"(4.0, 8.0, 5.122222222222222)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 44.0, 24.0)","(5.5, 9.2, 8.872566371681415)","(7.0, 14.0, 11.8)","(2.4, 3.75, 3.1181632653061224)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:58:17.981138,"(4.0, 8.0, 5.122222222222222)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 44.0, 24.0)","(5.5, 9.2, 8.872566371681415)","(7.0, 14.0, 11.8)","(2.4, 3.75, 3.1181632653061224)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:58:19.094995,"(4.0, 8.0, 5.122222222222222)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 44.0, 24.0)","(5.5, 9.2, 8.872566371681415)","(7.0, 14.0, 11.8)","(2.4, 3.75, 3.1181632653061224)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:58:20.172585,"(4.0, 8.0, 5.122222222222222)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 25.090909090909093)","(16.0, 44.0, 24.0)","(5.5, 9.2, 8.872566371681415)","(7.0, 14.0, 11.8)","(2.4, 3.75, 3.1181632653061224)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:58:21.220130,"(4.0, 8.0, 5.122222222222222)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 27.0)","(16.0, 44.0, 25.666666666666664)","(5.5, 9.2, 8.872566371681415)","(7.0, 14.0, 11.8)","(2.4, 3.75, 3.1181632653061224)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:58:22.266059,"(4.0, 8.0, 5.122222222222222)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 27.0)","(16.0, 44.0, 25.666666666666664)","(5.5, 9.2, 8.872566371681415)","(7.0, 14.0, 11.8)","(2.4, 3.75, 3.1181632653061224)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:58:23.329894,"(4.0, 8.0, 5.122222222222222)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 27.0)","(16.0, 44.0, 25.666666666666664)","(5.5, 9.2, 8.872566371681415)","(7.0, 14.0, 11.8)","(2.4, 3.75, 3.1181632653061224)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:58:24.362446,"(4.0, 8.0, 5.122222222222222)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 27.0)","(16.0, 44.0, 25.666666666666664)","(5.5, 9.2, 8.872566371681415)","(7.0, 14.0, 11.8)","(2.4, 3.75, 3.1181632653061224)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:58:25.360754,"(4.0, 8.0, 5.122222222222222)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 27.0)","(16.0, 44.0, 25.666666666666664)","(5.5, 9.2, 8.872566371681415)","(7.0, 14.0, 11.8)","(2.4, 3.75, 3.1181632653061224)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:58:26.463748,"(4.0, 8.0, 5.122222222222222)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 27.0)","(16.0, 44.0, 25.666666666666664)","(5.5, 9.2, 8.872566371681415)","(7.0, 14.0, 11.8)","(2.4, 3.75, 3.1181632653061224)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:58:27.530334,"(4.0, 8.0, 5.122222222222222)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 27.0)","(16.0, 44.0, 25.666666666666664)","(5.5, 9.2, 8.872566371681415)","(7.0, 14.0, 11.8)","(2.4, 3.75, 3.1181632653061224)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:58:28.634545,"(4.0, 8.0, 5.122222222222222)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 27.0)","(16.0, 44.0, 25.666666666666664)","(5.5, 9.2, 8.872566371681415)","(7.0, 14.0, 11.8)","(2.4, 3.75, 3.1181632653061224)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:58:29.762492,"(4.0, 8.0, 5.122222222222222)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 27.0)","(16.0, 44.0, 25.666666666666664)","(5.5, 9.2, 8.872566371681415)","(7.0, 14.0, 11.8)","(2.4, 3.75, 3.1181632653061224)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:58:31.033455,"(4.0, 8.0, 5.122222222222222)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 27.0)","(16.0, 44.0, 25.666666666666664)","(5.5, 9.2, 8.872566371681415)","(7.0, 14.0, 11.8)","(2.4, 3.75, 3.1181632653061224)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:58:32.117928,"(4.0, 8.0, 5.122222222222222)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 27.0)","(16.0, 44.0, 25.666666666666664)","(5.5, 9.2, 8.872566371681415)","(7.0, 14.0, 11.8)","(2.4, 3.75, 3.1181632653061224)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:58:33.104842,"(4.0, 8.0, 5.122222222222222)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 27.0)","(16.0, 44.0, 25.666666666666664)","(5.5, 9.2, 8.872566371681415)","(7.0, 14.0, 11.8)","(2.4, 3.75, 3.1181632653061224)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:58:34.124358,"(4.0, 8.0, 5.122222222222222)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 27.0)","(16.0, 44.0, 25.666666666666664)","(5.5, 9.2, 8.872566371681415)","(7.0, 14.0, 11.8)","(2.4, 3.75, 3.1181632653061224)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:58:35.176937,"(4.0, 8.0, 5.122222222222222)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 27.0)","(16.0, 44.0, 25.666666666666664)","(5.5, 9.2, 8.872566371681415)","(7.0, 14.0, 11.8)","(2.4, 3.75, 3.1181632653061224)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:58:36.345652,"(4.0, 8.0, 5.122222222222222)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 27.0)","(16.0, 44.0, 25.666666666666664)","(5.5, 9.2, 8.872566371681415)","(7.0, 14.0, 11.8)","(2.4, 3.75, 3.1181632653061224)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 10:58:37.449569,"(4.0, 8.0, 5.122222222222222)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 27.0)","(16.0, 44.0, 25.666666666666664)","(5.5, 9.2, 8.872566371681415)","(7.0, 14.0, 11.8)","(2.4, 3.75, 3.1181632653061224)","(31.0, 210.0, 117.88235294117646)"
