,Modulating,Zambora Lola,Kingsbrae Monica,Cherry Chunker,Burn The Edge,Tranquil Lindy,Nangar Candy,Esthers Rose
12-01-2023 11:01:39.519843,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.2, 9.061682242990653)","(16.0, 48.0, 30.5)","(16.0, 44.0, 26.8125)","(5.5, 9.2, 8.863636363636363)","(7.0, 14.0, 12.114285714285714)","(2.4, 2.72, 2.5412500000000002)","(31.0, 210.0, 123.0)"
12-01-2023 11:01:40.632228,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.2, 9.061682242990653)","(16.0, 48.0, 30.5)","(16.0, 44.0, 26.8125)","(5.5, 9.2, 8.863636363636363)","(7.0, 14.0, 12.114285714285714)","(2.4, 2.72, 2.5412500000000002)","(31.0, 210.0, 123.0)"
12-01-2023 11:01:41.762465,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.2, 9.061682242990653)","(16.0, 48.0, 30.5)","(16.0, 44.0, 24.0)","(5.5, 9.2, 8.863636363636363)","(7.0, 14.0, 12.8)","(2.4, 2.72, 2.5412500000000002)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 11:01:42.854499,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.2, 9.061682242990653)","(16.0, 48.0, 31.200000000000003)","(16.0, 44.0, 29.333333333333332)","(5.5, 9.2, 8.863636363636363)","(7.0, 14.0, 12.8)","(2.4, 2.72, 2.5412500000000002)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 11:01:43.969008,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.2, 9.061682242990653)","(16.0, 48.0, 31.200000000000003)","(16.0, 44.0, 29.333333333333332)","(5.5, 9.2, 8.863636363636363)","(7.0, 14.0, 12.8)","(2.4, 2.72, 2.5412500000000002)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 11:01:45.055823,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.2, 9.061682242990653)","(16.0, 48.0, 31.200000000000003)","(16.0, 44.0, 29.333333333333332)","(5.5, 9.2, 8.863636363636363)","(7.0, 14.0, 12.8)","(2.4, 2.72, 2.5412500000000002)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 11:01:46.058923,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.2, 9.061682242990653)","(16.0, 48.0, 31.200000000000003)","(16.0, 44.0, 29.333333333333332)","(5.5, 9.2, 8.863636363636363)","(7.0, 14.0, 12.8)","(2.4, 2.72, 2.5412500000000002)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 11:01:47.115814,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.2, 9.061682242990653)","(16.0, 48.0, 31.200000000000003)","(16.0, 44.0, 29.333333333333332)","(5.5, 9.2, 8.863636363636363)","(7.0, 14.0, 12.8)","(2.4, 2.72, 2.5412500000000002)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 11:01:48.134575,"(4.0, 8.0, 5.277777777777778)","(5.5, 8.8, 8.676635514018692)","(16.0, 48.0, 31.200000000000003)","(16.0, 44.0, 29.333333333333332)","(5.5, 9.2, 8.863636363636363)","(7.0, 14.0, 13.209090909090909)","(2.4, 2.72, 2.5412500000000002)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 11:01:49.241576,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.2, 9.061682242990653)","(16.0, 48.0, 31.200000000000003)","(16.0, 44.0, 29.333333333333332)","(5.5, 9.2, 8.863636363636363)","(7.0, 14.5, 13.209090909090909)","(2.4, 2.72, 2.5412500000000002)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 11:01:50.394495,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.2, 9.061682242990653)","(16.0, 48.0, 25.81818181818182)","(16.0, 44.0, 24.727272727272727)","(5.5, 9.2, 8.863636363636363)","(7.0, 14.5, 13.209090909090909)","(2.4, 2.72, 2.5412500000000002)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 11:01:51.521779,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.2, 9.061682242990653)","(16.0, 48.0, 25.81818181818182)","(16.0, 44.0, 24.727272727272727)","(5.5, 9.2, 8.863636363636363)","(7.0, 14.5, 13.209090909090909)","(2.4, 2.72, 2.5412500000000002)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 11:01:52.630574,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.2, 9.061682242990653)","(16.0, 48.0, 25.81818181818182)","(16.0, 44.0, 24.727272727272727)","(5.5, 9.2, 8.863636363636363)","(7.0, 14.5, 13.209090909090909)","(2.4, 2.72, 2.5412500000000002)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 11:01:53.703414,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.2, 9.061682242990653)","(16.0, 48.0, 26.18181818181818)","(16.0, 44.0, 25.090909090909093)","(5.5, 9.2, 8.863636363636363)","(7.0, 14.5, 13.209090909090909)","(2.4, 2.72, 2.5412500000000002)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 11:01:54.771289,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.2, 9.061682242990653)","(16.0, 48.0, 26.18181818181818)","(16.0, 44.0, 25.090909090909093)","(5.5, 9.2, 8.863636363636363)","(7.0, 14.5, 13.209090909090909)","(2.4, 2.72, 2.5412500000000002)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 11:01:55.836974,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.8, 9.385087719298246)","(16.0, 48.0, 26.18181818181818)","(16.0, 44.0, 25.090909090909093)","(5.5, 9.2, 8.863636363636363)","(7.0, 14.5, 13.209090909090909)","(2.4, 2.72, 2.5412500000000002)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 11:01:56.927634,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.8, 9.385087719298246)","(16.0, 48.0, 26.18181818181818)","(16.0, 44.0, 25.090909090909093)","(5.5, 9.2, 8.863636363636363)","(7.0, 14.5, 13.209090909090909)","(2.4, 2.72, 2.5412500000000002)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 11:01:57.956410,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.8, 9.385087719298246)","(16.0, 48.0, 26.18181818181818)","(16.0, 44.0, 25.090909090909093)","(5.5, 9.2, 8.863636363636363)","(7.0, 14.5, 13.209090909090909)","(2.4, 2.72, 2.5412500000000002)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 11:01:59.098509,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.8, 9.385087719298246)","(16.0, 48.0, 26.18181818181818)","(16.0, 44.0, 25.090909090909093)","(5.5, 9.2, 8.863636363636363)","(7.0, 14.5, 13.209090909090909)","(2.4, 2.72, 2.5412500000000002)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 11:02:00.281674,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.8, 9.385087719298246)","(16.0, 48.0, 26.18181818181818)","(16.0, 44.0, 25.090909090909093)","(5.5, 9.2, 8.863636363636363)","(7.0, 14.5, 13.209090909090909)","(2.4, 2.72, 2.5412500000000002)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 11:02:01.409761,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.8, 9.385087719298246)","(16.0, 48.0, 26.18181818181818)","(16.0, 44.0, 25.090909090909093)","(5.5, 9.2, 8.863636363636363)","(7.0, 14.5, 13.209090909090909)","(2.4, 2.72, 2.5412500000000002)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 11:02:02.453697,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.8, 9.385087719298246)","(16.0, 48.0, 26.18181818181818)","(16.0, 44.0, 25.090909090909093)","(5.5, 9.2, 8.863636363636363)","(7.0, 14.5, 13.209090909090909)","(2.4, 2.72, 2.5412500000000002)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 11:02:03.511799,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.8, 9.385087719298246)","(16.0, 48.0, 26.18181818181818)","(16.0, 44.0, 25.090909090909093)","(5.5, 9.2, 8.863636363636363)","(7.0, 14.5, 13.209090909090909)","(2.4, 2.72, 2.5412500000000002)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 11:02:04.485372,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.8, 9.385087719298246)","(16.0, 48.0, 26.18181818181818)","(16.0, 44.0, 25.090909090909093)","(5.5, 9.2, 8.863636363636363)","(7.0, 14.5, 13.209090909090909)","(2.4, 2.72, 2.5412500000000002)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 11:02:05.513386,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.8, 9.385087719298246)","(16.0, 48.0, 26.18181818181818)","(16.0, 44.0, 25.090909090909093)","(5.5, 9.2, 8.863636363636363)","(7.0, 14.5, 13.209090909090909)","(2.4, 2.72, 2.5412500000000002)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 11:02:06.599909,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.8, 9.385087719298246)","(16.0, 48.0, 26.18181818181818)","(16.0, 44.0, 25.090909090909093)","(5.5, 9.2, 8.863636363636363)","(7.0, 14.5, 13.209090909090909)","(2.4, 2.72, 2.5412500000000002)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 11:02:07.720571,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.8, 9.385087719298246)","(16.0, 48.0, 26.18181818181818)","(16.0, 44.0, 25.090909090909093)","(5.5, 9.2, 8.863636363636363)","(7.0, 14.5, 13.209090909090909)","(2.4, 2.72, 2.5412500000000002)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 11:02:08.834815,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.8, 9.385087719298246)","(16.0, 48.0, 26.18181818181818)","(16.0, 44.0, 25.090909090909093)","(5.5, 9.2, 7.199999999999999)","(7.0, 14.5, 12.775)","(2.4, 2.72, 2.5412500000000002)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 11:02:09.980391,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.8, 7.368421052631579)","(16.0, 48.0, 26.18181818181818)","(16.0, 44.0, 25.090909090909093)","(5.5, 9.2, 6.7)","(7.0, 14.5, 11.82)","(2.4, 2.72, 2.5412500000000002)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 11:02:11.041166,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.8, 6.793333333333334)","(16.0, 48.0, 26.18181818181818)","(16.0, 44.0, 25.090909090909093)","(5.5, 9.2, 6.7)","(7.0, 14.5, 11.82)","(2.4, 2.72, 2.5412500000000002)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 11:02:12.142204,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.8, 6.793333333333334)","(16.0, 48.0, 26.18181818181818)","(16.0, 44.0, 25.090909090909093)","(5.5, 9.2, 6.7)","(7.0, 14.5, 11.82)","(2.4, 2.72, 2.5412500000000002)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 11:02:13.145188,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.8, 6.793333333333334)","(16.0, 48.0, 26.18181818181818)","(16.0, 44.0, 25.090909090909093)","(5.5, 9.2, 6.7)","(7.0, 14.5, 11.82)","(2.4, 2.72, 2.5412500000000002)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 11:02:14.196031,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.8, 6.793333333333334)","(16.0, 48.0, 26.18181818181818)","(16.0, 44.0, 25.090909090909093)","(5.5, 9.2, 7.1375)","(7.0, 14.5, 13.355555555555556)","(2.4, 2.72, 2.5314285714285716)","(31.0, 210.0, 143.0769230769231)"
12-01-2023 11:02:15.505834,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.0, 6.9)","(16.0, 48.0, 29.25)","(16.0, 44.0, 25.090909090909093)","(5.5, 9.2, 7.1375)","(7.0, 15.0, 13.355555555555556)","(2.4, 2.72, 2.5314285714285716)","(31.0, 210.0, 143.0769230769231)"
12-01-2023 11:02:16.732435,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.0, 6.9)","(16.0, 48.0, 29.25)","(16.0, 44.0, 25.090909090909093)","(5.5, 9.2, 7.1375)","(7.0, 15.0, 13.355555555555556)","(2.4, 2.72, 2.5314285714285716)","(31.0, 210.0, 143.0769230769231)"
12-01-2023 11:02:18.011081,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.0, 6.9)","(16.0, 48.0, 29.25)","(16.0, 44.0, 25.090909090909093)","(5.5, 9.2, 7.1375)","(7.0, 15.0, 13.355555555555556)","(2.4, 2.72, 2.5314285714285716)","(31.0, 210.0, 143.0769230769231)"
12-01-2023 11:02:19.296077,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.0, 6.9)","(16.0, 48.0, 29.25)","(16.0, 44.0, 25.090909090909093)","(5.5, 9.2, 7.1375)","(7.0, 15.0, 13.355555555555556)","(2.4, 2.72, 2.5314285714285716)","(31.0, 210.0, 143.0769230769231)"
12-01-2023 11:02:20.577149,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.0, 7.65)","(16.0, 48.0, 29.25)","(16.0, 44.0, 25.090909090909093)","(5.5, 9.2, 7.1375)","(7.0, 15.0, 11.625)","(2.4, 2.72, 2.5314285714285716)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 11:02:21.863949,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.6, 7.65)","(16.0, 48.0, 29.25)","(16.0, 44.0, 25.090909090909093)","(5.5, 9.2, 7.1375)","(7.0, 14.5, 11.625)","(2.4, 2.72, 2.5314285714285716)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 11:02:23.095142,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.6, 7.65)","(16.0, 48.0, 29.25)","(16.0, 44.0, 25.090909090909093)","(5.5, 9.2, 7.1375)","(7.0, 14.5, 11.625)","(2.4, 2.72, 2.5314285714285716)","(31.0, 210.0, 117.88235294117646)"
12-01-2023 11:02:24.229393,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.6, 7.65)","(16.0, 48.0, 29.25)","(16.0, 44.0, 25.090909090909093)","(5.5, 9.2, 7.1375)","(7.0, 14.5, 11.625)","(2.4, 2.72, 2.5314285714285716)","(31.0, 210.0, 105.6)"
12-01-2023 11:02:25.328885,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.6, 7.65)","(16.0, 48.0, 24.0)","(16.0, 44.0, 25.090909090909093)","(5.5, 9.2, 7.1375)","(7.0, 14.5, 13.355555555555556)","(2.4, 2.72, 2.5314285714285716)","(31.0, 210.0, 105.6)"
12-01-2023 11:02:26.391027,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.6, 7.65)","(16.0, 48.0, 24.0)","(16.0, 44.0, 25.090909090909093)","(5.5, 9.2, 7.1375)","(7.0, 15.0, 13.355555555555556)","(2.4, 2.72, 2.5314285714285716)","(31.0, 210.0, 105.6)"
12-01-2023 11:02:27.456278,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.6, 7.65)","(16.0, 48.0, 24.0)","(16.0, 44.0, 25.090909090909093)","(5.5, 9.2, 7.1375)","(7.0, 15.0, 13.355555555555556)","(2.4, 2.72, 2.5314285714285716)","(31.0, 210.0, 105.6)"
12-01-2023 11:02:28.594917,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.6, 7.65)","(16.0, 48.0, 24.0)","(16.0, 44.0, 25.090909090909093)","(5.5, 9.2, 7.1375)","(7.0, 15.0, 12.6)","(2.4, 2.72, 2.5314285714285716)","(31.0, 210.0, 105.6)"
12-01-2023 11:02:29.744919,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.6, 7.65)","(16.0, 48.0, 24.0)","(16.0, 44.0, 25.090909090909093)","(5.5, 9.2, 7.1375)","(7.0, 15.0, 13.444444444444445)","(2.4, 2.72, 2.5314285714285716)","(31.0, 210.0, 105.6)"
12-01-2023 11:02:30.906255,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.6, 7.65)","(16.0, 48.0, 24.0)","(16.0, 44.0, 25.090909090909093)","(5.5, 9.2, 7.1375)","(7.0, 15.0, 13.444444444444445)","(2.4, 2.72, 2.5314285714285716)","(31.0, 210.0, 105.6)"
12-01-2023 11:02:32.120402,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.6, 7.65)","(16.0, 48.0, 24.0)","(16.0, 44.0, 25.090909090909093)","(5.5, 9.2, 7.1375)","(7.0, 15.0, 13.444444444444445)","(2.4, 2.72, 2.5314285714285716)","(31.0, 210.0, 146.22222222222223)"
12-01-2023 11:02:33.242084,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.6, 7.65)","(16.0, 48.0, 24.0)","(16.0, 44.0, 25.090909090909093)","(5.5, 9.2, 7.1375)","(7.0, 15.0, 13.444444444444445)","(2.4, 2.72, 2.5314285714285716)","(31.0, 160.0, 146.22222222222223)"
12-01-2023 11:02:34.425163,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.6, 7.65)","(16.0, 48.0, 24.0)","(16.0, 44.0, 25.090909090909093)","(5.5, 9.2, 7.1375)","(7.0, 15.0, 13.444444444444445)","(2.4, 2.72, 2.5314285714285716)","(31.0, 160.0, 146.22222222222223)"
12-01-2023 11:02:35.542546,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.6, 7.65)","(16.0, 48.0, 24.0)","(16.0, 44.0, 25.090909090909093)","(5.5, 9.2, 7.1375)","(7.0, 15.0, 13.444444444444445)","(2.4, 2.72, 2.5314285714285716)","(31.0, 160.0, 146.22222222222223)"
12-01-2023 11:02:36.620752,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.6, 7.65)","(16.0, 48.0, 24.0)","(16.0, 44.0, 25.090909090909093)","(5.5, 9.2, 7.1375)","(7.0, 15.0, 13.444444444444445)","(2.4, 2.72, 2.5314285714285716)","(31.0, 160.0, 146.22222222222223)"
12-01-2023 11:02:37.640067,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.6, 7.65)","(16.0, 48.0, 24.0)","(16.0, 44.0, 25.090909090909093)","(5.5, 9.2, 6.914285714285714)","(7.0, 15.0, 13.444444444444445)","(2.4, 2.72, 2.5314285714285716)","(31.0, 160.0, 146.22222222222223)"
12-01-2023 11:02:38.723210,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.6, 7.65)","(16.0, 48.0, 24.0)","(16.0, 44.0, 25.090909090909093)","(5.5, 9.2, 6.914285714285714)","(7.0, 15.0, 13.444444444444445)","(2.4, 2.72, 2.5314285714285716)","(31.0, 160.0, 146.22222222222223)"
12-01-2023 11:02:39.820520,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.6, 7.65)","(16.0, 48.0, 24.0)","(16.0, 44.0, 25.090909090909093)","(5.5, 9.2, 8.4)","(7.0, 15.0, 13.444444444444445)","(2.4, 2.72, 2.5314285714285716)","(31.0, 160.0, 146.22222222222223)"
12-01-2023 11:02:40.986112,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.0, 6.9)","(16.0, 48.0, 24.0)","(16.0, 44.0, 25.090909090909093)","(5.5, 9.0, 8.4)","(7.0, 15.0, 13.444444444444445)","(2.4, 2.72, 2.5314285714285716)","(31.0, 160.0, 146.22222222222223)"
12-01-2023 11:02:42.152563,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.0, 6.9)","(16.0, 48.0, 24.0)","(16.0, 44.0, 25.090909090909093)","(5.5, 9.0, 8.4)","(7.0, 15.0, 13.444444444444445)","(2.4, 2.72, 2.5314285714285716)","(31.0, 160.0, 146.22222222222223)"
12-01-2023 11:02:43.297464,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.0, 6.9)","(16.0, 48.0, 24.0)","(16.0, 44.0, 25.090909090909093)","(5.5, 9.0, 8.4)","(7.0, 15.0, 13.444444444444445)","(2.4, 2.72, 2.5314285714285716)","(31.0, 160.0, 146.22222222222223)"
12-01-2023 11:02:44.389379,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.0, 6.9)","(16.0, 48.0, 24.0)","(16.0, 44.0, 25.090909090909093)","(5.5, 9.0, 8.4)","(7.0, 15.0, 13.444444444444445)","(2.4, 2.72, 2.5314285714285716)","(31.0, 160.0, 146.22222222222223)"
12-01-2023 11:02:45.515605,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.0, 6.9)","(16.0, 48.0, 24.0)","(16.0, 44.0, 25.454545454545453)","(5.5, 9.0, 8.4)","(7.0, 15.0, 13.444444444444445)","(2.4, 2.72, 2.5314285714285716)","(31.0, 160.0, 119.33333333333333)"
12-01-2023 11:02:46.551516,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.2, 7.927272727272727)","(16.0, 48.0, 24.0)","(16.0, 44.0, 25.454545454545453)","(5.5, 9.0, 8.4)","(7.0, 15.0, 13.444444444444445)","(2.4, 2.72, 2.5314285714285716)","(31.0, 160.0, 119.33333333333333)"
12-01-2023 11:02:47.673042,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.2, 7.927272727272727)","(16.0, 48.0, 24.0)","(16.0, 44.0, 25.454545454545453)","(5.5, 9.0, 8.4)","(7.0, 15.0, 13.444444444444445)","(2.4, 2.72, 2.5314285714285716)","(31.0, 160.0, 146.0)"
12-01-2023 11:02:48.748969,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.2, 7.927272727272727)","(16.0, 48.0, 24.0)","(16.0, 44.0, 25.454545454545453)","(5.5, 9.0, 8.08)","(7.0, 15.0, 11.791666666666666)","(2.4, 2.72, 2.5314285714285716)","(31.0, 200.0, 102.8)"
12-01-2023 11:02:49.850812,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.2, 8.123076923076923)","(16.0, 46.0, 30.0)","(16.0, 44.0, 25.454545454545453)","(5.5, 8.6, 8.08)","(7.0, 14.5, 11.791666666666666)","(2.4, 2.72, 2.5314285714285716)","(31.0, 200.0, 61.38461538461539)"
12-01-2023 11:02:50.982096,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.2, 8.85)","(16.0, 46.0, 30.0)","(16.0, 44.0, 25.454545454545453)","(5.5, 8.6, 8.08)","(7.0, 14.5, 13.055555555555555)","(2.4, 2.72, 2.5314285714285716)","(31.0, 190.0, 132.66666666666669)"
12-01-2023 11:02:52.112067,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.2, 8.85)","(16.0, 46.0, 30.0)","(16.0, 44.0, 30.25)","(5.5, 8.6, 8.08)","(7.0, 14.5, 13.055555555555555)","(2.4, 2.72, 2.5314285714285716)","(31.0, 180.0, 132.66666666666669)"
12-01-2023 11:02:53.197937,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.2, 8.85)","(16.0, 46.0, 30.0)","(16.0, 44.0, 43.5)","(5.5, 8.6, 8.08)","(7.0, 14.5, 13.055555555555555)","(2.4, 2.72, 2.5314285714285716)","(31.0, 180.0, 119.33333333333333)"
12-01-2023 11:02:54.374822,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.2, 8.85)","(16.0, 46.0, 30.0)","(16.0, 48.0, 43.5)","(5.5, 8.6, 8.08)","(7.0, 14.5, 13.055555555555555)","(2.4, 2.72, 2.5314285714285716)","(31.0, 160.0, 119.33333333333333)"
12-01-2023 11:02:55.601291,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.2, 8.85)","(16.0, 46.0, 30.0)","(16.0, 48.0, 43.5)","(5.5, 8.6, 8.08)","(7.0, 14.5, 13.055555555555555)","(2.4, 2.72, 2.5314285714285716)","(31.0, 160.0, 119.33333333333333)"
12-01-2023 11:02:56.778514,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.2, 8.85)","(16.0, 46.0, 30.0)","(16.0, 48.0, 43.5)","(5.5, 8.6, 8.08)","(7.0, 14.5, 13.055555555555555)","(2.4, 2.72, 2.5314285714285716)","(31.0, 160.0, 119.33333333333333)"
12-01-2023 11:02:58.015273,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.2, 8.85)","(16.0, 46.0, 30.0)","(16.0, 48.0, 43.5)","(5.5, 8.6, 8.08)","(7.0, 14.5, 13.055555555555555)","(2.4, 2.72, 2.5314285714285716)","(31.0, 160.0, 119.33333333333333)"
12-01-2023 11:02:59.172666,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.2, 8.85)","(16.0, 46.0, 30.0)","(16.0, 48.0, 43.5)","(5.5, 8.6, 8.08)","(7.0, 14.5, 13.055555555555555)","(2.4, 2.72, 2.5314285714285716)","(31.0, 160.0, 119.33333333333333)"
12-01-2023 11:03:00.301689,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.2, 8.85)","(16.0, 46.0, 30.0)","(16.0, 48.0, 43.5)","(5.5, 8.6, 8.08)","(7.0, 14.5, 13.055555555555555)","(2.4, 2.72, 2.5314285714285716)","(31.0, 160.0, 119.33333333333333)"
12-01-2023 11:03:01.493032,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.2, 8.85)","(16.0, 46.0, 30.0)","(16.0, 48.0, 43.5)","(5.5, 8.6, 8.08)","(7.0, 14.5, 13.055555555555555)","(2.4, 2.72, 2.5314285714285716)","(31.0, 160.0, 119.33333333333333)"
12-01-2023 11:03:02.739683,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.2, 8.85)","(16.0, 46.0, 30.0)","(16.0, 48.0, 43.5)","(5.5, 8.6, 8.08)","(7.0, 14.5, 13.055555555555555)","(2.4, 2.72, 2.5314285714285716)","(31.0, 160.0, 119.33333333333333)"
12-01-2023 11:03:03.862149,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.2, 8.85)","(16.0, 46.0, 30.0)","(16.0, 48.0, 43.5)","(5.5, 8.6, 7.866666666666666)","(7.0, 14.5, 13.055555555555555)","(2.4, 2.72, 2.5314285714285716)","(31.0, 160.0, 119.33333333333333)"
12-01-2023 11:03:05.005044,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.2, 8.85)","(16.0, 46.0, 30.0)","(16.0, 48.0, 43.5)","(5.5, 8.6, 6.84)","(7.0, 14.5, 13.055555555555555)","(2.4, 2.72, 2.5314285714285716)","(31.0, 160.0, 119.33333333333333)"
12-01-2023 11:03:06.162094,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.2, 8.85)","(16.0, 46.0, 30.0)","(16.0, 48.0, 43.5)","(5.5, 8.6, 6.84)","(7.0, 14.5, 13.055555555555555)","(2.4, 2.72, 2.5314285714285716)","(31.0, 160.0, 119.33333333333333)"
12-01-2023 11:03:07.288949,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.2, 8.85)","(16.0, 46.0, 30.0)","(16.0, 48.0, 43.5)","(5.5, 8.6, 6.84)","(7.0, 14.5, 13.055555555555555)","(2.4, 2.72, 2.5314285714285716)","(31.0, 160.0, 119.33333333333333)"
12-01-2023 11:03:08.448347,"(4.0, 8.0, 5.277777777777778)","(5.5, 9.2, 8.85)","(16.0, 46.0, 30.0)","(16.0, 48.0, 43.5)","(5.5, 8.6, 6.84)","(7.0, 14.5, 13.055555555555555)","(2.4, 2.72, 2.5314285714285716)","(31.0, 160.0, 132.66666666666669)"
12-01-2023 11:03:09.596670,"(4.0, 8.0, 5.277777777777778)","(5.5, 7.0, 5.776470588235294)","(16.0, 46.0, 30.0)","(16.0, 48.0, 43.5)","(5.5, 8.6, 7.3428571428571425)","(7.0, 14.5, 13.055555555555555)","(2.4, 2.72, 2.5314285714285716)","(31.0, 180.0, 132.66666666666669)"
