,Almighty Mack,Octare Stride,Phantom Rex,Mt View Buck,Good Boy Colombo,Blazin Sushi,Jay Jay Lopez
15-12-2022 15:44:30.010240,"(2.7, 2.54, 2.515)","(3.9, 6.6, 5.8)","(4.4, 7.0, 6.36)","(21.0, 55.0, 38.8)","(51.0, 390.0, 303.33333333333337)","(21.0, 180.0, 106.58823529411764)","(3.0, 5.3, 5.185714285714286)"
15-12-2022 15:44:30.964872,"(2.7, 2.52, 2.5188571428571427)","(3.9, 6.6, 5.8)","(4.4, 7.0, 6.25)","(21.0, 55.0, 38.8)","(51.0, 390.0, 303.33333333333337)","(21.0, 180.0, 106.58823529411764)","(3.0, 5.3, 5.185714285714286)"
15-12-2022 15:44:31.944558,"(2.7, 2.52, 2.5188571428571427)","(3.9, 6.6, 5.8)","(4.4, 7.0, 6.25)","(21.0, 55.0, 38.8)","(51.0, 390.0, 303.33333333333337)","(21.0, 180.0, 106.58823529411764)","(3.0, 5.3, 5.185714285714286)"
15-12-2022 15:44:32.919156,"(2.7, 2.54, 2.5385714285714287)","(3.9, 6.6, 5.8)","(4.4, 7.0, 6.25)","(21.0, 55.0, 38.8)","(51.0, 390.0, 303.33333333333337)","(21.0, 180.0, 84.61538461538461)","(3.0, 5.3, 4.966666666666667)"
15-12-2022 15:44:33.859175,"(2.7, 2.54, 2.535)","(3.9, 6.6, 5.8)","(4.4, 7.0, 6.25)","(21.0, 55.0, 38.8)","(51.0, 390.0, 303.33333333333337)","(21.0, 180.0, 84.61538461538461)","(3.0, 5.3, 5.157142857142857)"
15-12-2022 15:44:34.938726,"(2.7, 2.54, 2.535555555555556)","(3.9, 6.6, 5.8)","(4.4, 7.0, 6.25)","(21.0, 55.0, 38.8)","(51.0, 390.0, 303.33333333333337)","(21.0, 180.0, 85.84615384615385)","(3.0, 5.3, 5.185714285714286)"
15-12-2022 15:44:35.961566,"(2.7, 2.54, 2.535)","(3.9, 6.6, 5.8)","(4.4, 7.0, 6.25)","(21.0, 55.0, 38.8)","(51.0, 390.0, 303.33333333333337)","(21.0, 180.0, 85.84615384615385)","(3.0, 5.3, 5.185714285714286)"
15-12-2022 15:44:36.975649,"(2.6, 2.54, 2.535)","(4.0, 6.6, 5.8)","(4.4, 7.0, 6.25)","(26.0, 55.0, 38.8)","(51.0, 390.0, 303.33333333333337)","(26.0, 180.0, 85.84615384615385)","(3.0, 5.3, 5.185714285714286)"
15-12-2022 15:44:37.924439,"(2.6, 2.54, 2.535)","(4.0, 6.6, 5.8)","(4.4, 7.0, 6.25)","(26.0, 55.0, 38.8)","(51.0, 390.0, 303.33333333333337)","(26.0, 180.0, 85.84615384615385)","(3.0, 5.3, 5.185714285714286)"
15-12-2022 15:44:38.933220,"(2.6, 2.54, 2.535)","(4.0, 6.6, 5.8)","(4.4, 7.0, 6.25)","(26.0, 55.0, 38.8)","(51.0, 390.0, 303.33333333333337)","(26.0, 180.0, 59.2)","(3.0, 5.3, 5.185714285714286)"
15-12-2022 15:44:39.907800,"(2.6, 2.54, 2.51)","(4.0, 6.6, 5.8)","(4.4, 7.0, 6.25)","(26.0, 55.0, 38.8)","(51.0, 390.0, 303.33333333333337)","(26.0, 180.0, 87.07692307692307)","(3.0, 5.3, 5.185714285714286)"
15-12-2022 15:44:40.940288,"(2.6, 2.54, 2.535)","(4.0, 6.6, 5.8)","(4.4, 7.0, 6.25)","(26.0, 55.0, 38.8)","(51.0, 390.0, 303.33333333333337)","(26.0, 180.0, 87.07692307692307)","(3.0, 5.3, 5.185714285714286)"
15-12-2022 15:44:41.907808,"(2.6, 2.54, 2.535)","(4.0, 6.6, 5.8)","(4.4, 7.0, 6.25)","(26.0, 55.0, 38.8)","(51.0, 390.0, 303.33333333333337)","(26.0, 180.0, 87.07692307692307)","(3.0, 5.3, 5.185714285714286)"
15-12-2022 15:44:42.921986,"(2.6, 2.54, 2.535)","(4.0, 6.6, 5.8)","(4.4, 7.0, 6.2)","(26.0, 55.0, 38.8)","(51.0, 390.0, 303.33333333333337)","(26.0, 180.0, 87.07692307692307)","(3.0, 5.3, 4.966666666666667)"
15-12-2022 15:44:43.941200,"(2.6, 2.52, 2.505)","(4.0, 6.6, 5.8)","(4.4, 7.0, 6.675)","(26.0, 55.0, 38.8)","(51.0, 390.0, 303.33333333333337)","(26.0, 180.0, 70.18181818181819)","(3.0, 5.3, 5.185714285714286)"
15-12-2022 15:44:44.925684,"(2.6, 2.52, 2.505)","(4.0, 6.6, 5.8)","(4.4, 7.0, 6.2)","(26.0, 55.0, 38.8)","(51.0, 390.0, 303.33333333333337)","(26.0, 180.0, 70.9090909090909)","(3.0, 5.3, 5.185714285714286)"
15-12-2022 15:44:45.968153,"(2.6, 2.52, 2.5123076923076924)","(4.0, 6.6, 5.8)","(4.4, 7.0, 6.2)","(26.0, 55.0, 38.8)","(51.0, 390.0, 303.33333333333337)","(26.0, 180.0, 88.92307692307693)","(3.0, 5.3, 5.185714285714286)"
15-12-2022 15:44:46.914665,"(2.6, 2.52, 2.5123076923076924)","(4.0, 6.6, 5.8)","(4.4, 7.0, 6.2)","(26.0, 55.0, 38.8)","(51.0, 390.0, 303.33333333333337)","(26.0, 180.0, 88.92307692307693)","(3.0, 5.3, 5.185714285714286)"
15-12-2022 15:44:47.857118,"(2.6, 2.52, 2.5028571428571427)","(4.0, 6.6, 5.8)","(4.4, 7.0, 6.2)","(26.0, 55.0, 38.8)","(51.0, 390.0, 303.33333333333337)","(26.0, 180.0, 81.33333333333334)","(3.0, 5.3, 5.185714285714286)"
15-12-2022 15:44:48.854114,"(2.6, 2.52, 2.5028571428571427)","(4.0, 6.6, 5.8)","(4.4, 7.0, 6.2)","(26.0, 55.0, 38.8)","(51.0, 390.0, 303.33333333333337)","(26.0, 180.0, 81.33333333333334)","(3.0, 5.3, 4.966666666666667)"
15-12-2022 15:44:49.867179,"(2.6, 2.52, 2.5028571428571427)","(4.0, 6.6, 5.8)","(4.4, 7.0, 6.2)","(26.0, 55.0, 38.8)","(51.0, 390.0, 303.33333333333337)","(26.0, 180.0, 81.33333333333334)","(3.0, 5.3, 4.966666666666667)"
15-12-2022 15:44:50.760329,"(2.6, 2.52, 2.5036363636363634)","(4.0, 6.6, 5.8)","(4.4, 7.0, 6.2)","(26.0, 55.0, 38.8)","(51.0, 390.0, 303.33333333333337)","(26.0, 180.0, 81.33333333333334)","(3.0, 5.3, 4.966666666666667)"
15-12-2022 15:44:51.667541,"(2.6, 2.52, 2.5036363636363634)","(4.0, 6.6, 5.8)","(4.4, 7.0, 6.2)","(26.0, 55.0, 38.8)","(51.0, 390.0, 303.33333333333337)","(26.0, 180.0, 81.33333333333334)","(3.0, 5.3, 5.185714285714286)"
15-12-2022 15:44:52.611422,"(2.6, 2.52, 2.5036363636363634)","(4.0, 6.6, 5.8)","(4.4, 7.0, 6.2)","(26.0, 55.0, 38.8)","(51.0, 390.0, 303.33333333333337)","(26.0, 180.0, 81.33333333333334)","(3.0, 5.3, 5.185714285714286)"
15-12-2022 15:44:53.519677,"(2.6, 2.54, 2.5348936170212766)","(4.0, 6.6, 5.8)","(4.4, 7.0, 6.2)","(26.0, 55.0, 38.8)","(51.0, 390.0, 303.33333333333337)","(26.0, 180.0, 81.33333333333334)","(3.0, 5.3, 5.185714285714286)"
15-12-2022 15:44:54.460403,"(2.6, 2.54, 2.5348936170212766)","(4.0, 6.6, 5.8)","(4.4, 7.0, 6.2)","(26.0, 55.0, 38.8)","(51.0, 390.0, 303.33333333333337)","(26.0, 180.0, 81.33333333333334)","(3.0, 5.3, 5.05)"
15-12-2022 15:44:55.431647,"(2.6, 2.62, 2.586666666666667)","(4.0, 6.6, 5.8)","(4.4, 7.0, 6.2)","(26.0, 55.0, 38.8)","(51.0, 390.0, 303.33333333333337)","(26.0, 180.0, 81.33333333333334)","(3.0, 5.3, 5.185714285714286)"
15-12-2022 15:44:56.428266,"(2.6, 2.6, 2.5428571428571427)","(4.0, 6.6, 5.8)","(4.4, 7.0, 6.2)","(26.0, 55.0, 38.8)","(51.0, 390.0, 303.33333333333337)","(26.0, 180.0, 81.33333333333334)","(3.0, 5.3, 5.185714285714286)"
15-12-2022 15:44:57.473393,"(2.6, 2.6, 2.55)","(4.0, 6.6, 5.8)","(4.4, 7.0, 6.2)","(26.0, 55.0, 38.8)","(51.0, 390.0, 303.33333333333337)","(26.0, 180.0, 81.33333333333334)","(3.0, 5.3, 5.185714285714286)"
15-12-2022 15:44:58.428277,"(2.6, 2.6, 2.55)","(4.0, 6.6, 5.8)","(4.4, 7.0, 6.2)","(26.0, 55.0, 38.8)","(51.0, 390.0, 303.33333333333337)","(26.0, 180.0, 81.33333333333334)","(3.0, 5.3, 5.185714285714286)"
15-12-2022 15:44:59.438397,"(2.6, 2.6, 2.55)","(4.0, 6.6, 5.8)","(4.4, 7.0, 6.2)","(26.0, 55.0, 38.8)","(51.0, 390.0, 303.33333333333337)","(21.0, 180.0, 81.33333333333334)","(3.0, 5.3, 5.205263157894737)"
15-12-2022 15:45:00.347913,"(2.6, 2.64, 2.59)","(4.0, 6.6, 5.8)","(4.4, 7.0, 6.2)","(26.0, 55.0, 38.8)","(51.0, 390.0, 303.33333333333337)","(21.0, 180.0, 81.33333333333334)","(3.0, 5.3, 5.205263157894737)"
15-12-2022 15:45:01.271350,"(2.6, 2.64, 2.59)","(4.0, 6.6, 5.8)","(4.4, 7.0, 6.2)","(26.0, 55.0, 38.8)","(51.0, 390.0, 303.33333333333337)","(21.0, 180.0, 81.33333333333334)","(3.0, 5.3, 5.2)"
15-12-2022 15:45:02.215319,"(2.5, 2.64, 2.59)","(4.0, 6.6, 5.8)","(4.6, 7.0, 6.2)","(26.0, 55.0, 38.8)","(61.0, 390.0, 303.33333333333337)","(21.0, 180.0, 81.33333333333334)","(3.1, 5.3, 5.172727272727273)"
15-12-2022 15:45:03.184690,"(2.5, 2.64, 2.59)","(4.0, 6.6, 5.8)","(4.6, 7.0, 6.2)","(26.0, 55.0, 38.8)","(61.0, 390.0, 303.33333333333337)","(21.0, 180.0, 81.33333333333334)","(3.1, 5.3, 5.172727272727273)"
15-12-2022 15:45:04.076192,"(2.5, 2.64, 2.59)","(4.0, 6.6, 5.8)","(4.6, 7.0, 6.2)","(26.0, 55.0, 38.8)","(61.0, 390.0, 303.33333333333337)","(21.0, 180.0, 81.33333333333334)","(3.1, 5.3, 5.172727272727273)"
15-12-2022 15:45:04.998201,"(2.5, 2.64, 2.59)","(4.0, 6.6, 5.8)","(4.6, 7.0, 6.2)","(26.0, 55.0, 38.8)","(61.0, 390.0, 303.33333333333337)","(21.0, 180.0, 81.33333333333334)","(3.1, 5.3, 5.172727272727273)"
15-12-2022 15:45:05.994487,"(2.5, 2.64, 2.59)","(4.0, 6.6, 5.8)","(4.6, 7.0, 6.2)","(26.0, 55.0, 38.8)","(61.0, 390.0, 303.33333333333337)","(21.0, 180.0, 81.33333333333334)","(3.1, 5.3, 5.207692307692308)"
15-12-2022 15:45:06.964509,"(2.5, 2.64, 2.59)","(4.0, 6.6, 5.8)","(4.6, 7.0, 6.2)","(26.0, 55.0, 38.8)","(61.0, 390.0, 303.33333333333337)","(21.0, 180.0, 50.22222222222222)","(3.1, 5.3, 5.207692307692308)"
15-12-2022 15:45:07.908582,"(2.5, 2.64, 2.59)","(4.0, 6.6, 5.8)","(4.6, 7.0, 6.2)","(26.0, 55.0, 38.8)","(61.0, 390.0, 303.33333333333337)","(21.0, 180.0, 50.22222222222222)","(3.1, 5.3, 5.157142857142857)"
15-12-2022 15:45:08.809961,"(2.45, 2.64, 2.59)","(4.0, 6.6, 5.8)","(4.6, 7.0, 6.2)","(26.0, 55.0, 38.8)","(61.0, 390.0, 303.33333333333337)","(21.0, 180.0, 50.22222222222222)","(3.1, 5.3, 5.157142857142857)"
15-12-2022 15:45:09.732723,"(2.45, 2.64, 2.59)","(4.0, 6.6, 5.8)","(4.6, 7.0, 6.2)","(26.0, 55.0, 38.8)","(61.0, 390.0, 303.33333333333337)","(21.0, 180.0, 50.22222222222222)","(3.1, 5.3, 5.157142857142857)"
15-12-2022 15:45:10.703433,"(2.45, 2.64, 2.59)","(4.0, 6.6, 5.8)","(4.6, 7.0, 6.2)","(26.0, 55.0, 38.8)","(61.0, 390.0, 303.33333333333337)","(21.0, 180.0, 50.22222222222222)","(3.1, 5.3, 5.207692307692308)"
15-12-2022 15:45:11.642013,"(2.45, 2.64, 2.59)","(4.0, 6.6, 5.8)","(4.6, 7.0, 6.2)","(26.0, 55.0, 38.8)","(61.0, 390.0, 303.33333333333337)","(21.0, 180.0, 50.22222222222222)","(3.1, 5.3, 5.207692307692308)"
15-12-2022 15:45:12.631564,"(2.45, 2.64, 2.59)","(4.0, 6.6, 5.8)","(4.6, 7.0, 6.2)","(26.0, 55.0, 38.8)","(61.0, 390.0, 303.33333333333337)","(21.0, 180.0, 50.22222222222222)","(3.1, 5.3, 5.185714285714286)"
15-12-2022 15:45:13.615919,"(2.45, 2.64, 2.59)","(4.0, 6.6, 5.8)","(4.6, 7.0, 6.2)","(26.0, 55.0, 38.8)","(61.0, 390.0, 303.33333333333337)","(21.0, 180.0, 50.22222222222222)","(3.1, 5.3, 5.185714285714286)"
15-12-2022 15:45:14.616150,"(2.45, 2.64, 2.59)","(4.0, 6.6, 5.8)","(4.6, 7.0, 6.2)","(26.0, 55.0, 38.8)","(61.0, 390.0, 303.33333333333337)","(21.0, 180.0, 50.22222222222222)","(3.1, 5.3, 5.185714285714286)"
15-12-2022 15:45:15.552407,"(2.45, 2.64, 2.59)","(4.0, 6.6, 5.8)","(4.6, 7.0, 6.2)","(26.0, 55.0, 38.8)","(61.0, 390.0, 303.33333333333337)","(21.0, 180.0, 50.22222222222222)","(3.1, 5.3, 5.185714285714286)"
15-12-2022 15:45:16.443235,"(2.45, 2.64, 2.59)","(4.0, 6.6, 5.8)","(4.6, 7.0, 6.2)","(26.0, 55.0, 38.8)","(61.0, 390.0, 303.33333333333337)","(21.0, 180.0, 50.22222222222222)","(3.1, 5.3, 5.185714285714286)"
15-12-2022 15:45:17.365615,"(2.45, 2.64, 2.59)","(4.0, 6.6, 5.8)","(4.6, 7.0, 6.2)","(26.0, 55.0, 38.8)","(61.0, 390.0, 303.33333333333337)","(21.0, 180.0, 82.66666666666666)","(3.1, 5.3, 4.9)"
15-12-2022 15:45:18.309922,"(2.45, 2.64, 2.59)","(4.0, 6.6, 5.8)","(4.6, 7.0, 6.2)","(26.0, 55.0, 38.8)","(61.0, 390.0, 303.33333333333337)","(21.0, 180.0, 82.66666666666666)","(3.1, 5.2, 5.128571428571429)"
15-12-2022 15:45:19.212810,"(2.45, 2.64, 2.6145454545454547)","(4.0, 6.6, 5.8)","(4.6, 7.0, 6.2)","(26.0, 55.0, 38.8)","(61.0, 390.0, 303.33333333333337)","(21.0, 180.0, 82.66666666666666)","(3.1, 5.1, 5.083333333333333)"
15-12-2022 15:45:20.107638,"(2.45, 2.64, 2.6145454545454547)","(4.0, 6.6, 5.8)","(4.6, 7.0, 6.2)","(26.0, 55.0, 38.8)","(61.0, 390.0, 303.33333333333337)","(21.0, 180.0, 82.66666666666666)","(3.1, 5.1, 4.85)"
15-12-2022 15:45:21.039658,"(2.45, 2.64, 2.6)","(4.0, 6.6, 5.8)","(4.6, 7.0, 6.2)","(26.0, 55.0, 38.8)","(61.0, 390.0, 303.33333333333337)","(21.0, 180.0, 82.66666666666666)","(3.1, 5.1, 4.85)"
15-12-2022 15:45:21.950123,"(2.45, 2.64, 2.6)","(4.0, 6.6, 5.8)","(4.6, 7.0, 6.2)","(26.0, 55.0, 38.8)","(61.0, 390.0, 303.33333333333337)","(21.0, 180.0, 82.66666666666666)","(3.1, 5.1, 4.85)"
15-12-2022 15:45:22.852428,"(2.45, 2.62, 2.58)","(4.0, 6.6, 5.8)","(4.6, 7.0, 6.2)","(26.0, 55.0, 38.8)","(61.0, 390.0, 303.33333333333337)","(21.0, 180.0, 82.66666666666666)","(3.1, 5.1, 4.85)"
15-12-2022 15:45:23.770988,"(2.45, 2.62, 2.5776470588235294)","(4.0, 6.6, 5.8)","(4.6, 7.0, 6.2)","(26.0, 55.0, 38.8)","(61.0, 390.0, 303.33333333333337)","(21.0, 180.0, 82.66666666666666)","(3.1, 5.1, 4.9222222222222225)"
15-12-2022 15:45:24.648219,"(2.45, 2.6, 2.591666666666667)","(4.0, 6.6, 5.8)","(4.6, 7.0, 6.2)","(26.0, 55.0, 38.8)","(61.0, 390.0, 303.33333333333337)","(21.0, 180.0, 82.66666666666666)","(3.1, 5.1, 4.9222222222222225)"
15-12-2022 15:45:25.577431,"(2.45, 2.6, 2.591666666666667)","(4.0, 6.6, 5.8)","(4.6, 7.0, 6.2)","(26.0, 55.0, 38.8)","(61.0, 390.0, 303.33333333333337)","(21.0, 180.0, 82.66666666666666)","(3.1, 5.1, 4.9222222222222225)"
15-12-2022 15:45:26.689883,"(2.45, 2.6, 2.591666666666667)","(4.0, 6.6, 5.8)","(4.6, 7.0, 5.933333333333334)","(26.0, 55.0, 38.8)","(61.0, 390.0, 303.33333333333337)","(21.0, 180.0, 82.66666666666666)","(3.1, 5.1, 4.8999999999999995)"
15-12-2022 15:45:27.810295,"(2.4, 2.58, 2.5676923076923077)","(4.0, 6.6, 5.8)","(4.6, 7.0, 6.2)","(31.0, 55.0, 38.8)","(81.0, 390.0, 303.33333333333337)","(21.0, 180.0, 68.0)","(3.2, 5.1, 4.8999999999999995)"
15-12-2022 15:45:28.789650,"(2.4, 2.58, 2.555)","(4.0, 6.6, 5.8)","(4.6, 7.0, 6.2)","(31.0, 55.0, 38.8)","(81.0, 390.0, 303.33333333333337)","(21.0, 170.0, 68.0)","(3.2, 5.1, 4.966666666666667)"
15-12-2022 15:45:29.784689,"(2.4, 2.58, 2.541904761904762)","(4.0, 6.6, 5.8)","(4.6, 7.0, 6.2)","(31.0, 55.0, 38.8)","(81.0, 390.0, 303.33333333333337)","(21.0, 170.0, 68.0)","(3.2, 5.1, 4.966666666666667)"
15-12-2022 15:45:30.697103,"(2.4, 2.58, 2.541904761904762)","(4.0, 6.6, 5.8)","(4.6, 7.0, 6.2)","(31.0, 55.0, 38.8)","(81.0, 390.0, 303.33333333333337)","(21.0, 170.0, 68.0)","(3.2, 5.1, 4.966666666666667)"
15-12-2022 15:45:31.712503,"(2.4, 2.58, 2.541904761904762)","(4.0, 6.6, 5.8)","(4.6, 7.0, 6.2)","(31.0, 55.0, 38.8)","(81.0, 390.0, 303.33333333333337)","(21.0, 170.0, 68.0)","(3.2, 5.1, 4.966666666666667)"
15-12-2022 15:45:32.720121,"(2.4, 2.58, 2.541904761904762)","(4.0, 6.6, 5.8)","(4.6, 7.0, 6.2)","(31.0, 55.0, 38.8)","(81.0, 390.0, 303.33333333333337)","(21.0, 170.0, 68.0)","(3.2, 5.1, 4.966666666666667)"
15-12-2022 15:45:33.759713,"(2.4, 2.58, 2.541904761904762)","(4.0, 6.6, 5.6000000000000005)","(4.6, 7.0, 5.857142857142858)","(31.0, 55.0, 38.8)","(81.0, 390.0, 303.33333333333337)","(21.0, 170.0, 68.0)","(3.2, 5.1, 4.918181818181818)"
15-12-2022 15:45:34.757089,"(2.4, 2.58, 2.521333333333333)","(4.0, 6.6, 5.8)","(4.6, 7.0, 5.857142857142858)","(31.0, 55.0, 38.8)","(81.0, 110.0, 77.11538461538461)","(21.0, 170.0, 74.0)","(3.2, 5.1, 5.011111111111111)"
15-12-2022 15:45:35.720694,"(2.4, 2.58, 2.5246153846153847)","(4.0, 6.6, 5.8)","(4.6, 7.0, 5.857142857142858)","(31.0, 55.0, 38.8)","(81.0, 110.0, 77.11538461538461)","(21.0, 170.0, 85.36842105263158)","(3.2, 5.1, 5.011111111111111)"
15-12-2022 15:45:36.666371,"(2.4, 2.56, 2.536)","(4.0, 6.6, 5.8)","(4.6, 7.0, 5.857142857142858)","(31.0, 55.0, 38.8)","(81.0, 110.0, 77.11538461538461)","(21.0, 170.0, 85.36842105263158)","(3.2, 5.1, 5.011111111111111)"
15-12-2022 15:45:37.684250,"(2.4, 2.56, 2.536)","(4.0, 6.6, 5.8)","(4.6, 7.0, 5.857142857142858)","(31.0, 55.0, 38.8)","(81.0, 110.0, 77.11538461538461)","(21.0, 170.0, 85.36842105263158)","(3.2, 5.1, 5.004761904761905)"
15-12-2022 15:45:38.765194,"(2.4, 2.56, 2.536)","(4.0, 6.6, 5.6000000000000005)","(4.6, 7.0, 5.857142857142858)","(31.0, 55.0, 38.8)","(81.0, 110.0, 69.28571428571429)","(21.0, 170.0, 85.36842105263158)","(3.2, 5.1, 4.966666666666667)"
15-12-2022 15:45:39.678335,"(2.4, 2.56, 2.536)","(4.0, 6.6, 5.8)","(4.6, 7.0, 5.857142857142858)","(31.0, 55.0, 38.8)","(81.0, 110.0, 69.28571428571429)","(21.0, 170.0, 85.36842105263158)","(3.2, 5.1, 4.966666666666667)"
15-12-2022 15:45:40.595896,"(2.4, 2.56, 2.5225)","(4.0, 6.6, 5.7)","(4.6, 6.8, 6.333333333333333)","(31.0, 50.0, 47.55555555555556)","(81.0, 100.0, 88.33333333333333)","(21.0, 150.0, 135.75)","(3.2, 5.1, 4.966666666666667)"
15-12-2022 15:45:41.522253,"(2.4, 2.56, 2.5225)","(4.0, 6.6, 5.7)","(4.6, 7.0, 5.7555555555555555)","(31.0, 50.0, 47.55555555555556)","(81.0, 100.0, 88.33333333333333)","(21.0, 150.0, 67.92)","(3.2, 5.1, 4.966666666666667)"
15-12-2022 15:45:42.492038,"(2.4, 2.5, 2.468)","(4.0, 6.6, 5.7)","(4.6, 7.0, 5.7555555555555555)","(31.0, 50.0, 47.55555555555556)","(81.0, 100.0, 88.33333333333333)","(21.0, 130.0, 118.25)","(3.2, 5.1, 4.957142857142856)"
15-12-2022 15:45:43.423762,"(2.4, 2.48, 2.466666666666667)","(4.0, 6.6, 5.7)","(4.6, 7.0, 5.7555555555555555)","(31.0, 50.0, 47.55555555555556)","(81.0, 100.0, 88.33333333333333)","(21.0, 130.0, 118.25)","(3.2, 5.1, 5.011111111111111)"
15-12-2022 15:45:44.327705,"(2.4, 2.48, 2.464)","(4.0, 6.6, 5.7)","(4.6, 7.0, 5.7555555555555555)","(31.0, 50.0, 47.55555555555556)","(81.0, 100.0, 88.33333333333333)","(21.0, 130.0, 118.25)","(3.2, 5.1, 5.011111111111111)"
15-12-2022 15:45:45.214313,"(2.4, 2.48, 2.464)","(4.0, 6.6, 5.7)","(4.6, 7.0, 5.800000000000001)","(31.0, 50.0, 47.55555555555556)","(81.0, 100.0, 88.33333333333333)","(21.0, 130.0, 118.25)","(3.2, 5.1, 5.011111111111111)"
15-12-2022 15:45:46.202646,"(2.4, 2.48, 2.4619999999999997)","(4.0, 6.6, 5.7)","(4.6, 7.0, 5.800000000000001)","(31.0, 50.0, 47.55555555555556)","(81.0, 100.0, 88.33333333333333)","(21.0, 130.0, 118.25)","(3.2, 5.1, 5.042857142857143)"
15-12-2022 15:45:47.085313,"(2.4, 2.48, 2.4619999999999997)","(4.0, 6.6, 5.7)","(4.6, 7.0, 5.800000000000001)","(31.0, 50.0, 47.55555555555556)","(81.0, 100.0, 88.33333333333333)","(21.0, 130.0, 118.25)","(3.2, 5.1, 5.042857142857143)"
15-12-2022 15:45:47.986532,"(2.4, 2.48, 2.4619999999999997)","(4.0, 6.6, 5.7)","(4.6, 7.0, 5.800000000000001)","(31.0, 50.0, 47.55555555555556)","(81.0, 100.0, 88.33333333333333)","(21.0, 130.0, 118.25)","(3.2, 5.1, 4.988888888888889)"
15-12-2022 15:45:48.874103,"(2.4, 2.48, 2.4619999999999997)","(4.0, 6.6, 5.7)","(4.6, 7.0, 6.2)","(31.0, 50.0, 47.55555555555556)","(81.0, 100.0, 88.33333333333333)","(21.0, 130.0, 118.25)","(3.2, 5.1, 5.016666666666667)"
15-12-2022 15:45:49.886163,"(2.4, 2.48, 2.4619999999999997)","(4.0, 6.6, 5.7)","(4.6, 7.0, 6.733333333333333)","(31.0, 50.0, 47.55555555555556)","(81.0, 100.0, 94.16666666666666)","(21.0, 130.0, 118.25)","(3.2, 5.3, 5.1125)"
15-12-2022 15:45:50.864679,"(2.4, 2.48, 2.4619999999999997)","(4.0, 6.6, 5.7)","(4.6, 7.0, 6.571428571428571)","(31.0, 50.0, 47.55555555555556)","(81.0, 100.0, 94.16666666666666)","(21.0, 130.0, 118.25)","(3.2, 5.3, 5.1125)"
15-12-2022 15:45:51.819717,"(2.4, 2.48, 2.4619999999999997)","(4.0, 6.6, 5.7)","(4.6, 7.0, 6.3)","(31.0, 50.0, 47.55555555555556)","(81.0, 100.0, 96.81818181818181)","(21.0, 130.0, 118.25)","(3.2, 5.3, 5.225)"
15-12-2022 15:45:52.753491,"(2.4, 2.48, 2.4619999999999997)","(4.0, 6.6, 5.7)","(4.6, 7.0, 6.3)","(31.0, 50.0, 47.55555555555556)","(81.0, 100.0, 96.81818181818181)","(21.0, 130.0, 118.25)","(3.2, 5.3, 5.225)"
15-12-2022 15:45:53.865419,"(2.4, 2.48, 2.4619999999999997)","(4.0, 6.6, 5.7)","(4.6, 7.0, 6.3)","(31.0, 50.0, 47.55555555555556)","(81.0, 100.0, 96.81818181818181)","(21.0, 130.0, 118.25)","(3.2, 5.3, 5.216666666666667)"
15-12-2022 15:45:54.882771,"(2.4, 2.48, 2.4582758620689655)","(4.0, 6.6, 5.7)","(4.6, 7.0, 6.5)","(31.0, 50.0, 47.55555555555556)","(81.0, 100.0, 89.0)","(21.0, 130.0, 118.25)","(3.2, 5.3, 5.166666666666667)"
15-12-2022 15:45:55.854472,"(2.4, 2.46, 2.386315789473684)","(4.0, 6.6, 5.7)","(4.6, 7.0, 6.628571428571429)","(31.0, 50.0, 47.55555555555556)","(81.0, 110.0, 89.0)","(21.0, 130.0, 118.25)","(3.2, 5.3, 5.166666666666667)"
15-12-2022 15:45:56.783372,"(2.4, 2.44, 2.4357446808510637)","(4.0, 6.6, 5.7)","(4.6, 7.0, 6.4)","(31.0, 50.0, 47.55555555555556)","(81.0, 110.0, 89.0)","(21.0, 130.0, 118.25)","(3.2, 5.3, 5.216666666666667)"
15-12-2022 15:45:57.741925,"(2.4, 2.44, 2.4357446808510637)","(4.0, 6.6, 5.7)","(4.6, 7.0, 6.4)","(31.0, 50.0, 47.55555555555556)","(81.0, 110.0, 89.0)","(21.0, 130.0, 118.25)","(3.2, 5.3, 5.05)"
15-12-2022 15:45:58.714783,"(2.4, 2.44, 2.4357446808510637)","(4.0, 6.6, 5.7)","(4.6, 7.0, 6.4)","(31.0, 50.0, 47.55555555555556)","(81.0, 110.0, 89.0)","(21.0, 130.0, 109.11111111111111)","(3.2, 5.3, 5.15)"
15-12-2022 15:45:59.760682,"(2.4, 2.44, 2.4357446808510637)","(4.0, 6.6, 5.7)","(4.6, 7.0, 6.4)","(31.0, 50.0, 47.55555555555556)","(81.0, 110.0, 90.71428571428571)","(21.0, 130.0, 109.11111111111111)","(3.2, 5.3, 5.2)"
15-12-2022 15:46:00.894373,"(2.4, 2.44, 2.4316666666666666)","(4.0, 6.6, 5.7)","(4.6, 7.0, 6.4)","(31.0, 50.0, 47.55555555555556)","(81.0, 110.0, 95.0)","(21.0, 130.0, 109.11111111111111)","(3.2, 5.3, 5.233333333333333)"
15-12-2022 15:46:01.876272,"(2.4, 2.44, 2.4185714285714286)","(4.0, 6.6, 5.7)","(4.6, 7.0, 6.4)","(31.0, 50.0, 47.55555555555556)","(81.0, 110.0, 95.0)","(21.0, 130.0, 109.11111111111111)","(3.2, 5.3, 5.233333333333333)"
