,Noble Present,Sudden Flare,Treat Me Special,Nannys Mission,Red Lil Shipment,Princess Mia Rose,Blue Bonnie,Great Devotion,Our Golden Colleen,License To Carry
05-01-2023 14:12:08.461413,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 106.0)","(2.6, 4.7, 4.403030303030303)","(41.0, 980.0, 906.4)","(26.0, 130.0, 100.85714285714286)","(13.0, 34.0, 19.6)","(10.0, 28.0, 21.333333333333332)","(2.4, 2.68, 2.453333333333333)","(5.5, 10.0, 9.25)","(19.0, 65.0, 48.5)"
05-01-2023 14:12:09.680169,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 106.0)","(2.6, 4.7, 4.403030303030303)","(41.0, 980.0, 906.4)","(26.0, 130.0, 100.85714285714286)","(13.0, 34.0, 19.6)","(10.0, 28.0, 21.333333333333332)","(2.4, 2.68, 2.453333333333333)","(5.5, 10.0, 9.25)","(19.0, 65.0, 48.5)"
05-01-2023 14:12:10.912068,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 106.0)","(2.6, 4.7, 4.403030303030303)","(41.0, 980.0, 906.4)","(26.0, 130.0, 100.85714285714286)","(13.0, 34.0, 19.6)","(10.0, 28.0, 21.333333333333332)","(2.4, 2.68, 2.453333333333333)","(5.5, 10.0, 9.25)","(19.0, 65.0, 48.5)"
05-01-2023 14:12:12.199721,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 106.0)","(2.6, 4.7, 4.403030303030303)","(41.0, 980.0, 906.4)","(26.0, 130.0, 100.85714285714286)","(13.0, 34.0, 19.6)","(10.0, 28.0, 21.333333333333332)","(2.4, 2.68, 2.453333333333333)","(5.5, 10.0, 9.25)","(19.0, 65.0, 48.5)"
05-01-2023 14:12:13.709095,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 106.0)","(2.6, 4.7, 4.403030303030303)","(41.0, 980.0, 906.4)","(26.0, 130.0, 100.85714285714286)","(13.0, 34.0, 19.6)","(10.0, 28.0, 21.333333333333332)","(2.4, 2.68, 2.453333333333333)","(5.5, 10.0, 9.25)","(19.0, 65.0, 48.5)"
05-01-2023 14:12:15.172286,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 106.0)","(2.6, 4.7, 4.403030303030303)","(41.0, 980.0, 906.4)","(26.0, 130.0, 100.85714285714286)","(13.0, 34.0, 19.6)","(10.0, 28.0, 21.333333333333332)","(2.4, 2.68, 2.453333333333333)","(5.5, 10.0, 9.25)","(19.0, 65.0, 48.5)"
05-01-2023 14:12:16.641183,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 106.0)","(2.6, 4.7, 4.403030303030303)","(41.0, 980.0, 906.4)","(26.0, 130.0, 100.85714285714286)","(13.0, 34.0, 19.6)","(10.0, 28.0, 21.333333333333332)","(2.4, 2.68, 2.453333333333333)","(5.5, 10.0, 9.25)","(19.0, 65.0, 48.5)"
05-01-2023 14:12:17.856969,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 106.0)","(2.6, 4.7, 4.403030303030303)","(41.0, 980.0, 883.1578947368421)","(26.0, 130.0, 119.26315789473684)","(13.0, 34.0, 19.6)","(10.0, 28.0, 21.333333333333332)","(2.4, 2.68, 2.453333333333333)","(5.5, 10.0, 9.25)","(19.0, 65.0, 48.5)"
05-01-2023 14:12:19.130806,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 106.0)","(2.6, 4.7, 4.403030303030303)","(41.0, 980.0, 883.1578947368421)","(26.0, 130.0, 119.26315789473684)","(13.0, 34.0, 19.6)","(10.0, 28.0, 21.333333333333332)","(2.4, 2.68, 2.453333333333333)","(5.5, 10.0, 9.25)","(19.0, 65.0, 48.5)"
05-01-2023 14:12:20.460422,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 106.0)","(2.6, 4.7, 4.403030303030303)","(41.0, 980.0, 883.1578947368421)","(26.0, 130.0, 119.26315789473684)","(13.0, 34.0, 19.6)","(10.0, 28.0, 21.333333333333332)","(2.4, 2.68, 2.453333333333333)","(5.5, 10.0, 9.25)","(19.0, 65.0, 48.5)"
05-01-2023 14:12:21.702754,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 106.0)","(2.6, 4.7, 4.403030303030303)","(41.0, 980.0, 883.1578947368421)","(26.0, 130.0, 119.26315789473684)","(13.0, 34.0, 19.6)","(10.0, 28.0, 21.333333333333332)","(2.4, 2.68, 2.453333333333333)","(5.5, 10.0, 9.25)","(19.0, 65.0, 48.5)"
05-01-2023 14:12:22.994367,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 106.0)","(2.6, 4.7, 4.403030303030303)","(41.0, 980.0, 883.1578947368421)","(26.0, 130.0, 119.26315789473684)","(13.0, 34.0, 19.6)","(10.0, 28.0, 21.333333333333332)","(2.4, 2.68, 2.453333333333333)","(5.5, 10.0, 9.25)","(19.0, 65.0, 48.5)"
05-01-2023 14:12:24.784021,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 106.0)","(2.6, 4.7, 4.345454545454546)","(41.0, 980.0, 883.1578947368421)","(26.0, 130.0, 119.26315789473684)","(13.0, 34.0, 22.923076923076923)","(10.0, 28.0, 21.333333333333332)","(2.4, 2.68, 2.453333333333333)","(5.5, 10.0, 9.25)","(19.0, 65.0, 48.5)"
05-01-2023 14:12:26.104343,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 106.0)","(2.6, 4.6, 4.345454545454546)","(41.0, 980.0, 883.1578947368421)","(26.0, 130.0, 119.26315789473684)","(13.0, 34.0, 22.923076923076923)","(10.0, 28.0, 21.333333333333332)","(2.4, 2.68, 2.453333333333333)","(5.5, 10.0, 9.25)","(19.0, 65.0, 48.5)"
05-01-2023 14:12:27.386834,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 106.0)","(2.6, 4.6, 4.345454545454546)","(41.0, 980.0, 909.2307692307693)","(26.0, 130.0, 120.72727272727273)","(13.0, 34.0, 24.4)","(10.0, 28.0, 21.333333333333332)","(2.4, 2.68, 2.453333333333333)","(5.5, 10.0, 9.25)","(19.0, 65.0, 48.5)"
05-01-2023 14:12:28.796827,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 213.6521739130435)","(2.6, 4.6, 4.345454545454546)","(41.0, 980.0, 909.2307692307693)","(26.0, 130.0, 89.6)","(13.0, 34.0, 21.31818181818182)","(10.0, 28.0, 21.333333333333332)","(2.4, 2.68, 2.453333333333333)","(5.5, 10.0, 9.25)","(19.0, 65.0, 48.5)"
05-01-2023 14:12:30.084062,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 213.6521739130435)","(2.6, 4.6, 4.345454545454546)","(41.0, 980.0, 909.2307692307693)","(26.0, 130.0, 89.6)","(13.0, 34.0, 21.31818181818182)","(10.0, 28.0, 21.333333333333332)","(2.4, 2.68, 2.453333333333333)","(5.5, 10.0, 9.25)","(19.0, 65.0, 48.5)"
05-01-2023 14:12:31.376954,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 213.6521739130435)","(2.6, 4.6, 4.345454545454546)","(41.0, 980.0, 909.2307692307693)","(26.0, 130.0, 89.6)","(13.0, 34.0, 22.375)","(10.0, 28.0, 21.333333333333332)","(2.4, 2.68, 2.453333333333333)","(5.5, 10.0, 9.25)","(19.0, 65.0, 48.5)"
05-01-2023 14:12:32.682495,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 213.6521739130435)","(2.6, 4.6, 4.345454545454546)","(41.0, 980.0, 909.2307692307693)","(26.0, 130.0, 89.6)","(13.0, 34.0, 22.375)","(10.0, 28.0, 21.333333333333332)","(2.4, 2.68, 2.453333333333333)","(5.5, 10.0, 9.25)","(19.0, 65.0, 48.5)"
05-01-2023 14:12:33.934997,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 213.6521739130435)","(2.6, 4.6, 4.345454545454546)","(41.0, 980.0, 909.2307692307693)","(26.0, 130.0, 89.6)","(13.0, 34.0, 22.375)","(10.0, 28.0, 21.333333333333332)","(2.4, 2.68, 2.453333333333333)","(5.5, 10.0, 9.25)","(19.0, 65.0, 48.5)"
05-01-2023 14:12:35.414067,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 213.6521739130435)","(2.6, 4.6, 4.345454545454546)","(41.0, 980.0, 909.2307692307693)","(26.0, 130.0, 89.6)","(13.0, 34.0, 22.375)","(10.0, 28.0, 21.333333333333332)","(2.4, 2.68, 2.453333333333333)","(5.5, 10.0, 9.25)","(19.0, 65.0, 48.5)"
05-01-2023 14:12:36.810849,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 213.6521739130435)","(2.6, 4.6, 4.2375)","(41.0, 980.0, 909.2307692307693)","(26.0, 130.0, 89.6)","(13.0, 34.0, 22.375)","(10.0, 28.0, 21.333333333333332)","(2.4, 2.68, 2.453333333333333)","(5.5, 10.0, 9.25)","(19.0, 65.0, 48.5)"
05-01-2023 14:12:38.417847,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 213.6521739130435)","(2.6, 4.6, 4.2375)","(41.0, 980.0, 909.2307692307693)","(26.0, 130.0, 89.6)","(13.0, 34.0, 24.035714285714285)","(10.0, 28.0, 21.333333333333332)","(2.4, 2.68, 2.453333333333333)","(5.5, 10.0, 9.25)","(19.0, 65.0, 48.5)"
05-01-2023 14:12:39.953151,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 217.8709677419355)","(2.6, 4.6, 4.2375)","(41.0, 980.0, 848.5714285714284)","(26.0, 130.0, 101.14285714285714)","(13.0, 34.0, 25.794117647058822)","(10.0, 28.0, 21.333333333333332)","(2.4, 2.68, 2.453333333333333)","(5.5, 10.0, 9.25)","(19.0, 65.0, 48.5)"
05-01-2023 14:12:41.388694,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 217.8709677419355)","(2.6, 4.6, 4.2375)","(41.0, 980.0, 848.5714285714284)","(26.0, 130.0, 101.14285714285714)","(13.0, 34.0, 25.794117647058822)","(10.0, 28.0, 21.333333333333332)","(2.4, 2.68, 2.453333333333333)","(5.5, 10.0, 9.25)","(19.0, 65.0, 48.5)"
05-01-2023 14:12:42.731726,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 217.8709677419355)","(2.6, 4.6, 4.2375)","(41.0, 980.0, 848.5714285714284)","(26.0, 130.0, 101.14285714285714)","(13.0, 34.0, 20.5)","(10.0, 28.0, 21.333333333333332)","(2.4, 2.68, 2.453333333333333)","(5.5, 10.0, 9.25)","(19.0, 65.0, 48.5)"
05-01-2023 14:12:44.088655,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 217.8709677419355)","(2.6, 4.6, 4.2375)","(41.0, 980.0, 848.5714285714284)","(26.0, 130.0, 101.14285714285714)","(13.0, 34.0, 20.5)","(10.0, 28.0, 21.333333333333332)","(2.4, 2.68, 2.453333333333333)","(5.5, 10.0, 9.25)","(19.0, 65.0, 48.5)"
05-01-2023 14:12:45.380332,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 217.8709677419355)","(2.6, 4.6, 4.316666666666666)","(41.0, 980.0, 848.5714285714284)","(26.0, 130.0, 101.14285714285714)","(13.0, 34.0, 20.5)","(10.0, 28.0, 21.333333333333332)","(2.4, 2.68, 2.453333333333333)","(5.5, 10.0, 9.25)","(19.0, 65.0, 48.5)"
05-01-2023 14:12:46.676238,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 217.8709677419355)","(2.6, 4.5, 4.316666666666666)","(41.0, 980.0, 848.5714285714284)","(31.0, 130.0, 101.14285714285714)","(13.0, 34.0, 20.5)","(10.0, 28.0, 21.333333333333332)","(2.4, 2.68, 2.453333333333333)","(5.5, 10.0, 9.25)","(19.0, 65.0, 48.5)"
05-01-2023 14:12:47.954585,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 212.0952380952381)","(2.6, 4.5, 4.28)","(41.0, 980.0, 848.5714285714284)","(31.0, 130.0, 109.8)","(13.0, 34.0, 23.615384615384613)","(10.0, 28.0, 21.333333333333332)","(2.4, 2.68, 2.453333333333333)","(5.5, 10.0, 9.25)","(19.0, 65.0, 48.5)"
05-01-2023 14:12:49.238948,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 212.0952380952381)","(2.6, 4.5, 4.28)","(41.0, 980.0, 848.5714285714284)","(31.0, 130.0, 109.8)","(13.0, 34.0, 22.75)","(10.0, 28.0, 21.333333333333332)","(2.4, 2.68, 2.453333333333333)","(5.5, 10.0, 9.25)","(19.0, 65.0, 48.5)"
05-01-2023 14:12:50.489187,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 212.0952380952381)","(2.6, 4.5, 4.28)","(41.0, 980.0, 848.5714285714284)","(31.0, 130.0, 109.8)","(13.0, 34.0, 22.75)","(10.0, 28.0, 23.892857142857142)","(2.4, 2.68, 2.453333333333333)","(5.5, 10.0, 9.55)","(19.0, 65.0, 48.5)"
05-01-2023 14:12:51.728189,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 212.0952380952381)","(2.6, 4.5, 4.28)","(41.0, 980.0, 848.5714285714284)","(31.0, 130.0, 109.8)","(13.0, 34.0, 23.615384615384613)","(10.0, 28.0, 23.892857142857142)","(2.4, 2.68, 2.453333333333333)","(5.5, 10.0, 9.55)","(19.0, 65.0, 48.5)"
05-01-2023 14:12:53.060834,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 212.0952380952381)","(2.6, 4.5, 4.28)","(41.0, 980.0, 848.5714285714284)","(31.0, 130.0, 109.8)","(13.0, 34.0, 25.5625)","(10.0, 28.0, 23.892857142857142)","(2.4, 2.68, 2.453333333333333)","(5.5, 10.0, 9.55)","(19.0, 65.0, 48.5)"
05-01-2023 14:12:54.429993,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 212.0952380952381)","(2.6, 4.5, 4.28)","(41.0, 980.0, 848.5714285714284)","(31.0, 130.0, 109.8)","(13.0, 34.0, 25.5625)","(10.0, 28.0, 23.892857142857142)","(2.4, 2.68, 2.453333333333333)","(5.5, 10.0, 9.55)","(19.0, 65.0, 48.5)"
05-01-2023 14:12:55.723849,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 212.0952380952381)","(2.6, 4.5, 4.28)","(41.0, 980.0, 848.5714285714284)","(31.0, 130.0, 109.8)","(13.0, 34.0, 25.5625)","(10.0, 28.0, 23.892857142857142)","(2.4, 2.68, 2.453333333333333)","(5.5, 10.0, 9.55)","(19.0, 65.0, 48.5)"
05-01-2023 14:12:57.028661,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 195.8181818181818)","(2.6, 4.5, 4.28)","(41.0, 980.0, 750.0)","(31.0, 130.0, 100.28571428571429)","(13.0, 34.0, 25.5625)","(10.0, 28.0, 23.892857142857142)","(2.4, 2.68, 2.453333333333333)","(5.5, 10.0, 9.55)","(19.0, 65.0, 48.5)"
05-01-2023 14:12:58.349125,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 212.0952380952381)","(2.6, 4.5, 4.28)","(41.0, 980.0, 892.3809523809524)","(31.0, 130.0, 111.63636363636364)","(13.0, 34.0, 29.0)","(10.0, 28.0, 19.457142857142856)","(2.3, 2.68, 2.453333333333333)","(5.5, 10.0, 9.55)","(21.0, 65.0, 48.5)"
05-01-2023 14:12:59.615339,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 212.0952380952381)","(2.6, 4.5, 4.28)","(41.0, 980.0, 892.3809523809524)","(31.0, 130.0, 111.63636363636364)","(13.0, 34.0, 29.0)","(10.0, 28.0, 19.457142857142856)","(2.3, 2.68, 2.453333333333333)","(5.5, 10.0, 9.55)","(21.0, 65.0, 48.5)"
05-01-2023 14:13:01.096251,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 212.0952380952381)","(2.6, 4.5, 4.28)","(41.0, 980.0, 892.3809523809524)","(31.0, 130.0, 111.63636363636364)","(13.0, 34.0, 21.571428571428573)","(10.0, 28.0, 19.457142857142856)","(2.3, 2.68, 2.453333333333333)","(5.5, 10.0, 9.55)","(21.0, 65.0, 48.5)"
05-01-2023 14:13:02.632097,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 212.0952380952381)","(2.6, 4.5, 4.28)","(41.0, 980.0, 892.3809523809524)","(31.0, 130.0, 111.63636363636364)","(13.0, 34.0, 27.833333333333336)","(10.0, 28.0, 17.689655172413794)","(2.3, 2.68, 2.453333333333333)","(5.5, 10.0, 9.55)","(21.0, 65.0, 48.5)"
05-01-2023 14:13:04.092888,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 212.0952380952381)","(2.6, 4.5, 4.28)","(41.0, 980.0, 892.3809523809524)","(31.0, 130.0, 111.63636363636364)","(13.0, 32.0, 25.166666666666668)","(10.0, 28.0, 18.151515151515152)","(2.3, 2.68, 2.453333333333333)","(5.5, 10.0, 9.55)","(21.0, 65.0, 48.5)"
05-01-2023 14:13:05.531939,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 212.0952380952381)","(2.6, 4.5, 4.28)","(41.0, 980.0, 892.3809523809524)","(31.0, 130.0, 111.63636363636364)","(13.0, 28.0, 25.166666666666668)","(10.0, 28.0, 18.151515151515152)","(2.3, 2.68, 2.453333333333333)","(5.5, 10.0, 9.55)","(21.0, 65.0, 48.5)"
05-01-2023 14:13:06.904889,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 212.0952380952381)","(2.6, 4.5, 4.266666666666667)","(41.0, 980.0, 892.3809523809524)","(31.0, 130.0, 111.63636363636364)","(13.0, 28.0, 25.166666666666668)","(10.0, 28.0, 24.444444444444443)","(2.3, 2.68, 2.453333333333333)","(5.5, 10.0, 9.533333333333333)","(21.0, 65.0, 48.5)"
05-01-2023 14:13:08.340310,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 212.0952380952381)","(2.6, 4.4, 4.254545454545455)","(41.0, 980.0, 903.3333333333334)","(31.0, 130.0, 104.75)","(13.0, 28.0, 22.333333333333332)","(10.0, 27.0, 22.208333333333336)","(2.3, 2.68, 2.453333333333333)","(5.5, 9.8, 9.533333333333333)","(21.0, 65.0, 48.5)"
05-01-2023 14:13:09.651847,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 212.0952380952381)","(2.6, 4.4, 4.300000000000001)","(41.0, 980.0, 903.3333333333334)","(31.0, 130.0, 104.75)","(13.0, 28.0, 21.583333333333332)","(10.0, 27.0, 21.729166666666668)","(2.3, 2.68, 2.4752)","(5.5, 9.8, 9.533333333333333)","(21.0, 65.0, 48.5)"
05-01-2023 14:13:10.989934,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 212.0952380952381)","(2.6, 4.4, 4.300000000000001)","(41.0, 980.0, 903.3333333333334)","(31.0, 130.0, 104.75)","(13.0, 28.0, 18.15625)","(10.0, 27.0, 21.729166666666668)","(2.3, 2.66, 2.4752)","(5.5, 9.8, 9.533333333333333)","(21.0, 65.0, 48.5)"
05-01-2023 14:13:12.483935,"(14.0, 18.5, 18.214285714285715)","(26.0, 230.0, 212.0952380952381)","(2.6, 4.4, 4.300000000000001)","(41.0, 980.0, 903.3333333333334)","(31.0, 130.0, 104.75)","(13.0, 28.0, 18.375)","(10.0, 27.0, 21.729166666666668)","(2.3, 2.66, 2.420645161290323)","(5.5, 9.8, 9.533333333333333)","(21.0, 65.0, 48.5)"
05-01-2023 14:13:13.803277,"(14.0, 18.5, 18.236842105263158)","(26.0, 230.0, 212.0952380952381)","(2.6, 4.4, 4.300000000000001)","(41.0, 980.0, 903.3333333333334)","(31.0, 130.0, 104.75)","(13.0, 28.0, 18.375)","(10.0, 27.0, 21.729166666666668)","(2.3, 2.64, 2.420645161290323)","(5.5, 9.8, 9.533333333333333)","(21.0, 65.0, 48.5)"
05-01-2023 14:13:15.122639,"(14.0, 18.5, 18.236842105263158)","(26.0, 230.0, 212.0952380952381)","(2.6, 4.4, 4.300000000000001)","(41.0, 980.0, 903.3333333333334)","(31.0, 130.0, 104.75)","(13.0, 28.0, 18.375)","(10.0, 27.0, 21.729166666666668)","(2.3, 2.64, 2.420645161290323)","(5.5, 9.8, 9.533333333333333)","(21.0, 65.0, 48.5)"
05-01-2023 14:13:16.475035,"(14.0, 18.5, 18.236842105263158)","(26.0, 230.0, 212.0952380952381)","(2.6, 4.4, 4.300000000000001)","(41.0, 980.0, 903.3333333333334)","(31.0, 130.0, 104.75)","(13.0, 28.0, 18.375)","(10.0, 27.0, 21.729166666666668)","(2.3, 2.64, 2.420645161290323)","(5.5, 9.8, 9.533333333333333)","(21.0, 65.0, 48.5)"
05-01-2023 14:13:17.889693,"(14.0, 18.5, 18.236842105263158)","(26.0, 230.0, 212.0952380952381)","(2.6, 4.4, 4.300000000000001)","(41.0, 980.0, 903.3333333333334)","(31.0, 130.0, 104.75)","(13.0, 28.0, 18.375)","(10.0, 27.0, 23.805555555555557)","(2.3, 2.64, 2.2844444444444445)","(5.5, 9.8, 9.457142857142857)","(21.0, 65.0, 48.5)"
05-01-2023 14:13:19.318284,"(14.0, 18.5, 18.236842105263158)","(26.0, 230.0, 217.8709677419355)","(2.6, 4.4, 4.300000000000001)","(41.0, 980.0, 911.851851851852)","(31.0, 130.0, 109.8)","(13.0, 28.0, 18.375)","(10.0, 27.0, 23.805555555555557)","(2.3, 2.64, 2.2844444444444445)","(5.5, 9.8, 9.457142857142857)","(21.0, 65.0, 48.5)"
05-01-2023 14:13:20.595431,"(14.0, 18.5, 18.236842105263158)","(26.0, 230.0, 217.8709677419355)","(2.6, 4.4, 4.300000000000001)","(41.0, 980.0, 911.851851851852)","(31.0, 130.0, 109.8)","(13.0, 28.0, 18.375)","(10.0, 27.0, 23.805555555555557)","(2.3, 2.64, 2.2844444444444445)","(5.5, 9.8, 9.457142857142857)","(21.0, 65.0, 48.5)"
05-01-2023 14:13:21.882781,"(14.0, 18.5, 18.236842105263158)","(26.0, 230.0, 217.8709677419355)","(2.6, 4.4, 4.300000000000001)","(41.0, 980.0, 911.851851851852)","(31.0, 130.0, 109.8)","(13.0, 28.0, 18.375)","(10.0, 27.0, 23.805555555555557)","(2.3, 2.64, 2.2844444444444445)","(5.5, 9.8, 9.457142857142857)","(21.0, 65.0, 48.5)"
05-01-2023 14:13:23.319708,"(14.0, 18.5, 18.236842105263158)","(26.0, 230.0, 217.8709677419355)","(2.6, 4.4, 4.300000000000001)","(41.0, 980.0, 911.851851851852)","(31.0, 130.0, 109.8)","(13.0, 28.0, 18.375)","(10.0, 27.0, 23.805555555555557)","(2.3, 2.64, 2.2844444444444445)","(5.5, 9.8, 9.457142857142857)","(21.0, 65.0, 48.5)"
05-01-2023 14:13:24.679806,"(14.0, 18.5, 18.236842105263158)","(26.0, 230.0, 217.8709677419355)","(2.6, 4.4, 4.300000000000001)","(41.0, 980.0, 911.851851851852)","(31.0, 130.0, 109.8)","(13.0, 28.0, 18.375)","(10.0, 27.0, 23.805555555555557)","(2.3, 2.64, 2.2844444444444445)","(5.5, 9.8, 9.457142857142857)","(21.0, 65.0, 48.5)"
05-01-2023 14:13:26.140624,"(13.0, 18.5, 18.236842105263158)","(31.0, 230.0, 217.8709677419355)","(2.8, 4.4, 4.300000000000001)","(41.0, 980.0, 911.851851851852)","(26.0, 130.0, 109.8)","(13.0, 28.0, 18.375)","(12.0, 27.0, 23.805555555555557)","(2.25, 2.64, 2.2844444444444445)","(6.5, 9.8, 9.457142857142857)","(21.0, 65.0, 48.5)"
05-01-2023 14:13:27.483455,"(13.0, 18.5, 18.236842105263158)","(31.0, 230.0, 217.8709677419355)","(2.8, 4.4, 4.300000000000001)","(41.0, 980.0, 911.851851851852)","(26.0, 130.0, 113.16666666666666)","(13.0, 28.0, 18.375)","(12.0, 27.0, 23.805555555555557)","(2.25, 2.64, 2.2844444444444445)","(6.5, 9.8, 9.457142857142857)","(21.0, 65.0, 48.5)"
05-01-2023 14:13:28.865421,"(13.0, 18.5, 18.236842105263158)","(31.0, 230.0, 210.21052631578948)","(2.8, 4.4, 4.300000000000001)","(41.0, 980.0, 848.5714285714284)","(26.0, 130.0, 113.16666666666666)","(13.0, 28.0, 18.375)","(12.0, 27.0, 23.805555555555557)","(2.25, 2.64, 2.2844444444444445)","(6.5, 9.8, 9.457142857142857)","(21.0, 65.0, 48.5)"
05-01-2023 14:13:30.414428,"(13.0, 18.5, 18.236842105263158)","(31.0, 230.0, 210.21052631578948)","(2.8, 4.4, 4.300000000000001)","(41.0, 980.0, 848.5714285714284)","(26.0, 130.0, 113.16666666666666)","(13.0, 28.0, 18.375)","(12.0, 27.0, 23.805555555555557)","(2.25, 2.64, 2.2844444444444445)","(6.5, 9.8, 9.457142857142857)","(21.0, 65.0, 48.5)"
05-01-2023 14:13:31.910765,"(13.0, 18.5, 18.236842105263158)","(31.0, 230.0, 210.21052631578948)","(2.8, 4.4, 4.300000000000001)","(41.0, 980.0, 848.5714285714284)","(26.0, 130.0, 113.16666666666666)","(13.0, 28.0, 18.375)","(12.0, 27.0, 23.805555555555557)","(2.25, 2.64, 2.2844444444444445)","(6.5, 9.8, 9.457142857142857)","(21.0, 65.0, 48.5)"
05-01-2023 14:13:33.305024,"(13.0, 18.5, 18.236842105263158)","(31.0, 230.0, 210.21052631578948)","(2.8, 4.4, 4.300000000000001)","(41.0, 980.0, 848.5714285714284)","(26.0, 130.0, 113.16666666666666)","(13.0, 28.0, 18.375)","(12.0, 27.0, 23.805555555555557)","(2.25, 2.64, 2.2844444444444445)","(6.5, 9.8, 9.457142857142857)","(21.0, 65.0, 48.5)"
05-01-2023 14:13:34.735094,"(13.0, 18.5, 18.236842105263158)","(31.0, 230.0, 210.21052631578948)","(2.8, 4.4, 4.2057142857142855)","(41.0, 980.0, 848.5714285714284)","(26.0, 130.0, 113.16666666666666)","(13.0, 28.0, 18.375)","(12.0, 27.0, 23.805555555555557)","(2.25, 2.64, 2.2844444444444445)","(6.5, 9.8, 9.457142857142857)","(21.0, 65.0, 48.5)"
05-01-2023 14:13:36.050724,"(13.0, 18.5, 17.071428571428573)","(31.0, 230.0, 210.21052631578948)","(2.8, 4.3, 4.2057142857142855)","(41.0, 980.0, 848.5714285714284)","(26.0, 130.0, 113.16666666666666)","(13.0, 28.0, 18.375)","(12.0, 27.0, 23.805555555555557)","(2.25, 2.64, 2.2844444444444445)","(6.5, 9.8, 9.457142857142857)","(21.0, 65.0, 48.5)"
05-01-2023 14:13:37.366187,"(13.0, 18.5, 17.357142857142858)","(31.0, 230.0, 213.6521739130435)","(2.8, 4.3, 4.2057142857142855)","(41.0, 980.0, 865.0)","(26.0, 130.0, 113.16666666666666)","(13.0, 28.0, 18.375)","(12.0, 27.0, 23.805555555555557)","(2.25, 2.64, 2.2844444444444445)","(6.5, 9.8, 9.457142857142857)","(21.0, 65.0, 48.5)"
05-01-2023 14:13:38.618405,"(13.0, 18.5, 18.214285714285715)","(31.0, 230.0, 213.6521739130435)","(3.0, 4.3, 4.2057142857142855)","(41.0, 980.0, 865.0)","(21.0, 130.0, 113.16666666666666)","(13.0, 28.0, 18.375)","(13.0, 27.0, 23.805555555555557)","(2.15, 2.64, 2.2844444444444445)","(7.0, 9.8, 9.457142857142857)","(26.0, 65.0, 48.5)"
05-01-2023 14:13:39.935238,"(13.0, 18.5, 18.214285714285715)","(31.0, 230.0, 213.6521739130435)","(3.0, 4.3, 4.2057142857142855)","(41.0, 980.0, 865.0)","(21.0, 130.0, 113.16666666666666)","(13.0, 28.0, 18.375)","(13.0, 27.0, 23.805555555555557)","(2.15, 2.64, 2.2844444444444445)","(7.0, 9.8, 9.457142857142857)","(26.0, 65.0, 48.5)"
