,Antarctic Ocean,Ashim,Shalaga,Beagle,Coastal Town,Belthil,Rich Memories,Trust Rusty,Rock Dee Jay,Navy Black,Pammy Joy,Pistachio,Tonys Kick
06-01-2023 14:43:53.701495,"(18.0, 26.0, 25.35)","(9.0, 17.5, 16.166666666666668)","(8.5, 12.0, 11.09090909090909)","(9.0, 15.5, 13.318181818181818)","(8.0, 10.0, 9.255172413793103)","(4.4, 5.7, 5.342857142857143)","(21.0, 32.0, 30.5)","(8.5, 11.0, 10.83529411764706)","(9.0, 13.5, 12.0)","(15.0, 32.0, 27.0)","(18.0, 36.0, 29.333333333333336)","(6.5, 8.0, 7.863157894736842)","(101.0, 220.0, 180.0)"
06-01-2023 14:43:55.172571,"(18.0, 26.0, 25.35)","(9.0, 17.5, 16.166666666666668)","(8.5, 12.0, 11.09090909090909)","(9.0, 15.5, 13.318181818181818)","(8.0, 10.0, 9.255172413793103)","(4.4, 5.7, 5.342857142857143)","(21.0, 32.0, 30.5)","(8.5, 11.0, 10.83529411764706)","(9.0, 13.5, 12.0)","(15.0, 32.0, 27.0)","(18.0, 34.0, 27.2)","(6.5, 8.0, 7.863157894736842)","(101.0, 220.0, 180.0)"
06-01-2023 14:43:56.703854,"(18.0, 26.0, 25.35)","(9.0, 19.5, 18.0)","(8.5, 12.0, 11.09090909090909)","(9.0, 15.5, 13.318181818181818)","(8.0, 10.0, 9.255172413793103)","(4.4, 5.7, 5.342857142857143)","(21.0, 32.0, 30.5)","(8.5, 11.0, 10.83529411764706)","(9.0, 13.5, 12.0)","(15.0, 32.0, 27.0)","(18.0, 32.0, 27.2)","(6.5, 8.0, 7.863157894736842)","(101.0, 220.0, 180.0)"
06-01-2023 14:43:58.158296,"(18.0, 24.0, 22.2)","(9.0, 19.5, 18.0)","(8.5, 12.0, 11.09090909090909)","(9.0, 15.5, 13.318181818181818)","(8.0, 10.0, 9.255172413793103)","(4.4, 5.7, 5.342857142857143)","(21.0, 32.0, 30.5)","(8.5, 11.0, 10.83529411764706)","(9.0, 13.5, 12.0)","(15.0, 32.0, 27.0)","(18.0, 32.0, 27.2)","(6.5, 8.0, 7.863157894736842)","(101.0, 220.0, 180.0)"
06-01-2023 14:43:59.605665,"(18.0, 24.0, 22.2)","(9.0, 19.5, 18.0)","(8.5, 12.0, 11.09090909090909)","(9.0, 15.5, 13.318181818181818)","(8.0, 10.0, 9.255172413793103)","(4.4, 5.7, 5.342857142857143)","(21.0, 32.0, 30.5)","(8.5, 11.0, 10.83529411764706)","(9.0, 13.5, 12.0)","(15.0, 32.0, 27.0)","(18.0, 32.0, 27.2)","(6.5, 8.0, 7.863157894736842)","(101.0, 220.0, 180.0)"
06-01-2023 14:44:01.140055,"(18.0, 24.0, 22.2)","(9.0, 19.5, 18.0)","(8.5, 12.0, 11.09090909090909)","(9.0, 15.5, 13.318181818181818)","(8.0, 10.0, 9.4)","(4.4, 5.7, 5.342857142857143)","(21.0, 32.0, 30.5)","(8.5, 11.0, 10.83529411764706)","(9.0, 13.5, 12.0)","(15.0, 32.0, 27.0)","(18.0, 32.0, 27.2)","(6.5, 8.0, 7.863157894736842)","(101.0, 220.0, 180.0)"
06-01-2023 14:44:02.667591,"(18.0, 24.0, 22.2)","(9.0, 19.5, 16.5)","(8.5, 12.0, 11.09090909090909)","(9.0, 15.5, 13.318181818181818)","(8.0, 9.8, 9.4)","(4.4, 5.7, 5.342857142857143)","(21.0, 32.0, 30.5)","(8.5, 11.0, 10.83529411764706)","(9.0, 13.5, 12.0)","(15.0, 32.0, 27.0)","(18.0, 32.0, 27.2)","(6.5, 8.0, 7.863157894736842)","(101.0, 220.0, 180.0)"
06-01-2023 14:44:04.236171,"(18.0, 24.0, 22.2)","(9.0, 19.0, 15.25)","(8.5, 12.0, 11.09090909090909)","(9.0, 15.5, 13.318181818181818)","(8.0, 9.8, 9.4)","(4.4, 5.7, 5.342857142857143)","(21.0, 32.0, 30.5)","(8.5, 11.0, 10.83529411764706)","(9.0, 13.5, 12.0)","(15.0, 32.0, 27.0)","(18.0, 32.0, 27.2)","(6.5, 8.0, 7.863157894736842)","(101.0, 220.0, 180.0)"
06-01-2023 14:44:05.751779,"(18.0, 24.0, 22.2)","(9.0, 19.0, 15.25)","(8.5, 12.0, 11.09090909090909)","(9.0, 15.5, 13.318181818181818)","(8.0, 9.8, 9.4)","(4.4, 5.7, 5.342857142857143)","(21.0, 32.0, 30.5)","(8.5, 11.0, 10.83529411764706)","(9.0, 13.5, 12.0)","(15.0, 32.0, 27.0)","(18.0, 32.0, 27.2)","(6.5, 8.0, 7.863157894736842)","(101.0, 220.0, 180.0)"
06-01-2023 14:44:07.284182,"(18.0, 24.0, 22.2)","(9.0, 19.0, 15.25)","(8.5, 12.0, 11.09090909090909)","(9.0, 15.5, 13.318181818181818)","(8.0, 9.8, 9.4)","(4.4, 5.7, 5.342857142857143)","(21.0, 32.0, 30.5)","(8.5, 11.0, 10.83529411764706)","(9.0, 13.5, 12.0)","(15.0, 32.0, 27.0)","(18.0, 32.0, 27.2)","(6.5, 8.0, 7.863157894736842)","(101.0, 220.0, 180.0)"
06-01-2023 14:44:08.774730,"(18.0, 24.0, 22.2)","(9.0, 19.0, 15.25)","(8.5, 12.0, 11.09090909090909)","(9.0, 15.5, 13.318181818181818)","(8.0, 9.8, 9.4)","(4.4, 5.7, 5.342857142857143)","(21.0, 32.0, 30.5)","(8.5, 11.0, 10.83529411764706)","(9.0, 13.5, 12.0)","(15.0, 32.0, 27.0)","(18.0, 32.0, 27.2)","(6.5, 8.0, 7.863157894736842)","(101.0, 220.0, 180.0)"
06-01-2023 14:44:10.289888,"(18.0, 24.0, 22.2)","(9.0, 19.0, 15.5)","(8.5, 12.0, 11.09090909090909)","(9.0, 15.5, 13.318181818181818)","(8.0, 9.8, 9.4)","(4.4, 5.7, 5.342857142857143)","(21.0, 32.0, 30.5)","(8.5, 11.0, 11.025)","(9.0, 13.5, 12.0)","(15.0, 32.0, 27.0)","(18.0, 32.0, 27.2)","(6.5, 8.0, 7.863157894736842)","(101.0, 220.0, 180.0)"
06-01-2023 14:44:11.772388,"(18.0, 24.0, 22.2)","(9.0, 18.5, 15.5)","(8.5, 12.0, 11.09090909090909)","(9.0, 15.5, 13.318181818181818)","(8.0, 9.8, 9.4)","(4.4, 5.7, 5.342857142857143)","(21.0, 32.0, 30.5)","(8.5, 11.5, 11.025)","(9.0, 13.5, 12.0)","(15.0, 32.0, 27.0)","(18.0, 32.0, 27.5)","(6.5, 8.0, 7.863157894736842)","(101.0, 220.0, 180.0)"
06-01-2023 14:44:13.307423,"(18.0, 24.0, 22.2)","(9.0, 18.5, 15.5)","(8.5, 12.0, 11.09090909090909)","(9.0, 15.5, 13.318181818181818)","(8.0, 9.8, 9.4)","(4.4, 5.7, 5.342857142857143)","(21.0, 32.0, 30.5)","(8.5, 11.5, 11.025)","(9.0, 13.5, 12.0)","(15.0, 32.0, 27.0)","(18.0, 30.0, 27.5)","(6.5, 8.0, 7.863157894736842)","(101.0, 220.0, 180.0)"
06-01-2023 14:44:14.828466,"(18.0, 24.0, 22.2)","(9.0, 18.5, 15.333333333333334)","(8.5, 12.0, 11.09090909090909)","(9.0, 15.5, 13.318181818181818)","(8.0, 9.8, 9.4)","(4.4, 5.7, 5.342857142857143)","(21.0, 32.0, 30.5)","(8.5, 11.5, 11.025)","(9.0, 13.5, 12.0)","(15.0, 32.0, 27.0)","(18.0, 30.0, 26.75)","(6.5, 8.0, 7.863157894736842)","(101.0, 220.0, 180.0)"
06-01-2023 14:44:16.250882,"(18.0, 24.0, 22.2)","(9.0, 18.0, 15.333333333333334)","(8.5, 12.0, 11.09090909090909)","(9.0, 15.5, 13.318181818181818)","(8.0, 9.8, 9.4)","(4.4, 5.7, 5.342857142857143)","(21.0, 32.0, 30.5)","(8.5, 11.5, 11.025)","(9.0, 13.5, 12.0)","(15.0, 32.0, 27.0)","(18.0, 29.0, 26.75)","(6.5, 8.0, 7.863157894736842)","(101.0, 220.0, 180.0)"
06-01-2023 14:44:17.839850,"(18.0, 24.0, 22.2)","(9.0, 18.0, 15.333333333333334)","(8.5, 12.0, 11.09090909090909)","(9.0, 15.5, 13.318181818181818)","(8.0, 9.8, 9.4)","(4.4, 5.7, 5.342857142857143)","(21.0, 32.0, 30.5)","(8.5, 11.5, 11.025)","(9.0, 13.5, 12.0)","(15.0, 32.0, 27.0)","(18.0, 29.0, 26.75)","(6.5, 8.0, 7.863157894736842)","(101.0, 220.0, 180.0)"
06-01-2023 14:44:19.444678,"(18.0, 24.0, 22.2)","(9.0, 18.0, 15.333333333333334)","(8.5, 12.0, 11.09090909090909)","(9.0, 15.5, 13.25)","(8.0, 9.8, 9.4)","(4.4, 5.7, 5.342857142857143)","(21.0, 32.0, 30.5)","(8.5, 11.5, 11.025)","(9.0, 13.5, 12.0)","(15.0, 32.0, 27.0)","(18.0, 29.0, 26.75)","(6.5, 8.0, 7.863157894736842)","(101.0, 220.0, 180.0)"
06-01-2023 14:44:21.004453,"(18.0, 24.0, 22.2)","(9.0, 18.0, 15.333333333333334)","(8.5, 12.0, 11.09090909090909)","(9.0, 15.0, 13.25)","(8.0, 9.8, 9.4)","(4.4, 5.7, 5.342857142857143)","(21.0, 32.0, 29.923076923076923)","(8.5, 11.5, 11.025)","(9.0, 13.5, 12.0)","(15.0, 32.0, 27.0)","(18.0, 29.0, 26.75)","(6.5, 8.0, 7.863157894736842)","(101.0, 220.0, 180.0)"
06-01-2023 14:44:22.566519,"(18.0, 24.0, 22.2)","(9.0, 18.0, 15.333333333333334)","(8.5, 12.0, 11.09090909090909)","(9.0, 15.0, 13.25)","(8.0, 9.8, 9.4)","(4.4, 5.7, 5.342857142857143)","(21.0, 32.0, 29.923076923076923)","(8.5, 11.5, 11.025)","(9.0, 13.5, 12.0)","(15.0, 32.0, 27.0)","(18.0, 29.0, 26.75)","(6.5, 8.0, 7.863157894736842)","(101.0, 220.0, 180.0)"
06-01-2023 14:44:24.147033,"(18.0, 24.0, 22.2)","(9.0, 18.0, 15.333333333333334)","(8.5, 12.0, 11.09090909090909)","(9.0, 15.0, 10.6875)","(8.0, 9.8, 9.4)","(4.4, 5.7, 5.342857142857143)","(21.0, 32.0, 29.923076923076923)","(8.5, 11.5, 11.025)","(9.0, 13.5, 12.0)","(15.0, 32.0, 27.0)","(18.0, 29.0, 26.0)","(6.5, 8.0, 7.863157894736842)","(101.0, 220.0, 180.0)"
06-01-2023 14:44:25.791715,"(18.0, 24.0, 22.2)","(9.0, 18.0, 15.333333333333334)","(8.5, 12.0, 11.09090909090909)","(9.0, 11.0, 12.272727272727273)","(8.0, 9.8, 9.4)","(4.4, 5.7, 5.342857142857143)","(21.0, 32.0, 29.923076923076923)","(8.5, 11.5, 11.025)","(9.0, 13.5, 12.0)","(15.0, 32.0, 27.0)","(18.0, 28.0, 26.0)","(6.5, 8.0, 7.863157894736842)","(101.0, 220.0, 180.0)"
06-01-2023 14:44:27.358739,"(18.0, 24.0, 22.2)","(9.0, 18.0, 15.333333333333334)","(8.5, 12.0, 11.09090909090909)","(9.0, 14.5, 12.166666666666666)","(8.0, 9.8, 9.4)","(4.4, 5.7, 5.342857142857143)","(21.0, 32.0, 29.923076923076923)","(8.5, 11.5, 11.025)","(9.0, 13.5, 12.0)","(15.0, 32.0, 30.57142857142857)","(18.0, 28.0, 27.46666666666667)","(6.5, 8.0, 7.863157894736842)","(101.0, 220.0, 180.0)"
06-01-2023 14:44:28.916471,"(18.0, 24.0, 22.2)","(9.0, 18.0, 15.333333333333334)","(8.5, 12.0, 11.09090909090909)","(9.0, 14.5, 13.0)","(8.0, 9.8, 9.4)","(4.4, 5.7, 5.342857142857143)","(21.0, 32.0, 29.923076923076923)","(8.5, 11.5, 11.025)","(9.0, 13.5, 12.0)","(15.0, 32.0, 30.57142857142857)","(18.0, 28.0, 27.46666666666667)","(6.5, 8.0, 7.863157894736842)","(101.0, 220.0, 180.0)"
06-01-2023 14:44:30.482890,"(18.0, 24.0, 22.2)","(9.0, 18.0, 15.333333333333334)","(8.5, 12.0, 11.09090909090909)","(9.0, 14.5, 13.0)","(8.0, 9.8, 9.4)","(4.4, 5.7, 5.342857142857143)","(21.0, 32.0, 29.923076923076923)","(8.5, 11.5, 11.025)","(9.0, 13.5, 12.0)","(15.0, 32.0, 30.57142857142857)","(18.0, 28.0, 26.22222222222222)","(6.5, 8.0, 7.863157894736842)","(101.0, 220.0, 180.0)"
06-01-2023 14:44:32.038022,"(18.0, 24.0, 22.2)","(9.0, 18.0, 15.333333333333334)","(8.5, 12.0, 11.09090909090909)","(9.0, 14.5, 13.0)","(8.0, 9.8, 9.4)","(4.4, 5.7, 5.342857142857143)","(21.0, 32.0, 29.923076923076923)","(8.5, 11.5, 11.025)","(9.0, 13.5, 12.0)","(15.0, 32.0, 30.57142857142857)","(18.0, 28.0, 26.22222222222222)","(6.5, 8.0, 7.863157894736842)","(101.0, 220.0, 180.0)"
06-01-2023 14:44:33.464483,"(18.0, 24.0, 22.2)","(9.0, 18.0, 15.333333333333334)","(8.5, 12.0, 11.09090909090909)","(9.0, 14.5, 13.0)","(8.0, 9.8, 9.4)","(4.4, 5.7, 5.342857142857143)","(21.0, 32.0, 29.923076923076923)","(8.5, 11.5, 11.025)","(9.0, 13.5, 12.0)","(15.0, 32.0, 30.57142857142857)","(18.0, 28.0, 26.22222222222222)","(6.5, 8.0, 7.863157894736842)","(101.0, 220.0, 180.0)"
06-01-2023 14:44:34.962542,"(18.0, 24.0, 22.2)","(9.0, 18.0, 15.333333333333334)","(8.5, 12.0, 11.09090909090909)","(9.0, 14.5, 13.0)","(8.0, 9.8, 9.4)","(4.4, 5.7, 5.342857142857143)","(21.0, 32.0, 29.923076923076923)","(8.5, 11.5, 11.025)","(9.0, 13.5, 12.0)","(15.0, 32.0, 30.57142857142857)","(18.0, 28.0, 26.22222222222222)","(6.5, 8.0, 7.863157894736842)","(101.0, 220.0, 180.0)"
06-01-2023 14:44:36.587299,"(18.0, 24.0, 23.181818181818183)","(9.0, 18.0, 15.333333333333334)","(8.5, 12.0, 11.09090909090909)","(9.0, 14.5, 13.0)","(8.0, 9.8, 9.4)","(4.4, 5.7, 5.3307692307692305)","(21.0, 32.0, 30.071428571428573)","(8.5, 11.5, 10.65)","(9.0, 13.5, 12.0)","(15.0, 32.0, 30.57142857142857)","(18.0, 28.0, 23.5)","(6.5, 8.0, 7.3)","(101.0, 220.0, 180.0)"
06-01-2023 14:44:38.314292,"(18.0, 23.0, 22.363636363636363)","(9.0, 18.0, 15.833333333333332)","(8.5, 12.0, 11.09090909090909)","(9.0, 14.5, 13.0)","(8.0, 9.8, 9.4)","(4.4, 5.7, 5.3307692307692305)","(21.0, 32.0, 30.071428571428573)","(8.5, 11.0, 10.65)","(9.0, 13.5, 12.0)","(15.0, 32.0, 30.57142857142857)","(18.0, 24.0, 22.4)","(6.5, 8.0, 7.3)","(101.0, 220.0, 180.0)"
06-01-2023 14:44:39.898285,"(18.0, 23.0, 22.363636363636363)","(9.0, 18.0, 16.555555555555557)","(8.5, 12.0, 11.09090909090909)","(9.0, 14.5, 13.0)","(8.0, 9.8, 9.4)","(4.4, 5.7, 5.3307692307692305)","(21.0, 32.0, 30.071428571428573)","(8.5, 11.0, 10.65)","(9.0, 13.5, 12.0)","(15.0, 32.0, 30.57142857142857)","(18.0, 24.0, 22.4)","(6.5, 8.0, 7.3)","(101.0, 220.0, 180.0)"
06-01-2023 14:44:41.552622,"(18.0, 23.0, 22.363636363636363)","(9.0, 18.0, 16.555555555555557)","(8.5, 12.0, 11.09090909090909)","(9.0, 14.5, 13.0)","(8.0, 9.8, 9.4)","(4.4, 5.7, 5.3307692307692305)","(21.0, 32.0, 30.071428571428573)","(8.5, 11.0, 10.65)","(9.0, 13.5, 12.0)","(15.0, 32.0, 30.57142857142857)","(18.0, 24.0, 22.4)","(6.5, 8.0, 7.3)","(101.0, 220.0, 180.0)"
06-01-2023 14:44:43.151644,"(18.0, 23.0, 21.833333333333332)","(9.0, 18.0, 16.555555555555557)","(8.5, 12.0, 11.09090909090909)","(9.0, 14.5, 13.0)","(8.0, 9.8, 9.4)","(4.4, 5.7, 5.3307692307692305)","(21.0, 32.0, 30.071428571428573)","(8.5, 11.0, 10.65)","(9.0, 13.5, 12.0)","(15.0, 32.0, 30.57142857142857)","(18.0, 24.0, 22.4)","(6.5, 8.0, 7.3)","(101.0, 220.0, 180.0)"
06-01-2023 14:44:44.806961,"(18.0, 23.0, 19.666666666666668)","(9.0, 18.0, 16.555555555555557)","(8.5, 12.0, 11.09090909090909)","(9.0, 14.5, 13.0)","(8.0, 9.8, 9.4)","(4.4, 5.7, 5.3307692307692305)","(21.0, 32.0, 30.071428571428573)","(8.5, 11.0, 10.65)","(9.0, 13.5, 12.0)","(15.0, 32.0, 30.57142857142857)","(18.0, 24.0, 22.4)","(6.5, 8.0, 7.3)","(101.0, 220.0, 180.0)"
06-01-2023 14:44:46.493208,"(18.0, 23.0, 19.666666666666668)","(9.0, 18.0, 16.555555555555557)","(8.5, 12.0, 11.09090909090909)","(9.0, 14.5, 13.0)","(8.0, 9.8, 9.4)","(4.4, 5.7, 5.3307692307692305)","(21.0, 32.0, 30.071428571428573)","(8.5, 11.0, 10.65)","(9.0, 13.5, 12.0)","(15.0, 32.0, 30.57142857142857)","(18.0, 24.0, 22.4)","(6.5, 8.0, 7.3)","(101.0, 220.0, 180.0)"
06-01-2023 14:44:48.019129,"(18.0, 23.0, 19.666666666666668)","(9.0, 18.0, 16.555555555555557)","(8.5, 12.0, 11.09090909090909)","(9.0, 14.5, 13.0)","(8.0, 9.8, 9.4)","(4.4, 5.7, 5.3307692307692305)","(21.0, 32.0, 30.071428571428573)","(8.5, 11.0, 10.65)","(9.0, 13.5, 12.0)","(15.0, 32.0, 30.57142857142857)","(18.0, 24.0, 22.4)","(6.5, 8.0, 7.3)","(101.0, 220.0, 180.0)"
06-01-2023 14:44:49.656536,"(18.0, 23.0, 19.666666666666668)","(9.0, 18.0, 16.555555555555557)","(8.5, 12.0, 11.09090909090909)","(9.0, 14.5, 13.0)","(8.0, 9.8, 9.4)","(4.4, 5.7, 5.3307692307692305)","(21.0, 32.0, 30.071428571428573)","(8.5, 11.0, 10.65)","(9.0, 13.5, 12.0)","(15.0, 32.0, 30.57142857142857)","(18.0, 24.0, 22.4)","(6.5, 8.0, 7.3)","(101.0, 220.0, 180.0)"
06-01-2023 14:44:51.300665,"(18.0, 23.0, 22.333333333333332)","(9.0, 18.0, 15.6)","(8.5, 12.0, 11.09090909090909)","(9.0, 14.5, 13.0)","(8.0, 9.8, 9.4)","(4.4, 5.7, 5.3307692307692305)","(21.0, 32.0, 30.071428571428573)","(8.5, 11.0, 10.65)","(9.0, 13.5, 12.0)","(15.0, 32.0, 30.57142857142857)","(18.0, 24.0, 22.4)","(6.5, 8.0, 7.3)","(101.0, 220.0, 180.0)"
06-01-2023 14:44:52.923031,"(18.0, 23.0, 22.333333333333332)","(9.0, 18.0, 15.6)","(8.5, 12.0, 11.09090909090909)","(9.0, 14.5, 13.0)","(8.0, 9.8, 9.4)","(4.4, 5.7, 5.3307692307692305)","(21.0, 32.0, 30.071428571428573)","(8.5, 11.0, 10.65)","(9.0, 13.5, 12.0)","(15.0, 32.0, 30.57142857142857)","(18.0, 24.0, 22.4)","(6.5, 8.0, 7.3)","(101.0, 220.0, 180.0)"
06-01-2023 14:44:54.519849,"(18.0, 23.0, 22.333333333333332)","(9.0, 18.0, 15.6)","(8.5, 12.0, 11.09090909090909)","(9.0, 14.5, 13.0)","(8.0, 9.8, 9.4)","(4.4, 5.7, 5.3307692307692305)","(21.0, 32.0, 21.8)","(8.5, 11.0, 10.65)","(9.0, 13.5, 12.0)","(15.0, 32.0, 30.57142857142857)","(18.0, 24.0, 22.4)","(6.5, 8.0, 7.3)","(101.0, 220.0, 180.0)"
06-01-2023 14:44:56.175115,"(18.0, 23.0, 22.333333333333332)","(9.0, 18.0, 15.6)","(8.5, 12.0, 11.09090909090909)","(9.0, 14.5, 13.0)","(8.0, 9.8, 9.4)","(4.4, 5.7, 5.3307692307692305)","(21.0, 32.0, 21.8)","(8.5, 11.0, 10.65)","(9.0, 13.5, 12.0)","(15.0, 32.0, 30.57142857142857)","(18.0, 24.0, 22.4)","(6.5, 8.0, 7.3)","(101.0, 220.0, 180.0)"
06-01-2023 14:44:57.777163,"(18.0, 23.0, 22.333333333333332)","(9.0, 18.0, 15.6)","(8.5, 12.0, 11.09090909090909)","(9.0, 14.5, 13.0)","(8.0, 9.8, 9.4)","(4.4, 5.7, 5.3307692307692305)","(21.0, 32.0, 21.8)","(8.5, 11.0, 10.65)","(9.0, 13.5, 12.0)","(15.0, 32.0, 30.57142857142857)","(18.0, 24.0, 22.4)","(6.5, 8.0, 7.3)","(101.0, 220.0, 180.0)"
06-01-2023 14:44:59.383437,"(18.0, 23.0, 22.333333333333332)","(9.0, 18.0, 15.6)","(8.5, 12.0, 11.09090909090909)","(9.0, 14.5, 13.0)","(8.0, 9.8, 9.4)","(4.4, 5.7, 5.3307692307692305)","(21.0, 32.0, 30.071428571428573)","(8.5, 11.0, 10.65)","(9.0, 13.5, 12.0)","(15.0, 32.0, 30.57142857142857)","(18.0, 24.0, 22.4)","(6.5, 8.0, 7.3)","(101.0, 220.0, 180.0)"
06-01-2023 14:45:01.035150,"(18.0, 23.0, 22.333333333333332)","(9.0, 18.0, 15.6)","(8.5, 12.0, 11.09090909090909)","(9.0, 14.5, 13.0)","(8.0, 9.8, 9.4)","(4.4, 5.7, 5.3307692307692305)","(21.0, 32.0, 30.0)","(8.5, 11.0, 10.65)","(9.0, 13.5, 12.0)","(15.0, 32.0, 30.57142857142857)","(18.0, 24.0, 22.4)","(6.5, 8.0, 7.3)","(101.0, 220.0, 180.0)"
06-01-2023 14:45:03.233947,"(18.0, 23.0, 19.666666666666668)","(9.0, 18.0, 15.6)","(8.5, 12.0, 11.09090909090909)","(9.0, 14.5, 13.0)","(8.0, 9.8, 9.4)","(4.4, 5.7, 5.3307692307692305)","(21.0, 32.0, 30.0)","(8.5, 11.0, 10.65)","(9.0, 13.5, 12.0)","(15.0, 32.0, 30.57142857142857)","(18.0, 24.0, 22.4)","(6.5, 8.0, 7.3)","(101.0, 220.0, 180.0)"
06-01-2023 14:45:05.122333,"(18.0, 23.0, 19.666666666666668)","(9.0, 18.0, 15.6)","(8.5, 12.0, 11.09090909090909)","(9.0, 14.5, 13.166666666666666)","(8.0, 9.8, 9.4)","(4.4, 5.7, 5.3307692307692305)","(21.0, 32.0, 30.0)","(8.5, 11.0, 10.65)","(9.0, 13.5, 12.0)","(15.0, 32.0, 30.666666666666664)","(18.0, 24.0, 22.4)","(6.5, 8.0, 7.3)","(101.0, 220.0, 180.0)"
06-01-2023 14:45:07.058928,"(18.0, 23.0, 19.666666666666668)","(9.0, 18.0, 15.6)","(8.5, 12.0, 10.88888888888889)","(9.0, 14.5, 13.166666666666666)","(8.0, 9.8, 9.4)","(4.4, 5.7, 5.3307692307692305)","(21.0, 32.0, 30.0)","(8.5, 11.0, 10.65)","(9.0, 13.5, 12.0)","(15.0, 32.0, 30.666666666666664)","(18.0, 24.0, 22.4)","(6.5, 8.0, 7.3)","(101.0, 220.0, 180.0)"
06-01-2023 14:45:08.732553,"(18.0, 23.0, 19.666666666666668)","(9.0, 18.0, 15.3)","(8.5, 12.0, 10.88888888888889)","(9.0, 14.5, 13.166666666666666)","(8.0, 9.8, 9.4)","(4.4, 5.7, 5.3307692307692305)","(21.0, 32.0, 30.0)","(8.5, 11.0, 10.65)","(9.0, 13.5, 12.0)","(15.0, 32.0, 30.57142857142857)","(18.0, 24.0, 22.4)","(6.5, 8.0, 7.3)","(101.0, 220.0, 180.0)"
06-01-2023 14:45:10.379781,"(18.0, 23.0, 20.75)","(9.0, 17.5, 14.75)","(8.5, 12.0, 10.928571428571429)","(9.0, 14.5, 12.833333333333334)","(8.0, 9.8, 9.4)","(4.4, 5.7, 5.3307692307692305)","(21.0, 32.0, 27.8)","(8.5, 11.0, 10.35)","(9.0, 13.5, 12.5)","(15.0, 32.0, 28.142857142857142)","(18.0, 24.0, 22.4)","(6.5, 7.8, 7.5600000000000005)","(101.0, 220.0, 180.0)"
06-01-2023 14:45:12.034486,"(18.0, 23.0, 21.0)","(9.0, 17.0, 15.0)","(8.5, 12.0, 10.928571428571429)","(9.0, 14.5, 13.166666666666666)","(8.0, 9.8, 9.4)","(4.4, 5.7, 5.3307692307692305)","(21.0, 32.0, 30.0)","(8.5, 10.5, 10.35)","(9.0, 13.0, 12.5)","(15.0, 32.0, 27.2)","(18.0, 24.0, 22.4)","(6.5, 7.8, 7.5600000000000005)","(101.0, 220.0, 180.0)"
06-01-2023 14:45:13.767204,"(18.0, 23.0, 21.0)","(9.0, 17.0, 15.0)","(8.5, 12.0, 10.928571428571429)","(9.0, 14.5, 13.166666666666666)","(8.0, 9.8, 9.4)","(4.4, 5.7, 5.3307692307692305)","(21.0, 32.0, 30.0)","(8.5, 10.5, 10.35)","(9.0, 13.0, 12.5)","(15.0, 32.0, 27.2)","(18.0, 24.0, 22.4)","(6.5, 7.8, 7.5600000000000005)","(101.0, 220.0, 180.0)"
06-01-2023 14:45:15.464682,"(18.0, 23.0, 21.0)","(9.0, 17.0, 15.857142857142858)","(8.5, 12.0, 10.928571428571429)","(9.0, 14.5, 13.166666666666666)","(8.0, 9.8, 9.4)","(4.4, 5.7, 5.3307692307692305)","(21.0, 32.0, 30.0)","(8.5, 10.5, 10.35)","(9.0, 13.0, 12.5)","(15.0, 32.0, 28.0)","(18.0, 24.0, 22.4)","(6.5, 7.8, 7.5600000000000005)","(101.0, 220.0, 180.0)"
06-01-2023 14:45:17.174629,"(18.0, 23.0, 21.0)","(9.0, 17.0, 15.857142857142858)","(8.5, 12.0, 11.285714285714286)","(9.0, 14.5, 13.166666666666666)","(8.0, 9.8, 9.4)","(4.4, 5.7, 5.3307692307692305)","(21.0, 32.0, 30.0)","(8.5, 10.5, 10.35)","(9.0, 13.0, 12.5)","(15.0, 32.0, 28.5)","(18.0, 24.0, 22.4)","(6.5, 7.8, 7.5600000000000005)","(101.0, 220.0, 180.0)"
06-01-2023 14:45:18.940564,"(18.0, 23.0, 21.0)","(9.0, 17.0, 15.857142857142858)","(8.5, 12.0, 11.285714285714286)","(9.0, 14.5, 13.25)","(8.0, 9.8, 9.4)","(4.4, 5.7, 5.3307692307692305)","(21.0, 32.0, 30.0)","(8.5, 10.5, 10.44375)","(9.0, 13.0, 11.785714285714286)","(15.0, 32.0, 28.5)","(18.0, 24.0, 22.4)","(6.5, 7.8, 7.790588235294117)","(101.0, 220.0, 180.0)"
06-01-2023 14:45:20.748855,"(18.0, 23.0, 21.0)","(9.0, 17.0, 15.857142857142858)","(8.5, 12.0, 11.285714285714286)","(9.0, 14.0, 13.25)","(8.0, 9.8, 9.4)","(4.4, 5.7, 5.3307692307692305)","(21.0, 32.0, 30.0)","(8.5, 10.5, 10.44375)","(9.0, 13.5, 11.785714285714286)","(15.0, 32.0, 28.5)","(18.0, 24.0, 22.4)","(6.5, 7.8, 7.790588235294117)","(101.0, 220.0, 180.0)"
06-01-2023 14:45:22.530503,"(18.0, 23.0, 21.0)","(9.0, 17.0, 15.857142857142858)","(8.5, 12.0, 11.285714285714286)","(9.0, 14.0, 13.0)","(8.0, 9.8, 9.4)","(4.4, 5.7, 5.3307692307692305)","(21.0, 32.0, 29.666666666666668)","(8.5, 10.5, 10.44375)","(9.0, 13.5, 12.5)","(15.0, 32.0, 28.5)","(18.0, 24.0, 22.4)","(6.5, 7.8, 7.65)","(101.0, 220.0, 180.0)"
