,Levings,Brockton Bomber,Kingsbrae Beach,Flyaway Matty,Zeal Surprise,His Keen,Monkey Paw,Durwood
08-12-2022 14:11:07.171106,"(1.8, 2.72, 2.04)","(21.0, 100.0, 35.714285714285715)","(26.0, 80.0, 59.23076923076923)","(13.0, 28.0, 25.6)","(21.0, 55.0, 44.5)","(3.0, 5.0, 3.785)","(4.8, 7.8, 5.730434782608696)","(61.0, 570.0, 471.0)"
08-12-2022 14:11:08.246953,"(1.8, 2.72, 2.04)","(26.0, 100.0, 35.714285714285715)","(26.0, 80.0, 59.23076923076923)","(13.0, 28.0, 25.6)","(21.0, 55.0, 44.5)","(2.9, 5.0, 3.785)","(4.8, 7.8, 5.730434782608696)","(61.0, 570.0, 471.0)"
08-12-2022 14:11:09.372051,"(1.8, 2.72, 2.04)","(26.0, 100.0, 35.714285714285715)","(26.0, 80.0, 59.23076923076923)","(13.0, 28.0, 25.6)","(21.0, 55.0, 44.5)","(2.9, 5.0, 3.785)","(4.8, 7.8, 5.730434782608696)","(61.0, 570.0, 471.0)"
08-12-2022 14:11:10.563823,"(1.8, 2.74, 1.957)","(26.0, 100.0, 35.714285714285715)","(26.0, 80.0, 59.23076923076923)","(13.0, 28.0, 25.6)","(21.0, 55.0, 44.5)","(2.9, 5.0, 3.785)","(4.8, 7.8, 6.292307692307692)","(61.0, 570.0, 472.0)"
08-12-2022 14:11:11.719146,"(1.8, 2.74, 1.957)","(26.0, 100.0, 35.714285714285715)","(26.0, 80.0, 59.23076923076923)","(13.0, 28.0, 25.6)","(21.0, 55.0, 44.5)","(2.9, 5.0, 3.785)","(4.8, 7.8, 6.292307692307692)","(61.0, 570.0, 472.0)"
08-12-2022 14:11:12.843894,"(1.8, 2.72, 2.058888888888889)","(26.0, 100.0, 35.714285714285715)","(26.0, 80.0, 59.23076923076923)","(13.0, 28.0, 25.6)","(21.0, 55.0, 44.5)","(2.9, 5.0, 3.785)","(4.8, 7.8, 6.292307692307692)","(61.0, 570.0, 472.0)"
08-12-2022 14:11:14.038112,"(1.8, 2.7, 2.4233333333333333)","(26.0, 100.0, 35.714285714285715)","(26.0, 80.0, 59.23076923076923)","(13.0, 28.0, 25.6)","(21.0, 55.0, 44.5)","(2.9, 5.0, 3.785)","(4.8, 7.8, 6.292307692307692)","(61.0, 570.0, 472.0)"
08-12-2022 14:11:15.146588,"(1.8, 2.7, 2.4233333333333333)","(26.0, 100.0, 35.714285714285715)","(26.0, 80.0, 59.23076923076923)","(13.0, 28.0, 25.6)","(21.0, 55.0, 44.5)","(2.9, 5.0, 3.785)","(4.8, 7.8, 6.292307692307692)","(61.0, 570.0, 472.0)"
08-12-2022 14:11:16.204293,"(1.8, 2.7, 2.4233333333333333)","(26.0, 100.0, 35.714285714285715)","(26.0, 80.0, 59.23076923076923)","(13.0, 28.0, 25.6)","(21.0, 55.0, 44.5)","(2.9, 5.0, 3.785)","(4.8, 7.8, 6.292307692307692)","(61.0, 570.0, 472.0)"
08-12-2022 14:11:17.320109,"(1.8, 2.7, 2.4233333333333333)","(26.0, 100.0, 35.714285714285715)","(26.0, 80.0, 59.23076923076923)","(13.0, 28.0, 25.6)","(21.0, 55.0, 44.5)","(2.9, 5.0, 3.785)","(4.8, 7.8, 6.292307692307692)","(61.0, 570.0, 472.0)"
08-12-2022 14:11:18.402224,"(1.8, 2.7, 2.4233333333333333)","(26.0, 100.0, 35.714285714285715)","(26.0, 80.0, 59.23076923076923)","(13.0, 28.0, 25.6)","(21.0, 55.0, 44.5)","(2.9, 5.0, 3.785)","(4.8, 7.8, 6.292307692307692)","(61.0, 570.0, 472.0)"
08-12-2022 14:11:19.486492,"(1.8, 2.74, 1.957)","(26.0, 100.0, 35.714285714285715)","(26.0, 80.0, 59.23076923076923)","(13.0, 28.0, 25.6)","(21.0, 55.0, 44.5)","(2.9, 5.0, 3.785)","(4.8, 7.8, 6.292307692307692)","(61.0, 570.0, 472.0)"
08-12-2022 14:11:20.580820,"(1.8, 2.72, 2.058888888888889)","(26.0, 100.0, 35.714285714285715)","(26.0, 80.0, 59.23076923076923)","(13.0, 28.0, 25.6)","(21.0, 55.0, 44.5)","(2.9, 5.0, 3.785)","(4.8, 7.8, 6.292307692307692)","(61.0, 570.0, 472.0)"
08-12-2022 14:11:21.740723,"(1.8, 2.72, 2.058888888888889)","(26.0, 100.0, 35.714285714285715)","(26.0, 80.0, 59.23076923076923)","(13.0, 28.0, 25.6)","(21.0, 55.0, 44.5)","(2.9, 5.0, 3.785)","(4.8, 7.8, 6.292307692307692)","(61.0, 570.0, 472.0)"
08-12-2022 14:11:22.897907,"(1.8, 2.72, 2.058888888888889)","(26.0, 100.0, 35.714285714285715)","(26.0, 80.0, 59.23076923076923)","(13.0, 28.0, 25.6)","(21.0, 55.0, 44.5)","(2.9, 5.0, 3.785)","(4.8, 7.8, 6.292307692307692)","(61.0, 570.0, 472.0)"
08-12-2022 14:11:23.983801,"(1.8, 2.72, 2.058888888888889)","(26.0, 100.0, 35.714285714285715)","(26.0, 80.0, 59.23076923076923)","(13.0, 28.0, 25.6)","(21.0, 55.0, 44.5)","(2.9, 5.0, 3.785)","(4.8, 7.8, 6.292307692307692)","(61.0, 570.0, 472.0)"
08-12-2022 14:11:25.029060,"(1.8, 2.72, 2.058888888888889)","(26.0, 100.0, 35.714285714285715)","(26.0, 80.0, 59.23076923076923)","(13.0, 28.0, 25.6)","(21.0, 55.0, 44.5)","(2.9, 5.0, 3.785)","(4.8, 7.8, 6.292307692307692)","(61.0, 570.0, 472.0)"
08-12-2022 14:11:26.065381,"(1.8, 2.72, 2.058888888888889)","(26.0, 100.0, 35.714285714285715)","(26.0, 80.0, 59.23076923076923)","(13.0, 28.0, 25.6)","(21.0, 55.0, 44.5)","(2.9, 5.0, 3.785)","(4.8, 7.8, 6.292307692307692)","(61.0, 570.0, 472.0)"
08-12-2022 14:11:27.125838,"(1.8, 2.72, 2.058888888888889)","(26.0, 100.0, 35.714285714285715)","(26.0, 80.0, 59.23076923076923)","(13.0, 28.0, 25.6)","(21.0, 55.0, 44.5)","(2.9, 5.0, 3.785)","(4.8, 7.8, 6.292307692307692)","(61.0, 570.0, 472.0)"
08-12-2022 14:11:28.285006,"(1.8, 2.72, 2.058888888888889)","(26.0, 100.0, 35.714285714285715)","(26.0, 80.0, 59.23076923076923)","(13.0, 28.0, 25.6)","(21.0, 55.0, 44.5)","(2.9, 5.0, 3.785)","(4.8, 7.8, 6.292307692307692)","(61.0, 570.0, 472.0)"
08-12-2022 14:11:29.409233,"(1.8, 2.68, 1.9471428571428573)","(26.0, 100.0, 35.714285714285715)","(26.0, 80.0, 59.23076923076923)","(13.0, 28.0, 25.6)","(21.0, 55.0, 44.5)","(2.9, 5.0, 3.785)","(4.8, 7.8, 6.292307692307692)","(61.0, 570.0, 472.0)"
08-12-2022 14:11:30.536218,"(1.8, 2.64, 2.3833333333333333)","(26.0, 100.0, 35.714285714285715)","(26.0, 80.0, 59.23076923076923)","(13.0, 28.0, 25.6)","(21.0, 55.0, 44.5)","(2.9, 5.0, 3.785)","(4.8, 7.8, 6.225)","(61.0, 570.0, 472.0)"
08-12-2022 14:11:31.693939,"(1.8, 2.64, 2.54375)","(26.0, 100.0, 35.714285714285715)","(26.0, 80.0, 59.23076923076923)","(13.0, 28.0, 25.6)","(21.0, 55.0, 44.5)","(2.9, 5.0, 3.785)","(4.8, 7.8, 6.225)","(61.0, 570.0, 472.0)"
08-12-2022 14:11:32.875324,"(1.8, 2.64, 2.5314285714285716)","(26.0, 100.0, 35.714285714285715)","(26.0, 80.0, 59.23076923076923)","(13.0, 28.0, 25.6)","(21.0, 55.0, 44.5)","(2.9, 5.0, 3.785)","(4.8, 7.8, 6.225)","(61.0, 570.0, 472.0)"
08-12-2022 14:11:33.997590,"(1.8, 2.64, 2.5314285714285716)","(26.0, 100.0, 35.714285714285715)","(26.0, 80.0, 59.23076923076923)","(13.0, 28.0, 25.6)","(21.0, 55.0, 44.5)","(2.9, 5.0, 3.785)","(4.8, 7.8, 6.225)","(61.0, 570.0, 472.0)"
08-12-2022 14:11:35.061686,"(1.8, 2.64, 2.5314285714285716)","(26.0, 100.0, 35.714285714285715)","(26.0, 80.0, 59.23076923076923)","(13.0, 28.0, 25.6)","(21.0, 55.0, 44.5)","(2.9, 5.0, 3.785)","(4.8, 7.8, 6.225)","(61.0, 570.0, 472.0)"
08-12-2022 14:11:36.145364,"(1.8, 2.64, 2.3866666666666667)","(26.0, 100.0, 35.714285714285715)","(26.0, 80.0, 59.23076923076923)","(13.0, 28.0, 25.6)","(21.0, 55.0, 44.5)","(2.9, 5.0, 3.785)","(4.8, 7.8, 6.225)","(61.0, 570.0, 472.0)"
08-12-2022 14:11:37.196184,"(1.8, 2.64, 2.3866666666666667)","(26.0, 100.0, 35.714285714285715)","(26.0, 80.0, 59.23076923076923)","(13.0, 28.0, 25.6)","(21.0, 55.0, 44.5)","(2.9, 5.0, 3.785)","(4.8, 7.8, 6.225)","(61.0, 570.0, 472.0)"
08-12-2022 14:11:38.304263,"(1.8, 2.64, 2.3866666666666667)","(26.0, 100.0, 35.714285714285715)","(26.0, 80.0, 59.23076923076923)","(13.0, 28.0, 25.6)","(21.0, 55.0, 44.5)","(2.9, 5.0, 3.785)","(4.8, 7.8, 6.225)","(61.0, 570.0, 472.0)"
08-12-2022 14:11:39.399022,"(1.8, 2.64, 2.048888888888889)","(26.0, 100.0, 35.714285714285715)","(26.0, 80.0, 59.23076923076923)","(13.0, 28.0, 25.6)","(21.0, 55.0, 44.5)","(2.9, 5.0, 3.785)","(4.8, 7.8, 6.225)","(61.0, 570.0, 472.0)"
08-12-2022 14:11:40.541262,"(1.8, 2.62, 2.3733333333333335)","(26.0, 100.0, 35.714285714285715)","(26.0, 80.0, 59.23076923076923)","(13.0, 28.0, 25.6)","(21.0, 55.0, 44.5)","(2.9, 5.0, 3.785)","(4.8, 7.8, 6.225)","(61.0, 570.0, 428.57142857142856)"
08-12-2022 14:11:41.694159,"(1.8, 2.62, 2.3733333333333335)","(26.0, 100.0, 35.714285714285715)","(26.0, 80.0, 59.23076923076923)","(13.0, 28.0, 25.6)","(21.0, 55.0, 44.5)","(2.9, 5.0, 3.785)","(4.8, 7.8, 6.225)","(61.0, 570.0, 428.57142857142856)"
08-12-2022 14:11:42.812561,"(1.8, 2.62, 2.3733333333333335)","(26.0, 100.0, 35.714285714285715)","(26.0, 80.0, 59.23076923076923)","(13.0, 28.0, 25.6)","(21.0, 55.0, 44.5)","(2.9, 5.0, 3.785)","(4.8, 7.8, 6.225)","(61.0, 570.0, 428.57142857142856)"
08-12-2022 14:11:43.978201,"(1.8, 2.62, 2.3733333333333335)","(26.0, 100.0, 35.714285714285715)","(26.0, 80.0, 59.23076923076923)","(13.0, 28.0, 25.6)","(21.0, 55.0, 44.5)","(2.9, 5.0, 3.785)","(4.8, 7.8, 6.225)","(61.0, 570.0, 428.57142857142856)"
08-12-2022 14:11:45.204367,"(1.8, 2.62, 2.3733333333333335)","(26.0, 100.0, 35.714285714285715)","(26.0, 80.0, 59.23076923076923)","(13.0, 28.0, 25.6)","(21.0, 55.0, 44.5)","(2.9, 5.0, 3.785)","(4.8, 7.8, 6.225)","(61.0, 570.0, 428.57142857142856)"
08-12-2022 14:11:46.280771,"(1.8, 2.62, 2.3733333333333335)","(26.0, 100.0, 35.714285714285715)","(26.0, 80.0, 59.23076923076923)","(13.0, 28.0, 25.6)","(21.0, 55.0, 44.5)","(2.9, 5.0, 3.785)","(4.8, 7.8, 6.225)","(61.0, 570.0, 428.57142857142856)"
08-12-2022 14:11:47.367136,"(1.8, 2.62, 2.028)","(26.0, 100.0, 35.714285714285715)","(26.0, 80.0, 59.23076923076923)","(13.0, 28.0, 25.6)","(21.0, 55.0, 44.5)","(2.9, 5.0, 3.785)","(4.8, 7.8, 6.225)","(61.0, 570.0, 428.57142857142856)"
08-12-2022 14:11:48.587629,"(1.8, 2.62, 2.0444444444444443)","(26.0, 100.0, 35.714285714285715)","(26.0, 80.0, 59.23076923076923)","(13.0, 28.0, 25.6)","(21.0, 55.0, 44.5)","(2.9, 5.0, 3.785)","(4.8, 7.8, 6.225)","(61.0, 570.0, 428.57142857142856)"
08-12-2022 14:11:49.783618,"(1.8, 2.62, 2.25)","(26.0, 100.0, 35.714285714285715)","(26.0, 80.0, 59.23076923076923)","(13.0, 28.0, 25.6)","(21.0, 55.0, 44.5)","(2.9, 5.0, 3.785)","(4.8, 7.8, 6.225)","(61.0, 570.0, 428.57142857142856)"
08-12-2022 14:11:51.020683,"(1.8, 2.62, 2.109)","(26.0, 100.0, 35.714285714285715)","(26.0, 80.0, 59.23076923076923)","(13.0, 28.0, 25.6)","(21.0, 55.0, 44.5)","(2.9, 5.0, 3.785)","(4.8, 7.8, 6.225)","(61.0, 570.0, 428.57142857142856)"
08-12-2022 14:11:52.234693,"(1.8, 2.62, 2.109)","(26.0, 100.0, 35.714285714285715)","(26.0, 80.0, 59.23076923076923)","(13.0, 28.0, 25.6)","(21.0, 55.0, 44.5)","(2.9, 5.0, 3.785)","(4.8, 7.8, 6.225)","(61.0, 570.0, 428.57142857142856)"
08-12-2022 14:11:53.375077,"(1.8, 2.62, 2.102)","(26.0, 100.0, 35.714285714285715)","(26.0, 80.0, 59.23076923076923)","(13.0, 28.0, 25.6)","(21.0, 55.0, 44.5)","(2.9, 5.0, 3.785)","(4.8, 7.8, 6.225)","(61.0, 570.0, 428.57142857142856)"
08-12-2022 14:11:54.504294,"(1.8, 2.62, 2.2161538461538464)","(26.0, 100.0, 35.714285714285715)","(26.0, 80.0, 59.23076923076923)","(13.0, 28.0, 25.6)","(21.0, 55.0, 44.5)","(2.9, 5.0, 3.785)","(4.8, 7.8, 6.225)","(61.0, 570.0, 428.57142857142856)"
08-12-2022 14:11:55.618758,"(1.8, 2.7, 2.0775)","(26.0, 100.0, 35.714285714285715)","(26.0, 80.0, 59.23076923076923)","(13.0, 28.0, 25.6)","(21.0, 55.0, 44.5)","(2.9, 5.0, 3.785)","(4.8, 7.8, 6.225)","(61.0, 570.0, 428.57142857142856)"
08-12-2022 14:11:56.806336,"(1.8, 2.68, 2.4825)","(26.0, 100.0, 35.714285714285715)","(26.0, 80.0, 59.23076923076923)","(13.0, 27.0, 20.88888888888889)","(21.0, 55.0, 44.5)","(2.9, 5.0, 3.785)","(4.8, 7.8, 6.225)","(61.0, 570.0, 428.57142857142856)"
08-12-2022 14:11:57.949574,"(1.8, 2.66, 2.0055)","(26.0, 100.0, 35.714285714285715)","(26.0, 80.0, 59.23076923076923)","(13.0, 27.0, 20.88888888888889)","(21.0, 55.0, 41.0)","(2.9, 5.0, 3.785)","(4.8, 7.8, 6.225)","(61.0, 570.0, 428.57142857142856)"
08-12-2022 14:11:59.115960,"(1.8, 2.66, 1.9524324324324323)","(26.0, 100.0, 35.714285714285715)","(26.0, 80.0, 59.23076923076923)","(13.0, 27.0, 20.88888888888889)","(21.0, 55.0, 41.0)","(2.9, 5.0, 3.785)","(4.8, 7.8, 6.225)","(61.0, 570.0, 428.57142857142856)"
08-12-2022 14:12:00.344691,"(1.8, 2.66, 2.049545454545455)","(26.0, 100.0, 35.714285714285715)","(26.0, 80.0, 57.5)","(13.0, 27.0, 20.88888888888889)","(21.0, 55.0, 41.0)","(2.9, 5.0, 3.785)","(4.8, 7.8, 6.225)","(61.0, 570.0, 428.57142857142856)"
08-12-2022 14:12:01.518209,"(1.8, 2.66, 2.049545454545455)","(26.0, 100.0, 43.75)","(26.0, 80.0, 57.5)","(13.0, 27.0, 20.88888888888889)","(21.0, 55.0, 42.647058823529406)","(2.9, 5.0, 4.606060606060606)","(4.8, 7.8, 6.225)","(61.0, 570.0, 428.57142857142856)"
08-12-2022 14:12:02.718038,"(1.8, 2.64, 2.0578048780487808)","(26.0, 100.0, 43.75)","(26.0, 80.0, 62.33333333333333)","(13.0, 27.0, 20.88888888888889)","(21.0, 55.0, 45.285714285714285)","(2.9, 5.0, 4.647058823529411)","(4.8, 7.8, 6.225)","(61.0, 570.0, 428.57142857142856)"
08-12-2022 14:12:03.869235,"(1.8, 2.62, 2.0404545454545455)","(26.0, 100.0, 43.75)","(26.0, 80.0, 62.33333333333333)","(13.0, 27.0, 20.88888888888889)","(21.0, 55.0, 46.0)","(2.9, 5.0, 4.08125)","(4.8, 7.8, 6.225)","(61.0, 570.0, 428.57142857142856)"
08-12-2022 14:12:05.019489,"(1.8, 2.62, 2.0404545454545455)","(26.0, 100.0, 43.75)","(26.0, 80.0, 37.5)","(13.0, 27.0, 20.88888888888889)","(21.0, 55.0, 35.8)","(2.9, 5.0, 4.3109375)","(4.8, 7.8, 6.225)","(61.0, 570.0, 428.57142857142856)"
08-12-2022 14:12:06.088325,"(1.8, 2.62, 2.0404545454545455)","(26.0, 100.0, 43.75)","(26.0, 110.0, 40.57142857142857)","(13.0, 27.0, 20.88888888888889)","(21.0, 55.0, 35.8)","(2.9, 5.0, 4.3109375)","(4.8, 7.8, 6.225)","(31.0, 570.0, 428.57142857142856)"
08-12-2022 14:12:07.200439,"(1.8, 2.56, 2.4833333333333334)","(26.0, 100.0, 43.75)","(26.0, 110.0, 40.57142857142857)","(13.0, 27.0, 20.88888888888889)","(26.0, 55.0, 42.2)","(3.0, 5.0, 4.3109375)","(4.8, 7.8, 6.225)","(31.0, 570.0, 428.57142857142856)"
08-12-2022 14:12:08.276021,"(1.8, 2.56, 2.4833333333333334)","(26.0, 100.0, 43.75)","(26.0, 110.0, 40.57142857142857)","(13.0, 27.0, 20.88888888888889)","(26.0, 55.0, 35.8)","(3.0, 5.0, 4.3109375)","(4.8, 7.8, 6.225)","(31.0, 570.0, 428.57142857142856)"
08-12-2022 14:12:09.454447,"(1.8, 2.56, 2.4833333333333334)","(26.0, 120.0, 72.5)","(26.0, 110.0, 40.57142857142857)","(13.0, 27.0, 20.88888888888889)","(26.0, 55.0, 35.8)","(3.0, 5.0, 4.3109375)","(4.8, 6.8, 6.6)","(31.0, 570.0, 236.66666666666666)"
08-12-2022 14:12:10.660932,"(1.8, 2.56, 2.4833333333333334)","(26.0, 110.0, 81.66666666666666)","(26.0, 110.0, 40.57142857142857)","(13.0, 27.0, 20.88888888888889)","(26.0, 55.0, 35.8)","(3.0, 5.0, 4.3109375)","(4.8, 7.8, 6.6)","(31.0, 570.0, 236.66666666666666)"
08-12-2022 14:12:11.941427,"(1.8, 2.56, 2.4833333333333334)","(26.0, 110.0, 81.66666666666666)","(26.0, 110.0, 40.57142857142857)","(13.0, 27.0, 20.88888888888889)","(26.0, 55.0, 35.8)","(3.0, 5.0, 4.222727272727273)","(4.8, 7.8, 6.6)","(31.0, 570.0, 236.66666666666666)"
08-12-2022 14:12:13.159584,"(1.8, 2.54, 1.9946511627906978)","(26.0, 110.0, 81.66666666666666)","(26.0, 110.0, 40.57142857142857)","(13.0, 27.0, 20.88888888888889)","(26.0, 55.0, 35.8)","(3.0, 5.0, 4.389285714285714)","(4.8, 7.8, 6.6)","(31.0, 570.0, 236.66666666666666)"
08-12-2022 14:12:14.365421,"(1.8, 2.52, 2.4477777777777776)","(26.0, 110.0, 81.66666666666666)","(26.0, 110.0, 40.57142857142857)","(13.0, 27.0, 20.88888888888889)","(26.0, 55.0, 35.8)","(3.0, 5.0, 4.389285714285714)","(4.8, 7.8, 6.6)","(31.0, 570.0, 236.66666666666666)"
08-12-2022 14:12:15.533874,"(1.8, 2.48, 2.4122222222222223)","(26.0, 110.0, 67.85714285714286)","(26.0, 110.0, 40.57142857142857)","(13.0, 27.0, 24.0)","(26.0, 55.0, 35.8)","(3.0, 5.0, 4.389285714285714)","(4.8, 7.8, 6.6)","(31.0, 570.0, 236.66666666666666)"
08-12-2022 14:12:16.622847,"(1.8, 2.46, 1.9772727272727273)","(26.0, 100.0, 67.85714285714286)","(26.0, 110.0, 40.57142857142857)","(13.0, 26.0, 24.666666666666664)","(26.0, 55.0, 35.8)","(3.0, 5.0, 4.448275862068965)","(4.8, 7.8, 6.6)","(31.0, 570.0, 236.66666666666666)"
08-12-2022 14:12:17.741488,"(1.8, 2.44, 2.3766666666666665)","(26.0, 100.0, 67.85714285714286)","(26.0, 110.0, 40.57142857142857)","(13.0, 29.0, 24.666666666666664)","(26.0, 55.0, 35.8)","(3.0, 5.0, 4.391304347826087)","(4.8, 7.8, 6.6)","(31.0, 570.0, 236.66666666666666)"
08-12-2022 14:12:18.838624,"(1.8, 2.44, 2.3766666666666665)","(26.0, 100.0, 67.85714285714286)","(26.0, 110.0, 40.57142857142857)","(13.0, 29.0, 24.666666666666664)","(26.0, 55.0, 35.8)","(3.0, 5.0, 4.391304347826087)","(4.8, 7.8, 6.6)","(31.0, 570.0, 236.66666666666666)"
08-12-2022 14:12:19.944995,"(1.8, 2.44, 2.3766666666666665)","(26.0, 100.0, 81.0)","(26.0, 110.0, 40.57142857142857)","(13.0, 29.0, 26.4)","(26.0, 55.0, 35.8)","(3.0, 5.0, 4.391304347826087)","(4.8, 7.8, 6.6)","(31.0, 570.0, 236.66666666666666)"
08-12-2022 14:12:21.089990,"(1.8, 2.44, 2.004117647058824)","(26.0, 95.0, 81.0)","(26.0, 110.0, 40.57142857142857)","(13.0, 29.0, 24.666666666666664)","(26.0, 55.0, 35.8)","(3.0, 5.0, 4.391304347826087)","(4.8, 7.8, 6.6)","(31.0, 570.0, 236.66666666666666)"
08-12-2022 14:12:22.332247,"(1.8, 2.42, 1.9677777777777778)","(26.0, 95.0, 81.0)","(26.0, 110.0, 40.57142857142857)","(13.0, 29.0, 24.666666666666664)","(26.0, 55.0, 35.8)","(3.0, 5.0, 4.511111111111111)","(4.8, 7.8, 6.6)","(31.0, 570.0, 236.66666666666666)"
08-12-2022 14:12:23.481194,"(1.8, 2.4, 2.062727272727273)","(26.0, 95.0, 81.0)","(26.0, 110.0, 40.57142857142857)","(13.0, 29.0, 24.666666666666664)","(26.0, 55.0, 35.8)","(3.0, 5.0, 4.511111111111111)","(4.8, 7.8, 6.6)","(31.0, 570.0, 236.66666666666666)"
08-12-2022 14:12:24.547593,"(1.8, 2.38, 1.9586956521739132)","(26.0, 95.0, 81.0)","(26.0, 110.0, 40.57142857142857)","(13.0, 29.0, 24.666666666666664)","(26.0, 55.0, 35.8)","(3.0, 5.0, 4.56)","(4.8, 7.8, 6.6)","(31.0, 570.0, 236.66666666666666)"
08-12-2022 14:12:25.635318,"(1.8, 2.38, 1.9586956521739132)","(26.0, 95.0, 81.0)","(26.0, 110.0, 40.57142857142857)","(13.0, 29.0, 24.666666666666664)","(26.0, 55.0, 35.8)","(3.0, 5.0, 4.296)","(4.8, 7.8, 6.6)","(31.0, 570.0, 236.66666666666666)"
08-12-2022 14:12:26.741242,"(1.8, 2.38, 1.9586956521739132)","(26.0, 95.0, 81.0)","(26.0, 110.0, 40.57142857142857)","(13.0, 29.0, 24.666666666666664)","(26.0, 55.0, 35.8)","(3.0, 5.0, 4.323076923076923)","(4.8, 7.8, 6.6)","(31.0, 570.0, 236.66666666666666)"
08-12-2022 14:12:27.872731,"(1.8, 2.34, 1.9517391304347826)","(26.0, 95.0, 81.0)","(26.0, 100.0, 64.5)","(13.0, 29.0, 24.666666666666664)","(26.0, 55.0, 35.8)","(3.0, 5.0, 4.5285714285714285)","(4.8, 7.8, 6.6)","(31.0, 570.0, 236.66666666666666)"
08-12-2022 14:12:29.017898,"(1.8, 2.32, 2.27)","(26.0, 95.0, 81.0)","(26.0, 100.0, 64.5)","(13.0, 29.0, 24.666666666666664)","(26.0, 55.0, 35.8)","(3.0, 5.0, 4.5285714285714285)","(4.8, 7.8, 6.6)","(31.0, 570.0, 236.66666666666666)"
08-12-2022 14:12:30.135393,"(1.8, 2.32, 2.27)","(26.0, 95.0, 81.0)","(26.0, 100.0, 64.5)","(13.0, 29.0, 24.666666666666664)","(26.0, 55.0, 35.8)","(3.0, 5.0, 4.5285714285714285)","(4.8, 7.8, 6.6)","(31.0, 570.0, 236.66666666666666)"
08-12-2022 14:12:31.308264,"(1.8, 2.32, 2.27)","(26.0, 95.0, 81.0)","(26.0, 100.0, 64.5)","(13.0, 29.0, 24.666666666666664)","(26.0, 55.0, 35.8)","(3.0, 5.0, 4.5285714285714285)","(4.8, 7.8, 6.6)","(31.0, 570.0, 236.66666666666666)"
08-12-2022 14:12:32.534781,"(1.8, 2.32, 1.9482608695652175)","(26.0, 95.0, 89.25)","(26.0, 100.0, 64.5)","(13.0, 29.0, 24.666666666666664)","(26.0, 55.0, 35.8)","(3.0, 5.0, 4.620689655172414)","(4.8, 7.8, 6.6)","(31.0, 570.0, 236.66666666666666)"
08-12-2022 14:12:33.693339,"(1.8, 2.3, 1.9447826086956521)","(26.0, 95.0, 89.25)","(26.0, 100.0, 64.5)","(13.0, 29.0, 24.666666666666664)","(26.0, 55.0, 35.8)","(3.0, 5.0, 4.620689655172414)","(4.8, 7.8, 6.6)","(31.0, 570.0, 236.66666666666666)"
08-12-2022 14:12:34.923960,"(1.8, 2.3, 1.9447826086956521)","(26.0, 95.0, 80.08333333333334)","(26.0, 100.0, 64.5)","(13.0, 29.0, 24.666666666666664)","(26.0, 55.0, 35.8)","(3.0, 5.0, 4.620689655172414)","(4.8, 7.8, 6.6)","(31.0, 570.0, 236.66666666666666)"
08-12-2022 14:12:36.154532,"(1.8, 2.3, 1.910952380952381)","(26.0, 85.0, 80.08333333333334)","(26.0, 100.0, 64.5)","(13.0, 29.0, 24.666666666666664)","(26.0, 55.0, 40.23076923076923)","(3.0, 5.0, 4.45)","(4.8, 7.8, 6.6)","(31.0, 570.0, 236.66666666666666)"
08-12-2022 14:12:37.399870,"(1.8, 2.28, 1.9307407407407409)","(26.0, 85.0, 80.08333333333334)","(26.0, 100.0, 64.5)","(13.0, 29.0, 24.666666666666664)","(26.0, 55.0, 40.23076923076923)","(3.0, 5.0, 4.592592592592593)","(4.8, 7.8, 6.6)","(31.0, 570.0, 236.66666666666666)"
08-12-2022 14:12:38.675091,"(1.8, 2.26, 1.9033846153846152)","(26.0, 85.0, 80.08333333333334)","(26.0, 100.0, 40.57142857142857)","(13.0, 29.0, 24.666666666666664)","(26.0, 55.0, 40.23076923076923)","(3.0, 5.0, 4.592592592592593)","(4.8, 7.8, 6.6)","(31.0, 570.0, 317.5)"
08-12-2022 14:12:39.828680,"(1.8, 2.24, 2.17)","(26.0, 85.0, 80.08333333333334)","(26.0, 110.0, 40.57142857142857)","(13.0, 29.0, 24.666666666666664)","(26.0, 55.0, 40.23076923076923)","(3.0, 5.0, 4.592592592592593)","(4.8, 7.8, 6.6)","(31.0, 570.0, 317.5)"
08-12-2022 14:12:41.076465,"(1.8, 2.24, 2.0085714285714285)","(26.0, 85.0, 80.08333333333334)","(26.0, 110.0, 40.57142857142857)","(13.0, 29.0, 24.666666666666664)","(26.0, 55.0, 40.23076923076923)","(3.0, 5.0, 4.3839999999999995)","(4.8, 7.8, 6.6)","(31.0, 570.0, 317.5)"
08-12-2022 14:12:42.275978,"(1.8, 2.22, 1.92)","(26.0, 85.0, 80.08333333333334)","(26.0, 110.0, 52.66666666666667)","(13.0, 29.0, 24.666666666666664)","(26.0, 55.0, 39.5)","(3.0, 5.0, 4.4750000000000005)","(4.8, 7.8, 6.6)","(31.0, 570.0, 523.125)"
08-12-2022 14:12:43.360320,"(1.8, 2.2, 2.138)","(26.0, 85.0, 80.08333333333334)","(26.0, 100.0, 52.66666666666667)","(13.0, 29.0, 24.666666666666664)","(26.0, 55.0, 39.5)","(3.0, 4.7, 4.633333333333334)","(4.8, 7.8, 6.6)","(31.0, 590.0, 514.2857142857142)"
