,Big Time Brielle,Check Me Out,Big Time May,Big Time Punga,Big Time Brynley,Big Time Dora
04-01-2023 09:31:23.758332,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:31:24.580442,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:31:25.395959,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:31:26.215638,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:31:27.023971,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:31:27.833765,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:31:28.646638,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:31:29.466987,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:31:30.277095,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:31:31.093975,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:31:31.902296,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:31:32.726787,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:31:33.539279,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:31:34.361629,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:31:35.179373,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:31:35.998279,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:31:36.805123,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:31:37.629929,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:31:38.436317,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:31:39.247749,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:31:40.065494,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:31:40.886354,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:31:41.693627,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:31:42.510018,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:31:43.318500,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:31:44.140582,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:31:44.949780,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:31:45.776688,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:31:46.595349,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:31:47.415792,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:31:48.238442,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:31:49.063924,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:31:49.886437,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:31:50.703611,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:31:51.516736,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:31:52.337817,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:31:53.150913,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:31:53.977953,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:31:54.792609,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:31:55.608445,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:31:56.433293,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:31:57.248582,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:31:58.063969,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:31:58.887605,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:31:59.699711,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:00.526838,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:01.344507,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:02.164143,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:02.979538,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:03.797009,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:04.609389,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:05.436558,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:06.244511,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:07.063587,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:07.879818,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:08.700271,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:09.516256,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:10.329803,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:11.148379,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:11.963064,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:12.783471,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:13.604587,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:14.414139,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:15.223929,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:16.054212,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:16.867625,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:17.689823,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:18.498936,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:19.332963,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:20.151190,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:20.962239,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:21.775151,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:22.590309,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:23.414762,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:24.223196,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 21.583333333333336)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:25.037434,"(9.0, 42.0, 30.666666666666664)","(8.0, 30.0, 19.384615384615383)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:25.858109,"(9.0, 42.0, 30.666666666666664)","(8.0, 30.0, 19.384615384615383)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:26.670633,"(9.0, 42.0, 30.666666666666664)","(8.0, 30.0, 19.384615384615383)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:27.492769,"(9.0, 42.0, 30.666666666666664)","(8.0, 30.0, 19.384615384615383)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:28.303864,"(9.0, 42.0, 30.666666666666664)","(8.0, 30.0, 19.384615384615383)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:29.118723,"(9.0, 42.0, 30.666666666666664)","(8.0, 30.0, 19.384615384615383)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:29.944332,"(9.0, 42.0, 30.666666666666664)","(8.0, 30.0, 19.384615384615383)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:30.759222,"(9.0, 42.0, 30.666666666666664)","(8.0, 30.0, 19.384615384615383)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:31.581068,"(9.0, 42.0, 30.666666666666664)","(8.0, 30.0, 19.384615384615383)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:32.394200,"(9.0, 42.0, 30.666666666666664)","(8.0, 30.0, 19.384615384615383)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:33.211570,"(9.0, 42.0, 30.666666666666664)","(8.0, 30.0, 19.384615384615383)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:34.019228,"(9.0, 42.0, 30.666666666666664)","(8.0, 30.0, 19.384615384615383)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:34.836282,"(9.0, 42.0, 30.666666666666664)","(8.0, 30.0, 19.384615384615383)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:35.664453,"(9.0, 42.0, 30.666666666666664)","(8.0, 30.0, 19.384615384615383)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:36.484264,"(9.0, 42.0, 30.666666666666664)","(8.0, 30.0, 19.384615384615383)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:37.299873,"(9.0, 42.0, 30.666666666666664)","(8.0, 30.0, 19.384615384615383)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:38.109825,"(9.0, 42.0, 30.666666666666664)","(8.0, 30.0, 19.384615384615383)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:38.932955,"(9.0, 42.0, 30.666666666666664)","(8.0, 30.0, 19.384615384615383)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:39.760733,"(9.0, 42.0, 30.666666666666664)","(8.0, 30.0, 19.384615384615383)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:40.579215,"(9.0, 42.0, 30.666666666666664)","(8.0, 30.0, 19.384615384615383)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:41.403048,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 17.294117647058826)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:42.211850,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 17.294117647058826)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:43.029562,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 17.294117647058826)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:43.861535,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 17.294117647058826)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
04-01-2023 09:32:44.684644,"(9.0, 42.0, 30.666666666666664)","(8.0, 32.0, 17.294117647058826)","(12.0, 60.0, 54.42222222222223)","(3.5, 10.0, 7.171428571428571)","(1.95, 2.2, 2.1698924731182796)","(6.0, 23.0, 14.100000000000001)"
