,Bold Hunter,Kick On Command,Highground,Denims,Kaboom,Magic Palace,Gypsy Rozay,Motherlode
10-01-2023 15:28:42.910567,"(10.0, 21.0, 20.456521739130434)","(1.7, 1.77, 1.750909090909091)","(2.7, 3.8, 3.761904761904762)","(17.0, 36.0, 35.80952380952381)","(11.0, 18.5, 16.714285714285715)","(71.0, 150.0, 130.0)","(31.0, 90.0, 79.8)","(71.0, 190.0, 170.0)"
10-01-2023 15:28:43.916249,"(10.0, 21.0, 20.456521739130434)","(1.7, 1.77, 1.750909090909091)","(2.7, 3.8, 3.75)","(17.0, 36.0, 35.80952380952381)","(11.0, 18.5, 16.714285714285715)","(71.0, 150.0, 130.0)","(31.0, 90.0, 79.8)","(71.0, 190.0, 170.0)"
10-01-2023 15:28:44.943160,"(10.0, 21.0, 20.456521739130434)","(1.7, 1.77, 1.750909090909091)","(2.7, 3.8, 3.732)","(17.0, 36.0, 35.80952380952381)","(11.0, 18.5, 16.714285714285715)","(71.0, 150.0, 130.0)","(31.0, 90.0, 79.8)","(71.0, 190.0, 170.0)"
10-01-2023 15:28:46.041789,"(10.0, 21.0, 20.456521739130434)","(1.7, 1.77, 1.750909090909091)","(2.7, 3.8, 3.732)","(17.0, 36.0, 35.80952380952381)","(11.0, 18.5, 16.714285714285715)","(71.0, 150.0, 130.0)","(31.0, 90.0, 79.8)","(71.0, 190.0, 170.0)"
10-01-2023 15:28:47.128403,"(10.0, 21.0, 20.456521739130434)","(1.7, 1.77, 1.750909090909091)","(2.7, 3.8, 3.732)","(17.0, 36.0, 35.80952380952381)","(11.0, 18.5, 16.714285714285715)","(71.0, 150.0, 130.0)","(31.0, 90.0, 79.8)","(71.0, 190.0, 170.0)"
10-01-2023 15:28:48.267136,"(10.0, 21.0, 20.456521739130434)","(1.7, 1.77, 1.750909090909091)","(2.7, 3.8, 3.732)","(17.0, 36.0, 35.80952380952381)","(11.0, 18.5, 16.714285714285715)","(71.0, 150.0, 130.0)","(31.0, 90.0, 79.8)","(71.0, 190.0, 170.0)"
10-01-2023 15:28:49.391441,"(10.0, 21.0, 20.456521739130434)","(1.7, 1.77, 1.750909090909091)","(2.7, 3.8, 3.825)","(17.0, 36.0, 35.77777777777778)","(11.0, 18.5, 17.0)","(71.0, 150.0, 130.0)","(31.0, 90.0, 79.8)","(71.0, 190.0, 170.0)"
10-01-2023 15:28:50.535984,"(10.0, 21.0, 20.342105263157894)","(1.7, 1.76, 1.7491666666666668)","(2.7, 3.85, 3.8473684210526318)","(17.0, 36.0, 35.80952380952381)","(11.0, 18.5, 17.346153846153847)","(71.0, 150.0, 130.0)","(31.0, 90.0, 79.8)","(71.0, 190.0, 170.0)"
10-01-2023 15:28:51.604459,"(10.0, 21.0, 20.565217391304348)","(1.7, 1.75, 1.7496710526315788)","(2.7, 3.85, 3.8475)","(17.0, 36.0, 35.80952380952381)","(11.0, 18.5, 17.27777777777778)","(71.0, 150.0, 130.0)","(31.0, 90.0, 69.0)","(71.0, 190.0, 173.63636363636363)"
10-01-2023 15:28:52.598833,"(10.0, 21.0, 20.545454545454547)","(1.7, 1.78, 1.7775)","(2.7, 3.9, 3.8666666666666667)","(17.0, 36.0, 35.5)","(11.0, 17.5, 17.27777777777778)","(71.0, 150.0, 135.71428571428572)","(31.0, 90.0, 73.0)","(71.0, 190.0, 167.5)"
10-01-2023 15:28:53.672607,"(10.0, 21.0, 20.545454545454547)","(1.7, 1.75, 1.7411764705882353)","(2.7, 4.0, 3.9571428571428573)","(17.0, 36.0, 35.333333333333336)","(11.0, 18.5, 16.833333333333332)","(71.0, 150.0, 123.33333333333333)","(31.0, 85.0, 73.0)","(71.0, 190.0, 167.5)"
10-01-2023 15:28:54.783001,"(10.0, 21.0, 20.545454545454547)","(1.7, 1.75, 1.7411764705882353)","(2.7, 4.0, 3.933333333333333)","(17.0, 36.0, 35.4375)","(11.0, 18.5, 17.973684210526315)","(71.0, 150.0, 123.33333333333333)","(31.0, 85.0, 73.0)","(71.0, 190.0, 167.5)"
10-01-2023 15:28:56.021357,"(10.0, 21.0, 20.545454545454547)","(1.7, 1.75, 1.7411764705882353)","(2.7, 4.0, 3.933333333333333)","(17.0, 36.0, 34.10526315789474)","(11.0, 18.5, 17.973684210526315)","(71.0, 150.0, 123.33333333333333)","(31.0, 85.0, 73.0)","(71.0, 190.0, 167.5)"
10-01-2023 15:28:57.043468,"(10.0, 21.0, 20.545454545454547)","(1.7, 1.75, 1.7411764705882353)","(2.7, 4.0, 3.933333333333333)","(17.0, 36.0, 34.10526315789474)","(11.0, 18.5, 17.973684210526315)","(71.0, 150.0, 123.33333333333333)","(31.0, 85.0, 73.0)","(71.0, 190.0, 167.5)"
10-01-2023 15:28:58.082721,"(10.0, 21.0, 20.545454545454547)","(1.7, 1.75, 1.7411764705882353)","(2.7, 4.0, 3.933333333333333)","(17.0, 36.0, 34.10526315789474)","(11.0, 18.5, 17.973684210526315)","(71.0, 150.0, 123.33333333333333)","(31.0, 85.0, 73.0)","(71.0, 190.0, 167.5)"
10-01-2023 15:28:59.159973,"(10.0, 21.0, 20.545454545454547)","(1.7, 1.74, 1.7354285714285713)","(2.7, 4.0, 3.9363636363636365)","(17.0, 36.0, 31.428571428571427)","(11.0, 18.5, 17.973684210526315)","(61.0, 150.0, 123.33333333333333)","(31.0, 85.0, 73.0)","(71.0, 190.0, 167.5)"
10-01-2023 15:29:00.270345,"(10.0, 21.0, 20.545454545454547)","(1.7, 1.73, 1.725593220338983)","(2.7, 4.0, 3.95)","(17.0, 36.0, 32.8)","(11.0, 18.5, 17.973684210526315)","(61.0, 150.0, 123.33333333333333)","(31.0, 85.0, 73.0)","(71.0, 190.0, 167.5)"
10-01-2023 15:29:01.354913,"(10.0, 21.0, 20.523809523809526)","(1.7, 1.73, 1.72)","(2.7, 4.0, 3.95)","(17.0, 36.0, 32.8)","(11.0, 18.5, 17.973684210526315)","(61.0, 150.0, 123.33333333333333)","(31.0, 85.0, 73.0)","(71.0, 190.0, 167.5)"
10-01-2023 15:29:02.414669,"(10.0, 21.0, 20.523809523809526)","(1.7, 1.73, 1.72)","(2.7, 4.0, 3.95)","(17.0, 36.0, 32.8)","(11.0, 18.5, 17.973684210526315)","(61.0, 150.0, 123.33333333333333)","(31.0, 85.0, 73.0)","(71.0, 190.0, 167.5)"
10-01-2023 15:29:03.635340,"(10.0, 21.0, 20.523809523809526)","(1.7, 1.72, 1.707741935483871)","(2.7, 4.1, 3.936363636363636)","(17.0, 36.0, 33.09090909090909)","(11.0, 17.5, 17.375)","(61.0, 150.0, 123.33333333333333)","(31.0, 85.0, 73.0)","(71.0, 190.0, 167.5)"
10-01-2023 15:29:04.770407,"(10.0, 21.0, 20.523809523809526)","(1.7, 1.72, 1.707741935483871)","(2.7, 4.1, 3.936363636363636)","(17.0, 36.0, 33.09090909090909)","(11.0, 17.5, 16.642857142857142)","(61.0, 150.0, 123.33333333333333)","(31.0, 85.0, 73.0)","(71.0, 190.0, 167.5)"
10-01-2023 15:29:05.851450,"(10.0, 21.0, 20.523809523809526)","(1.7, 1.74, 1.7203125)","(2.7, 4.1, 3.936363636363636)","(17.0, 36.0, 34.0)","(11.0, 17.5, 16.642857142857142)","(61.0, 150.0, 123.33333333333333)","(31.0, 85.0, 72.5)","(71.0, 190.0, 167.5)"
10-01-2023 15:29:06.863719,"(10.0, 21.0, 20.964285714285715)","(1.7, 1.74, 1.7194285714285713)","(2.7, 4.0, 3.95)","(17.0, 36.0, 34.0)","(11.0, 17.5, 16.441176470588236)","(61.0, 150.0, 123.33333333333333)","(31.0, 85.0, 72.5)","(71.0, 190.0, 167.5)"
10-01-2023 15:29:07.946305,"(10.0, 21.0, 20.964285714285715)","(1.7, 1.73, 1.72875)","(2.7, 4.1, 3.985294117647059)","(17.0, 36.0, 33.53846153846154)","(11.0, 17.5, 17.3)","(61.0, 150.0, 123.33333333333333)","(31.0, 85.0, 73.88888888888889)","(71.0, 190.0, 167.5)"
10-01-2023 15:29:09.020329,"(10.0, 21.0, 20.964285714285715)","(1.7, 1.73, 1.7275)","(2.7, 4.1, 3.985294117647059)","(17.0, 36.0, 33.53846153846154)","(11.0, 17.5, 16.333333333333332)","(61.0, 150.0, 123.33333333333333)","(31.0, 85.0, 73.88888888888889)","(71.0, 190.0, 167.5)"
10-01-2023 15:29:10.091035,"(10.0, 21.0, 20.964285714285715)","(1.7, 1.73, 1.7263636363636363)","(2.7, 4.1, 4.038095238095238)","(17.0, 36.0, 33.53846153846154)","(11.0, 18.0, 16.333333333333332)","(61.0, 150.0, 123.33333333333333)","(31.0, 85.0, 78.33333333333333)","(71.0, 190.0, 167.5)"
10-01-2023 15:29:11.117897,"(10.0, 22.0, 21.166666666666668)","(1.7, 1.73, 1.7263636363636363)","(2.7, 4.1, 4.038095238095238)","(17.0, 36.0, 33.53846153846154)","(11.0, 18.0, 16.333333333333332)","(61.0, 150.0, 123.33333333333333)","(31.0, 85.0, 78.33333333333333)","(71.0, 190.0, 167.5)"
10-01-2023 15:29:12.192121,"(10.0, 22.0, 21.166666666666668)","(1.7, 1.73, 1.7263636363636363)","(2.7, 4.1, 4.038095238095238)","(17.0, 36.0, 33.53846153846154)","(11.0, 18.0, 16.333333333333332)","(61.0, 150.0, 123.33333333333333)","(31.0, 85.0, 78.33333333333333)","(71.0, 190.0, 167.5)"
10-01-2023 15:29:13.300130,"(10.0, 22.0, 21.166666666666668)","(1.7, 1.73, 1.7263636363636363)","(2.7, 4.1, 4.01875)","(17.0, 36.0, 33.53846153846154)","(11.0, 18.0, 16.333333333333332)","(61.0, 150.0, 123.33333333333333)","(31.0, 85.0, 78.33333333333333)","(71.0, 190.0, 167.5)"
10-01-2023 15:29:14.327253,"(10.0, 22.0, 21.076923076923077)","(1.7, 1.73, 1.7263636363636363)","(2.7, 4.1, 4.01875)","(17.0, 36.0, 33.53846153846154)","(11.0, 18.0, 16.333333333333332)","(61.0, 150.0, 123.33333333333333)","(31.0, 85.0, 78.33333333333333)","(71.0, 190.0, 167.5)"
10-01-2023 15:29:15.426736,"(10.0, 22.0, 21.076923076923077)","(1.7, 1.73, 1.7263636363636363)","(2.7, 4.1, 3.9725)","(17.0, 36.0, 33.53846153846154)","(11.0, 18.0, 16.333333333333332)","(61.0, 150.0, 123.33333333333333)","(31.0, 85.0, 78.33333333333333)","(71.0, 190.0, 167.5)"
10-01-2023 15:29:16.556704,"(10.0, 22.0, 21.076923076923077)","(1.7, 1.73, 1.7103448275862068)","(2.7, 4.1, 3.982758620689655)","(17.0, 36.0, 33.53846153846154)","(11.0, 18.0, 16.333333333333332)","(61.0, 150.0, 123.33333333333333)","(31.0, 85.0, 78.33333333333333)","(71.0, 190.0, 167.5)"
10-01-2023 15:29:17.827323,"(10.0, 22.0, 21.076923076923077)","(1.7, 1.73, 1.7103448275862068)","(2.8, 4.1, 3.982758620689655)","(17.0, 36.0, 33.53846153846154)","(11.0, 18.0, 16.333333333333332)","(61.0, 150.0, 123.33333333333333)","(31.0, 85.0, 78.33333333333333)","(71.0, 190.0, 167.5)"
10-01-2023 15:29:19.021732,"(10.0, 22.0, 21.076923076923077)","(1.7, 1.73, 1.7103448275862068)","(2.8, 4.1, 3.982758620689655)","(17.0, 36.0, 33.53846153846154)","(11.0, 18.0, 16.5)","(61.0, 150.0, 123.33333333333333)","(31.0, 85.0, 78.33333333333333)","(71.0, 190.0, 167.5)"
10-01-2023 15:29:20.164356,"(10.0, 22.0, 21.294117647058822)","(1.7, 1.73, 1.7103448275862068)","(2.8, 4.1, 3.982758620689655)","(17.0, 36.0, 33.53846153846154)","(11.0, 18.0, 16.5)","(61.0, 150.0, 123.33333333333333)","(31.0, 85.0, 78.33333333333333)","(71.0, 190.0, 167.5)"
10-01-2023 15:29:21.305398,"(10.0, 25.0, 24.0)","(1.7, 1.72, 1.7054054054054053)","(2.8, 4.0, 3.94)","(17.0, 36.0, 33.53846153846154)","(11.0, 18.0, 16.714285714285715)","(61.0, 150.0, 123.33333333333333)","(31.0, 85.0, 73.0)","(71.0, 190.0, 176.15384615384613)"
10-01-2023 15:29:22.574540,"(10.0, 27.0, 24.38095238095238)","(1.7, 1.71, 1.7005263157894737)","(2.8, 4.0, 3.94)","(17.0, 36.0, 33.53846153846154)","(11.0, 18.0, 16.714285714285715)","(61.0, 150.0, 123.33333333333333)","(31.0, 85.0, 73.0)","(71.0, 190.0, 176.15384615384613)"
10-01-2023 15:29:23.613468,"(10.0, 27.0, 24.77777777777778)","(1.7, 1.71, 1.7005263157894737)","(2.8, 4.0, 3.94)","(17.0, 36.0, 33.53846153846154)","(11.0, 18.0, 16.714285714285715)","(61.0, 150.0, 123.33333333333333)","(31.0, 85.0, 73.0)","(71.0, 190.0, 176.15384615384613)"
10-01-2023 15:29:24.730364,"(10.0, 27.0, 25.61111111111111)","(1.7, 1.71, 1.7093835616438355)","(2.8, 4.0, 3.94)","(17.0, 36.0, 33.53846153846154)","(11.0, 18.0, 17.0)","(61.0, 150.0, 123.33333333333333)","(31.0, 85.0, 73.0)","(71.0, 190.0, 176.15384615384613)"
10-01-2023 15:29:25.840565,"(10.0, 27.0, 25.235294117647058)","(1.7, 1.72, 1.7057894736842105)","(2.8, 4.0, 3.94)","(17.0, 36.0, 33.53846153846154)","(11.0, 17.5, 17.0)","(61.0, 150.0, 123.33333333333333)","(31.0, 85.0, 73.0)","(71.0, 190.0, 176.15384615384613)"
10-01-2023 15:29:27.023529,"(10.0, 27.0, 25.0)","(1.7, 1.72, 1.7026506024096386)","(2.8, 4.0, 3.948148148148148)","(17.0, 36.0, 33.53846153846154)","(11.0, 17.5, 17.0)","(61.0, 150.0, 123.33333333333333)","(31.0, 85.0, 73.0)","(71.0, 190.0, 176.15384615384613)"
10-01-2023 15:29:28.247443,"(10.0, 27.0, 25.0)","(1.7, 1.72, 1.7026506024096386)","(2.8, 4.0, 3.926)","(17.0, 36.0, 33.53846153846154)","(11.0, 17.5, 17.0)","(61.0, 150.0, 138.57142857142858)","(31.0, 85.0, 73.0)","(71.0, 190.0, 176.15384615384613)"
10-01-2023 15:29:29.364923,"(10.0, 27.0, 25.076923076923077)","(1.7, 1.72, 1.7026506024096386)","(2.8, 3.95, 3.926)","(17.0, 36.0, 33.53846153846154)","(11.0, 17.5, 17.0)","(61.0, 150.0, 138.57142857142858)","(31.0, 85.0, 73.0)","(71.0, 190.0, 176.15384615384613)"
10-01-2023 15:29:30.454378,"(10.0, 27.0, 25.076923076923077)","(1.7, 1.72, 1.7026506024096386)","(2.8, 3.9, 3.8555555555555556)","(17.0, 36.0, 33.53846153846154)","(11.0, 17.5, 17.0)","(61.0, 150.0, 138.57142857142858)","(31.0, 85.0, 73.0)","(71.0, 190.0, 176.15384615384613)"
10-01-2023 15:29:31.552349,"(10.0, 27.0, 25.076923076923077)","(1.7, 1.72, 1.7026506024096386)","(2.8, 3.9, 3.8555555555555556)","(17.0, 36.0, 33.53846153846154)","(11.0, 17.5, 17.0)","(61.0, 150.0, 136.66666666666666)","(31.0, 85.0, 73.0)","(71.0, 190.0, 176.15384615384613)"
10-01-2023 15:29:32.721778,"(10.0, 27.0, 25.076923076923077)","(1.7, 1.72, 1.712222222222222)","(2.8, 3.9, 3.844)","(17.0, 36.0, 33.53846153846154)","(11.0, 17.5, 17.0)","(61.0, 150.0, 130.0)","(31.0, 85.0, 78.33333333333333)","(71.0, 190.0, 176.15384615384613)"
10-01-2023 15:29:33.897128,"(10.0, 27.0, 25.076923076923077)","(1.7, 1.72, 1.7109999999999999)","(2.8, 3.9, 3.8499999999999996)","(17.0, 36.0, 33.53846153846154)","(11.0, 17.5, 17.0)","(61.0, 150.0, 130.0)","(31.0, 85.0, 78.33333333333333)","(71.0, 190.0, 176.15384615384613)"
10-01-2023 15:29:35.029417,"(10.0, 27.0, 23.363636363636363)","(1.7, 1.72, 1.7111475409836066)","(2.8, 3.9, 3.8499999999999996)","(17.0, 36.0, 35.2)","(11.0, 17.5, 16.8)","(61.0, 150.0, 130.0)","(31.0, 85.0, 78.33333333333333)","(71.0, 190.0, 182.5)"
10-01-2023 15:29:36.174450,"(10.0, 27.0, 23.363636363636363)","(1.7, 1.72, 1.7111475409836066)","(2.8, 3.9, 3.8499999999999996)","(17.0, 36.0, 32.5)","(11.0, 17.5, 16.8)","(61.0, 150.0, 130.0)","(31.0, 85.0, 78.33333333333333)","(71.0, 220.0, 192.22222222222223)"
10-01-2023 15:29:37.265964,"(10.0, 27.0, 23.666666666666668)","(1.7, 1.71, 1.7094389438943893)","(2.8, 3.9, 3.8499999999999996)","(17.0, 36.0, 32.5)","(11.0, 17.5, 16.8)","(61.0, 150.0, 130.0)","(31.0, 85.0, 78.33333333333333)","(71.0, 210.0, 192.22222222222223)"
10-01-2023 15:29:38.354975,"(10.0, 27.0, 23.666666666666668)","(1.65, 1.72, 1.715754189944134)","(2.8, 3.9, 3.8499999999999996)","(17.0, 36.0, 32.5)","(11.0, 17.5, 16.928571428571427)","(61.0, 150.0, 130.0)","(31.0, 85.0, 78.33333333333333)","(71.0, 210.0, 192.22222222222223)"
10-01-2023 15:29:39.441485,"(10.0, 27.0, 23.666666666666668)","(1.65, 1.72, 1.715754189944134)","(2.8, 3.9, 3.8499999999999996)","(17.0, 36.0, 32.5)","(11.0, 17.5, 16.928571428571427)","(61.0, 150.0, 130.0)","(31.0, 85.0, 78.33333333333333)","(71.0, 210.0, 192.22222222222223)"
10-01-2023 15:29:40.581017,"(10.0, 27.0, 23.666666666666668)","(1.65, 1.72, 1.715754189944134)","(2.8, 3.9, 3.8318181818181816)","(17.0, 36.0, 33.666666666666664)","(11.0, 17.5, 16.8)","(61.0, 150.0, 130.0)","(31.0, 85.0, 78.33333333333333)","(71.0, 210.0, 187.14285714285714)"
10-01-2023 15:29:41.764542,"(10.0, 27.0, 23.666666666666668)","(1.65, 1.72, 1.712987012987013)","(2.8, 3.9, 3.8166666666666664)","(17.0, 36.0, 33.666666666666664)","(11.0, 17.5, 16.928571428571427)","(61.0, 150.0, 130.0)","(31.0, 85.0, 78.33333333333333)","(71.0, 210.0, 188.33333333333331)"
10-01-2023 15:29:43.004966,"(10.0, 27.0, 23.666666666666668)","(1.65, 1.72, 1.712987012987013)","(2.8, 3.9, 3.8166666666666664)","(17.0, 36.0, 33.666666666666664)","(11.0, 17.5, 16.928571428571427)","(61.0, 150.0, 130.0)","(31.0, 85.0, 78.33333333333333)","(71.0, 200.0, 175.0)"
10-01-2023 15:29:44.188619,"(10.0, 27.0, 23.666666666666668)","(1.65, 1.72, 1.712987012987013)","(2.8, 3.9, 3.8166666666666664)","(17.0, 36.0, 33.666666666666664)","(11.0, 17.5, 16.833333333333332)","(61.0, 150.0, 130.0)","(31.0, 85.0, 73.88888888888889)","(71.0, 190.0, 167.5)"
10-01-2023 15:29:45.227085,"(10.0, 27.0, 23.666666666666668)","(1.65, 1.72, 1.7129113924050632)","(2.8, 3.9, 3.8166666666666664)","(17.0, 36.0, 33.666666666666664)","(11.0, 17.5, 17.1)","(61.0, 150.0, 126.0)","(31.0, 85.0, 73.88888888888889)","(71.0, 180.0, 155.0)"
10-01-2023 15:29:46.329763,"(10.0, 27.0, 23.666666666666668)","(1.65, 1.72, 1.7121495327102803)","(2.8, 3.9, 3.8583333333333334)","(17.0, 36.0, 33.666666666666664)","(11.0, 17.5, 17.1)","(61.0, 150.0, 118.0)","(31.0, 85.0, 73.88888888888889)","(71.0, 180.0, 155.0)"
10-01-2023 15:29:47.484269,"(10.0, 27.0, 23.666666666666668)","(1.65, 1.72, 1.7121495327102803)","(2.8, 3.9, 3.8583333333333334)","(17.0, 36.0, 33.666666666666664)","(11.0, 17.5, 17.1)","(61.0, 150.0, 123.33333333333333)","(31.0, 85.0, 73.88888888888889)","(71.0, 180.0, 155.0)"
10-01-2023 15:29:48.631685,"(10.0, 27.0, 23.666666666666668)","(1.65, 1.72, 1.7121495327102803)","(2.8, 3.9, 3.8659090909090907)","(17.0, 36.0, 33.666666666666664)","(11.0, 17.5, 17.1)","(61.0, 150.0, 123.33333333333333)","(31.0, 85.0, 68.33333333333333)","(71.0, 180.0, 155.0)"
10-01-2023 15:29:49.802877,"(10.0, 27.0, 25.0)","(1.65, 1.72, 1.7154098360655738)","(2.8, 3.9, 3.8659090909090907)","(17.0, 36.0, 33.666666666666664)","(11.0, 17.5, 17.1)","(61.0, 150.0, 123.33333333333333)","(31.0, 85.0, 69.0)","(71.0, 180.0, 155.0)"
10-01-2023 15:29:50.951314,"(10.0, 27.0, 24.25)","(1.65, 1.72, 1.7154098360655738)","(2.8, 3.9, 3.8659090909090907)","(17.0, 36.0, 35.38461538461539)","(11.0, 17.5, 17.1)","(61.0, 150.0, 123.33333333333333)","(31.0, 85.0, 69.0)","(71.0, 180.0, 152.72727272727272)"
10-01-2023 15:29:52.124594,"(10.0, 27.0, 24.25)","(1.65, 1.72, 1.7154098360655738)","(2.8, 3.9, 3.8659090909090907)","(17.0, 36.0, 35.38461538461539)","(11.0, 17.5, 17.1)","(61.0, 150.0, 123.33333333333333)","(31.0, 85.0, 69.0)","(71.0, 180.0, 152.72727272727272)"
10-01-2023 15:29:53.199774,"(10.0, 27.0, 24.25)","(1.65, 1.72, 1.7152136752136753)","(2.8, 3.9, 3.8659090909090907)","(17.0, 36.0, 35.38461538461539)","(11.0, 17.5, 17.1)","(61.0, 150.0, 123.33333333333333)","(31.0, 85.0, 69.0)","(71.0, 180.0, 152.72727272727272)"
10-01-2023 15:29:54.256620,"(10.0, 27.0, 25.22222222222222)","(1.65, 1.71, 1.709)","(2.8, 3.9, 3.8659090909090907)","(17.0, 36.0, 35.38461538461539)","(11.0, 17.5, 17.1)","(61.0, 150.0, 123.33333333333333)","(31.0, 85.0, 69.0)","(71.0, 180.0, 152.72727272727272)"
10-01-2023 15:29:55.317038,"(10.0, 27.0, 25.76923076923077)","(1.65, 1.71, 1.709)","(2.8, 3.9, 3.8659090909090907)","(17.0, 36.0, 35.38461538461539)","(11.0, 17.5, 17.1)","(61.0, 150.0, 123.33333333333333)","(31.0, 85.0, 69.0)","(71.0, 180.0, 152.72727272727272)"
10-01-2023 15:29:56.467808,"(10.0, 27.0, 26.238095238095237)","(1.65, 1.71, 1.709)","(2.8, 3.9, 3.8659090909090907)","(17.0, 36.0, 35.38461538461539)","(11.0, 17.5, 17.1)","(61.0, 150.0, 123.33333333333333)","(31.0, 85.0, 69.0)","(71.0, 180.0, 152.72727272727272)"
10-01-2023 15:29:57.726514,"(10.0, 27.0, 26.238095238095237)","(1.65, 1.71, 1.709)","(2.8, 3.9, 3.8659090909090907)","(17.0, 36.0, 35.38461538461539)","(11.0, 17.5, 17.30952380952381)","(61.0, 150.0, 123.33333333333333)","(31.0, 85.0, 69.0)","(71.0, 180.0, 152.72727272727272)"
10-01-2023 15:29:58.969686,"(10.0, 27.0, 26.0)","(1.65, 1.71, 1.7077952755905512)","(2.8, 3.9, 3.8558823529411765)","(17.0, 36.0, 35.38461538461539)","(11.0, 17.5, 17.30952380952381)","(61.0, 150.0, 123.33333333333333)","(31.0, 85.0, 65.0)","(71.0, 180.0, 152.72727272727272)"
10-01-2023 15:30:00.152061,"(10.0, 27.0, 25.666666666666668)","(1.65, 1.72, 1.7120754716981132)","(3.0, 3.9, 3.8375)","(17.0, 36.0, 34.0)","(12.0, 17.5, 17.30952380952381)","(71.0, 150.0, 123.33333333333333)","(31.0, 85.0, 63.333333333333336)","(81.0, 180.0, 152.72727272727272)"
10-01-2023 15:30:01.246194,"(10.0, 27.0, 25.285714285714285)","(1.65, 1.72, 1.7152676056338028)","(3.0, 3.9, 3.8375)","(17.0, 36.0, 34.0)","(12.0, 17.5, 17.272727272727273)","(71.0, 150.0, 123.33333333333333)","(31.0, 80.0, 63.333333333333336)","(81.0, 180.0, 152.72727272727272)"
10-01-2023 15:30:02.326759,"(10.0, 27.0, 25.285714285714285)","(1.65, 1.72, 1.7126315789473683)","(3.0, 3.9, 3.8375)","(17.0, 36.0, 34.0)","(12.0, 17.5, 17.282608695652172)","(71.0, 150.0, 123.33333333333333)","(31.0, 80.0, 65.0)","(81.0, 180.0, 152.72727272727272)"
10-01-2023 15:30:03.420782,"(10.0, 27.0, 26.2)","(1.65, 1.72, 1.7139784946236558)","(3.0, 3.85, 3.806779661016949)","(17.0, 36.0, 35.90909090909091)","(12.0, 17.5, 17.282608695652172)","(71.0, 150.0, 143.33333333333334)","(31.0, 75.0, 73.66666666666667)","(81.0, 180.0, 158.1818181818182)"
10-01-2023 15:30:04.523604,"(10.0, 27.0, 26.822222222222223)","(1.65, 1.69, 1.683763440860215)","(3.0, 4.0, 3.9491071428571427)","(17.0, 36.0, 35.90909090909091)","(12.0, 17.5, 17.282608695652172)","(71.0, 150.0, 155.0)","(31.0, 75.0, 75.83333333333333)","(81.0, 180.0, 165.0)"
10-01-2023 15:30:05.639341,"(10.0, 27.0, 26.822222222222223)","(1.65, 1.69, 1.6826923076923077)","(3.0, 4.0, 3.9474137931034483)","(17.0, 36.0, 35.90909090909091)","(12.0, 17.5, 17.045454545454547)","(71.0, 180.0, 156.66666666666666)","(31.0, 90.0, 81.66666666666667)","(81.0, 180.0, 170.0)"
10-01-2023 15:30:06.789158,"(10.0, 27.0, 26.75)","(1.65, 1.69, 1.6857013574660633)","(3.0, 4.0, 3.9474137931034483)","(17.0, 36.0, 35.90909090909091)","(12.0, 17.5, 17.045454545454547)","(71.0, 170.0, 156.66666666666666)","(31.0, 85.0, 81.66666666666667)","(81.0, 180.0, 170.0)"
10-01-2023 15:30:08.026749,"(10.0, 27.0, 26.75)","(1.65, 1.68, 1.6726086956521737)","(3.0, 4.0, 3.973333333333333)","(17.0, 36.0, 35.90909090909091)","(12.0, 17.5, 17.045454545454547)","(71.0, 170.0, 156.66666666666666)","(31.0, 85.0, 75.83333333333333)","(81.0, 180.0, 170.76923076923077)"
10-01-2023 15:30:09.174762,"(10.0, 27.0, 26.75)","(1.65, 1.68, 1.6719047619047618)","(3.0, 4.0, 3.9873015873015873)","(17.0, 36.0, 35.90909090909091)","(12.0, 17.5, 17.045454545454547)","(71.0, 170.0, 156.66666666666666)","(31.0, 90.0, 75.83333333333333)","(81.0, 180.0, 170.76923076923077)"
10-01-2023 15:30:10.246688,"(10.0, 27.0, 26.75)","(1.65, 1.68, 1.6719047619047618)","(3.0, 4.0, 3.9873015873015873)","(17.0, 36.0, 35.90909090909091)","(12.0, 17.5, 17.045454545454547)","(71.0, 170.0, 156.66666666666666)","(31.0, 90.0, 75.83333333333333)","(81.0, 180.0, 170.76923076923077)"
10-01-2023 15:30:11.419827,"(10.0, 27.0, 26.75)","(1.65, 1.68, 1.6719047619047618)","(3.0, 4.0, 3.9873015873015873)","(17.0, 36.0, 35.90909090909091)","(12.0, 17.5, 17.045454545454547)","(71.0, 170.0, 156.66666666666666)","(31.0, 90.0, 75.83333333333333)","(81.0, 180.0, 170.76923076923077)"
10-01-2023 15:30:12.620339,"(10.0, 27.0, 26.75)","(1.65, 1.68, 1.6719047619047618)","(3.0, 4.0, 3.988888888888889)","(17.0, 36.0, 35.90909090909091)","(12.0, 17.5, 17.045454545454547)","(71.0, 170.0, 156.66666666666666)","(31.0, 90.0, 75.83333333333333)","(81.0, 180.0, 170.76923076923077)"
10-01-2023 15:30:13.824046,"(10.0, 27.0, 26.866666666666667)","(1.65, 1.68, 1.6719047619047618)","(3.0, 4.0, 3.9846153846153847)","(17.0, 36.0, 35.90909090909091)","(12.0, 17.5, 17.03125)","(71.0, 170.0, 156.66666666666666)","(31.0, 90.0, 75.83333333333333)","(81.0, 180.0, 170.76923076923077)"
