,Maxima,Diamond Neena,Clarks A Lark,Nighthawk Jink,Homebush Sparkle,Homebush Bentley,Know Gloating,Sozins Royal
05-01-2023 13:53:45.150119,"(2.3, 3.6, 3.0)","(3.3, 6.2, 5.25)","(5.5, 10.0, 9.45)","(5.5, 10.5, 9.9)","(9.0, 22.0, 13.066666666666666)","(26.0, 220.0, 73.0)","(26.0, 180.0, 81.64285714285714)","(26.0, 220.0, 89.33333333333334)"
05-01-2023 13:53:46.273764,"(2.3, 3.6, 3.0)","(3.3, 6.2, 5.25)","(5.5, 10.0, 9.45)","(5.5, 10.5, 9.9)","(9.0, 22.0, 13.066666666666666)","(26.0, 220.0, 73.0)","(26.0, 180.0, 81.64285714285714)","(26.0, 220.0, 89.33333333333334)"
05-01-2023 13:53:47.370180,"(2.35, 3.6, 3.0)","(3.3, 6.2, 5.25)","(5.5, 10.0, 9.45)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 73.0)","(31.0, 180.0, 81.64285714285714)","(31.0, 220.0, 89.33333333333334)"
05-01-2023 13:53:48.428379,"(2.35, 3.6, 3.0)","(3.3, 6.2, 5.25)","(5.5, 10.0, 9.45)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 73.0)","(31.0, 180.0, 81.64285714285714)","(31.0, 220.0, 89.33333333333334)"
05-01-2023 13:53:49.486983,"(2.35, 3.6, 3.0)","(3.3, 6.2, 5.25)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 73.0)","(31.0, 180.0, 81.64285714285714)","(31.0, 220.0, 89.33333333333334)"
05-01-2023 13:53:50.546915,"(2.35, 3.6, 3.0)","(3.3, 6.2, 5.25)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 73.0)","(31.0, 180.0, 81.64285714285714)","(31.0, 220.0, 89.33333333333334)"
05-01-2023 13:53:51.628777,"(2.35, 3.6, 3.0)","(3.3, 6.2, 5.25)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 73.0)","(31.0, 180.0, 81.64285714285714)","(31.0, 220.0, 89.33333333333334)"
05-01-2023 13:53:52.738087,"(2.35, 3.6, 3.0)","(3.3, 6.2, 5.25)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 95.28571428571429)","(31.0, 180.0, 81.64285714285714)","(31.0, 220.0, 89.33333333333334)"
05-01-2023 13:53:53.899928,"(2.35, 3.6, 3.0)","(3.3, 6.2, 4.725)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 95.28571428571429)","(31.0, 180.0, 98.5)","(31.0, 220.0, 114.18181818181819)"
05-01-2023 13:53:55.025931,"(2.35, 3.6, 3.0)","(3.3, 6.2, 4.725)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 95.28571428571429)","(31.0, 170.0, 98.5)","(31.0, 220.0, 114.18181818181819)"
05-01-2023 13:53:56.133833,"(2.35, 3.6, 3.0)","(3.3, 6.2, 4.675000000000001)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 95.28571428571429)","(31.0, 170.0, 98.5)","(31.0, 220.0, 114.18181818181819)"
05-01-2023 13:53:57.271109,"(2.35, 3.6, 3.0)","(3.3, 6.2, 5.3545454545454545)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 95.28571428571429)","(31.0, 170.0, 98.5)","(31.0, 220.0, 114.18181818181819)"
05-01-2023 13:53:58.386831,"(2.35, 3.6, 3.0)","(3.3, 6.2, 5.300000000000001)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 95.28571428571429)","(31.0, 170.0, 98.5)","(31.0, 220.0, 114.18181818181819)"
05-01-2023 13:53:59.599731,"(2.35, 3.6, 3.0)","(3.3, 6.2, 5.300000000000001)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 95.28571428571429)","(31.0, 170.0, 98.5)","(31.0, 220.0, 114.18181818181819)"
05-01-2023 13:54:00.723014,"(2.35, 3.6, 3.0)","(3.3, 6.2, 5.381818181818182)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 95.28571428571429)","(31.0, 170.0, 98.5)","(31.0, 220.0, 114.18181818181819)"
05-01-2023 13:54:01.800028,"(2.35, 3.6, 3.0)","(3.3, 6.2, 5.381818181818182)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 95.28571428571429)","(31.0, 170.0, 98.5)","(31.0, 220.0, 114.18181818181819)"
05-01-2023 13:54:02.937763,"(2.35, 3.6, 3.0)","(3.3, 6.2, 5.6)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 95.28571428571429)","(31.0, 170.0, 98.5)","(31.0, 220.0, 114.18181818181819)"
05-01-2023 13:54:04.035923,"(2.35, 3.6, 3.0)","(3.3, 6.2, 5.6)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 95.28571428571429)","(31.0, 170.0, 98.5)","(31.0, 220.0, 114.18181818181819)"
05-01-2023 13:54:05.044188,"(2.35, 3.6, 3.0)","(3.3, 6.2, 5.6)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 95.28571428571429)","(31.0, 170.0, 98.5)","(31.0, 220.0, 114.18181818181819)"
05-01-2023 13:54:06.177888,"(2.35, 3.6, 3.0)","(3.3, 6.2, 5.6)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 95.28571428571429)","(31.0, 170.0, 98.5)","(31.0, 220.0, 114.18181818181819)"
05-01-2023 13:54:07.347437,"(2.35, 3.6, 3.0)","(3.3, 6.2, 5.6)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 95.28571428571429)","(31.0, 170.0, 98.5)","(31.0, 220.0, 114.18181818181819)"
05-01-2023 13:54:08.446600,"(2.35, 3.6, 3.0)","(3.3, 6.2, 5.6)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 147.25)","(31.0, 170.0, 98.5)","(31.0, 220.0, 164.57142857142856)"
05-01-2023 13:54:09.560511,"(2.35, 3.6, 3.0)","(3.3, 6.2, 5.831250000000001)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 147.25)","(31.0, 170.0, 98.5)","(31.0, 220.0, 54.57142857142857)"
05-01-2023 13:54:10.667760,"(2.35, 3.6, 3.0)","(3.3, 6.2, 5.852941176470589)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 147.25)","(31.0, 170.0, 98.5)","(31.0, 220.0, 54.57142857142857)"
05-01-2023 13:54:11.781374,"(2.35, 3.6, 3.0)","(3.3, 6.2, 5.852941176470589)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 147.25)","(31.0, 170.0, 98.5)","(31.0, 220.0, 54.57142857142857)"
05-01-2023 13:54:12.876360,"(2.35, 3.6, 3.0)","(3.3, 6.2, 5.852941176470589)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 147.25)","(31.0, 170.0, 98.5)","(31.0, 220.0, 54.57142857142857)"
05-01-2023 13:54:14.001396,"(2.35, 3.6, 3.0)","(3.3, 6.2, 5.852941176470589)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 147.25)","(31.0, 170.0, 98.5)","(31.0, 220.0, 54.57142857142857)"
05-01-2023 13:54:15.097724,"(2.35, 3.6, 3.0)","(3.3, 6.2, 5.852941176470589)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 147.25)","(31.0, 170.0, 98.5)","(31.0, 220.0, 54.57142857142857)"
05-01-2023 13:54:16.253888,"(2.35, 3.6, 3.0)","(3.3, 6.2, 5.964)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 147.25)","(31.0, 170.0, 98.5)","(31.0, 220.0, 54.57142857142857)"
05-01-2023 13:54:17.347624,"(2.35, 3.6, 3.0)","(3.3, 6.2, 5.964)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 147.25)","(31.0, 170.0, 98.5)","(31.0, 220.0, 54.57142857142857)"
05-01-2023 13:54:18.405344,"(2.35, 3.6, 3.0)","(3.3, 6.2, 4.266666666666667)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 147.25)","(31.0, 170.0, 98.5)","(31.0, 220.0, 54.57142857142857)"
05-01-2023 13:54:19.415505,"(2.35, 3.6, 3.0)","(3.3, 6.2, 4.266666666666667)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 147.25)","(31.0, 170.0, 98.5)","(31.0, 220.0, 54.57142857142857)"
05-01-2023 13:54:20.438429,"(2.35, 3.6, 3.0)","(3.3, 6.2, 4.266666666666667)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 147.25)","(31.0, 170.0, 98.5)","(31.0, 220.0, 54.57142857142857)"
05-01-2023 13:54:21.521769,"(2.35, 3.6, 3.0)","(3.3, 6.2, 4.266666666666667)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 147.25)","(31.0, 170.0, 98.5)","(31.0, 220.0, 54.57142857142857)"
05-01-2023 13:54:22.653416,"(2.35, 3.6, 3.0)","(3.3, 6.2, 4.266666666666667)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 147.25)","(31.0, 170.0, 98.5)","(31.0, 220.0, 54.57142857142857)"
05-01-2023 13:54:23.781637,"(2.35, 3.6, 3.0)","(3.3, 6.2, 4.266666666666667)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 147.25)","(31.0, 170.0, 98.5)","(31.0, 220.0, 54.57142857142857)"
05-01-2023 13:54:24.921568,"(2.35, 3.6, 3.0)","(3.3, 6.2, 4.266666666666667)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 147.25)","(31.0, 170.0, 98.5)","(31.0, 220.0, 54.57142857142857)"
05-01-2023 13:54:26.026829,"(2.35, 3.6, 3.0)","(3.3, 6.2, 4.266666666666667)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 147.25)","(31.0, 170.0, 98.5)","(31.0, 220.0, 54.57142857142857)"
05-01-2023 13:54:27.094351,"(2.35, 3.6, 3.0)","(3.3, 6.2, 4.266666666666667)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 147.25)","(31.0, 170.0, 98.5)","(31.0, 220.0, 54.57142857142857)"
05-01-2023 13:54:28.204178,"(2.35, 3.6, 3.0)","(3.3, 6.2, 4.266666666666667)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 147.25)","(31.0, 170.0, 117.55555555555556)","(31.0, 220.0, 54.57142857142857)"
05-01-2023 13:54:29.333039,"(2.35, 3.6, 3.0)","(3.3, 6.2, 4.266666666666667)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 147.25)","(31.0, 190.0, 117.55555555555556)","(31.0, 220.0, 54.57142857142857)"
05-01-2023 13:54:30.379272,"(2.35, 3.6, 3.0)","(3.3, 6.2, 4.266666666666667)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 147.25)","(31.0, 190.0, 117.55555555555556)","(31.0, 220.0, 54.57142857142857)"
05-01-2023 13:54:31.420647,"(2.35, 3.6, 3.0)","(3.3, 6.2, 4.266666666666667)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 147.25)","(31.0, 190.0, 117.55555555555556)","(31.0, 220.0, 54.57142857142857)"
05-01-2023 13:54:32.479390,"(2.35, 3.6, 3.0)","(3.3, 6.2, 4.266666666666667)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 147.25)","(31.0, 190.0, 117.55555555555556)","(31.0, 220.0, 54.57142857142857)"
05-01-2023 13:54:33.551178,"(2.35, 3.6, 3.0)","(3.3, 6.2, 4.266666666666667)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 168.64705882352942)","(31.0, 190.0, 117.55555555555556)","(31.0, 220.0, 54.57142857142857)"
05-01-2023 13:54:34.625010,"(2.35, 3.6, 3.0)","(3.3, 6.2, 4.266666666666667)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 168.64705882352942)","(31.0, 190.0, 117.55555555555556)","(31.0, 220.0, 54.57142857142857)"
05-01-2023 13:54:35.818603,"(2.35, 3.6, 3.0)","(3.3, 6.2, 4.266666666666667)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 95.92857142857143)","(31.0, 190.0, 117.55555555555556)","(31.0, 220.0, 123.5)"
05-01-2023 13:54:36.958811,"(2.35, 3.6, 3.0)","(3.3, 6.2, 4.266666666666667)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 95.92857142857143)","(31.0, 190.0, 117.55555555555556)","(31.0, 220.0, 55.42857142857143)"
05-01-2023 13:54:38.124406,"(2.35, 3.6, 3.0)","(3.3, 6.2, 4.266666666666667)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 95.92857142857143)","(31.0, 190.0, 117.55555555555556)","(31.0, 220.0, 55.42857142857143)"
05-01-2023 13:54:39.278945,"(2.35, 3.6, 3.0)","(3.3, 6.2, 4.266666666666667)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 104.2)","(31.0, 190.0, 117.55555555555556)","(31.0, 220.0, 55.42857142857143)"
05-01-2023 13:54:40.440301,"(2.35, 3.6, 3.0)","(3.3, 6.2, 3.4499999999999997)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 104.2)","(31.0, 190.0, 117.55555555555556)","(31.0, 220.0, 55.42857142857143)"
05-01-2023 13:54:41.638309,"(2.35, 3.6, 3.0)","(3.3, 6.0, 3.4499999999999997)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 104.2)","(31.0, 190.0, 117.55555555555556)","(31.0, 220.0, 55.42857142857143)"
05-01-2023 13:54:42.737446,"(2.35, 3.45, 2.715)","(3.3, 6.0, 3.4499999999999997)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 104.2)","(31.0, 190.0, 117.55555555555556)","(31.0, 220.0, 55.42857142857143)"
05-01-2023 13:54:43.910838,"(2.35, 3.45, 2.715)","(3.3, 6.0, 3.4227272727272724)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 104.2)","(31.0, 190.0, 117.55555555555556)","(31.0, 220.0, 55.42857142857143)"
05-01-2023 13:54:45.096134,"(2.35, 3.45, 2.715)","(3.3, 6.0, 3.4227272727272724)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 104.2)","(31.0, 190.0, 117.55555555555556)","(31.0, 220.0, 55.42857142857143)"
05-01-2023 13:54:46.228242,"(2.35, 3.45, 2.715)","(3.3, 6.0, 3.4227272727272724)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 104.2)","(31.0, 190.0, 117.55555555555556)","(31.0, 220.0, 55.42857142857143)"
05-01-2023 13:54:47.403172,"(2.35, 3.45, 2.715)","(3.3, 6.0, 3.4227272727272724)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 104.2)","(31.0, 190.0, 60.4)","(31.0, 220.0, 55.42857142857143)"
05-01-2023 13:54:48.559944,"(2.35, 3.45, 2.715)","(3.3, 6.0, 3.4227272727272724)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 104.2)","(31.0, 190.0, 62.0)","(31.0, 220.0, 55.42857142857143)"
05-01-2023 13:54:49.698209,"(2.35, 3.45, 2.715)","(3.3, 6.0, 3.4227272727272724)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 104.2)","(31.0, 190.0, 62.0)","(31.0, 220.0, 55.42857142857143)"
05-01-2023 13:54:50.860879,"(2.35, 3.45, 2.715)","(3.3, 6.0, 3.4227272727272724)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 104.2)","(31.0, 190.0, 64.0)","(31.0, 220.0, 55.42857142857143)"
05-01-2023 13:54:51.980724,"(2.35, 3.4, 2.7)","(3.3, 6.0, 3.4227272727272724)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 104.2)","(31.0, 200.0, 64.0)","(31.0, 220.0, 55.42857142857143)"
05-01-2023 13:54:53.085068,"(2.35, 3.4, 2.6857142857142855)","(3.3, 6.0, 3.4227272727272724)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 104.2)","(31.0, 200.0, 64.0)","(31.0, 220.0, 55.42857142857143)"
05-01-2023 13:54:54.144903,"(2.35, 3.4, 2.6857142857142855)","(3.3, 6.0, 3.4227272727272724)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 104.2)","(31.0, 200.0, 64.0)","(31.0, 220.0, 55.42857142857143)"
05-01-2023 13:54:55.189635,"(2.35, 3.4, 2.6857142857142855)","(3.3, 6.0, 3.4227272727272724)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 104.2)","(31.0, 200.0, 64.0)","(31.0, 220.0, 55.42857142857143)"
05-01-2023 13:54:56.257863,"(2.35, 3.35, 2.9699999999999998)","(3.3, 6.0, 3.4227272727272724)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 104.2)","(31.0, 200.0, 64.0)","(31.0, 220.0, 55.42857142857143)"
05-01-2023 13:54:57.422992,"(2.35, 3.35, 2.9699999999999998)","(3.3, 6.0, 3.4227272727272724)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 104.2)","(31.0, 200.0, 64.0)","(31.0, 220.0, 55.42857142857143)"
05-01-2023 13:54:58.444155,"(2.35, 3.35, 2.9699999999999998)","(3.3, 6.0, 3.4227272727272724)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 104.2)","(31.0, 200.0, 64.0)","(31.0, 220.0, 55.42857142857143)"
05-01-2023 13:54:59.500880,"(2.35, 3.35, 2.9699999999999998)","(3.3, 6.0, 3.4227272727272724)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 104.2)","(31.0, 200.0, 64.0)","(31.0, 220.0, 55.42857142857143)"
05-01-2023 13:55:00.595406,"(2.35, 3.35, 2.9699999999999998)","(3.3, 6.0, 3.4227272727272724)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 104.2)","(31.0, 200.0, 64.0)","(31.0, 220.0, 55.42857142857143)"
05-01-2023 13:55:01.746408,"(2.35, 3.35, 2.9699999999999998)","(3.3, 6.0, 3.4227272727272724)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 104.2)","(31.0, 200.0, 64.0)","(31.0, 220.0, 55.42857142857143)"
05-01-2023 13:55:02.891178,"(2.35, 3.35, 2.9699999999999998)","(3.3, 6.0, 3.4227272727272724)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 104.2)","(31.0, 200.0, 64.0)","(31.0, 220.0, 55.42857142857143)"
05-01-2023 13:55:03.927645,"(2.35, 3.35, 2.9699999999999998)","(3.3, 6.0, 3.4227272727272724)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 104.2)","(31.0, 200.0, 64.0)","(31.0, 220.0, 55.42857142857143)"
05-01-2023 13:55:04.987327,"(2.35, 3.35, 2.9699999999999998)","(3.3, 6.0, 3.4227272727272724)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 104.2)","(31.0, 200.0, 64.0)","(31.0, 220.0, 55.42857142857143)"
05-01-2023 13:55:06.038690,"(2.35, 3.35, 2.9699999999999998)","(3.3, 6.0, 3.4227272727272724)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 104.2)","(31.0, 200.0, 64.0)","(31.0, 220.0, 55.42857142857143)"
05-01-2023 13:55:07.145410,"(2.35, 3.35, 2.9699999999999998)","(3.3, 6.0, 3.4227272727272724)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 104.2)","(31.0, 200.0, 64.0)","(31.0, 220.0, 55.42857142857143)"
05-01-2023 13:55:08.217238,"(2.35, 3.35, 2.9699999999999998)","(3.3, 6.0, 3.4227272727272724)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 62.90909090909091)","(31.0, 200.0, 64.0)","(31.0, 220.0, 76.0)"
05-01-2023 13:55:09.268714,"(2.35, 3.35, 2.9699999999999998)","(3.3, 6.0, 3.4227272727272724)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 62.90909090909091)","(31.0, 200.0, 64.0)","(31.0, 220.0, 76.0)"
05-01-2023 13:55:10.285142,"(2.35, 3.35, 2.9699999999999998)","(3.3, 6.0, 3.4227272727272724)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 62.90909090909091)","(31.0, 200.0, 64.0)","(31.0, 220.0, 76.0)"
05-01-2023 13:55:11.350416,"(2.35, 3.35, 2.9699999999999998)","(3.3, 6.0, 3.4227272727272724)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 62.90909090909091)","(31.0, 200.0, 64.0)","(31.0, 220.0, 76.0)"
05-01-2023 13:55:12.472603,"(2.35, 3.35, 2.9699999999999998)","(3.3, 6.0, 3.4227272727272724)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 62.90909090909091)","(31.0, 200.0, 64.0)","(31.0, 220.0, 76.0)"
05-01-2023 13:55:13.592432,"(2.35, 3.35, 2.918181818181818)","(3.3, 6.0, 3.4227272727272724)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 62.90909090909091)","(31.0, 200.0, 64.0)","(31.0, 220.0, 76.0)"
05-01-2023 13:55:14.750631,"(2.35, 3.35, 2.918181818181818)","(3.3, 6.0, 3.4227272727272724)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 62.90909090909091)","(31.0, 200.0, 64.0)","(31.0, 220.0, 76.0)"
05-01-2023 13:55:15.896076,"(2.35, 3.35, 2.918181818181818)","(3.3, 6.0, 3.4227272727272724)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 62.90909090909091)","(31.0, 200.0, 64.0)","(31.0, 220.0, 76.0)"
05-01-2023 13:55:17.010425,"(2.35, 3.35, 2.918181818181818)","(3.3, 6.0, 3.4227272727272724)","(5.5, 10.0, 8.166666666666666)","(5.5, 10.5, 9.9)","(8.5, 22.0, 13.066666666666666)","(31.0, 220.0, 62.90909090909091)","(31.0, 200.0, 64.0)","(31.0, 220.0, 76.0)"
