,Our Cheeky Devil,Just As Well Nz,El Boston,Lord Verde Nz,Modern Bliss,Balenciago,Gottahaveahobbie,Our Madiba Nz,Duffy Hollow Nz
11-01-2023 18:52:34.555300,"(15.0, 28.0, 25.0)","(3.0, 99999, 99990)","(3.5, 4.7, 4.164285714285715)","(5.0, 99999, 99990)","(8.5, 15.0, 13.5)","(18.0, 38.0, 26.666666666666668)","(26.0, 29.0, 27.0)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:52:36.053972,"(15.0, 28.0, 25.0)","(3.0, 99999, 99990)","(3.5, 4.7, 4.164285714285715)","(5.0, 99999, 99990)","(8.5, 15.0, 13.5)","(18.0, 38.0, 26.666666666666668)","(26.0, 29.0, 27.0)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:52:37.486793,"(15.0, 28.0, 25.0)","(3.0, 99999, 99990)","(3.5, 4.7, 4.164285714285715)","(5.0, 99999, 99990)","(8.5, 15.0, 13.5)","(18.0, 38.0, 26.666666666666668)","(26.0, 29.0, 27.0)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:52:38.924561,"(15.0, 28.0, 25.0)","(3.0, 99999, 99990)","(3.5, 4.7, 4.164285714285715)","(5.0, 99999, 99990)","(8.5, 15.0, 13.5)","(18.0, 38.0, 26.666666666666668)","(26.0, 29.0, 27.0)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:52:40.395958,"(15.0, 28.0, 25.0)","(3.0, 99999, 99990)","(3.5, 4.7, 4.164285714285715)","(5.0, 99999, 99990)","(8.5, 15.0, 13.5)","(18.0, 38.0, 26.666666666666668)","(26.0, 29.0, 27.0)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:52:41.844528,"(15.0, 28.0, 25.0)","(3.0, 99999, 99990)","(3.5, 4.7, 4.2)","(5.0, 99999, 99990)","(8.5, 15.0, 13.5)","(18.0, 38.0, 26.666666666666668)","(26.0, 29.0, 27.0)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:52:43.279699,"(15.0, 28.0, 25.0)","(3.0, 99999, 99990)","(3.5, 4.7, 4.225)","(5.0, 99999, 99990)","(8.5, 15.0, 13.5)","(18.0, 38.0, 26.666666666666668)","(26.0, 29.0, 27.0)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:52:44.742797,"(15.0, 28.0, 25.0)","(3.0, 99999, 99990)","(3.5, 4.5, 4.225)","(5.0, 99999, 99990)","(8.5, 15.0, 13.5)","(18.0, 38.0, 26.666666666666668)","(26.0, 29.0, 27.0)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:52:46.144368,"(15.0, 28.0, 25.0)","(3.0, 99999, 99990)","(3.5, 4.5, 4.225)","(5.0, 99999, 99990)","(8.5, 15.0, 13.5)","(18.0, 38.0, 26.666666666666668)","(26.0, 29.0, 27.0)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:52:47.554764,"(15.0, 28.0, 25.0)","(3.0, 99999, 99990)","(3.5, 4.5, 4.225)","(5.0, 99999, 99990)","(8.5, 15.0, 12.5)","(18.0, 38.0, 33.75)","(26.0, 29.0, 27.833333333333336)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:52:48.918630,"(15.0, 28.0, 25.0)","(3.0, 99999, 99990)","(3.5, 4.5, 4.25)","(5.0, 99999, 99990)","(8.5, 14.5, 12.4)","(18.0, 38.0, 32.666666666666664)","(26.0, 29.0, 27.833333333333336)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:52:50.360628,"(15.0, 28.0, 25.333333333333332)","(3.0, 99999, 99990)","(3.5, 4.5, 4.225)","(5.0, 99999, 99990)","(8.5, 14.0, 12.4)","(18.0, 38.0, 28.0)","(26.0, 29.0, 27.833333333333336)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:52:51.869049,"(15.0, 28.0, 25.0)","(3.0, 99999, 99990)","(3.5, 4.5, 4.225)","(5.0, 99999, 99990)","(8.5, 14.0, 12.4)","(18.0, 38.0, 30.0)","(26.0, 29.0, 27.833333333333336)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:52:53.396205,"(15.0, 28.0, 25.0)","(3.0, 99999, 99990)","(3.5, 4.5, 4.133333333333334)","(5.0, 99999, 99990)","(8.5, 14.0, 13.071428571428571)","(18.0, 38.0, 30.0)","(26.0, 29.0, 27.833333333333336)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:52:55.088583,"(15.0, 28.0, 25.0)","(3.0, 99999, 99990)","(3.5, 4.5, 4.166666666666667)","(5.0, 99999, 99990)","(8.5, 14.5, 13.071428571428571)","(18.0, 38.0, 30.0)","(26.0, 29.0, 27.833333333333336)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:52:56.782197,"(15.0, 28.0, 25.333333333333332)","(3.0, 99999, 99990)","(3.5, 4.5, 4.166666666666667)","(5.0, 99999, 99990)","(8.5, 14.5, 13.071428571428571)","(18.0, 38.0, 29.0)","(26.0, 29.0, 27.833333333333336)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:52:58.457487,"(15.0, 28.0, 25.333333333333332)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.5, 13.071428571428571)","(18.0, 36.0, 28.0)","(26.0, 29.0, 27.833333333333336)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:53:00.012093,"(15.0, 28.0, 25.333333333333332)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.5, 13.071428571428571)","(18.0, 32.0, 29.0)","(26.0, 29.0, 27.833333333333336)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:53:01.711332,"(15.0, 28.0, 25.333333333333332)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.5, 13.071428571428571)","(18.0, 36.0, 29.0)","(26.0, 29.0, 27.833333333333336)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:53:03.173247,"(15.0, 28.0, 25.333333333333332)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.5, 13.071428571428571)","(18.0, 36.0, 29.0)","(26.0, 29.0, 27.833333333333336)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:53:04.716670,"(15.0, 28.0, 25.333333333333332)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.5, 13.071428571428571)","(18.0, 36.0, 29.0)","(26.0, 29.0, 27.833333333333336)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:53:06.254115,"(15.0, 28.0, 25.333333333333332)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.5, 13.071428571428571)","(18.0, 36.0, 29.0)","(26.0, 29.0, 27.833333333333336)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:53:08.012794,"(15.0, 28.0, 25.333333333333332)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.5, 13.071428571428571)","(18.0, 36.0, 29.0)","(26.0, 29.0, 27.833333333333336)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:53:09.582379,"(15.0, 28.0, 25.333333333333332)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.5, 13.071428571428571)","(18.0, 36.0, 29.0)","(26.0, 29.0, 27.833333333333336)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:53:11.211123,"(15.0, 28.0, 25.333333333333332)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.5, 13.071428571428571)","(18.0, 36.0, 29.0)","(26.0, 29.0, 27.833333333333336)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:53:12.772975,"(15.0, 28.0, 25.333333333333332)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.5, 13.071428571428571)","(18.0, 36.0, 29.0)","(26.0, 29.0, 27.833333333333336)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:53:14.265050,"(15.0, 28.0, 25.333333333333332)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.5, 13.071428571428571)","(18.0, 36.0, 29.0)","(26.0, 29.0, 27.833333333333336)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:53:15.747868,"(15.0, 28.0, 25.333333333333332)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.5, 13.071428571428571)","(18.0, 36.0, 29.0)","(26.0, 29.0, 27.833333333333336)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:53:17.154301,"(15.0, 28.0, 25.333333333333332)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.5, 13.071428571428571)","(18.0, 36.0, 29.0)","(26.0, 29.0, 27.833333333333336)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:53:18.616832,"(15.0, 28.0, 25.333333333333332)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.5, 13.071428571428571)","(18.0, 36.0, 29.0)","(26.0, 29.0, 27.833333333333336)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:53:20.057681,"(15.0, 28.0, 25.333333333333332)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.5, 13.071428571428571)","(18.0, 36.0, 29.0)","(26.0, 29.0, 27.833333333333336)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:53:21.477591,"(15.0, 28.0, 25.333333333333332)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.5, 13.071428571428571)","(18.0, 36.0, 24.75)","(26.0, 29.0, 27.833333333333336)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:53:22.981060,"(15.0, 28.0, 25.333333333333332)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.5, 13.071428571428571)","(18.0, 36.0, 24.75)","(26.0, 29.0, 27.833333333333336)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:53:24.387735,"(15.0, 28.0, 25.333333333333332)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.5, 13.071428571428571)","(18.0, 36.0, 24.75)","(26.0, 29.0, 27.833333333333336)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:53:25.763438,"(15.0, 28.0, 25.333333333333332)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.5, 13.071428571428571)","(18.0, 36.0, 24.75)","(26.0, 29.0, 27.833333333333336)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:53:27.157364,"(15.0, 28.0, 25.333333333333332)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.5, 13.071428571428571)","(18.0, 36.0, 24.75)","(26.0, 29.0, 27.833333333333336)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:53:28.537045,"(15.0, 28.0, 25.333333333333332)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.5, 13.071428571428571)","(18.0, 36.0, 24.75)","(26.0, 29.0, 27.6)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:53:29.940465,"(15.0, 28.0, 25.333333333333332)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.5, 13.071428571428571)","(18.0, 36.0, 24.75)","(26.0, 29.0, 27.6)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:53:31.319771,"(15.0, 28.0, 25.333333333333332)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.5, 13.071428571428571)","(18.0, 36.0, 24.75)","(26.0, 29.0, 27.6)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:53:32.617263,"(15.0, 28.0, 25.333333333333332)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.5, 13.071428571428571)","(18.0, 36.0, 24.75)","(26.0, 29.0, 27.6)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:53:33.852041,"(15.0, 28.0, 25.333333333333332)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.5, 13.071428571428571)","(18.0, 36.0, 24.75)","(26.0, 29.0, 27.6)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:53:35.124923,"(15.0, 28.0, 25.333333333333332)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.5, 13.071428571428571)","(18.0, 36.0, 24.75)","(26.0, 29.0, 27.6)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:53:36.816603,"(15.0, 28.0, 25.333333333333332)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.5, 13.071428571428571)","(18.0, 36.0, 24.75)","(26.0, 29.0, 27.6)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:53:38.507400,"(15.0, 28.0, 25.333333333333332)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.5, 13.071428571428571)","(18.0, 36.0, 24.75)","(26.0, 29.0, 27.6)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:53:39.971974,"(15.0, 28.0, 25.333333333333332)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.5, 13.071428571428571)","(18.0, 36.0, 24.75)","(26.0, 29.0, 27.6)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:53:41.488485,"(15.0, 28.0, 25.333333333333332)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.5, 13.071428571428571)","(18.0, 36.0, 24.75)","(26.0, 29.0, 27.6)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:53:42.931085,"(15.0, 28.0, 25.333333333333332)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.5, 13.071428571428571)","(18.0, 36.0, 24.75)","(26.0, 29.0, 27.6)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:53:44.380308,"(15.0, 28.0, 25.333333333333332)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.5, 13.071428571428571)","(18.0, 36.0, 24.75)","(26.0, 29.0, 27.6)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:53:45.762517,"(15.0, 28.0, 25.333333333333332)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.5, 13.071428571428571)","(18.0, 36.0, 24.75)","(26.0, 29.0, 27.6)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:53:47.155850,"(15.0, 28.0, 25.333333333333332)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.5, 13.071428571428571)","(18.0, 36.0, 24.75)","(26.0, 29.0, 27.6)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:53:48.523963,"(15.0, 28.0, 25.333333333333332)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.5, 13.071428571428571)","(18.0, 36.0, 24.75)","(26.0, 29.0, 27.6)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:53:49.929156,"(15.0, 28.0, 25.333333333333332)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.5, 13.071428571428571)","(18.0, 36.0, 24.75)","(26.0, 29.0, 27.6)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:53:51.278370,"(15.0, 28.0, 25.333333333333332)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.5, 13.071428571428571)","(18.0, 36.0, 24.75)","(26.0, 29.0, 27.6)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:53:52.576933,"(15.0, 28.0, 25.333333333333332)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.5, 13.071428571428571)","(18.0, 36.0, 24.75)","(26.0, 29.0, 27.6)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:53:53.837557,"(15.0, 28.0, 25.333333333333332)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.5, 13.071428571428571)","(18.0, 36.0, 24.75)","(26.0, 29.0, 27.6)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:53:55.086973,"(15.0, 28.0, 25.333333333333332)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.5, 13.071428571428571)","(18.0, 36.0, 24.75)","(26.0, 29.0, 27.6)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:53:56.326753,"(15.0, 28.0, 25.333333333333332)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.5, 13.071428571428571)","(18.0, 36.0, 24.75)","(26.0, 29.0, 27.6)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:53:57.655527,"(15.0, 28.0, 25.333333333333332)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.5, 13.071428571428571)","(18.0, 36.0, 24.75)","(26.0, 29.0, 27.6)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:53:59.084887,"(15.0, 28.0, 25.333333333333332)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.5, 11.9)","(18.0, 36.0, 24.75)","(26.0, 29.0, 27.6)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:54:00.459246,"(15.0, 28.0, 25.333333333333332)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.0, 12.0)","(18.0, 36.0, 24.75)","(26.0, 29.0, 27.6)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:54:01.855920,"(15.0, 28.0, 25.333333333333332)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.0, 12.0)","(18.0, 36.0, 24.75)","(26.0, 29.0, 27.6)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:54:03.285052,"(15.0, 28.0, 20.333333333333332)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.0, 12.0)","(18.0, 36.0, 27.0)","(26.0, 29.0, 27.6)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:54:04.654714,"(15.0, 28.0, 20.333333333333332)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.0, 12.0)","(18.0, 36.0, 27.0)","(26.0, 29.0, 27.6)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:54:06.004665,"(15.0, 28.0, 20.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.0, 12.0)","(18.0, 36.0, 27.0)","(26.0, 29.0, 27.6)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:54:07.454826,"(15.0, 28.0, 20.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.0, 12.0)","(18.0, 36.0, 27.0)","(26.0, 29.0, 27.6)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:54:08.992015,"(15.0, 28.0, 20.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.0, 12.0)","(18.0, 36.0, 27.0)","(26.0, 29.0, 27.6)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:54:10.388666,"(15.0, 28.0, 20.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.0, 12.0)","(18.0, 36.0, 27.0)","(26.0, 29.0, 27.6)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:54:11.673389,"(15.0, 28.0, 20.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.0, 12.0)","(18.0, 36.0, 27.0)","(26.0, 29.0, 27.6)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:54:12.902765,"(15.0, 28.0, 20.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.0, 12.25)","(18.0, 36.0, 27.0)","(26.0, 29.0, 27.6)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:54:14.266402,"(15.0, 28.0, 20.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.0, 12.25)","(18.0, 36.0, 27.0)","(26.0, 29.0, 27.6)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:54:15.548654,"(15.0, 28.0, 20.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.0, 12.25)","(18.0, 36.0, 27.0)","(26.0, 29.0, 27.6)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:54:16.843747,"(15.0, 28.0, 20.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.0, 12.25)","(18.0, 36.0, 27.0)","(26.0, 29.0, 27.6)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:54:18.153597,"(15.0, 28.0, 20.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.0, 12.25)","(18.0, 36.0, 27.0)","(26.0, 29.0, 27.6)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:54:19.483953,"(15.0, 28.0, 20.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.0, 12.25)","(18.0, 36.0, 27.0)","(26.0, 29.0, 27.6)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:54:20.748363,"(15.0, 28.0, 20.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.5, 4.233333333333333)","(5.0, 99999, 99990)","(8.5, 14.0, 12.25)","(18.0, 36.0, 27.0)","(26.0, 29.0, 27.6)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:54:22.084562,"(15.0, 28.0, 20.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.5, 4.3)","(5.0, 99999, 99990)","(8.5, 14.0, 11.5)","(18.0, 36.0, 27.0)","(26.0, 29.0, 27.6)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:54:23.434153,"(15.0, 28.0, 20.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.5, 4.3)","(5.0, 99999, 99990)","(8.5, 14.0, 11.5)","(18.0, 36.0, 27.0)","(26.0, 29.0, 27.6)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:54:24.845514,"(15.0, 28.0, 20.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.5, 4.3)","(5.0, 99999, 99990)","(8.5, 14.0, 11.5)","(18.0, 36.0, 27.0)","(26.0, 29.0, 27.6)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:54:26.130002,"(15.0, 28.0, 20.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.5, 4.166666666666667)","(5.0, 99999, 99990)","(8.5, 14.0, 11.5)","(18.0, 36.0, 27.0)","(26.0, 29.0, 27.6)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:54:27.417540,"(15.0, 28.0, 20.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.5, 4.1)","(5.0, 99999, 99990)","(8.5, 14.0, 11.5)","(18.0, 36.0, 27.0)","(26.0, 29.0, 27.6)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:54:28.711825,"(15.0, 28.0, 20.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.5, 4.1)","(5.0, 99999, 99990)","(8.5, 14.0, 11.5)","(18.0, 36.0, 27.0)","(26.0, 29.0, 27.6)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:54:30.072601,"(15.0, 28.0, 20.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.5, 4.1)","(5.0, 99999, 99990)","(8.5, 14.0, 12.25)","(18.0, 36.0, 27.0)","(26.0, 29.0, 27.6)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:54:31.386198,"(15.0, 28.0, 20.666666666666668)","(3.0, 99999, 99990)","(3.5, 4.5, 4.133333333333334)","(5.0, 99999, 99990)","(8.5, 14.0, 11.5)","(18.0, 36.0, 27.0)","(26.0, 29.0, 27.6)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
11-01-2023 18:54:32.750188,"(15.0, 27.0, 22.0)","(3.0, 99999, 99990)","(3.5, 4.5, 4.133333333333334)","(5.0, 99999, 99990)","(8.5, 14.0, 11.5)","(18.0, 36.0, 27.0)","(26.0, 29.0, 27.6)","(101.0, 99999, 99990)","(4.4, 99999, 99990)"
