,Pepper Spray,Barossa,Midnight Mojo,The Black Strat,Pure Rocket,Forgotten Vows,The Green Crusader,Exxel
10-01-2023 08:16:56.273489,"(3.6, 5.0, 4.576470588235294)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.4, 6.35)","(13.0, 30.0, 20.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:16:57.397256,"(3.6, 5.0, 4.576470588235294)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.4, 5.622222222222223)","(13.0, 30.0, 20.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:16:58.505435,"(3.6, 5.0, 4.576470588235294)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.4, 6.1692307692307695)","(13.0, 30.0, 20.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:16:59.613157,"(3.6, 5.0, 4.576470588235294)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.4, 6.1692307692307695)","(13.0, 30.0, 20.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:17:00.706168,"(3.6, 5.0, 4.576470588235294)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.4, 6.1692307692307695)","(13.0, 30.0, 20.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:17:01.809241,"(3.6, 5.0, 4.576470588235294)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.4, 5.711111111111111)","(13.0, 30.0, 20.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:17:02.865927,"(3.6, 5.0, 4.576470588235294)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.4, 5.711111111111111)","(13.0, 30.0, 20.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:17:03.917793,"(3.6, 5.0, 4.576470588235294)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 20.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:17:04.968595,"(3.6, 4.9, 4.666666666666667)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 20.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:17:06.016381,"(3.6, 4.9, 4.666666666666667)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 20.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:17:07.110372,"(3.6, 4.9, 4.666666666666667)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 20.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:17:08.178254,"(3.6, 4.9, 4.666666666666667)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 20.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:17:09.301859,"(3.6, 4.9, 4.666666666666667)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 20.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:17:10.393255,"(3.6, 4.9, 4.666666666666667)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 20.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:17:11.498995,"(3.6, 4.9, 4.666666666666667)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 20.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:17:12.625014,"(3.6, 4.9, 4.666666666666667)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 20.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:17:13.722968,"(3.6, 4.9, 4.666666666666667)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 20.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:17:14.873652,"(3.6, 4.9, 4.666666666666667)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 20.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:17:15.938400,"(3.6, 4.9, 4.666666666666667)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 20.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:17:17.008874,"(3.6, 4.9, 4.666666666666667)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 20.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:17:18.070670,"(3.6, 4.9, 4.666666666666667)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 20.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:17:19.123733,"(3.6, 5.2, 4.533333333333333)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 20.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:17:20.184508,"(3.6, 5.0, 4.576470588235294)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 20.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:17:21.254959,"(3.6, 5.0, 4.576470588235294)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 20.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:17:22.292626,"(3.6, 5.0, 4.576470588235294)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 20.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:17:23.338949,"(3.6, 5.0, 4.576470588235294)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 20.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:17:24.400165,"(3.6, 5.0, 4.576470588235294)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 20.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:17:25.501880,"(3.6, 5.0, 4.576470588235294)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 20.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:17:26.848199,"(3.6, 5.0, 4.576470588235294)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 20.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:17:28.212986,"(3.6, 5.0, 4.576470588235294)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 20.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:17:29.475383,"(3.6, 5.0, 4.576470588235294)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 20.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:17:30.753457,"(3.6, 5.0, 4.576470588235294)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 20.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:17:31.997943,"(3.6, 5.0, 4.576470588235294)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 20.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:17:33.249308,"(3.6, 5.0, 4.576470588235294)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 20.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:17:34.592374,"(3.6, 5.0, 4.576470588235294)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 20.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:17:35.844477,"(3.6, 4.9, 4.666666666666667)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 20.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:17:37.133667,"(3.6, 4.9, 4.666666666666667)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 20.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:17:38.247398,"(3.6, 4.9, 4.666666666666667)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 20.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:17:39.398643,"(3.6, 4.9, 4.666666666666667)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 22.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:17:40.544268,"(3.6, 4.9, 4.666666666666667)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 22.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:17:41.782149,"(3.6, 4.9, 4.666666666666667)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 22.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:17:42.954268,"(3.6, 4.9, 4.666666666666667)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 22.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:17:44.084494,"(3.6, 4.9, 4.666666666666667)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 22.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:17:45.195827,"(3.6, 4.9, 4.666666666666667)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 22.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:17:46.288959,"(3.6, 4.9, 4.666666666666667)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 22.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:17:47.383711,"(3.6, 4.9, 4.666666666666667)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 22.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:17:48.507564,"(3.6, 4.9, 4.666666666666667)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 22.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:17:49.636642,"(3.6, 4.9, 4.666666666666667)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 22.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:17:50.720470,"(3.6, 5.1, 4.56)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 22.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:17:51.792522,"(3.6, 5.1, 4.56)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 22.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:17:52.846073,"(3.6, 5.1, 4.56)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 22.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:17:53.885282,"(3.6, 5.1, 4.56)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 22.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:17:54.979040,"(3.6, 5.1, 4.56)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 22.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:17:56.018977,"(3.6, 5.1, 4.56)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 22.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:17:57.141899,"(3.6, 5.1, 4.56)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 22.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:17:58.283535,"(3.6, 5.1, 4.56)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 22.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:17:59.396636,"(3.6, 5.1, 4.56)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 22.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:18:00.496283,"(3.6, 5.1, 4.56)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 22.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:18:01.537042,"(3.6, 5.1, 4.56)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 22.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:18:02.605188,"(3.6, 5.1, 4.56)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 22.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:18:03.699600,"(3.6, 5.1, 4.56)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 22.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:18:04.769605,"(3.6, 5.1, 4.56)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 22.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:18:05.809150,"(3.6, 5.1, 4.56)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 22.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:18:06.817393,"(3.6, 5.0, 4.733333333333333)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 22.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:18:07.819520,"(3.6, 5.0, 4.733333333333333)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 22.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:18:08.880772,"(3.6, 5.0, 4.733333333333333)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 22.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:18:09.887359,"(3.6, 5.0, 4.733333333333333)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 22.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:18:10.971442,"(3.6, 5.0, 4.733333333333333)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 22.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:18:12.056502,"(3.6, 5.0, 4.733333333333333)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 22.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:18:13.133321,"(3.6, 5.0, 4.733333333333333)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 22.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:18:14.184806,"(3.6, 5.0, 4.733333333333333)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 22.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:18:15.260416,"(3.6, 5.0, 4.733333333333333)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 22.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:18:16.290421,"(3.6, 5.0, 4.733333333333333)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 22.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:18:17.375580,"(3.6, 5.0, 4.733333333333333)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 22.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:18:18.387566,"(3.6, 5.0, 4.733333333333333)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 22.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:18:19.448019,"(3.6, 5.0, 4.733333333333333)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 22.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:18:20.478563,"(3.6, 5.1, 4.8)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 22.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:18:21.529846,"(3.6, 5.0, 4.576470588235294)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 22.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:18:22.633827,"(3.6, 5.0, 4.576470588235294)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 22.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:18:23.777145,"(3.6, 5.0, 4.576470588235294)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 22.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:18:24.911047,"(3.6, 5.0, 4.576470588235294)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 22.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:18:26.179507,"(3.6, 5.0, 4.576470588235294)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 22.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
10-01-2023 08:18:27.557893,"(3.6, 5.0, 4.576470588235294)","(2.5, 3.3, 3.1057142857142854)","(16.0, 230.0, 176.25)","(5.0, 7.2, 5.7125)","(13.0, 30.0, 22.0)","(51.0, 85.0, 46.33333333333333)","(18.0, 21.0, 16.333333333333332)","(5.5, 9.6, 7.733333333333333)"
