,Tri For Us,Big Screen,Megazone,Bold Success,Downforce,Hardly Ever,Sentimental Hero,Knot Secret,Hear Me Sing,Sketta
07-01-2023 17:37:33.875138,"(15.0, 22.0, 21.6144578313253)","(15.0, 24.0, 23.75)","(20.0, 28.0, 26.694214876033058)","(71.0, 100.0, 94.44444444444444)","(21.0, 28.0, 27.58823529411765)","(2.4, 2.92, 2.917578692493947)","(3.6, 3.8, 3.782942097026604)","(5.0, 5.7, 5.643793103448275)","(26.0, 32.0, 30.37735849056604)","(41.0, 90.0, 89.73684210526315)"
07-01-2023 17:37:34.960925,"(15.0, 22.0, 21.910714285714285)","(15.0, 24.0, 23.767441860465116)","(20.0, 27.0, 26.46153846153846)","(71.0, 100.0, 94.70588235294117)","(21.0, 28.0, 28.166666666666668)","(2.4, 2.92, 2.9162100456621003)","(3.6, 3.8, 3.8141618497109824)","(5.0, 5.7, 5.619270833333333)","(26.0, 32.0, 28.466666666666665)","(41.0, 90.0, 90.45454545454545)"
07-01-2023 17:37:36.105890,"(15.0, 22.0, 21.910714285714285)","(15.0, 24.0, 23.767441860465116)","(20.0, 27.0, 26.41891891891892)","(71.0, 100.0, 96.4)","(21.0, 29.0, 28.205128205128204)","(2.4, 2.92, 2.909952606635071)","(3.6, 3.85, 3.8146706586826347)","(5.0, 5.7, 5.628571428571428)","(26.0, 29.0, 28.642857142857142)","(41.0, 95.0, 88.47826086956522)"
07-01-2023 17:37:37.196794,"(15.0, 22.0, 21.910714285714285)","(15.0, 24.0, 23.747899159663866)","(20.0, 27.0, 26.41891891891892)","(71.0, 100.0, 96.4)","(21.0, 29.0, 28.205128205128204)","(2.4, 2.92, 2.909952606635071)","(3.6, 3.85, 3.8295180722891566)","(5.0, 5.7, 5.629545454545454)","(26.0, 29.0, 28.32)","(41.0, 95.0, 88.47826086956522)"
07-01-2023 17:37:38.295947,"(15.0, 22.0, 21.96078431372549)","(15.0, 24.0, 23.747899159663866)","(20.0, 27.0, 26.41891891891892)","(71.0, 100.0, 96.4)","(21.0, 29.0, 28.205128205128204)","(2.4, 2.92, 2.9078857142857144)","(3.5, 3.85, 3.878494623655914)","(5.0, 5.7, 5.5769491525423724)","(26.0, 29.0, 27.65909090909091)","(41.0, 95.0, 88.47826086956522)"
07-01-2023 17:37:39.396404,"(15.0, 22.0, 21.96078431372549)","(15.0, 24.0, 23.747899159663866)","(20.0, 27.0, 26.41891891891892)","(71.0, 100.0, 91.66666666666667)","(21.0, 29.0, 28.205128205128204)","(2.4, 2.92, 2.881858974358974)","(3.5, 3.9, 3.9186363636363635)","(5.0, 5.6, 5.5769491525423724)","(26.0, 28.0, 27.65909090909091)","(41.0, 95.0, 88.2)"
07-01-2023 17:37:40.473019,"(15.0, 22.0, 21.77777777777778)","(15.0, 24.0, 23.747899159663866)","(20.0, 27.0, 26.397435897435898)","(71.0, 95.0, 90.55555555555556)","(21.0, 29.0, 28.161073825503355)","(2.4, 2.9, 2.8567320261437907)","(3.5, 3.95, 3.9175824175824174)","(5.0, 5.6, 5.606392694063927)","(26.0, 28.0, 27.517857142857142)","(41.0, 95.0, 88.2)"
07-01-2023 17:37:41.545743,"(15.0, 22.0, 21.814814814814813)","(15.0, 24.0, 23.743589743589745)","(20.0, 27.0, 26.397435897435898)","(71.0, 95.0, 91.0)","(21.0, 29.0, 28.17763157894737)","(2.4, 2.86, 2.8544444444444443)","(3.5, 3.95, 3.9175824175824174)","(5.0, 5.7, 5.629310344827586)","(26.0, 28.0, 27.547169811320753)","(41.0, 95.0, 88.46153846153847)"
07-01-2023 17:37:42.634089,"(15.0, 23.0, 21.854368932038835)","(15.0, 24.0, 23.743589743589745)","(20.0, 27.0, 26.419753086419753)","(71.0, 95.0, 93.57142857142857)","(21.0, 29.0, 28.17763157894737)","(2.4, 2.86, 2.8337499999999998)","(3.5, 3.95, 3.956629834254144)","(5.0, 5.7, 5.632565789473684)","(26.0, 28.0, 27.61904761904762)","(41.0, 95.0, 91.13636363636364)"
07-01-2023 17:37:43.735187,"(15.0, 22.0, 21.57894736842105)","(15.0, 24.0, 23.743589743589745)","(20.0, 26.0, 25.729166666666668)","(71.0, 95.0, 93.57142857142857)","(21.0, 29.0, 28.17763157894737)","(2.4, 2.84, 2.8148958333333334)","(3.5, 4.0, 3.9575709779179813)","(5.0, 5.7, 5.638622754491018)","(26.0, 28.0, 28.35135135135135)","(41.0, 95.0, 90.57692307692308)"
07-01-2023 17:37:44.916106,"(15.0, 22.0, 21.57894736842105)","(15.0, 24.0, 23.743589743589745)","(20.0, 26.0, 25.729166666666668)","(71.0, 95.0, 90.45454545454545)","(21.0, 29.0, 28.17763157894737)","(2.4, 2.82, 2.8161627906976743)","(3.5, 4.0, 3.9575709779179813)","(5.0, 5.7, 5.637878787878788)","(26.0, 29.0, 28.282608695652176)","(41.0, 95.0, 87.8125)"
07-01-2023 17:37:46.030511,"(15.0, 22.0, 21.6875)","(15.0, 24.0, 23.743589743589745)","(20.0, 26.0, 25.729166666666668)","(71.0, 95.0, 90.45454545454545)","(21.0, 29.0, 28.17763157894737)","(2.4, 2.82, 2.8161627906976743)","(3.5, 4.0, 3.9575709779179813)","(5.0, 5.7, 5.637878787878788)","(26.0, 29.0, 28.266666666666666)","(41.0, 95.0, 86.5625)"
07-01-2023 17:37:47.187748,"(15.0, 22.0, 21.586666666666666)","(15.0, 24.0, 23.743589743589745)","(20.0, 26.0, 25.729166666666668)","(71.0, 95.0, 90.45454545454545)","(21.0, 29.0, 28.213740458015266)","(2.4, 2.84, 2.832873563218391)","(3.5, 4.0, 3.954815864022663)","(5.0, 5.7, 5.637421383647799)","(26.0, 29.0, 28.14666666666667)","(41.0, 95.0, 86.5625)"
07-01-2023 17:37:48.255678,"(15.0, 22.0, 21.586666666666666)","(15.0, 24.0, 23.743589743589745)","(20.0, 26.0, 25.729166666666668)","(71.0, 95.0, 90.45454545454545)","(21.0, 29.0, 28.213740458015266)","(2.4, 2.84, 2.8398594847775174)","(3.5, 4.0, 3.954815864022663)","(5.0, 5.7, 5.637421383647799)","(26.0, 29.0, 28.189873417721518)","(41.0, 95.0, 86.5625)"
07-01-2023 17:37:49.324624,"(15.0, 22.0, 21.586666666666666)","(15.0, 24.0, 23.743589743589745)","(20.0, 26.0, 25.693069306930692)","(71.0, 95.0, 94.0)","(21.0, 29.0, 28.046296296296298)","(2.4, 2.84, 2.8398594847775174)","(3.5, 4.0, 3.954815864022663)","(5.0, 5.7, 5.637421383647799)","(26.0, 29.0, 28.189873417721518)","(41.0, 95.0, 86.5625)"
07-01-2023 17:37:50.517358,"(15.0, 22.0, 21.56338028169014)","(15.0, 24.0, 23.75)","(20.0, 26.0, 25.693069306930692)","(71.0, 95.0, 94.70588235294117)","(21.0, 28.0, 27.75409836065574)","(2.4, 2.86, 2.879349593495935)","(3.5, 4.0, 3.9552307692307695)","(5.0, 5.7, 5.575641025641025)","(26.0, 29.0, 28.088607594936708)","(41.0, 95.0, 86.5625)"
07-01-2023 17:37:51.610644,"(15.0, 22.0, 21.557142857142857)","(15.0, 24.0, 23.75)","(20.0, 26.0, 25.512)","(71.0, 95.0, 94.70588235294117)","(21.0, 28.0, 28.703703703703702)","(2.4, 2.88, 2.8915384615384614)","(3.5, 4.0, 3.9259365994236313)","(5.0, 5.6, 5.573611111111111)","(26.0, 29.0, 27.770491803278688)","(41.0, 95.0, 85.35714285714286)"
07-01-2023 17:37:52.681750,"(15.0, 22.0, 21.557142857142857)","(15.0, 24.0, 23.705882352941178)","(20.0, 26.0, 25.519685039370078)","(71.0, 95.0, 94.6875)","(21.0, 29.0, 29.151515151515152)","(2.4, 2.9, 2.8894915254237286)","(3.5, 4.0, 3.9366197183098595)","(5.0, 5.6, 5.570903010033445)","(26.0, 28.0, 28.333333333333332)","(41.0, 90.0, 85.35714285714286)"
07-01-2023 17:37:53.778443,"(15.0, 22.0, 21.557142857142857)","(15.0, 24.0, 23.7196261682243)","(20.0, 26.0, 25.519685039370078)","(71.0, 95.0, 90.0)","(21.0, 30.0, 29.185714285714287)","(2.4, 2.9, 2.8893562231759655)","(3.5, 3.95, 3.941106719367589)","(5.0, 5.6, 5.570903010033445)","(26.0, 29.0, 27.753424657534246)","(41.0, 90.0, 85.35714285714286)"
07-01-2023 17:37:54.919747,"(15.0, 22.0, 21.523076923076925)","(15.0, 24.0, 23.7196261682243)","(20.0, 26.0, 25.519685039370078)","(71.0, 90.0, 87.5)","(21.0, 30.0, 30.438356164383563)","(2.4, 2.9, 2.9078787878787877)","(3.5, 3.95, 3.922444889779559)","(5.0, 5.6, 5.396511627906977)","(26.0, 28.0, 28.41176470588235)","(41.0, 90.0, 85.45454545454545)"
07-01-2023 17:37:56.036943,"(15.0, 22.0, 21.523076923076925)","(15.0, 24.0, 23.74757281553398)","(20.0, 24.0, 23.54237288135593)","(71.0, 90.0, 87.77777777777777)","(21.0, 32.0, 30.789473684210527)","(2.4, 2.92, 2.902727272727273)","(3.5, 4.0, 3.9450704225352116)","(5.0, 5.4, 5.475824175824176)","(26.0, 29.0, 28.487179487179485)","(41.0, 90.0, 85.9375)"
07-01-2023 17:37:57.241702,"(15.0, 22.0, 21.592105263157894)","(15.0, 24.0, 23.661538461538463)","(20.0, 24.0, 23.75229357798165)","(71.0, 90.0, 87.3913043478261)","(21.0, 32.0, 30.789473684210527)","(2.4, 2.92, 2.908333333333333)","(3.5, 3.95, 3.9396694214876034)","(5.0, 5.5, 5.452459016393443)","(26.0, 29.0, 28.574468085106382)","(41.0, 90.0, 86.15384615384616)"
07-01-2023 17:37:58.370734,"(15.0, 22.0, 21.592105263157894)","(15.0, 24.0, 23.55128205128205)","(20.0, 24.0, 25.160493827160494)","(71.0, 90.0, 87.3913043478261)","(21.0, 32.0, 30.923076923076923)","(2.4, 2.92, 2.9138728323699423)","(3.5, 3.95, 3.938584474885845)","(5.0, 5.5, 5.454150197628459)","(26.0, 29.0, 28.5)","(41.0, 90.0, 86.15384615384616)"
07-01-2023 17:37:59.463918,"(15.0, 22.0, 21.592105263157894)","(15.0, 24.0, 22.939393939393938)","(20.0, 26.0, 25.160493827160494)","(71.0, 90.0, 87.3913043478261)","(21.0, 32.0, 30.923076923076923)","(2.4, 2.94, 2.8821176470588235)","(3.5, 3.95, 3.9443798449612406)","(5.0, 5.5, 5.4475694444444445)","(26.0, 29.0, 28.458333333333332)","(41.0, 90.0, 86.15384615384616)"
07-01-2023 17:38:00.541466,"(15.0, 22.0, 21.714285714285715)","(15.0, 23.0, 22.717391304347824)","(20.0, 26.0, 25.1)","(71.0, 90.0, 87.3913043478261)","(21.0, 32.0, 30.923076923076923)","(2.4, 2.9, 2.864)","(3.5, 3.95, 3.9550796812749005)","(5.0, 5.5, 5.456104651162791)","(26.0, 29.0, 28.384615384615383)","(41.0, 90.0, 87.22222222222223)"
07-01-2023 17:38:01.624403,"(15.0, 22.0, 21.865384615384617)","(15.0, 23.0, 22.682926829268293)","(20.0, 26.0, 25.211764705882352)","(71.0, 90.0, 88.18181818181819)","(21.0, 32.0, 30.8135593220339)","(2.4, 2.88, 2.864)","(3.5, 4.0, 3.958699633699634)","(5.0, 5.5, 5.533497536945813)","(26.0, 29.0, 28.325)","(41.0, 90.0, 87.22222222222223)"
07-01-2023 17:38:02.698176,"(15.0, 22.0, 21.865384615384617)","(15.0, 23.0, 22.682926829268293)","(20.0, 26.0, 25.182926829268293)","(71.0, 90.0, 88.18181818181819)","(21.0, 32.0, 31.16216216216216)","(2.5, 2.88, 2.864)","(3.5, 4.0, 3.965734265734266)","(4.8, 5.6, 5.5221902017291065)","(26.0, 29.0, 28.135802469135804)","(41.0, 90.0, 87.22222222222223)"
07-01-2023 17:38:03.818871,"(15.0, 22.0, 21.625)","(15.0, 23.0, 22.682926829268293)","(20.0, 26.0, 25.182926829268293)","(71.0, 90.0, 88.18181818181819)","(21.0, 32.0, 31.261904761904763)","(2.5, 2.88, 2.836233254531127)","(3.5, 4.0, 3.9910501193317423)","(4.8, 5.6, 5.528947368421052)","(26.0, 29.0, 26.686567164179106)","(41.0, 90.0, 87.22222222222223)"
07-01-2023 17:38:04.968144,"(15.0, 22.0, 21.689655172413794)","(15.0, 23.0, 22.75925925925926)","(20.0, 26.0, 25.211764705882352)","(71.0, 90.0, 88.18181818181819)","(21.0, 32.0, 31.16216216216216)","(2.5, 2.84, 2.83863301787592)","(3.5, 4.0, 4.035933806146572)","(4.8, 5.6, 5.534603174603174)","(26.0, 27.0, 26.24)","(41.0, 90.0, 87.75)"
07-01-2023 17:38:06.211256,"(15.0, 22.0, 21.625)","(15.0, 23.0, 22.682926829268293)","(20.0, 26.0, 25.014705882352942)","(71.0, 90.0, 88.18181818181819)","(21.0, 32.0, 31.16216216216216)","(2.5, 2.84, 2.839260869565217)","(3.5, 4.1, 4.035046728971962)","(4.8, 5.6, 5.550361445783133)","(26.0, 27.0, 26.173076923076923)","(41.0, 90.0, 87.75)"
07-01-2023 17:38:07.376722,"(15.0, 22.0, 21.625)","(15.0, 23.0, 22.682926829268293)","(20.0, 26.0, 25.014705882352942)","(71.0, 90.0, 88.18181818181819)","(21.0, 32.0, 31.16216216216216)","(2.5, 2.84, 2.8393449781659386)","(3.5, 4.1, 4.006397306397306)","(4.8, 5.6, 5.55)","(26.0, 27.0, 26.36764705882353)","(41.0, 90.0, 87.75)"
07-01-2023 17:38:08.531281,"(15.0, 22.0, 21.619718309859156)","(15.0, 23.0, 22.682926829268293)","(20.0, 26.0, 25.014705882352942)","(71.0, 90.0, 88.18181818181819)","(21.0, 32.0, 30.934782608695652)","(2.5, 2.84, 2.8537007874015745)","(3.5, 4.1, 4.01766917293233)","(4.8, 5.6, 5.561688311688312)","(26.0, 27.0, 26.36764705882353)","(41.0, 90.0, 87.75)"
07-01-2023 17:38:09.651113,"(15.0, 22.0, 21.476635514018692)","(15.0, 23.0, 22.682926829268293)","(20.0, 26.0, 25.014705882352942)","(71.0, 90.0, 88.18181818181819)","(21.0, 32.0, 30.934782608695652)","(2.5, 2.86, 2.837917414721723)","(3.5, 4.1, 4.006410256410256)","(4.8, 5.6, 5.580451127819549)","(26.0, 27.0, 26.119402985074625)","(41.0, 90.0, 87.75)"
07-01-2023 17:38:10.875520,"(15.0, 22.0, 21.44)","(15.0, 23.0, 22.682926829268293)","(20.0, 26.0, 25.28723404255319)","(71.0, 90.0, 87.8)","(21.0, 32.0, 30.934782608695652)","(2.5, 2.84, 2.8378195488721802)","(3.5, 4.1, 4.006164383561644)","(4.8, 5.6, 5.555499999999999)","(26.0, 27.0, 26.119402985074625)","(41.0, 90.0, 87.3913043478261)"
07-01-2023 17:38:11.961162,"(15.0, 22.0, 21.44)","(15.0, 23.0, 22.682926829268293)","(20.0, 26.0, 25.28723404255319)","(71.0, 90.0, 87.8)","(21.0, 32.0, 30.934782608695652)","(2.5, 2.84, 2.8464516129032256)","(3.5, 4.1, 3.95974025974026)","(4.8, 5.6, 5.548795180722891)","(26.0, 27.0, 26.271604938271604)","(61.0, 90.0, 87.75)"
07-01-2023 17:38:13.053099,"(15.0, 22.0, 21.44)","(15.0, 23.0, 22.682926829268293)","(20.0, 26.0, 25.294736842105262)","(71.0, 90.0, 88.46153846153847)","(21.0, 32.0, 30.934782608695652)","(2.5, 2.86, 2.8464516129032256)","(3.5, 4.0, 3.9583892617449665)","(4.8, 5.6, 5.56694214876033)","(26.0, 27.0, 26.271604938271604)","(61.0, 90.0, 87.75)"
07-01-2023 17:38:14.273966,"(15.0, 22.0, 21.44)","(15.0, 23.0, 22.682926829268293)","(20.0, 26.0, 25.96551724137931)","(71.0, 90.0, 88.91304347826087)","(21.0, 32.0, 31.023809523809526)","(2.5, 2.86, 2.8616110019646364)","(3.5, 4.0, 3.9588636363636365)","(4.8, 5.6, 5.565979381443299)","(26.0, 27.0, 25.631067961165048)","(61.0, 90.0, 88.23529411764706)"
07-01-2023 17:38:15.382512,"(15.0, 22.0, 21.5)","(15.0, 23.0, 22.928571428571427)","(20.0, 25.0, 24.975609756097562)","(71.0, 90.0, 88.95833333333333)","(21.0, 32.0, 30.949494949494948)","(2.5, 2.88, 2.8478350515463915)","(3.5, 4.0, 3.9766355140186915)","(4.8, 5.7, 5.60197628458498)","(26.0, 27.0, 25.805555555555557)","(61.0, 90.0, 88.33333333333333)"
07-01-2023 17:38:16.530347,"(15.0, 22.0, 21.511627906976745)","(15.0, 24.0, 23.186046511627907)","(20.0, 25.0, 24.721311475409838)","(71.0, 90.0, 88.95833333333333)","(21.0, 32.0, 30.949494949494948)","(2.5, 2.86, 2.8359465478841868)","(3.5, 4.0, 3.9650395778364116)","(4.8, 5.7, 5.628115942028986)","(26.0, 27.0, 25.805555555555557)","(61.0, 90.0, 88.33333333333333)"
07-01-2023 17:38:17.595184,"(15.0, 22.0, 21.511627906976745)","(15.0, 24.0, 23.204545454545453)","(20.0, 25.0, 24.721311475409838)","(71.0, 90.0, 88.95833333333333)","(21.0, 32.0, 30.949494949494948)","(2.5, 2.84, 2.8352665245202555)","(3.5, 4.0, 3.9650395778364116)","(4.8, 5.7, 5.629142857142857)","(21.0, 27.0, 25.76923076923077)","(61.0, 90.0, 88.33333333333333)"
07-01-2023 17:38:18.693012,"(15.0, 22.0, 21.511627906976745)","(15.0, 24.0, 23.2)","(20.0, 25.0, 24.721311475409838)","(71.0, 90.0, 89.0)","(21.0, 32.0, 30.949494949494948)","(2.5, 2.84, 2.835194805194805)","(3.5, 4.0, 3.9653638814016174)","(4.8, 5.7, 5.629142857142857)","(21.0, 27.0, 25.753246753246753)","(61.0, 90.0, 88.33333333333333)"
07-01-2023 17:38:19.796571,"(15.0, 22.0, 21.5)","(15.0, 24.0, 23.2)","(20.0, 25.0, 24.830188679245282)","(71.0, 90.0, 89.0)","(21.0, 32.0, 30.949494949494948)","(2.5, 2.84, 2.835194805194805)","(3.5, 4.0, 3.957308970099668)","(4.8, 5.7, 5.629142857142857)","(21.0, 27.0, 25.753246753246753)","(61.0, 90.0, 88.42105263157895)"
07-01-2023 17:38:20.924784,"(17.0, 22.0, 21.5)","(17.0, 24.0, 23.2)","(20.0, 25.0, 24.790697674418606)","(71.0, 90.0, 88.86363636363636)","(26.0, 32.0, 30.839506172839506)","(2.5, 2.84, 2.8367942583732058)","(3.5, 4.0, 3.9549122807017545)","(5.0, 5.7, 5.629142857142857)","(21.0, 27.0, 25.725)","(61.0, 90.0, 87.85714285714286)"
07-01-2023 17:38:22.013461,"(17.0, 22.0, 21.5)","(17.0, 24.0, 23.2)","(20.0, 25.0, 24.790697674418606)","(71.0, 90.0, 89.25)","(26.0, 32.0, 30.955555555555556)","(2.5, 2.84, 2.810925507900677)","(3.5, 4.0, 3.969476744186047)","(5.0, 5.7, 5.638765432098765)","(21.0, 27.0, 25.813953488372093)","(61.0, 90.0, 88.33333333333333)"
07-01-2023 17:38:23.146037,"(17.0, 22.0, 21.522727272727273)","(17.0, 24.0, 23.333333333333332)","(20.0, 25.0, 24.906976744186046)","(71.0, 90.0, 89.25)","(26.0, 32.0, 30.955555555555556)","(2.5, 2.82, 2.807295918367347)","(3.5, 4.0, 3.97088122605364)","(5.0, 5.7, 5.639828080229226)","(21.0, 27.0, 25.75609756097561)","(61.0, 90.0, 88.33333333333333)"
07-01-2023 17:38:24.309991,"(17.0, 22.0, 21.548387096774192)","(17.0, 24.0, 23.45)","(20.0, 26.0, 25.26)","(71.0, 90.0, 89.21052631578948)","(26.0, 32.0, 31.12962962962963)","(2.5, 2.82, 2.791889596602972)","(3.5, 4.0, 3.980808080808081)","(5.0, 5.7, 5.657920792079208)","(21.0, 27.0, 26.177419354838708)","(61.0, 90.0, 87.5)"
07-01-2023 17:38:25.487166,"(17.0, 22.0, 21.666666666666668)","(17.0, 24.0, 23.58490566037736)","(20.0, 26.0, 25.403225806451612)","(71.0, 90.0, 89.21052631578948)","(26.0, 32.0, 31.145454545454545)","(2.5, 2.8, 2.7866040268456373)","(3.5, 4.0, 3.981141439205955)","(5.0, 5.7, 5.658333333333333)","(21.0, 27.0, 26.1864406779661)","(61.0, 90.0, 87.5)"
07-01-2023 17:38:26.647683,"(17.0, 22.0, 21.71794871794872)","(17.0, 24.0, 23.563636363636363)","(20.0, 26.0, 25.372881355932204)","(71.0, 90.0, 96.0)","(26.0, 32.0, 31.135802469135804)","(2.5, 2.8, 2.7816880733944953)","(3.5, 4.0, 3.9905882352941178)","(5.0, 5.7, 5.650636942675159)","(21.0, 27.0, 26.516129032258064)","(61.0, 90.0, 88.0)"
07-01-2023 17:38:27.775073,"(17.0, 22.0, 21.792207792207794)","(17.0, 24.0, 23.714285714285715)","(21.0, 26.0, 25.357142857142858)","(71.0, 100.0, 95.45454545454545)","(26.0, 32.0, 31.21518987341772)","(2.5, 2.8, 2.7510462287104622)","(3.5, 4.0, 4.046728971962617)","(5.0, 5.7, 5.645679012345679)","(21.0, 27.0, 26.214285714285715)","(61.0, 90.0, 90.0925925925926)"
07-01-2023 17:38:28.864035,"(17.0, 23.0, 22.283333333333335)","(17.0, 24.0, 23.90909090909091)","(21.0, 26.0, 25.357142857142858)","(71.0, 100.0, 95.45454545454545)","(26.0, 32.0, 31.30952380952381)","(2.5, 2.76, 2.751337579617834)","(3.5, 4.1, 3.9925729442970823)","(5.0, 5.7, 5.640601503759398)","(21.0, 27.0, 26.033333333333335)","(61.0, 95.0, 90.7258064516129)"
07-01-2023 17:38:29.951467,"(17.0, 23.0, 22.420289855072465)","(17.0, 25.0, 23.48)","(21.0, 26.0, 25.482758620689655)","(71.0, 100.0, 95.41666666666667)","(26.0, 32.0, 31.333333333333332)","(2.5, 2.76, 2.7521839080459767)","(3.5, 4.1, 3.999002493765586)","(5.0, 5.8, 5.646191051995163)","(21.0, 27.0, 26.07070707070707)","(61.0, 95.0, 91.34328358208955)"
07-01-2023 17:38:31.002028,"(17.0, 23.0, 22.444444444444443)","(17.0, 25.0, 24.297709923664122)","(21.0, 26.0, 25.53125)","(71.0, 100.0, 95.41666666666667)","(26.0, 32.0, 31.333333333333332)","(2.5, 2.76, 2.7479120879120877)","(3.5, 4.1, 3.9764840182648404)","(5.0, 5.8, 5.649110320284697)","(21.0, 27.0, 26.09009009009009)","(61.0, 95.0, 93.33333333333333)"
07-01-2023 17:38:32.078565,"(17.0, 23.0, 22.507042253521128)","(17.0, 25.0, 24.345070422535212)","(21.0, 26.0, 25.571428571428573)","(71.0, 100.0, 95.55555555555556)","(26.0, 32.0, 31.244897959183675)","(2.5, 2.78, 2.7586080586080586)","(3.5, 4.0, 3.9753588516746414)","(5.0, 5.8, 5.649110320284697)","(21.0, 27.0, 26.09009009009009)","(61.0, 95.0, 90.41666666666667)"
07-01-2023 17:38:33.132594,"(17.0, 23.0, 22.507042253521128)","(17.0, 25.0, 24.345070422535212)","(21.0, 26.0, 25.253164556962027)","(71.0, 100.0, 95.83333333333333)","(26.0, 32.0, 31.416666666666668)","(2.5, 2.78, 2.7666666666666666)","(3.5, 4.0, 3.963953488372093)","(5.0, 5.8, 5.661135371179039)","(21.0, 27.0, 26.2421875)","(61.0, 95.0, 90.3125)"
07-01-2023 17:38:34.199425,"(17.0, 23.0, 22.5625)","(17.0, 24.0, 23.78048780487805)","(21.0, 26.0, 25.313953488372093)","(71.0, 100.0, 95.83333333333333)","(26.0, 32.0, 31.416666666666668)","(2.5, 2.78, 2.7547811993517017)","(3.5, 4.0, 3.963953488372093)","(5.0, 5.8, 5.659829059829059)","(21.0, 27.0, 26.2421875)","(61.0, 95.0, 90.3125)"
07-01-2023 17:38:35.263217,"(17.0, 23.0, 22.5625)","(17.0, 24.0, 23.78048780487805)","(21.0, 26.0, 25.313953488372093)","(71.0, 100.0, 95.83333333333333)","(26.0, 32.0, 31.46)","(2.5, 2.78, 2.763160173160173)","(3.5, 4.0, 3.9707533234859675)","(5.0, 5.8, 5.686646884272998)","(21.0, 27.0, 26.244755244755243)","(61.0, 95.0, 90.3125)"
07-01-2023 17:38:36.359599,"(17.0, 23.0, 22.597560975609756)","(17.0, 24.0, 23.822222222222223)","(21.0, 26.0, 25.355555555555554)","(71.0, 100.0, 98.18181818181819)","(26.0, 32.0, 31.46)","(2.5, 2.78, 2.7637578288100206)","(3.5, 4.0, 3.971304347826087)","(5.0, 5.7, 5.689356435643565)","(21.0, 27.0, 26.244755244755243)","(61.0, 95.0, 90.26315789473684)"
07-01-2023 17:38:37.483797,"(17.0, 23.0, 22.597560975609756)","(17.0, 24.0, 23.692307692307693)","(21.0, 26.0, 25.107692307692307)","(71.0, 100.0, 98.33333333333333)","(26.0, 32.0, 31.489795918367346)","(2.5, 2.78, 2.7467275494672756)","(3.5, 4.0, 3.9760769230769233)","(5.0, 5.7, 5.72579185520362)","(21.0, 27.0, 26.28148148148148)","(61.0, 95.0, 89.51612903225806)"
07-01-2023 17:38:38.549689,"(17.0, 23.0, 22.620253164556964)","(17.0, 24.0, 23.73913043478261)","(21.0, 26.0, 25.11111111111111)","(71.0, 100.0, 98.4)","(26.0, 32.0, 31.489795918367346)","(2.5, 2.76, 2.747442680776014)","(3.5, 4.0, 3.976904761904762)","(5.0, 5.8, 5.72579185520362)","(21.0, 27.0, 26.39375)","(61.0, 95.0, 89.51612903225806)"
07-01-2023 17:38:39.615948,"(17.0, 23.0, 22.655172413793103)","(17.0, 24.0, 23.73913043478261)","(21.0, 26.0, 25.11111111111111)","(71.0, 100.0, 98.4)","(26.0, 32.0, 31.489795918367346)","(2.5, 2.76, 2.7453027139874737)","(3.5, 4.0, 3.976904761904762)","(5.0, 5.8, 5.726042841037204)","(21.0, 27.0, 26.39375)","(61.0, 95.0, 88.10344827586206)"
07-01-2023 17:38:40.681177,"(17.0, 23.0, 22.655172413793103)","(17.0, 24.0, 23.73913043478261)","(21.0, 26.0, 25.11111111111111)","(71.0, 100.0, 98.4)","(26.0, 32.0, 31.489795918367346)","(2.5, 2.76, 2.748533916849015)","(3.5, 4.0, 3.9761475409836065)","(5.0, 5.8, 5.725028571428571)","(21.0, 27.0, 26.38993710691824)","(61.0, 95.0, 88.10344827586206)"
07-01-2023 17:38:41.763541,"(17.0, 23.0, 22.634146341463413)","(17.0, 24.0, 23.75)","(21.0, 26.0, 25.11111111111111)","(71.0, 100.0, 98.4)","(26.0, 32.0, 31.489795918367346)","(2.5, 2.76, 2.743225806451613)","(3.5, 4.0, 3.9755872483221477)","(5.0, 5.8, 5.724161849710983)","(21.0, 27.0, 26.38993710691824)","(61.0, 95.0, 88.10344827586206)"
07-01-2023 17:38:42.826776,"(17.0, 23.0, 22.8)","(17.0, 24.0, 23.725806451612904)","(21.0, 26.0, 25.11111111111111)","(71.0, 100.0, 98.4)","(26.0, 32.0, 31.42528735632184)","(2.5, 2.76, 2.7414214876033056)","(3.5, 4.0, 3.9772304832713754)","(5.0, 5.8, 5.716005121638925)","(21.0, 27.0, 26.38993710691824)","(61.0, 95.0, 84.35483870967742)"
07-01-2023 17:38:43.881974,"(17.0, 23.0, 22.8)","(17.0, 24.0, 23.725806451612904)","(21.0, 26.0, 25.11111111111111)","(71.0, 100.0, 98.4)","(26.0, 32.0, 31.42528735632184)","(2.5, 2.76, 2.7589189189189187)","(3.5, 4.0, 3.984521158129176)","(5.0, 5.8, 5.717816091954023)","(21.0, 27.0, 26.47741935483871)","(61.0, 95.0, 85.55555555555556)"
07-01-2023 17:38:44.940550,"(17.0, 24.0, 23.326923076923077)","(17.0, 25.0, 24.14814814814815)","(21.0, 26.0, 25.370967741935484)","(71.0, 110.0, 100.4)","(26.0, 32.0, 31.576470588235296)","(2.5, 2.72, 2.7292098092643053)","(3.5, 4.0, 3.9639896373056995)","(5.0, 5.8, 5.710485133020344)","(21.0, 27.0, 26.47741935483871)","(61.0, 95.0, 88.46153846153847)"
