,Earstagrin,Forever More,Tiza New Day,Extortion,Sarge,Lucky Zara,Mista Moose,Frozen Jewel,Questro Queen Nz
07-12-2022 17:47:36.545158,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 16.75)","(3.7, 7.8, 6.3999999999999995)","(3.3, 5.8, 5.576470588235294)","(8.0, 10.5, 9.5)","(31.0, 60.0, 48.0)","(7.5, 15.5, 13.7)","(5.0, 7.6, 6.5600000000000005)","(6.0, 99999, 99990)"
07-12-2022 17:47:37.868111,"(91.0, 170.0, 158.33333333333331)","(15.0, 25.0, 19.5)","(3.7, 7.8, 6.3999999999999995)","(3.3, 5.8, 5.576470588235294)","(8.0, 10.5, 9.5)","(31.0, 60.0, 48.0)","(7.5, 15.5, 13.7)","(5.0, 7.4, 6.5600000000000005)","(6.0, 99999, 99990)"
07-12-2022 17:47:39.171049,"(91.0, 170.0, 158.33333333333331)","(15.0, 29.0, 19.0)","(3.7, 7.8, 6.3999999999999995)","(3.3, 5.8, 5.576470588235294)","(8.0, 10.5, 9.5)","(31.0, 60.0, 48.0)","(7.5, 15.5, 12.9)","(5.0, 7.4, 6.5600000000000005)","(6.0, 99999, 99990)"
07-12-2022 17:47:40.453544,"(91.0, 170.0, 158.33333333333331)","(15.0, 29.0, 19.0)","(3.7, 7.8, 6.3999999999999995)","(3.3, 5.8, 5.576470588235294)","(8.0, 10.5, 9.5)","(31.0, 60.0, 48.0)","(7.5, 15.5, 12.9)","(5.0, 7.4, 6.5600000000000005)","(6.0, 99999, 99990)"
07-12-2022 17:47:41.812870,"(91.0, 170.0, 155.0)","(15.0, 29.0, 19.0)","(3.7, 7.8, 6.3999999999999995)","(3.3, 5.8, 4.943478260869565)","(8.0, 10.0, 11.666666666666666)","(31.0, 60.0, 48.0)","(7.5, 15.5, 13.7)","(5.0, 7.4, 6.5600000000000005)","(6.0, 99999, 99990)"
07-12-2022 17:47:43.231499,"(91.0, 170.0, 155.0)","(15.0, 29.0, 19.0)","(3.7, 7.8, 6.3999999999999995)","(3.3, 5.5, 4.943478260869565)","(8.0, 13.0, 11.666666666666666)","(31.0, 60.0, 48.0)","(7.5, 15.5, 12.9)","(5.0, 7.4, 6.5600000000000005)","(6.0, 99999, 99990)"
07-12-2022 17:47:44.628585,"(91.0, 170.0, 155.0)","(15.0, 29.0, 23.0)","(3.7, 7.8, 6.3999999999999995)","(3.3, 5.5, 4.943478260869565)","(8.0, 13.0, 11.666666666666666)","(31.0, 60.0, 48.0)","(7.5, 15.5, 12.9)","(5.0, 7.4, 6.5600000000000005)","(6.0, 99999, 99990)"
07-12-2022 17:47:46.108246,"(91.0, 170.0, 155.0)","(15.0, 29.0, 22.555555555555557)","(3.7, 7.8, 6.3999999999999995)","(3.4, 5.4, 5.223529411764706)","(8.0, 13.0, 11.666666666666666)","(41.0, 60.0, 48.0)","(7.5, 15.5, 12.9)","(5.0, 7.4, 6.5600000000000005)","(6.0, 99999, 99990)"
07-12-2022 17:47:47.597364,"(91.0, 170.0, 155.0)","(15.0, 29.0, 24.0)","(3.7, 7.8, 6.3999999999999995)","(3.4, 5.4, 5.223529411764706)","(8.0, 13.0, 11.666666666666666)","(41.0, 60.0, 48.0)","(7.5, 15.5, 12.9)","(5.0, 7.4, 6.5600000000000005)","(6.0, 99999, 99990)"
07-12-2022 17:47:49.107433,"(91.0, 170.0, 155.0)","(15.0, 29.0, 23.0)","(3.7, 7.8, 6.3999999999999995)","(3.4, 5.4, 5.223529411764706)","(8.0, 13.0, 11.666666666666666)","(41.0, 60.0, 48.0)","(7.5, 15.5, 12.9)","(5.0, 7.4, 6.5600000000000005)","(6.0, 99999, 99990)"
07-12-2022 17:47:50.604153,"(91.0, 170.0, 155.0)","(15.0, 29.0, 27.193548387096776)","(3.7, 7.8, 6.3999999999999995)","(3.4, 5.4, 5.223529411764706)","(8.0, 13.0, 11.666666666666666)","(41.0, 60.0, 48.0)","(7.5, 15.5, 12.9)","(5.0, 7.4, 6.5600000000000005)","(6.0, 99999, 99990)"
07-12-2022 17:47:52.022649,"(91.0, 170.0, 155.0)","(15.0, 29.0, 27.193548387096776)","(3.7, 7.8, 6.3999999999999995)","(3.4, 5.4, 5.223529411764706)","(8.0, 13.0, 11.666666666666666)","(41.0, 60.0, 48.0)","(7.5, 15.5, 12.9)","(5.0, 7.4, 6.5600000000000005)","(6.0, 99999, 99990)"
07-12-2022 17:47:53.906841,"(91.0, 170.0, 155.0)","(15.0, 29.0, 23.6)","(3.7, 7.8, 6.3999999999999995)","(3.4, 5.4, 5.223529411764706)","(8.0, 13.0, 11.666666666666666)","(41.0, 60.0, 48.0)","(7.5, 15.5, 12.9)","(5.0, 7.4, 6.5600000000000005)","(6.0, 99999, 99990)"
07-12-2022 17:47:55.484493,"(91.0, 170.0, 155.0)","(15.0, 29.0, 23.6)","(3.7, 7.8, 6.3999999999999995)","(3.4, 5.4, 5.223529411764706)","(8.0, 13.0, 11.666666666666666)","(41.0, 60.0, 48.0)","(7.5, 15.5, 12.9)","(5.0, 7.4, 6.5600000000000005)","(6.0, 99999, 99990)"
07-12-2022 17:47:57.349380,"(91.0, 170.0, 155.0)","(15.0, 29.0, 23.22222222222222)","(3.7, 7.8, 6.3999999999999995)","(3.4, 5.4, 5.223529411764706)","(8.0, 13.0, 11.666666666666666)","(41.0, 60.0, 48.0)","(7.5, 15.5, 12.9)","(5.0, 7.4, 5.872727272727273)","(6.0, 99999, 99990)"
07-12-2022 17:47:59.051493,"(91.0, 170.0, 155.0)","(15.0, 29.0, 20.666666666666668)","(3.7, 7.8, 6.3999999999999995)","(3.4, 5.4, 5.223529411764706)","(8.0, 13.0, 11.666666666666666)","(41.0, 60.0, 48.0)","(7.5, 15.5, 12.9)","(5.0, 7.4, 5.872727272727273)","(6.0, 99999, 99990)"
07-12-2022 17:48:00.530591,"(91.0, 170.0, 155.0)","(15.0, 29.0, 20.666666666666668)","(3.7, 7.8, 6.3999999999999995)","(3.4, 5.4, 5.223529411764706)","(8.0, 13.0, 11.666666666666666)","(41.0, 60.0, 48.0)","(7.5, 15.5, 12.9)","(5.0, 7.4, 5.872727272727273)","(6.0, 99999, 99990)"
07-12-2022 17:48:02.116832,"(91.0, 170.0, 155.0)","(15.0, 29.0, 21.333333333333332)","(3.7, 7.8, 6.3999999999999995)","(3.4, 5.4, 5.223529411764706)","(8.0, 13.0, 11.666666666666666)","(41.0, 60.0, 48.0)","(7.5, 15.5, 12.9)","(5.0, 7.4, 5.872727272727273)","(6.0, 99999, 99990)"
07-12-2022 17:48:03.720461,"(91.0, 170.0, 155.0)","(15.0, 29.0, 21.333333333333332)","(3.7, 7.8, 6.3999999999999995)","(3.4, 5.4, 5.223529411764706)","(8.0, 13.0, 11.666666666666666)","(41.0, 60.0, 48.0)","(7.5, 15.5, 12.9)","(5.0, 7.4, 5.872727272727273)","(6.0, 99999, 99990)"
07-12-2022 17:48:05.298262,"(91.0, 170.0, 155.0)","(15.0, 29.0, 18.2)","(3.7, 7.8, 6.3999999999999995)","(3.4, 5.4, 5.223529411764706)","(8.0, 13.0, 9.428571428571429)","(41.0, 60.0, 48.0)","(7.5, 15.5, 12.9)","(5.0, 7.4, 5.872727272727273)","(6.0, 99999, 99990)"
07-12-2022 17:48:06.862714,"(91.0, 170.0, 161.66666666666669)","(15.0, 29.0, 18.875)","(3.7, 7.8, 6.0)","(3.4, 5.4, 5.0375000000000005)","(8.0, 10.5, 9.428571428571429)","(41.0, 60.0, 48.0)","(7.5, 15.5, 12.9)","(5.0, 7.4, 5.872727272727273)","(6.0, 99999, 99990)"
07-12-2022 17:48:08.364997,"(91.0, 170.0, 161.66666666666669)","(15.0, 29.0, 20.333333333333332)","(3.7, 7.6, 6.65)","(3.4, 5.4, 4.466666666666667)","(8.0, 10.5, 9.428571428571429)","(41.0, 60.0, 48.0)","(7.5, 15.5, 12.9)","(5.0, 7.4, 5.872727272727273)","(6.0, 99999, 99990)"
07-12-2022 17:48:10.012156,"(91.0, 170.0, 161.66666666666669)","(15.0, 29.0, 20.333333333333332)","(3.7, 7.4, 6.65)","(3.4, 5.4, 4.466666666666667)","(8.0, 10.5, 9.428571428571429)","(41.0, 60.0, 48.0)","(7.5, 15.5, 12.9)","(5.0, 7.4, 5.872727272727273)","(6.0, 99999, 99990)"
07-12-2022 17:48:11.513261,"(91.0, 170.0, 161.66666666666669)","(15.0, 29.0, 24.272727272727273)","(3.7, 7.4, 6.433333333333334)","(3.4, 5.4, 4.466666666666667)","(8.0, 10.5, 9.428571428571429)","(41.0, 60.0, 48.0)","(7.5, 15.5, 12.9)","(5.0, 7.4, 5.872727272727273)","(6.0, 99999, 99990)"
07-12-2022 17:48:13.035054,"(91.0, 170.0, 161.66666666666669)","(15.0, 29.0, 24.272727272727273)","(3.7, 7.4, 6.433333333333334)","(3.4, 5.4, 4.466666666666667)","(8.0, 10.5, 9.428571428571429)","(41.0, 60.0, 48.0)","(7.5, 15.5, 12.9)","(5.0, 7.4, 5.872727272727273)","(6.0, 99999, 99990)"
07-12-2022 17:48:14.605291,"(91.0, 170.0, 161.66666666666669)","(15.0, 29.0, 24.272727272727273)","(3.7, 7.4, 6.6)","(3.4, 5.4, 4.466666666666667)","(8.0, 10.5, 9.428571428571429)","(41.0, 60.0, 48.0)","(7.5, 15.5, 12.9)","(5.0, 7.4, 5.872727272727273)","(6.0, 99999, 99990)"
07-12-2022 17:48:16.066935,"(91.0, 170.0, 161.66666666666669)","(15.0, 29.0, 23.444444444444443)","(3.7, 7.4, 6.6)","(3.4, 5.4, 4.466666666666667)","(8.0, 10.5, 9.428571428571429)","(41.0, 60.0, 48.0)","(7.5, 15.5, 12.9)","(5.0, 7.4, 5.872727272727273)","(6.0, 99999, 99990)"
07-12-2022 17:48:17.602367,"(91.0, 170.0, 160.0)","(15.0, 29.0, 25.42857142857143)","(3.7, 7.4, 6.6)","(3.4, 5.4, 4.466666666666667)","(8.0, 10.5, 9.428571428571429)","(41.0, 60.0, 48.0)","(7.5, 15.5, 12.9)","(5.0, 7.4, 5.872727272727273)","(6.0, 99999, 99990)"
07-12-2022 17:48:19.116220,"(91.0, 170.0, 160.0)","(15.0, 29.0, 23.444444444444443)","(3.7, 7.4, 6.6)","(3.4, 5.4, 4.466666666666667)","(8.0, 10.5, 9.428571428571429)","(41.0, 60.0, 48.0)","(7.5, 15.5, 12.9)","(5.0, 7.4, 5.872727272727273)","(6.0, 99999, 99990)"
07-12-2022 17:48:20.610162,"(91.0, 170.0, 160.0)","(15.0, 29.0, 21.57142857142857)","(3.7, 7.4, 6.6)","(3.4, 5.4, 4.466666666666667)","(8.0, 10.5, 9.85)","(41.0, 60.0, 48.0)","(7.5, 15.5, 12.9)","(5.0, 7.4, 5.872727272727273)","(6.0, 99999, 99990)"
07-12-2022 17:48:22.172534,"(91.0, 170.0, 160.0)","(15.0, 29.0, 22.75)","(3.7, 7.4, 6.6)","(3.4, 5.4, 4.466666666666667)","(8.0, 10.5, 9.85)","(41.0, 60.0, 48.0)","(7.5, 15.5, 12.9)","(5.0, 7.4, 6.0125)","(6.0, 99999, 99990)"
07-12-2022 17:48:23.751785,"(91.0, 170.0, 160.0)","(15.0, 29.0, 22.75)","(3.7, 7.4, 6.6)","(3.4, 5.4, 4.466666666666667)","(8.0, 10.5, 9.428571428571429)","(41.0, 60.0, 48.0)","(7.5, 15.5, 12.9)","(5.0, 7.2, 6.32)","(6.0, 99999, 99990)"
07-12-2022 17:48:25.251716,"(91.0, 170.0, 160.0)","(15.0, 29.0, 22.75)","(3.7, 7.4, 6.6)","(3.4, 5.4, 4.466666666666667)","(8.0, 10.5, 9.85)","(41.0, 60.0, 48.0)","(7.5, 15.5, 12.9)","(5.0, 7.0, 6.32)","(6.0, 99999, 99990)"
07-12-2022 17:48:26.744939,"(91.0, 170.0, 160.0)","(15.0, 29.0, 22.75)","(3.8, 7.4, 6.6)","(3.4, 5.4, 4.466666666666667)","(8.0, 10.5, 9.85)","(41.0, 60.0, 48.0)","(7.5, 15.5, 12.9)","(5.0, 7.0, 6.32)","(6.0, 99999, 99990)"
07-12-2022 17:48:28.244852,"(91.0, 170.0, 160.0)","(15.0, 29.0, 25.42857142857143)","(3.8, 7.4, 6.6)","(3.4, 5.4, 4.466666666666667)","(8.0, 10.5, 9.428571428571429)","(41.0, 60.0, 48.0)","(7.5, 15.5, 12.9)","(5.0, 7.0, 6.32)","(6.0, 99999, 99990)"
07-12-2022 17:48:29.731677,"(91.0, 170.0, 160.0)","(15.0, 29.0, 25.42857142857143)","(3.8, 7.4, 6.6)","(3.4, 5.4, 4.466666666666667)","(8.0, 10.5, 9.85)","(41.0, 60.0, 48.0)","(7.5, 15.5, 12.9)","(5.0, 7.0, 6.32)","(6.0, 99999, 99990)"
07-12-2022 17:48:31.318913,"(91.0, 170.0, 160.0)","(15.0, 29.0, 23.444444444444443)","(3.8, 7.4, 6.6)","(3.4, 5.4, 4.466666666666667)","(8.0, 10.5, 9.85)","(41.0, 60.0, 48.0)","(7.5, 15.5, 12.9)","(5.0, 7.0, 6.32)","(6.0, 99999, 99990)"
07-12-2022 17:48:32.794823,"(91.0, 170.0, 160.0)","(15.0, 29.0, 23.444444444444443)","(3.8, 7.4, 6.6)","(3.4, 5.4, 4.466666666666667)","(8.0, 10.5, 9.85)","(41.0, 60.0, 48.0)","(7.5, 15.5, 12.9)","(5.0, 7.0, 6.32)","(6.0, 99999, 99990)"
07-12-2022 17:48:34.287726,"(91.0, 170.0, 160.0)","(15.0, 29.0, 23.444444444444443)","(3.8, 7.4, 6.6)","(3.4, 5.4, 4.466666666666667)","(8.0, 10.5, 9.7)","(41.0, 60.0, 48.0)","(7.5, 15.5, 12.9)","(5.0, 7.0, 6.32)","(6.0, 99999, 99990)"
07-12-2022 17:48:35.807945,"(91.0, 170.0, 160.0)","(15.0, 29.0, 21.0)","(3.8, 7.4, 6.6)","(3.4, 5.4, 4.466666666666667)","(8.0, 10.0, 9.7)","(41.0, 60.0, 48.0)","(7.5, 15.5, 12.9)","(5.0, 7.0, 6.32)","(6.0, 99999, 99990)"
07-12-2022 17:48:37.221967,"(91.0, 170.0, 160.0)","(15.0, 29.0, 21.0)","(3.8, 7.4, 6.6)","(3.4, 5.4, 4.466666666666667)","(8.0, 10.0, 9.4)","(41.0, 60.0, 48.0)","(7.5, 15.5, 12.9)","(5.0, 7.0, 6.32)","(6.0, 99999, 99990)"
07-12-2022 17:48:38.631665,"(91.0, 170.0, 160.0)","(15.0, 29.0, 21.0)","(3.8, 7.4, 6.6)","(3.4, 5.4, 4.13)","(8.0, 10.0, 9.4)","(41.0, 60.0, 48.0)","(7.5, 15.5, 12.9)","(5.0, 7.0, 6.32)","(6.0, 99999, 99990)"
07-12-2022 17:48:40.073206,"(91.0, 170.0, 160.0)","(15.0, 29.0, 21.0)","(3.8, 7.4, 6.6)","(3.4, 5.3, 4.13)","(8.0, 10.0, 11.666666666666666)","(41.0, 60.0, 48.0)","(7.5, 15.5, 12.9)","(5.0, 7.0, 6.32)","(6.0, 99999, 99990)"
07-12-2022 17:48:41.845754,"(91.0, 170.0, 160.0)","(15.0, 29.0, 23.6)","(3.8, 7.4, 6.6)","(3.4, 5.3, 4.13)","(8.0, 13.0, 11.666666666666666)","(41.0, 60.0, 48.0)","(7.5, 15.5, 12.9)","(5.0, 7.0, 7.325)","(6.0, 99999, 99990)"
07-12-2022 17:48:43.376650,"(91.0, 170.0, 160.0)","(15.0, 29.0, 23.6)","(3.8, 7.4, 6.6)","(3.4, 5.3, 4.4)","(8.0, 13.0, 11.666666666666666)","(41.0, 60.0, 57.0)","(7.5, 15.5, 12.9)","(5.0, 8.0, 7.582608695652174)","(6.0, 99999, 99990)"
07-12-2022 17:48:44.896868,"(91.0, 170.0, 160.0)","(15.0, 29.0, 23.6)","(3.8, 7.4, 6.6)","(3.4, 5.2, 4.4)","(8.0, 13.0, 11.666666666666666)","(41.0, 60.0, 56.33333333333333)","(7.5, 15.5, 12.9)","(5.0, 7.8, 7.582608695652174)","(6.0, 99999, 99990)"
07-12-2022 17:48:46.443853,"(91.0, 170.0, 160.0)","(15.0, 29.0, 18.2)","(3.8, 7.4, 6.6)","(3.4, 5.2, 4.4)","(8.0, 13.0, 11.666666666666666)","(41.0, 60.0, 56.33333333333333)","(7.5, 15.5, 12.9)","(5.0, 7.8, 7.582608695652174)","(6.0, 99999, 99990)"
07-12-2022 17:48:47.939144,"(91.0, 170.0, 160.0)","(15.0, 29.0, 23.6)","(3.8, 7.4, 6.6)","(3.4, 5.2, 4.4)","(8.0, 13.0, 10.571428571428571)","(41.0, 60.0, 56.0)","(7.5, 15.5, 12.9)","(5.0, 7.8, 7.582608695652174)","(6.0, 99999, 99990)"
07-12-2022 17:48:49.522028,"(91.0, 170.0, 160.0)","(15.0, 29.0, 23.6)","(3.8, 7.4, 6.6)","(3.4, 5.2, 4.4)","(8.0, 14.5, 12.333333333333334)","(41.0, 60.0, 56.33333333333333)","(7.5, 15.5, 12.9)","(5.0, 7.8, 7.582608695652174)","(6.0, 99999, 99990)"
07-12-2022 17:48:50.986600,"(91.0, 170.0, 160.0)","(15.0, 29.0, 18.2)","(3.8, 7.4, 6.6)","(3.4, 5.2, 4.4)","(8.0, 14.0, 12.333333333333334)","(41.0, 60.0, 56.33333333333333)","(7.5, 15.5, 12.9)","(5.0, 7.8, 7.288888888888889)","(6.0, 99999, 99990)"
07-12-2022 17:48:52.495022,"(91.0, 170.0, 160.0)","(15.0, 29.0, 18.2)","(3.8, 7.4, 6.6)","(3.4, 5.2, 4.4)","(8.0, 14.0, 12.333333333333334)","(41.0, 60.0, 56.0)","(7.5, 15.5, 12.9)","(5.0, 7.8, 7.288888888888889)","(6.0, 99999, 99990)"
07-12-2022 17:48:53.915049,"(91.0, 170.0, 160.0)","(15.0, 29.0, 25.4)","(3.8, 7.4, 6.6)","(3.4, 5.2, 4.4)","(8.0, 14.0, 12.333333333333334)","(41.0, 60.0, 56.33333333333333)","(7.5, 15.5, 12.9)","(5.0, 7.8, 7.433333333333334)","(6.0, 99999, 99990)"
07-12-2022 17:48:55.398641,"(91.0, 170.0, 160.0)","(15.0, 29.0, 25.4)","(3.8, 7.4, 6.6)","(3.4, 5.2, 4.4)","(8.0, 14.0, 12.333333333333334)","(41.0, 60.0, 56.33333333333333)","(7.5, 15.5, 12.9)","(5.0, 7.8, 7.433333333333334)","(6.0, 99999, 99990)"
07-12-2022 17:48:56.907179,"(91.0, 170.0, 160.0)","(15.0, 29.0, 23.6)","(3.8, 7.4, 6.6)","(3.4, 5.2, 4.4)","(8.0, 14.0, 10.0)","(41.0, 60.0, 56.33333333333333)","(7.5, 15.5, 12.9)","(5.0, 7.8, 7.171428571428571)","(6.0, 99999, 99990)"
07-12-2022 17:48:58.546632,"(91.0, 170.0, 160.0)","(15.0, 29.0, 18.2)","(3.8, 7.4, 6.6)","(3.4, 5.2, 4.4)","(8.0, 14.0, 10.0)","(41.0, 60.0, 56.0)","(7.5, 15.5, 12.9)","(5.0, 7.8, 7.288888888888889)","(6.0, 99999, 99990)"
07-12-2022 17:49:00.137614,"(91.0, 170.0, 160.0)","(15.0, 29.0, 23.6)","(3.8, 7.4, 6.6)","(3.4, 5.2, 4.4)","(8.0, 14.0, 12.271428571428572)","(41.0, 60.0, 56.33333333333333)","(7.5, 15.5, 12.9)","(5.0, 7.8, 7.582608695652174)","(6.0, 99999, 99990)"
07-12-2022 17:49:01.672238,"(91.0, 170.0, 160.0)","(15.0, 29.0, 23.6)","(3.8, 7.4, 6.6)","(3.4, 5.2, 4.4)","(8.0, 13.5, 12.271428571428572)","(41.0, 60.0, 58.166666666666664)","(7.5, 15.5, 12.9)","(5.0, 7.8, 7.582608695652174)","(6.0, 99999, 99990)"
07-12-2022 17:49:03.245267,"(91.0, 170.0, 160.0)","(15.0, 29.0, 18.2)","(3.8, 7.4, 6.6)","(3.4, 5.2, 4.4)","(8.0, 13.5, 12.271428571428572)","(41.0, 60.0, 56.85714285714286)","(7.5, 15.5, 12.9)","(5.0, 7.8, 7.363636363636363)","(6.0, 99999, 99990)"
07-12-2022 17:49:04.689546,"(91.0, 170.0, 160.0)","(15.0, 29.0, 18.2)","(3.8, 7.4, 6.6)","(3.4, 5.2, 4.4)","(8.0, 13.5, 11.25)","(41.0, 60.0, 56.85714285714286)","(7.5, 15.5, 12.9)","(5.0, 7.8, 7.363636363636363)","(6.0, 99999, 99990)"
07-12-2022 17:49:06.201864,"(91.0, 170.0, 160.0)","(15.0, 29.0, 18.2)","(3.8, 7.4, 6.6)","(3.4, 5.2, 4.4)","(8.0, 13.5, 12.271428571428572)","(41.0, 60.0, 56.66666666666667)","(7.5, 15.5, 12.9)","(5.0, 7.8, 7.363636363636363)","(6.0, 99999, 99990)"
07-12-2022 17:49:07.693874,"(91.0, 170.0, 160.0)","(15.0, 29.0, 18.2)","(3.8, 7.4, 6.6)","(3.4, 5.2, 4.4)","(8.0, 13.5, 12.271428571428572)","(41.0, 60.0, 56.66666666666667)","(7.5, 15.5, 12.9)","(5.0, 7.8, 7.363636363636363)","(6.0, 99999, 99990)"
07-12-2022 17:49:09.155458,"(91.0, 170.0, 160.0)","(15.0, 29.0, 18.2)","(3.8, 7.4, 6.6)","(3.4, 5.2, 4.4)","(8.0, 13.5, 11.25)","(41.0, 60.0, 56.85714285714286)","(7.5, 15.5, 12.9)","(5.0, 7.8, 6.75)","(6.0, 99999, 99990)"
07-12-2022 17:49:10.566605,"(91.0, 170.0, 160.0)","(15.0, 29.0, 18.2)","(3.8, 7.4, 6.6)","(3.4, 5.2, 4.4)","(8.0, 13.5, 12.271428571428572)","(41.0, 60.0, 56.66666666666667)","(7.5, 15.5, 12.9)","(5.0, 7.8, 6.75)","(6.0, 99999, 99990)"
07-12-2022 17:49:12.053674,"(91.0, 170.0, 160.0)","(15.0, 29.0, 18.2)","(3.8, 7.4, 6.32)","(3.4, 5.2, 4.4)","(8.0, 13.5, 12.271428571428572)","(41.0, 60.0, 56.66666666666667)","(7.5, 15.5, 12.9)","(5.0, 7.8, 6.011111111111111)","(6.0, 99999, 99990)"
07-12-2022 17:49:13.537981,"(91.0, 170.0, 160.0)","(15.0, 29.0, 18.2)","(3.8, 7.4, 6.32)","(3.4, 5.2, 4.4)","(8.0, 13.5, 12.271428571428572)","(41.0, 60.0, 56.66666666666667)","(7.5, 15.5, 12.9)","(5.0, 7.8, 6.011111111111111)","(6.0, 99999, 99990)"
07-12-2022 17:49:15.064861,"(91.0, 170.0, 160.0)","(15.0, 29.0, 16.454545454545453)","(3.8, 7.4, 6.32)","(3.4, 5.2, 4.4)","(8.0, 13.5, 11.25)","(41.0, 60.0, 56.85714285714286)","(7.5, 15.5, 12.9)","(5.0, 7.8, 6.011111111111111)","(6.0, 99999, 99990)"
07-12-2022 17:49:16.614933,"(91.0, 170.0, 160.0)","(15.0, 26.0, 18.666666666666668)","(3.8, 7.4, 6.32)","(3.4, 5.2, 4.4)","(8.0, 13.5, 12.271428571428572)","(41.0, 60.0, 56.66666666666667)","(7.5, 15.5, 12.9)","(5.0, 7.8, 6.011111111111111)","(6.0, 99999, 99990)"
07-12-2022 17:49:18.364279,"(91.0, 170.0, 160.0)","(15.0, 25.0, 18.666666666666668)","(3.8, 7.4, 6.32)","(3.4, 5.2, 4.4)","(8.0, 13.5, 12.271428571428572)","(41.0, 60.0, 56.66666666666667)","(7.5, 15.5, 12.9)","(5.0, 7.8, 6.011111111111111)","(6.0, 99999, 99990)"
07-12-2022 17:49:20.107405,"(91.0, 170.0, 161.66666666666669)","(14.0, 25.0, 18.666666666666668)","(3.8, 7.4, 6.32)","(3.4, 5.2, 4.4)","(8.0, 13.5, 10.125)","(41.0, 60.0, 56.85714285714286)","(7.5, 15.5, 12.9)","(5.0, 7.8, 6.011111111111111)","(6.0, 99999, 99990)"
07-12-2022 17:49:21.898831,"(91.0, 170.0, 161.66666666666669)","(14.0, 25.0, 18.666666666666668)","(3.8, 7.4, 6.32)","(3.4, 5.2, 4.4)","(8.0, 13.5, 11.666666666666666)","(41.0, 60.0, 56.66666666666667)","(7.5, 15.5, 12.9)","(5.0, 7.8, 6.011111111111111)","(6.0, 99999, 99990)"
07-12-2022 17:49:23.434041,"(91.0, 170.0, 160.0)","(14.0, 25.0, 18.666666666666668)","(3.8, 7.4, 6.32)","(3.4, 5.2, 4.4)","(8.0, 13.0, 11.666666666666666)","(41.0, 60.0, 57.0)","(7.5, 15.5, 12.9)","(5.0, 7.8, 6.011111111111111)","(6.0, 99999, 99990)"
07-12-2022 17:49:24.963263,"(91.0, 170.0, 160.0)","(14.0, 25.0, 17.333333333333332)","(3.8, 7.4, 6.32)","(3.4, 5.2, 4.4)","(8.0, 13.0, 11.666666666666666)","(41.0, 60.0, 55.5)","(7.5, 15.5, 12.9)","(5.0, 7.8, 6.011111111111111)","(6.0, 99999, 99990)"
07-12-2022 17:49:27.225834,"(91.0, 170.0, 160.0)","(14.0, 25.0, 21.333333333333332)","(3.8, 7.4, 6.32)","(3.4, 5.2, 4.4)","(8.0, 13.0, 11.666666666666666)","(41.0, 60.0, 55.5)","(7.5, 15.5, 12.9)","(5.0, 7.8, 6.458333333333333)","(6.0, 99999, 99990)"
07-12-2022 17:49:28.986344,"(91.0, 170.0, 160.0)","(14.0, 25.0, 21.333333333333332)","(3.8, 7.4, 6.32)","(3.4, 5.2, 4.4)","(8.0, 13.0, 11.666666666666666)","(41.0, 60.0, 57.33333333333333)","(7.5, 15.5, 12.9)","(5.0, 7.8, 6.458333333333333)","(6.0, 99999, 99990)"
07-12-2022 17:49:30.630709,"(91.0, 170.0, 158.0)","(14.0, 25.0, 21.333333333333332)","(3.8, 7.4, 6.32)","(3.4, 5.2, 4.225)","(8.0, 13.0, 10.125)","(41.0, 60.0, 58.54545454545455)","(7.5, 15.5, 12.9)","(5.0, 7.8, 6.458333333333333)","(6.0, 99999, 99990)"
07-12-2022 17:49:32.277505,"(101.0, 170.0, 160.55555555555554)","(14.0, 25.0, 21.333333333333332)","(3.7, 7.4, 6.32)","(3.4, 5.8, 5.02)","(8.0, 13.5, 10.0)","(41.0, 60.0, 57.33333333333333)","(7.5, 15.5, 12.9)","(5.0, 7.8, 6.458333333333333)","(6.5, 99999, 99990)"
07-12-2022 17:49:33.841333,"(101.0, 170.0, 160.55555555555554)","(14.0, 25.0, 21.333333333333332)","(3.7, 7.4, 6.32)","(3.4, 5.7, 5.02)","(8.0, 13.5, 10.0)","(41.0, 60.0, 49.0)","(7.5, 15.5, 12.9)","(5.0, 7.8, 6.3076923076923075)","(6.5, 99999, 99990)"
07-12-2022 17:49:35.383039,"(101.0, 170.0, 159.375)","(14.0, 25.0, 22.0)","(3.7, 7.4, 6.32)","(3.4, 5.7, 4.42)","(8.0, 13.5, 10.0)","(41.0, 60.0, 56.85714285714286)","(7.5, 15.5, 12.9)","(5.0, 7.6, 6.3076923076923075)","(6.5, 99999, 99990)"
07-12-2022 17:49:36.906703,"(101.0, 170.0, 159.375)","(14.0, 25.0, 23.25)","(3.7, 7.4, 6.32)","(3.4, 5.7, 4.85)","(8.0, 13.5, 10.0)","(41.0, 60.0, 58.166666666666664)","(7.5, 15.5, 12.9)","(5.0, 7.6, 6.857142857142858)","(6.5, 99999, 99990)"
07-12-2022 17:49:38.403069,"(101.0, 170.0, 159.375)","(14.0, 25.0, 23.25)","(3.7, 7.4, 6.32)","(3.4, 5.6, 4.85)","(8.0, 13.5, 10.0)","(41.0, 60.0, 56.85714285714286)","(7.5, 15.5, 12.9)","(5.0, 7.4, 6.857142857142858)","(6.5, 99999, 99990)"
