,Galloping Moon,Ozzies Risk,Mt View Hanna,Marionvale Gal,Jams Silver,Rio Sam,Mrs Jessup,Mt View Jett
168,"[datetime.datetime(2022, 11, 28, 13, 18, 36, 47493), 41.0, 340.0]","[datetime.datetime(2022, 11, 28, 13, 18, 36, 47493), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 13, 18, 36, 47493), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 13, 18, 36, 47493), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 13, 18, 36, 47493), 4.8, 9.2]","[datetime.datetime(2022, 11, 28, 13, 18, 36, 47493), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 13, 18, 36, 47493), 3.6, 5.9]","[datetime.datetime(2022, 11, 28, 13, 18, 36, 47493), 9.0, 23.0]"
169,"[datetime.datetime(2022, 11, 28, 13, 18, 37, 172570), 41.0, 340.0]","[datetime.datetime(2022, 11, 28, 13, 18, 37, 172570), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 13, 18, 37, 172570), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 13, 18, 37, 172570), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 13, 18, 37, 172570), 4.8, 9.2]","[datetime.datetime(2022, 11, 28, 13, 18, 37, 172570), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 13, 18, 37, 172570), 3.6, 5.9]","[datetime.datetime(2022, 11, 28, 13, 18, 37, 172570), 9.0, 23.0]"
170,"[datetime.datetime(2022, 11, 28, 13, 18, 38, 298316), 41.0, 340.0]","[datetime.datetime(2022, 11, 28, 13, 18, 38, 298316), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 13, 18, 38, 298316), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 13, 18, 38, 298316), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 13, 18, 38, 298316), 4.8, 9.2]","[datetime.datetime(2022, 11, 28, 13, 18, 38, 298316), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 13, 18, 38, 298316), 3.6, 5.9]","[datetime.datetime(2022, 11, 28, 13, 18, 38, 298316), 9.0, 23.0]"
171,"[datetime.datetime(2022, 11, 28, 13, 18, 39, 427239), 41.0, 340.0]","[datetime.datetime(2022, 11, 28, 13, 18, 39, 427239), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 13, 18, 39, 427239), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 13, 18, 39, 427239), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 13, 18, 39, 427239), 4.8, 9.2]","[datetime.datetime(2022, 11, 28, 13, 18, 39, 427239), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 13, 18, 39, 427239), 3.6, 5.9]","[datetime.datetime(2022, 11, 28, 13, 18, 39, 427239), 9.0, 23.0]"
172,"[datetime.datetime(2022, 11, 28, 13, 18, 40, 561177), 41.0, 340.0]","[datetime.datetime(2022, 11, 28, 13, 18, 40, 561177), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 13, 18, 40, 561177), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 13, 18, 40, 561177), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 13, 18, 40, 561177), 4.8, 9.2]","[datetime.datetime(2022, 11, 28, 13, 18, 40, 561177), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 13, 18, 40, 561177), 3.6, 5.9]","[datetime.datetime(2022, 11, 28, 13, 18, 40, 561177), 9.0, 23.0]"
173,"[datetime.datetime(2022, 11, 28, 13, 18, 41, 695441), 41.0, 340.0]","[datetime.datetime(2022, 11, 28, 13, 18, 41, 695441), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 13, 18, 41, 695441), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 13, 18, 41, 695441), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 13, 18, 41, 695441), 4.8, 9.2]","[datetime.datetime(2022, 11, 28, 13, 18, 41, 695441), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 13, 18, 41, 695441), 3.6, 5.9]","[datetime.datetime(2022, 11, 28, 13, 18, 41, 695441), 9.0, 23.0]"
174,"[datetime.datetime(2022, 11, 28, 13, 18, 42, 819787), 41.0, 340.0]","[datetime.datetime(2022, 11, 28, 13, 18, 42, 819787), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 13, 18, 42, 819787), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 13, 18, 42, 819787), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 13, 18, 42, 819787), 4.8, 9.2]","[datetime.datetime(2022, 11, 28, 13, 18, 42, 819787), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 13, 18, 42, 819787), 3.6, 5.9]","[datetime.datetime(2022, 11, 28, 13, 18, 42, 819787), 9.0, 23.0]"
175,"[datetime.datetime(2022, 11, 28, 13, 18, 43, 948851), 41.0, 340.0]","[datetime.datetime(2022, 11, 28, 13, 18, 43, 948851), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 13, 18, 43, 948851), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 13, 18, 43, 948851), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 13, 18, 43, 948851), 4.8, 9.2]","[datetime.datetime(2022, 11, 28, 13, 18, 43, 948851), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 13, 18, 43, 948851), 3.6, 5.9]","[datetime.datetime(2022, 11, 28, 13, 18, 43, 948851), 9.0, 23.0]"
176,"[datetime.datetime(2022, 11, 28, 13, 18, 45, 81517), 41.0, 340.0]","[datetime.datetime(2022, 11, 28, 13, 18, 45, 81517), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 13, 18, 45, 81517), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 13, 18, 45, 81517), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 13, 18, 45, 81517), 4.8, 9.2]","[datetime.datetime(2022, 11, 28, 13, 18, 45, 81517), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 13, 18, 45, 81517), 3.6, 5.9]","[datetime.datetime(2022, 11, 28, 13, 18, 45, 81517), 9.0, 23.0]"
177,"[datetime.datetime(2022, 11, 28, 13, 18, 46, 220519), 41.0, 340.0]","[datetime.datetime(2022, 11, 28, 13, 18, 46, 220519), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 13, 18, 46, 220519), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 13, 18, 46, 220519), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 13, 18, 46, 220519), 4.8, 9.2]","[datetime.datetime(2022, 11, 28, 13, 18, 46, 220519), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 13, 18, 46, 220519), 3.6, 5.9]","[datetime.datetime(2022, 11, 28, 13, 18, 46, 220519), 9.0, 23.0]"
178,"[datetime.datetime(2022, 11, 28, 13, 18, 47, 348768), 41.0, 340.0]","[datetime.datetime(2022, 11, 28, 13, 18, 47, 348768), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 13, 18, 47, 348768), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 13, 18, 47, 348768), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 13, 18, 47, 348768), 4.8, 9.2]","[datetime.datetime(2022, 11, 28, 13, 18, 47, 348768), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 13, 18, 47, 348768), 3.6, 5.9]","[datetime.datetime(2022, 11, 28, 13, 18, 47, 348768), 9.0, 23.0]"
179,"[datetime.datetime(2022, 11, 28, 13, 18, 48, 484139), 41.0, 340.0]","[datetime.datetime(2022, 11, 28, 13, 18, 48, 484139), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 13, 18, 48, 484139), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 13, 18, 48, 484139), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 13, 18, 48, 484139), 4.8, 9.2]","[datetime.datetime(2022, 11, 28, 13, 18, 48, 484139), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 13, 18, 48, 484139), 3.6, 5.9]","[datetime.datetime(2022, 11, 28, 13, 18, 48, 484139), 9.0, 23.0]"
180,"[datetime.datetime(2022, 11, 28, 13, 18, 49, 611530), 41.0, 340.0]","[datetime.datetime(2022, 11, 28, 13, 18, 49, 611530), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 13, 18, 49, 611530), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 13, 18, 49, 611530), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 13, 18, 49, 611530), 4.8, 9.2]","[datetime.datetime(2022, 11, 28, 13, 18, 49, 611530), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 13, 18, 49, 611530), 3.6, 5.9]","[datetime.datetime(2022, 11, 28, 13, 18, 49, 611530), 9.0, 23.0]"
181,"[datetime.datetime(2022, 11, 28, 13, 18, 50, 742990), 41.0, 340.0]","[datetime.datetime(2022, 11, 28, 13, 18, 50, 742990), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 13, 18, 50, 742990), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 13, 18, 50, 742990), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 13, 18, 50, 742990), 4.8, 9.2]","[datetime.datetime(2022, 11, 28, 13, 18, 50, 742990), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 13, 18, 50, 742990), 3.6, 5.9]","[datetime.datetime(2022, 11, 28, 13, 18, 50, 742990), 9.0, 23.0]"
182,"[datetime.datetime(2022, 11, 28, 13, 18, 51, 875722), 41.0, 340.0]","[datetime.datetime(2022, 11, 28, 13, 18, 51, 875722), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 13, 18, 51, 875722), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 13, 18, 51, 875722), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 13, 18, 51, 875722), 4.8, 9.2]","[datetime.datetime(2022, 11, 28, 13, 18, 51, 875722), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 13, 18, 51, 875722), 3.6, 5.9]","[datetime.datetime(2022, 11, 28, 13, 18, 51, 875722), 9.0, 23.0]"
183,"[datetime.datetime(2022, 11, 28, 13, 18, 53, 203), 41.0, 340.0]","[datetime.datetime(2022, 11, 28, 13, 18, 53, 203), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 13, 18, 53, 203), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 13, 18, 53, 203), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 13, 18, 53, 203), 4.8, 9.2]","[datetime.datetime(2022, 11, 28, 13, 18, 53, 203), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 13, 18, 53, 203), 3.6, 5.9]","[datetime.datetime(2022, 11, 28, 13, 18, 53, 203), 9.0, 23.0]"
184,"[datetime.datetime(2022, 11, 28, 13, 18, 54, 126484), 41.0, 340.0]","[datetime.datetime(2022, 11, 28, 13, 18, 54, 126484), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 13, 18, 54, 126484), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 13, 18, 54, 126484), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 13, 18, 54, 126484), 4.8, 9.2]","[datetime.datetime(2022, 11, 28, 13, 18, 54, 126484), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 13, 18, 54, 126484), 3.6, 5.9]","[datetime.datetime(2022, 11, 28, 13, 18, 54, 126484), 9.0, 23.0]"
185,"[datetime.datetime(2022, 11, 28, 13, 18, 55, 257402), 41.0, 340.0]","[datetime.datetime(2022, 11, 28, 13, 18, 55, 257402), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 13, 18, 55, 257402), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 13, 18, 55, 257402), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 13, 18, 55, 257402), 4.8, 9.2]","[datetime.datetime(2022, 11, 28, 13, 18, 55, 257402), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 13, 18, 55, 257402), 3.6, 5.9]","[datetime.datetime(2022, 11, 28, 13, 18, 55, 257402), 9.0, 23.0]"
186,"[datetime.datetime(2022, 11, 28, 13, 18, 56, 390296), 41.0, 340.0]","[datetime.datetime(2022, 11, 28, 13, 18, 56, 390296), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 13, 18, 56, 390296), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 13, 18, 56, 390296), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 13, 18, 56, 390296), 4.8, 9.2]","[datetime.datetime(2022, 11, 28, 13, 18, 56, 390296), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 13, 18, 56, 390296), 3.6, 5.9]","[datetime.datetime(2022, 11, 28, 13, 18, 56, 390296), 9.0, 23.0]"
187,"[datetime.datetime(2022, 11, 28, 13, 18, 57, 521423), 41.0, 340.0]","[datetime.datetime(2022, 11, 28, 13, 18, 57, 521423), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 13, 18, 57, 521423), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 13, 18, 57, 521423), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 13, 18, 57, 521423), 4.8, 9.2]","[datetime.datetime(2022, 11, 28, 13, 18, 57, 521423), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 13, 18, 57, 521423), 3.6, 5.9]","[datetime.datetime(2022, 11, 28, 13, 18, 57, 521423), 9.0, 23.0]"
188,"[datetime.datetime(2022, 11, 28, 13, 18, 58, 655099), 41.0, 340.0]","[datetime.datetime(2022, 11, 28, 13, 18, 58, 655099), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 13, 18, 58, 655099), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 13, 18, 58, 655099), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 13, 18, 58, 655099), 4.8, 9.2]","[datetime.datetime(2022, 11, 28, 13, 18, 58, 655099), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 13, 18, 58, 655099), 3.6, 5.9]","[datetime.datetime(2022, 11, 28, 13, 18, 58, 655099), 9.0, 23.0]"
189,"[datetime.datetime(2022, 11, 28, 13, 18, 59, 792531), 41.0, 340.0]","[datetime.datetime(2022, 11, 28, 13, 18, 59, 792531), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 13, 18, 59, 792531), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 13, 18, 59, 792531), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 13, 18, 59, 792531), 4.8, 9.2]","[datetime.datetime(2022, 11, 28, 13, 18, 59, 792531), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 13, 18, 59, 792531), 3.6, 5.9]","[datetime.datetime(2022, 11, 28, 13, 18, 59, 792531), 9.0, 23.0]"
190,"[datetime.datetime(2022, 11, 28, 13, 19, 0, 939886), 41.0, 340.0]","[datetime.datetime(2022, 11, 28, 13, 19, 0, 939886), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 13, 19, 0, 939886), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 13, 19, 0, 939886), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 13, 19, 0, 939886), 4.8, 9.2]","[datetime.datetime(2022, 11, 28, 13, 19, 0, 939886), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 13, 19, 0, 939886), 3.6, 5.9]","[datetime.datetime(2022, 11, 28, 13, 19, 0, 939886), 9.0, 23.0]"
191,"[datetime.datetime(2022, 11, 28, 13, 19, 2, 70363), 41.0, 340.0]","[datetime.datetime(2022, 11, 28, 13, 19, 2, 70363), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 13, 19, 2, 70363), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 13, 19, 2, 70363), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 13, 19, 2, 70363), 4.8, 9.2]","[datetime.datetime(2022, 11, 28, 13, 19, 2, 70363), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 13, 19, 2, 70363), 3.6, 5.9]","[datetime.datetime(2022, 11, 28, 13, 19, 2, 70363), 9.0, 23.0]"
192,"[datetime.datetime(2022, 11, 28, 13, 19, 3, 203564), 41.0, 340.0]","[datetime.datetime(2022, 11, 28, 13, 19, 3, 203564), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 13, 19, 3, 203564), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 13, 19, 3, 203564), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 13, 19, 3, 203564), 4.8, 9.2]","[datetime.datetime(2022, 11, 28, 13, 19, 3, 203564), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 13, 19, 3, 203564), 3.6, 5.9]","[datetime.datetime(2022, 11, 28, 13, 19, 3, 203564), 9.0, 23.0]"
193,"[datetime.datetime(2022, 11, 28, 13, 19, 4, 334734), 41.0, 340.0]","[datetime.datetime(2022, 11, 28, 13, 19, 4, 334734), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 13, 19, 4, 334734), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 13, 19, 4, 334734), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 13, 19, 4, 334734), 4.8, 9.2]","[datetime.datetime(2022, 11, 28, 13, 19, 4, 334734), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 13, 19, 4, 334734), 3.6, 5.9]","[datetime.datetime(2022, 11, 28, 13, 19, 4, 334734), 9.0, 23.0]"
194,"[datetime.datetime(2022, 11, 28, 13, 19, 5, 464581), 41.0, 340.0]","[datetime.datetime(2022, 11, 28, 13, 19, 5, 464581), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 13, 19, 5, 464581), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 13, 19, 5, 464581), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 13, 19, 5, 464581), 4.8, 9.2]","[datetime.datetime(2022, 11, 28, 13, 19, 5, 464581), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 13, 19, 5, 464581), 3.6, 5.9]","[datetime.datetime(2022, 11, 28, 13, 19, 5, 464581), 9.0, 23.0]"
195,"[datetime.datetime(2022, 11, 28, 13, 19, 6, 594774), 41.0, 340.0]","[datetime.datetime(2022, 11, 28, 13, 19, 6, 594774), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 13, 19, 6, 594774), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 13, 19, 6, 594774), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 13, 19, 6, 594774), 4.8, 9.2]","[datetime.datetime(2022, 11, 28, 13, 19, 6, 594774), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 13, 19, 6, 594774), 3.6, 5.9]","[datetime.datetime(2022, 11, 28, 13, 19, 6, 594774), 9.0, 23.0]"
196,"[datetime.datetime(2022, 11, 28, 13, 19, 7, 723378), 41.0, 340.0]","[datetime.datetime(2022, 11, 28, 13, 19, 7, 723378), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 13, 19, 7, 723378), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 13, 19, 7, 723378), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 13, 19, 7, 723378), 4.8, 9.2]","[datetime.datetime(2022, 11, 28, 13, 19, 7, 723378), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 13, 19, 7, 723378), 3.6, 5.9]","[datetime.datetime(2022, 11, 28, 13, 19, 7, 723378), 9.0, 23.0]"
197,"[datetime.datetime(2022, 11, 28, 13, 19, 8, 854129), 41.0, 340.0]","[datetime.datetime(2022, 11, 28, 13, 19, 8, 854129), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 13, 19, 8, 854129), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 13, 19, 8, 854129), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 13, 19, 8, 854129), 4.8, 9.2]","[datetime.datetime(2022, 11, 28, 13, 19, 8, 854129), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 13, 19, 8, 854129), 3.6, 5.9]","[datetime.datetime(2022, 11, 28, 13, 19, 8, 854129), 9.0, 23.0]"
198,"[datetime.datetime(2022, 11, 28, 13, 19, 9, 984966), 41.0, 340.0]","[datetime.datetime(2022, 11, 28, 13, 19, 9, 984966), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 13, 19, 9, 984966), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 13, 19, 9, 984966), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 13, 19, 9, 984966), 4.8, 9.2]","[datetime.datetime(2022, 11, 28, 13, 19, 9, 984966), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 13, 19, 9, 984966), 3.6, 5.9]","[datetime.datetime(2022, 11, 28, 13, 19, 9, 984966), 9.0, 23.0]"
199,"[datetime.datetime(2022, 11, 28, 13, 19, 11, 114891), 41.0, 340.0]","[datetime.datetime(2022, 11, 28, 13, 19, 11, 114891), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 13, 19, 11, 114891), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 13, 19, 11, 114891), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 13, 19, 11, 114891), 4.8, 9.2]","[datetime.datetime(2022, 11, 28, 13, 19, 11, 114891), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 13, 19, 11, 114891), 3.6, 5.9]","[datetime.datetime(2022, 11, 28, 13, 19, 11, 114891), 9.0, 23.0]"
200,"[datetime.datetime(2022, 11, 28, 13, 19, 12, 242316), 41.0, 340.0]","[datetime.datetime(2022, 11, 28, 13, 19, 12, 242316), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 13, 19, 12, 242316), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 13, 19, 12, 242316), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 13, 19, 12, 242316), 4.8, 9.2]","[datetime.datetime(2022, 11, 28, 13, 19, 12, 242316), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 13, 19, 12, 242316), 3.6, 5.9]","[datetime.datetime(2022, 11, 28, 13, 19, 12, 242316), 9.0, 23.0]"
201,"[datetime.datetime(2022, 11, 28, 13, 19, 13, 378974), 41.0, 340.0]","[datetime.datetime(2022, 11, 28, 13, 19, 13, 378974), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 13, 19, 13, 378974), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 13, 19, 13, 378974), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 13, 19, 13, 378974), 4.8, 9.2]","[datetime.datetime(2022, 11, 28, 13, 19, 13, 378974), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 13, 19, 13, 378974), 3.6, 5.9]","[datetime.datetime(2022, 11, 28, 13, 19, 13, 378974), 9.0, 23.0]"
202,"[datetime.datetime(2022, 11, 28, 13, 19, 14, 527177), 41.0, 340.0]","[datetime.datetime(2022, 11, 28, 13, 19, 14, 527177), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 13, 19, 14, 527177), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 13, 19, 14, 527177), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 13, 19, 14, 527177), 4.8, 9.2]","[datetime.datetime(2022, 11, 28, 13, 19, 14, 527177), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 13, 19, 14, 527177), 3.6, 5.9]","[datetime.datetime(2022, 11, 28, 13, 19, 14, 527177), 9.0, 23.0]"
203,"[datetime.datetime(2022, 11, 28, 13, 19, 15, 662231), 41.0, 340.0]","[datetime.datetime(2022, 11, 28, 13, 19, 15, 662231), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 13, 19, 15, 662231), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 13, 19, 15, 662231), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 13, 19, 15, 662231), 4.8, 9.2]","[datetime.datetime(2022, 11, 28, 13, 19, 15, 662231), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 13, 19, 15, 662231), 3.6, 5.9]","[datetime.datetime(2022, 11, 28, 13, 19, 15, 662231), 9.0, 23.0]"
204,"[datetime.datetime(2022, 11, 28, 13, 19, 16, 801682), 41.0, 340.0]","[datetime.datetime(2022, 11, 28, 13, 19, 16, 801682), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 13, 19, 16, 801682), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 13, 19, 16, 801682), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 13, 19, 16, 801682), 4.8, 9.2]","[datetime.datetime(2022, 11, 28, 13, 19, 16, 801682), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 13, 19, 16, 801682), 3.6, 5.9]","[datetime.datetime(2022, 11, 28, 13, 19, 16, 801682), 9.0, 23.0]"
205,"[datetime.datetime(2022, 11, 28, 13, 19, 17, 934410), 41.0, 340.0]","[datetime.datetime(2022, 11, 28, 13, 19, 17, 934410), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 13, 19, 17, 934410), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 13, 19, 17, 934410), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 13, 19, 17, 934410), 4.8, 9.2]","[datetime.datetime(2022, 11, 28, 13, 19, 17, 934410), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 13, 19, 17, 934410), 3.6, 5.9]","[datetime.datetime(2022, 11, 28, 13, 19, 17, 934410), 9.0, 23.0]"
206,"[datetime.datetime(2022, 11, 28, 13, 19, 19, 62120), 41.0, 340.0]","[datetime.datetime(2022, 11, 28, 13, 19, 19, 62120), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 13, 19, 19, 62120), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 13, 19, 19, 62120), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 13, 19, 19, 62120), 4.8, 9.2]","[datetime.datetime(2022, 11, 28, 13, 19, 19, 62120), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 13, 19, 19, 62120), 3.6, 5.9]","[datetime.datetime(2022, 11, 28, 13, 19, 19, 62120), 9.0, 23.0]"
207,"[datetime.datetime(2022, 11, 28, 13, 19, 20, 192367), 41.0, 340.0]","[datetime.datetime(2022, 11, 28, 13, 19, 20, 192367), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 13, 19, 20, 192367), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 13, 19, 20, 192367), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 13, 19, 20, 192367), 4.8, 9.2]","[datetime.datetime(2022, 11, 28, 13, 19, 20, 192367), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 13, 19, 20, 192367), 3.6, 5.9]","[datetime.datetime(2022, 11, 28, 13, 19, 20, 192367), 9.0, 23.0]"
208,"[datetime.datetime(2022, 11, 28, 13, 19, 21, 326325), 41.0, 340.0]","[datetime.datetime(2022, 11, 28, 13, 19, 21, 326325), 2.6, 3.65]","[datetime.datetime(2022, 11, 28, 13, 19, 21, 326325), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 13, 19, 21, 326325), 7.5, 15.0]","[datetime.datetime(2022, 11, 28, 13, 19, 21, 326325), 4.8, 9.2]","[datetime.datetime(2022, 11, 28, 13, 19, 21, 326325), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 13, 19, 21, 326325), 3.6, 5.9]","[datetime.datetime(2022, 11, 28, 13, 19, 21, 326325), 9.0, 23.0]"
