,Newtons Law,Bree Fury,Bermuda Sky,On The Deck,Uncle Bertie,Coal Island
172,"[datetime.datetime(2022, 11, 28, 18, 7, 38, 87594), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 7, 38, 87594), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 38, 87594), 41.0, 210.0]","[datetime.datetime(2022, 11, 28, 18, 7, 38, 87594), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 7, 38, 87594), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 7, 38, 87594), 3.2, 5.4]"
173,"[datetime.datetime(2022, 11, 28, 18, 7, 39, 251106), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 7, 39, 251106), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 39, 251106), 41.0, 210.0]","[datetime.datetime(2022, 11, 28, 18, 7, 39, 251106), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 7, 39, 251106), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 7, 39, 251106), 3.2, 5.4]"
174,"[datetime.datetime(2022, 11, 28, 18, 7, 40, 396120), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 7, 40, 396120), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 40, 396120), 41.0, 210.0]","[datetime.datetime(2022, 11, 28, 18, 7, 40, 396120), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 7, 40, 396120), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 7, 40, 396120), 3.2, 5.4]"
175,"[datetime.datetime(2022, 11, 28, 18, 7, 41, 540285), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 7, 41, 540285), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 41, 540285), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 18, 7, 41, 540285), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 7, 41, 540285), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 7, 41, 540285), 3.2, 5.4]"
176,"[datetime.datetime(2022, 11, 28, 18, 7, 42, 698421), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 7, 42, 698421), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 42, 698421), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 18, 7, 42, 698421), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 7, 42, 698421), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 7, 42, 698421), 3.2, 5.4]"
177,"[datetime.datetime(2022, 11, 28, 18, 7, 43, 853327), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 7, 43, 853327), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 43, 853327), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 18, 7, 43, 853327), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 7, 43, 853327), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 7, 43, 853327), 3.2, 5.4]"
178,"[datetime.datetime(2022, 11, 28, 18, 7, 45, 20568), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 7, 45, 20568), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 45, 20568), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 18, 7, 45, 20568), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 7, 45, 20568), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 7, 45, 20568), 3.2, 5.4]"
179,"[datetime.datetime(2022, 11, 28, 18, 7, 46, 191569), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 7, 46, 191569), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 46, 191569), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 18, 7, 46, 191569), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 7, 46, 191569), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 7, 46, 191569), 3.2, 5.4]"
180,"[datetime.datetime(2022, 11, 28, 18, 7, 47, 386177), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 7, 47, 386177), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 47, 386177), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 18, 7, 47, 386177), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 7, 47, 386177), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 7, 47, 386177), 3.2, 5.4]"
181,"[datetime.datetime(2022, 11, 28, 18, 7, 48, 604420), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 7, 48, 604420), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 48, 604420), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 18, 7, 48, 604420), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 7, 48, 604420), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 7, 48, 604420), 3.2, 5.4]"
182,"[datetime.datetime(2022, 11, 28, 18, 7, 49, 952155), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 7, 49, 952155), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 49, 952155), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 18, 7, 49, 952155), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 7, 49, 952155), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 7, 49, 952155), 3.2, 5.4]"
183,"[datetime.datetime(2022, 11, 28, 18, 7, 51, 215284), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 7, 51, 215284), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 51, 215284), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 18, 7, 51, 215284), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 7, 51, 215284), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 7, 51, 215284), 3.2, 5.4]"
184,"[datetime.datetime(2022, 11, 28, 18, 7, 52, 447807), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 7, 52, 447807), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 52, 447807), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 18, 7, 52, 447807), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 7, 52, 447807), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 7, 52, 447807), 3.2, 5.4]"
185,"[datetime.datetime(2022, 11, 28, 18, 7, 53, 813611), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 7, 53, 813611), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 53, 813611), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 18, 7, 53, 813611), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 7, 53, 813611), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 7, 53, 813611), 3.2, 5.4]"
186,"[datetime.datetime(2022, 11, 28, 18, 7, 54, 989113), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 7, 54, 989113), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 54, 989113), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 18, 7, 54, 989113), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 7, 54, 989113), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 7, 54, 989113), 3.2, 5.4]"
187,"[datetime.datetime(2022, 11, 28, 18, 7, 56, 210485), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 7, 56, 210485), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 56, 210485), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 18, 7, 56, 210485), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 7, 56, 210485), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 7, 56, 210485), 3.2, 5.4]"
188,"[datetime.datetime(2022, 11, 28, 18, 7, 57, 386717), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 7, 57, 386717), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 57, 386717), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 18, 7, 57, 386717), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 7, 57, 386717), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 7, 57, 386717), 3.2, 5.4]"
189,"[datetime.datetime(2022, 11, 28, 18, 7, 58, 572496), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 7, 58, 572496), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 58, 572496), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 18, 7, 58, 572496), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 7, 58, 572496), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 7, 58, 572496), 3.2, 5.4]"
190,"[datetime.datetime(2022, 11, 28, 18, 7, 59, 760689), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 7, 59, 760689), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 7, 59, 760689), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 18, 7, 59, 760689), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 7, 59, 760689), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 7, 59, 760689), 3.2, 5.4]"
191,"[datetime.datetime(2022, 11, 28, 18, 8, 0, 924905), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 8, 0, 924905), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 8, 0, 924905), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 18, 8, 0, 924905), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 8, 0, 924905), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 8, 0, 924905), 3.2, 5.4]"
192,"[datetime.datetime(2022, 11, 28, 18, 8, 2, 71106), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 8, 2, 71106), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 8, 2, 71106), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 18, 8, 2, 71106), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 8, 2, 71106), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 8, 2, 71106), 3.2, 5.4]"
193,"[datetime.datetime(2022, 11, 28, 18, 8, 3, 237699), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 8, 3, 237699), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 8, 3, 237699), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 18, 8, 3, 237699), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 8, 3, 237699), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 8, 3, 237699), 3.2, 5.4]"
194,"[datetime.datetime(2022, 11, 28, 18, 8, 4, 372315), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 8, 4, 372315), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 8, 4, 372315), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 18, 8, 4, 372315), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 8, 4, 372315), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 8, 4, 372315), 3.2, 5.4]"
195,"[datetime.datetime(2022, 11, 28, 18, 8, 5, 511160), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 8, 5, 511160), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 8, 5, 511160), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 18, 8, 5, 511160), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 8, 5, 511160), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 8, 5, 511160), 3.2, 5.4]"
196,"[datetime.datetime(2022, 11, 28, 18, 8, 6, 658369), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 8, 6, 658369), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 8, 6, 658369), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 18, 8, 6, 658369), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 8, 6, 658369), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 8, 6, 658369), 3.2, 5.4]"
197,"[datetime.datetime(2022, 11, 28, 18, 8, 7, 842253), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 8, 7, 842253), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 8, 7, 842253), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 18, 8, 7, 842253), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 8, 7, 842253), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 8, 7, 842253), 3.2, 5.4]"
198,"[datetime.datetime(2022, 11, 28, 18, 8, 9, 48227), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 8, 9, 48227), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 8, 9, 48227), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 18, 8, 9, 48227), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 8, 9, 48227), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 8, 9, 48227), 3.2, 5.4]"
199,"[datetime.datetime(2022, 11, 28, 18, 8, 10, 260113), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 8, 10, 260113), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 8, 10, 260113), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 18, 8, 10, 260113), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 8, 10, 260113), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 8, 10, 260113), 3.2, 5.4]"
200,"[datetime.datetime(2022, 11, 28, 18, 8, 11, 425475), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 8, 11, 425475), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 8, 11, 425475), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 18, 8, 11, 425475), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 8, 11, 425475), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 8, 11, 425475), 3.2, 5.4]"
201,"[datetime.datetime(2022, 11, 28, 18, 8, 12, 541601), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 8, 12, 541601), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 8, 12, 541601), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 18, 8, 12, 541601), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 8, 12, 541601), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 8, 12, 541601), 3.2, 5.4]"
202,"[datetime.datetime(2022, 11, 28, 18, 8, 13, 650390), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 8, 13, 650390), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 8, 13, 650390), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 18, 8, 13, 650390), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 8, 13, 650390), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 8, 13, 650390), 3.2, 5.4]"
203,"[datetime.datetime(2022, 11, 28, 18, 8, 14, 759388), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 8, 14, 759388), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 8, 14, 759388), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 18, 8, 14, 759388), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 8, 14, 759388), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 8, 14, 759388), 3.2, 5.4]"
204,"[datetime.datetime(2022, 11, 28, 18, 8, 15, 872168), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 8, 15, 872168), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 8, 15, 872168), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 18, 8, 15, 872168), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 8, 15, 872168), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 8, 15, 872168), 3.2, 5.4]"
205,"[datetime.datetime(2022, 11, 28, 18, 8, 16, 978449), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 8, 16, 978449), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 8, 16, 978449), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 18, 8, 16, 978449), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 8, 16, 978449), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 8, 16, 978449), 3.2, 5.4]"
206,"[datetime.datetime(2022, 11, 28, 18, 8, 18, 96221), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 8, 18, 96221), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 8, 18, 96221), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 18, 8, 18, 96221), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 8, 18, 96221), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 8, 18, 96221), 3.2, 5.4]"
207,"[datetime.datetime(2022, 11, 28, 18, 8, 19, 221099), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 8, 19, 221099), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 8, 19, 221099), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 18, 8, 19, 221099), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 8, 19, 221099), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 8, 19, 221099), 3.2, 5.4]"
208,"[datetime.datetime(2022, 11, 28, 18, 8, 20, 344483), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 8, 20, 344483), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 8, 20, 344483), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 18, 8, 20, 344483), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 8, 20, 344483), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 8, 20, 344483), 3.2, 5.4]"
209,"[datetime.datetime(2022, 11, 28, 18, 8, 21, 451256), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 8, 21, 451256), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 8, 21, 451256), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 18, 8, 21, 451256), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 8, 21, 451256), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 8, 21, 451256), 3.2, 5.4]"
210,"[datetime.datetime(2022, 11, 28, 18, 8, 22, 575687), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 8, 22, 575687), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 8, 22, 575687), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 18, 8, 22, 575687), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 8, 22, 575687), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 8, 22, 575687), 3.2, 5.4]"
211,"[datetime.datetime(2022, 11, 28, 18, 8, 23, 695144), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 8, 23, 695144), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 8, 23, 695144), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 18, 8, 23, 695144), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 8, 23, 695144), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 8, 23, 695144), 3.2, 5.4]"
212,"[datetime.datetime(2022, 11, 28, 18, 8, 24, 823335), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 8, 24, 823335), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 8, 24, 823335), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 18, 8, 24, 823335), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 8, 24, 823335), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 8, 24, 823335), 3.2, 5.4]"
213,"[datetime.datetime(2022, 11, 28, 18, 8, 25, 950830), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 8, 25, 950830), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 8, 25, 950830), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 18, 8, 25, 950830), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 8, 25, 950830), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 8, 25, 950830), 3.2, 5.4]"
214,"[datetime.datetime(2022, 11, 28, 18, 8, 27, 72805), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 8, 27, 72805), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 8, 27, 72805), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 18, 8, 27, 72805), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 8, 27, 72805), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 8, 27, 72805), 3.2, 5.4]"
215,"[datetime.datetime(2022, 11, 28, 18, 8, 28, 190519), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 8, 28, 190519), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 8, 28, 190519), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 18, 8, 28, 190519), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 8, 28, 190519), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 8, 28, 190519), 3.2, 5.4]"
216,"[datetime.datetime(2022, 11, 28, 18, 8, 29, 312019), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 8, 29, 312019), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 8, 29, 312019), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 18, 8, 29, 312019), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 8, 29, 312019), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 8, 29, 312019), 3.2, 5.4]"
217,"[datetime.datetime(2022, 11, 28, 18, 8, 30, 453951), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 8, 30, 453951), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 8, 30, 453951), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 18, 8, 30, 453951), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 8, 30, 453951), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 8, 30, 453951), 3.2, 5.4]"
218,"[datetime.datetime(2022, 11, 28, 18, 8, 31, 589175), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 8, 31, 589175), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 8, 31, 589175), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 18, 8, 31, 589175), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 8, 31, 589175), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 8, 31, 589175), 3.2, 5.4]"
219,"[datetime.datetime(2022, 11, 28, 18, 8, 32, 703658), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 8, 32, 703658), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 8, 32, 703658), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 18, 8, 32, 703658), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 8, 32, 703658), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 8, 32, 703658), 3.2, 5.4]"
220,"[datetime.datetime(2022, 11, 28, 18, 8, 33, 830413), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 8, 33, 830413), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 8, 33, 830413), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 18, 8, 33, 830413), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 8, 33, 830413), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 8, 33, 830413), 3.2, 5.4]"
221,"[datetime.datetime(2022, 11, 28, 18, 8, 34, 954356), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 8, 34, 954356), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 8, 34, 954356), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 18, 8, 34, 954356), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 8, 34, 954356), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 8, 34, 954356), 3.2, 5.4]"
222,"[datetime.datetime(2022, 11, 28, 18, 8, 36, 74042), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 8, 36, 74042), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 8, 36, 74042), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 18, 8, 36, 74042), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 8, 36, 74042), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 8, 36, 74042), 3.2, 5.4]"
223,"[datetime.datetime(2022, 11, 28, 18, 8, 37, 191447), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 8, 37, 191447), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 8, 37, 191447), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 18, 8, 37, 191447), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 8, 37, 191447), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 8, 37, 191447), 3.2, 5.4]"
224,"[datetime.datetime(2022, 11, 28, 18, 8, 38, 297417), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 8, 38, 297417), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 8, 38, 297417), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 18, 8, 38, 297417), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 8, 38, 297417), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 8, 38, 297417), 3.2, 5.4]"
225,"[datetime.datetime(2022, 11, 28, 18, 8, 39, 407543), 2.9, 5.0]","[datetime.datetime(2022, 11, 28, 18, 8, 39, 407543), 21.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 8, 39, 407543), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 18, 8, 39, 407543), 2.2, 99999]","[datetime.datetime(2022, 11, 28, 18, 8, 39, 407543), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 8, 39, 407543), 3.2, 5.4]"
