,Lizzie Lou,Winlock Tilly,Magic Avenue,Another Fay,Optimus Bruce,Pinned,My Luck Many,Tralee Wolf
11-01-2023 13:51:33.473511,"(9.0, 10.0, 9.375)","(7.0, 13.0, 10.88888888888889)","(4.2, 11.5, 10.96)","(61.0, 420.0, 285.0)","(18.0, 42.0, 35.529411764705884)","(1.6, 1.69, 1.686988847583643)","(12.0, 36.0, 35.0)","(21.0, 75.0, 48.91304347826087)"
11-01-2023 13:51:34.785898,"(9.0, 10.0, 9.779220779220779)","(7.0, 13.0, 10.88888888888889)","(4.2, 11.5, 10.96)","(61.0, 420.0, 285.0)","(18.0, 42.0, 35.529411764705884)","(1.6, 1.69, 1.686988847583643)","(12.0, 36.0, 35.0)","(21.0, 75.0, 48.91304347826087)"
11-01-2023 13:51:36.217564,"(9.0, 10.0, 9.779220779220779)","(7.0, 13.0, 10.88888888888889)","(4.2, 11.5, 10.96)","(61.0, 420.0, 180.0)","(18.0, 42.0, 35.529411764705884)","(1.6, 1.69, 1.686988847583643)","(12.0, 36.0, 35.0)","(21.0, 75.0, 48.91304347826087)"
11-01-2023 13:51:37.600656,"(9.0, 10.0, 9.779220779220779)","(7.0, 13.0, 10.88888888888889)","(4.2, 11.5, 10.96)","(61.0, 430.0, 181.11111111111111)","(18.0, 42.0, 35.529411764705884)","(1.55, 1.69, 1.686988847583643)","(12.0, 36.0, 35.0)","(21.0, 75.0, 48.91304347826087)"
11-01-2023 13:51:38.901801,"(9.0, 10.0, 9.779220779220779)","(7.0, 13.0, 10.88888888888889)","(4.2, 11.5, 10.96)","(61.0, 420.0, 285.0)","(18.0, 42.0, 35.529411764705884)","(1.55, 1.69, 1.686988847583643)","(12.0, 36.0, 35.0)","(21.0, 75.0, 48.91304347826087)"
11-01-2023 13:51:40.196582,"(9.0, 10.0, 9.73015873015873)","(7.0, 13.0, 10.88888888888889)","(4.2, 11.5, 10.96)","(61.0, 420.0, 285.0)","(18.0, 42.0, 35.529411764705884)","(1.55, 1.69, 1.686988847583643)","(12.0, 36.0, 35.0)","(21.0, 75.0, 48.91304347826087)"
11-01-2023 13:51:41.589754,"(9.0, 10.0, 9.73015873015873)","(7.0, 13.0, 12.4)","(4.2, 11.5, 10.96)","(61.0, 420.0, 285.0)","(18.0, 42.0, 35.529411764705884)","(1.55, 1.69, 1.686988847583643)","(12.0, 36.0, 35.0)","(21.0, 75.0, 48.91304347826087)"
11-01-2023 13:51:42.908500,"(9.0, 10.0, 9.73015873015873)","(7.0, 12.0, 11.634782608695652)","(4.2, 11.5, 10.96)","(61.0, 420.0, 285.0)","(18.0, 42.0, 35.529411764705884)","(1.55, 1.69, 1.686988847583643)","(12.0, 36.0, 35.0)","(21.0, 75.0, 48.91304347826087)"
11-01-2023 13:51:44.272886,"(9.0, 10.0, 9.73015873015873)","(7.0, 12.5, 11.644444444444444)","(4.2, 11.5, 10.96)","(61.0, 420.0, 285.0)","(18.0, 42.0, 35.529411764705884)","(1.55, 1.69, 1.686988847583643)","(12.0, 36.0, 35.0)","(21.0, 75.0, 48.91304347826087)"
11-01-2023 13:51:45.610702,"(9.0, 10.0, 9.73015873015873)","(7.0, 12.5, 10.936842105263157)","(4.2, 11.5, 10.96)","(61.0, 420.0, 285.0)","(18.0, 42.0, 35.529411764705884)","(1.55, 1.69, 1.6344897959183673)","(12.0, 36.0, 35.0)","(21.0, 75.0, 48.91304347826087)"
11-01-2023 13:51:46.957996,"(9.0, 10.0, 9.73015873015873)","(7.0, 12.5, 10.936842105263157)","(4.2, 11.5, 10.96)","(61.0, 420.0, 285.0)","(18.0, 42.0, 35.529411764705884)","(1.55, 1.69, 1.6344897959183673)","(12.0, 36.0, 35.0)","(21.0, 75.0, 48.91304347826087)"
11-01-2023 13:51:48.329583,"(9.0, 10.0, 9.73015873015873)","(7.0, 12.5, 10.936842105263157)","(4.2, 11.5, 10.96)","(61.0, 420.0, 280.0)","(18.0, 42.0, 35.529411764705884)","(1.55, 1.69, 1.6344897959183673)","(12.0, 36.0, 35.0)","(21.0, 75.0, 48.91304347826087)"
11-01-2023 13:51:49.710578,"(9.0, 10.0, 9.73015873015873)","(7.0, 12.5, 10.936842105263157)","(4.2, 11.5, 10.96)","(61.0, 420.0, 280.0)","(18.0, 42.0, 35.529411764705884)","(1.55, 1.69, 1.6344897959183673)","(12.0, 36.0, 35.0)","(21.0, 75.0, 48.91304347826087)"
11-01-2023 13:51:51.002224,"(9.0, 10.0, 9.73015873015873)","(7.0, 12.5, 10.936842105263157)","(4.2, 11.5, 10.96)","(61.0, 420.0, 280.0)","(18.0, 42.0, 35.529411764705884)","(1.55, 1.69, 1.6344897959183673)","(12.0, 36.0, 35.0)","(21.0, 75.0, 48.91304347826087)"
11-01-2023 13:51:52.350330,"(9.0, 10.0, 9.73015873015873)","(7.0, 12.5, 10.936842105263157)","(4.2, 11.5, 10.96)","(61.0, 420.0, 280.0)","(18.0, 42.0, 35.529411764705884)","(1.55, 1.69, 1.6344897959183673)","(12.0, 36.0, 35.0)","(21.0, 75.0, 48.91304347826087)"
11-01-2023 13:51:53.683673,"(9.0, 10.0, 9.73015873015873)","(7.0, 12.5, 10.936842105263157)","(4.2, 11.5, 10.96)","(61.0, 420.0, 280.0)","(18.0, 42.0, 35.529411764705884)","(1.55, 1.69, 1.6344897959183673)","(12.0, 36.0, 35.0)","(21.0, 75.0, 48.91304347826087)"
11-01-2023 13:51:55.052258,"(9.0, 10.0, 9.73015873015873)","(7.0, 12.5, 10.936842105263157)","(4.2, 11.5, 10.96)","(61.0, 420.0, 280.0)","(18.0, 42.0, 35.529411764705884)","(1.55, 1.69, 1.6344897959183673)","(12.0, 36.0, 35.0)","(21.0, 75.0, 48.91304347826087)"
11-01-2023 13:51:56.367659,"(9.0, 10.0, 9.73015873015873)","(7.0, 12.5, 10.936842105263157)","(4.2, 11.5, 10.96)","(61.0, 420.0, 280.0)","(18.0, 42.0, 35.529411764705884)","(1.55, 1.69, 1.6344897959183673)","(12.0, 36.0, 35.0)","(21.0, 75.0, 48.91304347826087)"
11-01-2023 13:51:57.759370,"(9.0, 10.0, 9.73015873015873)","(7.0, 12.5, 10.936842105263157)","(4.2, 11.5, 10.96)","(61.0, 420.0, 280.0)","(18.0, 42.0, 35.529411764705884)","(1.55, 1.69, 1.6344897959183673)","(12.0, 36.0, 35.0)","(21.0, 75.0, 48.91304347826087)"
11-01-2023 13:51:59.183042,"(9.0, 10.0, 9.73015873015873)","(7.0, 12.5, 10.936842105263157)","(4.2, 11.5, 10.96)","(61.0, 420.0, 280.0)","(18.0, 42.0, 35.529411764705884)","(1.55, 1.69, 1.6344897959183673)","(12.0, 36.0, 35.0)","(21.0, 75.0, 48.91304347826087)"
11-01-2023 13:52:00.667164,"(9.0, 10.0, 9.595238095238095)","(7.0, 12.5, 10.936842105263157)","(4.2, 11.5, 10.96)","(61.0, 420.0, 280.0)","(18.0, 42.0, 35.529411764705884)","(1.55, 1.69, 1.6344897959183673)","(12.0, 36.0, 35.0)","(21.0, 75.0, 48.91304347826087)"
11-01-2023 13:52:02.259600,"(9.0, 10.0, 9.595238095238095)","(7.0, 12.5, 10.936842105263157)","(4.2, 11.5, 10.96)","(61.0, 420.0, 280.0)","(18.0, 42.0, 35.529411764705884)","(1.55, 1.69, 1.6344897959183673)","(12.0, 36.0, 35.0)","(21.0, 75.0, 48.91304347826087)"
11-01-2023 13:52:03.802434,"(7.0, 10.0, 9.595238095238095)","(7.0, 12.5, 10.936842105263157)","(4.2, 11.5, 10.96)","(61.0, 420.0, 280.0)","(19.0, 42.0, 35.529411764705884)","(1.55, 1.69, 1.6344897959183673)","(12.0, 36.0, 35.0)","(21.0, 75.0, 48.91304347826087)"
11-01-2023 13:52:05.159718,"(7.0, 10.0, 9.595238095238095)","(7.0, 12.5, 10.936842105263157)","(4.2, 11.5, 10.96)","(61.0, 420.0, 280.0)","(19.0, 42.0, 35.529411764705884)","(1.55, 1.69, 1.6344897959183673)","(12.0, 36.0, 35.0)","(21.0, 75.0, 48.91304347826087)"
11-01-2023 13:52:06.495562,"(7.0, 10.0, 9.595238095238095)","(7.0, 12.5, 10.936842105263157)","(4.2, 11.5, 10.96)","(61.0, 420.0, 280.0)","(19.0, 42.0, 35.529411764705884)","(1.55, 1.69, 1.6282857142857143)","(12.0, 36.0, 35.0)","(21.0, 75.0, 48.91304347826087)"
11-01-2023 13:52:07.767730,"(7.0, 10.0, 9.595238095238095)","(7.0, 12.5, 10.936842105263157)","(4.2, 11.5, 10.96)","(61.0, 420.0, 280.0)","(19.0, 42.0, 35.529411764705884)","(1.55, 1.69, 1.6282857142857143)","(12.0, 36.0, 35.0)","(21.0, 75.0, 48.91304347826087)"
11-01-2023 13:52:09.126901,"(7.0, 10.0, 9.595238095238095)","(7.0, 12.5, 10.936842105263157)","(4.2, 11.5, 10.96)","(61.0, 420.0, 280.0)","(19.0, 42.0, 35.529411764705884)","(1.55, 1.69, 1.6282857142857143)","(12.0, 36.0, 35.0)","(21.0, 75.0, 48.91304347826087)"
11-01-2023 13:52:10.422874,"(7.0, 10.0, 9.595238095238095)","(7.0, 12.5, 10.936842105263157)","(4.2, 11.5, 10.96)","(61.0, 420.0, 280.0)","(19.0, 42.0, 35.529411764705884)","(1.55, 1.69, 1.6282857142857143)","(12.0, 36.0, 35.0)","(21.0, 75.0, 48.91304347826087)"
11-01-2023 13:52:11.763545,"(7.0, 10.0, 9.961538461538462)","(7.0, 12.5, 10.936842105263157)","(4.2, 11.5, 10.96)","(61.0, 420.0, 280.0)","(19.0, 42.0, 35.529411764705884)","(1.55, 1.69, 1.6211111111111112)","(12.0, 36.0, 35.0)","(21.0, 75.0, 54.310344827586206)"
11-01-2023 13:52:13.056367,"(7.0, 9.8, 9.433333333333334)","(7.0, 12.5, 10.936842105263157)","(4.2, 11.5, 10.96)","(61.0, 420.0, 280.0)","(19.0, 42.0, 35.529411764705884)","(1.55, 1.69, 1.6290909090909091)","(12.0, 36.0, 35.0)","(21.0, 75.0, 54.310344827586206)"
11-01-2023 13:52:14.327875,"(7.0, 9.6, 8.885714285714286)","(7.0, 12.5, 11.085714285714285)","(4.2, 11.5, 10.96)","(61.0, 420.0, 280.0)","(19.0, 42.0, 35.529411764705884)","(1.55, 1.67, 1.6314285714285715)","(12.0, 36.0, 35.0)","(21.0, 75.0, 54.310344827586206)"
11-01-2023 13:52:15.663494,"(7.0, 9.6, 9.244444444444444)","(7.0, 12.5, 11.085714285714285)","(4.2, 11.5, 10.96)","(61.0, 420.0, 280.0)","(19.0, 42.0, 35.529411764705884)","(1.65, 1.67, 1.6314285714285715)","(12.0, 36.0, 33.0)","(21.0, 75.0, 54.310344827586206)"
11-01-2023 13:52:17.004963,"(7.0, 9.4, 9.34909090909091)","(7.0, 12.5, 11.085714285714285)","(4.2, 11.5, 10.96)","(61.0, 420.0, 280.0)","(19.0, 42.0, 35.529411764705884)","(1.65, 1.67, 1.6314285714285715)","(12.0, 36.0, 33.0)","(21.0, 75.0, 55.0)"
11-01-2023 13:52:18.336840,"(7.0, 9.2, 9.09655172413793)","(7.0, 12.5, 11.085714285714285)","(4.2, 11.5, 10.96)","(61.0, 420.0, 280.0)","(19.0, 42.0, 35.529411764705884)","(1.65, 1.67, 1.6314285714285715)","(12.0, 36.0, 33.0)","(21.0, 75.0, 55.0)"
11-01-2023 13:52:19.670042,"(7.0, 9.2, 9.09655172413793)","(7.0, 12.5, 11.085714285714285)","(4.2, 11.5, 10.96)","(61.0, 420.0, 285.0)","(19.0, 42.0, 35.529411764705884)","(1.65, 1.67, 1.6314285714285715)","(12.0, 36.0, 35.0)","(21.0, 75.0, 55.0)"
11-01-2023 13:52:20.992678,"(7.0, 9.2, 8.993749999999999)","(7.0, 12.5, 11.085714285714285)","(4.2, 11.5, 10.96)","(61.0, 420.0, 345.0)","(19.0, 42.0, 35.529411764705884)","(1.65, 1.67, 1.6314285714285715)","(12.0, 36.0, 35.0)","(21.0, 75.0, 55.0)"
11-01-2023 13:52:22.627743,"(7.0, 9.2, 8.993749999999999)","(7.0, 12.5, 11.085714285714285)","(4.2, 11.5, 10.96)","(61.0, 420.0, 345.0)","(19.0, 42.0, 35.529411764705884)","(1.65, 1.67, 1.6314285714285715)","(12.0, 36.0, 35.0)","(21.0, 75.0, 55.0)"
11-01-2023 13:52:24.248619,"(7.0, 9.2, 8.993749999999999)","(7.0, 12.5, 11.085714285714285)","(4.2, 11.5, 10.96)","(61.0, 420.0, 345.0)","(19.0, 42.0, 35.529411764705884)","(1.65, 1.67, 1.6314285714285715)","(12.0, 36.0, 35.0)","(21.0, 75.0, 55.0)"
11-01-2023 13:52:25.742522,"(7.0, 9.2, 8.993749999999999)","(7.0, 12.5, 11.085714285714285)","(4.2, 11.5, 10.96)","(61.0, 420.0, 345.0)","(19.0, 42.0, 35.529411764705884)","(1.65, 1.67, 1.6314285714285715)","(12.0, 36.0, 35.0)","(21.0, 75.0, 55.0)"
11-01-2023 13:52:27.230302,"(7.0, 9.2, 8.993749999999999)","(7.0, 12.5, 11.085714285714285)","(4.2, 11.5, 10.96)","(61.0, 420.0, 280.0)","(19.0, 42.0, 35.529411764705884)","(1.65, 1.67, 1.6314285714285715)","(12.0, 36.0, 35.0)","(21.0, 75.0, 55.0)"
11-01-2023 13:52:28.653254,"(7.0, 9.2, 8.993749999999999)","(7.0, 12.5, 11.085714285714285)","(4.2, 11.5, 11.182352941176472)","(61.0, 420.0, 280.0)","(19.0, 42.0, 35.529411764705884)","(1.65, 1.67, 1.6148979591836734)","(12.0, 36.0, 35.0)","(21.0, 75.0, 55.0)"
11-01-2023 13:52:30.112829,"(7.0, 9.2, 8.993749999999999)","(7.0, 12.5, 11.085714285714285)","(4.2, 11.5, 11.182352941176472)","(61.0, 420.0, 280.0)","(19.0, 42.0, 35.529411764705884)","(1.65, 1.67, 1.6148979591836734)","(12.0, 36.0, 35.0)","(21.0, 75.0, 55.0)"
11-01-2023 13:52:31.539553,"(6.5, 9.2, 8.993749999999999)","(8.0, 12.5, 11.085714285714285)","(4.8, 11.5, 11.182352941176472)","(71.0, 420.0, 280.0)","(21.0, 42.0, 35.529411764705884)","(1.5, 1.67, 1.6148979591836734)","(16.0, 36.0, 35.0)","(26.0, 75.0, 55.0)"
11-01-2023 13:52:32.903874,"(6.5, 9.2, 8.993749999999999)","(8.0, 12.5, 11.085714285714285)","(4.8, 11.5, 11.182352941176472)","(71.0, 420.0, 280.0)","(21.0, 42.0, 35.529411764705884)","(1.5, 1.67, 1.6148979591836734)","(16.0, 36.0, 35.0)","(26.0, 75.0, 55.0)"
11-01-2023 13:52:34.320182,"(6.5, 9.2, 8.993749999999999)","(8.0, 12.5, 11.085714285714285)","(4.8, 11.5, 10.666666666666666)","(71.0, 420.0, 280.0)","(21.0, 42.0, 35.529411764705884)","(1.5, 1.67, 1.6148979591836734)","(16.0, 36.0, 35.0)","(26.0, 75.0, 55.0)"
11-01-2023 13:52:35.646415,"(6.5, 9.2, 8.993749999999999)","(8.0, 12.5, 11.085714285714285)","(4.8, 11.5, 10.666666666666666)","(71.0, 420.0, 280.0)","(21.0, 42.0, 35.529411764705884)","(1.5, 1.67, 1.6148979591836734)","(16.0, 36.0, 35.0)","(26.0, 75.0, 55.0)"
11-01-2023 13:52:37.015021,"(6.5, 9.2, 8.993749999999999)","(8.0, 12.5, 10.936842105263157)","(4.8, 11.5, 10.733333333333333)","(71.0, 420.0, 280.0)","(21.0, 42.0, 35.529411764705884)","(1.5, 1.67, 1.6148979591836734)","(16.0, 36.0, 35.0)","(26.0, 75.0, 55.0)"
11-01-2023 13:52:38.334606,"(6.5, 9.2, 8.257142857142856)","(8.0, 12.5, 10.936842105263157)","(4.8, 11.5, 10.733333333333333)","(71.0, 420.0, 280.0)","(21.0, 42.0, 35.529411764705884)","(1.5, 1.67, 1.6148979591836734)","(16.0, 36.0, 35.0)","(26.0, 75.0, 55.0)"
11-01-2023 13:52:39.693704,"(6.5, 9.2, 8.257142857142856)","(8.0, 12.5, 11.085714285714285)","(4.8, 11.5, 10.733333333333333)","(71.0, 420.0, 280.0)","(21.0, 42.0, 35.529411764705884)","(1.5, 1.67, 1.6148979591836734)","(16.0, 36.0, 34.2)","(26.0, 75.0, 54.310344827586206)"
11-01-2023 13:52:40.987712,"(6.5, 9.2, 8.257142857142856)","(8.0, 12.5, 11.085714285714285)","(4.8, 11.5, 10.733333333333333)","(71.0, 420.0, 280.0)","(21.0, 42.0, 35.529411764705884)","(1.5, 1.67, 1.6148979591836734)","(16.0, 36.0, 34.2)","(26.0, 75.0, 55.0)"
11-01-2023 13:52:42.579315,"(6.5, 9.2, 8.257142857142856)","(8.0, 12.5, 11.085714285714285)","(4.8, 11.5, 10.733333333333333)","(71.0, 420.0, 280.0)","(21.0, 42.0, 35.529411764705884)","(1.5, 1.67, 1.6148979591836734)","(16.0, 36.0, 34.2)","(26.0, 75.0, 55.0)"
11-01-2023 13:52:43.995512,"(6.5, 9.2, 8.257142857142856)","(8.0, 12.5, 10.936842105263157)","(4.8, 11.5, 10.733333333333333)","(71.0, 420.0, 280.0)","(21.0, 42.0, 35.529411764705884)","(1.5, 1.67, 1.6148979591836734)","(16.0, 36.0, 34.2)","(26.0, 75.0, 55.0)"
11-01-2023 13:52:45.475322,"(6.5, 9.2, 8.257142857142856)","(8.0, 12.5, 10.936842105263157)","(4.8, 11.5, 10.733333333333333)","(71.0, 420.0, 172.22222222222223)","(21.0, 42.0, 35.529411764705884)","(1.5, 1.67, 1.6148979591836734)","(16.0, 36.0, 34.2)","(26.0, 75.0, 55.0)"
11-01-2023 13:52:46.993666,"(6.5, 9.2, 8.257142857142856)","(8.0, 12.5, 10.936842105263157)","(4.8, 11.5, 10.988888888888889)","(71.0, 430.0, 280.0)","(21.0, 42.0, 35.529411764705884)","(1.5, 1.67, 1.6148979591836734)","(16.0, 36.0, 34.2)","(26.0, 75.0, 55.0)"
11-01-2023 13:52:48.393344,"(6.5, 9.2, 8.257142857142856)","(8.0, 12.5, 10.936842105263157)","(4.8, 11.5, 10.988888888888889)","(71.0, 420.0, 280.0)","(21.0, 42.0, 35.529411764705884)","(1.5, 1.67, 1.6148979591836734)","(16.0, 36.0, 34.2)","(26.0, 75.0, 55.0)"
11-01-2023 13:52:49.740137,"(6.5, 9.2, 8.257142857142856)","(8.0, 12.5, 10.936842105263157)","(4.8, 11.5, 10.988888888888889)","(71.0, 410.0, 280.0)","(21.0, 42.0, 35.529411764705884)","(1.5, 1.67, 1.6148979591836734)","(16.0, 36.0, 34.2)","(26.0, 75.0, 55.0)"
11-01-2023 13:52:51.026470,"(6.5, 9.2, 8.257142857142856)","(8.0, 12.5, 10.936842105263157)","(4.8, 11.5, 10.988888888888889)","(71.0, 410.0, 280.0)","(21.0, 42.0, 35.529411764705884)","(1.5, 1.67, 1.6148979591836734)","(16.0, 36.0, 34.2)","(26.0, 75.0, 55.0)"
11-01-2023 13:52:52.293798,"(6.5, 9.2, 8.257142857142856)","(8.0, 12.5, 10.936842105263157)","(4.8, 11.5, 10.988888888888889)","(71.0, 410.0, 280.0)","(21.0, 42.0, 35.529411764705884)","(1.5, 1.67, 1.6148979591836734)","(16.0, 36.0, 34.2)","(26.0, 75.0, 55.0)"
11-01-2023 13:52:53.496440,"(6.5, 9.2, 8.257142857142856)","(8.0, 12.5, 10.936842105263157)","(4.8, 11.5, 10.988888888888889)","(71.0, 410.0, 280.0)","(21.0, 42.0, 35.529411764705884)","(1.5, 1.67, 1.6148979591836734)","(16.0, 36.0, 34.2)","(26.0, 75.0, 55.0)"
11-01-2023 13:52:54.786179,"(6.5, 9.2, 8.257142857142856)","(8.0, 12.5, 10.936842105263157)","(4.8, 11.5, 10.988888888888889)","(71.0, 410.0, 280.0)","(21.0, 42.0, 29.647058823529413)","(1.5, 1.67, 1.6107407407407408)","(16.0, 36.0, 35.0)","(26.0, 75.0, 44.05263157894737)"
11-01-2023 13:52:56.090204,"(6.5, 9.2, 8.257142857142856)","(8.0, 12.5, 10.86875)","(4.8, 11.5, 10.988888888888889)","(71.0, 410.0, 280.0)","(21.0, 42.0, 29.647058823529413)","(1.5, 1.67, 1.6148979591836734)","(16.0, 36.0, 35.0)","(26.0, 75.0, 51.66666666666667)"
11-01-2023 13:52:57.297921,"(6.5, 9.2, 8.257142857142856)","(8.0, 12.5, 11.181818181818182)","(4.8, 11.5, 10.988888888888889)","(71.0, 410.0, 187.14285714285714)","(21.0, 42.0, 33.25)","(1.5, 1.67, 1.6148979591836734)","(16.0, 36.0, 35.25)","(26.0, 75.0, 51.66666666666667)"
11-01-2023 13:52:58.642740,"(6.5, 9.2, 8.257142857142856)","(8.0, 12.5, 11.181818181818182)","(4.8, 11.5, 10.988888888888889)","(71.0, 410.0, 187.14285714285714)","(21.0, 42.0, 27.714285714285715)","(1.5, 1.67, 1.6113793103448275)","(16.0, 36.0, 35.25)","(26.0, 75.0, 48.33333333333333)"
11-01-2023 13:52:59.861272,"(6.5, 9.2, 8.257142857142856)","(8.0, 12.5, 11.027272727272727)","(4.8, 11.5, 10.988888888888889)","(71.0, 410.0, 172.72727272727272)","(21.0, 42.0, 30.823529411764707)","(1.5, 1.65, 1.6113793103448275)","(16.0, 36.0, 35.25)","(26.0, 75.0, 41.42857142857143)"
11-01-2023 13:53:01.202352,"(6.5, 9.2, 8.257142857142856)","(8.0, 12.5, 11.027272727272727)","(4.8, 11.5, 11.193333333333333)","(71.0, 400.0, 186.66666666666666)","(21.0, 42.0, 30.823529411764707)","(1.5, 1.65, 1.6113793103448275)","(16.0, 36.0, 35.25)","(26.0, 75.0, 41.42857142857143)"
11-01-2023 13:53:02.560593,"(6.5, 9.2, 8.257142857142856)","(8.0, 12.5, 11.027272727272727)","(4.8, 11.5, 11.193333333333333)","(71.0, 370.0, 186.66666666666666)","(21.0, 42.0, 34.4)","(1.5, 1.65, 1.6113793103448275)","(16.0, 36.0, 35.25)","(26.0, 75.0, 41.42857142857143)"
11-01-2023 13:53:03.842924,"(6.5, 9.2, 8.257142857142856)","(8.0, 12.5, 11.027272727272727)","(4.8, 11.5, 11.193333333333333)","(71.0, 350.0, 175.0)","(21.0, 42.0, 34.4)","(1.5, 1.65, 1.6113793103448275)","(16.0, 36.0, 35.25)","(26.0, 75.0, 41.42857142857143)"
11-01-2023 13:53:05.103316,"(6.5, 9.2, 8.257142857142856)","(8.0, 12.5, 11.388235294117647)","(4.8, 11.5, 10.45)","(71.0, 350.0, 175.0)","(21.0, 42.0, 31.375)","(1.5, 1.65, 1.6113793103448275)","(16.0, 36.0, 35.25)","(26.0, 75.0, 41.42857142857143)"
11-01-2023 13:53:06.351722,"(6.5, 9.2, 8.257142857142856)","(8.0, 12.5, 11.388235294117647)","(4.8, 11.0, 10.040000000000001)","(71.0, 350.0, 190.0)","(21.0, 42.0, 31.375)","(1.5, 1.65, 1.6113793103448275)","(16.0, 36.0, 35.25)","(26.0, 75.0, 41.42857142857143)"
11-01-2023 13:53:07.618715,"(6.5, 9.2, 8.257142857142856)","(8.0, 12.5, 11.388235294117647)","(4.8, 11.0, 10.040000000000001)","(71.0, 340.0, 168.57142857142858)","(21.0, 42.0, 31.375)","(1.5, 1.65, 1.6113793103448275)","(16.0, 36.0, 35.25)","(26.0, 75.0, 41.42857142857143)"
11-01-2023 13:53:08.782676,"(6.5, 9.2, 8.257142857142856)","(8.0, 12.5, 11.388235294117647)","(5.0, 11.0, 10.040000000000001)","(61.0, 340.0, 235.0)","(21.0, 42.0, 34.27272727272727)","(1.5, 1.65, 1.6113793103448275)","(16.0, 36.0, 35.25)","(26.0, 75.0, 41.42857142857143)"
11-01-2023 13:53:10.049016,"(6.5, 9.2, 8.257142857142856)","(8.0, 12.5, 11.388235294117647)","(5.0, 11.0, 10.040000000000001)","(61.0, 330.0, 235.0)","(21.0, 42.0, 30.46153846153846)","(1.5, 1.65, 1.6113793103448275)","(16.0, 36.0, 35.25)","(26.0, 75.0, 41.42857142857143)"
11-01-2023 13:53:11.203984,"(6.5, 9.2, 8.257142857142856)","(8.0, 12.5, 11.388235294117647)","(5.0, 11.0, 10.040000000000001)","(61.0, 330.0, 235.0)","(21.0, 42.0, 30.46153846153846)","(1.5, 1.65, 1.6113793103448275)","(16.0, 36.0, 35.25)","(26.0, 75.0, 45.0)"
11-01-2023 13:53:12.339120,"(6.5, 9.2, 8.257142857142856)","(8.0, 12.5, 11.388235294117647)","(5.0, 11.0, 10.040000000000001)","(61.0, 330.0, 240.0)","(21.0, 42.0, 33.666666666666664)","(1.5, 1.65, 1.6113793103448275)","(16.0, 36.0, 35.25)","(26.0, 75.0, 49.73684210526316)"
11-01-2023 13:53:13.399952,"(6.5, 9.2, 8.257142857142856)","(8.0, 12.5, 11.388235294117647)","(5.0, 11.0, 10.040000000000001)","(61.0, 330.0, 240.0)","(21.0, 42.0, 34.5)","(1.5, 1.65, 1.6113793103448275)","(16.0, 36.0, 35.25)","(26.0, 75.0, 49.73684210526316)"
11-01-2023 13:53:14.528094,"(6.5, 9.2, 8.257142857142856)","(8.0, 12.5, 11.388235294117647)","(5.0, 11.0, 10.040000000000001)","(61.0, 330.0, 240.0)","(21.0, 42.0, 34.5)","(1.5, 1.65, 1.6113793103448275)","(16.0, 36.0, 35.25)","(26.0, 75.0, 49.73684210526316)"
11-01-2023 13:53:15.709717,"(6.5, 9.2, 8.257142857142856)","(8.0, 12.5, 11.388235294117647)","(5.0, 11.0, 10.040000000000001)","(61.0, 330.0, 285.0)","(21.0, 42.0, 34.5)","(1.5, 1.65, 1.6113793103448275)","(16.0, 36.0, 35.25)","(26.0, 75.0, 49.73684210526316)"
11-01-2023 13:53:16.765923,"(6.5, 9.2, 8.4)","(8.0, 12.5, 11.388235294117647)","(5.0, 11.0, 10.040000000000001)","(61.0, 330.0, 277.5)","(21.0, 42.0, 34.5)","(1.5, 1.65, 1.6113793103448275)","(16.0, 36.0, 35.25)","(26.0, 75.0, 49.73684210526316)"
11-01-2023 13:53:17.912506,"(6.5, 9.2, 8.4)","(8.0, 12.5, 11.388235294117647)","(5.0, 11.0, 10.040000000000001)","(61.0, 330.0, 277.5)","(21.0, 42.0, 34.5)","(1.5, 1.65, 1.6113793103448275)","(16.0, 36.0, 35.25)","(26.0, 75.0, 49.73684210526316)"
11-01-2023 13:53:19.079801,"(6.5, 9.2, 8.4)","(8.0, 12.5, 11.388235294117647)","(5.0, 11.0, 10.040000000000001)","(61.0, 330.0, 277.5)","(21.0, 42.0, 34.5)","(1.5, 1.65, 1.6113793103448275)","(16.0, 36.0, 35.25)","(26.0, 75.0, 49.73684210526316)"
11-01-2023 13:53:20.569353,"(6.5, 9.2, 8.11111111111111)","(8.0, 12.5, 11.388235294117647)","(5.0, 11.0, 10.040000000000001)","(61.0, 330.0, 277.5)","(21.0, 42.0, 34.5)","(1.5, 1.65, 1.6113793103448275)","(16.0, 36.0, 35.25)","(26.0, 75.0, 49.73684210526316)"
11-01-2023 13:53:21.652875,"(6.5, 9.2, 8.11111111111111)","(8.0, 12.5, 10.75)","(5.0, 11.0, 10.040000000000001)","(61.0, 330.0, 277.5)","(21.0, 42.0, 34.5)","(1.5, 1.65, 1.6015151515151516)","(16.0, 36.0, 35.25)","(26.0, 75.0, 49.73684210526316)"
11-01-2023 13:53:22.820381,"(6.5, 9.2, 8.266666666666666)","(8.0, 12.5, 11.091304347826087)","(5.0, 11.0, 10.040000000000001)","(61.0, 330.0, 285.0)","(21.0, 42.0, 34.5)","(1.5, 1.65, 1.6015151515151516)","(16.0, 36.0, 35.25)","(26.0, 75.0, 49.73684210526316)"
