,Vitesse,Flat Bill,Samaronti,Helms Deep,Mine To Hold,Diggers Diamond,Longtail,Contraflow
15-12-2022 12:26:20.366734,"(3.3, 5.2, 4.771428571428571)","(14.0, 46.0, 43.84615384615385)","(4.2, 6.2, 4.930769230769231)","(8.0, 14.0, 10.923076923076923)","(11.0, 24.0, 22.333333333333336)","(51.0, 240.0, 222.5)","(4.8, 6.4, 5.44)","(3.4, 5.2, 4.68)"
15-12-2022 12:26:21.452459,"(3.3, 5.2, 4.771428571428571)","(14.0, 46.0, 43.84615384615385)","(4.2, 6.2, 4.930769230769231)","(8.0, 14.0, 10.923076923076923)","(11.0, 24.0, 22.333333333333336)","(51.0, 240.0, 222.5)","(4.8, 6.4, 5.44)","(3.4, 5.2, 4.68)"
15-12-2022 12:26:22.601294,"(3.3, 5.2, 4.771428571428571)","(14.0, 46.0, 43.84615384615385)","(4.2, 6.2, 5.16875)","(8.0, 14.0, 11.5)","(11.0, 24.0, 22.333333333333336)","(51.0, 240.0, 222.5)","(4.8, 6.4, 5.44)","(3.4, 5.2, 4.3)"
15-12-2022 12:26:23.677805,"(3.3, 5.2, 4.771428571428571)","(14.0, 46.0, 43.84615384615385)","(4.2, 6.2, 5.2)","(8.0, 14.0, 11.5)","(11.0, 24.0, 22.333333333333336)","(51.0, 240.0, 222.5)","(4.8, 6.4, 5.836363636363637)","(3.4, 5.2, 4.3)"
15-12-2022 12:26:24.678169,"(3.3, 5.2, 4.771428571428571)","(14.0, 46.0, 43.84615384615385)","(4.2, 6.2, 5.2)","(8.0, 14.0, 11.5)","(11.0, 24.0, 22.333333333333336)","(51.0, 240.0, 222.5)","(4.8, 6.2, 5.836363636363637)","(3.4, 5.2, 4.3)"
15-12-2022 12:26:25.741423,"(3.3, 5.1, 4.866666666666666)","(14.0, 46.0, 43.84615384615385)","(4.2, 6.2, 5.2)","(8.0, 14.0, 11.5)","(11.0, 24.0, 22.333333333333336)","(51.0, 240.0, 222.5)","(4.8, 6.2, 5.836363636363637)","(3.4, 5.2, 4.3)"
15-12-2022 12:26:26.832396,"(3.3, 5.1, 4.866666666666666)","(14.0, 46.0, 43.84615384615385)","(4.2, 6.2, 5.2)","(8.0, 14.0, 11.5)","(11.0, 24.0, 22.333333333333336)","(51.0, 240.0, 222.5)","(4.8, 6.2, 5.836363636363637)","(3.4, 5.2, 4.3)"
15-12-2022 12:26:27.948815,"(3.3, 5.1, 4.7142857142857135)","(14.0, 46.0, 42.5)","(4.2, 6.2, 5.2)","(8.0, 14.0, 11.5)","(11.0, 24.0, 22.333333333333336)","(51.0, 240.0, 222.5)","(4.8, 6.2, 5.836363636363637)","(3.4, 5.2, 4.3)"
15-12-2022 12:26:29.044471,"(3.3, 5.1, 4.542857142857143)","(14.0, 46.0, 42.5)","(4.2, 6.2, 5.2)","(8.0, 14.0, 11.5)","(11.0, 24.0, 22.333333333333336)","(51.0, 240.0, 222.5)","(4.8, 6.2, 5.836363636363637)","(3.4, 5.2, 4.3)"
15-12-2022 12:26:30.205287,"(3.3, 5.1, 4.542857142857143)","(14.0, 46.0, 42.5)","(4.2, 6.2, 5.2)","(8.0, 14.0, 11.5)","(11.0, 24.0, 22.333333333333336)","(51.0, 240.0, 196.66666666666669)","(4.8, 6.2, 5.836363636363637)","(3.4, 5.2, 4.68)"
15-12-2022 12:26:31.285297,"(3.3, 5.3, 4.764285714285714)","(14.0, 46.0, 42.5)","(4.2, 6.2, 4.930769230769231)","(8.0, 14.0, 10.923076923076923)","(11.0, 24.0, 22.333333333333336)","(51.0, 240.0, 196.66666666666669)","(4.8, 6.2, 5.836363636363637)","(3.4, 5.2, 4.3)"
15-12-2022 12:26:32.308485,"(3.3, 5.3, 4.764285714285714)","(14.0, 46.0, 42.5)","(4.2, 6.2, 4.930769230769231)","(8.0, 14.0, 10.923076923076923)","(11.0, 24.0, 22.333333333333336)","(51.0, 240.0, 196.66666666666669)","(4.8, 6.2, 5.836363636363637)","(3.4, 5.2, 4.3)"
15-12-2022 12:26:33.342261,"(3.3, 5.3, 4.764285714285714)","(14.0, 46.0, 42.5)","(4.2, 6.2, 5.2)","(8.0, 14.0, 11.5)","(11.0, 24.0, 22.333333333333336)","(51.0, 240.0, 196.66666666666669)","(4.8, 6.2, 5.836363636363637)","(3.4, 5.2, 4.3)"
15-12-2022 12:26:34.372713,"(3.3, 5.3, 4.764285714285714)","(14.0, 46.0, 42.5)","(4.2, 6.2, 5.2)","(8.0, 14.0, 11.5)","(11.0, 24.0, 22.333333333333336)","(51.0, 240.0, 196.66666666666669)","(4.8, 6.2, 5.836363636363637)","(3.4, 5.2, 4.3)"
15-12-2022 12:26:35.427534,"(3.3, 5.2, 4.93)","(14.0, 46.0, 42.5)","(4.2, 6.2, 5.2)","(8.0, 14.0, 11.5)","(11.0, 24.0, 22.333333333333336)","(51.0, 240.0, 196.66666666666669)","(4.8, 6.2, 5.836363636363637)","(3.4, 5.2, 4.3)"
15-12-2022 12:26:36.511615,"(3.3, 5.3, 4.904545454545454)","(14.0, 46.0, 42.5)","(4.2, 6.2, 5.2)","(8.0, 14.0, 11.5)","(11.0, 24.0, 22.333333333333336)","(51.0, 240.0, 216.36363636363637)","(4.8, 6.2, 5.836363636363637)","(3.4, 5.2, 4.3)"
15-12-2022 12:26:37.611376,"(3.3, 5.3, 4.904545454545454)","(14.0, 46.0, 27.666666666666664)","(4.2, 6.2, 5.2)","(8.0, 14.0, 13.0)","(11.0, 24.0, 22.333333333333336)","(51.0, 240.0, 216.36363636363637)","(4.8, 6.2, 5.836363636363637)","(3.4, 5.2, 4.01875)"
15-12-2022 12:26:38.695249,"(3.3, 5.3, 4.918181818181818)","(14.0, 46.0, 35.0)","(4.2, 6.4, 5.76)","(8.0, 15.0, 12.7)","(11.0, 24.0, 22.333333333333336)","(51.0, 240.0, 216.36363636363637)","(4.8, 6.2, 5.836363636363637)","(3.4, 5.2, 4.01875)"
15-12-2022 12:26:39.814075,"(3.3, 5.3, 4.918181818181818)","(14.0, 46.0, 43.25)","(4.2, 6.4, 5.76)","(8.0, 14.5, 11.714285714285714)","(11.0, 24.0, 22.333333333333336)","(51.0, 240.0, 216.36363636363637)","(4.8, 6.2, 5.836363636363637)","(3.4, 5.2, 4.01875)"
15-12-2022 12:26:40.907358,"(3.3, 5.3, 4.918181818181818)","(14.0, 46.0, 43.25)","(4.2, 6.4, 5.76)","(8.0, 14.0, 11.714285714285714)","(11.0, 24.0, 22.333333333333336)","(51.0, 240.0, 216.36363636363637)","(4.8, 6.2, 5.836363636363637)","(3.4, 5.2, 4.01875)"
15-12-2022 12:26:42.123454,"(3.3, 5.3, 4.918181818181818)","(14.0, 46.0, 28.333333333333336)","(4.2, 6.4, 5.485714285714286)","(8.0, 14.0, 11.714285714285714)","(11.0, 24.0, 22.333333333333336)","(51.0, 240.0, 216.36363636363637)","(4.8, 6.2, 5.836363636363637)","(3.4, 5.2, 4.01875)"
15-12-2022 12:26:43.229568,"(3.3, 5.3, 4.918181818181818)","(14.0, 46.0, 28.333333333333336)","(4.2, 6.4, 5.485714285714286)","(8.0, 14.0, 11.714285714285714)","(11.0, 24.0, 22.333333333333336)","(51.0, 240.0, 216.36363636363637)","(4.8, 6.2, 5.836363636363637)","(3.4, 5.2, 4.340909090909091)"
15-12-2022 12:26:44.285739,"(3.3, 5.3, 4.918181818181818)","(14.0, 46.0, 28.333333333333336)","(4.2, 6.4, 5.485714285714286)","(8.0, 14.0, 11.714285714285714)","(11.0, 24.0, 22.333333333333336)","(51.0, 240.0, 216.36363636363637)","(4.8, 6.2, 5.836363636363637)","(3.4, 5.2, 4.340909090909091)"
15-12-2022 12:26:45.429172,"(3.3, 5.3, 4.918181818181818)","(14.0, 46.0, 28.333333333333336)","(4.2, 6.4, 5.866666666666667)","(8.0, 14.0, 11.928571428571429)","(11.0, 24.0, 22.333333333333336)","(51.0, 240.0, 216.36363636363637)","(4.8, 6.2, 6.0)","(3.4, 5.2, 4.972727272727273)"
15-12-2022 12:26:46.588253,"(3.3, 5.2, 4.554166666666667)","(14.0, 46.0, 40.6)","(4.2, 7.2, 5.366666666666667)","(8.0, 14.5, 11.928571428571429)","(11.0, 24.0, 22.333333333333336)","(51.0, 240.0, 216.36363636363637)","(4.8, 6.4, 5.557142857142857)","(3.4, 5.2, 4.96)"
15-12-2022 12:26:47.736021,"(3.3, 5.1, 4.664999999999999)","(14.0, 46.0, 42.625)","(4.2, 7.2, 5.3)","(8.0, 14.5, 11.928571428571429)","(11.0, 24.0, 22.333333333333336)","(51.0, 240.0, 216.36363636363637)","(4.8, 6.2, 5.557142857142857)","(3.4, 5.2, 4.96)"
15-12-2022 12:26:48.812645,"(3.3, 5.0, 4.7)","(14.0, 46.0, 42.625)","(4.2, 7.2, 5.3)","(8.0, 14.5, 11.928571428571429)","(11.0, 24.0, 22.333333333333336)","(51.0, 240.0, 202.85714285714286)","(4.8, 6.2, 5.557142857142857)","(3.4, 5.2, 5.129411764705883)"
15-12-2022 12:26:50.050608,"(3.3, 5.0, 4.325)","(14.0, 46.0, 42.625)","(4.2, 7.2, 5.3)","(8.0, 14.5, 11.928571428571429)","(11.0, 24.0, 22.333333333333336)","(51.0, 240.0, 202.85714285714286)","(4.8, 6.2, 5.557142857142857)","(3.4, 5.2, 5.1454545454545455)"
15-12-2022 12:26:51.122037,"(3.3, 4.9, 4.323076923076924)","(14.0, 46.0, 44.470588235294116)","(4.2, 7.2, 5.386363636363636)","(8.0, 14.5, 11.928571428571429)","(11.0, 24.0, 22.333333333333336)","(51.0, 240.0, 202.85714285714286)","(4.8, 6.2, 5.557142857142857)","(3.4, 5.2, 5.1454545454545455)"
15-12-2022 12:26:52.139687,"(3.3, 4.8, 4.544444444444444)","(14.0, 46.0, 36.0)","(4.2, 7.2, 5.472727272727273)","(8.0, 14.5, 11.928571428571429)","(11.0, 24.0, 22.333333333333336)","(51.0, 240.0, 202.85714285714286)","(4.8, 6.2, 5.557142857142857)","(3.4, 5.2, 5.1454545454545455)"
15-12-2022 12:26:53.117145,"(3.3, 4.9, 4.74375)","(14.0, 46.0, 36.0)","(4.2, 7.2, 5.472727272727273)","(8.0, 14.5, 11.928571428571429)","(11.0, 24.0, 22.333333333333336)","(51.0, 240.0, 202.85714285714286)","(4.8, 6.2, 5.557142857142857)","(3.4, 5.2, 5.1454545454545455)"
15-12-2022 12:26:54.134954,"(3.3, 4.9, 4.525)","(14.0, 46.0, 36.0)","(4.2, 7.2, 5.472727272727273)","(8.0, 14.5, 11.928571428571429)","(11.0, 24.0, 22.333333333333336)","(51.0, 240.0, 202.85714285714286)","(4.8, 6.2, 5.557142857142857)","(3.4, 5.2, 5.1454545454545455)"
15-12-2022 12:26:55.202888,"(3.3, 4.8, 4.153125)","(14.0, 46.0, 36.0)","(4.2, 7.2, 5.472727272727273)","(8.0, 14.5, 11.928571428571429)","(11.0, 24.0, 22.333333333333336)","(51.0, 240.0, 202.85714285714286)","(5.0, 6.2, 5.557142857142857)","(3.4, 5.2, 5.167567567567568)"
15-12-2022 12:26:56.296428,"(3.3, 4.7, 4.466666666666667)","(14.0, 46.0, 36.0)","(4.2, 7.2, 5.472727272727273)","(8.0, 14.0, 12.4)","(11.0, 24.0, 20.0)","(51.0, 240.0, 188.33333333333331)","(5.0, 6.2, 5.557142857142857)","(3.4, 5.2, 5.1)"
15-12-2022 12:26:57.788302,"(3.3, 4.7, 4.455)","(14.0, 46.0, 41.0)","(4.2, 7.2, 6.048484848484849)","(8.0, 14.0, 12.4)","(11.0, 24.0, 20.0)","(51.0, 240.0, 211.11111111111111)","(5.0, 6.2, 5.557142857142857)","(3.4, 5.2, 5.108333333333333)"
15-12-2022 12:26:58.883386,"(3.3, 4.8, 4.455)","(14.0, 46.0, 41.0)","(4.2, 7.2, 6.048484848484849)","(8.0, 14.0, 12.4)","(11.0, 24.0, 20.0)","(51.0, 240.0, 211.11111111111111)","(5.0, 6.2, 5.557142857142857)","(3.4, 5.2, 5.147619047619048)"
15-12-2022 12:26:59.982112,"(3.3, 4.7, 4.109375)","(14.0, 46.0, 41.0)","(4.2, 5.9, 5.508)","(8.0, 14.5, 11.928571428571429)","(11.0, 24.0, 22.22222222222222)","(51.0, 240.0, 211.11111111111111)","(5.0, 6.2, 5.557142857142857)","(3.4, 5.2, 5.147619047619048)"
15-12-2022 12:27:01.114678,"(3.3, 4.6, 4.388888888888888)","(14.0, 46.0, 43.05882352941177)","(4.2, 7.2, 6.568421052631579)","(8.0, 14.5, 11.928571428571429)","(11.0, 24.0, 21.0)","(51.0, 240.0, 211.11111111111111)","(5.0, 6.2, 5.557142857142857)","(3.4, 5.2, 5.147619047619048)"
15-12-2022 12:27:02.180633,"(3.3, 4.6, 4.388888888888888)","(14.0, 46.0, 43.05882352941177)","(4.2, 7.0, 6.35)","(8.0, 14.5, 11.928571428571429)","(11.0, 24.0, 21.0)","(51.0, 240.0, 211.11111111111111)","(5.0, 6.2, 5.557142857142857)","(3.4, 5.2, 5.169444444444444)"
15-12-2022 12:27:03.221743,"(3.3, 4.6, 4.125)","(14.0, 46.0, 43.05882352941177)","(4.2, 7.0, 6.35)","(8.0, 14.5, 11.928571428571429)","(11.0, 24.0, 21.0)","(51.0, 240.0, 211.11111111111111)","(5.0, 6.2, 5.557142857142857)","(3.4, 5.2, 5.01)"
15-12-2022 12:27:04.343543,"(3.3, 4.4, 4.233333333333333)","(14.0, 46.0, 43.05882352941177)","(4.2, 6.8, 5.5200000000000005)","(8.0, 14.0, 12.4)","(11.0, 24.0, 20.0)","(51.0, 240.0, 211.11111111111111)","(5.0, 6.2, 5.543243243243243)","(3.4, 5.1, 5.052631578947368)"
15-12-2022 12:27:05.514307,"(3.3, 4.4, 4.233333333333333)","(14.0, 46.0, 43.05882352941177)","(4.2, 6.8, 5.779999999999999)","(8.0, 14.0, 12.4)","(11.0, 24.0, 20.0)","(51.0, 240.0, 211.11111111111111)","(5.0, 6.2, 5.543243243243243)","(3.4, 5.1, 5.052631578947368)"
15-12-2022 12:27:06.623792,"(3.3, 4.4, 4.0)","(14.0, 46.0, 43.05882352941177)","(4.2, 6.8, 5.779999999999999)","(8.0, 14.0, 12.4)","(11.0, 24.0, 20.0)","(51.0, 240.0, 222.66666666666666)","(5.0, 6.2, 5.543243243243243)","(3.4, 5.1, 5.052631578947368)"
15-12-2022 12:27:07.785327,"(3.2, 4.4, 4.0)","(14.0, 46.0, 44.14814814814815)","(4.4, 6.8, 5.779999999999999)","(8.0, 14.0, 12.4)","(11.0, 24.0, 22.22222222222222)","(51.0, 240.0, 222.66666666666666)","(4.8, 6.2, 5.66)","(3.4, 5.1, 5.06)"
15-12-2022 12:27:08.882551,"(3.2, 4.5, 4.36578947368421)","(14.0, 46.0, 44.14814814814815)","(4.4, 6.8, 5.779999999999999)","(8.0, 14.0, 12.4)","(11.0, 24.0, 22.25)","(51.0, 240.0, 222.66666666666666)","(4.8, 6.2, 5.66)","(3.4, 5.1, 5.06)"
15-12-2022 12:27:09.920908,"(3.2, 4.6, 4.527272727272727)","(14.0, 46.0, 44.14814814814815)","(4.4, 6.8, 6.071428571428571)","(8.0, 14.0, 13.272727272727273)","(11.0, 24.0, 22.25)","(51.0, 240.0, 222.66666666666666)","(4.8, 6.2, 5.66)","(3.4, 5.1, 5.06)"
15-12-2022 12:27:11.058799,"(3.2, 4.6, 4.527272727272727)","(14.0, 46.0, 44.14814814814815)","(4.2, 6.8, 5.885714285714286)","(8.0, 14.0, 13.272727272727273)","(11.0, 24.0, 22.25)","(51.0, 240.0, 222.66666666666666)","(4.8, 6.2, 5.66)","(3.4, 5.1, 5.018181818181818)"
15-12-2022 12:27:12.129546,"(3.2, 4.6, 4.516666666666667)","(14.0, 46.0, 44.14814814814815)","(4.2, 6.8, 5.885714285714286)","(8.0, 14.0, 13.272727272727273)","(11.0, 24.0, 21.857142857142858)","(51.0, 240.0, 222.66666666666666)","(4.8, 6.2, 5.66)","(3.4, 5.1, 5.0249999999999995)"
15-12-2022 12:27:13.150587,"(3.2, 4.6, 4.483333333333333)","(14.0, 46.0, 44.14814814814815)","(4.2, 6.8, 5.885714285714286)","(8.0, 14.0, 13.272727272727273)","(11.0, 24.0, 21.857142857142858)","(51.0, 240.0, 222.66666666666666)","(4.8, 6.2, 5.66)","(3.4, 5.1, 5.0249999999999995)"
15-12-2022 12:27:14.274553,"(3.2, 4.6, 4.191666666666666)","(14.0, 46.0, 44.14814814814815)","(4.2, 6.2, 5.766666666666667)","(8.0, 14.0, 13.272727272727273)","(11.0, 24.0, 21.857142857142858)","(51.0, 240.0, 222.66666666666666)","(4.8, 6.2, 5.66)","(3.4, 5.1, 5.0249999999999995)"
15-12-2022 12:27:15.385046,"(3.2, 4.6, 4.191666666666666)","(14.0, 46.0, 44.14814814814815)","(4.2, 6.2, 5.766666666666667)","(8.0, 14.0, 13.272727272727273)","(11.0, 24.0, 21.857142857142858)","(51.0, 240.0, 222.66666666666666)","(4.8, 6.2, 5.66)","(3.4, 5.1, 5.0249999999999995)"
15-12-2022 12:27:16.494944,"(3.2, 4.6, 4.191666666666666)","(14.0, 46.0, 44.14814814814815)","(4.2, 6.2, 5.766666666666667)","(8.0, 14.0, 12.6)","(11.0, 24.0, 21.857142857142858)","(51.0, 240.0, 222.66666666666666)","(4.8, 6.2, 5.66)","(3.4, 5.1, 5.0249999999999995)"
15-12-2022 12:27:17.573900,"(3.2, 4.6, 4.483333333333333)","(14.0, 46.0, 41.833333333333336)","(4.2, 6.2, 5.766666666666667)","(8.0, 14.0, 13.363636363636363)","(11.0, 24.0, 21.857142857142858)","(51.0, 240.0, 188.33333333333331)","(4.8, 6.2, 5.66)","(3.4, 5.1, 5.0249999999999995)"
15-12-2022 12:27:18.605778,"(3.2, 4.6, 4.483333333333333)","(14.0, 46.0, 41.833333333333336)","(4.2, 6.2, 5.766666666666667)","(8.0, 14.0, 13.363636363636363)","(11.0, 24.0, 21.857142857142858)","(51.0, 240.0, 188.33333333333331)","(4.8, 6.2, 5.66)","(3.4, 5.1, 5.0249999999999995)"
15-12-2022 12:27:19.719104,"(3.2, 4.6, 4.483333333333333)","(14.0, 46.0, 43.826086956521735)","(4.2, 6.2, 5.766666666666667)","(8.0, 14.0, 13.363636363636363)","(11.0, 24.0, 21.857142857142858)","(51.0, 240.0, 214.0)","(4.8, 6.2, 5.66)","(3.4, 5.1, 5.0249999999999995)"
15-12-2022 12:27:20.915601,"(3.2, 4.6, 4.546153846153846)","(14.0, 46.0, 43.826086956521735)","(4.2, 6.2, 5.88)","(8.0, 14.0, 13.363636363636363)","(11.0, 24.0, 21.857142857142858)","(51.0, 240.0, 214.0)","(4.8, 6.2, 5.66)","(3.4, 5.1, 5.0249999999999995)"
15-12-2022 12:27:22.075932,"(3.2, 4.6, 4.546153846153846)","(14.0, 46.0, 43.826086956521735)","(4.2, 6.0, 5.9423076923076925)","(8.0, 14.0, 13.363636363636363)","(11.0, 24.0, 21.857142857142858)","(51.0, 240.0, 214.0)","(4.8, 6.2, 5.633333333333333)","(3.4, 5.1, 5.0249999999999995)"
15-12-2022 12:27:23.191459,"(3.2, 4.6, 4.546153846153846)","(14.0, 46.0, 43.826086956521735)","(4.2, 6.0, 5.9423076923076925)","(8.0, 14.0, 13.363636363636363)","(11.0, 24.0, 22.25)","(51.0, 240.0, 214.0)","(4.8, 5.8, 5.636363636363637)","(3.4, 5.1, 5.0249999999999995)"
15-12-2022 12:27:24.528554,"(3.2, 4.6, 4.569565217391304)","(14.0, 46.0, 43.826086956521735)","(4.2, 6.0, 5.9423076923076925)","(8.0, 14.0, 13.363636363636363)","(11.0, 24.0, 23.22222222222222)","(51.0, 240.0, 214.0)","(4.8, 5.8, 5.636363636363637)","(3.4, 5.1, 5.0249999999999995)"
15-12-2022 12:27:25.739363,"(3.2, 4.6, 4.5874999999999995)","(14.0, 46.0, 43.826086956521735)","(4.2, 6.0, 5.9423076923076925)","(8.0, 14.0, 13.363636363636363)","(11.0, 24.0, 23.22222222222222)","(51.0, 240.0, 214.0)","(4.8, 5.8, 5.647619047619048)","(3.4, 5.1, 5.0249999999999995)"
15-12-2022 12:27:26.808759,"(3.2, 4.6, 4.585714285714285)","(14.0, 46.0, 43.826086956521735)","(4.2, 6.0, 5.9423076923076925)","(8.0, 14.0, 13.363636363636363)","(11.0, 24.0, 23.22222222222222)","(51.0, 240.0, 228.1818181818182)","(4.8, 5.8, 5.554385964912281)","(3.4, 5.1, 5.0249999999999995)"
15-12-2022 12:27:27.974929,"(3.2, 4.6, 4.561764705882353)","(14.0, 46.0, 43.727272727272734)","(4.2, 6.0, 5.9423076923076925)","(8.0, 14.0, 13.363636363636363)","(11.0, 24.0, 23.22222222222222)","(51.0, 240.0, 228.1818181818182)","(4.8, 5.8, 5.554385964912281)","(3.4, 5.1, 5.0249999999999995)"
15-12-2022 12:27:29.175271,"(3.2, 4.5, 4.35)","(14.0, 46.0, 43.727272727272734)","(4.2, 6.0, 5.9423076923076925)","(8.0, 14.0, 13.363636363636363)","(11.0, 24.0, 23.22222222222222)","(51.0, 240.0, 228.1818181818182)","(4.8, 5.8, 5.554385964912281)","(3.4, 5.1, 5.0249999999999995)"
15-12-2022 12:27:30.327187,"(3.2, 4.5, 4.35)","(14.0, 46.0, 43.727272727272734)","(4.2, 6.0, 5.9423076923076925)","(8.0, 14.0, 13.363636363636363)","(11.0, 24.0, 23.22222222222222)","(51.0, 240.0, 210.0)","(4.8, 5.8, 5.508333333333334)","(3.4, 5.1, 5.0249999999999995)"
15-12-2022 12:27:31.388885,"(3.2, 4.5, 4.415384615384616)","(14.0, 46.0, 43.727272727272734)","(4.2, 6.0, 5.9423076923076925)","(8.0, 14.0, 13.363636363636363)","(11.0, 24.0, 23.22222222222222)","(51.0, 240.0, 210.0)","(4.8, 5.8, 5.508333333333334)","(3.4, 5.1, 5.0249999999999995)"
15-12-2022 12:27:32.495464,"(3.2, 4.5, 4.415384615384616)","(14.0, 46.0, 43.727272727272734)","(4.2, 6.0, 5.9423076923076925)","(8.0, 14.0, 13.125)","(11.0, 24.0, 22.833333333333336)","(51.0, 240.0, 210.0)","(4.8, 5.8, 5.508333333333334)","(3.4, 5.1, 5.084745762711864)"
15-12-2022 12:27:33.667317,"(3.2, 4.5, 4.415384615384616)","(14.0, 46.0, 43.36842105263158)","(4.2, 6.0, 5.627777777777778)","(8.0, 14.0, 13.125)","(11.0, 24.0, 22.833333333333336)","(51.0, 240.0, 210.0)","(4.8, 5.8, 5.508333333333334)","(3.4, 5.1, 5.084745762711864)"
15-12-2022 12:27:34.748955,"(3.2, 4.5, 4.410810810810811)","(14.0, 46.0, 43.36842105263158)","(4.2, 5.7, 5.627777777777778)","(8.0, 14.0, 13.125)","(11.0, 24.0, 22.833333333333336)","(51.0, 240.0, 210.0)","(4.8, 5.8, 5.508333333333334)","(3.4, 5.1, 5.084745762711864)"
15-12-2022 12:27:35.804634,"(3.2, 4.5, 4.346511627906977)","(14.0, 46.0, 43.36842105263158)","(4.2, 5.7, 5.627777777777778)","(8.0, 14.0, 13.125)","(11.0, 24.0, 22.833333333333336)","(51.0, 240.0, 210.0)","(4.8, 5.8, 5.508333333333334)","(3.4, 5.1, 5.084745762711864)"
15-12-2022 12:27:36.835870,"(3.2, 4.5, 4.346511627906977)","(14.0, 46.0, 43.36842105263158)","(4.2, 5.7, 5.627777777777778)","(8.0, 14.0, 13.125)","(11.0, 24.0, 22.833333333333336)","(51.0, 240.0, 210.0)","(4.8, 5.8, 5.508333333333334)","(3.4, 5.1, 5.084745762711864)"
15-12-2022 12:27:37.943942,"(3.2, 4.5, 4.320652173913044)","(14.0, 46.0, 43.36842105263158)","(4.2, 5.7, 5.670370370370371)","(8.0, 14.0, 13.125)","(11.0, 24.0, 22.833333333333336)","(51.0, 240.0, 210.0)","(4.8, 5.8, 5.508333333333334)","(3.4, 5.1, 5.084745762711864)"
15-12-2022 12:27:39.152223,"(3.2, 4.5, 4.320652173913044)","(14.0, 46.0, 43.36842105263158)","(4.2, 5.7, 5.670370370370371)","(8.0, 14.0, 13.125)","(11.0, 24.0, 22.833333333333336)","(51.0, 240.0, 210.0)","(4.8, 5.8, 5.508333333333334)","(3.4, 5.1, 5.084745762711864)"
15-12-2022 12:27:40.288201,"(3.2, 4.5, 4.320652173913044)","(14.0, 46.0, 43.05882352941177)","(4.2, 5.7, 5.6069767441860465)","(8.0, 14.0, 11.863636363636363)","(11.0, 24.0, 22.833333333333336)","(51.0, 240.0, 175.0)","(4.8, 5.8, 5.49811320754717)","(3.4, 5.1, 5.084745762711864)"
15-12-2022 12:27:41.411700,"(3.2, 4.5, 4.320652173913044)","(14.0, 46.0, 43.05882352941177)","(4.2, 5.7, 5.558227848101266)","(8.0, 13.0, 11.863636363636363)","(11.0, 24.0, 22.833333333333336)","(51.0, 240.0, 175.0)","(4.8, 5.8, 5.49811320754717)","(3.4, 5.1, 5.05)"
15-12-2022 12:27:42.532279,"(3.2, 4.5, 4.320652173913044)","(14.0, 46.0, 43.05882352941177)","(4.2, 5.7, 5.558227848101266)","(8.0, 13.0, 11.863636363636363)","(11.0, 24.0, 22.833333333333336)","(51.0, 240.0, 175.0)","(4.8, 5.8, 5.49811320754717)","(3.4, 5.1, 5.05)"
15-12-2022 12:27:43.640498,"(3.2, 4.5, 4.320652173913044)","(14.0, 46.0, 43.05882352941177)","(4.2, 5.7, 5.558227848101266)","(8.0, 13.0, 11.863636363636363)","(11.0, 24.0, 22.833333333333336)","(51.0, 240.0, 175.0)","(4.8, 5.8, 5.49811320754717)","(3.4, 5.1, 5.046153846153846)"
15-12-2022 12:27:44.800557,"(3.2, 4.5, 4.320652173913044)","(14.0, 46.0, 43.05882352941177)","(4.2, 5.7, 5.558227848101266)","(8.0, 13.0, 12.21875)","(11.0, 24.0, 22.833333333333336)","(51.0, 240.0, 175.0)","(4.8, 5.8, 5.49811320754717)","(3.4, 5.1, 5.046153846153846)"
15-12-2022 12:27:45.875433,"(3.2, 4.5, 4.320652173913044)","(14.0, 46.0, 43.05882352941177)","(4.2, 5.7, 5.558227848101266)","(8.0, 13.0, 12.21875)","(11.0, 24.0, 22.833333333333336)","(51.0, 240.0, 175.0)","(4.8, 5.8, 5.49811320754717)","(3.4, 5.1, 5.046153846153846)"
15-12-2022 12:27:47.003088,"(3.2, 4.5, 4.320652173913044)","(14.0, 46.0, 43.05882352941177)","(4.2, 5.7, 5.558227848101266)","(8.0, 13.0, 12.21875)","(11.0, 24.0, 22.833333333333336)","(51.0, 240.0, 175.0)","(4.8, 5.8, 5.49811320754717)","(3.4, 5.1, 5.046153846153846)"
15-12-2022 12:27:48.095682,"(3.2, 4.5, 4.1875)","(14.0, 46.0, 44.0)","(4.2, 5.7, 5.558227848101266)","(8.0, 13.0, 12.21875)","(11.0, 24.0, 22.833333333333336)","(51.0, 240.0, 175.0)","(4.8, 5.8, 5.49811320754717)","(3.4, 5.1, 5.046153846153846)"
15-12-2022 12:27:49.231244,"(3.2, 4.5, 4.320652173913044)","(14.0, 46.0, 44.0)","(4.2, 5.8, 5.334693877551021)","(8.0, 13.0, 12.21875)","(11.0, 24.0, 22.833333333333336)","(51.0, 240.0, 175.0)","(4.8, 5.8, 5.49811320754717)","(3.4, 5.1, 5.046153846153846)"
15-12-2022 12:27:50.429582,"(3.2, 4.5, 4.320652173913044)","(14.0, 46.0, 44.0)","(4.2, 5.7, 5.523529411764706)","(8.0, 13.0, 12.21875)","(11.0, 24.0, 22.833333333333336)","(51.0, 240.0, 175.0)","(4.8, 5.8, 5.49811320754717)","(3.4, 5.1, 5.046153846153846)"
