,Winlock On Top,Aston Ulysses,High Expectation,Zipper Rogue,Pacific Hill,Metro Mike,Flashing Oscar
10-01-2023 19:14:04.971408,"(5.5, 13.5, 12.08)","(1.35, 1.65, 1.5592682926829269)","(9.0, 22.0, 17.75)","(8.0, 17.0, 12.8)","(101.0, 730.0, 420.0)","(31.0, 90.0, 84.83333333333334)","(7.5, 17.0, 16.67857142857143)"
10-01-2023 19:14:06.230181,"(5.5, 13.5, 12.08)","(1.35, 1.65, 1.5592682926829269)","(9.0, 22.0, 17.75)","(8.0, 17.0, 12.8)","(101.0, 730.0, 420.0)","(31.0, 90.0, 84.83333333333334)","(7.5, 17.0, 16.67857142857143)"
10-01-2023 19:14:07.492083,"(5.5, 13.5, 12.08)","(1.35, 1.65, 1.5592682926829269)","(9.0, 22.0, 17.75)","(8.0, 17.0, 12.8)","(101.0, 730.0, 420.0)","(31.0, 90.0, 84.83333333333334)","(7.5, 17.0, 16.67857142857143)"
10-01-2023 19:14:08.758248,"(5.5, 13.5, 11.775)","(1.35, 1.65, 1.5592682926829269)","(9.0, 22.0, 17.75)","(8.0, 17.0, 12.8)","(101.0, 730.0, 420.0)","(31.0, 90.0, 84.83333333333334)","(7.5, 17.0, 16.67857142857143)"
10-01-2023 19:14:09.975574,"(5.5, 13.5, 11.775)","(1.35, 1.65, 1.480909090909091)","(9.0, 22.0, 14.916666666666666)","(8.0, 17.0, 12.384615384615385)","(101.0, 730.0, 420.0)","(31.0, 90.0, 84.83333333333334)","(7.5, 17.0, 16.67857142857143)"
10-01-2023 19:14:11.160638,"(5.5, 13.5, 12.6125)","(1.35, 1.65, 1.4754545454545456)","(9.0, 22.0, 17.75)","(8.0, 17.0, 12.8)","(101.0, 730.0, 420.0)","(31.0, 90.0, 84.83333333333334)","(7.5, 17.0, 16.67857142857143)"
10-01-2023 19:14:12.351971,"(5.5, 13.5, 11.133333333333333)","(1.35, 1.65, 1.4754545454545456)","(9.0, 22.0, 17.75)","(8.0, 17.0, 12.8)","(101.0, 730.0, 420.0)","(31.0, 90.0, 84.83333333333334)","(7.5, 17.0, 16.67857142857143)"
10-01-2023 19:14:13.527914,"(5.5, 13.5, 12.16)","(1.35, 1.65, 1.4754545454545456)","(9.0, 22.0, 17.75)","(8.0, 17.0, 12.8)","(101.0, 730.0, 420.0)","(31.0, 90.0, 85.23076923076923)","(7.5, 17.0, 16.67857142857143)"
10-01-2023 19:14:14.706798,"(5.5, 13.5, 11.875)","(1.35, 1.65, 1.4754545454545456)","(9.0, 22.0, 17.75)","(8.0, 17.0, 12.8)","(101.0, 730.0, 420.0)","(31.0, 90.0, 85.23076923076923)","(7.5, 17.0, 16.67857142857143)"
10-01-2023 19:14:16.023447,"(5.5, 13.5, 11.875)","(1.35, 1.65, 1.4754545454545456)","(9.0, 22.0, 17.75)","(8.0, 17.0, 12.8)","(101.0, 730.0, 420.0)","(31.0, 90.0, 85.23076923076923)","(7.5, 17.0, 16.67857142857143)"
10-01-2023 19:14:18.465488,"(5.5, 13.5, 12.953846153846154)","(1.35, 1.63, 1.4806060606060605)","(9.0, 22.0, 14.916666666666666)","(8.0, 17.0, 12.384615384615385)","(101.0, 730.0, 420.0)","(31.0, 90.0, 85.23076923076923)","(7.5, 17.0, 16.67857142857143)"
10-01-2023 19:14:19.661877,"(5.5, 13.5, 12.953846153846154)","(1.35, 1.63, 1.4734920634920634)","(9.0, 22.0, 14.916666666666666)","(8.0, 17.0, 12.384615384615385)","(101.0, 730.0, 470.0)","(31.0, 90.0, 89.84615384615385)","(7.5, 17.0, 16.67857142857143)"
10-01-2023 19:14:20.931383,"(5.5, 13.5, 12.120000000000001)","(1.35, 1.63, 1.5913333333333335)","(9.0, 22.0, 14.916666666666666)","(8.0, 17.0, 12.384615384615385)","(101.0, 830.0, 470.0)","(31.0, 95.0, 89.84615384615385)","(7.5, 17.0, 16.67857142857143)"
10-01-2023 19:14:22.230691,"(5.5, 13.5, 12.733333333333334)","(1.35, 1.6, 1.5913333333333335)","(9.0, 22.0, 14.916666666666666)","(8.0, 17.0, 12.384615384615385)","(101.0, 830.0, 470.0)","(31.0, 95.0, 89.84615384615385)","(7.5, 17.0, 16.67857142857143)"
10-01-2023 19:14:23.546908,"(5.5, 13.5, 12.733333333333334)","(1.35, 1.6, 1.5913333333333335)","(9.0, 22.0, 14.916666666666666)","(8.0, 17.0, 12.384615384615385)","(101.0, 830.0, 470.0)","(31.0, 95.0, 89.84615384615385)","(7.5, 17.0, 16.67857142857143)"
10-01-2023 19:14:24.899646,"(5.5, 13.5, 12.733333333333334)","(1.35, 1.6, 1.5921212121212123)","(9.0, 22.0, 14.916666666666666)","(8.0, 17.0, 12.384615384615385)","(101.0, 830.0, 470.0)","(31.0, 95.0, 89.84615384615385)","(7.5, 17.0, 16.67857142857143)"
10-01-2023 19:14:26.352878,"(5.5, 13.5, 12.733333333333334)","(1.35, 1.6, 1.5921212121212123)","(9.0, 22.0, 14.916666666666666)","(8.0, 17.0, 12.384615384615385)","(101.0, 830.0, 470.0)","(31.0, 95.0, 89.84615384615385)","(7.5, 17.0, 16.67857142857143)"
10-01-2023 19:14:28.118569,"(5.5, 13.5, 12.733333333333334)","(1.35, 1.6, 1.5921212121212123)","(9.0, 22.0, 14.916666666666666)","(8.0, 17.0, 12.384615384615385)","(101.0, 830.0, 470.0)","(31.0, 95.0, 89.84615384615385)","(7.5, 17.0, 16.67857142857143)"
10-01-2023 19:14:29.344439,"(5.5, 13.5, 12.733333333333334)","(1.35, 1.6, 1.5921212121212123)","(9.0, 22.0, 14.916666666666666)","(8.0, 17.0, 12.384615384615385)","(101.0, 830.0, 420.0)","(31.0, 95.0, 89.84615384615385)","(7.5, 17.0, 16.67857142857143)"
10-01-2023 19:14:30.535679,"(5.5, 13.5, 12.733333333333334)","(1.35, 1.6, 1.5921212121212123)","(9.0, 22.0, 14.916666666666666)","(8.0, 17.0, 12.384615384615385)","(101.0, 730.0, 420.0)","(31.0, 95.0, 85.23076923076923)","(7.5, 17.0, 15.75)"
10-01-2023 19:14:31.712871,"(5.5, 13.5, 12.733333333333334)","(1.35, 1.6, 1.5432727272727274)","(9.0, 22.0, 14.916666666666666)","(8.0, 17.0, 12.384615384615385)","(101.0, 730.0, 420.0)","(31.0, 90.0, 85.23076923076923)","(7.5, 16.0, 15.75)"
10-01-2023 19:14:32.926121,"(5.5, 13.5, 12.733333333333334)","(1.35, 1.6, 1.5940909090909092)","(9.0, 22.0, 14.916666666666666)","(8.0, 17.0, 12.384615384615385)","(101.0, 730.0, 420.0)","(31.0, 90.0, 85.23076923076923)","(7.5, 16.0, 15.75)"
10-01-2023 19:14:34.178948,"(5.5, 13.5, 12.733333333333334)","(1.35, 1.6, 1.5921212121212123)","(9.0, 22.0, 14.916666666666666)","(8.0, 17.0, 12.384615384615385)","(101.0, 730.0, 420.0)","(31.0, 90.0, 85.23076923076923)","(7.5, 16.0, 16.47222222222222)"
10-01-2023 19:14:35.379501,"(5.5, 13.5, 12.733333333333334)","(1.35, 1.6, 1.5921212121212123)","(9.0, 22.0, 14.916666666666666)","(8.0, 17.0, 12.384615384615385)","(101.0, 730.0, 420.0)","(31.0, 90.0, 85.23076923076923)","(7.5, 18.0, 17.22222222222222)"
10-01-2023 19:14:36.572683,"(5.5, 13.5, 12.733333333333334)","(1.35, 1.6, 1.5921212121212123)","(9.0, 22.0, 14.916666666666666)","(8.0, 17.0, 12.384615384615385)","(101.0, 730.0, 420.0)","(31.0, 90.0, 85.23076923076923)","(7.5, 17.5, 17.22222222222222)"
10-01-2023 19:14:37.800963,"(5.5, 13.5, 12.733333333333334)","(1.35, 1.6, 1.5921212121212123)","(9.0, 22.0, 14.916666666666666)","(8.0, 17.0, 12.384615384615385)","(101.0, 730.0, 420.0)","(31.0, 90.0, 85.23076923076923)","(7.5, 17.5, 17.22222222222222)"
10-01-2023 19:14:39.044722,"(5.5, 13.5, 12.733333333333334)","(1.35, 1.6, 1.5921212121212123)","(9.0, 22.0, 14.916666666666666)","(8.0, 17.0, 12.384615384615385)","(101.0, 730.0, 420.0)","(31.0, 90.0, 85.23076923076923)","(7.5, 17.5, 17.22222222222222)"
10-01-2023 19:14:40.252081,"(5.5, 13.5, 12.733333333333334)","(1.35, 1.6, 1.5921212121212123)","(9.0, 22.0, 14.916666666666666)","(8.0, 17.0, 12.8)","(101.0, 730.0, 420.0)","(31.0, 90.0, 82.25)","(7.5, 17.5, 16.041666666666668)"
10-01-2023 19:14:41.448941,"(5.5, 13.5, 12.733333333333334)","(1.35, 1.6, 1.5921212121212123)","(9.0, 22.0, 14.916666666666666)","(8.0, 17.0, 12.8)","(101.0, 730.0, 420.0)","(31.0, 90.0, 82.25)","(7.5, 17.5, 15.9)"
10-01-2023 19:14:42.701710,"(5.5, 13.5, 12.733333333333334)","(1.35, 1.6, 1.5921212121212123)","(9.0, 22.0, 19.1875)","(8.0, 17.0, 12.8)","(101.0, 730.0, 420.0)","(31.0, 90.0, 82.25)","(7.5, 17.5, 15.9)"
10-01-2023 19:14:43.935874,"(5.5, 13.5, 12.733333333333334)","(1.35, 1.6, 1.482222222222222)","(9.0, 22.0, 19.1875)","(8.0, 17.0, 12.884615384615385)","(101.0, 730.0, 420.0)","(31.0, 90.0, 77.875)","(7.5, 17.5, 14.928571428571429)"
10-01-2023 19:14:45.028512,"(5.5, 13.5, 12.81)","(1.35, 1.5, 1.46)","(9.0, 22.0, 19.1875)","(8.0, 14.5, 14.0)","(101.0, 730.0, 470.0)","(31.0, 85.0, 77.875)","(7.5, 15.5, 14.928571428571429)"
10-01-2023 19:14:46.331964,"(5.5, 13.5, 12.733333333333334)","(1.35, 1.6, 1.5921212121212123)","(9.0, 22.0, 18.0)","(8.0, 17.0, 15.454545454545453)","(101.0, 830.0, 470.0)","(31.0, 85.0, 86.625)","(7.5, 15.5, 14.833333333333332)"
10-01-2023 19:14:48.011606,"(5.5, 13.5, 12.925)","(1.35, 1.6, 1.5921212121212123)","(9.0, 22.0, 15.333333333333334)","(8.0, 18.0, 15.2)","(101.0, 830.0, 470.0)","(31.0, 95.0, 86.625)","(7.5, 15.5, 16.375)"
10-01-2023 19:14:49.197794,"(5.5, 13.5, 12.872727272727273)","(1.35, 1.6, 1.5184615384615385)","(9.0, 22.0, 15.333333333333334)","(8.0, 17.0, 14.5)","(101.0, 830.0, 470.0)","(31.0, 95.0, 86.625)","(7.5, 17.5, 15.25)"
10-01-2023 19:14:50.518924,"(5.5, 13.5, 12.872727272727273)","(1.35, 1.58, 1.5184615384615385)","(9.0, 22.0, 18.0)","(8.0, 17.0, 15.666666666666666)","(101.0, 830.0, 470.0)","(31.0, 95.0, 86.625)","(7.5, 17.5, 15.25)"
10-01-2023 19:14:51.678127,"(5.5, 13.5, 11.907692307692308)","(1.35, 1.58, 1.4500000000000002)","(9.0, 22.0, 18.0)","(8.0, 17.0, 15.666666666666666)","(101.0, 830.0, 470.0)","(31.0, 95.0, 86.625)","(7.5, 17.5, 15.863636363636363)"
10-01-2023 19:14:52.912923,"(5.5, 13.5, 13.04)","(1.35, 1.56, 1.4500000000000002)","(9.0, 22.0, 18.0)","(8.0, 17.0, 15.666666666666666)","(101.0, 830.0, 470.0)","(31.0, 95.0, 86.625)","(7.5, 17.5, 15.863636363636363)"
10-01-2023 19:14:54.116325,"(5.5, 13.5, 13.04)","(1.35, 1.56, 1.5242424242424242)","(9.0, 22.0, 18.0)","(8.0, 17.0, 15.666666666666666)","(101.0, 830.0, 420.0)","(31.0, 95.0, 82.25)","(7.5, 17.5, 15.863636363636363)"
10-01-2023 19:14:55.323115,"(5.5, 13.5, 13.04)","(1.35, 1.53, 1.5242424242424242)","(9.0, 22.0, 18.0)","(8.0, 17.0, 15.666666666666666)","(101.0, 730.0, 420.0)","(31.0, 90.0, 82.25)","(7.5, 17.5, 15.863636363636363)"
10-01-2023 19:14:56.466398,"(5.5, 13.5, 13.04)","(1.35, 1.53, 1.5242424242424242)","(9.0, 22.0, 18.0)","(8.0, 17.0, 15.666666666666666)","(101.0, 730.0, 420.0)","(31.0, 90.0, 82.25)","(7.5, 17.5, 15.863636363636363)"
10-01-2023 19:14:57.772851,"(5.5, 13.5, 13.04)","(1.35, 1.53, 1.5242424242424242)","(9.0, 22.0, 18.0)","(8.0, 17.0, 15.666666666666666)","(101.0, 730.0, 420.0)","(31.0, 90.0, 82.25)","(7.5, 17.5, 15.863636363636363)"
10-01-2023 19:14:59.802512,"(5.5, 13.5, 12.872727272727273)","(1.35, 1.53, 1.5242424242424242)","(9.0, 22.0, 18.0)","(8.0, 17.0, 15.666666666666666)","(101.0, 730.0, 420.0)","(31.0, 90.0, 82.25)","(7.5, 17.5, 15.863636363636363)"
10-01-2023 19:15:01.033072,"(5.5, 13.5, 12.872727272727273)","(1.35, 1.53, 1.5242424242424242)","(9.0, 22.0, 18.0)","(8.0, 17.0, 15.666666666666666)","(101.0, 730.0, 420.0)","(31.0, 90.0, 82.25)","(7.5, 17.5, 15.863636363636363)"
10-01-2023 19:15:02.155652,"(5.5, 13.5, 12.872727272727273)","(1.35, 1.53, 1.5242424242424242)","(9.0, 22.0, 18.0)","(8.0, 17.0, 15.666666666666666)","(101.0, 730.0, 420.0)","(31.0, 90.0, 82.25)","(7.5, 17.5, 15.863636363636363)"
10-01-2023 19:15:03.278146,"(5.5, 13.5, 12.872727272727273)","(1.35, 1.53, 1.5236666666666667)","(9.0, 22.0, 18.0)","(8.0, 17.0, 15.666666666666666)","(101.0, 730.0, 420.0)","(31.0, 90.0, 82.25)","(7.5, 17.5, 15.863636363636363)"
10-01-2023 19:15:04.456169,"(5.5, 13.5, 12.872727272727273)","(1.35, 1.53, 1.5236666666666667)","(9.0, 22.0, 18.0)","(8.0, 17.0, 15.666666666666666)","(101.0, 730.0, 420.0)","(31.0, 90.0, 82.25)","(7.5, 17.5, 15.863636363636363)"
10-01-2023 19:15:05.620469,"(5.5, 13.5, 12.872727272727273)","(1.35, 1.53, 1.5236666666666667)","(9.0, 22.0, 18.0)","(8.0, 17.0, 15.666666666666666)","(101.0, 730.0, 420.0)","(31.0, 90.0, 82.25)","(7.5, 17.5, 15.863636363636363)"
10-01-2023 19:15:06.694510,"(5.5, 13.5, 12.872727272727273)","(1.35, 1.53, 1.5236666666666667)","(9.0, 22.0, 18.0)","(8.0, 17.0, 15.666666666666666)","(101.0, 730.0, 420.0)","(31.0, 90.0, 82.25)","(7.5, 17.5, 15.863636363636363)"
10-01-2023 19:15:07.773332,"(5.5, 13.5, 12.872727272727273)","(1.35, 1.53, 1.5242424242424242)","(9.0, 22.0, 18.0)","(8.0, 17.0, 14.5)","(101.0, 730.0, 420.0)","(31.0, 90.0, 82.25)","(7.5, 17.5, 15.863636363636363)"
10-01-2023 19:15:09.181501,"(5.5, 13.5, 12.872727272727273)","(1.35, 1.53, 1.5236666666666667)","(9.0, 22.0, 18.0)","(8.0, 17.0, 14.5)","(101.0, 730.0, 420.0)","(31.0, 90.0, 82.25)","(7.5, 17.5, 15.863636363636363)"
10-01-2023 19:15:10.425694,"(5.5, 13.5, 12.872727272727273)","(1.35, 1.53, 1.5236666666666667)","(9.0, 22.0, 18.0)","(8.0, 17.0, 14.5)","(101.0, 730.0, 470.0)","(31.0, 90.0, 86.625)","(7.5, 17.5, 15.863636363636363)"
10-01-2023 19:15:11.880090,"(5.5, 13.5, 11.266666666666666)","(1.35, 1.53, 1.5236666666666667)","(9.0, 22.0, 18.0)","(8.0, 17.0, 14.5)","(101.0, 830.0, 470.0)","(31.0, 95.0, 86.625)","(7.5, 17.5, 15.863636363636363)"
10-01-2023 19:15:14.354790,"(5.5, 16.0, 12.933333333333334)","(1.35, 1.53, 1.5242424242424242)","(9.0, 22.0, 21.25)","(8.0, 17.0, 14.5)","(101.0, 830.0, 470.0)","(31.0, 95.0, 86.625)","(7.5, 17.5, 15.863636363636363)"
10-01-2023 19:15:15.615882,"(5.5, 16.0, 9.866666666666667)","(1.35, 1.53, 1.5242424242424242)","(9.0, 22.0, 21.307692307692307)","(8.0, 17.0, 14.5)","(101.0, 830.0, 470.0)","(31.0, 95.0, 86.625)","(7.5, 17.5, 15.863636363636363)"
10-01-2023 19:15:16.856160,"(5.5, 16.0, 10.0)","(1.35, 1.53, 1.5236666666666667)","(9.0, 22.0, 21.307692307692307)","(8.0, 17.0, 14.5)","(101.0, 830.0, 470.0)","(31.0, 95.0, 86.625)","(7.5, 17.5, 15.863636363636363)"
10-01-2023 19:15:18.205844,"(5.5, 16.0, 10.75)","(1.35, 1.53, 1.5236666666666667)","(9.0, 22.0, 21.307692307692307)","(8.0, 17.0, 14.5)","(101.0, 830.0, 420.0)","(31.0, 95.0, 73.81818181818181)","(7.5, 17.5, 15.863636363636363)"
10-01-2023 19:15:19.530332,"(5.5, 16.0, 10.75)","(1.35, 1.53, 1.4825)","(9.0, 22.0, 21.307692307692307)","(8.0, 17.0, 14.5)","(101.0, 730.0, 420.0)","(31.0, 100.0, 86.625)","(7.5, 17.5, 15.863636363636363)"
10-01-2023 19:15:20.736000,"(5.5, 16.0, 10.75)","(1.35, 1.53, 1.4354237288135594)","(9.0, 22.0, 21.307692307692307)","(8.0, 17.0, 14.5)","(101.0, 730.0, 420.0)","(31.0, 95.0, 86.625)","(7.5, 17.5, 15.863636363636363)"
10-01-2023 19:15:21.894486,"(5.5, 16.0, 10.75)","(1.35, 1.53, 1.4354237288135594)","(9.0, 22.0, 21.307692307692307)","(8.0, 17.0, 14.5)","(101.0, 730.0, 420.0)","(31.0, 95.0, 86.625)","(7.5, 17.5, 15.863636363636363)"
10-01-2023 19:15:23.063656,"(5.5, 16.0, 10.75)","(1.35, 1.53, 1.4354237288135594)","(9.0, 22.0, 21.307692307692307)","(8.0, 17.0, 14.5)","(101.0, 730.0, 420.0)","(31.0, 95.0, 86.625)","(7.5, 17.5, 15.8)"
10-01-2023 19:15:24.222319,"(5.5, 16.0, 10.75)","(1.35, 1.53, 1.4354237288135594)","(9.0, 22.0, 21.307692307692307)","(8.0, 17.0, 15.666666666666666)","(101.0, 730.0, 420.0)","(31.0, 95.0, 86.625)","(7.5, 16.0, 15.8)"
10-01-2023 19:15:25.319481,"(5.5, 16.0, 10.75)","(1.35, 1.52, 1.4765116279069768)","(9.0, 22.0, 21.307692307692307)","(8.0, 17.0, 15.666666666666666)","(101.0, 730.0, 420.0)","(31.0, 95.0, 86.625)","(7.5, 16.0, 15.8)"
10-01-2023 19:15:26.360602,"(5.5, 16.0, 10.75)","(1.35, 1.5, 1.4261904761904762)","(9.0, 22.0, 21.307692307692307)","(8.0, 17.0, 15.666666666666666)","(101.0, 730.0, 420.0)","(31.0, 95.0, 86.625)","(7.5, 16.0, 15.8)"
10-01-2023 19:15:27.520543,"(5.5, 16.0, 10.75)","(1.35, 1.5, 1.4261904761904762)","(9.0, 22.0, 21.307692307692307)","(8.0, 17.0, 15.666666666666666)","(101.0, 730.0, 420.0)","(31.0, 95.0, 86.625)","(7.5, 16.0, 15.8)"
10-01-2023 19:15:28.803473,"(5.5, 16.0, 11.600000000000001)","(1.35, 1.5, 1.4261904761904762)","(9.0, 22.0, 21.307692307692307)","(8.0, 17.0, 15.666666666666666)","(101.0, 730.0, 420.0)","(31.0, 95.0, 86.625)","(7.5, 16.0, 15.8)"
10-01-2023 19:15:29.952288,"(5.5, 16.0, 11.085714285714285)","(1.35, 1.5, 1.4261904761904762)","(9.0, 22.0, 21.307692307692307)","(8.0, 17.0, 15.666666666666666)","(101.0, 730.0, 420.0)","(31.0, 95.0, 86.625)","(7.5, 16.0, 15.8)"
10-01-2023 19:15:31.070030,"(5.5, 16.0, 9.733333333333333)","(1.35, 1.49, 1.4541860465116279)","(9.0, 22.0, 21.307692307692307)","(8.0, 17.0, 16.0)","(101.0, 730.0, 420.0)","(31.0, 95.0, 86.625)","(7.5, 16.0, 15.8)"
10-01-2023 19:15:32.547774,"(5.5, 16.0, 12.24)","(1.35, 1.49, 1.4541860465116279)","(9.0, 22.0, 21.307692307692307)","(8.0, 17.0, 16.0)","(101.0, 730.0, 420.0)","(31.0, 95.0, 86.625)","(7.5, 16.0, 15.8)"
10-01-2023 19:15:33.785509,"(5.5, 16.0, 12.24)","(1.35, 1.49, 1.4847368421052631)","(9.0, 22.0, 21.307692307692307)","(8.0, 17.0, 16.0)","(101.0, 730.0, 470.0)","(31.0, 95.0, 86.625)","(7.5, 16.0, 15.8)"
10-01-2023 19:15:35.391809,"(5.5, 16.0, 10.514285714285714)","(1.35, 1.51, 1.4847368421052631)","(9.0, 22.0, 21.307692307692307)","(8.0, 17.0, 15.666666666666666)","(101.0, 830.0, 470.0)","(31.0, 95.0, 86.625)","(7.5, 16.0, 15.8)"
10-01-2023 19:15:36.855809,"(5.5, 16.0, 10.514285714285714)","(1.35, 1.51, 1.4847368421052631)","(9.0, 22.0, 21.307692307692307)","(8.0, 17.0, 15.666666666666666)","(101.0, 830.0, 470.0)","(31.0, 95.0, 86.625)","(7.5, 16.0, 15.8)"
10-01-2023 19:15:38.697705,"(5.5, 16.0, 10.742857142857144)","(1.35, 1.51, 1.4847368421052631)","(9.0, 22.0, 21.307692307692307)","(8.0, 17.0, 15.666666666666666)","(101.0, 830.0, 470.0)","(31.0, 95.0, 86.625)","(7.5, 16.0, 15.8)"
10-01-2023 19:15:40.141495,"(5.5, 16.0, 10.742857142857144)","(1.35, 1.51, 1.4847368421052631)","(9.0, 22.0, 21.307692307692307)","(8.0, 17.0, 15.666666666666666)","(101.0, 830.0, 470.0)","(31.0, 95.0, 86.625)","(7.5, 16.0, 15.8)"
10-01-2023 19:15:41.887184,"(5.5, 16.0, 9.84)","(1.35, 1.51, 1.4847368421052631)","(9.0, 22.0, 21.307692307692307)","(8.0, 17.0, 15.666666666666666)","(101.0, 830.0, 470.0)","(31.0, 95.0, 86.625)","(7.5, 17.5, 16.5)"
10-01-2023 19:15:43.459420,"(5.5, 16.0, 9.84)","(1.35, 1.51, 1.4847368421052631)","(9.0, 22.0, 21.25)","(8.0, 17.0, 15.666666666666666)","(101.0, 830.0, 420.0)","(31.0, 95.0, 86.625)","(7.5, 17.5, 16.5)"
10-01-2023 19:15:45.051545,"(5.5, 15.5, 12.9)","(1.35, 1.51, 1.4847368421052631)","(9.0, 22.0, 17.75)","(8.0, 17.0, 15.666666666666666)","(101.0, 730.0, 420.0)","(31.0, 90.0, 82.25)","(7.5, 17.5, 15.976190476190476)"
10-01-2023 19:15:46.484470,"(5.5, 15.5, 12.0875)","(1.35, 1.51, 1.4847368421052631)","(9.0, 22.0, 17.75)","(8.0, 17.0, 15.666666666666666)","(101.0, 730.0, 420.0)","(31.0, 90.0, 82.25)","(7.5, 17.5, 14.38888888888889)"
10-01-2023 19:15:47.964264,"(5.5, 15.5, 11.05)","(1.35, 1.51, 1.4847368421052631)","(9.0, 22.0, 17.75)","(8.0, 17.0, 15.666666666666666)","(101.0, 730.0, 420.0)","(31.0, 90.0, 82.25)","(7.5, 17.5, 14.583333333333334)"
10-01-2023 19:15:49.309640,"(5.5, 15.5, 11.05)","(1.35, 1.51, 1.4847368421052631)","(9.0, 22.0, 17.75)","(8.0, 17.0, 15.666666666666666)","(101.0, 730.0, 420.0)","(31.0, 90.0, 82.25)","(7.5, 17.5, 14.583333333333334)"
10-01-2023 19:15:50.605760,"(5.5, 15.5, 11.77142857142857)","(1.35, 1.51, 1.4847368421052631)","(9.0, 22.0, 17.75)","(8.0, 17.0, 15.666666666666666)","(101.0, 730.0, 420.0)","(31.0, 90.0, 82.25)","(7.5, 17.5, 15.75)"
10-01-2023 19:15:51.907285,"(5.5, 15.5, 11.77142857142857)","(1.35, 1.51, 1.4847368421052631)","(9.0, 22.0, 17.75)","(8.0, 17.0, 15.666666666666666)","(101.0, 730.0, 688.6666666666667)","(31.0, 90.0, 82.25)","(7.5, 17.5, 15.75)"
10-01-2023 19:15:53.274637,"(5.5, 15.5, 11.77142857142857)","(1.35, 1.51, 1.4033333333333333)","(9.0, 22.0, 17.75)","(8.0, 17.0, 15.666666666666666)","(101.0, 730.0, 689.3333333333333)","(31.0, 90.0, 82.25)","(7.5, 17.5, 15.666666666666666)"
10-01-2023 19:15:54.602673,"(5.5, 15.5, 11.77142857142857)","(1.35, 1.51, 1.4033333333333333)","(9.0, 22.0, 17.75)","(8.0, 17.0, 15.666666666666666)","(101.0, 730.0, 689.3333333333333)","(31.0, 90.0, 82.25)","(7.5, 24.0, 19.0)"
10-01-2023 19:15:55.872330,"(5.5, 15.5, 11.77142857142857)","(1.35, 1.51, 1.375263157894737)","(9.0, 22.0, 17.75)","(8.0, 17.0, 15.666666666666666)","(101.0, 730.0, 689.3333333333333)","(31.0, 90.0, 82.25)","(7.5, 24.0, 17.166666666666668)"
10-01-2023 19:15:57.042379,"(5.5, 15.0, 12.266666666666666)","(1.35, 1.5, 1.4479069767441861)","(9.0, 22.0, 17.75)","(8.0, 17.0, 14.5)","(101.0, 730.0, 686.4285714285714)","(31.0, 90.0, 73.81818181818181)","(7.5, 18.5, 18.59090909090909)"
10-01-2023 19:15:58.341690,"(5.5, 15.0, 12.266666666666666)","(1.35, 1.5, 1.452340425531915)","(9.0, 22.0, 17.75)","(8.0, 17.0, 15.666666666666666)","(101.0, 730.0, 689.3333333333333)","(31.0, 100.0, 77.875)","(7.5, 19.0, 18.59090909090909)"
10-01-2023 19:15:59.637732,"(5.5, 16.0, 11.5)","(1.35, 1.5, 1.452340425531915)","(9.0, 22.0, 17.75)","(8.0, 17.0, 15.666666666666666)","(101.0, 730.0, 782.6666666666667)","(31.0, 85.0, 77.875)","(7.5, 19.0, 15.666666666666666)"
10-01-2023 19:16:00.906871,"(5.5, 15.5, 11.25)","(1.35, 1.5, 1.452340425531915)","(9.0, 22.0, 17.75)","(8.0, 17.0, 15.666666666666666)","(101.0, 830.0, 470.0)","(31.0, 85.0, 86.625)","(7.5, 19.0, 15.444444444444445)"
10-01-2023 19:16:02.113192,"(5.5, 15.5, 10.52)","(1.35, 1.5, 1.452340425531915)","(9.0, 22.0, 17.75)","(8.0, 17.0, 15.666666666666666)","(101.0, 830.0, 470.0)","(31.0, 95.0, 86.625)","(7.5, 19.0, 15.444444444444445)"
10-01-2023 19:16:03.427798,"(5.5, 15.5, 10.52)","(1.35, 1.5, 1.452340425531915)","(9.0, 22.0, 17.75)","(8.0, 17.0, 15.666666666666666)","(101.0, 830.0, 470.0)","(31.0, 95.0, 86.625)","(7.5, 19.0, 15.444444444444445)"
10-01-2023 19:16:04.770309,"(5.5, 15.5, 10.52)","(1.35, 1.5, 1.452340425531915)","(9.0, 22.0, 17.75)","(8.0, 17.0, 15.666666666666666)","(101.0, 830.0, 470.0)","(31.0, 95.0, 86.625)","(7.5, 19.0, 15.444444444444445)"
10-01-2023 19:16:06.011161,"(5.5, 15.5, 10.1)","(1.35, 1.5, 1.452340425531915)","(9.0, 22.0, 17.75)","(8.0, 17.0, 15.666666666666666)","(101.0, 830.0, 470.0)","(31.0, 95.0, 86.625)","(7.5, 19.0, 15.444444444444445)"
10-01-2023 19:16:07.199104,"(5.5, 15.5, 10.1)","(1.35, 1.5, 1.452340425531915)","(9.0, 22.0, 17.75)","(8.0, 17.0, 15.666666666666666)","(101.0, 830.0, 470.0)","(31.0, 95.0, 86.625)","(7.5, 19.0, 15.444444444444445)"
10-01-2023 19:16:08.468065,"(5.5, 15.5, 10.1)","(1.35, 1.5, 1.4479069767441861)","(9.0, 22.0, 17.75)","(8.0, 17.0, 15.666666666666666)","(101.0, 830.0, 470.0)","(31.0, 95.0, 86.625)","(7.5, 19.0, 15.444444444444445)"
