,Eddie Jet,Buddys Mate,Reality Jewel,Why Not Emily,Donald Lane,Chasing Her Tail,Long Way Home,Infra Bang Bang
15-12-2022 14:10:44.883170,"(26.0, 100.0, 44.0)","(2.25, 3.35, 2.4613636363636364)","(5.5, 13.5, 11.133333333333333)","(21.0, 65.0, 36.5625)","(5.0, 9.8, 6.05)","(31.0, 200.0, 90.07142857142857)","(3.5, 5.1, 3.66)","(10.0, 23.0, 14.128571428571428)"
15-12-2022 14:10:46.081322,"(26.0, 100.0, 44.0)","(2.25, 3.35, 2.4613636363636364)","(5.5, 13.5, 11.133333333333333)","(21.0, 65.0, 36.5625)","(5.0, 9.8, 6.05)","(31.0, 200.0, 90.07142857142857)","(3.5, 5.1, 3.66)","(10.0, 23.0, 14.128571428571428)"
15-12-2022 14:10:47.306114,"(26.0, 100.0, 44.0)","(2.25, 3.35, 2.4613636363636364)","(5.5, 13.5, 11.133333333333333)","(21.0, 65.0, 36.5625)","(5.0, 9.6, 7.02)","(31.0, 200.0, 90.07142857142857)","(3.5, 5.1, 3.66)","(10.0, 23.0, 16.1)"
15-12-2022 14:10:48.531849,"(26.0, 100.0, 51.875)","(2.25, 3.35, 2.4613636363636364)","(5.5, 13.5, 11.133333333333333)","(21.0, 65.0, 44.09090909090909)","(5.0, 9.6, 7.02)","(31.0, 200.0, 114.5)","(3.5, 5.1, 3.66)","(10.0, 23.0, 16.1)"
15-12-2022 14:10:49.709113,"(26.0, 100.0, 51.875)","(2.25, 3.35, 2.4613636363636364)","(5.5, 13.5, 11.133333333333333)","(21.0, 65.0, 44.09090909090909)","(5.0, 9.6, 7.02)","(31.0, 200.0, 114.5)","(3.5, 5.1, 3.66)","(10.0, 23.0, 16.1)"
15-12-2022 14:10:50.927224,"(26.0, 100.0, 51.875)","(2.25, 3.35, 2.4613636363636364)","(5.5, 13.5, 11.133333333333333)","(21.0, 65.0, 44.09090909090909)","(5.0, 9.6, 7.02)","(31.0, 200.0, 114.5)","(3.5, 5.1, 3.66)","(10.0, 23.0, 16.1)"
15-12-2022 14:10:52.054822,"(26.0, 100.0, 51.875)","(2.25, 3.35, 2.4613636363636364)","(5.5, 13.5, 11.133333333333333)","(21.0, 65.0, 44.09090909090909)","(5.0, 9.6, 7.02)","(31.0, 200.0, 114.5)","(3.5, 5.1, 3.66)","(10.0, 23.0, 16.1)"
15-12-2022 14:10:53.192682,"(26.0, 100.0, 51.875)","(2.25, 3.35, 2.6107142857142858)","(5.5, 13.5, 11.133333333333333)","(21.0, 65.0, 44.09090909090909)","(5.0, 9.6, 5.983333333333333)","(31.0, 200.0, 114.5)","(3.5, 5.1, 3.66)","(10.0, 23.0, 16.1)"
15-12-2022 14:10:54.364429,"(26.0, 100.0, 51.875)","(2.25, 3.35, 2.6107142857142858)","(5.5, 13.5, 11.133333333333333)","(21.0, 65.0, 44.09090909090909)","(5.0, 9.4, 6.859999999999999)","(31.0, 200.0, 114.5)","(3.5, 5.1, 3.66)","(10.0, 23.0, 16.1)"
15-12-2022 14:10:55.559149,"(26.0, 100.0, 51.875)","(2.25, 3.35, 2.6107142857142858)","(5.5, 13.5, 11.133333333333333)","(21.0, 65.0, 44.09090909090909)","(5.0, 9.2, 6.859999999999999)","(31.0, 200.0, 114.5)","(3.5, 5.1, 3.66)","(10.0, 23.0, 16.1)"
15-12-2022 14:10:56.768008,"(26.0, 100.0, 51.875)","(2.25, 3.35, 2.6107142857142858)","(5.5, 13.5, 11.133333333333333)","(21.0, 65.0, 44.09090909090909)","(5.0, 9.2, 6.859999999999999)","(31.0, 200.0, 114.5)","(3.5, 5.1, 3.66)","(10.0, 23.0, 16.1)"
15-12-2022 14:10:57.984553,"(26.0, 100.0, 51.875)","(2.25, 3.35, 2.6107142857142858)","(5.5, 13.5, 11.133333333333333)","(21.0, 65.0, 44.09090909090909)","(5.0, 9.2, 6.859999999999999)","(31.0, 200.0, 114.5)","(3.5, 5.1, 3.66)","(10.0, 23.0, 16.1)"
15-12-2022 14:10:59.220642,"(26.0, 100.0, 51.875)","(2.25, 3.35, 2.6107142857142858)","(5.5, 13.5, 11.133333333333333)","(21.0, 65.0, 44.09090909090909)","(5.0, 9.2, 6.859999999999999)","(31.0, 200.0, 114.5)","(3.5, 5.1, 3.66)","(10.0, 23.0, 16.1)"
15-12-2022 14:11:00.420201,"(26.0, 100.0, 51.875)","(2.25, 3.35, 2.6107142857142858)","(5.5, 13.5, 11.133333333333333)","(21.0, 65.0, 44.09090909090909)","(5.0, 9.2, 6.859999999999999)","(31.0, 200.0, 114.5)","(3.5, 5.1, 3.66)","(10.0, 23.0, 16.1)"
15-12-2022 14:11:01.625004,"(26.0, 100.0, 51.875)","(2.25, 3.35, 2.6107142857142858)","(5.5, 13.5, 11.133333333333333)","(21.0, 65.0, 44.09090909090909)","(5.0, 9.2, 6.859999999999999)","(31.0, 200.0, 114.5)","(3.5, 5.1, 3.66)","(10.0, 23.0, 16.1)"
15-12-2022 14:11:02.814959,"(26.0, 100.0, 51.875)","(2.25, 3.35, 2.6107142857142858)","(5.5, 13.5, 11.133333333333333)","(21.0, 65.0, 44.09090909090909)","(5.0, 9.0, 5.916666666666666)","(31.0, 200.0, 114.5)","(3.5, 5.1, 3.66)","(10.0, 23.0, 16.1)"
15-12-2022 14:11:03.998442,"(26.0, 100.0, 51.875)","(2.25, 3.35, 2.6107142857142858)","(5.5, 13.5, 11.133333333333333)","(21.0, 65.0, 44.09090909090909)","(5.0, 9.0, 5.916666666666666)","(31.0, 200.0, 114.5)","(3.5, 5.1, 3.66)","(10.0, 23.0, 15.444444444444445)"
15-12-2022 14:11:05.082141,"(26.0, 100.0, 52.5)","(2.25, 3.35, 2.5175)","(5.5, 13.5, 12.872727272727273)","(21.0, 65.0, 36.5625)","(5.0, 8.8, 7.872727272727273)","(31.0, 200.0, 114.5)","(3.5, 5.1, 3.66)","(10.0, 23.0, 15.444444444444445)"
15-12-2022 14:11:06.235790,"(26.0, 100.0, 52.5)","(2.25, 3.35, 2.5175)","(5.5, 13.5, 12.542857142857143)","(21.0, 65.0, 36.875)","(5.0, 8.8, 7.927272727272728)","(31.0, 200.0, 114.5)","(3.5, 5.1, 4.14)","(10.0, 23.0, 15.666666666666668)"
15-12-2022 14:11:07.467697,"(26.0, 100.0, 53.125)","(2.25, 3.35, 2.4676190476190474)","(5.5, 13.5, 12.542857142857143)","(21.0, 65.0, 36.875)","(5.0, 8.8, 7.927272727272728)","(31.0, 200.0, 114.5)","(3.5, 5.1, 4.14)","(10.0, 23.0, 15.666666666666668)"
15-12-2022 14:11:09.044239,"(26.0, 100.0, 53.125)","(2.25, 3.35, 2.4404999999999997)","(5.5, 13.5, 10.15)","(21.0, 65.0, 36.875)","(5.0, 8.8, 8.061538461538461)","(31.0, 200.0, 114.5)","(3.5, 5.1, 4.14)","(10.0, 23.0, 15.666666666666668)"
15-12-2022 14:11:10.752958,"(26.0, 100.0, 53.125)","(2.25, 3.35, 2.4404999999999997)","(5.5, 13.5, 9.166666666666666)","(21.0, 65.0, 36.875)","(5.0, 8.8, 8.23529411764706)","(31.0, 200.0, 114.5)","(3.5, 5.1, 4.14)","(10.0, 23.0, 14.875)"
15-12-2022 14:11:12.366745,"(26.0, 100.0, 53.125)","(2.25, 3.35, 2.2638888888888893)","(5.5, 13.5, 9.166666666666666)","(21.0, 65.0, 36.875)","(5.0, 8.8, 8.088888888888889)","(31.0, 200.0, 114.5)","(3.5, 5.1, 4.14)","(10.0, 23.0, 14.875)"
15-12-2022 14:11:13.765423,"(26.0, 100.0, 53.125)","(2.25, 3.35, 2.2638888888888893)","(5.5, 13.5, 8.633333333333333)","(21.0, 65.0, 36.875)","(5.0, 10.0, 8.6)","(31.0, 200.0, 114.5)","(3.5, 5.1, 4.14)","(10.0, 23.0, 14.875)"
15-12-2022 14:11:15.150212,"(26.0, 100.0, 53.125)","(2.25, 3.35, 2.2638888888888893)","(5.5, 13.5, 9.518181818181818)","(21.0, 65.0, 36.875)","(5.0, 10.0, 7.75)","(31.0, 200.0, 114.5)","(3.5, 5.1, 4.14)","(10.0, 23.0, 16.1)"
15-12-2022 14:11:16.539135,"(26.0, 100.0, 53.125)","(2.25, 3.35, 2.2638888888888893)","(5.5, 13.5, 9.518181818181818)","(21.0, 65.0, 36.875)","(5.0, 9.6, 8.785714285714285)","(31.0, 200.0, 114.5)","(3.5, 5.1, 4.14)","(10.0, 23.0, 16.1)"
15-12-2022 14:11:17.994194,"(26.0, 100.0, 53.125)","(2.25, 3.35, 2.2638888888888893)","(5.5, 13.5, 9.518181818181818)","(21.0, 65.0, 36.875)","(5.0, 9.6, 8.785714285714285)","(31.0, 200.0, 114.5)","(3.5, 5.1, 4.14)","(10.0, 23.0, 16.1)"
15-12-2022 14:11:19.381168,"(26.0, 100.0, 53.125)","(2.25, 3.35, 2.2638888888888893)","(5.5, 13.5, 9.518181818181818)","(21.0, 65.0, 36.875)","(5.0, 9.6, 8.785714285714285)","(31.0, 200.0, 114.5)","(3.5, 5.1, 4.14)","(10.0, 23.0, 16.1)"
15-12-2022 14:11:20.963703,"(26.0, 100.0, 53.125)","(2.25, 3.35, 2.2638888888888893)","(5.5, 13.5, 12.283333333333333)","(21.0, 65.0, 36.875)","(5.0, 9.6, 8.785714285714285)","(31.0, 200.0, 114.5)","(3.5, 5.1, 4.14)","(10.0, 23.0, 16.1)"
15-12-2022 14:11:23.089735,"(26.0, 100.0, 53.125)","(2.25, 3.35, 2.2638888888888893)","(5.5, 13.5, 12.6375)","(21.0, 65.0, 36.875)","(5.0, 9.6, 8.785714285714285)","(31.0, 200.0, 114.5)","(3.5, 5.1, 4.14)","(10.0, 23.0, 16.1)"
15-12-2022 14:11:24.813308,"(26.0, 100.0, 53.125)","(2.25, 3.35, 2.2638888888888893)","(5.5, 13.5, 12.872727272727273)","(21.0, 65.0, 36.875)","(5.0, 9.6, 7.685714285714286)","(31.0, 200.0, 114.5)","(3.5, 5.1, 4.14)","(10.0, 23.0, 16.1)"
15-12-2022 14:11:26.176877,"(26.0, 100.0, 53.125)","(2.25, 3.35, 2.2638888888888893)","(5.5, 13.5, 12.872727272727273)","(21.0, 65.0, 36.875)","(5.0, 9.4, 7.685714285714286)","(31.0, 200.0, 114.5)","(3.5, 5.1, 4.14)","(10.0, 23.0, 16.1)"
15-12-2022 14:11:27.378049,"(26.0, 100.0, 53.125)","(2.25, 3.35, 2.2638888888888893)","(5.5, 13.5, 12.872727272727273)","(21.0, 65.0, 36.875)","(5.0, 9.4, 7.685714285714286)","(31.0, 200.0, 114.5)","(3.5, 5.1, 4.14)","(10.0, 23.0, 16.1)"
15-12-2022 14:11:28.693693,"(26.0, 100.0, 53.125)","(2.25, 3.35, 2.2638888888888893)","(5.5, 13.5, 12.872727272727273)","(21.0, 65.0, 36.875)","(5.0, 9.4, 7.685714285714286)","(31.0, 200.0, 114.5)","(3.5, 5.1, 4.14)","(10.0, 23.0, 16.1)"
15-12-2022 14:11:29.965121,"(26.0, 100.0, 53.125)","(2.25, 3.35, 2.2638888888888893)","(5.5, 13.5, 12.872727272727273)","(21.0, 65.0, 36.875)","(5.0, 9.4, 7.685714285714286)","(31.0, 200.0, 114.5)","(3.5, 5.1, 4.14)","(10.0, 23.0, 16.1)"
15-12-2022 14:11:31.305363,"(26.0, 100.0, 53.125)","(2.25, 3.35, 2.2638888888888893)","(5.5, 13.5, 12.872727272727273)","(21.0, 65.0, 36.875)","(5.0, 9.4, 8.879999999999999)","(31.0, 200.0, 114.5)","(3.5, 5.1, 4.14)","(10.0, 23.0, 16.1)"
15-12-2022 14:11:32.550314,"(26.0, 100.0, 53.125)","(2.25, 3.35, 2.2638888888888893)","(5.5, 13.5, 12.872727272727273)","(21.0, 65.0, 36.875)","(5.0, 10.0, 8.879999999999999)","(31.0, 200.0, 114.5)","(3.5, 5.1, 4.14)","(10.0, 23.0, 16.1)"
15-12-2022 14:11:33.821319,"(26.0, 100.0, 53.125)","(2.25, 3.35, 2.4613636363636364)","(5.5, 13.5, 12.872727272727273)","(21.0, 65.0, 36.875)","(5.0, 10.0, 8.879999999999999)","(31.0, 200.0, 114.5)","(3.5, 5.1, 4.14)","(10.0, 23.0, 16.1)"
15-12-2022 14:11:35.031665,"(26.0, 100.0, 53.125)","(2.25, 3.35, 2.4613636363636364)","(5.5, 13.5, 12.872727272727273)","(21.0, 65.0, 36.875)","(5.0, 10.0, 8.879999999999999)","(31.0, 200.0, 114.5)","(3.5, 5.1, 4.14)","(10.0, 23.0, 16.1)"
15-12-2022 14:11:36.275319,"(26.0, 100.0, 53.125)","(2.25, 3.35, 2.4613636363636364)","(5.5, 13.5, 12.872727272727273)","(21.0, 65.0, 36.875)","(5.0, 10.0, 7.895238095238096)","(31.0, 200.0, 114.5)","(3.5, 5.1, 4.14)","(10.0, 23.0, 16.1)"
15-12-2022 14:11:37.590782,"(26.0, 100.0, 53.125)","(2.25, 3.35, 2.4613636363636364)","(5.5, 13.5, 12.872727272727273)","(21.0, 65.0, 36.875)","(5.0, 9.8, 7.895238095238096)","(31.0, 200.0, 114.5)","(3.5, 5.1, 4.14)","(10.0, 23.0, 16.1)"
15-12-2022 14:11:38.919920,"(26.0, 100.0, 53.125)","(2.25, 3.35, 2.4613636363636364)","(5.5, 13.5, 12.872727272727273)","(21.0, 65.0, 36.875)","(5.0, 9.8, 7.895238095238096)","(31.0, 200.0, 114.5)","(3.5, 5.1, 4.14)","(10.0, 23.0, 16.1)"
15-12-2022 14:11:40.223764,"(26.0, 100.0, 53.125)","(2.25, 3.35, 2.4613636363636364)","(5.5, 13.5, 12.872727272727273)","(21.0, 65.0, 36.875)","(5.0, 9.8, 7.895238095238096)","(31.0, 200.0, 114.5)","(3.5, 5.1, 4.14)","(10.0, 23.0, 16.1)"
15-12-2022 14:11:41.355982,"(26.0, 100.0, 53.125)","(2.25, 3.35, 2.4613636363636364)","(5.5, 13.5, 11.266666666666666)","(21.0, 65.0, 36.875)","(5.0, 9.8, 6.550000000000001)","(31.0, 200.0, 114.5)","(3.5, 5.1, 4.14)","(10.0, 23.0, 16.1)"
15-12-2022 14:11:42.364511,"(26.0, 100.0, 53.125)","(2.25, 3.35, 2.4613636363636364)","(5.5, 13.5, 11.266666666666666)","(21.0, 65.0, 36.875)","(5.0, 9.8, 6.550000000000001)","(31.0, 200.0, 114.5)","(3.5, 5.1, 4.14)","(10.0, 23.0, 16.1)"
15-12-2022 14:11:43.562408,"(26.0, 100.0, 65.9090909090909)","(2.25, 3.35, 2.535416666666667)","(5.5, 13.5, 11.925)","(21.0, 65.0, 36.875)","(5.0, 9.4, 8.752380952380953)","(31.0, 200.0, 114.5)","(3.5, 5.1, 4.162068965517241)","(10.0, 23.0, 18.07142857142857)"
15-12-2022 14:11:44.835951,"(26.0, 100.0, 65.9090909090909)","(2.25, 3.35, 2.535416666666667)","(5.5, 13.5, 11.925)","(21.0, 65.0, 36.875)","(5.0, 9.4, 7.977777777777778)","(31.0, 200.0, 114.5)","(3.5, 5.1, 4.162068965517241)","(10.0, 23.0, 18.07142857142857)"
15-12-2022 14:11:46.080602,"(26.0, 100.0, 65.9090909090909)","(2.25, 3.35, 2.535416666666667)","(5.5, 13.5, 9.3)","(21.0, 65.0, 36.875)","(5.0, 9.4, 7.8)","(31.0, 200.0, 114.5)","(3.5, 5.1, 4.162068965517241)","(10.0, 23.0, 18.07142857142857)"
15-12-2022 14:11:47.227210,"(26.0, 100.0, 65.9090909090909)","(2.25, 3.35, 2.535416666666667)","(5.5, 13.5, 9.3)","(21.0, 65.0, 36.875)","(5.0, 9.4, 7.246153846153846)","(31.0, 200.0, 138.92857142857142)","(3.5, 5.1, 4.162068965517241)","(10.0, 23.0, 18.07142857142857)"
15-12-2022 14:11:48.344686,"(26.0, 100.0, 65.9090909090909)","(2.25, 3.35, 2.535416666666667)","(5.5, 13.5, 9.3)","(21.0, 65.0, 46.25)","(5.0, 9.2, 7.3538461538461535)","(31.0, 200.0, 138.92857142857142)","(3.5, 5.1, 4.162068965517241)","(10.0, 23.0, 18.07142857142857)"
15-12-2022 14:11:49.489917,"(26.0, 100.0, 65.9090909090909)","(2.25, 3.35, 2.535416666666667)","(5.5, 13.5, 9.3)","(21.0, 65.0, 46.25)","(5.0, 9.2, 8.4)","(31.0, 200.0, 138.92857142857142)","(3.5, 5.1, 4.162068965517241)","(10.0, 23.0, 18.07142857142857)"
15-12-2022 14:11:50.768180,"(26.0, 100.0, 65.9090909090909)","(2.25, 3.35, 2.535416666666667)","(5.5, 13.5, 9.3)","(21.0, 65.0, 46.25)","(5.0, 9.0, 8.628571428571428)","(31.0, 200.0, 138.92857142857142)","(3.5, 5.1, 4.162068965517241)","(10.0, 23.0, 18.07142857142857)"
15-12-2022 14:11:52.064735,"(26.0, 100.0, 65.9090909090909)","(2.25, 3.35, 2.535416666666667)","(5.5, 13.5, 9.3)","(21.0, 65.0, 46.25)","(5.0, 9.0, 8.628571428571428)","(31.0, 200.0, 138.92857142857142)","(3.5, 5.1, 4.162068965517241)","(10.0, 23.0, 18.07142857142857)"
15-12-2022 14:11:53.407140,"(26.0, 100.0, 65.9090909090909)","(2.25, 3.35, 2.535416666666667)","(5.5, 13.5, 9.3)","(21.0, 65.0, 46.25)","(5.0, 9.0, 8.628571428571428)","(31.0, 200.0, 138.92857142857142)","(3.5, 5.1, 4.162068965517241)","(10.0, 23.0, 18.07142857142857)"
15-12-2022 14:11:54.602548,"(26.0, 100.0, 65.9090909090909)","(2.25, 3.35, 2.535416666666667)","(5.5, 13.5, 9.3)","(21.0, 65.0, 46.25)","(5.0, 9.0, 8.628571428571428)","(31.0, 200.0, 138.92857142857142)","(3.5, 5.1, 4.162068965517241)","(10.0, 23.0, 18.07142857142857)"
15-12-2022 14:11:55.786523,"(26.0, 100.0, 65.9090909090909)","(2.25, 3.35, 2.535416666666667)","(5.5, 13.5, 9.3)","(21.0, 65.0, 46.25)","(5.0, 9.0, 8.628571428571428)","(31.0, 200.0, 138.92857142857142)","(3.5, 5.1, 4.162068965517241)","(10.0, 23.0, 18.07142857142857)"
15-12-2022 14:11:56.895753,"(26.0, 100.0, 65.9090909090909)","(2.25, 3.35, 2.535416666666667)","(5.5, 13.5, 9.375)","(21.0, 65.0, 46.25)","(5.0, 9.0, 9.345454545454546)","(31.0, 200.0, 138.92857142857142)","(3.5, 5.1, 4.162068965517241)","(10.0, 23.0, 18.07142857142857)"
15-12-2022 14:11:58.132763,"(26.0, 100.0, 65.9090909090909)","(2.25, 3.35, 2.535416666666667)","(5.5, 13.0, 9.375)","(21.0, 65.0, 46.666666666666664)","(5.0, 10.0, 9.345454545454546)","(31.0, 200.0, 104.375)","(3.5, 5.1, 4.162068965517241)","(10.0, 23.0, 16.1)"
15-12-2022 14:11:59.374141,"(26.0, 100.0, 60.53333333333333)","(2.25, 3.35, 2.535416666666667)","(5.5, 13.0, 9.375)","(21.0, 65.0, 46.666666666666664)","(5.0, 10.0, 8.585714285714285)","(31.0, 200.0, 104.375)","(3.5, 5.1, 4.162068965517241)","(10.0, 23.0, 16.1)"
15-12-2022 14:12:00.652965,"(26.0, 100.0, 60.53333333333333)","(2.25, 3.35, 2.535416666666667)","(5.5, 13.0, 9.375)","(21.0, 65.0, 46.666666666666664)","(5.0, 9.8, 8.585714285714285)","(31.0, 200.0, 104.375)","(3.5, 5.1, 4.162068965517241)","(10.0, 23.0, 16.1)"
15-12-2022 14:12:01.905913,"(26.0, 100.0, 60.53333333333333)","(2.25, 3.35, 2.535416666666667)","(5.5, 13.0, 9.375)","(21.0, 65.0, 46.666666666666664)","(5.0, 9.8, 8.585714285714285)","(31.0, 200.0, 104.375)","(3.5, 5.1, 4.162068965517241)","(10.0, 23.0, 16.1)"
15-12-2022 14:12:03.238696,"(26.0, 100.0, 60.53333333333333)","(2.25, 3.35, 2.535416666666667)","(5.5, 13.0, 9.375)","(21.0, 65.0, 46.666666666666664)","(5.0, 9.8, 8.996666666666666)","(31.0, 200.0, 104.375)","(3.5, 5.1, 4.162068965517241)","(10.0, 23.0, 16.1)"
15-12-2022 14:12:04.512906,"(26.0, 100.0, 60.53333333333333)","(2.25, 3.35, 2.535416666666667)","(5.5, 13.0, 9.375)","(21.0, 65.0, 46.666666666666664)","(5.0, 10.5, 9.25)","(31.0, 200.0, 104.375)","(3.5, 5.1, 4.162068965517241)","(10.0, 23.0, 16.1)"
15-12-2022 14:12:05.779940,"(26.0, 100.0, 60.53333333333333)","(2.25, 3.35, 2.535416666666667)","(5.5, 13.0, 9.375)","(21.0, 65.0, 46.666666666666664)","(5.0, 10.0, 9.25)","(31.0, 200.0, 104.375)","(3.5, 5.1, 4.162068965517241)","(10.0, 23.0, 16.1)"
15-12-2022 14:12:07.023833,"(26.0, 100.0, 60.53333333333333)","(2.25, 3.35, 2.4175675675675676)","(5.5, 13.0, 11.925)","(21.0, 65.0, 46.666666666666664)","(5.0, 10.0, 9.25)","(31.0, 200.0, 104.375)","(3.5, 5.1, 4.162068965517241)","(10.0, 23.0, 16.1)"
15-12-2022 14:12:08.229454,"(26.0, 100.0, 60.53333333333333)","(2.25, 3.35, 2.4175675675675676)","(5.5, 13.5, 9.1875)","(21.0, 65.0, 46.666666666666664)","(5.0, 10.0, 8.68888888888889)","(31.0, 200.0, 104.375)","(3.5, 5.1, 4.086538461538462)","(10.0, 23.0, 16.1)"
15-12-2022 14:12:09.516996,"(26.0, 100.0, 60.53333333333333)","(2.25, 3.3, 2.935)","(5.5, 12.5, 9.1875)","(21.0, 65.0, 46.666666666666664)","(5.0, 9.8, 8.76551724137931)","(31.0, 200.0, 104.375)","(3.5, 5.1, 4.1589285714285715)","(10.0, 23.0, 16.1)"
15-12-2022 14:12:10.723408,"(26.0, 100.0, 60.53333333333333)","(2.25, 3.25, 2.935)","(5.5, 12.5, 9.1875)","(21.0, 65.0, 46.666666666666664)","(5.0, 9.8, 8.76551724137931)","(31.0, 200.0, 104.375)","(3.5, 5.1, 4.1589285714285715)","(10.0, 23.0, 16.1)"
15-12-2022 14:12:11.896814,"(26.0, 100.0, 60.53333333333333)","(2.25, 3.25, 2.935)","(5.5, 12.5, 9.1875)","(21.0, 65.0, 46.666666666666664)","(5.0, 9.8, 8.76551724137931)","(31.0, 200.0, 104.375)","(3.5, 5.1, 3.9543478260869565)","(10.0, 23.0, 16.1)"
15-12-2022 14:12:13.072270,"(26.0, 100.0, 60.53333333333333)","(2.25, 3.25, 2.935)","(5.5, 12.5, 9.1875)","(21.0, 65.0, 46.666666666666664)","(5.0, 9.8, 8.76551724137931)","(31.0, 200.0, 104.375)","(3.5, 5.1, 3.9543478260869565)","(10.0, 23.0, 16.1)"
15-12-2022 14:12:14.295639,"(26.0, 100.0, 60.53333333333333)","(2.25, 3.25, 2.935)","(5.5, 12.5, 9.1875)","(21.0, 65.0, 46.666666666666664)","(5.0, 9.8, 8.996875)","(31.0, 200.0, 104.375)","(3.5, 5.1, 3.9543478260869565)","(10.0, 23.0, 16.1)"
15-12-2022 14:12:15.585647,"(26.0, 100.0, 60.53333333333333)","(2.25, 3.25, 2.935)","(5.5, 12.5, 9.1875)","(21.0, 65.0, 41.53333333333333)","(5.0, 10.5, 8.177777777777777)","(31.0, 200.0, 72.5)","(3.5, 5.1, 4.10625)","(10.0, 23.0, 13.545454545454547)"
15-12-2022 14:12:16.801715,"(26.0, 100.0, 40.8)","(2.25, 3.25, 2.935)","(5.5, 12.5, 9.1875)","(21.0, 65.0, 41.53333333333333)","(5.0, 9.4, 8.553846153846154)","(31.0, 200.0, 72.5)","(3.5, 4.5, 4.10625)","(10.0, 23.0, 17.22222222222222)"
15-12-2022 14:12:18.019287,"(26.0, 100.0, 40.8)","(2.25, 3.25, 2.935)","(5.5, 12.5, 9.1875)","(21.0, 65.0, 44.294117647058826)","(5.0, 9.4, 8.553846153846154)","(31.0, 200.0, 72.5)","(3.5, 4.5, 4.10625)","(10.0, 23.0, 17.22222222222222)"
15-12-2022 14:12:19.327774,"(26.0, 100.0, 40.8)","(2.25, 3.25, 2.935)","(5.5, 12.5, 9.0)","(21.0, 65.0, 44.294117647058826)","(5.0, 9.4, 8.088888888888889)","(31.0, 200.0, 72.5)","(3.5, 4.5, 3.9272727272727272)","(10.0, 23.0, 17.22222222222222)"
15-12-2022 14:12:20.511048,"(26.0, 100.0, 40.8)","(2.25, 3.25, 2.935)","(5.5, 12.0, 9.0)","(21.0, 65.0, 44.294117647058826)","(5.0, 9.2, 7.9692307692307685)","(31.0, 200.0, 124.4)","(3.5, 4.5, 4.128125)","(10.0, 23.0, 17.22222222222222)"
15-12-2022 14:12:21.705267,"(26.0, 95.0, 67.8)","(2.25, 3.25, 2.935)","(5.5, 12.0, 9.0)","(21.0, 65.0, 44.294117647058826)","(5.0, 9.2, 7.9692307692307685)","(31.0, 200.0, 124.4)","(3.5, 4.5, 4.128125)","(10.0, 23.0, 17.22222222222222)"
15-12-2022 14:12:22.899333,"(26.0, 95.0, 67.8)","(2.25, 3.25, 2.935)","(5.5, 12.0, 9.0)","(21.0, 65.0, 44.294117647058826)","(5.0, 9.2, 7.9692307692307685)","(31.0, 200.0, 124.4)","(3.5, 4.5, 4.128125)","(10.0, 23.0, 17.22222222222222)"
15-12-2022 14:12:24.158428,"(26.0, 95.0, 67.8)","(2.25, 3.25, 2.935)","(5.5, 12.0, 9.0)","(21.0, 65.0, 44.294117647058826)","(5.0, 9.2, 7.9692307692307685)","(31.0, 200.0, 124.4)","(3.5, 4.5, 3.959090909090909)","(10.0, 23.0, 17.22222222222222)"
15-12-2022 14:12:25.464655,"(26.0, 95.0, 67.8)","(2.25, 3.25, 2.935)","(5.5, 12.0, 9.0)","(21.0, 65.0, 44.294117647058826)","(5.0, 9.2, 7.9692307692307685)","(31.0, 200.0, 124.4)","(3.5, 4.5, 3.959090909090909)","(10.0, 23.0, 17.22222222222222)"
15-12-2022 14:12:26.782966,"(26.0, 95.0, 67.8)","(2.25, 3.25, 2.935)","(5.5, 12.0, 9.0)","(21.0, 65.0, 44.294117647058826)","(5.0, 9.0, 8.52)","(31.0, 200.0, 124.4)","(3.5, 4.5, 4.15)","(10.0, 23.0, 17.22222222222222)"
15-12-2022 14:12:28.004643,"(26.0, 95.0, 67.8)","(2.25, 3.25, 2.935)","(5.5, 12.0, 9.0)","(21.0, 65.0, 44.294117647058826)","(5.0, 9.0, 8.52)","(31.0, 200.0, 124.4)","(3.5, 4.5, 4.15)","(10.0, 23.0, 17.22222222222222)"
15-12-2022 14:12:29.568376,"(26.0, 95.0, 67.8)","(2.25, 3.25, 2.935)","(5.5, 12.0, 9.0)","(21.0, 65.0, 44.294117647058826)","(5.0, 9.0, 8.46)","(31.0, 200.0, 124.4)","(3.5, 4.5, 3.990909090909091)","(10.0, 23.0, 17.22222222222222)"
15-12-2022 14:12:30.950832,"(26.0, 95.0, 67.8)","(2.25, 3.25, 2.935)","(5.5, 12.0, 9.0)","(21.0, 65.0, 44.294117647058826)","(5.0, 9.0, 8.955555555555556)","(31.0, 200.0, 124.4)","(3.5, 4.5, 4.171875)","(10.0, 23.0, 17.22222222222222)"
15-12-2022 14:12:32.411529,"(26.0, 95.0, 67.8)","(2.25, 3.25, 2.935)","(5.5, 12.0, 9.0)","(21.0, 65.0, 44.294117647058826)","(5.0, 9.4, 8.955555555555556)","(31.0, 200.0, 124.4)","(3.5, 4.5, 4.171875)","(10.0, 23.0, 17.22222222222222)"
15-12-2022 14:12:33.785996,"(26.0, 95.0, 67.8)","(2.25, 3.25, 2.935)","(5.5, 12.0, 9.0)","(21.0, 65.0, 44.294117647058826)","(5.0, 9.4, 8.784615384615385)","(31.0, 200.0, 124.4)","(3.5, 4.5, 4.0227272727272725)","(10.0, 23.0, 17.22222222222222)"
