,Tiger Magic,Row Keeping,Polygon Monelli,Jumpy Keeping,Sudden Rain,Dark Light,Westdale Anarchy,Churro
07-01-2023 21:09:17.424919,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 174.0)"
07-01-2023 21:09:18.580770,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 174.0)"
07-01-2023 21:09:19.718236,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 174.0)"
07-01-2023 21:09:20.980346,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 174.0)"
07-01-2023 21:09:22.345526,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 174.0)"
07-01-2023 21:09:23.575356,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 174.0)"
07-01-2023 21:09:24.696891,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 174.0)"
07-01-2023 21:09:25.859666,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 174.0)"
07-01-2023 21:09:27.003518,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 174.0)"
07-01-2023 21:09:28.175292,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 174.0)"
07-01-2023 21:09:29.332143,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 174.0)"
07-01-2023 21:09:30.484995,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 174.0)"
07-01-2023 21:09:31.677705,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:09:32.888385,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:09:34.076521,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:09:35.285920,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:09:36.442585,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:09:37.562911,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:09:38.722620,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:09:39.841976,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:09:41.059276,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:09:42.326268,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:09:43.517515,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:09:44.680044,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:09:45.913262,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:09:47.198839,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:09:48.386970,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:09:49.553746,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:09:50.714976,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:09:51.900250,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:09:53.003361,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:09:54.169860,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:09:55.389702,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:09:56.509953,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:09:57.577892,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:09:58.598261,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:09:59.670452,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:10:00.718810,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:10:01.871549,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:10:02.952561,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:10:04.123645,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:10:05.341224,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:10:06.512764,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:10:07.705606,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:10:08.836467,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:10:09.983427,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:10:11.164269,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:10:12.321414,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:10:13.457615,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:10:14.545900,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:10:15.691182,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:10:16.767809,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:10:17.874062,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:10:18.987439,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:10:20.122242,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:10:21.271515,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:10:22.371245,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:10:23.470328,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:10:24.515916,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:10:25.618694,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:10:26.725978,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:10:27.883605,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:10:28.976188,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:10:30.091236,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:10:31.147188,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:10:32.215506,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:10:33.209868,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:10:34.254728,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:10:35.349626,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:10:36.452425,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:10:37.502392,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:10:38.577741,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:10:39.670209,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:10:40.744859,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:10:42.143769,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:10:43.419310,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:10:44.721484,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:10:45.941592,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:10:47.191770,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:10:48.447829,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:10:49.655597,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:10:50.864543,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:10:52.003619,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:10:53.107243,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
07-01-2023 21:10:54.239476,"(6.5, 12.5, 6.2)","(21.0, 70.0, 41.66666666666667)","(20.0, 55.0, 33.611111111111114)","(4.0, 6.8, 5.593181818181818)","(1.75, 2.6, 2.1456842105263156)","(6.0, 10.0, 8.28)","(26.0, 110.0, 55.625)","(26.0, 300.0, 172.0)"
