,Wiradjuri Queen,Little Burrito,Gothika,Rupurt Keen,Jeanie Cargo,Greek Flame,Tralee Jay
12-01-2023 14:49:55.106769,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 588.8888888888889)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 29.166666666666668)","(8.0, 30.0, 19.6)"
12-01-2023 14:49:56.138007,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 588.8888888888889)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 29.166666666666668)","(8.0, 30.0, 19.6)"
12-01-2023 14:49:57.120795,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 588.8888888888889)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 29.166666666666668)","(8.0, 30.0, 19.6)"
12-01-2023 14:49:58.122132,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 588.8888888888889)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 29.166666666666668)","(8.0, 30.0, 25.54285714285714)"
12-01-2023 14:49:59.134039,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 588.8888888888889)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 29.166666666666668)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:00.243852,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 588.8888888888889)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 29.166666666666668)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:01.263589,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 588.8888888888889)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 29.166666666666668)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:02.252961,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 588.8888888888889)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 29.166666666666668)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:03.334794,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 571.4285714285714)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 29.166666666666668)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:04.415743,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 571.4285714285714)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 29.166666666666668)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:05.436323,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 571.4285714285714)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 29.166666666666668)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:06.504319,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 571.4285714285714)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 29.166666666666668)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:07.550005,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 571.4285714285714)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 29.166666666666668)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:08.537734,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 571.4285714285714)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 29.166666666666668)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:09.418561,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 465.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 29.166666666666668)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:10.437293,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 465.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 29.166666666666668)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:11.556328,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 465.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 29.166666666666668)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:12.510077,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 465.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 29.166666666666668)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:13.450352,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 465.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 29.166666666666668)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:14.534686,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 465.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 29.166666666666668)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:15.590937,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 465.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 29.166666666666668)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:16.608702,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 465.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 29.166666666666668)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:17.707567,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 465.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 29.166666666666668)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:18.708050,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 465.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 29.166666666666668)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:19.714610,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 465.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 29.166666666666668)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:20.758926,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 206.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 29.166666666666668)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:21.704886,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 210.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 29.166666666666668)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:22.718075,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 210.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 29.166666666666668)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:23.769838,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 210.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 29.166666666666668)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:24.710199,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 210.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 29.166666666666668)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:25.668505,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 210.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 29.166666666666668)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:26.707458,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 210.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 29.166666666666668)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:27.711090,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 210.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 29.166666666666668)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:28.714917,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 210.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 26.77777777777778)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:29.666890,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 210.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 26.77777777777778)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:30.654994,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 210.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 26.77777777777778)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:31.713559,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 210.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 26.77777777777778)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:32.679698,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 210.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 26.77777777777778)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:33.611493,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 210.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 26.77777777777778)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:34.685908,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 210.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 26.77777777777778)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:35.792652,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 210.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 26.77777777777778)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:36.898140,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 210.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 26.77777777777778)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:38.020491,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 210.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 26.77777777777778)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:39.141221,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 210.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 26.77777777777778)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:40.200645,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 210.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 26.77777777777778)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:41.321049,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 210.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 26.77777777777778)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:42.380940,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 210.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 26.77777777777778)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:43.451724,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 210.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 26.77777777777778)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:44.515624,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 210.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 26.77777777777778)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:45.530958,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 210.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 26.77777777777778)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:46.520977,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 210.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 26.77777777777778)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:47.570625,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 210.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 26.77777777777778)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:48.729412,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 210.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 26.77777777777778)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:49.753312,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 210.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 26.77777777777778)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:50.765045,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 210.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 26.77777777777778)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:51.907428,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 210.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 26.77777777777778)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:53.002955,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 210.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 26.77777777777778)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:54.132148,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 210.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 26.77777777777778)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:55.246575,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 210.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 26.77777777777778)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:56.328290,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 210.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 26.77777777777778)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:57.386979,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 210.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 26.77777777777778)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:58.520262,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 210.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 26.77777777777778)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:50:59.566426,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 210.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 26.77777777777778)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:51:00.611844,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 210.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 26.77777777777778)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:51:01.729399,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 210.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 26.77777777777778)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:51:02.721578,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 210.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 26.77777777777778)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:51:03.645481,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 210.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 26.77777777777778)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:51:04.782986,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 210.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 26.77777777777778)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:51:05.893483,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 210.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 26.77777777777778)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:51:06.869147,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 210.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 26.77777777777778)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:51:07.981137,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 210.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 26.77777777777778)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:51:09.107223,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 210.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 26.77777777777778)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:51:10.223354,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 210.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 26.77777777777778)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:51:11.270298,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 210.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 26.77777777777778)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:51:12.364560,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 210.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 26.77777777777778)","(8.0, 30.0, 19.700000000000003)"
12-01-2023 14:51:13.457657,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 375.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 29.166666666666668)","(8.0, 30.0, 23.759999999999998)"
12-01-2023 14:51:14.370056,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 375.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 29.166666666666668)","(8.0, 30.0, 23.759999999999998)"
12-01-2023 14:51:15.437968,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 375.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 29.166666666666668)","(8.0, 30.0, 23.759999999999998)"
12-01-2023 14:51:16.545994,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 375.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 29.166666666666668)","(8.0, 30.0, 23.759999999999998)"
12-01-2023 14:51:17.493432,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 375.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 29.166666666666668)","(8.0, 30.0, 23.759999999999998)"
12-01-2023 14:51:18.461265,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 375.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 29.166666666666668)","(8.0, 30.0, 23.759999999999998)"
12-01-2023 14:51:19.585501,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 375.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 29.166666666666668)","(8.0, 30.0, 23.759999999999998)"
12-01-2023 14:51:20.625992,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 375.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 29.166666666666668)","(8.0, 30.0, 23.759999999999998)"
12-01-2023 14:51:21.623051,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 375.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 29.166666666666668)","(8.0, 30.0, 23.759999999999998)"
12-01-2023 14:51:22.680082,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 375.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 29.166666666666668)","(8.0, 30.0, 23.759999999999998)"
12-01-2023 14:51:23.696051,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 375.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 29.166666666666668)","(8.0, 30.0, 23.759999999999998)"
12-01-2023 14:51:24.649589,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 375.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 29.166666666666668)","(8.0, 30.0, 23.759999999999998)"
12-01-2023 14:51:25.721908,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 375.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 29.166666666666668)","(8.0, 30.0, 23.759999999999998)"
12-01-2023 14:51:26.825317,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 375.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 29.166666666666668)","(8.0, 30.0, 23.759999999999998)"
12-01-2023 14:51:27.858920,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 375.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 29.166666666666668)","(8.0, 30.0, 23.759999999999998)"
12-01-2023 14:51:28.889338,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 375.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 29.166666666666668)","(8.0, 30.0, 23.759999999999998)"
12-01-2023 14:51:30.027573,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 375.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 29.166666666666668)","(8.0, 30.0, 23.759999999999998)"
12-01-2023 14:51:31.176542,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 375.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 29.166666666666668)","(8.0, 30.0, 23.759999999999998)"
12-01-2023 14:51:32.208409,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 375.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 29.166666666666668)","(8.0, 30.0, 23.759999999999998)"
12-01-2023 14:51:33.247900,"(3.2, 5.2, 3.64)","(5.0, 9.6, 5.933333333333334)","(91.0, 650.0, 375.0)","(3.3, 5.3, 3.861111111111111)","(3.2, 4.7, 3.83)","(21.0, 65.0, 29.166666666666668)","(8.0, 30.0, 23.759999999999998)"
