,Clase Azul,Spearhead Joe,Izuku Bale,Earn The Fizz,Elite Patty,Miss Belle,Milski,Dr Carlson
07-12-2022 14:02:51.546678,"(10.0, 34.0, 30.9)","(4.6, 7.2, 6.406666666666666)","(19.0, 60.0, 36.25)","(5.5, 9.6, 6.75)","(51.0, 370.0, 95.0)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 39.75)","(1.9, 2.7, 2.4266666666666667)"
07-12-2022 14:02:52.703135,"(10.0, 34.0, 30.9)","(4.6, 7.2, 6.406666666666666)","(19.0, 60.0, 36.25)","(5.5, 9.6, 6.75)","(51.0, 370.0, 95.0)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 39.75)","(1.9, 2.7, 2.416666666666667)"
07-12-2022 14:02:53.772643,"(10.0, 34.0, 30.9)","(4.6, 7.2, 6.406666666666666)","(19.0, 60.0, 36.25)","(5.5, 9.6, 8.333333333333332)","(51.0, 370.0, 95.0)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 39.75)","(1.9, 2.7, 2.416666666666667)"
07-12-2022 14:02:54.822497,"(10.0, 34.0, 30.9)","(4.6, 7.2, 6.406666666666666)","(19.0, 60.0, 36.25)","(5.5, 9.6, 6.75)","(51.0, 370.0, 95.0)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 39.75)","(1.9, 2.7, 2.416666666666667)"
07-12-2022 14:02:55.847795,"(10.0, 34.0, 30.9)","(4.6, 7.2, 6.406666666666666)","(19.0, 60.0, 36.25)","(5.5, 9.6, 6.75)","(51.0, 370.0, 95.0)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 39.75)","(1.9, 2.7, 2.416666666666667)"
07-12-2022 14:02:56.974660,"(10.0, 34.0, 30.9)","(4.6, 7.2, 6.406666666666666)","(19.0, 60.0, 36.25)","(5.5, 9.6, 6.384615384615384)","(51.0, 370.0, 95.0)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 39.75)","(1.9, 2.7, 2.416666666666667)"
07-12-2022 14:02:58.027359,"(10.0, 34.0, 30.9)","(4.6, 7.2, 6.406666666666666)","(19.0, 60.0, 36.25)","(5.5, 9.6, 6.384615384615384)","(51.0, 370.0, 95.0)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 39.75)","(1.9, 2.7, 2.416666666666667)"
07-12-2022 14:02:59.089967,"(10.0, 34.0, 30.9)","(4.6, 7.2, 6.406666666666666)","(19.0, 60.0, 36.25)","(5.5, 9.6, 8.333333333333332)","(51.0, 370.0, 95.0)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 39.75)","(1.9, 2.7, 2.416666666666667)"
07-12-2022 14:03:00.183398,"(10.0, 34.0, 30.9)","(4.6, 7.2, 6.406666666666666)","(19.0, 60.0, 36.25)","(5.5, 9.6, 6.75)","(51.0, 370.0, 95.0)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 39.75)","(1.9, 2.7, 2.416666666666667)"
07-12-2022 14:03:01.315920,"(10.0, 34.0, 30.9)","(4.6, 7.2, 6.406666666666666)","(19.0, 60.0, 36.25)","(5.5, 9.6, 6.384615384615384)","(51.0, 370.0, 95.0)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 39.75)","(1.9, 2.7, 2.416666666666667)"
07-12-2022 14:03:02.422935,"(10.0, 34.0, 30.9)","(4.6, 7.2, 6.406666666666666)","(19.0, 60.0, 36.25)","(5.5, 9.6, 6.384615384615384)","(51.0, 370.0, 95.0)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 39.75)","(1.9, 2.7, 2.416666666666667)"
07-12-2022 14:03:03.515778,"(10.0, 34.0, 30.9)","(4.6, 7.2, 6.406666666666666)","(19.0, 60.0, 36.25)","(5.5, 9.6, 6.384615384615384)","(51.0, 370.0, 95.0)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 39.75)","(1.9, 2.7, 2.416666666666667)"
07-12-2022 14:03:04.584735,"(10.0, 34.0, 30.9)","(4.6, 7.0, 6.357142857142857)","(19.0, 60.0, 36.25)","(5.5, 9.6, 8.333333333333332)","(51.0, 370.0, 95.0)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 39.75)","(1.9, 2.7, 2.416666666666667)"
07-12-2022 14:03:05.615793,"(10.0, 34.0, 30.9)","(4.6, 7.4, 6.6692307692307695)","(19.0, 60.0, 36.25)","(5.5, 9.6, 8.333333333333332)","(51.0, 370.0, 95.0)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 39.75)","(1.9, 2.7, 2.416666666666667)"
07-12-2022 14:03:06.705964,"(10.0, 34.0, 30.9)","(4.6, 7.4, 6.6692307692307695)","(19.0, 60.0, 36.25)","(5.5, 9.6, 6.75)","(51.0, 370.0, 95.0)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 39.75)","(1.9, 2.7, 2.416666666666667)"
07-12-2022 14:03:07.829054,"(10.0, 34.0, 30.9)","(4.6, 7.4, 6.6692307692307695)","(19.0, 60.0, 36.25)","(5.5, 9.6, 6.75)","(51.0, 370.0, 95.0)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 39.75)","(1.9, 2.7, 2.416666666666667)"
07-12-2022 14:03:08.915529,"(10.0, 34.0, 30.9)","(4.6, 7.4, 6.6692307692307695)","(19.0, 60.0, 36.25)","(5.5, 9.6, 6.75)","(51.0, 370.0, 95.0)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 39.75)","(1.9, 2.7, 2.416666666666667)"
07-12-2022 14:03:10.059180,"(10.0, 34.0, 30.9)","(4.6, 7.4, 6.6692307692307695)","(19.0, 60.0, 36.25)","(5.5, 9.6, 6.75)","(51.0, 370.0, 95.0)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 39.75)","(1.9, 2.7, 2.416666666666667)"
07-12-2022 14:03:11.148090,"(10.0, 34.0, 30.9)","(4.6, 7.4, 6.6692307692307695)","(19.0, 60.0, 36.25)","(5.5, 9.6, 8.333333333333332)","(51.0, 370.0, 95.0)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 39.75)","(1.9, 2.7, 2.416666666666667)"
07-12-2022 14:03:12.266594,"(10.0, 34.0, 30.9)","(4.6, 7.6, 6.122222222222222)","(19.0, 60.0, 36.25)","(5.5, 9.6, 8.333333333333332)","(51.0, 370.0, 95.0)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 39.75)","(1.9, 2.7, 2.416666666666667)"
07-12-2022 14:03:13.340595,"(10.0, 34.0, 30.9)","(4.6, 7.6, 6.122222222222222)","(19.0, 60.0, 36.25)","(5.5, 9.6, 8.333333333333332)","(51.0, 370.0, 95.0)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 39.75)","(1.9, 2.7, 2.416666666666667)"
07-12-2022 14:03:14.391345,"(10.0, 34.0, 30.9)","(4.6, 7.4, 6.6692307692307695)","(19.0, 60.0, 36.25)","(5.5, 9.6, 6.75)","(51.0, 370.0, 95.0)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 39.75)","(1.9, 2.7, 2.416666666666667)"
07-12-2022 14:03:15.434064,"(10.0, 34.0, 30.9)","(4.6, 7.4, 6.6692307692307695)","(19.0, 60.0, 36.25)","(5.5, 9.6, 6.75)","(51.0, 370.0, 95.0)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 39.75)","(1.9, 2.7, 2.416666666666667)"
07-12-2022 14:03:16.484280,"(10.0, 34.0, 30.9)","(4.6, 7.4, 6.6692307692307695)","(19.0, 60.0, 36.25)","(5.5, 9.6, 6.75)","(51.0, 370.0, 95.0)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 39.75)","(1.9, 2.7, 2.416666666666667)"
07-12-2022 14:03:17.562839,"(10.0, 34.0, 30.9)","(4.6, 7.4, 6.6692307692307695)","(19.0, 60.0, 36.25)","(5.5, 9.6, 8.333333333333332)","(51.0, 370.0, 95.0)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 39.75)","(1.9, 2.7, 2.416666666666667)"
07-12-2022 14:03:18.693925,"(10.0, 34.0, 30.9)","(4.6, 7.6, 6.122222222222222)","(19.0, 60.0, 36.25)","(5.5, 9.6, 8.333333333333332)","(51.0, 370.0, 117.5)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 39.75)","(1.9, 2.7, 2.416666666666667)"
07-12-2022 14:03:19.787926,"(10.0, 34.0, 30.9)","(4.6, 7.6, 6.122222222222222)","(19.0, 60.0, 36.25)","(5.5, 9.6, 6.75)","(51.0, 350.0, 140.0)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 39.75)","(1.9, 2.7, 2.416666666666667)"
07-12-2022 14:03:20.930120,"(10.0, 34.0, 30.9)","(4.6, 7.4, 6.6692307692307695)","(19.0, 60.0, 36.25)","(5.5, 9.6, 6.75)","(51.0, 340.0, 140.0)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 39.75)","(1.9, 2.7, 2.416666666666667)"
07-12-2022 14:03:22.010992,"(10.0, 34.0, 30.9)","(4.6, 7.4, 6.6692307692307695)","(19.0, 60.0, 36.25)","(5.5, 9.6, 8.333333333333332)","(51.0, 340.0, 140.0)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 39.75)","(1.9, 2.7, 2.416666666666667)"
07-12-2022 14:03:23.084109,"(10.0, 34.0, 30.9)","(4.6, 7.6, 6.122222222222222)","(19.0, 60.0, 36.25)","(5.5, 9.6, 8.333333333333332)","(51.0, 340.0, 140.0)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 39.75)","(1.9, 2.7, 2.416666666666667)"
07-12-2022 14:03:24.309470,"(10.0, 34.0, 30.9)","(4.6, 7.6, 6.122222222222222)","(19.0, 60.0, 36.25)","(5.5, 9.6, 8.333333333333332)","(51.0, 340.0, 140.0)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 39.75)","(1.9, 2.7, 2.43)"
07-12-2022 14:03:25.413822,"(10.0, 34.0, 30.9)","(4.6, 7.6, 6.122222222222222)","(19.0, 60.0, 36.25)","(5.5, 9.6, 6.75)","(51.0, 340.0, 140.0)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 39.75)","(1.9, 2.7, 2.43)"
07-12-2022 14:03:26.497297,"(10.0, 34.0, 30.9)","(4.6, 7.4, 6.6692307692307695)","(19.0, 60.0, 36.25)","(5.5, 9.6, 6.75)","(51.0, 340.0, 112.5)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 39.75)","(1.9, 2.7, 1.973157894736842)"
07-12-2022 14:03:27.559025,"(10.0, 34.0, 30.9)","(4.6, 7.4, 6.6692307692307695)","(19.0, 60.0, 36.25)","(5.5, 9.6, 6.75)","(51.0, 330.0, 136.66666666666669)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 39.75)","(1.9, 2.68, 2.4033333333333333)"
07-12-2022 14:03:28.756273,"(10.0, 34.0, 30.9)","(4.6, 7.4, 6.062962962962963)","(19.0, 60.0, 36.25)","(5.5, 9.6, 8.333333333333332)","(51.0, 330.0, 136.66666666666669)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 39.75)","(1.9, 2.66, 1.9652380952380952)"
07-12-2022 14:03:29.884811,"(10.0, 34.0, 30.9)","(4.6, 7.6, 6.122222222222222)","(19.0, 60.0, 36.25)","(5.5, 9.6, 8.333333333333332)","(51.0, 330.0, 136.66666666666669)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 39.75)","(1.9, 2.68, 2.39)"
07-12-2022 14:03:31.001400,"(10.0, 34.0, 30.9)","(4.6, 7.6, 6.122222222222222)","(19.0, 60.0, 36.25)","(5.5, 9.6, 6.75)","(51.0, 330.0, 136.66666666666669)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 24.444444444444443)","(1.9, 2.64, 2.39)"
07-12-2022 14:03:32.077943,"(10.0, 34.0, 30.9)","(4.6, 7.4, 6.6692307692307695)","(19.0, 60.0, 36.25)","(5.5, 9.6, 6.75)","(51.0, 330.0, 136.66666666666669)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 24.444444444444443)","(1.9, 2.64, 2.39)"
07-12-2022 14:03:33.226274,"(10.0, 34.0, 30.9)","(4.6, 7.4, 6.6692307692307695)","(19.0, 60.0, 39.44444444444444)","(5.5, 9.6, 8.333333333333332)","(51.0, 330.0, 136.66666666666669)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 24.444444444444443)","(1.9, 2.64, 2.39)"
07-12-2022 14:03:34.339456,"(10.0, 34.0, 30.9)","(4.6, 7.6, 6.122222222222222)","(19.0, 60.0, 39.44444444444444)","(5.5, 9.6, 8.333333333333332)","(51.0, 330.0, 136.66666666666669)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 24.444444444444443)","(1.9, 2.64, 2.39)"
07-12-2022 14:03:35.429935,"(10.0, 34.0, 30.9)","(4.6, 7.6, 6.122222222222222)","(19.0, 60.0, 39.44444444444444)","(5.5, 9.6, 8.333333333333332)","(51.0, 330.0, 136.66666666666669)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 24.444444444444443)","(1.9, 2.64, 2.39)"
07-12-2022 14:03:36.572756,"(10.0, 34.0, 30.9)","(4.6, 7.6, 6.122222222222222)","(19.0, 60.0, 29.166666666666668)","(5.5, 9.6, 6.75)","(51.0, 330.0, 136.66666666666669)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 24.444444444444443)","(1.9, 2.64, 2.39)"
07-12-2022 14:03:37.631237,"(10.0, 34.0, 30.9)","(4.6, 7.4, 6.6692307692307695)","(19.0, 60.0, 29.166666666666668)","(5.5, 9.6, 6.75)","(51.0, 330.0, 136.66666666666669)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 24.444444444444443)","(1.9, 2.64, 2.39)"
07-12-2022 14:03:38.802640,"(10.0, 34.0, 30.9)","(4.6, 7.4, 6.6692307692307695)","(19.0, 60.0, 29.166666666666668)","(5.5, 9.6, 6.75)","(51.0, 330.0, 136.66666666666669)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 24.444444444444443)","(1.9, 2.64, 2.39)"
07-12-2022 14:03:40.085807,"(10.0, 34.0, 30.9)","(4.6, 7.4, 6.122222222222222)","(19.0, 60.0, 29.166666666666668)","(5.5, 9.6, 8.333333333333332)","(51.0, 330.0, 136.66666666666669)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 24.444444444444443)","(1.9, 2.64, 2.43)"
07-12-2022 14:03:41.288100,"(10.0, 34.0, 30.9)","(4.6, 7.6, 6.122222222222222)","(19.0, 60.0, 29.166666666666668)","(5.5, 9.6, 8.333333333333332)","(51.0, 330.0, 136.66666666666669)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 24.444444444444443)","(1.9, 2.7, 2.43)"
07-12-2022 14:03:42.474809,"(10.0, 34.0, 30.9)","(4.6, 7.6, 6.122222222222222)","(19.0, 60.0, 29.166666666666668)","(5.5, 9.6, 6.75)","(51.0, 330.0, 136.66666666666669)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 24.444444444444443)","(1.9, 2.7, 2.43)"
07-12-2022 14:03:43.683281,"(10.0, 34.0, 30.9)","(4.6, 7.4, 6.6692307692307695)","(19.0, 60.0, 29.166666666666668)","(5.5, 9.6, 6.75)","(51.0, 330.0, 136.66666666666669)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 24.444444444444443)","(1.9, 2.7, 2.43)"
07-12-2022 14:03:44.868978,"(10.0, 34.0, 30.9)","(4.6, 7.4, 6.6692307692307695)","(19.0, 60.0, 29.166666666666668)","(5.5, 9.6, 6.384615384615384)","(51.0, 330.0, 136.66666666666669)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 24.444444444444443)","(1.9, 2.7, 2.43)"
07-12-2022 14:03:46.058473,"(10.0, 34.0, 30.9)","(4.6, 7.4, 6.344444444444445)","(19.0, 60.0, 29.166666666666668)","(5.5, 9.6, 6.75)","(51.0, 330.0, 136.66666666666669)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 24.444444444444443)","(1.9, 2.7, 2.43)"
07-12-2022 14:03:47.229533,"(10.0, 34.0, 30.9)","(4.6, 7.4, 6.6692307692307695)","(19.0, 60.0, 29.166666666666668)","(5.5, 9.6, 8.333333333333332)","(51.0, 330.0, 136.66666666666669)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 24.444444444444443)","(1.9, 2.7, 2.43)"
07-12-2022 14:03:48.299542,"(10.0, 34.0, 30.9)","(4.6, 7.6, 6.122222222222222)","(19.0, 60.0, 29.166666666666668)","(5.5, 9.6, 8.333333333333332)","(51.0, 330.0, 136.66666666666669)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 24.444444444444443)","(1.9, 2.7, 2.43)"
07-12-2022 14:03:49.352901,"(10.0, 34.0, 30.9)","(4.6, 7.6, 6.122222222222222)","(19.0, 60.0, 29.166666666666668)","(5.5, 9.6, 8.333333333333332)","(51.0, 330.0, 136.66666666666669)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 24.444444444444443)","(1.9, 2.7, 2.43)"
07-12-2022 14:03:50.483680,"(10.0, 34.0, 30.9)","(4.6, 7.4, 6.6692307692307695)","(19.0, 60.0, 29.166666666666668)","(5.5, 9.6, 6.75)","(51.0, 330.0, 136.66666666666669)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 24.444444444444443)","(1.9, 2.7, 2.43)"
07-12-2022 14:03:51.587144,"(10.0, 34.0, 30.9)","(4.6, 7.4, 6.6692307692307695)","(19.0, 60.0, 29.166666666666668)","(5.5, 9.6, 6.75)","(51.0, 330.0, 136.66666666666669)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 24.444444444444443)","(1.9, 2.7, 2.43)"
07-12-2022 14:03:52.651926,"(10.0, 34.0, 30.9)","(4.6, 7.4, 6.6692307692307695)","(19.0, 60.0, 29.166666666666668)","(5.5, 9.6, 6.75)","(51.0, 330.0, 136.66666666666669)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 24.444444444444443)","(1.9, 2.7, 2.43)"
07-12-2022 14:03:53.751541,"(10.0, 34.0, 30.9)","(4.6, 7.4, 6.6692307692307695)","(19.0, 60.0, 29.166666666666668)","(5.5, 9.6, 8.333333333333332)","(51.0, 330.0, 136.66666666666669)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 24.444444444444443)","(1.9, 2.7, 2.43)"
07-12-2022 14:03:54.991205,"(10.0, 34.0, 30.9)","(4.6, 7.6, 6.122222222222222)","(19.0, 60.0, 29.166666666666668)","(5.5, 9.6, 6.75)","(51.0, 330.0, 136.66666666666669)","(6.0, 9.8, 8.466666666666667)","(21.0, 60.0, 38.400000000000006)","(1.9, 2.7, 2.43)"
07-12-2022 14:03:56.129351,"(10.0, 34.0, 30.9)","(4.6, 7.4, 6.6692307692307695)","(19.0, 60.0, 29.166666666666668)","(5.5, 9.6, 6.116666666666666)","(51.0, 330.0, 164.28571428571428)","(6.0, 9.8, 9.55625)","(21.0, 60.0, 45.27272727272727)","(1.9, 2.7, 1.9967567567567568)"
07-12-2022 14:03:57.325363,"(10.0, 34.0, 30.9)","(4.6, 7.4, 5.8999999999999995)","(19.0, 60.0, 29.166666666666668)","(5.5, 9.6, 8.323076923076924)","(51.0, 330.0, 164.28571428571428)","(6.0, 9.8, 9.166666666666668)","(21.0, 60.0, 30.909090909090907)","(1.9, 2.68, 2.45)"
07-12-2022 14:03:58.377710,"(10.0, 34.0, 30.9)","(4.6, 7.4, 5.8999999999999995)","(19.0, 60.0, 29.166666666666668)","(5.5, 9.4, 8.323076923076924)","(51.0, 330.0, 84.21052631578948)","(6.0, 9.8, 9.233333333333334)","(21.0, 60.0, 38.666666666666664)","(1.9, 2.66, 2.420909090909091)"
07-12-2022 14:03:59.497193,"(10.0, 34.0, 30.9)","(4.6, 7.4, 6.257142857142857)","(19.0, 60.0, 29.166666666666668)","(5.5, 9.4, 8.323076923076924)","(51.0, 320.0, 242.5)","(6.0, 9.8, 9.233333333333334)","(21.0, 60.0, 31.636363636363637)","(1.9, 2.62, 2.3918181818181816)"
07-12-2022 14:04:00.574294,"(10.0, 34.0, 30.9)","(4.6, 7.6, 6.621212121212121)","(19.0, 60.0, 29.166666666666668)","(5.5, 9.4, 8.323076923076924)","(51.0, 310.0, 242.5)","(6.0, 9.8, 9.233333333333334)","(21.0, 60.0, 31.636363636363637)","(1.9, 2.58, 2.362727272727273)"
07-12-2022 14:04:01.757350,"(10.0, 34.0, 30.9)","(4.6, 7.6, 6.576923076923077)","(19.0, 60.0, 29.166666666666668)","(5.5, 9.4, 7.65)","(51.0, 310.0, 302.9473684210526)","(6.0, 9.8, 8.177777777777777)","(21.0, 60.0, 29.6)","(1.9, 2.54, 2.17546875)"
07-12-2022 14:04:02.974962,"(10.0, 34.0, 26.5)","(4.6, 7.4, 7.08421052631579)","(19.0, 60.0, 29.166666666666668)","(5.5, 9.4, 7.65)","(51.0, 310.0, 256.8)","(6.0, 9.6, 8.542857142857143)","(21.0, 60.0, 37.23076923076923)","(1.9, 2.52, 2.17546875)"
07-12-2022 14:04:04.074548,"(10.0, 34.0, 26.5)","(4.6, 7.4, 7.08421052631579)","(19.0, 60.0, 29.166666666666668)","(5.5, 9.4, 8.225)","(51.0, 310.0, 256.8)","(6.0, 9.4, 8.542857142857143)","(21.0, 60.0, 37.23076923076923)","(1.9, 2.52, 2.17546875)"
07-12-2022 14:04:05.071942,"(10.0, 34.0, 26.5)","(4.6, 7.4, 7.08421052631579)","(19.0, 60.0, 29.166666666666668)","(5.5, 9.0, 8.225)","(51.0, 310.0, 256.8)","(6.0, 9.4, 8.542857142857143)","(21.0, 60.0, 37.23076923076923)","(1.9, 2.52, 2.17546875)"
07-12-2022 14:04:06.084384,"(10.0, 34.0, 26.5)","(4.6, 7.6, 6.9)","(19.0, 60.0, 29.166666666666668)","(5.5, 9.0, 8.225)","(51.0, 310.0, 256.8)","(6.0, 9.4, 8.542857142857143)","(21.0, 60.0, 37.23076923076923)","(1.9, 2.52, 2.317)"
07-12-2022 14:04:07.027576,"(10.0, 34.0, 26.5)","(4.6, 7.6, 6.9)","(19.0, 60.0, 29.166666666666668)","(5.5, 9.0, 8.225)","(51.0, 310.0, 256.8)","(6.0, 9.4, 8.542857142857143)","(21.0, 60.0, 37.23076923076923)","(1.9, 2.5, 2.317)"
07-12-2022 14:04:08.280123,"(10.0, 34.0, 26.5)","(4.6, 7.6, 6.9)","(19.0, 60.0, 29.166666666666668)","(5.5, 9.0, 8.225)","(51.0, 310.0, 256.8)","(6.0, 9.4, 8.542857142857143)","(21.0, 60.0, 30.4)","(1.9, 2.48, 2.4403448275862067)"
07-12-2022 14:04:09.381924,"(10.0, 34.0, 26.5)","(4.6, 7.6, 6.9)","(19.0, 60.0, 29.166666666666668)","(5.5, 9.0, 8.4)","(51.0, 310.0, 256.8)","(6.0, 9.4, 8.899999999999999)","(21.0, 60.0, 37.84615384615385)","(1.9, 2.46, 2.3227272727272728)"
07-12-2022 14:04:10.533316,"(10.0, 34.0, 24.0)","(4.6, 7.6, 6.9)","(19.0, 60.0, 29.166666666666668)","(5.5, 9.0, 8.766666666666666)","(51.0, 310.0, 256.8)","(6.0, 9.6, 8.218181818181819)","(21.0, 60.0, 37.84615384615385)","(1.9, 2.4, 2.098888888888889)"
07-12-2022 14:04:11.792381,"(10.0, 34.0, 24.0)","(4.6, 7.8, 7.173913043478261)","(19.0, 75.0, 31.666666666666664)","(5.5, 9.0, 9.316666666666666)","(51.0, 310.0, 256.8)","(6.0, 9.4, 8.239999999999998)","(21.0, 60.0, 37.84615384615385)","(1.9, 2.36, 2.2718181818181815)"
07-12-2022 14:04:12.932968,"(10.0, 36.0, 22.4)","(4.6, 7.8, 7.173913043478261)","(19.0, 75.0, 31.666666666666664)","(5.5, 9.6, 9.316666666666666)","(51.0, 310.0, 256.8)","(6.0, 9.2, 7.699999999999999)","(21.0, 60.0, 37.84615384615385)","(1.9, 2.34, 2.214583333333333)"
07-12-2022 14:04:14.055636,"(10.0, 36.0, 33.57142857142857)","(4.6, 7.8, 7.061538461538461)","(19.0, 75.0, 31.666666666666664)","(5.5, 9.6, 9.316666666666666)","(51.0, 310.0, 256.8)","(6.0, 9.2, 7.266666666666667)","(21.0, 60.0, 46.5)","(1.9, 2.3, 2.205)"
07-12-2022 14:04:15.304371,"(10.0, 36.0, 33.57142857142857)","(4.6, 7.8, 7.444444444444445)","(19.0, 75.0, 31.666666666666664)","(5.5, 9.6, 8.96)","(51.0, 310.0, 256.8)","(6.0, 8.2, 7.266666666666667)","(21.0, 60.0, 47.0)","(1.9, 2.24, 2.0528358208955226)"
07-12-2022 14:04:16.465861,"(10.0, 36.0, 33.57142857142857)","(4.6, 7.8, 7.444444444444445)","(19.0, 75.0, 31.666666666666664)","(5.5, 9.6, 9.1)","(51.0, 310.0, 178.0)","(6.0, 8.2, 7.266666666666667)","(21.0, 70.0, 47.0)","(1.9, 2.22, 2.0298550724637683)"
07-12-2022 14:04:17.602640,"(10.0, 36.0, 33.57142857142857)","(4.6, 7.8, 7.444444444444445)","(19.0, 75.0, 31.666666666666664)","(5.5, 9.6, 7.482352941176471)","(51.0, 310.0, 178.0)","(6.0, 8.2, 7.266666666666667)","(21.0, 70.0, 47.0)","(1.9, 2.18, 2.0449056603773585)"
07-12-2022 14:04:18.676345,"(10.0, 36.0, 33.57142857142857)","(4.6, 7.8, 7.444444444444445)","(19.0, 75.0, 31.666666666666664)","(5.5, 9.6, 7.684210526315789)","(51.0, 310.0, 178.0)","(6.0, 8.2, 7.266666666666667)","(21.0, 70.0, 47.0)","(1.9, 2.14, 2.0852631578947367)"
07-12-2022 14:04:19.828333,"(10.0, 36.0, 33.33333333333333)","(4.6, 7.8, 7.444444444444445)","(19.0, 75.0, 31.666666666666664)","(5.5, 9.6, 8.1)","(51.0, 310.0, 178.0)","(6.0, 8.2, 7.6)","(21.0, 70.0, 47.0)","(1.9, 2.12, 2.0556756756756758)"
07-12-2022 14:04:20.936908,"(10.0, 36.0, 33.33333333333333)","(4.6, 8.0, 7.6)","(19.0, 75.0, 31.666666666666664)","(5.5, 9.6, 7.8769230769230765)","(51.0, 310.0, 134.0)","(6.0, 9.2, 7.6)","(21.0, 70.0, 47.0)","(1.9, 2.08, 2.012)"
07-12-2022 14:04:22.006447,"(10.0, 36.0, 33.33333333333333)","(4.6, 8.0, 7.6)","(19.0, 75.0, 31.666666666666664)","(5.5, 9.6, 7.8769230769230765)","(51.0, 310.0, 134.0)","(6.0, 9.2, 7.6)","(21.0, 70.0, 47.0)","(1.9, 2.08, 1.9955555555555555)"
07-12-2022 14:04:23.106518,"(10.0, 36.0, 33.33333333333333)","(4.6, 8.0, 7.6)","(19.0, 75.0, 31.666666666666664)","(5.5, 9.6, 9.133333333333333)","(51.0, 310.0, 269.38461538461536)","(6.0, 9.2, 8.6)","(21.0, 70.0, 47.0)","(1.9, 2.02, 1.9833333333333334)"
07-12-2022 14:04:24.200399,"(10.0, 36.0, 33.33333333333333)","(4.6, 8.0, 7.6)","(19.0, 75.0, 49.0)","(5.5, 9.6, 9.225)","(51.0, 310.0, 222.66666666666666)","(6.0, 9.2, 8.6)","(21.0, 70.0, 47.0)","(1.9, 2.02, 1.9649999999999999)"
