,Iggy Bigs,Avasarala,Judys Ms Officer,Keepmeinthe Moment,Marys Last Song,Rare Action Attack,Chrome Attack,Journeyist,Maureenlovesfrank
143,"[datetime.datetime(2022, 11, 28, 9, 52, 59, 466728), 5.5, 5.4]","[datetime.datetime(2022, 11, 28, 9, 52, 59, 467730), 17.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 52, 59, 467730), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 52, 59, 467730), 1.8, 2.02]","[datetime.datetime(2022, 11, 28, 9, 52, 59, 467730), 14.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 52, 59, 467730), 31.0, 420.0]","[datetime.datetime(2022, 11, 28, 9, 52, 59, 467730), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 9, 52, 59, 467730), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 9, 52, 59, 467730), 4.6, 7.0]"
144,"[datetime.datetime(2022, 11, 28, 9, 53, 0, 616413), 5.5, 5.4]","[datetime.datetime(2022, 11, 28, 9, 53, 0, 616413), 17.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 53, 0, 616413), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 53, 0, 616413), 1.8, 2.0]","[datetime.datetime(2022, 11, 28, 9, 53, 0, 616413), 14.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 53, 0, 616413), 31.0, 420.0]","[datetime.datetime(2022, 11, 28, 9, 53, 0, 616413), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 9, 53, 0, 616413), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 9, 53, 0, 616413), 4.6, 7.0]"
145,"[datetime.datetime(2022, 11, 28, 9, 53, 1, 768306), 5.5, 5.4]","[datetime.datetime(2022, 11, 28, 9, 53, 1, 768306), 17.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 53, 1, 768306), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 53, 1, 768306), 1.8, 2.0]","[datetime.datetime(2022, 11, 28, 9, 53, 1, 768306), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 53, 1, 768306), 31.0, 420.0]","[datetime.datetime(2022, 11, 28, 9, 53, 1, 768306), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 9, 53, 1, 768306), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 9, 53, 1, 768306), 4.6, 7.0]"
146,"[datetime.datetime(2022, 11, 28, 9, 53, 2, 926674), 5.5, 5.4]","[datetime.datetime(2022, 11, 28, 9, 53, 2, 926674), 17.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 53, 2, 926674), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 53, 2, 926674), 1.8, 2.0]","[datetime.datetime(2022, 11, 28, 9, 53, 2, 926674), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 53, 2, 926674), 31.0, 420.0]","[datetime.datetime(2022, 11, 28, 9, 53, 2, 926674), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 9, 53, 2, 926674), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 9, 53, 2, 926674), 4.6, 7.0]"
147,"[datetime.datetime(2022, 11, 28, 9, 53, 4, 75751), 5.5, 5.4]","[datetime.datetime(2022, 11, 28, 9, 53, 4, 75751), 17.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 53, 4, 75751), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 53, 4, 75751), 1.8, 2.0]","[datetime.datetime(2022, 11, 28, 9, 53, 4, 75751), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 53, 4, 75751), 31.0, 420.0]","[datetime.datetime(2022, 11, 28, 9, 53, 4, 75751), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 9, 53, 4, 75751), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 9, 53, 4, 75751), 4.6, 7.0]"
148,"[datetime.datetime(2022, 11, 28, 9, 53, 5, 227211), 5.5, 5.4]","[datetime.datetime(2022, 11, 28, 9, 53, 5, 227211), 17.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 53, 5, 227211), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 53, 5, 227211), 1.8, 2.0]","[datetime.datetime(2022, 11, 28, 9, 53, 5, 227211), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 53, 5, 227211), 31.0, 420.0]","[datetime.datetime(2022, 11, 28, 9, 53, 5, 227211), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 9, 53, 5, 227211), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 9, 53, 5, 227211), 4.6, 7.0]"
149,"[datetime.datetime(2022, 11, 28, 9, 53, 6, 382086), 5.5, 5.4]","[datetime.datetime(2022, 11, 28, 9, 53, 6, 382086), 17.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 53, 6, 382086), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 53, 6, 382086), 1.8, 2.0]","[datetime.datetime(2022, 11, 28, 9, 53, 6, 382086), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 53, 6, 382086), 31.0, 420.0]","[datetime.datetime(2022, 11, 28, 9, 53, 6, 382086), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 9, 53, 6, 382086), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 9, 53, 6, 382086), 4.6, 7.0]"
150,"[datetime.datetime(2022, 11, 28, 9, 53, 7, 545481), 5.5, 5.4]","[datetime.datetime(2022, 11, 28, 9, 53, 7, 545481), 17.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 53, 7, 545481), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 53, 7, 545481), 1.8, 2.0]","[datetime.datetime(2022, 11, 28, 9, 53, 7, 545481), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 9, 53, 7, 545481), 31.0, 420.0]","[datetime.datetime(2022, 11, 28, 9, 53, 7, 545481), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 9, 53, 7, 545481), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 9, 53, 7, 545481), 4.6, 7.0]"
151,"[datetime.datetime(2022, 11, 28, 9, 53, 8, 704930), 5.5, 5.4]","[datetime.datetime(2022, 11, 28, 9, 53, 8, 704930), 17.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 53, 8, 704930), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 53, 8, 704930), 1.8, 2.02]","[datetime.datetime(2022, 11, 28, 9, 53, 8, 704930), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 9, 53, 8, 704930), 31.0, 420.0]","[datetime.datetime(2022, 11, 28, 9, 53, 8, 704930), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 9, 53, 8, 704930), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 9, 53, 8, 704930), 4.6, 7.0]"
152,"[datetime.datetime(2022, 11, 28, 9, 53, 9, 857294), 5.5, 5.4]","[datetime.datetime(2022, 11, 28, 9, 53, 9, 858294), 17.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 53, 9, 858294), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 53, 9, 858294), 1.8, 2.02]","[datetime.datetime(2022, 11, 28, 9, 53, 9, 858294), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 9, 53, 9, 858294), 31.0, 420.0]","[datetime.datetime(2022, 11, 28, 9, 53, 9, 858294), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 9, 53, 9, 858294), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 9, 53, 9, 858294), 4.6, 7.0]"
153,"[datetime.datetime(2022, 11, 28, 9, 53, 11, 7450), 5.5, 5.4]","[datetime.datetime(2022, 11, 28, 9, 53, 11, 8451), 17.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 53, 11, 8451), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 53, 11, 8451), 1.8, 2.02]","[datetime.datetime(2022, 11, 28, 9, 53, 11, 8451), 14.0, 28.0]","[datetime.datetime(2022, 11, 28, 9, 53, 11, 8451), 31.0, 420.0]","[datetime.datetime(2022, 11, 28, 9, 53, 11, 8451), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 9, 53, 11, 8451), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 9, 53, 11, 8451), 4.6, 7.0]"
154,"[datetime.datetime(2022, 11, 28, 9, 53, 12, 161828), 5.5, 5.4]","[datetime.datetime(2022, 11, 28, 9, 53, 12, 161828), 17.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 53, 12, 161828), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 53, 12, 161828), 1.8, 2.02]","[datetime.datetime(2022, 11, 28, 9, 53, 12, 161828), 14.0, 28.0]","[datetime.datetime(2022, 11, 28, 9, 53, 12, 161828), 31.0, 420.0]","[datetime.datetime(2022, 11, 28, 9, 53, 12, 161828), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 9, 53, 12, 161828), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 9, 53, 12, 161828), 4.6, 7.0]"
155,"[datetime.datetime(2022, 11, 28, 9, 53, 13, 302468), 5.5, 5.4]","[datetime.datetime(2022, 11, 28, 9, 53, 13, 302468), 17.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 53, 13, 302468), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 53, 13, 302468), 1.8, 2.02]","[datetime.datetime(2022, 11, 28, 9, 53, 13, 302468), 14.0, 28.0]","[datetime.datetime(2022, 11, 28, 9, 53, 13, 302468), 31.0, 420.0]","[datetime.datetime(2022, 11, 28, 9, 53, 13, 302468), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 9, 53, 13, 302468), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 9, 53, 13, 302468), 4.6, 7.0]"
156,"[datetime.datetime(2022, 11, 28, 9, 53, 14, 450613), 5.5, 5.4]","[datetime.datetime(2022, 11, 28, 9, 53, 14, 450613), 17.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 53, 14, 450613), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 53, 14, 450613), 1.8, 2.02]","[datetime.datetime(2022, 11, 28, 9, 53, 14, 450613), 14.0, 28.0]","[datetime.datetime(2022, 11, 28, 9, 53, 14, 450613), 31.0, 420.0]","[datetime.datetime(2022, 11, 28, 9, 53, 14, 450613), 21.0, 50.0]","[datetime.datetime(2022, 11, 28, 9, 53, 14, 450613), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 9, 53, 14, 450613), 4.6, 7.0]"
157,"[datetime.datetime(2022, 11, 28, 9, 53, 15, 604049), 5.5, 5.4]","[datetime.datetime(2022, 11, 28, 9, 53, 15, 605049), 17.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 53, 15, 605049), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 53, 15, 605049), 1.8, 2.02]","[datetime.datetime(2022, 11, 28, 9, 53, 15, 605049), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 53, 15, 605049), 31.0, 420.0]","[datetime.datetime(2022, 11, 28, 9, 53, 15, 605049), 21.0, 44.0]","[datetime.datetime(2022, 11, 28, 9, 53, 15, 605049), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 9, 53, 15, 605049), 4.6, 7.0]"
158,"[datetime.datetime(2022, 11, 28, 9, 53, 16, 750730), 5.5, 5.4]","[datetime.datetime(2022, 11, 28, 9, 53, 16, 750730), 17.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 53, 16, 750730), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 53, 16, 750730), 1.8, 2.02]","[datetime.datetime(2022, 11, 28, 9, 53, 16, 750730), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 53, 16, 750730), 31.0, 410.0]","[datetime.datetime(2022, 11, 28, 9, 53, 16, 750730), 21.0, 44.0]","[datetime.datetime(2022, 11, 28, 9, 53, 16, 750730), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 9, 53, 16, 750730), 4.6, 7.0]"
159,"[datetime.datetime(2022, 11, 28, 9, 53, 17, 897094), 5.5, 5.4]","[datetime.datetime(2022, 11, 28, 9, 53, 17, 897094), 17.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 53, 17, 897094), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 53, 17, 897094), 1.8, 2.02]","[datetime.datetime(2022, 11, 28, 9, 53, 17, 897094), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 53, 17, 897094), 31.0, 410.0]","[datetime.datetime(2022, 11, 28, 9, 53, 17, 897094), 21.0, 44.0]","[datetime.datetime(2022, 11, 28, 9, 53, 17, 897094), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 9, 53, 17, 897094), 4.6, 7.0]"
160,"[datetime.datetime(2022, 11, 28, 9, 53, 19, 42838), 5.5, 5.4]","[datetime.datetime(2022, 11, 28, 9, 53, 19, 42838), 17.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 53, 19, 42838), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 53, 19, 42838), 1.8, 2.02]","[datetime.datetime(2022, 11, 28, 9, 53, 19, 42838), 14.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 53, 19, 42838), 31.0, 410.0]","[datetime.datetime(2022, 11, 28, 9, 53, 19, 42838), 21.0, 44.0]","[datetime.datetime(2022, 11, 28, 9, 53, 19, 42838), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 9, 53, 19, 42838), 4.6, 7.0]"
161,"[datetime.datetime(2022, 11, 28, 9, 53, 20, 191884), 5.5, 5.4]","[datetime.datetime(2022, 11, 28, 9, 53, 20, 191884), 17.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 53, 20, 191884), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 53, 20, 191884), 1.8, 2.02]","[datetime.datetime(2022, 11, 28, 9, 53, 20, 191884), 14.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 53, 20, 191884), 31.0, 410.0]","[datetime.datetime(2022, 11, 28, 9, 53, 20, 191884), 21.0, 44.0]","[datetime.datetime(2022, 11, 28, 9, 53, 20, 191884), 14.0, 24.0]","[datetime.datetime(2022, 11, 28, 9, 53, 20, 191884), 4.6, 7.0]"
162,"[datetime.datetime(2022, 11, 28, 9, 53, 21, 346049), 5.5, 5.4]","[datetime.datetime(2022, 11, 28, 9, 53, 21, 347051), 17.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 53, 21, 347051), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 53, 21, 347051), 1.8, 2.02]","[datetime.datetime(2022, 11, 28, 9, 53, 21, 347051), 14.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 53, 21, 347051), 31.0, 410.0]","[datetime.datetime(2022, 11, 28, 9, 53, 21, 347051), 21.0, 44.0]","[datetime.datetime(2022, 11, 28, 9, 53, 21, 347051), 14.0, 24.0]","[datetime.datetime(2022, 11, 28, 9, 53, 21, 347051), 4.6, 7.0]"
163,"[datetime.datetime(2022, 11, 28, 9, 53, 22, 548020), 5.5, 5.4]","[datetime.datetime(2022, 11, 28, 9, 53, 22, 548020), 17.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 53, 22, 548020), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 53, 22, 548020), 1.8, 2.04]","[datetime.datetime(2022, 11, 28, 9, 53, 22, 548020), 14.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 53, 22, 548020), 31.0, 410.0]","[datetime.datetime(2022, 11, 28, 9, 53, 22, 548020), 21.0, 44.0]","[datetime.datetime(2022, 11, 28, 9, 53, 22, 548020), 14.0, 24.0]","[datetime.datetime(2022, 11, 28, 9, 53, 22, 548020), 4.6, 7.0]"
164,"[datetime.datetime(2022, 11, 28, 9, 53, 23, 733220), 5.5, 5.4]","[datetime.datetime(2022, 11, 28, 9, 53, 23, 733220), 17.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 53, 23, 733220), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 53, 23, 733220), 1.8, 2.04]","[datetime.datetime(2022, 11, 28, 9, 53, 23, 733220), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 9, 53, 23, 733220), 31.0, 410.0]","[datetime.datetime(2022, 11, 28, 9, 53, 23, 733220), 21.0, 44.0]","[datetime.datetime(2022, 11, 28, 9, 53, 23, 733220), 14.0, 24.0]","[datetime.datetime(2022, 11, 28, 9, 53, 23, 733220), 4.6, 7.0]"
165,"[datetime.datetime(2022, 11, 28, 9, 53, 24, 953526), 5.5, 5.4]","[datetime.datetime(2022, 11, 28, 9, 53, 24, 954526), 17.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 53, 24, 954526), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 53, 24, 954526), 1.8, 2.04]","[datetime.datetime(2022, 11, 28, 9, 53, 24, 954526), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 9, 53, 24, 954526), 31.0, 410.0]","[datetime.datetime(2022, 11, 28, 9, 53, 24, 954526), 21.0, 44.0]","[datetime.datetime(2022, 11, 28, 9, 53, 24, 954526), 14.0, 24.0]","[datetime.datetime(2022, 11, 28, 9, 53, 24, 954526), 4.6, 7.0]"
166,"[datetime.datetime(2022, 11, 28, 9, 53, 26, 135028), 5.5, 5.4]","[datetime.datetime(2022, 11, 28, 9, 53, 26, 135028), 17.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 53, 26, 135028), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 53, 26, 135028), 1.8, 2.04]","[datetime.datetime(2022, 11, 28, 9, 53, 26, 135028), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 9, 53, 26, 135028), 31.0, 410.0]","[datetime.datetime(2022, 11, 28, 9, 53, 26, 135028), 21.0, 44.0]","[datetime.datetime(2022, 11, 28, 9, 53, 26, 135028), 14.0, 24.0]","[datetime.datetime(2022, 11, 28, 9, 53, 26, 135028), 4.6, 7.0]"
167,"[datetime.datetime(2022, 11, 28, 9, 53, 27, 324055), 5.5, 5.3]","[datetime.datetime(2022, 11, 28, 9, 53, 27, 325054), 17.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 53, 27, 325054), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 53, 27, 325054), 1.8, 2.04]","[datetime.datetime(2022, 11, 28, 9, 53, 27, 325054), 14.0, 28.0]","[datetime.datetime(2022, 11, 28, 9, 53, 27, 325054), 31.0, 410.0]","[datetime.datetime(2022, 11, 28, 9, 53, 27, 325054), 21.0, 42.0]","[datetime.datetime(2022, 11, 28, 9, 53, 27, 325054), 14.0, 24.0]","[datetime.datetime(2022, 11, 28, 9, 53, 27, 325054), 4.6, 7.0]"
168,"[datetime.datetime(2022, 11, 28, 9, 53, 28, 495635), 5.5, 5.3]","[datetime.datetime(2022, 11, 28, 9, 53, 28, 495635), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 53, 28, 495635), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 53, 28, 495635), 1.8, 2.04]","[datetime.datetime(2022, 11, 28, 9, 53, 28, 495635), 14.0, 28.0]","[datetime.datetime(2022, 11, 28, 9, 53, 28, 495635), 31.0, 410.0]","[datetime.datetime(2022, 11, 28, 9, 53, 28, 495635), 21.0, 42.0]","[datetime.datetime(2022, 11, 28, 9, 53, 28, 495635), 14.0, 24.0]","[datetime.datetime(2022, 11, 28, 9, 53, 28, 495635), 4.6, 7.0]"
169,"[datetime.datetime(2022, 11, 28, 9, 53, 29, 643728), 5.5, 5.3]","[datetime.datetime(2022, 11, 28, 9, 53, 29, 643728), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 53, 29, 643728), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 53, 29, 643728), 1.8, 2.04]","[datetime.datetime(2022, 11, 28, 9, 53, 29, 643728), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 53, 29, 643728), 31.0, 410.0]","[datetime.datetime(2022, 11, 28, 9, 53, 29, 643728), 21.0, 42.0]","[datetime.datetime(2022, 11, 28, 9, 53, 29, 643728), 14.0, 24.0]","[datetime.datetime(2022, 11, 28, 9, 53, 29, 643728), 4.6, 7.0]"
170,"[datetime.datetime(2022, 11, 28, 9, 53, 30, 809929), 5.5, 5.3]","[datetime.datetime(2022, 11, 28, 9, 53, 30, 809929), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 53, 30, 809929), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 53, 30, 809929), 1.8, 2.04]","[datetime.datetime(2022, 11, 28, 9, 53, 30, 809929), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 53, 30, 809929), 31.0, 410.0]","[datetime.datetime(2022, 11, 28, 9, 53, 30, 809929), 21.0, 42.0]","[datetime.datetime(2022, 11, 28, 9, 53, 30, 809929), 14.0, 24.0]","[datetime.datetime(2022, 11, 28, 9, 53, 30, 809929), 4.6, 7.0]"
171,"[datetime.datetime(2022, 11, 28, 9, 53, 31, 976124), 5.5, 5.3]","[datetime.datetime(2022, 11, 28, 9, 53, 31, 976124), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 53, 31, 976124), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 53, 31, 976124), 1.8, 2.04]","[datetime.datetime(2022, 11, 28, 9, 53, 31, 976124), 14.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 53, 31, 976124), 31.0, 450.0]","[datetime.datetime(2022, 11, 28, 9, 53, 31, 976124), 21.0, 42.0]","[datetime.datetime(2022, 11, 28, 9, 53, 31, 976124), 14.0, 24.0]","[datetime.datetime(2022, 11, 28, 9, 53, 31, 976124), 4.6, 7.0]"
172,"[datetime.datetime(2022, 11, 28, 9, 53, 33, 195044), 5.5, 5.3]","[datetime.datetime(2022, 11, 28, 9, 53, 33, 195044), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 53, 33, 195044), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 53, 33, 195044), 1.8, 2.04]","[datetime.datetime(2022, 11, 28, 9, 53, 33, 195044), 14.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 53, 33, 195044), 31.0, 420.0]","[datetime.datetime(2022, 11, 28, 9, 53, 33, 195044), 21.0, 42.0]","[datetime.datetime(2022, 11, 28, 9, 53, 33, 195044), 14.0, 24.0]","[datetime.datetime(2022, 11, 28, 9, 53, 33, 195044), 4.6, 7.0]"
173,"[datetime.datetime(2022, 11, 28, 9, 53, 34, 361473), 5.5, 5.3]","[datetime.datetime(2022, 11, 28, 9, 53, 34, 361473), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 53, 34, 361473), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 53, 34, 361473), 1.8, 2.04]","[datetime.datetime(2022, 11, 28, 9, 53, 34, 361473), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 9, 53, 34, 361473), 31.0, 420.0]","[datetime.datetime(2022, 11, 28, 9, 53, 34, 361473), 21.0, 42.0]","[datetime.datetime(2022, 11, 28, 9, 53, 34, 361473), 14.0, 24.0]","[datetime.datetime(2022, 11, 28, 9, 53, 34, 361473), 4.6, 7.0]"
174,"[datetime.datetime(2022, 11, 28, 9, 53, 35, 582773), 5.5, 5.3]","[datetime.datetime(2022, 11, 28, 9, 53, 35, 583770), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 53, 35, 583770), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 53, 35, 583770), 1.8, 2.04]","[datetime.datetime(2022, 11, 28, 9, 53, 35, 583770), 14.0, 29.0]","[datetime.datetime(2022, 11, 28, 9, 53, 35, 583770), 31.0, 420.0]","[datetime.datetime(2022, 11, 28, 9, 53, 35, 583770), 21.0, 42.0]","[datetime.datetime(2022, 11, 28, 9, 53, 35, 583770), 14.0, 24.0]","[datetime.datetime(2022, 11, 28, 9, 53, 35, 583770), 4.6, 7.0]"
175,"[datetime.datetime(2022, 11, 28, 9, 53, 36, 748384), 5.5, 5.3]","[datetime.datetime(2022, 11, 28, 9, 53, 36, 748384), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 53, 36, 748384), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 53, 36, 748384), 1.8, 2.06]","[datetime.datetime(2022, 11, 28, 9, 53, 36, 748384), 14.0, 28.0]","[datetime.datetime(2022, 11, 28, 9, 53, 36, 748384), 31.0, 420.0]","[datetime.datetime(2022, 11, 28, 9, 53, 36, 748384), 21.0, 42.0]","[datetime.datetime(2022, 11, 28, 9, 53, 36, 748384), 14.0, 24.0]","[datetime.datetime(2022, 11, 28, 9, 53, 36, 748384), 4.8, 7.0]"
176,"[datetime.datetime(2022, 11, 28, 9, 53, 37, 922198), 5.5, 5.3]","[datetime.datetime(2022, 11, 28, 9, 53, 37, 922198), 17.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 53, 37, 922198), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 53, 37, 922198), 1.8, 2.06]","[datetime.datetime(2022, 11, 28, 9, 53, 37, 922198), 14.0, 28.0]","[datetime.datetime(2022, 11, 28, 9, 53, 37, 922198), 31.0, 420.0]","[datetime.datetime(2022, 11, 28, 9, 53, 37, 922198), 21.0, 42.0]","[datetime.datetime(2022, 11, 28, 9, 53, 37, 922198), 14.0, 24.0]","[datetime.datetime(2022, 11, 28, 9, 53, 37, 922198), 4.8, 7.0]"
177,"[datetime.datetime(2022, 11, 28, 9, 53, 39, 93940), 5.5, 5.3]","[datetime.datetime(2022, 11, 28, 9, 53, 39, 93940), 17.0, 50.0]","[datetime.datetime(2022, 11, 28, 9, 53, 39, 93940), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 53, 39, 93940), 1.8, 2.06]","[datetime.datetime(2022, 11, 28, 9, 53, 39, 93940), 16.0, 27.0]","[datetime.datetime(2022, 11, 28, 9, 53, 39, 93940), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 9, 53, 39, 93940), 21.0, 42.0]","[datetime.datetime(2022, 11, 28, 9, 53, 39, 93940), 14.0, 24.0]","[datetime.datetime(2022, 11, 28, 9, 53, 39, 93940), 5.0, 7.0]"
178,"[datetime.datetime(2022, 11, 28, 9, 53, 40, 266512), 5.0, 5.3]","[datetime.datetime(2022, 11, 28, 9, 53, 40, 266512), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 9, 53, 40, 266512), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 53, 40, 266512), 1.8, 2.06]","[datetime.datetime(2022, 11, 28, 9, 53, 40, 266512), 16.0, 27.0]","[datetime.datetime(2022, 11, 28, 9, 53, 40, 266512), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 9, 53, 40, 266512), 21.0, 42.0]","[datetime.datetime(2022, 11, 28, 9, 53, 40, 266512), 14.0, 24.0]","[datetime.datetime(2022, 11, 28, 9, 53, 40, 266512), 5.0, 7.0]"
