,Goldstar Larson,Homebush Archie,Trousseau,Off Grid,Young Romeo,Made The Cut,Diamond Harmony
05-01-2023 13:40:00.052648,"(3.7, 5.0, 4.742857142857143)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 8.0)","(4.8, 7.4, 5.32)","(4.2, 4.9, 4.4556818181818185)","(6.0, 8.8, 7.6521739130434785)","(6.5, 11.0, 9.472727272727273)"
05-01-2023 13:40:01.007555,"(3.7, 5.0, 4.742857142857143)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 8.0)","(4.8, 7.4, 5.32)","(4.2, 4.8, 4.762499999999999)","(6.0, 8.8, 7.6521739130434785)","(6.5, 11.0, 10.2)"
05-01-2023 13:40:02.057832,"(3.7, 5.0, 4.742857142857143)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 5.777777777777779)","(4.8, 7.4, 5.8)","(4.2, 4.8, 4.496052631578947)","(6.0, 8.8, 7.6521739130434785)","(6.5, 11.0, 10.236363636363636)"
05-01-2023 13:40:02.997927,"(3.7, 5.0, 4.742857142857143)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 5.777777777777779)","(4.8, 7.2, 5.8)","(4.2, 4.8, 4.496052631578947)","(6.0, 8.8, 7.6521739130434785)","(6.5, 11.0, 7.8)"
05-01-2023 13:40:03.915226,"(3.7, 5.0, 4.742857142857143)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 5.777777777777779)","(4.8, 7.0, 5.4875)","(4.2, 4.8, 4.496052631578947)","(6.0, 8.8, 8.0)","(6.5, 11.0, 7.8)"
05-01-2023 13:40:04.886495,"(3.7, 5.0, 4.742857142857143)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 5.777777777777779)","(4.8, 7.0, 5.4875)","(3.9, 4.8, 4.496052631578947)","(6.0, 8.8, 8.0)","(6.5, 11.0, 7.8)"
05-01-2023 13:40:05.903215,"(3.7, 5.0, 4.742857142857143)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 5.777777777777779)","(4.8, 7.0, 5.4875)","(3.9, 4.8, 4.625396825396825)","(6.0, 8.8, 8.0)","(6.5, 11.0, 7.8)"
05-01-2023 13:40:06.857664,"(3.7, 5.0, 4.742857142857143)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 5.777777777777779)","(4.8, 7.0, 5.4875)","(3.9, 4.8, 4.625396825396825)","(6.0, 8.8, 8.0)","(6.5, 11.0, 7.8)"
05-01-2023 13:40:07.843948,"(3.7, 5.0, 4.469230769230769)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 5.777777777777779)","(4.8, 7.0, 5.4875)","(3.9, 4.8, 4.257142857142857)","(6.0, 8.8, 8.0)","(6.5, 11.0, 7.346153846153846)"
05-01-2023 13:40:08.781415,"(3.7, 4.6, 4.225)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 5.777777777777779)","(4.8, 7.0, 5.4875)","(3.9, 4.8, 4.257142857142857)","(6.0, 8.8, 8.0)","(6.5, 11.5, 7.346153846153846)"
05-01-2023 13:40:09.718184,"(3.7, 4.6, 4.38125)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 5.777777777777779)","(4.8, 7.0, 5.4875)","(3.9, 4.8, 4.257142857142857)","(6.0, 8.8, 8.0)","(6.5, 11.5, 7.346153846153846)"
05-01-2023 13:40:10.682713,"(3.7, 4.6, 4.39)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 5.777777777777779)","(4.8, 7.0, 5.4875)","(3.9, 4.8, 4.257142857142857)","(6.0, 8.8, 8.0)","(6.5, 11.5, 7.346153846153846)"
05-01-2023 13:40:11.663448,"(3.7, 4.6, 3.9875)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 7.36842105263158)","(4.8, 7.0, 5.4875)","(3.9, 4.8, 4.365714285714286)","(6.0, 8.8, 8.023529411764706)","(6.5, 11.5, 7.346153846153846)"
05-01-2023 13:40:12.826144,"(3.7, 4.6, 3.9875)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 7.040000000000001)","(4.8, 7.0, 5.142307692307693)","(3.9, 4.8, 3.975)","(6.0, 8.8, 7.3882352941176475)","(6.5, 11.5, 7.346153846153846)"
05-01-2023 13:40:13.791807,"(3.7, 5.0, 4.6117647058823525)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 7.040000000000001)","(4.8, 7.0, 5.142307692307693)","(3.9, 4.8, 3.940909090909091)","(6.0, 8.8, 7.3882352941176475)","(6.5, 11.5, 9.152173913043478)"
05-01-2023 13:40:14.785184,"(3.7, 5.0, 4.6117647058823525)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 7.040000000000001)","(4.8, 7.0, 5.142307692307693)","(3.9, 4.8, 4.3)","(6.0, 8.8, 7.3882352941176475)","(6.5, 11.5, 9.933333333333334)"
05-01-2023 13:40:15.736027,"(3.7, 5.0, 4.6117647058823525)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 7.040000000000001)","(4.8, 7.0, 5.142307692307693)","(3.9, 4.7, 4.3)","(6.0, 8.8, 7.3882352941176475)","(6.5, 11.0, 9.933333333333334)"
05-01-2023 13:40:16.644775,"(3.7, 5.0, 4.6117647058823525)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 7.040000000000001)","(4.8, 7.0, 5.142307692307693)","(3.9, 4.7, 4.3)","(6.0, 8.8, 7.3882352941176475)","(6.5, 11.0, 9.933333333333334)"
05-01-2023 13:40:17.541466,"(3.7, 5.0, 4.6117647058823525)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 7.040000000000001)","(4.8, 7.0, 5.019444444444445)","(3.9, 4.7, 4.3)","(6.0, 8.8, 7.3882352941176475)","(6.5, 11.0, 10.36)"
05-01-2023 13:40:18.417210,"(3.7, 5.0, 4.6117647058823525)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 7.040000000000001)","(4.8, 7.0, 5.019444444444445)","(3.9, 4.7, 4.3)","(6.0, 8.8, 7.3882352941176475)","(6.5, 11.0, 10.36)"
05-01-2023 13:40:19.346851,"(3.7, 5.0, 4.6117647058823525)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 7.040000000000001)","(4.8, 7.0, 5.019444444444445)","(3.9, 4.7, 4.3)","(6.0, 8.8, 7.3882352941176475)","(6.5, 11.0, 9.56)"
05-01-2023 13:40:20.215027,"(3.7, 5.0, 4.6117647058823525)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 7.040000000000001)","(4.8, 7.0, 5.260975609756097)","(3.9, 4.7, 4.3)","(6.0, 8.8, 7.3882352941176475)","(6.5, 11.0, 9.56)"
05-01-2023 13:40:21.170147,"(3.7, 5.0, 4.6117647058823525)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 7.040000000000001)","(4.8, 6.6, 5.9)","(3.9, 4.7, 4.3)","(6.0, 8.8, 7.3882352941176475)","(6.5, 11.0, 9.56)"
05-01-2023 13:40:22.050861,"(3.7, 5.0, 4.6117647058823525)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 7.040000000000001)","(4.8, 6.6, 5.9)","(3.9, 4.7, 4.3)","(6.0, 8.8, 7.3882352941176475)","(6.5, 11.0, 8.694736842105263)"
05-01-2023 13:40:22.977201,"(3.7, 5.0, 4.6117647058823525)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 7.784615384615385)","(4.8, 6.6, 5.65)","(3.9, 4.7, 4.014285714285714)","(6.0, 8.8, 7.3882352941176475)","(6.5, 11.5, 8.694736842105263)"
05-01-2023 13:40:23.964051,"(3.7, 5.0, 4.7555555555555555)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 5.955555555555556)","(4.8, 6.6, 5.65)","(3.9, 4.7, 4.014285714285714)","(6.0, 8.8, 7.3882352941176475)","(6.5, 11.5, 8.694736842105263)"
05-01-2023 13:40:24.964717,"(3.7, 5.0, 4.55)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 5.955555555555556)","(4.8, 6.6, 5.65)","(3.9, 4.7, 4.014285714285714)","(6.0, 8.8, 7.3882352941176475)","(6.5, 11.5, 8.694736842105263)"
05-01-2023 13:40:25.920650,"(3.7, 5.0, 4.55)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 5.955555555555556)","(4.8, 6.6, 5.65)","(3.9, 4.7, 4.014285714285714)","(6.0, 8.8, 7.3882352941176475)","(6.5, 11.5, 8.694736842105263)"
05-01-2023 13:40:26.864059,"(3.7, 5.0, 4.7375)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 5.955555555555556)","(4.8, 6.6, 5.370588235294118)","(3.9, 4.7, 3.9470588235294115)","(6.0, 8.8, 7.3882352941176475)","(6.5, 11.5, 10.0)"
05-01-2023 13:40:27.928637,"(3.7, 5.0, 4.142857142857143)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 7.4526315789473685)","(4.8, 6.6, 5.206666666666667)","(3.9, 4.7, 3.9470588235294115)","(6.0, 8.8, 7.138461538461539)","(6.5, 11.0, 10.0)"
05-01-2023 13:40:29.013937,"(3.7, 4.6, 4.1)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 7.9172413793103456)","(4.8, 6.6, 5.206666666666667)","(3.9, 4.7, 3.9470588235294115)","(6.0, 8.8, 7.138461538461539)","(6.5, 11.0, 9.434782608695652)"
05-01-2023 13:40:30.033905,"(3.7, 4.6, 4.1)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 6.9714285714285715)","(4.8, 6.6, 5.08)","(3.9, 4.7, 3.9470588235294115)","(6.0, 8.8, 7.138461538461539)","(6.5, 11.0, 9.83529411764706)"
05-01-2023 13:40:31.049826,"(3.7, 4.6, 4.1)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 7.0285714285714285)","(4.8, 6.6, 5.08)","(3.9, 4.7, 3.9296296296296296)","(6.0, 8.8, 7.138461538461539)","(6.5, 11.0, 9.83529411764706)"
05-01-2023 13:40:32.082022,"(3.7, 4.6, 4.1)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 7.0285714285714285)","(4.8, 6.6, 5.606666666666667)","(3.9, 4.7, 3.9296296296296296)","(6.0, 8.8, 7.138461538461539)","(6.5, 11.0, 8.922222222222222)"
05-01-2023 13:40:33.117468,"(3.7, 4.6, 4.1)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 7.0285714285714285)","(4.8, 6.4, 5.606666666666667)","(3.9, 4.7, 3.9296296296296296)","(6.0, 8.8, 7.138461538461539)","(6.5, 11.0, 9.129999999999999)"
05-01-2023 13:40:34.166104,"(3.7, 4.6, 4.1)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 7.3909090909090915)","(4.8, 6.4, 5.077777777777778)","(3.9, 4.7, 3.9363636363636365)","(6.0, 8.8, 7.138461538461539)","(6.5, 11.0, 8.166666666666666)"
05-01-2023 13:40:35.211572,"(3.7, 4.6, 4.1)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 7.3909090909090915)","(4.8, 6.4, 5.7)","(3.9, 4.7, 3.9363636363636365)","(6.0, 8.8, 7.138461538461539)","(6.5, 11.0, 8.166666666666666)"
05-01-2023 13:40:36.290676,"(3.7, 4.6, 4.1)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 7.3909090909090915)","(4.8, 6.4, 5.7)","(3.9, 4.7, 3.9363636363636365)","(6.0, 8.8, 7.12)","(6.5, 11.0, 8.166666666666666)"
05-01-2023 13:40:37.243599,"(3.7, 4.6, 4.1)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 7.3909090909090915)","(4.8, 6.4, 5.7)","(3.9, 4.7, 3.9363636363636365)","(6.0, 8.8, 7.54)","(6.5, 11.0, 9.866666666666667)"
05-01-2023 13:40:38.140375,"(3.7, 4.6, 4.1)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 6.862500000000001)","(4.8, 6.4, 5.690909090909091)","(3.9, 4.7, 4.175)","(6.0, 8.8, 7.54)","(6.5, 11.0, 9.866666666666667)"
05-01-2023 13:40:39.018930,"(3.7, 4.6, 4.4125)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 6.862500000000001)","(4.8, 6.4, 4.821428571428571)","(3.9, 4.7, 4.190909090909091)","(6.0, 8.8, 7.54)","(6.5, 11.0, 9.866666666666667)"
05-01-2023 13:40:39.889567,"(3.7, 4.6, 4.4125)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 6.862500000000001)","(4.8, 6.4, 4.821428571428571)","(3.9, 4.7, 4.190909090909091)","(6.0, 8.8, 7.54)","(6.5, 11.0, 9.866666666666667)"
05-01-2023 13:40:40.777812,"(3.7, 4.6, 4.4125)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 7.607692307692308)","(4.8, 6.4, 4.821428571428571)","(3.9, 4.7, 4.190909090909091)","(6.0, 8.8, 7.54)","(6.5, 11.0, 9.866666666666667)"
05-01-2023 13:40:41.661787,"(3.7, 4.6, 4.4125)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 7.607692307692308)","(4.8, 6.4, 4.821428571428571)","(3.9, 4.7, 4.190909090909091)","(6.0, 8.8, 7.6000000000000005)","(6.5, 11.0, 7.727272727272727)"
05-01-2023 13:40:42.777357,"(3.7, 4.6, 4.484615384615385)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 7.607692307692308)","(4.8, 6.4, 4.770833333333334)","(3.9, 4.7, 4.190909090909091)","(6.0, 8.8, 8.028571428571428)","(6.5, 9.0, 7.727272727272727)"
05-01-2023 13:40:43.674517,"(3.7, 4.6, 4.484615384615385)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 7.607692307692308)","(4.8, 6.4, 4.770833333333334)","(3.9, 4.7, 4.190909090909091)","(6.0, 8.8, 8.028571428571428)","(6.5, 9.0, 7.727272727272727)"
05-01-2023 13:40:44.850707,"(3.7, 4.6, 4.484615384615385)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 7.93888888888889)","(4.8, 6.4, 4.770833333333334)","(3.9, 4.7, 4.190909090909091)","(6.0, 8.8, 8.028571428571428)","(6.5, 9.0, 8.333333333333334)"
05-01-2023 13:40:45.814025,"(3.7, 4.6, 4.484615384615385)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 7.93888888888889)","(4.8, 6.4, 4.770833333333334)","(3.9, 4.7, 4.190909090909091)","(6.0, 8.8, 8.028571428571428)","(6.5, 9.0, 8.333333333333334)"
05-01-2023 13:40:47.005553,"(3.7, 4.6, 4.484615384615385)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 7.93888888888889)","(4.8, 6.4, 4.765384615384615)","(3.9, 4.7, 4.190909090909091)","(6.0, 8.8, 8.23157894736842)","(6.5, 9.0, 8.333333333333334)"
05-01-2023 13:40:48.012449,"(3.7, 4.6, 4.484615384615385)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 7.93888888888889)","(4.8, 6.4, 4.765384615384615)","(3.9, 4.7, 4.190909090909091)","(6.0, 8.8, 8.23157894736842)","(6.5, 9.0, 8.333333333333334)"
05-01-2023 13:40:48.951309,"(3.7, 4.6, 4.484615384615385)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 7.93888888888889)","(4.8, 6.4, 4.765384615384615)","(3.9, 4.7, 4.190909090909091)","(6.0, 8.8, 8.23157894736842)","(6.5, 9.0, 8.548387096774194)"
05-01-2023 13:40:49.894878,"(3.7, 4.6, 4.484615384615385)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 7.93888888888889)","(4.8, 6.4, 4.765384615384615)","(3.9, 4.7, 4.190909090909091)","(6.0, 8.8, 8.23157894736842)","(6.5, 9.0, 8.548387096774194)"
05-01-2023 13:40:50.952281,"(3.7, 4.6, 4.484615384615385)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 7.93888888888889)","(4.8, 6.4, 4.765384615384615)","(3.9, 4.7, 4.190909090909091)","(6.0, 8.8, 8.23157894736842)","(6.5, 9.0, 8.548387096774194)"
05-01-2023 13:40:51.977001,"(3.7, 4.6, 4.484615384615385)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 7.93888888888889)","(4.8, 6.4, 4.765384615384615)","(3.9, 4.7, 4.190909090909091)","(6.0, 8.8, 8.23157894736842)","(6.5, 9.0, 8.548387096774194)"
05-01-2023 13:40:52.900825,"(3.7, 4.5, 4.375)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 7.93888888888889)","(4.8, 6.4, 4.765384615384615)","(3.9, 4.7, 4.190909090909091)","(6.0, 8.8, 8.23157894736842)","(6.5, 9.0, 8.548387096774194)"
05-01-2023 13:40:53.832685,"(3.7, 4.5, 4.375)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 7.93888888888889)","(4.8, 6.4, 4.765384615384615)","(3.9, 4.7, 4.190909090909091)","(6.0, 8.8, 8.23157894736842)","(6.5, 9.0, 8.548387096774194)"
05-01-2023 13:40:54.769837,"(3.7, 4.5, 4.375)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 7.93888888888889)","(4.8, 6.4, 4.765384615384615)","(3.9, 4.7, 4.190909090909091)","(6.0, 8.8, 8.23157894736842)","(6.5, 9.0, 8.548387096774194)"
05-01-2023 13:40:55.707447,"(3.7, 4.5, 4.375)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 7.93888888888889)","(4.8, 6.4, 4.765384615384615)","(3.9, 4.7, 4.190909090909091)","(6.0, 8.8, 8.23157894736842)","(6.5, 9.0, 8.548387096774194)"
05-01-2023 13:40:56.626684,"(3.7, 4.5, 4.375)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 7.93888888888889)","(4.8, 6.4, 4.765384615384615)","(3.9, 4.7, 4.190909090909091)","(6.0, 8.8, 8.23157894736842)","(6.5, 9.0, 8.548387096774194)"
05-01-2023 13:40:57.563221,"(3.7, 4.5, 4.375)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 7.93888888888889)","(4.8, 6.4, 4.765384615384615)","(3.9, 4.7, 4.190909090909091)","(6.0, 8.8, 8.23157894736842)","(6.5, 9.0, 8.548387096774194)"
05-01-2023 13:40:58.448328,"(3.7, 4.5, 4.375)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 7.93888888888889)","(4.8, 6.4, 4.765384615384615)","(3.9, 4.7, 4.190909090909091)","(6.0, 8.8, 8.23157894736842)","(6.5, 9.0, 8.548387096774194)"
05-01-2023 13:40:59.453960,"(3.7, 4.5, 4.375)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 7.93888888888889)","(4.8, 6.4, 5.7253968253968255)","(3.9, 4.7, 4.190909090909091)","(6.0, 8.8, 8.23157894736842)","(6.5, 9.0, 8.333333333333334)"
05-01-2023 13:41:00.467105,"(3.7, 4.5, 4.375)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 7.93888888888889)","(4.8, 6.4, 5.185714285714286)","(3.9, 4.7, 4.190909090909091)","(6.0, 8.8, 8.23157894736842)","(6.5, 9.0, 8.333333333333334)"
05-01-2023 13:41:01.440936,"(3.7, 4.5, 4.375)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 7.93888888888889)","(4.8, 6.4, 5.257142857142857)","(3.9, 4.7, 4.190909090909091)","(6.0, 8.8, 8.23157894736842)","(6.5, 9.0, 8.333333333333334)"
05-01-2023 13:41:02.352288,"(3.7, 5.0, 4.228571428571429)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 7.93888888888889)","(4.8, 6.4, 5.257142857142857)","(3.9, 4.7, 4.190909090909091)","(6.0, 8.8, 8.23157894736842)","(6.5, 9.0, 8.333333333333334)"
05-01-2023 13:41:03.239973,"(3.7, 5.0, 4.682352941176471)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 7.93888888888889)","(4.8, 6.4, 5.490909090909091)","(3.9, 4.7, 4.190909090909091)","(6.0, 8.8, 8.23157894736842)","(6.5, 9.0, 8.333333333333334)"
05-01-2023 13:41:04.141419,"(3.7, 5.0, 4.8)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 7.93888888888889)","(4.8, 6.4, 4.957692307692308)","(3.9, 4.7, 4.190909090909091)","(6.0, 8.8, 8.23157894736842)","(6.5, 9.0, 8.333333333333334)"
05-01-2023 13:41:05.057190,"(3.7, 5.0, 4.8)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 7.93888888888889)","(4.8, 6.4, 4.957692307692308)","(3.9, 4.7, 4.190909090909091)","(6.0, 8.8, 8.23157894736842)","(6.5, 9.0, 8.571428571428571)"
05-01-2023 13:41:06.026015,"(3.7, 5.0, 4.8)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 7.93888888888889)","(4.8, 6.4, 4.957692307692308)","(3.9, 4.7, 4.190909090909091)","(6.0, 8.8, 8.17)","(6.5, 9.0, 8.68421052631579)"
05-01-2023 13:41:06.949984,"(3.7, 5.0, 4.8)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 7.93888888888889)","(4.8, 6.4, 4.957692307692308)","(3.9, 4.7, 4.190909090909091)","(6.0, 8.8, 8.17)","(6.5, 9.0, 8.68421052631579)"
05-01-2023 13:41:08.117323,"(3.7, 5.0, 4.8)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 7.93888888888889)","(4.8, 6.4, 4.957692307692308)","(3.9, 4.7, 4.190909090909091)","(6.0, 8.8, 8.17)","(6.5, 9.0, 8.68421052631579)"
05-01-2023 13:41:09.119460,"(3.7, 5.0, 4.8)","(31.0, 220.0, 52.888888888888886)","(5.0, 8.8, 7.93888888888889)","(4.8, 6.4, 4.957692307692308)","(3.9, 4.7, 4.190909090909091)","(6.0, 8.8, 8.17)","(6.5, 9.0, 8.6)"
05-01-2023 13:41:10.165225,"(3.8, 5.0, 4.8)","(31.0, 220.0, 52.888888888888886)","(5.5, 8.8, 7.93888888888889)","(4.8, 6.4, 4.957692307692308)","(3.9, 4.7, 4.190909090909091)","(6.5, 8.8, 8.17)","(7.0, 9.0, 8.6)"
05-01-2023 13:41:11.147316,"(3.8, 5.0, 4.8)","(31.0, 220.0, 52.888888888888886)","(5.5, 8.8, 7.93888888888889)","(4.8, 6.4, 4.957692307692308)","(3.9, 4.7, 4.190909090909091)","(6.5, 8.8, 8.17)","(7.0, 9.0, 8.6)"
05-01-2023 13:41:12.060891,"(3.8, 5.0, 4.8)","(31.0, 220.0, 52.888888888888886)","(5.5, 8.8, 7.93888888888889)","(4.8, 6.4, 4.957692307692308)","(3.9, 4.7, 4.190909090909091)","(6.5, 8.8, 8.17)","(7.0, 9.0, 8.6)"
05-01-2023 13:41:12.960000,"(3.8, 5.0, 4.8)","(31.0, 220.0, 52.888888888888886)","(5.5, 8.8, 7.93888888888889)","(4.8, 6.4, 4.957692307692308)","(3.9, 4.7, 4.190909090909091)","(6.5, 8.8, 8.17)","(7.0, 9.0, 8.6)"
05-01-2023 13:41:13.904889,"(3.8, 5.0, 4.8)","(31.0, 220.0, 52.888888888888886)","(5.5, 8.8, 7.93888888888889)","(4.8, 6.4, 4.957692307692308)","(3.9, 4.7, 4.190909090909091)","(6.5, 8.8, 8.17)","(7.0, 9.0, 8.6)"
05-01-2023 13:41:14.866639,"(3.8, 5.0, 4.8)","(31.0, 220.0, 52.888888888888886)","(5.5, 8.8, 7.93888888888889)","(4.8, 6.4, 4.957692307692308)","(3.9, 4.7, 4.190909090909091)","(6.5, 8.8, 8.17)","(7.0, 9.0, 8.485714285714286)"
05-01-2023 13:41:15.886989,"(3.8, 5.0, 4.690625)","(31.0, 220.0, 52.888888888888886)","(5.5, 8.8, 7.93888888888889)","(4.8, 6.4, 5.2970588235294125)","(3.9, 4.7, 4.190909090909091)","(6.5, 8.8, 8.17)","(7.0, 9.0, 8.485714285714286)"
05-01-2023 13:41:16.890772,"(3.8, 5.0, 4.690625)","(31.0, 220.0, 52.888888888888886)","(5.5, 8.8, 7.93888888888889)","(4.8, 6.4, 5.2970588235294125)","(3.9, 4.7, 4.190909090909091)","(6.5, 8.8, 8.17)","(7.0, 9.0, 8.485714285714286)"
05-01-2023 13:41:17.991795,"(3.8, 5.0, 4.690625)","(31.0, 220.0, 87.63636363636364)","(5.5, 8.8, 7.93888888888889)","(4.8, 6.4, 5.2970588235294125)","(3.9, 4.7, 4.531034482758621)","(6.5, 8.8, 8.17)","(7.0, 9.0, 8.485714285714286)"
05-01-2023 13:41:19.034900,"(3.8, 4.7, 4.625)","(31.0, 220.0, 106.76923076923077)","(5.5, 8.8, 7.93888888888889)","(4.8, 6.4, 5.370588235294118)","(3.9, 4.7, 4.531034482758621)","(6.5, 8.8, 8.17)","(7.0, 9.0, 8.485714285714286)"
05-01-2023 13:41:20.112562,"(3.8, 4.7, 4.625)","(31.0, 220.0, 87.63636363636364)","(5.5, 8.8, 8.126086956521739)","(4.8, 6.4, 5.370588235294118)","(3.9, 4.7, 4.175)","(6.5, 8.8, 8.17)","(7.0, 9.0, 8.485714285714286)"
05-01-2023 13:41:21.169545,"(3.8, 4.7, 4.625)","(31.0, 220.0, 87.63636363636364)","(5.5, 8.8, 8.126086956521739)","(4.8, 6.4, 5.370588235294118)","(3.9, 4.7, 4.25)","(6.5, 8.8, 8.17)","(7.0, 9.0, 8.485714285714286)"
05-01-2023 13:41:22.142109,"(3.8, 4.7, 4.625)","(31.0, 220.0, 87.63636363636364)","(5.5, 8.8, 8.126086956521739)","(4.8, 6.4, 5.370588235294118)","(3.9, 4.7, 4.25)","(6.5, 8.8, 8.17)","(7.0, 9.0, 8.485714285714286)"
05-01-2023 13:41:23.102217,"(3.8, 4.7, 4.625)","(31.0, 220.0, 87.63636363636364)","(5.5, 8.8, 8.126086956521739)","(4.8, 6.4, 5.370588235294118)","(3.9, 4.7, 4.25)","(6.5, 8.8, 8.17)","(7.0, 9.0, 8.485714285714286)"
05-01-2023 13:41:24.154832,"(3.8, 4.7, 4.625)","(31.0, 220.0, 87.63636363636364)","(5.5, 8.8, 8.126086956521739)","(4.8, 6.4, 5.370588235294118)","(3.9, 4.7, 4.25)","(6.5, 8.8, 8.17)","(7.0, 9.0, 8.485714285714286)"
05-01-2023 13:41:25.290438,"(3.8, 4.7, 4.625)","(31.0, 220.0, 87.63636363636364)","(5.5, 8.8, 8.126086956521739)","(4.8, 6.4, 5.370588235294118)","(3.9, 4.7, 4.25)","(6.5, 8.8, 8.17)","(7.0, 9.0, 8.485714285714286)"
05-01-2023 13:41:26.410738,"(3.8, 4.7, 4.625)","(31.0, 220.0, 87.63636363636364)","(5.5, 8.8, 8.126086956521739)","(4.8, 6.4, 5.370588235294118)","(3.9, 4.7, 4.25)","(6.5, 8.8, 8.17)","(7.0, 9.0, 8.485714285714286)"
05-01-2023 13:41:27.468749,"(3.8, 4.7, 4.6000000000000005)","(31.0, 220.0, 87.63636363636364)","(5.0, 8.8, 8.126086956521739)","(4.8, 6.4, 5.566666666666666)","(3.9, 4.7, 4.25)","(6.5, 8.8, 8.17)","(7.0, 9.0, 8.485714285714286)"
05-01-2023 13:41:28.579641,"(3.8, 5.0, 4.4526315789473685)","(31.0, 220.0, 87.63636363636364)","(5.0, 8.8, 8.126086956521739)","(4.8, 6.4, 5.566666666666666)","(3.9, 4.7, 4.25)","(6.5, 8.8, 8.17)","(7.0, 9.0, 8.485714285714286)"
