,Exit Parking,Gemma Brann,Invest Wisely,Magpie Miss,Back Moo Moo,Cash Ability,Kulu Zac
10-01-2023 18:43:03.296321,"(31.0, 85.0, 47.4)","(5.5, 10.0, 8.6)","(9.0, 17.0, 12.5)","(3.4, 6.0, 5.837037037037037)","(7.5, 9.2, 8.2)","(1.9, 2.74, 2.3133333333333335)","(21.0, 60.0, 33.55555555555556)"
10-01-2023 18:43:04.255207,"(31.0, 80.0, 46.4)","(5.5, 10.0, 8.6)","(9.0, 16.0, 13.5)","(3.4, 5.9, 5.550000000000001)","(7.5, 9.0, 8.333333333333334)","(1.9, 2.74, 2.228)","(21.0, 60.0, 33.55555555555556)"
10-01-2023 18:43:05.212746,"(31.0, 70.0, 54.0)","(5.5, 10.0, 9.733333333333334)","(9.0, 17.0, 12.2)","(3.4, 5.8, 5.651851851851852)","(7.5, 8.8, 8.088888888888889)","(1.9, 2.74, 2.232727272727273)","(21.0, 60.0, 33.55555555555556)"
10-01-2023 18:43:06.194205,"(31.0, 75.0, 50.333333333333336)","(5.5, 10.0, 9.733333333333334)","(9.0, 17.0, 14.25)","(3.4, 5.7, 5.3)","(7.5, 8.8, 8.7)","(1.9, 2.74, 2.249090909090909)","(21.0, 60.0, 33.55555555555556)"
10-01-2023 18:43:07.184284,"(31.0, 75.0, 50.333333333333336)","(5.5, 10.0, 9.733333333333334)","(9.0, 17.0, 14.25)","(3.4, 5.5, 5.208333333333333)","(7.5, 9.4, 8.8)","(1.9, 2.74, 2.249090909090909)","(21.0, 60.0, 33.55555555555556)"
10-01-2023 18:43:08.123955,"(31.0, 75.0, 50.333333333333336)","(5.5, 10.0, 9.733333333333334)","(9.0, 17.0, 14.25)","(3.4, 5.3, 5.208333333333333)","(7.5, 9.6, 8.8)","(1.9, 2.74, 2.249090909090909)","(21.0, 60.0, 33.55555555555556)"
10-01-2023 18:43:09.074511,"(31.0, 75.0, 50.333333333333336)","(5.5, 10.5, 9.92)","(9.0, 16.5, 14.277777777777779)","(3.4, 5.3, 4.976470588235294)","(7.5, 9.6, 8.8)","(1.9, 2.74, 2.2152380952380955)","(21.0, 60.0, 33.55555555555556)"
10-01-2023 18:43:09.991819,"(31.0, 75.0, 50.333333333333336)","(5.5, 10.5, 9.42)","(9.0, 16.0, 15.25)","(3.4, 5.3, 4.466666666666667)","(7.5, 9.6, 8.8)","(1.9, 2.74, 2.592)","(21.0, 60.0, 33.55555555555556)"
10-01-2023 18:43:10.887515,"(31.0, 75.0, 50.333333333333336)","(5.5, 10.5, 10.083333333333334)","(9.0, 16.0, 15.25)","(3.4, 5.3, 4.466666666666667)","(7.5, 9.6, 8.8)","(1.9, 2.7, 2.3911111111111114)","(21.0, 60.0, 31.666666666666668)"
10-01-2023 18:43:11.814606,"(31.0, 75.0, 50.333333333333336)","(5.5, 10.5, 9.12)","(9.0, 16.0, 14.0)","(3.4, 5.3, 5.14375)","(7.5, 9.6, 9.2)","(1.9, 2.68, 2.3822222222222225)","(21.0, 60.0, 31.666666666666668)"
10-01-2023 18:43:12.721163,"(31.0, 75.0, 50.333333333333336)","(5.5, 10.5, 9.7125)","(9.0, 15.5, 14.5)","(3.4, 5.3, 5.14375)","(7.5, 9.4, 9.2)","(1.9, 2.66, 2.2800000000000002)","(21.0, 60.0, 31.666666666666668)"
10-01-2023 18:43:13.667853,"(31.0, 75.0, 50.333333333333336)","(5.5, 10.5, 9.9)","(9.0, 15.5, 13.59090909090909)","(3.4, 5.3, 4.9)","(7.5, 9.4, 9.2)","(1.9, 2.52, 2.2800000000000002)","(21.0, 60.0, 31.666666666666668)"
10-01-2023 18:43:14.606074,"(31.0, 75.0, 50.333333333333336)","(5.5, 10.5, 10.185714285714285)","(9.0, 15.0, 14.5)","(3.4, 5.3, 4.9)","(7.5, 9.4, 9.2)","(1.9, 2.52, 2.2960000000000003)","(21.0, 60.0, 31.666666666666668)"
10-01-2023 18:43:15.521423,"(31.0, 75.0, 50.333333333333336)","(5.5, 10.5, 9.9)","(9.0, 15.0, 13.875)","(3.4, 5.3, 4.9)","(7.5, 9.4, 9.2)","(1.9, 2.5, 2.2960000000000003)","(21.0, 60.0, 31.666666666666668)"
10-01-2023 18:43:16.487369,"(31.0, 75.0, 50.333333333333336)","(5.5, 10.5, 9.9)","(9.0, 15.0, 13.875)","(3.4, 5.3, 4.9)","(7.5, 9.4, 9.2)","(1.9, 2.5, 2.2960000000000003)","(21.0, 60.0, 31.666666666666668)"
10-01-2023 18:43:17.504268,"(31.0, 75.0, 50.333333333333336)","(5.5, 10.5, 9.9)","(9.0, 15.0, 13.875)","(3.4, 5.3, 4.9)","(7.5, 9.4, 8.7)","(1.9, 2.5, 2.3111111111111113)","(21.0, 60.0, 31.666666666666668)"
10-01-2023 18:43:18.546057,"(31.0, 75.0, 50.333333333333336)","(5.5, 10.5, 9.9)","(9.0, 15.0, 13.875)","(3.4, 5.3, 4.9)","(7.5, 9.4, 9.0)","(1.9, 2.5, 2.2933333333333334)","(21.0, 60.0, 31.666666666666668)"
10-01-2023 18:43:19.531223,"(31.0, 75.0, 50.333333333333336)","(5.5, 12.0, 10.4)","(9.0, 15.0, 13.875)","(3.4, 5.3, 4.9)","(7.5, 9.6, 9.0)","(1.9, 2.46, 2.34)","(21.0, 60.0, 31.666666666666668)"
10-01-2023 18:43:20.478895,"(31.0, 70.0, 66.8)","(5.5, 12.0, 10.909090909090908)","(9.0, 15.0, 13.875)","(3.4, 5.3, 4.966666666666667)","(7.5, 9.6, 9.0)","(1.9, 2.52, 2.252857142857143)","(21.0, 60.0, 31.666666666666668)"
10-01-2023 18:43:21.417304,"(31.0, 70.0, 47.5)","(5.5, 12.0, 10.9)","(9.0, 15.0, 13.875)","(3.4, 5.3, 4.949999999999999)","(7.5, 9.6, 9.0)","(1.9, 2.42, 2.262857142857143)","(21.0, 60.0, 31.666666666666668)"
10-01-2023 18:43:22.359691,"(31.0, 70.0, 48.18181818181818)","(5.5, 12.0, 10.571428571428571)","(9.0, 15.0, 13.875)","(3.4, 5.3, 4.949999999999999)","(7.5, 9.6, 9.0)","(1.9, 2.4, 2.262857142857143)","(21.0, 60.0, 31.666666666666668)"
10-01-2023 18:43:23.305710,"(31.0, 70.0, 45.111111111111114)","(5.5, 12.0, 10.571428571428571)","(9.0, 15.0, 13.875)","(3.4, 5.3, 4.949999999999999)","(7.5, 9.6, 9.0)","(1.9, 2.4, 2.262857142857143)","(21.0, 60.0, 31.666666666666668)"
10-01-2023 18:43:24.246312,"(31.0, 70.0, 45.111111111111114)","(5.5, 12.0, 10.571428571428571)","(9.0, 15.0, 13.875)","(3.4, 5.3, 4.949999999999999)","(7.5, 9.6, 9.0)","(1.9, 2.4, 2.262857142857143)","(21.0, 60.0, 31.666666666666668)"
10-01-2023 18:43:25.175687,"(31.0, 70.0, 45.111111111111114)","(5.5, 12.0, 11.23076923076923)","(9.0, 15.0, 13.875)","(3.4, 5.3, 4.949999999999999)","(7.5, 9.6, 8.266666666666666)","(1.9, 2.42, 2.248)","(21.0, 60.0, 31.666666666666668)"
10-01-2023 18:43:26.091316,"(31.0, 70.0, 45.111111111111114)","(5.5, 12.0, 11.23076923076923)","(9.0, 15.0, 13.875)","(3.4, 5.3, 4.949999999999999)","(7.5, 9.6, 9.1)","(1.9, 2.38, 2.248)","(21.0, 60.0, 31.666666666666668)"
10-01-2023 18:43:27.007378,"(31.0, 70.0, 51.333333333333336)","(5.5, 12.0, 11.333333333333334)","(9.0, 15.0, 13.875)","(3.4, 5.3, 4.869230769230769)","(7.5, 9.4, 8.7)","(1.9, 2.42, 2.24)","(21.0, 60.0, 31.666666666666668)"
10-01-2023 18:43:27.928067,"(31.0, 70.0, 59.33333333333333)","(5.5, 12.0, 11.5)","(9.0, 15.0, 13.875)","(3.4, 5.3, 5.05)","(7.5, 9.4, 8.7)","(1.9, 2.32, 2.23)","(21.0, 60.0, 31.666666666666668)"
10-01-2023 18:43:28.884935,"(31.0, 70.0, 54.0)","(5.5, 12.0, 11.583333333333334)","(9.0, 15.0, 13.875)","(3.4, 5.3, 5.1125)","(7.5, 9.4, 8.7)","(1.9, 2.3, 2.24)","(21.0, 60.0, 31.666666666666668)"
10-01-2023 18:43:29.864282,"(31.0, 70.0, 54.0)","(5.5, 13.5, 12.25)","(9.0, 15.0, 13.875)","(3.4, 5.3, 5.1125)","(7.5, 9.4, 8.7)","(1.9, 2.32, 2.1975)","(21.0, 60.0, 31.666666666666668)"
10-01-2023 18:43:30.837428,"(31.0, 70.0, 54.0)","(5.5, 13.5, 11.961538461538462)","(9.0, 15.0, 13.5)","(3.4, 5.3, 5.027272727272727)","(7.5, 9.4, 9.2)","(1.9, 2.26, 2.1766666666666667)","(21.0, 60.0, 31.666666666666668)"
10-01-2023 18:43:31.746378,"(31.0, 70.0, 54.0)","(5.5, 13.5, 11.78125)","(9.0, 15.0, 13.5)","(3.4, 5.3, 5.0777777777777775)","(7.5, 9.6, 9.2)","(1.9, 2.26, 2.1742857142857144)","(21.0, 60.0, 31.666666666666668)"
10-01-2023 18:43:32.700646,"(31.0, 70.0, 54.0)","(5.5, 13.5, 11.78125)","(9.0, 15.0, 13.5)","(3.4, 5.3, 4.992307692307692)","(7.5, 9.6, 9.2)","(1.9, 2.26, 2.1742857142857144)","(21.0, 60.0, 31.666666666666668)"
10-01-2023 18:43:33.672862,"(31.0, 70.0, 54.0)","(5.5, 13.5, 11.78125)","(9.0, 15.0, 13.5)","(3.4, 5.3, 5.008333333333333)","(7.5, 9.6, 8.4)","(1.9, 2.26, 2.3)","(21.0, 60.0, 31.666666666666668)"
10-01-2023 18:43:34.698392,"(31.0, 70.0, 62.8)","(5.5, 13.5, 11.235294117647058)","(9.0, 15.0, 13.5)","(3.4, 5.3, 4.425)","(7.5, 9.6, 9.3)","(1.9, 2.44, 2.3733333333333335)","(21.0, 60.0, 31.666666666666668)"
10-01-2023 18:43:35.713704,"(31.0, 70.0, 62.8)","(5.5, 13.0, 12.666666666666666)","(9.0, 15.0, 12.6)","(3.4, 5.2, 4.616666666666667)","(7.5, 9.4, 9.0)","(1.9, 2.48, 2.4)","(21.0, 60.0, 31.666666666666668)"
10-01-2023 18:43:36.679016,"(31.0, 70.0, 62.8)","(5.5, 13.5, 11.961538461538462)","(9.0, 14.5, 13.333333333333334)","(3.4, 5.2, 4.616666666666667)","(7.5, 9.4, 9.0)","(1.9, 2.46, 2.3200000000000003)","(21.0, 60.0, 31.666666666666668)"
10-01-2023 18:43:37.573384,"(31.0, 70.0, 62.8)","(5.5, 13.5, 11.961538461538462)","(9.0, 14.5, 12.0)","(3.4, 5.2, 4.325)","(7.5, 9.4, 9.0)","(1.9, 2.46, 2.3200000000000003)","(21.0, 60.0, 31.666666666666668)"
10-01-2023 18:43:38.478464,"(31.0, 70.0, 62.8)","(5.5, 13.5, 11.961538461538462)","(9.0, 14.5, 12.0)","(3.4, 5.2, 4.325)","(7.5, 9.4, 9.0)","(1.9, 2.46, 2.38)","(21.0, 60.0, 31.666666666666668)"
10-01-2023 18:43:39.406687,"(31.0, 70.0, 62.8)","(5.5, 13.5, 11.961538461538462)","(9.0, 14.5, 11.583333333333334)","(3.4, 5.2, 4.311111111111111)","(7.5, 9.4, 9.0)","(1.9, 2.46, 2.3133333333333335)","(21.0, 60.0, 31.666666666666668)"
10-01-2023 18:43:40.394151,"(31.0, 70.0, 62.8)","(5.5, 13.5, 11.961538461538462)","(9.0, 14.5, 12.166666666666666)","(3.4, 5.2, 4.666666666666666)","(7.5, 9.4, 9.0)","(1.9, 2.36, 2.3)","(21.0, 60.0, 31.666666666666668)"
10-01-2023 18:43:41.330018,"(31.0, 70.0, 62.8)","(5.5, 13.5, 11.961538461538462)","(9.0, 14.0, 12.0)","(3.4, 5.2, 4.666666666666666)","(7.5, 9.4, 9.0)","(1.9, 2.34, 2.3)","(21.0, 60.0, 29.09090909090909)"
10-01-2023 18:43:42.254920,"(31.0, 70.0, 62.8)","(5.5, 13.0, 11.25)","(9.0, 14.0, 12.714285714285714)","(3.4, 5.2, 4.666666666666666)","(7.5, 9.4, 9.0)","(1.9, 2.34, 2.27)","(21.0, 60.0, 31.666666666666668)"
10-01-2023 18:43:43.173148,"(31.0, 70.0, 62.8)","(5.5, 13.0, 11.695652173913043)","(9.0, 14.0, 12.666666666666666)","(3.4, 5.1, 4.683333333333333)","(7.5, 9.4, 8.8)","(1.9, 2.32, 2.27)","(21.0, 60.0, 31.666666666666668)"
10-01-2023 18:43:44.113827,"(31.0, 70.0, 62.8)","(5.5, 13.0, 11.4375)","(9.0, 13.5, 12.5625)","(3.4, 5.1, 4.638461538461538)","(7.5, 9.4, 8.9)","(1.9, 2.32, 2.27)","(21.0, 60.0, 31.666666666666668)"
10-01-2023 18:43:45.075210,"(31.0, 70.0, 62.8)","(5.5, 13.0, 11.076923076923077)","(9.0, 13.5, 12.5625)","(3.4, 5.1, 4.638461538461538)","(7.5, 9.4, 8.8)","(1.9, 2.32, 2.313333333333333)","(21.0, 60.0, 31.23076923076923)"
10-01-2023 18:43:46.026089,"(31.0, 70.0, 62.8)","(5.5, 13.0, 11.166666666666666)","(9.0, 13.5, 12.38888888888889)","(3.4, 5.1, 4.638461538461538)","(7.5, 9.6, 8.8)","(1.9, 2.34, 2.313333333333333)","(21.0, 60.0, 31.23076923076923)"
10-01-2023 18:43:47.006412,"(31.0, 70.0, 62.8)","(5.5, 13.0, 11.166666666666666)","(9.0, 13.5, 12.38888888888889)","(3.4, 5.1, 4.638461538461538)","(7.5, 9.6, 8.88)","(1.9, 2.34, 2.3666666666666667)","(21.0, 60.0, 39.41176470588235)"
10-01-2023 18:43:47.981321,"(31.0, 70.0, 62.8)","(5.5, 13.0, 11.409090909090908)","(9.0, 13.5, 12.5625)","(3.4, 5.0, 4.416666666666666)","(7.5, 9.6, 8.88)","(1.9, 2.42, 2.3266666666666667)","(21.0, 60.0, 39.41176470588235)"
10-01-2023 18:43:48.924476,"(31.0, 70.0, 62.8)","(5.5, 13.0, 11.61111111111111)","(9.0, 13.5, 12.5625)","(3.4, 5.0, 4.708333333333333)","(7.5, 9.6, 8.88)","(1.9, 2.36, 2.3266666666666667)","(21.0, 60.0, 39.41176470588235)"
10-01-2023 18:43:49.836060,"(31.0, 70.0, 62.8)","(5.5, 13.0, 11.61111111111111)","(9.0, 13.5, 12.5625)","(3.4, 5.0, 4.708333333333333)","(7.5, 9.6, 9.15)","(1.9, 2.36, 2.3266666666666667)","(21.0, 60.0, 39.41176470588235)"
10-01-2023 18:43:50.789344,"(31.0, 70.0, 62.8)","(5.5, 13.0, 11.61111111111111)","(9.0, 13.5, 12.5625)","(3.4, 5.0, 4.708333333333333)","(7.5, 9.6, 9.1)","(1.9, 2.36, 2.313333333333333)","(21.0, 60.0, 39.41176470588235)"
10-01-2023 18:43:51.730402,"(31.0, 70.0, 62.8)","(5.5, 13.0, 11.61111111111111)","(9.0, 13.5, 12.5625)","(3.4, 5.0, 4.708333333333333)","(7.5, 9.6, 8.85)","(1.9, 2.34, 2.313333333333333)","(21.0, 60.0, 39.41176470588235)"
10-01-2023 18:43:52.678731,"(31.0, 70.0, 62.8)","(5.5, 13.5, 12.5)","(9.0, 13.5, 12.5625)","(3.4, 5.0, 4.708333333333333)","(7.5, 9.6, 9.15)","(1.9, 2.34, 2.3266666666666667)","(21.0, 60.0, 39.41176470588235)"
10-01-2023 18:43:53.588901,"(31.0, 70.0, 62.8)","(5.5, 13.5, 11.833333333333334)","(9.0, 13.5, 12.5625)","(3.4, 5.0, 4.708333333333333)","(7.5, 9.6, 9.15)","(1.9, 2.36, 2.3266666666666667)","(21.0, 60.0, 39.41176470588235)"
10-01-2023 18:43:54.496716,"(31.0, 70.0, 62.8)","(5.5, 13.5, 11.833333333333334)","(9.0, 13.5, 12.5625)","(3.4, 5.0, 4.708333333333333)","(7.5, 9.6, 9.15)","(1.9, 2.36, 2.34)","(21.0, 60.0, 39.41176470588235)"
10-01-2023 18:43:55.452598,"(31.0, 70.0, 62.8)","(5.5, 13.5, 11.833333333333334)","(9.0, 13.5, 12.5625)","(3.4, 5.0, 4.816666666666667)","(7.5, 9.6, 8.914285714285715)","(1.9, 2.38, 2.34)","(21.0, 60.0, 39.41176470588235)"
10-01-2023 18:43:56.408436,"(31.0, 70.0, 62.8)","(5.5, 13.5, 11.833333333333334)","(9.0, 13.5, 12.5625)","(3.4, 4.9, 4.816666666666667)","(7.5, 9.6, 9.155555555555555)","(1.9, 2.38, 2.313333333333333)","(21.0, 60.0, 38.611111111111114)"
10-01-2023 18:43:57.481711,"(31.0, 70.0, 62.8)","(5.5, 13.5, 12.75)","(9.0, 13.5, 12.25)","(3.4, 4.8, 4.733333333333333)","(7.5, 9.6, 9.155555555555555)","(1.9, 2.34, 2.313333333333333)","(21.0, 60.0, 38.611111111111114)"
10-01-2023 18:43:58.413516,"(31.0, 70.0, 62.8)","(5.5, 13.5, 13.25)","(9.0, 13.5, 12.25)","(3.4, 4.8, 4.733333333333333)","(7.5, 9.6, 9.155555555555555)","(1.9, 2.34, 2.313333333333333)","(21.0, 60.0, 38.611111111111114)"
10-01-2023 18:43:59.340001,"(31.0, 70.0, 60.0)","(5.5, 13.5, 12.681818181818182)","(9.0, 13.5, 12.25)","(3.4, 4.5, 4.483333333333333)","(7.5, 9.6, 9.225)","(1.9, 2.32, 2.2666666666666666)","(21.0, 60.0, 39.41176470588235)"
10-01-2023 18:44:00.238998,"(31.0, 70.0, 64.66666666666666)","(5.5, 13.5, 12.75)","(9.0, 13.5, 12.25)","(3.4, 4.9, 4.199999999999999)","(7.5, 9.6, 9.17142857142857)","(1.9, 2.44, 2.24)","(21.0, 60.0, 38.611111111111114)"
10-01-2023 18:44:01.168975,"(31.0, 75.0, 68.55555555555556)","(5.5, 14.5, 13.25)","(9.0, 13.5, 11.65)","(3.4, 4.9, 4.592307692307693)","(7.5, 9.6, 9.066666666666666)","(1.9, 2.3, 2.26)","(21.0, 60.0, 38.611111111111114)"
10-01-2023 18:44:02.158822,"(31.0, 75.0, 68.55555555555556)","(5.5, 14.5, 13.25)","(9.0, 13.0, 12.542857142857143)","(3.4, 4.8, 4.65)","(7.5, 9.4, 9.25)","(1.9, 2.38, 2.26)","(21.0, 60.0, 38.611111111111114)"
10-01-2023 18:44:03.152084,"(31.0, 75.0, 71.375)","(5.5, 14.5, 13.25)","(9.0, 13.0, 12.542857142857143)","(3.4, 4.8, 4.65)","(7.5, 9.4, 9.266666666666667)","(1.9, 2.38, 2.22)","(21.0, 60.0, 38.611111111111114)"
10-01-2023 18:44:04.244244,"(31.0, 75.0, 71.375)","(5.5, 14.5, 12.9375)","(9.0, 13.0, 11.933333333333334)","(3.4, 4.8, 4.65)","(7.5, 9.4, 9.225)","(1.9, 2.38, 2.176)","(21.0, 60.0, 38.611111111111114)"
10-01-2023 18:44:05.208588,"(31.0, 75.0, 71.375)","(5.5, 14.5, 13.5)","(9.0, 12.5, 12.125)","(3.4, 4.8, 4.65)","(7.5, 9.6, 9.225)","(1.9, 2.32, 2.176)","(21.0, 60.0, 38.611111111111114)"
10-01-2023 18:44:06.139599,"(31.0, 75.0, 71.375)","(5.5, 14.5, 13.75)","(9.0, 12.5, 12.125)","(3.4, 4.8, 4.581818181818182)","(7.5, 9.6, 9.225)","(1.9, 2.32, 2.176)","(21.0, 60.0, 38.611111111111114)"
10-01-2023 18:44:07.086378,"(31.0, 75.0, 71.375)","(5.5, 14.5, 13.40909090909091)","(9.0, 12.5, 12.0)","(3.4, 4.8, 4.199999999999999)","(7.5, 9.6, 9.327272727272726)","(1.9, 2.42, 2.2333333333333334)","(21.0, 60.0, 42.5)"
10-01-2023 18:44:08.070259,"(31.0, 75.0, 71.375)","(5.5, 14.5, 13.75)","(9.0, 12.5, 12.0)","(3.4, 4.7, 4.25)","(7.5, 9.6, 9.327272727272726)","(1.9, 2.42, 2.2333333333333334)","(21.0, 60.0, 47.96875)"
10-01-2023 18:44:09.047786,"(31.0, 75.0, 72.92857142857143)","(5.5, 14.5, 13.954545454545455)","(9.0, 12.5, 12.272727272727273)","(3.4, 4.7, 4.175)","(7.5, 9.6, 8.980952380952381)","(1.9, 2.42, 2.2333333333333334)","(21.0, 60.0, 40.31578947368421)"
10-01-2023 18:44:09.960769,"(31.0, 75.0, 72.92857142857143)","(5.5, 14.5, 13.75)","(9.0, 12.5, 12.272727272727273)","(3.4, 4.7, 4.175)","(7.5, 9.6, 8.980952380952381)","(1.9, 2.42, 2.22)","(21.0, 60.0, 40.31578947368421)"
10-01-2023 18:44:10.855937,"(31.0, 75.0, 72.92857142857143)","(5.5, 13.5, 13.416666666666666)","(9.0, 12.5, 12.205882352941176)","(3.4, 4.7, 4.175)","(7.5, 9.6, 9.022222222222222)","(1.9, 2.38, 2.2466666666666666)","(21.0, 60.0, 40.31578947368421)"
10-01-2023 18:44:11.774227,"(31.0, 75.0, 72.92857142857143)","(5.5, 13.0, 12.571428571428571)","(9.0, 13.0, 12.7)","(3.4, 4.7, 4.1499999999999995)","(7.5, 9.6, 9.022222222222222)","(1.9, 2.46, 2.2466666666666666)","(21.0, 60.0, 45.61538461538461)"
10-01-2023 18:44:12.708382,"(31.0, 75.0, 72.92857142857143)","(5.5, 13.0, 12.571428571428571)","(9.0, 13.0, 12.7)","(3.4, 4.7, 4.1499999999999995)","(7.5, 9.6, 9.266666666666667)","(1.9, 2.46, 2.2466666666666666)","(21.0, 60.0, 29.75)"
10-01-2023 18:44:13.655217,"(31.0, 75.0, 72.92857142857143)","(5.5, 13.0, 12.466666666666667)","(9.0, 13.0, 12.7)","(3.4, 4.7, 4.1499999999999995)","(7.5, 9.6, 9.266666666666667)","(1.9, 2.46, 2.2466666666666666)","(21.0, 60.0, 29.75)"
10-01-2023 18:44:14.565002,"(31.0, 75.0, 72.92857142857143)","(5.5, 13.0, 12.466666666666667)","(9.0, 13.0, 12.7)","(3.4, 4.7, 4.1499999999999995)","(7.5, 9.6, 9.35)","(1.9, 2.46, 2.2466666666666666)","(21.0, 60.0, 29.75)"
10-01-2023 18:44:15.486063,"(31.0, 75.0, 72.92857142857143)","(5.5, 13.0, 12.466666666666667)","(9.0, 13.0, 12.7)","(3.4, 4.7, 4.1499999999999995)","(7.5, 9.6, 9.35)","(1.9, 2.46, 2.2466666666666666)","(21.0, 60.0, 40.44444444444444)"
10-01-2023 18:44:16.390897,"(31.0, 75.0, 72.92857142857143)","(5.5, 13.0, 12.294117647058824)","(9.0, 13.0, 12.7)","(3.4, 4.7, 4.1499999999999995)","(7.5, 9.6, 9.266666666666666)","(1.9, 2.44, 2.24)","(21.0, 60.0, 40.44444444444444)"
10-01-2023 18:44:17.484636,"(31.0, 75.0, 72.92857142857143)","(5.5, 13.0, 12.294117647058824)","(9.0, 13.0, 12.71875)","(3.4, 4.7, 4.1499999999999995)","(7.5, 9.6, 9.5)","(1.9, 2.4, 2.22)","(21.0, 60.0, 46.96296296296296)"
10-01-2023 18:44:18.522579,"(31.0, 75.0, 72.92857142857143)","(5.5, 13.0, 12.25)","(9.0, 13.0, 12.71875)","(3.4, 4.7, 4.1499999999999995)","(7.5, 9.6, 9.5)","(1.9, 2.38, 2.22)","(21.0, 60.0, 46.96296296296296)"
10-01-2023 18:44:19.506340,"(31.0, 75.0, 72.92857142857143)","(5.5, 13.0, 12.423076923076923)","(9.0, 13.0, 12.71875)","(3.4, 4.7, 4.1499999999999995)","(7.5, 9.6, 9.5)","(1.9, 2.38, 2.22)","(21.0, 60.0, 46.96296296296296)"
10-01-2023 18:44:20.578975,"(31.0, 75.0, 72.92857142857143)","(5.5, 13.0, 12.423076923076923)","(9.0, 13.0, 12.71875)","(3.4, 4.7, 4.1499999999999995)","(7.5, 9.6, 9.5)","(1.9, 2.38, 2.2199999999999998)","(21.0, 60.0, 46.96296296296296)"
10-01-2023 18:44:21.464577,"(31.0, 75.0, 72.92857142857143)","(5.5, 13.0, 12.5)","(9.0, 13.0, 12.71875)","(3.4, 4.7, 4.1499999999999995)","(7.5, 9.6, 9.5)","(1.9, 2.3, 2.2199999999999998)","(21.0, 60.0, 46.96296296296296)"
10-01-2023 18:44:22.633354,"(31.0, 75.0, 72.92857142857143)","(5.5, 13.0, 12.5)","(9.0, 13.0, 12.71875)","(3.4, 4.7, 4.1499999999999995)","(7.5, 9.6, 9.5)","(1.9, 2.3, 2.2199999999999998)","(21.0, 60.0, 46.96296296296296)"
10-01-2023 18:44:23.497248,"(31.0, 75.0, 72.92857142857143)","(5.5, 13.0, 12.5)","(9.0, 13.0, 12.71875)","(3.4, 4.7, 4.1499999999999995)","(7.5, 9.6, 9.5)","(1.9, 2.3, 2.2199999999999998)","(21.0, 60.0, 46.96296296296296)"
10-01-2023 18:44:24.531790,"(31.0, 75.0, 72.92857142857143)","(5.5, 13.0, 12.25)","(9.0, 13.0, 12.71875)","(3.4, 4.7, 4.1499999999999995)","(7.5, 9.6, 9.399999999999999)","(1.9, 2.3, 2.2733333333333334)","(21.0, 60.0, 46.96296296296296)"
10-01-2023 18:44:25.483978,"(31.0, 75.0, 72.92857142857143)","(5.5, 13.0, 13.642857142857142)","(9.0, 13.0, 12.71875)","(3.4, 4.7, 4.1499999999999995)","(7.5, 9.6, 9.446153846153846)","(1.9, 2.3, 2.2733333333333334)","(21.0, 60.0, 46.96296296296296)"
10-01-2023 18:44:26.460408,"(31.0, 75.0, 72.92857142857143)","(5.5, 14.5, 12.863636363636363)","(9.0, 13.0, 12.71875)","(3.4, 4.7, 4.1499999999999995)","(7.5, 9.6, 9.399999999999999)","(1.9, 2.3, 2.21)","(21.0, 60.0, 46.96296296296296)"
10-01-2023 18:44:27.456265,"(31.0, 75.0, 72.92857142857143)","(5.5, 14.5, 12.863636363636363)","(9.0, 13.0, 12.71875)","(3.4, 4.7, 4.146153846153846)","(7.5, 9.6, 9.399999999999999)","(1.9, 2.3, 2.2033333333333336)","(21.0, 60.0, 46.96296296296296)"
10-01-2023 18:44:28.382832,"(31.0, 75.0, 72.92857142857143)","(5.5, 14.5, 13.642857142857142)","(9.0, 13.0, 12.71875)","(3.4, 4.7, 4.146153846153846)","(7.5, 9.6, 9.399999999999999)","(1.9, 2.22, 2.174545454545455)","(21.0, 60.0, 46.96296296296296)"
10-01-2023 18:44:29.310039,"(31.0, 75.0, 72.92857142857143)","(5.5, 14.5, 13.642857142857142)","(9.0, 13.0, 12.71875)","(3.4, 4.7, 4.146153846153846)","(7.5, 9.6, 9.399999999999999)","(1.9, 2.24, 2.174545454545455)","(21.0, 60.0, 46.96296296296296)"
10-01-2023 18:44:30.313909,"(31.0, 75.0, 72.92857142857143)","(5.5, 14.5, 13.642857142857142)","(9.0, 13.0, 12.71875)","(3.4, 4.7, 4.146153846153846)","(7.5, 9.6, 9.236363636363636)","(1.9, 2.24, 2.174545454545455)","(21.0, 60.0, 46.96296296296296)"
10-01-2023 18:44:31.327588,"(31.0, 75.0, 72.92857142857143)","(5.5, 14.5, 13.642857142857142)","(9.0, 13.0, 12.71875)","(3.4, 4.7, 4.146153846153846)","(7.5, 9.6, 10.0)","(1.9, 2.24, 2.174545454545455)","(21.0, 60.0, 48.480000000000004)"
10-01-2023 18:44:32.268381,"(31.0, 75.0, 72.92857142857143)","(5.5, 14.5, 14.0)","(9.0, 13.0, 12.71875)","(3.4, 4.7, 4.146153846153846)","(7.5, 10.5, 10.0)","(1.9, 2.24, 2.1371428571428575)","(21.0, 60.0, 48.705882352941174)"
10-01-2023 18:44:33.160645,"(31.0, 75.0, 72.92857142857143)","(5.5, 14.5, 14.0)","(9.0, 13.0, 12.71875)","(3.4, 4.7, 4.146153846153846)","(7.5, 12.5, 10.615384615384615)","(1.9, 2.24, 2.17)","(21.0, 50.0, 48.705882352941174)"
