,Fascinate Donald,Farmor Rowdy,Wishing,Ambrosia Tux,Cosmic Billy,Bodacious Star
08-01-2023 19:04:28.360976,"(1.55, 1.93, 1.87)","(14.0, 32.0, 27.049999999999997)","(16.0, 55.0, 45.75)","(6.0, 9.2, 8.799999999999999)","(9.0, 18.0, 16.2)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:29.345967,"(1.55, 1.93, 1.87)","(14.0, 32.0, 27.049999999999997)","(16.0, 55.0, 45.75)","(6.0, 9.2, 8.799999999999999)","(9.0, 18.0, 17.25)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:30.300604,"(1.55, 1.93, 1.87)","(14.0, 32.0, 27.049999999999997)","(16.0, 55.0, 45.75)","(6.0, 9.2, 9.171428571428573)","(9.0, 18.5, 16.0)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:31.199743,"(1.55, 1.93, 1.87)","(14.0, 32.0, 27.049999999999997)","(16.0, 55.0, 40.6)","(6.0, 9.8, 9.22857142857143)","(9.0, 18.5, 16.0)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:32.164517,"(1.55, 1.93, 1.87)","(14.0, 32.0, 25.125)","(16.0, 55.0, 46.0)","(6.0, 9.8, 9.575000000000001)","(9.0, 18.5, 16.0)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:33.009041,"(1.55, 1.93, 1.906923076923077)","(14.0, 32.0, 25.125)","(16.0, 48.0, 43.85714285714286)","(6.0, 9.8, 9.575000000000001)","(9.0, 18.5, 16.0)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:33.885271,"(1.55, 1.93, 1.8833333333333333)","(14.0, 32.0, 25.125)","(16.0, 50.0, 42.25)","(6.0, 9.8, 9.575000000000001)","(9.0, 18.5, 16.0)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:34.827352,"(1.55, 1.93, 1.904736842105263)","(14.0, 32.0, 25.125)","(16.0, 50.0, 42.25)","(6.0, 9.8, 9.4)","(9.0, 18.5, 16.0)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:35.776614,"(1.55, 1.93, 1.904736842105263)","(14.0, 32.0, 25.125)","(16.0, 50.0, 42.25)","(6.0, 9.8, 9.4)","(9.0, 18.5, 16.0)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:36.663460,"(1.55, 1.93, 1.904736842105263)","(14.0, 32.0, 25.125)","(16.0, 50.0, 42.25)","(6.0, 9.8, 9.4)","(9.0, 18.5, 14.75)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:37.519528,"(1.55, 1.93, 1.904736842105263)","(14.0, 32.0, 25.125)","(16.0, 50.0, 42.25)","(6.0, 9.8, 9.4)","(9.0, 18.5, 14.75)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:38.423005,"(1.55, 1.93, 1.904736842105263)","(14.0, 32.0, 25.125)","(16.0, 50.0, 42.25)","(6.0, 9.8, 9.4)","(9.0, 18.5, 14.75)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:39.294878,"(1.55, 1.93, 1.904736842105263)","(14.0, 32.0, 25.125)","(16.0, 50.0, 42.25)","(6.0, 9.8, 9.4)","(9.0, 18.0, 15.0)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:40.202525,"(1.55, 1.93, 1.834)","(14.0, 32.0, 25.125)","(16.0, 50.0, 42.25)","(6.0, 9.8, 9.4)","(9.0, 17.5, 15.9)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:41.159187,"(1.55, 1.91, 1.8071428571428572)","(14.0, 32.0, 25.125)","(16.0, 50.0, 42.25)","(6.0, 9.8, 9.4)","(9.0, 17.5, 16.3)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:42.098400,"(1.55, 1.91, 1.82)","(14.0, 32.0, 22.294117647058822)","(16.0, 50.0, 42.25)","(6.0, 9.8, 9.600000000000001)","(9.0, 17.5, 15.833333333333334)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:42.980794,"(1.55, 1.91, 1.89)","(14.0, 32.0, 22.294117647058822)","(16.0, 50.0, 42.25)","(6.0, 9.8, 9.600000000000001)","(9.0, 17.5, 15.833333333333334)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:43.853606,"(1.55, 1.91, 1.8824999999999998)","(14.0, 32.0, 22.294117647058822)","(16.0, 50.0, 42.25)","(6.0, 9.8, 9.600000000000001)","(9.0, 17.5, 15.833333333333334)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:44.706489,"(1.55, 1.91, 1.8824999999999998)","(14.0, 32.0, 22.294117647058822)","(16.0, 50.0, 42.25)","(6.0, 9.8, 9.600000000000001)","(9.0, 17.5, 15.833333333333334)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:45.612930,"(1.55, 1.91, 1.8824999999999998)","(14.0, 32.0, 22.294117647058822)","(16.0, 50.0, 42.25)","(6.0, 9.8, 9.600000000000001)","(9.0, 17.5, 15.833333333333334)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:46.557816,"(1.55, 1.91, 1.8275000000000001)","(14.0, 32.0, 22.294117647058822)","(16.0, 50.0, 42.25)","(6.0, 10.0, 10.2125)","(9.0, 17.5, 15.75)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:47.550658,"(1.55, 1.91, 1.8275000000000001)","(14.0, 32.0, 22.294117647058822)","(16.0, 50.0, 43.8)","(6.0, 10.5, 10.2125)","(9.0, 18.0, 16.875)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:48.497220,"(1.55, 1.91, 1.8275000000000001)","(14.0, 32.0, 22.294117647058822)","(16.0, 50.0, 43.8)","(6.0, 10.5, 10.2125)","(9.0, 18.0, 16.875)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:49.361298,"(1.55, 1.91, 1.8824999999999998)","(14.0, 32.0, 22.294117647058822)","(16.0, 50.0, 43.8)","(6.0, 10.5, 10.2125)","(9.0, 18.0, 16.875)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:50.196236,"(1.55, 1.91, 1.898235294117647)","(14.0, 32.0, 22.294117647058822)","(16.0, 50.0, 43.8)","(6.0, 10.5, 10.2125)","(9.0, 18.0, 16.875)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:51.073593,"(1.55, 1.91, 1.8988888888888888)","(14.0, 32.0, 22.294117647058822)","(16.0, 50.0, 43.8)","(6.0, 10.5, 10.2125)","(9.0, 18.0, 16.875)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:51.933958,"(1.55, 1.91, 1.8988888888888888)","(14.0, 32.0, 21.6875)","(16.0, 50.0, 43.8)","(6.0, 10.5, 10.2125)","(9.0, 18.0, 16.875)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:52.885360,"(1.55, 1.91, 1.8988888888888888)","(14.0, 32.0, 22.294117647058822)","(16.0, 50.0, 38.0)","(6.0, 10.5, 10.2125)","(9.0, 18.0, 16.875)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:53.844745,"(1.55, 1.91, 1.8988888888888888)","(14.0, 32.0, 22.294117647058822)","(16.0, 50.0, 39.83333333333333)","(6.0, 10.5, 10.2125)","(9.0, 18.0, 16.875)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:54.820296,"(1.55, 1.91, 1.8988888888888888)","(14.0, 32.0, 22.294117647058822)","(16.0, 50.0, 39.83333333333333)","(6.0, 10.5, 10.2125)","(9.0, 18.0, 16.875)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:55.804577,"(1.55, 1.91, 1.8988888888888888)","(14.0, 32.0, 22.294117647058822)","(16.0, 50.0, 39.83333333333333)","(6.0, 10.5, 10.2125)","(9.0, 18.0, 16.875)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:56.700855,"(1.55, 1.91, 1.8988888888888888)","(14.0, 32.0, 22.294117647058822)","(16.0, 50.0, 39.83333333333333)","(6.0, 10.5, 10.2125)","(9.0, 18.0, 16.875)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:57.728575,"(1.55, 1.91, 1.8988888888888888)","(14.0, 32.0, 22.294117647058822)","(16.0, 50.0, 39.83333333333333)","(6.0, 10.5, 10.2125)","(9.0, 18.0, 16.875)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:58.692244,"(1.55, 1.91, 1.895)","(14.0, 32.0, 22.294117647058822)","(16.0, 50.0, 29.333333333333336)","(6.0, 10.5, 10.64)","(9.0, 18.0, 16.875)","(4.6, 6.4, 6.0)"
08-01-2023 19:04:59.610967,"(1.55, 1.91, 1.895)","(14.0, 32.0, 22.294117647058822)","(16.0, 50.0, 29.333333333333336)","(6.0, 14.0, 10.64)","(9.0, 18.0, 16.875)","(4.6, 6.4, 6.0)"
08-01-2023 19:05:00.588671,"(1.55, 1.91, 1.895)","(14.0, 32.0, 22.294117647058822)","(16.0, 50.0, 29.333333333333336)","(6.0, 14.0, 11.822222222222223)","(9.0, 18.0, 16.875)","(4.6, 6.4, 6.0)"
08-01-2023 19:05:01.544703,"(1.55, 1.91, 1.8599999999999999)","(14.0, 32.0, 22.294117647058822)","(16.0, 50.0, 29.333333333333336)","(6.0, 14.0, 9.8)","(9.0, 18.0, 16.875)","(4.6, 6.4, 6.0)"
08-01-2023 19:05:02.489234,"(1.55, 1.91, 1.8599999999999999)","(14.0, 32.0, 22.294117647058822)","(16.0, 50.0, 29.333333333333336)","(6.0, 14.0, 10.76)","(9.0, 18.0, 16.875)","(4.6, 6.4, 6.0)"
08-01-2023 19:05:03.323779,"(1.55, 1.91, 1.8599999999999999)","(14.0, 32.0, 22.294117647058822)","(16.0, 50.0, 29.333333333333336)","(6.0, 14.0, 10.76)","(9.0, 18.0, 16.875)","(4.6, 6.4, 5.466666666666667)"
08-01-2023 19:05:04.178483,"(1.55, 1.91, 1.8599999999999999)","(14.0, 32.0, 23.514285714285712)","(16.0, 46.0, 32.5)","(6.0, 14.5, 12.533333333333333)","(9.0, 18.0, 17.125)","(4.6, 6.2, 5.3)"
08-01-2023 19:05:05.116271,"(1.55, 1.91, 1.8599999999999999)","(14.0, 32.0, 23.514285714285712)","(16.0, 46.0, 32.5)","(6.0, 14.5, 12.533333333333333)","(9.0, 18.0, 17.125)","(4.6, 6.0, 5.4)"
08-01-2023 19:05:06.031230,"(1.55, 1.91, 1.8599999999999999)","(14.0, 32.0, 23.08108108108108)","(16.0, 46.0, 32.5)","(6.0, 14.5, 12.533333333333333)","(9.0, 18.0, 17.125)","(4.6, 5.9, 5.6)"
08-01-2023 19:05:06.949479,"(1.55, 1.91, 1.8599999999999999)","(14.0, 32.0, 23.08108108108108)","(16.0, 46.0, 32.5)","(6.0, 14.5, 12.533333333333333)","(9.0, 18.0, 17.125)","(4.6, 5.8, 5.6)"
08-01-2023 19:05:07.953447,"(1.55, 1.91, 1.8599999999999999)","(14.0, 32.0, 23.08108108108108)","(16.0, 44.0, 31.5)","(6.0, 14.0, 11.3)","(9.0, 18.5, 17.357142857142858)","(4.6, 5.8, 5.6)"
08-01-2023 19:05:08.879038,"(1.55, 1.88, 1.8184615384615386)","(14.0, 32.0, 23.08108108108108)","(16.0, 44.0, 31.5)","(6.0, 14.0, 11.3)","(9.0, 18.5, 17.5)","(4.6, 5.8, 5.6)"
08-01-2023 19:05:09.785017,"(1.55, 1.88, 1.805)","(14.0, 32.0, 23.08108108108108)","(16.0, 44.0, 42.904761904761905)","(6.0, 14.0, 12.2)","(9.0, 18.5, 17.5)","(4.6, 5.8, 5.6)"
08-01-2023 19:05:10.732971,"(1.55, 1.88, 1.805)","(14.0, 32.0, 23.08108108108108)","(16.0, 44.0, 40.85714285714286)","(6.0, 14.0, 11.3)","(9.0, 18.5, 17.5)","(4.6, 5.8, 5.6)"
08-01-2023 19:05:11.656686,"(1.55, 1.88, 1.805)","(14.0, 32.0, 23.08108108108108)","(16.0, 44.0, 29.333333333333336)","(6.0, 14.0, 11.3)","(9.0, 18.5, 17.5)","(4.6, 5.8, 5.6)"
08-01-2023 19:05:12.595457,"(1.55, 1.88, 1.805)","(14.0, 32.0, 23.08108108108108)","(16.0, 42.0, 39.14285714285714)","(6.0, 14.0, 11.3)","(9.0, 18.5, 17.5)","(4.6, 5.8, 5.6)"
08-01-2023 19:05:13.490173,"(1.55, 1.88, 1.835)","(14.0, 32.0, 23.08108108108108)","(16.0, 42.0, 39.14285714285714)","(6.0, 14.0, 11.3)","(9.0, 18.5, 17.5)","(4.6, 5.8, 5.6)"
08-01-2023 19:05:14.456963,"(1.55, 1.88, 1.835)","(14.0, 32.0, 23.08108108108108)","(16.0, 42.0, 39.14285714285714)","(6.0, 14.0, 11.3)","(9.0, 18.5, 17.5)","(4.6, 5.8, 5.6)"
08-01-2023 19:05:15.397407,"(1.55, 1.88, 1.835)","(14.0, 32.0, 23.08108108108108)","(16.0, 42.0, 39.14285714285714)","(6.0, 14.0, 11.3)","(9.0, 18.5, 17.5)","(4.6, 5.8, 5.6)"
08-01-2023 19:05:16.316066,"(1.55, 1.88, 1.835)","(14.0, 32.0, 23.08108108108108)","(16.0, 40.0, 37.42857142857143)","(6.0, 14.0, 11.3)","(9.0, 18.5, 17.5)","(4.6, 5.8, 5.6)"
08-01-2023 19:05:17.183691,"(1.55, 1.88, 1.835)","(14.0, 32.0, 23.08108108108108)","(16.0, 40.0, 35.5)","(6.0, 14.0, 11.3)","(9.0, 18.5, 17.5)","(4.6, 5.8, 5.6)"
08-01-2023 19:05:18.020895,"(1.55, 1.88, 1.835)","(14.0, 32.0, 23.08108108108108)","(16.0, 40.0, 33.6)","(6.0, 14.0, 11.3)","(9.0, 18.5, 17.5)","(4.6, 5.8, 5.6)"
08-01-2023 19:05:18.935311,"(1.55, 1.88, 1.835)","(14.0, 32.0, 23.08108108108108)","(16.0, 38.0, 34.5)","(6.0, 14.0, 11.3)","(9.0, 18.5, 17.5)","(4.6, 5.8, 5.6)"
08-01-2023 19:05:19.776734,"(1.55, 1.88, 1.835)","(14.0, 32.0, 16.761904761904763)","(16.0, 38.0, 34.5)","(6.0, 14.0, 11.84)","(9.0, 18.5, 17.5)","(4.6, 5.8, 5.6)"
08-01-2023 19:05:20.678263,"(1.55, 1.88, 1.82)","(14.0, 32.0, 18.52173913043478)","(16.0, 38.0, 34.5)","(6.0, 13.5, 13.072727272727272)","(9.0, 18.5, 17.5)","(4.6, 5.6, 5.466666666666667)"
08-01-2023 19:05:21.709691,"(1.55, 1.88, 1.82)","(14.0, 32.0, 20.076923076923077)","(16.0, 36.0, 26.25)","(6.0, 14.0, 13.641379310344828)","(9.0, 18.5, 17.5)","(4.6, 5.6, 5.466666666666667)"
08-01-2023 19:05:22.669062,"(1.55, 1.88, 1.8636363636363635)","(14.0, 32.0, 20.51851851851852)","(16.0, 36.0, 26.25)","(6.0, 13.0, 12.2)","(9.0, 18.5, 17.5)","(4.6, 5.6, 5.466666666666667)"
08-01-2023 19:05:23.924046,"(1.55, 1.88, 1.8636363636363635)","(14.0, 32.0, 22.625)","(16.0, 36.0, 24.083333333333332)","(6.0, 13.0, 12.80952380952381)","(9.0, 18.5, 17.5)","(4.6, 5.6, 5.466666666666667)"
08-01-2023 19:05:24.869913,"(1.55, 1.88, 1.8636363636363635)","(14.0, 32.0, 22.625)","(16.0, 36.0, 24.083333333333332)","(6.0, 13.0, 12.80952380952381)","(9.0, 18.5, 17.5)","(4.6, 5.6, 5.314285714285714)"
08-01-2023 19:05:25.830606,"(1.55, 1.88, 1.82)","(14.0, 32.0, 19.391304347826086)","(16.0, 36.0, 24.083333333333332)","(6.0, 13.5, 13.285714285714285)","(9.0, 18.5, 17.5)","(4.6, 5.6, 5.314285714285714)"
08-01-2023 19:05:26.749308,"(1.55, 1.88, 1.82)","(14.0, 32.0, 21.25925925925926)","(16.0, 36.0, 24.083333333333332)","(6.0, 13.0, 12.80952380952381)","(9.0, 18.5, 17.5)","(4.6, 5.6, 5.314285714285714)"
08-01-2023 19:05:27.759067,"(1.55, 1.88, 1.82)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 27.894736842105264)","(6.0, 13.0, 12.80952380952381)","(9.0, 18.5, 17.5)","(4.6, 5.6, 5.314285714285714)"
08-01-2023 19:05:28.727922,"(1.55, 1.88, 1.8636363636363635)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 27.894736842105264)","(6.0, 13.0, 12.80952380952381)","(9.0, 18.5, 17.5)","(4.6, 5.6, 5.314285714285714)"
08-01-2023 19:05:29.708932,"(1.55, 1.86, 1.829375)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 27.894736842105264)","(6.0, 13.0, 12.80952380952381)","(9.0, 18.5, 16.72222222222222)","(4.6, 5.6, 5.314285714285714)"
08-01-2023 19:05:30.707245,"(1.55, 1.86, 1.823157894736842)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 27.894736842105264)","(6.0, 13.0, 13.285714285714285)","(9.0, 18.5, 15.653846153846153)","(4.6, 5.6, 5.314285714285714)"
08-01-2023 19:05:31.608381,"(1.55, 1.86, 1.7963636363636364)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 27.894736842105264)","(6.0, 13.5, 13.285714285714285)","(9.0, 17.5, 15.653846153846153)","(4.6, 5.6, 5.314285714285714)"
08-01-2023 19:05:32.521079,"(1.55, 1.86, 1.7963636363636364)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 27.894736842105264)","(6.0, 13.5, 13.285714285714285)","(9.0, 17.5, 15.571428571428571)","(4.6, 5.6, 5.28)"
08-01-2023 19:05:33.355903,"(1.55, 1.86, 1.8292307692307692)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 27.894736842105264)","(6.0, 13.5, 13.285714285714285)","(9.0, 17.5, 15.571428571428571)","(4.6, 5.6, 5.28)"
08-01-2023 19:05:34.272381,"(1.55, 1.86, 1.8216)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 27.894736842105264)","(6.0, 13.5, 13.285714285714285)","(9.0, 17.5, 15.571428571428571)","(4.6, 5.6, 5.28)"
08-01-2023 19:05:35.222114,"(1.55, 1.85, 1.8208333333333333)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 27.894736842105264)","(6.0, 13.5, 13.285714285714285)","(9.0, 18.0, 17.708333333333332)","(4.6, 5.6, 5.28)"
08-01-2023 19:05:36.098526,"(1.55, 1.86, 1.82)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 27.894736842105264)","(6.0, 14.0, 13.545454545454545)","(9.0, 18.0, 17.708333333333332)","(4.6, 5.6, 5.222222222222222)"
08-01-2023 19:05:37.013675,"(1.55, 1.86, 1.82)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 27.09090909090909)","(6.0, 14.0, 13.545454545454545)","(9.0, 18.0, 17.708333333333332)","(4.6, 5.6, 5.222222222222222)"
08-01-2023 19:05:37.927015,"(1.55, 1.86, 1.82)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 27.09090909090909)","(6.0, 14.0, 13.545454545454545)","(9.0, 18.0, 17.708333333333332)","(4.6, 5.6, 5.300000000000001)"
08-01-2023 19:05:38.817493,"(1.55, 1.86, 1.82)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 27.09090909090909)","(6.0, 14.0, 13.545454545454545)","(9.0, 18.0, 17.708333333333332)","(4.6, 5.4, 5.266666666666667)"
08-01-2023 19:05:39.708650,"(1.55, 1.86, 1.796)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 27.09090909090909)","(6.0, 14.0, 13.545454545454545)","(9.0, 18.0, 17.708333333333332)","(4.6, 5.4, 5.2444444444444445)"
08-01-2023 19:05:40.737449,"(1.55, 1.86, 1.796)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 27.09090909090909)","(6.0, 14.0, 13.545454545454545)","(9.0, 18.0, 17.708333333333332)","(4.6, 5.4, 5.2444444444444445)"
08-01-2023 19:05:41.766985,"(1.55, 1.86, 1.796)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 27.09090909090909)","(6.0, 14.0, 13.545454545454545)","(9.0, 18.0, 17.708333333333332)","(4.6, 5.4, 5.2444444444444445)"
08-01-2023 19:05:42.699389,"(1.55, 1.86, 1.788)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 27.09090909090909)","(6.0, 14.0, 13.761904761904763)","(9.0, 18.0, 17.708333333333332)","(4.6, 5.4, 5.212903225806452)"
08-01-2023 19:05:43.614111,"(1.55, 1.86, 1.764)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 27.09090909090909)","(6.0, 14.0, 13.761904761904763)","(9.0, 18.0, 17.708333333333332)","(4.6, 5.4, 5.212903225806452)"
08-01-2023 19:05:44.507619,"(1.55, 1.86, 1.756)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 27.09090909090909)","(6.0, 14.0, 13.761904761904763)","(9.0, 18.0, 17.708333333333332)","(4.6, 5.4, 5.222222222222222)"
08-01-2023 19:05:45.400228,"(1.55, 1.86, 1.756)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 27.09090909090909)","(6.0, 14.0, 13.761904761904763)","(9.0, 18.0, 17.708333333333332)","(4.6, 5.4, 5.222222222222222)"
08-01-2023 19:05:46.436125,"(1.55, 1.86, 1.756)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 27.09090909090909)","(6.0, 14.0, 13.761904761904763)","(9.0, 18.0, 17.708333333333332)","(4.6, 5.4, 5.222222222222222)"
08-01-2023 19:05:47.467821,"(1.55, 1.86, 1.756)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 27.09090909090909)","(6.0, 14.0, 13.761904761904763)","(9.0, 18.0, 17.708333333333332)","(4.6, 5.4, 5.222222222222222)"
08-01-2023 19:05:48.447537,"(1.55, 1.86, 1.756)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 27.09090909090909)","(6.0, 14.0, 13.761904761904763)","(9.0, 18.0, 18.166666666666668)","(4.6, 5.4, 5.222222222222222)"
08-01-2023 19:05:49.386288,"(1.55, 1.86, 1.756)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 27.09090909090909)","(6.0, 14.0, 13.761904761904763)","(9.0, 18.5, 18.166666666666668)","(4.6, 5.4, 5.222222222222222)"
08-01-2023 19:05:50.231853,"(1.55, 1.86, 1.756)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 27.09090909090909)","(6.0, 14.0, 13.761904761904763)","(9.0, 18.5, 18.166666666666668)","(4.6, 5.4, 5.222222222222222)"
08-01-2023 19:05:51.123565,"(1.55, 1.86, 1.756)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 27.09090909090909)","(6.0, 14.0, 13.761904761904763)","(9.0, 19.0, 18.307692307692307)","(4.6, 5.4, 5.222222222222222)"
08-01-2023 19:05:52.007641,"(1.55, 1.86, 1.756)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 27.09090909090909)","(6.0, 14.0, 13.761904761904763)","(9.0, 19.0, 18.307692307692307)","(4.6, 5.4, 5.222222222222222)"
08-01-2023 19:05:52.902422,"(1.55, 1.86, 1.756)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 25.88888888888889)","(6.0, 14.0, 13.761904761904763)","(9.0, 19.0, 18.307692307692307)","(4.6, 5.4, 5.222222222222222)"
08-01-2023 19:05:53.823563,"(1.55, 1.86, 1.756)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 27.6)","(6.0, 14.0, 13.761904761904763)","(9.0, 19.0, 18.307692307692307)","(4.6, 5.4, 5.222222222222222)"
08-01-2023 19:05:54.977889,"(1.55, 1.86, 1.756)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 29.0)","(6.0, 14.0, 13.761904761904763)","(9.0, 19.0, 18.307692307692307)","(4.6, 5.4, 5.222222222222222)"
08-01-2023 19:05:55.917354,"(1.55, 1.86, 1.8166666666666667)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 29.0)","(6.0, 14.0, 13.761904761904763)","(9.0, 19.0, 18.307692307692307)","(4.6, 5.4, 5.222222222222222)"
08-01-2023 19:05:56.745938,"(1.55, 1.86, 1.8473170731707318)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 29.0)","(6.0, 14.0, 13.761904761904763)","(9.0, 19.0, 18.307692307692307)","(4.6, 5.4, 5.222222222222222)"
08-01-2023 19:05:57.686132,"(1.55, 1.86, 1.8473170731707318)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 29.0)","(6.0, 14.0, 13.761904761904763)","(9.0, 19.0, 18.307692307692307)","(4.6, 5.4, 5.222222222222222)"
08-01-2023 19:05:58.783481,"(1.55, 1.86, 1.8473170731707318)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 29.0)","(6.0, 14.0, 13.761904761904763)","(9.0, 19.0, 18.307692307692307)","(4.6, 5.4, 5.222222222222222)"
08-01-2023 19:05:59.722996,"(1.55, 1.85, 1.830909090909091)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 29.0)","(6.0, 14.0, 13.761904761904763)","(9.0, 19.0, 18.307692307692307)","(4.6, 5.4, 5.023529411764706)"
08-01-2023 19:06:00.721181,"(1.55, 1.85, 1.830909090909091)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 29.0)","(6.0, 14.0, 13.761904761904763)","(9.0, 19.0, 18.307692307692307)","(4.6, 5.4, 5.216)"
08-01-2023 19:06:01.769268,"(1.55, 1.85, 1.830909090909091)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 29.0)","(6.0, 14.0, 13.2)","(9.0, 19.0, 17.857142857142858)","(4.6, 5.3, 4.866666666666666)"
08-01-2023 19:06:02.656447,"(1.55, 1.85, 1.7913333333333334)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 29.0)","(6.0, 14.0, 13.2)","(9.0, 19.0, 18.384615384615387)","(4.6, 5.3, 4.914285714285715)"
08-01-2023 19:06:03.524195,"(1.55, 1.85, 1.7913333333333334)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 26.941176470588236)","(6.0, 14.0, 13.76)","(9.0, 19.0, 18.384615384615387)","(4.6, 5.2, 4.9)"
08-01-2023 19:06:04.373609,"(1.55, 1.85, 1.7913333333333334)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 26.941176470588236)","(6.0, 14.0, 13.76)","(9.0, 19.0, 18.529411764705884)","(4.6, 5.2, 4.9)"
08-01-2023 19:06:05.241384,"(1.55, 1.85, 1.7913333333333334)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 26.941176470588236)","(6.0, 14.0, 13.76)","(9.0, 19.0, 18.529411764705884)","(4.6, 5.2, 4.9)"
08-01-2023 19:06:06.121573,"(1.55, 1.85, 1.7913333333333334)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 26.941176470588236)","(6.0, 14.0, 13.76)","(9.0, 19.0, 18.529411764705884)","(4.6, 5.2, 4.9)"
08-01-2023 19:06:07.097246,"(1.55, 1.85, 1.7913333333333334)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 26.941176470588236)","(6.0, 14.0, 13.76)","(9.0, 19.0, 18.529411764705884)","(4.6, 5.2, 4.9)"
08-01-2023 19:06:08.089726,"(1.55, 1.85, 1.786)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 26.941176470588236)","(6.0, 14.0, 13.76)","(9.0, 19.0, 18.529411764705884)","(4.6, 5.2, 4.9)"
08-01-2023 19:06:08.940714,"(1.55, 1.85, 1.786)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 26.941176470588236)","(6.0, 14.0, 13.76)","(9.0, 19.0, 18.529411764705884)","(4.6, 5.2, 4.9)"
