,Hot Milo,Homebush Altena,Homebush Noah,Homebush Reta,Senior Project,Goldstar Rio,Tane Mahuta,Know Beast
09-01-2023 11:22:58.016320,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 60.0, 54.666666666666664)"
09-01-2023 11:22:59.140796,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 60.0, 54.666666666666664)"
09-01-2023 11:23:00.296540,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 60.0, 54.666666666666664)"
09-01-2023 11:23:01.405913,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 60.0, 54.666666666666664)"
09-01-2023 11:23:02.447640,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 60.0, 54.666666666666664)"
09-01-2023 11:23:03.484253,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 60.0, 54.666666666666664)"
09-01-2023 11:23:04.439217,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 60.0, 54.666666666666664)"
09-01-2023 11:23:05.487088,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.523076923076923)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 60.0, 54.666666666666664)"
09-01-2023 11:23:06.572206,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 17.0, 15.523076923076923)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 60.0, 54.666666666666664)"
09-01-2023 11:23:07.653537,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 17.0, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 60.0, 54.666666666666664)"
09-01-2023 11:23:08.776681,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 60.0, 54.666666666666664)"
09-01-2023 11:23:09.936260,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 60.0, 54.666666666666664)"
09-01-2023 11:23:11.094661,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 60.0, 54.666666666666664)"
09-01-2023 11:23:12.230627,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 60.0, 54.666666666666664)"
09-01-2023 11:23:13.377167,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 60.0, 54.666666666666664)"
09-01-2023 11:23:14.539286,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 60.0, 54.666666666666664)"
09-01-2023 11:23:15.718765,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 60.0, 54.666666666666664)"
09-01-2023 11:23:16.882907,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 60.0, 54.666666666666664)"
09-01-2023 11:23:18.054451,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.523076923076923)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 60.0, 54.666666666666664)"
09-01-2023 11:23:19.201698,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 17.0, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 60.0, 54.666666666666664)"
09-01-2023 11:23:20.340551,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 60.0, 54.666666666666664)"
09-01-2023 11:23:21.469255,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 60.0, 54.666666666666664)"
09-01-2023 11:23:22.573254,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 60.0, 54.666666666666664)"
09-01-2023 11:23:23.733656,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 60.0, 54.666666666666664)"
09-01-2023 11:23:24.859721,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 60.0, 54.666666666666664)"
09-01-2023 11:23:25.970911,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 60.0, 54.666666666666664)"
09-01-2023 11:23:27.121984,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 60.0, 54.666666666666664)"
09-01-2023 11:23:28.207440,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 60.0, 54.666666666666664)"
09-01-2023 11:23:29.211128,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 60.0, 54.666666666666664)"
09-01-2023 11:23:30.203083,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 17.0, 15.523076923076923)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 60.0, 54.666666666666664)"
09-01-2023 11:23:31.225018,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 17.0, 15.523076923076923)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 60.0, 54.666666666666664)"
09-01-2023 11:23:32.293669,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 60.0, 54.666666666666664)"
09-01-2023 11:23:33.408840,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 60.0, 54.666666666666664)"
09-01-2023 11:23:34.553297,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 60.0, 54.666666666666664)"
09-01-2023 11:23:35.694355,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 60.0, 54.666666666666664)"
09-01-2023 11:23:36.839922,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 60.0, 54.666666666666664)"
09-01-2023 11:23:37.977538,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 60.0, 54.666666666666664)"
09-01-2023 11:23:39.140989,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 60.0, 54.666666666666664)"
09-01-2023 11:23:40.313885,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 60.0, 54.666666666666664)"
09-01-2023 11:23:41.428456,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.523076923076923)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 60.0, 54.666666666666664)"
09-01-2023 11:23:42.604571,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 17.0, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 60.0, 54.666666666666664)"
09-01-2023 11:23:43.747807,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 60.0, 54.666666666666664)"
09-01-2023 11:23:44.909856,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 60.0, 54.666666666666664)"
09-01-2023 11:23:46.063267,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 60.0, 54.666666666666664)"
09-01-2023 11:23:47.217936,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 60.0, 54.666666666666664)"
09-01-2023 11:23:48.338885,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 60.0, 54.666666666666664)"
09-01-2023 11:23:49.537330,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 60.0, 54.666666666666664)"
09-01-2023 11:23:50.621263,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 60.0, 54.666666666666664)"
09-01-2023 11:23:51.657412,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 60.0, 54.666666666666664)"
09-01-2023 11:23:52.718415,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 17.0, 15.523076923076923)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 60.0, 54.666666666666664)"
09-01-2023 11:23:53.685380,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 17.0, 15.523076923076923)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 60.0, 59.111111111111114)"
09-01-2023 11:23:54.724224,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 65.0, 59.111111111111114)"
09-01-2023 11:23:55.834653,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 65.0, 59.111111111111114)"
09-01-2023 11:23:56.937482,"(3.0, 4.2, 3.4705882352941178)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 65.0, 59.111111111111114)"
09-01-2023 11:23:58.053974,"(3.0, 4.2, 3.4705882352941178)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 65.0, 59.111111111111114)"
09-01-2023 11:23:59.240658,"(3.0, 4.2, 3.4705882352941178)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 65.0, 59.111111111111114)"
09-01-2023 11:24:00.449156,"(3.0, 4.2, 3.4705882352941178)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 65.0, 59.111111111111114)"
09-01-2023 11:24:01.641635,"(3.0, 4.2, 3.4705882352941178)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 65.0, 59.111111111111114)"
09-01-2023 11:24:02.835487,"(3.0, 4.2, 3.4705882352941178)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.523076923076923)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 65.0, 59.111111111111114)"
09-01-2023 11:24:04.040547,"(3.0, 4.2, 3.4705882352941178)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 17.0, 15.523076923076923)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 65.0, 59.111111111111114)"
09-01-2023 11:24:05.258654,"(3.0, 4.2, 3.4705882352941178)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 17.0, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 65.0, 59.111111111111114)"
09-01-2023 11:24:06.464039,"(3.0, 4.2, 3.4705882352941178)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 65.0, 59.111111111111114)"
09-01-2023 11:24:07.669143,"(3.0, 4.2, 3.4705882352941178)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 65.0, 59.111111111111114)"
09-01-2023 11:24:08.849032,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 65.0, 59.111111111111114)"
09-01-2023 11:24:10.041018,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 65.0, 59.111111111111114)"
09-01-2023 11:24:11.213713,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 65.0, 59.111111111111114)"
09-01-2023 11:24:12.371723,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 65.0, 59.111111111111114)"
09-01-2023 11:24:13.538733,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 65.0, 59.111111111111114)"
09-01-2023 11:24:14.689127,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 65.0, 59.111111111111114)"
09-01-2023 11:24:15.814853,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 65.0, 59.111111111111114)"
09-01-2023 11:24:16.995140,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 65.0, 59.111111111111114)"
09-01-2023 11:24:18.162286,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 65.0, 59.111111111111114)"
09-01-2023 11:24:19.287391,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 65.0, 59.111111111111114)"
09-01-2023 11:24:20.413811,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 65.0, 59.111111111111114)"
09-01-2023 11:24:21.458360,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 65.0, 59.111111111111114)"
09-01-2023 11:24:22.432254,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 65.0, 59.111111111111114)"
09-01-2023 11:24:23.435940,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 65.0, 59.111111111111114)"
09-01-2023 11:24:24.501604,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 65.0, 59.111111111111114)"
09-01-2023 11:24:25.613327,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 16.5, 15.523076923076923)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 65.0, 59.111111111111114)"
09-01-2023 11:24:26.798160,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 17.0, 15.523076923076923)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 65.0, 59.111111111111114)"
09-01-2023 11:24:27.953719,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 17.0, 15.523076923076923)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 65.0, 59.111111111111114)"
09-01-2023 11:24:29.100159,"(3.0, 4.2, 3.3373913043478263)","(5.0, 16.0, 13.577777777777778)","(21.0, 130.0, 58.964285714285715)","(8.0, 17.0, 15.1)","(2.2, 2.8, 2.7557142857142853)","(21.0, 140.0, 79.5)","(21.0, 170.0, 94.25)","(13.0, 65.0, 59.111111111111114)"
