,Titanium Power,Constant Flight,Snippy Fox,Much Much Better,Niffler,Munitions,Pizarro,Noble Soldier,Van Giz
07-01-2023 16:46:35.908010,"(9.0, 12.0, 11.097902097902098)","(51.0, 95.0, 92.5)","(10.0, 12.0, 11.377659574468085)","(12.0, 15.5, 14.360576923076923)","(10.0, 12.0, 11.4)","(15.0, 18.0, 17.865384615384617)","(2.1, 2.38, 2.3779166666666667)","(10.0, 12.5, 12.394117647058824)","(10.0, 12.0, 11.888524590163934)"
07-01-2023 16:46:37.094133,"(9.0, 12.0, 11.097902097902098)","(51.0, 95.0, 93.63636363636364)","(10.0, 12.0, 11.377659574468085)","(12.0, 15.5, 14.360576923076923)","(10.0, 11.5, 11.840909090909092)","(15.0, 18.0, 17.865384615384617)","(2.1, 2.38, 2.3779166666666667)","(10.0, 12.5, 12.394117647058824)","(10.0, 12.0, 11.886666666666667)"
07-01-2023 16:46:38.434216,"(9.0, 12.0, 11.128378378378379)","(51.0, 95.0, 93.63636363636364)","(10.0, 12.0, 11.377659574468085)","(12.0, 15.5, 14.360576923076923)","(10.0, 12.0, 11.803921568627452)","(15.0, 18.0, 17.865384615384617)","(2.1, 2.38, 2.3779166666666667)","(10.0, 12.5, 12.394117647058824)","(10.0, 12.0, 11.886666666666667)"
07-01-2023 16:46:39.934193,"(9.0, 12.0, 10.928571428571429)","(51.0, 95.0, 93.63636363636364)","(10.0, 12.0, 11.377659574468085)","(12.0, 15.5, 14.360576923076923)","(10.0, 12.0, 11.803921568627452)","(15.0, 18.0, 17.865384615384617)","(2.1, 2.38, 2.3773684210526316)","(10.0, 12.5, 12.394117647058824)","(10.0, 12.0, 11.886666666666667)"
07-01-2023 16:46:41.165123,"(9.0, 12.0, 10.928571428571429)","(51.0, 95.0, 93.63636363636364)","(10.0, 12.0, 11.364102564102565)","(12.0, 15.5, 14.284090909090908)","(10.0, 12.0, 12.074468085106384)","(15.0, 18.0, 17.865384615384617)","(2.1, 2.38, 2.3773684210526316)","(10.0, 12.5, 12.380681818181818)","(10.0, 12.0, 11.886666666666667)"
07-01-2023 16:46:42.267082,"(9.0, 11.5, 11.398550724637682)","(51.0, 95.0, 93.63636363636364)","(10.0, 12.0, 11.377659574468085)","(12.0, 14.5, 14.183333333333334)","(10.0, 12.5, 11.681818181818182)","(15.0, 18.0, 17.865384615384617)","(2.1, 2.38, 2.3252439024390243)","(10.0, 12.5, 12.380681818181818)","(10.0, 12.0, 11.888524590163934)"
07-01-2023 16:46:43.468368,"(9.0, 11.5, 11.387323943661972)","(51.0, 95.0, 93.63636363636364)","(10.0, 12.0, 11.377659574468085)","(12.0, 14.5, 14.183333333333334)","(10.0, 12.5, 11.708791208791208)","(15.0, 18.0, 17.865384615384617)","(2.1, 2.36, 2.324804469273743)","(10.0, 12.5, 12.380681818181818)","(10.0, 12.0, 11.888524590163934)"
07-01-2023 16:46:44.790992,"(9.0, 11.5, 11.387323943661972)","(51.0, 95.0, 93.63636363636364)","(10.0, 12.0, 11.377659574468085)","(12.0, 14.5, 14.183333333333334)","(10.0, 12.5, 11.708791208791208)","(15.0, 18.0, 17.865384615384617)","(2.1, 2.36, 2.3227218934911242)","(10.0, 12.5, 12.380681818181818)","(10.0, 12.0, 11.888524590163934)"
07-01-2023 16:46:46.190903,"(9.0, 11.5, 11.387323943661972)","(51.0, 95.0, 93.63636363636364)","(10.0, 12.0, 11.535714285714286)","(12.0, 14.5, 14.183333333333334)","(10.0, 12.5, 11.708791208791208)","(15.0, 18.0, 17.865384615384617)","(2.1, 2.36, 2.3227218934911242)","(10.0, 12.5, 12.380681818181818)","(10.0, 12.0, 11.888524590163934)"
07-01-2023 16:46:47.557153,"(9.0, 11.5, 11.387323943661972)","(51.0, 95.0, 93.63636363636364)","(10.0, 12.0, 11.535714285714286)","(12.0, 14.5, 14.183333333333334)","(10.0, 12.5, 11.59433962264151)","(15.0, 18.0, 17.865384615384617)","(2.1, 2.36, 2.319227799227799)","(10.0, 12.5, 12.380681818181818)","(10.0, 12.0, 11.888524590163934)"
07-01-2023 16:46:48.892908,"(9.0, 11.5, 11.355421686746988)","(51.0, 95.0, 93.63636363636364)","(10.0, 12.0, 11.45138888888889)","(12.0, 14.5, 14.183333333333334)","(10.0, 12.5, 11.75)","(15.0, 18.0, 17.22222222222222)","(2.1, 2.32, 2.322316602316602)","(10.0, 12.5, 12.376404494382022)","(10.0, 12.0, 11.918727915194346)"
07-01-2023 16:46:50.170874,"(9.0, 11.5, 11.355421686746988)","(51.0, 95.0, 93.63636363636364)","(10.0, 11.5, 11.45138888888889)","(12.0, 14.5, 14.183333333333334)","(10.0, 12.5, 11.75)","(15.0, 18.0, 17.2)","(2.1, 2.36, 2.322316602316602)","(10.0, 12.5, 11.934426229508198)","(10.0, 12.0, 11.901287553648068)"
07-01-2023 16:46:51.436055,"(9.0, 11.5, 11.355421686746988)","(51.0, 95.0, 93.63636363636364)","(10.0, 11.5, 11.452054794520548)","(12.0, 14.5, 14.2625)","(10.0, 12.5, 11.75)","(15.0, 18.0, 17.2)","(2.1, 2.36, 2.322316602316602)","(10.0, 12.5, 11.722222222222221)","(10.0, 12.0, 11.901287553648068)"
07-01-2023 16:46:52.857404,"(9.0, 11.5, 11.346153846153847)","(51.0, 95.0, 93.63636363636364)","(10.0, 11.5, 11.452054794520548)","(12.0, 14.5, 14.2625)","(10.0, 12.5, 11.75)","(15.0, 18.0, 18.469565217391306)","(2.1, 2.36, 2.322316602316602)","(10.0, 12.5, 10.795399515738499)","(10.0, 12.0, 11.901287553648068)"
07-01-2023 16:46:54.272277,"(9.0, 11.5, 11.346153846153847)","(51.0, 95.0, 93.63636363636364)","(10.0, 11.5, 11.452054794520548)","(12.0, 14.5, 14.183333333333334)","(10.0, 12.5, 11.75)","(15.0, 18.5, 18.47685185185185)","(2.1, 2.36, 2.322316602316602)","(10.0, 11.0, 11.333333333333334)","(10.0, 12.0, 11.901287553648068)"
07-01-2023 16:46:55.693442,"(9.0, 11.5, 11.435483870967742)","(51.0, 95.0, 93.63636363636364)","(10.0, 11.5, 11.452054794520548)","(12.0, 14.5, 14.183333333333334)","(10.0, 12.5, 11.75)","(15.0, 18.5, 18.47685185185185)","(2.1, 2.36, 2.322316602316602)","(10.0, 12.5, 11.527777777777779)","(10.0, 12.0, 11.901287553648068)"
07-01-2023 16:46:57.425991,"(9.0, 11.5, 11.066265060240964)","(51.0, 95.0, 93.63636363636364)","(10.0, 11.5, 11.457317073170731)","(12.0, 14.5, 14.183333333333334)","(10.0, 12.5, 11.75)","(15.0, 18.5, 18.473118279569892)","(2.1, 2.36, 2.322316602316602)","(10.0, 12.5, 11.527777777777779)","(10.0, 12.0, 11.901287553648068)"
07-01-2023 16:46:59.184868,"(9.0, 12.0, 10.862637362637363)","(51.0, 95.0, 93.63636363636364)","(9.0, 11.5, 11.457317073170731)","(12.0, 14.5, 14.463878326996198)","(10.0, 12.5, 11.7)","(15.0, 18.5, 18.375)","(2.1, 2.36, 2.322316602316602)","(10.0, 12.5, 11.527777777777779)","(10.0, 12.0, 11.899122807017545)"
07-01-2023 16:47:00.488926,"(9.0, 11.0, 10.862637362637363)","(51.0, 95.0, 93.63636363636364)","(9.0, 11.5, 11.457317073170731)","(12.0, 14.5, 14.462301587301587)","(10.0, 12.5, 11.761538461538462)","(15.0, 19.0, 18.423076923076923)","(2.1, 2.36, 2.321269841269841)","(10.0, 12.5, 11.279069767441861)","(10.0, 12.0, 11.899122807017545)"
07-01-2023 16:47:01.932412,"(9.0, 12.0, 11.267441860465116)","(51.0, 95.0, 93.63636363636364)","(9.0, 11.5, 11.457317073170731)","(12.0, 14.5, 14.462301587301587)","(10.0, 12.5, 12.1)","(15.0, 19.0, 18.0625)","(2.1, 2.36, 2.3396610169491523)","(10.0, 12.5, 11.279069767441861)","(10.0, 12.0, 11.899122807017545)"
07-01-2023 16:47:03.338897,"(9.0, 11.5, 11.173469387755102)","(51.0, 95.0, 93.63636363636364)","(9.0, 11.5, 11.457317073170731)","(12.0, 14.5, 14.444656488549619)","(10.0, 12.5, 12.173469387755102)","(15.0, 19.0, 18.285714285714285)","(2.1, 2.34, 2.3334615384615383)","(10.0, 12.5, 11.676470588235293)","(10.0, 12.0, 11.899122807017545)"
07-01-2023 16:47:04.714465,"(9.0, 11.5, 11.173469387755102)","(51.0, 95.0, 93.63636363636364)","(9.0, 11.5, 11.457317073170731)","(12.0, 14.5, 14.444656488549619)","(10.0, 12.5, 12.173469387755102)","(15.0, 19.0, 18.444444444444443)","(2.1, 2.36, 2.3445192307692304)","(10.0, 12.5, 11.676470588235293)","(10.0, 12.0, 11.899122807017545)"
07-01-2023 16:47:05.894901,"(9.0, 11.5, 11.173469387755102)","(51.0, 95.0, 93.63636363636364)","(9.0, 11.5, 11.431034482758621)","(12.0, 14.5, 14.444656488549619)","(10.0, 12.5, 12.173469387755102)","(15.0, 19.0, 18.444444444444443)","(2.1, 2.36, 2.347196819085487)","(10.0, 12.5, 11.676470588235293)","(10.0, 12.0, 11.899122807017545)"
07-01-2023 16:47:07.088529,"(9.0, 11.5, 11.173469387755102)","(51.0, 95.0, 93.63636363636364)","(9.0, 11.5, 11.431034482758621)","(12.0, 14.5, 14.427238805970148)","(10.0, 12.5, 12.173469387755102)","(15.0, 19.0, 18.444444444444443)","(2.1, 2.36, 2.347196819085487)","(10.0, 12.5, 11.821428571428571)","(10.0, 12.0, 11.883838383838384)"
07-01-2023 16:47:08.407865,"(9.0, 11.5, 11.173469387755102)","(51.0, 95.0, 93.63636363636364)","(9.0, 11.5, 11.433333333333334)","(12.0, 14.5, 14.427238805970148)","(10.0, 12.5, 12.161971830985916)","(15.0, 19.0, 18.41176470588235)","(2.1, 2.36, 2.3466666666666667)","(10.0, 12.0, 11.821428571428571)","(10.0, 12.0, 11.880829015544041)"
07-01-2023 16:47:09.672582,"(9.0, 11.5, 11.173469387755102)","(51.0, 95.0, 93.63636363636364)","(9.0, 11.5, 11.433333333333334)","(12.0, 14.5, 14.427238805970148)","(10.0, 12.5, 12.161971830985916)","(15.0, 19.0, 18.41176470588235)","(2.1, 2.36, 2.349490616621984)","(10.0, 12.0, 11.821428571428571)","(10.0, 12.0, 11.59016393442623)"
07-01-2023 16:47:11.042375,"(9.0, 11.5, 11.173469387755102)","(51.0, 95.0, 93.63636363636364)","(9.0, 11.5, 11.433333333333334)","(12.0, 14.5, 14.427238805970148)","(10.0, 12.5, 12.161971830985916)","(15.0, 19.0, 18.41176470588235)","(2.1, 2.36, 2.349490616621984)","(10.0, 12.0, 11.864864864864865)","(10.0, 12.0, 11.59016393442623)"
07-01-2023 16:47:12.271023,"(9.0, 11.5, 11.173469387755102)","(51.0, 95.0, 93.63636363636364)","(9.0, 11.5, 11.433333333333334)","(12.0, 14.5, 14.427238805970148)","(10.0, 12.5, 12.161971830985916)","(15.0, 19.0, 18.41176470588235)","(2.1, 2.36, 2.3514782608695652)","(10.0, 12.0, 11.864864864864865)","(10.0, 12.0, 11.59016393442623)"
07-01-2023 16:47:13.513316,"(9.0, 11.5, 11.173469387755102)","(51.0, 95.0, 93.63636363636364)","(9.0, 11.5, 11.433333333333334)","(12.0, 14.5, 14.427238805970148)","(10.0, 12.5, 12.078947368421053)","(15.0, 19.0, 17.166666666666668)","(2.1, 2.36, 2.3514782608695652)","(10.0, 12.0, 11.355555555555556)","(10.0, 12.0, 11.664429530201343)"
07-01-2023 16:47:14.766923,"(9.0, 11.5, 11.173469387755102)","(51.0, 95.0, 93.63636363636364)","(9.0, 11.5, 11.433333333333334)","(12.0, 14.5, 14.427238805970148)","(10.0, 12.5, 12.1)","(15.0, 17.5, 17.166666666666668)","(2.1, 2.36, 2.3591304347826085)","(10.0, 11.5, 11.355555555555556)","(10.0, 12.0, 11.664429530201343)"
07-01-2023 16:47:15.968234,"(9.0, 11.5, 11.173469387755102)","(51.0, 95.0, 93.63636363636364)","(9.0, 11.5, 11.433333333333334)","(12.0, 14.5, 14.427238805970148)","(10.0, 12.5, 12.075)","(15.0, 17.5, 17.166666666666668)","(2.1, 2.36, 2.3727868852459015)","(10.0, 11.5, 11.355555555555556)","(10.0, 12.0, 11.664429530201343)"
07-01-2023 16:47:17.166215,"(9.0, 11.5, 11.173469387755102)","(51.0, 95.0, 93.63636363636364)","(9.0, 11.5, 11.433333333333334)","(12.0, 14.5, 14.427238805970148)","(10.0, 12.5, 12.075)","(15.0, 17.5, 17.241935483870968)","(2.1, 2.38, 2.363192771084337)","(10.0, 11.5, 11.355555555555556)","(10.0, 12.0, 11.657534246575342)"
07-01-2023 16:47:18.274601,"(9.0, 11.5, 11.1)","(51.0, 95.0, 93.63636363636364)","(9.0, 11.5, 11.433333333333334)","(12.0, 14.5, 14.427238805970148)","(10.0, 12.5, 12.075)","(15.0, 17.5, 17.136363636363637)","(2.1, 2.4, 2.3499744245524297)","(10.0, 11.5, 11.355555555555556)","(10.0, 12.0, 11.657534246575342)"
07-01-2023 16:47:19.428134,"(9.0, 11.5, 11.1)","(51.0, 95.0, 93.63636363636364)","(9.0, 11.5, 11.433333333333334)","(12.0, 14.5, 14.427238805970148)","(10.0, 12.5, 12.075)","(15.0, 17.5, 17.136363636363637)","(2.1, 2.36, 2.3506594885598924)","(10.0, 11.5, 11.355555555555556)","(10.0, 12.0, 11.657534246575342)"
07-01-2023 16:47:20.575090,"(9.0, 11.5, 11.1)","(51.0, 95.0, 93.63636363636364)","(9.0, 11.5, 11.433333333333334)","(12.0, 14.5, 14.427238805970148)","(10.0, 12.5, 12.075)","(15.0, 17.5, 17.136363636363637)","(2.1, 2.4, 2.3627439024390244)","(10.0, 11.5, 11.381818181818181)","(10.0, 12.0, 11.657534246575342)"
07-01-2023 16:47:21.721621,"(9.0, 11.5, 11.1)","(51.0, 95.0, 93.63636363636364)","(9.0, 11.5, 11.433333333333334)","(12.0, 14.5, 14.427238805970148)","(10.0, 12.5, 12.075)","(15.0, 17.5, 17.136363636363637)","(2.1, 2.4, 2.3637388724035606)","(10.0, 11.5, 11.381818181818181)","(10.0, 12.0, 11.657534246575342)"
07-01-2023 16:47:22.810387,"(9.0, 11.5, 11.1)","(51.0, 95.0, 93.63636363636364)","(9.0, 11.5, 11.433333333333334)","(12.0, 14.5, 14.427238805970148)","(10.0, 12.5, 12.075)","(15.0, 17.5, 17.136363636363637)","(2.1, 2.4, 2.3660083449235048)","(10.0, 11.5, 11.381818181818181)","(10.0, 12.0, 11.657534246575342)"
07-01-2023 16:47:23.894680,"(9.0, 11.5, 11.1)","(51.0, 95.0, 93.63636363636364)","(9.0, 11.5, 11.433333333333334)","(12.0, 14.5, 14.427238805970148)","(10.0, 12.5, 12.075)","(15.0, 17.5, 17.136363636363637)","(2.1, 2.4, 2.363303303303303)","(10.0, 11.5, 11.447154471544716)","(10.0, 12.0, 11.657534246575342)"
07-01-2023 16:47:25.093699,"(9.0, 11.5, 11.1)","(51.0, 95.0, 93.63636363636364)","(9.0, 11.5, 11.433333333333334)","(12.0, 14.5, 14.427238805970148)","(10.0, 12.5, 12.075)","(15.0, 17.5, 17.136363636363637)","(2.1, 2.4, 2.363303303303303)","(10.0, 11.5, 11.447154471544716)","(10.0, 12.0, 11.657534246575342)"
07-01-2023 16:47:26.235316,"(9.0, 11.5, 11.1)","(51.0, 95.0, 93.63636363636364)","(9.0, 11.5, 11.433333333333334)","(12.0, 14.5, 14.427238805970148)","(10.0, 12.5, 12.075)","(15.0, 17.5, 17.136363636363637)","(2.1, 2.4, 2.363303303303303)","(10.0, 11.5, 11.445378151260504)","(10.0, 12.0, 11.657534246575342)"
07-01-2023 16:47:27.420347,"(9.0, 11.5, 11.1)","(51.0, 95.0, 93.63636363636364)","(9.0, 11.5, 11.433333333333334)","(12.0, 14.5, 14.330434782608696)","(10.0, 12.5, 12.075)","(15.0, 17.5, 17.136363636363637)","(2.1, 2.4, 2.365298013245033)","(10.0, 11.5, 11.447154471544716)","(10.0, 12.0, 11.657534246575342)"
07-01-2023 16:47:28.545240,"(9.0, 11.5, 11.1)","(51.0, 95.0, 93.63636363636364)","(9.0, 11.5, 11.433333333333334)","(12.0, 14.5, 14.330434782608696)","(10.0, 12.5, 12.075)","(15.0, 17.5, 17.136363636363637)","(2.1, 2.4, 2.3448807854137446)","(10.0, 11.5, 11.447154471544716)","(10.0, 12.0, 11.657534246575342)"
07-01-2023 16:47:29.757152,"(9.0, 11.5, 11.1)","(51.0, 95.0, 93.63636363636364)","(9.0, 11.5, 11.433333333333334)","(12.0, 14.5, 14.351145038167939)","(10.0, 12.5, 12.075)","(15.0, 17.5, 17.136363636363637)","(2.1, 2.4, 2.3626248216833092)","(10.0, 11.5, 11.447154471544716)","(10.0, 12.0, 11.657534246575342)"
07-01-2023 16:47:30.953113,"(9.0, 11.5, 11.1)","(51.0, 95.0, 93.63636363636364)","(9.0, 11.5, 11.433333333333334)","(12.0, 14.5, 14.351145038167939)","(10.0, 12.5, 12.075)","(15.0, 17.5, 17.136363636363637)","(2.1, 2.4, 2.3626248216833092)","(10.0, 11.5, 11.447154471544716)","(10.0, 12.0, 11.657534246575342)"
07-01-2023 16:47:32.134059,"(9.0, 11.5, 11.1)","(51.0, 95.0, 93.63636363636364)","(9.0, 11.5, 11.433333333333334)","(12.0, 14.5, 14.351145038167939)","(10.0, 12.5, 12.075)","(15.0, 17.5, 17.136363636363637)","(2.1, 2.4, 2.3626248216833092)","(10.0, 11.5, 11.445378151260504)","(10.0, 12.0, 11.657534246575342)"
07-01-2023 16:47:33.254107,"(9.0, 11.5, 11.1)","(51.0, 95.0, 93.63636363636364)","(9.0, 11.5, 11.433333333333334)","(12.0, 14.5, 14.351145038167939)","(10.0, 12.5, 12.075)","(15.0, 17.5, 17.136363636363637)","(2.1, 2.4, 2.364690026954178)","(10.0, 11.5, 11.447154471544716)","(10.0, 12.0, 11.657534246575342)"
07-01-2023 16:47:34.301595,"(9.0, 11.5, 11.1)","(51.0, 95.0, 93.63636363636364)","(9.0, 11.5, 11.433333333333334)","(12.0, 14.5, 14.351145038167939)","(10.0, 12.5, 12.075)","(15.0, 17.5, 17.136363636363637)","(2.1, 2.4, 2.364690026954178)","(10.0, 11.5, 11.447154471544716)","(10.0, 12.0, 11.657534246575342)"
07-01-2023 16:47:35.417918,"(9.0, 11.5, 11.1)","(51.0, 95.0, 93.63636363636364)","(9.0, 11.5, 11.433333333333334)","(12.0, 14.5, 14.351145038167939)","(10.0, 12.5, 12.075)","(15.0, 17.5, 17.136363636363637)","(2.1, 2.4, 2.3649732620320854)","(10.0, 11.5, 11.447154471544716)","(10.0, 12.0, 11.657534246575342)"
07-01-2023 16:47:36.522952,"(9.0, 11.5, 11.1)","(51.0, 95.0, 93.63636363636364)","(9.0, 11.5, 11.433333333333334)","(12.0, 14.5, 14.351145038167939)","(10.0, 12.5, 12.075)","(15.0, 17.5, 17.136363636363637)","(2.1, 2.4, 2.3649732620320854)","(10.0, 11.5, 11.445378151260504)","(10.0, 12.0, 11.717391304347826)"
07-01-2023 16:47:37.683061,"(9.0, 11.5, 11.1)","(51.0, 95.0, 93.63636363636364)","(9.0, 11.5, 11.433333333333334)","(12.0, 14.5, 14.351145038167939)","(10.0, 12.5, 12.075)","(15.0, 17.5, 17.136363636363637)","(2.1, 2.4, 2.3691037735849054)","(10.0, 11.5, 11.447154471544716)","(10.0, 12.0, 11.717391304347826)"
07-01-2023 16:47:38.844397,"(9.0, 11.5, 11.1)","(51.0, 95.0, 93.63636363636364)","(9.0, 11.5, 11.433333333333334)","(12.0, 14.5, 14.351145038167939)","(10.0, 12.5, 12.134408602150538)","(15.0, 17.5, 16.90740740740741)","(2.1, 2.4, 2.3589285714285713)","(10.0, 11.5, 11.919354838709678)","(10.0, 12.0, 11.717391304347826)"
07-01-2023 16:47:39.983713,"(9.0, 11.5, 11.1)","(51.0, 95.0, 93.63636363636364)","(9.0, 11.5, 11.433333333333334)","(12.0, 14.5, 14.351145038167939)","(10.0, 12.5, 12.134408602150538)","(15.0, 17.5, 16.90740740740741)","(2.1, 2.36, 2.341604754829123)","(10.0, 12.0, 11.907407407407407)","(10.0, 12.0, 11.717391304347826)"
07-01-2023 16:47:41.073033,"(9.0, 11.5, 11.1)","(51.0, 95.0, 93.63636363636364)","(9.0, 11.5, 11.433333333333334)","(12.0, 14.5, 14.351145038167939)","(10.0, 12.5, 12.134408602150538)","(15.0, 17.5, 16.86)","(2.1, 2.4, 2.361069836552749)","(10.0, 12.0, 11.907407407407407)","(10.0, 12.0, 11.717391304347826)"
07-01-2023 16:47:42.216435,"(9.0, 11.5, 11.1)","(51.0, 95.0, 93.63636363636364)","(9.0, 11.5, 11.433333333333334)","(12.0, 14.5, 14.351145038167939)","(10.0, 12.5, 12.134408602150538)","(15.0, 17.5, 16.948275862068964)","(2.1, 2.4, 2.3611026033690656)","(10.0, 12.0, 11.907407407407407)","(10.0, 12.0, 11.717391304347826)"
07-01-2023 16:47:43.342986,"(9.0, 11.5, 11.1)","(51.0, 95.0, 93.63636363636364)","(9.0, 11.5, 11.425925925925926)","(12.0, 14.5, 14.351145038167939)","(10.0, 12.5, 12.134408602150538)","(15.0, 17.5, 16.948275862068964)","(2.1, 2.4, 2.36)","(10.0, 12.0, 11.399253731343283)","(10.0, 12.0, 11.717391304347826)"
07-01-2023 16:47:44.544689,"(9.0, 11.5, 11.1)","(51.0, 95.0, 93.63636363636364)","(9.0, 11.5, 11.425925925925926)","(12.0, 14.5, 14.351145038167939)","(10.0, 12.5, 12.075)","(15.0, 17.5, 16.86)","(2.1, 2.36, 2.325908496732026)","(10.0, 11.5, 11.399253731343283)","(10.0, 12.0, 11.761538461538462)"
07-01-2023 16:47:45.726491,"(9.0, 11.5, 11.1)","(51.0, 95.0, 93.63636363636364)","(9.0, 11.5, 11.425925925925926)","(12.0, 14.5, 14.36734693877551)","(10.0, 12.5, 12.117977528089888)","(15.0, 17.5, 17.05)","(2.1, 2.34, 2.326996381182147)","(10.0, 11.5, 11.40625)","(10.0, 12.0, 11.73728813559322)"
07-01-2023 16:47:46.897347,"(9.0, 11.5, 11.068627450980392)","(51.0, 95.0, 90.0)","(9.0, 11.5, 11.433333333333334)","(12.0, 14.5, 14.36734693877551)","(10.0, 12.5, 12.117977528089888)","(15.0, 17.5, 17.05)","(2.1, 2.34, 2.3268053855569155)","(10.0, 11.5, 11.40625)","(10.0, 12.0, 11.7578125)"
07-01-2023 16:47:47.984555,"(9.0, 11.5, 11.068627450980392)","(51.0, 95.0, 93.84615384615384)","(9.0, 12.0, 11.69047619047619)","(12.0, 14.5, 14.36734693877551)","(10.0, 12.5, 12.117977528089888)","(15.0, 17.5, 17.05)","(2.1, 2.34, 2.3268053855569155)","(10.0, 11.5, 11.40625)","(10.0, 12.0, 11.7578125)"
07-01-2023 16:47:49.094125,"(9.0, 11.5, 11.068627450980392)","(51.0, 95.0, 93.84615384615384)","(9.0, 12.0, 11.69047619047619)","(12.0, 14.5, 14.36734693877551)","(10.0, 12.5, 12.117977528089888)","(15.0, 17.5, 17.05)","(2.1, 2.34, 2.3272114137483784)","(10.0, 11.5, 11.40625)","(10.0, 12.0, 11.7578125)"
07-01-2023 16:47:50.185762,"(9.0, 11.5, 11.068627450980392)","(51.0, 95.0, 93.84615384615384)","(9.0, 12.0, 11.669491525423728)","(12.0, 14.5, 14.36734693877551)","(10.0, 12.5, 12.117977528089888)","(15.0, 17.5, 17.05)","(2.1, 2.34, 2.3240332640332637)","(10.0, 11.5, 11.399253731343283)","(10.0, 12.0, 11.801282051282051)"
07-01-2023 16:47:51.231038,"(9.0, 11.5, 11.068627450980392)","(51.0, 95.0, 93.84615384615384)","(9.0, 12.0, 11.669491525423728)","(12.0, 14.5, 14.36734693877551)","(10.0, 12.5, 12.117977528089888)","(15.0, 17.5, 17.05)","(2.1, 2.34, 2.3240332640332637)","(10.0, 11.5, 11.399253731343283)","(10.0, 12.0, 11.801282051282051)"
07-01-2023 16:47:52.311730,"(9.0, 11.5, 11.068627450980392)","(51.0, 95.0, 93.84615384615384)","(9.0, 12.0, 11.669491525423728)","(12.0, 14.5, 14.314285714285715)","(10.0, 12.5, 12.117977528089888)","(15.0, 19.0, 18.67391304347826)","(2.1, 2.34, 2.3240332640332637)","(10.0, 11.5, 11.399253731343283)","(10.0, 12.0, 11.801282051282051)"
07-01-2023 16:47:53.433567,"(9.0, 11.5, 11.068627450980392)","(51.0, 95.0, 93.84615384615384)","(9.0, 12.0, 11.669491525423728)","(12.0, 14.5, 14.280898876404494)","(10.0, 12.5, 12.075)","(15.0, 19.0, 18.642857142857142)","(2.1, 2.34, 2.3220270270270267)","(10.0, 11.5, 11.852941176470589)","(10.0, 12.0, 11.761538461538462)"
07-01-2023 16:47:54.546447,"(9.0, 11.5, 11.096330275229358)","(51.0, 95.0, 93.75)","(9.0, 12.0, 11.669491525423728)","(12.0, 14.5, 14.280898876404494)","(10.0, 12.5, 12.075)","(15.0, 19.0, 18.642857142857142)","(2.1, 2.34, 2.322556818181818)","(10.0, 12.0, 11.852941176470589)","(10.0, 12.0, 11.761538461538462)"
07-01-2023 16:47:55.776278,"(9.0, 11.5, 11.1)","(51.0, 95.0, 94.0625)","(9.0, 12.0, 11.59375)","(12.0, 14.5, 14.30625)","(10.0, 12.5, 12.069620253164556)","(15.0, 19.0, 18.214285714285715)","(2.1, 2.34, 2.322980132450331)","(10.0, 12.0, 11.852941176470589)","(10.0, 12.0, 11.712962962962964)"
07-01-2023 16:47:57.077381,"(9.0, 11.5, 11.1)","(51.0, 95.0, 94.0625)","(9.0, 12.0, 11.607142857142858)","(12.0, 14.5, 14.310975609756097)","(10.0, 12.5, 12.069620253164556)","(15.0, 20.0, 18.076923076923077)","(2.1, 2.34, 2.3235019455252917)","(10.0, 12.0, 11.852941176470589)","(10.0, 12.0, 11.723214285714286)"
07-01-2023 16:47:58.293267,"(9.0, 11.5, 11.139344262295083)","(51.0, 95.0, 94.0625)","(9.0, 11.5, 11.34433962264151)","(12.0, 14.5, 14.052083333333334)","(10.0, 12.5, 12.069620253164556)","(15.0, 20.0, 18.035714285714285)","(2.1, 2.34, 2.324390243902439)","(10.0, 12.0, 11.852941176470589)","(10.0, 12.0, 11.723214285714286)"
07-01-2023 16:47:59.541427,"(9.0, 11.5, 11.139344262295083)","(51.0, 95.0, 94.0625)","(9.0, 11.5, 11.34433962264151)","(12.0, 14.5, 14.042553191489361)","(10.0, 12.5, 12.069620253164556)","(15.0, 20.0, 18.035714285714285)","(2.1, 2.34, 2.3256962025316454)","(10.0, 12.0, 11.9)","(10.0, 12.0, 11.723214285714286)"
07-01-2023 16:48:00.841247,"(9.0, 11.5, 11.072815533980583)","(51.0, 95.0, 94.0625)","(9.0, 11.5, 11.34433962264151)","(12.0, 14.5, 14.016853932584269)","(10.0, 12.5, 12.069620253164556)","(15.0, 20.0, 18.035714285714285)","(2.1, 2.34, 2.3256962025316454)","(10.0, 12.0, 11.9)","(10.0, 12.0, 11.723214285714286)"
07-01-2023 16:48:02.009140,"(9.0, 11.5, 11.072815533980583)","(51.0, 95.0, 94.0625)","(9.0, 11.5, 11.34433962264151)","(12.0, 14.5, 14.016853932584269)","(10.0, 12.5, 12.069620253164556)","(15.0, 20.0, 18.035714285714285)","(2.1, 2.34, 2.3256962025316454)","(10.0, 12.0, 11.9)","(10.0, 12.0, 11.704347826086957)"
07-01-2023 16:48:03.262098,"(9.0, 11.5, 11.072815533980583)","(51.0, 95.0, 94.0625)","(9.0, 11.5, 11.34433962264151)","(12.0, 14.5, 14.016853932584269)","(10.0, 12.5, 12.069620253164556)","(15.0, 20.0, 17.59)","(2.1, 2.34, 2.3256962025316454)","(10.0, 12.0, 11.925373134328359)","(10.0, 12.0, 11.83495145631068)"
