,Kingscroft,Elegantly Wasted,Craigs Cruisin,Borneo Brave,Diesel Flyer,Black Elegance,Lornas Creek
11-01-2023 14:07:10.549696,"(2.05, 2.54, 2.5327272727272727)","(31.0, 110.0, 82.77777777777777)","(71.0, 550.0, 430.0)","(1.6, 1.8, 1.77)","(20.0, 65.0, 58.333333333333336)","(51.0, 350.0, 233.33333333333334)","(31.0, 290.0, 220.0)"
11-01-2023 14:07:11.665648,"(2.05, 2.56, 2.51)","(31.0, 110.0, 82.77777777777777)","(71.0, 550.0, 430.0)","(1.6, 1.81, 1.792857142857143)","(20.0, 65.0, 58.333333333333336)","(51.0, 350.0, 233.33333333333334)","(31.0, 290.0, 188.88888888888889)"
11-01-2023 14:07:12.616654,"(2.05, 2.54, 2.526666666666667)","(31.0, 110.0, 82.77777777777777)","(91.0, 550.0, 430.0)","(1.6, 1.81, 1.792857142857143)","(26.0, 65.0, 58.333333333333336)","(61.0, 350.0, 222.72727272727272)","(41.0, 290.0, 188.88888888888889)"
11-01-2023 14:07:13.741357,"(2.05, 2.52, 2.5145454545454546)","(31.0, 110.0, 82.77777777777777)","(91.0, 550.0, 525.0)","(1.6, 1.8, 1.7835483870967743)","(26.0, 65.0, 53.5)","(61.0, 350.0, 232.3529411764706)","(41.0, 290.0, 141.25)"
11-01-2023 14:07:14.810649,"(2.05, 2.52, 2.51)","(31.0, 110.0, 89.73684210526315)","(91.0, 550.0, 525.0)","(1.6, 1.79, 1.7685714285714287)","(26.0, 65.0, 57.333333333333336)","(61.0, 350.0, 238.88888888888889)","(41.0, 290.0, 141.25)"
11-01-2023 14:07:15.915728,"(2.05, 2.54, 2.526666666666667)","(41.0, 110.0, 66.25)","(91.0, 550.0, 375.0)","(1.55, 1.79, 1.7855882352941177)","(21.0, 65.0, 58.333333333333336)","(71.0, 350.0, 233.33333333333334)","(41.0, 290.0, 188.88888888888889)"
11-01-2023 14:07:17.041767,"(2.05, 2.6, 2.525714285714286)","(41.0, 110.0, 82.77777777777777)","(91.0, 550.0, 430.0)","(1.55, 1.79, 1.7664285714285715)","(21.0, 65.0, 58.333333333333336)","(71.0, 350.0, 233.33333333333334)","(41.0, 290.0, 188.88888888888889)"
11-01-2023 14:07:18.126353,"(2.05, 2.6, 2.536969696969697)","(41.0, 110.0, 82.0)","(91.0, 550.0, 430.0)","(1.55, 1.79, 1.7666666666666666)","(21.0, 65.0, 58.333333333333336)","(71.0, 350.0, 233.33333333333334)","(41.0, 290.0, 188.88888888888889)"
11-01-2023 14:07:19.286672,"(2.05, 2.6, 2.59)","(41.0, 110.0, 85.0)","(91.0, 550.0, 430.0)","(1.55, 1.78, 1.7632142857142856)","(21.0, 65.0, 58.333333333333336)","(71.0, 350.0, 233.33333333333334)","(41.0, 290.0, 188.88888888888889)"
11-01-2023 14:07:20.456765,"(2.05, 2.6, 2.565714285714286)","(41.0, 100.0, 80.55555555555556)","(91.0, 550.0, 430.0)","(1.55, 1.79, 1.7860736196319018)","(21.0, 65.0, 58.333333333333336)","(71.0, 350.0, 233.33333333333334)","(41.0, 290.0, 188.88888888888889)"
11-01-2023 14:07:21.572189,"(2.05, 2.62, 2.5693333333333332)","(31.0, 100.0, 81.33333333333333)","(101.0, 550.0, 517.0)","(1.55, 1.79, 1.7753846153846153)","(26.0, 65.0, 55.66666666666667)","(71.0, 350.0, 238.88888888888889)","(41.0, 290.0, 141.25)"
11-01-2023 14:07:22.713877,"(2.05, 2.62, 2.595)","(31.0, 100.0, 81.33333333333333)","(101.0, 550.0, 517.0)","(1.55, 1.8, 1.7803030303030303)","(26.0, 65.0, 55.66666666666667)","(71.0, 350.0, 238.88888888888889)","(41.0, 290.0, 141.25)"
11-01-2023 14:07:23.769471,"(2.05, 2.62, 2.58)","(31.0, 100.0, 75.5)","(101.0, 550.0, 520.0)","(1.55, 1.79, 1.7833333333333334)","(26.0, 65.0, 56.6)","(71.0, 350.0, 238.88888888888889)","(41.0, 290.0, 141.25)"
11-01-2023 14:07:24.853531,"(2.05, 2.66, 2.636923076923077)","(31.0, 100.0, 75.5)","(101.0, 550.0, 385.0)","(1.55, 1.79, 1.7104705882352942)","(26.0, 65.0, 59.0)","(71.0, 350.0, 233.33333333333334)","(41.0, 290.0, 188.88888888888889)"
11-01-2023 14:07:25.881550,"(2.05, 2.66, 2.63)","(31.0, 100.0, 84.44444444444444)","(101.0, 550.0, 440.0)","(1.55, 1.75, 1.7104705882352942)","(26.0, 65.0, 59.0)","(71.0, 350.0, 233.33333333333334)","(41.0, 290.0, 188.88888888888889)"
11-01-2023 14:07:26.849295,"(2.05, 2.66, 2.63)","(31.0, 100.0, 84.44444444444444)","(101.0, 990.0, 660.0)","(1.55, 1.73, 1.7084615384615385)","(26.0, 65.0, 59.0)","(71.0, 350.0, 233.33333333333334)","(41.0, 290.0, 238.0)"
11-01-2023 14:07:27.890871,"(2.05, 2.66, 2.606666666666667)","(31.0, 100.0, 92.5)","(101.0, 990.0, 460.0)","(1.55, 1.73, 1.7084615384615385)","(26.0, 65.0, 59.0)","(71.0, 350.0, 233.33333333333334)","(41.0, 290.0, 238.0)"
11-01-2023 14:07:28.920470,"(2.05, 2.66, 2.606666666666667)","(31.0, 100.0, 92.5)","(101.0, 590.0, 460.0)","(1.55, 1.73, 1.705)","(26.0, 65.0, 59.0)","(71.0, 350.0, 233.33333333333334)","(41.0, 290.0, 238.0)"
11-01-2023 14:07:29.859303,"(2.05, 2.66, 2.64)","(31.0, 100.0, 92.5)","(101.0, 590.0, 460.0)","(1.55, 1.72, 1.705)","(26.0, 65.0, 53.0)","(71.0, 350.0, 216.66666666666669)","(41.0, 290.0, 225.0)"
11-01-2023 14:07:31.045505,"(2.05, 2.66, 2.624)","(31.0, 100.0, 90.0)","(101.0, 590.0, 563.5714285714286)","(1.55, 1.72, 1.70875)","(26.0, 65.0, 53.0)","(71.0, 350.0, 216.66666666666669)","(41.0, 290.0, 225.0)"
11-01-2023 14:07:32.256097,"(2.05, 2.66, 2.6236363636363635)","(31.0, 100.0, 90.0)","(101.0, 590.0, 563.5714285714286)","(1.55, 1.73, 1.719090909090909)","(26.0, 65.0, 53.0)","(71.0, 350.0, 238.88888888888889)","(41.0, 290.0, 225.0)"
11-01-2023 14:07:33.357411,"(2.05, 2.66, 2.6236363636363635)","(31.0, 100.0, 90.0)","(101.0, 590.0, 460.0)","(1.55, 1.73, 1.7207894736842104)","(26.0, 65.0, 59.285714285714285)","(71.0, 350.0, 233.33333333333334)","(41.0, 290.0, 226.0)"
11-01-2023 14:07:34.691305,"(2.05, 2.68, 2.6350000000000002)","(31.0, 100.0, 94.0)","(101.0, 590.0, 460.0)","(1.55, 1.73, 1.7038888888888888)","(26.0, 65.0, 59.285714285714285)","(71.0, 350.0, 233.33333333333334)","(61.0, 290.0, 226.0)"
11-01-2023 14:07:36.311239,"(2.05, 2.66, 2.6031578947368423)","(31.0, 100.0, 94.0)","(101.0, 590.0, 460.0)","(1.55, 1.74, 1.7273333333333334)","(26.0, 65.0, 59.285714285714285)","(71.0, 350.0, 233.33333333333334)","(61.0, 290.0, 226.0)"
11-01-2023 14:07:37.675913,"(2.05, 2.62, 2.613846153846154)","(31.0, 100.0, 93.33333333333333)","(101.0, 590.0, 371.6666666666667)","(1.55, 1.73, 1.7473333333333334)","(26.0, 65.0, 59.285714285714285)","(71.0, 350.0, 233.33333333333334)","(61.0, 290.0, 236.66666666666666)"
11-01-2023 14:07:39.268173,"(2.05, 2.6, 2.576923076923077)","(31.0, 100.0, 90.0)","(101.0, 580.0, 553.0)","(1.55, 1.75, 1.74)","(26.0, 65.0, 60.0)","(71.0, 350.0, 238.88888888888889)","(61.0, 290.0, 244.28571428571428)"
11-01-2023 14:07:40.809646,"(2.05, 2.6, 2.576923076923077)","(31.0, 100.0, 90.0)","(101.0, 590.0, 553.0)","(1.55, 1.75, 1.74)","(26.0, 65.0, 60.0)","(71.0, 350.0, 238.88888888888889)","(51.0, 290.0, 244.28571428571428)"
11-01-2023 14:07:42.059237,"(2.05, 2.56, 2.536)","(31.0, 100.0, 90.0)","(101.0, 590.0, 556.3636363636363)","(1.55, 1.77, 1.745)","(26.0, 65.0, 60.0)","(71.0, 350.0, 238.88888888888889)","(51.0, 290.0, 244.28571428571428)"
11-01-2023 14:07:43.664597,"(2.05, 2.56, 2.533333333333333)","(31.0, 100.0, 95.0)","(101.0, 590.0, 460.0)","(1.55, 1.77, 1.7657142857142858)","(26.0, 65.0, 63.333333333333336)","(71.0, 350.0, 242.30769230769232)","(51.0, 290.0, 256.6666666666667)"
11-01-2023 14:07:45.083261,"(2.05, 2.54, 2.533333333333333)","(31.0, 100.0, 95.0)","(101.0, 590.0, 460.0)","(1.55, 1.77, 1.7657142857142858)","(26.0, 65.0, 62.285714285714285)","(71.0, 350.0, 242.30769230769232)","(51.0, 290.0, 256.6666666666667)"
11-01-2023 14:07:46.241950,"(2.05, 2.54, 2.533333333333333)","(31.0, 100.0, 95.0)","(101.0, 590.0, 460.0)","(1.55, 1.77, 1.7585714285714287)","(26.0, 65.0, 57.5)","(71.0, 350.0, 242.30769230769232)","(51.0, 290.0, 256.6666666666667)"
11-01-2023 14:07:47.592842,"(2.05, 2.56, 2.54)","(31.0, 100.0, 86.66666666666667)","(101.0, 590.0, 553.0)","(1.55, 1.77, 1.7515384615384615)","(26.0, 65.0, 57.5)","(71.0, 350.0, 238.88888888888889)","(61.0, 290.0, 178.0)"
11-01-2023 14:07:48.767421,"(2.05, 2.58, 2.54)","(31.0, 100.0, 86.66666666666667)","(101.0, 590.0, 556.3636363636363)","(1.55, 1.77, 1.7655555555555555)","(26.0, 65.0, 57.5)","(71.0, 350.0, 264.2857142857143)","(61.0, 290.0, 170.0)"
11-01-2023 14:07:50.075625,"(2.05, 2.56, 2.55)","(31.0, 100.0, 89.0909090909091)","(101.0, 590.0, 460.0)","(1.55, 1.77, 1.7461290322580645)","(26.0, 65.0, 57.5)","(71.0, 350.0, 245.0)","(61.0, 290.0, 216.66666666666666)"
11-01-2023 14:07:51.400699,"(2.05, 2.56, 2.552)","(31.0, 100.0, 91.42857142857143)","(101.0, 590.0, 460.0)","(1.55, 1.75, 1.7461290322580645)","(26.0, 65.0, 60.0)","(71.0, 350.0, 245.0)","(51.0, 290.0, 216.66666666666666)"
11-01-2023 14:07:52.672733,"(2.05, 2.56, 2.552)","(31.0, 100.0, 91.42857142857143)","(101.0, 590.0, 460.0)","(1.55, 1.75, 1.7451515151515151)","(26.0, 65.0, 60.0)","(71.0, 350.0, 245.0)","(51.0, 290.0, 227.14285714285714)"
11-01-2023 14:07:53.791997,"(2.05, 2.56, 2.5371428571428574)","(31.0, 100.0, 95.0)","(101.0, 590.0, 460.0)","(1.55, 1.75, 1.7280281690140844)","(26.0, 65.0, 61.666666666666664)","(71.0, 350.0, 256.6666666666667)","(51.0, 290.0, 227.14285714285714)"
11-01-2023 14:07:54.960930,"(2.05, 2.58, 2.570588235294118)","(31.0, 100.0, 95.0)","(101.0, 590.0, 460.0)","(1.55, 1.73, 1.7269565217391305)","(26.0, 65.0, 63.333333333333336)","(71.0, 350.0, 256.6666666666667)","(51.0, 290.0, 227.14285714285714)"
11-01-2023 14:07:56.028562,"(2.05, 2.58, 2.570588235294118)","(31.0, 100.0, 95.0)","(101.0, 590.0, 460.0)","(1.55, 1.73, 1.741111111111111)","(26.0, 65.0, 62.5)","(71.0, 350.0, 230.0)","(51.0, 290.0, 192.5)"
11-01-2023 14:07:57.207086,"(2.05, 2.58, 2.5773333333333333)","(31.0, 100.0, 86.66666666666667)","(101.0, 590.0, 555.0)","(1.55, 1.75, 1.7383333333333333)","(26.0, 70.0, 62.5)","(71.0, 350.0, 264.2857142857143)","(51.0, 290.0, 171.66666666666666)"
11-01-2023 14:07:58.347746,"(2.05, 2.58, 2.5733333333333333)","(31.0, 100.0, 90.0)","(101.0, 590.0, 470.0)","(1.55, 1.74, 1.7365714285714287)","(26.0, 70.0, 63.333333333333336)","(71.0, 350.0, 245.0)","(51.0, 280.0, 215.71428571428572)"
11-01-2023 14:07:59.524728,"(2.05, 2.58, 2.567142857142857)","(31.0, 100.0, 91.66666666666667)","(101.0, 590.0, 470.0)","(1.55, 1.74, 1.7366666666666666)","(26.0, 70.0, 63.333333333333336)","(71.0, 350.0, 245.0)","(51.0, 280.0, 215.71428571428572)"
11-01-2023 14:08:00.579825,"(2.05, 2.56, 2.55875)","(31.0, 100.0, 90.9090909090909)","(101.0, 590.0, 470.0)","(1.55, 1.74, 1.738)","(26.0, 70.0, 63.333333333333336)","(71.0, 350.0, 245.0)","(51.0, 280.0, 212.22222222222223)"
11-01-2023 14:08:01.727532,"(2.05, 2.56, 2.5584615384615383)","(31.0, 100.0, 90.9090909090909)","(101.0, 590.0, 470.0)","(1.55, 1.75, 1.7385714285714287)","(26.0, 70.0, 63.333333333333336)","(71.0, 350.0, 245.0)","(51.0, 290.0, 230.0)"
11-01-2023 14:08:02.916152,"(2.05, 2.56, 2.5584615384615383)","(31.0, 100.0, 90.0)","(101.0, 590.0, 470.0)","(1.55, 1.75, 1.7559090909090909)","(26.0, 70.0, 63.333333333333336)","(71.0, 350.0, 245.0)","(51.0, 290.0, 230.0)"
11-01-2023 14:08:04.020758,"(2.05, 2.56, 2.5583333333333336)","(31.0, 100.0, 88.88888888888889)","(101.0, 590.0, 470.0)","(1.55, 1.76, 1.7559090909090909)","(26.0, 70.0, 62.5)","(71.0, 350.0, 187.14285714285714)","(51.0, 290.0, 185.0)"
11-01-2023 14:08:05.152486,"(2.05, 2.56, 2.552)","(31.0, 100.0, 88.88888888888889)","(101.0, 590.0, 555.0)","(1.55, 1.76, 1.7333333333333334)","(26.0, 70.0, 63.57142857142857)","(71.0, 350.0, 191.66666666666666)","(51.0, 290.0, 158.75)"
11-01-2023 14:08:06.430602,"(2.05, 2.58, 2.59)","(41.0, 100.0, 88.88888888888889)","(101.0, 590.0, 555.0)","(1.5, 1.74, 1.7266666666666666)","(26.0, 70.0, 60.45454545454545)","(71.0, 350.0, 191.66666666666666)","(51.0, 290.0, 158.75)"
11-01-2023 14:08:07.603813,"(2.05, 2.6, 2.5942857142857143)","(41.0, 100.0, 88.88888888888889)","(101.0, 590.0, 415.0)","(1.5, 1.73, 1.7276)","(26.0, 70.0, 61.25)","(71.0, 350.0, 250.0)","(51.0, 290.0, 230.0)"
11-01-2023 14:08:08.993845,"(2.05, 2.6, 2.5885714285714285)","(41.0, 100.0, 88.88888888888889)","(101.0, 590.0, 405.0)","(1.5, 1.73, 1.7185714285714286)","(26.0, 70.0, 61.25)","(71.0, 350.0, 250.0)","(51.0, 290.0, 250.0)"
11-01-2023 14:08:10.275054,"(2.05, 2.6, 2.585)","(41.0, 100.0, 88.88888888888889)","(101.0, 680.0, 405.0)","(1.5, 1.72, 1.718235294117647)","(26.0, 70.0, 59.5)","(71.0, 350.0, 262.5)","(51.0, 290.0, 250.0)"
11-01-2023 14:08:11.498571,"(2.05, 2.6, 2.585)","(41.0, 100.0, 88.88888888888889)","(101.0, 680.0, 455.0)","(1.5, 1.72, 1.7285714285714286)","(26.0, 70.0, 59.5)","(71.0, 350.0, 286.3636363636364)","(51.0, 290.0, 225.3846153846154)"
11-01-2023 14:08:12.666764,"(2.05, 2.6, 2.5747368421052634)","(41.0, 100.0, 88.88888888888889)","(101.0, 980.0, 313.3333333333333)","(1.5, 1.74, 1.734074074074074)","(26.0, 70.0, 59.5)","(71.0, 350.0, 256.6666666666667)","(51.0, 290.0, 210.0)"
11-01-2023 14:08:13.853997,"(2.05, 2.6, 2.5942857142857143)","(41.0, 100.0, 88.88888888888889)","(101.0, 240.0, 174.0)","(1.5, 1.74, 1.7276923076923076)","(26.0, 70.0, 59.5)","(71.0, 350.0, 187.14285714285714)","(51.0, 290.0, 210.0)"
11-01-2023 14:08:15.109212,"(2.05, 2.6, 2.595555555555556)","(41.0, 100.0, 88.88888888888889)","(101.0, 240.0, 195.0)","(1.5, 1.73, 1.7266666666666666)","(26.0, 70.0, 58.75)","(71.0, 350.0, 187.14285714285714)","(51.0, 290.0, 210.0)"
11-01-2023 14:08:16.342006,"(2.05, 2.62, 2.600677966101695)","(41.0, 100.0, 88.88888888888889)","(101.0, 240.0, 195.0)","(1.5, 1.73, 1.7283333333333333)","(26.0, 70.0, 59.61538461538461)","(71.0, 350.0, 245.0)","(51.0, 290.0, 240.76923076923077)"
11-01-2023 14:08:17.594017,"(2.05, 2.62, 2.5907692307692307)","(41.0, 100.0, 88.88888888888889)","(101.0, 240.0, 195.0)","(1.5, 1.73, 1.734074074074074)","(26.0, 70.0, 60.0)","(71.0, 350.0, 245.0)","(51.0, 290.0, 254.44444444444446)"
11-01-2023 14:08:18.862570,"(2.05, 2.62, 2.5822680412371133)","(41.0, 100.0, 88.88888888888889)","(91.0, 240.0, 195.0)","(1.5, 1.74, 1.7345454545454546)","(26.0, 70.0, 60.0)","(71.0, 350.0, 245.0)","(61.0, 290.0, 254.44444444444446)"
11-01-2023 14:08:19.987212,"(2.05, 2.62, 2.5806451612903225)","(41.0, 100.0, 88.88888888888889)","(91.0, 240.0, 195.0)","(1.5, 1.74, 1.73)","(26.0, 70.0, 61.666666666666664)","(71.0, 350.0, 245.0)","(61.0, 290.0, 254.44444444444446)"
11-01-2023 14:08:20.993497,"(2.05, 2.62, 2.581521739130435)","(41.0, 100.0, 88.88888888888889)","(91.0, 240.0, 195.0)","(1.5, 1.74, 1.73)","(26.0, 70.0, 61.666666666666664)","(71.0, 350.0, 230.0)","(61.0, 290.0, 244.28571428571428)"
11-01-2023 14:08:22.144367,"(2.05, 2.6, 2.5842857142857145)","(41.0, 100.0, 88.88888888888889)","(91.0, 130.0, 103.0)","(1.5, 1.74, 1.7378260869565216)","(26.0, 70.0, 61.666666666666664)","(71.0, 350.0, 187.14285714285714)","(61.0, 290.0, 236.66666666666666)"
11-01-2023 14:08:23.281121,"(2.05, 2.6, 2.5842857142857145)","(41.0, 100.0, 88.88888888888889)","(91.0, 130.0, 98.84615384615384)","(1.5, 1.74, 1.7377272727272728)","(26.0, 70.0, 61.666666666666664)","(71.0, 350.0, 191.66666666666666)","(61.0, 290.0, 239.0909090909091)"
11-01-2023 14:08:24.549655,"(2.05, 2.6, 2.5854545454545454)","(41.0, 100.0, 88.88888888888889)","(91.0, 130.0, 98.84615384615384)","(1.5, 1.74, 1.7380530973451327)","(26.0, 70.0, 61.666666666666664)","(71.0, 350.0, 250.0)","(61.0, 290.0, 252.5)"
11-01-2023 14:08:25.784286,"(2.05, 2.62, 2.5905)","(41.0, 100.0, 88.88888888888889)","(91.0, 130.0, 110.71428571428571)","(1.5, 1.74, 1.7433333333333334)","(26.0, 70.0, 62.5)","(71.0, 350.0, 245.0)","(61.0, 290.0, 250.0)"
11-01-2023 14:08:26.997668,"(2.05, 2.6, 2.5878260869565217)","(41.0, 100.0, 88.88888888888889)","(91.0, 130.0, 121.42857142857143)","(1.5, 1.75, 1.742972972972973)","(26.0, 70.0, 60.0)","(71.0, 350.0, 280.0)","(61.0, 290.0, 250.0)"
11-01-2023 14:08:28.212087,"(2.1, 2.6, 2.5851851851851855)","(41.0, 100.0, 88.88888888888889)","(71.0, 130.0, 121.42857142857143)","(1.5, 1.75, 1.742972972972973)","(31.0, 70.0, 60.0)","(71.0, 350.0, 280.0)","(71.0, 290.0, 246.25)"
11-01-2023 14:08:29.407840,"(2.1, 2.6, 2.5851851851851855)","(41.0, 100.0, 88.88888888888889)","(71.0, 130.0, 121.42857142857143)","(1.5, 1.75, 1.742972972972973)","(31.0, 70.0, 61.111111111111114)","(71.0, 350.0, 256.6666666666667)","(71.0, 290.0, 243.33333333333334)"
11-01-2023 14:08:30.606130,"(2.1, 2.6, 2.5870967741935487)","(41.0, 100.0, 88.88888888888889)","(71.0, 130.0, 127.77777777777777)","(1.5, 1.75, 1.7451724137931035)","(31.0, 70.0, 52.22222222222222)","(71.0, 350.0, 256.6666666666667)","(71.0, 290.0, 243.33333333333334)"
11-01-2023 14:08:31.811922,"(2.1, 2.6, 2.581818181818182)","(41.0, 100.0, 88.88888888888889)","(71.0, 130.0, 127.77777777777777)","(1.5, 1.75, 1.7560869565217392)","(31.0, 70.0, 52.5)","(71.0, 350.0, 256.6666666666667)","(71.0, 290.0, 231.66666666666669)"
11-01-2023 14:08:32.985831,"(2.1, 2.6, 2.5775)","(41.0, 100.0, 88.88888888888889)","(71.0, 130.0, 126.0)","(1.5, 1.76, 1.746875)","(31.0, 70.0, 63.333333333333336)","(71.0, 350.0, 296.0)","(71.0, 290.0, 237.5)"
11-01-2023 14:08:34.200005,"(2.1, 2.58, 2.5672727272727274)","(41.0, 100.0, 88.88888888888889)","(71.0, 130.0, 128.0)","(1.5, 1.75, 1.746875)","(31.0, 70.0, 63.333333333333336)","(71.0, 350.0, 316.25)","(71.0, 290.0, 237.5)"
11-01-2023 14:08:35.356060,"(2.1, 2.58, 2.5672727272727274)","(41.0, 100.0, 88.88888888888889)","(71.0, 130.0, 128.33333333333334)","(1.5, 1.75, 1.7457894736842106)","(31.0, 70.0, 63.333333333333336)","(81.0, 350.0, 316.25)","(81.0, 290.0, 237.5)"
11-01-2023 14:08:36.560339,"(2.1, 2.58, 2.5692307692307694)","(41.0, 100.0, 88.88888888888889)","(71.0, 130.0, 154.0)","(1.5, 1.75, 1.7466666666666666)","(31.0, 70.0, 63.333333333333336)","(81.0, 350.0, 316.25)","(81.0, 290.0, 237.5)"
11-01-2023 14:08:37.716403,"(2.1, 2.58, 2.565)","(41.0, 100.0, 88.88888888888889)","(71.0, 160.0, 154.0)","(1.5, 1.76, 1.756842105263158)","(31.0, 70.0, 65.0)","(81.0, 350.0, 305.0)","(81.0, 290.0, 232.72727272727272)"
11-01-2023 14:08:38.991803,"(2.1, 2.58, 2.5733333333333333)","(41.0, 100.0, 90.0)","(71.0, 160.0, 154.64285714285714)","(1.5, 1.76, 1.7481818181818183)","(31.0, 70.0, 65.0)","(81.0, 350.0, 305.0)","(81.0, 290.0, 232.72727272727272)"
11-01-2023 14:08:40.317628,"(2.1, 2.58, 2.5603225806451615)","(41.0, 100.0, 90.0)","(71.0, 160.0, 154.64285714285714)","(1.5, 1.75, 1.738888888888889)","(31.0, 70.0, 65.0)","(81.0, 350.0, 305.0)","(81.0, 290.0, 232.72727272727272)"
11-01-2023 14:08:41.619364,"(2.1, 2.62, 2.5913513513513515)","(41.0, 100.0, 90.0)","(71.0, 160.0, 140.0)","(1.5, 1.75, 1.7287179487179487)","(31.0, 70.0, 65.0)","(81.0, 350.0, 316.6666666666667)","(81.0, 290.0, 246.25)"
11-01-2023 14:08:42.858067,"(2.1, 2.62, 2.58)","(41.0, 100.0, 91.42857142857143)","(71.0, 160.0, 140.0)","(1.5, 1.73, 1.744074074074074)","(31.0, 70.0, 60.90909090909091)","(81.0, 350.0, 335.0)","(81.0, 290.0, 247.14285714285714)"
11-01-2023 14:08:44.082342,"(2.1, 2.58, 2.5676923076923077)","(41.0, 100.0, 91.42857142857143)","(71.0, 160.0, 145.0)","(1.5, 1.75, 1.7426315789473683)","(31.0, 70.0, 62.0)","(91.0, 510.0, 308.1818181818182)","(81.0, 290.0, 247.14285714285714)"
11-01-2023 14:08:45.728006,"(2.1, 2.58, 2.5766666666666667)","(41.0, 100.0, 91.42857142857143)","(71.0, 160.0, 148.0)","(1.5, 1.76, 1.74375)","(31.0, 70.0, 65.38461538461539)","(91.0, 390.0, 308.1818181818182)","(81.0, 290.0, 247.14285714285714)"
11-01-2023 14:08:47.022381,"(2.1, 2.58, 2.5766666666666667)","(41.0, 100.0, 91.42857142857143)","(71.0, 160.0, 153.57142857142856)","(1.5, 1.75, 1.740909090909091)","(31.0, 70.0, 68.5)","(91.0, 390.0, 247.14285714285714)","(81.0, 290.0, 236.0)"
11-01-2023 14:08:48.268611,"(2.1, 2.58, 2.5766666666666667)","(41.0, 100.0, 91.42857142857143)","(71.0, 160.0, 153.57142857142856)","(1.5, 1.75, 1.738)","(31.0, 70.0, 68.5)","(91.0, 390.0, 265.0)","(81.0, 290.0, 236.0)"
11-01-2023 14:08:49.771937,"(2.1, 2.58, 2.578823529411765)","(41.0, 100.0, 91.42857142857143)","(71.0, 160.0, 153.57142857142856)","(1.5, 1.75, 1.7361538461538462)","(31.0, 70.0, 68.5)","(91.0, 390.0, 290.0)","(81.0, 290.0, 236.0)"
11-01-2023 14:08:51.234875,"(2.1, 2.6, 2.5809375)","(41.0, 100.0, 91.42857142857143)","(81.0, 160.0, 151.42857142857142)","(1.5, 1.75, 1.756)","(31.0, 70.0, 70.88235294117646)","(81.0, 390.0, 303.3333333333333)","(81.0, 290.0, 247.14285714285714)"
11-01-2023 14:08:52.852685,"(2.1, 2.56, 2.546206896551724)","(41.0, 100.0, 90.0)","(81.0, 160.0, 150.0)","(1.5, 1.76, 1.7555)","(31.0, 85.0, 70.88235294117646)","(81.0, 390.0, 303.3333333333333)","(81.0, 290.0, 247.14285714285714)"
11-01-2023 14:08:54.176620,"(2.1, 2.56, 2.5492307692307694)","(41.0, 100.0, 88.57142857142857)","(81.0, 160.0, 150.0)","(1.5, 1.76, 1.7575675675675675)","(31.0, 85.0, 71.875)","(81.0, 390.0, 303.3333333333333)","(81.0, 290.0, 247.14285714285714)"
11-01-2023 14:08:55.600251,"(2.1, 2.56, 2.5523809523809526)","(41.0, 100.0, 88.57142857142857)","(81.0, 160.0, 150.0)","(1.5, 1.76, 1.759090909090909)","(31.0, 85.0, 71.875)","(81.0, 390.0, 290.0)","(81.0, 290.0, 236.0)"
11-01-2023 14:08:57.077615,"(2.1, 2.56, 2.5285714285714285)","(41.0, 100.0, 88.57142857142857)","(81.0, 160.0, 152.85714285714286)","(1.5, 1.76, 1.761111111111111)","(31.0, 85.0, 71.875)","(91.0, 390.0, 290.0)","(81.0, 290.0, 236.0)"
11-01-2023 14:08:58.542150,"(2.1, 2.54, 2.5433333333333334)","(41.0, 100.0, 90.0)","(81.0, 160.0, 153.84615384615384)","(1.5, 1.77, 1.7475)","(31.0, 85.0, 71.875)","(91.0, 390.0, 317.27272727272725)","(81.0, 290.0, 247.14285714285714)"
11-01-2023 14:08:59.841237,"(2.1, 2.56, 2.5433333333333334)","(41.0, 100.0, 90.0)","(81.0, 160.0, 153.84615384615384)","(1.5, 1.75, 1.7647887323943663)","(31.0, 85.0, 71.875)","(91.0, 390.0, 317.27272727272725)","(81.0, 290.0, 247.14285714285714)"
11-01-2023 14:09:01.421303,"(2.1, 2.56, 2.5166666666666666)","(41.0, 100.0, 90.0)","(81.0, 160.0, 153.84615384615384)","(1.5, 1.77, 1.767605633802817)","(31.0, 85.0, 70.0)","(91.0, 390.0, 317.27272727272725)","(81.0, 290.0, 247.14285714285714)"
11-01-2023 14:09:02.651048,"(2.1, 2.52, 2.5035714285714286)","(41.0, 100.0, 96.36363636363636)","(81.0, 160.0, 156.0)","(1.5, 1.78, 1.7587368421052632)","(31.0, 85.0, 75.0)","(91.0, 390.0, 318.0)","(81.0, 290.0, 247.14285714285714)"
11-01-2023 14:09:03.979343,"(2.1, 2.58, 2.565161290322581)","(41.0, 100.0, 98.0)","(81.0, 160.0, 156.0)","(1.5, 1.76, 1.7625806451612904)","(31.0, 85.0, 75.0)","(91.0, 390.0, 318.0)","(81.0, 290.0, 252.5)"
11-01-2023 14:09:05.146498,"(2.1, 2.54, 2.536923076923077)","(41.0, 100.0, 97.77777777777777)","(81.0, 160.0, 174.7826086956522)","(1.5, 1.77, 1.7514159292035398)","(31.0, 85.0, 75.0)","(91.0, 390.0, 318.0)","(81.0, 290.0, 260.0)"
