,Chromatic Lass,Little O Little E,Bank Card,Gattolottasparkle,Phantom Queen,Lady Gangster,Las Vegas Blvd,Warriorinthehouse,Blue Mountain,Valued Energy
16-12-2022 10:54:23.685358,"(2.5, 3.1, 3.0824561403508772)","(51.0, 500.0, 322.25)","(26.0, 500.0, 269.0)","(15.0, 980.0, 607.2)","(9.0, 46.0, 24.25)","(19.0, 190.0, 78.0)","(7.5, 7.8, 7.057142857142857)","(11.0, 36.0, 32.0)","(2.2, 2.46, 2.434074074074074)","(21.0, 230.0, 109.4)"
16-12-2022 10:54:25.261459,"(2.5, 3.1, 3.0824561403508772)","(31.0, 500.0, 322.25)","(26.0, 500.0, 269.0)","(21.0, 980.0, 607.2)","(10.0, 46.0, 24.25)","(19.0, 190.0, 46.66666666666667)","(6.5, 7.8, 7.057142857142857)","(14.0, 36.0, 31.0)","(2.05, 2.46, 2.393333333333333)","(21.0, 230.0, 109.4)"
16-12-2022 10:54:26.774017,"(2.5, 3.1, 3.0736842105263156)","(31.0, 500.0, 216.2)","(26.0, 500.0, 269.0)","(21.0, 980.0, 607.2)","(10.0, 46.0, 24.25)","(19.0, 170.0, 46.66666666666667)","(6.5, 7.8, 7.057142857142857)","(14.0, 34.0, 35.25)","(2.05, 2.46, 2.393333333333333)","(21.0, 230.0, 109.4)"
16-12-2022 10:54:28.242717,"(2.5, 3.1, 3.0736842105263156)","(31.0, 500.0, 216.2)","(26.0, 500.0, 269.0)","(21.0, 980.0, 607.2)","(10.0, 46.0, 31.25)","(19.0, 170.0, 46.66666666666667)","(6.5, 7.8, 7.057142857142857)","(14.0, 38.0, 32.0)","(2.05, 2.46, 2.352307692307692)","(21.0, 230.0, 109.4)"
16-12-2022 10:54:29.717402,"(2.5, 3.1, 3.0736842105263156)","(31.0, 500.0, 263.0)","(26.0, 500.0, 269.0)","(21.0, 980.0, 607.2)","(10.0, 46.0, 31.25)","(19.0, 170.0, 46.66666666666667)","(6.5, 7.8, 7.057142857142857)","(14.0, 36.0, 32.0)","(2.05, 2.5, 2.359512195121951)","(21.0, 230.0, 109.4)"
16-12-2022 10:54:31.230029,"(2.5, 3.1, 3.0736842105263156)","(31.0, 440.0, 131.0)","(26.0, 500.0, 422.66666666666663)","(21.0, 980.0, 358.6666666666667)","(10.0, 46.0, 31.25)","(19.0, 170.0, 46.66666666666667)","(6.5, 7.8, 7.057142857142857)","(14.0, 36.0, 34.0)","(2.05, 2.5, 2.359512195121951)","(21.0, 230.0, 129.5)"
16-12-2022 10:54:32.685755,"(2.5, 3.1, 3.0736842105263156)","(31.0, 440.0, 131.0)","(26.0, 500.0, 345.3333333333333)","(21.0, 980.0, 514.0)","(10.0, 46.0, 31.25)","(19.0, 170.0, 77.5)","(6.5, 7.8, 7.057142857142857)","(14.0, 36.0, 32.36363636363637)","(2.05, 2.5, 2.359512195121951)","(21.0, 230.0, 129.5)"
16-12-2022 10:54:34.216348,"(2.5, 3.1, 3.0736842105263156)","(31.0, 440.0, 131.0)","(26.0, 500.0, 345.3333333333333)","(21.0, 980.0, 514.0)","(10.0, 46.0, 31.25)","(19.0, 170.0, 77.5)","(6.5, 7.8, 7.057142857142857)","(14.0, 34.0, 32.36363636363637)","(2.05, 2.5, 2.352307692307692)","(21.0, 230.0, 129.5)"
16-12-2022 10:54:35.657177,"(2.5, 3.1, 3.3526315789473684)","(31.0, 440.0, 254.0)","(26.0, 500.0, 345.3333333333333)","(21.0, 980.0, 514.0)","(10.0, 46.0, 31.25)","(19.0, 170.0, 77.5)","(6.5, 7.8, 6.8)","(14.0, 34.0, 32.36363636363637)","(2.05, 2.5, 2.4)","(21.0, 230.0, 129.5)"
16-12-2022 10:54:37.062407,"(2.5, 3.85, 3.525)","(31.0, 480.0, 254.0)","(26.0, 500.0, 263.0)","(21.0, 980.0, 514.0)","(10.0, 46.0, 33.0)","(19.0, 170.0, 77.5)","(6.5, 7.6, 6.8)","(14.0, 34.0, 29.0)","(2.05, 2.48, 2.4)","(21.0, 230.0, 129.5)"
16-12-2022 10:54:38.355976,"(2.5, 3.6, 3.5)","(31.0, 480.0, 254.0)","(26.0, 490.0, 263.0)","(21.0, 980.0, 514.0)","(10.0, 44.0, 33.0)","(19.0, 170.0, 77.5)","(6.5, 7.6, 7.2)","(14.0, 32.0, 29.0)","(2.05, 2.48, 2.41)","(21.0, 230.0, 129.5)"
16-12-2022 10:54:39.603768,"(2.5, 3.6, 3.5)","(31.0, 480.0, 367.0)","(26.0, 490.0, 263.0)","(21.0, 980.0, 514.0)","(10.0, 44.0, 27.25)","(19.0, 170.0, 77.5)","(6.5, 7.4, 7.2)","(14.0, 32.0, 29.0)","(2.05, 2.48, 2.4492307692307693)","(21.0, 230.0, 129.5)"
16-12-2022 10:54:40.814409,"(2.5, 3.6, 3.5)","(31.0, 480.0, 367.0)","(26.0, 490.0, 263.0)","(21.0, 980.0, 514.0)","(10.0, 38.0, 27.25)","(19.0, 170.0, 77.5)","(6.5, 7.4, 7.2)","(14.0, 32.0, 28.4)","(2.05, 2.48, 2.4492307692307693)","(21.0, 230.0, 129.5)"
16-12-2022 10:54:42.112456,"(2.5, 3.6, 3.5)","(31.0, 480.0, 367.0)","(26.0, 490.0, 263.0)","(21.0, 980.0, 514.0)","(10.0, 38.0, 27.25)","(19.0, 170.0, 77.5)","(6.5, 7.4, 7.2)","(14.0, 30.0, 28.666666666666668)","(2.05, 2.48, 2.4492307692307693)","(21.0, 230.0, 129.5)"
16-12-2022 10:54:43.511995,"(2.5, 3.6, 3.4000000000000004)","(31.0, 480.0, 367.0)","(26.0, 490.0, 263.0)","(21.0, 980.0, 514.0)","(10.0, 38.0, 27.25)","(19.0, 170.0, 77.5)","(6.5, 7.4, 7.2)","(14.0, 30.0, 27.5)","(2.05, 2.48, 2.4492307692307693)","(21.0, 230.0, 129.5)"
16-12-2022 10:54:44.849120,"(2.5, 3.6, 3.4000000000000004)","(31.0, 480.0, 367.0)","(26.0, 490.0, 263.0)","(21.0, 980.0, 514.0)","(10.0, 38.0, 27.25)","(19.0, 170.0, 77.5)","(6.5, 7.4, 7.042105263157895)","(14.0, 29.0, 28.0)","(2.05, 2.48, 2.4492307692307693)","(21.0, 230.0, 129.5)"
16-12-2022 10:54:46.271548,"(2.5, 3.6, 3.4000000000000004)","(31.0, 480.0, 139.25)","(26.0, 490.0, 338.6666666666667)","(21.0, 980.0, 836.6153846153846)","(10.0, 38.0, 22.25)","(19.0, 170.0, 91.5)","(6.5, 7.8, 7.042105263157895)","(14.0, 32.0, 28.0)","(2.05, 2.48, 2.455)","(21.0, 230.0, 109.4)"
16-12-2022 10:54:47.610634,"(2.5, 3.6, 3.466666666666667)","(31.0, 470.0, 169.33333333333334)","(26.0, 490.0, 338.6666666666667)","(21.0, 980.0, 793.6)","(10.0, 38.0, 22.25)","(19.0, 160.0, 91.5)","(6.5, 7.8, 7.228571428571429)","(14.0, 32.0, 27.333333333333332)","(2.05, 2.48, 2.455)","(21.0, 230.0, 109.4)"
16-12-2022 10:54:48.814190,"(2.5, 3.6, 3.466666666666667)","(31.0, 450.0, 169.33333333333334)","(26.0, 490.0, 338.6666666666667)","(21.0, 980.0, 746.5)","(10.0, 38.0, 22.25)","(19.0, 160.0, 91.5)","(6.5, 7.8, 7.228571428571429)","(14.0, 30.0, 27.8)","(2.05, 2.48, 2.455)","(21.0, 230.0, 109.4)"
16-12-2022 10:54:49.973564,"(2.5, 3.6, 3.466666666666667)","(31.0, 430.0, 229.5)","(26.0, 490.0, 338.6666666666667)","(21.0, 980.0, 745.5)","(10.0, 38.0, 22.25)","(19.0, 160.0, 91.5)","(6.5, 7.8, 7.228571428571429)","(14.0, 29.0, 27.8)","(2.05, 2.48, 2.4514285714285715)","(21.0, 230.0, 109.4)"
16-12-2022 10:54:51.183031,"(2.5, 3.6, 3.466666666666667)","(31.0, 430.0, 229.5)","(26.0, 490.0, 338.6666666666667)","(21.0, 980.0, 712.5714285714287)","(10.0, 38.0, 22.25)","(19.0, 160.0, 91.5)","(6.5, 7.8, 7.228571428571429)","(14.0, 29.0, 27.2)","(2.05, 2.48, 2.4514285714285715)","(21.0, 230.0, 110.0)"
16-12-2022 10:54:52.472748,"(2.5, 3.6, 3.466666666666667)","(31.0, 430.0, 229.5)","(26.0, 490.0, 338.6666666666667)","(21.0, 980.0, 356.0)","(10.0, 38.0, 22.25)","(19.0, 160.0, 24.0)","(6.5, 7.8, 7.228571428571429)","(14.0, 28.0, 35.0)","(2.05, 2.48, 2.4514285714285715)","(21.0, 230.0, 110.0)"
16-12-2022 10:54:53.755043,"(2.5, 3.6, 3.5384615384615388)","(31.0, 430.0, 229.5)","(26.0, 490.0, 389.1111111111111)","(21.0, 980.0, 508.0)","(10.0, 38.0, 22.25)","(19.0, 28.0, 90.0)","(6.5, 7.8, 7.228571428571429)","(14.0, 38.0, 32.0)","(2.05, 2.48, 2.4514285714285715)","(21.0, 230.0, 110.0)"
16-12-2022 10:54:55.067123,"(2.5, 3.45, 3.4291666666666667)","(31.0, 430.0, 229.5)","(26.0, 490.0, 263.0)","(21.0, 970.0, 508.0)","(10.0, 38.0, 22.25)","(19.0, 160.0, 90.0)","(6.5, 7.8, 7.228571428571429)","(14.0, 36.0, 32.666666666666664)","(2.05, 2.48, 2.4514285714285715)","(21.0, 230.0, 110.0)"
16-12-2022 10:54:56.313502,"(2.5, 3.45, 3.4291666666666667)","(31.0, 430.0, 229.5)","(26.0, 490.0, 338.0)","(21.0, 970.0, 349.3333333333333)","(10.0, 38.0, 22.25)","(19.0, 160.0, 41.66666666666667)","(6.5, 7.8, 7.228571428571429)","(14.0, 36.0, 31.333333333333332)","(2.05, 2.48, 2.4514285714285715)","(21.0, 230.0, 110.0)"
16-12-2022 10:54:57.523224,"(2.5, 3.45, 3.4321428571428574)","(31.0, 430.0, 229.5)","(26.0, 490.0, 414.0)","(21.0, 960.0, 503.0)","(10.0, 38.0, 22.25)","(19.0, 150.0, 41.66666666666667)","(6.5, 7.8, 7.133333333333333)","(14.0, 34.0, 32.0)","(2.05, 2.48, 2.4514285714285715)","(21.0, 230.0, 110.0)"
16-12-2022 10:54:58.755278,"(2.5, 3.45, 3.4321428571428574)","(31.0, 430.0, 229.5)","(26.0, 490.0, 414.0)","(20.0, 960.0, 503.0)","(10.0, 38.0, 22.25)","(18.0, 150.0, 41.66666666666667)","(6.5, 7.8, 7.0)","(14.0, 34.0, 32.0)","(2.1, 2.48, 2.4514285714285715)","(21.0, 230.0, 110.0)"
16-12-2022 10:55:00.062535,"(2.5, 3.45, 3.4321428571428574)","(31.0, 430.0, 229.5)","(26.0, 490.0, 414.0)","(20.0, 960.0, 731.5)","(10.0, 38.0, 23.333333333333332)","(18.0, 150.0, 56.666666666666664)","(6.5, 7.8, 7.0)","(14.0, 34.0, 32.0)","(2.1, 2.48, 2.4514285714285715)","(21.0, 230.0, 110.0)"
16-12-2022 10:55:01.321386,"(2.5, 3.4, 3.28125)","(31.0, 430.0, 229.5)","(26.0, 490.0, 263.0)","(20.0, 960.0, 731.5)","(10.0, 36.0, 28.2)","(18.0, 130.0, 56.666666666666664)","(6.5, 7.8, 7.0)","(14.0, 34.0, 32.0)","(2.1, 2.48, 2.4514285714285715)","(21.0, 230.0, 92.66666666666666)"
16-12-2022 10:55:02.534688,"(2.5, 3.4, 3.2914285714285714)","(31.0, 430.0, 295.6666666666667)","(26.0, 490.0, 263.0)","(20.0, 960.0, 731.5)","(10.0, 36.0, 28.9)","(18.0, 130.0, 86.4)","(6.5, 7.8, 7.133333333333333)","(14.0, 34.0, 32.0)","(2.1, 2.48, 2.44)","(21.0, 220.0, 92.66666666666666)"
16-12-2022 10:55:03.813864,"(2.5, 3.4, 3.2888888888888888)","(31.0, 430.0, 295.6666666666667)","(26.0, 490.0, 263.0)","(20.0, 960.0, 349.3333333333333)","(10.0, 32.0, 28.9)","(18.0, 130.0, 86.4)","(6.5, 7.8, 7.0)","(14.0, 34.0, 32.0)","(2.1, 2.48, 2.4299999999999997)","(21.0, 220.0, 92.66666666666666)"
16-12-2022 10:55:05.081717,"(2.5, 3.4, 3.2888888888888888)","(31.0, 430.0, 295.6666666666667)","(26.0, 490.0, 263.0)","(20.0, 960.0, 698.8571428571429)","(10.0, 32.0, 24.214285714285715)","(18.0, 130.0, 66.0)","(6.5, 7.8, 7.0)","(14.0, 34.0, 32.0)","(2.1, 2.48, 2.4299999999999997)","(21.0, 220.0, 92.66666666666666)"
16-12-2022 10:55:06.305311,"(2.5, 3.4, 3.257142857142857)","(31.0, 430.0, 295.6666666666667)","(26.0, 490.0, 263.0)","(20.0, 960.0, 730.5)","(10.0, 30.0, 26.5)","(18.0, 110.0, 66.0)","(6.5, 7.8, 7.0)","(14.0, 34.0, 32.0)","(2.1, 2.48, 2.4299999999999997)","(21.0, 220.0, 92.66666666666666)"
16-12-2022 10:55:07.599464,"(2.5, 3.4, 3.246153846153846)","(31.0, 430.0, 295.6666666666667)","(26.0, 490.0, 263.0)","(20.0, 960.0, 730.5)","(10.0, 29.0, 23.07142857142857)","(18.0, 110.0, 66.0)","(6.5, 7.8, 7.133333333333333)","(14.0, 34.0, 31.2)","(2.1, 2.48, 2.4299999999999997)","(21.0, 220.0, 92.66666666666666)"
16-12-2022 10:55:08.927960,"(2.5, 3.4, 3.246153846153846)","(31.0, 430.0, 296.3333333333333)","(26.0, 490.0, 263.0)","(20.0, 960.0, 503.0)","(10.0, 28.0, 23.07142857142857)","(18.0, 110.0, 80.0)","(6.5, 7.8, 7.133333333333333)","(14.0, 34.0, 31.2)","(2.1, 2.48, 2.4299999999999997)","(21.0, 220.0, 105.4)"
16-12-2022 10:55:10.303472,"(2.5, 3.4, 3.246153846153846)","(31.0, 430.0, 296.3333333333333)","(26.0, 490.0, 263.0)","(20.0, 960.0, 503.0)","(10.0, 28.0, 23.07142857142857)","(18.0, 100.0, 80.0)","(6.5, 7.8, 6.8769230769230765)","(14.0, 34.0, 31.2)","(2.1, 2.48, 2.4299999999999997)","(21.0, 220.0, 105.4)"
16-12-2022 10:55:11.867724,"(2.5, 3.4, 3.1599999999999997)","(31.0, 430.0, 296.0)","(26.0, 490.0, 188.66666666666666)","(20.0, 960.0, 503.0)","(10.0, 28.0, 23.07142857142857)","(18.0, 100.0, 80.0)","(6.5, 7.8, 8.514285714285716)","(14.0, 34.0, 31.2)","(2.1, 2.48, 2.4299999999999997)","(21.0, 220.0, 105.4)"
16-12-2022 10:55:13.280786,"(2.5, 3.4, 3.1596153846153845)","(31.0, 430.0, 296.0)","(26.0, 490.0, 188.66666666666666)","(20.0, 960.0, 503.0)","(10.0, 28.0, 23.07142857142857)","(18.0, 120.0, 87.5)","(6.5, 8.8, 8.4)","(14.0, 34.0, 31.2)","(2.1, 2.48, 2.4299999999999997)","(21.0, 220.0, 105.4)"
16-12-2022 10:55:14.638037,"(2.5, 3.4, 3.1596153846153845)","(31.0, 430.0, 296.0)","(26.0, 490.0, 188.66666666666666)","(20.0, 960.0, 352.0)","(10.0, 28.0, 23.07142857142857)","(18.0, 110.0, 80.0)","(6.5, 8.8, 8.514285714285716)","(14.0, 34.0, 31.2)","(2.1, 2.48, 2.4299999999999997)","(21.0, 220.0, 105.4)"
16-12-2022 10:55:16.042163,"(2.5, 3.4, 3.1596153846153845)","(31.0, 430.0, 296.0)","(26.0, 490.0, 188.66666666666666)","(20.0, 960.0, 500.0)","(10.0, 28.0, 19.75)","(18.0, 100.0, 39.5)","(6.5, 8.8, 8.0)","(14.0, 34.0, 31.2)","(2.1, 2.48, 2.4299999999999997)","(21.0, 220.0, 105.4)"
16-12-2022 10:55:17.366615,"(2.5, 3.4, 3.1596153846153845)","(31.0, 430.0, 140.0)","(26.0, 490.0, 304.0)","(20.0, 950.0, 346.6666666666667)","(10.0, 28.0, 19.75)","(18.0, 95.0, 40.25)","(6.5, 8.8, 7.44)","(14.0, 34.0, 31.2)","(2.1, 2.48, 2.4299999999999997)","(21.0, 220.0, 92.66666666666666)"
16-12-2022 10:55:18.636891,"(2.5, 3.4, 3.1596153846153845)","(31.0, 420.0, 140.0)","(26.0, 570.0, 304.0)","(20.0, 940.0, 346.6666666666667)","(10.0, 28.0, 19.75)","(18.0, 95.0, 40.25)","(6.5, 8.4, 7.44)","(14.0, 34.0, 31.2)","(2.1, 2.48, 2.3906666666666667)","(21.0, 220.0, 92.66666666666666)"
16-12-2022 10:55:20.025584,"(2.5, 3.4, 3.1596153846153845)","(31.0, 420.0, 140.0)","(26.0, 570.0, 304.0)","(20.0, 940.0, 343.3333333333333)","(10.0, 28.0, 19.75)","(18.0, 95.0, 56.0)","(6.5, 8.4, 7.44)","(14.0, 34.0, 31.2)","(2.1, 2.5, 2.3906666666666667)","(21.0, 220.0, 92.66666666666666)"
16-12-2022 10:55:21.418526,"(2.5, 3.4, 3.1596153846153845)","(31.0, 420.0, 140.0)","(26.0, 570.0, 304.0)","(21.0, 930.0, 343.3333333333333)","(10.0, 28.0, 19.75)","(18.0, 90.0, 56.0)","(6.5, 8.4, 7.44)","(14.0, 34.0, 31.2)","(2.1, 2.5, 2.3906666666666667)","(21.0, 220.0, 92.66666666666666)"
16-12-2022 10:55:22.930582,"(2.5, 3.4, 3.1596153846153845)","(31.0, 420.0, 140.0)","(26.0, 570.0, 304.0)","(21.0, 930.0, 340.0)","(10.0, 28.0, 19.75)","(18.0, 90.0, 56.0)","(6.5, 8.4, 7.44)","(14.0, 34.0, 31.2)","(2.1, 2.5, 2.3906666666666667)","(21.0, 220.0, 92.66666666666666)"
16-12-2022 10:55:24.397979,"(2.5, 3.4, 3.1596153846153845)","(31.0, 420.0, 140.0)","(26.0, 570.0, 304.0)","(21.0, 920.0, 340.0)","(10.0, 28.0, 35.6)","(18.0, 90.0, 56.0)","(6.5, 8.4, 7.44)","(14.0, 34.0, 30.0)","(2.1, 2.5, 2.3906666666666667)","(21.0, 220.0, 92.66666666666666)"
16-12-2022 10:55:25.868309,"(2.5, 3.4, 3.2642857142857142)","(31.0, 420.0, 140.0)","(26.0, 570.0, 493.7142857142858)","(21.0, 920.0, 340.0)","(10.0, 48.0, 35.6)","(18.0, 90.0, 53.5)","(6.5, 8.4, 7.8)","(14.0, 34.0, 30.0)","(2.1, 2.5, 2.3906666666666667)","(21.0, 220.0, 92.66666666666666)"
16-12-2022 10:55:27.175299,"(2.5, 3.35, 3.2642857142857142)","(31.0, 420.0, 140.0)","(26.0, 570.0, 493.7142857142858)","(21.0, 920.0, 340.0)","(10.0, 48.0, 35.6)","(18.0, 85.0, 53.5)","(6.5, 8.2, 7.8)","(14.0, 34.0, 30.0)","(2.1, 2.5, 2.3906666666666667)","(21.0, 220.0, 92.66666666666666)"
16-12-2022 10:55:28.526157,"(2.5, 3.35, 3.2642857142857142)","(31.0, 420.0, 140.0)","(26.0, 570.0, 493.7142857142858)","(21.0, 920.0, 340.0)","(10.0, 48.0, 35.6)","(18.0, 85.0, 51.0)","(6.5, 8.2, 7.7333333333333325)","(14.0, 34.0, 30.0)","(2.1, 2.5, 2.3906666666666667)","(21.0, 220.0, 92.66666666666666)"
16-12-2022 10:55:29.807589,"(2.5, 3.35, 3.2642857142857142)","(31.0, 420.0, 140.0)","(26.0, 570.0, 493.7142857142858)","(21.0, 920.0, 340.0)","(10.0, 48.0, 35.6)","(18.0, 80.0, 51.0)","(6.5, 8.2, 7.7333333333333325)","(14.0, 34.0, 30.0)","(2.1, 2.5, 2.3906666666666667)","(21.0, 220.0, 92.66666666666666)"
16-12-2022 10:55:31.085028,"(2.5, 3.35, 3.2642857142857142)","(31.0, 420.0, 140.0)","(26.0, 570.0, 308.0)","(21.0, 920.0, 669.7142857142857)","(10.0, 48.0, 39.625)","(18.0, 80.0, 48.5)","(6.5, 8.2, 7.7333333333333325)","(14.0, 34.0, 30.0)","(2.1, 2.5, 2.3906666666666667)","(21.0, 220.0, 99.33333333333333)"
16-12-2022 10:55:32.371137,"(2.5, 3.35, 3.2642857142857142)","(31.0, 420.0, 140.0)","(26.0, 580.0, 308.0)","(21.0, 920.0, 481.0)","(10.0, 48.0, 25.416666666666668)","(18.0, 75.0, 46.0)","(6.5, 8.2, 7.7333333333333325)","(14.0, 34.0, 30.0)","(2.1, 2.5, 2.3906666666666667)","(21.0, 240.0, 99.33333333333333)"
16-12-2022 10:55:33.657692,"(2.5, 3.35, 3.2642857142857142)","(31.0, 420.0, 140.0)","(26.0, 580.0, 308.0)","(21.0, 920.0, 336.0)","(10.0, 65.0, 31.666666666666664)","(18.0, 70.0, 43.5)","(6.5, 8.2, 7.7333333333333325)","(14.0, 34.0, 30.0)","(2.1, 2.5, 2.3906666666666667)","(21.0, 240.0, 129.5)"
16-12-2022 10:55:34.966574,"(2.5, 3.35, 3.2642857142857142)","(31.0, 420.0, 182.0)","(26.0, 570.0, 392.0)","(21.0, 920.0, 628.6666666666666)","(10.0, 60.0, 31.666666666666664)","(18.0, 65.0, 50.0)","(6.5, 8.2, 7.7333333333333325)","(14.0, 34.0, 30.0)","(2.1, 2.5, 2.3906666666666667)","(21.0, 230.0, 129.5)"
16-12-2022 10:55:36.253555,"(2.5, 3.35, 3.2642857142857142)","(31.0, 490.0, 182.0)","(26.0, 570.0, 392.0)","(21.0, 920.0, 628.6666666666666)","(10.0, 60.0, 31.666666666666664)","(18.0, 60.0, 50.0)","(6.5, 8.2, 7.7333333333333325)","(14.0, 34.0, 30.0)","(2.1, 2.5, 2.3899999999999997)","(21.0, 230.0, 129.5)"
16-12-2022 10:55:37.464481,"(2.5, 3.35, 3.2642857142857142)","(31.0, 490.0, 182.0)","(26.0, 570.0, 392.0)","(21.0, 920.0, 628.6666666666666)","(10.0, 60.0, 31.666666666666664)","(18.0, 60.0, 50.0)","(6.5, 8.2, 7.7333333333333325)","(14.0, 34.0, 30.0)","(2.1, 2.42, 2.41)","(21.0, 230.0, 129.5)"
16-12-2022 10:55:38.685873,"(2.5, 3.35, 3.2642857142857142)","(31.0, 490.0, 182.0)","(26.0, 570.0, 392.0)","(21.0, 920.0, 628.6666666666666)","(10.0, 60.0, 31.666666666666664)","(18.0, 60.0, 50.0)","(6.5, 8.2, 7.266666666666667)","(14.0, 34.0, 30.0)","(2.1, 2.5, 2.4135999999999997)","(21.0, 230.0, 129.5)"
16-12-2022 10:55:39.940480,"(2.5, 3.35, 3.325806451612903)","(31.0, 490.0, 182.0)","(26.0, 570.0, 392.0)","(21.0, 920.0, 628.6666666666666)","(10.0, 60.0, 31.666666666666664)","(18.0, 55.0, 46.25)","(6.5, 8.2, 7.72)","(14.0, 34.0, 30.0)","(2.1, 2.5, 2.453684210526316)","(21.0, 230.0, 129.5)"
16-12-2022 10:55:41.234739,"(2.5, 3.35, 3.325806451612903)","(31.0, 490.0, 182.0)","(26.0, 570.0, 392.0)","(21.0, 920.0, 483.0)","(10.0, 60.0, 37.5)","(18.0, 55.0, 46.25)","(6.5, 8.2, 7.72)","(14.0, 34.0, 30.0)","(2.1, 2.48, 2.4582608695652173)","(21.0, 230.0, 129.5)"
16-12-2022 10:55:42.553327,"(2.5, 3.35, 3.283333333333333)","(31.0, 490.0, 182.0)","(26.0, 570.0, 214.0)","(21.0, 920.0, 336.0)","(10.0, 60.0, 37.5)","(18.0, 55.0, 38.0)","(6.5, 8.2, 7.8999999999999995)","(14.0, 32.0, 30.0)","(2.1, 2.48, 2.4582608695652173)","(21.0, 230.0, 129.5)"
16-12-2022 10:55:43.821898,"(2.5, 3.35, 3.225)","(31.0, 490.0, 182.0)","(26.0, 570.0, 214.0)","(21.0, 920.0, 483.0)","(10.0, 60.0, 37.5)","(18.0, 55.0, 36.0)","(6.5, 8.2, 7.949999999999999)","(14.0, 32.0, 30.285714285714285)","(2.1, 2.48, 2.4582608695652173)","(21.0, 230.0, 129.5)"
16-12-2022 10:55:45.061808,"(2.5, 3.35, 3.225)","(31.0, 490.0, 182.0)","(26.0, 570.0, 214.0)","(21.0, 920.0, 483.0)","(10.0, 60.0, 37.5)","(18.0, 50.0, 36.0)","(6.5, 8.2, 7.88)","(14.0, 32.0, 35.8)","(2.1, 2.48, 2.4582608695652173)","(21.0, 230.0, 129.5)"
16-12-2022 10:55:46.313600,"(2.5, 3.2, 3.1166666666666667)","(31.0, 490.0, 182.0)","(26.0, 570.0, 214.0)","(21.0, 920.0, 483.0)","(10.0, 60.0, 37.5)","(18.0, 50.0, 36.0)","(6.5, 8.2, 7.88)","(14.0, 38.0, 35.8)","(2.1, 2.48, 2.4582608695652173)","(21.0, 230.0, 129.5)"
16-12-2022 10:55:47.557564,"(2.5, 3.2, 3.1125000000000003)","(31.0, 490.0, 182.0)","(26.0, 570.0, 214.0)","(21.0, 920.0, 483.0)","(10.0, 60.0, 37.5)","(18.0, 50.0, 36.0)","(6.5, 8.2, 7.88)","(14.0, 38.0, 36.166666666666664)","(2.1, 2.48, 2.4582608695652173)","(21.0, 230.0, 129.5)"
16-12-2022 10:55:48.778060,"(2.5, 3.2, 3.106666666666667)","(31.0, 490.0, 182.0)","(26.0, 570.0, 214.0)","(21.0, 920.0, 336.0)","(10.0, 60.0, 37.5)","(18.0, 50.0, 32.666666666666664)","(6.5, 8.2, 7.88)","(14.0, 38.0, 33.42857142857143)","(2.1, 2.48, 2.4582608695652173)","(21.0, 230.0, 129.5)"
16-12-2022 10:55:49.991930,"(2.5, 3.2, 3.106666666666667)","(31.0, 490.0, 182.0)","(26.0, 570.0, 214.0)","(21.0, 920.0, 336.0)","(10.0, 60.0, 37.5)","(18.0, 50.0, 32.666666666666664)","(6.5, 8.2, 7.88)","(14.0, 36.0, 33.42857142857143)","(2.1, 2.48, 2.4582608695652173)","(21.0, 230.0, 129.5)"
16-12-2022 10:55:51.237808,"(2.5, 3.2, 3.106666666666667)","(31.0, 490.0, 254.0)","(26.0, 570.0, 134.8)","(21.0, 920.0, 332.6666666666667)","(10.0, 60.0, 23.0)","(18.0, 50.0, 36.0)","(6.5, 8.2, 7.88)","(14.0, 36.0, 33.42857142857143)","(2.1, 2.48, 2.4582608695652173)","(21.0, 230.0, 129.5)"
16-12-2022 10:55:52.469361,"(2.5, 3.2, 3.106666666666667)","(31.0, 480.0, 254.0)","(26.0, 530.0, 134.8)","(21.0, 910.0, 478.0)","(10.0, 55.0, 32.5)","(18.0, 48.0, 31.333333333333332)","(6.5, 8.2, 7.699999999999999)","(14.0, 36.0, 32.0)","(2.1, 2.48, 2.4582608695652173)","(21.0, 230.0, 129.5)"
16-12-2022 10:55:53.692165,"(2.5, 3.2, 3.106666666666667)","(31.0, 480.0, 254.0)","(26.0, 530.0, 134.8)","(21.0, 910.0, 478.0)","(10.0, 50.0, 32.5)","(18.0, 46.0, 31.333333333333332)","(6.5, 8.2, 7.699999999999999)","(14.0, 34.0, 32.0)","(2.1, 2.48, 2.4582608695652173)","(21.0, 230.0, 129.5)"
16-12-2022 10:55:54.860062,"(2.5, 3.2, 3.106666666666667)","(31.0, 480.0, 254.0)","(26.0, 530.0, 134.8)","(21.0, 910.0, 694.0)","(10.0, 50.0, 25.333333333333336)","(18.0, 46.0, 31.333333333333332)","(6.5, 8.2, 7.699999999999999)","(14.0, 34.0, 29.333333333333332)","(2.1, 2.48, 2.4675)","(21.0, 230.0, 129.5)"
16-12-2022 10:55:56.036200,"(2.5, 3.2, 3.109677419354839)","(31.0, 480.0, 254.0)","(26.0, 530.0, 134.8)","(21.0, 910.0, 694.0)","(10.0, 46.0, 25.333333333333336)","(18.0, 46.0, 31.333333333333332)","(6.5, 8.2, 7.699999999999999)","(14.0, 34.0, 29.333333333333332)","(2.1, 2.48, 2.4633333333333334)","(21.0, 230.0, 129.5)"
