,Hello Tiger,Blue Blazer,Sante Fe Trail,Swift Choice,Dough To Go,Raining Vodka
10-01-2023 19:42:34.314392,"(4.8, 11.0, 10.771428571428572)","(3.8, 4.9, 4.6)","(4.8, 5.4, 5.348979591836735)","(4.6, 4.8, 4.542857142857143)","(7.5, 9.8, 8.89375)","(4.2, 5.7, 5.347058823529412)"
10-01-2023 19:42:35.325467,"(4.8, 12.5, 10.946428571428571)","(3.8, 4.9, 4.6)","(4.8, 5.4, 5.348979591836735)","(4.6, 4.8, 4.542857142857143)","(7.5, 9.8, 8.89375)","(4.2, 5.7, 5.347058823529412)"
10-01-2023 19:42:36.346486,"(4.8, 12.5, 10.11764705882353)","(3.8, 4.9, 4.6)","(4.8, 5.4, 5.348979591836735)","(4.6, 4.8, 4.542857142857143)","(7.5, 9.8, 8.90344827586207)","(4.2, 5.7, 5.347058823529412)"
10-01-2023 19:42:37.318706,"(4.8, 12.5, 10.475000000000001)","(3.8, 4.9, 4.6)","(4.8, 5.4, 5.3545454545454545)","(4.6, 4.8, 4.542857142857143)","(7.5, 9.8, 8.883333333333335)","(4.2, 5.7, 5.347058823529412)"
10-01-2023 19:42:38.334689,"(4.8, 12.5, 11.4875)","(3.8, 4.9, 4.6)","(4.8, 5.4, 5.3545454545454545)","(4.6, 4.8, 4.542857142857143)","(7.5, 9.8, 9.0)","(4.2, 5.7, 5.347058823529412)"
10-01-2023 19:42:39.374127,"(4.8, 12.5, 12.3125)","(3.8, 4.9, 4.547058823529412)","(4.8, 5.4, 5.304137931034482)","(4.6, 4.8, 4.775510204081632)","(7.5, 9.6, 8.950000000000001)","(4.2, 5.7, 5.38421052631579)"
10-01-2023 19:42:40.295486,"(4.8, 13.5, 12.416666666666666)","(3.8, 4.9, 4.547058823529412)","(4.8, 5.5, 5.304137931034482)","(4.6, 4.8, 4.775510204081632)","(7.5, 9.6, 8.950000000000001)","(4.2, 5.7, 5.38421052631579)"
10-01-2023 19:42:41.274848,"(4.8, 13.5, 12.340909090909092)","(3.8, 4.9, 4.547058823529412)","(4.8, 5.5, 5.003448275862069)","(4.6, 4.8, 4.729629629629629)","(7.5, 9.6, 8.866666666666667)","(4.2, 5.7, 5.427272727272728)"
10-01-2023 19:42:42.290238,"(4.8, 13.5, 12.954545454545455)","(3.8, 4.8, 4.55)","(4.8, 5.4, 5.133333333333334)","(4.6, 4.8, 4.729629629629629)","(7.5, 9.6, 8.875)","(4.2, 5.7, 5.427272727272728)"
10-01-2023 19:42:43.369499,"(4.8, 14.0, 13.0)","(3.8, 4.8, 4.431578947368421)","(4.8, 5.4, 5.133333333333334)","(4.6, 4.8, 4.729629629629629)","(7.5, 9.6, 8.875)","(4.2, 5.7, 5.427272727272728)"
10-01-2023 19:42:44.409026,"(4.8, 14.0, 12.823529411764707)","(3.8, 4.8, 4.431578947368421)","(4.8, 5.4, 5.133333333333334)","(4.6, 4.8, 4.729629629629629)","(7.5, 9.6, 8.875)","(4.2, 5.7, 5.427272727272728)"
10-01-2023 19:42:45.383793,"(4.8, 14.0, 12.823529411764707)","(3.8, 4.8, 4.36578947368421)","(4.8, 5.4, 5.133333333333334)","(4.6, 4.8, 4.729629629629629)","(7.5, 9.6, 8.875)","(4.2, 5.7, 5.392307692307693)"
10-01-2023 19:42:46.363414,"(4.8, 13.5, 13.15)","(3.8, 4.8, 4.373529411764705)","(4.8, 5.4, 5.133333333333334)","(4.6, 4.8, 4.729629629629629)","(7.5, 9.6, 8.875)","(4.2, 5.7, 5.378571428571429)"
10-01-2023 19:42:47.374471,"(4.8, 13.5, 12.25)","(3.8, 4.8, 4.386206896551724)","(4.8, 5.4, 5.133333333333334)","(4.6, 4.8, 4.729629629629629)","(7.5, 9.6, 8.875)","(4.2, 5.7, 5.347058823529412)"
10-01-2023 19:42:48.357741,"(4.8, 13.5, 12.25)","(3.8, 4.8, 4.386206896551724)","(4.8, 5.5, 4.928187919463087)","(4.6, 4.8, 4.729629629629629)","(7.5, 9.6, 8.875)","(4.2, 5.7, 5.347058823529412)"
10-01-2023 19:42:49.255021,"(4.8, 13.5, 12.25)","(3.8, 4.8, 4.386206896551724)","(4.8, 5.5, 4.932)","(4.6, 4.8, 4.729629629629629)","(7.5, 9.6, 8.866666666666667)","(4.2, 5.7, 5.386956521739131)"
10-01-2023 19:42:50.249575,"(4.8, 10.0, 9.807692307692308)","(3.8, 4.8, 4.468965517241379)","(4.8, 5.4, 5.15)","(4.6, 4.8, 4.729629629629629)","(7.5, 9.6, 8.875)","(4.2, 5.7, 5.4)"
10-01-2023 19:42:51.259905,"(4.8, 13.0, 11.5)","(3.8, 4.8, 4.396153846153846)","(4.8, 5.4, 5.15)","(4.6, 4.8, 4.729629629629629)","(7.5, 9.6, 8.875)","(4.2, 5.7, 5.571428571428571)"
10-01-2023 19:42:52.317605,"(4.8, 12.5, 11.3)","(3.8, 4.8, 4.396153846153846)","(4.8, 5.4, 5.15)","(4.6, 4.8, 4.552173913043478)","(7.5, 9.6, 8.875)","(4.2, 5.7, 5.571428571428571)"
10-01-2023 19:42:53.265691,"(4.8, 11.5, 10.14)","(3.8, 4.8, 4.396153846153846)","(4.8, 5.4, 5.383333333333334)","(4.6, 4.8, 4.552173913043478)","(7.5, 9.6, 8.875)","(4.2, 5.7, 5.571428571428571)"
10-01-2023 19:42:54.276726,"(4.8, 12.0, 10.9)","(3.8, 4.8, 4.396153846153846)","(4.8, 5.4, 5.383333333333334)","(4.6, 4.8, 4.552173913043478)","(7.5, 9.6, 8.875)","(4.2, 5.7, 5.571428571428571)"
10-01-2023 19:42:55.322474,"(4.8, 12.0, 10.9)","(3.8, 4.8, 4.396153846153846)","(4.8, 5.4, 5.383333333333334)","(4.6, 4.8, 4.515)","(7.5, 9.6, 8.866666666666667)","(4.2, 5.7, 5.571428571428571)"
10-01-2023 19:42:56.386775,"(4.8, 12.0, 10.8)","(3.8, 4.8, 4.396153846153846)","(4.8, 5.4, 5.383333333333334)","(4.6, 4.8, 4.515)","(7.5, 9.6, 8.88)","(4.2, 5.7, 5.571428571428571)"
10-01-2023 19:42:57.387143,"(4.8, 12.0, 10.8)","(3.8, 4.8, 4.396153846153846)","(4.8, 5.4, 5.383333333333334)","(4.6, 4.8, 4.515)","(7.5, 9.6, 8.88)","(4.2, 5.7, 5.571428571428571)"
10-01-2023 19:42:58.425773,"(4.8, 12.0, 10.8)","(3.8, 4.8, 4.396153846153846)","(4.8, 5.4, 5.383333333333334)","(4.6, 4.8, 4.515)","(7.5, 9.6, 8.88888888888889)","(4.2, 5.7, 5.507142857142857)"
10-01-2023 19:42:59.378017,"(4.8, 12.0, 10.8)","(3.8, 4.8, 4.396153846153846)","(4.8, 5.4, 5.383333333333334)","(4.6, 4.8, 4.515)","(7.5, 9.6, 8.88888888888889)","(4.2, 5.7, 5.507142857142857)"
10-01-2023 19:43:00.417477,"(4.8, 12.0, 11.076923076923077)","(3.8, 4.8, 4.396153846153846)","(4.8, 5.4, 4.957627118644068)","(4.6, 4.8, 4.515)","(7.5, 9.6, 8.88888888888889)","(4.2, 5.7, 5.507142857142857)"
10-01-2023 19:43:01.445525,"(4.8, 12.0, 11.076923076923077)","(3.8, 4.8, 4.4111111111111105)","(4.8, 5.3, 4.968852459016394)","(4.6, 4.8, 4.689855072463768)","(7.5, 9.6, 8.88888888888889)","(4.2, 5.7, 5.507142857142857)"
10-01-2023 19:43:02.319719,"(4.8, 12.0, 11.076923076923077)","(3.8, 4.8, 4.4111111111111105)","(4.8, 5.3, 4.968852459016394)","(4.6, 4.8, 4.689855072463768)","(7.5, 9.6, 8.88888888888889)","(4.2, 5.7, 5.507142857142857)"
10-01-2023 19:43:03.363956,"(4.8, 12.0, 11.076923076923077)","(3.8, 4.8, 4.3999999999999995)","(4.8, 5.3, 4.968852459016394)","(4.6, 4.8, 4.689855072463768)","(7.5, 9.6, 8.88888888888889)","(4.2, 5.7, 5.507142857142857)"
10-01-2023 19:43:04.546531,"(4.8, 12.0, 11.076923076923077)","(3.8, 4.8, 4.3999999999999995)","(4.8, 5.3, 5.291228070175438)","(4.6, 4.8, 4.695890410958904)","(7.5, 9.6, 8.88888888888889)","(4.2, 5.7, 5.507142857142857)"
10-01-2023 19:43:05.583365,"(4.8, 12.0, 11.076923076923077)","(3.8, 4.8, 4.3999999999999995)","(4.8, 5.3, 5.291228070175438)","(4.6, 4.8, 4.694444444444445)","(7.5, 9.6, 8.914285714285715)","(4.2, 5.7, 5.55)"
10-01-2023 19:43:06.694294,"(4.8, 12.0, 11.666666666666666)","(3.8, 4.8, 4.396153846153846)","(4.8, 5.3, 5.2625)","(4.6, 4.8, 4.694444444444445)","(7.5, 9.6, 8.914285714285715)","(4.2, 5.7, 5.283333333333333)"
10-01-2023 19:43:07.815839,"(4.8, 11.5, 11.0)","(3.8, 4.8, 4.386206896551724)","(4.8, 5.3, 5.2625)","(4.6, 4.8, 4.694444444444445)","(7.5, 9.6, 8.914285714285715)","(4.2, 5.7, 5.283333333333333)"
10-01-2023 19:43:09.134113,"(4.8, 11.5, 11.0)","(3.8, 4.8, 4.386206896551724)","(4.8, 5.3, 5.2625)","(4.6, 4.8, 4.694444444444445)","(7.5, 9.6, 8.914285714285715)","(4.2, 5.7, 5.283333333333333)"
10-01-2023 19:43:10.339313,"(4.8, 11.5, 11.0)","(3.8, 4.8, 4.396153846153846)","(4.8, 5.3, 5.2625)","(4.6, 4.8, 4.694444444444445)","(7.5, 9.6, 8.914285714285715)","(4.2, 5.7, 5.373913043478261)"
10-01-2023 19:43:11.581259,"(4.8, 11.5, 10.818181818181818)","(3.8, 4.8, 4.396153846153846)","(4.8, 5.3, 5.2)","(4.6, 4.8, 4.694444444444445)","(7.5, 9.6, 8.914285714285715)","(4.2, 5.7, 5.45)"
10-01-2023 19:43:12.665515,"(4.8, 11.5, 10.818181818181818)","(3.8, 4.8, 4.396153846153846)","(4.8, 5.3, 5.2)","(4.6, 4.8, 4.540909090909091)","(7.5, 9.6, 8.914285714285715)","(4.2, 5.7, 5.411538461538462)"
10-01-2023 19:43:13.755940,"(4.8, 11.5, 10.818181818181818)","(3.8, 4.8, 4.58235294117647)","(4.8, 5.3, 5.2749999999999995)","(4.6, 4.8, 4.540909090909091)","(7.5, 9.6, 8.914285714285715)","(4.2, 5.7, 5.411538461538462)"
10-01-2023 19:43:14.693794,"(4.8, 11.5, 10.818181818181818)","(3.8, 4.7, 4.58235294117647)","(4.8, 5.3, 5.2749999999999995)","(4.6, 4.8, 4.540909090909091)","(7.5, 9.6, 8.914285714285715)","(4.2, 5.7, 5.411538461538462)"
10-01-2023 19:43:15.743444,"(4.8, 11.5, 10.818181818181818)","(3.8, 4.7, 4.54)","(4.8, 5.3, 5.2749999999999995)","(4.6, 4.8, 4.540909090909091)","(7.5, 9.6, 8.914285714285715)","(4.2, 5.7, 5.411538461538462)"
10-01-2023 19:43:16.850916,"(4.8, 11.5, 10.818181818181818)","(3.8, 4.7, 4.433333333333334)","(4.8, 5.3, 5.281818181818181)","(4.6, 4.8, 4.540909090909091)","(7.5, 9.6, 8.914285714285715)","(4.2, 5.7, 5.411538461538462)"
10-01-2023 19:43:17.811768,"(4.8, 11.5, 10.818181818181818)","(3.8, 4.7, 4.433333333333334)","(4.8, 5.3, 5.281818181818181)","(4.6, 4.8, 4.540909090909091)","(7.5, 9.6, 8.914285714285715)","(4.2, 5.7, 5.4)"
10-01-2023 19:43:18.799294,"(4.8, 11.5, 10.818181818181818)","(3.8, 4.7, 4.433333333333334)","(4.8, 5.3, 5.281818181818181)","(4.6, 4.8, 4.540909090909091)","(7.5, 9.6, 8.914285714285715)","(4.2, 5.7, 5.4)"
10-01-2023 19:43:19.824577,"(4.8, 11.5, 10.818181818181818)","(3.8, 4.7, 4.433333333333334)","(4.8, 5.4, 5.375)","(4.6, 4.8, 4.540909090909091)","(7.5, 9.6, 8.914285714285715)","(4.2, 5.7, 5.4)"
10-01-2023 19:43:20.814897,"(4.8, 11.5, 10.818181818181818)","(3.8, 4.7, 4.433333333333334)","(4.4, 5.4, 5.375)","(4.6, 4.8, 4.540909090909091)","(7.5, 9.6, 8.914285714285715)","(4.2, 5.7, 5.4)"
10-01-2023 19:43:21.855426,"(4.8, 11.5, 10.818181818181818)","(3.8, 4.7, 4.433333333333334)","(4.4, 5.4, 5.375)","(4.6, 4.8, 4.540909090909091)","(7.5, 9.6, 8.914285714285715)","(4.2, 5.7, 5.4)"
10-01-2023 19:43:22.859132,"(4.8, 11.5, 10.923076923076923)","(3.8, 4.7, 4.433333333333334)","(4.4, 5.4, 5.375)","(4.6, 4.8, 4.540909090909091)","(7.5, 9.6, 8.903225806451614)","(4.2, 5.7, 5.4)"
10-01-2023 19:43:23.900446,"(4.8, 11.5, 10.923076923076923)","(3.8, 4.7, 4.433333333333334)","(4.4, 5.4, 5.375)","(4.6, 4.8, 4.540909090909091)","(7.5, 9.6, 8.914285714285715)","(4.2, 5.7, 5.34)"
10-01-2023 19:43:24.971341,"(4.8, 11.5, 10.923076923076923)","(3.8, 4.7, 4.433333333333334)","(4.4, 5.4, 5.375)","(4.6, 4.8, 4.540909090909091)","(7.5, 9.6, 8.914285714285715)","(4.2, 5.7, 5.4)"
10-01-2023 19:43:26.003579,"(4.8, 11.5, 10.857142857142858)","(3.8, 4.7, 4.433333333333334)","(4.4, 5.4, 5.375)","(4.6, 4.8, 4.540909090909091)","(7.5, 9.6, 8.914285714285715)","(4.2, 5.7, 5.4)"
10-01-2023 19:43:26.930291,"(4.8, 11.5, 10.857142857142858)","(3.8, 4.7, 4.433333333333334)","(4.4, 5.5, 5.105594405594405)","(4.6, 4.8, 4.540909090909091)","(7.5, 9.6, 8.903225806451614)","(4.2, 5.7, 5.468421052631579)"
10-01-2023 19:43:27.895482,"(4.8, 11.5, 10.857142857142858)","(3.8, 4.7, 4.433333333333334)","(4.4, 5.5, 5.136129032258064)","(4.6, 4.8, 4.540909090909091)","(7.5, 9.6, 8.903225806451614)","(4.2, 5.7, 5.468421052631579)"
10-01-2023 19:43:28.872745,"(4.8, 11.5, 10.857142857142858)","(3.8, 4.7, 4.433333333333334)","(4.4, 5.5, 5.136129032258064)","(4.6, 4.8, 4.540909090909091)","(7.5, 9.6, 8.903225806451614)","(4.2, 5.7, 5.468421052631579)"
10-01-2023 19:43:29.836172,"(4.8, 11.5, 10.857142857142858)","(3.8, 4.7, 4.433333333333334)","(4.4, 5.5, 5.2122448979591836)","(4.6, 4.8, 4.540909090909091)","(7.5, 9.6, 8.903225806451614)","(4.2, 5.7, 5.468421052631579)"
10-01-2023 19:43:30.777005,"(4.8, 11.5, 10.857142857142858)","(3.8, 4.7, 4.433333333333334)","(4.4, 5.5, 5.2122448979591836)","(4.6, 4.8, 4.552173913043478)","(7.5, 9.6, 8.982857142857144)","(4.2, 5.7, 5.49375)"
10-01-2023 19:43:31.729841,"(4.8, 11.5, 10.9)","(3.8, 4.7, 4.451724137931035)","(4.4, 5.5, 5.219402985074627)","(4.6, 4.8, 4.634782608695652)","(7.5, 9.6, 8.982857142857144)","(4.2, 5.7, 5.5625)"
10-01-2023 19:43:32.764643,"(4.8, 11.5, 10.9)","(3.8, 4.7, 4.451724137931035)","(4.4, 5.5, 5.213705583756345)","(4.6, 4.8, 4.653846153846153)","(7.5, 9.6, 8.982857142857144)","(4.2, 5.7, 5.5625)"
10-01-2023 19:43:33.684586,"(4.8, 11.5, 10.9)","(3.8, 4.7, 4.451724137931035)","(4.4, 5.5, 5.213705583756345)","(4.6, 4.8, 4.653846153846153)","(7.5, 9.6, 8.982857142857144)","(4.2, 5.7, 5.5625)"
10-01-2023 19:43:34.582735,"(4.8, 11.5, 10.9)","(3.8, 4.7, 4.451724137931035)","(4.4, 5.5, 5.213705583756345)","(4.6, 4.8, 4.653846153846153)","(7.5, 9.6, 8.982857142857144)","(4.2, 5.7, 5.5625)"
10-01-2023 19:43:35.520569,"(4.8, 11.5, 10.9)","(3.8, 4.7, 4.451724137931035)","(4.4, 5.5, 5.213705583756345)","(4.6, 4.8, 4.653846153846153)","(7.5, 9.6, 8.982857142857144)","(4.2, 5.7, 5.5625)"
10-01-2023 19:43:36.451650,"(4.8, 11.5, 10.9)","(3.8, 4.7, 4.451724137931035)","(4.4, 5.5, 5.213705583756345)","(4.6, 4.8, 4.653846153846153)","(7.5, 9.6, 8.982857142857144)","(4.2, 5.7, 5.5625)"
10-01-2023 19:43:37.358037,"(4.8, 11.5, 10.9)","(3.8, 4.7, 4.451724137931035)","(4.4, 5.5, 5.213705583756345)","(4.6, 4.8, 4.653846153846153)","(7.5, 9.6, 8.982857142857144)","(4.2, 5.7, 5.5625)"
10-01-2023 19:43:38.273532,"(4.8, 11.5, 10.9)","(3.8, 4.7, 4.451724137931035)","(4.4, 5.5, 5.20625)","(4.6, 4.8, 4.653846153846153)","(7.5, 9.6, 8.982857142857144)","(4.2, 5.7, 5.5625)"
10-01-2023 19:43:39.143144,"(4.8, 11.5, 10.9)","(3.8, 4.7, 4.451724137931035)","(4.4, 5.5, 5.2161073825503355)","(4.2, 4.8, 4.653846153846153)","(7.5, 9.6, 8.982857142857144)","(4.2, 5.7, 5.5625)"
10-01-2023 19:43:40.008217,"(5.5, 11.5, 10.9)","(3.8, 4.7, 4.451724137931035)","(4.4, 5.5, 5.2161073825503355)","(4.2, 4.8, 4.653846153846153)","(7.5, 9.6, 8.982857142857144)","(4.2, 5.7, 5.5625)"
10-01-2023 19:43:40.922330,"(5.5, 11.5, 10.944444444444445)","(3.8, 4.7, 4.467741935483871)","(4.4, 5.5, 5.2161073825503355)","(4.2, 4.8, 4.653846153846153)","(7.5, 9.4, 9.280000000000001)","(4.2, 5.7, 5.5625)"
10-01-2023 19:43:41.847555,"(5.5, 11.5, 10.9)","(3.8, 4.7, 4.467741935483871)","(4.4, 5.5, 5.2161073825503355)","(4.2, 4.8, 4.6466666666666665)","(7.5, 9.4, 9.280000000000001)","(4.2, 5.7, 5.59)"
10-01-2023 19:43:42.713242,"(5.5, 11.5, 10.9)","(3.8, 4.6, 4.55)","(4.4, 5.4, 5.266666666666667)","(4.2, 4.8, 4.629629629629629)","(7.5, 9.4, 9.280000000000001)","(4.2, 5.7, 5.621428571428571)"
10-01-2023 19:43:43.554970,"(5.5, 11.5, 10.833333333333334)","(3.8, 4.6, 4.522222222222222)","(4.4, 5.4, 5.328888888888889)","(4.2, 4.7, 4.6230769230769235)","(7.5, 9.4, 9.200000000000001)","(4.2, 5.7, 5.621428571428571)"
10-01-2023 19:43:44.522668,"(5.5, 11.5, 10.833333333333334)","(3.8, 4.6, 4.522222222222222)","(4.4, 5.4, 5.328888888888889)","(4.2, 4.7, 4.594117647058823)","(7.5, 9.4, 9.200000000000001)","(4.2, 5.7, 5.96)"
10-01-2023 19:43:45.391476,"(5.5, 11.5, 10.833333333333334)","(3.8, 4.6, 4.522222222222222)","(4.4, 5.4, 5.313513513513514)","(4.2, 4.7, 4.594117647058823)","(7.5, 9.4, 9.200000000000001)","(4.2, 6.2, 5.96)"
10-01-2023 19:43:46.263594,"(5.5, 11.5, 10.833333333333334)","(3.9, 4.6, 4.522222222222222)","(4.4, 5.4, 5.328888888888889)","(4.2, 4.7, 4.594117647058823)","(7.5, 9.4, 9.200000000000001)","(4.2, 6.0, 5.95)"
10-01-2023 19:43:47.180862,"(5.5, 11.5, 10.833333333333334)","(3.9, 4.6, 4.522222222222222)","(4.4, 5.4, 5.328888888888889)","(4.2, 4.7, 4.594117647058823)","(7.5, 9.4, 8.96)","(4.2, 6.0, 5.94)"
10-01-2023 19:43:48.109010,"(5.5, 11.5, 10.833333333333334)","(3.9, 4.6, 4.522222222222222)","(4.4, 5.4, 5.328888888888889)","(4.2, 4.7, 4.692436974789916)","(7.5, 9.4, 8.96)","(4.2, 6.0, 5.95)"
10-01-2023 19:43:49.060011,"(5.5, 11.5, 10.833333333333334)","(3.9, 4.6, 4.46875)","(4.4, 5.2, 5.177333333333333)","(4.2, 4.9, 4.86)","(7.5, 9.4, 8.96)","(4.2, 6.0, 5.95)"
10-01-2023 19:43:49.950271,"(5.5, 11.5, 10.772727272727273)","(3.9, 4.6, 4.46875)","(4.4, 5.2, 5.162222222222222)","(4.2, 4.9, 4.86)","(7.5, 9.4, 8.96)","(4.2, 6.0, 5.955555555555556)"
10-01-2023 19:43:50.808987,"(5.5, 11.5, 10.772727272727273)","(3.9, 4.6, 4.393103448275862)","(4.4, 5.3, 5.242857142857143)","(4.2, 4.9, 4.86842105263158)","(7.5, 9.4, 8.96)","(4.2, 6.0, 5.942857142857143)"
10-01-2023 19:43:51.701129,"(5.5, 11.5, 10.772727272727273)","(3.9, 4.6, 4.393103448275862)","(4.4, 5.3, 5.234328358208955)","(4.2, 4.9, 4.86842105263158)","(7.5, 9.4, 8.96)","(4.2, 6.0, 5.942857142857143)"
10-01-2023 19:43:52.592784,"(5.5, 11.5, 10.772727272727273)","(3.9, 4.6, 4.393103448275862)","(4.4, 5.3, 5.234328358208955)","(4.2, 4.9, 4.86842105263158)","(7.5, 9.4, 8.96)","(4.2, 6.0, 5.942857142857143)"
10-01-2023 19:43:53.499515,"(5.5, 11.5, 10.772727272727273)","(3.9, 4.6, 4.393103448275862)","(4.4, 5.3, 5.234328358208955)","(4.2, 4.9, 4.86842105263158)","(7.5, 9.4, 8.96)","(4.2, 6.0, 5.942857142857143)"
10-01-2023 19:43:54.373744,"(5.5, 11.5, 10.772727272727273)","(3.9, 4.6, 4.393103448275862)","(4.4, 5.3, 5.234328358208955)","(4.2, 4.9, 4.86842105263158)","(7.5, 9.4, 8.96)","(4.2, 6.0, 5.942857142857143)"
10-01-2023 19:43:55.246650,"(5.5, 11.5, 10.772727272727273)","(3.9, 4.6, 4.393103448275862)","(4.4, 5.3, 5.234328358208955)","(4.2, 4.9, 4.86842105263158)","(7.5, 9.4, 8.96)","(4.2, 6.0, 5.942857142857143)"
10-01-2023 19:43:56.155161,"(5.5, 11.5, 10.772727272727273)","(3.9, 4.6, 4.393103448275862)","(4.4, 5.3, 5.234328358208955)","(4.2, 4.9, 4.86842105263158)","(7.5, 9.4, 8.96)","(4.2, 6.0, 5.942857142857143)"
10-01-2023 19:43:57.012275,"(5.5, 11.5, 10.772727272727273)","(3.9, 4.6, 4.393103448275862)","(4.4, 5.3, 5.245161290322581)","(4.2, 4.9, 4.86842105263158)","(7.5, 9.4, 8.96)","(4.2, 6.0, 5.942857142857143)"
10-01-2023 19:43:57.854277,"(5.5, 11.5, 10.772727272727273)","(3.9, 4.5, 4.362068965517241)","(4.4, 5.3, 5.255172413793103)","(4.2, 4.9, 4.86842105263158)","(7.5, 9.4, 8.96)","(4.2, 6.0, 5.95)"
10-01-2023 19:43:58.771008,"(5.5, 11.5, 10.772727272727273)","(3.9, 4.4, 4.34)","(4.4, 5.3, 5.29)","(4.2, 4.9, 4.86842105263158)","(7.5, 9.4, 8.96)","(4.2, 6.0, 5.904545454545454)"
10-01-2023 19:43:59.681418,"(5.5, 11.5, 10.772727272727273)","(3.9, 4.4, 4.345454545454546)","(4.4, 5.4, 5.28)","(4.2, 4.9, 4.86842105263158)","(7.5, 9.4, 8.96)","(4.2, 6.2, 5.8730769230769235)"
10-01-2023 19:44:00.650564,"(5.5, 11.5, 10.772727272727273)","(3.9, 4.4, 4.345454545454546)","(4.4, 5.4, 5.276470588235294)","(4.2, 4.9, 4.86842105263158)","(7.5, 9.4, 8.96)","(4.2, 6.2, 5.890909090909091)"
10-01-2023 19:44:01.573687,"(5.5, 11.5, 10.772727272727273)","(3.9, 4.4, 4.345454545454546)","(4.4, 5.4, 5.28)","(4.2, 4.9, 4.86842105263158)","(7.5, 9.4, 8.96)","(4.2, 6.2, 5.890909090909091)"
10-01-2023 19:44:02.436007,"(5.5, 11.5, 10.772727272727273)","(3.9, 4.4, 4.345454545454546)","(4.4, 5.4, 5.28)","(4.2, 4.9, 4.86842105263158)","(7.5, 9.4, 8.96)","(4.2, 6.2, 5.91764705882353)"
10-01-2023 19:44:03.354940,"(5.5, 11.5, 10.772727272727273)","(3.9, 4.4, 4.345454545454546)","(4.4, 5.4, 5.28)","(4.2, 4.9, 4.86842105263158)","(7.5, 9.4, 8.96)","(4.2, 6.2, 5.91764705882353)"
10-01-2023 19:44:04.219577,"(5.5, 11.5, 10.772727272727273)","(3.9, 4.4, 4.345454545454546)","(4.4, 5.4, 5.28)","(4.2, 4.9, 4.86842105263158)","(7.5, 9.4, 8.96)","(4.4, 6.2, 5.91764705882353)"
10-01-2023 19:44:05.095287,"(5.5, 11.5, 10.772727272727273)","(3.9, 4.4, 4.345454545454546)","(4.4, 5.4, 5.28)","(4.2, 4.9, 4.86842105263158)","(7.5, 9.4, 8.96)","(4.4, 6.2, 5.9714285714285715)"
10-01-2023 19:44:05.986695,"(5.5, 11.5, 10.772727272727273)","(3.9, 4.4, 4.345454545454546)","(4.4, 5.4, 5.28)","(4.2, 4.9, 4.86842105263158)","(7.5, 9.4, 8.96)","(4.4, 6.2, 5.9714285714285715)"
10-01-2023 19:44:06.874693,"(5.5, 11.5, 10.772727272727273)","(3.9, 4.4, 4.345454545454546)","(4.4, 5.4, 5.28)","(4.2, 4.9, 4.86842105263158)","(7.5, 9.4, 8.96)","(4.4, 6.2, 5.9818181818181815)"
10-01-2023 19:44:07.900627,"(5.5, 11.5, 10.772727272727273)","(3.9, 4.4, 4.345454545454546)","(4.4, 5.4, 5.28)","(4.2, 4.9, 4.86842105263158)","(7.5, 9.4, 8.96)","(4.4, 6.2, 5.9818181818181815)"
10-01-2023 19:44:08.799622,"(5.5, 11.5, 10.772727272727273)","(3.9, 4.4, 4.345454545454546)","(4.4, 5.4, 5.28)","(4.2, 4.9, 4.86842105263158)","(7.5, 9.4, 8.96)","(4.4, 6.2, 6.060869565217391)"
10-01-2023 19:44:09.658705,"(5.5, 11.5, 10.772727272727273)","(3.9, 4.4, 4.345454545454546)","(4.4, 5.4, 5.28)","(4.2, 4.9, 4.86842105263158)","(7.5, 9.4, 8.96)","(4.4, 6.2, 6.060869565217391)"
10-01-2023 19:44:10.575977,"(5.5, 11.5, 10.772727272727273)","(3.9, 4.4, 4.345454545454546)","(4.4, 5.4, 5.28)","(4.2, 4.9, 4.86842105263158)","(7.5, 9.4, 8.96)","(4.4, 6.2, 6.060869565217391)"
10-01-2023 19:44:11.541666,"(5.5, 11.5, 10.772727272727273)","(3.9, 4.4, 4.345454545454546)","(4.4, 5.4, 5.28)","(4.2, 4.9, 4.86842105263158)","(7.5, 9.4, 8.96)","(4.4, 6.2, 6.060869565217391)"
10-01-2023 19:44:12.444739,"(5.5, 11.5, 10.772727272727273)","(3.9, 4.4, 4.345454545454546)","(4.4, 5.4, 5.28)","(4.2, 4.9, 4.86842105263158)","(7.5, 9.4, 8.96)","(4.4, 6.2, 6.060869565217391)"
10-01-2023 19:44:13.322910,"(5.5, 11.5, 10.772727272727273)","(3.9, 4.4, 4.345454545454546)","(4.4, 5.4, 5.28)","(4.2, 4.9, 4.86842105263158)","(7.5, 9.4, 8.96)","(4.4, 6.2, 6.060869565217391)"
10-01-2023 19:44:14.233135,"(5.5, 11.5, 10.772727272727273)","(3.9, 4.4, 4.345454545454546)","(4.4, 5.4, 5.28)","(4.2, 4.9, 4.86842105263158)","(7.5, 9.4, 8.96)","(4.4, 6.2, 6.060869565217391)"
10-01-2023 19:44:15.125119,"(5.5, 11.5, 10.772727272727273)","(3.9, 4.4, 4.345454545454546)","(4.4, 5.4, 5.28)","(4.2, 4.9, 4.86842105263158)","(7.5, 9.4, 8.96)","(4.4, 6.2, 5.96)"
