,Hot Return,Lost Cause,Bow Down,Yarramundi Bee,Springvale Bray,Like A Tiger,Faster Than Slow,Sophia Palms
14-12-2022 13:06:11.049801,"(21.0, 90.0, 78.16666666666667)","(10.0, 19.0, 16.75)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.5948936170212766)","(3.2, 4.4, 3.6692307692307695)","(5.5, 99999, 99990)","(18.0, 75.0, 40.0)","(4.6, 11.0, 6.2)"
14-12-2022 13:06:12.282624,"(21.0, 90.0, 78.16666666666667)","(10.0, 19.0, 16.75)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.5948936170212766)","(3.2, 4.4, 3.6692307692307695)","(5.5, 99999, 99990)","(18.0, 75.0, 40.0)","(4.6, 11.0, 6.2)"
14-12-2022 13:06:13.441928,"(21.0, 90.0, 78.16666666666667)","(10.0, 19.0, 16.75)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.5948936170212766)","(3.2, 4.4, 3.6692307692307695)","(5.5, 99999, 99990)","(18.0, 75.0, 40.0)","(4.6, 11.0, 6.2)"
14-12-2022 13:06:14.571566,"(21.0, 90.0, 78.16666666666667)","(10.0, 19.0, 16.75)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.5948936170212766)","(3.2, 4.4, 3.6692307692307695)","(5.5, 99999, 99990)","(18.0, 75.0, 40.0)","(4.6, 11.0, 6.2)"
14-12-2022 13:06:15.905455,"(21.0, 90.0, 78.16666666666667)","(10.0, 19.0, 16.75)","(15.0, 48.0, 35.0)","(3.0, 3.75, 3.5948936170212766)","(3.2, 4.4, 3.6692307692307695)","(5.5, 99999, 99990)","(18.0, 75.0, 40.0)","(4.6, 11.0, 6.2)"
14-12-2022 13:06:17.078520,"(21.0, 90.0, 78.16666666666667)","(10.0, 19.0, 16.75)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.5948936170212766)","(3.2, 4.4, 3.6692307692307695)","(5.5, 99999, 99990)","(18.0, 75.0, 40.0)","(4.6, 11.0, 6.2)"
14-12-2022 13:06:18.331679,"(21.0, 90.0, 78.16666666666667)","(10.0, 19.0, 16.75)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.5948936170212766)","(3.2, 4.4, 3.6692307692307695)","(5.5, 99999, 99990)","(18.0, 75.0, 40.0)","(4.6, 11.0, 6.2)"
14-12-2022 13:06:19.519423,"(21.0, 90.0, 78.16666666666667)","(10.0, 19.0, 16.75)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.5948936170212766)","(3.2, 4.4, 3.6692307692307695)","(5.5, 99999, 99990)","(18.0, 75.0, 40.0)","(4.6, 11.0, 6.2)"
14-12-2022 13:06:20.691692,"(21.0, 90.0, 78.16666666666667)","(10.0, 19.0, 16.75)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.5948936170212766)","(3.2, 4.4, 3.6692307692307695)","(5.5, 99999, 99990)","(18.0, 75.0, 40.0)","(4.6, 11.0, 6.2)"
14-12-2022 13:06:21.909384,"(21.0, 90.0, 78.16666666666667)","(10.0, 19.0, 16.75)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.5948936170212766)","(3.2, 4.4, 3.6692307692307695)","(5.5, 99999, 99990)","(18.0, 75.0, 40.0)","(4.6, 11.0, 6.2)"
14-12-2022 13:06:23.061595,"(21.0, 90.0, 78.16666666666667)","(10.0, 19.0, 16.75)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.5948936170212766)","(3.2, 4.4, 3.6692307692307695)","(5.5, 99999, 99990)","(18.0, 75.0, 40.0)","(4.6, 11.0, 6.2)"
14-12-2022 13:06:24.250364,"(21.0, 90.0, 78.16666666666667)","(10.0, 19.0, 16.75)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.5948936170212766)","(3.2, 4.4, 3.6692307692307695)","(5.5, 99999, 99990)","(18.0, 75.0, 40.0)","(4.6, 11.0, 6.2)"
14-12-2022 13:06:25.352594,"(21.0, 90.0, 78.16666666666667)","(10.0, 19.0, 16.75)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.5948936170212766)","(3.2, 4.4, 3.6692307692307695)","(5.5, 99999, 99990)","(18.0, 75.0, 40.0)","(4.6, 11.0, 6.2)"
14-12-2022 13:06:26.441623,"(21.0, 90.0, 78.16666666666667)","(10.0, 19.0, 16.75)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.5948936170212766)","(3.2, 4.4, 3.6692307692307695)","(5.5, 99999, 99990)","(18.0, 75.0, 40.0)","(4.6, 11.0, 6.2)"
14-12-2022 13:06:27.609011,"(21.0, 90.0, 78.16666666666667)","(10.0, 19.0, 16.75)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.5948936170212766)","(3.2, 4.4, 3.6692307692307695)","(5.5, 99999, 99990)","(18.0, 75.0, 40.0)","(4.6, 11.0, 6.2)"
14-12-2022 13:06:28.793850,"(21.0, 90.0, 78.16666666666667)","(10.0, 19.0, 16.75)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.5948936170212766)","(3.2, 4.4, 3.6692307692307695)","(5.5, 99999, 99990)","(18.0, 75.0, 40.0)","(4.6, 11.0, 6.2)"
14-12-2022 13:06:29.933479,"(21.0, 90.0, 78.16666666666667)","(10.0, 19.0, 16.75)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.5948936170212766)","(3.2, 4.4, 3.6692307692307695)","(5.5, 99999, 99990)","(18.0, 75.0, 40.0)","(4.6, 11.0, 6.2)"
14-12-2022 13:06:31.120302,"(21.0, 90.0, 78.16666666666667)","(10.0, 19.0, 16.75)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.5948936170212766)","(3.2, 4.4, 3.6692307692307695)","(5.5, 99999, 99990)","(18.0, 75.0, 40.0)","(4.6, 11.0, 6.2)"
14-12-2022 13:06:32.363252,"(21.0, 90.0, 78.16666666666667)","(10.0, 19.0, 16.75)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.5948936170212766)","(3.2, 4.4, 3.6692307692307695)","(5.5, 99999, 99990)","(18.0, 75.0, 40.0)","(4.6, 11.0, 6.2)"
14-12-2022 13:06:33.469458,"(21.0, 90.0, 78.16666666666667)","(10.0, 19.0, 16.75)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.5948936170212766)","(3.2, 4.4, 3.6692307692307695)","(5.5, 99999, 99990)","(18.0, 75.0, 40.0)","(4.6, 11.0, 6.2)"
14-12-2022 13:06:34.571654,"(21.0, 90.0, 78.16666666666667)","(10.0, 19.0, 16.75)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.5948936170212766)","(3.2, 4.4, 3.6692307692307695)","(5.5, 99999, 99990)","(18.0, 75.0, 40.0)","(4.6, 11.0, 6.2)"
14-12-2022 13:06:35.729219,"(21.0, 90.0, 78.16666666666667)","(10.0, 19.0, 16.75)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.5948936170212766)","(3.2, 4.4, 3.6692307692307695)","(5.5, 99999, 99990)","(18.0, 75.0, 40.0)","(4.6, 11.0, 6.2)"
14-12-2022 13:06:37.357205,"(21.0, 90.0, 78.16666666666667)","(10.0, 19.0, 16.75)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.5948936170212766)","(3.2, 4.4, 3.6692307692307695)","(5.5, 99999, 99990)","(18.0, 75.0, 40.0)","(4.6, 11.0, 6.2)"
14-12-2022 13:06:38.700699,"(21.0, 90.0, 78.16666666666667)","(10.0, 19.0, 16.75)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.5948936170212766)","(3.2, 4.4, 3.6692307692307695)","(5.5, 99999, 99990)","(18.0, 75.0, 40.0)","(4.6, 11.0, 6.2)"
14-12-2022 13:06:39.992853,"(21.0, 90.0, 78.16666666666667)","(10.0, 19.0, 16.75)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.5948936170212766)","(3.2, 4.4, 3.6692307692307695)","(5.5, 99999, 99990)","(18.0, 75.0, 40.0)","(4.6, 11.0, 6.2)"
14-12-2022 13:06:41.274532,"(21.0, 90.0, 78.16666666666667)","(10.0, 19.0, 16.75)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.5948936170212766)","(3.2, 4.4, 3.6692307692307695)","(5.5, 99999, 99990)","(18.0, 75.0, 40.0)","(4.6, 11.0, 6.2)"
14-12-2022 13:06:42.769221,"(21.0, 90.0, 78.16666666666667)","(10.0, 19.0, 16.75)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.5948936170212766)","(3.2, 4.4, 3.6692307692307695)","(5.5, 99999, 99990)","(18.0, 75.0, 40.0)","(4.6, 11.0, 6.2)"
14-12-2022 13:06:44.253200,"(21.0, 90.0, 78.16666666666667)","(10.0, 19.0, 16.75)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.5948936170212766)","(3.2, 4.4, 3.6692307692307695)","(5.5, 99999, 99990)","(18.0, 75.0, 40.0)","(4.6, 11.0, 6.2)"
14-12-2022 13:06:45.675907,"(21.0, 90.0, 78.16666666666667)","(10.0, 19.0, 16.75)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.5948936170212766)","(3.2, 4.4, 3.6692307692307695)","(5.5, 99999, 99990)","(18.0, 75.0, 40.0)","(4.6, 11.0, 6.2)"
14-12-2022 13:06:47.289053,"(21.0, 90.0, 78.16666666666667)","(10.0, 19.0, 16.75)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.5948936170212766)","(3.2, 4.4, 3.6692307692307695)","(5.5, 99999, 99990)","(18.0, 75.0, 40.0)","(4.6, 11.0, 6.2)"
14-12-2022 13:06:48.600864,"(21.0, 90.0, 78.16666666666667)","(10.0, 19.0, 16.75)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.5948936170212766)","(3.2, 4.4, 3.6692307692307695)","(5.5, 99999, 99990)","(18.0, 75.0, 40.0)","(4.6, 11.0, 6.2)"
14-12-2022 13:06:49.991191,"(21.0, 90.0, 78.16666666666667)","(10.0, 19.0, 16.75)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.5948936170212766)","(3.2, 4.4, 3.6692307692307695)","(5.5, 99999, 99990)","(18.0, 75.0, 40.0)","(4.6, 11.0, 6.2)"
14-12-2022 13:06:51.211646,"(21.0, 90.0, 78.16666666666667)","(10.0, 19.0, 16.75)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.5948936170212766)","(3.2, 4.4, 3.6692307692307695)","(5.5, 99999, 99990)","(18.0, 75.0, 40.0)","(4.6, 11.0, 6.2)"
14-12-2022 13:06:52.592560,"(21.0, 90.0, 78.16666666666667)","(10.0, 19.0, 16.75)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.5948936170212766)","(3.2, 4.4, 3.6692307692307695)","(5.5, 99999, 99990)","(18.0, 75.0, 40.0)","(4.6, 11.0, 6.2)"
14-12-2022 13:06:53.910953,"(21.0, 90.0, 78.16666666666667)","(10.0, 19.0, 16.75)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.5948936170212766)","(3.2, 4.4, 3.6692307692307695)","(5.5, 99999, 99990)","(18.0, 75.0, 40.0)","(4.6, 11.0, 6.2)"
14-12-2022 13:06:55.089656,"(21.0, 90.0, 78.16666666666667)","(10.0, 19.0, 16.75)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.5948936170212766)","(3.2, 4.4, 3.6692307692307695)","(5.5, 99999, 99990)","(18.0, 75.0, 40.0)","(4.6, 11.0, 6.2)"
14-12-2022 13:06:56.238679,"(21.0, 90.0, 78.16666666666667)","(10.0, 19.0, 16.75)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.5948936170212766)","(3.2, 4.4, 3.6692307692307695)","(5.5, 99999, 99990)","(18.0, 75.0, 40.0)","(4.6, 11.0, 6.2)"
14-12-2022 13:06:57.619773,"(21.0, 90.0, 78.16666666666667)","(10.0, 19.0, 16.75)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.5948936170212766)","(3.2, 4.4, 3.6692307692307695)","(5.5, 99999, 99990)","(18.0, 75.0, 40.0)","(4.6, 11.0, 6.2)"
14-12-2022 13:06:58.898833,"(21.0, 90.0, 78.16666666666667)","(10.0, 19.0, 16.75)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.5948936170212766)","(3.2, 4.4, 3.6692307692307695)","(5.5, 99999, 99990)","(18.0, 75.0, 40.0)","(4.6, 11.0, 6.2)"
14-12-2022 13:07:00.164631,"(21.0, 90.0, 78.16666666666667)","(10.0, 19.0, 16.75)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.5948936170212766)","(3.2, 4.4, 3.8411764705882354)","(5.5, 99999, 99990)","(18.0, 75.0, 51.66666666666667)","(4.6, 11.0, 7.526315789473684)"
14-12-2022 13:07:01.532024,"(21.0, 90.0, 83.54545454545455)","(10.0, 19.0, 17.615384615384613)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.662168674698795)","(3.2, 4.4, 3.8411764705882354)","(5.5, 99999, 99990)","(18.0, 75.0, 51.66666666666667)","(4.6, 11.0, 7.652631578947369)"
14-12-2022 13:07:02.786364,"(21.0, 80.0, 78.04838709677419)","(10.0, 19.0, 17.615384615384613)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.5948936170212766)","(3.2, 4.4, 3.8411764705882354)","(5.5, 99999, 99990)","(18.0, 75.0, 51.66666666666667)","(4.6, 11.0, 7.778947368421053)"
14-12-2022 13:07:04.109883,"(21.0, 80.0, 73.33333333333334)","(10.0, 19.0, 17.615384615384613)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.5948936170212766)","(3.2, 4.4, 3.8411764705882354)","(5.5, 99999, 99990)","(18.0, 75.0, 51.66666666666667)","(4.6, 11.0, 7.25)"
14-12-2022 13:07:05.403032,"(21.0, 80.0, 73.33333333333334)","(10.0, 19.0, 17.615384615384613)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.5948936170212766)","(3.2, 4.4, 3.8411764705882354)","(5.5, 99999, 99990)","(18.0, 75.0, 51.66666666666667)","(4.6, 11.0, 8.120000000000001)"
14-12-2022 13:07:06.574289,"(21.0, 80.0, 73.33333333333334)","(10.0, 19.0, 17.615384615384613)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.5948936170212766)","(3.2, 4.4, 3.8411764705882354)","(5.5, 99999, 99990)","(18.0, 75.0, 51.66666666666667)","(4.6, 11.0, 8.120000000000001)"
14-12-2022 13:07:07.701544,"(21.0, 80.0, 73.33333333333334)","(10.0, 19.0, 17.615384615384613)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.5948936170212766)","(3.2, 4.4, 3.8411764705882354)","(5.5, 99999, 99990)","(18.0, 75.0, 51.66666666666667)","(4.6, 11.0, 8.120000000000001)"
14-12-2022 13:07:08.848410,"(21.0, 80.0, 73.33333333333334)","(10.0, 19.0, 17.615384615384613)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.242142857142857)","(3.2, 4.4, 3.8411764705882354)","(5.5, 99999, 99990)","(18.0, 75.0, 51.66666666666667)","(4.6, 11.0, 8.120000000000001)"
14-12-2022 13:07:10.089612,"(21.0, 80.0, 73.33333333333334)","(10.0, 19.0, 17.615384615384613)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.355)","(3.2, 4.4, 3.9)","(5.5, 99999, 99990)","(18.0, 75.0, 51.66666666666667)","(4.6, 11.0, 8.120000000000001)"
14-12-2022 13:07:11.189071,"(21.0, 80.0, 73.33333333333334)","(10.0, 19.0, 17.615384615384613)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.355)","(3.2, 4.4, 3.9)","(5.5, 99999, 99990)","(18.0, 75.0, 51.66666666666667)","(4.6, 11.0, 8.120000000000001)"
14-12-2022 13:07:12.314632,"(21.0, 80.0, 73.33333333333334)","(10.0, 19.0, 17.615384615384613)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.203076923076923)","(3.2, 4.4, 3.927777777777778)","(5.5, 99999, 99990)","(18.0, 75.0, 56.5)","(4.6, 11.0, 8.120000000000001)"
14-12-2022 13:07:13.472893,"(21.0, 80.0, 73.33333333333334)","(10.0, 19.0, 17.615384615384613)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.365)","(3.2, 4.4, 3.978947368421053)","(5.5, 99999, 99990)","(18.0, 75.0, 56.5)","(4.6, 11.0, 8.120000000000001)"
14-12-2022 13:07:14.592890,"(21.0, 80.0, 73.33333333333334)","(10.0, 19.0, 17.615384615384613)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.365)","(3.2, 4.4, 3.978947368421053)","(5.5, 99999, 99990)","(18.0, 75.0, 92.68181818181819)","(4.6, 11.0, 9.293333333333333)"
14-12-2022 13:07:15.665273,"(21.0, 140.0, 93.84615384615384)","(10.0, 19.0, 17.615384615384613)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.365)","(3.2, 4.4, 3.978947368421053)","(5.5, 99999, 99990)","(18.0, 100.0, 86.66666666666667)","(4.6, 12.0, 9.293333333333333)"
14-12-2022 13:07:16.758781,"(21.0, 140.0, 93.84615384615384)","(10.0, 19.0, 17.615384615384613)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.365)","(3.2, 4.4, 3.978947368421053)","(5.5, 99999, 99990)","(18.0, 100.0, 93.33333333333334)","(4.6, 12.0, 9.293333333333333)"
14-12-2022 13:07:17.887136,"(21.0, 140.0, 93.84615384615384)","(10.0, 19.0, 17.615384615384613)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.2169230769230768)","(3.2, 4.4, 3.8285714285714287)","(5.5, 99999, 99990)","(18.0, 100.0, 93.33333333333334)","(4.6, 12.0, 9.293333333333333)"
14-12-2022 13:07:18.994515,"(21.0, 140.0, 93.84615384615384)","(10.0, 19.0, 17.615384615384613)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.2169230769230768)","(3.2, 4.4, 3.978947368421053)","(5.5, 99999, 99990)","(18.0, 100.0, 93.33333333333334)","(4.6, 12.0, 9.293333333333333)"
14-12-2022 13:07:20.389392,"(21.0, 140.0, 93.84615384615384)","(10.0, 19.0, 17.615384615384613)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.375)","(3.2, 4.4, 4.005263157894737)","(5.5, 99999, 99990)","(18.0, 100.0, 93.33333333333334)","(4.6, 12.0, 9.293333333333333)"
14-12-2022 13:07:21.685692,"(21.0, 140.0, 93.84615384615384)","(10.0, 19.0, 17.615384615384613)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.375)","(3.2, 4.4, 4.005263157894737)","(5.5, 99999, 99990)","(18.0, 100.0, 93.33333333333334)","(4.6, 12.0, 9.293333333333333)"
14-12-2022 13:07:23.012098,"(21.0, 140.0, 93.84615384615384)","(10.0, 19.0, 17.615384615384613)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.375)","(3.2, 4.4, 4.005263157894737)","(5.5, 99999, 99990)","(18.0, 100.0, 93.33333333333334)","(4.6, 12.0, 9.293333333333333)"
14-12-2022 13:07:24.718883,"(21.0, 140.0, 93.84615384615384)","(10.0, 19.0, 17.615384615384613)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.230769230769231)","(3.2, 4.4, 3.8642857142857143)","(5.5, 99999, 99990)","(18.0, 100.0, 93.33333333333334)","(4.6, 12.0, 9.293333333333333)"
14-12-2022 13:07:26.208802,"(21.0, 140.0, 93.84615384615384)","(10.0, 19.0, 17.615384615384613)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.4)","(3.2, 4.4, 4.031578947368422)","(5.5, 99999, 99990)","(18.0, 100.0, 84.4)","(4.6, 12.0, 9.293333333333333)"
14-12-2022 13:07:27.528976,"(21.0, 140.0, 93.84615384615384)","(10.0, 19.0, 17.615384615384613)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.4)","(3.2, 4.4, 4.031578947368422)","(5.5, 99999, 99990)","(18.0, 100.0, 84.4)","(4.6, 12.0, 9.293333333333333)"
14-12-2022 13:07:28.861364,"(21.0, 140.0, 93.84615384615384)","(10.0, 19.0, 17.615384615384613)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.4)","(3.2, 4.4, 4.031578947368422)","(5.5, 99999, 99990)","(18.0, 100.0, 84.4)","(4.6, 12.0, 9.293333333333333)"
14-12-2022 13:07:30.054500,"(21.0, 140.0, 93.84615384615384)","(10.0, 19.0, 17.615384615384613)","(15.0, 48.0, 37.16666666666667)","(3.0, 3.75, 3.4)","(3.2, 4.4, 3.9000000000000004)","(5.5, 99999, 99990)","(18.0, 100.0, 84.4)","(4.6, 12.0, 9.293333333333333)"
14-12-2022 13:07:31.375405,"(21.0, 140.0, 93.84615384615384)","(10.0, 19.0, 17.615384615384613)","(15.0, 48.0, 41.5)","(3.0, 3.75, 3.3321428571428573)","(3.2, 4.4, 3.966666666666667)","(5.5, 99999, 99990)","(18.0, 100.0, 84.4)","(4.6, 12.0, 9.293333333333333)"
14-12-2022 13:07:32.580917,"(21.0, 140.0, 73.88888888888889)","(10.0, 19.0, 17.615384615384613)","(15.0, 48.0, 41.5)","(3.0, 3.75, 3.3321428571428573)","(3.2, 4.4, 4.038888888888889)","(5.5, 99999, 99990)","(18.0, 100.0, 84.4)","(4.6, 12.0, 9.293333333333333)"
14-12-2022 13:07:33.764769,"(21.0, 140.0, 74.44444444444444)","(10.0, 19.0, 17.615384615384613)","(15.0, 48.0, 41.5)","(3.0, 3.75, 3.425)","(3.2, 4.4, 4.038888888888889)","(5.5, 99999, 99990)","(18.0, 100.0, 84.4)","(4.6, 12.0, 9.293333333333333)"
14-12-2022 13:07:34.817584,"(21.0, 140.0, 74.44444444444444)","(10.0, 19.0, 17.615384615384613)","(15.0, 48.0, 41.5)","(3.0, 3.75, 3.425)","(3.2, 4.4, 4.038888888888889)","(5.5, 99999, 99990)","(18.0, 100.0, 84.4)","(4.6, 12.0, 9.293333333333333)"
14-12-2022 13:07:35.988969,"(21.0, 140.0, 74.44444444444444)","(10.0, 19.0, 17.3)","(15.0, 48.0, 41.5)","(3.0, 3.75, 3.3000000000000003)","(3.2, 4.4, 3.9)","(5.5, 99999, 99990)","(18.0, 100.0, 84.4)","(4.6, 12.0, 9.293333333333333)"
14-12-2022 13:07:37.104498,"(21.0, 140.0, 74.44444444444444)","(10.0, 19.0, 18.0)","(15.0, 48.0, 41.5)","(3.0, 3.75, 3.3000000000000003)","(3.2, 4.4, 3.9)","(5.5, 99999, 99990)","(18.0, 100.0, 84.4)","(4.6, 12.0, 9.293333333333333)"
14-12-2022 13:07:38.237800,"(21.0, 140.0, 74.44444444444444)","(10.0, 19.0, 18.0)","(15.0, 48.0, 41.5)","(3.0, 3.75, 3.45)","(3.2, 4.4, 4.066666666666666)","(5.5, 99999, 99990)","(18.0, 100.0, 84.4)","(4.6, 12.0, 9.293333333333333)"
14-12-2022 13:07:39.400881,"(21.0, 140.0, 74.44444444444444)","(10.0, 19.0, 18.0)","(15.0, 48.0, 41.5)","(3.0, 3.75, 3.45)","(3.2, 4.4, 4.066666666666666)","(5.5, 99999, 99990)","(18.0, 100.0, 84.4)","(4.6, 12.0, 9.293333333333333)"
14-12-2022 13:07:40.634702,"(21.0, 170.0, 87.77777777777777)","(10.0, 19.0, 18.0)","(15.0, 48.0, 41.5)","(3.0, 3.75, 3.3346153846153848)","(3.2, 4.4, 3.9384615384615382)","(5.5, 99999, 99990)","(18.0, 100.0, 84.4)","(4.6, 12.0, 9.293333333333333)"
14-12-2022 13:07:41.789411,"(21.0, 170.0, 87.77777777777777)","(10.0, 19.0, 18.0)","(15.0, 48.0, 41.5)","(3.0, 3.75, 3.3346153846153848)","(3.2, 4.4, 3.9384615384615382)","(5.5, 99999, 99990)","(18.0, 100.0, 84.4)","(4.6, 12.0, 9.293333333333333)"
14-12-2022 13:07:42.978421,"(21.0, 170.0, 87.77777777777777)","(10.0, 19.0, 18.0)","(15.0, 48.0, 41.5)","(3.0, 3.75, 3.458823529411765)","(3.2, 4.4, 4.094444444444445)","(5.5, 99999, 99990)","(18.0, 100.0, 84.4)","(4.6, 12.0, 9.293333333333333)"
14-12-2022 13:07:44.276710,"(21.0, 170.0, 87.77777777777777)","(10.0, 19.0, 18.0)","(15.0, 48.0, 41.5)","(3.0, 3.75, 3.458823529411765)","(3.2, 4.4, 4.094444444444445)","(5.5, 99999, 99990)","(18.0, 100.0, 84.4)","(4.6, 12.0, 9.293333333333333)"
14-12-2022 13:07:45.533755,"(21.0, 170.0, 87.77777777777777)","(10.0, 19.0, 18.0)","(15.0, 48.0, 41.5)","(3.0, 3.75, 3.458823529411765)","(3.2, 4.4, 4.094444444444445)","(5.5, 99999, 99990)","(18.0, 100.0, 84.4)","(4.6, 12.0, 9.293333333333333)"
14-12-2022 13:07:46.772637,"(21.0, 170.0, 87.77777777777777)","(10.0, 19.0, 18.0)","(15.0, 48.0, 40.888888888888886)","(3.0, 3.75, 3.3375000000000004)","(3.2, 4.4, 3.976923076923077)","(5.5, 99999, 99990)","(18.0, 100.0, 84.4)","(4.6, 12.0, 8.309090909090909)"
14-12-2022 13:07:47.995672,"(21.0, 170.0, 64.28571428571428)","(10.0, 19.0, 18.0)","(15.0, 48.0, 43.42857142857143)","(3.0, 3.75, 3.485294117647059)","(3.2, 4.4, 3.976923076923077)","(5.5, 99999, 99990)","(18.0, 100.0, 84.4)","(4.6, 12.0, 10.48)"
14-12-2022 13:07:49.494745,"(21.0, 170.0, 64.28571428571428)","(10.0, 19.0, 18.0)","(15.0, 48.0, 43.733333333333334)","(3.0, 3.75, 3.485294117647059)","(3.2, 4.4, 3.976923076923077)","(5.5, 99999, 99990)","(18.0, 100.0, 84.4)","(4.6, 11.5, 10.48)"
14-12-2022 13:07:50.701303,"(21.0, 170.0, 64.28571428571428)","(10.0, 19.0, 18.0)","(15.0, 48.0, 43.733333333333334)","(3.0, 3.75, 3.485294117647059)","(3.2, 4.4, 3.976923076923077)","(5.5, 99999, 99990)","(18.0, 100.0, 84.4)","(4.6, 11.5, 10.48)"
14-12-2022 13:07:51.962395,"(21.0, 170.0, 64.28571428571428)","(10.0, 19.0, 18.0)","(15.0, 48.0, 43.42857142857143)","(3.0, 3.75, 3.3375000000000004)","(3.2, 4.4, 3.976923076923077)","(5.5, 99999, 99990)","(18.0, 100.0, 89.0)","(4.6, 11.5, 10.48)"
14-12-2022 13:07:53.286326,"(21.0, 170.0, 64.28571428571428)","(10.0, 19.0, 18.105263157894736)","(15.0, 48.0, 44.0)","(3.0, 3.75, 3.4285714285714284)","(3.2, 4.4, 4.094444444444445)","(5.5, 99999, 99990)","(18.0, 100.0, 89.0)","(4.6, 11.5, 10.48)"
14-12-2022 13:07:54.578229,"(21.0, 170.0, 64.28571428571428)","(10.0, 19.0, 18.105263157894736)","(15.0, 48.0, 44.0)","(3.0, 3.75, 3.485294117647059)","(3.2, 4.4, 4.094444444444445)","(5.5, 99999, 99990)","(18.0, 100.0, 89.0)","(4.6, 11.5, 10.48)"
14-12-2022 13:07:55.838471,"(21.0, 170.0, 64.28571428571428)","(10.0, 19.0, 18.105263157894736)","(15.0, 48.0, 40.125)","(3.0, 3.75, 3.485294117647059)","(3.2, 4.4, 4.094444444444445)","(5.5, 99999, 99990)","(18.0, 100.0, 89.0)","(4.6, 11.5, 10.48)"
