,Caveman,Paradiso Havana,Maniac Moo,Invictus Sharon,Fire Up Jazz,Lifes A Riot,Deeming Rate,Seriously Fly
09-01-2023 18:46:27.247281,"(31.0, 85.0, 84.34782608695652)","(16.0, 28.0, 23.405405405405407)","(31.0, 75.0, 71.3157894736842)","(1.95, 2.48, 2.439298245614035)","(9.0, 15.0, 14.38888888888889)","(2.2, 2.42, 2.3499999999999996)","(31.0, 85.0, 73.0)","(26.0, 60.0, 56.23529411764706)"
09-01-2023 18:46:28.509014,"(31.0, 85.0, 84.34782608695652)","(16.0, 28.0, 23.405405405405407)","(31.0, 75.0, 71.3157894736842)","(1.95, 2.48, 2.439298245614035)","(9.0, 15.0, 14.543478260869565)","(2.2, 2.42, 2.3499999999999996)","(31.0, 85.0, 73.0)","(26.0, 60.0, 56.23529411764706)"
09-01-2023 18:46:29.841744,"(31.0, 85.0, 84.34782608695652)","(16.0, 28.0, 23.405405405405407)","(31.0, 75.0, 71.3157894736842)","(1.95, 2.48, 2.4509090909090907)","(9.0, 15.0, 14.892857142857142)","(2.2, 2.42, 2.3866666666666667)","(31.0, 85.0, 78.33333333333333)","(26.0, 60.0, 56.23529411764706)"
09-01-2023 18:46:31.177225,"(31.0, 85.0, 84.25)","(16.0, 28.0, 23.256410256410255)","(31.0, 75.0, 71.5)","(1.95, 2.48, 2.4509090909090907)","(9.0, 15.0, 14.406976744186046)","(2.2, 2.42, 2.373125)","(31.0, 85.0, 73.0)","(26.0, 60.0, 53.714285714285715)"
09-01-2023 18:46:32.287782,"(31.0, 85.0, 84.21052631578948)","(16.0, 28.0, 23.256410256410255)","(31.0, 75.0, 71.5)","(1.95, 2.48, 2.4509090909090907)","(9.0, 15.0, 14.406976744186046)","(2.2, 2.42, 2.373125)","(31.0, 85.0, 73.0)","(26.0, 60.0, 53.714285714285715)"
09-01-2023 18:46:33.482430,"(31.0, 85.0, 84.21052631578948)","(16.0, 28.0, 23.256410256410255)","(31.0, 75.0, 71.5)","(1.95, 2.48, 2.453333333333333)","(9.0, 15.0, 14.5)","(2.2, 2.42, 2.373125)","(31.0, 85.0, 73.0)","(26.0, 60.0, 53.714285714285715)"
09-01-2023 18:46:34.633397,"(31.0, 85.0, 84.21052631578948)","(16.0, 28.0, 23.256410256410255)","(31.0, 75.0, 71.5)","(1.95, 2.48, 2.453333333333333)","(9.0, 15.0, 14.5)","(2.2, 2.42, 2.373125)","(31.0, 85.0, 73.0)","(26.0, 60.0, 53.714285714285715)"
09-01-2023 18:46:35.811675,"(31.0, 85.0, 84.11764705882354)","(16.0, 28.0, 23.256410256410255)","(31.0, 75.0, 70.9090909090909)","(1.95, 2.48, 2.448695652173913)","(9.0, 15.0, 14.5)","(2.2, 2.42, 2.392)","(31.0, 85.0, 79.44444444444444)","(26.0, 60.0, 53.714285714285715)"
09-01-2023 18:46:37.011451,"(31.0, 85.0, 84.11764705882354)","(16.0, 28.0, 23.256410256410255)","(31.0, 75.0, 70.9090909090909)","(1.95, 2.48, 2.448695652173913)","(9.0, 15.0, 14.5)","(2.2, 2.42, 2.392)","(31.0, 85.0, 73.0)","(26.0, 60.0, 53.714285714285715)"
09-01-2023 18:46:38.192385,"(31.0, 85.0, 84.21052631578948)","(16.0, 28.0, 23.256410256410255)","(31.0, 75.0, 71.25)","(1.95, 2.48, 2.453333333333333)","(9.0, 15.0, 14.5)","(2.2, 2.42, 2.3499999999999996)","(31.0, 85.0, 73.0)","(21.0, 60.0, 53.714285714285715)"
09-01-2023 18:46:39.367643,"(31.0, 85.0, 84.21052631578948)","(16.0, 28.0, 23.256410256410255)","(31.0, 75.0, 71.25)","(1.95, 2.48, 2.453333333333333)","(9.0, 15.0, 14.5)","(2.2, 2.38, 2.344444444444444)","(31.0, 85.0, 73.0)","(21.0, 60.0, 53.714285714285715)"
09-01-2023 18:46:40.617603,"(31.0, 85.0, 84.21052631578948)","(16.0, 28.0, 23.256410256410255)","(31.0, 75.0, 71.25)","(1.95, 2.48, 2.4604651162790696)","(9.0, 15.0, 14.5)","(2.2, 2.38, 2.344444444444444)","(31.0, 85.0, 73.0)","(21.0, 60.0, 53.714285714285715)"
09-01-2023 18:46:41.735856,"(31.0, 85.0, 84.21052631578948)","(16.0, 28.0, 23.256410256410255)","(31.0, 75.0, 71.25)","(1.95, 2.48, 2.4604651162790696)","(9.0, 15.0, 14.5)","(2.2, 2.38, 2.344444444444444)","(31.0, 85.0, 73.75)","(21.0, 60.0, 53.714285714285715)"
09-01-2023 18:46:42.889719,"(31.0, 85.0, 84.21052631578948)","(16.0, 28.0, 23.256410256410255)","(31.0, 75.0, 71.25)","(1.95, 2.48, 2.44)","(9.0, 15.0, 14.5)","(2.2, 2.38, 2.344444444444444)","(31.0, 85.0, 79.44444444444444)","(21.0, 60.0, 53.714285714285715)"
09-01-2023 18:46:44.055185,"(31.0, 85.0, 84.11764705882354)","(16.0, 28.0, 23.256410256410255)","(31.0, 75.0, 70.9090909090909)","(1.95, 2.48, 2.44)","(9.0, 15.0, 14.5)","(2.2, 2.38, 2.344444444444444)","(31.0, 85.0, 79.44444444444444)","(21.0, 60.0, 53.714285714285715)"
09-01-2023 18:46:45.226400,"(31.0, 85.0, 84.11764705882354)","(16.0, 28.0, 23.256410256410255)","(31.0, 75.0, 70.9090909090909)","(1.95, 2.48, 2.44)","(9.0, 15.0, 14.277777777777779)","(2.2, 2.38, 2.344444444444444)","(31.0, 85.0, 79.44444444444444)","(21.0, 60.0, 53.714285714285715)"
09-01-2023 18:46:46.569793,"(31.0, 85.0, 84.375)","(16.0, 28.0, 23.609756097560975)","(31.0, 75.0, 71.25)","(1.95, 2.48, 2.44)","(9.0, 15.0, 14.277777777777779)","(2.2, 2.38, 2.344444444444444)","(31.0, 85.0, 73.0)","(21.0, 60.0, 53.714285714285715)"
09-01-2023 18:46:48.175156,"(31.0, 85.0, 84.375)","(16.0, 28.0, 23.263157894736842)","(31.0, 75.0, 71.25)","(1.95, 2.48, 2.46)","(9.0, 15.0, 14.518518518518519)","(2.2, 2.38, 2.333333333333333)","(31.0, 85.0, 73.0)","(21.0, 60.0, 52.666666666666664)"
09-01-2023 18:46:49.612708,"(31.0, 85.0, 84.375)","(16.0, 28.0, 23.263157894736842)","(31.0, 75.0, 71.25)","(1.95, 2.5, 2.4523076923076923)","(9.0, 15.0, 14.636363636363637)","(2.2, 2.38, 2.3036363636363633)","(31.0, 85.0, 73.0)","(21.0, 60.0, 52.666666666666664)"
09-01-2023 18:46:50.821354,"(31.0, 85.0, 84.21052631578948)","(16.0, 28.0, 23.256410256410255)","(31.0, 75.0, 70.9090909090909)","(1.95, 2.52, 2.4608695652173913)","(9.0, 15.0, 14.75)","(2.2, 2.38, 2.3136363636363635)","(31.0, 85.0, 79.44444444444444)","(21.0, 60.0, 52.666666666666664)"
09-01-2023 18:46:52.249551,"(31.0, 85.0, 84.11764705882354)","(16.0, 28.0, 23.263157894736842)","(31.0, 75.0, 70.9090909090909)","(1.95, 2.52, 2.478787878787879)","(9.0, 15.0, 14.75)","(2.2, 2.36, 2.3166666666666664)","(31.0, 85.0, 79.44444444444444)","(21.0, 60.0, 50.375)"
09-01-2023 18:46:53.598503,"(31.0, 85.0, 84.11764705882354)","(16.0, 28.0, 23.609756097560975)","(31.0, 75.0, 70.9090909090909)","(1.95, 2.52, 2.478787878787879)","(9.0, 15.0, 14.75)","(2.2, 2.36, 2.3166666666666664)","(31.0, 85.0, 79.44444444444444)","(21.0, 60.0, 50.375)"
09-01-2023 18:46:54.957291,"(31.0, 85.0, 84.11764705882354)","(16.0, 28.0, 23.609756097560975)","(31.0, 75.0, 56.05263157894737)","(1.95, 2.52, 2.515)","(9.0, 15.0, 14.709677419354838)","(2.2, 2.36, 2.3052631578947365)","(31.0, 85.0, 73.0)","(21.0, 60.0, 50.375)"
09-01-2023 18:46:56.261106,"(31.0, 85.0, 84.21052631578948)","(16.0, 28.0, 24.08695652173913)","(31.0, 75.0, 56.05263157894737)","(1.95, 2.54, 2.4624)","(9.0, 15.0, 14.709677419354838)","(2.2, 2.36, 2.284444444444444)","(31.0, 85.0, 73.0)","(21.0, 60.0, 52.666666666666664)"
09-01-2023 18:46:57.524030,"(31.0, 85.0, 84.21052631578948)","(16.0, 28.0, 24.869565217391305)","(31.0, 75.0, 59.34782608695652)","(1.95, 2.52, 2.4624)","(9.0, 15.0, 14.709677419354838)","(2.2, 2.36, 2.284444444444444)","(31.0, 85.0, 73.75)","(21.0, 60.0, 52.666666666666664)"
09-01-2023 18:46:58.810179,"(31.0, 85.0, 84.21052631578948)","(16.0, 28.0, 24.869565217391305)","(31.0, 75.0, 59.34782608695652)","(1.95, 2.52, 2.4624)","(9.0, 15.0, 14.709677419354838)","(2.2, 2.36, 2.2857142857142856)","(31.0, 85.0, 73.0)","(21.0, 60.0, 50.375)"
09-01-2023 18:47:00.058273,"(31.0, 85.0, 84.21052631578948)","(16.0, 28.0, 24.869565217391305)","(31.0, 75.0, 58.63636363636363)","(1.95, 2.52, 2.500952380952381)","(9.0, 15.0, 14.709677419354838)","(2.2, 2.36, 2.2857142857142856)","(31.0, 85.0, 79.44444444444444)","(21.0, 60.0, 50.375)"
09-01-2023 18:47:01.277057,"(31.0, 85.0, 84.11764705882354)","(16.0, 28.0, 24.869565217391305)","(31.0, 75.0, 58.2)","(1.95, 2.52, 2.5152941176470587)","(9.0, 15.0, 14.666666666666666)","(2.2, 2.36, 2.2828571428571425)","(31.0, 85.0, 77.85714285714286)","(21.0, 60.0, 52.666666666666664)"
09-01-2023 18:47:02.504109,"(31.0, 85.0, 84.11764705882354)","(16.0, 28.0, 24.869565217391305)","(31.0, 75.0, 58.2)","(1.95, 2.52, 2.5152941176470587)","(9.0, 15.0, 14.607142857142858)","(2.2, 2.36, 2.2828571428571425)","(31.0, 85.0, 73.0)","(21.0, 60.0, 50.375)"
09-01-2023 18:47:03.632219,"(31.0, 85.0, 84.21052631578948)","(16.0, 28.0, 24.869565217391305)","(31.0, 75.0, 58.2)","(1.95, 2.52, 2.5152941176470587)","(9.0, 15.0, 14.607142857142858)","(2.2, 2.36, 2.2828571428571425)","(31.0, 85.0, 73.0)","(21.0, 60.0, 50.375)"
09-01-2023 18:47:04.806665,"(31.0, 85.0, 84.21052631578948)","(16.0, 28.0, 24.869565217391305)","(31.0, 75.0, 58.84615384615385)","(1.95, 2.52, 2.5052173913043476)","(9.0, 15.0, 14.923076923076923)","(2.2, 2.36, 2.2828571428571425)","(31.0, 85.0, 73.0)","(21.0, 60.0, 52.666666666666664)"
09-01-2023 18:47:06.034249,"(31.0, 85.0, 84.21052631578948)","(16.0, 28.0, 24.651162790697676)","(31.0, 75.0, 62.142857142857146)","(1.95, 2.54, 2.4699999999999998)","(9.0, 15.0, 14.941176470588236)","(2.2, 2.36, 2.2828571428571425)","(31.0, 85.0, 73.0)","(21.0, 60.0, 50.375)"
09-01-2023 18:47:07.230020,"(31.0, 85.0, 84.21052631578948)","(16.0, 28.0, 24.8)","(31.0, 75.0, 62.142857142857146)","(1.95, 2.5, 2.4272727272727272)","(9.0, 15.0, 14.941176470588236)","(2.2, 2.36, 2.3647619047619046)","(31.0, 85.0, 73.0)","(21.0, 60.0, 50.375)"
09-01-2023 18:47:08.491948,"(41.0, 85.0, 84.21052631578948)","(17.0, 28.0, 24.869565217391305)","(31.0, 75.0, 51.31578947368421)","(1.95, 2.5, 2.441818181818182)","(10.0, 15.0, 14.923076923076923)","(2.05, 2.38, 2.3224)","(31.0, 85.0, 79.11764705882354)","(26.0, 60.0, 52.666666666666664)"
09-01-2023 18:47:09.722951,"(41.0, 85.0, 84.11764705882354)","(17.0, 28.0, 24.869565217391305)","(31.0, 75.0, 51.31578947368421)","(1.95, 2.5, 2.468)","(10.0, 15.0, 14.923076923076923)","(2.05, 2.38, 2.3224)","(31.0, 85.0, 79.11764705882354)","(26.0, 60.0, 50.375)"
09-01-2023 18:47:10.975464,"(41.0, 85.0, 84.11764705882354)","(17.0, 28.0, 24.869565217391305)","(31.0, 75.0, 52.5)","(1.95, 2.5, 2.44)","(10.0, 15.0, 14.941176470588236)","(2.05, 2.38, 2.3224)","(31.0, 85.0, 73.0)","(26.0, 60.0, 50.375)"
09-01-2023 18:47:12.238596,"(41.0, 85.0, 84.21052631578948)","(17.0, 28.0, 24.869565217391305)","(31.0, 75.0, 57.69230769230769)","(1.95, 2.5, 2.4275862068965517)","(10.0, 15.0, 14.923076923076923)","(2.05, 2.38, 2.333939393939394)","(31.0, 85.0, 73.0)","(26.0, 60.0, 50.375)"
09-01-2023 18:47:13.529824,"(41.0, 85.0, 84.21052631578948)","(17.0, 28.0, 24.869565217391305)","(31.0, 75.0, 62.5)","(1.95, 2.5, 2.4275862068965517)","(10.0, 15.0, 14.923076923076923)","(2.05, 2.38, 2.333939393939394)","(31.0, 85.0, 73.0)","(26.0, 60.0, 50.375)"
09-01-2023 18:47:14.733506,"(41.0, 85.0, 84.21052631578948)","(17.0, 28.0, 24.869565217391305)","(31.0, 75.0, 60.294117647058826)","(1.95, 2.5, 2.4307692307692306)","(10.0, 15.0, 14.923076923076923)","(2.05, 2.38, 2.333939393939394)","(31.0, 85.0, 73.75)","(26.0, 60.0, 52.666666666666664)"
09-01-2023 18:47:15.941607,"(41.0, 85.0, 84.21052631578948)","(17.0, 28.0, 24.869565217391305)","(31.0, 75.0, 58.333333333333336)","(1.95, 2.5, 2.41)","(10.0, 15.0, 14.75)","(2.05, 2.38, 2.333939393939394)","(31.0, 85.0, 73.75)","(26.0, 60.0, 50.375)"
09-01-2023 18:47:17.116542,"(41.0, 85.0, 84.21052631578948)","(17.0, 28.0, 24.869565217391305)","(31.0, 75.0, 58.333333333333336)","(1.95, 2.5, 2.41)","(10.0, 15.0, 15.4)","(2.05, 2.38, 2.337333333333333)","(31.0, 85.0, 79.0)","(26.0, 60.0, 50.375)"
09-01-2023 18:47:18.299453,"(41.0, 85.0, 84.11764705882354)","(17.0, 28.0, 24.869565217391305)","(31.0, 75.0, 58.333333333333336)","(1.95, 2.5, 2.398181818181818)","(10.0, 15.5, 15.4)","(2.05, 2.38, 2.337333333333333)","(31.0, 85.0, 79.0)","(26.0, 60.0, 52.666666666666664)"
09-01-2023 18:47:19.485814,"(41.0, 85.0, 84.11764705882354)","(17.0, 28.0, 24.869565217391305)","(31.0, 75.0, 58.333333333333336)","(1.95, 2.48, 2.4085714285714284)","(10.0, 15.5, 15.4)","(2.05, 2.38, 2.337333333333333)","(31.0, 85.0, 78.75)","(26.0, 60.0, 52.666666666666664)"
09-01-2023 18:47:20.704386,"(41.0, 85.0, 84.21052631578948)","(17.0, 28.0, 24.869565217391305)","(31.0, 75.0, 58.333333333333336)","(1.95, 2.48, 2.4014285714285712)","(10.0, 15.5, 15.4)","(2.05, 2.38, 2.337333333333333)","(31.0, 85.0, 79.11764705882354)","(26.0, 60.0, 50.375)"
09-01-2023 18:47:21.929892,"(41.0, 85.0, 84.21052631578948)","(17.0, 28.0, 24.869565217391305)","(31.0, 75.0, 58.333333333333336)","(1.95, 2.48, 2.3975)","(10.0, 15.5, 15.4)","(2.05, 2.38, 2.34)","(31.0, 85.0, 79.11764705882354)","(26.0, 60.0, 52.666666666666664)"
09-01-2023 18:47:23.215236,"(41.0, 85.0, 84.21052631578948)","(17.0, 28.0, 24.869565217391305)","(31.0, 75.0, 60.26315789473684)","(1.95, 2.48, 2.4014285714285712)","(10.0, 15.5, 15.4)","(2.05, 2.38, 2.355384615384615)","(31.0, 85.0, 79.11764705882354)","(26.0, 60.0, 50.375)"
09-01-2023 18:47:24.497418,"(41.0, 85.0, 84.21052631578948)","(17.0, 28.0, 24.869565217391305)","(31.0, 75.0, 60.26315789473684)","(1.95, 2.48, 2.4014285714285712)","(10.0, 15.5, 15.4)","(2.05, 2.38, 2.3457142857142856)","(31.0, 85.0, 79.11764705882354)","(26.0, 60.0, 52.666666666666664)"
09-01-2023 18:47:25.788588,"(41.0, 85.0, 84.21052631578948)","(17.0, 28.0, 24.869565217391305)","(31.0, 75.0, 64.47368421052632)","(1.95, 2.48, 2.4014285714285712)","(10.0, 15.5, 15.4)","(2.05, 2.38, 2.3457142857142856)","(31.0, 85.0, 79.11764705882354)","(26.0, 60.0, 51.75)"
09-01-2023 18:47:27.090278,"(41.0, 85.0, 84.11764705882354)","(17.0, 28.0, 25.818181818181817)","(31.0, 75.0, 64.47368421052632)","(1.95, 2.48, 2.4014285714285712)","(10.0, 15.5, 15.4)","(2.1, 2.38, 2.3457142857142856)","(41.0, 85.0, 79.11764705882354)","(26.0, 60.0, 53.714285714285715)"
09-01-2023 18:47:28.434502,"(41.0, 85.0, 84.11764705882354)","(17.0, 28.0, 25.818181818181817)","(31.0, 75.0, 64.47368421052632)","(1.95, 2.48, 2.4014285714285712)","(10.0, 15.5, 15.4)","(2.1, 2.38, 2.3457142857142856)","(41.0, 85.0, 74.0)","(26.0, 60.0, 55.05882352941177)"
09-01-2023 18:47:29.735024,"(41.0, 85.0, 84.21052631578948)","(17.0, 28.0, 25.818181818181817)","(31.0, 75.0, 66.25)","(1.95, 2.48, 2.3971428571428572)","(10.0, 15.5, 15.4)","(2.1, 2.38, 2.3457142857142856)","(41.0, 90.0, 74.0)","(26.0, 60.0, 53.0)"
09-01-2023 18:47:30.978650,"(41.0, 85.0, 84.21052631578948)","(17.0, 28.0, 25.818181818181817)","(31.0, 75.0, 66.25)","(1.95, 2.46, 2.3971428571428572)","(10.0, 15.5, 15.4)","(2.1, 2.38, 2.3457142857142856)","(41.0, 90.0, 74.0)","(26.0, 60.0, 53.0)"
09-01-2023 18:47:32.204384,"(41.0, 85.0, 84.21052631578948)","(17.0, 28.0, 25.9)","(31.0, 75.0, 66.25)","(1.95, 2.46, 2.3971428571428572)","(10.0, 15.5, 15.4)","(2.1, 2.38, 2.3405714285714283)","(41.0, 90.0, 74.0)","(26.0, 60.0, 55.05882352941177)"
09-01-2023 18:47:33.400334,"(41.0, 85.0, 84.21052631578948)","(17.0, 28.0, 25.9)","(31.0, 75.0, 66.25)","(1.95, 2.46, 2.3971428571428572)","(10.0, 15.5, 15.166666666666666)","(2.1, 2.38, 2.3405714285714283)","(41.0, 90.0, 74.0)","(26.0, 60.0, 53.0)"
09-01-2023 18:47:34.678907,"(41.0, 85.0, 84.21052631578948)","(17.0, 28.0, 25.9)","(31.0, 75.0, 66.25)","(1.95, 2.46, 2.3971428571428572)","(10.0, 15.5, 15.3)","(2.1, 2.38, 2.335483870967742)","(41.0, 90.0, 81.42857142857143)","(26.0, 60.0, 53.0)"
09-01-2023 18:47:35.913216,"(41.0, 85.0, 84.11764705882354)","(17.0, 28.0, 25.9)","(31.0, 75.0, 66.25)","(1.95, 2.46, 2.3971428571428572)","(10.0, 15.5, 15.3)","(2.1, 2.38, 2.3379310344827586)","(41.0, 90.0, 81.42857142857143)","(26.0, 60.0, 55.05882352941177)"
09-01-2023 18:47:37.186064,"(41.0, 85.0, 84.11764705882354)","(17.0, 28.0, 25.9)","(31.0, 75.0, 66.25)","(1.95, 2.46, 2.3971428571428572)","(10.0, 15.5, 15.3)","(2.1, 2.36, 2.3379310344827586)","(41.0, 90.0, 74.0)","(26.0, 60.0, 55.333333333333336)"
09-01-2023 18:47:38.439710,"(41.0, 85.0, 84.21052631578948)","(17.0, 28.0, 25.9)","(31.0, 75.0, 66.25)","(1.95, 2.46, 2.3971428571428572)","(10.0, 15.5, 15.3)","(2.1, 2.36, 2.3379310344827586)","(41.0, 90.0, 74.0)","(26.0, 60.0, 56.5)"
09-01-2023 18:47:39.705187,"(41.0, 85.0, 83.47826086956522)","(17.0, 28.0, 26.09090909090909)","(31.0, 75.0, 66.25)","(1.95, 2.46, 2.404444444444444)","(10.0, 15.5, 15.3)","(2.1, 2.36, 2.338461538461538)","(41.0, 90.0, 74.0)","(26.0, 60.0, 56.5)"
09-01-2023 18:47:40.973632,"(41.0, 130.0, 114.78260869565217)","(17.0, 28.0, 26.09090909090909)","(31.0, 75.0, 64.0)","(1.95, 2.42, 2.3836363636363633)","(10.0, 15.5, 15.3)","(2.1, 2.36, 2.3666666666666667)","(41.0, 90.0, 76.66666666666667)","(26.0, 60.0, 56.5)"
09-01-2023 18:47:42.257145,"(41.0, 120.0, 103.7037037037037)","(17.0, 28.0, 26.634146341463413)","(31.0, 75.0, 64.0)","(1.95, 2.4, 2.368)","(10.0, 15.5, 15.1)","(2.1, 2.38, 2.4157575757575755)","(41.0, 90.0, 85.0)","(26.0, 60.0, 56.5)"
09-01-2023 18:47:43.477238,"(41.0, 120.0, 104.6)","(17.0, 28.0, 26.09090909090909)","(31.0, 75.0, 64.0)","(1.95, 2.38, 2.3499999999999996)","(10.0, 15.5, 15.1)","(2.1, 2.44, 2.44875)","(41.0, 90.0, 81.42857142857143)","(26.0, 60.0, 56.5)"
09-01-2023 18:47:44.667994,"(41.0, 120.0, 104.6)","(17.0, 28.0, 26.09090909090909)","(31.0, 75.0, 64.0)","(1.95, 2.36, 2.3057142857142856)","(10.0, 15.5, 14.95)","(2.1, 2.46, 2.4676923076923076)","(41.0, 90.0, 81.42857142857143)","(26.0, 60.0, 56.5)"
09-01-2023 18:47:45.911631,"(41.0, 120.0, 102.5)","(17.0, 28.0, 26.285714285714285)","(31.0, 75.0, 66.2)","(1.95, 2.34, 2.293333333333333)","(10.0, 15.5, 14.6875)","(2.1, 2.48, 2.4872727272727273)","(41.0, 90.0, 86.0)","(26.0, 60.0, 57.2)"
09-01-2023 18:47:47.112025,"(41.0, 120.0, 102.5)","(17.0, 28.0, 26.285714285714285)","(31.0, 75.0, 66.2)","(1.95, 2.32, 2.2666666666666666)","(10.0, 15.0, 14.6875)","(2.1, 2.5, 2.5314285714285716)","(41.0, 90.0, 76.66666666666667)","(26.0, 60.0, 57.2)"
09-01-2023 18:47:48.452022,"(41.0, 120.0, 102.5)","(17.0, 28.0, 26.285714285714285)","(31.0, 75.0, 66.2)","(1.95, 2.28, 2.26)","(10.0, 15.0, 14.375)","(2.1, 2.54, 2.5636363636363635)","(41.0, 90.0, 74.0)","(26.0, 60.0, 57.2)"
09-01-2023 18:47:49.805097,"(41.0, 120.0, 102.5)","(17.0, 28.0, 26.285714285714285)","(31.0, 75.0, 66.76470588235294)","(1.95, 2.28, 2.25)","(10.0, 15.0, 14.375)","(2.1, 2.58, 2.5478260869565217)","(41.0, 90.0, 74.0)","(26.0, 60.0, 57.2)"
09-01-2023 18:47:51.147482,"(41.0, 120.0, 103.26086956521739)","(17.0, 28.0, 26.18867924528302)","(31.0, 75.0, 66.76470588235294)","(1.95, 2.28, 2.25)","(10.0, 15.0, 14.375)","(2.1, 2.56, 2.5478260869565217)","(41.0, 90.0, 83.6842105263158)","(26.0, 60.0, 57.2)"
09-01-2023 18:47:53.042158,"(41.0, 120.0, 106.42857142857143)","(17.0, 28.0, 26.285714285714285)","(31.0, 75.0, 66.76470588235294)","(1.95, 2.28, 2.25)","(10.0, 15.0, 14.375)","(2.1, 2.56, 2.5540425531914894)","(41.0, 90.0, 83.6842105263158)","(26.0, 60.0, 57.2)"
09-01-2023 18:47:54.533067,"(41.0, 110.0, 101.76470588235294)","(17.0, 28.0, 26.285714285714285)","(31.0, 75.0, 66.76470588235294)","(1.95, 2.28, 2.25)","(10.0, 15.0, 13.428571428571429)","(2.1, 2.56, 2.5784000000000002)","(41.0, 90.0, 74.0)","(26.0, 60.0, 57.2)"
09-01-2023 18:47:55.988700,"(41.0, 110.0, 101.76470588235294)","(17.0, 28.0, 26.18867924528302)","(31.0, 75.0, 66.76470588235294)","(1.95, 2.28, 2.25)","(10.0, 14.0, 12.615384615384615)","(2.1, 2.6, 2.59)","(41.0, 90.0, 74.0)","(26.0, 60.0, 57.2)"
09-01-2023 18:47:57.305053,"(41.0, 110.0, 101.76470588235294)","(17.0, 28.0, 26.18867924528302)","(31.0, 75.0, 66.76470588235294)","(1.95, 2.28, 2.25)","(10.0, 13.0, 12.615384615384615)","(2.1, 2.6, 2.59)","(41.0, 90.0, 74.0)","(26.0, 60.0, 57.2)"
09-01-2023 18:47:58.561333,"(41.0, 110.0, 101.76470588235294)","(17.0, 28.0, 26.21276595744681)","(31.0, 75.0, 63.333333333333336)","(1.95, 2.28, 2.2511111111111113)","(10.0, 13.0, 12.444444444444445)","(2.1, 2.6, 2.59)","(41.0, 90.0, 74.0)","(26.0, 60.0, 57.2)"
09-01-2023 18:47:59.804595,"(41.0, 110.0, 101.76470588235294)","(17.0, 28.0, 26.21276595744681)","(31.0, 75.0, 63.333333333333336)","(1.95, 2.28, 2.2511111111111113)","(10.0, 13.0, 12.423076923076923)","(2.1, 2.6, 2.6228571428571428)","(41.0, 90.0, 83.6842105263158)","(26.0, 60.0, 57.2)"
09-01-2023 18:48:01.017880,"(41.0, 110.0, 101.76470588235294)","(17.0, 28.0, 26.11764705882353)","(31.0, 70.0, 53.84615384615385)","(1.95, 2.28, 2.2511111111111113)","(10.0, 13.0, 12.423076923076923)","(2.1, 2.64, 2.618823529411765)","(41.0, 90.0, 86.47058823529412)","(26.0, 60.0, 57.2)"
09-01-2023 18:48:02.299955,"(41.0, 110.0, 101.76470588235294)","(17.0, 28.0, 26.11764705882353)","(31.0, 75.0, 53.84615384615385)","(1.95, 2.28, 2.26)","(10.0, 13.0, 12.458333333333334)","(2.1, 2.64, 2.618823529411765)","(41.0, 90.0, 76.66666666666667)","(26.0, 60.0, 57.2)"
09-01-2023 18:48:03.516545,"(41.0, 110.0, 101.76470588235294)","(17.0, 28.0, 26.11764705882353)","(31.0, 75.0, 67.5)","(1.95, 2.28, 2.2568)","(10.0, 13.0, 12.458333333333334)","(2.1, 2.64, 2.62)","(41.0, 90.0, 76.66666666666667)","(26.0, 60.0, 57.2)"
09-01-2023 18:48:04.864100,"(41.0, 110.0, 101.76470588235294)","(17.0, 28.0, 26.11764705882353)","(31.0, 70.0, 57.77777777777778)","(1.95, 2.3, 2.2131428571428575)","(10.0, 13.0, 12.727272727272727)","(2.1, 2.64, 2.630188679245283)","(41.0, 90.0, 76.66666666666667)","(26.0, 60.0, 57.2)"
09-01-2023 18:48:06.221137,"(41.0, 110.0, 101.76470588235294)","(17.0, 28.0, 26.564102564102566)","(31.0, 75.0, 56.81818181818182)","(1.95, 2.22, 2.184615384615385)","(10.0, 13.0, 12.69047619047619)","(2.1, 2.64, 2.676842105263158)","(41.0, 90.0, 75.0)","(26.0, 60.0, 57.2)"
09-01-2023 18:48:07.404891,"(41.0, 110.0, 101.76470588235294)","(17.0, 28.0, 26.564102564102566)","(31.0, 75.0, 62.5)","(1.95, 2.2, 2.1993103448275866)","(10.0, 13.5, 12.48)","(2.1, 2.68, 2.676842105263158)","(41.0, 90.0, 85.0)","(26.0, 60.0, 57.2)"
09-01-2023 18:48:08.569167,"(41.0, 110.0, 101.76470588235294)","(17.0, 28.0, 26.564102564102566)","(31.0, 75.0, 56.81818181818182)","(1.95, 2.22, 2.196)","(10.0, 13.5, 12.48)","(2.1, 2.68, 2.6783333333333337)","(41.0, 90.0, 85.0)","(26.0, 60.0, 57.083333333333336)"
09-01-2023 18:48:09.747671,"(41.0, 110.0, 101.76470588235294)","(17.0, 28.0, 26.564102564102566)","(31.0, 75.0, 56.81818181818182)","(1.95, 2.22, 2.196)","(10.0, 13.5, 12.48)","(2.1, 2.68, 2.7171929824561407)","(41.0, 90.0, 85.0)","(26.0, 60.0, 57.083333333333336)"
09-01-2023 18:48:11.197869,"(41.0, 110.0, 101.76470588235294)","(17.0, 28.0, 26.564102564102566)","(31.0, 75.0, 56.81818181818182)","(1.95, 2.22, 2.193793103448276)","(10.0, 13.5, 12.48)","(2.1, 2.72, 2.7196551724137934)","(41.0, 90.0, 75.0)","(26.0, 60.0, 57.083333333333336)"
