,Lady Adele,Middle Child,Miss Illuminate,Pants On Fire,Sockastar,Bella Tesoro,Cannoli,Harper Rae,Hear Me Out,Lady Shalaa,Thida,Two Gets You Five
10-01-2023 13:22:16.754497,"(91.0, 210.0, 194.44444444444446)","(14.0, 19.5, 19.1)","(7.5, 8.0, 7.970731707317073)","(31.0, 46.0, 42.57142857142857)","(26.0, 65.0, 61.4)","(101.0, 300.0, 260.0)","(2.8, 3.2, 3.1630208333333334)","(4.4, 5.8, 5.6386206896551725)","(16.0, 30.0, 29.166666666666668)","(12.0, 14.5, 14.271428571428572)","(5.0, 6.0, 5.904545454545455)","(91.0, 190.0, 182.5)"
10-01-2023 13:22:18.220350,"(91.0, 210.0, 194.44444444444446)","(14.0, 19.5, 19.1)","(7.5, 8.0, 7.970731707317073)","(31.0, 46.0, 42.57142857142857)","(26.0, 65.0, 61.4)","(101.0, 300.0, 260.0)","(2.8, 3.2, 3.1630208333333334)","(4.4, 5.8, 5.6386206896551725)","(16.0, 30.0, 29.166666666666668)","(12.0, 14.5, 14.271428571428572)","(5.0, 6.0, 5.904545454545455)","(91.0, 190.0, 182.5)"
10-01-2023 13:22:19.684636,"(91.0, 210.0, 194.44444444444446)","(14.0, 19.5, 19.1)","(7.5, 8.0, 7.970731707317073)","(31.0, 46.0, 42.57142857142857)","(26.0, 65.0, 60.45454545454545)","(101.0, 300.0, 260.0)","(2.8, 3.2, 3.1533898305084747)","(4.4, 5.8, 5.662222222222222)","(16.0, 30.0, 29.166666666666668)","(12.0, 14.5, 14.271428571428572)","(5.0, 6.0, 5.904545454545455)","(91.0, 190.0, 182.5)"
10-01-2023 13:22:21.191505,"(91.0, 210.0, 193.52941176470588)","(14.0, 19.5, 19.1)","(7.5, 8.0, 7.970731707317073)","(31.0, 46.0, 42.57142857142857)","(26.0, 65.0, 61.15384615384615)","(101.0, 300.0, 260.0)","(2.8, 3.25, 3.1533898305084747)","(4.4, 5.7, 5.6386206896551725)","(16.0, 30.0, 27.142857142857142)","(12.0, 14.5, 14.271428571428572)","(5.0, 6.0, 5.86)","(91.0, 190.0, 182.5)"
10-01-2023 13:22:22.608659,"(91.0, 210.0, 193.52941176470588)","(14.0, 19.5, 19.1)","(7.5, 8.0, 7.9450980392156865)","(31.0, 46.0, 42.57142857142857)","(26.0, 65.0, 61.15384615384615)","(101.0, 300.0, 260.0)","(2.8, 3.25, 3.1533898305084747)","(4.4, 5.8, 5.6386206896551725)","(16.0, 30.0, 27.142857142857142)","(12.0, 14.5, 14.271428571428572)","(5.0, 5.9, 5.86)","(91.0, 190.0, 182.5)"
10-01-2023 13:22:24.082993,"(91.0, 210.0, 193.52941176470588)","(14.0, 19.5, 19.1)","(7.5, 8.0, 7.9450980392156865)","(31.0, 46.0, 42.57142857142857)","(26.0, 65.0, 60.45454545454545)","(101.0, 300.0, 260.0)","(2.8, 3.25, 3.1533898305084747)","(4.4, 5.8, 5.6386206896551725)","(16.0, 30.0, 27.142857142857142)","(12.0, 14.5, 14.271428571428572)","(5.0, 5.9, 5.858064516129033)","(91.0, 190.0, 182.5)"
10-01-2023 13:22:25.545050,"(91.0, 210.0, 194.44444444444446)","(14.0, 19.5, 19.1)","(7.5, 8.0, 7.9450980392156865)","(31.0, 46.0, 42.57142857142857)","(26.0, 65.0, 60.45454545454545)","(101.0, 300.0, 260.0)","(2.8, 3.25, 3.1533898305084747)","(4.4, 5.8, 5.6386206896551725)","(16.0, 30.0, 27.894736842105264)","(12.0, 14.5, 14.271428571428572)","(5.0, 6.0, 5.858064516129033)","(91.0, 190.0, 182.5)"
10-01-2023 13:22:26.962212,"(91.0, 210.0, 194.44444444444446)","(14.0, 19.5, 19.1)","(7.5, 8.0, 7.866666666666666)","(31.0, 46.0, 42.57142857142857)","(26.0, 65.0, 60.45454545454545)","(101.0, 300.0, 260.0)","(2.8, 3.25, 3.1533898305084747)","(4.4, 5.8, 5.6386206896551725)","(16.0, 30.0, 27.894736842105264)","(12.0, 14.5, 14.271428571428572)","(5.0, 6.0, 5.858064516129033)","(91.0, 190.0, 182.5)"
10-01-2023 13:22:28.421057,"(91.0, 210.0, 194.44444444444446)","(14.0, 19.5, 19.1)","(7.5, 8.0, 7.8612244897959185)","(31.0, 46.0, 42.57142857142857)","(26.0, 65.0, 56.578947368421055)","(101.0, 300.0, 260.0)","(2.8, 3.25, 3.1533898305084747)","(4.4, 5.8, 5.6386206896551725)","(16.0, 30.0, 27.894736842105264)","(12.0, 14.5, 14.271428571428572)","(5.0, 6.0, 5.858064516129033)","(91.0, 190.0, 182.5)"
10-01-2023 13:22:29.815915,"(91.0, 210.0, 194.44444444444446)","(14.0, 19.5, 19.1)","(7.5, 8.0, 7.8612244897959185)","(31.0, 46.0, 42.57142857142857)","(26.0, 65.0, 56.666666666666664)","(101.0, 300.0, 285.0)","(2.8, 3.25, 3.1533898305084747)","(4.4, 5.8, 5.6386206896551725)","(16.0, 30.0, 27.894736842105264)","(12.0, 14.5, 14.271428571428572)","(5.0, 6.0, 5.858064516129033)","(91.0, 190.0, 165.0)"
10-01-2023 13:22:31.250985,"(91.0, 210.0, 194.44444444444446)","(14.0, 19.5, 19.1)","(7.5, 8.0, 7.8612244897959185)","(31.0, 46.0, 42.57142857142857)","(26.0, 65.0, 56.666666666666664)","(101.0, 330.0, 300.0)","(2.8, 3.25, 3.1533898305084747)","(4.4, 5.8, 5.6386206896551725)","(16.0, 30.0, 28.095238095238095)","(12.0, 14.5, 14.271428571428572)","(5.0, 6.0, 5.858064516129033)","(91.0, 200.0, 165.0)"
10-01-2023 13:22:32.672752,"(91.0, 210.0, 194.44444444444446)","(14.0, 19.5, 19.1)","(7.5, 8.0, 7.8612244897959185)","(31.0, 46.0, 42.57142857142857)","(26.0, 65.0, 56.666666666666664)","(101.0, 330.0, 300.0)","(2.8, 3.25, 3.1533898305084747)","(4.4, 5.8, 5.6386206896551725)","(16.0, 30.0, 28.095238095238095)","(12.0, 14.5, 14.271428571428572)","(5.0, 6.0, 5.848275862068966)","(91.0, 200.0, 165.0)"
10-01-2023 13:22:34.173609,"(91.0, 210.0, 194.44444444444446)","(14.0, 19.5, 19.1)","(7.5, 8.0, 7.8612244897959185)","(31.0, 46.0, 42.57142857142857)","(26.0, 65.0, 56.666666666666664)","(101.0, 330.0, 300.0)","(2.8, 3.25, 3.1533898305084747)","(4.4, 5.8, 5.6386206896551725)","(16.0, 30.0, 28.095238095238095)","(12.0, 14.5, 14.271428571428572)","(5.0, 6.0, 5.848275862068966)","(91.0, 200.0, 163.47826086956522)"
10-01-2023 13:22:35.593110,"(91.0, 210.0, 194.44444444444446)","(14.0, 19.5, 19.1)","(7.5, 8.0, 7.8612244897959185)","(31.0, 46.0, 42.57142857142857)","(26.0, 65.0, 56.666666666666664)","(101.0, 330.0, 280.0)","(2.8, 3.25, 3.1533898305084747)","(4.4, 5.8, 5.6386206896551725)","(16.0, 30.0, 28.095238095238095)","(12.0, 14.5, 14.271428571428572)","(5.0, 6.0, 5.848275862068966)","(91.0, 200.0, 163.47826086956522)"
10-01-2023 13:22:36.974537,"(91.0, 210.0, 194.44444444444446)","(14.0, 19.5, 19.1)","(7.5, 8.0, 7.928)","(31.0, 46.0, 42.57142857142857)","(26.0, 65.0, 56.666666666666664)","(101.0, 320.0, 280.0)","(2.8, 3.25, 3.1533898305084747)","(4.4, 5.8, 5.6386206896551725)","(16.0, 30.0, 28.095238095238095)","(12.0, 14.5, 14.271428571428572)","(5.0, 6.0, 5.848275862068966)","(91.0, 200.0, 163.47826086956522)"
10-01-2023 13:22:38.417199,"(91.0, 210.0, 194.44444444444446)","(14.0, 19.5, 19.05)","(7.5, 8.2, 7.928)","(31.0, 46.0, 42.57142857142857)","(26.0, 65.0, 56.666666666666664)","(101.0, 320.0, 280.0)","(2.8, 3.25, 3.1533898305084747)","(4.4, 5.8, 5.6386206896551725)","(16.0, 30.0, 28.095238095238095)","(12.0, 14.5, 14.271428571428572)","(5.0, 6.0, 5.848275862068966)","(91.0, 200.0, 163.47826086956522)"
10-01-2023 13:22:39.892690,"(91.0, 210.0, 194.44444444444446)","(14.0, 19.5, 19.05)","(7.5, 8.2, 7.792156862745098)","(31.0, 46.0, 42.57142857142857)","(26.0, 65.0, 56.666666666666664)","(101.0, 320.0, 280.0)","(2.8, 3.25, 3.1533898305084747)","(4.4, 5.8, 5.6386206896551725)","(16.0, 30.0, 28.4)","(12.0, 14.5, 14.271428571428572)","(5.0, 6.0, 5.848275862068966)","(91.0, 200.0, 163.47826086956522)"
10-01-2023 13:22:41.370418,"(101.0, 210.0, 194.44444444444446)","(14.0, 19.5, 19.05)","(7.5, 7.8, 7.776576576576576)","(31.0, 46.0, 42.57142857142857)","(26.0, 65.0, 56.666666666666664)","(101.0, 320.0, 280.0)","(2.7, 3.25, 3.1533898305084747)","(4.4, 5.8, 5.6499999999999995)","(16.0, 30.0, 28.4)","(12.0, 14.5, 14.271428571428572)","(5.0, 6.0, 5.848275862068966)","(101.0, 200.0, 163.47826086956522)"
10-01-2023 13:22:42.901582,"(101.0, 210.0, 194.44444444444446)","(14.0, 19.5, 19.05)","(7.5, 7.8, 7.784)","(31.0, 46.0, 42.57142857142857)","(26.0, 65.0, 56.666666666666664)","(101.0, 320.0, 280.0)","(2.7, 3.25, 3.1533898305084747)","(4.4, 5.8, 5.6499999999999995)","(16.0, 30.0, 28.4)","(12.0, 14.5, 14.271428571428572)","(5.0, 6.0, 5.848275862068966)","(101.0, 200.0, 163.47826086956522)"
10-01-2023 13:22:44.272854,"(101.0, 210.0, 194.44444444444446)","(14.0, 19.5, 19.05)","(7.5, 7.8, 7.723076923076923)","(31.0, 46.0, 42.57142857142857)","(26.0, 65.0, 56.666666666666664)","(101.0, 320.0, 280.0)","(2.7, 3.25, 3.1549067713444554)","(4.4, 5.8, 5.527659574468085)","(16.0, 30.0, 28.4)","(12.0, 14.5, 14.271428571428572)","(5.0, 6.0, 5.925000000000001)","(101.0, 200.0, 163.47826086956522)"
10-01-2023 13:22:45.677446,"(101.0, 210.0, 194.44444444444446)","(14.0, 19.5, 19.05)","(7.5, 7.8, 7.7155555555555555)","(31.0, 46.0, 43.333333333333336)","(26.0, 65.0, 56.666666666666664)","(101.0, 320.0, 280.0)","(2.7, 3.25, 3.1549067713444554)","(4.4, 5.6, 5.541379310344827)","(16.0, 30.0, 27.384615384615383)","(12.0, 14.5, 14.557142857142857)","(5.0, 6.0, 5.925000000000001)","(101.0, 200.0, 165.0)"
10-01-2023 13:22:47.160853,"(101.0, 210.0, 194.44444444444446)","(14.0, 19.5, 19.178571428571427)","(7.5, 7.8, 7.7155555555555555)","(31.0, 46.0, 43.333333333333336)","(26.0, 65.0, 56.666666666666664)","(101.0, 320.0, 280.0)","(2.7, 3.25, 3.1549067713444554)","(4.4, 5.6, 5.536363636363636)","(16.0, 29.0, 27.833333333333332)","(12.0, 15.0, 14.56060606060606)","(5.0, 6.0, 5.925000000000001)","(101.0, 200.0, 165.0)"
10-01-2023 13:22:48.699530,"(101.0, 210.0, 194.44444444444446)","(14.0, 19.5, 19.178571428571427)","(7.5, 7.8, 7.777777777777778)","(31.0, 46.0, 43.333333333333336)","(26.0, 65.0, 56.666666666666664)","(101.0, 320.0, 280.0)","(2.7, 3.25, 3.1549067713444554)","(4.4, 5.6, 5.536363636363636)","(16.0, 29.0, 27.833333333333332)","(12.0, 15.0, 14.56060606060606)","(5.0, 6.0, 5.925000000000001)","(101.0, 200.0, 165.0)"
10-01-2023 13:22:50.183811,"(101.0, 210.0, 194.44444444444446)","(14.0, 19.5, 19.178571428571427)","(7.5, 7.8, 7.741176470588235)","(31.0, 46.0, 43.333333333333336)","(26.0, 65.0, 56.666666666666664)","(101.0, 320.0, 280.0)","(2.7, 3.25, 3.1549067713444554)","(4.4, 5.6, 5.536363636363636)","(16.0, 29.0, 27.833333333333332)","(12.0, 15.0, 14.56060606060606)","(5.0, 6.0, 5.925000000000001)","(101.0, 200.0, 165.0)"
10-01-2023 13:22:51.637908,"(101.0, 210.0, 194.44444444444446)","(14.0, 19.5, 19.178571428571427)","(7.5, 7.8, 7.774545454545454)","(31.0, 46.0, 43.333333333333336)","(26.0, 65.0, 56.666666666666664)","(101.0, 320.0, 280.0)","(2.7, 3.25, 3.1549067713444554)","(4.4, 5.6, 5.536363636363636)","(16.0, 29.0, 27.833333333333332)","(12.0, 15.0, 14.408163265306122)","(5.0, 6.0, 5.925000000000001)","(101.0, 200.0, 165.0)"
10-01-2023 13:22:53.335858,"(101.0, 210.0, 192.5)","(14.0, 19.5, 19.178571428571427)","(7.5, 8.0, 7.869230769230769)","(31.0, 46.0, 47.23076923076923)","(26.0, 65.0, 56.666666666666664)","(101.0, 320.0, 266.6666666666667)","(2.7, 3.25, 3.1533898305084747)","(4.4, 5.6, 5.504166666666666)","(16.0, 29.0, 27.833333333333332)","(12.0, 15.0, 14.408163265306122)","(5.0, 6.0, 5.925000000000001)","(101.0, 200.0, 161.8181818181818)"
10-01-2023 13:22:54.832712,"(101.0, 210.0, 192.5)","(14.0, 19.5, 19.178571428571427)","(7.5, 8.0, 7.878260869565217)","(31.0, 48.0, 47.23076923076923)","(26.0, 65.0, 56.666666666666664)","(101.0, 320.0, 266.6666666666667)","(2.7, 3.25, 3.1549067713444554)","(4.4, 5.6, 5.412)","(16.0, 29.0, 27.571428571428573)","(12.0, 15.0, 14.56060606060606)","(5.0, 6.0, 5.925000000000001)","(101.0, 200.0, 161.8181818181818)"
10-01-2023 13:22:56.770520,"(101.0, 210.0, 192.5)","(14.0, 19.5, 19.178571428571427)","(7.5, 8.0, 7.938461538461539)","(31.0, 48.0, 47.23076923076923)","(26.0, 65.0, 56.666666666666664)","(101.0, 320.0, 246.66666666666666)","(2.7, 3.25, 3.1549067713444554)","(4.4, 5.5, 5.4763636363636365)","(16.0, 28.0, 27.571428571428573)","(12.0, 15.0, 14.408163265306122)","(5.0, 6.0, 5.941935483870967)","(101.0, 200.0, 161.8181818181818)"
10-01-2023 13:22:58.436390,"(101.0, 210.0, 192.5)","(14.0, 19.5, 19.178571428571427)","(7.5, 8.0, 7.938461538461539)","(31.0, 48.0, 47.23076923076923)","(26.0, 65.0, 56.666666666666664)","(101.0, 320.0, 246.66666666666666)","(2.7, 3.25, 3.1549067713444554)","(4.4, 5.6, 5.4763636363636365)","(16.0, 28.0, 27.571428571428573)","(12.0, 15.0, 14.472727272727273)","(5.0, 6.0, 5.941935483870967)","(101.0, 200.0, 161.8181818181818)"
10-01-2023 13:23:00.116289,"(91.0, 210.0, 192.5)","(14.0, 19.5, 19.178571428571427)","(7.5, 8.0, 8.058823529411764)","(31.0, 48.0, 47.77777777777778)","(26.0, 65.0, 56.666666666666664)","(101.0, 320.0, 246.66666666666666)","(2.7, 3.25, 3.1549067713444554)","(4.4, 5.6, 5.37037037037037)","(16.0, 28.0, 27.333333333333332)","(12.0, 15.0, 14.431372549019608)","(5.0, 6.0, 5.92)","(101.0, 200.0, 161.8181818181818)"
10-01-2023 13:23:02.006254,"(91.0, 210.0, 192.5)","(14.0, 19.5, 19.178571428571427)","(7.5, 8.2, 8.058823529411764)","(31.0, 48.0, 47.77777777777778)","(26.0, 65.0, 56.666666666666664)","(101.0, 320.0, 253.33333333333334)","(2.7, 3.2, 3.1990196078431374)","(4.4, 5.4, 5.37037037037037)","(16.0, 28.0, 27.333333333333332)","(12.0, 15.0, 14.431372549019608)","(5.0, 6.0, 5.92)","(101.0, 200.0, 161.8181818181818)"
10-01-2023 13:23:03.557636,"(101.0, 210.0, 192.5)","(14.0, 19.5, 19.178571428571427)","(7.5, 8.2, 8.318840579710145)","(31.0, 48.0, 48.75)","(26.0, 65.0, 60.3125)","(101.0, 320.0, 260.0)","(2.7, 3.2, 3.1353125)","(4.4, 5.4, 5.394366197183099)","(16.0, 28.0, 27.83783783783784)","(12.0, 15.0, 14.23404255319149)","(5.0, 6.0, 6.019354838709678)","(101.0, 200.0, 183.2)"
10-01-2023 13:23:05.025333,"(101.0, 210.0, 201.875)","(14.0, 20.0, 19.818181818181817)","(7.5, 8.4, 8.359420289855073)","(31.0, 50.0, 48.75)","(26.0, 65.0, 60.3125)","(101.0, 310.0, 260.0)","(2.7, 3.15, 3.1353125)","(4.4, 5.4, 5.394366197183099)","(16.0, 28.0, 27.83783783783784)","(12.0, 14.5, 14.23404255319149)","(5.0, 6.2, 6.019354838709678)","(101.0, 200.0, 183.2)"
10-01-2023 13:23:06.438896,"(101.0, 210.0, 202.77777777777777)","(14.0, 20.0, 19.80952380952381)","(7.5, 8.4, 8.359420289855073)","(31.0, 50.0, 48.75)","(26.0, 65.0, 60.294117647058826)","(101.0, 310.0, 243.33333333333334)","(2.7, 3.15, 3.134640522875817)","(4.4, 5.4, 5.3950000000000005)","(16.0, 28.0, 27.939393939393938)","(12.0, 14.5, 14.23404255319149)","(5.0, 6.2, 6.027272727272727)","(101.0, 200.0, 183.8095238095238)"
10-01-2023 13:23:07.942246,"(101.0, 210.0, 202.77777777777777)","(14.0, 20.0, 19.80952380952381)","(7.5, 8.4, 8.364285714285714)","(31.0, 50.0, 48.75)","(26.0, 65.0, 58.75)","(101.0, 310.0, 243.33333333333334)","(2.7, 3.15, 3.134640522875817)","(4.4, 5.4, 5.3950000000000005)","(16.0, 28.0, 27.939393939393938)","(12.0, 14.5, 14.202380952380953)","(5.0, 6.2, 6.057142857142857)","(101.0, 200.0, 183.8095238095238)"
10-01-2023 13:23:09.643649,"(101.0, 210.0, 202.77777777777777)","(14.0, 20.0, 19.80952380952381)","(7.5, 8.4, 8.364285714285714)","(31.0, 50.0, 48.75)","(26.0, 65.0, 58.75)","(101.0, 310.0, 230.0)","(2.7, 3.15, 3.134640522875817)","(4.4, 5.4, 5.3950000000000005)","(16.0, 28.0, 27.939393939393938)","(12.0, 14.5, 14.202380952380953)","(5.0, 6.2, 6.057142857142857)","(101.0, 200.0, 183.8095238095238)"
10-01-2023 13:23:11.278270,"(101.0, 210.0, 202.77777777777777)","(14.0, 20.0, 19.80952380952381)","(7.5, 8.4, 8.364285714285714)","(31.0, 50.0, 48.75)","(26.0, 65.0, 58.75)","(101.0, 310.0, 255.0)","(2.7, 3.15, 3.109073359073359)","(4.4, 5.4, 5.448214285714286)","(16.0, 28.0, 27.939393939393938)","(12.0, 14.5, 14.202380952380953)","(5.0, 6.2, 6.057142857142857)","(101.0, 200.0, 183.8095238095238)"
10-01-2023 13:23:13.003938,"(101.0, 210.0, 202.77777777777777)","(14.0, 20.0, 19.80952380952381)","(7.5, 8.4, 8.358333333333334)","(31.0, 50.0, 48.75)","(26.0, 65.0, 58.75)","(101.0, 300.0, 255.0)","(2.7, 3.15, 3.115131578947368)","(4.4, 5.5, 5.448214285714286)","(16.0, 28.0, 27.939393939393938)","(12.0, 14.5, 14.202380952380953)","(5.0, 6.2, 6.057142857142857)","(101.0, 200.0, 183.8095238095238)"
10-01-2023 13:23:14.565697,"(101.0, 210.0, 202.77777777777777)","(14.0, 20.0, 19.80952380952381)","(7.5, 8.4, 8.358333333333334)","(31.0, 50.0, 48.75)","(26.0, 65.0, 58.75)","(101.0, 300.0, 233.33333333333334)","(2.7, 3.15, 3.1128070175438594)","(4.4, 5.5, 5.448214285714286)","(16.0, 28.0, 27.939393939393938)","(12.0, 14.5, 14.202380952380953)","(5.0, 6.2, 6.057142857142857)","(101.0, 200.0, 183.8095238095238)"
10-01-2023 13:23:16.108764,"(101.0, 210.0, 202.77777777777777)","(14.0, 20.0, 19.80952380952381)","(7.5, 8.4, 8.372413793103448)","(31.0, 50.0, 48.75)","(26.0, 65.0, 58.75)","(101.0, 280.0, 233.33333333333334)","(2.7, 3.15, 3.113106796116505)","(4.4, 5.5, 5.448214285714286)","(16.0, 28.0, 27.939393939393938)","(12.0, 14.5, 14.202380952380953)","(5.0, 6.2, 6.057142857142857)","(101.0, 200.0, 183.8095238095238)"
10-01-2023 13:23:17.663799,"(101.0, 210.0, 202.77777777777777)","(14.0, 20.0, 19.80952380952381)","(7.5, 8.4, 8.372413793103448)","(31.0, 50.0, 48.75)","(26.0, 65.0, 58.75)","(101.0, 280.0, 233.33333333333334)","(2.7, 3.15, 3.113924050632911)","(4.4, 5.5, 5.448214285714286)","(16.0, 28.0, 27.939393939393938)","(12.0, 14.5, 14.202380952380953)","(5.0, 6.2, 5.990566037735849)","(101.0, 200.0, 183.8095238095238)"
10-01-2023 13:23:19.171834,"(101.0, 210.0, 202.77777777777777)","(14.0, 20.0, 19.822222222222223)","(7.5, 8.4, 8.45)","(31.0, 50.0, 48.75)","(26.0, 65.0, 58.75)","(101.0, 280.0, 230.0)","(2.7, 3.15, 3.079142857142857)","(4.4, 5.5, 5.462745098039216)","(16.0, 28.0, 27.939393939393938)","(12.0, 14.5, 14.134920634920634)","(5.0, 6.0, 6.125)","(101.0, 200.0, 183.8095238095238)"
10-01-2023 13:23:20.695323,"(101.0, 210.0, 202.77777777777777)","(14.0, 20.0, 19.822222222222223)","(7.5, 8.6, 8.357142857142858)","(31.0, 50.0, 48.888888888888886)","(26.0, 65.0, 61.111111111111114)","(101.0, 250.0, 230.0)","(2.7, 3.1, 3.08048128342246)","(4.4, 5.5, 5.424)","(16.0, 28.0, 27.977272727272727)","(12.0, 14.5, 14.110169491525424)","(5.0, 6.2, 6.116666666666667)","(101.0, 200.0, 183.8095238095238)"
10-01-2023 13:23:22.162644,"(101.0, 210.0, 202.77777777777777)","(14.0, 20.0, 19.822222222222223)","(7.5, 8.4, 8.357142857142858)","(31.0, 50.0, 48.888888888888886)","(26.0, 65.0, 60.625)","(101.0, 250.0, 230.0)","(2.7, 3.1, 3.0999999999999996)","(4.4, 5.5, 5.424)","(16.0, 28.0, 27.977272727272727)","(12.0, 14.5, 14.110169491525424)","(5.0, 6.2, 6.116666666666667)","(101.0, 200.0, 183.8095238095238)"
10-01-2023 13:23:23.766921,"(101.0, 210.0, 202.77777777777777)","(14.0, 20.0, 19.822222222222223)","(7.5, 8.4, 8.366666666666667)","(31.0, 50.0, 48.888888888888886)","(26.0, 65.0, 60.625)","(101.0, 250.0, 230.0)","(2.7, 3.15, 3.0999999999999996)","(4.4, 5.5, 5.386458333333334)","(16.0, 28.0, 27.977272727272727)","(12.0, 14.5, 14.110169491525424)","(5.0, 6.2, 6.116666666666667)","(101.0, 200.0, 183.8095238095238)"
10-01-2023 13:23:25.174192,"(101.0, 210.0, 202.77777777777777)","(14.0, 20.0, 19.822222222222223)","(7.5, 8.4, 8.366666666666667)","(31.0, 50.0, 48.888888888888886)","(26.0, 65.0, 60.625)","(101.0, 250.0, 230.0)","(2.7, 3.15, 3.0999999999999996)","(4.4, 5.4, 5.386458333333334)","(16.0, 28.0, 27.974358974358974)","(12.0, 14.5, 14.229411764705882)","(5.0, 6.2, 6.116666666666667)","(101.0, 200.0, 184.54545454545453)"
10-01-2023 13:23:27.010852,"(101.0, 210.0, 202.77777777777777)","(14.0, 20.0, 19.822222222222223)","(7.5, 8.4, 8.3625)","(31.0, 50.0, 48.888888888888886)","(26.0, 65.0, 60.625)","(101.0, 250.0, 230.0)","(2.7, 3.15, 3.0999999999999996)","(4.4, 5.4, 5.386458333333334)","(16.0, 28.0, 27.974358974358974)","(12.0, 14.5, 14.229411764705882)","(5.0, 6.2, 6.116666666666667)","(101.0, 200.0, 184.54545454545453)"
10-01-2023 13:23:28.633032,"(101.0, 210.0, 202.77777777777777)","(14.0, 20.0, 19.822222222222223)","(7.5, 8.4, 8.3625)","(31.0, 50.0, 48.888888888888886)","(26.0, 65.0, 60.625)","(101.0, 250.0, 220.0)","(2.7, 3.15, 3.0999999999999996)","(4.4, 5.4, 5.386458333333334)","(16.0, 28.0, 27.974358974358974)","(12.0, 14.5, 14.229411764705882)","(5.0, 6.2, 6.116666666666667)","(101.0, 200.0, 184.54545454545453)"
10-01-2023 13:23:30.422540,"(101.0, 210.0, 202.77777777777777)","(14.0, 20.0, 19.822222222222223)","(7.5, 8.4, 8.3625)","(31.0, 50.0, 48.888888888888886)","(26.0, 65.0, 60.625)","(101.0, 230.0, 220.0)","(2.7, 3.15, 3.0999999999999996)","(4.4, 5.4, 5.386458333333334)","(16.0, 28.0, 27.974358974358974)","(12.0, 14.5, 14.229411764705882)","(5.0, 6.2, 6.116666666666667)","(101.0, 200.0, 183.8095238095238)"
10-01-2023 13:23:32.142036,"(101.0, 210.0, 202.77777777777777)","(14.0, 20.0, 19.822222222222223)","(7.5, 8.4, 8.3625)","(31.0, 50.0, 48.888888888888886)","(26.0, 65.0, 60.625)","(101.0, 230.0, 220.0)","(2.7, 3.15, 3.0999999999999996)","(4.4, 5.4, 5.386458333333334)","(16.0, 28.0, 27.974358974358974)","(12.0, 14.5, 14.229411764705882)","(5.0, 6.2, 6.116666666666667)","(101.0, 200.0, 183.8095238095238)"
10-01-2023 13:23:33.752435,"(101.0, 210.0, 202.77777777777777)","(14.0, 20.0, 19.822222222222223)","(7.5, 8.4, 8.3625)","(31.0, 50.0, 48.888888888888886)","(26.0, 65.0, 60.625)","(101.0, 230.0, 220.0)","(2.7, 3.15, 3.0999999999999996)","(4.4, 5.4, 5.386458333333334)","(16.0, 28.0, 27.974358974358974)","(12.0, 14.5, 14.229411764705882)","(5.0, 6.2, 6.116666666666667)","(101.0, 200.0, 183.8095238095238)"
10-01-2023 13:23:35.296265,"(101.0, 210.0, 202.77777777777777)","(14.0, 20.0, 19.822222222222223)","(7.5, 8.4, 8.3625)","(31.0, 50.0, 48.888888888888886)","(26.0, 65.0, 60.625)","(101.0, 230.0, 220.0)","(2.7, 3.15, 3.0999999999999996)","(4.4, 5.4, 5.386458333333334)","(16.0, 28.0, 28.8)","(12.0, 14.5, 14.229411764705882)","(5.0, 6.2, 6.116666666666667)","(101.0, 200.0, 183.8095238095238)"
10-01-2023 13:23:36.873897,"(101.0, 210.0, 202.77777777777777)","(14.0, 20.0, 19.822222222222223)","(7.5, 8.4, 8.3625)","(31.0, 50.0, 48.888888888888886)","(26.0, 65.0, 60.625)","(101.0, 230.0, 220.0)","(2.7, 3.15, 3.0991379310344827)","(4.4, 5.4, 5.380582524271845)","(16.0, 29.0, 29.25)","(12.0, 14.5, 14.229411764705882)","(5.0, 6.2, 6.116666666666667)","(101.0, 200.0, 183.8095238095238)"
10-01-2023 13:23:38.377584,"(101.0, 210.0, 202.77777777777777)","(14.0, 20.0, 19.822222222222223)","(7.5, 8.4, 8.3625)","(31.0, 50.0, 48.888888888888886)","(26.0, 65.0, 60.625)","(101.0, 230.0, 220.0)","(2.7, 3.15, 3.1202349869451695)","(4.4, 5.4, 5.380582524271845)","(16.0, 30.0, 29.375)","(12.0, 14.5, 14.229411764705882)","(5.0, 6.2, 6.116666666666667)","(101.0, 200.0, 183.8095238095238)"
10-01-2023 13:23:39.943953,"(101.0, 210.0, 202.77777777777777)","(14.0, 20.0, 19.822222222222223)","(7.5, 8.4, 8.3625)","(31.0, 50.0, 48.888888888888886)","(26.0, 65.0, 60.625)","(101.0, 230.0, 220.0)","(2.7, 3.15, 3.1202349869451695)","(4.4, 5.4, 5.380582524271845)","(16.0, 30.0, 28.571428571428573)","(12.0, 14.5, 14.229411764705882)","(5.0, 6.2, 6.116666666666667)","(101.0, 200.0, 183.8095238095238)"
10-01-2023 13:23:41.856371,"(101.0, 210.0, 202.77777777777777)","(14.0, 20.0, 19.822222222222223)","(7.5, 8.4, 8.3625)","(31.0, 50.0, 48.888888888888886)","(26.0, 65.0, 60.625)","(101.0, 230.0, 220.0)","(2.7, 3.15, 3.1202349869451695)","(4.4, 5.4, 5.380582524271845)","(16.0, 30.0, 29.09090909090909)","(12.0, 14.5, 14.229411764705882)","(5.0, 6.2, 6.116666666666667)","(101.0, 200.0, 183.8095238095238)"
