,Freddy Mac,Vested Interest,Shalily,Son Of Bielski,Red Stiletto,Langworthy,Five Ounce,Ruby Edition,Barossa Kiss,Keck,Sarwatte
10-01-2023 14:21:46.545796,"(4.0, 5.6, 5.392307692307692)","(3.3, 3.95, 3.9000000000000004)","(4.8, 6.6, 6.254545454545455)","(10.0, 13.0, 12.148876404494382)","(12.0, 16.0, 15.5)","(14.0, 20.0, 19.1)","(6.0, 6.8, 6.771812080536913)","(51.0, 75.0, 72.5)","(51.0, 75.0, 68.33333333333333)","(31.0, 46.0, 44.0)","(101.0, 730.0, 654.0)"
10-01-2023 14:21:48.182090,"(4.0, 5.6, 5.392307692307692)","(3.3, 3.95, 3.9000000000000004)","(4.8, 6.6, 6.254545454545455)","(10.0, 12.5, 12.109375)","(12.0, 16.0, 15.5)","(14.0, 20.0, 19.055555555555557)","(6.0, 6.8, 6.771812080536913)","(51.0, 75.0, 72.5)","(51.0, 75.0, 68.33333333333333)","(31.0, 46.0, 44.0)","(101.0, 730.0, 654.0)"
10-01-2023 14:21:49.770873,"(4.0, 5.6, 5.392307692307692)","(3.3, 3.95, 3.9000000000000004)","(4.8, 6.6, 6.232258064516129)","(10.0, 12.5, 12.109375)","(12.0, 16.0, 15.5)","(14.0, 21.0, 19.055555555555557)","(6.0, 6.8, 6.771812080536913)","(51.0, 75.0, 72.5)","(51.0, 75.0, 68.33333333333333)","(31.0, 46.0, 44.0)","(101.0, 730.0, 654.0)"
10-01-2023 14:21:51.354081,"(4.0, 5.6, 5.392307692307692)","(3.3, 3.95, 3.9000000000000004)","(4.8, 6.6, 6.211764705882353)","(10.0, 12.5, 12.205882352941176)","(12.0, 16.0, 15.5)","(14.0, 21.0, 19.0)","(6.0, 6.8, 6.795419847328244)","(51.0, 75.0, 72.5)","(51.0, 75.0, 68.33333333333333)","(31.0, 46.0, 44.0)","(101.0, 730.0, 654.0)"
10-01-2023 14:21:53.031761,"(4.0, 5.6, 5.392307692307692)","(3.3, 3.95, 3.9000000000000004)","(4.8, 6.2, 6.071428571428571)","(10.0, 12.5, 12.19758064516129)","(12.0, 16.0, 15.5)","(14.0, 21.0, 19.0)","(6.0, 6.8, 6.771812080536913)","(51.0, 75.0, 72.5)","(51.0, 75.0, 68.33333333333333)","(31.0, 46.0, 44.0)","(101.0, 730.0, 654.0)"
10-01-2023 14:21:54.775374,"(4.0, 5.6, 5.457894736842105)","(3.3, 3.95, 3.8714285714285714)","(4.8, 6.2, 6.071428571428571)","(10.0, 12.5, 12.247474747474747)","(12.0, 16.0, 15.5)","(14.0, 21.0, 19.0)","(6.0, 6.8, 6.585714285714285)","(51.0, 75.0, 72.5)","(51.0, 75.0, 68.33333333333333)","(31.0, 46.0, 44.0)","(101.0, 730.0, 545.0)"
10-01-2023 14:21:56.572251,"(4.0, 5.6, 5.457894736842105)","(3.3, 4.0, 3.896153846153846)","(4.8, 6.2, 6.07)","(10.0, 12.5, 12.223484848484848)","(12.0, 16.0, 15.5)","(14.0, 21.0, 19.333333333333332)","(6.0, 6.6, 6.692)","(51.0, 75.0, 72.5)","(51.0, 75.0, 68.33333333333333)","(31.0, 46.0, 44.0)","(101.0, 730.0, 658.0)"
10-01-2023 14:21:58.236468,"(4.0, 5.6, 5.42)","(3.3, 4.0, 3.896153846153846)","(4.8, 6.2, 6.1866666666666665)","(10.0, 12.5, 12.223484848484848)","(12.0, 16.0, 15.5)","(14.0, 21.0, 19.333333333333332)","(6.0, 6.8, 6.677966101694915)","(51.0, 75.0, 72.5)","(51.0, 75.0, 68.33333333333333)","(31.0, 46.0, 44.0)","(101.0, 730.0, 395.0)"
10-01-2023 14:21:59.844178,"(4.0, 5.6, 5.521739130434782)","(3.3, 4.0, 3.896153846153846)","(4.8, 6.4, 6.375)","(10.0, 12.5, 12.223484848484848)","(12.0, 16.0, 15.5)","(14.0, 21.0, 19.333333333333332)","(6.0, 6.8, 6.6382022471910105)","(51.0, 75.0, 72.5)","(51.0, 75.0, 68.33333333333333)","(31.0, 46.0, 44.90909090909091)","(101.0, 720.0, 403.3333333333333)"
10-01-2023 14:22:01.469240,"(4.0, 5.6, 5.4)","(3.3, 4.0, 3.896153846153846)","(4.8, 6.6, 6.133333333333334)","(10.0, 12.5, 12.21031746031746)","(12.0, 16.0, 15.5)","(14.0, 21.0, 19.333333333333332)","(6.0, 6.8, 6.6382022471910105)","(51.0, 75.0, 72.5)","(51.0, 75.0, 68.33333333333333)","(31.0, 46.0, 42.0)","(101.0, 720.0, 463.3333333333333)"
10-01-2023 14:22:03.124942,"(4.0, 5.6, 5.428571428571428)","(3.3, 4.0, 3.896153846153846)","(4.8, 6.2, 6.133333333333334)","(10.0, 12.5, 12.246527777777779)","(12.0, 16.0, 15.5)","(14.0, 21.0, 19.333333333333332)","(6.0, 6.8, 6.666666666666666)","(51.0, 75.0, 72.5)","(51.0, 75.0, 68.33333333333333)","(31.0, 46.0, 44.45161290322581)","(101.0, 710.0, 470.0)"
10-01-2023 14:22:04.837453,"(4.0, 5.6, 5.569999999999999)","(3.3, 4.0, 3.916666666666667)","(4.8, 6.2, 6.387096774193548)","(10.0, 12.5, 12.246527777777779)","(12.0, 16.0, 15.5)","(14.0, 21.0, 19.333333333333332)","(6.0, 6.8, 6.6382022471910105)","(51.0, 75.0, 73.33333333333333)","(51.0, 75.0, 68.33333333333333)","(31.0, 46.0, 44.45161290322581)","(101.0, 710.0, 590.0)"
10-01-2023 14:22:06.646456,"(4.0, 5.6, 5.583333333333333)","(3.3, 3.95, 3.916666666666667)","(4.8, 6.6, 6.294117647058823)","(10.0, 12.5, 12.095744680851064)","(12.0, 16.0, 15.5)","(14.0, 21.0, 19.333333333333332)","(6.0, 6.8, 6.63695652173913)","(51.0, 75.0, 73.33333333333333)","(51.0, 75.0, 68.33333333333333)","(31.0, 46.0, 43.45454545454545)","(101.0, 700.0, 583.3333333333334)"
10-01-2023 14:22:08.497501,"(4.2, 5.6, 5.583333333333333)","(3.4, 3.95, 3.916666666666667)","(4.8, 6.6, 6.294117647058823)","(10.0, 12.5, 12.063218390804598)","(12.0, 16.0, 15.5)","(14.0, 21.0, 19.333333333333332)","(6.0, 6.8, 6.63695652173913)","(51.0, 75.0, 73.33333333333333)","(51.0, 75.0, 68.33333333333333)","(31.0, 44.0, 41.27272727272727)","(101.0, 700.0, 583.3333333333334)"
10-01-2023 14:22:10.863190,"(4.2, 5.6, 5.583333333333333)","(3.4, 3.95, 3.916666666666667)","(4.8, 6.6, 6.288888888888889)","(10.0, 12.5, 12.063218390804598)","(12.0, 16.0, 15.5)","(14.0, 21.0, 19.333333333333332)","(6.0, 6.8, 6.63695652173913)","(51.0, 75.0, 73.33333333333333)","(51.0, 75.0, 68.33333333333333)","(31.0, 44.0, 40.76923076923077)","(101.0, 700.0, 583.3333333333334)"
10-01-2023 14:22:12.672529,"(4.2, 5.6, 5.569999999999999)","(3.4, 3.95, 3.896153846153846)","(4.8, 6.6, 6.288888888888889)","(10.0, 12.5, 12.063218390804598)","(12.0, 16.0, 14.95)","(14.0, 21.0, 19.333333333333332)","(6.0, 6.8, 6.6654205607476635)","(51.0, 75.0, 72.5)","(51.0, 75.0, 69.0)","(31.0, 44.0, 43.0)","(101.0, 700.0, 583.3333333333334)"
10-01-2023 14:22:14.468662,"(4.2, 5.6, 5.569999999999999)","(3.4, 4.0, 3.896153846153846)","(4.8, 6.6, 6.288888888888889)","(10.0, 12.5, 12.063218390804598)","(12.0, 15.5, 14.875)","(14.0, 21.0, 19.333333333333332)","(6.0, 6.8, 6.663636363636363)","(51.0, 75.0, 72.5)","(51.0, 75.0, 72.5)","(31.0, 44.0, 43.0)","(101.0, 700.0, 583.3333333333334)"
10-01-2023 14:22:16.263901,"(4.2, 5.6, 5.560869565217391)","(3.4, 4.0, 3.922727272727273)","(4.8, 6.6, 6.3)","(10.0, 12.5, 12.165441176470589)","(12.0, 15.5, 14.951219512195122)","(14.0, 21.0, 19.333333333333332)","(6.0, 6.8, 6.659829059829059)","(51.0, 75.0, 72.5)","(51.0, 75.0, 72.5)","(31.0, 44.0, 43.81818181818182)","(101.0, 700.0, 583.3333333333334)"
10-01-2023 14:22:18.002120,"(4.2, 5.7, 5.576923076923077)","(3.4, 3.95, 3.922727272727273)","(4.8, 6.6, 6.5285714285714285)","(10.0, 12.5, 12.165441176470589)","(12.0, 15.5, 14.951219512195122)","(14.0, 21.0, 19.333333333333332)","(6.0, 6.8, 6.634343434343434)","(51.0, 75.0, 72.5)","(51.0, 75.0, 72.5)","(31.0, 44.0, 43.81818181818182)","(101.0, 700.0, 583.3333333333334)"
10-01-2023 14:22:19.658472,"(4.2, 5.7, 5.359999999999999)","(3.4, 3.95, 3.922727272727273)","(4.8, 6.6, 6.7)","(10.0, 12.5, 12.104347826086956)","(12.0, 15.5, 14.866666666666667)","(14.0, 21.0, 19.333333333333332)","(6.0, 6.8, 6.659829059829059)","(51.0, 75.0, 72.5)","(51.0, 75.0, 72.5)","(31.0, 44.0, 43.75)","(101.0, 700.0, 637.5)"
10-01-2023 14:22:21.198124,"(4.2, 5.6, 5.359999999999999)","(3.4, 3.95, 3.922727272727273)","(4.8, 7.0, 6.666666666666667)","(10.0, 12.5, 12.258241758241759)","(12.0, 15.5, 14.866666666666667)","(14.0, 21.0, 19.333333333333332)","(6.0, 6.8, 6.659829059829059)","(51.0, 75.0, 72.5)","(51.0, 75.0, 72.5)","(31.0, 44.0, 43.81818181818182)","(101.0, 700.0, 637.5)"
10-01-2023 14:22:22.800124,"(4.2, 5.6, 5.363636363636363)","(3.4, 3.95, 3.922727272727273)","(4.8, 7.0, 6.666666666666667)","(10.0, 12.5, 12.241176470588234)","(12.0, 15.5, 14.866666666666667)","(14.0, 21.0, 19.333333333333332)","(6.0, 6.8, 6.634343434343434)","(51.0, 75.0, 72.5)","(51.0, 75.0, 72.5)","(31.0, 44.0, 43.75)","(101.0, 700.0, 644.4444444444445)"
10-01-2023 14:22:24.539655,"(4.2, 5.7, 5.3428571428571425)","(3.4, 3.95, 3.8785714285714286)","(4.8, 7.0, 6.666666666666667)","(10.0, 12.5, 12.202127659574469)","(12.0, 15.5, 14.8125)","(14.0, 21.0, 19.61111111111111)","(6.0, 6.8, 6.659829059829059)","(51.0, 75.0, 72.5)","(51.0, 75.0, 70.9090909090909)","(31.0, 44.0, 43.75)","(101.0, 820.0, 610.0)"
10-01-2023 14:22:26.226182,"(4.2, 5.7, 5.385714285714285)","(3.4, 3.95, 3.8785714285714286)","(4.8, 7.0, 6.666666666666667)","(10.0, 12.5, 12.202127659574469)","(12.0, 15.0, 14.526315789473685)","(14.0, 21.0, 19.61111111111111)","(6.0, 6.8, 6.659829059829059)","(51.0, 75.0, 72.5)","(51.0, 75.0, 69.47368421052632)","(31.0, 44.0, 43.81818181818182)","(101.0, 820.0, 505.0)"
10-01-2023 14:22:27.965847,"(4.2, 5.7, 5.385714285714285)","(3.4, 3.95, 3.901219512195122)","(4.8, 7.0, 6.678571428571429)","(10.0, 12.5, 12.202127659574469)","(12.0, 15.0, 14.526315789473685)","(14.0, 21.0, 19.863636363636363)","(6.0, 6.8, 6.659829059829059)","(51.0, 75.0, 72.5)","(51.0, 75.0, 69.47368421052632)","(31.0, 44.0, 43.75)","(101.0, 820.0, 512.5)"
10-01-2023 14:22:29.689088,"(4.2, 5.6, 5.4714285714285715)","(3.4, 3.95, 3.901219512195122)","(4.8, 7.0, 6.678571428571429)","(10.0, 12.5, 12.202127659574469)","(12.0, 15.0, 14.526315789473685)","(14.0, 21.0, 19.863636363636363)","(6.0, 6.8, 6.659829059829059)","(51.0, 75.0, 72.5)","(51.0, 75.0, 69.47368421052632)","(31.0, 44.0, 43.75)","(101.0, 820.0, 512.5)"
10-01-2023 14:22:31.362824,"(4.2, 5.6, 5.449999999999999)","(3.4, 3.95, 3.8625)","(4.8, 7.0, 6.688888888888889)","(10.0, 12.5, 12.024590163934427)","(12.0, 15.0, 14.526315789473685)","(14.0, 21.0, 19.863636363636363)","(5.5, 6.8, 6.659829059829059)","(61.0, 75.0, 72.5)","(51.0, 75.0, 69.47368421052632)","(31.0, 44.0, 43.666666666666664)","(101.0, 820.0, 512.5)"
10-01-2023 14:22:33.084212,"(4.2, 5.6, 5.449999999999999)","(3.4, 3.9, 3.8625)","(4.8, 6.8, 6.688888888888889)","(10.0, 12.5, 12.0234375)","(12.0, 15.0, 14.526315789473685)","(14.0, 21.0, 19.863636363636363)","(5.5, 6.8, 6.670866141732283)","(61.0, 75.0, 72.5)","(51.0, 75.0, 69.47368421052632)","(31.0, 44.0, 43.666666666666664)","(101.0, 820.0, 512.5)"
10-01-2023 14:22:34.837165,"(4.2, 5.6, 5.557142857142857)","(3.4, 3.9, 3.8625)","(4.8, 6.8, 6.688888888888889)","(10.0, 12.5, 11.989528795811518)","(12.0, 15.0, 14.526315789473685)","(14.0, 21.0, 19.863636363636363)","(5.5, 6.8, 6.67410358565737)","(61.0, 75.0, 72.5)","(51.0, 75.0, 69.47368421052632)","(31.0, 44.0, 43.77777777777778)","(101.0, 820.0, 512.5)"
10-01-2023 14:22:36.451727,"(4.2, 5.6, 5.557142857142857)","(3.4, 3.9, 3.8625)","(4.8, 6.8, 6.675)","(10.0, 12.0, 11.989528795811518)","(12.0, 15.0, 14.526315789473685)","(14.0, 21.0, 19.863636363636363)","(5.5, 6.8, 6.67410358565737)","(61.0, 75.0, 72.5)","(51.0, 75.0, 69.47368421052632)","(31.0, 44.0, 43.5)","(101.0, 820.0, 650.0)"
10-01-2023 14:22:38.277706,"(4.2, 5.6, 5.45)","(3.4, 3.9, 3.8625)","(4.8, 6.8, 6.675)","(10.0, 12.0, 11.989528795811518)","(12.0, 15.0, 14.625)","(14.0, 21.0, 19.863636363636363)","(5.5, 6.8, 6.669803921568628)","(61.0, 75.0, 72.5)","(51.0, 75.0, 69.47368421052632)","(31.0, 44.0, 43.0)","(101.0, 810.0, 650.0)"
10-01-2023 14:22:40.197265,"(4.2, 5.6, 5.45)","(3.4, 3.9, 3.8625)","(4.8, 6.8, 6.675)","(10.0, 12.0, 11.989528795811518)","(12.0, 15.0, 14.625)","(14.0, 21.0, 19.863636363636363)","(5.5, 6.8, 6.67410358565737)","(61.0, 75.0, 72.5)","(51.0, 75.0, 69.47368421052632)","(31.0, 44.0, 42.857142857142854)","(101.0, 810.0, 650.0)"
10-01-2023 14:22:41.850107,"(4.2, 5.6, 5.45)","(3.4, 3.9, 3.8625)","(4.8, 6.8, 6.675)","(10.0, 12.0, 11.989528795811518)","(12.0, 15.0, 14.7)","(14.0, 21.0, 19.863636363636363)","(5.5, 6.8, 6.67410358565737)","(61.0, 75.0, 72.5)","(51.0, 75.0, 69.47368421052632)","(31.0, 44.0, 41.6)","(101.0, 810.0, 650.0)"
10-01-2023 14:22:43.526134,"(4.2, 5.6, 5.5)","(3.4, 3.9, 3.8625)","(4.8, 6.8, 6.675)","(10.0, 12.0, 11.989528795811518)","(12.0, 15.0, 14.7)","(14.0, 21.0, 19.863636363636363)","(5.5, 6.8, 6.67410358565737)","(61.0, 75.0, 72.5)","(51.0, 75.0, 69.47368421052632)","(31.0, 44.0, 41.27272727272727)","(101.0, 810.0, 650.0)"
10-01-2023 14:22:45.190592,"(4.2, 5.6, 5.6625000000000005)","(3.4, 3.9, 3.8625)","(4.8, 6.8, 6.675)","(10.0, 12.0, 11.989528795811518)","(12.0, 15.0, 14.454545454545455)","(14.0, 21.0, 19.863636363636363)","(5.5, 6.8, 6.67410358565737)","(61.0, 75.0, 72.5)","(51.0, 75.0, 69.47368421052632)","(31.0, 42.0, 41.0)","(101.0, 810.0, 650.0)"
10-01-2023 14:22:47.111955,"(4.2, 5.7, 5.675)","(3.4, 3.9, 3.857142857142857)","(4.8, 6.8, 6.675)","(10.0, 12.0, 11.989528795811518)","(12.0, 15.0, 14.5)","(14.0, 21.0, 19.571428571428573)","(5.5, 6.8, 6.685090909090909)","(61.0, 75.0, 73.33333333333333)","(51.0, 75.0, 70.0)","(31.0, 42.0, 41.27272727272727)","(101.0, 720.0, 555.7142857142857)"
10-01-2023 14:22:48.823678,"(4.2, 5.7, 5.682352941176471)","(3.4, 3.9, 3.8666666666666667)","(4.8, 6.8, 6.675)","(10.0, 12.0, 11.941176470588236)","(12.0, 15.0, 14.40909090909091)","(14.0, 21.0, 19.571428571428573)","(5.5, 6.8, 6.685090909090909)","(61.0, 75.0, 73.33333333333333)","(51.0, 75.0, 70.0)","(31.0, 42.0, 41.27272727272727)","(101.0, 710.0, 600.0)"
10-01-2023 14:22:50.518438,"(4.2, 5.7, 5.682352941176471)","(3.4, 3.9, 3.8666666666666667)","(4.8, 6.8, 6.675)","(10.0, 12.0, 11.941176470588236)","(12.0, 14.5, 14.333333333333334)","(14.0, 21.0, 19.571428571428573)","(5.5, 6.8, 6.685090909090909)","(61.0, 75.0, 73.33333333333333)","(51.0, 75.0, 68.0)","(31.0, 42.0, 41.27272727272727)","(101.0, 710.0, 600.0)"
10-01-2023 14:22:52.255711,"(4.2, 5.7, 5.682352941176471)","(3.4, 3.9, 3.8666666666666667)","(4.8, 6.8, 6.675)","(10.0, 12.0, 11.98913043478261)","(12.0, 14.5, 14.382352941176471)","(14.0, 21.0, 19.571428571428573)","(5.5, 6.8, 6.685090909090909)","(61.0, 75.0, 73.33333333333333)","(51.0, 75.0, 68.0)","(31.0, 42.0, 41.27272727272727)","(101.0, 710.0, 665.5555555555555)"
10-01-2023 14:22:54.055375,"(4.2, 5.7, 5.776)","(3.4, 3.9, 3.8545454545454545)","(4.8, 6.8, 6.675)","(10.0, 12.0, 11.98913043478261)","(12.0, 14.5, 14.362068965517242)","(14.0, 21.0, 19.863636363636363)","(5.5, 6.8, 6.685090909090909)","(61.0, 75.0, 73.33333333333333)","(51.0, 75.0, 68.0)","(31.0, 42.0, 41.0)","(101.0, 710.0, 615.0)"
10-01-2023 14:22:55.829424,"(4.2, 6.0, 5.757142857142857)","(3.4, 3.95, 3.8545454545454545)","(4.8, 6.8, 6.675)","(10.0, 12.0, 11.98913043478261)","(12.0, 14.5, 14.362068965517242)","(14.0, 21.0, 19.863636363636363)","(5.5, 6.8, 6.685090909090909)","(61.0, 75.0, 73.33333333333333)","(61.0, 75.0, 68.0)","(31.0, 42.0, 41.0)","(101.0, 710.0, 615.0)"
10-01-2023 14:22:57.576584,"(4.2, 6.0, 5.776)","(3.4, 3.95, 3.8545454545454545)","(5.0, 6.8, 6.675)","(10.0, 12.0, 11.908018867924529)","(12.0, 14.5, 14.326086956521738)","(14.0, 21.0, 19.863636363636363)","(5.5, 6.8, 6.685090909090909)","(61.0, 75.0, 73.33333333333333)","(61.0, 75.0, 68.0)","(31.0, 42.0, 41.0)","(101.0, 710.0, 615.0)"
10-01-2023 14:22:59.515582,"(4.2, 6.0, 5.72)","(3.4, 3.95, 3.7818181818181817)","(5.0, 6.8, 6.675)","(10.0, 12.0, 11.65625)","(12.0, 14.5, 14.203703703703704)","(14.0, 21.0, 19.863636363636363)","(5.5, 6.8, 6.677394636015325)","(61.0, 75.0, 73.33333333333333)","(61.0, 75.0, 68.0)","(31.0, 42.0, 41.0)","(101.0, 710.0, 615.0)"
10-01-2023 14:23:01.389711,"(4.2, 6.0, 5.72)","(3.4, 3.8, 3.7818181818181817)","(5.0, 6.8, 6.688888888888888)","(10.0, 12.0, 11.400862068965518)","(12.0, 14.5, 14.203703703703704)","(14.0, 21.0, 20.107142857142858)","(5.5, 6.8, 6.690123456790124)","(61.0, 75.0, 74.16666666666667)","(61.0, 75.0, 69.61538461538461)","(31.0, 42.0, 41.27272727272727)","(101.0, 710.0, 615.0)"
10-01-2023 14:23:03.253622,"(4.2, 6.0, 5.766666666666667)","(3.4, 3.8, 3.7818181818181817)","(5.0, 6.8, 6.688888888888888)","(10.0, 11.5, 11.400862068965518)","(12.0, 14.5, 14.203703703703704)","(14.0, 21.0, 20.107142857142858)","(5.5, 6.8, 6.688050314465409)","(61.0, 75.0, 74.16666666666667)","(61.0, 75.0, 69.61538461538461)","(31.0, 42.0, 41.27272727272727)","(101.0, 710.0, 615.0)"
10-01-2023 14:23:05.188465,"(4.2, 6.0, 5.707207207207207)","(3.4, 3.8, 3.7623287671232877)","(5.0, 6.8, 6.688888888888888)","(10.0, 11.5, 11.400862068965518)","(12.0, 14.5, 14.203703703703704)","(14.0, 21.0, 20.285714285714285)","(5.5, 6.8, 6.672668810289389)","(61.0, 75.0, 67.89473684210526)","(61.0, 75.0, 74.0)","(31.0, 42.0, 41.875)","(101.0, 710.0, 615.0)"
10-01-2023 14:23:07.231018,"(4.2, 5.9, 5.707207207207207)","(3.4, 3.85, 3.7623287671232877)","(5.0, 6.8, 6.688888888888888)","(10.0, 11.5, 11.394495412844037)","(12.0, 14.5, 14.203703703703704)","(14.0, 21.0, 20.285714285714285)","(5.5, 6.8, 6.672668810289389)","(61.0, 70.0, 68.92857142857143)","(61.0, 75.0, 74.0)","(31.0, 42.0, 41.875)","(101.0, 710.0, 615.0)"
10-01-2023 14:23:09.240502,"(4.2, 5.8, 5.66875)","(3.4, 3.85, 3.764666666666667)","(5.0, 6.8, 6.688888888888888)","(10.0, 11.5, 11.387254901960784)","(12.0, 14.5, 14.357142857142858)","(14.0, 21.0, 20.285714285714285)","(5.5, 6.8, 6.672668810289389)","(61.0, 70.0, 68.92857142857143)","(61.0, 75.0, 74.0)","(31.0, 42.0, 41.875)","(101.0, 710.0, 615.0)"
10-01-2023 14:23:11.108714,"(4.2, 5.7, 5.678260869565217)","(3.4, 3.85, 3.7986486486486486)","(5.0, 6.8, 6.688888888888888)","(10.0, 11.5, 11.589147286821705)","(12.0, 14.5, 14.26923076923077)","(14.0, 21.0, 20.875)","(5.5, 6.8, 6.536111111111111)","(61.0, 70.0, 68.92857142857143)","(61.0, 75.0, 74.0)","(31.0, 42.0, 41.875)","(101.0, 700.0, 610.0)"
10-01-2023 14:23:12.762447,"(4.2, 5.7, 5.7124999999999995)","(3.4, 3.8, 3.787894736842105)","(5.0, 6.8, 6.666666666666666)","(10.0, 12.0, 11.592592592592592)","(12.0, 14.5, 14.26923076923077)","(14.0, 21.0, 20.875)","(5.5, 6.8, 6.464406779661017)","(61.0, 70.0, 83.33333333333333)","(61.0, 75.0, 74.0)","(31.0, 42.0, 41.875)","(101.0, 700.0, 610.0)"
10-01-2023 14:23:14.502444,"(4.2, 5.8, 5.7124999999999995)","(3.4, 3.85, 3.787894736842105)","(5.0, 6.8, 6.666666666666666)","(10.0, 12.0, 11.533898305084746)","(12.0, 14.5, 14.26923076923077)","(14.0, 21.0, 20.933333333333334)","(5.5, 6.6, 6.412765957446809)","(61.0, 90.0, 83.33333333333333)","(61.0, 75.0, 74.0)","(31.0, 42.0, 41.875)","(101.0, 700.0, 605.0)"
10-01-2023 14:23:16.180181,"(4.2, 5.8, 5.6)","(3.4, 3.85, 3.8082191780821915)","(5.0, 6.8, 6.661538461538461)","(10.0, 12.0, 11.661111111111111)","(12.0, 14.5, 14.66)","(14.0, 21.0, 20.88)","(5.5, 6.6, 6.502222222222223)","(61.0, 90.0, 79.375)","(61.0, 75.0, 74.0)","(31.0, 42.0, 41.875)","(101.0, 690.0, 605.0)"
10-01-2023 14:23:17.912264,"(4.4, 5.6, 5.544)","(3.4, 3.85, 3.8051470588235294)","(5.0, 6.8, 6.68)","(10.0, 12.0, 11.941176470588236)","(12.0, 15.5, 14.775862068965518)","(14.0, 22.0, 20.846153846153847)","(5.5, 6.6, 6.530434782608696)","(61.0, 85.0, 81.36363636363636)","(61.0, 75.0, 74.33333333333333)","(31.0, 42.0, 41.904761904761905)","(101.0, 690.0, 605.0)"
10-01-2023 14:23:19.565725,"(4.4, 5.6, 5.5702127659574465)","(3.4, 3.85, 3.8098684210526312)","(5.0, 6.8, 6.643478260869565)","(10.0, 12.0, 11.688976377952756)","(12.0, 15.5, 14.775862068965518)","(14.0, 22.0, 20.125)","(5.5, 6.6, 6.530434782608696)","(61.0, 95.0, 83.88888888888889)","(61.0, 75.0, 74.33333333333333)","(31.0, 42.0, 41.904761904761905)","(101.0, 690.0, 605.0)"
10-01-2023 14:23:21.122412,"(4.4, 5.6, 5.5702127659574465)","(3.4, 3.85, 3.8051470588235294)","(5.0, 6.8, 6.707692307692308)","(10.0, 12.0, 11.691964285714286)","(12.0, 15.5, 14.775862068965518)","(14.0, 22.0, 20.125)","(5.5, 6.6, 6.530434782608696)","(61.0, 95.0, 83.88888888888889)","(61.0, 75.0, 74.33333333333333)","(31.0, 42.0, 43.14285714285714)","(101.0, 690.0, 605.0)"
10-01-2023 14:23:22.815067,"(4.4, 5.6, 5.5588235294117645)","(3.4, 3.85, 3.8051470588235294)","(5.0, 6.8, 6.675862068965517)","(10.0, 12.0, 11.691964285714286)","(12.0, 15.5, 14.333333333333334)","(14.0, 22.0, 20.125)","(5.5, 6.6, 6.530434782608696)","(61.0, 95.0, 79.0)","(61.0, 75.0, 74.33333333333333)","(31.0, 44.0, 43.45454545454545)","(101.0, 690.0, 605.0)"
10-01-2023 14:23:24.522171,"(4.4, 5.6, 5.576923076923077)","(3.4, 3.85, 3.8098684210526312)","(5.0, 6.8, 6.675862068965517)","(10.0, 12.0, 11.66504854368932)","(12.0, 15.5, 14.083333333333334)","(14.0, 22.0, 20.125)","(5.5, 6.6, 6.530434782608696)","(61.0, 95.0, 79.0)","(61.0, 75.0, 74.33333333333333)","(31.0, 44.0, 42.18181818181818)","(101.0, 690.0, 605.0)"
10-01-2023 14:23:26.183868,"(4.4, 5.7, 5.574074074074074)","(3.4, 3.85, 3.8098684210526312)","(5.0, 6.8, 6.675862068965517)","(10.0, 12.0, 11.82832618025751)","(12.0, 15.5, 14.51923076923077)","(14.0, 22.0, 20.333333333333332)","(5.5, 6.6, 6.530434782608696)","(61.0, 95.0, 79.0)","(61.0, 75.0, 74.33333333333333)","(31.0, 46.0, 42.18181818181818)","(101.0, 690.0, 605.0)"
10-01-2023 14:23:27.890183,"(4.4, 5.7, 5.574074074074074)","(3.4, 3.85, 3.8098684210526312)","(5.0, 6.8, 6.707692307692308)","(10.0, 12.0, 11.518817204301076)","(12.0, 15.5, 14.51923076923077)","(14.0, 21.0, 20.333333333333332)","(5.5, 6.6, 6.530434782608696)","(61.0, 95.0, 79.0)","(61.0, 75.0, 74.33333333333333)","(31.0, 46.0, 42.18181818181818)","(101.0, 690.0, 605.0)"
10-01-2023 14:23:29.547310,"(4.4, 5.7, 5.574074074074074)","(3.4, 3.85, 3.8098684210526312)","(5.0, 6.8, 6.707692307692308)","(10.0, 12.0, 11.523035230352303)","(12.0, 15.5, 14.51923076923077)","(14.0, 21.0, 20.333333333333332)","(5.5, 6.6, 6.530434782608696)","(61.0, 95.0, 79.0)","(61.0, 75.0, 74.33333333333333)","(31.0, 46.0, 42.18181818181818)","(101.0, 690.0, 593.3333333333334)"
10-01-2023 14:23:31.203872,"(4.4, 5.7, 5.574074074074074)","(3.4, 3.85, 3.8098684210526312)","(5.0, 6.8, 6.685714285714286)","(10.0, 12.0, 10.857142857142858)","(12.0, 15.5, 14.225)","(14.0, 21.0, 21.25)","(5.5, 6.6, 6.533333333333333)","(61.0, 95.0, 79.0)","(61.0, 75.0, 78.86363636363636)","(31.0, 46.0, 43.2)","(101.0, 630.0, 593.3333333333334)"
10-01-2023 14:23:32.873821,"(4.4, 5.7, 5.571428571428571)","(3.4, 3.85, 3.8051470588235294)","(5.0, 6.8, 7.04)","(10.0, 11.0, 10.863636363636363)","(12.0, 15.5, 14.391304347826086)","(14.0, 22.0, 20.142857142857142)","(5.5, 6.6, 6.538461538461538)","(61.0, 95.0, 83.2)","(61.0, 85.0, 78.07692307692308)","(31.0, 46.0, 43.2)","(101.0, 630.0, 593.3333333333334)"
