,Impress Scarlett,Impress Patch,Vans Turbo,Inga Lenny,Chanko Girl,Inga Bluey,King Of All,Funky Felix
09-01-2023 16:17:49.447287,"(7.5, 9.2, 9.038709677419355)","(3.8, 4.5, 4.333333333333333)","(5.0, 6.8, 6.71)","(12.0, 24.0, 23.710526315789473)","(21.0, 29.0, 28.1)","(8.5, 12.5, 10.681818181818182)","(8.0, 10.5, 10.3)","(3.2, 4.2, 3.9473684210526314)"
09-01-2023 16:17:50.694551,"(7.5, 9.2, 9.038709677419355)","(3.8, 4.5, 4.425)","(5.0, 6.8, 6.694117647058824)","(12.0, 24.0, 23.710526315789473)","(21.0, 29.0, 27.666666666666668)","(8.5, 12.5, 10.878378378378379)","(8.0, 10.5, 10.409090909090908)","(3.2, 4.2, 3.940909090909091)"
09-01-2023 16:17:51.951761,"(7.5, 9.2, 9.048484848484849)","(3.8, 4.5, 4.483333333333333)","(5.0, 6.8, 6.694117647058824)","(12.0, 24.0, 23.710526315789473)","(21.0, 29.0, 27.666666666666668)","(8.5, 12.5, 10.878378378378379)","(8.0, 10.5, 10.409090909090908)","(3.2, 4.2, 3.940909090909091)"
09-01-2023 16:17:53.109715,"(7.5, 9.2, 9.048484848484849)","(3.8, 4.5, 4.483333333333333)","(5.0, 6.8, 6.62)","(12.0, 24.0, 23.710526315789473)","(21.0, 29.0, 27.666666666666668)","(8.5, 12.5, 11.6)","(8.0, 10.5, 10.28125)","(3.2, 4.2, 3.9625)"
09-01-2023 16:17:54.215382,"(7.5, 9.2, 9.048484848484849)","(3.8, 4.5, 4.483333333333333)","(5.0, 6.8, 6.62)","(12.0, 24.0, 23.710526315789473)","(21.0, 29.0, 27.666666666666668)","(8.5, 12.0, 11.066666666666666)","(8.0, 10.5, 10.409090909090908)","(3.2, 4.2, 3.940909090909091)"
09-01-2023 16:17:55.327910,"(7.5, 9.2, 9.048484848484849)","(3.8, 4.5, 4.483333333333333)","(5.0, 6.8, 6.62)","(12.0, 24.0, 23.710526315789473)","(21.0, 29.0, 27.666666666666668)","(8.5, 12.0, 11.0)","(8.0, 10.5, 10.409090909090908)","(3.2, 4.2, 3.940909090909091)"
09-01-2023 16:17:56.534118,"(7.5, 9.2, 9.048484848484849)","(3.8, 4.5, 4.46)","(5.0, 6.8, 6.694117647058824)","(12.0, 24.0, 23.710526315789473)","(21.0, 29.0, 27.666666666666668)","(8.5, 12.0, 10.709677419354838)","(8.0, 10.5, 10.15)","(3.2, 4.2, 3.9625)"
09-01-2023 16:17:57.817119,"(7.5, 9.2, 9.038709677419355)","(3.8, 4.5, 4.46)","(5.0, 6.8, 6.62)","(12.0, 24.0, 23.710526315789473)","(21.0, 29.0, 27.666666666666668)","(8.5, 12.0, 10.787878787878787)","(8.0, 10.5, 10.3)","(3.2, 4.2, 3.972)"
09-01-2023 16:17:59.076515,"(7.5, 9.2, 8.644444444444444)","(3.8, 4.5, 4.394736842105263)","(5.0, 6.8, 6.643478260869565)","(12.0, 24.0, 23.710526315789473)","(21.0, 29.0, 27.666666666666668)","(8.5, 12.0, 10.787878787878787)","(8.0, 10.5, 10.409090909090908)","(3.2, 4.2, 4.008)"
09-01-2023 16:18:00.351975,"(7.5, 9.2, 8.815384615384616)","(3.8, 4.5, 4.483333333333333)","(5.0, 6.8, 6.694117647058824)","(12.0, 24.0, 23.710526315789473)","(21.0, 29.0, 27.666666666666668)","(8.5, 12.0, 10.787878787878787)","(8.0, 10.5, 10.28125)","(3.2, 4.2, 3.9625)"
09-01-2023 16:18:01.479109,"(7.5, 9.2, 8.815384615384616)","(3.8, 4.5, 4.483333333333333)","(5.0, 6.8, 6.694117647058824)","(12.0, 24.0, 23.710526315789473)","(21.0, 29.0, 27.666666666666668)","(8.5, 12.0, 10.787878787878787)","(8.0, 10.5, 10.28125)","(3.2, 4.2, 3.9625)"
09-01-2023 16:18:02.621680,"(7.5, 9.2, 8.815384615384616)","(3.8, 4.5, 4.483333333333333)","(5.0, 6.8, 6.694117647058824)","(12.0, 24.0, 23.710526315789473)","(21.0, 29.0, 27.666666666666668)","(8.5, 12.0, 10.787878787878787)","(8.0, 10.5, 10.409090909090908)","(3.2, 4.2, 3.940909090909091)"
09-01-2023 16:18:03.762191,"(7.5, 9.2, 8.815384615384616)","(3.8, 4.5, 4.4875)","(5.0, 6.8, 6.707692307692308)","(12.0, 24.0, 22.25)","(21.0, 29.0, 27.666666666666668)","(8.5, 12.0, 10.787878787878787)","(8.0, 10.5, 10.15)","(3.2, 4.2, 3.9625)"
09-01-2023 16:18:04.982297,"(7.5, 9.2, 8.81904761904762)","(3.8, 4.5, 4.48)","(5.0, 6.8, 6.65)","(12.0, 25.0, 24.607142857142858)","(21.0, 29.0, 27.666666666666668)","(8.5, 12.0, 10.787878787878787)","(8.0, 10.5, 10.3)","(3.2, 4.2, 3.940909090909091)"
09-01-2023 16:18:06.238069,"(7.5, 9.2, 8.438095238095238)","(3.8, 4.5, 4.46)","(5.0, 6.8, 6.65)","(12.0, 25.0, 23.75)","(21.0, 29.0, 27.666666666666668)","(8.5, 12.0, 10.787878787878787)","(8.0, 10.5, 10.3)","(3.2, 4.2, 3.940909090909091)"
09-01-2023 16:18:07.454870,"(7.5, 9.2, 8.438095238095238)","(3.8, 4.5, 4.359999999999999)","(5.0, 6.8, 6.56)","(12.0, 25.0, 20.76923076923077)","(21.0, 29.0, 27.666666666666668)","(8.5, 12.0, 10.787878787878787)","(8.0, 10.5, 10.28125)","(3.2, 4.2, 3.9625)"
09-01-2023 16:18:08.630640,"(7.5, 9.2, 8.654545454545454)","(3.8, 4.6, 4.52)","(5.0, 6.6, 6.56)","(12.0, 25.0, 22.0)","(21.0, 29.0, 27.615384615384617)","(8.5, 12.0, 10.787878787878787)","(8.0, 10.5, 10.28125)","(3.2, 4.2, 3.9625)"
09-01-2023 16:18:09.826085,"(7.5, 9.2, 8.654545454545454)","(3.8, 4.6, 4.523809523809524)","(5.0, 6.6, 6.533333333333333)","(12.0, 24.0, 23.0)","(21.0, 29.0, 27.615384615384617)","(8.5, 12.0, 10.787878787878787)","(8.0, 10.5, 10.409090909090908)","(3.2, 4.2, 3.940909090909091)"
09-01-2023 16:18:11.049477,"(7.5, 9.2, 8.678260869565216)","(3.8, 4.6, 4.523809523809524)","(5.0, 6.6, 6.533333333333333)","(12.0, 24.0, 23.0)","(21.0, 29.0, 27.615384615384617)","(8.5, 12.0, 10.787878787878787)","(8.0, 10.5, 10.409090909090908)","(3.2, 4.2, 3.940909090909091)"
09-01-2023 16:18:12.288306,"(7.5, 9.2, 8.654545454545454)","(3.8, 4.6, 4.523809523809524)","(5.0, 6.6, 6.44)","(12.0, 24.0, 22.285714285714285)","(21.0, 29.0, 27.615384615384617)","(8.5, 12.0, 10.787878787878787)","(8.0, 10.5, 10.28125)","(3.2, 4.2, 3.9625)"
09-01-2023 16:18:13.453995,"(7.5, 9.2, 8.654545454545454)","(3.8, 4.6, 4.523809523809524)","(5.0, 6.6, 6.5)","(12.0, 24.0, 23.0)","(21.0, 29.0, 27.444444444444443)","(8.5, 12.0, 10.787878787878787)","(8.0, 10.5, 10.3)","(3.2, 4.2, 3.940909090909091)"
09-01-2023 16:18:14.604083,"(7.5, 9.2, 8.654545454545454)","(3.8, 4.6, 4.411764705882353)","(5.0, 6.8, 6.666666666666667)","(12.0, 24.0, 23.0)","(21.0, 28.0, 27.470588235294116)","(8.5, 12.0, 10.787878787878787)","(8.0, 10.5, 10.3)","(3.2, 4.2, 3.940909090909091)"
09-01-2023 16:18:15.790032,"(7.5, 9.2, 8.866666666666665)","(3.8, 4.6, 4.538461538461538)","(5.0, 6.8, 6.666666666666667)","(12.0, 24.0, 23.0)","(21.0, 28.0, 27.228571428571428)","(8.5, 12.0, 10.787878787878787)","(8.0, 10.5, 10.28125)","(3.2, 4.2, 3.9625)"
09-01-2023 16:18:16.833094,"(7.5, 9.2, 8.81904761904762)","(3.8, 4.6, 4.556756756756757)","(5.0, 6.6, 6.5375)","(12.0, 24.0, 23.0)","(21.0, 28.0, 27.228571428571428)","(8.5, 12.0, 10.604651162790697)","(8.0, 10.5, 10.214285714285714)","(3.2, 4.2, 3.9285714285714284)"
09-01-2023 16:18:17.942324,"(7.5, 9.2, 8.85217391304348)","(3.8, 4.6, 4.556756756756757)","(5.0, 6.6, 6.552380952380952)","(12.0, 24.0, 23.0)","(21.0, 28.0, 27.228571428571428)","(8.5, 12.0, 10.604651162790697)","(8.0, 10.5, 10.214285714285714)","(3.2, 4.2, 3.9285714285714284)"
09-01-2023 16:18:19.076819,"(7.5, 9.2, 8.85217391304348)","(3.8, 4.6, 4.556756756756757)","(5.0, 6.6, 6.552380952380952)","(12.0, 24.0, 23.0)","(21.0, 28.0, 27.228571428571428)","(8.5, 11.5, 10.722222222222221)","(8.0, 10.5, 10.113636363636363)","(3.2, 4.2, 4.0323529411764705)"
09-01-2023 16:18:20.280375,"(7.5, 9.2, 8.836363636363638)","(3.8, 4.6, 4.556756756756757)","(5.0, 6.6, 6.552380952380952)","(12.0, 24.0, 22.285714285714285)","(21.0, 28.0, 27.228571428571428)","(8.5, 11.5, 10.54)","(8.0, 10.5, 10.346153846153847)","(3.2, 4.2, 4.125)"
09-01-2023 16:18:21.508789,"(7.5, 9.2, 8.836363636363638)","(3.8, 4.6, 4.556756756756757)","(5.0, 6.6, 6.5777777777777775)","(12.0, 24.0, 23.0)","(21.0, 28.0, 27.228571428571428)","(8.5, 11.5, 10.3)","(8.0, 10.5, 10.107142857142858)","(3.2, 4.2, 4.080952380952381)"
09-01-2023 16:18:22.761344,"(7.5, 9.2, 8.836363636363638)","(3.8, 4.6, 4.538461538461538)","(5.0, 7.0, 6.843478260869565)","(12.0, 24.0, 22.285714285714285)","(21.0, 28.0, 25.365853658536587)","(8.5, 11.5, 10.318181818181818)","(8.0, 10.5, 10.107142857142858)","(3.2, 4.1, 4.078571428571428)"
09-01-2023 16:18:23.958705,"(7.5, 9.2, 8.84705882352941)","(3.8, 4.6, 4.548387096774193)","(5.0, 7.0, 6.685714285714285)","(12.0, 24.0, 22.285714285714285)","(21.0, 28.0, 25.428571428571427)","(8.5, 11.5, 10.2)","(8.0, 10.5, 10.225)","(3.2, 4.1, 4.052631578947368)"
09-01-2023 16:18:25.466629,"(7.5, 9.2, 8.977777777777778)","(3.8, 4.6, 4.556756756756757)","(5.0, 6.8, 6.733333333333333)","(12.0, 24.0, 23.0)","(21.0, 28.0, 25.363636363636363)","(8.5, 11.5, 10.2)","(8.0, 10.5, 10.225)","(3.2, 4.1, 4.052631578947368)"
09-01-2023 16:18:26.828738,"(7.5, 9.2, 8.977777777777778)","(3.8, 4.6, 4.556756756756757)","(5.0, 6.8, 6.763636363636364)","(12.0, 24.0, 23.0)","(21.0, 28.0, 25.428571428571427)","(8.5, 11.5, 10.318181818181818)","(8.0, 10.5, 10.25)","(3.2, 4.1, 4.056756756756757)"
09-01-2023 16:18:28.096995,"(7.5, 9.2, 8.977777777777778)","(3.8, 4.6, 4.556756756756757)","(5.0, 6.8, 6.763636363636364)","(12.0, 24.0, 22.285714285714285)","(21.0, 28.0, 25.09090909090909)","(8.5, 11.5, 10.15)","(8.0, 10.5, 10.346153846153847)","(3.2, 4.1, 4.065714285714286)"
09-01-2023 16:18:29.321273,"(7.5, 9.2, 8.977777777777778)","(3.8, 4.6, 4.565625)","(5.0, 6.8, 6.763636363636364)","(12.0, 24.0, 22.285714285714285)","(21.0, 26.0, 24.88888888888889)","(8.5, 11.5, 10.15)","(8.0, 10.5, 10.346153846153847)","(3.2, 4.1, 4.045454545454545)"
09-01-2023 16:18:30.691100,"(7.5, 9.2, 8.977777777777778)","(3.8, 4.6, 4.538461538461538)","(5.0, 6.8, 7.22608695652174)","(12.0, 24.0, 22.285714285714285)","(21.0, 26.0, 24.88888888888889)","(8.5, 11.5, 10.15)","(8.0, 10.5, 10.214285714285714)","(3.2, 4.1, 4.028)"
09-01-2023 16:18:32.108329,"(7.5, 9.2, 8.977777777777778)","(3.8, 4.6, 4.538461538461538)","(5.0, 7.4, 7.22608695652174)","(12.0, 24.0, 23.0)","(21.0, 26.0, 24.88888888888889)","(8.5, 11.5, 10.15)","(8.0, 10.5, 9.569230769230769)","(3.2, 4.1, 4.15)"
09-01-2023 16:18:33.417674,"(7.5, 9.2, 8.977777777777778)","(3.8, 4.6, 4.556756756756757)","(5.0, 7.4, 6.913043478260869)","(12.0, 24.0, 23.0)","(21.0, 26.0, 24.88888888888889)","(8.5, 11.5, 10.244186046511627)","(8.0, 10.5, 10.115)","(3.2, 4.2, 4.15)"
09-01-2023 16:18:34.724369,"(7.5, 9.2, 8.977777777777778)","(3.8, 4.6, 4.556756756756757)","(5.0, 7.0, 6.913043478260869)","(12.0, 24.0, 22.285714285714285)","(21.0, 26.0, 24.88888888888889)","(8.5, 11.5, 10.15)","(8.0, 10.5, 10.115)","(3.2, 4.2, 4.15)"
09-01-2023 16:18:36.010207,"(7.5, 9.2, 8.977777777777778)","(3.8, 4.6, 4.5777777777777775)","(5.0, 7.0, 6.913043478260869)","(12.0, 24.0, 22.285714285714285)","(21.0, 26.0, 24.88888888888889)","(8.5, 11.5, 10.15)","(8.0, 10.5, 10.115)","(3.2, 4.2, 4.152127659574468)"
09-01-2023 16:18:37.437725,"(7.5, 9.2, 8.977777777777778)","(3.8, 4.6, 4.5777777777777775)","(5.0, 7.0, 6.913043478260869)","(12.0, 24.0, 22.285714285714285)","(21.0, 26.0, 24.96551724137931)","(8.5, 11.5, 10.13953488372093)","(8.0, 10.5, 10.005882352941176)","(3.2, 4.2, 4.152127659574468)"
09-01-2023 16:18:39.053998,"(7.5, 9.2, 8.977777777777778)","(3.8, 4.5, 4.403225806451613)","(5.0, 7.4, 7.16)","(12.0, 24.0, 23.076923076923077)","(21.0, 26.0, 24.96551724137931)","(8.5, 11.5, 10.13953488372093)","(8.0, 10.5, 9.940000000000001)","(3.2, 4.2, 4.070689655172414)"
09-01-2023 16:18:40.337024,"(7.5, 9.2, 8.977777777777778)","(3.8, 4.5, 4.403225806451613)","(5.0, 7.4, 7.16)","(12.0, 24.0, 23.076923076923077)","(21.0, 26.0, 24.96551724137931)","(8.5, 11.5, 10.13953488372093)","(8.0, 10.5, 9.940000000000001)","(3.2, 4.2, 4.084615384615385)"
09-01-2023 16:18:41.669746,"(7.5, 9.2, 8.977777777777778)","(3.8, 4.5, 4.403225806451613)","(5.0, 7.4, 7.16)","(12.0, 24.0, 22.285714285714285)","(21.0, 26.0, 24.96551724137931)","(8.5, 11.5, 10.13953488372093)","(8.0, 10.5, 10.147058823529411)","(3.2, 4.2, 4.08125)"
09-01-2023 16:18:42.988624,"(7.5, 9.2, 8.977777777777778)","(3.8, 4.5, 4.417808219178083)","(5.0, 7.4, 7.133333333333334)","(12.0, 24.0, 22.285714285714285)","(21.0, 26.0, 24.96551724137931)","(8.5, 11.5, 10.13953488372093)","(8.0, 10.5, 10.147058823529411)","(3.2, 4.1, 4.111111111111111)"
09-01-2023 16:18:44.337698,"(7.5, 9.2, 8.977777777777778)","(3.8, 4.5, 4.417808219178083)","(5.0, 7.4, 7.133333333333334)","(12.0, 24.0, 23.0)","(21.0, 26.0, 29.647058823529413)","(8.5, 11.5, 10.13953488372093)","(8.0, 10.5, 10.147058823529411)","(3.2, 4.2, 4.057142857142857)"
09-01-2023 16:18:45.663199,"(7.5, 9.2, 8.977777777777778)","(3.8, 4.5, 4.417808219178083)","(5.0, 7.4, 7.133333333333334)","(12.0, 24.0, 23.076923076923077)","(21.0, 30.0, 28.444444444444443)","(8.5, 11.5, 9.821052631578947)","(8.0, 10.5, 10.13888888888889)","(3.2, 4.2, 4.094736842105263)"
09-01-2023 16:18:47.034514,"(7.5, 9.2, 8.977777777777778)","(3.8, 4.5, 4.41044776119403)","(5.0, 7.4, 6.533333333333333)","(12.0, 24.0, 22.5)","(21.0, 30.0, 28.444444444444443)","(8.5, 11.0, 9.75)","(8.0, 10.5, 10.09375)","(3.2, 4.2, 4.109090909090909)"
09-01-2023 16:18:48.380495,"(7.5, 9.2, 8.977777777777778)","(3.8, 4.5, 4.403773584905661)","(5.0, 7.2, 6.8500000000000005)","(12.0, 24.0, 22.5)","(21.0, 30.0, 26.818181818181817)","(8.5, 11.0, 9.75)","(8.0, 10.5, 10.09375)","(3.2, 4.2, 4.109090909090909)"
09-01-2023 16:18:49.699960,"(7.5, 9.2, 8.977777777777778)","(3.8, 4.5, 4.403773584905661)","(5.0, 7.2, 6.876923076923077)","(12.0, 24.0, 22.5)","(21.0, 30.0, 26.5)","(8.5, 11.0, 9.733333333333333)","(8.0, 10.5, 10.113636363636363)","(3.2, 4.2, 4.177777777777777)"
09-01-2023 16:18:50.969369,"(7.5, 9.2, 9.0)","(3.8, 4.4, 4.308474576271187)","(5.0, 7.0, 6.938461538461539)","(12.0, 24.0, 22.5)","(21.0, 30.0, 26.5)","(8.5, 11.0, 9.733333333333333)","(8.0, 10.5, 10.113636363636363)","(3.2, 4.3, 4.177777777777777)"
09-01-2023 16:18:52.333999,"(7.5, 9.2, 9.0)","(3.8, 4.4, 4.308474576271187)","(5.0, 7.0, 6.938461538461539)","(12.0, 24.0, 22.5)","(21.0, 30.0, 26.5)","(8.5, 11.0, 9.733333333333333)","(8.0, 10.5, 10.113636363636363)","(3.2, 4.3, 4.241176470588235)"
09-01-2023 16:18:53.733464,"(7.5, 9.2, 9.0)","(3.8, 4.4, 4.316923076923077)","(4.8, 7.0, 6.8)","(12.0, 24.0, 23.076923076923077)","(21.0, 30.0, 26.5)","(8.5, 10.5, 9.724137931034482)","(8.0, 10.5, 10.113636363636363)","(3.2, 4.3, 4.241176470588235)"
09-01-2023 16:18:55.143819,"(7.5, 9.2, 9.0)","(3.8, 4.4, 4.31)","(4.8, 7.0, 6.8)","(12.0, 24.0, 23.25)","(21.0, 30.0, 26.5)","(8.5, 10.5, 9.692307692307692)","(8.0, 10.5, 9.459999999999999)","(3.2, 4.3, 4.281818181818181)"
09-01-2023 16:18:56.622324,"(7.5, 9.2, 9.0)","(3.8, 4.4, 4.31)","(4.8, 7.0, 6.8)","(12.0, 24.0, 23.25)","(21.0, 30.0, 26.5)","(8.5, 10.5, 9.692307692307692)","(8.0, 10.5, 9.459999999999999)","(3.2, 4.3, 4.281818181818181)"
09-01-2023 16:18:58.043183,"(7.5, 9.2, 8.993103448275862)","(3.8, 4.4, 4.23125)","(4.8, 7.0, 6.91)","(12.0, 24.0, 23.25)","(21.0, 30.0, 26.5)","(8.5, 10.5, 8.65)","(8.0, 10.5, 9.877777777777778)","(3.2, 4.3, 4.4)"
09-01-2023 16:18:59.405761,"(7.5, 9.2, 8.993103448275862)","(3.8, 4.4, 4.23125)","(5.0, 7.0, 6.91)","(13.0, 24.0, 23.25)","(21.0, 30.0, 26.5)","(8.5, 10.5, 9.4)","(8.0, 10.5, 9.893333333333334)","(3.2, 4.5, 4.433333333333334)"
09-01-2023 16:19:00.794371,"(7.5, 9.2, 8.993103448275862)","(3.8, 4.4, 4.3052631578947365)","(5.0, 7.0, 6.91)","(13.0, 24.0, 23.470588235294116)","(21.0, 30.0, 26.5)","(8.5, 10.0, 9.4)","(8.0, 10.5, 9.893333333333334)","(3.2, 4.5, 4.433333333333334)"
09-01-2023 16:19:02.072760,"(7.5, 9.2, 8.993103448275862)","(3.8, 4.4, 4.3052631578947365)","(5.0, 7.0, 6.91)","(13.0, 24.0, 23.470588235294116)","(21.0, 30.0, 26.5)","(8.5, 10.0, 9.4)","(8.0, 10.5, 9.893333333333334)","(3.2, 4.5, 4.433333333333334)"
09-01-2023 16:19:03.543078,"(7.5, 9.2, 8.993103448275862)","(3.8, 4.4, 4.3052631578947365)","(5.0, 7.0, 7.02)","(13.0, 24.0, 21.285714285714285)","(21.0, 30.0, 28.72)","(8.5, 10.0, 8.826666666666668)","(8.0, 10.5, 9.95)","(3.2, 4.5, 4.520588235294118)"
09-01-2023 16:19:04.873165,"(7.5, 9.2, 8.993103448275862)","(3.8, 4.4, 4.3052631578947365)","(5.0, 7.2, 7.02)","(13.0, 23.0, 21.4)","(21.0, 30.0, 28.72)","(8.5, 10.0, 8.826666666666668)","(8.0, 10.5, 10.0875)","(3.2, 4.6, 4.4875)"
09-01-2023 16:19:06.249379,"(7.5, 9.2, 8.993103448275862)","(3.8, 4.4, 4.3052631578947365)","(5.0, 7.2, 7.02)","(13.0, 23.0, 21.4)","(21.0, 30.0, 28.72)","(8.5, 10.0, 8.826666666666668)","(8.0, 10.5, 10.0875)","(3.2, 4.6, 4.4875)"
09-01-2023 16:19:07.662416,"(7.5, 9.8, 9.525)","(3.8, 4.4, 4.3052631578947365)","(5.0, 7.2, 6.965217391304348)","(13.0, 23.0, 21.4)","(21.0, 30.0, 28.666666666666668)","(8.5, 9.8, 8.843478260869565)","(8.0, 10.5, 10.307142857142857)","(3.2, 4.6, 4.465)"
09-01-2023 16:19:09.049026,"(7.5, 9.8, 9.525)","(3.8, 4.4, 4.3052631578947365)","(5.0, 7.2, 6.965217391304348)","(13.0, 23.0, 21.4)","(21.0, 30.0, 28.2)","(8.5, 9.8, 8.830303030303032)","(8.0, 10.5, 10.121052631578948)","(3.2, 4.6, 4.465)"
09-01-2023 16:19:10.425766,"(7.5, 9.8, 9.525)","(3.8, 4.4, 4.303571428571429)","(5.0, 7.2, 6.965217391304348)","(13.0, 23.0, 21.4)","(21.0, 30.0, 28.2)","(8.5, 9.8, 8.82325581395349)","(8.0, 10.5, 10.15)","(3.2, 4.6, 4.465)"
09-01-2023 16:19:11.770419,"(7.5, 9.8, 9.525)","(3.8, 4.4, 4.303571428571429)","(5.0, 7.2, 6.965217391304348)","(13.0, 23.0, 21.4)","(21.0, 30.0, 28.2)","(8.5, 9.8, 8.82325581395349)","(8.0, 10.5, 10.361538461538462)","(3.3, 4.6, 4.369230769230769)"
09-01-2023 16:19:13.078281,"(7.5, 9.8, 9.525)","(3.8, 4.4, 4.303571428571429)","(5.0, 7.2, 6.965217391304348)","(14.0, 23.0, 21.4)","(21.0, 30.0, 28.2)","(8.5, 9.8, 8.82325581395349)","(8.0, 10.5, 10.361538461538462)","(3.3, 4.6, 4.35625)"
09-01-2023 16:19:14.434140,"(7.5, 9.8, 9.525)","(3.8, 4.4, 4.303571428571429)","(5.0, 7.2, 6.965217391304348)","(14.0, 23.0, 21.4)","(21.0, 30.0, 28.315789473684212)","(8.5, 9.8, 8.82325581395349)","(8.0, 10.5, 10.21875)","(3.3, 4.6, 4.455555555555556)"
09-01-2023 16:19:15.795029,"(7.5, 9.8, 9.525)","(3.8, 4.4, 4.302150537634408)","(5.0, 7.2, 7.02)","(14.0, 23.0, 21.4)","(21.0, 30.0, 28.2)","(8.5, 9.8, 8.92258064516129)","(8.0, 10.5, 10.05)","(3.3, 4.6, 4.455555555555556)"
09-01-2023 16:19:17.143506,"(7.5, 9.8, 9.600000000000001)","(3.8, 4.4, 4.2324786324786325)","(5.0, 7.2, 6.7555555555555555)","(14.0, 23.0, 21.4)","(21.0, 30.0, 28.666666666666668)","(8.0, 9.6, 8.866666666666667)","(8.0, 10.5, 10.153846153846153)","(3.3, 4.6, 4.455555555555556)"
09-01-2023 16:19:18.530214,"(7.5, 9.8, 9.683333333333334)","(3.8, 4.4, 4.2324786324786325)","(5.0, 7.0, 6.685714285714285)","(14.0, 23.0, 21.4)","(21.0, 30.0, 27.818181818181817)","(8.0, 9.4, 9.040000000000001)","(8.0, 10.5, 10.153846153846153)","(3.3, 4.6, 4.404999999999999)"
09-01-2023 16:19:19.904046,"(7.5, 9.8, 9.683333333333334)","(3.8, 4.4, 4.2324786324786325)","(5.0, 7.0, 6.685714285714285)","(14.0, 23.0, 21.4)","(21.0, 30.0, 28.285714285714285)","(8.0, 9.4, 8.933333333333334)","(8.0, 10.5, 10.153846153846153)","(3.3, 4.6, 4.404999999999999)"
09-01-2023 16:19:21.299635,"(7.5, 9.8, 9.683333333333334)","(3.8, 4.4, 4.2324786324786325)","(5.0, 7.0, 6.7555555555555555)","(14.0, 23.0, 21.4)","(21.0, 30.0, 27.714285714285715)","(8.0, 9.4, 8.957894736842105)","(8.0, 10.5, 10.0)","(3.3, 4.6, 4.404999999999999)"
09-01-2023 16:19:22.711503,"(7.5, 9.8, 9.683333333333334)","(3.8, 4.4, 4.226548672566372)","(5.0, 7.0, 6.672727272727273)","(14.0, 23.0, 21.4)","(21.0, 30.0, 27.714285714285715)","(8.0, 9.4, 8.957894736842105)","(8.0, 10.5, 10.0)","(3.3, 4.6, 4.404999999999999)"
09-01-2023 16:19:24.088652,"(7.5, 9.8, 9.683333333333334)","(3.7, 4.4, 4.226548672566372)","(5.0, 6.8, 6.753846153846154)","(14.0, 23.0, 21.5)","(21.0, 30.0, 28.5)","(8.0, 9.4, 8.945945945945947)","(8.0, 10.5, 9.975000000000001)","(3.3, 4.6, 4.426666666666667)"
09-01-2023 16:19:25.421061,"(7.5, 9.8, 9.642857142857144)","(3.7, 4.4, 4.226548672566372)","(5.0, 6.8, 6.753846153846154)","(14.0, 23.0, 21.5)","(21.0, 30.0, 29.142857142857142)","(8.0, 9.4, 8.945945945945947)","(8.0, 10.5, 9.991304347826087)","(3.3, 4.6, 4.426666666666667)"
09-01-2023 16:19:26.716763,"(7.5, 9.8, 9.642857142857144)","(3.7, 4.4, 4.226548672566372)","(5.0, 6.8, 6.711111111111111)","(14.0, 23.0, 21.5)","(21.0, 30.0, 29.142857142857142)","(8.0, 9.4, 8.621782178217822)","(8.0, 10.5, 9.768749999999999)","(3.3, 4.6, 4.426666666666667)"
09-01-2023 16:19:28.022914,"(7.5, 9.8, 9.683333333333334)","(3.7, 4.4, 4.23448275862069)","(5.0, 6.8, 6.753846153846154)","(14.0, 23.0, 21.5)","(21.0, 30.0, 29.142857142857142)","(8.0, 8.8, 8.952941176470588)","(8.0, 10.5, 9.768749999999999)","(3.3, 4.6, 4.426666666666667)"
09-01-2023 16:19:29.384850,"(7.5, 9.8, 9.683333333333334)","(3.7, 4.4, 4.23448275862069)","(5.0, 6.8, 6.753846153846154)","(14.0, 23.0, 21.41176470588235)","(21.0, 30.0, 29.142857142857142)","(8.0, 9.0, 8.717647058823529)","(8.0, 10.5, 9.959999999999999)","(3.3, 4.6, 4.394736842105263)"
09-01-2023 16:19:30.769631,"(7.5, 9.8, 9.642857142857144)","(3.7, 4.4, 4.23448275862069)","(5.0, 6.8, 6.9)","(14.0, 23.0, 21.77777777777778)","(21.0, 30.0, 29.142857142857142)","(8.0, 9.0, 8.717647058823529)","(8.0, 10.5, 10.094736842105263)","(3.3, 4.6, 4.394736842105263)"
09-01-2023 16:19:32.187895,"(7.5, 9.8, 9.642857142857144)","(3.7, 4.4, 4.23448275862069)","(5.0, 7.0, 6.8545454545454545)","(14.0, 22.0, 21.77777777777778)","(21.0, 30.0, 29.142857142857142)","(8.0, 9.0, 8.8)","(8.0, 10.5, 10.094736842105263)","(3.3, 4.6, 4.359999999999999)"
09-01-2023 16:19:33.594361,"(7.5, 9.8, 9.683333333333334)","(3.7, 4.4, 4.23448275862069)","(5.0, 7.0, 6.8545454545454545)","(14.0, 22.0, 21.77777777777778)","(21.0, 30.0, 33.1764705882353)","(7.5, 9.0, 8.741176470588234)","(8.0, 10.5, 10.05)","(3.3, 4.6, 4.359999999999999)"
09-01-2023 16:19:35.086166,"(7.5, 9.8, 9.683333333333334)","(3.7, 4.4, 4.23448275862069)","(5.0, 7.0, 6.8545454545454545)","(14.0, 22.0, 21.77777777777778)","(21.0, 36.0, 32.0)","(7.5, 9.0, 8.77560975609756)","(8.0, 10.5, 10.166666666666666)","(3.3, 4.6, 4.359999999999999)"
