,Golden Oak,Pear Lemonade,Big Falcon Rocket,Trevilion,Saint Scotty,Joyride,Get Hammered,Rys Revenge
15-12-2022 12:59:12.290278,"(17.0, 34.0, 29.166666666666664)","(26.0, 40.0, 28.666666666666668)","(4.0, 5.0, 4.672727272727273)","(21.0, 120.0, 67.75)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.5)","(1.85, 2.06, 2.0234285714285716)","(15.0, 26.0, 21.0)"
15-12-2022 12:59:13.784918,"(17.0, 34.0, 29.166666666666664)","(26.0, 40.0, 28.666666666666668)","(4.0, 5.0, 4.672727272727273)","(21.0, 120.0, 67.75)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.5)","(1.85, 2.06, 2.0234285714285716)","(15.0, 26.0, 21.0)"
15-12-2022 12:59:15.250685,"(17.0, 34.0, 29.166666666666664)","(26.0, 40.0, 28.666666666666668)","(4.0, 5.0, 4.621052631578947)","(21.0, 120.0, 67.75)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.5)","(1.85, 2.06, 2.0234285714285716)","(15.0, 26.0, 21.0)"
15-12-2022 12:59:16.758686,"(17.0, 34.0, 29.166666666666664)","(26.0, 40.0, 28.666666666666668)","(4.0, 5.0, 4.621052631578947)","(21.0, 120.0, 67.75)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.5)","(1.85, 2.06, 2.0234285714285716)","(15.0, 26.0, 21.0)"
15-12-2022 12:59:18.435009,"(17.0, 34.0, 29.166666666666664)","(26.0, 40.0, 28.666666666666668)","(4.0, 5.0, 4.621052631578947)","(21.0, 120.0, 67.75)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.5)","(1.85, 2.06, 2.0234285714285716)","(15.0, 26.0, 21.0)"
15-12-2022 12:59:19.940584,"(17.0, 34.0, 29.166666666666664)","(26.0, 40.0, 28.666666666666668)","(4.0, 5.0, 4.621052631578947)","(21.0, 120.0, 67.75)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.5)","(1.85, 2.06, 2.0234285714285716)","(15.0, 26.0, 21.0)"
15-12-2022 12:59:21.294390,"(17.0, 34.0, 29.166666666666664)","(26.0, 40.0, 28.666666666666668)","(4.0, 5.0, 4.621052631578947)","(21.0, 120.0, 68.0)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.5)","(1.85, 2.06, 2.0234285714285716)","(15.0, 26.0, 21.0)"
15-12-2022 12:59:22.547260,"(17.0, 34.0, 29.166666666666664)","(26.0, 40.0, 28.666666666666668)","(4.0, 5.0, 4.621052631578947)","(21.0, 120.0, 68.0)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.5)","(1.85, 2.06, 2.0234285714285716)","(15.0, 26.0, 21.0)"
15-12-2022 12:59:23.800118,"(17.0, 34.0, 29.166666666666664)","(26.0, 40.0, 28.666666666666668)","(4.0, 5.0, 4.621052631578947)","(21.0, 120.0, 68.0)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.5)","(1.85, 2.06, 2.0234285714285716)","(15.0, 26.0, 21.0)"
15-12-2022 12:59:25.012372,"(17.0, 34.0, 29.166666666666664)","(26.0, 40.0, 28.666666666666668)","(4.0, 5.0, 4.621052631578947)","(21.0, 120.0, 67.75)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.5)","(1.85, 2.06, 2.0234285714285716)","(15.0, 26.0, 21.0)"
15-12-2022 12:59:26.226016,"(17.0, 34.0, 29.166666666666664)","(26.0, 40.0, 28.666666666666668)","(4.0, 5.0, 4.621052631578947)","(21.0, 120.0, 67.75)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.5)","(1.85, 2.06, 2.0234285714285716)","(15.0, 26.0, 21.0)"
15-12-2022 12:59:27.357926,"(17.0, 34.0, 29.166666666666664)","(26.0, 40.0, 28.666666666666668)","(4.0, 5.0, 4.621052631578947)","(21.0, 120.0, 67.75)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.5)","(1.85, 2.06, 2.0234285714285716)","(15.0, 26.0, 21.0)"
15-12-2022 12:59:28.563323,"(17.0, 34.0, 29.166666666666664)","(26.0, 40.0, 28.666666666666668)","(4.0, 5.0, 4.621052631578947)","(21.0, 120.0, 68.0)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.5)","(1.85, 2.06, 2.0234285714285716)","(15.0, 26.0, 21.0)"
15-12-2022 12:59:29.877071,"(17.0, 34.0, 29.166666666666664)","(26.0, 40.0, 28.666666666666668)","(4.0, 5.0, 4.621052631578947)","(21.0, 120.0, 68.0)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.5)","(1.85, 2.06, 2.0234285714285716)","(15.0, 26.0, 21.0)"
15-12-2022 12:59:31.155290,"(17.0, 34.0, 29.166666666666664)","(26.0, 40.0, 28.666666666666668)","(4.0, 5.0, 4.63076923076923)","(21.0, 120.0, 68.0)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.5)","(1.85, 2.06, 2.0234285714285716)","(15.0, 26.0, 21.0)"
15-12-2022 12:59:32.434741,"(17.0, 34.0, 29.166666666666664)","(26.0, 40.0, 28.666666666666668)","(4.0, 5.0, 4.63076923076923)","(21.0, 120.0, 68.0)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.5)","(1.85, 2.06, 2.0234285714285716)","(15.0, 26.0, 21.0)"
15-12-2022 12:59:33.697477,"(17.0, 34.0, 29.166666666666664)","(26.0, 40.0, 28.666666666666668)","(4.0, 5.0, 4.63076923076923)","(21.0, 120.0, 68.0)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.5)","(1.85, 2.06, 2.0234285714285716)","(15.0, 26.0, 21.0)"
15-12-2022 12:59:34.949677,"(17.0, 34.0, 29.166666666666664)","(26.0, 40.0, 28.666666666666668)","(4.0, 5.0, 4.63076923076923)","(21.0, 120.0, 68.0)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.5)","(1.85, 2.06, 2.0234285714285716)","(15.0, 26.0, 21.0)"
15-12-2022 12:59:36.230630,"(17.0, 34.0, 29.166666666666664)","(26.0, 40.0, 28.666666666666668)","(4.0, 5.0, 4.63076923076923)","(21.0, 120.0, 68.0)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.5)","(1.85, 2.06, 2.0234285714285716)","(15.0, 26.0, 21.0)"
15-12-2022 12:59:37.423082,"(17.0, 34.0, 29.166666666666664)","(26.0, 40.0, 28.666666666666668)","(4.0, 5.0, 4.63076923076923)","(21.0, 120.0, 68.25)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.5)","(1.85, 2.06, 2.0234285714285716)","(15.0, 26.0, 21.0)"
15-12-2022 12:59:38.637111,"(17.0, 34.0, 29.166666666666664)","(26.0, 40.0, 28.666666666666668)","(4.0, 5.0, 4.63076923076923)","(21.0, 120.0, 68.25)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.5)","(1.85, 2.06, 2.0234285714285716)","(15.0, 26.0, 21.0)"
15-12-2022 12:59:39.771854,"(17.0, 34.0, 29.166666666666664)","(26.0, 40.0, 28.666666666666668)","(4.0, 5.0, 4.63076923076923)","(21.0, 120.0, 68.0)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.5)","(1.85, 2.06, 2.0234285714285716)","(15.0, 26.0, 21.0)"
15-12-2022 12:59:40.968891,"(17.0, 34.0, 29.166666666666664)","(26.0, 40.0, 28.666666666666668)","(4.0, 5.0, 4.63076923076923)","(21.0, 120.0, 67.75)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.5)","(1.85, 2.06, 2.0234285714285716)","(15.0, 26.0, 21.0)"
15-12-2022 12:59:42.106362,"(17.0, 34.0, 29.166666666666664)","(26.0, 40.0, 28.666666666666668)","(4.0, 5.0, 4.63076923076923)","(21.0, 120.0, 67.75)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.5)","(1.85, 2.06, 2.0234285714285716)","(15.0, 26.0, 21.0)"
15-12-2022 12:59:43.249077,"(17.0, 34.0, 29.166666666666664)","(26.0, 40.0, 28.666666666666668)","(4.0, 5.0, 4.693617021276595)","(21.0, 120.0, 67.75)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.5)","(1.85, 2.06, 2.0234285714285716)","(15.0, 26.0, 21.0)"
15-12-2022 12:59:44.519408,"(17.0, 34.0, 29.166666666666664)","(26.0, 40.0, 33.2)","(4.0, 5.0, 4.693617021276595)","(21.0, 120.0, 68.0)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.5)","(1.85, 2.06, 2.0234285714285716)","(15.0, 26.0, 21.0)"
15-12-2022 12:59:45.810360,"(17.0, 34.0, 29.166666666666664)","(26.0, 40.0, 34.666666666666664)","(4.0, 5.0, 4.693617021276595)","(21.0, 120.0, 68.0)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.5)","(1.85, 2.06, 2.0234285714285716)","(15.0, 26.0, 21.0)"
15-12-2022 12:59:47.106989,"(15.0, 34.0, 29.166666666666664)","(26.0, 40.0, 30.0)","(4.0, 5.0, 4.693617021276595)","(18.0, 120.0, 67.75)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.5)","(1.85, 2.06, 2.0234285714285716)","(14.0, 26.0, 21.0)"
15-12-2022 12:59:48.370559,"(15.0, 34.0, 29.166666666666664)","(26.0, 40.0, 30.0)","(4.0, 5.0, 4.693617021276595)","(18.0, 120.0, 67.75)","(13.0, 22.0, 19.75)","(7.0, 9.6, 9.5)","(1.85, 2.06, 2.0234285714285716)","(14.0, 26.0, 21.0)"
15-12-2022 12:59:49.601373,"(15.0, 34.0, 29.0)","(26.0, 40.0, 30.0)","(4.0, 5.0, 4.693617021276595)","(18.0, 120.0, 68.0)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.5)","(1.85, 2.06, 2.0234285714285716)","(14.0, 26.0, 21.0)"
15-12-2022 12:59:50.810500,"(15.0, 34.0, 26.5)","(26.0, 40.0, 30.0)","(4.0, 5.0, 4.693617021276595)","(18.0, 120.0, 68.0)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.5)","(1.85, 2.06, 2.0234285714285716)","(14.0, 26.0, 21.0)"
15-12-2022 12:59:52.040568,"(15.0, 34.0, 26.5)","(26.0, 40.0, 30.0)","(4.0, 5.0, 4.704761904761905)","(18.0, 120.0, 67.75)","(13.0, 22.0, 19.75)","(7.0, 9.6, 9.5)","(1.85, 2.06, 2.0234285714285716)","(14.0, 26.0, 21.0)"
15-12-2022 12:59:53.236865,"(15.0, 34.0, 29.166666666666664)","(26.0, 40.0, 33.0)","(4.0, 5.0, 4.704761904761905)","(18.0, 120.0, 67.75)","(13.0, 22.0, 19.75)","(7.0, 9.6, 9.5)","(1.85, 2.06, 2.0234285714285716)","(14.0, 26.0, 21.0)"
15-12-2022 12:59:54.393807,"(15.0, 34.0, 29.166666666666664)","(26.0, 40.0, 31.333333333333332)","(4.0, 5.0, 4.704761904761905)","(18.0, 120.0, 67.75)","(13.0, 22.0, 19.0)","(7.0, 9.6, 9.5)","(1.85, 2.06, 2.0234285714285716)","(14.0, 26.0, 21.0)"
15-12-2022 12:59:55.619089,"(15.0, 34.0, 26.5)","(26.0, 40.0, 31.333333333333332)","(4.0, 5.0, 4.704761904761905)","(18.0, 120.0, 68.0)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.5)","(1.85, 2.06, 2.0234285714285716)","(14.0, 26.0, 21.0)"
15-12-2022 12:59:56.783527,"(15.0, 34.0, 26.5)","(26.0, 40.0, 31.333333333333332)","(4.0, 5.0, 4.704761904761905)","(18.0, 120.0, 68.0)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.5)","(1.85, 2.06, 2.0234285714285716)","(14.0, 26.0, 21.0)"
15-12-2022 12:59:57.959947,"(15.0, 34.0, 29.166666666666664)","(26.0, 40.0, 31.333333333333332)","(4.0, 5.0, 4.704761904761905)","(18.0, 120.0, 67.75)","(13.0, 22.0, 19.75)","(7.0, 9.6, 9.5)","(1.85, 2.06, 2.0234285714285716)","(14.0, 26.0, 21.0)"
15-12-2022 12:59:59.140042,"(15.0, 34.0, 29.166666666666664)","(26.0, 40.0, 31.333333333333332)","(4.0, 5.0, 4.704761904761905)","(18.0, 120.0, 68.0)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.5)","(1.85, 2.06, 2.0234285714285716)","(14.0, 26.0, 21.0)"
15-12-2022 13:00:00.345485,"(15.0, 34.0, 26.5)","(26.0, 40.0, 31.333333333333332)","(4.0, 5.0, 4.704761904761905)","(18.0, 120.0, 67.75)","(13.0, 22.0, 19.75)","(7.0, 9.6, 9.5)","(1.85, 2.06, 2.0234285714285716)","(14.0, 26.0, 21.0)"
15-12-2022 13:00:01.570789,"(15.0, 34.0, 29.166666666666664)","(26.0, 40.0, 31.333333333333332)","(4.0, 5.0, 4.704761904761905)","(18.0, 120.0, 67.75)","(13.0, 22.0, 19.75)","(7.0, 9.6, 9.5)","(1.85, 2.06, 2.0234285714285716)","(14.0, 26.0, 21.0)"
15-12-2022 13:00:02.785854,"(15.0, 34.0, 29.166666666666664)","(26.0, 40.0, 31.333333333333332)","(4.0, 5.0, 4.704761904761905)","(18.0, 120.0, 68.0)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.5)","(1.85, 2.06, 2.0234285714285716)","(14.0, 26.0, 19.333333333333332)"
15-12-2022 13:00:04.053016,"(15.0, 34.0, 28.833333333333336)","(26.0, 40.0, 31.333333333333332)","(4.0, 5.0, 4.704761904761905)","(18.0, 120.0, 67.75)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.5)","(1.85, 2.06, 2.0234285714285716)","(14.0, 26.0, 21.8)"
15-12-2022 13:00:05.333436,"(15.0, 36.0, 24.666666666666668)","(26.0, 40.0, 31.333333333333332)","(4.0, 5.0, 4.704761904761905)","(18.0, 120.0, 67.75)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.527272727272727)","(1.85, 2.06, 2.0234285714285716)","(14.0, 26.0, 21.8)"
15-12-2022 13:00:06.746091,"(15.0, 34.0, 30.125)","(26.0, 40.0, 31.333333333333332)","(4.0, 5.0, 4.704761904761905)","(18.0, 120.0, 67.75)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.527272727272727)","(1.85, 2.06, 2.0234285714285716)","(14.0, 26.0, 21.8)"
15-12-2022 13:00:08.031525,"(15.0, 34.0, 30.125)","(26.0, 40.0, 31.333333333333332)","(4.0, 5.0, 4.704761904761905)","(18.0, 120.0, 68.0)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.527272727272727)","(1.85, 2.06, 2.024137931034483)","(14.0, 26.0, 21.8)"
15-12-2022 13:00:09.340781,"(15.0, 46.0, 27.666666666666664)","(26.0, 40.0, 31.333333333333332)","(4.0, 5.0, 4.681481481481481)","(17.0, 120.0, 68.25)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.527272727272727)","(1.85, 2.06, 2.024137931034483)","(14.0, 26.0, 19.0)"
15-12-2022 13:00:10.649420,"(15.0, 46.0, 27.666666666666664)","(26.0, 40.0, 31.333333333333332)","(4.0, 5.0, 4.681481481481481)","(17.0, 120.0, 68.0)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.527272727272727)","(1.85, 2.06, 2.024137931034483)","(14.0, 26.0, 21.8)"
15-12-2022 13:00:11.904066,"(15.0, 46.0, 27.666666666666664)","(26.0, 40.0, 31.333333333333332)","(4.0, 5.0, 4.681481481481481)","(17.0, 120.0, 67.75)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.527272727272727)","(1.85, 2.06, 2.024137931034483)","(14.0, 26.0, 19.0)"
15-12-2022 13:00:13.129703,"(15.0, 46.0, 25.75)","(26.0, 40.0, 31.333333333333332)","(4.0, 5.0, 4.681481481481481)","(17.0, 120.0, 67.75)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.527272727272727)","(1.85, 2.06, 2.024137931034483)","(14.0, 26.0, 21.8)"
15-12-2022 13:00:14.287171,"(15.0, 46.0, 25.75)","(26.0, 40.0, 31.333333333333332)","(4.0, 5.0, 4.681481481481481)","(17.0, 120.0, 68.0)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.527272727272727)","(1.85, 2.06, 2.024137931034483)","(14.0, 26.0, 21.8)"
15-12-2022 13:00:15.426746,"(15.0, 46.0, 27.666666666666664)","(26.0, 40.0, 31.333333333333332)","(4.0, 5.0, 4.681481481481481)","(17.0, 120.0, 68.0)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.527272727272727)","(1.85, 2.06, 2.0236363636363635)","(14.0, 26.0, 19.0)"
15-12-2022 13:00:16.787587,"(15.0, 46.0, 27.666666666666664)","(26.0, 40.0, 31.333333333333332)","(4.0, 5.0, 4.681481481481481)","(17.0, 120.0, 67.75)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.527272727272727)","(1.85, 2.06, 2.0236363636363635)","(14.0, 26.0, 21.0)"
15-12-2022 13:00:18.047329,"(15.0, 46.0, 27.666666666666664)","(26.0, 40.0, 31.333333333333332)","(4.0, 5.0, 4.681481481481481)","(17.0, 120.0, 67.75)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.527272727272727)","(1.85, 2.06, 2.0236363636363635)","(14.0, 26.0, 21.8)"
15-12-2022 13:00:19.394419,"(15.0, 46.0, 25.375)","(26.0, 40.0, 31.333333333333332)","(4.0, 5.0, 4.704761904761905)","(17.0, 120.0, 67.75)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.527272727272727)","(1.85, 2.06, 2.0236363636363635)","(14.0, 26.0, 21.0)"
15-12-2022 13:00:20.770818,"(15.0, 46.0, 25.75)","(26.0, 40.0, 31.333333333333332)","(4.0, 5.0, 4.868783068783069)","(17.0, 120.0, 67.75)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.527272727272727)","(1.85, 2.06, 2.0236363636363635)","(14.0, 26.0, 19.0)"
15-12-2022 13:00:22.193802,"(15.0, 46.0, 27.666666666666664)","(26.0, 40.0, 31.333333333333332)","(4.0, 5.0, 4.84969696969697)","(16.0, 120.0, 68.0)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.555555555555555)","(1.85, 2.06, 2.0275)","(14.0, 26.0, 21.0)"
15-12-2022 13:00:23.555496,"(15.0, 46.0, 28.0)","(26.0, 40.0, 31.333333333333332)","(4.0, 5.0, 4.42)","(16.0, 120.0, 68.0)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.527272727272727)","(1.85, 2.06, 2.0292307692307694)","(14.0, 26.0, 19.0)"
15-12-2022 13:00:24.986152,"(15.0, 46.0, 28.0)","(26.0, 40.0, 32.666666666666664)","(4.0, 4.9, 4.5)","(16.0, 120.0, 68.0)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.527272727272727)","(1.85, 2.06, 2.0292307692307694)","(14.0, 26.0, 21.8)"
15-12-2022 13:00:26.603816,"(15.0, 46.0, 30.285714285714285)","(26.0, 40.0, 32.666666666666664)","(4.0, 4.9, 4.5)","(16.0, 120.0, 68.0)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.527272727272727)","(1.85, 2.06, 2.0292307692307694)","(14.0, 26.0, 21.0)"
15-12-2022 13:00:28.175139,"(15.0, 46.0, 28.0)","(26.0, 40.0, 32.666666666666664)","(4.0, 4.9, 4.5)","(16.0, 120.0, 68.0)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.527272727272727)","(1.85, 2.06, 2.0292307692307694)","(14.0, 26.0, 21.8)"
15-12-2022 13:00:29.561228,"(15.0, 46.0, 28.0)","(26.0, 40.0, 35.0)","(4.0, 4.9, 4.6)","(16.0, 120.0, 68.25)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.527272727272727)","(1.85, 2.06, 2.0292307692307694)","(14.0, 26.0, 21.8)"
15-12-2022 13:00:30.879309,"(15.0, 46.0, 30.285714285714285)","(26.0, 40.0, 35.0)","(4.0, 4.8, 4.6)","(16.0, 120.0, 68.25)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.527272727272727)","(1.85, 2.06, 2.0292307692307694)","(14.0, 26.0, 21.8)"
15-12-2022 13:00:32.232793,"(17.0, 46.0, 30.285714285714285)","(26.0, 40.0, 35.0)","(4.0, 4.8, 4.6)","(16.0, 120.0, 68.0)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.527272727272727)","(1.85, 2.06, 2.0292307692307694)","(14.0, 26.0, 21.8)"
15-12-2022 13:00:33.470802,"(17.0, 46.0, 30.285714285714285)","(26.0, 40.0, 35.0)","(4.0, 4.8, 4.6)","(16.0, 120.0, 68.0)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.527272727272727)","(1.85, 2.06, 2.0292307692307694)","(14.0, 26.0, 21.8)"
15-12-2022 13:00:34.647788,"(17.0, 46.0, 28.0)","(26.0, 40.0, 35.0)","(4.0, 4.8, 4.531578947368421)","(16.0, 120.0, 67.75)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.527272727272727)","(1.85, 2.06, 2.0292307692307694)","(14.0, 26.0, 21.8)"
15-12-2022 13:00:35.894628,"(15.0, 46.0, 28.0)","(26.0, 40.0, 35.0)","(4.0, 4.8, 4.531578947368421)","(16.0, 120.0, 67.75)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.527272727272727)","(1.85, 2.06, 2.0292307692307694)","(14.0, 26.0, 21.8)"
15-12-2022 13:00:37.065346,"(15.0, 46.0, 28.0)","(26.0, 40.0, 35.0)","(4.0, 4.8, 4.531578947368421)","(16.0, 120.0, 67.75)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.527272727272727)","(1.85, 2.06, 2.0292307692307694)","(14.0, 26.0, 21.8)"
15-12-2022 13:00:38.271851,"(15.0, 46.0, 30.285714285714285)","(26.0, 40.0, 35.0)","(4.0, 4.8, 4.531578947368421)","(16.0, 120.0, 67.75)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.527272727272727)","(1.85, 2.06, 2.0292307692307694)","(14.0, 26.0, 21.8)"
15-12-2022 13:00:39.501817,"(15.0, 46.0, 28.0)","(26.0, 40.0, 35.0)","(4.0, 4.8, 4.531578947368421)","(16.0, 120.0, 67.75)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.527272727272727)","(1.85, 2.06, 2.0292307692307694)","(14.0, 26.0, 21.8)"
15-12-2022 13:00:40.788770,"(15.0, 46.0, 28.0)","(26.0, 40.0, 35.0)","(4.0, 4.8, 4.4750000000000005)","(16.0, 120.0, 68.0)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.527272727272727)","(1.85, 2.06, 2.0292307692307694)","(14.0, 26.0, 21.8)"
15-12-2022 13:00:42.110829,"(15.0, 46.0, 30.285714285714285)","(26.0, 40.0, 37.0)","(4.0, 4.8, 4.4750000000000005)","(16.0, 120.0, 68.0)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.527272727272727)","(1.85, 2.06, 2.0292307692307694)","(14.0, 26.0, 21.8)"
15-12-2022 13:00:43.325986,"(15.0, 46.0, 28.0)","(26.0, 40.0, 32.666666666666664)","(4.0, 4.8, 4.4750000000000005)","(16.0, 120.0, 68.0)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.527272727272727)","(1.85, 2.06, 2.0292307692307694)","(14.0, 26.0, 21.8)"
15-12-2022 13:00:44.557350,"(15.0, 46.0, 28.0)","(26.0, 40.0, 35.0)","(4.0, 4.8, 4.4750000000000005)","(16.0, 120.0, 68.0)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.527272727272727)","(1.85, 2.06, 2.0292307692307694)","(14.0, 26.0, 21.8)"
15-12-2022 13:00:45.867763,"(15.0, 46.0, 28.0)","(26.0, 40.0, 35.0)","(4.0, 4.8, 4.4750000000000005)","(16.0, 120.0, 68.0)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.527272727272727)","(1.85, 2.06, 2.0292307692307694)","(14.0, 26.0, 21.8)"
15-12-2022 13:00:47.096924,"(15.0, 46.0, 28.0)","(26.0, 40.0, 35.0)","(4.0, 4.8, 4.4750000000000005)","(16.0, 120.0, 68.0)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.527272727272727)","(1.85, 2.06, 2.0292307692307694)","(14.0, 26.0, 21.8)"
15-12-2022 13:00:48.377464,"(15.0, 46.0, 28.0)","(26.0, 40.0, 35.0)","(4.0, 4.8, 4.4750000000000005)","(16.0, 120.0, 68.0)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.527272727272727)","(1.85, 2.06, 2.0292307692307694)","(14.0, 26.0, 21.8)"
15-12-2022 13:00:49.627420,"(15.0, 46.0, 28.0)","(26.0, 40.0, 35.0)","(4.0, 4.8, 4.4625)","(16.0, 120.0, 68.0)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.527272727272727)","(1.85, 2.06, 2.0292307692307694)","(14.0, 26.0, 21.8)"
15-12-2022 13:00:50.889251,"(15.0, 46.0, 28.0)","(26.0, 40.0, 35.0)","(4.0, 4.9, 4.6)","(16.0, 120.0, 68.0)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.527272727272727)","(1.85, 2.06, 2.0292307692307694)","(14.0, 26.0, 21.8)"
15-12-2022 13:00:52.143051,"(15.0, 46.0, 30.285714285714285)","(26.0, 40.0, 35.0)","(4.0, 4.8, 4.6)","(16.0, 120.0, 67.75)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.527272727272727)","(1.85, 2.06, 2.0833333333333335)","(14.0, 26.0, 21.8)"
15-12-2022 13:00:53.370202,"(15.0, 46.0, 28.0)","(26.0, 40.0, 35.0)","(4.0, 4.8, 4.6)","(16.0, 120.0, 67.75)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.527272727272727)","(1.85, 2.1, 2.0833333333333335)","(14.0, 26.0, 21.0)"
15-12-2022 13:00:54.508979,"(15.0, 46.0, 30.285714285714285)","(26.0, 40.0, 37.0)","(4.0, 4.8, 4.531578947368421)","(16.0, 120.0, 67.75)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.527272727272727)","(1.85, 2.1, 2.0833333333333335)","(14.0, 26.0, 21.0)"
15-12-2022 13:00:55.608457,"(15.0, 46.0, 30.285714285714285)","(26.0, 40.0, 32.666666666666664)","(4.0, 4.8, 4.531578947368421)","(16.0, 120.0, 68.0)","(13.0, 22.0, 19.333333333333332)","(7.0, 9.6, 9.527272727272727)","(1.85, 2.1, 2.0833333333333335)","(14.0, 26.0, 19.0)"
15-12-2022 13:00:56.733249,"(15.0, 46.0, 30.285714285714285)","(26.0, 40.0, 32.666666666666664)","(4.0, 4.8, 4.531578947368421)","(16.0, 120.0, 67.75)","(13.0, 22.0, 20.666666666666668)","(7.0, 9.6, 9.527272727272727)","(1.85, 2.1, 2.0833333333333335)","(14.0, 26.0, 21.0)"
15-12-2022 13:00:57.900082,"(15.0, 46.0, 28.0)","(26.0, 40.0, 36.333333333333336)","(4.0, 4.8, 4.531578947368421)","(16.0, 120.0, 68.0)","(13.0, 22.0, 19.666666666666668)","(7.0, 9.6, 9.527272727272727)","(1.85, 2.1, 2.0833333333333335)","(14.0, 26.0, 19.0)"
