,Dr Zeppelin,Old Stables,Vitality Blast,Dr Valor,Ozzies Risk,Sapphire Speed,Akina Lad,Mileena
11-01-2023 17:59:35.124892,"(17.0, 65.0, 25.0)","(1.3, 1.67, 1.6018181818181818)","(5.0, 10.0, 7.72)","(20.0, 65.0, 25.0)","(10.0, 40.0, 35.785714285714285)","(26.0, 95.0, 56.75)","(9.0, 19.5, 11.014285714285714)","(71.0, 480.0, 514.375)"
11-01-2023 17:59:36.725497,"(17.0, 50.0, 22.5)","(1.3, 1.67, 1.6018181818181818)","(5.0, 9.2, 8.028571428571428)","(20.0, 55.0, 25.0)","(10.0, 40.0, 35.785714285714285)","(26.0, 95.0, 78.35)","(9.0, 19.5, 11.014285714285714)","(71.0, 580.0, 514.375)"
11-01-2023 17:59:38.237383,"(17.0, 50.0, 22.5)","(1.3, 1.67, 1.4063636363636363)","(5.0, 9.2, 7.866666666666666)","(20.0, 55.0, 25.0)","(10.0, 40.0, 35.785714285714285)","(26.0, 85.0, 78.35)","(9.0, 19.5, 11.014285714285714)","(71.0, 580.0, 514.375)"
11-01-2023 17:59:39.668681,"(17.0, 50.0, 22.5)","(1.3, 1.67, 1.4030555555555555)","(5.0, 9.2, 7.449999999999999)","(20.0, 55.0, 25.0)","(10.0, 40.0, 25.5)","(26.0, 85.0, 78.35)","(9.0, 19.5, 11.014285714285714)","(71.0, 580.0, 514.375)"
11-01-2023 17:59:40.985988,"(17.0, 50.0, 20.666666666666668)","(1.3, 1.44, 1.4030555555555555)","(5.0, 9.2, 6.385714285714286)","(20.0, 55.0, 24.11111111111111)","(10.0, 40.0, 32.75)","(26.0, 85.0, 69.25)","(9.0, 19.5, 14.822222222222223)","(71.0, 580.0, 476.0)"
11-01-2023 17:59:42.435010,"(17.0, 65.0, 32.66666666666667)","(1.3, 1.44, 1.4030555555555555)","(5.0, 10.5, 7.9)","(20.0, 65.0, 34.0)","(10.0, 40.0, 34.3)","(26.0, 85.0, 65.5)","(9.0, 19.0, 15.02)","(71.0, 580.0, 476.0)"
11-01-2023 17:59:43.662780,"(17.0, 65.0, 32.66666666666667)","(1.3, 1.44, 1.4030555555555555)","(5.0, 10.0, 7.9)","(20.0, 65.0, 34.0)","(10.0, 40.0, 34.3)","(26.0, 80.0, 65.5)","(9.0, 18.5, 12.833333333333334)","(71.0, 580.0, 476.0)"
11-01-2023 17:59:45.070168,"(17.0, 65.0, 33.0)","(1.3, 1.44, 1.3751219512195123)","(5.0, 10.0, 7.9)","(20.0, 65.0, 34.0)","(10.0, 40.0, 34.3)","(26.0, 80.0, 65.5)","(9.0, 18.5, 12.833333333333334)","(71.0, 480.0, 396.0)"
11-01-2023 17:59:46.395740,"(17.0, 65.0, 33.0)","(1.3, 1.44, 1.3751219512195123)","(5.0, 10.0, 7.9)","(20.0, 65.0, 34.333333333333336)","(10.0, 40.0, 34.3)","(26.0, 80.0, 65.5)","(9.0, 18.5, 16.07142857142857)","(71.0, 480.0, 396.0)"
11-01-2023 17:59:47.726250,"(17.0, 65.0, 33.0)","(1.3, 1.44, 1.3751219512195123)","(5.0, 10.0, 7.9)","(20.0, 65.0, 34.333333333333336)","(10.0, 40.0, 34.3)","(26.0, 80.0, 65.5)","(9.0, 18.5, 16.07142857142857)","(71.0, 480.0, 396.0)"
11-01-2023 17:59:49.020236,"(17.0, 65.0, 33.0)","(1.3, 1.44, 1.3751219512195123)","(5.0, 10.0, 7.9)","(20.0, 65.0, 34.333333333333336)","(10.0, 40.0, 34.3)","(26.0, 80.0, 65.5)","(9.0, 18.5, 16.07142857142857)","(71.0, 480.0, 396.0)"
11-01-2023 17:59:50.405288,"(17.0, 65.0, 22.333333333333332)","(1.3, 1.44, 1.3805)","(5.0, 10.0, 8.75)","(20.0, 65.0, 34.333333333333336)","(10.0, 40.0, 34.3)","(26.0, 80.0, 65.5)","(9.0, 18.5, 16.07142857142857)","(71.0, 480.0, 396.0)"
11-01-2023 17:59:51.764170,"(17.0, 65.0, 22.333333333333332)","(1.3, 1.65, 1.3886206896551723)","(5.0, 10.0, 8.75)","(20.0, 65.0, 33.666666666666664)","(10.0, 40.0, 34.3)","(26.0, 80.0, 43.75)","(9.0, 18.5, 16.07142857142857)","(71.0, 480.0, 396.0)"
11-01-2023 17:59:53.141433,"(17.0, 65.0, 22.333333333333332)","(1.3, 1.63, 1.3886206896551723)","(5.0, 10.0, 8.75)","(20.0, 65.0, 33.666666666666664)","(10.0, 40.0, 34.3)","(26.0, 80.0, 43.75)","(9.0, 18.5, 16.07142857142857)","(71.0, 480.0, 396.0)"
11-01-2023 17:59:54.534966,"(17.0, 65.0, 22.333333333333332)","(1.3, 1.63, 1.3951612903225807)","(5.0, 10.0, 8.75)","(20.0, 65.0, 33.666666666666664)","(10.0, 40.0, 34.3)","(26.0, 80.0, 43.75)","(9.0, 18.5, 16.07142857142857)","(71.0, 480.0, 396.0)"
11-01-2023 17:59:55.910478,"(17.0, 65.0, 22.333333333333332)","(1.3, 1.63, 1.3951612903225807)","(5.0, 10.0, 8.75)","(20.0, 65.0, 33.666666666666664)","(10.0, 40.0, 34.3)","(26.0, 80.0, 43.75)","(9.0, 18.5, 16.07142857142857)","(71.0, 480.0, 396.0)"
11-01-2023 17:59:57.254137,"(17.0, 65.0, 22.333333333333332)","(1.3, 1.63, 1.4734375)","(5.0, 10.0, 8.75)","(20.0, 65.0, 33.666666666666664)","(10.0, 40.0, 34.3)","(26.0, 80.0, 46.0)","(9.0, 18.5, 16.07142857142857)","(71.0, 480.0, 396.0)"
11-01-2023 17:59:58.524841,"(17.0, 65.0, 21.88888888888889)","(1.3, 1.61, 1.3956410256410257)","(5.0, 10.0, 8.75)","(20.0, 65.0, 33.666666666666664)","(10.0, 40.0, 34.3)","(26.0, 70.0, 47.8)","(9.0, 18.5, 16.07142857142857)","(71.0, 480.0, 396.0)"
11-01-2023 17:59:59.845970,"(17.0, 65.0, 21.88888888888889)","(1.3, 1.61, 1.3956410256410257)","(5.0, 10.0, 8.75)","(20.0, 65.0, 33.666666666666664)","(10.0, 40.0, 34.3)","(26.0, 65.0, 47.8)","(9.0, 18.5, 16.07142857142857)","(71.0, 480.0, 476.0)"
11-01-2023 18:00:01.274713,"(17.0, 65.0, 21.88888888888889)","(1.3, 1.6, 1.4792727272727273)","(5.0, 10.0, 8.75)","(20.0, 65.0, 33.666666666666664)","(10.0, 40.0, 34.3)","(26.0, 65.0, 47.8)","(9.0, 18.5, 16.07142857142857)","(71.0, 580.0, 450.0)"
11-01-2023 18:00:02.741707,"(17.0, 65.0, 113.25)","(1.3, 1.59, 1.4792727272727273)","(5.0, 10.0, 10.571428571428571)","(20.0, 65.0, 99.0)","(10.0, 40.0, 36.5)","(26.0, 65.0, 47.8)","(9.0, 18.5, 17.857142857142858)","(71.0, 580.0, 492.5)"
11-01-2023 18:00:04.321417,"(17.0, 210.0, 113.25)","(1.3, 1.59, 1.3966666666666665)","(5.0, 11.5, 10.571428571428571)","(20.0, 180.0, 99.0)","(10.0, 40.0, 36.5)","(26.0, 65.0, 47.8)","(9.0, 21.0, 17.857142857142858)","(71.0, 580.0, 492.5)"
11-01-2023 18:00:05.745565,"(17.0, 210.0, 113.25)","(1.3, 1.59, 1.3966666666666665)","(5.0, 11.5, 10.7)","(20.0, 180.0, 99.25)","(10.0, 40.0, 36.5)","(26.0, 65.0, 47.8)","(9.0, 21.0, 17.857142857142858)","(71.0, 580.0, 492.5)"
11-01-2023 18:00:07.069074,"(17.0, 210.0, 171.3)","(1.3, 1.59, 1.4792727272727273)","(5.0, 11.5, 9.925)","(20.0, 180.0, 49.25)","(10.0, 40.0, 37.84615384615385)","(26.0, 65.0, 50.5)","(9.0, 21.0, 17.857142857142858)","(71.0, 580.0, 492.5)"
11-01-2023 18:00:08.492346,"(17.0, 65.0, 38.05555555555556)","(1.3, 1.59, 1.4792727272727273)","(5.0, 11.5, 10.26)","(20.0, 80.0, 49.25)","(10.0, 40.0, 37.84615384615385)","(26.0, 60.0, 44.8)","(9.0, 21.0, 17.857142857142858)","(71.0, 580.0, 492.5)"
11-01-2023 18:00:09.777409,"(17.0, 65.0, 38.05555555555556)","(1.3, 1.59, 1.4792727272727273)","(5.0, 11.5, 10.26)","(20.0, 80.0, 49.25)","(10.0, 40.0, 37.84615384615385)","(26.0, 60.0, 44.8)","(9.0, 21.0, 17.857142857142858)","(71.0, 580.0, 492.5)"
11-01-2023 18:00:11.011968,"(17.0, 65.0, 38.05555555555556)","(1.3, 1.59, 1.4792727272727273)","(5.0, 13.5, 11.1)","(20.0, 80.0, 49.25)","(10.0, 40.0, 37.84615384615385)","(26.0, 60.0, 44.8)","(9.0, 21.0, 17.857142857142858)","(71.0, 580.0, 493.33333333333337)"
11-01-2023 18:00:12.447399,"(17.0, 65.0, 32.66666666666667)","(1.3, 1.59, 1.4792727272727273)","(5.0, 13.0, 11.0)","(20.0, 80.0, 53.642857142857146)","(10.0, 40.0, 37.84615384615385)","(26.0, 60.0, 44.8)","(9.0, 21.0, 17.857142857142858)","(71.0, 580.0, 493.33333333333337)"
11-01-2023 18:00:13.755507,"(17.0, 65.0, 32.66666666666667)","(1.3, 1.59, 1.4792727272727273)","(5.0, 13.0, 11.0)","(20.0, 80.0, 38.96153846153846)","(10.0, 40.0, 37.84615384615385)","(26.0, 60.0, 44.8)","(9.0, 21.0, 17.857142857142858)","(71.0, 580.0, 493.33333333333337)"
11-01-2023 18:00:15.026440,"(17.0, 65.0, 32.66666666666667)","(1.3, 1.59, 1.4792727272727273)","(5.0, 13.0, 11.05)","(20.0, 85.0, 38.96153846153846)","(10.0, 40.0, 37.84615384615385)","(26.0, 60.0, 44.8)","(9.0, 21.0, 17.857142857142858)","(71.0, 580.0, 493.33333333333337)"
11-01-2023 18:00:16.382287,"(17.0, 65.0, 32.66666666666667)","(1.3, 1.59, 1.3966666666666665)","(5.0, 13.0, 11.05)","(20.0, 85.0, 38.96153846153846)","(10.0, 40.0, 37.84615384615385)","(26.0, 60.0, 44.8)","(9.0, 21.0, 17.857142857142858)","(71.0, 580.0, 493.33333333333337)"
11-01-2023 18:00:17.678337,"(17.0, 65.0, 32.66666666666667)","(1.3, 1.59, 1.3966666666666665)","(5.0, 13.0, 11.0)","(20.0, 85.0, 38.96153846153846)","(10.0, 40.0, 37.84615384615385)","(26.0, 60.0, 44.8)","(9.0, 21.0, 17.857142857142858)","(71.0, 580.0, 493.33333333333337)"
11-01-2023 18:00:19.017716,"(17.0, 65.0, 32.66666666666667)","(1.3, 1.59, 1.4792727272727273)","(5.0, 13.0, 11.1)","(20.0, 85.0, 38.96153846153846)","(10.0, 40.0, 37.84615384615385)","(26.0, 60.0, 44.8)","(9.0, 21.0, 17.857142857142858)","(71.0, 580.0, 493.33333333333337)"
11-01-2023 18:00:20.335717,"(17.0, 65.0, 32.66666666666667)","(1.3, 1.59, 1.4792727272727273)","(5.0, 13.0, 6.492857142857143)","(20.0, 85.0, 30.666666666666664)","(10.0, 40.0, 37.84615384615385)","(26.0, 60.0, 44.8)","(9.0, 21.0, 15.9375)","(71.0, 580.0, 493.33333333333337)"
11-01-2023 18:00:21.721255,"(17.0, 65.0, 32.66666666666667)","(1.3, 1.59, 1.4792727272727273)","(5.0, 10.5, 6.3933333333333335)","(20.0, 55.0, 39.35714285714286)","(10.0, 40.0, 37.84615384615385)","(26.0, 60.0, 44.8)","(9.0, 19.5, 15.9375)","(71.0, 580.0, 493.33333333333337)"
11-01-2023 18:00:22.951111,"(17.0, 65.0, 32.66666666666667)","(1.3, 1.59, 1.4792727272727273)","(5.0, 10.5, 6.54)","(20.0, 55.0, 34.0)","(10.0, 40.0, 37.84615384615385)","(26.0, 60.0, 44.8)","(9.0, 19.5, 15.9375)","(71.0, 580.0, 493.33333333333337)"
11-01-2023 18:00:24.337106,"(17.0, 65.0, 32.66666666666667)","(1.3, 1.59, 1.3966666666666665)","(5.0, 10.5, 6.54)","(20.0, 65.0, 34.0)","(10.0, 40.0, 37.84615384615385)","(26.0, 60.0, 44.8)","(9.0, 19.5, 15.9375)","(71.0, 580.0, 493.33333333333337)"
11-01-2023 18:00:25.567013,"(17.0, 65.0, 32.66666666666667)","(1.3, 1.59, 1.4792727272727273)","(5.0, 10.5, 6.54)","(20.0, 65.0, 34.0)","(10.0, 40.0, 37.84615384615385)","(26.0, 60.0, 44.8)","(9.0, 19.5, 15.9375)","(71.0, 580.0, 493.33333333333337)"
11-01-2023 18:00:26.856277,"(17.0, 65.0, 32.66666666666667)","(1.3, 1.59, 1.4792727272727273)","(5.0, 10.5, 6.414285714285715)","(20.0, 65.0, 34.0)","(10.0, 40.0, 37.84615384615385)","(26.0, 60.0, 44.8)","(9.0, 19.5, 15.9375)","(71.0, 580.0, 493.33333333333337)"
11-01-2023 18:00:28.284458,"(17.0, 65.0, 32.66666666666667)","(1.3, 1.59, 1.394537037037037)","(5.0, 10.5, 6.414285714285715)","(20.0, 65.0, 34.0)","(10.0, 40.0, 36.5)","(26.0, 60.0, 34.375)","(9.0, 19.5, 15.9375)","(71.0, 580.0, 493.33333333333337)"
11-01-2023 18:00:29.705063,"(17.0, 65.0, 32.66666666666667)","(1.3, 1.88, 1.408076923076923)","(5.0, 10.5, 6.876470588235295)","(20.0, 65.0, 34.0)","(10.0, 40.0, 38.2)","(26.0, 55.0, 33.0)","(9.0, 19.5, 15.9375)","(71.0, 580.0, 493.33333333333337)"
11-01-2023 18:00:31.130053,"(17.0, 65.0, 32.66666666666667)","(1.3, 1.86, 1.4225)","(5.0, 10.5, 7.869565217391305)","(20.0, 65.0, 34.0)","(10.0, 40.0, 38.2)","(26.0, 55.0, 33.0)","(9.0, 19.5, 15.9375)","(71.0, 580.0, 493.33333333333337)"
11-01-2023 18:00:32.576308,"(17.0, 65.0, 32.66666666666667)","(1.3, 1.86, 1.4807692307692308)","(5.0, 10.5, 7.529999999999999)","(20.0, 65.0, 34.0)","(10.0, 40.0, 38.2)","(26.0, 55.0, 33.0)","(9.0, 19.5, 15.9375)","(71.0, 580.0, 493.33333333333337)"
11-01-2023 18:00:33.905360,"(17.0, 65.0, 32.66666666666667)","(1.3, 1.85, 1.4069230769230767)","(5.0, 10.5, 7.8)","(20.0, 65.0, 34.0)","(10.0, 40.0, 38.2)","(26.0, 55.0, 33.0)","(9.0, 19.5, 15.9375)","(71.0, 580.0, 493.33333333333337)"
11-01-2023 18:00:35.331923,"(17.0, 65.0, 31.38888888888889)","(1.3, 1.83, 1.4069230769230767)","(5.0, 10.5, 7.8)","(20.0, 65.0, 34.0)","(10.0, 40.0, 38.2)","(26.0, 55.0, 33.0)","(9.0, 19.5, 15.9375)","(71.0, 580.0, 493.33333333333337)"
11-01-2023 18:00:36.677610,"(17.0, 50.0, 31.38888888888889)","(1.3, 1.83, 1.4069230769230767)","(5.0, 10.5, 7.8)","(20.0, 65.0, 34.0)","(10.0, 40.0, 38.2)","(26.0, 55.0, 33.0)","(9.0, 19.5, 15.9375)","(71.0, 580.0, 493.33333333333337)"
11-01-2023 18:00:37.950428,"(17.0, 50.0, 31.38888888888889)","(1.3, 1.83, 1.6216666666666666)","(5.0, 10.5, 7.8)","(20.0, 65.0, 34.0)","(10.0, 40.0, 38.2)","(26.0, 55.0, 33.0)","(9.0, 19.5, 15.9375)","(71.0, 580.0, 493.33333333333337)"
11-01-2023 18:00:39.799789,"(17.0, 50.0, 31.38888888888889)","(1.3, 1.83, 1.6216666666666666)","(5.0, 10.5, 7.8)","(20.0, 65.0, 34.0)","(10.0, 40.0, 38.2)","(26.0, 55.0, 33.0)","(9.0, 19.5, 15.9375)","(71.0, 580.0, 493.33333333333337)"
11-01-2023 18:00:41.357456,"(17.0, 50.0, 31.38888888888889)","(1.3, 1.83, 1.4069230769230767)","(5.0, 10.5, 7.8)","(20.0, 65.0, 34.0)","(10.0, 40.0, 38.2)","(26.0, 55.0, 33.0)","(9.0, 19.5, 15.9375)","(71.0, 580.0, 493.33333333333337)"
11-01-2023 18:00:42.802257,"(17.0, 50.0, 31.38888888888889)","(1.3, 1.83, 1.6216666666666666)","(5.0, 10.5, 7.8)","(20.0, 65.0, 45.07142857142857)","(10.0, 40.0, 26.75)","(26.0, 55.0, 35.2)","(9.0, 19.5, 15.9375)","(71.0, 580.0, 493.33333333333337)"
11-01-2023 18:00:44.285783,"(17.0, 50.0, 31.38888888888889)","(1.3, 1.83, 1.6216666666666666)","(5.0, 10.5, 7.8)","(20.0, 65.0, 30.666666666666664)","(10.0, 40.0, 26.75)","(26.0, 55.0, 35.2)","(9.0, 19.5, 15.625)","(71.0, 580.0, 493.33333333333337)"
11-01-2023 18:00:45.794351,"(17.0, 50.0, 31.38888888888889)","(1.3, 1.83, 1.6216666666666666)","(5.0, 10.5, 7.35)","(20.0, 55.0, 34.72222222222222)","(10.0, 40.0, 26.75)","(26.0, 55.0, 37.0)","(9.0, 19.0, 14.05)","(71.0, 580.0, 493.33333333333337)"
11-01-2023 18:00:47.291135,"(17.0, 50.0, 31.38888888888889)","(1.3, 1.83, 1.4069230769230767)","(5.0, 9.6, 7.35)","(20.0, 55.0, 34.72222222222222)","(10.0, 40.0, 26.75)","(26.0, 55.0, 37.0)","(9.0, 19.5, 12.0)","(71.0, 580.0, 325.0)"
11-01-2023 18:00:48.791247,"(17.0, 50.0, 26.42857142857143)","(1.3, 1.83, 1.6216666666666666)","(5.0, 9.6, 7.35)","(20.0, 55.0, 25.0)","(10.0, 40.0, 31.166666666666668)","(26.0, 55.0, 39.83333333333333)","(9.0, 19.5, 12.0)","(71.0, 580.0, 325.0)"
11-01-2023 18:00:50.142394,"(17.0, 50.0, 26.42857142857143)","(1.3, 1.83, 1.6216666666666666)","(5.0, 9.6, 5.566666666666666)","(20.0, 55.0, 25.0)","(10.0, 40.0, 31.166666666666668)","(26.0, 50.0, 39.83333333333333)","(9.0, 19.5, 12.0)","(71.0, 580.0, 275.0)"
11-01-2023 18:00:51.511670,"(17.0, 50.0, 26.42857142857143)","(1.3, 1.83, 1.6216666666666666)","(5.0, 9.6, 5.566666666666666)","(20.0, 55.0, 32.84615384615385)","(10.0, 40.0, 30.625)","(26.0, 50.0, 44.4)","(9.0, 19.5, 11.916666666666666)","(71.0, 480.0, 275.0)"
11-01-2023 18:00:52.875901,"(17.0, 50.0, 26.42857142857143)","(1.3, 1.83, 1.4069230769230767)","(5.0, 9.6, 5.566666666666666)","(20.0, 55.0, 32.84615384615385)","(10.0, 36.0, 30.625)","(26.0, 50.0, 44.4)","(9.0, 19.0, 13.166666666666666)","(71.0, 480.0, 275.0)"
11-01-2023 18:00:54.238729,"(17.0, 50.0, 26.42857142857143)","(1.3, 1.83, 1.4069230769230767)","(5.0, 9.6, 5.566666666666666)","(20.0, 55.0, 32.84615384615385)","(10.0, 36.0, 25.5)","(26.0, 50.0, 44.4)","(9.0, 18.5, 13.166666666666666)","(71.0, 480.0, 275.0)"
11-01-2023 18:00:55.562528,"(17.0, 50.0, 26.42857142857143)","(1.3, 1.83, 1.6216666666666666)","(5.0, 9.6, 5.566666666666666)","(20.0, 55.0, 23.0)","(10.0, 36.0, 33.66666666666667)","(26.0, 50.0, 41.0)","(9.0, 18.5, 11.642857142857142)","(71.0, 480.0, 275.0)"
11-01-2023 18:00:56.790500,"(17.0, 50.0, 33.5)","(1.3, 1.83, 1.6216666666666666)","(5.0, 9.6, 5.566666666666666)","(20.0, 55.0, 23.0)","(10.0, 36.0, 33.66666666666667)","(26.0, 50.0, 41.0)","(9.0, 18.5, 11.642857142857142)","(71.0, 480.0, 275.0)"
11-01-2023 18:00:58.035277,"(17.0, 50.0, 33.5)","(1.3, 1.83, 1.6216666666666666)","(5.0, 9.6, 5.566666666666666)","(20.0, 55.0, 23.0)","(10.0, 36.0, 33.66666666666667)","(26.0, 50.0, 41.0)","(9.0, 18.5, 13.0)","(71.0, 480.0, 275.0)"
11-01-2023 18:00:59.444713,"(17.0, 50.0, 33.5)","(1.3, 1.83, 1.6216666666666666)","(5.0, 9.6, 5.566666666666666)","(20.0, 55.0, 23.0)","(10.0, 36.0, 33.66666666666667)","(26.0, 50.0, 56.5)","(9.0, 18.0, 13.0)","(71.0, 480.0, 275.0)"
11-01-2023 18:01:00.813163,"(17.0, 50.0, 33.5)","(1.3, 1.83, 1.800967741935484)","(5.0, 9.6, 5.566666666666666)","(20.0, 55.0, 23.0)","(10.0, 36.0, 33.66666666666667)","(26.0, 90.0, 64.33333333333334)","(9.0, 18.0, 15.857142857142858)","(71.0, 480.0, 275.0)"
11-01-2023 18:01:02.056074,"(17.0, 50.0, 26.42857142857143)","(1.3, 1.83, 1.800967741935484)","(5.0, 9.6, 5.566666666666666)","(20.0, 55.0, 23.0)","(10.0, 36.0, 33.66666666666667)","(26.0, 85.0, 57.666666666666664)","(9.0, 18.0, 15.5)","(71.0, 480.0, 280.0)"
11-01-2023 18:01:03.234902,"(17.0, 50.0, 33.5)","(1.3, 1.83, 1.5366666666666666)","(5.0, 9.6, 5.566666666666666)","(20.0, 55.0, 23.0)","(10.0, 36.0, 34.33333333333333)","(26.0, 75.0, 57.666666666666664)","(9.0, 18.0, 13.666666666666666)","(71.0, 480.0, 280.0)"
11-01-2023 18:01:04.500389,"(17.0, 50.0, 33.5)","(1.3, 1.83, 1.5366666666666666)","(5.0, 9.6, 6.2214285714285715)","(20.0, 55.0, 23.0)","(10.0, 44.0, 40.77777777777778)","(26.0, 75.0, 57.666666666666664)","(9.0, 18.0, 13.666666666666666)","(71.0, 480.0, 280.0)"
11-01-2023 18:01:05.761642,"(17.0, 50.0, 33.5)","(1.3, 1.87, 1.464705882352941)","(5.0, 9.6, 5.75)","(20.0, 55.0, 23.0)","(10.0, 44.0, 39.0)","(26.0, 75.0, 57.666666666666664)","(9.0, 18.0, 13.666666666666666)","(71.0, 480.0, 325.0)"
11-01-2023 18:01:06.893156,"(17.0, 50.0, 33.5)","(1.3, 1.86, 1.464705882352941)","(5.0, 9.6, 5.75)","(20.0, 55.0, 23.0)","(10.0, 42.0, 39.0)","(26.0, 75.0, 57.666666666666664)","(9.0, 18.0, 13.666666666666666)","(71.0, 570.0, 325.0)"
11-01-2023 18:01:08.003094,"(17.0, 50.0, 33.5)","(1.3, 1.83, 1.4069230769230767)","(5.0, 9.6, 6.7125)","(20.0, 55.0, 23.0)","(10.0, 42.0, 39.0)","(26.0, 75.0, 57.666666666666664)","(9.0, 18.0, 13.666666666666666)","(71.0, 570.0, 325.0)"
11-01-2023 18:01:09.149424,"(17.0, 50.0, 33.5)","(1.3, 1.83, 1.4051724137931034)","(5.0, 9.6, 6.378571428571428)","(20.0, 55.0, 23.0)","(10.0, 42.0, 39.0)","(26.0, 75.0, 57.666666666666664)","(9.0, 18.0, 13.666666666666666)","(71.0, 570.0, 325.0)"
11-01-2023 18:01:10.406353,"(17.0, 50.0, 33.5)","(1.3, 1.81, 1.406153846153846)","(5.0, 9.6, 5.933333333333333)","(20.0, 55.0, 23.0)","(10.0, 42.0, 39.0)","(26.0, 75.0, 57.666666666666664)","(9.0, 18.0, 13.666666666666666)","(71.0, 570.0, 325.0)"
11-01-2023 18:01:11.749988,"(17.0, 50.0, 33.5)","(1.3, 1.81, 1.7698880597014925)","(5.0, 9.6, 6.85)","(20.0, 55.0, 23.0)","(10.0, 42.0, 39.0)","(26.0, 75.0, 57.666666666666664)","(9.0, 18.0, 13.666666666666666)","(71.0, 570.0, 325.0)"
11-01-2023 18:01:13.059196,"(17.0, 50.0, 33.5)","(1.3, 1.81, 1.7698880597014925)","(5.0, 9.6, 5.933333333333333)","(20.0, 55.0, 23.0)","(10.0, 42.0, 39.0)","(26.0, 75.0, 57.666666666666664)","(9.0, 18.0, 13.666666666666666)","(71.0, 570.0, 325.0)"
11-01-2023 18:01:14.440512,"(17.0, 50.0, 33.5)","(1.3, 1.81, 1.7698880597014925)","(5.0, 9.6, 5.933333333333333)","(20.0, 55.0, 23.0)","(10.0, 42.0, 35.375)","(26.0, 75.0, 57.666666666666664)","(9.0, 18.0, 13.666666666666666)","(71.0, 570.0, 325.0)"
11-01-2023 18:01:16.015065,"(17.0, 50.0, 33.5)","(1.3, 1.81, 1.7666532258064516)","(5.0, 9.6, 5.933333333333333)","(20.0, 55.0, 32.84615384615385)","(10.0, 42.0, 38.285714285714285)","(26.0, 75.0, 57.666666666666664)","(9.0, 18.0, 13.666666666666666)","(71.0, 570.0, 325.0)"
11-01-2023 18:01:17.885748,"(17.0, 50.0, 22.916666666666668)","(1.3, 1.81, 1.769486166007905)","(5.0, 9.6, 6.215384615384615)","(20.0, 55.0, 26.2)","(10.0, 42.0, 33.66666666666667)","(26.0, 75.0, 57.666666666666664)","(9.0, 18.0, 13.666666666666666)","(71.0, 570.0, 325.0)"
11-01-2023 18:01:19.528663,"(17.0, 50.0, 41.25)","(1.3, 1.81, 1.769486166007905)","(5.0, 9.6, 6.9111111111111105)","(20.0, 55.0, 26.2)","(10.0, 42.0, 35.75)","(26.0, 75.0, 49.0)","(9.0, 18.0, 13.666666666666666)","(71.0, 570.0, 325.0)"
11-01-2023 18:01:20.765788,"(17.0, 65.0, 41.25)","(1.3, 1.81, 1.769486166007905)","(5.0, 11.5, 6.9111111111111105)","(20.0, 55.0, 46.33333333333333)","(10.0, 42.0, 35.75)","(26.0, 75.0, 49.0)","(9.0, 18.0, 13.666666666666666)","(71.0, 570.0, 325.0)"
11-01-2023 18:01:21.978573,"(17.0, 65.0, 41.25)","(1.3, 1.81, 1.769486166007905)","(5.0, 11.5, 6.9111111111111105)","(20.0, 60.0, 46.33333333333333)","(10.0, 42.0, 35.75)","(26.0, 75.0, 49.0)","(9.0, 18.0, 13.666666666666666)","(71.0, 570.0, 394.28571428571433)"
11-01-2023 18:01:23.307600,"(17.0, 65.0, 41.25)","(1.3, 1.81, 1.4446153846153846)","(5.0, 11.5, 6.9111111111111105)","(20.0, 60.0, 40.0)","(10.0, 42.0, 35.75)","(26.0, 75.0, 49.0)","(9.0, 18.0, 13.666666666666666)","(71.0, 580.0, 327.5)"
11-01-2023 18:01:24.551127,"(17.0, 65.0, 41.25)","(1.3, 1.81, 1.4446153846153846)","(5.0, 11.5, 6.9111111111111105)","(20.0, 60.0, 40.0)","(10.0, 42.0, 35.75)","(26.0, 75.0, 49.0)","(9.0, 18.0, 13.666666666666666)","(71.0, 570.0, 282.5)"
11-01-2023 18:01:25.906363,"(17.0, 65.0, 41.5)","(1.3, 1.81, 1.4446153846153846)","(5.0, 11.5, 6.9111111111111105)","(20.0, 60.0, 40.0)","(10.0, 42.0, 35.75)","(26.0, 75.0, 49.0)","(9.0, 18.0, 13.666666666666666)","(71.0, 480.0, 282.5)"
11-01-2023 18:01:27.259283,"(17.0, 65.0, 42.0)","(1.3, 1.81, 1.4446153846153846)","(5.0, 11.5, 6.9111111111111105)","(20.0, 60.0, 40.0)","(10.0, 42.0, 35.75)","(26.0, 75.0, 49.0)","(9.0, 18.0, 13.666666666666666)","(71.0, 480.0, 282.5)"
11-01-2023 18:01:28.508104,"(17.0, 65.0, 42.0)","(1.3, 1.81, 1.4446153846153846)","(5.0, 11.5, 6.9111111111111105)","(20.0, 60.0, 51.6)","(10.0, 42.0, 35.75)","(26.0, 75.0, 49.0)","(9.0, 18.0, 13.666666666666666)","(71.0, 480.0, 282.5)"
11-01-2023 18:01:29.722958,"(17.0, 65.0, 42.0)","(1.3, 1.81, 1.4446153846153846)","(5.0, 11.5, 6.9111111111111105)","(20.0, 60.0, 40.5)","(10.0, 42.0, 35.75)","(26.0, 75.0, 49.0)","(9.0, 18.0, 13.666666666666666)","(71.0, 480.0, 282.5)"
