,Hes A Battler,Papa Surf,Walkinthepark,The Witch,Explosive Lass,Pegau,Zivjeli,Rushann,Boasting,Lucikhan,Keve
12-01-2023 11:24:15.454560,"(9.0, 16.0, 11.2)","(5.5, 9.2, 8.299999999999999)","(5.0, 8.8, 7.800000000000001)","(5.0, 8.8, 8.084615384615386)","(5.5, 13.5, 9.24)","(10.0, 22.0, 10.426666666666666)","(41.0, 160.0, 118.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.2444444444444445)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:24:16.926827,"(9.0, 16.0, 11.2)","(5.5, 9.2, 8.299999999999999)","(5.0, 8.8, 7.800000000000001)","(5.0, 8.8, 8.084615384615386)","(5.5, 13.5, 9.24)","(10.0, 22.0, 10.426666666666666)","(41.0, 160.0, 118.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.2444444444444445)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:24:18.443837,"(9.0, 16.0, 11.2)","(5.5, 9.2, 8.299999999999999)","(5.0, 8.8, 7.800000000000001)","(5.0, 8.8, 8.084615384615386)","(5.5, 13.5, 9.24)","(10.0, 22.0, 10.426666666666666)","(41.0, 160.0, 118.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.2444444444444445)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:24:19.975506,"(9.0, 16.0, 11.2)","(5.5, 9.2, 8.299999999999999)","(5.0, 8.8, 7.800000000000001)","(5.0, 8.8, 8.084615384615386)","(5.5, 13.5, 9.24)","(10.0, 22.0, 10.426666666666666)","(41.0, 160.0, 118.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.2444444444444445)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:24:21.448345,"(9.0, 16.0, 11.2)","(5.5, 9.2, 8.299999999999999)","(5.0, 8.8, 7.800000000000001)","(5.0, 8.8, 8.084615384615386)","(5.5, 13.5, 9.24)","(10.0, 22.0, 11.0)","(41.0, 160.0, 118.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.2444444444444445)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:24:22.960200,"(9.0, 16.0, 11.2)","(5.5, 9.2, 8.299999999999999)","(5.0, 8.8, 7.800000000000001)","(5.0, 8.8, 8.084615384615386)","(5.5, 13.5, 9.24)","(10.0, 18.0, 11.0)","(41.0, 160.0, 118.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.2444444444444445)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:24:24.456396,"(9.0, 16.0, 11.2)","(5.5, 9.2, 8.299999999999999)","(5.0, 8.8, 7.800000000000001)","(5.0, 8.8, 8.084615384615386)","(5.5, 13.5, 9.24)","(10.0, 18.0, 11.0)","(41.0, 160.0, 118.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.2444444444444445)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:24:26.010401,"(9.0, 16.0, 11.2)","(5.5, 9.2, 8.299999999999999)","(5.0, 8.8, 7.800000000000001)","(5.0, 8.8, 8.084615384615386)","(5.5, 13.5, 9.24)","(10.0, 18.0, 12.4)","(41.0, 160.0, 118.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.2444444444444445)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:24:27.474253,"(9.0, 16.0, 11.2)","(5.5, 9.2, 8.299999999999999)","(5.0, 8.8, 7.800000000000001)","(5.0, 8.8, 8.084615384615386)","(5.5, 13.5, 9.24)","(10.0, 18.0, 12.4)","(41.0, 160.0, 118.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.2444444444444445)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:24:28.930250,"(9.0, 16.0, 11.2)","(5.5, 9.2, 8.299999999999999)","(5.0, 8.8, 7.800000000000001)","(5.0, 8.8, 8.084615384615386)","(5.5, 13.5, 9.24)","(10.0, 18.0, 12.4)","(41.0, 160.0, 118.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.2444444444444445)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:24:30.395205,"(9.0, 16.0, 11.2)","(5.5, 9.2, 8.299999999999999)","(5.0, 8.8, 7.800000000000001)","(5.0, 8.8, 8.084615384615386)","(5.5, 13.5, 9.24)","(10.0, 18.0, 12.4)","(41.0, 160.0, 118.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.2444444444444445)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:24:31.885399,"(9.0, 16.0, 11.2)","(5.5, 9.2, 8.299999999999999)","(5.0, 8.8, 7.800000000000001)","(5.0, 8.8, 8.084615384615386)","(5.5, 13.5, 9.24)","(10.0, 18.0, 12.4)","(41.0, 160.0, 118.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.2444444444444445)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:24:33.396082,"(9.0, 16.0, 11.2)","(5.5, 9.2, 8.299999999999999)","(5.0, 8.8, 7.800000000000001)","(5.0, 8.8, 8.084615384615386)","(5.5, 13.5, 9.24)","(10.0, 18.0, 12.4)","(41.0, 160.0, 118.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.2444444444444445)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:24:34.826396,"(9.0, 16.0, 11.2)","(5.5, 9.2, 8.299999999999999)","(5.0, 8.8, 7.800000000000001)","(5.0, 8.8, 8.084615384615386)","(5.5, 13.5, 9.24)","(10.0, 18.0, 12.4)","(41.0, 160.0, 118.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.2444444444444445)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:24:36.287594,"(9.0, 16.0, 11.2)","(5.5, 9.2, 8.299999999999999)","(5.0, 8.8, 7.800000000000001)","(5.0, 8.8, 8.084615384615386)","(5.5, 13.5, 9.24)","(10.0, 18.0, 12.4)","(41.0, 160.0, 118.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.2444444444444445)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:24:37.726522,"(9.0, 16.0, 11.2)","(5.5, 9.2, 8.299999999999999)","(5.0, 8.8, 7.800000000000001)","(5.0, 8.8, 8.084615384615386)","(5.5, 13.5, 9.24)","(10.0, 18.0, 12.4)","(41.0, 160.0, 118.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.2444444444444445)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:24:39.228364,"(9.0, 16.0, 11.2)","(5.5, 9.2, 8.299999999999999)","(5.0, 8.8, 7.800000000000001)","(5.0, 8.8, 8.084615384615386)","(5.5, 13.5, 9.24)","(10.0, 18.0, 12.4)","(41.0, 160.0, 118.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.2444444444444445)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:24:40.737173,"(9.0, 16.0, 11.2)","(5.5, 9.2, 8.299999999999999)","(5.0, 8.8, 7.800000000000001)","(5.0, 8.8, 8.084615384615386)","(5.5, 13.5, 9.24)","(10.0, 18.0, 12.4)","(41.0, 160.0, 118.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.2444444444444445)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:24:42.201358,"(9.0, 16.0, 11.2)","(5.5, 9.2, 8.299999999999999)","(5.0, 8.8, 7.800000000000001)","(5.0, 8.8, 8.084615384615386)","(5.5, 13.5, 9.24)","(10.0, 18.0, 12.4)","(41.0, 160.0, 118.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.2444444444444445)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:24:43.638469,"(9.0, 16.0, 11.2)","(5.5, 9.2, 7.76)","(5.0, 8.8, 7.800000000000001)","(5.0, 8.8, 8.51818181818182)","(5.5, 13.5, 9.24)","(10.0, 18.0, 12.4)","(41.0, 160.0, 118.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.2444444444444445)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:24:45.097084,"(9.0, 16.0, 10.666666666666666)","(5.5, 8.4, 6.8)","(5.0, 9.0, 7.800000000000001)","(5.0, 8.8, 8.51818181818182)","(5.5, 13.5, 9.04)","(10.0, 18.0, 12.4)","(41.0, 160.0, 118.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.2444444444444445)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:24:46.635501,"(9.0, 16.0, 10.666666666666666)","(5.5, 8.4, 6.8)","(5.0, 9.0, 7.800000000000001)","(5.0, 8.8, 8.51818181818182)","(5.5, 13.0, 9.04)","(10.0, 18.0, 12.4)","(41.0, 160.0, 118.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.2444444444444445)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:24:48.149270,"(9.0, 16.0, 10.666666666666666)","(5.5, 8.4, 6.8)","(5.0, 9.0, 7.800000000000001)","(5.0, 8.8, 8.51818181818182)","(5.5, 13.0, 9.04)","(10.0, 18.0, 12.4)","(41.0, 160.0, 118.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.2444444444444445)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:24:49.803582,"(9.0, 16.0, 10.666666666666666)","(5.5, 8.4, 6.8)","(5.0, 9.0, 7.800000000000001)","(5.0, 8.8, 8.51818181818182)","(5.5, 13.0, 9.04)","(10.0, 18.0, 12.4)","(41.0, 160.0, 118.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.2444444444444445)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:24:51.339962,"(9.0, 16.0, 10.666666666666666)","(5.5, 8.4, 6.8)","(5.0, 9.0, 7.800000000000001)","(5.0, 8.8, 8.51818181818182)","(5.5, 13.0, 9.04)","(10.0, 18.0, 12.4)","(41.0, 160.0, 138.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.2444444444444445)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:24:53.062132,"(9.0, 16.0, 10.666666666666666)","(5.5, 8.4, 6.8)","(5.0, 9.0, 7.800000000000001)","(5.0, 8.8, 8.51818181818182)","(5.5, 13.0, 9.04)","(10.0, 18.0, 12.4)","(41.0, 190.0, 138.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.2444444444444445)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:24:54.704035,"(9.0, 16.0, 10.666666666666666)","(5.5, 8.4, 6.8)","(5.0, 9.0, 7.800000000000001)","(5.0, 8.8, 8.51818181818182)","(5.5, 13.0, 9.04)","(10.0, 18.0, 12.4)","(41.0, 190.0, 138.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.2444444444444445)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:24:56.305979,"(9.0, 16.0, 10.666666666666666)","(5.5, 8.4, 6.8)","(5.0, 9.0, 7.800000000000001)","(5.0, 8.8, 8.51818181818182)","(5.5, 13.0, 9.04)","(10.0, 18.0, 12.4)","(41.0, 190.0, 138.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.2444444444444445)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:24:57.804819,"(9.0, 16.0, 10.666666666666666)","(5.5, 8.4, 6.8)","(5.0, 9.0, 7.800000000000001)","(5.0, 8.8, 8.51818181818182)","(5.5, 13.0, 9.04)","(10.0, 18.0, 12.4)","(41.0, 190.0, 138.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.2444444444444445)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:24:59.582336,"(9.0, 16.0, 10.666666666666666)","(5.5, 8.4, 6.8)","(5.0, 9.0, 7.800000000000001)","(5.0, 8.8, 8.51818181818182)","(5.5, 13.0, 9.04)","(10.0, 18.0, 12.4)","(41.0, 190.0, 138.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.2444444444444445)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:25:01.302334,"(9.0, 16.0, 10.666666666666666)","(5.5, 8.4, 6.8)","(5.0, 9.0, 7.800000000000001)","(5.0, 8.8, 8.51818181818182)","(5.5, 13.0, 9.04)","(10.0, 18.0, 12.4)","(41.0, 190.0, 138.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.2444444444444445)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:25:02.995382,"(9.0, 16.0, 10.666666666666666)","(5.5, 8.4, 6.8)","(5.0, 9.0, 7.800000000000001)","(5.0, 8.8, 8.51818181818182)","(5.5, 13.0, 9.04)","(10.0, 18.0, 12.4)","(41.0, 190.0, 138.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.2444444444444445)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:25:04.670173,"(9.0, 16.0, 10.666666666666666)","(5.5, 8.4, 6.8)","(5.0, 9.0, 7.800000000000001)","(5.0, 8.8, 8.51818181818182)","(5.5, 13.0, 9.04)","(10.0, 18.0, 12.4)","(41.0, 190.0, 138.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.2444444444444445)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:25:06.338840,"(9.0, 16.0, 10.666666666666666)","(5.5, 8.4, 6.8)","(5.0, 9.0, 7.800000000000001)","(5.0, 8.8, 8.51818181818182)","(5.5, 13.0, 9.04)","(10.0, 18.0, 12.4)","(41.0, 190.0, 138.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.2444444444444445)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:25:07.878392,"(9.0, 16.0, 10.666666666666666)","(5.5, 8.4, 6.8)","(5.0, 9.0, 7.800000000000001)","(5.0, 8.8, 8.51818181818182)","(5.5, 13.0, 9.04)","(10.0, 18.0, 12.4)","(41.0, 190.0, 138.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.2444444444444445)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:25:09.387051,"(9.0, 16.0, 11.566666666666666)","(5.5, 8.4, 6.949999999999999)","(5.0, 9.0, 8.314285714285715)","(5.0, 8.8, 7.300000000000001)","(5.5, 13.0, 9.45)","(10.0, 18.0, 10.916666666666666)","(41.0, 190.0, 138.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 6.6)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:25:10.865909,"(9.0, 15.5, 11.566666666666666)","(5.5, 8.2, 6.949999999999999)","(5.0, 8.8, 8.314285714285715)","(5.0, 8.8, 7.300000000000001)","(5.5, 12.5, 9.45)","(10.0, 17.5, 10.916666666666666)","(41.0, 190.0, 138.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.5)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:25:12.286625,"(9.0, 15.5, 11.566666666666666)","(5.5, 8.2, 6.949999999999999)","(5.0, 8.8, 8.314285714285715)","(5.0, 8.8, 7.300000000000001)","(5.5, 12.5, 9.45)","(10.0, 17.5, 10.916666666666666)","(41.0, 190.0, 138.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.5)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:25:13.765825,"(9.0, 15.5, 11.566666666666666)","(5.5, 8.2, 6.949999999999999)","(5.0, 8.8, 8.314285714285715)","(5.0, 8.8, 7.300000000000001)","(5.5, 12.5, 9.45)","(10.0, 17.5, 10.916666666666666)","(41.0, 190.0, 138.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.5)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:25:15.268436,"(9.0, 15.5, 11.566666666666666)","(5.5, 8.2, 7.680000000000001)","(5.0, 8.8, 8.314285714285715)","(5.0, 8.8, 7.300000000000001)","(5.5, 12.5, 9.45)","(10.0, 17.5, 10.916666666666666)","(41.0, 190.0, 138.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.457142857142857)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:25:16.736039,"(9.0, 15.5, 11.566666666666666)","(5.5, 8.4, 7.653333333333333)","(5.0, 8.8, 8.314285714285715)","(5.0, 8.8, 7.300000000000001)","(5.5, 12.5, 9.45)","(10.0, 17.5, 10.916666666666666)","(41.0, 190.0, 138.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.457142857142857)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:25:18.136816,"(9.0, 15.5, 11.566666666666666)","(5.5, 8.4, 7.653333333333333)","(5.0, 8.8, 8.314285714285715)","(5.0, 8.8, 7.300000000000001)","(5.5, 12.5, 9.45)","(10.0, 17.5, 10.916666666666666)","(41.0, 190.0, 138.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.457142857142857)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:25:19.490397,"(9.0, 15.5, 11.566666666666666)","(5.5, 8.4, 7.653333333333333)","(5.0, 8.8, 8.314285714285715)","(5.0, 8.8, 7.300000000000001)","(5.5, 12.5, 9.45)","(10.0, 17.5, 10.916666666666666)","(41.0, 190.0, 138.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.457142857142857)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:25:20.951041,"(9.0, 15.5, 11.566666666666666)","(5.5, 8.4, 7.653333333333333)","(5.0, 8.8, 8.314285714285715)","(5.0, 8.8, 7.300000000000001)","(5.5, 12.5, 9.45)","(10.0, 17.5, 10.916666666666666)","(41.0, 190.0, 138.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 6.65)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:25:22.385023,"(9.0, 15.5, 11.566666666666666)","(5.5, 8.2, 6.949999999999999)","(5.0, 8.8, 8.314285714285715)","(5.0, 8.8, 7.300000000000001)","(5.5, 12.5, 11.011111111111111)","(10.0, 17.5, 10.916666666666666)","(41.0, 190.0, 138.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 6.65)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:25:23.853203,"(9.0, 15.5, 11.566666666666666)","(5.5, 8.2, 6.949999999999999)","(5.0, 8.8, 8.314285714285715)","(5.0, 8.8, 7.300000000000001)","(5.5, 12.5, 11.011111111111111)","(10.0, 17.5, 10.916666666666666)","(41.0, 190.0, 138.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 6.65)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:25:25.387846,"(9.0, 15.5, 11.566666666666666)","(5.5, 8.2, 6.949999999999999)","(5.0, 8.8, 8.314285714285715)","(5.0, 8.8, 7.300000000000001)","(5.5, 12.5, 11.011111111111111)","(10.0, 17.5, 10.916666666666666)","(41.0, 190.0, 138.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 6.65)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:25:26.822543,"(9.0, 15.5, 11.566666666666666)","(5.5, 8.2, 6.949999999999999)","(5.0, 8.8, 8.314285714285715)","(5.0, 8.8, 7.300000000000001)","(5.5, 12.5, 11.011111111111111)","(10.0, 17.5, 10.916666666666666)","(41.0, 190.0, 138.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 6.65)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:25:28.144830,"(9.0, 15.5, 11.566666666666666)","(5.5, 8.2, 7.466666666666667)","(5.0, 8.8, 8.314285714285715)","(5.0, 8.8, 7.300000000000001)","(5.5, 12.5, 11.011111111111111)","(10.0, 17.5, 10.916666666666666)","(41.0, 190.0, 138.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 6.65)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:25:29.546729,"(9.0, 15.5, 11.566666666666666)","(5.5, 8.4, 7.466666666666667)","(5.0, 8.8, 8.314285714285715)","(5.0, 8.8, 7.300000000000001)","(5.5, 12.5, 11.011111111111111)","(10.0, 17.5, 10.916666666666666)","(41.0, 190.0, 138.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 6.65)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:25:30.973330,"(9.0, 15.5, 11.566666666666666)","(5.5, 8.4, 7.810526315789474)","(5.0, 8.8, 8.314285714285715)","(5.0, 8.8, 7.300000000000001)","(5.5, 12.5, 11.033333333333333)","(10.0, 17.5, 10.916666666666666)","(41.0, 190.0, 138.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.381818181818182)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:25:32.375072,"(9.0, 15.5, 11.566666666666666)","(5.5, 8.4, 6.8)","(5.0, 8.8, 8.314285714285715)","(5.0, 8.8, 7.300000000000001)","(5.5, 12.5, 11.6875)","(10.0, 17.5, 10.916666666666666)","(41.0, 190.0, 138.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.381818181818182)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:25:33.790815,"(9.0, 15.5, 11.566666666666666)","(5.5, 8.4, 7.199999999999999)","(5.0, 8.8, 8.314285714285715)","(5.0, 8.8, 7.300000000000001)","(5.5, 12.5, 9.35)","(10.0, 17.5, 10.916666666666666)","(41.0, 190.0, 138.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.381818181818182)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:25:35.137653,"(9.0, 15.5, 11.566666666666666)","(5.5, 8.2, 7.199999999999999)","(5.0, 8.8, 8.314285714285715)","(5.0, 8.8, 7.300000000000001)","(5.5, 12.5, 9.35)","(10.0, 17.5, 10.916666666666666)","(41.0, 190.0, 138.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.381818181818182)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:25:36.486325,"(9.0, 15.5, 11.566666666666666)","(5.5, 8.2, 7.199999999999999)","(5.0, 8.8, 8.314285714285715)","(5.0, 8.8, 7.300000000000001)","(5.5, 12.5, 9.35)","(10.0, 17.5, 10.916666666666666)","(41.0, 190.0, 138.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.381818181818182)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:25:37.853477,"(9.0, 15.5, 11.566666666666666)","(5.5, 8.2, 7.199999999999999)","(5.0, 8.8, 8.314285714285715)","(5.0, 8.8, 7.300000000000001)","(5.5, 12.5, 9.35)","(10.0, 17.5, 10.916666666666666)","(41.0, 190.0, 138.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.381818181818182)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:25:39.336759,"(9.0, 15.5, 11.566666666666666)","(5.5, 8.2, 6.857142857142858)","(5.0, 8.8, 8.314285714285715)","(5.0, 8.8, 7.300000000000001)","(5.5, 12.5, 9.35)","(10.0, 17.5, 10.916666666666666)","(41.0, 190.0, 138.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.381818181818182)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:25:40.736290,"(9.0, 15.5, 11.566666666666666)","(5.5, 8.4, 6.857142857142858)","(5.0, 8.8, 8.314285714285715)","(5.0, 8.8, 7.300000000000001)","(5.5, 12.5, 9.35)","(10.0, 17.5, 10.916666666666666)","(41.0, 190.0, 138.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.381818181818182)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:25:42.130075,"(9.0, 15.5, 11.566666666666666)","(5.5, 8.4, 6.857142857142858)","(5.0, 8.8, 8.314285714285715)","(5.0, 8.8, 7.300000000000001)","(5.5, 12.5, 9.35)","(10.0, 17.5, 10.916666666666666)","(41.0, 190.0, 138.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.381818181818182)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:25:43.504346,"(9.0, 15.5, 11.566666666666666)","(5.5, 8.4, 6.857142857142858)","(5.0, 8.8, 8.314285714285715)","(5.0, 8.8, 7.300000000000001)","(5.5, 12.5, 9.35)","(10.0, 17.5, 10.916666666666666)","(41.0, 190.0, 138.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.381818181818182)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:25:44.831832,"(9.0, 15.5, 11.566666666666666)","(5.5, 8.4, 7.199999999999999)","(5.0, 8.8, 8.314285714285715)","(5.0, 8.8, 7.300000000000001)","(5.5, 12.5, 9.35)","(10.0, 17.5, 10.916666666666666)","(41.0, 190.0, 138.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.381818181818182)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:25:46.218666,"(9.0, 15.5, 11.566666666666666)","(5.5, 8.2, 7.199999999999999)","(5.0, 8.8, 8.314285714285715)","(5.0, 8.8, 7.300000000000001)","(5.5, 12.5, 9.35)","(10.0, 17.5, 10.916666666666666)","(41.0, 190.0, 138.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.381818181818182)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
12-01-2023 11:25:47.632050,"(9.0, 15.5, 11.566666666666666)","(5.5, 8.2, 7.199999999999999)","(5.0, 8.8, 8.314285714285715)","(5.0, 8.8, 7.300000000000001)","(5.5, 12.5, 9.35)","(10.0, 17.5, 10.916666666666666)","(41.0, 190.0, 138.0)","(17.0, 75.0, 56.0)","(5.0, 7.8, 7.381818181818182)","(21.0, 32.0, 30.838709677419352)","(41.0, 220.0, 130.0)"
