,Allegro Tori,Big Time Polo,Check Me Out,Allegro Barrel,Big Time Slay,Adobe Underworld,Big Time Ring,Highview Moose
11-01-2023 13:24:53.448733,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 11.2)","(11.0, 27.0, 14.625)","(14.0, 60.0, 53.214285714285715)","(1.55, 2.38, 2.1545)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 26.833333333333332)"
11-01-2023 13:24:54.649640,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 11.2)","(11.0, 27.0, 14.625)","(14.0, 60.0, 53.214285714285715)","(1.55, 2.38, 2.1545)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 26.833333333333332)"
11-01-2023 13:24:55.897417,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 11.2)","(11.0, 27.0, 14.625)","(14.0, 60.0, 53.214285714285715)","(1.55, 2.38, 2.1545)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 26.833333333333332)"
11-01-2023 13:24:57.468749,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 11.2)","(11.0, 27.0, 14.625)","(14.0, 60.0, 53.214285714285715)","(1.55, 2.38, 2.1545)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 26.833333333333332)"
11-01-2023 13:24:58.828278,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 11.2)","(11.0, 27.0, 14.625)","(14.0, 60.0, 53.214285714285715)","(1.55, 2.38, 2.1545)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 26.833333333333332)"
11-01-2023 13:25:00.194306,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 11.2)","(11.0, 27.0, 14.625)","(14.0, 60.0, 53.214285714285715)","(1.55, 2.38, 2.1545)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 26.833333333333332)"
11-01-2023 13:25:01.520184,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 11.2)","(11.0, 27.0, 14.625)","(14.0, 60.0, 53.214285714285715)","(1.55, 2.38, 2.1545)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 26.833333333333332)"
11-01-2023 13:25:02.842681,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 12.79)","(11.0, 27.0, 14.625)","(14.0, 60.0, 53.214285714285715)","(1.55, 2.38, 2.1545)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 26.833333333333332)"
11-01-2023 13:25:04.253179,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 12.79)","(11.0, 27.0, 14.625)","(14.0, 60.0, 53.214285714285715)","(1.55, 2.38, 2.1545)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 26.833333333333332)"
11-01-2023 13:25:05.571121,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 12.79)","(11.0, 27.0, 14.625)","(14.0, 60.0, 53.214285714285715)","(1.55, 2.38, 2.1545)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 26.833333333333332)"
11-01-2023 13:25:06.814203,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 12.79)","(11.0, 27.0, 14.625)","(14.0, 60.0, 53.214285714285715)","(1.55, 2.38, 2.1545)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 26.833333333333332)"
11-01-2023 13:25:08.143418,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 12.79)","(11.0, 27.0, 14.625)","(14.0, 60.0, 53.214285714285715)","(1.55, 2.38, 2.1545)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 26.833333333333332)"
11-01-2023 13:25:09.679203,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 12.79)","(11.0, 27.0, 14.625)","(14.0, 60.0, 32.64285714285714)","(1.55, 2.38, 2.1545)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 26.833333333333332)"
11-01-2023 13:25:10.969241,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 12.79)","(11.0, 27.0, 14.625)","(14.0, 36.0, 24.5)","(1.55, 2.38, 2.1545)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 26.833333333333332)"
11-01-2023 13:25:12.346373,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 12.79)","(11.0, 27.0, 14.625)","(14.0, 36.0, 24.5)","(1.55, 2.38, 2.1545)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 26.833333333333332)"
11-01-2023 13:25:13.647921,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 12.79)","(11.0, 27.0, 14.625)","(14.0, 36.0, 24.5)","(1.55, 2.38, 2.1545)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 26.833333333333332)"
11-01-2023 13:25:14.805639,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 12.79)","(11.0, 27.0, 14.625)","(14.0, 36.0, 24.5)","(1.55, 2.38, 2.1545)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 26.833333333333332)"
11-01-2023 13:25:16.099511,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 12.79)","(11.0, 27.0, 14.625)","(14.0, 36.0, 24.5)","(1.55, 2.38, 2.1545)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 26.833333333333332)"
11-01-2023 13:25:17.794318,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 12.79)","(11.0, 27.0, 14.625)","(14.0, 36.0, 24.5)","(1.55, 2.38, 2.1545)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 26.833333333333332)"
11-01-2023 13:25:19.197906,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 12.79)","(11.0, 27.0, 14.625)","(14.0, 36.0, 24.5)","(1.55, 2.38, 2.1545)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 26.833333333333332)"
11-01-2023 13:25:20.510486,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 12.79)","(11.0, 27.0, 14.625)","(14.0, 36.0, 24.5)","(1.55, 2.38, 2.1545)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 26.833333333333332)"
11-01-2023 13:25:21.973948,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 12.79)","(11.0, 27.0, 14.625)","(14.0, 36.0, 24.5)","(1.55, 2.38, 2.1545)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 26.833333333333332)"
11-01-2023 13:25:23.411883,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 12.79)","(11.0, 27.0, 14.625)","(14.0, 36.0, 24.5)","(1.55, 2.38, 2.1545)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 26.833333333333332)"
11-01-2023 13:25:24.944384,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 12.79)","(11.0, 27.0, 14.625)","(14.0, 36.0, 24.5)","(1.55, 2.38, 2.1545)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 26.833333333333332)"
11-01-2023 13:25:26.315823,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 12.79)","(11.0, 27.0, 14.625)","(14.0, 36.0, 24.5)","(1.55, 2.38, 2.1545)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 26.833333333333332)"
11-01-2023 13:25:27.657717,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 12.79)","(11.0, 27.0, 14.625)","(14.0, 36.0, 24.5)","(1.55, 2.38, 2.1545)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 26.833333333333332)"
11-01-2023 13:25:28.966516,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 12.79)","(11.0, 27.0, 14.625)","(14.0, 36.0, 24.5)","(1.55, 2.38, 2.1545)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 26.833333333333332)"
11-01-2023 13:25:30.302340,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 12.79)","(11.0, 27.0, 14.625)","(14.0, 36.0, 24.5)","(1.55, 2.38, 2.1545)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 26.833333333333332)"
11-01-2023 13:25:31.695107,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 13.136842105263158)","(11.0, 27.0, 14.625)","(14.0, 36.0, 24.5)","(1.55, 2.38, 2.1545)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 26.833333333333332)"
11-01-2023 13:25:33.000587,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 11.266666666666666)","(11.0, 27.0, 14.625)","(14.0, 36.0, 24.5)","(1.55, 2.38, 2.1545)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 26.833333333333332)"
11-01-2023 13:25:34.368326,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 11.266666666666666)","(11.0, 27.0, 14.625)","(14.0, 36.0, 24.5)","(1.55, 2.38, 2.1545)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 26.833333333333332)"
11-01-2023 13:25:35.707907,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 11.266666666666666)","(11.0, 27.0, 14.625)","(14.0, 36.0, 24.5)","(1.55, 2.38, 2.1545)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 26.833333333333332)"
11-01-2023 13:25:37.006135,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 11.266666666666666)","(11.0, 27.0, 14.625)","(14.0, 36.0, 24.5)","(1.55, 2.38, 2.1545)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 17.333333333333332)"
11-01-2023 13:25:38.276761,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 11.266666666666666)","(11.0, 27.0, 14.625)","(14.0, 36.0, 24.5)","(1.55, 2.38, 2.1545)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 17.333333333333332)"
11-01-2023 13:25:39.564249,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 11.266666666666666)","(11.0, 27.0, 14.625)","(14.0, 36.0, 24.5)","(1.55, 2.38, 1.8710144927536232)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 17.333333333333332)"
11-01-2023 13:25:40.878077,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 11.266666666666666)","(11.0, 27.0, 14.625)","(14.0, 36.0, 24.5)","(1.55, 2.3, 1.8710144927536232)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 17.333333333333332)"
11-01-2023 13:25:42.237039,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 11.266666666666666)","(11.0, 27.0, 14.625)","(14.0, 36.0, 24.5)","(1.55, 2.3, 1.8710144927536232)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 17.333333333333332)"
11-01-2023 13:25:43.558220,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 11.266666666666666)","(11.0, 27.0, 14.625)","(14.0, 36.0, 24.5)","(1.55, 2.3, 1.8710144927536232)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 17.333333333333332)"
11-01-2023 13:25:44.870200,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 11.266666666666666)","(11.0, 27.0, 14.625)","(14.0, 36.0, 24.5)","(1.55, 2.3, 2.082)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 17.333333333333332)"
11-01-2023 13:25:46.218690,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 11.266666666666666)","(11.0, 27.0, 14.625)","(14.0, 36.0, 24.5)","(1.55, 2.28, 2.082)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 17.333333333333332)"
11-01-2023 13:25:47.741684,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 11.266666666666666)","(11.0, 27.0, 14.625)","(14.0, 36.0, 24.5)","(1.55, 2.28, 2.082)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 17.333333333333332)"
11-01-2023 13:25:49.046392,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 12.6125)","(11.0, 27.0, 14.625)","(14.0, 36.0, 24.5)","(1.55, 2.28, 2.082)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 17.333333333333332)"
11-01-2023 13:25:50.397124,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 12.6125)","(11.0, 27.0, 14.625)","(14.0, 36.0, 24.5)","(1.55, 2.28, 2.082)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 17.333333333333332)"
11-01-2023 13:25:51.758796,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 12.6125)","(11.0, 27.0, 14.625)","(14.0, 36.0, 24.5)","(1.55, 2.28, 2.082)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 17.333333333333332)"
11-01-2023 13:25:53.149269,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 12.6125)","(11.0, 27.0, 14.625)","(14.0, 36.0, 24.5)","(1.55, 2.28, 2.082)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 17.333333333333332)"
11-01-2023 13:25:54.396341,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 12.6125)","(11.0, 27.0, 14.625)","(14.0, 36.0, 24.5)","(1.55, 2.28, 2.082)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 17.333333333333332)"
11-01-2023 13:25:55.782077,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 11.333333333333332)","(11.0, 27.0, 14.625)","(14.0, 36.0, 24.5)","(1.55, 2.28, 2.082)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 17.333333333333332)"
11-01-2023 13:25:57.221549,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 11.333333333333332)","(11.0, 27.0, 14.625)","(14.0, 36.0, 24.5)","(1.55, 2.28, 2.082)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 17.333333333333332)"
11-01-2023 13:25:58.602868,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 11.333333333333332)","(11.0, 27.0, 14.625)","(14.0, 36.0, 24.5)","(1.55, 2.28, 2.082)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 17.333333333333332)"
11-01-2023 13:25:59.912885,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 11.333333333333332)","(11.0, 27.0, 14.625)","(14.0, 36.0, 24.5)","(1.55, 2.28, 2.082)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 17.333333333333332)"
11-01-2023 13:26:01.200395,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 11.333333333333332)","(11.0, 27.0, 14.625)","(14.0, 36.0, 24.5)","(1.55, 2.28, 2.082)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 17.333333333333332)"
11-01-2023 13:26:02.482145,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 12.6125)","(11.0, 27.0, 14.625)","(14.0, 36.0, 24.5)","(1.55, 2.28, 2.082)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 17.333333333333332)"
11-01-2023 13:26:03.841119,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 11.333333333333332)","(11.0, 27.0, 14.625)","(14.0, 36.0, 24.5)","(1.55, 2.28, 2.082)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 17.333333333333332)"
11-01-2023 13:26:05.043538,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 11.333333333333332)","(11.0, 27.0, 14.625)","(14.0, 36.0, 24.5)","(1.55, 2.28, 2.082)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 17.333333333333332)"
11-01-2023 13:26:06.353415,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 11.333333333333332)","(11.0, 27.0, 22.30909090909091)","(14.0, 36.0, 24.5)","(1.55, 2.28, 2.082)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 17.333333333333332)"
11-01-2023 13:26:07.666748,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 11.333333333333332)","(11.0, 27.0, 22.30909090909091)","(14.0, 36.0, 20.666666666666668)","(1.55, 2.28, 2.082)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 17.333333333333332)"
11-01-2023 13:26:08.960874,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 11.333333333333332)","(11.0, 27.0, 15.0)","(14.0, 36.0, 20.666666666666668)","(1.55, 2.28, 2.082)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 17.333333333333332)"
11-01-2023 13:26:10.187056,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 11.333333333333332)","(11.0, 27.0, 15.0)","(14.0, 36.0, 20.666666666666668)","(1.55, 2.28, 2.082)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 17.333333333333332)"
11-01-2023 13:26:11.487490,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 11.333333333333332)","(11.0, 27.0, 15.0)","(14.0, 36.0, 20.666666666666668)","(1.55, 2.28, 2.082)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 17.333333333333332)"
11-01-2023 13:26:12.785233,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 11.333333333333332)","(11.0, 27.0, 15.0)","(14.0, 36.0, 20.666666666666668)","(1.55, 2.28, 2.082)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 17.333333333333332)"
11-01-2023 13:26:14.061251,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 11.333333333333332)","(11.0, 27.0, 15.0)","(14.0, 36.0, 20.666666666666668)","(1.55, 2.28, 2.082)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 17.333333333333332)"
11-01-2023 13:26:15.327390,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 11.333333333333332)","(11.0, 27.0, 15.0)","(14.0, 36.0, 20.666666666666668)","(1.55, 2.28, 2.082)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 17.333333333333332)"
11-01-2023 13:26:16.638938,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 11.333333333333332)","(11.0, 27.0, 15.0)","(14.0, 36.0, 20.666666666666668)","(1.55, 2.28, 2.082)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 17.333333333333332)"
11-01-2023 13:26:17.961470,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 11.333333333333332)","(11.0, 27.0, 15.0)","(14.0, 36.0, 20.666666666666668)","(1.55, 2.28, 2.082)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 17.333333333333332)"
11-01-2023 13:26:19.161409,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 11.333333333333332)","(11.0, 27.0, 15.0)","(14.0, 36.0, 20.666666666666668)","(1.55, 2.28, 2.082)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 17.333333333333332)"
11-01-2023 13:26:20.385297,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 11.333333333333332)","(11.0, 27.0, 15.0)","(14.0, 36.0, 20.666666666666668)","(1.55, 2.28, 2.082)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 17.333333333333332)"
11-01-2023 13:26:21.685258,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 11.333333333333332)","(11.0, 27.0, 15.0)","(14.0, 36.0, 20.666666666666668)","(1.55, 2.28, 2.082)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 17.333333333333332)"
11-01-2023 13:26:23.016164,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 11.333333333333332)","(11.0, 27.0, 15.0)","(14.0, 36.0, 20.666666666666668)","(1.55, 2.28, 2.082)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 17.333333333333332)"
11-01-2023 13:26:24.280614,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 11.333333333333332)","(11.0, 27.0, 15.0)","(14.0, 36.0, 20.666666666666668)","(1.55, 2.28, 2.082)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 17.333333333333332)"
11-01-2023 13:26:25.570353,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 11.333333333333332)","(11.0, 27.0, 15.0)","(14.0, 36.0, 20.666666666666668)","(1.55, 2.28, 2.082)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 17.333333333333332)"
11-01-2023 13:26:26.853183,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 13.11578947368421)","(11.0, 27.0, 15.0)","(14.0, 36.0, 20.666666666666668)","(1.55, 2.28, 2.082)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 17.333333333333332)"
11-01-2023 13:26:28.179148,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 12.79)","(11.0, 27.0, 15.0)","(14.0, 36.0, 30.125)","(1.55, 2.28, 2.082)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 17.333333333333332)"
11-01-2023 13:26:29.430722,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 12.79)","(11.0, 27.0, 15.0)","(14.0, 36.0, 21.0)","(1.55, 2.28, 2.082)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 17.333333333333332)"
11-01-2023 13:26:30.743996,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 11.4)","(11.0, 27.0, 15.0)","(14.0, 36.0, 21.0)","(1.55, 2.28, 2.082)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 17.333333333333332)"
11-01-2023 13:26:32.101282,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 11.4)","(11.0, 27.0, 15.0)","(14.0, 36.0, 21.0)","(1.55, 2.28, 2.082)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 17.333333333333332)"
11-01-2023 13:26:33.678575,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 11.4)","(11.0, 27.0, 15.0)","(14.0, 36.0, 21.0)","(1.55, 2.28, 2.082)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 17.333333333333332)"
11-01-2023 13:26:35.156635,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 11.4)","(11.0, 27.0, 15.0)","(14.0, 36.0, 21.0)","(1.55, 2.28, 2.082)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 17.333333333333332)"
11-01-2023 13:26:36.595675,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 11.4)","(11.0, 27.0, 22.30909090909091)","(14.0, 36.0, 21.0)","(1.55, 2.28, 2.082)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 17.333333333333332)"
11-01-2023 13:26:38.012143,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 12.79)","(11.0, 27.0, 23.357142857142854)","(14.0, 36.0, 30.125)","(1.55, 2.28, 2.082)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 26.833333333333332)"
11-01-2023 13:26:39.425625,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 12.79)","(11.0, 27.0, 23.357142857142854)","(14.0, 36.0, 20.666666666666668)","(1.55, 2.28, 2.082)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 26.833333333333332)"
11-01-2023 13:26:40.826937,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 12.79)","(11.0, 27.0, 23.357142857142854)","(14.0, 36.0, 20.666666666666668)","(1.55, 2.28, 2.082)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 26.833333333333332)"
11-01-2023 13:26:42.169173,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 12.79)","(11.0, 27.0, 23.357142857142854)","(14.0, 36.0, 20.666666666666668)","(1.55, 2.28, 2.082)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 26.833333333333332)"
11-01-2023 13:26:43.496944,"(8.5, 18.5, 11.366666666666667)","(6.5, 13.5, 12.79)","(11.0, 27.0, 23.357142857142854)","(14.0, 36.0, 30.125)","(1.55, 2.28, 2.082)","(18.0, 170.0, 118.83333333333333)","(8.5, 19.0, 11.933333333333334)","(12.0, 30.0, 26.833333333333332)"
