,Allegro Tori,Big Time Polo,Check Me Out,Allegro Barrel,Big Time Slay,Adobe Underworld,Big Time Ring,Highview Moose
11-01-2023 13:29:22.710965,"(8.5, 18.5, 16.077777777777776)","(6.5, 13.5, 12.209090909090909)","(11.0, 26.0, 18.0)","(14.0, 50.0, 19.583333333333332)","(1.55, 2.18, 1.7640909090909092)","(18.0, 170.0, 74.375)","(8.5, 19.0, 14.1)","(12.0, 30.0, 21.0)"
11-01-2023 13:29:23.931314,"(8.5, 18.5, 16.077777777777776)","(6.5, 13.5, 12.209090909090909)","(11.0, 26.0, 18.0)","(14.0, 50.0, 19.583333333333332)","(1.55, 2.18, 1.7640909090909092)","(18.0, 170.0, 74.375)","(8.5, 19.0, 14.1)","(12.0, 30.0, 21.0)"
11-01-2023 13:29:25.020457,"(8.5, 18.5, 16.077777777777776)","(6.5, 13.5, 12.209090909090909)","(11.0, 26.0, 18.0)","(14.0, 50.0, 22.125)","(1.55, 2.18, 1.7640909090909092)","(18.0, 170.0, 74.375)","(8.5, 19.0, 14.1)","(12.0, 30.0, 21.0)"
11-01-2023 13:29:26.160894,"(8.5, 18.5, 16.077777777777776)","(6.5, 13.5, 12.209090909090909)","(11.0, 26.0, 18.0)","(14.0, 48.0, 22.125)","(1.55, 2.18, 1.7640909090909092)","(18.0, 170.0, 74.375)","(8.5, 19.0, 14.1)","(12.0, 30.0, 21.0)"
11-01-2023 13:29:27.341340,"(8.5, 18.5, 16.077777777777776)","(6.5, 13.5, 12.209090909090909)","(11.0, 26.0, 18.0)","(14.0, 48.0, 22.125)","(1.55, 2.18, 1.7640909090909092)","(18.0, 170.0, 74.375)","(8.5, 19.0, 14.1)","(12.0, 30.0, 21.0)"
11-01-2023 13:29:28.566065,"(8.5, 18.5, 16.077777777777776)","(6.5, 13.5, 11.8)","(11.0, 26.0, 18.0)","(14.0, 48.0, 24.75)","(1.55, 2.18, 1.7640909090909092)","(18.0, 170.0, 74.375)","(8.5, 19.0, 14.1)","(12.0, 30.0, 20.5)"
11-01-2023 13:29:29.751683,"(8.5, 18.0, 15.68888888888889)","(6.5, 13.0, 11.8)","(11.0, 26.0, 18.0)","(14.0, 36.0, 24.75)","(1.55, 2.18, 1.7640909090909092)","(18.0, 170.0, 74.375)","(8.5, 19.0, 14.1)","(12.0, 29.0, 20.5)"
11-01-2023 13:29:30.888637,"(8.5, 18.0, 15.085714285714285)","(6.5, 13.0, 11.577777777777778)","(11.0, 26.0, 18.0)","(14.0, 36.0, 24.75)","(1.55, 2.18, 1.7640909090909092)","(18.0, 170.0, 74.375)","(8.5, 19.0, 14.1)","(12.0, 29.0, 20.5)"
11-01-2023 13:29:32.087313,"(8.5, 18.0, 15.085714285714285)","(6.5, 13.0, 9.9)","(11.0, 26.0, 18.0)","(14.0, 36.0, 24.75)","(1.55, 2.18, 1.7640909090909092)","(18.0, 170.0, 74.375)","(8.5, 19.0, 14.1)","(12.0, 29.0, 20.5)"
11-01-2023 13:29:33.217639,"(8.5, 18.0, 15.085714285714285)","(6.5, 13.0, 9.9)","(11.0, 26.0, 18.0)","(14.0, 36.0, 24.75)","(1.55, 2.18, 1.7640909090909092)","(18.0, 170.0, 74.375)","(8.5, 19.0, 14.1)","(12.0, 29.0, 20.5)"
11-01-2023 13:29:34.250621,"(8.5, 18.0, 15.085714285714285)","(6.5, 13.0, 9.9)","(11.0, 26.0, 18.0)","(14.0, 36.0, 24.75)","(1.55, 2.18, 1.7640909090909092)","(18.0, 170.0, 74.375)","(8.5, 19.0, 14.1)","(12.0, 29.0, 20.5)"
11-01-2023 13:29:35.299883,"(8.5, 18.0, 15.085714285714285)","(6.5, 13.0, 9.9)","(11.0, 26.0, 18.0)","(14.0, 36.0, 24.75)","(1.55, 2.18, 1.7640909090909092)","(18.0, 170.0, 74.375)","(8.5, 19.0, 14.1)","(12.0, 29.0, 20.5)"
11-01-2023 13:29:36.415798,"(8.5, 18.0, 15.085714285714285)","(6.5, 13.0, 9.9)","(11.0, 26.0, 18.0)","(14.0, 36.0, 24.75)","(1.55, 2.18, 1.7640909090909092)","(18.0, 170.0, 74.375)","(8.5, 19.0, 14.1)","(12.0, 29.0, 20.5)"
11-01-2023 13:29:37.558054,"(8.5, 18.0, 15.085714285714285)","(6.5, 13.0, 9.9)","(11.0, 26.0, 18.0)","(14.0, 36.0, 24.75)","(1.55, 2.18, 1.7640909090909092)","(18.0, 170.0, 74.375)","(8.5, 19.0, 14.1)","(12.0, 29.0, 20.5)"
11-01-2023 13:29:38.671694,"(8.5, 18.0, 15.085714285714285)","(6.5, 13.0, 9.9)","(11.0, 26.0, 18.0)","(14.0, 36.0, 24.5)","(1.5, 2.18, 1.7640909090909092)","(20.0, 170.0, 74.375)","(8.5, 19.0, 17.2)","(13.0, 29.0, 20.5)"
11-01-2023 13:29:39.752080,"(8.5, 18.0, 15.085714285714285)","(7.0, 13.0, 9.9)","(11.0, 26.0, 15.333333333333332)","(14.0, 36.0, 25.0)","(1.5, 2.18, 1.7640909090909092)","(20.0, 170.0, 74.375)","(8.5, 19.0, 11.933333333333334)","(13.0, 29.0, 20.5)"
11-01-2023 13:29:40.920917,"(8.5, 18.0, 11.333333333333334)","(7.0, 13.0, 9.9)","(11.0, 26.0, 15.333333333333332)","(14.0, 36.0, 25.0)","(1.5, 2.18, 1.7640909090909092)","(20.0, 170.0, 74.375)","(8.5, 19.0, 11.933333333333334)","(13.0, 29.0, 20.5)"
11-01-2023 13:29:42.061952,"(8.5, 18.0, 11.333333333333334)","(7.0, 13.0, 9.9)","(11.0, 26.0, 15.333333333333332)","(14.0, 36.0, 25.0)","(1.5, 2.18, 1.7640909090909092)","(20.0, 170.0, 74.375)","(8.5, 19.0, 11.933333333333334)","(13.0, 29.0, 20.5)"
11-01-2023 13:29:43.135951,"(8.5, 18.0, 11.333333333333334)","(7.0, 13.0, 9.9)","(11.0, 26.0, 15.333333333333332)","(14.0, 36.0, 25.0)","(1.5, 2.18, 1.7640909090909092)","(20.0, 170.0, 74.375)","(8.5, 19.0, 11.933333333333334)","(13.0, 29.0, 20.5)"
11-01-2023 13:29:44.219812,"(8.5, 18.0, 11.333333333333334)","(7.0, 13.0, 9.9)","(11.0, 26.0, 15.333333333333332)","(14.0, 36.0, 25.0)","(1.5, 2.18, 1.7640909090909092)","(20.0, 170.0, 74.375)","(8.5, 19.0, 11.933333333333334)","(13.0, 29.0, 20.5)"
11-01-2023 13:29:45.325907,"(8.5, 18.0, 11.333333333333334)","(7.0, 13.0, 9.9)","(11.0, 26.0, 15.333333333333332)","(14.0, 36.0, 25.0)","(1.5, 2.18, 1.7640909090909092)","(20.0, 170.0, 74.375)","(8.5, 19.0, 11.933333333333334)","(13.0, 29.0, 20.5)"
11-01-2023 13:29:46.475015,"(8.5, 18.0, 11.333333333333334)","(7.0, 13.0, 9.9)","(11.0, 26.0, 15.333333333333332)","(14.0, 36.0, 25.0)","(1.5, 2.18, 1.7640909090909092)","(20.0, 170.0, 74.375)","(8.5, 19.0, 11.933333333333334)","(13.0, 29.0, 20.5)"
11-01-2023 13:29:47.627759,"(8.5, 18.0, 11.333333333333334)","(7.0, 13.0, 9.9)","(11.0, 26.0, 15.333333333333332)","(14.0, 36.0, 25.0)","(1.5, 2.18, 1.7640909090909092)","(20.0, 170.0, 74.375)","(8.5, 19.0, 11.933333333333334)","(13.0, 29.0, 20.5)"
11-01-2023 13:29:48.816747,"(8.5, 18.0, 11.333333333333334)","(7.0, 13.0, 9.9)","(11.0, 26.0, 15.333333333333332)","(14.0, 36.0, 25.0)","(1.5, 2.18, 1.7640909090909092)","(20.0, 170.0, 74.375)","(8.5, 19.0, 11.933333333333334)","(13.0, 29.0, 20.5)"
11-01-2023 13:29:49.975055,"(8.5, 18.0, 11.333333333333334)","(7.0, 13.0, 9.9)","(11.0, 26.0, 15.333333333333332)","(14.0, 36.0, 25.0)","(1.5, 2.18, 1.7640909090909092)","(20.0, 170.0, 74.375)","(8.5, 19.0, 11.933333333333334)","(13.0, 29.0, 20.5)"
11-01-2023 13:29:51.182799,"(8.5, 18.0, 11.333333333333334)","(7.0, 13.0, 9.9)","(11.0, 26.0, 15.333333333333332)","(14.0, 36.0, 25.0)","(1.5, 2.18, 1.7640909090909092)","(20.0, 170.0, 74.375)","(8.5, 19.0, 11.933333333333334)","(13.0, 29.0, 20.5)"
11-01-2023 13:29:52.355288,"(8.5, 18.0, 11.333333333333334)","(7.0, 13.0, 9.9)","(11.0, 26.0, 15.333333333333332)","(14.0, 36.0, 25.0)","(1.5, 2.18, 1.7640909090909092)","(20.0, 170.0, 74.375)","(8.5, 19.0, 11.933333333333334)","(13.0, 29.0, 20.5)"
11-01-2023 13:29:53.561088,"(8.5, 18.0, 11.333333333333334)","(7.0, 13.0, 9.9)","(11.0, 26.0, 15.333333333333332)","(14.0, 36.0, 25.0)","(1.5, 2.18, 1.7640909090909092)","(20.0, 170.0, 74.375)","(8.5, 19.0, 11.933333333333334)","(13.0, 29.0, 20.5)"
11-01-2023 13:29:54.701566,"(8.5, 18.0, 11.333333333333334)","(7.0, 13.0, 9.9)","(11.0, 26.0, 15.333333333333332)","(14.0, 36.0, 25.0)","(1.5, 2.18, 2.0023076923076926)","(20.0, 170.0, 74.375)","(8.5, 19.0, 11.933333333333334)","(13.0, 29.0, 20.5)"
11-01-2023 13:29:55.927136,"(8.5, 18.0, 11.333333333333334)","(7.0, 13.0, 9.9)","(11.0, 26.0, 15.333333333333332)","(14.0, 36.0, 25.0)","(1.5, 2.18, 2.0023076923076926)","(20.0, 170.0, 85.27777777777777)","(8.5, 19.0, 11.933333333333334)","(13.0, 29.0, 20.5)"
11-01-2023 13:29:57.111925,"(8.5, 18.0, 11.333333333333334)","(7.0, 13.0, 9.9)","(11.0, 26.0, 15.333333333333332)","(15.0, 36.0, 25.0)","(1.5, 2.18, 2.0023076923076926)","(21.0, 170.0, 85.27777777777777)","(9.0, 19.0, 11.933333333333334)","(13.0, 29.0, 20.5)"
11-01-2023 13:29:58.318658,"(8.5, 18.0, 11.333333333333334)","(7.0, 13.0, 9.9)","(12.0, 26.0, 15.333333333333332)","(15.0, 36.0, 25.0)","(1.5, 2.18, 2.0023076923076926)","(21.0, 170.0, 85.27777777777777)","(9.0, 19.0, 11.933333333333334)","(13.0, 29.0, 20.5)"
11-01-2023 13:29:59.451403,"(8.5, 18.0, 11.333333333333334)","(7.0, 13.0, 9.9)","(12.0, 26.0, 15.333333333333332)","(15.0, 36.0, 25.0)","(1.5, 2.18, 2.0023076923076926)","(21.0, 170.0, 85.27777777777777)","(9.0, 19.0, 11.933333333333334)","(13.0, 29.0, 20.5)"
11-01-2023 13:30:00.606598,"(8.5, 18.0, 11.333333333333334)","(7.0, 13.0, 9.9)","(12.0, 26.0, 15.333333333333332)","(15.0, 36.0, 24.0)","(1.5, 2.18, 2.0023076923076926)","(21.0, 170.0, 85.27777777777777)","(9.0, 19.0, 11.766666666666667)","(13.0, 29.0, 20.5)"
11-01-2023 13:30:01.770133,"(8.5, 18.0, 11.333333333333334)","(7.0, 14.0, 10.4)","(12.0, 26.0, 15.333333333333332)","(15.0, 34.0, 24.0)","(1.5, 2.18, 2.0023076923076926)","(21.0, 170.0, 85.27777777777777)","(9.0, 18.5, 11.766666666666667)","(13.0, 29.0, 20.5)"
11-01-2023 13:30:02.956262,"(8.5, 18.0, 11.333333333333334)","(7.0, 14.0, 10.4)","(12.0, 26.0, 15.333333333333332)","(15.0, 34.0, 25.0)","(1.5, 2.18, 2.0023076923076926)","(21.0, 170.0, 85.27777777777777)","(9.0, 18.5, 11.766666666666667)","(13.0, 29.0, 20.5)"
11-01-2023 13:30:04.088941,"(8.5, 17.5, 9.357142857142858)","(7.0, 14.0, 10.4)","(12.0, 26.0, 15.333333333333332)","(15.0, 36.0, 25.0)","(1.5, 2.18, 2.0023076923076926)","(21.0, 170.0, 85.27777777777777)","(9.0, 18.5, 11.766666666666667)","(13.0, 29.0, 20.5)"
11-01-2023 13:30:05.301511,"(8.5, 17.5, 9.357142857142858)","(7.0, 14.0, 10.4)","(12.0, 26.0, 15.333333333333332)","(15.0, 36.0, 25.0)","(1.5, 2.18, 2.0023076923076926)","(21.0, 170.0, 85.27777777777777)","(9.0, 18.5, 11.766666666666667)","(13.0, 29.0, 20.5)"
11-01-2023 13:30:06.526233,"(8.5, 17.5, 9.357142857142858)","(7.0, 14.0, 10.4)","(12.0, 26.0, 15.333333333333332)","(15.0, 36.0, 25.0)","(1.5, 2.18, 2.0023076923076926)","(21.0, 170.0, 85.27777777777777)","(9.0, 18.5, 11.766666666666667)","(13.0, 29.0, 20.5)"
11-01-2023 13:30:07.735548,"(8.5, 17.5, 9.357142857142858)","(7.0, 14.0, 10.4)","(12.0, 26.0, 15.333333333333332)","(15.0, 36.0, 24.5)","(1.5, 2.18, 2.0023076923076926)","(21.0, 170.0, 85.27777777777777)","(9.0, 18.5, 11.766666666666667)","(13.0, 29.0, 20.5)"
11-01-2023 13:30:09.013423,"(8.5, 17.5, 9.357142857142858)","(7.0, 14.0, 10.4)","(12.0, 26.0, 22.68)","(15.0, 36.0, 24.5)","(1.5, 2.18, 2.0023076923076926)","(21.0, 170.0, 85.27777777777777)","(9.0, 18.5, 11.766666666666667)","(13.0, 29.0, 17.666666666666668)"
11-01-2023 13:30:10.215348,"(8.5, 17.5, 11.166666666666666)","(7.0, 14.0, 10.4)","(12.0, 26.0, 15.666666666666668)","(15.0, 36.0, 24.5)","(1.5, 2.18, 2.0023076923076926)","(21.0, 170.0, 85.27777777777777)","(9.0, 18.5, 11.766666666666667)","(13.0, 29.0, 17.666666666666668)"
11-01-2023 13:30:11.347237,"(8.5, 17.5, 11.166666666666666)","(7.0, 14.0, 10.4)","(12.0, 26.0, 15.666666666666668)","(15.0, 36.0, 24.5)","(1.5, 2.18, 2.0023076923076926)","(21.0, 170.0, 85.27777777777777)","(9.0, 18.5, 11.766666666666667)","(13.0, 29.0, 17.666666666666668)"
11-01-2023 13:30:12.551615,"(8.5, 17.5, 11.166666666666666)","(7.0, 14.0, 10.4)","(12.0, 26.0, 15.666666666666668)","(15.0, 36.0, 24.5)","(1.5, 2.18, 2.0023076923076926)","(21.0, 170.0, 85.27777777777777)","(9.0, 18.5, 11.766666666666667)","(13.0, 29.0, 17.666666666666668)"
11-01-2023 13:30:13.805323,"(8.5, 17.5, 11.166666666666666)","(7.0, 14.0, 10.4)","(12.0, 26.0, 15.666666666666668)","(15.0, 36.0, 24.5)","(1.5, 2.18, 2.0023076923076926)","(21.0, 170.0, 138.22916666666669)","(9.0, 18.5, 11.766666666666667)","(13.0, 29.0, 26.5)"
11-01-2023 13:30:14.958984,"(8.5, 17.5, 11.166666666666666)","(7.0, 14.0, 10.4)","(12.0, 26.0, 15.666666666666668)","(15.0, 36.0, 24.5)","(1.5, 2.18, 2.0023076923076926)","(21.0, 170.0, 138.22916666666669)","(9.0, 18.5, 11.766666666666667)","(13.0, 29.0, 18.0)"
11-01-2023 13:30:16.207740,"(8.5, 17.5, 11.166666666666666)","(7.0, 14.0, 10.4)","(12.0, 26.0, 15.666666666666668)","(15.0, 36.0, 24.5)","(1.5, 2.18, 2.0023076923076926)","(21.0, 170.0, 131.875)","(9.0, 18.5, 15.557142857142857)","(13.0, 29.0, 18.0)"
11-01-2023 13:30:17.598726,"(8.5, 17.5, 11.166666666666666)","(7.0, 14.0, 10.4)","(12.0, 26.0, 18.25)","(15.0, 36.0, 24.5)","(1.5, 2.18, 2.0023076923076926)","(21.0, 170.0, 131.875)","(9.0, 18.5, 15.557142857142857)","(13.0, 29.0, 18.0)"
11-01-2023 13:30:18.906664,"(8.5, 17.5, 11.166666666666666)","(7.0, 14.0, 10.4)","(12.0, 26.0, 18.25)","(15.0, 36.0, 24.5)","(1.5, 2.18, 2.0023076923076926)","(21.0, 170.0, 85.83333333333333)","(9.0, 18.5, 15.914285714285715)","(13.0, 29.0, 18.0)"
11-01-2023 13:30:20.128971,"(8.5, 17.5, 11.166666666666666)","(7.0, 14.0, 10.4)","(12.0, 26.0, 18.25)","(15.0, 36.0, 24.5)","(1.5, 2.18, 2.0023076923076926)","(21.0, 170.0, 85.83333333333333)","(9.0, 19.0, 15.557142857142857)","(13.0, 29.0, 18.0)"
11-01-2023 13:30:21.261470,"(8.5, 17.5, 11.166666666666666)","(7.0, 14.0, 10.4)","(12.0, 26.0, 18.25)","(15.0, 36.0, 24.5)","(1.5, 2.18, 2.0023076923076926)","(21.0, 170.0, 85.83333333333333)","(9.0, 18.5, 15.557142857142857)","(13.0, 29.0, 18.0)"
11-01-2023 13:30:22.506603,"(8.5, 17.5, 11.166666666666666)","(7.0, 14.0, 10.4)","(12.0, 26.0, 18.25)","(15.0, 36.0, 24.5)","(1.5, 2.18, 2.0023076923076926)","(21.0, 170.0, 85.83333333333333)","(9.0, 18.5, 15.557142857142857)","(13.0, 29.0, 18.0)"
11-01-2023 13:30:23.643983,"(8.5, 17.5, 11.166666666666666)","(7.0, 14.0, 10.4)","(12.0, 26.0, 18.25)","(15.0, 36.0, 24.5)","(1.5, 2.18, 2.0023076923076926)","(21.0, 170.0, 85.83333333333333)","(9.0, 18.5, 15.557142857142857)","(13.0, 29.0, 18.0)"
11-01-2023 13:30:24.879067,"(8.5, 17.5, 11.166666666666666)","(7.0, 14.0, 10.4)","(12.0, 26.0, 18.25)","(15.0, 36.0, 24.5)","(1.5, 2.18, 2.0023076923076926)","(21.0, 170.0, 85.83333333333333)","(9.0, 18.5, 15.557142857142857)","(13.0, 29.0, 18.0)"
11-01-2023 13:30:26.114494,"(8.5, 17.5, 11.166666666666666)","(7.0, 14.0, 10.4)","(12.0, 26.0, 18.25)","(15.0, 36.0, 24.5)","(1.5, 2.18, 2.0023076923076926)","(21.0, 170.0, 85.83333333333333)","(9.0, 18.5, 15.557142857142857)","(13.0, 29.0, 18.0)"
11-01-2023 13:30:27.399381,"(8.5, 17.5, 11.166666666666666)","(7.0, 14.0, 10.4)","(12.0, 26.0, 18.25)","(15.0, 36.0, 24.5)","(1.5, 2.18, 2.0023076923076926)","(21.0, 170.0, 85.83333333333333)","(9.0, 18.5, 15.557142857142857)","(13.0, 29.0, 18.0)"
11-01-2023 13:30:28.591335,"(8.5, 17.5, 11.166666666666666)","(7.0, 14.0, 10.4)","(12.0, 26.0, 18.25)","(15.0, 36.0, 24.5)","(1.5, 2.18, 2.0023076923076926)","(21.0, 170.0, 85.83333333333333)","(9.0, 18.5, 15.557142857142857)","(13.0, 29.0, 18.0)"
11-01-2023 13:30:29.757883,"(8.5, 17.5, 11.166666666666666)","(7.0, 14.0, 10.4)","(12.0, 26.0, 18.25)","(15.0, 36.0, 24.5)","(1.5, 2.18, 2.0023076923076926)","(21.0, 170.0, 85.83333333333333)","(9.0, 18.5, 15.557142857142857)","(13.0, 29.0, 18.0)"
11-01-2023 13:30:30.935434,"(8.5, 17.5, 11.166666666666666)","(7.0, 14.0, 10.4)","(12.0, 26.0, 18.25)","(15.0, 36.0, 24.5)","(1.5, 2.18, 2.0023076923076926)","(21.0, 170.0, 85.83333333333333)","(9.0, 18.5, 15.557142857142857)","(13.0, 29.0, 18.0)"
11-01-2023 13:30:32.180979,"(8.5, 17.5, 15.025)","(7.0, 14.0, 10.4)","(12.0, 26.0, 18.25)","(15.0, 36.0, 24.5)","(1.5, 2.18, 2.0023076923076926)","(21.0, 170.0, 85.83333333333333)","(9.0, 18.5, 15.557142857142857)","(13.0, 29.0, 18.0)"
11-01-2023 13:30:33.430196,"(8.5, 17.5, 11.299999999999999)","(7.0, 14.0, 10.4)","(12.0, 26.0, 18.25)","(15.0, 36.0, 24.5)","(1.5, 2.18, 2.0023076923076926)","(21.0, 170.0, 85.83333333333333)","(9.0, 18.5, 15.557142857142857)","(13.0, 29.0, 18.0)"
11-01-2023 13:30:34.614785,"(8.5, 17.5, 11.299999999999999)","(7.0, 14.0, 10.4)","(12.0, 26.0, 18.25)","(15.0, 36.0, 24.5)","(1.5, 2.18, 2.0023076923076926)","(21.0, 170.0, 85.83333333333333)","(9.0, 18.5, 15.557142857142857)","(13.0, 29.0, 18.0)"
11-01-2023 13:30:35.784542,"(8.5, 17.5, 11.299999999999999)","(7.0, 14.0, 10.4)","(12.0, 26.0, 18.25)","(15.0, 36.0, 24.5)","(1.5, 2.18, 2.0023076923076926)","(21.0, 170.0, 85.83333333333333)","(9.0, 18.5, 15.557142857142857)","(13.0, 29.0, 18.0)"
11-01-2023 13:30:36.922776,"(8.5, 17.5, 11.299999999999999)","(7.0, 14.0, 10.4)","(12.0, 26.0, 24.15555555555556)","(15.0, 36.0, 24.5)","(1.5, 2.18, 2.0023076923076926)","(21.0, 170.0, 85.83333333333333)","(9.0, 18.5, 15.557142857142857)","(13.0, 29.0, 18.0)"
11-01-2023 13:30:38.083694,"(8.5, 17.5, 11.299999999999999)","(7.0, 14.0, 10.4)","(12.0, 26.0, 17.799999999999997)","(15.0, 36.0, 24.5)","(1.5, 2.18, 2.0023076923076926)","(21.0, 170.0, 85.83333333333333)","(9.0, 18.5, 15.557142857142857)","(13.0, 29.0, 26.941176470588232)"
11-01-2023 13:30:39.264827,"(8.5, 17.5, 11.299999999999999)","(7.0, 14.0, 10.4)","(12.0, 26.0, 17.799999999999997)","(15.0, 36.0, 24.5)","(1.5, 2.18, 2.0023076923076926)","(21.0, 170.0, 85.83333333333333)","(9.0, 18.5, 15.557142857142857)","(13.0, 29.0, 17.666666666666668)"
11-01-2023 13:30:40.374687,"(8.5, 17.5, 11.299999999999999)","(7.0, 13.5, 11.266666666666666)","(12.0, 26.0, 24.15555555555556)","(15.0, 36.0, 20.666666666666668)","(1.5, 2.18, 2.0023076923076926)","(21.0, 170.0, 85.83333333333333)","(9.0, 18.5, 15.557142857142857)","(13.0, 29.0, 18.333333333333332)"
11-01-2023 13:30:41.480702,"(8.5, 17.5, 15.946153846153846)","(7.0, 13.5, 11.266666666666666)","(12.0, 26.0, 18.5)","(15.0, 36.0, 20.666666666666668)","(1.5, 2.18, 2.0023076923076926)","(21.0, 170.0, 85.83333333333333)","(9.0, 18.5, 15.557142857142857)","(13.0, 29.0, 18.333333333333332)"
11-01-2023 13:30:42.668703,"(8.5, 17.5, 11.433333333333334)","(7.0, 13.5, 11.266666666666666)","(12.0, 26.0, 18.5)","(15.0, 36.0, 20.666666666666668)","(1.5, 2.18, 2.0023076923076926)","(21.0, 170.0, 85.83333333333333)","(9.0, 18.5, 15.557142857142857)","(13.0, 29.0, 18.333333333333332)"
11-01-2023 13:30:43.825407,"(8.5, 17.5, 11.433333333333334)","(7.0, 13.5, 11.266666666666666)","(12.0, 26.0, 18.5)","(15.0, 36.0, 20.666666666666668)","(1.5, 2.18, 2.0023076923076926)","(21.0, 170.0, 85.83333333333333)","(9.0, 18.5, 15.557142857142857)","(13.0, 29.0, 18.333333333333332)"
11-01-2023 13:30:44.973143,"(8.5, 17.5, 11.433333333333334)","(7.0, 13.5, 11.266666666666666)","(12.0, 26.0, 18.5)","(15.0, 36.0, 20.666666666666668)","(1.5, 2.18, 2.0023076923076926)","(21.0, 170.0, 85.83333333333333)","(9.0, 18.5, 15.557142857142857)","(13.0, 29.0, 18.333333333333332)"
11-01-2023 13:30:46.108141,"(8.5, 17.5, 11.433333333333334)","(7.0, 13.5, 11.266666666666666)","(12.0, 26.0, 18.5)","(15.0, 36.0, 20.666666666666668)","(1.5, 2.18, 2.0023076923076926)","(21.0, 170.0, 85.83333333333333)","(9.0, 18.5, 15.557142857142857)","(13.0, 29.0, 18.333333333333332)"
11-01-2023 13:30:47.238078,"(8.5, 17.5, 11.433333333333334)","(7.0, 13.5, 11.266666666666666)","(12.0, 26.0, 18.5)","(15.0, 36.0, 20.666666666666668)","(1.5, 2.18, 2.0023076923076926)","(21.0, 170.0, 85.83333333333333)","(9.0, 18.5, 15.557142857142857)","(13.0, 29.0, 18.333333333333332)"
11-01-2023 13:30:48.390311,"(8.5, 17.5, 11.433333333333334)","(7.0, 13.5, 11.266666666666666)","(12.0, 26.0, 18.5)","(15.0, 36.0, 20.666666666666668)","(1.5, 2.18, 2.0023076923076926)","(21.0, 170.0, 85.83333333333333)","(9.0, 18.5, 15.557142857142857)","(13.0, 29.0, 18.0)"
11-01-2023 13:30:49.455641,"(8.5, 17.5, 11.433333333333334)","(7.0, 13.5, 11.266666666666666)","(12.0, 26.0, 18.5)","(15.0, 34.0, 20.0)","(1.5, 2.18, 2.0023076923076926)","(21.0, 170.0, 85.83333333333333)","(9.0, 18.5, 15.557142857142857)","(13.0, 28.0, 18.0)"
11-01-2023 13:30:50.598664,"(8.5, 17.5, 11.433333333333334)","(7.0, 13.5, 11.266666666666666)","(12.0, 26.0, 18.5)","(15.0, 34.0, 20.0)","(1.5, 2.18, 2.0023076923076926)","(21.0, 170.0, 85.83333333333333)","(9.0, 18.5, 15.557142857142857)","(13.0, 28.0, 18.0)"
11-01-2023 13:30:51.747334,"(8.5, 17.5, 11.433333333333334)","(7.0, 13.5, 11.266666666666666)","(12.0, 26.0, 18.5)","(15.0, 34.0, 20.0)","(1.5, 2.18, 2.0023076923076926)","(21.0, 170.0, 85.83333333333333)","(9.0, 18.5, 15.557142857142857)","(13.0, 28.0, 18.0)"
11-01-2023 13:30:52.852261,"(8.5, 17.5, 11.433333333333334)","(7.0, 13.5, 11.266666666666666)","(12.0, 26.0, 18.5)","(15.0, 34.0, 20.0)","(1.5, 2.18, 2.001904761904762)","(21.0, 170.0, 85.83333333333333)","(9.0, 18.5, 15.557142857142857)","(13.0, 28.0, 18.0)"
11-01-2023 13:30:53.945303,"(8.5, 17.5, 11.433333333333334)","(7.0, 13.5, 11.266666666666666)","(12.0, 26.0, 18.5)","(15.0, 34.0, 20.0)","(1.5, 2.18, 2.001904761904762)","(21.0, 170.0, 85.83333333333333)","(9.0, 18.5, 15.557142857142857)","(13.0, 28.0, 18.0)"
11-01-2023 13:30:55.002867,"(8.5, 17.5, 11.433333333333334)","(7.0, 13.5, 11.266666666666666)","(12.0, 26.0, 18.5)","(15.0, 34.0, 20.0)","(1.5, 2.18, 2.001904761904762)","(21.0, 170.0, 85.83333333333333)","(9.0, 18.5, 15.557142857142857)","(13.0, 28.0, 18.0)"
11-01-2023 13:30:56.119867,"(8.5, 17.5, 11.433333333333334)","(7.0, 13.5, 11.266666666666666)","(12.0, 26.0, 18.5)","(15.0, 34.0, 20.0)","(1.5, 2.18, 2.001904761904762)","(21.0, 170.0, 85.83333333333333)","(9.0, 18.5, 15.557142857142857)","(13.0, 28.0, 18.0)"
11-01-2023 13:30:57.292774,"(8.5, 17.5, 11.433333333333334)","(7.0, 13.5, 12.571428571428571)","(12.0, 26.0, 18.5)","(15.0, 34.0, 20.0)","(1.5, 2.18, 2.001904761904762)","(21.0, 170.0, 85.83333333333333)","(9.0, 18.5, 15.557142857142857)","(13.0, 28.0, 18.0)"
11-01-2023 13:30:58.435989,"(8.5, 17.5, 11.433333333333334)","(7.0, 13.5, 11.4)","(12.0, 26.0, 18.5)","(15.0, 34.0, 20.0)","(1.5, 2.18, 2.001904761904762)","(21.0, 170.0, 85.83333333333333)","(9.0, 18.5, 15.557142857142857)","(13.0, 28.0, 18.0)"
11-01-2023 13:30:59.490617,"(8.5, 17.5, 11.433333333333334)","(7.0, 13.5, 12.755555555555556)","(12.0, 26.0, 18.5)","(15.0, 34.0, 20.0)","(1.5, 2.18, 2.001904761904762)","(21.0, 170.0, 85.83333333333333)","(9.0, 18.5, 15.557142857142857)","(13.0, 28.0, 18.0)"
